wavelength,Back_HemRusm,Belly_HemRusm,Breast_HemRusm,Crissum_HemRusm,Crown_HemRusm,DorTail_HemRusm,Patch10_HemRusm,Rump_HemRusm,Throat_HemRusm,WingTip_HemRusm
209.14,132.6388,125.2776667,119.3751333,120.2777333,126.5277333,115.7638667,116.0416,134.0972667,144.2707667,121.1112667
209.52,128.0702,122.3157333,116.4912,114.807,121.0524667,112.7018,114.0352,133.7543333,136.9824,115.7893333
209.9,135.9258667,125.5556,121.4073333,117.4073333,124.6668667,116.6668,121.4816667,141.6296,138.1111667,122.6666
210.28,120.5229333,111.5685333,106.7320667,105.2286,113.5948,100.4574,107.1895333,125.8824,122.5817,105.6863333
210.66,131.6295333,120.5925333,110.1481333,117.6297333,122.7408,108.1480667,116.3704,139.4074,133.4073,111.926
211.03,134.7984667,123.2234667,110.2564,123.2234667,123.0036667,114.5786667,118.6080667,138.8278667,133.9559,115.6043333
211.41,142.1014,131.7390667,116.0870667,129.058,125.2172667,122.8984667,124.2028667,143.4058,140.7246667,122.8985333
211.79,146.3492667,139.4444667,119.6826667,132.6982667,126.0318667,126.9048,128.6507333,146.3490667,145.3174667,128.8097333
212.17,132.0454,133.4848,110.0758667,122.0454667,108.9392667,116.0606667,114.0151333,133.7878,132.1969,119.5454
212.55,139.7647333,140.3138,119.1373333,127.1373333,113.4118,126.9803333,121.6470667,138.3529333,138.3528333,123.6862667
212.92,144.8780667,141.8698667,124.1463333,122.8454667,112.7642667,128.5364667,124.3902667,138.8616667,140.7317,121.4635333
213.3,145.3764,141.4335333,122.5805333,122.0786667,117.2759333,126.3082667,125.0179333,135.3404667,141.0751667,121.6486667
213.68,149.0475333,143.1972,124.7618667,124.5578667,120.6121333,133.2653333,128.0272667,135.9184,145.1359,125.3060667
214.06,153.3332667,149.6598667,130.3400667,128.2314,127.8912,140.1360667,129.9999333,140.6802667,149.8298667,127.483
214.44,169.3333333,163.7776667,144.3703333,141.9258667,143.5556667,156.5184667,146,153.037,164.0371667,139.1110667
214.81,158.1249333,150.6944667,137.9166667,127.7778,133.6805333,146.9445333,134.7917333,138.9582667,151.7708,131.9444
215.19,176.4608,168.3127333,157.3662667,144.9382667,152.4280667,163.4568,152.6748667,156.7078,172.9629333,151.8518667
215.57,188.5714,175.7671333,168.7831333,154.9206,168.6772667,177.2488,163.5978667,169.1006667,191.164,161.9048
215.95,178.7619333,162.0952667,160.2856667,146.7618667,160.8570667,166.5715333,153.3332667,160.4762667,180.6665333,150.9523333
216.32,209.8889333,189.9999333,189.3334,171.5556667,198.4445333,196.7778,181.0000667,189.5554,213.7222,174.8889333
216.7,206.6667333,191.9125333,187.2132,171.694,203.6066,191.3662,179.1256,191.4753333,210.2732667,174.3170667
217.08,205.3764,193.3332667,189.6773333,181.0752,204.5162,190.4300667,179.0323333,199.0322667,212.4193333,179.3548667
217.46,228.2424667,214.4242667,214.4242667,206.0606,226.3031333,207.0302,197.4545333,226.6667333,238.4848333,200.6060667
217.83,261.2500667,250.2778667,248.7500667,239.3055333,261.5278,226.6666667,229.1665333,259.5834,278.6111667,236.5278667
218.21,285.7142667,267.7778,268.4126,259.2064,284.1269333,237.3017333,247.6190667,275.0792667,309.2857667,255.3968
218.59,278.6991333,260.3251333,260.813,254.4715333,273.8212,225.8536667,235.7723333,269.5935333,310.1625667,249.9188
218.97,288.1666667,261.6666667,269.1666667,269.1666667,281.5,231.8333333,244.8333333,282,320.9166667,249.3333333
219.34,254.0136,235.1020667,241.7688667,237.8232,250.0679333,211.1565333,215.1020667,254.2857333,282.6529667,223.5374667
219.72,228.2758,214.0228,215.0574,208.8505333,214.7126,189.3104,194.3678,227.0115333,247.3563667,200.0000667
220.1,300.7018667,287.0175333,288.7719333,273.3332,284.9122,245.0876667,258.0702,306.4912667,331.4912,260.5262
220.47,299.6491333,277.7193333,287.0175333,263.5088,282.2808,241.9298667,263.1578667,304.2105333,330.4387333,260.3508667
220.85,398.9743333,356.9230667,373.3334667,334.1025333,360.5128,315.641,350,412.5641333,444.1026333,342.3077333
221.23,481.2121333,429.394,436.3636667,391.2121333,429.3940667,389.697,422.7273333,486.6668,530.9091,410.9090667
221.61,458.8406,407.5361333,398.5508667,346.9565333,396.8116667,373.9131333,400.2898667,439.7102,485.6522,386.6667333
221.98,380.5128667,338.9744667,339.2307333,292.5640667,336.9231333,324.6153333,332.3076,375.3846,398.9744,317.9486667
222.36,261.5384667,243.0769333,240.1709333,210.9401333,239.4872667,236.5812,238.8034,267.0086667,269.1453667,228.0340667
222.74,230.9629333,218.6666667,209.9258667,186.3704667,210.8148,212.1481333,217.1851333,237.1850667,234.0741667,196.7407333
223.11,277.0370667,275.9260667,254.4444667,217.0369333,248.8888,259.2593333,263.889,287.0370667,287.5926667,244.2594
223.49,474.6666667,477.3333333,426,354.6666667,414,443,447.3333333,487.3333333,487,409
223.87,1339.999933,1344.761933,1172.381,981.9047333,1149.523733,1231.4286,1216.190467,1356.1904,1345.714267,1138.095267
224.24,3157.7778,3077.777867,2680,2353.333267,2657.777733,2886.666733,2722.222133,3173.333333,3032.222267,2711.111133
224.62,1307.618933,1366.666733,1148.571333,1027.6192,1139.999933,1195.238,1139.0476,1350.476333,1259.9999,1176.1906
225,4193.333333,4466.666667,3646.666667,3400,3663.333333,3903.333333,3533.333333,4373.333333,4108.333333,3840
225.38,-704.2424,-775.1514,-621.2120667,-589.697,-620.606,-670.9091333,-611.5152,-760.0000667,-721.212,-664.2424667
225.75,-145,-162.5,-130.3333333,-128.3333333,-127.3333333,-149.6666667,-130.3333333,-169,-153.5833333,-141.6666667
226.13,-142.1741333,-150.7246667,-125.2175333,-125.5072,-127.1014667,-145.9420667,-125.7971333,-159.4202667,-145.6521,-139.5652667
226.51,-81.6438,-82.1004,-71.2328,-71.0502,-72.87673333,-81.2786,-70.5024,-95.25126667,-87.3516,-76.347
226.88,-61.19293333,-61.2632,-56.91233333,-53.75446667,-56.21053333,-61.12273333,-48.77186667,-72.21046667,-65.47363333,-59.1578
227.26,-60.00013333,-57.864,-57.92873333,-55.72826667,-59.1586,-58.123,-48.60833333,-68.67313333,-64.49843333,-60.25893333
227.64,-60.247,-54.07413333,-57.53093333,-54.321,-55.86433333,-54.13586667,-45.80246667,-64.13586667,-62.50013333,-58.76546667
228.01,-55.13226667,-49.3122,-54.4444,-51.21713333,-52.27513333,-50.00006667,-43.75653333,-60.74066667,-57.3016,-53.3334
228.39,-42.67513333,-38.5138,-40.72206667,-40.16986667,-40.50953333,-38.08913333,-32.99366667,-44.16126667,-44.39486667,-39.2358
228.76,-34.9824,-27.47366667,-29.5788,-30.6314,-30.94733333,-29.92973333,-24.421,-33.193,-34.4212,-29.0878
229.14,-36.17153333,-30.26406667,-32.60713333,-31.94713333,-32.50846667,-30.429,-27.5248,-34.4554,-37.32656667,-30.85806667
229.52,-33.45906667,-27.92453333,-30.4718,-28.33346667,-29.2138,-26.66673333,-25.28306667,-31.41506667,-36.1163,-27.9244
229.89,-36.83566667,-33.08753333,-35.36093333,-31.64366667,-34.5008,-30.13826667,-29.8618,-35.2994,-41.13666667,-30.41473333
230.27,-33.5876,-30.39553333,-32.48586667,-28.58746667,-29.37853333,-27.20346667,-26.46866667,-31.97733333,-36.51126667,-26.15813333
230.65,-31.9226,-29.98613333,-31.56293333,-27.2752,-26.11326667,-25.256,-23.596,-30.17973333,-35.15896667,-25.53246667
231.02,-31.5646,-30.01373333,-30.313,-26.34026667,-23.89113333,-24.02706667,-23.40133333,-29.3606,-34.85713333,-24.62573333
231.4,-26.29333333,-25.09333333,-24.24,-20.10666667,-17.36,-18.64,-18.34666667,-24.45333333,-27.50666667,-18
231.78,-22.07353333,-20.761,-20.3412,-16.6668,-14.5144,-15.32813333,-15.5118,-20.39373333,-23.41196667,-13.98953333
232.15,-14.96,-12.56,-15.62666667,-10.34666667,-8.586666667,-8.96,-9.146666667,-12.64,-17.08,-8.24
232.53,-16.22413333,-14.54266667,-18.84946667,-11.888,-10.58993333,-9.793533333,-11.56346667,-15.78173333,-20.70806667,-9.823
232.9,-15.283,-16.44666667,-20.283,-13.14466667,-9.968466667,-9.654133333,-11.4466,-17.10693333,-21.33656667,-8.459066667
233.28,-9.783533333,-10.96686667,-14.632,-7.272866667,-4.444466667,-4.819666667,-5.425666667,-11.08226667,-13.70856667,-3.261066667
233.66,-2.32,-3.946666667,-7.146666667,-0.56,2.426666667,1.013333333,1.546666667,-2.933333333,-5.12,2.106666667
234.03,-3.829866667,-6.609866667,-8.964533333,-2.8368,3.687933333,0.539,1.1916,-4.879333333,-6.297666667,-0.907933333
234.41,-6.216266667,-10.78073333,-11.6516,-5.735733333,-0.360533333,-2.3724,-2.612666667,-8.3784,-10.57056667,-5.075133333
234.78,-8.711,-12.74073333,-13.27406667,-8.355533333,-3.288733333,-5.8666,-6.5482,-9.7482,-12.11853333,-7.762933333
235.16,-6.412466667,-8.0508,-11.18646667,-6.6666,-1.1864,-3.8702,-5.790933333,-6.751533333,-8.065,-5.310733333
235.54,-6.211533333,-8.6746,-11.7536,-7.0148,-1.2584,-4.096533333,-6.559666667,-6.211466667,-9.210166667,-6.077533333
235.91,-4.108466667,-7.829333333,-11.05933333,-6.8734,0.387666667,-3.1266,-5.5298,-5.814066667,-7.2998,-4.832066667
236.29,-8.128133333,-13.58973333,-13.94873333,-10.76913333,-3.9486,-6.794733333,-9.512866667,-10.41013333,-11.2436,-8.461333333
236.66,-11.2802,-15.79213333,-16.80613333,-13.1304,-6.185133333,-9.708533333,-12.5476,-13.33333333,-13.80223333,-11.711
237.04,-13.5556,-16.61726667,-19.1852,-14.1728,-8.3456,-11.5062,-15.55553333,-15.11113333,-15.9136,-14.46926667
237.41,-15.787,-17.943,-21.93306667,-17.81913333,-11.42493333,-14.77086667,-18.24033333,-17.74466667,-18.42626667,-17.15
237.79,-19.02946667,-21.0472,-26.5646,-22.7842,-16.50053333,-17.599,-21.04713333,-22.04326667,-21.67286667,-20.74086667
238.17,-15.54,-15.25833333,-22.3944,-18.66193333,-14.92953333,-13.66193333,-16.197,-16.66666667,-18.38026667,-16.4554
238.54,-9.1848,-7.451,-14.79866667,-11.3312,-7.7812,-5.882333333,-8.565533333,-8.276466667,-11.001,-8.503733333
238.92,-2.479466667,-1.083466667,-6.868666667,-3.434333333,-1.5794,1.689533333,-1.450866667,-0.404,-3.039466667,-0.8082
239.29,-1.1482,-0.994,-5.809666667,-2.364866667,-0.771133333,2.347866667,-0.0512,0.9254,-2.450666667,0.3426
239.67,-2.673,-1.902533333,-7.1542,-4.528266667,-2.673,0.8176,-1.116333333,-1.069,-3.9939,-0.990666667
240.04,-2.716933333,-2.1288,-6.3866,-4.005666667,-2.759133333,0.9524,-1.092266667,-1.022533333,-3.368433333,-0.798333333
240.42,-2.6642,-1.573666667,-5.5266,-3.3208,-1.970266667,1.202,-1.1772,-0.4956,-3.302333333,-0.644266667
240.79,-1.316533333,0.2106,-3.3596,-1.316533333,-0.842466667,2.9384,0.568733333,1.116266667,-1.1058,1.2638
241.17,0.301733333,1.198,-1.728333333,-0.2378,0.3932,4.0694,1.829,2.332,0.2058,2.761733333
241.54,1.101666667,1.615733333,-0.5304,1.077,1.533866667,5.442666667,2.921266667,3.3456,1.199533333,4.031
241.92,1.3274,1.7426,-0.1334,1.661,1.905866667,5.561733333,2.892266667,3.871133333,1.457166667,4.508533333
242.29,0.590933333,1.008133333,-0.382266667,0.862066667,1.334733333,4.456,1.800533333,2.6138,1.021833333,4.108466667
242.67,1.661733333,1.635466667,0.6108,1.825933333,2.016333333,5.195266667,2.3252,3.014866667,1.957133333,5.0902
243.05,0.528533333,0.5222,-0.618933333,0.541533333,0.947733333,3.823333333,1.0252,1.167066667,0.628566667,3.92
243.42,0.957733333,0.570866667,-0.3678,0.919733333,0.868933333,3.863066667,1.154466667,1.2052,0.770833333,4.053333333
243.8,1.776866667,1.172066667,0.497866667,2.041533333,1.739,4.3918,1.8714,2.186666667,1.531233333,4.959
244.17,1.486333333,0.5832,-0.087866667,1.6118,1.0976,4.070266667,1.5302,2.1448,0.8342,4.578266667
244.55,2.265066667,1.025466667,0.720333333,2.3138,1.660666667,4.6948,2.338266667,2.6924,1.736933333,5.555666667
244.92,2.097933333,0.485866667,0.545133333,2.038466667,1.676866667,4.177666667,1.7956,2.6134,1.3571,5.451733333
245.3,1.5614,0.2104,0.4818,1.904733333,1.544733333,3.660066667,1.489533333,2.242466667,1.016,5.094133333
245.67,0.8868,-0.244533333,0.203933333,1.223133333,1.055066667,2.8848,0.6882,1.620733333,0.343966667,4.2048
246.05,0.513533333,-0.2036,0.272933333,0.990133333,1.128933333,2.762,0.3516,1.249066667,0.168766667,3.909266667
246.42,0.876266667,0.2544,0.6592,1.472666667,1.502,3.254066667,0.8218,1.760466667,0.686366667,4.084266667
246.79,0.5592,0.208333333,0.497666667,1.195933333,1.3196,3.101733333,0.725266667,1.7554,0.5015,3.707466667
247.17,0.526666667,0.254333333,0.508733333,1.1856,1.2502,3.1702,0.8096,1.999066667,0.435233333,3.603733333
247.54,0.579266667,0.420133333,0.718266667,1.236466667,1.371866667,3.384133333,1.060266667,2.090133333,0.6368,3.722866667
247.92,0.429,0.265133333,0.6482,0.998666667,1.142733333,3.402066667,1.044466667,1.925333333,0.710566667,3.614933333
248.29,0.5224,0.608733333,0.8522,1.211,1.348733333,3.536733333,1.163,1.877333333,1.0028,3.857133333
248.67,0.247466667,0.517333333,0.6168,0.967066667,1.098733333,3.299466667,0.944533333,1.6866,0.777633333,3.6402
249.04,0.515,0.820333333,0.862866667,0.9744,1.108933333,3.5106,1.253133333,1.771666667,0.980966667,3.6548
249.42,1.172666667,1.262266667,1.406933333,1.496733333,1.5072,4.204266667,1.8348,2.459066667,1.738266667,4.186866667
249.79,1.492066667,1.577066667,1.724866667,1.713866667,1.7026,4.727666667,2.267666667,2.903,2.214266667,4.690733333
250.17,1.292733333,1.2848,1.3604,1.551266667,1.217133333,4.642133333,2.358733333,2.760533333,2.1738,4.502733333
250.54,1.6204,1.5558,1.456466667,1.809933333,1.512733333,5.1712,2.874466667,2.909,2.4046,4.757666667
250.92,1.177333333,0.849466667,0.7942,1.1772,0.9188,4.639866667,2.465333333,2.225266667,1.777433333,4.275
251.29,1.090666667,0.552733333,0.679933333,0.748466667,0.577,4.4754,2.239933333,1.9368,1.697166667,4.147666667
251.66,0.890866667,0.116333333,0.374533333,0.323933333,0.151866667,4.247066667,1.797,1.528866667,1.323766667,3.735666667
252.04,0.796466667,-0.093,0.232733333,0.087933333,-0.098333333,4.054866667,1.567,1.412,1.026633333,3.413533333
252.41,1.302466667,0.159533333,0.590066667,0.329533333,0.1276,4.2796,1.866066667,1.866133333,0.975433333,3.577866667
252.79,2.016133333,0.612933333,1.166733333,0.833333333,0.715066667,4.838533333,2.370866667,2.328066667,1.612866667,3.9464
253.16,1.714866667,0.247266667,0.829866667,0.725533333,0.8574,4.7046,2.116,2.418266667,1.519666667,3.7428
253.54,0.8776,-0.450066667,-0.073133333,-0.163133333,0.292466667,4.084466667,1.203933333,1.732733333,0.506266667,2.998533333
253.91,0.616466667,-0.766266667,-0.622333333,-0.5012,-0.0518,3.566666667,0.616466667,1.164,0.132633333,2.494933333
254.28,0.802666667,-0.8086,-0.599,-0.365333333,0.191533333,3.438133333,0.419266667,1.066133333,0.0451,2.5458
254.66,0.582933333,-1.3582,-0.9054,-0.477466667,-0.136533333,2.908466667,0.043333333,1.054333333,-0.359766667,2.300733333
255.03,1.661866667,-0.2502,0.3336,0.615933333,1.321733333,3.971733333,1.058733333,2.431733333,0.872566667,3.432866667
255.41,3.0032,1.221066667,1.452,2.019866667,2.8184,5.062733333,2.3036,3.722666667,1.7657,4.528066667
255.78,2.956666667,1.361866667,1.2592,2.1902,3.134733333,5.1608,2.176533333,3.702933333,1.611733333,4.538
256.15,3.582133333,1.998533333,1.9918,2.925266667,4.045666667,5.7746,2.8424,4.108066667,2.2268,5.387333333
256.53,4.26,2.66,2.84,3.706666667,4.933333333,6.693333333,3.806666667,5,3.326666667,6.433333333
256.9,3.733933333,2.3652,2.321066667,3.178733333,4.6548,6.275666667,3.386866667,4.869133333,3.033733333,6.010733333
257.28,2.8494,1.4128,1.472133333,2.445866667,3.585733333,5.283466667,2.427933333,3.829066667,2.145866667,5.319066667
257.65,2.075333333,0.886533333,1.082866667,1.7994,2.802666667,4.463933333,1.857733333,3.0362,1.488966667,4.617866667
258.02,2.185933333,1.024733333,1.265333333,2.0272,2.603266667,4.258533333,2.0316,3.029466667,1.4648,4.616733333
258.4,2.636,1.82,1.954,2.521066667,2.888866667,4.915666667,2.578533333,3.5746,2.053566667,5.206866667
258.77,2.461133333,1.790933333,1.984466667,2.291133333,2.491333333,4.779066667,2.357866667,3.305066667,1.815933333,5.099333333
259.15,2.199466667,1.616,1.607133333,1.907733333,1.994,4.378,2.187533333,2.961333333,1.4883,4.773933333
259.52,1.6298,0.997,1.0162,1.309266667,1.347533333,3.848266667,1.626933333,2.281666667,0.979133333,4.250933333
259.89,1.354333333,0.89,0.815666667,1.108133333,1.0902,3.568133333,1.5468,2.206,0.8106,3.968133333
260.27,1.167533333,0.907466667,0.596,1.059666667,0.919933333,3.509933333,1.461733333,2.129066667,0.6573,3.6644
260.64,0.855266667,0.691933333,0.324333333,0.7784,0.463733333,3.2528,1.184266667,1.8258,0.3376,3.2842
261.01,1.2752,1.013533333,0.649533333,1.1468,0.761333333,3.647533333,1.622666667,2.229466667,0.5878,3.642666667
261.39,1.992266667,1.744,1.1958,1.743866667,1.382466667,4.308266667,2.278133333,2.8004,1.0315,4.175733333
261.76,2.4652,2.2304,1.491733333,2.155266667,1.707266667,4.739133333,2.680733333,3.169933333,1.425133333,4.572
