wavelength,Back_OreFraf,Belly_OreFraf,Breast_OreFraf,Crissum_OreFraf,Crown_OreFraf,DorTail_OreFraf,Patch10_OreFraf,Rump_OreFraf,Throat_OreFraf,WingTip_OreFraf
190.95,8.93266666667,10.3775333333,22.5944,14.6798666667,15.435,13.0049333333,19.4416666667,12.8406,7.75046666668,20.4761333333
191.33,13.2362,13.1391333334,26.0194666667,17.7831666667,20.2264666667,15.9871333333,25.0162,17.3139333333,9.3204,24.0776666667
191.71,11.2666666667,10.9333333333,23.5333333333,14.2666666667,18.1333333333,12.9666666667,22.7333333333,15.9,6.0,21.9
192.09,13.9895333333,14.5077333333,25.4923333333,16.0449333333,20.3798,15.8895333334,25.4231333333,18.0311333333,7.39206666664,25.2504
192.47,14.9283333333,15.8532666667,24.1148666667,16.4433333333,20.2552,17.4798666667,26.4752666667,19.3939333333,9.72893333333,25.9967333333
192.85,16.6375333333,19.2690666667,25.8479333333,19.5322,21.579,20.731,27.9239333333,21.8714,13.5672666666,26.1110333333
193.23,22.3044666667,24.8834,30.0410666667,26.7353,27.0234,26.31,33.1960666667,26.7763333333,20.4938,29.9451333333
193.61,22.5439333333,25.6432666667,31.6374,28.9181333334,27.3098,26.0526,34.2105333334,29.6491333333,23.0992666667,29.4443666667
193.99,25.5350666667,29.5718,32.9358,32.2171333333,28.8990666667,28.4404,36.5138,32.5076,25.5351333333,31.3913
194.37,24.7208666667,25.6140666667,30.4624666667,29.6649666667,24.3380666667,25.4226666667,32.791,31.1961333333,22.0734666667,28.1180666667
194.75,22.8984666667,21.5136666667,27.2785333333,24.9114,18.5507333333,22.8664,28.1158666667,25.3783333334,19.2593333333,23.607
195.13,21.2698666667,19.0474666667,25.1745333333,24.7777333333,15.9047333333,20.1905333333,26.3174666667,22.7936666667,17.3015333333,19.8888666667
195.51,16.4487333333,14.5172,18.4736,20.4982666667,9.96879999999,15.5451333333,19.19,17.8192666667,13.5513333333,13.8317
195.89,18.4522666667,16.6666,20.3571333333,23.7203,11.8155333333,17.0832,19.1966,19.3154666666,16.9047333333,15.8036666667
196.27,20.9686666667,19.3446666667,22.1650666667,28.0342333334,15.8404,19.8004666667,21.8518,22.9629333333,21.1966666667,18.1909
196.65,20.0000666667,17.8333333333,22.5555333333,27.8194,15.2222666667,18.0276,21.8888666667,20.9722,20.8334666667,18.2222333333
197.03,14.2409333334,9.73399999999,16.7761333333,23.1613,7.98119999999,11.4866666667,16.3693333333,15.8372,15.6182,11.4554666667
197.40,5.87393333333,-0.288200000014,9.29726666666,15.5317,-1.98200000002,2.70266666665,8.5046,7.56753333333,7.20713333335,2.19813333334
197.78,5.34053333334,-3.11839999999,5.98573333334,15.3764,-2.68813333335,1.86406666665,7.09673333334,5.73480000001,5.19719999999,0.4839
198.16,6.21053333333,-3.12273333333,7.29833333333,16.2279,-0.03499999998,2.87719999999,8.14033333335,4.49119999999,7.47360000001,0.368433333326
198.54,4.39486666667,-2.94226666667,5.88453333331,16.2383,0.96833333334,3.05399999999,8.49166666665,2.34633333334,8.26793333333,-0.72620000002
198.92,1.7564,-2.11579999999,3.07393333335,16.7665333333,-1.27733333332,0.43913333336,9.3814,1.27740000001,6.06786666666,-1.27739999999
199.30,1.52259999999,-0.658266666666,3.9918,16.5638666667,-1.19340000001,2.59260000001,12.3046666667,3.29220000001,8.47740000001,0.144133333334
199.68,3.93573333334,-0.080266666674,7.22893333335,18.4136,0.762866666674,5.26100000001,14.8996666666,4.09640000002,10.7229333333,1.64649999999
200.06,-1.47686666667,-5.56960000002,0.801666666666,12.6793666667,-4.17726666666,1.05493333333,10.9282,-3.16466666667,7.63720000001,-4.62026666665
200.44,-10.0443333333,-12.6223333333,-7.95546666666,2.93333333332,-13.4222,-8.711,2.3556,-13.4222666667,-2.08893333332,-15.4445333333
200.82,-19.328,-20.3618,-19.6382666667,-7.05416666667,-25.478,-17.4677333333,-8.01026666666,-24.9094,-10.6458666667,-28.8114333333
201.19,-10.0226666667,-9.25173333334,-12.4262,-1.9501,-14.5123333333,-9.61439999998,-2.17699999999,-19.9547333333,-4.67133333334,-20.2266666667
201.57,-8.09506666666,-8.4848666667,-12.8572,-2.35913333333,-17.0562666667,-8.35513333332,-3.59313333333,-20.4328,-3.03033333334,-20.606
201.95,-13.6092,-13.1034666667,-19.77,-10.6895,-25.5630666666,-15.4023333334,-10.115,-28.9656,-9.97700000001,-28.1609
202.33,-30.1960666667,-27.8432,-40.3923333333,-26.7508666667,-46.8908,-34.0056,-26.7228,-49.6359333333,-27.1708,-49.1596333333
202.71,-29.2141333333,-26.3415333333,-36.8563333333,-23.4688333333,-46.504,-32.1409333333,-25.6911333333,-47.3712666667,-26.4498666666,-47.0733
203.09,-30.0,-28.9744,-37.5384666667,-23.4359666667,-45.7436666667,-33.1282666667,-29.5384,-49.846,-28.6667333333,-48.7179666667
203.47,-47.5438666667,-47.2516,-58.1287333333,-39.0644,-65.2631999999,-52.5730666667,-51.7543333334,-71.0526,-49.9416,-70.0000333334
203.85,-66.3265999999,-63.0612666666,-81.2244666667,-56.3265000001,-87.8911333334,-71.2926000001,-67.0748,-91.7006666668,-68.2312666667,-91.6665666666
204.22,-98.4166666667,-91.2499999999,-116.833333333,-89.0416666666,-126.166666667,-101.916666667,-102.583333333,-126.5,-103.083333333,-131.458333333
204.60,-173.678266666,-162.873533333,-198.3908,-162.700966667,-221.149466667,-173.908,-177.011533333,-211.034466667,-173.103466667,-216.436933333
204.98,-245.673733333,-231.631133333,-281.985733333,-232.766033333,-302.5532,-246.241266667,-247.234133333,-286.950333333,-239.858133333,-292.198633333
205.36,-532.0,-514.666666667,-609.066666667,-512.4,-649.866666667,-534.666666667,-532.533333333,-590.133333333,-520.8,-614.933333333
205.74,-1086.66666667,-1045.12833334,-1235.38453333,-1055.89746667,-1283.58973333,-1091.282,-1091.28193334,-1161.5384,-1075.38473333,-1223.33343333
206.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206.50,1737.77773333,1710.37033333,1974.81466667,1702.2222,2022.2222,1723.7038,1762.96286667,1771.11106667,1688.88893333,1904.81486667
206.87,5235.55546667,5164.44446667,6051.11126667,5233.3334,6151.11106667,5213.33333333,5393.33333333,5384.44446667,5148.88893334,5877.77783333
207.25,2320.95226667,2309.52373333,2687.6192,2375.23806667,2763.8096,2355.23813333,2431.42853333,2348.57126667,2283.80953334,2637.61916667
207.63,782.121199999,783.939466667,902.727333333,807.5757,938.484933335,801.515066667,811.212066667,807.576,774.545333333,904.0909
208.01,440.952466667,438.095333333,504.762,457.7778,527.7778,457.301533333,469.206466667,462.6984,430.952533333,504.4444
208.39,337.738133333,339.523733333,394.523866667,351.488166667,408.571466667,353.2144,360.476133333,356.309533333,331.547533334,381.0713
208.77,247.192933333,254.298266667,295.614066667,259.736733334,296.754266667,257.807066667,266.578866667,265.350933333,247.192933333,278.8157
209.14,251.441333333,263.513533333,299.009,265.720966667,300.540466667,259.639666667,268.8288,270.6306,253.603666667,282.1622
209.52,248.675733333,258.904133334,297.717,262.100566667,297.8082,254.977133333,268.767066667,271.324266667,252.602733333,278.127766667
209.90,236.6666,251.794733333,289.829133333,251.4529,286.153733333,249.0598,255.7266,261.880333333,244.273466667,269.358933333
210.28,216.0002,228.148,259.777866667,224.8148,259.3332,227.7038,233.259266667,236.148133333,220.222333333,244.3332
210.66,237.4902,244.627333333,280.941133333,245.137133333,280.392266666,240.156866667,249.647066667,258.745066667,241.1766,263.176533333
211.03,186.2222,189.2222,217.333266667,190.305633333,215.499866667,185.444466667,192.7778,198.6112,186.444466667,199.249933333
211.41,160.6972,160.261333333,183.878066667,163.180766667,180.6536,158.649266667,161.9608,169.6734,159.520666667,169.0632
211.79,156.274466667,153.294066667,174.7844,156.137333333,171.6078,152.8628,156.745066667,163.372533333,151.2942,159.588266667
212.17,157.054133334,153.4496,173.914866667,155.097,169.2248,152.752066667,155.5814,160.7752,150.7364,157.073533333
212.55,172.484066667,167.5584,186.5818,166.454333333,183.779333333,168.662466667,168.280133333,175.414,164.161333333,172.271766667
212.92,180.2192,170.7456,190.745533333,174.495566667,189.342266667,175.5264,171.315866667,177.982533333,168.684066667,179.385866667
213.30,173.8924,165.075466667,185.5484,170.7527,184.3872,170.1074,165.2474,172.215066667,162.795666667,175.1399
213.68,167.919133333,161.373666667,178.666733333,165.838566667,179.474733333,167.1112,159.596066667,167.838466667,158.222266667,171.333333333
214.06,165.443733333,156.686466667,172.781066667,161.834366667,174.280133333,161.498933334,154.398333333,163.9842,151.913133334,165.601633333
214.44,169.6708,161.3992,176.0906,168.6213,177.283933333,164.8148,157.6132,170.082266667,155.72,170.020633333
214.81,168.647533333,162.704933333,173.142866667,168.133333333,174.857133333,165.561933333,157.6762,168.952533333,155.161933333,168.1143
215.19,167.7652,164.015133333,172.197,167.5377,174.431933334,167.537866667,157.537866667,169.5454,154.8864,168.730933333
215.57,177.409866667,173.673066667,181.5286,176.539233333,184.5436,175.7112,166.029733333,178.811,160.042466667,177.112533333
215.95,183.309666667,180.0472,189.314533333,183.049766667,192.293066667,180.850933333,168.321466667,182.0804,164.491866667,182.4587
216.32,186.6162,187.020133333,195.808066667,188.383733333,201.515133333,185.909133333,172.2222,187.626266667,170.858533334,189.1414
216.70,169.466666667,169.599933333,178.711066667,173.555533333,184.266666667,170.1334,156.844333333,170.222266667,156.177666667,174.0888
217.08,167.472066667,172.170066667,179.060266667,171.208033333,184.921733333,171.0516,159.5974,173.199133333,156.5996,174.877033333
217.46,159.4092,160.5908,168.776466667,160.696066667,176.244666667,163.586466667,153.797466667,165.063266667,149.451466667,165.232033333
217.83,150.5556,150.396666667,156.071333333,151.349233333,163.928733333,152.301533333,142.2222,153.333266667,138.769866667,154.404833334
218.21,149.711,148.670533333,153.448866667,148.420066667,161.117666667,149.942333333,141.502866667,151.522266667,138.766666667,153.7957
218.59,145.303933333,142.615133333,148.7294,143.075433333,156.3904,146.887666667,137.753333333,145.745866667,134.696,147.053433333
218.97,140.077,135.8382,145.2024,137.572266667,152.177333333,141.7726,133.0636,140.192666667,129.2102,143.352533333
219.34,142.4796,137.032533333,146.707266667,141.565033333,155.569133333,143.658466667,136.5854,140.2846,131.2196,145.813
219.72,143.912066667,138.842266667,148.263466667,146.327366667,157.205666667,145.2296,140.1198,144.8702,136.2076,148.722366667
220.10,156.926466667,151.904666667,161.818133333,160.887433333,170.995666667,158.051933333,154.891733333,160.735933333,150.736,163.0736
220.47,170.046933333,164.131333333,175.8216,175.8216,181.925,170.422466667,168.732266667,175.8216,163.145466667,177.276933333
220.85,199.072466667,190.608733333,207.420333333,206.7536,213.449266667,197.0434,197.449266667,207.536266667,190.3768,205.0145
221.23,216.728466667,205.6172,223.148133333,223.888933333,231.913466667,212.160466667,212.4074,222.778,206.111,221.790166667
221.61,268.627533333,255.764733333,272.4706,276.902,283.058733334,258.431333333,258.823466667,272.3922,253.490266667,281.6471
221.98,326.153933333,303.076866667,331.692333333,334.9232,337.4358,311.076866667,317.0256,331.589666667,304.8206,338.871833333
222.36,381.282066667,352.307733334,392.564133333,399.294833333,394.8718,368.717933333,376.154,397.436066667,360.256466667,403.012833333
222.74,356.172933333,338.395,380.3704,384.8149,374.074066667,348.395133333,351.234666667,382.8396,343.827133333,389.568
223.11,488.889,458.119533333,517.6068,526.581133333,511.452933333,481.025533333,472.1368,531.111066667,468.034133333,527.777766667
223.49,570.3922,529.215666667,598.823466667,603.039166667,581.764666667,544.901866667,537.647,624.3136,536.862866667,613.921333333
223.87,863.492133333,786.9842,904.444466667,885.3969,876.190466667,817.777666667,799.682666667,936.825466666,800.317466667,938.0953
224.24,978.518666667,883.333266667,1023.70373333,997.4073,986.666733333,922.962866666,882.222333335,1041.11113333,898.148133334,1051.66663333
224.62,556.363666667,490.303,561.414133333,560.7071,542.424133333,511.9192,488.686866667,580.808066667,501.616066667,582.626233333
225.00,564.444533333,501.2122,552.727133333,564.646333333,541.0102,511.3132,495.9596,585.050533333,510.7072,585.959466667
225.38,453.1708,402.926866667,444.2278,451.951333333,430.081533333,409.5936,397.3984,467.804933333,414.796666667,464.0651
225.75,416.666733333,377.5362,407.826266667,414.275333333,395.797066667,373.6232,366.231866666,439.420333333,381.594266667,414.927633333
226.13,467.8788,428.636333333,456.818133333,469.242566667,449.848533333,412.121133333,410.151466667,491.363666666,436.363733333,465.530433333
226.51,451.063866667,418.298,438.155933333,466.099233333,439.432533333,397.1632,391.915066667,462.5532,421.9858,444.822633333
226.88,1114.44453333,1016.29626667,1047.03706667,1134.44433333,1080.37026667,959.259333334,963.703666667,1125.92586667,1042.22226667,1093.51856667
227.26,-852.7272,-783.3332,-794.8486,-863.787933333,-814.8484,-711.2122,-722.1212,-861.2122,-800.606133333,-836.363666667
227.64,-354.6154,-331.5384,-334.358933333,-368.4616,-345.5128,-304.743466667,-298.717866667,-364.871866667,-345.384533333,-351.730866667
228.01,-254.844533333,-247.733333333,-245.244533333,-269.5111,-250.222133333,-221.9556,-213.3334,-262.6666,-251.555533333,-252.0888
228.39,-164.2478,-159.705,-155.811266666,-173.185866667,-160.648933333,-140.0,-135.575066667,-167.9646,-160.530933333,-159.469033333
228.76,-102.222266667,-100.686866667,-99.0303999999,-108.909066667,-105.212133333,-86.7474666667,-82.8282666667,-104.686866667,-101.090933333,-98.8484666667
229.14,-87.7718000001,-83.1016666667,-84.7058,-92.4242,-89.8751333333,-72.4064,-68.8057333333,-88.0214,-85.8466000001,-83.6541333333
229.52,-58.0,-53.5466666667,-54.24,-60.8133333333,-60.1333333333,-46.0,-42.88,-56.5066666667,-55.44,-55.0933333333
229.89,-45.8333333333,-42.0714,-42.5714,-47.4286,-48.0953333333,-35.1904,-32.4048666667,-42.4999333333,-44.9524666667,-43.4046666667
230.27,-40.2444666667,-38.4889333333,-37.2889333333,-39.8333,-43.4666,-31.1332666667,-28.3555333333,-36.3777333333,-39.2222666667,-37.8332666667
230.65,-31.0638666667,-29.3616666667,-28.8552,-28.5106333333,-35.4001333334,-23.1207333333,-21.2967333333,-28.0446666667,-30.4153333333,-27.9939666667
231.02,-30.5766666667,-27.3313333333,-27.2728666667,-26.9500666667,-33.7438666667,-20.9970666667,-19.9999333333,-25.2980666667,-28.9149333333,-25.611
231.40,-31.0050666667,-27.1043333333,-25.9900666667,-27.2835333333,-33.4725333333,-20.4378666667,-19.8010666667,-23.7213333333,-28.0794666667,-24.6168333333
231.78,-28.6609333333,-23.4408666667,-22.0136,-22.5319,-29.4428,-16.6569333333,-16.2072,-20.2932666666,-24.4574666667,-20.3127666667
232.15,-31.8542,-25.2076666667,-23.688,-24.4275333333,-31.0234,-19.4732666667,-18.7031333333,-23.445,-26.9504,-22.1986333333
232.53,-34.097,-27.5955333333,-26.4808666667,-26.9453,-32.9618,-22.6213333333,-22.1052,-25.9649333333,-29.8658666667,-25.4282666667
232.90,-34.1743333333,-28.1845333333,-26.3385333333,-27.2204666667,-32.3486666667,-23.3642,-23.0974666667,-26.1948666667,-31.4462666667,-25.7230666666
233.28,-30.3747333333,-25.4042666667,-22.7810666667,-23.5403666666,-28.363,-20.1183333333,-19.1716,-23.0178666667,-27.6923333333,-22.5642
233.66,-30.1456666667,-25.5393333333,-22.3518666667,-23.6442666667,-27.93,-20.4859333333,-19.3586666667,-24.0816666667,-28.0660666666,-21.7297333333
234.03,-34.3513333333,-29.4212666667,-26.2474666666,-28.0439333333,-31.7565333334,-25.2095333333,-22.7544666667,-29.0619333333,-32.0358,-25.2994333333
234.41,-27.9189333333,-23.8120666667,-20.9024,-24.1068,-25.6168,-20.8656,-17.9189333333,-23.5728,-26.5009333333,-20.3222333333
234.78,-27.2486666667,-22.9982666667,-19.8764666667,-23.9683,-23.9505333334,-19.0475333333,-16.4903333333,-22.1869333333,-25.3086666667,-20.1235666666
235.16,-24.0594,-20.9572666667,-17.6733333333,-21.1303666667,-21.7163333333,-17.2443333333,-13.4982666667,-19.6864666667,-22.5907333333,-17.4917666667
235.54,-20.6174,-18.2099333333,-16.5278,-18.6805666667,-19.8303333333,-15.4320666667,-12.1296,-17.8086,-20.6636,-14.9537333333
235.91,-18.1872,-16.1404,-15.1316666667,-16.8129666667,-17.427,-13.8011333333,-10.7602666667,-14.9124,-17.88,-12.8289666667
236.29,-12.7074,-11.0748,-10.1088666667,-11.7892,-12.7210666666,-8.25846666665,-5.90480000001,-8.68033333333,-12.789,-7.61236666666
236.66,-11.1066666667,-9.26899999999,-7.72633333334,-10.0603666667,-11.5358,-6.13020000002,-3.38026666667,-6.80073333333,-11.0531333333,-5.31166666667
237.04,-9.11406666666,-7.44426666665,-5.72346666666,-7.8458,-9.62399999999,-3.97706666665,-1.28746666667,-4.88213333333,-8.96113333333,-3.39703333333
237.41,-7.1814,-6.83826666667,-5.23280000001,-6.81983333333,-8.68873333333,-3.2476,-0.269600000001,-3.5784,-8.43133333334,-1.4339
237.79,-5.89513333333,-5.44899999999,-5.02699999999,-5.72643333333,-7.32973333335,-1.90466666667,1.09699999999,-2.03733333333,-7.57086666666,-0.1147
238.17,-1.76213333333,-1.71706666666,-1.43653333333,-2.0371,-4.04046666667,1.63873333334,4.24253333333,1.45899999999,-3.69240000001,3.22676666667
238.54,-1.78133333333,-0.938666666672,-1.40799999999,-1.17333333333,-3.552,2.36800000001,4.52266666667,1.86666666666,-2.94399999999,3.31733333333
238.92,-2.01393333333,-1.46813333333,-1.35913333333,-0.873,-3.13493333333,2.371,4.42453333334,1.57733333333,-3.04553333334,3.45736666667
239.29,-3.22013333333,-2.61566666667,-3.11626666666,-2.3183,-3.966,1.72806666667,2.75740000001,0.207666666668,-4.40993333333,2.27093333333
239.67,-4.18226666667,-3.77546666665,-3.57213333334,-2.69216666667,-4.36773333333,1.38806666667,2.25459999999,-0.2828,-5.51720000001,1.64003333333
240.04,-3.67533333333,-3.49239999999,-2.75253333333,-2.56573333333,-4.0414,2.16393333333,2.52193333333,-0.103466666665,-5.34593333333,2.34286666667
240.42,-2.94026666667,-2.7228,-2.23853333333,-2.0212,-3.34033333333,3.0876,2.9544,0.428133333334,-4.32286666667,2.74033333333
240.79,-1.28426666667,-1.24773333333,-0.978666666665,-0.639033333336,-1.75533333333,4.32413333333,4.13453333334,1.76746666667,-2.57493333333,3.84403333333
241.17,-0.6952,-0.530866666668,-0.804666666667,-0.150533333334,-1.22606666667,5.0684,4.58673333333,2.28246666667,-1.839,4.1707
241.54,-0.438066666667,0.014533333332,-0.267666666666,0.223666666666,-0.588800000001,5.65453333333,4.68119999999,2.79306666667,-1.24566666667,4.557
241.92,-0.0831333333326,0.4684,0.402666666666,0.792299999998,-0.013133333332,6.20706666666,5.12573333334,3.12533333333,-0.739733333333,4.9727
242.29,-0.5316,0.418066666668,0.101533333334,0.6411,0.0039999999992,6.24873333333,4.80426666666,3.0148,-0.844066666665,4.9806
242.67,-1.07266666667,-0.093866666666,-0.324866666664,0.144866666666,-0.352266666667,5.94246666667,4.40406666667,2.45813333333,-1.51493333333,4.76603333333
243.05,-1.29666666667,-0.244266666666,-0.682533333333,-0.0936,-0.583533333333,5.64453333334,4.1036,2.24633333333,-1.84966666667,4.50416666667
243.42,-0.781533333332,0.163733333334,0.033533333332,0.586133333334,-0.033466666668,6.12693333333,4.63793333334,2.71373333333,-1.17253333333,5.0177
243.80,-0.3398,0.548400000001,0.314333333332,0.8041,0.105933333332,6.3524,5.02913333333,2.93133333333,-0.785866666665,5.1004
244.17,0.185866666666,0.993733333334,0.514666666666,1.29933333333,0.482466666666,6.74886666667,5.48346666667,3.39226666667,-0.214466666667,5.39223333333
244.55,0.139933333333,0.790933333332,0.370866666668,1.1671,0.230999999999,6.58606666666,5.39640000001,3.14273333333,-0.573933333333,5.35766666667
244.92,-0.0972000000001,0.426200000001,0.094000000002,0.816966666666,-0.097266666666,6.4216,4.92866666667,2.76826666667,-0.902466666665,5.05276666667
245.30,0.0219333333326,0.626200000001,0.275600000001,0.864433333333,0.0564000000014,6.3598,4.90380000001,2.6648,-0.635599999999,5.27943333333
245.67,0.0844666666666,0.512133333333,0.145466666667,0.670566666667,-0.0639999999994,6.198,4.98186666667,2.48506666667,-0.5122,5.28433333333
246.05,0.5062,0.634933333332,0.423066666665,0.853066666667,0.107066666667,6.39606666667,5.124,2.67853333333,-0.0133999999992,5.57513333333
246.42,0.966200000001,0.911866666667,0.7024,1.0782,0.428800000001,6.60986666666,5.57,3.0044,0.413999999999,5.89153333333
246.79,1.56826666666,1.41646666667,1.16993333333,1.5231,0.9188,7.1012,6.12133333333,3.55726666667,0.957133333333,6.41543333333
247.17,2.30766666667,2.05106666667,1.76046666666,2.07223333333,1.51873333333,7.58926666667,6.81093333334,4.14886666666,1.6206,7.1397
247.54,2.87486666667,2.6942,2.18893333333,2.48226666667,2.0004,8.02800000001,7.34220000001,4.64193333333,2.07553333333,7.7561
247.92,2.55666666667,2.50913333333,1.872,2.22416666667,1.8562,7.84620000001,6.98333333333,4.34946666667,1.73533333333,7.6363
248.29,2.3628,2.34713333333,1.6366,2.03133333333,1.60133333333,7.67526666667,6.7374,4.13293333333,1.42866666667,7.40056666667
248.67,2.3702,2.317,1.70506666667,2.02893333333,1.62226666667,7.66133333334,6.70026666666,4.16626666667,1.49586666667,7.40673333333
249.04,2.46593333333,2.42106666667,1.7166,2.07173333333,1.64326666667,7.6808,6.76846666666,4.25173333333,1.46,7.38546666667
249.42,2.21293333333,2.04673333333,1.40113333333,1.7683,1.3126,7.4418,6.56526666667,4.07393333333,0.967200000001,7.05866666667
249.79,2.16833333333,1.94353333334,1.332,1.7211,1.16053333333,7.40326666667,6.43739999999,4.03286666667,0.739000000001,6.85083333333
250.17,1.823,1.51793333333,0.7852,1.29516666667,0.762866666667,6.9018,6.06646666667,3.681,0.0976000000006,6.34516666667
250.54,1.14586666667,0.669133333334,-0.0190000000014,0.522666666666,0.0270666666672,6.0762,5.2634,2.98253333333,-0.747666666667,5.53723333333
250.92,0.937399999999,0.391133333333,-0.330599999999,0.217166666668,-0.310533333333,5.5824,4.81733333333,2.6172,-1.14746666667,5.12656666667
251.29,0.2856,-0.408999999998,-1.07353333333,-0.4421,-1.09466666667,4.97066666667,3.98133333333,1.79813333333,-2.08693333333,4.1964
251.66,-0.153733333333,-1.1346,-1.58986666667,-1.00236666667,-1.5744,4.35433333333,3.40713333333,1.19313333333,-2.62593333333,3.41023333333
252.04,0.0030000000008,-1.30606666667,-1.44293333333,-0.980133333333,-1.55526666667,4.2918,3.47513333333,1.27153333333,-2.5652,3.2647
252.41,-0.679400000002,-2.1174,-1.93653333333,-1.7159,-2.13013333333,3.5048,3.11753333333,0.514399999999,-3.19686666667,2.71433333333
252.79,-1.31646666667,-2.52606666667,-2.5196,-2.10926666667,-2.5648,2.99293333333,2.6782,0.071333333334,-3.6316,2.27476666667
253.16,-1.31173333333,-2.49253333333,-2.45013333333,-1.9874,-2.35526666667,3.0912,2.97346666667,0.333666666667,-3.4904,2.58906666667
253.54,-1.12266666667,-2.2156,-2.1268,-1.78756666667,-1.9226,3.45346666667,3.3086,0.602466666665,-3.1308,2.79026666667
