wavelength,Back_DigDuim,Belly_DigDuim,Breast_DigDuim,Crissum_DigDuim,Crown_DigDuim,DorTail_DigDuim,Rump_DigDuim,Throat_DigDuim,WingTip_DigDuim
376.18,6.42106666667,10.1511333333,8.13026666667,11.511,4.73466666667,7.4566,7.26515555555,6.79503333333,7.06203333333
376.54,6.27026666667,10.0831333333,8.04933333333,11.4484666667,4.63513333333,7.31313333333,7.16335555556,6.69593333333,6.95373333333
376.90,6.24533333333,10.1145333333,8.03606666667,11.4904,4.6426,7.2833,7.14664444445,6.72253333334,6.95586666667
377.26,6.03826666667,9.93373333333,7.83353333333,11.3370666666,4.48913333333,7.10606666667,6.97728888889,6.5198,6.77856666667
377.63,5.89446666667,9.78486666667,7.73786666667,11.1301333333,4.34946666667,6.94676666667,6.83293333333,6.3631,6.6014
377.99,5.91506666667,9.84860000001,7.78566666667,11.2050666667,4.43833333333,7.00386666667,6.8996962963,6.43293333333,6.67403333333
378.35,6.01786666667,9.99939999999,7.94333333333,11.3628666667,4.573,7.1095,7.0463037037,6.54253333333,6.82166666667
378.71,5.92286666667,9.93846666666,7.8812,11.3468,4.50226666667,7.01523333333,6.93492592592,6.44576666667,6.74716666667
379.07,5.91893333333,9.9514,7.90913333333,11.3951333333,4.50253333333,6.98166666667,6.89480740741,6.39626666667,6.74636666667
379.44,5.9806,10.0004666667,7.98826666667,11.4619333333,4.59553333333,7.03526666667,6.95945925926,6.4391,6.79763333333
379.80,6.17813333333,10.1208666667,8.18653333333,11.629,4.81506666667,7.2494,7.12657777778,6.61853333333,6.98376666667
380.16,6.1726,10.1052,8.19826666667,11.6348,4.79373333333,7.25106666667,7.09718518519,6.64483333333,6.9177
380.52,6.3724,10.2488666667,8.33413333333,11.7812666667,4.93566666667,7.39423333333,7.22774074074,6.7664,7.0404
380.88,6.38073333333,10.2538666667,8.34986666667,11.7676,4.9316,7.38586666667,7.1947037037,6.74263333333,7.0327
381.24,6.5112,10.3652666667,8.4746,11.8466,5.0286,7.47173333333,7.28047407407,6.83133333333,7.12943333333
381.61,6.51686666667,10.3994666667,8.47626666667,11.8861333333,5.0302,7.46426666667,7.30143703704,6.83756666667,7.0775
381.97,6.5018,10.3866,8.4596,11.8581333333,4.987,7.44833333333,7.28329629629,6.8249,7.0408
382.33,6.44933333333,10.3419333334,8.35153333333,11.8027333333,4.90106666667,7.35626666666,7.20628888889,6.76030000001,6.9414
382.69,6.5066,10.3630666667,8.38913333333,11.8602666667,4.9684,7.4028,7.29998518519,6.83016666666,6.99746666667
383.05,6.47946666666,10.3272,8.39013333333,11.8598666667,4.98593333333,7.4203,7.33673333333,6.86026666666,6.98273333333
383.41,6.36833333333,10.263,8.30246666667,11.7738,4.86013333333,7.37836666667,7.26259259259,6.8129,6.86983333333
383.77,6.35926666667,10.2586,8.24486666667,11.7564666667,4.7912,7.3137,7.21128148148,6.7591,6.8212
384.14,6.35573333333,10.3033333333,8.2908,11.7558666667,4.8034,7.3174,7.23982222222,6.73986666666,6.8764
384.50,6.29386666667,10.2478666667,8.2226,11.6798,4.7268,7.23746666667,7.19606666667,6.68666666667,6.79073333333
384.86,6.3096,10.2490666667,8.18413333333,11.7008666667,4.72033333333,7.18246666667,7.18880740741,6.65676666667,6.77933333333
385.22,6.37053333333,10.2820666667,8.20346666666,11.741,4.74833333333,7.19146666667,7.23921481481,6.70493333333,6.78673333333
385.58,6.35846666667,10.2580666667,8.14786666667,11.6989333333,4.73846666667,7.15446666667,7.19255555556,6.6722,6.8161
385.94,6.281,10.1736666667,8.0666,11.6235333333,4.61466666667,7.0376,7.07570370371,6.56163333333,6.71666666667
386.30,6.22473333333,10.0955333333,8.02633333333,11.5674666667,4.57346666667,6.96693333333,7.00581481482,6.50036666667,6.67806666667
386.66,6.16793333334,10.0735333333,7.9702,11.5207333333,4.52773333333,6.91333333333,6.91746666667,6.448,6.6164
387.03,6.1852,10.1398666667,7.97533333333,11.5246,4.5342,6.9124,6.91687407408,6.4196,6.6255
387.39,6.23,10.205,8.0204,11.6122,4.5902,6.93273333333,6.92758518519,6.46003333333,6.7252
387.75,6.2534,10.2453333333,8.0888,11.6679333333,4.62246666667,6.9248,6.99515555555,6.51673333333,6.76796666667
388.11,6.23073333333,10.1924,8.04446666667,11.6668,4.58993333333,6.88163333333,6.93365185185,6.47246666667,6.7282
388.47,6.3018,10.2776666667,8.12426666666,11.7504666667,4.69226666667,6.9964,6.9882962963,6.52096666667,6.81726666667
388.83,6.30113333333,10.3039333333,8.18273333333,11.7647333333,4.7538,7.05043333333,7.0117037037,6.57056666667,6.86876666667
389.19,6.21806666667,10.2675333333,8.12326666667,11.7256,4.67513333333,6.98316666667,6.91418518518,6.47543333333,6.8432
389.55,6.24793333333,10.2903333333,8.1554,11.8031333333,4.68453333334,7.02,6.93426666667,6.51456666667,6.8547
389.91,6.2074,10.2412,8.09666666667,11.8093333334,4.64826666667,6.9727,6.87706666667,6.49406666667,6.84343333333
390.27,6.20553333333,10.2378666667,8.1082,11.8264,4.65366666667,6.97406666667,6.86672592593,6.49416666667,6.8218
390.63,6.22386666667,10.2662,8.1258,11.88,4.6556,6.98503333333,6.88271111111,6.5068,6.82623333333
391.00,6.2548,10.2520666667,8.16006666667,11.8905333333,4.69386666667,6.99636666667,6.90314814815,6.54926666667,6.8525
391.36,6.32426666667,10.311,8.25746666667,11.9564666667,4.77046666667,7.06773333333,7.01879259259,6.62036666667,6.88616666667
391.72,6.30253333333,10.3162666667,8.23566666667,11.947,4.772,7.10473333333,7.0126,6.62233333333,6.8531
392.08,6.30473333333,10.3165333334,8.21386666667,11.9460666667,4.7544,7.09183333333,7.02470370371,6.62796666667,6.83786666667
392.44,6.26266666667,10.2856,8.184,11.9268,4.6984,7.04486666667,6.98982222222,6.60676666667,6.80326666667
392.80,6.17213333333,10.1957333333,8.08993333333,11.8222666667,4.57046666667,6.92773333333,6.91380740741,6.4893,6.6656
393.16,6.17173333333,10.2064666666,8.11633333333,11.8406,4.58026666667,6.96116666667,6.93825185185,6.5101,6.66016666667
393.52,6.1704,10.2364666667,8.15733333333,11.8471333334,4.6058,6.98996666667,6.94239259259,6.5435,6.6818
393.88,6.25693333333,10.368,8.262,11.9245333333,4.72013333333,7.08683333333,7.06386666667,6.6277,6.78226666667
394.24,6.26926666667,10.3702666667,8.2326,11.8928666667,4.69313333333,7.06713333333,7.07007407408,6.60983333333,6.78266666667
394.60,6.26106666667,10.3383333333,8.21093333333,11.8790666667,4.6948,7.0684,7.08131111111,6.60296666667,6.7901
394.96,6.2004,10.3513333333,8.18633333333,11.8607333333,4.62586666666,7.0282,7.03565185185,6.5713,6.72883333333
395.32,6.146,10.2911333333,8.11286666667,11.7850666667,4.5532,6.95066666667,6.94947407407,6.47146666667,6.6629
395.68,6.15433333334,10.3039333333,8.09726666667,11.8318666667,4.57706666666,6.96456666667,6.94807407407,6.4847,6.71166666667
396.04,6.15066666667,10.3127333333,8.11693333333,11.8274666667,4.58953333333,6.9561,6.95775555556,6.48896666667,6.70203333333
396.40,6.16546666667,10.3072,8.12293333333,11.8276666667,4.5978,6.9414,6.9742962963,6.49716666667,6.72023333333
396.76,6.25646666667,10.4331333333,8.20513333333,11.9372,4.67513333334,7.06013333333,7.03896296296,6.6115,6.8364
397.12,6.27253333333,10.4544,8.21426666666,11.9313333333,4.68686666667,7.03633333333,7.01377777778,6.6438,6.84823333333
397.48,6.2114,10.4084666667,8.1606,11.9062666667,4.60666666667,6.96053333333,6.94540740741,6.56913333333,6.80573333333
397.84,6.16773333333,10.348,8.12073333333,11.8514666667,4.5568,6.90493333333,6.90662962963,6.54483333333,6.74383333333
398.20,6.18106666667,10.419,8.17606666667,11.9136,4.61066666667,6.97736666667,6.94316296296,6.60716666667,6.8012
398.56,6.16966666667,10.4136,8.21053333333,11.9159333333,4.60353333333,6.95416666667,6.92226666667,6.61326666667,6.78936666667
398.92,6.2136,10.4190666667,8.21186666667,11.9520666667,4.63733333333,6.99903333333,6.9601037037,6.63383333333,6.85676666667
399.28,6.1926,10.4238666667,8.2076,11.9802666667,4.61486666667,7.0124,6.94916296296,6.62253333333,6.86286666667
399.64,6.06633333333,10.3214,8.129,11.8677333333,4.47193333333,6.87186666667,6.81312592593,6.48523333333,6.7066
400.00,6.10873333333,10.3980666667,8.1928,11.9323333334,4.5196,6.9536,6.84432592593,6.53283333333,6.7712
400.36,6.0482,10.3460666667,8.16206666667,11.8825333333,4.46786666667,6.92466666667,6.79872592592,6.49686666667,6.73566666667
400.72,5.99493333333,10.29,8.1386,11.8297333333,4.448,6.8913,6.77928888889,6.44046666667,6.72053333333
401.08,6.03006666667,10.3570666667,8.19926666667,11.9308666667,4.52793333333,6.97103333333,6.85013333334,6.48986666667,6.79033333333
401.44,6.13253333334,10.4449333333,8.31113333333,12.0272666667,4.63733333333,7.08206666667,6.97017777778,6.60623333333,6.89263333333
401.80,6.14473333333,10.4796666667,8.3262,12.0602,4.63933333333,7.1142,6.967,6.59383333333,6.87976666667
402.16,6.12213333334,10.4359333333,8.28026666667,12.0351333333,4.6006,7.0398,6.95131111111,6.55263333333,6.82953333333
402.52,6.20553333333,10.5702666666,8.36626666667,12.1250666667,4.67113333333,7.1079,7.0476,6.6208,6.91686666667
402.88,6.27706666666,10.6653333333,8.43893333333,12.2677333333,4.76566666667,7.16796666667,7.11754074074,6.70820000001,6.9903
403.24,6.30746666667,10.6971333333,8.4844,12.2808666667,4.80233333333,7.17983333333,7.1236,6.7739,6.9875
403.60,6.403,10.7916666667,8.57746666667,12.3686,4.89573333333,7.26403333333,7.24445925926,6.88376666667,7.09856666667
403.95,6.4128,10.8102666666,8.58433333333,12.3902666667,4.88186666667,7.26896666667,7.26344444445,6.88186666667,7.1008
404.31,6.44626666667,10.8629333333,8.60893333333,12.4542,4.91306666667,7.2789,7.2892,6.89390000001,7.09766666667
404.67,6.45406666667,10.8611333333,8.5932,12.4455333333,4.91373333333,7.2808,7.29559259259,6.88940000001,7.0936
405.03,6.42593333333,10.8344,8.5554,12.3969333333,4.86373333333,7.2228,7.27693333333,6.82073333334,7.04246666667
405.39,6.44013333333,10.8490666667,8.55,12.3929333333,4.86526666667,7.2357,7.27094814815,6.8156,7.0274
405.75,6.43413333333,10.8604666667,8.55286666667,12.426,4.87846666667,7.23093333333,7.27599259259,6.8297,7.04416666667
406.11,6.43266666667,10.8673333333,8.55566666667,12.4302,4.8606,7.23473333333,7.25378518519,6.81450000001,7.0395
406.47,6.38566666667,10.8178,8.50886666667,12.3931333333,4.81133333333,7.22366666667,7.2008,6.78116666666,6.98966666667
406.83,6.31146666667,10.7454,8.45913333333,12.2717333333,4.71793333333,7.14726666667,7.14136296296,6.71953333333,6.90633333333
407.19,6.32813333333,10.7714666667,8.4624,12.3064,4.7288,7.16053333333,7.1726962963,6.73513333333,6.97443333333
407.55,6.26653333333,10.7108666667,8.387,12.2454,4.65686666667,7.09083333333,7.0865037037,6.65913333333,6.91413333333
407.90,6.2422,10.6797333333,8.34893333333,12.2077333333,4.66493333333,7.06726666667,7.0418074074,6.6624,6.88743333333
408.26,6.21386666667,10.6493333333,8.33086666667,12.171,4.64933333333,7.0739,7.0237925926,6.66463333333,6.9151
408.62,6.19933333333,10.6707333333,8.3278,12.2308,4.6262,7.03423333333,6.98680740741,6.67343333333,6.89386666667
408.98,6.21473333333,10.6699333333,8.3066,12.221,4.62773333333,7.03243333333,6.96799259259,6.69656666667,6.8865
409.34,6.22753333333,10.6959333333,8.29793333333,12.2284,4.61846666666,7.01723333333,6.98180740741,6.70063333333,6.88896666667
409.70,6.289,10.7201333333,8.35666666667,12.2481333333,4.64726666667,7.04106666667,7.02731851852,6.74133333334,6.94163333333
410.06,6.2898,10.7308666667,8.36473333333,12.2679333333,4.66813333333,7.05076666667,7.04897777778,6.7516,6.95153333333
410.42,6.329,10.7562,8.3982,12.2865333333,4.71126666667,7.07303333333,7.08144444445,6.77483333333,6.99833333333
410.77,6.35626666667,10.7796666667,8.4052,12.3568666667,4.74013333333,7.07543333333,7.09197037037,6.76643333334,7.02113333333
411.13,6.332,10.7625333333,8.38206666666,12.3296,4.724,7.0576,7.05416296296,6.73723333333,6.99806666667
411.49,6.357,10.8008666667,8.4286,12.379,4.76593333333,7.10533333333,7.09640740741,6.77156666666,6.99836666667
411.85,6.40213333333,10.8598,8.49993333333,12.4538666666,4.801,7.14076666667,7.16595555555,6.80459999999,7.0519
412.21,6.45206666667,10.9246666667,8.5528,12.5258,4.8506,7.16673333333,7.21706666667,6.84693333333,7.08046666667
412.57,6.54993333334,11.007,8.64066666666,12.5802666667,4.94426666667,7.26526666667,7.31687407407,6.9266,7.1462
412.92,6.58693333333,11.0462666667,8.72486666667,12.6374,4.99846666667,7.32886666667,7.36067407407,6.98906666667,7.1935
413.28,6.59286666667,11.0675333333,8.77266666667,12.6905333333,5.03813333333,7.34953333333,7.3932,7.02039999999,7.2086
413.64,6.64993333333,11.1334666667,8.80819999999,12.7566666667,5.0904,7.40786666667,7.436,7.07323333334,7.25323333333
414.00,6.70993333333,11.1913333333,8.87586666667,12.8356666667,5.13866666667,7.45806666667,7.48757777778,7.14096666667,7.31243333333
414.36,6.77046666667,11.2570666667,8.93386666666,12.9324666667,5.16373333333,7.50633333333,7.51774814815,7.19056666667,7.3441
414.72,6.77766666667,11.2958,8.98453333333,12.9372666667,5.18813333333,7.56293333333,7.54018518519,7.21059999999,7.36063333333
415.07,6.77286666667,11.2944,8.97479999999,12.9487333333,5.16333333333,7.54303333333,7.54622962963,7.19883333333,7.3477
415.43,6.75486666667,11.2806666667,8.96253333334,12.9400666667,5.1426,7.52973333333,7.53803703703,7.17233333333,7.3398
415.79,6.69846666666,11.2268,8.89546666666,12.8922,5.08773333333,7.46863333333,7.48050370371,7.11313333333,7.282
416.15,6.67773333334,11.2068666667,8.85900000001,12.8789333333,5.0514,7.4566,7.44857037037,7.09613333333,7.2261
416.51,6.63686666667,11.1858666667,8.8172,12.8742666667,5.00446666667,7.42863333333,7.40089629629,7.04946666667,7.2123
416.86,6.61533333333,11.1860666667,8.77793333333,12.8829333333,4.97573333333,7.3979,7.38667407407,7.02676666667,7.19833333333
417.22,6.56373333334,11.1179333334,8.69653333333,12.838,4.89806666667,7.33073333333,7.30391111111,6.94633333334,7.13896666667
417.58,6.48306666667,11.0704666667,8.64493333333,12.7932666667,4.8376,7.27593333333,7.24322962963,6.88023333334,7.07053333333
417.94,6.4792,11.0924,8.63713333333,12.8090666667,4.84513333333,7.27816666667,7.23692592592,6.89029999999,7.09703333333
418.29,6.4262,11.0514,8.59213333333,12.7446666667,4.81706666667,7.22436666667,7.19634814815,6.85409999999,7.05233333333
418.65,6.40346666667,11.0062,8.54186666667,12.6936,4.77113333333,7.17913333333,7.14519259259,6.81296666667,7.0261
419.01,6.383,11.001,8.52866666667,12.6741333333,4.7544,7.15436666667,7.11661481481,6.7972,6.98643333333
419.37,6.37006666667,11.0087333333,8.5304,12.6598,4.75633333333,7.16053333333,7.09483703704,6.79963333333,6.99396666667
419.73,6.36853333333,11.0052666667,8.53293333333,12.6505333333,4.76626666667,7.16783333333,7.08579259259,6.79350000001,6.99946666667
420.08,6.3716,11.0132,8.54973333333,12.6636,4.76113333333,7.1645,7.08548148148,6.79970000001,7.01266666667
420.44,6.36026666667,11.0094,8.56693333334,12.6691333333,4.76573333333,7.15613333333,7.08073333333,6.79879999999,7.00426666667
420.80,6.3522,10.9922,8.5628,12.6644666667,4.75733333333,7.14326666667,7.07501481481,6.78896666667,6.997
421.16,6.3632,11.0279333333,8.58253333333,12.6907333333,4.78986666667,7.17263333333,7.08718518519,6.82243333333,7.0152
421.51,6.3498,11.0106666667,8.56713333333,12.6602666667,4.77626666667,7.14913333333,7.06405925926,6.79906666666,7.01143333333
421.87,6.35246666667,11.0174,8.58413333333,12.6632,4.78146666667,7.15973333334,7.07183703704,6.80736666666,6.99373333333
422.23,6.34033333333,11.0101333333,8.57806666667,12.6594,4.7602,7.14403333333,7.06734814815,6.78923333333,6.99313333333
422.58,6.34726666667,11.0312,8.60646666667,12.692,4.77066666667,7.15603333333,7.07945925926,6.80673333333,6.99246666667
422.94,6.3512,11.0348,8.6098,12.7049333334,4.77066666667,7.1721,7.08266666667,6.79576666667,7.00413333333
423.30,6.36813333333,11.0474666667,8.60746666667,12.7243333333,4.76766666667,7.15963333333,7.08926666667,6.79026666667,7.0048
423.66,6.34766666667,11.0316666667,8.5808,12.7152,4.72986666667,7.12043333333,7.05633333333,6.76483333333,6.9745
424.01,6.31526666667,11.0134666667,8.542,12.69,4.70933333333,7.0819,7.02565925926,6.7283,6.9377
424.37,6.3172,11.0119333333,8.5362,12.6934,4.7008,7.07833333333,7.02648148148,6.7358,6.94276666667
424.73,6.3434,11.0446,8.55186666667,12.7294666667,4.72933333333,7.10483333333,7.04581481482,6.75786666667,6.97453333333
425.08,6.34886666667,11.0394666667,8.55313333333,12.721,4.71666666667,7.08986666667,7.04631851852,6.74616666667,6.9748
425.44,6.3726,11.0621333333,8.57273333333,12.7652,4.73266666667,7.1104,7.06479259259,6.78366666666,6.97486666667
425.80,6.37706666667,11.0536666666,8.56253333333,12.7712,4.7356,7.10286666667,7.05748888889,6.7699,6.9753
426.16,6.37973333333,11.0551333334,8.56313333333,12.8014666667,4.73626666667,7.1037,7.05625925926,6.76486666667,6.9632
426.51,6.36793333333,11.0392666667,8.52066666667,12.7933333333,4.72,7.07776666667,7.04014814815,6.7419,6.94033333333
426.87,6.37693333333,11.0479333333,8.53146666667,12.8127333333,4.7338,7.06153333333,7.04580740741,6.75853333333,6.93633333333
427.23,6.3894,11.053,8.53846666667,12.8412,4.74533333333,7.06883333333,7.06280740741,6.7762,6.9491
427.58,6.42866666667,11.0937333333,8.56986666666,12.8730666667,4.78013333333,7.1062,7.10658518518,6.81286666667,6.97913333333
427.94,6.48446666667,11.1194666667,8.61893333333,12.9272666667,4.82286666666,7.1538,7.15502962963,6.8486,7.03086666667
428.30,6.46946666666,11.1035333333,8.59873333333,12.9064666667,4.80726666667,7.1312,7.12399259259,6.81803333334,7.00233333333
428.65,6.41866666667,11.0679333333,8.56733333333,12.8509333333,4.7536,7.08893333333,7.07994074074,6.7631,6.95633333333
429.01,6.4048,11.0656666667,8.57026666667,12.8491333334,4.74606666667,7.08276666667,7.07103703704,6.7593,6.94666666667
429.37,6.404,11.0650666667,8.55853333333,12.8417333333,4.73206666667,7.09603333333,7.07494814815,6.7466,6.95836666667
429.72,6.42186666667,11.083,8.5866,12.8465333333,4.71913333333,7.10203333333,7.08414074074,6.75876666667,6.98806666667
430.08,6.46446666667,11.1231333333,8.60893333333,12.8588666667,4.76713333333,7.1295,7.10867407407,6.81,7.0407
430.44,6.4526,11.1284,8.61266666667,12.8521333333,4.78186666667,7.13796666667,7.10578518519,6.8144,7.06763333333
430.79,6.45906666667,11.1538,8.6388,12.8752666667,4.79933333333,7.18116666667,7.11248888889,6.8258,7.09116666667
431.15,6.43826666667,11.1438,8.6482,12.8592,4.78693333333,7.17456666667,7.08628888889,6.81169999999,7.062
431.50,6.45313333333,11.1765333333,8.67646666667,12.9016666667,4.80553333333,7.2066,7.10096296296,6.85026666667,7.09283333333
431.86,6.43726666667,11.1874,8.68526666667,12.898,4.79186666667,7.1977,7.07397777778,6.83529999999,7.0776
432.22,6.46653333334,11.2262666667,8.70486666667,12.9218,4.82493333334,7.21353333333,7.101,6.87060000001,7.1133
432.57,6.4628,11.2156,8.71493333333,12.9258,4.82306666667,7.19543333333,7.08448148148,6.87403333334,7.10606666667
432.93,6.44293333333,11.2054666667,8.7096,12.9354666667,4.82013333333,7.18236666667,7.06962222222,6.85926666667,7.0938
433.29,6.45006666667,11.2082,8.7224,12.9405333333,4.82786666667,7.16523333333,7.06994074074,6.8568,7.08903333333
433.64,6.42826666667,11.1987333333,8.70146666667,12.9343333334,4.83333333333,7.15856666667,7.05174074074,6.83786666667,7.07056666667
434.00,6.40633333333,11.198,8.68666666667,12.9422666667,4.81146666667,7.14283333333,7.03062962963,6.82833333334,7.0504
434.35,6.407,11.1984666667,8.70473333333,12.9372,4.80606666667,7.13676666667,7.0290962963,6.82973333333,7.02553333333
434.71,6.40646666666,11.1962,8.69186666667,12.9226,4.8012,7.11576666667,7.03048888889,6.84036666667,7.0078
435.07,6.4344,11.2136,8.6946,12.9343333334,4.82633333333,7.13926666667,7.0436962963,6.85646666666,7.0293
435.42,6.41913333333,11.1956,8.67393333333,12.9275333333,4.821,7.10186666667,7.02706666667,6.83156666667,7.0002
435.78,6.4162,11.1880666666,8.65993333333,12.9277333333,4.82306666667,7.09276666667,7.03985925926,6.84493333333,6.99553333333
436.13,6.44273333333,11.2199333333,8.68646666667,12.96,4.83606666667,7.1147,7.06727407408,6.859,7.01423333333
436.49,6.4716,11.2702,8.71839999999,13.0005333333,4.87173333333,7.15553333333,7.10411851852,6.89323333334,7.02666666667
436.84,6.4868,11.2929333333,8.74,13.0076,4.8858,7.17303333333,7.12359259259,6.92046666666,7.05043333333
437.20,6.49646666666,11.3244,8.7574,13.0308,4.902,7.18483333333,7.13697037037,6.93806666666,7.06733333333
437.56,6.47726666667,11.3286,8.74813333333,13.016,4.87773333333,7.17283333333,7.12774074074,6.92426666667,7.0476
437.91,6.44906666667,11.2972666667,8.72666666667,12.9769333333,4.83553333333,7.1415,7.09414074074,6.86973333334,7.00133333333
438.27,6.4474,11.3134666667,8.72579999999,12.9913333333,4.82613333333,7.1273,7.08575555556,6.87186666666,7.01833333333
438.62,6.45646666667,11.3075333333,8.73419999999,13.0145333333,4.8404,7.13456666667,7.09098518519,6.87576666667,7.0448
438.98,6.46446666666,11.3337333334,8.75786666667,13.0483333333,4.85253333333,7.151,7.11542962963,6.89399999999,7.07793333333
439.33,6.4904,11.3506,8.78093333333,13.0538,4.86866666667,7.18093333333,7.1325037037,6.90803333333,7.09926666667
439.69,6.5036,11.3875333333,8.80093333334,13.0634666667,4.8846,7.2028,7.13565925926,6.91833333333,7.12816666667
440.04,6.4668,11.3428,8.76533333334,13.0308666667,4.85473333333,7.17966666667,7.10062962963,6.89823333333,7.09266666667
440.40,6.44946666667,11.3228,8.74993333333,13.0175333333,4.84206666666,7.16226666667,7.08953333333,6.87910000001,7.10313333333
440.75,6.44293333333,11.3109333333,8.72406666666,13.0017333333,4.82546666667,7.14753333333,7.07222962963,6.86883333333,7.09536666667
441.11,6.4232,11.2928,8.70613333333,12.9906,4.81633333333,7.14003333333,7.05677037037,6.8469,7.08013333333
441.47,6.42993333333,11.2954,8.71386666667,13.0006666667,4.8276,7.14233333333,7.05797777778,6.85373333333,7.09073333333
441.82,6.46106666667,11.3190666667,8.74166666667,13.0276,4.86813333333,7.17183333333,7.08246666667,6.90050000001,7.1387
442.18,6.46486666667,11.3256,8.74426666667,13.0487333333,4.8868,7.1934,7.09496296296,6.91366666667,7.14923333333
442.53,6.4768,11.3508666666,8.76026666667,13.0562,4.8948,7.21286666667,7.10494814815,6.92483333333,7.15363333333
442.89,6.47166666667,11.3573333333,8.76213333334,13.0674,4.90106666667,7.20106666667,7.10015555556,6.91963333333,7.1429
443.24,6.42753333333,11.3214666667,8.73113333334,13.0600666667,4.86013333333,7.1679,7.06001481482,6.89846666667,7.1024
443.60,6.386,11.2717333333,8.7048,13.032,4.82573333333,7.13676666666,7.0245037037,6.868,7.06806666667
443.95,6.40426666666,11.2912666667,8.73413333333,13.0448666667,4.84946666667,7.1482,7.04808148148,6.87306666666,7.1
444.31,6.4222,11.3031333333,8.74053333333,13.0481333333,4.85006666667,7.16596666667,7.05455555556,6.88566666667,7.09396666667
444.66,6.44733333333,11.3265333333,8.76573333333,13.0761333333,4.8768,7.1916,7.08914074074,6.88693333334,7.1242
445.02,6.48346666667,11.3684,8.80133333333,13.1099333333,4.9084,7.22433333333,7.11547407408,6.92293333334,7.17323333333
445.37,6.49333333333,11.3649333333,8.80093333333,13.1232,4.90373333333,7.22336666667,7.11333333333,6.92740000001,7.16406666667
445.72,6.4834,11.3644,8.802,13.1194666667,4.89626666667,7.22326666667,7.11897777778,6.9163,7.1533
446.08,6.48693333333,11.3464666667,8.7978,13.1156,4.8874,7.215,7.11375555555,6.91263333333,7.14853333333
446.43,6.4622,11.3188666666,8.76453333333,13.0878,4.8614,7.1851,7.08748148148,6.89436666667,7.1225
446.79,6.4708,11.318,8.76513333333,13.0765333333,4.85346666667,7.19196666667,7.0812962963,6.90253333333,7.13203333333
447.14,6.50953333333,11.3630666667,8.80666666667,13.1085333333,4.90093333333,7.2355,7.12492592592,6.93793333333,7.18673333333
447.50,6.54426666667,11.3928,8.82186666667,13.1264,4.91806666667,7.24793333333,7.14205185185,6.95523333334,7.20346666667
447.85,6.5496,11.3998,8.8152,13.1474666667,4.9174,7.2475,7.12517777778,6.96303333333,7.1902
448.21,6.5434,11.3967333333,8.80233333333,13.1497333333,4.91226666666,7.23113333333,7.1118962963,6.96119999999,7.1878
448.56,6.54093333334,11.3963333334,8.80646666667,13.1568,4.90446666667,7.22943333333,7.10641481481,6.97393333334,7.1746
448.92,6.51673333333,11.3634666667,8.77546666667,13.1278,4.86786666667,7.1964,7.07135555555,6.94903333334,7.13403333333
449.27,6.50953333333,11.3668666667,8.78306666666,13.1282666667,4.87793333334,7.19276666667,7.06886666667,6.95189999999,7.14486666667
449.62,6.53353333333,11.3853333334,8.7936,13.1383333333,4.88686666667,7.19813333333,7.07123703704,6.96079999999,7.15676666667
449.98,6.56233333333,11.432,8.81926666667,13.1746666667,4.90973333333,7.2303,7.09657777778,6.98059999999,7.185
450.33,6.57346666667,11.4643333333,8.84793333333,13.2141333333,4.9196,7.23413333333,7.10849629629,6.9862,7.2139
450.69,6.55493333333,11.4645333333,8.84366666667,13.2047333333,4.9254,7.22846666667,7.09411851852,6.97043333333,7.20663333333
451.04,6.52453333334,11.427,8.8036,13.1542666667,4.8786,7.1772,7.04113333333,6.9268,7.17143333333
451.40,6.53233333333,11.4302666667,8.81546666667,13.1902666667,4.90153333333,7.2012,7.06091851852,6.93983333333,7.2037
451.75,6.54666666667,11.4594,8.8392,13.2205333334,4.91646666667,7.226,7.09854074074,6.9552,7.23963333333
452.10,6.57573333333,11.488,8.88193333333,13.2492666667,4.95193333333,7.2679,7.13173333333,6.97726666667,7.2728
452.46,6.56413333333,11.4836,8.8622,13.239,4.93573333333,7.24246666667,7.10273333334,6.95526666667,7.2658
452.81,6.55686666667,11.4852666667,8.87313333333,13.2507333333,4.94413333333,7.2549,7.10853333333,6.9642,7.27026666667
453.17,6.56766666667,11.5019333333,8.86686666667,13.2527333333,4.935,7.2521,7.12026666667,6.96103333333,7.2685
453.52,6.5836,11.5260666667,8.89753333333,13.2980666667,4.95613333333,7.2719,7.14311851852,6.99096666667,7.28433333333
453.87,6.58426666666,11.5356,8.92953333334,13.3024,4.96653333333,7.26993333334,7.1520962963,6.99986666667,7.28563333333
454.23,6.59313333333,11.5341333333,8.93313333333,13.3196,4.98146666667,7.29643333333,7.16039259259,7.00273333333,7.29416666667
454.58,6.5902,11.5354,8.92286666667,13.3334,4.96866666667,7.29006666667,7.16662962963,7.00456666666,7.29043333333
454.93,6.60366666667,11.5532,8.94346666667,13.3737333333,4.97986666667,7.30103333333,7.18059259259,7.02410000001,7.30236666667
455.29,6.57993333333,11.5437333333,8.93020000001,13.3517333333,4.96213333334,7.2802,7.15781481481,7.007,7.28413333333
455.64,6.56006666667,11.5262,8.91946666667,13.3355333333,4.94413333333,7.26246666667,7.12482962963,6.98746666666,7.25853333333
456.00,6.55693333333,11.5331333333,8.9148,13.3501333333,4.94393333333,7.25746666667,7.11817037037,6.99029999999,7.25633333333
