wavelength,Back_ChlPhof,Belly_ChlPhof,Breast_ChlPhof,Crissum_ChlPhof,Crown_ChlPhof,DorTail_ChlPhof,Patch10_ChlPhof,Patch11_ChlPhof,Patch12_ChlPhof,Rump_ChlPhof,Throat_ChlPhof,WingTip_ChlPhof
578.26,9.98433333333,30.9654,24.7994666667,25.217,9.98993333333,11.1372666666,18.9999333333,15.9334,9.14320000001,17.2486,24.8912,6.88173333334
578.60,9.85206666667,30.6544,24.5523333333,24.9476666666,9.86479999998,11.0564,18.9668666667,15.909,9.123,17.0358666666,24.6078,6.8386
578.94,9.6484,30.2476,24.1928,24.6071333333,9.6856,10.8972,18.8824666667,15.81,9.04660000001,16.7634666667,24.2730666667,6.76193333333
579.28,9.48333333335,29.7844,23.8505333333,24.2337333333,9.56279999999,10.7925333333,18.8006666667,15.7072666667,8.98566666666,16.5146666667,23.9449333333,6.72053333333
579.61,9.41193333333,29.4681333333,23.6246,23.9730666667,9.51586666666,10.7858,18.8222666666,15.73,9.00886666667,16.3610666667,23.7185333333,6.75886666667
579.95,9.37833333334,29.1336666667,23.3866666667,23.7454666667,9.5092,10.8177333333,18.882,15.7738666667,9.104,16.2340666667,23.4978666667,6.86833333333
580.29,9.26706666666,28.8132666667,23.1131333333,23.4922,9.40426666666,10.7441333333,18.8556,15.7258666667,9.09719999999,16.0346666667,23.2457333333,6.85446666667
580.63,9.108,28.3859333333,22.7515333333,23.1196666667,9.23606666667,10.6218666667,18.7703333333,15.6058666667,9.04399999999,15.7466,22.8794,6.80546666667
580.97,8.99553333334,27.9684,22.4597333333,22.8062666667,9.11006666667,10.5231333333,18.7353333333,15.5459333333,9.03833333333,15.5204666667,22.5710666667,6.79673333333
581.31,8.92300000001,27.6184,22.2112666667,22.5580666666,9.0096,10.4766666667,18.7324666666,15.5190666667,9.05546666667,15.3414666667,22.3538,6.80113333333
581.65,8.8722,27.3422,21.9947333333,22.3294,8.97193333334,10.4491333334,18.7590666667,15.5218666667,9.065,15.1789333333,22.1698666667,6.84066666667
581.98,8.8224,27.0354,21.7797333333,22.0755333333,8.92066666667,10.4342666667,18.7440666667,15.5264666667,9.10099999999,15.0472,21.952,6.89586666667
582.32,8.77833333334,26.6850666667,21.5482666667,21.8594,8.87966666667,10.4180666667,18.7526,15.5458,9.13553333334,14.9302,21.7284,6.99473333334
582.66,8.79120000001,26.4092,21.369,21.6667333334,8.8706,10.4188666667,18.8093333333,15.6057333333,9.22693333334,14.8498,21.5603333333,7.09546666667
583.00,8.74879999999,26.1604,21.1584666667,21.445,8.76726666667,10.3395333333,18.8202,15.6223333334,9.25739999999,14.7265333334,21.3286666667,7.13793333333
583.34,8.6462,25.8511333333,20.8778666667,21.1779333333,8.66466666667,10.2534666667,18.775,15.6008,9.25853333333,14.5637333333,21.0828,7.15213333333
583.68,8.58120000001,25.5605333333,20.6506666667,20.9346666667,8.57946666667,10.1804,18.7289333333,15.5792,9.23639999999,14.4289333333,20.8358666667,7.1538
584.01,8.48846666667,25.2395333334,20.427,20.6734,8.514,10.1068,18.7422666667,15.6073333333,9.25799999999,14.2794666667,20.5968,7.17426666667
584.35,8.4662,25.0592,20.285,20.5106666667,8.50346666667,10.1100666667,18.8138,15.6922,9.31213333333,14.2162666667,20.4573333333,7.24586666667
584.69,8.44493333333,24.8573333333,20.1038666667,20.3524,8.50273333333,10.1243333333,18.8465333333,15.7712,9.375,14.1811333333,20.3151333333,7.32873333333
585.03,8.40253333333,24.6097333333,19.8840666667,20.1553333333,8.4834,10.0828666667,18.8721333333,15.8034666667,9.42080000001,14.0836666667,20.1094666667,7.40993333333
585.37,8.39486666667,24.3927333333,19.7357333333,20.0319333333,8.4744,10.1063333333,18.9544666667,15.8688,9.51666666665,14.0364666667,19.9995333333,7.4848
585.70,8.27653333333,24.0964666667,19.4834,19.7829333333,8.35553333333,10.0092666667,18.9103333333,15.8304,9.50920000001,13.8576666667,19.79,7.448
586.04,8.21593333333,23.8245333333,19.2537333333,19.5606,8.25573333333,9.94613333333,18.9116666667,15.8188666666,9.53713333333,13.7375333333,19.5958,7.42853333333
586.38,8.1508,23.5763333333,19.0648,19.3586666667,8.2104,9.92306666668,18.9331333333,15.8552,9.54926666667,13.5968,19.4185333333,7.47086666667
586.72,8.10553333333,23.3476,18.9072666667,19.1888,8.17113333333,9.94039999999,18.9872666667,15.8953333333,9.59093333333,13.5156,19.3157333333,7.4654
587.06,8.02673333333,23.0611333333,18.6840666667,18.9564,8.07746666667,9.83780000001,18.9747333333,15.8548666667,9.56793333335,13.3414666667,19.0790666667,7.4382
587.39,7.91786666667,22.7571333333,18.4689333333,18.7220666667,7.97753333333,9.76573333333,18.9622,15.8299333333,9.57313333334,13.1866,18.8996666667,7.40766666667
587.73,7.8504,22.4894,18.2427333333,18.5045333333,7.9066,9.72720000001,18.9560666667,15.8119333333,9.5652,13.0382,18.6974666667,7.4048
588.07,7.74986666667,22.1756,18.0060666667,18.2681333333,7.76746666667,9.62846666667,18.8960666667,15.7462,9.55186666667,12.859,18.4791333333,7.37266666667
588.41,7.67006666667,21.8667333333,17.8088666667,18.0324,7.68873333333,9.5366,18.8624,15.7050666667,9.57206666668,12.6951333333,18.2690666667,7.3512
588.74,7.63853333333,21.6887333333,17.6688,17.8366,7.63286666667,9.54333333333,18.9021333333,15.7234666667,9.60953333333,12.6262,18.1232666667,7.3672
589.08,7.55566666667,21.4340666667,17.4731333333,17.5986,7.51146666667,9.43299999999,18.8363333333,15.6795333333,9.61513333333,12.4833333333,17.8856666667,7.33086666667
589.42,7.54713333333,21.2336,17.3846666667,17.4796666667,7.50566666667,9.41986666666,18.9015333333,15.6981333333,9.65680000001,12.427,17.7726666667,7.38193333333
589.76,7.46706666667,21.0267333333,17.2206666667,17.2862666667,7.43886666667,9.38633333333,18.8982,15.6886,9.64759999999,12.3277333333,17.6168666667,7.3736
590.09,7.37833333333,20.8061333333,17.0590666667,17.1053333333,7.34693333333,9.3254,18.8501333333,15.6348,9.63440000001,12.209,17.4574666667,7.31653333333
590.43,7.28513333333,20.5361333333,16.8486,16.8950666667,7.27566666667,9.2464,18.7912,15.5470666667,9.61346666667,12.026,17.2289333334,7.31053333333
590.77,7.29273333333,20.3833333333,16.7567333333,16.7738,7.2682,9.2556,18.8176,15.5784666667,9.67866666666,11.9740666667,17.1192,7.3748
591.11,7.2778,20.2058666667,16.6014666667,16.642,7.23253333333,9.25466666667,18.8407333333,15.5859333333,9.70926666667,11.8522,16.9249333333,7.38206666667
591.44,7.1994,19.99,16.4312666667,16.4868666667,7.1388,9.16486666667,18.7922,15.5615333333,9.67726666667,11.75,16.7461333333,7.35486666667
591.78,7.1948,19.8089333333,16.3142666667,16.3314666667,7.14246666667,9.1418,18.8142,15.5954,9.71126666668,11.7089333333,16.5904,7.39086666667
592.12,7.1318,19.6166,16.1473333333,16.1546,7.08433333333,9.11566666667,18.8058,15.5778,9.69373333333,11.6146666667,16.4479333333,7.40186666667
592.46,7.06753333333,19.3779333333,15.9689333333,16.0042666666,7.01346666667,9.03953333333,18.7926666667,15.5526666667,9.66,11.4366,16.2777333333,7.38393333333
592.79,7.01726666667,19.1944666667,15.8369333333,15.8223333333,6.99166666667,9.02073333333,18.8364666667,15.5545333333,9.67999999999,11.3539333333,16.1670666666,7.41386666667
593.13,6.90973333333,18.9380666667,15.5636,15.556,6.85313333333,8.9084,18.7414,15.4924,9.64700000001,11.1897333333,15.9272666667,7.3474
593.47,6.83706666667,18.6784,15.367,15.3402,6.772,8.816,18.6695333333,15.445,9.61226666667,11.0511333333,15.7082666667,7.3256
593.80,6.82533333334,18.4998666667,15.2354,15.2104,6.72933333333,8.7876,18.7252,15.4703333333,9.63953333334,10.9784,15.5525333333,7.3504
594.14,6.78046666666,18.3284,15.1124,15.0704,6.68573333333,8.727,18.7662666667,15.4967333333,9.66139999999,10.8888,15.4077333333,7.3784
594.48,6.68493333333,18.0898,14.911,14.8482666667,6.5866,8.65653333333,18.7448666666,15.4546,9.63693333333,10.7603333333,15.2493333333,7.34966666667
594.81,6.57106666667,17.9018666667,14.7516,14.6652666667,6.49433333333,8.55873333333,18.7351333333,15.439,9.61,10.6544,15.1236666667,7.32213333333
595.15,6.51466666667,17.6805333334,14.5884666667,14.4936,6.44573333333,8.52466666667,18.7279333333,15.4165333333,9.62533333334,10.5693333333,14.9889333333,7.3354
595.49,6.43086666666,17.4927333333,14.4198666667,14.3296666667,6.3588,8.49633333333,18.7573333333,15.4036,9.62813333334,10.4659333333,14.8694,7.3242
595.82,6.38046666667,17.3206666667,14.2717333333,14.1842,6.2842,8.45706666667,18.7767333333,15.388,9.60586666666,10.3652,14.7156666667,7.3206
596.16,6.33653333333,17.1748666667,14.1589333333,14.0574666667,6.2262,8.45453333333,18.7874,15.3730666667,9.62086666667,10.3157333333,14.6316,7.32553333333
596.50,6.28213333334,16.9905333333,14.0046666667,13.9354666667,6.17093333333,8.42326666667,18.7508,15.3501333333,9.58606666667,10.2153333333,14.4796666667,7.2982
596.83,6.29046666667,16.91,13.9624,13.8744,6.19806666667,8.45906666667,18.8060666666,15.3837333333,9.63893333333,10.1878666667,14.4403333333,7.368
597.17,6.29646666667,16.8694666667,13.9337333333,13.8438,6.20866666667,8.47506666667,18.8795333333,15.4571333333,9.69246666667,10.1670666667,14.4322,7.44986666667
597.51,6.24146666667,16.7299333333,13.8071333333,13.7078,6.162,8.43753333333,18.8348666667,15.4331333333,9.69293333334,10.0766,14.3072,7.44413333333
597.84,6.2244,16.6173333333,13.7206,13.6286666667,6.17593333333,8.46353333333,18.8368,15.441,9.74606666667,10.0727333333,14.2478,7.48173333333
598.18,6.23853333333,16.5523333333,13.6842,13.6220666667,6.20413333333,8.5204,18.8811333333,15.4994666667,9.81300000001,10.0692666667,14.2152666667,7.51393333333
598.52,6.214,16.3878666667,13.5659333333,13.5364,6.17093333333,8.5132,18.8545333333,15.4560666667,9.81953333333,10.0274666667,14.0972666667,7.558
598.85,6.22333333333,16.3209333333,13.4968666667,13.4554,6.15586666667,8.52726666667,18.8970666667,15.464,9.86866666666,9.99313333333,14.0230666667,7.58213333333
599.19,6.22973333333,16.1984666667,13.3952666667,13.4019333333,6.16346666667,8.56053333333,18.8998666667,15.4630666667,9.92086666667,9.94286666667,13.9415333333,7.61373333333
599.53,6.17146666667,16.0711333333,13.3078666667,13.3162,6.1084,8.5654,18.8976666667,15.4791333333,9.9542,9.86673333333,13.8395333333,7.61266666667
599.86,6.1014,15.8545333333,13.1544666667,13.1620666667,6.0528,8.511,18.8342666667,15.4316666667,9.95120000001,9.76053333334,13.6752,7.5732
600.20,6.077,15.7028666667,13.0586,13.0548666667,6.02646666667,8.4984,18.8201333333,15.4023333333,9.96626666667,9.65953333334,13.5744,7.57946666667
600.53,5.98246666667,15.4472666667,12.857,12.9183333333,5.9122,8.40773333333,18.7621333333,15.3520666667,9.91546666666,9.5414,13.3893333333,7.518
600.87,5.8538,15.1731333333,12.6248666667,12.6998,5.79346666667,8.29493333333,18.6945333333,15.2246666666,9.86033333333,9.38486666667,13.1808666667,7.4308
601.21,5.7876,14.9666666667,12.4832,12.5580666667,5.723,8.22853333333,18.6812666667,15.194,9.8278,9.31046666667,13.0835333333,7.4138
601.54,5.7488,14.812,12.3698666667,12.4184666667,5.6186,8.17166666667,18.6715333333,15.163,9.79026666665,9.21726666666,12.9539333333,7.38946666667
601.88,5.66313333333,14.6063333333,12.1908,12.2209333333,5.52053333333,8.05306666667,18.6310666667,15.0986666667,9.73846666665,9.096,12.7685333333,7.35326666667
602.21,5.65793333333,14.5316666667,12.133,12.0889333333,5.51873333333,8.04,18.6503333333,15.1397333334,9.77113333333,9.03853333333,12.6625333334,7.3548
602.55,5.52853333333,14.3275333333,11.9718666667,11.922,5.40413333333,7.95806666666,18.5816,15.0800666667,9.71126666668,8.8932,12.5036,7.3088
602.88,5.52973333333,14.2234,11.9181333333,11.8236666667,5.3952,7.92813333333,18.586,15.0848666667,9.72546666667,8.83426666667,12.4132,7.3408
603.22,5.51726666667,14.0992,11.8338,11.7054,5.36106666667,7.87446666667,18.5707333333,15.0485333333,9.72613333333,8.7854,12.3149333333,7.3308
603.56,5.48106666667,13.974,11.7161333333,11.6044,5.3186,7.8238,18.5653333333,15.0241333333,9.67719999999,8.7148,12.2158666667,7.31366666667
603.89,5.46593333333,13.8953333333,11.6572,11.5482,5.31613333333,7.8286,18.5551333333,15.0351333333,9.69986666667,8.7022,12.1417333333,7.34773333333
604.23,5.42953333333,13.8284,11.5934,11.4696666667,5.2988,7.8128,18.5689333333,14.994,9.66926666667,8.66166666667,12.0376,7.34746666667
604.56,5.47653333333,13.8086666667,11.6073333333,11.4686666667,5.3428,7.86513333333,18.6061333333,15.0350666667,9.72873333333,8.679,12.0273333333,7.3878
604.90,5.494,13.7902666667,11.6013333333,11.4606,5.38006666667,7.89906666667,18.6432,15.0518666667,9.80533333334,8.65706666667,11.9796,7.4394
605.23,5.4454,13.6802,11.5186666667,11.3930666667,5.34733333333,7.89346666667,18.6261333333,15.0500666667,9.81779999999,8.59486666667,11.89,7.4374
605.57,5.41566666667,13.5907333333,11.4456,11.3310666667,5.30813333333,7.89113333333,18.5904666667,15.0224,9.803,8.5406,11.8047333333,7.445
605.90,5.37186666667,13.4704,11.3494,11.2662666667,5.2616,7.87273333333,18.5812,15.017,9.80073333332,8.4952,11.7518666667,7.44506666666
606.24,5.33993333333,13.3665333333,11.3034666667,11.2140666667,5.2466,7.85746666667,18.5795333333,14.9938,9.79100000001,8.44373333333,11.6776,7.455
606.58,5.2798,13.2266,11.2106666667,11.1148,5.1854,7.81446666667,18.551,14.9386666667,9.76620000001,8.37626666667,11.5817333333,7.4298
606.91,5.30333333333,13.1837333333,11.1688666667,11.1214666667,5.20686666667,7.86413333333,18.5976,14.9923333333,9.83406666668,8.36366666667,11.5700666667,7.50306666666
607.25,5.30593333333,13.1472666667,11.1447333333,11.0998666667,5.20793333333,7.88813333333,18.6195333333,15.0246666666,9.90500000001,8.34746666667,11.5243333333,7.5556
607.58,5.21806666667,12.9795333333,11.0346,10.9731333333,5.10093333333,7.79426666667,18.6206666667,14.9892666667,9.85786666668,8.2588,11.4027333333,7.51853333333
607.92,5.18766666666,12.8694,10.9464,10.885,5.0686,7.7632,18.5828666667,14.9684,9.89886666667,8.1768,11.3505333333,7.49813333333
608.25,5.1256,12.7406,10.8167333333,10.7868666667,4.99333333333,7.68766666667,18.5586,14.9131333333,9.87486666668,8.07686666667,11.2142,7.47133333333
608.59,5.01426666667,12.5565333333,10.6427333333,10.6508,4.88326666667,7.60133333333,18.4632,14.8321333333,9.77579999999,7.94753333333,11.0652666667,7.38306666667
608.92,4.99173333333,12.477,10.5664,10.6160666667,4.86573333333,7.57946666667,18.4160666667,14.8201333333,9.75486666666,7.8894,10.9851333333,7.3792
609.26,5.02366666667,12.436,10.5720666667,10.6504666667,4.93773333333,7.64606666667,18.4536666667,14.8384,9.81533333333,7.90846666667,10.988,7.44433333333
609.59,5.027,12.3824666666,10.5419333333,10.6333333333,4.93566666667,7.6652,18.4418666667,14.8164,9.8232,7.85133333333,10.9239333333,7.48013333333
609.93,5.11613333333,12.4109333333,10.5412,10.6924666667,5.02046666667,7.74586666667,18.5030666667,14.8832666667,9.92280000001,7.88886666667,10.951,7.5706
610.26,5.10133333333,12.4189333333,10.5124,10.7444666667,5.071,7.81946666667,18.5044666667,14.9293333333,9.96399999999,7.91353333333,10.9210666667,7.6268
610.60,5.10753333333,12.3568,10.4453333333,10.7119333333,5.07713333333,7.8406,18.449,14.8973333333,9.93866666668,7.8718,10.8649333333,7.62226666667
610.93,5.14473333333,12.3152666667,10.4213333333,10.6966666667,5.12173333333,7.8758,18.4576666666,14.9116666667,9.98059999999,7.89753333333,10.8475333333,7.70053333333
611.27,5.12966666667,12.2553333334,10.3279333333,10.687,5.1018,7.8878,18.4064666667,14.8785333333,9.98006666667,7.84846666667,10.7828666667,7.68733333333
611.60,5.1352,12.204,10.2955333333,10.6823333333,5.09253333333,7.90826666667,18.3706,14.8743333333,9.97433333332,7.81886666667,10.7423333333,7.74166666667
611.93,5.0632,12.0899333333,10.1946,10.6034,5.0596,7.9126,18.2646666667,14.8052666667,9.90306666667,7.75226666667,10.6648,7.7
612.27,5.10126666667,12.0999333333,10.2034666666,10.6325333333,5.10766666667,7.96826666667,18.308,14.8590666667,9.9516,7.80253333333,10.6954,7.80473333333
612.60,5.09933333333,12.0639333333,10.154,10.5582,5.11533333333,7.99013333333,18.2991333333,14.8243333333,9.97206666665,7.79886666667,10.6790666667,7.8476
612.94,5.05093333333,11.9628666667,10.0478666667,10.4294666667,5.05993333333,7.947,18.2623333333,14.8066666666,9.96526666667,7.74346666667,10.5760666667,7.83373333333
613.27,4.99126666667,11.8114666667,9.92253333333,10.3098666667,5.0052,7.89086666667,18.2117333333,14.7613333333,9.92473333335,7.698,10.5165333333,7.79806666667
613.61,4.93913333333,11.687,9.83926666665,10.1630666667,4.94766666667,7.842,18.1471333333,14.6885333333,9.87206666666,7.66113333333,10.4032666667,7.74033333333
613.94,4.91353333333,11.5537333333,9.72246666666,10.0234,4.84693333333,7.73913333333,18.1002666666,14.5992666667,9.82233333334,7.5352,10.2915333333,7.6678
614.28,4.792,11.3838,9.59506666667,9.89760000001,4.75126666667,7.6482,18.0475333333,14.5324666667,9.79479999999,7.47533333333,10.1718666667,7.60933333333
614.61,4.69053333333,11.2418666667,9.51826666667,9.7972,4.66026666667,7.58286666667,17.9986,14.5036,9.76793333333,7.38273333333,10.0571333333,7.53173333333
614.94,4.74093333333,11.2228666667,9.53153333333,9.74786666666,4.71106666667,7.6418,18.0474666667,14.546,9.83179999999,7.4186,10.0955333333,7.60506666667
615.28,4.7948,11.1880666667,9.53373333335,9.72973333333,4.75046666667,7.70433333333,18.1575333333,14.6231333333,9.91233333333,7.45546666667,10.0832666667,7.65913333333
615.61,4.8752,11.2038,9.5934,9.75266666666,4.83186666667,7.78133333333,18.2947333333,14.7428,10.0327333333,7.49506666666,10.0996666667,7.7706
615.95,4.9426,11.2,9.6038,9.73513333333,4.88093333333,7.84086666667,18.3398666667,14.7948,10.1430666667,7.53886666667,10.104,7.81506666667
616.28,4.908,11.1245333333,9.54439999999,9.71459999999,4.861,7.81033333333,18.3768666667,14.7986,10.1485333333,7.5156,10.0724,7.7872
616.61,4.8476,11.0233333333,9.46973333333,9.64046666666,4.79293333333,7.72786666667,18.3805333333,14.7541333333,10.0758,7.44873333333,10.009,7.70073333333
616.95,4.89146666667,11.0568,9.5314,9.68386666665,4.85706666667,7.8178,18.4514666667,14.7961333333,10.1959333333,7.49533333333,10.0024,7.75773333333
617.28,4.8662,11.0322,9.51106666667,9.65266666667,4.8418,7.8744,18.5046666667,14.8472666667,10.2386,7.4846,10.0132,7.7598
617.62,4.865,10.993,9.4972,9.6024,4.85846666667,7.90373333333,18.5278666667,14.8878,10.2507333333,7.51313333333,9.99506666668,7.786
617.95,4.93333333333,11.0160666667,9.57213333333,9.63933333334,4.92646666667,7.9742,18.6035333333,14.9656666666,10.3103333333,7.54453333333,10.0116666667,7.8788
618.28,4.857,10.9092666667,9.45,9.5562,4.8394,7.88466666667,18.5830666667,14.8576,10.2256,7.47533333333,9.94133333334,7.783
618.62,4.86006666666,10.8790666667,9.4222,9.55600000001,4.8408,7.878,18.6009333333,14.8758,10.279,7.48846666667,9.90233333334,7.81366666667
618.95,4.75286666667,10.7626,9.34440000001,9.44493333334,4.7736,7.80586666667,18.5317333333,14.7847333333,10.1831333333,7.41553333333,9.80946666666,7.78166666667
619.28,4.71233333333,10.6828,9.27553333333,9.38886666667,4.70773333333,7.78713333333,18.5085333333,14.7562,10.137,7.38573333333,9.74880000001,7.78346666667
619.62,4.629,10.5494,9.17666666666,9.29166666667,4.62033333333,7.732,18.4444,14.6906666667,10.0411333333,7.3046,9.65733333333,7.7084
619.95,4.6774,10.5184,9.19220000001,9.24026666665,4.60793333333,7.76813333333,18.4716666667,14.732,10.0714,7.32426666667,9.63973333332,7.71553333333
620.28,4.76026666667,10.5342666667,9.23146666668,9.26973333333,4.67253333334,7.89166666667,18.4873333333,14.81,10.1728,7.38713333333,9.67393333333,7.8178
620.62,4.66906666667,10.3965333333,9.12453333333,9.13320000001,4.54553333333,7.75933333333,18.3676,14.7346,10.0164666667,7.31086666667,9.56066666667,7.73406666667
620.95,4.56933333333,10.2601333333,9.02033333332,9.00953333333,4.45986666667,7.64266666667,18.2841333333,14.6634,9.92700000001,7.18613333333,9.44233333333,7.69853333333
621.28,4.585,10.2290666667,8.99033333332,8.98506666667,4.47486666667,7.63673333334,18.2686,14.6717333333,9.96553333334,7.17733333333,9.43246666667,7.76326666667
621.62,4.53473333333,10.2176666667,8.92500000001,8.91606666668,4.4486,7.59033333333,18.2570666667,14.6767333333,9.9388,7.13286666667,9.4162,7.7452
621.95,4.63793333333,10.2869333333,8.99419999999,8.94879999999,4.5758,7.73206666667,18.3327333334,14.793,10.0524666667,7.23926666667,9.47413333333,7.90653333333
622.28,4.63053333333,10.2580666667,8.98806666667,8.9202,4.5908,7.75693333333,18.3404,14.7813333334,10.046,7.224,9.44626666667,7.93926666667
622.62,4.65913333333,10.2735333333,8.974,8.93073333333,4.619,7.78113333333,18.3442666667,14.8104666666,10.1278666667,7.24413333333,9.44693333333,7.94313333333
622.95,4.6818,10.2385333333,8.94606666667,8.88566666667,4.62573333333,7.76786666667,18.3462666667,14.8217333333,10.2135333333,7.23326666667,9.42213333334,7.9296
623.28,4.6956,10.2499333333,8.95426666667,8.88893333333,4.6662,7.8044,18.4012,14.8926666667,10.3138666667,7.2366,9.409,7.99093333333
623.62,4.6022,10.1584666667,8.86679999999,8.83839999999,4.63113333333,7.7558,18.3614,14.8233333333,10.2657333333,7.16326666667,9.32626666667,7.98706666667
623.95,4.53473333333,10.1476,8.81813333333,8.81813333333,4.59153333333,7.7036,18.4094666666,14.8336666667,10.2648666667,7.11546666667,9.30233333334,8.01286666667
624.28,4.5796,10.1329333333,8.81426666667,8.80579999999,4.62306666667,7.72986666667,18.4922,14.9022,10.3610666667,7.1174,9.31426666666,8.06486666667
624.62,4.69246666667,10.1704,8.85633333333,8.85680000001,4.68893333333,7.7726,18.5775333333,15.0158666666,10.4751333333,7.20553333333,9.35766666667,8.1472
624.95,4.72553333333,10.1815333333,8.91219999999,8.87773333333,4.69726666667,7.81093333333,18.6558,15.0978,10.5083333333,7.27486666667,9.36606666667,8.1962
625.28,4.7432,10.1222,8.88346666667,8.8278,4.6796,7.7798,18.6444,15.0794666667,10.5468,7.30153333333,9.29373333333,8.17733333333
625.61,4.74673333333,10.0975333333,8.9074,8.81606666668,4.6962,7.7898,18.6650666667,15.1301333333,10.5712,7.286,9.29846666667,8.22586666667
625.95,4.71093333333,10.0293333333,8.8316,8.74773333333,4.63626666667,7.732,18.6405333333,15.1057333333,10.5375333333,7.21513333333,9.2136,8.15586666667
626.28,4.70533333333,9.99466666667,8.7844,8.69319999999,4.61806666667,7.72346666667,18.6485333333,15.1307333333,10.5581333333,7.1964,9.18499999999,8.17453333333
626.61,4.69546666667,9.98233333333,8.79673333333,8.68880000001,4.59246666667,7.70486666667,18.6636,15.1632,10.5378,7.19093333333,9.18353333334,8.17966666667
626.94,4.66833333333,9.93359999999,8.76006666667,8.61986666667,4.55213333333,7.63046666667,18.6252,15.1039333333,10.4795333333,7.15593333333,9.10206666667,8.18146666667
627.28,4.70566666667,9.94846666667,8.7826,8.60826666667,4.56173333333,7.62066666667,18.6624,15.1774666667,10.5344,7.177,9.10979999999,8.2242
627.61,4.75006666667,9.93026666666,8.78053333333,8.59046666667,4.56873333333,7.60986666667,18.6292,15.181,10.5503333333,7.1824,9.07086666667,8.2288
627.94,4.81426666667,9.965,8.84413333333,8.6584,4.66733333333,7.69973333333,18.6488,15.2206,10.6147333333,7.24233333333,9.13739999999,8.32526666667
628.27,4.846,10.0032666667,8.90406666667,8.72366666666,4.71846666667,7.7858,18.7175333333,15.2496666667,10.6778666667,7.293,9.17206666667,8.41213333333
628.61,4.77293333333,9.88740000001,8.79913333333,8.63953333334,4.62713333333,7.7076,18.6280666667,15.1716,10.6173333333,7.1888,9.10233333334,8.3288
628.94,4.7116,9.80806666666,8.74973333333,8.61353333333,4.56593333333,7.7106,18.6125333333,15.1143333333,10.592,7.122,9.04346666667,8.33326666667
629.27,4.66806666667,9.77879999999,8.6658,8.5744,4.5212,7.6548,18.5764666667,15.0575333333,10.5778666667,7.0818,9.00406666666,8.28493333333
629.60,4.76793333333,9.84526666667,8.7554,8.62213333333,4.6262,7.7122,18.6548666667,15.1594,10.6747333333,7.19206666667,9.10940000001,8.4034
629.94,4.79606666667,9.87846666668,8.80320000001,8.67026666666,4.64653333333,7.7458,18.6872666667,15.1800666667,10.7035333333,7.2472,9.15446666666,8.4836
630.27,4.82873333333,9.87126666668,8.79873333333,8.67726666666,4.69046666667,7.78966666667,18.7149333333,15.1701333333,10.7111333333,7.26713333333,9.17400000001,8.5324
630.60,4.91593333333,9.91673333333,8.88159999999,8.76013333334,4.78746666667,7.9086,18.8208666667,15.2747333333,10.7956666667,7.33846666667,9.29106666667,8.58806666667
630.93,4.93546666667,9.909,8.82633333333,8.77373333333,4.80373333333,7.96673333333,18.8162,15.2511333333,10.8170666667,7.3334,9.28093333333,8.60586666667
631.26,4.87726666667,9.83733333333,8.78106666666,8.71173333333,4.7676,7.9466,18.8266,15.1880666667,10.7957333333,7.27373333333,9.27186666666,8.58786666667
631.60,4.806,9.77106666667,8.6768,8.61086666667,4.70713333333,7.85073333333,18.8201333333,15.1280666667,10.7472,7.21773333333,9.19179999999,8.5072
631.93,4.79006666667,9.68499999999,8.5828,8.52966666666,4.6614,7.7994,18.7556,15.1018666667,10.7072,7.186,9.12766666667,8.45233333333
632.26,4.7682,9.63253333333,8.56133333333,8.47133333333,4.68113333333,7.76826666667,18.8082666667,15.0888,10.7308666667,7.15566666667,9.08066666667,8.45373333333
632.59,4.87493333333,9.68266666667,8.63046666667,8.53366666667,4.80446666667,7.836,18.8969333333,15.2138,10.79,7.22353333333,9.16366666667,8.5262
632.92,4.8636,9.62846666667,8.623,8.50040000001,4.77333333333,7.8548,18.856,15.2102666667,10.7635333333,7.21026666667,9.12906666667,8.50853333333
633.26,4.762,9.5398,8.53073333333,8.44033333333,4.66746666667,7.8132,18.8258666667,15.1458,10.7266,7.12333333333,9.06079999999,8.44366666667
633.59,4.7342,9.47779999999,8.48006666667,8.37913333333,4.655,7.7686,18.8314,15.123,10.6979333333,7.05393333333,9.00046666667,8.42013333333
633.92,4.6468,9.39213333333,8.4042,8.2704,4.60286666667,7.69113333333,18.7172,15.0618666667,10.6722666667,6.98026666667,8.91426666667,8.3942
634.25,4.5326,9.29186666666,8.2832,8.15513333333,4.47966666667,7.597,18.6601333334,14.9712666667,10.5997333333,6.8646,8.80839999999,8.34353333334
634.58,4.5166,9.2716,8.33633333333,8.13273333333,4.49726666667,7.5796,18.6842666667,15.0119333333,10.6075333333,6.87393333333,8.80173333334,8.36466666667
634.91,4.52666666667,9.27686666667,8.3496,8.12053333333,4.50926666667,7.595,18.7105333333,15.0901333333,10.6396,6.8732,8.78186666667,8.42186666667
635.25,4.51133333333,9.27473333333,8.34586666667,8.12026666667,4.4852,7.62046666667,18.7180666667,15.1170666667,10.6472,6.8268,8.74513333333,8.46286666667
635.58,4.45873333333,9.25086666667,8.35266666667,8.10373333333,4.48026666667,7.6074,18.6914,15.0645333333,10.6247333333,6.7996,8.74493333334,8.46793333333
635.91,4.4876,9.2956,8.35706666667,8.14633333333,4.48986666667,7.65013333334,18.6918666667,15.0538666667,10.6306,6.80973333333,8.7982,8.47273333333
