wavelength,Back_RamNigm,Belly_RamNigm,Breast_RamNigm,Crissum_RamNigm,Crown_RamNigm,DorTail_RamNigm,Rump_RamNigm,Throat_RamNigm,WingTip_RamNigm
324.74,0.958133333333,2.232,1.21513333333,1.7376,1.19553333333,2.98073333333,1.32553333333,0.879733333334,2.3214
325.10,0.916866666667,2.1594,1.1544,1.7416,1.104,2.90273333334,1.336,0.815133333333,2.268
325.47,0.9466,2.13506666667,1.18973333333,1.75833333333,1.1078,3.01266666667,1.43033333333,0.834266666667,2.26993333333
325.84,1.1412,2.2588,1.34053333333,1.9118,1.27186666667,3.19406666667,1.5996,1.0052,2.47
326.21,1.14166666667,2.27666666667,1.31026666667,1.87786666667,1.3038,3.18953333333,1.58513333333,1.0356,2.51446666667
326.57,1.10453333333,2.2382,1.22866666667,1.81133333333,1.21853333333,3.14766666667,1.53393333333,1.00573333333,2.51306666666
326.94,1.00393333333,2.1584,1.196,1.7212,1.15173333333,3.0574,1.46373333333,0.942200000001,2.47526666667
327.31,1.10193333333,2.22946666667,1.3064,1.87646666667,1.20106666667,3.169,1.5704,1.0296,2.5978
327.67,1.28006666667,2.37906666667,1.48533333333,2.147,1.40126666667,3.39633333333,1.76573333333,1.25713333333,2.76413333333
328.04,1.3278,2.38266666667,1.54546666667,2.24953333333,1.45066666667,3.43886666667,1.83733333333,1.34306666667,2.78093333333
328.41,1.1132,2.19666666667,1.363,2.09266666667,1.21993333333,3.3072,1.6438,1.14973333333,2.59073333333
328.78,0.997066666667,2.05053333333,1.2782,2.02953333333,1.131,3.18553333333,1.50693333333,1.01266666667,2.5104
329.14,1.04733333333,2.04926666666,1.33006666667,1.99186666667,1.1954,3.1418,1.55026666666,1.0354,2.55346666667
329.51,1.03053333333,2.05973333333,1.29046666667,1.92566666667,1.1402,3.051,1.4856,1.0128,2.61093333333
329.88,0.893399999999,1.9238,1.14573333333,1.76193333333,0.978400000001,2.88873333333,1.3326,0.826133333333,2.47553333333
330.24,0.897933333335,1.8512,1.11266666667,1.67386666667,0.895333333333,2.87406666667,1.2624,0.775933333334,2.36953333333
330.61,0.723466666667,1.68413333333,0.955133333331,1.47173333333,0.628799999999,2.72666666667,1.0328,0.563666666667,2.17553333333
330.98,0.879666666667,1.73586666667,1.11766666667,1.5514,0.695133333333,2.88253333333,1.08333333333,0.743400000001,2.27406666667
331.34,0.865200000001,1.73426666667,1.1716,1.50546666667,0.677066666667,2.9102,1.08726666667,0.820200000001,2.20173333333
331.71,0.882133333334,1.74366666667,1.19873333333,1.44613333333,0.627733333333,2.85573333333,1.05253333333,0.767,2.16853333333
332.08,0.905266666665,1.7854,1.19426666667,1.40946666667,0.660666666666,2.83926666667,1.0138,0.798333333333,2.15986666666
332.44,1.0274,1.96226666667,1.3676,1.56946666667,0.896733333333,2.91866666667,1.16193333333,0.933733333334,2.2592
332.81,1.02853333333,2.01806666667,1.39,1.60453333333,0.875200000001,2.95173333333,1.17286666667,0.989599999999,2.22873333333
333.18,1.1754,2.26013333333,1.55486666667,1.82333333333,1.04886666667,3.1978,1.34773333333,1.1766,2.421
333.54,1.21726666667,2.34426666667,1.64726666667,1.962,1.20213333333,3.26433333333,1.46026666667,1.24233333333,2.48086666667
333.91,1.3688,2.57246666667,1.8512,2.21073333333,1.41186666667,3.5132,1.67653333333,1.44366666667,2.62666666667
334.28,1.28713333333,2.4736,1.82946666667,2.17573333333,1.396,3.43386666667,1.6032,1.35606666667,2.58986666666
334.64,1.6572,2.7944,2.18073333333,2.52133333333,1.846,3.7178,1.93013333333,1.69873333333,2.8894
335.01,1.57826666667,2.79446666667,2.12946666667,2.50253333333,1.85053333333,3.6562,1.9232,1.58313333333,2.86266666667
335.38,1.64086666667,2.90973333333,2.15506666667,2.56526666667,1.9634,3.71993333333,1.9968,1.60733333333,2.96746666667
335.74,1.67266666667,2.92626666667,2.1406,2.6142,2.01193333333,3.71406666667,2.04266666667,1.61693333333,2.99113333333
336.11,1.7784,3.00893333333,2.21713333333,2.72633333333,2.13706666667,3.8164,2.17766666667,1.703,3.14373333333
336.47,1.7982,2.9572,2.17493333333,2.72373333333,2.08593333333,3.8274,2.17266666667,1.7058,3.17053333333
336.84,1.9026,3.05713333333,2.27393333333,2.80206666667,2.2562,3.94573333333,2.29686666667,1.75753333333,3.26586666667
337.21,1.89273333333,2.9954,2.31213333333,2.82086666667,2.21833333333,3.9462,2.31966666667,1.774,3.23786666667
337.57,1.86873333333,2.952,2.29506666666,2.75846666667,2.15806666667,3.89946666667,2.3268,1.774,3.1936
337.94,1.66686666666,2.70573333333,2.0206,2.53526666667,1.925,3.67,2.1358,1.54933333333,3.0162
338.31,1.63313333333,2.6844,1.90466666667,2.4822,1.84726666667,3.634,2.10366666667,1.50326666667,2.9754
338.67,1.51086666667,2.5834,1.8084,2.40806666667,1.71646666667,3.5898,2.05526666667,1.4448,2.94153333333
339.04,1.5532,2.64853333333,1.83833333333,2.47253333333,1.73793333334,3.64326666666,2.08886666667,1.56186666667,2.99526666666
339.40,1.4498,2.52353333333,1.7498,2.39233333333,1.62066666667,3.4972,1.9518,1.53053333333,2.8878
339.77,1.28906666667,2.3834,1.63673333333,2.25613333333,1.488,3.37386666667,1.79506666667,1.44746666667,2.7502
340.14,1.16173333333,2.26193333333,1.5346,2.1206,1.31246666667,3.23653333333,1.64386666667,1.27646666667,2.5764
340.50,1.04226666667,2.14886666667,1.4576,1.98866666667,1.1836,3.08553333333,1.4986,1.1762,2.446
340.87,0.947666666666,2.05493333333,1.28166666667,1.8816,1.03466666667,2.9194,1.38253333333,1.08313333333,2.31226666667
341.23,0.911733333333,2.0048,1.18666666667,1.8066,0.996666666668,2.8096,1.3082,0.994666666668,2.2168
341.60,0.926466666666,2.04446666667,1.18746666667,1.8172,1.00226666667,2.84713333333,1.28386666667,1.0114,2.23173333333
341.96,0.996866666667,2.18293333333,1.317,1.9278,1.10726666667,2.88933333333,1.3908,1.13053333333,2.3198
342.33,1.08833333333,2.26246666667,1.3956,2.07193333333,1.18513333333,2.9388,1.47346666667,1.22193333333,2.42113333333
342.70,1.13313333333,2.26433333333,1.387,2.09173333333,1.1998,2.90746666667,1.47913333333,1.21166666667,2.4202
343.06,1.31253333333,2.364,1.51633333333,2.19546666667,1.34706666667,3.0068,1.624,1.3392,2.5226
343.43,1.31646666667,2.3554,1.521,2.1584,1.3212,3.01093333333,1.65086666667,1.27386666667,2.50306666667
343.79,1.37026666667,2.4296,1.58506666667,2.19786666667,1.36006666667,3.08346666667,1.7244,1.27033333333,2.53246666667
344.16,1.4524,2.54726666667,1.66773333333,2.32066666667,1.467,3.1726,1.84646666667,1.41093333333,2.63393333333
344.52,1.61213333333,2.74346666667,1.7722,2.4718,1.66213333333,3.3242,2.0512,1.56313333333,2.80353333333
344.89,1.69406666667,2.86126666667,1.93453333333,2.55013333333,1.76306666667,3.41493333333,2.12473333333,1.62686666667,2.953
345.25,1.6086,2.8352,1.87886666667,2.5002,1.702,3.381,2.07266666667,1.54826666667,2.90886666667
345.62,1.5714,2.81493333333,1.86206666667,2.50826666667,1.69993333333,3.36886666667,2.066,1.5208,2.90266666667
345.99,1.65553333333,2.85106666667,1.91386666667,2.54346666667,1.73146666667,3.4092,2.09733333333,1.5966,2.92146666667
346.35,1.73553333333,2.97406666667,2.06133333333,2.6218,1.84586666667,3.54693333333,2.25626666666,1.67386666667,3.02873333334
346.72,1.73133333333,3.02046666667,2.08493333333,2.62973333333,1.88713333333,3.57786666667,2.31353333333,1.72693333333,3.0658
347.08,1.51073333333,2.88946666667,1.92373333333,2.48546666667,1.72173333333,3.43806666667,2.1864,1.51166666667,2.92166666667
347.45,1.4256,2.85833333333,1.86886666667,2.44986666667,1.69146666667,3.38766666667,2.1562,1.45513333333,2.8466
347.81,1.48786666667,2.9006,1.92033333333,2.48973333333,1.75086666667,3.4342,2.20286666667,1.49966666667,2.89686666667
348.18,1.51813333333,2.93313333333,1.96086666667,2.4628,1.80866666667,3.4466,2.2288,1.48686666667,2.92766666667
348.54,1.55026666667,2.90506666667,2.00446666667,2.5038,1.82713333333,3.47373333333,2.2556,1.46013333333,2.91673333333
348.91,1.62446666667,2.95766666667,2.0566,2.6286,1.90973333333,3.59606666667,2.36866666667,1.54653333333,2.97813333333
349.27,1.71293333333,3.0338,2.13333333333,2.73693333333,2.01246666667,3.69733333333,2.47346666667,1.6474,3.0958
349.64,1.7094,2.96326666666,2.11573333333,2.69353333333,1.99426666667,3.65253333333,2.4576,1.59053333333,3.03366666667
350.00,1.65793333333,2.8832,2.04886666667,2.631,1.921,3.61713333333,2.4,1.4918,3.0184
350.37,1.54286666667,2.75033333333,1.8858,2.51073333333,1.76193333333,3.4752,2.21813333333,1.40046666667,2.87766666667
350.73,1.46246666667,2.70426666667,1.8176,2.46506666667,1.70866666667,3.39613333333,2.1598,1.28833333333,2.7904
351.10,1.48226666667,2.63233333333,1.77066666667,2.46106666667,1.69033333333,3.397,2.1018,1.2664,2.74
351.46,1.46906666667,2.54046666667,1.70573333333,2.42913333333,1.63793333333,3.33246666667,2.0356,1.19926666667,2.71526666667
351.83,1.39273333333,2.46006666667,1.63073333333,2.41486666667,1.5988,3.2624,1.96913333333,1.1408,2.6814
352.19,1.33533333333,2.40153333333,1.60086666667,2.4058,1.54493333333,3.2488,1.89453333333,1.12646666667,2.62226666667
352.55,1.173,2.283,1.45446666667,2.24693333333,1.3722,3.1432,1.71606666667,1.04313333333,2.48813333333
352.92,1.03246666667,2.13013333334,1.31866666667,2.04346666667,1.22446666667,2.93473333333,1.56093333333,0.916733333334,2.29593333333
353.28,0.931866666667,2.03373333333,1.218,1.89486666667,1.07233333333,2.81893333333,1.4402,0.804733333332,2.15493333333
353.65,0.991533333333,2.11466666667,1.246,1.9552,1.10733333333,2.88773333333,1.50286666667,0.901866666667,2.19513333333
354.01,1.03913333333,2.1938,1.325,2.04973333333,1.21753333333,2.966,1.57313333333,0.970466666666,2.24206666667
354.38,1.0862,2.25833333333,1.41446666667,2.08966666667,1.33153333333,3.01706666667,1.67513333333,1.02426666667,2.31233333333
354.74,1.1808,2.29686666667,1.49706666667,2.16406666667,1.4108,3.07846666666,1.73413333333,1.12,2.3916
355.11,1.16773333333,2.2936,1.50346666667,2.18566666667,1.42593333333,3.01466666667,1.7494,1.16613333333,2.42153333333
355.47,1.19973333333,2.332,1.53733333333,2.18313333333,1.46466666667,3.02926666667,1.787,1.22033333333,2.46633333333
355.83,1.22766666667,2.39073333333,1.58413333333,2.16373333333,1.46806666667,3.0616,1.84146666667,1.26793333334,2.4814
356.20,1.23746666667,2.37966666667,1.5708,2.15453333333,1.44653333333,3.05833333333,1.89273333333,1.25133333333,2.493
356.56,1.40913333333,2.55066666667,1.7314,2.34446666667,1.60513333333,3.21453333333,2.09966666666,1.41566666667,2.67033333333
356.93,1.43666666667,2.60453333333,1.73233333333,2.42453333333,1.65313333333,3.29513333333,2.1508,1.44933333333,2.72313333333
357.29,1.56893333333,2.68286666667,1.85253333333,2.5472,1.8106,3.4124,2.27413333333,1.57246666666,2.85853333333
357.66,1.6522,2.73846666667,1.93693333333,2.59653333333,1.8666,3.47753333334,2.32353333333,1.6252,2.96393333333
358.02,1.65633333333,2.71233333333,1.931,2.55953333333,1.8424,3.48966666667,2.32806666667,1.62493333333,2.9468
358.38,1.6504,2.6746,1.92253333333,2.54413333333,1.7974,3.48086666667,2.3096,1.6188,2.94133333333
358.75,1.60533333333,2.6106,1.84673333333,2.466,1.71726666666,3.42766666667,2.24846666667,1.54593333333,2.8624
359.11,1.61186666667,2.657,1.87246666667,2.4378,1.71633333333,3.48426666667,2.2604,1.535,2.854
359.48,1.63866666667,2.66613333333,1.88133333333,2.482,1.72653333333,3.53866666666,2.26073333333,1.54886666667,2.8664
359.84,1.61233333333,2.6174,1.83966666667,2.45353333333,1.68853333333,3.48993333333,2.20646666667,1.50206666667,2.82746666667
360.20,1.63453333333,2.63,1.86166666667,2.47713333333,1.69526666666,3.48253333334,2.2126,1.51206666667,2.81406666666
360.57,1.56293333333,2.54153333333,1.8016,2.3786,1.61053333333,3.37966666667,2.0964,1.4246,2.72853333333
360.93,1.5098,2.474,1.7746,2.3048,1.54486666667,3.30973333333,2.03826666667,1.3734,2.68113333333
361.29,1.39593333333,2.3906,1.68806666667,2.21286666667,1.43853333333,3.22606666667,1.92993333333,1.29213333333,2.57013333333
361.66,1.27326666667,2.27913333333,1.57866666667,2.1084,1.31946666667,3.1408,1.8084,1.19613333333,2.44733333333
362.02,1.2098,2.25633333333,1.5322,2.08686666667,1.24406666667,3.0922,1.76986666667,1.16566666667,2.40693333333
362.39,1.23573333333,2.31453333333,1.57266666667,2.13966666667,1.27306666667,3.1282,1.8278,1.2084,2.44426666667
362.75,1.22386666667,2.3112,1.59906666667,2.13873333333,1.28606666667,3.1496,1.8476,1.22806666667,2.46153333333
363.11,1.314,2.38273333333,1.6898,2.24093333333,1.37006666667,3.23046666667,1.92313333333,1.2888,2.5338
363.48,1.32153333333,2.4206,1.72306666667,2.2382,1.38933333333,3.2452,1.9456,1.3098,2.549
363.84,1.34733333333,2.44886666666,1.753,2.24306666667,1.43193333333,3.27873333333,1.9918,1.32493333333,2.57453333333
364.20,1.29706666667,2.3954,1.68486666667,2.18553333333,1.38806666667,3.22186666667,1.91366666667,1.26966666667,2.54
364.57,1.31833333333,2.42053333333,1.69166666666,2.21766666667,1.42546666667,3.2456,1.94226666667,1.2816,2.5752
364.93,1.35226666667,2.46873333333,1.73226666667,2.2694,1.4686,3.27413333333,1.99306666667,1.3012,2.62806666667
365.29,1.45173333333,2.57033333333,1.8132,2.33326666667,1.5616,3.3456,2.09,1.35546666667,2.7304
365.66,1.4922,2.6064,1.84653333333,2.37806666667,1.6192,3.35393333333,2.155,1.3586,2.76833333333
366.02,1.56493333333,2.65173333333,1.8876,2.41533333333,1.68666666667,3.37213333333,2.187,1.38293333334,2.79246666667
366.38,1.60633333333,2.68886666667,1.90426666667,2.44986666667,1.71526666667,3.39553333333,2.193,1.41606666667,2.7996
366.75,1.678,2.77693333333,1.92426666667,2.5152,1.75166666667,3.43033333333,2.22613333333,1.46386666667,2.85786666667
367.11,1.6778,2.7678,1.90926666667,2.4916,1.72653333333,3.41166666667,2.2122,1.46053333333,2.84873333334
367.47,1.69313333334,2.76226666667,1.90346666667,2.52513333333,1.7428,3.427,2.22733333333,1.46833333333,2.8514
367.84,1.72733333333,2.78546666667,1.9416,2.595,1.76346666667,3.4844,2.25073333333,1.5238,2.89566666667
368.20,1.76566666667,2.80893333333,1.97873333333,2.6398,1.8066,3.53126666666,2.2756,1.55066666667,2.93713333333
368.56,1.76093333333,2.7958,1.96466666667,2.63506666667,1.80966666667,3.52966666667,2.28426666666,1.5354,2.9176
368.93,1.746,2.74666666667,1.91046666667,2.6106,1.79173333333,3.51913333333,2.27673333333,1.52813333333,2.8656
369.29,1.64106666667,2.6548,1.8016,2.54613333333,1.71126666667,3.42946666667,2.20233333333,1.4464,2.75406666667
369.65,1.6556,2.69073333333,1.79793333333,2.56686666667,1.722,3.46726666667,2.2056,1.45806666667,2.76133333333
370.01,1.64353333333,2.67446666667,1.77,2.55493333334,1.72106666667,3.46113333333,2.1792,1.42786666667,2.76933333333
370.38,1.563,2.56553333333,1.67373333333,2.45086666667,1.65953333333,3.37953333333,2.075,1.3068,2.64686666667
370.74,1.51606666667,2.54513333333,1.6532,2.4414,1.64906666667,3.3872,2.055,1.2946,2.6084
371.10,1.44306666667,2.49986666667,1.57806666667,2.41886666667,1.61013333333,3.33,2.0168,1.2446,2.59166666667
371.46,1.35466666667,2.43566666667,1.4966,2.31453333334,1.49366666667,3.22226666667,1.9354,1.15466666667,2.51933333333
371.83,1.27593333333,2.35353333333,1.40173333333,2.229,1.39486666667,3.11493333333,1.84013333333,1.06946666667,2.4344
372.19,1.1806,2.26786666667,1.29366666667,2.13613333333,1.26613333333,3.0262,1.7498,0.982266666667,2.33873333333
372.55,1.1256,2.22653333333,1.25613333333,2.0914,1.19953333333,2.98353333333,1.68266666667,0.961266666666,2.29633333333
372.92,1.12973333333,2.2414,1.313,2.0902,1.2086,3.01166666667,1.66293333333,0.9906,2.3242
373.28,1.1658,2.2266,1.32913333333,2.0952,1.192,3.01033333333,1.64586666666,1.03446666667,2.35433333333
373.64,1.13526666667,2.17353333333,1.29966666667,2.062,1.1438,2.95493333333,1.59746666667,1.00153333333,2.33693333334
374.00,1.1478,2.17733333333,1.34933333333,2.09386666667,1.14673333333,2.99466666667,1.6222,1.02826666667,2.36793333333
374.37,1.17046666667,2.19613333333,1.37526666667,2.1252,1.14846666667,3.0072,1.637,1.10033333333,2.401
374.73,1.18766666667,2.18386666667,1.373,2.09806666667,1.11913333333,2.97706666667,1.59753333333,1.0958,2.38973333333
375.09,1.10253333333,2.09973333333,1.3024,1.9854,1.031,2.88826666667,1.48966666667,1.0218,2.26653333333
375.45,1.1838,2.18086666667,1.38986666667,2.08613333333,1.1322,2.97926666667,1.5442,1.1062,2.32513333333
375.81,1.2062,2.23653333333,1.42773333334,2.11553333333,1.17533333333,3.01226666667,1.55346666667,1.14633333334,2.36053333333
376.18,1.2616,2.3208,1.5234,2.1854,1.27686666667,3.0852,1.62713333333,1.22806666667,2.4306
376.54,1.27826666667,2.34346666667,1.5508,2.19346666667,1.31426666667,3.11893333333,1.64106666667,1.2352,2.43726666667
376.90,1.30873333333,2.37553333333,1.55873333333,2.21633333333,1.3302,3.12526666667,1.6592,1.23546666667,2.43586666666
377.26,1.28406666667,2.38053333333,1.57566666667,2.20446666667,1.32666666667,3.12406666667,1.6434,1.19786666667,2.39833333333
377.63,1.3002,2.3964,1.5978,2.2214,1.3528,3.13426666667,1.66533333333,1.23033333333,2.40466666667
377.99,1.2998,2.37593333333,1.57373333333,2.20213333333,1.34266666667,3.09786666667,1.66726666667,1.24406666667,2.3966
378.35,1.26486666667,2.3504,1.5474,2.14833333333,1.2912,3.06526666667,1.6334,1.17733333333,2.37513333334
378.71,1.2508,2.3224,1.52486666667,2.1262,1.2702,3.03666666667,1.6204,1.12266666667,2.3266
379.07,1.3008,2.36226666667,1.56046666667,2.16093333333,1.28946666667,3.0696,1.68173333333,1.1448,2.38
379.44,1.33986666667,2.39246666666,1.58433333333,2.20246666667,1.33226666667,3.098,1.74366666667,1.18033333333,2.43186666667
379.80,1.389,2.42026666667,1.6148,2.24253333333,1.37553333333,3.12866666667,1.80126666667,1.21473333333,2.46673333333
380.16,1.41126666667,2.42253333333,1.61053333333,2.26026666667,1.3866,3.14433333333,1.81973333333,1.2116,2.46986666667
380.52,1.3986,2.3876,1.58106666667,2.26613333333,1.3552,3.1118,1.8172,1.1746,2.4612
380.88,1.42633333333,2.41493333333,1.59046666667,2.30306666667,1.35086666667,3.16253333333,1.84233333333,1.19693333333,2.49146666667
381.24,1.4582,2.43933333333,1.59753333333,2.37526666667,1.37366666667,3.2026,1.86846666667,1.23766666667,2.525
381.61,1.393,2.38986666667,1.5508,2.3298,1.32206666667,3.15366666667,1.8142,1.17973333333,2.4576
381.97,1.3684,2.402,1.50453333333,2.30853333333,1.29846666667,3.1212,1.76653333333,1.12126666667,2.422
382.33,1.36286666667,2.38926666667,1.47626666667,2.3062,1.2992,3.10326666667,1.75946666667,1.11013333333,2.406
382.69,1.39153333333,2.43373333333,1.527,2.35553333333,1.33893333333,3.14886666667,1.79466666667,1.1758,2.476
383.05,1.4464,2.47126666667,1.59013333333,2.41393333333,1.40413333333,3.1942,1.79686666667,1.24033333333,2.50853333333
383.41,1.41573333333,2.43586666667,1.55773333333,2.37953333334,1.36746666667,3.17046666667,1.72553333333,1.2084,2.46953333333
383.77,1.3758,2.3988,1.5138,2.3452,1.3188,3.1284,1.6646,1.1496,2.43213333333
384.14,1.355,2.37786666667,1.49186666667,2.3142,1.28373333333,3.0986,1.64186666667,1.14553333333,2.43153333333
384.50,1.4378,2.4628,1.55993333333,2.36153333333,1.35533333333,3.154,1.69466666667,1.23113333333,2.51013333333
384.86,1.4082,2.43226666666,1.53253333333,2.3222,1.34846666667,3.10453333333,1.66513333333,1.20693333333,2.4882
385.22,1.40673333333,2.4232,1.51986666667,2.27266666667,1.3252,3.0952,1.66053333333,1.2024,2.4836
385.58,1.5042,2.5286,1.61206666667,2.35053333334,1.41173333334,3.19773333333,1.74313333333,1.29466666667,2.59666666667
385.94,1.48006666667,2.5132,1.60986666667,2.32813333333,1.40326666667,3.19913333333,1.73766666667,1.2962,2.5808
386.30,1.49793333333,2.5736,1.65686666667,2.37366666667,1.441,3.2398,1.75626666667,1.34826666667,2.62026666667
386.66,1.47493333333,2.56406666667,1.63506666667,2.3412,1.43333333333,3.22793333333,1.7224,1.3266,2.607
387.03,1.46106666667,2.57566666667,1.60633333333,2.33786666667,1.43706666667,3.2326,1.73446666667,1.31626666667,2.63306666667
387.39,1.44153333333,2.58093333333,1.59246666667,2.30926666667,1.4298,3.20246666667,1.73926666667,1.30686666667,2.6458
387.75,1.43646666667,2.60086666667,1.5884,2.29773333333,1.44146666666,3.22733333333,1.75526666667,1.32513333333,2.64506666667
388.11,1.44986666667,2.63,1.60666666667,2.3382,1.47813333333,3.2566,1.7566,1.3418,2.65553333333
388.47,1.40686666667,2.60373333333,1.5708,2.32,1.4562,3.268,1.72973333333,1.3244,2.63866666667
388.83,1.3978,2.5962,1.56926666667,2.33546666666,1.45546666667,3.24966666667,1.71386666667,1.325,2.62813333333
389.19,1.38666666667,2.5978,1.5636,2.34246666667,1.4672,3.2332,1.69693333333,1.31813333333,2.62933333333
389.55,1.3498,2.56413333333,1.5208,2.30653333333,1.421,3.18433333333,1.64626666667,1.27346666667,2.5762
389.91,1.35433333333,2.5618,1.52713333333,2.31793333333,1.4134,3.1852,1.63453333333,1.278,2.569
390.27,1.34273333333,2.51486666667,1.48993333334,2.29373333333,1.38566666667,3.1604,1.6158,1.23666666666,2.54533333333
390.63,1.31013333333,2.48946666667,1.43766666667,2.27346666667,1.34233333333,3.1296,1.60046666667,1.19886666667,2.51213333333
391.00,1.35346666667,2.53626666667,1.497,2.32186666667,1.37726666667,3.1658,1.6492,1.25073333333,2.53766666667
391.36,1.3306,2.50133333333,1.4816,2.31393333333,1.33886666667,3.155,1.6152,1.22053333334,2.4898
391.72,1.30793333333,2.46533333333,1.47393333333,2.30593333333,1.30273333333,3.12713333334,1.57106666667,1.19146666667,2.4676
392.08,1.22693333333,2.37493333334,1.38893333333,2.19413333333,1.20213333333,3.02733333333,1.47893333333,1.08226666667,2.37253333333
392.44,1.16686666667,2.32513333333,1.3436,2.13626666667,1.13886666667,2.94406666667,1.4142,1.01466666667,2.29386666667
392.80,1.16193333333,2.33146666667,1.3248,2.1072,1.12653333333,2.9346,1.39706666667,0.986533333333,2.29373333333
393.16,1.16506666667,2.33586666667,1.328,2.1124,1.1266,2.93486666667,1.39886666667,0.977666666667,2.29853333333
393.52,1.14206666667,2.31166666667,1.29806666667,2.08673333333,1.1022,2.9062,1.37566666667,0.963266666667,2.2824
393.88,1.13446666667,2.305,1.29113333333,2.0808,1.10346666667,2.90906666667,1.35593333333,0.957933333333,2.28573333333
394.24,1.08626666667,2.248,1.23593333334,2.02373333333,1.05126666667,2.85926666667,1.30246666667,0.919666666668,2.2318
394.60,1.06413333333,2.19926666667,1.21906666667,1.99906666667,1.02886666667,2.8272,1.26833333333,0.913866666667,2.19533333333
394.96,0.947733333333,2.06973333333,1.09146666667,1.8894,0.918933333334,2.7172,1.15026666667,0.810866666667,2.08273333333
395.32,0.970133333334,2.07493333333,1.11173333333,1.89773333333,0.9366,2.72786666667,1.16266666667,0.849599999999,2.09726666667
395.68,0.989799999999,2.08313333333,1.10793333333,1.9084,0.955600000001,2.73826666667,1.175,0.876666666667,2.11353333333
396.04,1.06226666667,2.13793333333,1.18,1.98333333333,1.0168,2.79413333333,1.252,0.951466666667,2.17073333333
396.40,1.11746666666,2.18786666667,1.2206,2.0276,1.06086666667,2.8308,1.325,1.00486666667,2.22233333333
396.76,1.11773333333,2.1786,1.22226666667,2.01853333333,1.0478,2.8324,1.31793333333,1.02673333333,2.21586666667
397.12,1.11573333333,2.1766,1.22153333333,2.01733333333,1.03933333333,2.83033333333,1.3192,1.0332,2.21593333333
397.48,1.12793333333,2.18006666667,1.23013333333,2.01893333333,1.04486666667,2.8408,1.3362,1.03066666667,2.22146666667
397.84,1.1814,2.21706666667,1.2492,2.0402,1.0778,2.86793333333,1.38326666667,1.06873333333,2.2704
398.20,1.29913333333,2.34913333333,1.37706666667,2.15053333333,1.20026666667,2.99053333333,1.50086666667,1.183,2.39886666667
398.56,1.37886666667,2.41866666667,1.44293333333,2.21753333333,1.2728,3.06093333333,1.5742,1.22733333333,2.484
398.92,1.47113333333,2.53066666667,1.5346,2.2966,1.35573333333,3.15053333333,1.66686666667,1.30113333333,2.5826
399.28,1.461,2.54326666667,1.5176,2.2858,1.35006666667,3.1534,1.66926666667,1.27673333333,2.58013333333
399.64,1.44706666666,2.53553333333,1.51966666667,2.2712,1.35066666667,3.1426,1.67453333333,1.26486666667,2.5596
400.00,1.44713333333,2.5372,1.51546666667,2.28933333333,1.35626666667,3.15813333333,1.67186666667,1.27166666666,2.57293333333
400.36,1.44453333334,2.50113333333,1.50466666667,2.2758,1.368,3.16406666667,1.64746666667,1.25766666667,2.5566
400.72,1.4508,2.50966666667,1.524,2.314,1.39466666667,3.196,1.67953333333,1.26986666667,2.56546666667
401.08,1.4142,2.4726,1.47766666667,2.27533333333,1.36086666666,3.16353333333,1.64173333333,1.22853333333,2.5138
401.44,1.42533333333,2.49393333333,1.5154,2.31053333333,1.39793333333,3.19233333333,1.66293333333,1.24393333333,2.53026666667
401.80,1.40193333333,2.4822,1.5206,2.30353333333,1.3884,3.17393333333,1.647,1.22653333333,2.50926666667
402.16,1.3436,2.41586666667,1.44133333333,2.24,1.325,3.10913333333,1.58073333333,1.1536,2.43866666667
402.52,1.29653333333,2.40406666667,1.42246666667,2.2128,1.29553333333,3.0812,1.5378,1.13446666667,2.404
402.88,1.21726666667,2.31166666667,1.33886666667,2.13686666667,1.20766666667,3.00466666667,1.44966666667,1.0642,2.3384
403.24,1.1952,2.27873333333,1.3138,2.10993333333,1.183,2.96973333333,1.41973333333,1.041,2.318
403.60,1.19386666667,2.27726666667,1.31486666667,2.11446666667,1.17373333333,2.96986666667,1.41273333333,1.04086666667,2.33493333333
403.95,1.20346666667,2.28286666667,1.3332,2.12233333333,1.19253333333,2.9838,1.42013333334,1.054,2.35546666667
404.31,1.1962,2.28106666667,1.3232,2.11546666667,1.16186666667,2.968,1.40406666667,1.04106666667,2.34966666667
404.67,1.19053333333,2.26206666667,1.3084,2.09566666667,1.14113333333,2.92346666667,1.3694,1.02806666667,2.33006666667
405.03,1.21406666667,2.27533333333,1.3358,2.10733333333,1.15626666667,2.93153333333,1.37313333333,1.05126666667,2.35026666667
405.39,1.21033333333,2.2674,1.3066,2.09553333333,1.134,2.92266666667,1.34813333333,1.0484,2.34093333333
405.75,1.1776,2.24386666667,1.27106666667,2.07566666667,1.1056,2.89206666667,1.31253333333,1.02166666667,2.318
406.11,1.16646666667,2.24926666667,1.27466666667,2.09846666667,1.11,2.89186666667,1.3204,1.03473333333,2.3358
406.47,1.17706666667,2.26006666667,1.2898,2.115,1.1232,2.90873333333,1.3276,1.05086666667,2.36126666667
406.83,1.21846666667,2.28893333333,1.33953333333,2.1424,1.16393333333,2.94786666667,1.35333333333,1.09513333333,2.37746666666
407.19,1.25326666667,2.32706666667,1.37713333334,2.18086666667,1.18146666667,2.97593333333,1.37946666667,1.13586666667,2.40226666667
407.55,1.2644,2.3462,1.379,2.19086666667,1.19186666667,2.97566666667,1.3852,1.1588,2.4026
