wavelength,Back_XenParf,Belly_XenParf,Breast_XenParf,Crissum_XenParf,Crown_XenParf,DorTail_XenParf,Patch10_XenParf,Rump_XenParf,Throat_XenParf,WingTip_XenParf
178.40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178.78,-120.0,-90.0,-53.3333333334,-10.0,-23.3333333332,80.0000000001,93.3333333333,80.0000000001,76.6666666667,140.0
179.16,55.5556,31.1112666667,38.3333333333,14.4443333333,40.5554,8.88886666665,22.7778666667,29.4444,40.5555333333,8.88893333335
179.54,98.8888666666,67.2222,84.4443999999,54.4445333333,66.6666666667,35.5555333333,11.1110666667,52.2221333333,56.6666666667,74.4443333334
179.93,76.6255333333,61.8517,67.3251333333,56.1317333333,59.8354666667,40.9876,44.3622,52.3458,48.395,44.4444666667
180.31,71.7949333334,54.9450666667,59.194,47.9121333333,52.8206,36.7034,38.3881333333,45.7875333333,41.978,38.3882
180.69,68.3483333333,56.4866,56.997,49.3693333333,54.7148,41.4414,41.5617333333,48.1079333333,45.7658,45.8259333333
181.07,70.4067333333,60.0814,58.7533333333,54.4174,55.0677333333,46.7749333333,45.0406666667,52.0326,46.2874666667,52.3036
181.45,68.1302,59.9187,56.4227333333,54.0921333333,52.5203333333,47.5879333333,45.3116,51.5447333333,43.0896,52.3034666667
181.83,51.9672666666,48.5519666667,40.3277333333,38.1967333333,38.9071333333,33.552,30.2731333333,36.4481333333,27.9235333333,38.9071333333
182.21,52.3810666667,50.7937666667,38.8889333333,37.7778,40.2116666667,34.074,30.2644,37.3544,29.8412,38.7830666667
182.59,51.3912,53.4120333333,39.4225333333,40.0,45.3018,35.5905333333,30.0262,38.4778,33.8058666667,41.7322666667
182.97,45.7070666667,50.3029,35.1514666667,34.8484666667,42.6768,31.414,25.8080666667,31.4142,29.8484666667,37.9798
183.35,40.9313333333,47.0343666667,32.7450666667,31.3726666667,39.804,26.7647333333,22.3038666667,26.0785333333,28.9214666667,34.4117333333
183.73,42.7652666667,51.6542,35.7036666667,37.2839333333,44.4939333333,29.4322,25.3332666667,29.5308666667,31.7037333333,38.2221333333
184.11,37.0370666667,44.4181,31.1112,33.7566666667,39.6825333333,22.6454666667,20.3175333333,22.8042,24.0212666666,31.5343333333
184.49,24.1269333333,39.8412666667,21.4603333333,24.3175333333,31.9999333333,11.8095333333,8.25386666666,9.26986666666,12.127,21.3968
184.87,20.5229333333,37.1241666667,16.2746,17.7777333333,29.8693333333,3.26793333334,3.46413333333,1.43786666667,8.95419999998,15.6863333333
185.25,20.9426666667,33.0638,9.42766666667,13.9395333333,27.6094,2.22233333333,-1.48139999999,-4.78099999999,6.66673333333,12.66
185.63,18.254,30.9523,0.0794,7.06353333333,22.3809333333,-2.77773333335,-9.84113333333,-12.8572,-2.14280000001,7.3016
186.01,4.31926666667,13.6620666667,-21.0327333333,-13.5212666667,1.22066666667,-21.5962,-29.108,-36.0562666667,-27.5118,-10.986
186.39,2.5396,3.28036666668,-32.6984,-25.2910666667,-11.6402,-29.7355333333,-36.4022,-47.6191333333,-39.6824666667,-19.1535333333
186.77,24.329,21.6450666667,-9.78360000002,-6.14719999999,6.92639999999,-1.81826666666,-3.80960000001,-15.9307333333,-14.4588666667,6.49353333336
187.15,26.1729333333,23.4979,-4.2798,-4.60913333334,7.73666666666,2.63373333334,-0.246733333346,-11.8518666667,-11.0288666667,9.46506666668
187.53,29.1764,24.0785,-3.52953333334,-3.29413333333,8.07833333332,5.72546666667,1.56866666666,-6.50980000001,-8.15693333334,13.3334666667
187.91,36.2376666667,31.6501666667,7.19473333334,6.20459999999,18.6139333333,17.0296,13.3992666667,6.79853333334,5.94053333332,21.5840666667
188.29,39.528,35.1918,12.4484,13.5693333333,22.3010666667,23.8938,20.0590666666,15.3392,13.1564666667,26.9615333333
188.67,46.8670666667,43.4084,26.2656666667,27.8697333333,32.4810666666,34.8872,32.8319333333,29.5238,26.8671333333,39.4988
189.05,44.4907333333,42.7547333333,27.2685333334,30.0463333333,35.0000666667,35.5557333333,32.963,30.7408,26.9908666667,41.5278
189.43,47.1046666667,45.9124333333,26.7152666667,30.5596666667,37.3234666667,37.0803333333,34.6472,35.1825333333,29.2457333333,45.0121333333
189.81,50.328,50.7376666667,28.6885333333,35.9017333333,42.1858,39.1257333333,36.8853333333,40.4371333333,32.7322,50.765
190.19,50.2666666667,50.5333333334,26.3333333333,37.8,45.0,36.3333333334,33.1333333333,39.2,31.3333333333,50.8
190.57,50.7116666666,52.3970333333,23.0711333333,33.9326,47.6405333333,36.5542666667,33.9324,41.0486666667,31.9102,51.1610666667
190.95,47.0588666667,52.6275333333,17.8823333333,26.1177333333,45.2549333333,35.3726666667,28.706,37.8039333333,29.0197333333,49.7254666667
191.33,44.5661333333,48.4931666667,5.7534,21.5524666667,41.1872,27.1232666666,22.5572666667,29.4064666667,21.0959999999,47.3058666667
191.71,45.6084666667,47.6190666667,0.10593333332,17.3544,38.2011333333,30.5819999999,23.8094666667,29.4180666667,14.709,46.6665333333
192.09,47.9431333333,54.5389,-15.3191333333,9.07786666669,37.4468,28.2271333334,22.6949333333,33.9006,7.0922,45.2480666667
192.47,42.2806666665,53.5966,-34.5613333333,2.6316,31.7544,33.5088,15.614,25.9648666666,-3.50873333338,38.7720666667
192.85,37.4242,51.2878,-24.9999333333,13.1818,32.8788,38.7879333334,24.6969333333,25.1514666667,0.6060666666,34.5456666667
193.23,18.7878666667,45.0756333333,-37.4242666667,-0.15153333332,23.7879333333,35.3030666667,16.2120666667,14.697,-8.93940000006,24.6969333333
193.61,3.41086666667,40.4651333333,-44.9613333333,-6.66660000003,12.4032,37.3644666667,8.83726666664,13.6434666667,-14.8836666666,22.1704
193.99,1.36373333333,37.0456333333,-45.3030666668,-10.9092,5.606,27.2727333333,0.75766666666,2.42420000001,-14.2424666667,22.4243333333
194.37,0.869533333334,41.5218,-31.3042666666,-1.73906666668,5.94206666666,33.0434666667,3.91286666667,-1.1594,-2.75353333325,21.3043333333
194.75,-6.66666666673,36.25,-31.1666666667,-7.16666666666,3.33333333335,32.8333333333,0.999999999987,2.50000000001,-4.00000000006,24.3333333333
195.13,-26.9918666667,27.8048333333,-36.7480666667,-12.8454666667,4.39026666667,16.2602666667,-15.9349333333,-12.8455333333,-13.0080666668,12.8454666666
195.51,-59.6296666667,1.29616666667,-67.2222666666,-38.3334000001,-17.2222666667,-9.07399999993,-42.2222,-48.1481999999,-49.2592000001,-10.3704
195.89,-93.9583333333,-28.8541666666,-107.916666667,-80.8333333333,-63.9583333333,-57.5,-82.9166666667,-84.7916666667,-87.2916666667,-45.625
196.27,-152.0,-71.3333333333,-161.333333333,-137.333333333,-120.8,-111.466666667,-143.466666667,-141.066666667,-137.866666667,-84.8
196.65,-142.222066667,-89.0123333334,-162.716333333,-147.901133333,-134.814866667,-132.098733334,-148.889,-148.395133333,-150.864133333,-100.740733333
197.03,-118.924933333,-85.4839000002,-166.8818,-137.849666667,-130.107533333,-135.0538,-142.580733333,-149.0322,-151.827933333,-106.451666667
197.40,-127.708333334,-88.9583333334,-177.291666667,-129.375,-129.166666667,-134.583333333,-136.875,-131.875,-156.875,-104.791666667
197.78,-315.237933333,-230.0002,-437.142866667,-298.571333333,-315.238066667,-348.095266667,-289.0476,-281.4286,-380.0,-262.380866667
198.16,-128.266666667,-75.7333333333,-199.466666667,-110.666666667,-145.6,-141.6,-107.733333333,-103.2,-160.533333333,-111.2
198.54,-56.5765333333,-24.0541333334,-107.567533333,-47.5675333333,-80.9008666667,-72.973,-45.7657333334,-40.9008666667,-81.8018666667,-46.3062666667
198.92,-45.3333333333,-12.3333333333,-86.6666666668,-35.5,-77.9999999999,-61.8333333333,-40.6666666666,-32.8333333333,-65.8333333333,-41.8333333333
199.30,-21.8519333333,13.6111,-54.9999333334,-10.3702666666,-60.3703333332,-38.7037333334,-11.8518666667,-8.14813333334,-43.5184666667,-18.3334666667
199.68,-6.66666666667,21.5384,-33.1623333333,7.86326666666,-43.2479333333,-29.0597999999,-0.85460000002,2.2222,-24.4444,-8.03433333335
200.06,-5.66666666667,27.9166666667,-21.3333333333,19.8333333333,-26.8333333333,-15.5,-2.00000000006,11.8333333333,-14.0,2.00000000002
200.44,-22.7777333333,29.7222333333,-28.8889333333,28.0555333333,-56.3888666668,-42.2222666666,7.77773333334,31.3888666667,-24.4444000001,-5.8332
200.82,4.58333333333,39.1666666667,4.58333333334,50.4166666667,-33.3333333333,-13.5416666666,31.0416666667,35.625,-4.58333333334,13.75
201.19,32.1740666667,51.3043,30.145,55.5072,-1.73913333334,10.7246,41.8840666667,51.3043333333,16.0869333333,34.4928
201.57,11.7008,28.0273,11.5646,36.4627333333,-11.0204,-7.21080000002,24.2176666667,31.5646,-3.12919999999,20.8162
201.95,-25.8333333333,-0.72916666668,-25.6250000001,21.6666666667,-50.4166666666,-44.3750000001,4.79166666662,21.4583333333,-32.2916666668,-8.33333333333
202.33,-9.41179999998,16.6666333334,-13.9215999999,46.4706666666,-11.9608666667,-19.0197333334,38.6276000001,46.6666,-7.05880000013,17.2548
202.71,2.72733333332,36.2880666667,3.03026666666,56.3636000001,14.8484,2.12119999995,51.2121333333,51.9696666667,17.1212666667,33.9392666667
203.09,7.86319999998,53.3334666667,11.1110666667,67.0086666665,24.4444666667,16.0683333335,67.8632,69.9146000001,29.5728,54.3590666667
203.47,16.6665999999,61.5942,21.1594,70.2897333333,19.5653333333,26.0870666667,71.8841333333,72.4639333334,33.9129999999,58.4059333333
203.85,24.6666666667,56.6190666667,29.9046666667,58.7618,30.1906666667,32.5714666667,50.3808666667,54.5714,34.8572,54.9523333333
204.22,25.1852666667,62.8044,35.9787333333,62.1163333333,38.9418666667,37.5662,45.3968666667,55.6613333333,34.9205333333,57.778
204.60,10.3333333333,56.4444333333,22.1112,55.1111333333,32.0,27.6667333333,33.3333333333,43.5556666667,26.1110666667,48.0000666667
204.98,-0.7576,65.0759333333,15.7576,63.1816666667,35.1516666666,27.4242,29.3938666667,40.4544666667,23.182,45.0
205.36,34.2104666667,104.2104,47.8948666667,98.2455333333,72.2806666666,52.4560666666,55.7894666667,61.5789333333,48.772,84.5614
205.74,23.8095333333,123.333333333,55.2381333333,110.714266667,59.9998666667,50.4762000001,34.9999999999,59.2857333333,45.9524666668,94.0475999999
206.12,10.6060000001,115.151566667,43.6365333333,112.1212,44.2425333334,42.1211333333,1.51519999993,54.8484666667,23.0303333333,80.0001333335
206.50,36.6668,90.7143333333,51.7461333334,88.8888666668,46.8254666667,49.6824666667,27.9366,60.0000666667,33.0159333333,64.4444
206.87,48.8889333333,103.846233333,68.8890000001,103.076866667,69.2307999999,54.7008,38.8034666667,70.5984,51.9658000001,70.7693333334
207.25,40.4300666667,111.827966667,66.4515999999,110.322733333,70.7527333332,49.6775333333,44.0861333333,71.3977333335,45.8064000001,68.6021333335
207.63,27.5268000001,94.0859333333,44.3011333333,91.8278000001,46.6666000001,24.0859333334,36.9892666666,64.0861333333,47.0968,46.4515999999
208.01,19.4445333334,92.5001333333,33.6110000001,94.7222,31.6667333333,7.7776666666,26.6666,67.5000000001,35.5555999999,38.8888666667
208.39,42.2222,93.4568666667,46.1728000001,93.3333333333,37.0370666667,18.2717333334,32.5924666666,83.9507333333,50.6172,60.4937333332
208.77,32.9629333334,67.8704333333,34.8148666667,73.7037333333,22.4074,26.1111333334,24.6296666667,73.8888666667,40.0,43.5184666666
209.14,13.3333333334,37.7477666667,16.2162,42.7026,-4.68466666667,1.4413333334,4.68466666674,48.1081333333,5.58566666668,14.5947333333
209.52,20.8130666666,41.5446333333,27.8048666666,42.4390666667,-0.48786666668,6.1789333334,19.6747333333,49.5934,14.1463333333,24.2276
209.90,4.0,44.9333333333,14.6666666666,40.0000000001,-21.3333333333,-12.0000000001,10.4000000001,40.8000000001,7.46666666666,15.4666666666
210.28,-26.1113333334,16.6667333334,-15.8332666667,19.4444666666,-50.8332666667,-27.5000000001,-11.1111333333,18.6110666666,-25.5554666668,-10.0000666667
210.66,-62.9629333333,-9.2592,-41.1110666667,15.5556666667,-101.481533333,-45.9258666664,-34.0741333333,5.55546666667,-39.9999333333,-36.6665999999
211.03,-80.4762,-6.42846666672,-31.4285333333,30.9523999999,-111.428533333,-24.2857333334,-36.1904,-8.09513333332,-56.1905333332,-50.0002000001
211.41,-32.8,24.6666666667,8.80000000006,39.4666666667,-28.5333333334,25.8666666666,2.93333333334,4.8,-15.2000000001,-15.4666666666
211.79,-20.4598,48.3906666667,35.6322000001,46.2068666666,-1.37919999994,41.6091333333,33.5633333333,19.5402666667,8.0459333334,-12.4138666667
212.17,-9.26833333333,50.4878333333,45.2032666667,41.4634,16.4227333333,37.3984000001,40.3251333333,18.6992,16.7479333333,-6.66666000017e-05
212.55,17.0068,68.5034,62.4490666667,63.8095333334,45.8502,57.687,68.7075333333,40.8162666667,44.0815333333,33.4694
212.92,29.1026,73.7179666667,72.9486666667,76.0257333333,61.4103333333,68.5897333334,78.0769333334,50.7692666667,53.5897333333,45.7692666666
213.30,15.1388,57.9167,67.7778,64.0277333333,50.0001333333,58.3332666667,68.4724,44.8611333333,35.4166666667,27.7777333333
213.68,21.2612666667,77.2973333333,87.3874666666,84.8647999999,63.2433333333,77.1172,92.7928000002,53.8738666667,50.0900000001,31.1711333333
214.06,21.5236,89.3333,95.8095333334,92.1903999999,69.1428666667,77.3333333333,103.4286,62.0952666667,49.1429333335,40.3808
214.44,24.1442666667,89.5493,95.1351333334,89.7296666667,62.1622000001,75.6756666667,104.144333333,74.5947333333,40.3602666666,49.7298666667
214.81,19.1399333333,91.3978666667,109.462333333,98.2795333333,61.5053999999,80.2149999999,114.6236,79.5699333335,49.6775999999,45.8064
215.19,11.9607333333,70.4902,84.1176000001,90.5882,42.7450666667,68.2354666667,83.5294666667,60.7842666667,30.7842666667,34.7058666667
215.57,6.66679999998,58.6666333333,78.4443999999,91.7778666667,31.5556,62.8888666665,72.8888666668,56.6665999999,18.2223333333,12.2222
215.95,-1.4034666666,94.5614666667,103.5088,131.228,39.6491333332,82.4560666666,86.3157999999,86.3158000001,25.6140666668,-5.61413333332
216.32,-35.8333333335,86.2500000001,59.1666666667,100.416666667,-7.5,43.7500000001,57.9166666666,62.0833333333,-11.2500000001,-67.5
216.70,-26.2963999999,71.1111333333,31.8518666667,89.9998000001,-13.7037333334,23.7037333331,40.7406666667,48.5185333333,-6.66666666667,-45.5554000001
217.08,10.5127333333,73.5898,41.795,84.6154000001,17.1794666667,47.6923333333,44.3589333333,57.9487333334,12.0513333333,8.71813333332
217.46,54.4444666667,89.4445,72.0000666667,108.666733333,58.4444666667,73.9997333333,72.6666666667,86.2221333333,47.3333333333,35.1112000001
217.83,53.7777333334,84.1111666667,76.0000666667,116.4444,67.5556000001,84.0001333334,70.6665999999,82.4443333333,58.6665333333,40.4445333333
218.21,86.8966666667,107.126366667,101.379333333,151.264466667,89.6551333333,105.977066667,94.2527999999,111.2644,78.1609333333,73.3332666667
218.59,136.190466667,172.142966667,150.9524,268.095266667,138.095266667,192.381066667,153.333266667,184.2856,122.380933333,139.523733333
218.97,-98.6666666669,-206.666666667,-94.6666666667,-501.333333334,-74.6666666668,-294.666666667,-238.666666667,-288.0,-60.0000000001,-140.0
219.34,-18.3333333334,-46.2500000001,-5.83333333353,-241.666666667,38.3333333334,-161.666666667,-105.833333333,-117.5,37.5,15.0
219.72,41.5688,28.0393,23.1372,-62.7451333333,54.902,-47.4511333334,-0.78433333354,-16.8627333333,71.3725999999,34.5097333334
220.10,55.0,31.5278666667,30.0000666667,-24.4444666667,56.6666,-26.3889333333,17.2222000001,9.4444,73.0554666667,60.2777333334
220.47,48.9583333333,48.7500000001,41.0416666667,11.25,56.0416666666,-2.50000000007,31.875,22.2916666667,76.875,80.8333333334
220.85,53.5044666667,48.2904999999,47.5214,25.4701333333,63.9315333333,-2.39326666666,43.0769999999,38.8034666667,79.4872000001,78.8033333335
221.23,45.8620666667,47.2988666667,51.3794,36.7815333333,56.7815999999,18.1609333333,44.023,41.7240666667,67.3564,66.8965333333
221.61,53.3333333333,53.1400666667,56.9082,48.3092,62.0290666667,29.8550666667,55.9419999999,48.8888,67.9226000001,71.4009333334
221.98,48.5294666667,47.9902,43.0391333333,45.0980666667,55.0,26.5685333333,45.3921333334,40.0,61.9608666667,67.0588666667
222.36,52.2856666667,54.0475333333,44.6667333333,55.9999333333,60.5714666668,35.5238666667,54.2857333333,48.6667333333,65.5237333333,64.3808666667
222.74,47.5490666667,55.5882,39.4117333334,55.2942,55.4902,34.8039333333,52.9412,46.1763333333,62.2549333333,55.6863333333
