wavelength,Back_XenParf,Belly_XenParf,Breast_XenParf,Crissum_XenParf,Crown_XenParf,DorTail_XenParf,Patch10_XenParf,Rump_XenParf,Throat_XenParf,WingTip_XenParf
223.11,46.0094,58.1218666667,41.1267333333,49.7652666667,54.6478666667,37.4648,47.7933999999,47.0422666667,58.0282,56.3381333333
223.49,33.2444666667,46.711,24.0000666667,33.4222666667,40.1778,25.511,32.8889333333,32.8,42.5778,38.3111333333
223.87,40.7937333333,47.8569333333,23.5715333333,29.9999333333,45.5554666667,31.0318,31.1905333333,35.8730666667,41.0318,36.0316
224.24,45.1064666667,49.8581,25.6737333333,32.6950666667,45.1772,34.9644666667,33.1916,34.8227333333,39.7162666667,35.8158666667
224.62,48.4849333333,50.0,25.2525333334,33.6028,45.5892,38.0472,32.9294,36.0940666667,37.9798,39.2593333333
225.00,47.4637333334,49.5289333333,24.4203333333,33.0436,43.4783333334,34.6376,25.145,34.2029333333,36.0145333333,34.7102
225.38,47.2032,48.5057666667,27.2796,31.4941333333,49.2719333333,36.2451333333,25.6705333333,36.5517333333,36.3984,37.9311333334
225.75,29.6031333333,27.1033,7.61913333333,10.6349333333,27.6983333333,13.4920666667,6.90479999998,18.4127333333,14.2063333333,21.9842666667
226.13,29.3162666667,16.7949,-0.940199999986,2.39306666666,24.9572666667,6.83760000001,-0.598399999994,13.6751333333,5.72633333333,19.1453333333
226.51,15.2657333333,-4.5412,-25.7004666667,-14.2994666667,5.21740000001,-13.1398666667,-20.1932,-3.3816,-17.9709333333,0.386533333333
226.88,16.9607333333,-3.18626666667,-18.8235333333,-9.80386666668,5.09813333334,-8.13713333335,-17.1569333333,0.58826666666,-19.2157333333,4.41180000001
227.26,4.91806666666,-21.2022,-33.9890666667,-22.7322,-10.7104666667,-22.9508,-33.3334,-16.612,-34.6447333333,-11.0382
227.64,-4.30113333334,-29.6237,-39.3548,-30.1074666667,-12.9032,-22.3657333333,-38.1721333333,-22.258,-40.9678,-12.2582
228.01,-33.5756666666,-60.0,-68.2423333333,-59.3939333333,-38.6667333333,-47.8787333333,-68.3636666667,-48.3636,-68.0,-39.1516666667
228.39,-16.3248,-31.8804666667,-39.8290666667,-33.5043333333,-22.3076666667,-21.3674,-37.6922,-27.3504,-38.9743333333,-19.4018
228.76,-10.8842666667,-21.7687333333,-28.6395333333,-24.3536666667,-22.3808,-15.3742666667,-26.8707333333,-21.0204666667,-28.9795333333,-15.9184
229.14,-1.89659999999,-7.72993333333,-16.2068,-12.0689333333,-7.41386666667,-0.804466666676,-13.5058,-8.67826666665,-13.5058,-1.89646666665
229.52,9.57506666667,6.97976666665,1.38699999999,2.10273333334,5.72699999999,12.7964,2.95306666667,5.45859999999,2.10293333333,10.5145333333
229.89,17.6607333333,15.2437666667,12.7486,11.9688,17.232,22.4952,14.7369333333,13.6842,12.4758,20.7407333333
230.27,10.2810666667,10.6023666667,5.58233333333,6.98799999999,12.2892666667,15.9038,8.67473333334,5.98393333334,6.62659999999,14.0965333333
230.65,14.3619333333,16.5905,11.2,13.6,17.3713333333,20.762,14.8191333333,12.0380666667,10.7048,21.0667333333
231.02,14.2634666667,18.1783333333,10.155,13.6046666667,17.9458666667,18.8373333333,14.2636,12.9456666667,12.2867333333,21.2016
231.40,19.2202666667,23.6452333333,13.8792,17.4268666667,23.3138666667,20.7797333333,17.9338,16.7250666667,16.7252,25.1462666667
231.78,22.8849333333,25.1851666667,14.6977333333,20.4677333333,27.1734,24.0157333333,20.0779333333,19.6492,18.3625333333,29.5517333333
232.15,32.0073333333,36.0221,23.1307333333,30.3868666667,38.7110666667,35.2117333333,29.7974666667,29.2817333333,28.9502,38.1952
232.53,33.9162666667,38.1238,25.4644666667,32.0218666667,39.8907333333,35.4462666667,31.2568666666,29.4353333333,30.4188666667,37.9234
232.90,30.5860666667,35.0916333333,22.3077333333,28.7545333333,37.8022666667,32.4908666667,27.0696,25.8608666667,27.4726666667,33.2601333333
233.28,25.3046666667,32.2760333333,19.6773333333,25.1254666667,32.9391333333,26.8457333333,23.0466666667,21.5054,24.2652666667,27.9571333333
233.66,28.1373333333,35.5392666666,24.2810666667,28.072,35.7842666667,29.8040666667,27.2875333333,26.4706666667,28.2027333333,30.6535333333
234.03,26.1005333333,33.0031333333,22.2640666667,25.2200666667,31.7924,28.7108,24.4969333333,24.2766,27.6414,26.761
234.41,26.7840666667,32.3347333333,24.3465333333,26.9897333333,29.7504666667,30.279,25.6386,23.9353333333,27.8708,26.6370666667
234.78,26.3428666667,31.606,24.3185333333,28.232,29.2576666667,30.5802666667,26.0728666667,24.0754666667,28.124,25.8028666667
235.16,24.2160666667,29.1042333333,23.0566666667,24.6902666667,26.93,27.7208,24.0580666667,22.7667333333,27.2199333333,23.4256
235.54,17.6247333333,21.7813666667,17.4088666667,18.3806666666,19.3252,19.7840666667,16.9772,17.0849333333,19.5410666667,17.3278666666
235.91,14.5886,16.1087666667,13.4171333333,14.2259333333,14.8956,16.8201333333,12.7196,14.0307333333,15.8716,13.3054666667
236.29,11.73,12.4894333333,9.64853333333,11.0829333333,10.6611333334,12.7987333333,9.81719999997,11.5611333333,12.9956666667,10.8297333333
236.66,13.4468,13.0354666667,9.92913333334,10.5247333333,10.8935333334,14.5248666667,11.3476666667,13.8723333333,14.5532,11.4894
237.04,15.8404,12.0228666667,11.1111333333,10.7122,11.1111333333,15.9544666667,11.567,13.9885333333,16.4102,13.903
237.41,15.6978666667,10.8261666667,10.8262666667,10.5414666666,12.2508,14.2165333333,11.4530666667,13.4188,15.3276,14.8432666667
237.79,15.1420666667,10.5556333333,10.5426,9.92253333331,13.3592,15.0389333333,11.3179333333,14.3668666667,14.2636,15.1162
238.17,15.3704,8.88893333334,11.4020666667,8.54506666667,12.0372,14.7354,11.9047333333,14.7356,13.2539333333,15.1586666667
238.54,13.8975333333,8.05126666667,11.1025333333,9.02559999998,10.8974,13.9488666667,11.9742666667,14.2564666667,11.8461333333,13.5386
238.92,15.4666,8.55766666667,11.9998666667,10.8848,13.285,16.3393333334,15.2242666667,16.3636666667,13.8181333333,15.1999333333
239.29,13.4494,7.90933333333,10.9406666667,9.91873333333,11.2892,14.9592,14.8897333333,15.0522,11.8930666667,14.9128
239.67,13.0242666667,6.8653,11.0375333333,9.95593333335,10.3532666667,14.3267333333,14.4593333333,13.6424666667,11.1700666667,14.7902666667
240.04,9.70053333333,3.74253333333,7.04586666666,7.14566666667,6.86619999999,10.8184,10.2394666667,9.56093333334,7.02593333333,11.7564666667
240.42,8.37213333333,3.85873333333,6.3394,6.46,6.01206666666,9.40553333333,8.85440000001,8.85426666666,5.18513333333,10.2325333333
240.79,8.32560000001,5.4378,7.58826666667,6.48226666667,6.19046666667,10.9217333333,9.83093333333,9.69279999999,5.361,10.0767333333
241.17,6.96153333333,5.0317,7.20013333333,6.10526666666,5.62806666667,9.64206666667,9.36140000001,8.32286666667,4.72966666667,9.37553333333
241.54,5.91106666667,5.41126666667,6.54466666667,5.76473333333,5.838,9.21393333333,8.20233333333,7.76353333334,4.03413333333,9.60386666667
241.92,5.3092,5.5502,5.56093333333,4.93713333333,5.769,8.70273333335,7.19213333333,6.69953333333,3.7986,9.64413333334
242.29,4.89946666667,5.94983333333,4.85026666667,4.49673333333,4.91893333334,8.04139999999,6.13646666666,5.6654,3.38733333333,8.79726666667
242.67,6.10286666667,7.82546666667,5.92373333333,5.6376,6.45206666667,9.31553333332,7.10513333333,6.7204,4.65333333333,9.91506666665
243.05,7.484,9.59563333333,6.72626666667,6.5816,7.85013333333,11.1196666667,8.52273333333,8.23333333333,5.82393333333,11.3325333333
243.42,8.67000000001,11.0722333333,8.27086666666,7.99666666667,9.46793333333,12.5686666667,9.95013333333,9.86686666669,7.22366666667,12.6184
243.80,7.68899999999,10.3507666667,7.00466666667,7.23266666667,8.98179999999,11.7363333334,9.22686666667,9.04953333334,6.28633333333,11.7616
244.17,7.54253333333,9.4006,5.9948,7.01526666666,8.86906666667,10.7652666667,8.61399999999,8.3164,5.96086666667,11.3858666667
244.55,9.33519999999,10.5628,6.86273333333,8.022,10.5286,11.8926,9.97446666666,9.42040000001,7.238,12.7622
244.92,9.55153333334,9.83496666667,6.379,7.47033333333,10.4822666667,11.912,10.0424,9.05253333333,7.53813333333,12.4280666667
245.30,10.0480666667,9.6395,6.6426,7.65213333333,10.7773333333,12.0993333333,10.4646,9.33480000001,7.57206666667,12.3478666667
245.67,9.72866666665,8.79216666667,6.399,7.32066666666,10.7915333333,12.2556,10.2193333333,9.08953333333,7.05313333333,12.0996
246.05,9.62813333333,8.1244,6.14673333333,6.94313333333,10.6154666667,11.8592666667,9.7466,8.91746666667,6.72593333333,11.5169333333
246.42,8.55013333333,7.22646666667,5.74793333333,6.2762,9.91666666668,10.7551333333,9.02106666667,8.18819999999,6.19006666667,10.6288666667
246.79,7.37693333333,6.05913333333,4.54566666667,4.9008,8.5456,9.48253333333,8.01546666667,7.01146666667,5.215,9.47233333333
247.17,7.20453333333,6.0643,4.68506666667,4.8506,8.1932,9.54939999999,8.31273333333,7.0068,5.3426,9.41620000001
247.54,6.8658,6.12866666667,4.44306666667,4.6294,7.75093333333,9.3944,8.20413333333,6.819,4.95133333333,9.34773333333
247.92,6.2666,5.7737,4.00406666667,4.31513333333,7.06273333333,8.8484,7.6606,6.5334,4.51726666667,8.84026666666
248.29,6.52813333333,6.45893333333,4.54593333333,4.85853333333,7.4698,9.13546666667,8.2216,7.0228,4.86253333333,9.25433333333
248.67,6.16313333333,6.51566666667,4.51973333333,4.58406666667,7.2146,9.08759999999,8.10073333333,6.89219999999,4.64846666667,9.23259999999
249.04,5.6302,6.06373333333,4.1456,3.90433333333,6.4932,8.37140000001,7.61846666667,6.36206666667,4.09893333333,8.69713333333
249.42,5.35346666667,5.985,4.12726666667,3.7244,6.18173333333,8.30473333334,7.68226666667,6.27313333333,3.95346666667,8.62960000001
249.79,5.1532,5.92243333334,3.85213333333,3.41693333333,5.8164,8.09913333333,7.6082,6.16573333333,3.59406666667,8.35233333333
250.17,5.6654,6.53643333333,4.37066666667,3.92266666667,6.61126666667,8.48686666667,8.21586666667,6.733,4.09966666667,8.96819999999
250.54,5.95986666667,6.36813333333,4.43026666666,3.8208,6.85553333333,8.58006666667,8.37293333333,7.07493333333,4.2718,9.1286
250.92,6.4044,6.52266666667,5.04173333333,4.24826666667,7.62626666667,8.89306666667,8.69466666667,7.61993333334,4.9072,9.29620000001
251.29,6.50833333333,6.571,5.31486666667,4.47073333334,7.87993333334,9.39673333333,9.0472,7.72173333333,4.90613333333,9.56819999999
251.66,6.30813333333,6.1455,5.31206666667,4.00393333333,7.69586666667,9.17006666666,8.65886666667,7.64946666666,4.32266666667,9.32946666665
252.04,6.7258,6.09073333333,5.2648,4.4358,8.00266666667,9.18053333334,8.66726666667,8.03559999999,4.38293333333,9.44386666668
252.41,7.3828,7.07343333333,6.21086666667,5.58586666667,9.28386666666,10.2604,9.58340000001,9.25773333334,5.63793333333,10.5532666667
252.79,7.80040000001,7.57896666667,6.46466666667,6.22353333334,9.80766666666,10.3813333333,10.1660666667,9.55999999999,6.1584,11.0198
