wavelength,Back_HemSupf,Belly_HemSupf,Breast_HemSupf,Crissum_HemSupf,Crown_HemSupf,DorTail_HemSupf,Patch10_HemSupf,Patch11_HemSupf,Rump_HemSupf,Throat_HemSupf,WingTip_HemSupf
321.43,8.2815,16.7185833334,15.3109166667,15.5820833333,8.019,9.84483333333,12.8445833334,7.21991666667,9.96608333333,17.2666666667,9.69208333334
321.80,8.37920833334,16.8356666666,15.5636666667,15.7271666667,8.05258333333,9.96925,12.8453333333,7.43375,9.97483333334,17.5088333333,9.57941666667
322.16,8.29525000001,16.8025833333,15.6511666667,15.84625,7.92591666667,9.85233333335,12.7744166667,7.35183333333,9.79283333332,17.5549166667,9.45066666666
322.53,8.07687500001,16.8535833333,15.5125,15.769,7.76458333334,9.68008333333,12.705,7.14008333333,9.49316666667,17.4751666667,9.19766666667
322.90,7.51195833333,16.48975,15.0791666667,15.3114166667,7.16333333333,9.07183333334,12.081,6.4915,8.91683333334,17.1728333333,8.632
323.27,7.336375,16.4003333333,14.9660833333,15.063,7.05258333333,8.80958333333,11.8986666667,6.2425,8.675,17.1106666667,8.40608333333
323.63,6.900375,16.0823333334,14.8093333334,14.7229166667,6.65416666667,8.30975,11.5294166667,5.93616666667,8.24691666666,16.9969166667,8.00066666667
324.00,6.56958333334,15.7925,14.5395833333,14.4556666666,6.2875,7.90133333333,11.1720833333,5.6775,7.96241666666,16.76075,7.72608333333
324.37,6.66133333333,15.77275,14.5856666667,14.55625,6.31641666666,7.7865,11.3623333333,5.71816666667,8.12883333334,16.8881666667,7.72016666667
324.74,6.545125,15.78825,14.75025,14.6008333333,6.2675,7.7035,11.50925,5.70016666666,8.11608333332,17.0504166667,7.61416666667
325.10,6.43320833334,15.7483333333,14.7851666667,14.4785,6.22258333333,7.66091666666,11.4095,5.65316666667,7.98199999999,17.12125,7.57191666667
325.47,6.28491666667,15.639,14.6984166667,14.4213333334,6.12458333333,7.5505,11.2858333333,5.54108333333,7.79766666668,17.145,7.51175
325.84,6.13558333334,15.6289166666,14.62275,14.4003333333,6.05566666667,7.51116666666,11.3521666667,5.39533333333,7.68416666667,17.2439166667,7.45741666667
326.21,6.06941666667,15.6278333333,14.5776666666,14.3280833333,6.00825,7.37916666667,11.3696666667,5.29691666667,7.62433333332,17.2685833334,7.33458333333
326.57,6.15841666667,15.6724166666,14.71125,14.4269166666,6.10233333333,7.48233333334,11.4395833334,5.35933333333,7.63216666668,17.4073333333,7.38966666667
326.94,6.38283333333,15.8405,14.8875833333,14.5926666667,6.28541666667,7.70833333334,11.67725,5.63208333334,7.81958333334,17.5866666667,7.50266666667
327.31,6.53233333333,16.0331666667,14.99575,14.7815833333,6.31925,7.76325,11.931,5.70341666667,7.88766666667,17.7108333333,7.68441666667
327.67,6.86733333333,16.3318333334,15.2724166666,15.1465833333,6.56891666667,8.05583333334,12.2543333334,5.90158333334,8.16375,18.0016666666,7.98958333333
328.04,7.089375,16.5333333333,15.5808333334,15.3649166667,6.73558333333,8.19541666667,12.5079166667,6.00575,8.2955,18.349,8.15291666667
328.41,7.15691666667,16.80625,15.8195,15.6436666667,6.81225,8.38308333333,12.7501666666,6.14958333333,8.35808333334,18.6406666667,8.30383333333
328.78,7.51733333333,17.1078333334,16.1146666666,16.008,7.00933333334,8.60725,13.1019166667,6.44141666666,8.61166666667,18.9231666667,8.50533333333
329.14,7.70679166667,17.2346666666,16.3001666667,16.3665833333,7.0275,8.693,13.4208333333,6.53958333333,8.76858333333,19.1223333333,8.464
329.51,8.263,17.8459166667,16.9409166667,16.91775,7.564,9.14183333334,14.03175,7.0365,9.29841666668,19.6194166667,8.89983333333
329.88,8.33679166667,17.9026666666,16.9744166667,16.9975833333,7.64816666667,9.19441666666,14.111,6.99083333333,9.32616666668,19.5949166667,8.90733333333
330.24,8.48762499999,18.0435833333,17.12875,17.0985,7.73883333333,9.341,14.2355833334,6.95175,9.434,19.72925,9.04166666667
330.61,8.54149999999,18.1885833333,17.2380833334,17.143,7.74358333333,9.34175000001,14.3999166667,6.98025,9.53141666666,19.7335833334,9.0735
330.98,8.39791666667,18.2286666666,17.3035833334,17.1189166667,7.6295,9.104,14.3825833334,6.79233333333,9.37383333333,19.77675,8.95625
331.34,8.34695833333,18.3025833333,17.48575,17.2470833334,7.61991666667,9.15250000001,14.393,6.83291666667,9.375,19.8535,8.83591666667
331.71,8.10975,18.237,17.386,17.1204166667,7.38691666667,8.97558333333,14.24075,6.68366666667,9.18433333333,19.74175,8.51708333333
332.08,8.13566666667,18.3380833333,17.5876666667,17.26425,7.51325,9.04333333334,14.3816666667,6.81008333333,9.24100000001,19.8706666667,8.51316666667
332.44,8.22291666667,18.46025,17.7260833334,17.3146666667,7.714,9.09858333334,14.4153333333,6.91116666667,9.34408333333,19.9443333333,8.54575
332.81,8.28758333334,18.7390833333,18.0315833333,17.5114166666,7.88275,9.23458333333,14.5225,7.05983333333,9.57633333332,20.1999166667,8.723
333.18,8.373875,19.0283333333,18.2805,17.5943333334,8.02133333334,9.261,14.6106666667,7.28816666667,9.59658333333,20.2403333333,8.85891666666
333.54,8.14916666667,19.0310833333,18.1460833333,17.4518333333,7.81266666666,9.06141666667,14.514,7.11841666667,9.35783333333,20.20375,8.62958333333
333.91,8.03595833333,19.0521666667,18.19475,17.38975,7.49258333333,8.83558333334,14.4345833333,7.12275,9.24349999999,20.31525,8.46575
334.28,8.14925,19.1770833333,18.5339166667,17.589,7.58891666667,8.88533333333,14.6215,7.38833333333,9.36325000001,20.57275,8.55866666667
334.64,8.18558333333,19.2276666667,18.67575,17.5818333334,7.45916666667,8.78075,14.6003333333,7.3935,9.38174999999,20.7255833333,8.53241666667
335.01,8.58329166667,19.5645833333,19.1355833333,17.9385,7.86566666667,9.19591666668,14.95375,7.80541666666,9.76624999999,21.1105833334,8.90358333333
335.38,8.78866666667,19.8375,19.44575,18.12975,8.09858333333,9.31341666667,15.132,8.01341666666,9.99908333333,21.4973333333,9.21791666667
335.74,9.06158333333,20.1655833333,19.7435833333,18.4045,8.40358333333,9.51408333334,15.4175,8.32733333333,10.2568333333,21.8096666667,9.63908333333
336.11,9.02183333333,20.2788333333,19.7428333333,18.41,8.38733333333,9.49233333332,15.4498333333,8.27558333333,10.2233333333,21.8855833333,9.64466666666
336.47,9.06204166668,20.3940833333,19.89575,18.4635833333,8.35633333333,9.52300000001,15.54,8.29916666666,10.199,22.0534166667,9.69674999999
336.84,9.08900000001,20.3868333333,19.9355833333,18.3731666667,8.37116666667,9.47291666667,15.5688333333,8.30116666667,10.2066666667,22.0609166667,9.69291666667
337.21,8.96733333333,20.3571666667,19.8394166667,18.2880833333,8.35808333333,9.3575,15.49125,8.19358333334,10.23625,22.1429166667,9.63900000002
337.57,8.97320833334,20.3700833333,19.829,18.34275,8.33891666667,9.25958333334,15.4169166667,8.23933333332,10.2346666667,22.1946666667,9.65783333334
337.94,9.14187499999,20.5453333333,20.0118333333,18.5586666667,8.68458333334,9.40566666667,15.6203333334,8.39466666668,10.4890833333,22.3776666667,9.89816666666
338.31,9.17658333334,20.7426666667,20.0299166667,18.5714166667,8.73141666666,9.40158333333,15.6836666667,8.43524999999,10.5565,22.4621666666,9.90666666668
338.67,9.16441666666,20.9174166667,20.1110833333,18.7614166667,8.82141666667,9.41866666666,15.7921666667,8.52016666666,10.58525,22.52975,9.91041666667
339.04,8.93345833333,20.7595833334,19.8610833333,18.5576666667,8.56166666667,9.09375,15.60975,8.25233333332,10.37325,22.3320833333,9.64058333331
339.40,8.85833333334,20.7378333334,19.8184166667,18.50725,8.42158333333,8.96575,15.5615833334,8.14208333334,10.2383333333,22.2951666667,9.41641666667
339.77,8.71050000001,20.6365,19.8655833333,18.4031666667,8.24133333333,8.77483333333,15.4690833333,7.88633333333,10.0809166667,22.2220833333,9.15916666667
340.14,8.91362500001,20.8806666667,20.11,18.5814166667,8.4135,8.93641666667,15.67925,8.04916666667,10.2663333333,22.3163333333,9.37174999999
340.50,8.76420833334,20.8315833334,20.0203333333,18.5310833333,8.31891666667,8.82566666667,15.6605833333,7.915,10.18125,22.191,9.26358333333
340.87,8.60754166667,20.90075,20.0078333333,18.5935833334,8.2365,8.69891666667,15.6629166667,7.724,10.00925,22.2985833333,9.15066666666
341.23,8.71908333333,20.9779166667,20.12675,18.7628333333,8.28,8.79808333334,15.8988333333,7.80325,10.0235,22.4675,9.25191666667
341.60,8.83183333332,21.1131666667,20.342,18.86375,8.40675,8.92458333333,16.128,7.86625,10.1175833333,22.5424166667,9.34275000001
341.96,9.008125,21.4570833333,20.6323333334,19.0904166667,8.56358333333,9.13033333333,16.4085833333,8.00775,10.227,22.7650833333,9.52883333331
342.33,8.87070833333,21.30575,20.51475,19.0588333333,8.37091666666,8.91941666667,16.3335,7.82083333333,10.071,22.7001666667,9.35691666667
342.70,8.90475000001,21.3643333334,20.649,19.1140833333,8.46125,8.95091666666,16.3839166667,7.77433333333,10.11425,22.8574166666,9.42408333334
343.06,8.962625,21.5440833333,20.8508333333,19.2731666667,8.5245,9.078,16.59025,7.88283333333,10.1535,23.0983333333,9.48516666667
343.43,8.986875,21.6255,20.9390833333,19.381,8.49716666667,9.10158333333,16.7043333334,7.914,10.1465833333,23.15375,9.48500000001
343.79,9.105,21.7700833333,21.0726666667,19.5275833334,8.64116666667,9.27408333333,16.9034166667,8.13041666666,10.2471666667,23.3535833334,9.57058333333
344.16,9.05074999999,21.8565833333,21.20325,19.5421666667,8.57391666666,9.22908333333,16.9838333333,8.14058333334,10.2731666667,23.52875,9.43316666667
344.52,9.07304166667,21.9495833333,21.2724166667,19.6680833333,8.53116666666,9.22258333333,17.0194166666,8.13391666666,10.3159166667,23.7169166667,9.414
344.89,9.05691666667,21.9023333333,21.2409166667,19.65425,8.40066666668,9.21741666667,16.9690833333,8.10608333334,10.2755,23.7191666667,9.27708333333
345.25,8.98041666667,21.9430833333,21.3125,19.5776666666,8.34575,9.12233333333,16.9215,8.01641666667,10.2485,23.7699166667,9.08675
345.62,8.96016666666,22.0005,21.3171666667,19.6058333333,8.32083333333,9.1265,17.00675,8.06283333332,10.2689166667,23.93325,9.06916666666
345.99,8.87774999999,21.9415,21.3324166666,19.5895833333,8.16975,9.02741666667,16.9658333333,8.02491666668,10.22125,23.996,8.89933333334
346.35,9.13470833333,22.2576666667,21.7264166666,19.814,8.48283333334,9.37566666666,17.2316666667,8.29783333334,10.4999166667,24.28725,9.18008333333
346.72,9.11416666666,22.3153333333,21.7105,19.7910833333,8.392,9.37483333333,17.2683333334,8.25300000001,10.4641666667,24.3225833333,9.09716666667
347.08,9.08595833334,22.4059166667,21.8904166666,19.8945,8.42499999999,9.37408333333,17.28475,8.26508333334,10.5421666666,24.45175,9.15808333332
347.45,9.04750000001,22.375,21.93075,19.8076666667,8.45608333333,9.31091666667,17.2868333333,8.21833333333,10.54625,24.4639166667,9.09174999999
347.81,9.14866666668,22.5153333333,22.0516666667,19.9386666667,8.51075,9.30424999999,17.39175,8.17608333334,10.6298333333,24.5704166667,9.14383333333
348.18,9.07495833334,22.4488333333,21.8945,19.9993333334,8.40533333333,9.13675,17.30725,7.98874999999,10.4601666667,24.4956666667,9.08500000001
348.54,9.16891666667,22.48325,22.00325,19.9790833333,8.50533333333,9.12741666667,17.42175,8.09716666667,10.54975,24.5608333333,9.09308333334
348.91,9.24237499999,22.6579166666,22.154,20.06175,8.69533333334,9.18058333333,17.5824166667,8.18358333334,10.7033333333,24.7239166666,9.19316666667
349.27,9.39429166667,22.7625,22.3226666667,20.2270833333,8.80458333334,9.34283333333,17.7055833333,8.33800000001,10.8638333333,24.8955,9.38024999999
349.64,9.31725,22.7725833333,22.3845833334,20.1619166667,8.74774999999,9.26616666667,17.5870833333,8.23858333334,10.8275,24.8400833333,9.33591666666
350.00,9.39912500001,22.8176666667,22.398,20.2465,8.81300000001,9.265,17.6721666667,8.2685,10.8735833333,24.77175,9.43758333332
350.37,9.30529166666,22.7995833334,22.28,20.27775,8.66366666666,9.13241666667,17.6625,8.18425000001,10.7873333333,24.6681666666,9.33674999999
350.73,9.32791666667,22.85675,22.3775,20.3579166667,8.64924999999,9.11325,17.73825,8.32266666668,10.8583333334,24.7145,9.39591666667
351.10,9.47233333333,23.0665833333,22.444,20.4879166667,8.75500000001,9.21158333333,17.8986666667,8.45124999999,10.98,24.7325833334,9.49291666666
351.46,9.59754166666,23.20875,22.5811666667,20.68475,8.85583333333,9.37966666667,18.093,8.53166666666,11.1608333333,24.9234166667,9.65325
351.83,9.38025,23.0826666667,22.4456666667,20.5554166667,8.62716666668,9.24758333333,17.9379166667,8.39916666666,10.9821666667,24.82,9.53558333335
352.19,9.38116666667,23.12125,22.56275,20.5206666667,8.669,9.2585,17.95425,8.47141666668,10.9769166667,24.8958333333,9.52441666667
352.55,9.21333333333,23.1278333333,22.5328333333,20.4966666667,8.534,9.14975,17.88625,8.32441666667,10.78875,24.8315833333,9.43341666666
352.92,9.26104166668,23.2268333334,22.7129166667,20.5726666667,8.58291666667,9.21266666667,18.0569166667,8.39066666666,10.78175,24.8665,9.50616666667
353.28,9.19554166667,23.229,22.7011666667,20.5665,8.53099999999,9.0735,18.0596666667,8.31008333333,10.6904166667,24.8123333333,9.42683333334
353.65,9.39837500001,23.4008333333,22.8699166667,20.84775,8.68158333334,9.16816666667,18.2773333333,8.47441666667,10.8319166667,24.9941666667,9.49625
354.01,9.11079166666,23.1165,22.6814166667,20.5945,8.49533333334,8.85916666667,18.0441666666,8.15841666668,10.5110833333,24.8280833334,9.162
354.38,9.01462499999,23.071,22.6720833334,20.5836666667,8.54175,8.74458333333,18.0011666667,8.1335,10.398,24.8026666667,9.06358333333
354.74,9.01066666668,23.15275,22.74225,20.6576666667,8.66683333334,8.79716666667,18.06925,8.16458333334,10.45375,24.89175,9.06625
355.11,8.96108333334,23.0484166667,22.7405,20.71775,8.68533333333,8.80516666667,18.0780833333,8.22324999999,10.4045833333,24.9663333333,8.984
355.47,8.91887499999,23.1043333333,22.70675,20.7440833333,8.73241666668,8.79675,18.0409166666,8.31224999999,10.3575,24.9449166667,8.94908333334
355.83,8.97016666666,23.2069166667,22.8079166667,20.8416666667,8.82975,8.83983333333,18.1314166666,8.38841666667,10.438,25.0038333333,9.00925
356.20,8.94670833332,23.2379166667,22.8284166666,20.8673333334,8.76041666666,8.83716666667,18.24,8.42016666667,10.4720833333,25.03275,9.0185
356.56,9.16004166667,23.4405833333,23.0601666667,21.0903333333,8.93866666668,8.98083333333,18.5090833334,8.64950000001,10.6540833333,25.31875,9.20316666667
356.93,9.04962500001,23.34025,22.8643333334,21.00575,8.79975,8.80075,18.38575,8.56524999999,10.5380833333,25.18575,9.08233333333
357.29,8.98841666666,23.3839166667,22.8549166666,21.0169166667,8.76058333333,8.73641666667,18.4170833333,8.52058333332,10.4795,25.1751666667,9.04108333333
357.66,8.96575,23.4496666667,22.8941666667,21.0403333333,8.74016666666,8.74141666666,18.4881666666,8.48091666666,10.4655833333,25.2380833333,9.06408333334
358.02,9.09825000001,23.6165833334,23.0345,21.19,8.76283333334,8.91425,18.6695833334,8.65716666667,10.639,25.44,9.25075000001
358.38,9.17970833333,23.6953333333,23.0811666667,21.1878333333,8.78975000001,9.0355,18.79425,8.71808333332,10.7249166667,25.55725,9.35525
358.75,9.26212499999,23.738,23.1500833333,21.28,8.84258333332,9.133,18.8820833333,8.78558333333,10.731,25.6241666666,9.47683333333
359.11,9.38529166668,23.8863333333,23.2635833333,21.3908333333,8.92141666668,9.22266666667,19.0550833333,8.86441666666,10.82775,25.73875,9.59666666666
359.48,9.39533333333,23.9764166666,23.3434166667,21.4448333333,8.88741666667,9.16216666667,19.1575833333,8.8095,10.8100833333,25.7971666666,9.60783333333
359.84,9.44741666668,24.046,23.40675,21.5061666666,8.91816666666,9.18383333333,19.341,8.84358333333,10.7834166667,25.8451666667,9.62241666667
360.20,9.56616666667,24.1605,23.549,21.6345,9.08783333333,9.35733333333,19.4983333333,8.97799999999,10.8975,25.9888333334,9.73766666666
360.57,9.42404166667,24.1514166667,23.5198333333,21.6174166667,9.05675,9.34858333333,19.44925,8.89516666667,10.8369166667,25.94475,9.67408333334
360.93,9.51029166668,24.30525,23.6845833333,21.7195833334,9.17900000001,9.46133333334,19.6215,8.96899999999,10.9140833333,26.0925,9.71791666668
361.29,9.51587500001,24.2710833333,23.6479166667,21.745,9.17783333333,9.4985,19.6724166667,9.00083333334,10.90275,26.0911666667,9.72116666667
361.66,9.40929166667,24.1661666666,23.5779166666,21.6666666666,9.10475,9.424,19.6053333333,8.95650000001,10.79975,26.0009166667,9.65241666665
362.02,9.46816666667,24.2880833333,23.6678333333,21.7464166667,9.20250000001,9.49233333333,19.7396666667,9.03683333333,10.84975,26.0833333333,9.71783333334
362.39,9.51416666667,24.3255,23.6880833334,21.7933333333,9.23774999999,9.49716666666,19.842,9.10416666667,10.923,26.1145833333,9.71674999999
362.75,9.40041666667,24.2246666667,23.6634166667,21.7153333333,9.12925,9.35541666667,19.80925,9.00408333333,10.8460833333,26.0120833333,9.57066666667
363.11,9.33491666667,24.2225,23.6931666667,21.66825,9.05124999999,9.30783333333,19.8379166667,8.93916666667,10.81275,25.9848333334,9.51433333334
363.48,9.20720833332,24.0571666667,23.558,21.5930833333,8.96833333334,9.246,19.7764166667,8.876,10.7106666667,25.8578333334,9.3705
363.84,9.20329166668,24.0074166666,23.5303333333,21.5519166667,8.9905,9.24258333334,19.77175,8.88416666666,10.715,25.87575,9.34125
364.20,9.16441666667,23.95575,23.4565833333,21.5144166667,8.92416666666,9.17283333333,19.7545833333,8.81408333334,10.6735,25.8248333333,9.246
364.57,9.22404166666,23.9608333333,23.3873333333,21.48,8.87116666667,9.15116666667,19.87725,8.80775,10.6744166667,25.7445,9.21166666666
364.93,9.21362500001,23.8594166666,23.3398333333,21.488,8.83391666667,9.14516666667,19.9215,8.86583333333,10.6756666667,25.7033333333,9.23566666667
365.29,9.23833333333,23.8938333333,23.4254166667,21.5025833333,8.89049999999,9.17775,19.9889166667,8.90775000001,10.7054166667,25.7405833333,9.27341666667
365.66,9.32225000001,23.9303333333,23.42525,21.5995833333,8.97308333333,9.18808333333,20.1525,8.94124999999,10.75675,25.756,9.3145
366.02,9.30516666666,23.9135,23.4029166667,21.6071666667,8.94758333334,9.14375,20.2103333334,8.93824999999,10.7160833333,25.7051666667,9.243
366.38,9.15245833333,23.84975,23.3779166667,21.5841666667,8.81458333334,9.01975,20.1455833334,8.83641666667,10.5488333333,25.6540833334,9.17691666667
366.75,9.29375,24.01725,23.43075,21.6790833333,8.96441666667,9.12616666667,20.3485833333,8.98441666667,10.6556666667,25.8189166667,9.38816666666
367.11,9.18974999999,23.9001666667,23.2546666667,21.5633333333,8.84016666666,8.99766666667,20.2670833334,8.8695,10.4940833333,25.6895,9.29675000001
367.47,9.35925,24.06975,23.3784166667,21.72,8.94566666668,9.11308333334,20.48025,9.01841666668,10.63375,25.7915,9.45283333334
367.84,9.39004166667,24.0985,23.332,21.7421666667,8.94675,9.1535,20.5704166667,9.04808333332,10.6738333333,25.7389166667,9.47883333333
368.20,9.39175000001,24.0898333333,23.378,21.7688333333,8.94783333333,9.167,20.6130833333,9.10358333333,10.65875,25.6949166667,9.52083333334
368.56,9.23237499999,23.8356666666,23.26575,21.613,8.82691666668,8.96791666666,20.4211666667,8.98174999999,10.4745,25.50425,9.35249999999
368.93,9.21625,23.86675,23.3031666667,21.69875,8.85425000001,8.95533333333,20.4963333333,8.95108333334,10.4715,25.45725,9.35716666666
369.29,9.15891666668,23.8320833333,23.1696666667,21.6721666667,8.82191666666,8.87591666667,20.5541666667,8.89716666666,10.4613333333,25.34975,9.36333333333
369.65,9.12233333333,23.7519166667,23.0528333333,21.5986666667,8.81583333333,8.95891666667,20.5830833333,8.95791666666,10.4486666667,25.3219166667,9.36891666666
370.01,9.10575,23.6410833333,22.9464166667,21.5519166667,8.86516666667,8.97491666667,20.5193333333,9.00283333333,10.3828333333,25.25975,9.36591666668
370.38,9.07033333332,23.6245,22.84325,21.4646666667,8.84041666666,8.97091666667,20.5414166667,9.00816666666,10.3814166667,25.1251666666,9.35158333334
370.74,9.13708333333,23.5835833333,22.84075,21.5621666667,8.86024999999,9.0585,20.6705833333,9.06375000001,10.4155,25.0740833333,9.35233333333
371.10,9.17641666667,23.5504166667,22.7944166667,21.5963333333,8.90575,9.08008333333,20.77625,9.09116666666,10.4605,25.0743333333,9.38966666666
371.46,9.12475000001,23.4384166667,22.6195833333,21.4404166667,8.82808333333,9.01275,20.7218333333,9.05725,10.4008333333,24.9414166667,9.38425000001
371.83,9.19991666666,23.4348333333,22.6768333334,21.493,8.89416666666,9.07133333333,20.7933333333,9.17441666667,10.47625,24.9678333333,9.50883333333
372.19,9.24675000001,23.4403333333,22.6239166667,21.4875833333,8.90525,9.11491666667,20.9115,9.18841666667,10.49725,25.006,9.55116666665
372.55,9.35283333332,23.6011666667,22.6559166667,21.6458333333,9.02725000001,9.32533333333,21.1365,9.31150000001,10.69025,25.1674166667,9.75916666667
372.92,9.37508333334,23.5634166666,22.5515833333,21.5496666667,9.01016666666,9.34641666667,21.1886666667,9.34741666667,10.6831666667,25.1620833333,9.76274999999
373.28,9.42154166667,23.4794166666,22.5258333334,21.5653333334,8.98483333334,9.41716666667,21.2603333333,9.43083333334,10.6625,25.16375,9.77966666666
373.64,9.46654166666,23.47125,22.538,21.5829166667,8.9385,9.41883333333,21.3213333333,9.47325000001,10.708,25.1301666666,9.83016666667
374.00,9.35841666667,23.3315833333,22.419,21.51525,8.81258333334,9.29741666667,21.3616666667,9.358,10.6554166667,24.971,9.77966666665
374.37,9.54083333333,23.31,22.4786666667,21.6355,8.93391666667,9.43383333333,21.57425,9.46825000001,10.759,25.05725,9.93091666667
374.73,9.40479166666,23.1168333334,22.2761666667,21.45525,8.78549999999,9.289,21.4795833333,9.34975000001,10.6325833333,24.8388333333,9.77924999998
375.09,9.31349999999,22.9674166666,22.09125,21.36425,8.73566666666,9.197,21.4461666667,9.29141666668,10.5355,24.7284166666,9.69666666669
375.45,9.30649999999,22.8325,22.0319166667,21.3249166667,8.72658333334,9.16983333333,21.5261666666,9.28033333334,10.4951666667,24.6530833334,9.65574999999
375.81,9.16133333334,22.7186666667,21.8459166667,21.208,8.65716666666,9.06275,21.52225,9.21066666667,10.3661666667,24.5059166666,9.54283333334
376.18,9.00120833333,22.55175,21.644,21.0485,8.56441666666,8.87575,21.496,9.13899999999,10.2396666666,24.2920833333,9.40575
376.54,8.99591666667,22.4074166667,21.5466666667,20.9133333333,8.59149999999,8.82383333333,21.4896666667,9.18041666666,10.1775,24.161,9.39566666667
376.90,8.99333333332,22.29975,21.4500833333,20.8879166667,8.59675,8.82958333333,21.5235,9.19274999999,10.1828333333,24.0645,9.42283333334
377.26,9.02454166667,22.3536666666,21.4325833333,20.92025,8.66508333333,8.91133333333,21.5949166667,9.24483333332,10.2445833334,24.04175,9.42975
377.63,9.00404166668,22.29475,21.3744166666,20.8601666666,8.70174999999,8.90825,21.6491666667,9.27141666667,10.2173333333,23.9585833333,9.42766666667
377.99,9.13612500001,22.3994166667,21.3583333334,20.8990833333,8.80033333334,9.05925,21.8490833333,9.43183333334,10.3260833333,24.0086666667,9.57500000001
378.35,9.08304166668,22.30425,21.2595833334,20.8119166667,8.76249999999,9.0275,21.9069166667,9.43658333333,10.3039166667,23.9050833333,9.52199999999
378.71,9.15729166668,22.3081666666,21.2901666667,20.8620833333,8.88366666667,9.147,22.0745833333,9.56916666666,10.37125,23.9860833333,9.62241666668
379.07,9.27175000001,22.3255833334,21.3368333333,20.9045,9.05258333333,9.31558333334,22.2305,9.74774999999,10.4736666667,24.0029166667,9.76358333333
379.44,9.24024999999,22.2675,21.2145833333,20.8449166667,9.03291666667,9.31591666667,22.241,9.75983333333,10.395,23.9298333334,9.74925000002
379.80,9.21504166667,22.1713333333,21.1183333333,20.7850833333,8.97658333334,9.29075,22.2629166666,9.73691666666,10.3348333333,23.8579166667,9.73125000001
380.16,9.33008333334,22.1596666667,21.1270833333,20.8683333334,9.09233333332,9.43675,22.3878333333,9.86108333333,10.4296666667,23.852,9.85541666667
380.52,9.31604166666,22.1686666667,21.0838333333,20.9431666667,9.12025,9.48816666667,22.5276666667,9.93574999999,10.4551666667,23.8510833334,9.84941666666
380.88,9.21083333334,22.0739166667,20.96325,20.7971666667,9.00991666666,9.38725,22.5065,9.883,10.3533333333,23.7553333334,9.74175000001
381.24,9.16091666666,21.8915833333,20.8496666667,20.66125,8.9895,9.31666666667,22.525,9.85841666667,10.2990833333,23.6460833333,9.71575000001
381.61,9.19229166668,21.8614166667,20.82525,20.7035833334,9.01208333334,9.31033333333,22.644,9.88608333333,10.3011666667,23.64675,9.71583333332
381.97,9.05516666667,21.63925,20.6869166666,20.5585833333,8.87591666666,9.19208333334,22.5349166667,9.81233333333,10.1983333333,23.4576666667,9.57233333333
382.33,8.98649999999,21.5448333333,20.5829166667,20.50125,8.83008333332,9.1435,22.49125,9.76849999999,10.1015,23.35125,9.50900000002
382.69,8.84599999999,21.4509166666,20.4053333333,20.3521666667,8.70658333334,9.00783333333,22.4035833333,9.64683333333,9.98950000002,23.1644166667,9.39208333334
383.05,8.78362499999,21.3649166667,20.2711666667,20.2586666667,8.62266666666,8.94483333333,22.42325,9.594,9.96008333333,23.0823333333,9.31641666666
383.41,8.76179166668,21.3203333333,20.2648333333,20.2785833333,8.632,8.95108333333,22.5004166667,9.58691666668,9.99258333333,23.06575,9.34300000002
383.77,8.72583333334,21.2170833333,20.19825,20.2415833334,8.58191666667,8.94425,22.607,9.59700000001,10.0006666667,23.0315833333,9.30791666666
384.14,8.67554166666,21.1236666666,20.1295,20.1810833333,8.51475,8.92683333333,22.6336666667,9.54858333333,9.96375000001,23.009,9.25141666667
384.50,8.697375,20.9765,20.037,20.0995833333,8.46183333333,8.8695,22.6133333333,9.48416666666,9.91866666666,22.893,9.22841666666
384.86,8.7365,20.95875,20.0086666667,20.1553333334,8.50366666667,8.91816666666,22.66575,9.49933333332,9.94891666667,22.8259166667,9.29633333334
385.22,8.79574999999,20.9761666667,20.0440833333,20.1859166667,8.51883333333,8.98825,22.7956666667,9.58525,9.98358333333,22.8746666667,9.35475000001
385.58,8.76670833333,20.9115,19.9670833333,20.1240833333,8.53908333334,9.02708333333,22.8181666667,9.60116666667,10.0008333333,22.7979166667,9.35983333334
385.94,8.83241666667,20.93025,19.9775833333,20.1509166667,8.63674999999,9.08116666667,22.94525,9.67749999999,10.0654166667,22.8249166667,9.44641666668
386.30,8.86441666666,20.919,19.9769166667,20.1630833333,8.67083333334,9.09891666667,23.079,9.71566666666,10.103,22.8610833333,9.46483333333
386.66,8.88945833334,20.8420833333,19.9344166667,20.1591666667,8.6625,9.12941666667,23.144,9.78375,10.12025,22.8580833334,9.47891666666
387.03,8.90158333334,20.7839166667,19.9020833333,20.1396666667,8.61475,9.11666666667,23.2155,9.79041666666,10.0813333333,22.78175,9.49350000001
387.39,8.92087500001,20.7101666667,19.8544166667,20.09175,8.61358333332,9.10116666666,23.2385833334,9.82283333333,10.0471666667,22.72475,9.51308333333
387.75,8.98691666667,20.75,19.8519166667,20.1579166666,8.69841666666,9.15408333333,23.3196666667,9.917,10.1115,22.7148333334,9.59858333333
388.11,9.01229166666,20.6991666667,19.7874166667,20.1076666667,8.69808333334,9.16308333333,23.3493333333,9.94883333333,10.1390833333,22.6195833333,9.65108333334
388.47,8.99783333334,20.7033333333,19.7214166667,20.08125,8.70699999999,9.20416666667,23.4080833333,9.99766666667,10.13125,22.61275,9.69066666666
388.83,8.96458333332,20.5915833333,19.6215,19.977,8.67508333333,9.20833333334,23.4796666667,10.0373333333,10.0839166667,22.5310833334,9.67058333333
