wavelength,Back_TacDelm,Belly_TacDelm,Breast_TacDelm,Crissum_TacDelm,Crown_TacDelm,DorTail_TacDelm,Rump_TacDelm,Throat_TacDelm,WingTip_TacDelm
327.67,5.19686666666,5.2824,5.66676666667,5.1279,7.0128,7.58386666667,5.19553333333,4.7528,9.24063333333
328.04,4.9916,5.2224,5.50893333333,4.96693333333,6.84213333333,7.52423333333,5.07739333333,4.69286666667,8.94999999999
328.41,5.29073333334,5.46693333333,5.72353333333,5.1901,7.0068,7.5264,5.32518666667,4.82993333333,9.27656666666
328.78,5.61773333333,5.8918,6.0084,5.73593333333,7.23626666667,7.81676666667,5.76311333333,5.0328,9.63760000001
329.14,5.75493333333,6.0276,6.21546666667,5.9383,7.08966666667,7.76166666667,5.99772,5.2286,9.801
329.51,5.5232,5.90433333333,6.05516666667,5.7296,6.819,7.5655,5.84273333333,5.05006666667,9.58399999999
329.88,5.40466666667,5.85086666667,6.08536666667,5.77866666667,6.46433333333,7.61066666667,5.7604,4.69806666667,9.54886666667
330.24,6.00033333334,6.37186666667,6.73076666667,6.356,6.98706666667,8.19,6.21873333333,5.161,10.1763
330.61,6.6156,6.7208,7.3904,6.9091,7.58486666667,8.7343,6.61236,5.75166666667,10.6313
330.98,6.77086666667,6.632,7.32806666667,6.98706666667,7.71773333333,8.85263333333,6.803,5.85226666667,10.6614
331.34,6.55026666667,6.18853333333,6.8476,6.62896666667,7.32113333334,8.39236666667,6.59082666667,5.597,10.3681666667
331.71,6.73473333334,6.4532,7.05203333333,7.0226,7.59506666667,8.79913333333,6.78611333333,5.78773333333,10.4966
332.08,7.11406666667,6.71553333333,7.33036666667,7.3669,7.86306666667,9.03973333333,7.01682666667,6.0762,10.6256333334
332.44,6.79773333333,6.43146666667,7.04186666667,7.0656,7.54793333333,8.62453333333,6.64668666667,5.72286666667,10.1487666667
332.81,7.0582,6.72213333333,7.10646666667,7.08006666667,7.73920000001,8.74476666667,6.80117333333,5.93026666667,10.3128
333.18,6.6522,6.47073333333,6.71716666667,6.62496666667,7.5802,8.48103333333,6.50004666667,5.55986666667,9.89329999999
333.54,6.4602,6.09846666667,6.53243333333,6.4899,7.45253333333,8.2202,6.26867333333,5.3662,9.60416666667
333.91,6.711,6.2202,6.4642,6.4336,7.57353333333,8.41366666667,6.28740666667,5.41593333333,9.69080000001
334.28,6.74086666667,6.0878,6.29626666667,6.30863333333,7.59666666666,8.2922,6.24916666667,5.39653333333,9.78860000001
334.64,6.214,5.69653333333,5.6494,5.73553333333,7.14906666667,7.73233333333,5.68956666667,4.8776,9.38976666667
335.01,5.832,5.464,5.292,5.30266666667,6.86666666667,7.37333333333,5.23973333333,4.44,8.99866666667
335.38,5.5074,5.32606666667,5.08543333333,4.9841,6.52206666667,7.0848,4.84691333333,4.15086666667,8.79603333333
335.74,5.38726666667,5.36646666667,5.02723333333,4.6555,6.32726666666,6.80403333333,4.65612,3.9912,8.50686666667
336.11,5.0746,4.99046666667,4.47246666667,4.41,5.97266666667,6.54563333333,4.44772,3.7454,8.22546666667
336.47,5.123,5.067,4.58863333333,4.5172,5.9446,6.8771,4.62348,4.0234,8.39503333334
336.84,4.79993333333,4.68573333333,4.2642,4.1944,5.69653333333,6.61723333333,4.36422666667,3.7918,8.10289999999
337.21,5.2826,5.09666666667,4.59943333333,4.6948,6.1642,6.85873333333,4.65142,4.2176,8.59080000001
337.57,5.54673333333,5.434,4.78643333333,4.77646666667,6.32086666667,6.9936,4.95061333333,4.3066,8.7349
337.94,5.31833333333,5.34813333333,4.7665,4.678,6.11993333333,6.73903333333,4.7947,4.25973333333,8.55193333333
338.31,4.97746666667,5.15033333333,4.58396666667,4.60776666667,5.9174,6.47993333333,4.51097333333,4.00753333333,8.1191
338.67,5.1532,5.24833333333,4.7515,4.85933333333,5.96133333333,6.67916666667,4.71456,4.24193333333,8.14376666667
339.04,5.85906666666,5.8268,5.5802,5.47016666667,6.53793333333,7.48293333333,5.38612666667,4.94733333333,8.80966666667
339.40,6.1856,6.22486666667,6.0538,5.96826666667,6.89866666667,7.8974,5.77454,5.4212,9.13423333333
339.77,6.18853333333,6.30586666667,6.063,6.13596666667,6.97646666667,7.9791,5.86583333333,5.47133333333,9.23293333333
340.14,6.33886666667,6.57926666667,6.37406666667,6.29763333333,7.21286666667,8.08453333333,5.99618666667,5.64693333333,9.48290000001
340.50,6.20173333333,6.2928,6.0314,6.03246666667,7.12686666667,7.82943333333,5.74973333333,5.44646666667,9.1633
340.87,6.16513333333,6.2786,6.18746666667,6.06096666667,7.18946666666,7.87446666667,5.74234666667,5.59033333333,9.15536666667
341.23,5.92433333333,6.13833333333,6.08876666667,5.90556666667,7.07533333333,7.8517,5.72565333333,5.40526666667,8.99103333333
341.60,6.197,6.4144,6.44446666667,6.17513333333,7.41153333333,8.10886666667,5.97712666667,5.7968,9.37546666667
341.96,6.15753333333,6.26706666667,6.3881,6.13933333333,7.48646666667,8.01243333333,5.99237333333,5.75566666667,9.33910000001
342.33,6.24753333333,6.36793333333,6.46823333333,6.15496666667,7.5072,8.26743333333,6.17415333333,5.87966666667,9.45383333334
342.70,6.64473333333,6.5574,6.88303333333,6.49836666667,7.94666666667,8.71546666667,6.59353333333,6.2844,9.84709999999
343.06,6.5768,6.56613333333,6.8025,6.57253333333,7.87366666667,8.41106666667,6.5736,6.33286666667,9.8385
343.43,6.3098,6.18946666667,6.42193333333,6.2359,7.579,8.07516666667,6.35002,5.97826666667,9.4721
343.79,6.6956,6.55273333333,6.74953333333,6.63253333333,7.97926666667,8.50623333333,6.75484,6.38106666667,9.88403333333
344.16,6.22413333333,6.1994,6.32443333333,6.23943333333,7.56,8.24613333333,6.44178666666,5.93113333333,9.46736666666
344.52,6.2876,6.33406666667,6.5275,6.35723333333,7.65873333334,8.26893333333,6.68254666667,6.0576,9.56440000001
344.89,6.51746666666,6.5532,6.67856666667,6.40613333333,7.83226666667,8.34326666667,6.87681333333,6.14766666667,9.78023333333
345.25,6.36266666667,6.38033333333,6.43123333333,6.1801,7.4514,8.2165,6.58994666667,6.0134,9.54873333333
345.62,5.99346666667,6.06793333333,6.0034,5.81,6.99253333333,7.7883,6.18112666667,5.6382,9.1737
345.99,6.1002,6.32873333333,6.1804,5.97913333333,7.08466666667,7.98213333333,6.29434666667,5.78373333333,9.25970000001
346.35,6.20293333333,6.5246,6.2498,6.06486666667,7.17906666667,7.99046666667,6.32530666667,5.825,9.35026666667
346.72,5.8312,6.3582,5.81363333333,5.5871,6.80146666667,7.57536666667,5.87213333333,5.3644,8.96056666666
347.08,5.7854,6.06153333333,5.61496666667,5.46713333333,6.64306666667,7.53906666667,5.66162,5.00773333333,8.71816666666
347.45,6.09993333333,6.36073333333,6.0391,5.76826666667,6.93933333333,7.75326666667,5.86049333333,5.2898,8.95166666667
347.81,5.89273333333,6.121,5.8671,5.67106666667,6.62926666666,7.46723333333,5.61887333333,5.0378,8.7553
348.18,6.12613333333,6.4014,6.11343333333,5.89126666667,6.88273333333,7.57563333333,5.73415333333,5.3184,8.97993333333
348.54,6.33493333333,6.5882,6.20246666667,5.9896,6.97093333333,7.79416666667,5.74431333333,5.43226666667,9.09636666667
348.91,6.44306666667,6.6394,6.32143333333,6.1704,7.10826666667,7.95183333333,5.82459333333,5.58353333334,9.05443333333
349.27,6.3512,6.5958,6.2025,6.12473333333,7.08653333333,7.86033333333,5.72915333333,5.553,8.91473333333
349.64,6.14426666667,6.29826666667,6.08376666667,6.01346666667,7.05273333333,7.7972,5.5989,5.46973333333,8.72723333333
350.00,6.17733333333,6.20653333333,6.10873333333,6.0141,7.1774,7.8202,5.62420666667,5.49273333333,8.7445
350.37,5.7258,5.6288,5.56856666667,5.56176666667,6.651,7.31876666667,5.11163333333,4.99886666667,8.16896666667
350.73,5.7356,5.74906666667,5.691,5.71333333333,6.70166666667,7.41663333333,5.2077,5.1008,8.2375
351.10,5.69506666667,5.87493333333,5.75866666667,5.61453333333,6.7268,7.36063333333,5.21037333334,5.2574,8.23086666667
351.46,5.6778,5.82353333333,5.67773333333,5.56926666667,6.69553333333,7.41356666667,5.19197333333,5.17673333334,8.20186666667
351.83,5.31653333333,5.5386,5.38146666667,5.3031,6.44446666667,7.1751,4.87956666667,4.9334,7.93356666667
352.19,5.28713333333,5.48966666667,5.47256666667,5.40266666667,6.48313333333,7.3943,5.01862,4.9826,7.9648
352.55,5.3926,5.63613333333,5.76076666667,5.68576666667,6.73606666667,7.6608,5.31891333333,5.28393333333,8.15533333333
352.92,5.15933333334,5.63446666667,5.62413333333,5.64186666667,6.62366666667,7.548,5.19568,5.12566666667,8.08086666667
353.28,5.52266666667,5.8876,6.00063333333,5.914,6.9496,7.7432,5.52088,5.40233333333,8.36536666667
353.65,5.65,6.04353333333,6.04343333333,6.0436,6.97546666667,7.8025,5.57005333333,5.4616,8.4823
354.01,5.6646,6.161,5.99936666667,6.03573333333,6.90706666667,7.81733333333,5.60963333333,5.4084,8.58083333334
354.38,6.08893333333,6.59946666667,6.5248,6.48523333333,7.3528,8.18846666667,6.10650666667,5.81026666667,9.0207
354.74,6.22246666667,6.532,6.58356666667,6.60036666667,7.4794,8.20806666667,6.23184666667,5.90613333333,9.13686666666
355.11,6.2688,6.49233333333,6.53436666667,6.6592,7.51653333333,8.27463333333,6.2687,6.02546666667,9.18856666666
355.47,6.33506666667,6.53453333333,6.51306666667,6.7818,7.6294,8.24116666667,6.35075333333,6.14833333333,9.22960000001
355.83,6.4738,6.5664,6.64246666667,6.70993333333,7.66673333333,8.27736666667,6.40342,6.1886,9.23353333335
356.20,6.5224,6.6328,6.58533333333,6.6483,7.69353333333,8.1804,6.25687333333,6.1692,9.30693333333
356.56,6.45086666667,6.56246666667,6.46673333333,6.57076666667,7.61606666667,8.00163333333,6.02674,5.96333333333,9.23180000001
356.93,6.21813333333,6.1972,6.07516666667,6.20996666667,7.324,7.67126666667,5.73797333333,5.73553333333,8.97926666667
357.29,5.88733333333,5.9286,5.75963333333,5.89753333333,7.06213333333,7.39906666667,5.50785333333,5.4652,8.76856666667
357.66,5.8588,5.98426666667,5.81146666667,5.85443333333,7.1214,7.41543333333,5.52148,5.49286666667,8.81739999999
358.02,6.09006666666,6.19846666667,6.08706666667,6.1175,7.30253333333,7.6182,5.79037333333,5.81406666667,8.94786666667
358.38,6.04393333333,6.15153333333,5.9203,5.96703333333,7.21766666667,7.6305,5.67517333333,5.75386666667,8.85106666667
358.75,5.90053333333,6.01333333333,5.74733333333,5.75096666667,6.95586666667,7.52503333333,5.51143333333,5.5564,8.614
359.11,5.7828,5.95713333333,5.6459,5.7214,6.93633333333,7.424,5.51485333334,5.3666,8.4806
359.48,5.79273333333,6.01053333333,5.69833333333,5.7289,6.97593333334,7.5198,5.60051333334,5.3612,8.5169
359.84,5.95733333333,6.2298,5.77596666667,5.92736666667,7.16726666667,7.70066666667,5.77404,5.48153333333,8.70713333334
360.20,5.88626666667,6.12733333333,5.73893333333,5.87096666667,7.10193333333,7.58676666667,5.78708666667,5.433,8.53206666666
360.57,5.53073333333,5.80866666667,5.4207,5.50703333333,6.74713333333,7.30946666667,5.47769333333,5.098,8.1748
360.93,5.57886666667,5.8756,5.54263333333,5.5475,6.72333333333,7.45836666667,5.47604,5.06273333333,8.22363333333
361.29,5.64966666667,5.87873333333,5.60623333333,5.625,6.77846666667,7.5408,5.47852,5.07693333333,8.2477
361.66,5.698,5.9012,5.60613333333,5.73493333333,6.78446666667,7.66773333333,5.51974666667,5.11486666667,8.2584
362.02,5.35346666667,5.5072,5.21916666667,5.3847,6.4696,7.33416666667,5.19023333333,4.78033333334,7.9492
362.39,5.10553333333,5.33353333333,5.07043333333,5.18796666667,6.3144,7.14763333333,5.08336666667,4.6878,7.8139
362.75,5.232,5.50153333333,5.1915,5.4145,6.48473333333,7.19816666667,5.22550666667,4.82193333333,7.94686666667
363.11,5.345,5.68353333333,5.38886666667,5.47943333333,6.58353333333,7.25113333333,5.32206666667,4.95126666667,8.0788
363.48,5.1618,5.5154,5.1778,5.2462,6.4122,7.02723333333,5.05323333333,4.79086666667,7.92233333333
363.84,4.90566666667,5.21786666667,4.91846666667,4.96436666667,6.15713333333,6.8172,4.83346666667,4.5794,7.67543333333
364.20,4.94173333333,5.15446666667,4.9206,4.98666666667,6.18666666667,6.84883333333,4.81246666667,4.56713333333,7.7183
364.57,5.27866666667,5.4966,5.10623333333,5.24706666667,6.42946666667,7.14943333333,5.10073333333,4.8152,8.05236666667
364.93,5.31626666667,5.5846,5.18773333333,5.28223333333,6.51266666667,7.19196666667,5.1795,4.8552,8.05593333333
365.29,5.29026666666,5.61153333333,5.15283333333,5.318,6.47446666667,7.2546,5.17836,4.88766666667,8.07266666667
365.66,5.25926666667,5.52186666667,5.08266666667,5.19096666667,6.4362,7.17973333333,5.10072,4.7352,8.04863333333
366.02,5.36086666667,5.6838,5.18883333333,5.286,6.58253333333,7.2929,5.14819333333,4.87066666667,8.14026666667
366.38,5.57366666667,5.8042,5.37356666667,5.45666666667,6.6952,7.45653333333,5.26354,4.9826,8.36056666667
366.75,5.30286666667,5.5552,5.11623333333,5.12356666667,6.46686666667,7.21173333333,5.01577333333,4.702,8.14793333333
367.11,5.09093333333,5.26073333333,4.73876666667,4.88356666667,6.17746666667,7.02246666667,4.72452666667,4.47473333333,7.86073333333
367.47,5.0924,5.31753333333,4.77993333333,4.9208,6.10726666667,7.01743333333,4.77333333333,4.4488,7.83916666667
367.84,5.19693333333,5.36186666667,4.77293333333,5.0032,6.11806666666,7.0045,4.77794,4.457,7.88923333333
368.20,5.06166666667,5.35273333333,4.6689,4.8764,5.99886666667,6.91586666667,4.67560666667,4.42926666667,7.89486666666
368.56,4.95266666667,5.19286666667,4.61676666667,4.7562,5.98273333333,6.816,4.64642666667,4.41613333334,7.80153333333
368.93,4.84686666667,5.04046666667,4.42473333333,4.65893333333,5.937,6.6513,4.55202,4.36433333333,7.69116666667
369.29,4.89506666667,5.07973333333,4.4907,4.67103333333,6.0112,6.62173333333,4.61819333333,4.38246666667,7.67136666667
369.65,4.80986666667,5.015,4.48696666667,4.61096666667,5.97426666667,6.46523333333,4.58024666667,4.4058,7.54603333333
370.01,4.754,4.93086666666,4.3743,4.5781,5.85286666667,6.36786666667,4.52272666667,4.30153333333,7.44423333333
370.38,4.62846666667,4.79306666667,4.2378,4.43423333333,5.824,6.23083333333,4.38812,4.1624,7.24003333333
370.74,4.76413333333,4.92053333333,4.46373333333,4.6459,5.94513333333,6.46536666667,4.49755333333,4.37886666667,7.33716666667
371.10,4.86093333333,4.929,4.65443333333,4.71466666667,6.045,6.57916666667,4.57788,4.44453333333,7.4269
371.46,4.95033333333,4.98286666667,4.66436666667,4.75993333333,6.17993333333,6.7213,4.65455333333,4.56466666667,7.53193333333
371.83,4.98346666667,5.0394,4.75976666667,4.86163333333,6.27206666667,6.82853333333,4.75842666667,4.71633333333,7.60566666667
372.19,5.04933333333,5.0518,4.80226666667,4.88853333333,6.31693333333,6.84403333333,4.82785333333,4.71506666667,7.54516666667
372.55,5.14826666667,5.14826666667,4.90973333333,5.0144,6.4024,6.9293,4.89468666666,4.78573333333,7.5791
372.92,5.3878,5.39333333333,5.1701,5.3168,6.61446666667,7.13343333333,5.1216,5.0466,7.91673333333
373.28,5.44393333333,5.4,5.22816666667,5.32596666667,6.6424,7.1519,5.09151333334,5.0276,7.90966666667
373.64,5.6232,5.53233333333,5.3486,5.4045,6.8462,7.3259,5.25436666667,5.1284,8.08196666667
374.00,5.6522,5.61886666667,5.41783333333,5.3951,6.99446666667,7.3389,5.31208666667,5.10593333333,8.13263333333
374.37,5.66366666667,5.63653333333,5.43776666667,5.4878,6.98873333333,7.31516666667,5.29991333333,5.10013333333,8.1585
374.73,5.875,5.85353333333,5.6061,5.65116666667,7.14813333333,7.50966666667,5.53468666667,5.25973333333,8.36716666667
375.09,5.9018,5.9874,5.62173333333,5.74403333333,7.22346666667,7.57676666667,5.64372,5.32266666667,8.4623
375.45,5.72,5.80006666667,5.49606666667,5.6429,7.0632,7.3848,5.48131333333,5.0944,8.2799
375.81,5.8598,6.02866666667,5.71493333333,5.8099,7.25946666667,7.47796666667,5.64785333333,5.22066666667,8.3936
376.18,6.00706666667,6.18366666667,5.8155,5.96793333333,7.30966666667,7.6336,5.81561333334,5.3346,8.52026666667
376.54,5.974,6.22126666667,5.76113333333,5.96683333333,7.28173333333,7.66256666667,5.80318,5.30526666667,8.50056666667
376.90,5.80313333333,6.03433333333,5.54806666667,5.72213333333,7.0698,7.5351,5.64657333333,5.12606666667,8.274
377.26,5.79153333333,6.08033333333,5.5761,5.78756666667,7.10173333333,7.57326666667,5.70889333333,5.16506666667,8.36476666667
377.63,5.60606666667,5.93306666667,5.40586666667,5.66556666667,6.86686666667,7.36776666667,5.51945333333,4.95493333333,8.1366
377.99,5.619,5.91933333333,5.44753333333,5.6552,6.81613333333,7.35773333333,5.49875333333,4.99746666667,8.13746666667
