wavelength,Back_CorCucm,Belly_CorCucm,Breast_CorCucm,Crissum_CorCucm,Crown_CorCucm,DorTail_CorCucm,Patch10_CorCucm,Rump_CorCucm,Throat_CorCucm,WingTip_CorCucm
377.26,6.4884,13.5036,9.00030000001,14.7062666667,11.0806666667,5.45066666667,3.67333333333,9.45960000001,7.50066666667,5.96948888889
377.63,6.609,13.6793333333,9.17283333334,14.8836,11.1824,5.611,3.7954,9.56493333334,7.64093333333,6.13406666667
377.99,6.62933333333,13.6984666667,9.1652,14.9278,11.1512666667,5.57773333333,3.84373333333,9.54326666667,7.66246666667,6.21408888889
378.35,6.69686666667,13.7439333333,9.2077,14.9519333333,11.1611333333,5.6766,3.94653333333,9.56833333333,7.7348,6.30684444444
378.71,6.63193333333,13.6714,9.11189999999,14.8894,11.0512666667,5.63246666667,3.86306666667,9.47039999999,7.6686,6.24477777778
379.07,6.6642,13.704,9.12376666666,14.8857333333,11.0629333334,5.6614,3.912,9.46699999999,7.65813333333,6.29964444444
379.44,6.686,13.7478,9.11259999999,14.8837333333,11.0328,5.7232,3.95086666667,9.51006666665,7.684,6.371
379.80,6.7596,13.8805333333,9.15223333333,14.9524666667,11.1046666667,5.80353333333,4.03213333333,9.57493333333,7.73033333333,6.46326666666
380.16,6.86346666667,14.0078,9.24283333333,15.0754666667,11.2173333334,5.94293333333,4.19946666667,9.66733333333,7.85426666667,6.6358
380.52,6.93713333333,14.1148,9.31256666667,15.1474,11.2488,6.00326666667,4.2596,9.74899999999,7.91026666667,6.69948888889
380.88,6.95606666667,14.1230666667,9.32896666667,15.1883333333,11.2442666667,6.0482,4.2768,9.7532,7.9252,6.74244444445
381.24,7.0026,14.1172666667,9.35020000001,15.1944,11.2077333333,6.08713333334,4.33253333333,9.78373333333,7.9316,6.76268888889
381.61,6.914,14.0342666667,9.27860000001,15.119,11.0978666667,6.0032,4.23586666666,9.69746666667,7.83686666667,6.69531111111
381.97,6.91473333333,14.0360666666,9.26429999999,15.1135333333,11.0716,6.03993333334,4.21126666667,9.74546666668,7.82513333333,6.66928888889
382.33,6.83453333334,13.9784666667,9.14139999999,15.0468666667,11.0035333333,5.9228,4.082,9.67826666667,7.7218,6.56206666667
382.69,6.855,13.9638,9.1341,15.0554666667,10.9633333333,5.8928,4.07106666667,9.66760000001,7.7044,6.5596
383.05,6.84513333333,13.9332,9.12343333333,15.044,10.8964666667,5.8794,4.0584,9.6622,7.69966666667,6.52475555555
383.41,6.80873333333,13.8664666667,9.089,15.0053333334,10.8412,5.8288,4.0236,9.61733333335,7.6748,6.47073333333
383.77,6.83806666667,13.8374,9.08536666667,15.0344,10.7804,5.87366666667,4.04666666667,9.64853333334,7.68613333333,6.46384444444
384.14,6.84126666667,13.815,9.09813333334,15.0562,10.7407333333,5.8434,4.01593333333,9.63206666666,7.65573333333,6.41913333333
384.50,6.86186666667,13.7976666667,9.09833333333,15.0698,10.7078,5.86786666666,4.03486666667,9.60346666666,7.65586666667,6.44202222222
384.86,6.828,13.7913333333,9.04803333333,14.9934,10.6368666667,5.8432,4.00633333333,9.57313333332,7.6276,6.40895555555
385.22,6.82666666667,13.7953333333,9.08256666666,15.0013333333,10.5981333333,5.83926666667,4.03326666667,9.57019999999,7.6256,6.42768888889
385.58,6.8312,13.7901333333,9.07996666667,15.0084,10.5692666667,5.81386666667,4.03646666667,9.55306666666,7.63466666667,6.43006666667
385.94,6.94566666667,13.8407333333,9.18003333334,15.1022666667,10.634,5.91426666667,4.16026666667,9.6106,7.7296,6.52204444445
386.30,7.07986666667,13.9528666666,9.30726666667,15.2068,10.6858,6.05126666667,4.29506666667,9.69753333333,7.83853333333,6.64764444445
386.66,7.10453333333,13.9534666667,9.32453333333,15.2166666667,10.6759333333,6.077,4.31313333333,9.69506666667,7.879,6.67817777778
387.03,7.1644,14.0121333333,9.38266666667,15.2835333333,10.6922,6.1166,4.37993333333,9.73173333332,7.93713333333,6.75268888889
387.39,7.22193333333,14.0462666667,9.42596666667,15.3592666667,10.703,6.16046666667,4.409,9.76400000001,7.9802,6.81173333333
387.75,7.19893333333,14.0265333333,9.40123333334,15.3487333333,10.6556,6.1014,4.38133333333,9.69379999999,7.9368,6.81608888889
388.11,7.14626666667,14.0075333333,9.3081,15.2953333333,10.5720666667,6.06126666667,4.34753333333,9.63939999999,7.8874,6.78793333334
388.47,7.15586666667,14.0109333333,9.3274,15.3044666667,10.5502666667,6.04653333333,4.32013333333,9.63666666667,7.89326666666,6.76822222222
388.83,7.20786666667,14.0106666667,9.38053333333,15.3694,10.5418,6.074,4.36866666667,9.65946666667,7.917,6.80842222222
389.19,7.2542,14.0156,9.39169999999,15.4118666667,10.5511333333,6.1242,4.40826666667,9.67846666667,7.9428,6.86308888889
389.55,7.2656,14.0010666667,9.39423333333,15.4086,10.5001333333,6.15646666667,4.46293333333,9.68133333332,7.94646666667,6.86548888889
389.91,7.20973333333,13.9223333333,9.32836666667,15.3314,10.4042666667,6.08993333333,4.398,9.57866666667,7.89806666667,6.81966666667
390.27,7.10773333333,13.8154666667,9.24906666666,15.2486666667,10.2996,5.99826666667,4.3278,9.5146,7.83813333333,6.76926666667
390.63,7.04226666667,13.7508666666,9.1873,15.1714,10.1948,5.95206666667,4.26793333333,9.44566666667,7.75186666667,6.70715555555
391.00,7.0416,13.7426,9.19329999999,15.1688666667,10.1864,5.9584,4.25026666667,9.4492,7.73353333333,6.7216
391.36,7.04206666667,13.746,9.18903333333,15.1196666667,10.1438,5.9608,4.2948,9.42773333334,7.72606666667,6.73302222222
391.72,7.0164,13.7268666667,9.18106666667,15.0564666667,10.1010666667,5.9302,4.26453333333,9.42346666666,7.7074,6.69422222222
392.08,7.10246666667,13.7562,9.25313333333,15.1162,10.1266666667,6.0068,4.3102,9.47233333333,7.76213333333,6.74935555555
392.44,7.0346,13.6872,9.16286666667,15.0262,10.0249333333,5.93433333333,4.25373333333,9.38060000001,7.69413333333,6.71011111111
392.80,6.93126666667,13.6204666667,9.06653333334,14.9528666667,9.92073333332,5.84453333333,4.16813333333,9.28539999999,7.58326666667,6.64055555556
393.16,6.808,13.5016666667,8.94646666667,14.8191333333,9.77966666667,5.7146,4.037,9.17573333333,7.465,6.52937777778
393.52,6.82846666667,13.4822,8.93413333333,14.8062666667,9.75826666667,5.71166666667,4.0232,9.17993333333,7.4768,6.51713333333
393.88,6.85453333333,13.5261333333,8.94793333333,14.8224666667,9.74920000001,5.73566666667,4.03646666667,9.21799999999,7.50066666667,6.5442
394.24,6.88666666667,13.4918666667,8.96126666666,14.8112,9.68800000001,5.7546,4.06253333333,9.17179999999,7.46613333333,6.53266666666
394.60,7.0076,13.6008,9.05953333333,14.9305333333,9.77466666667,5.87,4.20273333334,9.27293333333,7.5814,6.67057777778
394.96,7.00713333333,13.5692666667,9.03603333333,14.933,9.74546666667,5.86766666667,4.18833333333,9.22759999999,7.58446666667,6.6432
395.32,7.06893333333,13.6184666667,9.08940000001,15.0065333333,9.75773333333,5.92193333333,4.24253333333,9.2664,7.64273333333,6.69055555556
395.68,7.10353333333,13.5995333333,9.09066666666,15.0604666667,9.73826666667,5.96006666667,4.29746666666,9.26733333333,7.6536,6.75135555555
396.04,7.03706666667,13.5082,9.01880000001,14.9678666667,9.62380000001,5.8746,4.23926666667,9.17640000001,7.6082,6.70108888889
396.40,7.07406666666,13.4962666667,9.04926666666,15.0136,9.62413333333,5.90313333333,4.30086666667,9.22,7.64393333333,6.71131111111
396.76,7.1576,13.5274,9.12956666666,15.0363333333,9.66126666667,5.96693333333,4.3692,9.25313333333,7.7172,6.76293333333
397.12,7.27733333333,13.5798666666,9.20470000001,15.137,9.71499999999,6.01366666667,4.4486,9.27033333333,7.7902,6.84615555556
397.48,7.3,13.5876666667,9.23423333333,15.1747333333,9.69266666666,6.04893333333,4.46566666667,9.26433333334,7.80413333333,6.89073333333
397.84,7.2082,13.4623333333,9.14356666667,15.0868,9.57386666666,5.9726,4.38613333333,9.18013333333,7.72086666667,6.7874
398.20,7.2688,13.5265333333,9.20293333333,15.1478666667,9.62933333335,6.02786666667,4.41646666667,9.23793333335,7.80333333333,6.84937777778
398.56,7.2466,13.4800666667,9.17453333334,15.0826666667,9.55526666668,6.00833333333,4.38566666667,9.18566666667,7.7802,6.81373333333
398.92,7.16166666667,13.3700666667,9.04950000001,14.974,9.39680000001,5.91013333333,4.30326666667,9.10019999999,7.68053333333,6.73313333333
399.28,7.103,13.273,8.94623333333,14.8958666667,9.30313333332,5.8522,4.2162,9.02666666666,7.57926666667,6.65217777778
399.64,7.0924,13.2645333333,8.92376666667,14.8643333333,9.25513333333,5.84953333333,4.17546666667,9.00100000001,7.56793333333,6.65337777778
400.00,7.0096,13.1865333333,8.82323333333,14.7945333333,9.13060000001,5.76946666667,4.08166666667,8.89293333334,7.4482,6.55328888889
400.36,6.9882,13.1442,8.7595,14.7431333334,9.05366666666,5.72813333333,4.01133333333,8.8182,7.37453333333,6.52677777778
400.72,6.98,13.1323333333,8.72466666666,14.7432666666,8.97193333333,5.70086666667,3.9494,8.78753333334,7.34986666667,6.52697777778
401.08,6.9596,13.1307333333,8.70470000001,14.7323333333,8.9348,5.72186666667,3.94586666667,8.81073333333,7.34806666667,6.52995555556
401.44,6.83706666667,12.9994,8.562,14.6164666667,8.80806666667,5.592,3.8216,8.68193333333,7.21493333333,6.41893333333
401.80,6.87393333333,13.004,8.5825,14.6396666667,8.80426666667,5.6118,3.8388,8.64873333334,7.2152,6.43977777778
402.16,6.8048,12.8994666667,8.46500000001,14.5981333333,8.67993333333,5.53633333333,3.773,8.57186666667,7.11926666667,6.36111111111
402.52,6.70353333333,12.7808,8.34366666666,14.5058,8.5066,5.40046666667,3.642,8.45533333333,6.97393333333,6.25953333333
402.88,6.73406666667,12.7849333333,8.36390000001,14.5252666667,8.49733333333,5.4362,3.6694,8.46773333333,6.97433333333,6.27811111111
403.24,6.706,12.7444,8.35286666667,14.5139333333,8.45406666667,5.4278,3.66233333333,8.45180000001,6.9496,6.29622222222
403.60,6.69966666667,12.7125333333,8.33573333334,14.4969333333,8.41573333333,5.45046666667,3.6906,8.43046666666,6.94153333333,6.2796
403.95,6.81153333333,12.8004666667,8.45739999999,14.5858666667,8.50666666667,5.58553333333,3.81166666667,8.56313333333,7.08693333333,6.3942
404.31,6.82433333333,12.7593333333,8.46386666667,14.5814666667,8.473,5.60633333333,3.83273333333,8.54293333333,7.10666666667,6.40804444444
404.67,6.798,12.7114666666,8.42653333334,14.5385333333,8.4464,5.60353333333,3.85893333333,8.5276,7.0962,6.39366666667
405.03,6.80693333333,12.6856666667,8.4168,14.5072666667,8.4128,5.62273333333,3.8568,8.51926666666,7.10073333333,6.38708888889
405.39,6.87413333333,12.7424,8.46456666667,14.5191333333,8.44146666667,5.682,3.92313333334,8.56853333334,7.156,6.44202222222
405.75,6.89386666666,12.781,8.48673333333,14.5297333333,8.43266666666,5.72533333333,3.9468,8.5904,7.18966666667,6.49691111111
406.11,6.84933333334,12.732,8.45133333334,14.4659333333,8.3702,5.68706666667,3.9116,8.52513333333,7.153,6.47668888889
406.47,6.88573333333,12.761,8.48296666666,14.4884,8.40973333333,5.7478,3.95413333333,8.53886666667,7.18706666667,6.5024
406.83,6.8798,12.7302666666,8.47683333333,14.4472,8.35966666667,5.7328,3.9362,8.49046666667,7.16273333333,6.48617777778
407.19,6.94533333333,12.7718,8.52126666666,14.4754,8.3816,5.7862,4.0048,8.49746666666,7.21866666667,6.52648888889
407.55,6.96906666667,12.749,8.52216666667,14.4629333333,8.36033333333,5.7828,4.01046666667,8.48073333333,7.211,6.51842222222
407.90,6.9746,12.7279333333,8.48883333333,14.4535333333,8.33466666667,5.7778,4.01426666667,8.44653333333,7.1898,6.54246666667
408.26,6.9864,12.7385333333,8.48133333333,14.4524,8.32233333333,5.7908,4.05606666667,8.4802,7.19193333333,6.56571111111
408.62,7.0322,12.7601333333,8.5333,14.5009333333,8.33593333333,5.84533333333,4.11433333333,8.49200000001,7.228,6.61335555556
408.98,7.05806666667,12.7636666667,8.55273333333,14.5210666667,8.34786666667,5.86366666667,4.15326666667,8.47026666666,7.24626666667,6.65373333334
409.34,7.07353333333,12.7244666667,8.54703333334,14.5135333333,8.30686666667,5.8644,4.1642,8.4384,7.23186666667,6.64822222222
409.70,7.00526666667,12.619,8.45343333334,14.4342666667,8.1904,5.78326666667,4.12406666667,8.3536,7.12186666667,6.57022222222
410.06,7.07446666667,12.6176666667,8.49043333334,14.4686666667,8.206,5.84586666667,4.16353333333,8.3912,7.15853333333,6.6136
410.42,7.10913333334,12.5922,8.51773333333,14.4954666667,8.22733333333,5.88346666666,4.21226666667,8.41866666667,7.2136,6.66993333333
410.77,7.11606666667,12.5816666667,8.51230000001,14.5083333333,8.21453333333,5.90526666667,4.23986666667,8.43219999999,7.2458,6.70868888889
411.13,7.08486666667,12.5304,8.46690000001,14.4873333333,8.14746666667,5.87546666667,4.19146666666,8.39866666667,7.2236,6.69853333333
411.49,7.05066666667,12.52,8.42346666667,14.4681333334,8.12053333333,5.8494,4.13253333333,8.35713333333,7.22106666667,6.70815555555
411.85,7.0056,12.4547333333,8.37379999999,14.4257333333,8.0654,5.81446666667,4.10193333333,8.3238,7.157,6.65644444444
412.21,6.97033333333,12.4271333333,8.33886666666,14.3931333333,8.02393333333,5.80246666667,4.05926666667,8.25766666667,7.12246666667,6.63237777778
412.57,6.91926666667,12.3601333333,8.24360000001,14.3279333333,7.95346666667,5.7516,3.9898,8.19333333333,7.04386666667,6.57626666667
412.92,6.8522,12.2859333333,8.1685,14.2583333333,7.8458,5.70066666667,3.94213333334,8.1398,6.97246666667,6.52964444444
413.28,6.805,12.2354,8.13263333334,14.2373333333,7.78773333333,5.6886,3.9174,8.1028,6.92673333333,6.50331111111
413.64,6.831,12.2218666667,8.13319999999,14.2246,7.81113333333,5.70173333333,3.9292,8.10126666667,6.9518,6.54566666667
414.00,6.82093333333,12.2454,8.12569999999,14.2192666667,7.79826666667,5.71353333333,3.95646666667,8.0984,6.94306666667,6.55915555555
414.36,6.8072,12.2004666667,8.05156666666,14.2101333333,7.73706666667,5.6922,3.9388,8.06066666667,6.88506666667,6.52695555556
414.72,6.79213333333,12.136,8.0017,14.1508666667,7.69506666667,5.67193333334,3.91233333334,7.9922,6.85073333333,6.49991111111
415.07,6.78593333333,12.1322,7.9842,14.1161333333,7.69653333333,5.66693333333,3.93253333333,7.96086666667,6.828,6.49804444445
415.43,6.80533333333,12.0692666667,7.97656666667,14.0945333333,7.65086666667,5.6618,3.96153333333,7.93126666667,6.81753333333,6.4772
415.79,6.77313333333,12.0152,7.93946666667,14.0427333333,7.58386666667,5.63153333333,3.92426666667,7.843,6.77473333333,6.4492
416.15,6.7416,11.9493333333,7.89783333333,13.9904666666,7.53026666667,5.60326666667,3.885,7.7936,6.72726666667,6.41924444445
416.51,6.75573333333,11.9223333333,7.92073333334,13.9877333333,7.51713333333,5.6398,3.90133333333,7.80126666667,6.7416,6.44524444444
416.86,6.8052,11.9382,7.94936666667,14.0218666667,7.55393333333,5.68773333333,3.92493333333,7.8256,6.7814,6.47282222222
417.22,6.83366666667,11.9021333333,7.92020000001,14.0077333334,7.54493333333,5.7032,3.93726666667,7.80386666667,6.77993333333,6.48066666667
417.58,6.84893333333,11.8918,7.92603333334,14.0305333333,7.53733333333,5.72413333333,3.94813333334,7.7902,6.7854,6.48624444444
417.94,6.854,11.8322666667,7.8882,14.0024,7.4904,5.71086666667,3.94246666667,7.75166666667,6.7614,6.48115555556
418.29,6.86933333334,11.8129333333,7.90590000001,13.9736,7.49766666667,5.73226666667,3.95206666667,7.74653333333,6.75426666667,6.49984444444
418.65,6.89773333333,11.8239333333,7.94033333333,13.9948666667,7.53253333333,5.76526666667,3.99906666667,7.77266666667,6.77053333333,6.53522222222
419.01,6.875,11.7486666667,7.88953333333,13.9381333333,7.4694,5.72493333333,3.96026666667,7.73286666667,6.7204,6.49415555555
419.37,6.8624,11.7158666667,7.87010000001,13.9211333333,7.4462,5.73146666667,3.94826666667,7.715,6.69193333333,6.49433333333
419.73,6.884,11.6832,7.8546,13.9070666667,7.43406666667,5.74506666667,3.95626666667,7.72313333333,6.69506666667,6.50777777778
420.08,6.94586666667,11.6958,7.87449999999,13.9273333333,7.46346666667,5.7876,4.00906666667,7.74266666667,6.732,6.55268888889
420.44,6.9614,11.6905333333,7.8645,13.912,7.4492,5.78873333333,4.0268,7.7252,6.72293333333,6.56564444444
420.80,6.9456,11.6602,7.84606666666,13.881,7.40353333333,5.78306666667,4.02433333333,7.68926666667,6.68926666667,6.55415555555
421.16,6.9316,11.6298,7.83166666667,13.8613333333,7.37413333333,5.775,4.0186,7.67066666667,6.67726666667,6.54448888889
421.51,6.92406666667,11.6014666667,7.8101,13.8322,7.346,5.77506666667,4.02193333333,7.65426666667,6.66486666667,6.54813333333
421.87,6.9342,11.584,7.80166666667,13.8224666667,7.341,5.78666666667,4.02486666667,7.64406666667,6.65253333333,6.55235555555
422.23,6.93066666667,11.5620666667,7.78263333333,13.8090666667,7.30653333333,5.78633333333,4.02246666667,7.62686666667,6.64726666667,6.55771111111
422.58,6.92866666667,11.5307333333,7.75016666667,13.7934,7.27253333333,5.79546666667,4.0172,7.59813333333,6.62866666667,6.55642222222
422.94,6.93733333333,11.5043333333,7.73933333334,13.7762666667,7.26053333333,5.8216,4.0196,7.56733333333,6.62266666667,6.56164444445
423.30,6.94686666666,11.4873333333,7.71639999999,13.7578666667,7.24133333333,5.8148,4.0186,7.54513333333,6.61566666667,6.56177777778
423.66,6.9622,11.4989333333,7.73210000001,13.7714,7.25953333333,5.83606666667,4.0382,7.54313333333,6.6274,6.58733333333
424.01,6.955,11.4668,7.7064,13.7618666667,7.24086666667,5.83333333333,4.02573333333,7.5286,6.61893333333,6.57688888889
424.37,6.95293333333,11.4454666667,7.69083333333,13.7536666667,7.23793333333,5.83313333333,4.01966666667,7.51206666667,6.62053333333,6.57604444445
424.73,6.9694,11.4249333333,7.67730000001,13.7588,7.2454,5.8414,4.03393333333,7.5058,6.62746666667,6.58184444444
425.08,6.9846,11.4353333333,7.6664,13.7653333333,7.25173333333,5.86553333333,4.047,7.5072,6.63173333333,6.60968888889
425.44,6.9922,11.4046666667,7.64729999999,13.7468,7.2374,5.87013333333,4.03873333333,7.4886,6.61846666667,6.59464444444
425.80,6.97193333333,11.3723333333,7.624,13.7062666667,7.21126666667,5.86833333333,4.04053333333,7.45946666667,6.61513333333,6.59306666667
426.16,6.96793333333,11.3551333333,7.59033333333,13.6802,7.19346666667,5.8476,4.03386666667,7.42926666667,6.59653333333,6.58562222222
426.51,6.98913333333,11.3550666667,7.59169999999,13.6914,7.19926666667,5.84906666667,4.057,7.43873333333,6.61613333333,6.61304444445
426.87,7.00866666666,11.3678666667,7.60863333334,13.7182,7.20513333333,5.86573333333,4.08486666667,7.45906666667,6.6338,6.64775555555
427.23,7.01846666667,11.3605333333,7.60783333333,13.7095333333,7.19846666667,5.8884,4.11606666667,7.4656,6.63753333333,6.65848888889
427.58,7.03786666666,11.3556666667,7.59273333333,13.7192,7.19113333333,5.89806666667,4.1428,7.46613333333,6.63866666667,6.66782222222
427.94,7.0706,11.3714,7.63346666667,13.7312666667,7.208,5.94553333334,4.19906666667,7.4902,6.67493333333,6.71717777778
428.30,7.11706666667,11.3810666667,7.66013333333,13.7520666667,7.23386666667,5.97833333333,4.24346666667,7.5172,6.7078,6.75384444444
428.65,7.16673333333,11.3975333333,7.68393333333,13.7732,7.2574,6.02986666667,4.29433333333,7.5316,6.7432,6.81657777778
429.01,7.1876,11.3669333333,7.70706666667,13.7622666667,7.27266666667,6.04453333333,4.33106666667,7.54053333333,6.75793333333,6.8516
429.37,7.19066666667,11.3582,7.70413333334,13.769,7.27806666667,6.05213333333,4.33153333333,7.53826666667,6.76253333333,6.88173333333
429.72,7.20886666667,11.3622666667,7.703,13.7998,7.294,6.05913333333,4.33746666667,7.54826666666,6.76433333333,6.90673333333
430.08,7.21386666667,11.3190666667,7.70813333334,13.7944,7.295,6.075,4.35486666667,7.5414,6.7694,6.91237777778
430.44,7.19733333333,11.2623333333,7.68486666666,13.7563333333,7.27353333333,6.0622,4.31993333333,7.49146666667,6.74766666667,6.89055555556
430.79,7.2094,11.2317333333,7.66579999999,13.7357333333,7.28726666667,6.0724,4.33666666667,7.4752,6.75666666667,6.90882222222
431.15,7.2238,11.1931333333,7.65556666667,13.7252666667,7.27553333333,6.0672,4.30386666667,7.44666666667,6.74026666667,6.91346666667
431.50,7.23773333333,11.1630666667,7.65630000001,13.696,7.27113333333,6.07,4.30813333333,7.4248,6.73966666667,6.91971111111
431.86,7.20133333333,11.1114666667,7.59973333333,13.6546,7.21626666667,6.0288,4.25893333333,7.37026666667,6.681,6.88702222222
432.22,7.15653333333,11.0322666667,7.5212,13.5845333333,7.14893333333,5.9926,4.21813333333,7.30293333333,6.618,6.85424444444
432.57,7.11166666667,10.9725333333,7.46523333333,13.5046,7.09313333333,5.93773333333,4.16013333333,7.24246666667,6.56406666667,6.80677777778
432.93,7.10186666667,10.9526666667,7.43313333334,13.4831333333,7.06653333333,5.92046666667,4.13786666667,7.20593333333,6.54293333333,6.78217777778
433.29,7.1128,10.9454666667,7.44126666667,13.4793333333,7.058,5.93713333333,4.15653333333,7.2036,6.54386666667,6.80257777778
433.64,7.11473333333,10.909,7.42346666667,13.4635333333,7.0408,5.9216,4.15506666667,7.1804,6.52206666667,6.7844
434.00,7.1078,10.8933333333,7.41013333334,13.4388,7.02286666667,5.90053333333,4.1408,7.1522,6.5052,6.77942222222
434.35,7.09086666667,10.8819333333,7.38326666667,13.4176666667,6.99693333333,5.887,4.1386,7.13553333333,6.4864,6.77088888889
434.71,7.0602,10.8494666667,7.35203333333,13.3846,6.94533333333,5.86406666667,4.10593333333,7.10913333333,6.4476,6.74164444444
435.07,7.07353333334,10.8672666667,7.36043333334,13.3913333333,6.9648,5.87546666667,4.1292,7.13686666667,6.47046666667,6.76662222222
435.42,7.05426666666,10.8332,7.32930000001,13.3790666667,6.9458,5.8738,4.12133333333,7.12373333333,6.45853333333,6.7666
435.78,7.05493333333,10.8057333333,7.31836666667,13.3778,6.9346,5.8826,4.13253333333,7.10366666667,6.45093333333,6.76428888889
436.13,7.03833333333,10.7788,7.30110000001,13.3698666667,6.91406666667,5.8588,4.10886666667,7.0662,6.4282,6.73913333333
436.49,7.04746666667,10.7655333333,7.29449999999,13.3822,6.91706666667,5.86626666667,4.117,7.07353333333,6.4302,6.75751111111
436.84,7.06286666667,10.7632,7.2996,13.3866,6.9098,5.8808,4.12093333333,7.07193333333,6.43446666667,6.7668
437.20,7.06726666667,10.7474666667,7.27056666667,13.3525333333,6.908,5.88246666667,4.11653333333,7.04673333333,6.42066666667,6.74651111111
437.56,7.06053333333,10.7310666667,7.25966666667,13.3328666667,6.9022,5.88393333334,4.1032,7.02713333333,6.42506666667,6.74675555556
437.91,7.08853333333,10.7403333333,7.27446666667,13.354,6.91826666667,5.93193333334,4.1282,7.04653333333,6.4572,6.77226666667
438.27,7.08066666666,10.6971333333,7.25546666667,13.3359333333,6.89866666667,5.9198,4.10966666667,7.02533333333,6.42693333333,6.75357777778
438.62,7.099,10.6828666667,7.25586666666,13.3448,6.91093333333,5.9246,4.12066666667,7.02713333333,6.444,6.76315555556
438.98,7.11173333333,10.6576,7.25800000001,13.3356666667,6.909,5.93393333333,4.137,7.00633333333,6.45066666667,6.78133333333
439.33,7.10853333333,10.6394,7.26203333334,13.3114666667,6.9018,5.9256,4.1208,6.97726666667,6.43353333333,6.78213333333
439.69,7.1054,10.6189333333,7.2463,13.2772,6.8982,5.91373333334,4.11106666667,6.95653333333,6.4322,6.79528888889
440.04,7.1436,10.6244666667,7.27206666667,13.29,6.915,5.944,4.14573333333,6.9808,6.4578,6.82235555556
440.40,7.14053333333,10.602,7.27176666667,13.2722666667,6.91693333333,5.9434,4.14533333333,6.9746,6.44273333333,6.81362222222
440.75,7.12433333333,10.5566,7.24456666667,13.2364,6.9064,5.9298,4.1398,6.9516,6.42586666667,6.81957777778
441.11,7.1202,10.5266666667,7.24366666667,13.2273333333,6.89293333333,5.91366666667,4.14286666667,6.93886666667,6.417,6.82371111111
441.47,7.11686666667,10.4838,7.22579999999,13.1933333333,6.8834,5.9092,4.14053333334,6.91886666667,6.4,6.82602222222
441.82,7.09233333333,10.4413333333,7.18706666666,13.1529333333,6.85293333333,5.88213333333,4.113,6.88593333333,6.36173333333,6.80873333333
442.18,7.1052,10.4271333334,7.18029999999,13.1306,6.84713333333,5.87966666667,4.11133333333,6.86866666667,6.35886666667,6.82244444444
442.53,7.10126666667,10.4062,7.17096666667,13.1008666667,6.8408,5.8838,4.10813333333,6.8504,6.346,6.82104444444
442.89,7.07586666666,10.3758,7.14170000001,13.0651333333,6.8078,5.8758,4.08646666666,6.8196,6.31346666667,6.79708888889
443.24,7.0952,10.3654,7.13173333333,13.0704666667,6.8008,5.88193333333,4.09126666667,6.82273333333,6.31533333333,6.79682222222
443.60,7.09426666666,10.3535333333,7.13416666667,13.0764,6.7916,5.88626666666,4.08833333333,6.82006666667,6.30293333333,6.79393333333
443.95,7.09313333333,10.3467333333,7.1222,13.0444,6.78693333333,5.8918,4.09386666667,6.8126,6.29646666667,6.81542222222
444.31,7.06606666667,10.3100666667,7.07180000001,13.0116,6.74306666667,5.87033333333,4.064,6.77553333333,6.2696,6.80006666667
444.66,7.0872,10.316,7.07886666667,13.0144,6.74046666667,5.87573333333,4.0706,6.77766666667,6.2746,6.80488888889
445.02,7.09306666667,10.2929333333,7.05120000001,12.9968666667,6.73086666667,5.8846,4.07066666667,6.78553333333,6.28246666667,6.81084444445
445.37,7.12166666666,10.3162666667,7.07153333334,13.0082666667,6.7298,5.91213333333,4.0914,6.817,6.30146666667,6.83246666667
445.72,7.12706666667,10.3121333333,7.06593333334,12.9981333333,6.735,5.91486666667,4.10533333334,6.81326666667,6.291,6.83566666667
446.08,7.10606666667,10.3005333333,7.04513333333,12.9734,6.7084,5.9146,4.10386666667,6.79666666667,6.2774,6.82106666667
446.43,7.12633333333,10.3050666667,7.0557,12.9755333333,6.71873333333,5.9196,4.11673333333,6.79906666667,6.2908,6.83751111111
446.79,7.1166,10.2802,7.04009999999,12.9536,6.70706666667,5.91033333333,4.1118,6.7844,6.26746666667,6.83391111111
447.14,7.08793333333,10.2505333333,7.01056666666,12.9082666667,6.68213333333,5.89513333333,4.108,6.75813333333,6.25013333333,6.82173333333
447.50,7.08973333333,10.2347333333,6.99583333334,12.8841333333,6.67746666667,5.8922,4.1268,6.75106666667,6.2542,6.82271111111
447.85,7.086,10.2046,6.97649999999,12.8785333333,6.66713333333,5.8912,4.1216,6.744,6.24366666667,6.8104
448.21,7.09973333333,10.1971333333,6.98296666666,12.8746,6.66533333333,5.89646666667,4.1424,6.74473333333,6.2444,6.82155555556
448.56,7.08653333333,10.1658,6.9693,12.8462666667,6.6502,5.89033333333,4.13453333333,6.72386666667,6.22386666667,6.80815555555
448.92,7.0824,10.1638,6.97966666667,12.8498666667,6.64373333333,5.8776,4.13746666666,6.69713333333,6.21546666667,6.81446666667
449.27,7.06006666667,10.1270666667,6.95116666666,12.8205333333,6.62686666667,5.85686666667,4.12793333333,6.66353333333,6.1858,6.79204444444
449.62,7.05433333334,10.1049333333,6.94783333333,12.8125333333,6.6062,5.84986666667,4.13113333333,6.6438,6.18353333333,6.78562222222
449.98,7.06846666667,10.0861333333,6.95896666666,12.8206,6.61733333333,5.85613333333,4.133,6.65086666667,6.18373333333,6.79684444444
450.33,7.06073333333,10.042,6.92280000001,12.7994666667,6.59026666667,5.835,4.1086,6.61066666667,6.15513333333,6.78695555556
