wavelength,Back_CorCucm,Belly_CorCucm,Breast_CorCucm,Crissum_CorCucm,Crown_CorCucm,DorTail_CorCucm,Patch10_CorCucm,Rump_CorCucm,Throat_CorCucm,WingTip_CorCucm
217.46,11.4464000001,6.54100000006,-14.5283,-16.2264666667,-55.0942666667,-11.6981333333,-37.4841333333,8.05033333334,8.17600000005,38.7422222222
217.83,6.17286666673,-5.18526666667,-26.9753333333,-22.3456666667,-65.5556666667,-17.4074666667,-42.0990000001,-6.79006666673,4.93826666667,33.9917111111
218.21,6.46166666667,-1.53846666667,-17.1794666667,-16.1024666667,-53.9487333333,-10.4614,-32.6154000001,-0.20520000006,10.0512,33.4018222222
218.59,3.99993333333,-3.23819999998,-8.38073333332,-16.1904666667,-45.7142666667,-10.9524,-30.9524666667,3.99999999998,14.1904666667,34.9841777778
218.97,-0.57979999998,-3.28506666667,-10.0967333333,-18.0676666667,-52.0772666667,-12.9468,-30.8211999999,2.02893333334,13.5266,33.6554
219.34,-26.5454666667,-23.6364666667,-35.9394,-45.8182,-86.909,-39.8787999999,-49.0909999999,-13.2121333333,-5.21219999999,18.2624444445
219.72,-15.7078,-12.5113333333,-17.9451333333,-28.8584,-62.1005333333,-21.5526666667,-28.7670666666,-1.27853333334,4.20093333334,23.0137555556
220.10,-1.14279999999,-2.57146666669,-5.80953333332,-15.5237333333,-53.5238666667,-10.3808,-16.5714666667,6.95239999998,18.0952666667,33.9047333333
220.47,-23.1516,-24.7271333333,-22.9697,-42.0606666667,-92.4849333332,-33.3332666667,-44.0,-9.8182,4.60606666667,23.3535777778
220.85,-20.9722666667,-25.8334666667,-27.2223333334,-41.8055333333,-102.361133333,-31.6666,-39.1665999999,-6.94439999998,12.0834,28.2406666667
221.23,-12.9524,-35.2380666666,-36.3809666665,-52.762,-129.523733333,-40.1904666667,-45.7143333333,-6.28573333334,12.3810666667,41.7142
221.61,-38.5965333334,-54.3861333334,-74.3858,-80.7017333333,-248.421066667,-62.8070666666,-75.7894666666,-13.3333999999,16.1403333334,69.4736000001
221.98,-12.4242666667,-1.51506666681,-24.9998999999,-26.9696666667,-167.272666667,-29.0908666667,-40.3029999999,31.5151999999,26.3636666667,82.1210222223
222.36,-24.2858,-15.9523333335,-34.6428666667,-25.0,-129.523866667,-41.4284666666,-39.0475999999,-0.47620000014,6.42853333334,41.9047111111
222.74,-146.666733333,-137.2222,-195.0,-145.5556,-378.889,-182.777666667,-189.999933333,-111.111133333,-89.9998666667,9.81466666646
223.11,-166.666666666,-172.666666667,-241.333333333,-178.0,-426.666666667,-230.0,-283.333333333,-146.0,-104.666666667,7.1111111112
223.49,-113.8462,-131.794933334,-177.179466667,-133.333466667,-350.7692,-154.871733333,-252.820466667,-130.256333333,-90.2564666666,7.35051111098
223.87,-341.904733333,-309.523733333,-448.5715,-320.000066667,-714.285733334,-386.666666667,-593.333399999,-361.904733333,-274.285666667,-87.9364000001
224.24,-362.666666667,-319.333333333,-433.333333333,-334.666666667,-594.0,-394.0,-521.333333333,-374.0,-311.333333333,-148.666666667
224.62,-373.9394,-340.606133333,-459.393933333,-323.6364,-556.9698,-413.939466667,-510.302933333,-366.666733333,-333.939466667,-162.828111111
225.00,-1773.3334,-1606.6666,-1990.0,-1473.33326667,-2326.66666667,-1868.88893333,-2293.33326667,-1711.111,-1775.55553333,-949.629600001
225.38,-201.190466667,-176.428666667,-205.9525,-154.047533333,-242.619,-187.619133333,-251.9048,-169.5238,-180.9524,-116.587333333
225.75,-198.4946,-173.7634,-195.9141,-153.978466667,-233.3334,-185.3762,-239.999866667,-166.666666667,-175.053666667,-121.0754
226.13,-148.2052,-139.6582,-143.504266667,-121.538533333,-184.102533333,-138.632533333,-182.735,-129.914533333,-124.444466667,-94.1879999999
226.51,-95.119,-87.8571333333,-83.8095,-83.6904,-115.9524,-79.5238666666,-111.785733333,-75.4760666667,-73.6904666667,-53.6110666667
226.88,-53.0268,-45.977,-43.9846333333,-44.6743333333,-67.0498666667,-41.6860666667,-65.8238,-37.2412666667,-37.4713333333,-26.0536
227.26,-20.0478666667,-18.3212,-14.0767666667,-16.4988666667,-27.6258666667,-13.1894666667,-27.434,-10.5036,-13.0454666667,-4.78035555556
227.64,-14.3137333333,-13.3333333333,-7.39223333333,-8.50986666667,-14.3922,-6.86286666667,-17.6471333333,-4.54899999999,-7.64693333333,0.758044444434
228.01,-12.3212,-12.9493333333,-5.51500000001,-8.97033333334,-11.5534,-5.96866666668,-15.9162,-4.71213333333,-6.49213333333,1.79157777777
228.39,-6.39886666667,-6.84526666667,0.059533333334,-4.256,-4.61313333333,-0.178733333332,-10.0595333333,0.26786666668,-0.684533333328,5.23808888889
228.76,-4.74306666667,-5.63886666668,0.158000000001,-3.13586666666,-2.18713333333,0.3162,-8.24766666667,1.15940000001,1.71266666666,6.00786666666
229.14,-4.8826,-4.76526666667,0.234833333333,-2.51166666667,-1.291,0.516333333332,-6.59633333333,1.05626666666,2.41786666667,5.89980000001
229.52,-3.48673333333,-3.94740000001,0.372833333335,-1.6008,-0.219466666668,-0.021866666668,-4.27613333334,-0.153533333333,1.71046666667,6.07475555556
229.89,-3.80953333333,-4.72046666666,-0.352066666668,-1.6978,-0.0206666666666,-1.1802,-4.55486666667,-1.65626666666,0.869599999993,4.87915555555
230.27,-6.1682,-6.58366666667,-2.21183333333,-3.1568,-0.996800000001,-3.34366666667,-5.77366666666,-4.04986666667,-1.55760000001,3.36442222222
230.65,-7.92613333335,-8.90333333333,-5.32016666667,-5.01606666667,-2.975,-6.40606666667,-9.3812,-7.66553333334,-4.77733333334,1.6937111111
231.02,-5.51193333333,-7.0806,-3.14816666667,-2.37473333333,-0.261466666666,-3.9652,-6.6448,-5.904,-4.00873333333,3.90717777778
231.40,-14.5740666667,-15.6690666667,-12.7860333333,-10.5109333334,-9.3186,-12.1168,-15.3527333334,-14.7688,-12.6278666667,-2.46546666667
231.78,-14.4906,-15.5725333333,-12.6163,-11.6729333333,-10.5157333333,-12.6290666667,-15.6478666667,-14.4906,-12.8554666667,-2.95182222222
232.15,-11.7603333333,-12.7839333333,-10.5492,-9.58806666666,-8.73906666667,-10.8613333333,-11.8851333333,-11.186,-10.9613333333,-1.31488888888
232.53,-10.3168666667,-12.2432,-8.85943333333,-8.94793333333,-6.66666666666,-10.4944666667,-9.40426666668,-10.5703333333,-10.3168,-0.44791111112
232.90,-9.98666666667,-12.7756666666,-8.28686666667,-10.4118,-7.5696,-11.4476,-9.37566666667,-13.6522,-11.9522666667,-2.01864444444
233.28,-6.98153333333,-10.1575333333,-6.48306666667,-7.27033333334,-4.93439999999,-8.45126666666,-6.4042,-11.3123333333,-9.23873333333,-0.638622222224
233.66,-7.16926666667,-9.25926666667,-5.58203333333,-7.32813333332,-5.44973333333,-6.32273333333,-7.14286666667,-11.6931333333,-9.31213333333,-0.246977777774
234.03,-4.59413333333,-7.44046666667,-2.27216666667,-5.81773333333,-3.146,-2.447,-5.56819999999,-7.34093333333,-7.26586666667,1.93935555556
234.41,-2.36253333334,-5.42693333333,-0.4327,-3.71919999999,-1.87133333333,-0.608199999998,-4.53793333333,-3.71933333334,-5.07593333333,3.45424444443
234.78,0.087733333334,-2.56566666667,3.6402,0.943066666669,0.921133333332,2.43406666667,-2.0176,0.131533333332,-2.23693333333,5.20473333335
235.16,0.189200000001,-2.62880000001,4.20613333333,0.0842,0.652066666673,3.344,-1.1358,0.126133333336,-1.6404,4.53575555556
235.54,1.7374,-1.29293333333,7.12129999999,2.16153333333,2.909,4.68686666666,1.2322,2.58593333333,0.0001333333346,5.01677777777
235.91,-2.20866666667,-4.9488,4.18186666667,0.449866666666,0.4704,2.12673333334,-2.0452,-0.756600000001,-2.65833333333,2.0516888889
236.29,-7.72033333333,-10.2938,-0.212666666667,-2.91793333333,-3.62726666666,-0.810599999999,-8.02426666667,-5.53193333333,-7.03146666667,-2.32355555556
236.66,-8.30299999999,-10.1818666667,-1.2223,-2.72726666667,-4.14146666667,0.20193333334,-8.404,-5.87886666666,-6.68679999999,-2.24253333333
237.04,-5.03246666667,-5.10680000001,2.6741,1.81993333333,0.371400000001,3.84413333332,-4.28966666667,-0.780066666667,-2.78566666668,1.39266666667
237.41,-6.55946666667,-7.02413333334,1.23306666667,-0.679200000002,-0.839933333335,2.05546666666,-6.43420000001,-2.57386666667,-4.34306666667,0.375355555554
237.79,-6.61519999999,-7.01046666666,0.4209,-0.842,-0.223333333332,1.13413333334,-6.6152,-2.52573333333,-4.2782,0.584000000001
238.17,-4.63253333334,-5.14540000001,0.957233333333,0.7008,1.29926666666,2.66673333333,-4.10246666667,-1.624,-3.12813333333,1.85195555556
238.54,-0.203933333333,-0.486333333334,4.1099,4.56473333333,5.86666666666,7.26273333334,0.643199999999,1.83526666667,0.768533333334,5.62608888889
238.92,-0.382600000001,-0.780066666665,2.9875,3.87053333333,5.06253333333,7.18179999999,0.559200000001,1.1184,0.794733333332,5.59246666666
239.29,-0.587133333335,-1.0762,1.81693333333,3.56393333333,4.79379999999,5.38073333333,-0.950533333331,0.153733333331,-0.0278666666666,5.25028888889
239.67,0.547133333333,0.216266666669,2.21376666667,3.82966666667,5.50886666667,6.89566666667,-0.178200000001,0.636133333335,1.33586666667,6.15784444445
240.04,1.48793333333,0.818800000003,2.20866666667,3.3794,5.49020000001,6.97799999999,0.334466666667,0.888066666666,1.49933333333,5.64762222222
240.42,4.09386666667,3.95093333333,4.57383333333,5.56393333333,7.30986666666,8.40213333333,2.9096,3.56306666667,4.2472,7.34051111111
240.79,4.19133333333,4.0216,4.57563333333,5.5406,6.89000000001,8.14126666667,2.98486666667,3.61033333334,3.7802,7.17626666667
241.17,3.26906666667,2.755,3.16866666667,4.09646666667,5.9196,7.30919999999,1.66273333333,2.6024,2.5462,6.26248888889
241.54,4.71653333333,4.4782,4.58643333333,5.48206666667,7.46120000001,8.79013333333,3.2214,4.3048,3.95086666667,7.63204444444
241.92,5.08513333333,4.84473333333,4.76153333333,5.5588,7.80773333333,9.07579999999,3.59713333333,4.9784,4.4044,7.61879999999
242.29,4.07953333333,4.39053333333,4.179,5.1058,7.36313333333,8.41426666666,3.09086666667,4.43406666667,4.11693333333,6.91962222222
242.67,2.88566666667,3.2002,3.0973,4.11366666667,6.2856,7.47733333333,1.9178,3.32733333333,3.08526666667,6.08182222221
243.05,2.76393333333,2.98346666667,2.83213333333,3.9264,6.48873333333,7.34873333334,1.9394,3.47573333333,2.84693333333,6.10724444445
243.42,3.25613333334,3.72513333333,3.43353333333,4.53206666667,7.05586666667,8.00573333333,2.8898,4.2632,3.65086666667,6.71044444445
243.80,2.90173333333,3.65126666667,2.99553333333,4.6508,6.9278,7.52973333333,2.62346666667,4.2078,3.055,6.57953333333
244.17,3.11926666667,3.79766666667,3.21653333333,5.02633333333,7.52286666667,7.8732,2.66326666667,4.51486666667,3.15826666667,7.08177777778
244.55,2.50266666667,3.0656,2.48366666667,4.31693333333,7.12566666667,7.20760000001,2.07646666667,3.81966666667,2.2952,6.37168888889
244.92,2.55406666666,3.36726666667,2.7677,4.48786666667,7.54759999999,7.09399999999,1.97013333333,4.22206666667,2.6584,6.38
245.30,3.25293333333,3.97853333333,3.6327,5.2398,8.24446666665,7.81113333333,3.28233333333,4.86473333333,3.3796,7.13742222222
245.67,3.29953333333,3.98926666667,3.65343333333,5.21526666667,8.22626666667,7.82526666668,3.45733333333,4.74646666667,3.47533333334,7.23453333333
246.05,2.98086666667,3.5416,3.45693333333,4.90626666666,7.75106666666,7.36346666667,3.20346666667,4.1846,3.11686666667,6.98546666666
246.42,3.12593333333,3.3862,3.57466666667,4.819,7.7376,7.28506666667,3.03566666667,4.1854,3.09946666667,6.98964444444
246.79,3.13086666667,3.28866666667,3.57526666666,4.72026666667,7.48033333334,7.06146666667,2.997,4.11946666667,3.03826666667,6.81204444444
247.17,3.31266666667,3.44953333333,3.749,4.78413333333,7.38646666667,7.12533333333,3.10246666667,4.10573333333,3.236,6.77726666667
247.54,3.04993333333,3.1632,3.5049,4.52713333333,7.31333333333,7.02826666667,2.918,3.93566666667,3.0192,6.70853333333
