wavelength,Back_ConLeuf,Belly_ConLeuf,Breast_ConLeuf,Crissum_ConLeuf,Crown_ConLeuf,DorTail_ConLeuf,Patch10_ConLeuf,Patch11_ConLeuf,Rump_ConLeuf,Throat_ConLeuf,WingTip_ConLeuf
593.47,12.0648888889,40.26775,29.8208333333,26.5008888889,10.4806666666,9.479,13.9345555555,20.1141111111,17.4042222222,33.7772222222,9.30211111111
593.80,12.0187777778,40.25,29.8273333333,26.4321111111,10.427,9.4965,13.898,20.0239444445,17.321,33.8078888889,9.25088888889
594.14,12.0297777778,40.32125,29.9261666667,26.4984444444,10.4716666667,9.54572222223,13.9292222222,20.0512222222,17.3387777778,33.8667777778,9.30455555556
594.48,11.9803333334,40.3765,29.8941666667,26.42,10.4303333333,9.49138888889,13.9075555555,19.9758333333,17.2902222222,33.9123333333,9.26066666667
594.81,11.9638888889,40.439,29.9323333333,26.4341111111,10.3965555556,9.48666666667,13.9076666667,19.9688888889,17.2532222222,33.9384444445,9.28522222222
595.15,11.9547777778,40.459,29.9308333333,26.4571111111,10.4074444445,9.48616666667,13.9364444444,19.9347222222,17.2207777778,33.8985555556,9.279
595.49,11.9334444445,40.488,29.9331666666,26.4084444444,10.4014444444,9.50588888889,13.989,19.9089444444,17.1698888889,33.9414444444,9.25833333333
595.82,11.8858888889,40.45425,29.9036666667,26.3754444444,10.3602222222,9.49822222222,13.9847777778,19.8757777778,17.1384444445,33.9016666667,9.25733333333
596.16,11.8762222222,40.496,29.8723333333,26.3857777778,10.3857777778,9.49877777778,13.9895555556,19.8509444445,17.1502222222,33.941,9.28866666667
596.50,11.7755555556,40.388,29.7861666667,26.3228888889,10.2977777778,9.44338888889,13.9012222222,19.765,17.0942222222,33.8233333333,9.16911111111
596.83,11.7781111111,40.4035,29.7753333333,26.3608888889,10.2843333334,9.48783333333,13.9021111111,19.7888888889,17.1182222222,33.8843333333,9.16288888889
597.17,11.7643333333,40.3425,29.7768333333,26.3256666667,10.2666666667,9.49672222222,13.9082222222,19.7907777778,17.0971111111,33.9153333333,9.18155555555
597.51,11.8124444444,40.367,29.8305,26.4664444444,10.2913333334,9.54272222222,13.9873333333,19.8652222222,17.1383333333,33.996,9.26066666667
597.84,11.7991111111,40.36125,29.77,26.4485555556,10.2436666667,9.51716666667,13.9162222222,19.8527222222,17.0965555556,34.002,9.19422222222
598.18,11.7672222222,40.2645,29.7066666667,26.4412222222,10.2277777778,9.53988888889,13.8718888889,19.8653333333,17.0857777778,33.9248888889,9.18222222222
598.52,11.8027777778,40.28925,29.7401666667,26.472,10.2492222222,9.5758888889,13.9127777778,19.8777777778,17.1643333333,33.9684444445,9.18644444445
598.85,11.75,40.287,29.6911666666,26.3898888889,10.1622222222,9.56077777777,13.8826666667,19.8728888889,17.1253333333,33.9782222222,9.10622222222
599.19,11.7125555556,40.291,29.7108333334,26.4163333333,10.1071111111,9.51444444443,13.8464444444,19.9003333333,17.134,33.9873333333,9.046
599.53,11.6577777778,40.321,29.7043333333,26.43,10.0614444444,9.48283333333,13.7953333333,19.8932222222,17.124,33.9648888889,8.943
599.86,11.5785555556,40.24,29.6933333333,26.383,9.97600000002,9.4903888889,13.7775555555,19.909,17.083,33.9244444444,8.90466666667
600.20,11.6353333333,40.28725,29.7573333333,26.4067777778,10.0134444444,9.49266666667,13.8026666667,19.978,17.1275555556,33.9837777778,8.98888888889
600.53,11.6398888889,40.33225,29.7821666667,26.3806666667,10.0362222222,9.45894444443,13.8187777778,20.048,17.1312222222,33.9911111111,9.03033333333
600.87,11.6521111111,40.45875,29.8876666666,26.428,10.1004444445,9.5183888889,13.842,20.1290555555,17.2115555556,34.0753333333,9.10144444445
601.21,11.6263333333,40.43475,29.8525,26.2517777778,10.104,9.50516666667,13.8183333333,20.0992222222,17.1781111111,33.9485555556,9.08611111111
601.54,11.6561111111,40.49675,29.9053333333,26.2466666667,10.1336666667,9.56205555557,13.8867777778,20.1427777778,17.2582222222,33.9732222222,9.18155555555
601.88,11.6588888889,40.54225,29.9941666667,26.2703333333,10.1583333333,9.60766666667,13.945,20.1601111111,17.2697777778,33.9888888889,9.21866666667
602.21,11.6423333334,40.53875,29.9751666666,26.2047777778,10.1257777778,9.62566666667,13.9322222222,20.1755,17.2441111111,33.9494444444,9.21744444445
602.55,11.641,40.498,29.9923333333,26.204,10.1625555556,9.58083333333,13.9152222222,20.141,17.2468888889,33.9138888889,9.30277777778
602.88,11.6317777778,40.42825,29.9511666666,26.1641111111,10.2005555556,9.65433333333,13.9316666667,20.1035,17.2323333333,33.8322222222,9.37988888889
603.22,11.6328888889,40.44175,29.9333333333,26.1523333333,10.1828888889,9.62755555557,13.9415555556,20.0913888889,17.2046666667,33.8508888889,9.41066666667
603.56,11.6691111111,40.44325,29.9553333333,26.1374444444,10.2046666667,9.64066666667,13.9522222222,20.0892777778,17.1983333333,33.8383333333,9.40488888889
603.89,11.6521111111,40.44275,29.949,26.1326666667,10.1942222222,9.63338888889,13.9235555556,20.0782777778,17.1507777778,33.8254444444,9.38833333333
604.23,11.6177777778,40.44225,29.9186666667,26.1355555556,10.1552222222,9.60061111111,13.892,19.9880555555,17.1016666667,33.7903333333,9.32866666666
604.56,11.5895555556,40.366,29.8755,26.085,10.1141111111,9.56061111111,13.8518888889,19.9271111111,17.033,33.7732222222,9.29322222222
604.90,11.5625555556,40.41975,29.8846666666,26.1251111111,10.1036666667,9.55183333333,13.8247777778,19.9320555556,17.0454444444,33.8475555556,9.26788888889
605.23,11.4908888889,40.361,29.8056666666,26.0665555556,10.0455555556,9.53177777778,13.736,19.8506666667,16.9406666666,33.7843333333,9.22011111111
605.57,11.4923333333,40.33875,29.7975,26.0302222222,10.0564444445,9.57466666667,13.7504444445,19.8640555555,16.9543333334,33.794,9.22455555556
605.90,11.4692222222,40.273,29.7703333333,26.0372222222,10.0418888889,9.58461111111,13.7061111111,19.8213333333,16.8821111111,33.7705555556,9.21677777778
606.24,11.4971111111,40.25075,29.7848333333,26.0387777778,10.0878888889,9.67683333333,13.757,19.866,16.8708888889,33.807,9.22244444444
606.58,11.5273333333,40.297,29.8183333334,26.0538888889,10.0702222222,9.67577777777,13.7722222222,19.8843333333,16.9142222222,33.92,9.20133333333
606.91,11.542,40.23275,29.8538333333,26.0745555556,10.1034444444,9.6986111111,13.7544444445,19.9248333333,16.9423333333,33.9276666667,9.22366666667
607.25,11.5128888889,40.19475,29.8191666667,26.0565555556,10.0811111111,9.65944444443,13.7125555555,19.919,16.955,33.9343333333,9.23933333333
607.58,11.412,40.0565,29.6758333333,25.9437777778,9.98044444446,9.64227777777,13.6471111111,19.8308888889,16.8782222222,33.9142222222,9.18288888889
607.92,11.4423333333,40.05825,29.7331666666,25.943,9.99966666667,9.71416666667,13.6621111111,19.8942222222,16.94,34.0144444445,9.26666666667
608.25,11.3668888889,39.94525,29.6516666667,25.8455555556,9.90566666668,9.66127777777,13.5915555556,19.8714444445,16.8844444445,33.9355555556,9.17955555555
608.59,11.3758888889,39.9175,29.7068333333,25.8636666667,9.91422222222,9.72433333333,13.646,19.9597777778,16.9066666666,33.961,9.24033333333
608.92,11.4776666667,39.88375,29.7445,25.8475555556,9.96066666668,9.7603888889,13.7635555556,20.0764444444,16.9647777778,34.005,9.29022222222
609.26,11.4947777778,39.892,29.7308333333,25.8636666667,9.92533333334,9.75622222223,13.7457777778,20.1271111111,16.9446666667,34.0467777778,9.28222222222
609.59,11.5015555556,39.86375,29.7488333333,25.8333333333,9.92922222223,9.7786111111,13.7395555556,20.2361111111,17.0136666667,34.1065555556,9.275
609.93,11.5438888889,39.856,29.7526666667,25.9033333333,9.96500000001,9.83272222223,13.8104444444,20.3394444444,17.0776666667,34.149,9.31388888889
610.26,11.5361111111,39.875,29.6936666666,25.9113333333,9.96033333334,9.83944444443,13.783,20.3691111111,17.0421111111,34.1248888889,9.28955555556
610.60,11.5722222222,39.82025,29.6376666666,25.8504444444,9.96622222222,9.8985,13.8166666667,20.414,17.0187777778,34.1364444444,9.31788888889
610.93,11.6084444445,39.86625,29.6605,25.9237777778,9.97511111111,9.97966666667,13.8634444444,20.4934444445,17.06,34.2288888889,9.34733333333
611.27,11.7667777778,39.93675,29.8158333333,26.0472222222,10.0727777778,10.0699444444,13.9746666667,20.6887777778,17.2193333333,34.332,9.44411111111
611.60,11.7251111111,39.86225,29.786,26.0706666667,10.0217777778,10.0287222222,13.9608888889,20.7297222222,17.161,34.3008888889,9.43366666667
611.93,11.816,39.90175,29.882,26.206,10.08,10.1478333333,14.0556666667,20.8797222222,17.2694444444,34.3993333333,9.52455555556
612.27,11.7757777778,39.891,29.8108333334,26.1936666667,10.0433333333,10.0874444444,13.9982222222,20.8761666667,17.2341111111,34.4025555555,9.47611111111
612.60,11.6947777778,39.849,29.8285,26.2191111111,10.026,10.097,13.9422222222,20.8586111111,17.2012222222,34.417,9.439
612.94,11.574,39.797,29.747,26.1555555556,9.96611111111,9.97794444443,13.8538888889,20.7284444445,17.1083333333,34.3298888889,9.38266666666
613.27,11.4852222222,39.7935,29.6296666666,26.0647777778,9.91866666668,9.89166666667,13.7928888889,20.5856666667,16.99,34.2596666667,9.30388888889
613.61,11.3458888889,39.74275,29.5285,25.9585555556,9.79177777779,9.74605555557,13.6586666667,20.4397222222,16.8848888889,34.2371111111,9.19266666667
613.94,11.389,39.68425,29.5795,25.9823333333,9.83122222223,9.76933333333,13.6868888889,20.4566666667,16.8888888889,34.2515555556,9.26544444445
614.28,11.3477777778,39.7365,29.601,25.98,9.77755555556,9.69633333333,13.669,20.4236666667,16.8827777778,34.2894444444,9.22044444445
614.61,11.3303333333,39.675,29.575,25.8971111111,9.77544444445,9.69822222223,13.5701111111,20.3507222222,16.8205555555,34.2132222222,9.18044444444
614.94,11.2334444444,39.64975,29.4915,25.8284444444,9.72055555555,9.63016666667,13.492,20.2573888889,16.7043333333,34.163,9.098
615.28,11.2182222222,39.65925,29.507,25.8002222222,9.70722222222,9.64722222223,13.5004444444,20.2286111111,16.7023333333,34.164,9.058
615.61,11.2057777778,39.8465,29.5118333333,25.7624444444,9.74977777777,9.65944444443,13.5264444445,20.1918333333,16.6685555556,34.2044444444,9.107
615.95,11.2875555556,39.77425,29.5481666666,25.7137777778,9.77177777778,9.72927777777,13.5397777778,20.1626111111,16.6526666667,34.1733333333,9.15588888889
616.28,11.3118888889,39.8145,29.5368333333,25.7655555556,9.72599999999,9.72144444443,13.5823333333,20.166,16.6913333333,34.208,9.177
616.61,11.3821111111,39.734,29.6103333333,25.8308888889,9.76411111111,9.79472222223,13.6267777778,20.2662777778,16.7882222222,34.2987777778,9.25144444445
616.95,11.4578888889,39.8105,29.7423333333,25.9234444444,9.77844444445,9.83105555557,13.6612222222,20.3298333333,16.8635555556,34.3738888889,9.33722222222
617.28,11.5666666666,39.8395,29.877,25.9808888889,9.81322222223,9.91983333333,13.6783333333,20.3839444444,16.9051111111,34.4437777778,9.40766666667
617.62,11.5383333333,39.86725,29.833,25.9522222222,9.80322222222,9.97477777777,13.6877777778,20.3617777778,16.9207777778,34.3867777778,9.37988888889
617.95,11.5465555555,39.949,29.9235,25.9472222222,9.87300000001,10.0357222222,13.6814444444,20.4092222222,16.9948888889,34.4584444445,9.41888888889
618.28,11.5088888889,39.8885,29.8995,25.8833333333,9.85600000001,10.0381666667,13.7242222222,20.4346111111,16.9426666667,34.4616666667,9.38388888889
618.62,11.5273333333,39.918,29.9825,25.8966666667,9.84455555556,10.072,13.7807777778,20.4497222222,16.9547777778,34.4957777778,9.387
618.95,11.5181111111,39.9155,29.9045,25.818,9.86955555557,10.1504444444,13.7767777778,20.4518333333,16.9736666667,34.5174444444,9.377
619.28,11.508,39.7365,29.842,25.8263333333,9.84166666668,10.1593888889,13.7172222222,20.3859444445,16.9688888889,34.4514444445,9.30933333333
619.62,11.4556666667,39.70925,29.8028333334,25.7983333333,9.82033333334,10.1800555556,13.7153333333,20.3805,17.0088888889,34.4858888889,9.26444444444
619.95,11.3813333333,39.618,29.7603333333,25.7264444444,9.76477777777,10.1668333333,13.6146666667,20.3122222222,16.9394444444,34.4111111111,9.24
620.28,11.4408888889,39.7515,29.7918333333,25.715,9.81144444444,10.2805555556,13.6598888889,20.3625,16.954,34.4998888889,9.27255555556
620.62,11.5036666667,39.824,29.8171666666,25.7516666667,9.89099999999,10.3665555556,13.7534444445,20.4591666667,17.0145555555,34.5416666667,9.31955555556
620.95,11.4088888889,39.731,29.6998333333,25.5808888889,9.80666666668,10.311,13.6965555556,20.3918888889,16.9375555556,34.4361111111,9.25033333333
621.28,11.3128888889,39.69275,29.6821666666,25.4865555556,9.73300000001,10.2508888889,13.6571111111,20.3300555556,16.8475555556,34.4863333333,9.22344444444
621.62,11.2098888889,39.6015,29.6036666666,25.5187777778,9.58844444443,10.2151666667,13.5622222222,20.276,16.722,34.3713333333,9.16144444444
621.95,11.1595555556,39.59825,29.5685,25.4644444444,9.57033333332,10.1769444444,13.5406666667,20.2274444444,16.7037777778,34.3364444444,9.15811111111
622.28,11.1271111111,39.573,29.4791666667,25.3935555556,9.57966666667,10.1806111111,13.5015555556,20.1818333333,16.708,34.2901111111,9.21633333333
622.62,11.139,39.58825,29.6083333333,25.4458888889,9.66266666668,10.1661666667,13.5091111111,20.2161111111,16.7436666667,34.3747777778,9.292
622.95,11.156,39.7145,29.6931666667,25.4101111111,9.64422222222,10.1238888889,13.5623333333,20.2576666667,16.7548888889,34.4065555556,9.29011111111
623.28,11.1542222222,39.74575,29.7385,25.4768888889,9.64800000001,10.0846111111,13.5516666667,20.2559444444,16.7186666667,34.395,9.31344444444
623.62,11.2428888889,39.95025,29.8643333334,25.5782222222,9.82077777778,10.1711666667,13.6312222222,20.3305,16.7847777778,34.5252222222,9.40188888889
623.95,11.2338888889,39.9935,29.885,25.6098888889,9.85377777778,10.1647222222,13.6506666667,20.3261111111,16.7692222222,34.4702222222,9.397
624.28,11.143,39.863,29.7873333333,25.5498888889,9.75511111111,10.1522222222,13.5644444445,20.2581666667,16.6931111111,34.4133333333,9.32944444444
624.62,11.1141111111,39.85625,29.825,25.5855555556,9.77744444443,10.1751666667,13.5923333333,20.2689444445,16.7,34.3721111111,9.37233333333
624.95,11.1417777778,39.809,29.8983333333,25.6928888889,9.80300000001,10.1918888889,13.5698888889,20.2684444445,16.7154444444,34.3675555556,9.40966666667
625.28,11.1933333333,39.807,29.893,25.6751111111,9.89744444445,10.2057777778,13.6478888889,20.2774444444,16.8003333333,34.4033333333,9.47366666667
625.61,11.2144444444,39.88425,30.0038333333,25.7312222222,9.90322222223,10.19,13.656,20.3023888889,16.8012222222,34.4612222222,9.49288888889
625.95,11.2488888889,39.90375,30.0603333333,25.7085555556,9.94011111112,10.2133333333,13.6757777778,20.3142222222,16.7893333333,34.4443333333,9.51288888889
626.28,11.2343333333,39.872,29.973,25.7022222222,9.87588888889,10.2002777778,13.7251111111,20.2801666667,16.7521111111,34.3868888889,9.47933333334
626.61,11.2946666667,39.8395,29.972,25.7825555556,9.9311111111,10.3088333333,13.7601111111,20.3215,16.7937777778,34.4081111111,9.57211111111
626.94,11.2987777778,39.7745,29.9295,25.7234444444,9.95855555555,10.3261111111,13.8042222222,20.3181666667,16.8244444444,34.4116666667,9.59833333333
627.28,11.2911111111,39.66775,29.8713333333,25.7022222222,9.92722222221,10.3462222222,13.8353333333,20.3022777778,16.8131111111,34.3607777778,9.61733333335
627.61,11.2917777778,39.661,29.9045,25.6983333333,9.8901111111,10.3446666667,13.8881111111,20.2961666667,16.8216666667,34.4231111111,9.61011111111
627.94,11.3511111111,39.72875,29.9695,25.76,9.96099999999,10.3564444444,13.96,20.3161666667,16.8726666667,34.4361111111,9.68966666668
628.27,11.4417777778,39.80375,30.028,25.8844444444,10.0427777778,10.4594444444,14.0431111111,20.4198333333,16.9741111111,34.5486666667,9.79133333334
628.61,11.4893333333,39.81725,30.0056666667,25.7941111111,10.0608888889,10.5260555556,14.1108888889,20.5271666667,17.0332222222,34.5438888889,9.8328888889
628.94,11.484,39.8105,30.0606666667,25.7875555556,10.0552222222,10.5435,14.1093333333,20.5481111111,17.024,34.5322222222,9.83822222222
629.27,11.51,39.73975,29.9768333333,25.8125555556,10.0767777778,10.6086666667,14.1212222222,20.5864444444,17.0604444444,34.5113333333,9.89144444443
629.60,11.5311111111,39.83525,29.9921666667,25.9144444444,10.0752222222,10.7020555556,14.1825555555,20.6771666667,17.1201111111,34.6113333333,9.92277777779
629.94,11.5853333333,39.8555,30.0468333334,25.9292222222,10.082,10.7606111111,14.1387777778,20.71,17.168,34.6298888889,10.0192222222
630.27,11.5127777778,39.83375,30.0151666666,25.9111111111,10.0205555556,10.6623333333,14.0553333333,20.6797222222,17.119,34.5867777778,9.94344444446
630.60,11.5671111111,39.903,30.0456666666,25.9585555556,10.0325555556,10.7055555556,14.0392222222,20.7286111111,17.085,34.6102222222,9.9978888889
630.93,11.514,39.917,29.9968333334,25.9407777778,9.94122222221,10.6352222222,13.9707777778,20.7211111111,17.0488888889,34.5977777778,9.96233333333
631.26,11.48,39.82325,29.8978333334,25.8773333333,9.87411111112,10.5885,13.8495555556,20.6511111111,16.9866666667,34.4742222222,9.95333333332
631.60,11.5086666667,39.80325,29.9126666666,25.8871111111,9.88355555554,10.6517222222,13.8773333333,20.6618888889,16.9982222222,34.4998888889,9.99466666666
631.93,11.5018888889,39.84725,29.9325,25.9012222222,9.92566666666,10.697,13.8863333333,20.6223888889,16.9912222222,34.5237777778,10.0241111111
632.26,11.4786666667,39.869,30.023,25.9525555556,9.92699999999,10.622,13.8167777778,20.5341111111,16.9728888889,34.5614444445,10.0201111111
632.59,11.5525555556,39.905,30.0218333334,25.9248888889,9.93033333332,10.7113333333,13.8746666667,20.5730555556,16.9873333333,34.63,10.1111111111
632.92,11.5845555556,39.836,30.118,25.9851111111,9.97866666668,10.7805555556,13.9462222222,20.5732222222,17.0185555556,34.6562222222,10.1548888889
633.26,11.544,39.74025,30.0736666667,25.9606666667,9.96477777777,10.7478888889,13.9228888889,20.4961666667,16.9575555555,34.5695555556,10.151
633.59,11.4937777778,39.71375,30.0108333333,25.8903333333,9.91566666667,10.7316111111,13.8941111111,20.4425555556,16.8507777778,34.5252222222,10.0667777778
633.92,11.4755555556,39.7525,30.0256666667,25.8384444444,9.88744444443,10.7712222222,13.8903333333,20.3848333333,16.8361111111,34.5526666667,10.1125555556
634.25,11.444,39.759,30.0433333333,25.859,9.87788888888,10.7652777778,13.8854444444,20.3399444444,16.84,34.5598888889,10.1208888889
634.58,11.4797777778,39.7995,30.0906666667,25.8856666667,9.93377777779,10.7879444444,13.918,20.3512222222,16.8825555555,34.5564444445,10.12
634.91,11.5061111111,39.86025,30.1355,25.9562222222,9.99955555557,10.8141111111,13.9981111111,20.4233333333,16.9406666667,34.6408888889,10.1873333333
635.25,11.4312222222,39.8005,30.1198333333,25.9483333333,9.94522222222,10.7396666667,13.9421111111,20.3902777778,16.8611111111,34.6503333333,10.1353333333
635.58,11.3702222222,39.70275,29.9798333334,25.7146666667,9.79177777778,10.6107222222,13.8604444444,20.353,16.7611111111,34.5584444444,10.0413333333
635.91,11.3721111111,39.788,29.953,25.7472222222,9.75444444443,10.6492777778,13.9047777778,20.3553888889,16.7463333334,34.5801111111,10.047
636.24,11.3217777778,39.7205,29.9361666666,25.7781111111,9.7428888889,10.5985555556,13.8557777778,20.3508333333,16.7623333333,34.5412222222,9.94633333335
636.57,11.3182222222,39.90475,29.9535,25.8204444444,9.74933333333,10.6005,13.8794444444,20.3875555556,16.8206666667,34.6346666667,9.95455555555
636.90,11.4291111111,39.9785,30.0853333334,25.919,9.81122222221,10.6892222222,13.9518888889,20.4961666667,16.9722222222,34.825,10.0931111111
637.23,11.5178888889,40.1495,30.2291666667,26.0875555556,9.92844444446,10.8047777778,14.0808888889,20.6368888889,17.177,34.9143333333,10.1386666667
637.56,11.5967777778,40.13975,30.2663333333,26.1188888889,10.0033333333,10.8167222222,14.0994444445,20.7589444444,17.2598888889,34.9424444445,10.2317777778
637.90,11.6618888889,40.184,30.2728333334,26.0698888889,10.0435555556,10.878,14.2061111111,20.8333333333,17.3297777778,34.9772222222,10.2455555555
638.23,11.6672222222,40.12575,30.2973333334,26.0012222222,10.0598888889,10.9741666667,14.2116666667,20.8618333333,17.33,35.0402222222,10.2858888889
638.56,11.6743333334,40.08,30.3055,26.0441111111,10.058,11.0274444444,14.1887777778,20.8857222222,17.4111111111,35.1175555555,10.272
638.89,11.7165555556,40.159,30.3408333333,26.0167777778,10.0775555555,11.0856111111,14.1914444445,20.9821111111,17.5306666667,35.1296666667,10.2553333333
639.22,11.7802222222,40.2765,30.4835,26.2721111111,10.1397777778,11.1627222222,14.2143333333,21.035,17.6612222222,35.21,10.3162222222
639.55,11.8553333333,40.21125,30.4515,26.278,10.1615555556,11.2279444444,14.2071111111,21.0828888889,17.7216666666,35.1801111111,10.3137777778
639.88,11.8978888889,40.32475,30.543,26.4038888889,10.155,11.3155,14.2883333333,21.1331666667,17.7326666667,35.2137777778,10.4194444444
640.21,11.941,40.23975,30.5138333334,26.3356666667,10.1025555556,11.3041666667,14.3012222222,21.1123888889,17.6871111111,35.2096666667,10.4281111111
640.54,11.8542222222,40.205,30.407,26.2934444444,10.0234444444,11.2426666667,14.2543333333,21.1127777778,17.6254444444,35.1045555556,10.2611111111
640.87,11.9084444444,40.043,30.3588333333,26.2561111111,10.073,11.2376666667,14.2487777778,21.1675555556,17.645,35.0756666667,10.3357777778
641.20,11.8824444445,40.1195,30.3788333334,26.1976666667,10.0964444444,11.3208888889,14.3431111111,21.1854444444,17.6773333333,35.1618888889,10.3004444444
641.53,11.86,40.2055,30.489,26.3397777778,10.052,11.4200555556,14.2725555556,21.1772222222,17.621,35.216,10.3408888889
641.87,11.8481111111,40.19325,30.4773333333,26.3451111111,9.92333333333,11.2935555556,14.2668888889,21.1866111111,17.6347777778,35.1937777778,10.3306666667
642.20,11.7692222222,40.22375,30.4306666667,26.1434444444,9.84455555555,11.2666111111,14.2126666667,21.1461111111,17.5517777778,35.0747777778,10.2981111111
642.53,11.7461111111,40.23725,30.4133333334,26.1096666667,9.87266666667,11.29,14.2278888889,21.0915,17.5093333333,35.093,10.3567777778
642.86,11.791,40.12075,30.3885,26.0685555556,9.92588888888,11.3566111111,14.2337777778,21.0906666667,17.5212222222,35.1751111111,10.4148888889
643.19,11.6416666667,40.0935,30.2855,26.0827777778,9.80711111112,11.3006666667,14.1865555555,21.0955,17.4354444444,35.1974444445,10.421
643.52,11.6802222222,40.1505,30.2958333334,25.9764444444,9.89344444443,11.3368888889,14.2496666667,21.1373333333,17.4922222222,35.257,10.4935555556
643.85,11.6513333333,40.228,30.2996666667,25.9668888889,9.91933333334,11.3674444444,14.1984444445,21.1652777778,17.4773333333,35.268,10.5201111111
644.18,11.6286666667,40.12875,30.315,25.8364444444,9.87333333333,11.3265,14.1401111111,21.1281111111,17.4033333333,35.2731111111,10.5155555555
644.51,11.5803333334,40.176,30.3328333333,25.7558888889,9.7628888889,11.2658333333,14.0693333333,20.9928333333,17.2696666667,35.2404444444,10.508
644.84,11.5668888889,40.05475,30.3916666667,25.8574444444,9.74,11.1447777778,14.039,20.9137777778,17.2146666667,35.2252222222,10.5185555556
645.17,11.6418888889,40.0315,30.4183333333,25.8693333333,9.84100000001,11.1453888889,14.0694444445,21.0032777778,17.3281111111,35.2875555555,10.5983333333
645.50,11.7812222222,40.09275,30.5055,25.9685555556,10.0683333334,11.3666666667,14.1991111111,21.0538333333,17.4592222222,35.382,10.7407777778
645.83,11.7573333333,40.01875,30.534,26.023,10.1385555556,11.3693888889,14.1527777778,20.9762222222,17.4313333333,35.3873333333,10.7383333333
646.16,11.7683333333,39.9635,30.502,25.9972222222,10.1493333333,11.3956111111,14.1551111111,20.9703888889,17.4077777778,35.3762222222,10.8424444444
646.49,11.6892222222,39.9055,30.4988333333,25.8703333333,10.1102222222,11.3101666667,14.1631111111,20.9418888889,17.2914444444,35.2098888889,10.7933333334
646.82,11.8248888889,39.9025,30.645,25.889,10.2913333333,11.3873888889,14.2416666667,21.0711111111,17.4163333333,35.1744444445,10.8846666667
647.15,11.7892222222,39.77525,30.5353333333,25.9088888889,10.2497777778,11.3901666667,14.16,20.9303333333,17.3305555556,35.0964444445,10.8173333333
647.48,11.8318888889,39.7935,30.5413333333,25.9223333333,10.2475555556,11.4365555556,14.1701111111,20.9687222222,17.3886666667,35.1354444445,10.859
647.81,11.8062222222,39.84075,30.5706666667,25.9435555556,10.303,11.3883888889,14.1827777778,20.9592222222,17.4168888889,35.1072222222,10.8234444445
648.14,11.7431111111,39.79225,30.5448333333,25.9903333333,10.2412222222,11.3484444444,14.1126666667,20.9654444445,17.4258888889,35.1042222222,10.7493333333
648.47,11.6948888889,39.8165,30.4738333334,25.8024444444,10.2175555556,11.3423888889,14.0466666667,20.9736666667,17.4124444444,35.1145555555,10.6941111111
648.80,11.615,39.71275,30.3938333333,25.6948888889,10.171,11.2980555556,13.9242222222,20.9457777778,17.3863333333,35.0208888889,10.6132222222
649.13,11.403,39.70775,30.243,25.5263333333,10.0161111111,11.1420555556,13.7573333333,20.8805555555,17.2642222222,34.8846666667,10.4212222222
649.46,11.2874444444,39.62875,30.1771666667,25.4968888889,9.87399999999,10.9153888889,13.6963333333,20.9177777778,17.1411111111,34.7862222222,10.2856666667
649.79,11.109,39.49125,30.101,25.3893333333,9.68522222221,10.6937222222,13.5446666667,20.7703333333,16.9634444445,34.6507777778,10.058
650.11,11.0588888889,39.5435,30.048,25.4102222222,9.64688888889,10.6364444444,13.4185555555,20.7617777778,16.9555555556,34.6242222222,9.99222222221
650.44,10.9143333333,39.4725,29.9493333333,25.2812222222,9.5401111111,10.5311666667,13.3196666667,20.6021111111,16.854,34.5796666667,9.84577777779
650.77,10.796,39.4695,29.9345,25.1555555556,9.47166666667,10.4419444444,13.2267777778,20.5377222222,16.7932222222,34.538,9.76422222222
651.10,10.6987777778,39.276,29.8396666667,25.0221111111,9.356,10.3062777778,13.0572222222,20.4058888889,16.6537777778,34.2655555556,9.60555555556
651.43,10.6478888889,39.248,29.77,25.0361111111,9.28955555555,10.3637222222,13.0331111111,20.3399444444,16.5614444445,34.2405555556,9.73400000001
651.76,10.483,39.1535,29.6333333334,24.8524444444,9.22777777778,10.3173333333,13.0194444444,20.2379444445,16.4685555556,34.2162222222,9.69233333334
652.09,10.4295555555,38.9455,29.5378333334,24.855,9.11144444444,10.2586666667,12.98,20.1557222222,16.3622222222,34.1206666667,9.64533333333
652.42,10.3306666667,38.8795,29.507,24.7456666667,9.03622222222,10.1785555556,12.9928888889,20.0937777778,16.2751111111,34.0298888889,9.59099999999
652.75,10.3464444444,38.74275,29.4948333334,24.7377777778,8.98133333333,10.1529444444,12.9427777778,20.0098888889,16.2047777778,33.976,9.62422222222
653.08,10.4724444444,38.82225,29.5518333334,24.8028888889,9.03288888889,10.2924444444,13.0263333333,20.0047777778,16.2774444444,34.1426666667,9.76677777777
653.41,10.4688888889,38.82625,29.5276666667,24.8872222222,8.999,10.3593888889,13.0465555556,20.0049444444,16.2946666667,34.1341111111,9.79977777777
653.74,10.5663333333,38.909,29.7101666667,24.9897777778,9.05644444445,10.5374444444,13.2317777778,20.0685555556,16.3885555556,34.2922222222,9.892
654.06,10.6152222222,39.0055,29.7608333333,25.0823333333,9.12611111111,10.6083333333,13.2955555556,20.1004444444,16.4205555556,34.476,9.94722222224
654.39,10.7,38.93325,29.7981666667,25.1457777778,9.18555555556,10.6192222222,13.3846666667,20.2045555556,16.4485555556,34.5124444444,9.99411111111
654.72,10.7447777778,39.10475,29.9023333334,25.2492222222,9.2741111111,10.7749444444,13.5732222222,20.3361111111,16.5263333333,34.7316666667,10.0727777778
