wavelength,Back_DubTaem,Belly_DubTaem,Breast_DubTaem,Crissum_DubTaem,Crown_DubTaem,DorTail_DubTaem,Patch10_DubTaem,Patch11_DubTaem,Rump_DubTaem,Throat_DubTaem,WingTip_DubTaem
311.85,7.23873333333,9.24566666666,8.6521,6.57593333333,14.0100666667,6.67733333333,22.0192666667,4.89966666667,8.53513333334,3.24493333333,6.4622
312.22,7.46333333333,9.56253333334,8.9415,6.84596666667,14.314,6.85216666667,22.4072666666,5.2806,8.8136,3.5188,6.6932
312.59,7.48566666667,9.56130000001,8.91353333333,6.8014,14.3313333333,6.64123333333,22.5943333333,5.24426666667,8.72253333333,3.43866666667,6.50826666667
312.96,7.5306,9.71493333334,8.9679,6.85923333333,14.4652666667,6.57733333333,22.7868666667,5.2002,8.78280000001,3.44466666667,6.45386666667
313.33,8.063,10.2751333333,9.48546666667,7.38313333333,15.0889333333,6.96343333333,23.413,5.5726,9.20033333334,3.98013333333,6.82293333333
313.70,7.8494,10.1066333333,9.36586666667,7.23673333333,15.0504,6.76316666667,23.3096666667,5.3918,8.9674,3.8796,6.53193333333
314.07,7.84626666667,10.2641666667,9.49463333333,7.24336666667,15.2945333333,6.82766666667,23.6106666667,5.46266666667,8.95686666666,3.9926,6.50133333333
314.43,7.5592,10.0333,9.1695,7.011,15.1456,6.46206666667,23.4678,5.16826666667,8.69533333333,3.79953333333,6.10406666667
314.80,7.38873333333,10.0304,9.079,6.8972,15.1976666667,6.25376666667,23.475,5.07446666667,8.58093333333,3.6064,5.96866666667
315.17,7.48353333333,10.2541333333,9.23250000001,6.96466666667,15.4222666667,6.29253333333,23.7324,5.20613333333,8.62219999999,3.54953333333,5.9812
315.54,7.69753333333,10.5067,9.49036666667,7.06026666667,15.6232,6.41423333333,24.0286666667,5.36106666667,8.69926666666,3.66886666667,6.05533333333
315.91,7.64133333333,10.4855333333,9.47343333333,6.98033333333,15.6301333333,6.32436666667,24.0854666667,5.24273333333,8.57693333333,3.5128,5.9274
316.28,7.3902,10.2116666667,9.16423333334,6.61013333333,15.4342666667,5.9073,23.87,4.76633333333,8.20313333334,3.11873333333,5.58733333333
316.64,7.5276,10.4383333333,9.37069999999,6.88543333333,15.6795333333,6.1129,24.0104,4.84146666667,8.41633333334,3.215,5.78786666667
317.01,7.78693333333,10.6264,9.58456666667,7.02626666667,15.8419333333,6.21723333333,24.28,5.1208,8.59793333334,3.29933333333,5.84966666667
317.38,7.61673333333,10.5692333333,9.43960000001,6.83753333333,15.7096,6.046,24.2020666667,5.06186666667,8.58699999999,2.99893333333,5.7548
317.75,7.59973333333,10.6521666667,9.50106666667,6.77116666667,15.8280666667,6.00446666667,24.4822666666,5.00146666667,8.6604,2.76866666667,5.7358
318.12,7.60946666667,10.4409666667,9.33196666667,6.4538,15.5798666667,5.75726666667,24.3795333333,4.66553333333,8.45920000001,2.38233333333,5.41966666667
318.49,7.8748,10.7882,9.70916666666,6.68076666667,15.9162666667,5.99853333333,24.7243333333,4.90546666667,8.81653333333,2.5788,5.68633333333
318.85,8.2348,11.1479,10.0042333333,6.95783333333,16.1464,6.1145,25.1254,5.12526666667,9.16266666667,2.80506666667,5.804
319.22,8.2354,11.1388,9.95613333334,6.923,16.109,5.92113333333,25.0226,5.01433333333,9.25453333333,2.84093333333,5.75573333333
319.59,8.30753333333,11.2424,10.0784,7.00313333333,16.3425333333,5.775,25.1393333334,4.94933333333,9.3766,2.76793333333,5.7606
319.96,8.337,11.3375666667,10.1612333333,7.0297,16.4952,5.78886666667,25.402,4.89653333333,9.45399999999,2.83306666667,5.77213333333
320.32,8.51200000001,11.6988666667,10.4602,7.24856666667,16.781,5.9944,25.7128,5.16626666667,9.74646666668,3.0734,6.0078
320.69,8.65700000001,11.9517333333,10.7947,7.2683,17.0907333333,6.05066666667,25.9106,5.36546666667,9.91226666667,3.233,6.18426666667
321.06,8.60959999999,11.948,10.9179666667,7.09333333333,17.1685333333,6.04843333333,25.9938,5.27306666667,9.82706666667,3.2044,6.24313333333
321.43,8.55440000001,11.9306666667,10.8503333333,6.87866666667,17.2934666667,5.97696666667,26.1227333333,5.0688,9.60840000001,3.13693333334,6.0724
321.80,8.88740000001,12.3179666667,11.1538,7.13146666667,17.5311333333,6.18543333333,26.2969333333,5.31966666667,9.77386666667,3.49553333333,6.41673333333
322.16,9.0882,12.6071666667,11.4893,7.38076666667,17.9478,6.32923333333,26.4361333333,5.58333333333,10.0143333333,3.73106666667,6.71773333333
322.53,9.02653333334,12.5568333333,11.3902,7.1721,17.9678666667,6.235,26.4301333333,5.401,9.79679999999,3.40113333333,6.60193333333
322.90,8.91119999999,12.5681333333,11.2944333333,7.09246666667,17.9895333333,6.2751,26.3303333333,5.46866666667,9.55053333333,3.35593333334,6.59
323.27,8.78406666667,12.5948,11.3182333333,6.99076666667,18.0233333333,6.21743333333,26.5064666667,5.39973333333,9.34733333333,3.28033333333,6.44306666667
323.63,8.67199999999,12.6982666667,11.3290333333,6.95106666667,17.9331333333,6.31036666667,26.5584666667,5.41873333333,9.26873333333,3.33726666667,6.42793333333
324.00,8.52740000001,12.7155333333,11.2927333333,6.9847,18.0356666666,6.1806,26.554,5.36926666667,9.16153333333,3.1816,6.39053333333
324.37,8.54573333333,12.6137666667,11.3206,7.02556666667,18.103,6.20266666667,26.6437333333,5.263,9.12573333333,3.06733333333,6.32533333333
324.74,8.39913333333,12.4490333333,11.0484666667,6.8876,17.8310666667,5.95316666667,26.4862,5.05973333333,8.91813333333,2.7926,6.0102
325.10,8.56039999999,12.6645,11.1179,7.14853333333,18.0525333333,6.05656666667,26.6498666667,5.15673333333,9.07999999999,2.83066666667,6.00466666667
325.47,8.6178,12.7693333334,11.3105333333,7.43203333333,18.1239333333,6.202,26.7333333333,5.33833333333,9.23893333333,2.93066666666,6.1206
325.84,8.6048,12.8636666666,11.3904,7.46163333333,18.281,6.20033333333,26.9388666667,5.39066666667,9.32006666667,2.84993333333,6.05606666667
326.21,8.78646666666,13.1632666667,11.6066666667,7.6892,18.5788,6.3332,27.2236,5.672,9.52653333334,3.027,6.1732
326.57,8.9598,13.3931333333,11.8888333333,7.96526666667,18.8148,6.42173333333,27.5177333333,5.96066666667,9.71793333334,3.31266666667,6.24286666667
326.94,8.98173333333,13.4852666667,12.0379,8.00076666667,18.9168666666,6.4102,27.6722,5.8702,9.80519999999,3.26693333333,6.22806666667
327.31,9.11913333335,13.6097666667,12.1410333334,8.09333333334,18.9575333333,6.4924,27.7662666666,5.95373333333,9.93346666667,3.25586666667,6.31813333333
327.67,9.14886666668,13.5827333334,12.1316,8.04743333333,19.0388666667,6.3226,27.9005333333,5.8468,9.92533333332,3.09026666666,6.23186666667
328.04,9.29873333335,13.647,12.2008666667,8.10766666667,19.0054,6.39756666667,27.9803333333,5.96553333333,10.0499333333,3.19786666667,6.23133333333
328.41,9.62539999999,14.0234333333,12.5513666667,8.35979999999,19.3335333333,6.63316666667,28.346,6.34973333333,10.3259333333,3.46913333333,6.53993333333
328.78,9.71920000001,14.1366333333,12.6674333333,8.43136666667,19.5626666667,6.64496666667,28.6245333333,6.3718,10.3619333333,3.46673333333,6.6202
329.14,9.75446666666,14.1403333333,12.8389,8.46036666666,19.7228,6.69833333333,28.7318666667,6.43273333333,10.3843333333,3.55046666667,6.76353333333
329.51,9.83506666668,14.3213,12.9207,8.49673333333,19.8248666667,6.67776666667,28.8192666667,6.43413333333,10.4362,3.6196,6.7946
329.88,9.85273333333,14.2931333333,12.8906333333,8.42646666667,19.7595333333,6.6574,28.7438666667,6.38906666667,10.4028,3.64313333333,6.73446666667
330.24,9.7874,14.2894,12.8155,8.36253333334,19.6,6.60826666667,28.7668,6.30053333333,10.3076666667,3.52066666667,6.7294
330.61,9.98306666667,14.4766,13.0223,8.42593333333,19.7706666667,6.74556666667,28.9886,6.45066666667,10.554,3.57806666667,6.91833333333
330.98,9.99586666667,14.4711,13.0902,8.40956666667,19.7518,6.61776666667,29.0183333333,6.53506666667,10.5512666667,3.51126666667,6.8254
331.34,9.72720000001,14.3401333333,12.9882,8.19180000001,19.6152,6.2863,28.8015333333,6.30213333333,10.1974,3.24186666667,6.53226666667
331.71,9.76226666667,14.4524333333,13.1516666667,8.23996666667,19.7505333333,6.3824,28.7560666667,6.45026666667,10.1534666667,3.3482,6.6484
332.08,9.53533333334,14.3783666667,13.0761,8.01243333334,19.7787333333,6.16753333333,28.7321333333,6.18153333333,9.89426666667,3.1096,6.45193333334
332.44,9.51406666666,14.4481666667,13.1170333333,7.96603333333,19.8374666666,6.09283333333,28.7111333333,6.0702,9.86346666667,3.06026666667,6.379
332.81,9.7558,14.7491666667,13.3977333333,8.20653333333,20.1606666667,6.374,28.9779333333,6.3884,10.1742,3.3882,6.7272
333.18,9.78459999999,14.9320666667,13.4628666667,8.30286666666,20.2171333333,6.4497,29.0492,6.5684,10.303,3.49106666667,6.779
333.54,9.79060000001,14.9775,13.5039333333,8.39300000001,20.3537333333,6.45796666667,29.3221333333,6.6962,10.3412,3.45426666667,6.78006666667
333.91,9.75126666668,15.0233666667,13.5881666667,8.42553333334,20.4606,6.4288,29.3306,6.66673333333,10.2332666667,3.34026666667,6.69573333333
334.28,9.57993333332,14.9416,13.5290666667,8.30536666667,20.5064,6.30203333333,29.3160666667,6.48466666667,10.0485333333,3.2378,6.5544
334.64,9.54019999999,14.9812,13.5437,8.39103333333,20.5824666667,6.29533333333,29.4071333333,6.39426666667,9.93106666668,3.2316,6.45853333333
