wavelength,Back_ThrCypm,Belly_ThrCypm,Breast_ThrCypm,Crissum_ThrCypm,Crown_ThrCypm,DorTail_ThrCypm,Patch10_ThrCypm,Patch11_ThrCypm,Rump_ThrCypm,Throat_ThrCypm,WingTip_ThrCypm
534.18,20.1771333333,48.2806,38.9916,30.9004,21.3084,15.1033333333,22.3354,20.6367333333,25.6894666667,34.1868,7.37426666667
534.52,20.2125333333,48.2541333333,38.9762,30.9377333333,21.3292666667,15.1176666667,22.3225333333,20.5475333333,25.6865333333,34.2103333333,7.3832
534.87,20.2326,48.2516666667,38.9643333333,30.9838666667,21.3571333333,15.1177333333,22.3204,20.4414,25.6826666666,34.226,7.38013333333
535.21,20.3181333333,48.3311333333,39.0384666667,31.1008666667,21.4346,15.1801333333,22.3671333333,20.3955333333,25.7573333333,34.3417333333,7.4138
535.56,20.351,48.3588666667,39.0613333333,31.1650666667,21.4684,15.1998666667,22.3591333333,20.3138,25.7934,34.3966666667,7.44313333333
535.90,20.3865333333,48.3998,39.0869333333,31.2118666667,21.5114,15.2104666667,22.3682,20.2247333333,25.8181333333,34.4520666667,7.442
536.25,20.4235333334,48.4262,39.1028,31.2614666667,21.5671333333,15.2064666667,22.3668666667,20.1504,25.8415333333,34.4826666667,7.45566666667
536.59,20.4568,48.3861333334,39.0822,31.2932,21.5816666667,15.2102,22.3547333333,20.0491333334,25.8493333333,34.4786,7.46586666667
536.93,20.4924666667,48.4036666667,39.1024,31.3442666667,21.6378666667,15.2430666667,22.3642,19.9791333333,25.8801333333,34.4862,7.51913333333
537.28,20.5409333333,48.4198,39.1156,31.3674,21.6685333333,15.2336,22.3502666667,19.8916,25.8893333333,34.5311333333,7.50766666667
537.62,20.5761333333,48.372,39.1040666667,31.3943333333,21.7082666667,15.2342666667,22.3184666667,19.8048666667,25.8936,34.5656,7.52486666667
537.97,20.6002,48.3476,39.0916666667,31.4144666667,21.7581333333,15.2304,22.278,19.6978666667,25.8804666667,34.6035333333,7.54446666667
538.31,20.6363333333,48.3527333333,39.1015333333,31.4680666667,21.8173333333,15.2496666667,22.2562666667,19.5732,25.9028,34.6303333333,7.5648
538.65,20.629,48.2916666666,39.0954666667,31.4736666667,21.8007333334,15.2327333333,22.2068666667,19.4294,25.8943333333,34.6456,7.54726666667
539.00,20.6573333333,48.2731333334,39.087,31.5039333333,21.8134666667,15.2302,22.1817333333,19.3175333333,25.8876666667,34.6562666667,7.5656
539.34,20.6391333334,48.2110666667,39.0266666666,31.4876,21.7985333333,15.1822666667,22.1096,19.1762,25.8568,34.6357333333,7.52086666667
539.69,20.629,48.1512666667,38.9969333333,31.4906,21.7834,15.1583333333,22.0638,19.0748,25.828,34.6449333333,7.50186666667
540.03,20.6204666667,48.0906666666,38.9551333333,31.5016,21.7728,15.1588666667,22.0340666667,18.9686666667,25.8144,34.6487333333,7.49773333333
540.37,20.6170666667,48.0627333333,38.9515333333,31.5276666667,21.7808,15.1586666667,22.0178666667,18.9014,25.8026666667,34.6757333333,7.49506666667
540.72,20.6402,48.0690666667,38.9740666667,31.5694666667,21.7926,15.1582666667,22.0146666667,18.8420666667,25.8085333333,34.7432,7.4864
541.06,20.6775333333,48.1003333333,39.0085333333,31.6403333334,21.8374,15.1983333333,22.0334666667,18.8124,25.8370666667,34.8168666667,7.51506666667
541.40,20.7036666667,48.1136,39.0379333333,31.6941333333,21.8644666667,15.2263333333,22.0446666667,18.7723333333,25.8530666666,34.8503333333,7.5306
541.75,20.7377333333,48.1479333333,39.0593333333,31.7491333333,21.8777333333,15.2362666667,22.0637333333,18.7259333333,25.8689333333,34.8844666667,7.5314
542.09,20.7560666667,48.1639333333,39.0665333333,31.7784,21.8808666667,15.2204,22.0578,18.6742666667,25.8545333333,34.9091333333,7.5262
542.43,20.7926666667,48.2073333333,39.0834,31.8353333333,21.9312,15.238,22.0759333333,18.6396,25.8610666667,34.9638,7.5492
542.78,20.7834,48.1833333333,39.0602,31.8484666667,21.9214666667,15.2143333333,22.0406666667,18.5612,25.8314,34.9704,7.53226666667
543.12,20.8387333333,48.2013333333,39.0969333333,31.9186666667,21.9790666667,15.252,22.0754,18.5356666667,25.8487333333,35.029,7.58453333333
543.46,20.8766,48.2630666667,39.1323333333,31.9997333333,22.0233333333,15.2704,22.0868,18.4910666667,25.8690666667,35.0981333333,7.61226666667
543.81,20.9142,48.2956666667,39.1489333333,32.0427333333,22.0474,15.2714666666,22.0743333333,18.445,25.8632,35.1426,7.61346666667
544.15,20.9504,48.3295333333,39.1626666667,32.0918,22.0813333333,15.2716666667,22.0599333333,18.3892,25.8607333333,35.2069333333,7.63313333333
544.49,20.9583333333,48.2708666667,39.1214,32.1106,22.0793333333,15.2622,22.0246,18.3081333333,25.8233333333,35.1953333333,7.6498
544.84,20.9428666667,48.201,39.0658,32.1031333333,22.0467333333,15.2258666667,21.9575333333,18.2182,25.7659333333,35.1645333333,7.639
545.18,20.9615333333,48.1892666666,39.0502,32.133,22.0612,15.2192,21.9099333333,18.1564666667,25.7494666667,35.1898,7.63106666667
545.52,20.9904,48.1818,39.0621333333,32.1750666667,22.1,15.2520666667,21.8967333333,18.1194666667,25.7594666667,35.2457333333,7.65926666667
545.87,21.0200666667,48.1974666667,39.0669333333,32.2210666667,22.1376666667,15.2571333333,21.884,18.0794,25.7608,35.3051333333,7.6676
546.21,21.1055333333,48.2404,39.1172666667,32.3130666667,22.2052666667,15.3057333333,21.9023333333,18.0722666666,25.808,35.3884,7.72
546.55,21.1451333333,48.2518666667,39.1349333333,32.3666666666,22.2620666667,15.3225333333,21.8937333334,18.0422666667,25.8212666667,35.4544,7.7592
546.90,21.1808,48.3361333333,39.1902,32.4411333333,22.3068,15.3524,21.9059333333,18.0187333333,25.8418666667,35.5474666667,7.78193333333
547.24,21.2562,48.3415333333,39.2062,32.4956666667,22.381,15.4022,21.907,18.02,25.8644666667,35.607,7.8504
547.58,21.2880666667,48.3729333333,39.2277333333,32.5714666667,22.438,15.4262,21.9138,17.98,25.8646,35.6722666667,7.89413333333
547.92,21.3812,48.4773333333,39.2854,32.7145333333,22.5276666667,15.5048,21.9636666667,18.0042,25.9320666667,35.7744,7.97186666667
548.27,21.4411333333,48.5700666667,39.3238,32.8018,22.6034666667,15.5363333333,21.962,17.9871333333,25.9846666667,35.8922666667,8.0172
548.61,21.5091333333,48.6624666667,39.3818,32.9042666667,22.7113333333,15.6104,22.0100666667,17.9984666667,26.0389333333,36.0044,8.1068
548.95,21.5582666667,48.6721333333,39.3673333333,32.9613333333,22.7444,15.6203333333,22.0243333333,17.9748666667,26.0518,36.0722,8.17780000001
549.29,21.5797333334,48.6570666667,39.328,32.9942666667,22.7481333333,15.6168,21.9989333333,17.9240666667,26.0055333333,36.1068666667,8.21820000001
549.64,21.6153333333,48.6699333333,39.3417333333,33.0664666667,22.8044666667,15.6740666666,22.0134,17.8956666667,26.0373333333,36.1897333333,8.29299999999
549.98,21.618,48.6689333333,39.3074666667,33.0693333333,22.8034666667,15.6838,21.9658666667,17.8329333334,26.002,36.2272666667,8.31159999999
550.32,21.6244666667,48.5958666667,39.2286,33.0913333333,22.8228,15.7145333333,21.931,17.7842666667,25.9672666667,36.2290666667,8.3282
550.66,21.5961333333,48.4995333333,39.1826666666,33.1105333333,22.8097333333,15.7003333333,21.8554,17.7114,25.9135333333,36.233,8.29560000001
551.01,21.5551333333,48.4162666667,39.1238666667,33.1016666666,22.7736,15.6702,21.7908666667,17.6033333333,25.8724666667,36.2108,8.26499999999
551.35,21.5962,48.3974666667,39.1036666666,33.1373333333,22.7879333333,15.7051333333,21.7728666666,17.5953333333,25.8786,36.2634,8.30499999999
551.69,21.5533333333,48.2782,39.0370666667,33.1058,22.7694666667,15.6554666667,21.6996,17.5008666667,25.8125333333,36.2532666667,8.2924
552.03,21.4886666667,48.1834666667,38.943,33.0650666667,22.7280666666,15.6084666667,21.6165333333,17.4157333333,25.7302,36.2206666666,8.24606666667
552.38,21.5228,48.1616,38.9268666667,33.1015333333,22.7434666667,15.6006666667,21.5942666667,17.4069333333,25.7342666667,36.2455333333,8.25466666666
552.72,21.5050666667,48.1132666666,38.9012,33.1039333333,22.7492666667,15.5773333333,21.5467333334,17.3364666667,25.6954,36.2793333333,8.20933333333
553.06,21.4948666667,48.0492666667,38.8423333333,33.1110666667,22.7472666667,15.5692,21.4833333333,17.2777333334,25.6587333333,36.2724666667,8.20059999999
553.40,21.4683333333,47.9716,38.7901333333,33.1118,22.7051333333,15.5296666667,21.3988666667,17.2190666667,25.5660666667,36.2896,8.16646666667
553.74,21.4770666667,47.9119333333,38.7282,33.1542666667,22.7276,15.5282666667,21.3734666667,17.1780666667,25.5537333333,36.3176,8.18119999999
554.09,21.4666,47.9152666667,38.7115333333,33.1897333333,22.7376,15.5296,21.3586,17.1474666667,25.5299333333,36.3948666667,8.18879999999
554.43,21.5042,47.8925333333,38.6176,33.2193333333,22.7388,15.5143333333,21.3128,17.1232666667,25.5075333333,36.4316,8.23779999999
554.77,21.5366666667,47.8484,38.5942,33.276,22.7336,15.5349333333,21.2877333333,17.1164666667,25.4648,36.5020666666,8.28666666667
555.11,21.5142666667,47.8015333333,38.5628,33.2858666667,22.7177333333,15.4707333333,21.2117333333,17.0350666667,25.4070666666,36.5546666667,8.28460000001
555.45,21.4910666667,47.7132666667,38.5252,33.2383333333,22.6864,15.4512666667,21.1376666667,16.9717333333,25.3495333333,36.5544666667,8.2774
555.80,21.5940666667,47.759,38.5732666667,33.3420666667,22.7638666667,15.5070666667,21.1907333333,17.0115333333,25.405,36.6948,8.3908
556.14,21.5782,47.7319333333,38.5057333333,33.3612,22.7497333333,15.4886666667,21.1369333333,16.9515333333,25.3501333333,36.7332666667,8.39686666667
556.48,21.5522,47.6916,38.4468,33.3574,22.7145333333,15.4668666667,21.0764,16.917,25.2857333333,36.7354666667,8.43533333333
556.82,21.5224666667,47.6479333333,38.3873333333,33.3391333333,22.6967333333,15.4031333333,20.9992,16.858,25.2326666667,36.7695333334,8.40460000001
557.16,21.4663333333,47.5804666667,38.2838,33.3104666667,22.684,15.3532,20.904,16.7892666667,25.192,36.7747333333,8.40493333334
557.50,21.4354,47.4796666667,38.2399333333,33.3030666667,22.6466,15.3002,20.8322,16.7284666667,25.1046,36.7438,8.4016
557.85,21.4268666667,47.3962,38.1911333333,33.267,22.5812666667,15.2176,20.7464,16.6389333333,25.0351333333,36.7126666667,8.40513333334
558.19,21.4360666667,47.3635333333,38.1793333333,33.2726666667,22.5890666667,15.2068666667,20.7354666667,16.6056,24.9958666667,36.7743333333,8.44939999999
558.53,21.3933333333,47.3585333333,38.1349333333,33.2674,22.5804666666,15.1536666667,20.7054666667,16.5543333333,24.9644666667,36.811,8.42773333333
558.87,21.3318666667,47.2034666667,37.9772,33.2058,22.5133333333,15.0898666667,20.6164666667,16.4816666667,24.8518,36.7502666667,8.3576
559.21,21.3392666667,47.1786,37.9016666667,33.2413333334,22.519,15.0943333333,20.5928666667,16.4580666667,24.8409333333,36.7967333333,8.39526666667
559.55,21.2587333333,47.0460666667,37.7754666667,33.1871333333,22.4357333333,15.023,20.4695333333,16.3675333333,24.7002,36.7196,8.3382
559.89,21.1686666667,46.8609333333,37.6753333333,33.0972,22.3715333333,14.9814666667,20.3610666667,16.283,24.5794,36.6616,8.3046
560.23,21.1736666667,46.7776666667,37.6032666667,33.1246,22.3671333333,14.9501333333,20.2952666667,16.2432666667,24.5242,36.6922,8.30620000001
560.58,21.1411333333,46.7334,37.5592,33.1411333333,22.3244666667,14.9427333333,20.2614666667,16.2162666667,24.4746666667,36.715,8.31993333333
560.92,21.1717333333,46.7130666667,37.5282666667,33.1494666666,22.3148666667,14.9454,20.2500666667,16.1924,24.4525333333,36.7236,8.33753333334
561.26,21.0861333333,46.6487333333,37.4368666667,33.0999333334,22.2514666667,14.8917333333,20.1492666667,16.1311333333,24.3599333333,36.7298,8.31546666667
561.60,21.0454666667,46.5641333333,37.3488666667,33.0935333333,22.2180666667,14.8752,20.0834,16.0975333333,24.3,36.7412666667,8.30519999999
561.94,20.9678,46.4303333333,37.2223333333,33.0626,22.1697333333,14.8321333334,20.0131333333,16.0345333333,24.2308666667,36.6916666667,8.27420000001
562.28,20.8922,46.2814666667,37.0446666667,32.9850666666,22.0912666666,14.749,19.8833333333,15.9299333333,24.1144,36.6198666667,8.21426666666
562.62,20.8432,46.2536666667,36.961,32.9868666667,22.0532666667,14.7321333333,19.8204666667,15.8652,24.062,36.6062,8.22506666666
562.96,20.6454,46.0218666667,36.7187333333,32.8368,21.8739333333,14.5499333333,19.5911333333,15.6742,23.8397333333,36.4442,8.06859999999
563.30,20.582,45.9032,36.6375333333,32.81,21.8316666667,14.5672,19.5454,15.6268,23.7859333334,36.4212666667,8.10140000001
563.64,20.5002,45.8067333334,36.4934666667,32.7766666667,21.7378,14.4984,19.4433333333,15.5316,23.6716666667,36.3892666667,8.07813333333
563.99,20.4685333333,45.8250666667,36.458,32.819,21.7513333333,14.5323333333,19.4389333333,15.5145333333,23.6659333333,36.441,8.12139999999
564.33,20.3623333333,45.6522,36.3,32.7217333333,21.6628,14.4507333333,19.2938,15.4016666667,23.5679333333,36.3551333333,8.08926666666
564.67,20.327,45.5382666667,36.2364,32.7304,21.659,14.4666666667,19.2512666667,15.3738,23.5144,36.3511333333,8.13399999999
565.01,20.2674,45.4186,36.1126666667,32.6786,21.5974666667,14.4299333333,19.1562,15.3103333333,23.4339333333,36.2858666667,8.10679999999
565.35,20.2040666667,45.3513333333,36.0085333333,32.646,21.5272,14.3643333333,19.0368,15.2286,23.3458,36.2844,8.07373333333
565.69,20.122,45.2465333333,35.8948666667,32.5703333334,21.4249333333,14.3122,18.9035333333,15.1354,23.2492,36.2345333333,8.02346666666
566.03,20.0522,45.1309333333,35.7993333333,32.514,21.3529333333,14.2920666667,18.8248666667,15.0845333333,23.1637333333,36.1996,8.03179999999
566.37,20.0570666667,45.0804,35.7668,32.5241333333,21.3612,14.3147333333,18.803,15.1040666667,23.1558,36.2444,8.09873333333
566.71,20.1342,45.0948666667,35.785,32.5936,21.4164666667,14.3974666667,18.8521333333,15.1466,23.192,36.3392,8.19266666667
567.05,20.0929333333,45.0144666667,35.6557333333,32.5776666667,21.3700666667,14.3374,18.7705333333,15.0798666667,23.1217333333,36.3154666667,8.16406666667
567.39,20.0977333333,44.9806,35.6264,32.5771333333,21.3663333333,14.3221333333,18.7458666667,15.0416666667,23.1114666667,36.3376,8.17293333333
567.73,20.0015333333,44.7664666667,35.4505333333,32.4316,21.2254,14.2448,18.6356666666,14.944,22.9573333333,36.2042,8.11786666667
568.07,20.0639333333,44.7394666667,35.4328666667,32.4480666666,21.2421333333,14.281,18.6352666667,14.9655333334,22.9412,36.2268,8.18619999999
568.41,19.9896666667,44.6935333334,35.3128666667,32.3980666667,21.1420666667,14.1928,18.5201333333,14.8746666667,22.8332666667,36.193,8.11693333333
568.75,19.9171333333,44.5678666667,35.1795333333,32.3548,21.0570666667,14.1442666667,18.4710666667,14.7965333333,22.7634666667,36.176,8.10646666667
569.09,19.8162,44.4409333333,35.0512,32.2769333334,20.9945333333,14.0935333333,18.4182666667,14.7529333333,22.6634666667,36.0795333333,8.09593333334
569.43,19.7805333333,44.3748666667,34.9860666667,32.2909333333,20.9676,14.0718666667,18.4029333333,14.7294666667,22.5932666667,36.0884666667,8.10639999999
569.77,19.7550666667,44.3236666667,34.9288,32.3041333333,20.9506,14.0931333333,18.3526,14.7064666667,22.5449333333,36.0709333333,8.12666666667
570.11,19.6898,44.1586666667,34.8052,32.2286666667,20.8701333333,14.0433333333,18.2558,14.6058,22.4416,36.0042666667,8.10006666667
570.45,19.6034,44.0836666667,34.7035333333,32.1918,20.8056666667,14.002,18.1803333333,14.5492666667,22.374,35.9755333333,8.09853333333
570.79,19.5664666667,44.0206666666,34.6504,32.1318,20.7605333333,13.9571333333,18.1101333333,14.5046666667,22.306,35.9525333333,8.0566
571.13,19.5078666667,43.9315333333,34.5244,32.0779333333,20.6999333333,13.9348,18.0478,14.478,22.2300666667,35.9164,8.06066666667
571.47,19.4350666667,43.8574,34.4127333333,32.0469333333,20.6691333333,13.8931333333,17.9434,14.4058666666,22.1675333333,35.8802,8.0404
571.81,19.2748666667,43.672,34.2329333333,31.9559333333,20.5548666667,13.785,17.8460666667,14.2798666667,22.0274,35.7693333333,7.95033333333
572.15,19.1878,43.5364,34.0982,31.8588666667,20.4762666667,13.7166666667,17.7495333333,14.2023333333,21.9368,35.6936,7.90853333333
572.49,19.1658666667,43.5241333333,34.0454666667,31.8620666667,20.4578,13.6996666666,17.6743333333,14.1823333333,21.8736666667,35.7147333333,7.91226666666
572.83,19.1260666667,43.452,33.9622,31.8308,20.4291333333,13.6652,17.5968666667,14.1062666666,21.7996666667,35.7248666667,7.89846666667
573.17,19.1234,43.4572666667,33.9324666667,31.839,20.4408,13.6666666667,17.5385333333,14.0965333333,21.7828,35.721,7.9192
573.51,19.1142,43.4423333333,33.9029333333,31.846,20.4202,13.6546,17.5224666667,14.0804666666,21.7539333333,35.7588,7.9362
573.85,19.1001333333,43.4593333333,33.8807333333,31.8678666667,20.3989333333,13.6251333333,17.4895333333,14.073,21.7211333333,35.767,7.94693333333
574.19,19.0648,43.3690666667,33.8076,31.8448,20.3441333333,13.5841333333,17.4282,14.0211333333,21.6421333333,35.7280666667,7.93946666667
574.53,19.0013333333,43.3013333333,33.7086666667,31.8243333333,20.2700666667,13.5669333333,17.3622666667,13.9687333333,21.5839333333,35.7051333333,7.96840000001
574.87,18.9908666667,43.2502666667,33.6802,31.8496666667,20.2736,13.5624666667,17.3243333333,13.9660666667,21.5684666667,35.7201333334,8.00206666668
575.21,18.9812666667,43.2302666667,33.6500666667,31.8538666667,20.2351333333,13.5462666667,17.3016,13.9352,21.5376,35.7366666667,8.033
575.55,19.0106,43.3189333333,33.6481333333,31.9251333333,20.2564,13.5934,17.2726666667,13.9663333333,21.5468666666,35.8607333333,8.0892
575.89,19.0322,43.3242,33.6486666667,31.9922666667,20.2484,13.6105333333,17.2616,13.9873333333,21.5264,35.9174,8.13446666666
576.22,19.0318,43.2622,33.5906666667,31.9836666667,20.2439333333,13.6115333333,17.2388,13.9711333333,21.501,35.9002666667,8.17053333333
576.56,19.0538,43.2684,33.5418666667,32.0462666667,20.2245333333,13.6343333333,17.228,13.9754,21.5026666667,35.9219333333,8.21173333334
576.90,19.0092666667,43.1374666667,33.3881333333,31.9941333333,20.1402666667,13.6118666667,17.1713333333,13.9101333333,21.4205333333,35.8904,8.22473333333
577.24,18.9784,43.0996,33.2991333333,31.9846666667,20.1184,13.5744666667,17.0843333333,13.851,21.3754666667,35.8851333333,8.23179999999
577.58,18.9104,42.9734666667,33.1461333333,31.9376,20.0432,13.5658666667,17.0055333333,13.7962,21.3042666667,35.8284,8.22966666667
577.92,18.8796666667,42.9689333333,33.0716666667,31.9252,20.0030666667,13.5555333333,16.9298666667,13.7477333333,21.2624666667,35.8320666667,8.22833333333
578.26,18.9031333333,42.999,33.0458666667,31.9665333333,20.0496,13.6136666667,16.9452666666,13.7552666667,21.2548666667,35.8902666667,8.2964
578.60,18.8456666667,42.938,32.9169333333,31.9145333333,19.9772,13.5764666667,16.8799333333,13.6957333333,21.1803333333,35.8254666667,8.2824
578.94,18.8268,42.8717333333,32.8531333333,31.8914,19.9624666667,13.574,16.8343333333,13.7094,21.1384,35.8365333333,8.30293333333
579.28,18.7828,42.7848,32.7999333333,31.8504666667,19.904,13.5566,16.7697333333,13.6687333333,21.0705333333,35.7636666667,8.3218
579.61,18.7508,42.7711333333,32.7168666667,31.8258,19.8967333333,13.5876666667,16.7373333333,13.6437333333,21.0550666667,35.7522666667,8.36846666666
579.95,18.7242666667,42.7049333333,32.6458,31.7844666667,19.849,13.6009333333,16.6997333333,13.6243333333,21.0001333333,35.7194666667,8.40066666666
580.29,18.6811333333,42.6322,32.5976666667,31.7245333333,19.8038,13.6312,16.654,13.6198,20.9616666667,35.6671333333,8.44033333333
580.63,18.5772666667,42.5572,32.5186666667,31.6454,19.7089333333,13.5244666667,16.5589333333,13.5684666667,20.8504666667,35.6127333333,8.39333333333
580.97,18.5618,42.4698666667,32.463,31.5852666667,19.6836,13.5175333333,16.5409333333,13.5541333333,20.8028,35.5874666667,8.43793333334
581.31,18.4654666667,42.4130666667,32.3609333333,31.5315333333,19.6076,13.4539333333,16.4613333333,13.4766,20.6896666667,35.5496666667,8.41926666666
581.65,18.4118666667,42.3402666667,32.2619333333,31.4585333333,19.569,13.4207333333,16.4076666667,13.5004666667,20.5961333333,35.5255333333,8.42673333333
581.98,18.3373333333,42.2432,32.1333333333,31.4073333333,19.4724,13.2894666667,16.2735333333,13.4288,20.487,35.479,8.35766666667
582.32,18.2274666667,42.1457333333,32.0052,31.3263333333,19.3637333333,13.1562,16.0902,13.289,20.3262,35.4436666667,8.25886666666
582.66,18.2196666667,42.1538666667,31.9485333333,31.2848666667,19.3709333333,13.1432666667,16.0564666667,13.2784,20.2678666666,35.4247333333,8.30133333334
583.00,18.1717333333,42.0873333334,31.8287333333,31.2418,19.3255333333,13.1086666667,15.999,13.235,20.1916666667,35.3915333333,8.3056
583.34,18.0358666667,41.9353333333,31.7066,31.1604666667,19.1863333333,12.9694666667,15.8816,13.1113333333,20.0428666667,35.3104666667,8.21733333333
583.68,17.9666,41.9294,31.6612,31.1647333333,19.1457333333,12.9067333333,15.7906,13.0499333333,19.989,35.3179333333,8.17846666667
584.01,17.9972,41.9376666667,31.6332666666,31.2060666667,19.1636,12.9378,15.8043333333,13.0771333333,19.9626,35.3921333333,8.23413333334
584.35,17.9624,41.8809333333,31.5668666667,31.1683333333,19.1017333333,12.9644,15.7556666667,13.0245333333,19.9016,35.3912666667,8.26666666667
584.69,17.8993333333,41.8654,31.4943333333,31.1673333333,19.0394,12.9547333333,15.6924,13.0643333333,19.8338,35.3542,8.2916
585.03,17.9360666667,41.9358666667,31.5024,31.1955333333,19.0805333333,12.9936,15.6776666667,13.0717333333,19.8449333333,35.4441333333,8.30219999999
585.37,17.933,41.9338666667,31.4772666667,31.2106666667,19.0915333333,12.9594,15.6678,13.0578,19.8332,35.4903333333,8.34206666666
585.70,17.8768666667,41.9174,31.4682,31.1584666667,19.058,12.9798,15.6346666667,13.0547333333,19.764,35.4957333333,8.38426666667
586.04,17.8661333333,41.8997333333,31.4363333333,31.1527333333,19.0048,13.0404,15.6338,13.0863333333,19.7408666667,35.4887333333,8.44859999999
586.38,17.8041333333,41.8328666667,31.352,31.1818,18.9257333333,13.0409333333,15.5634,13.0464,19.6682666667,35.4923333333,8.42833333334
586.72,17.8264,41.8821333333,31.3845333333,31.2301333333,18.9464,13.0432666667,15.5893333334,13.0740666667,19.697,35.5586,8.49893333334
587.06,17.8283333333,41.8516,31.3415333333,31.1955333333,18.9516,13.0857333333,15.5361333334,13.1157333333,19.6358,35.6134666667,8.56333333333
587.39,17.8252,41.8463333333,31.3244,31.2170666666,18.9457333333,13.1061333333,15.563,13.166,19.617,35.6757333334,8.68300000001
587.73,17.7583333334,41.8106,31.2799333333,31.1638,18.8693333333,12.9976666667,15.4758666667,13.114,19.5126,35.6388666667,8.67006666666
588.07,17.7176,41.8236,31.2440666667,31.1502666667,18.8666666667,12.9570666667,15.4082666667,13.0919333333,19.4634666667,35.6143333334,8.66066666666
588.41,17.7004666667,41.8196,31.1895333333,31.1464666667,18.8331333333,12.9142,15.3667333333,13.0338666667,19.3831333333,35.6798,8.63879999999
588.74,17.6504,41.7445333333,31.1552,31.127,18.7508666667,12.8757333333,15.3044666667,13.0395333333,19.3076666667,35.6561333333,8.67000000001
589.08,17.6010666667,41.7644666667,31.166,31.1492666666,18.7158,12.9090666667,15.2626666667,13.0384666667,19.2709333333,35.6982666667,8.67573333334
589.42,17.5588,41.7022666667,31.0895333333,31.1428666667,18.6613333333,12.8401333333,15.2120666667,12.989,19.2056,35.6372,8.65193333333
589.76,17.5840666667,41.7031333333,31.0872666667,31.1494,18.7271333333,12.875,15.269,13.037,19.2361333333,35.6608,8.75566666667
590.09,17.5598666667,41.6658,31.0696,31.1037333333,18.6774666667,12.8549333333,15.2568,13.0446666667,19.1912666667,35.6447333333,8.77046666667
590.43,17.5112666667,41.6149333333,30.9993333333,31.058,18.6204666667,12.8478,15.2038,13.0332666667,19.1023333333,35.65,8.79373333334
590.77,17.5106666667,41.6126666667,30.9966,31.087,18.5994666667,12.8555333333,15.2006666667,13.0432666667,19.0831333333,35.6008,8.84393333333
591.11,17.3632666667,41.4731333333,30.8276,30.9486,18.4382,12.7206666667,15.0418666667,12.8935333333,18.8970666666,35.4251333333,8.6774
591.44,17.3012,41.3844666666,30.7754,30.906,18.4010666667,12.7354,14.9719333333,12.8596,18.8523333333,35.3947333333,8.67646666666
591.78,17.2761333333,41.3740666667,30.7646666667,30.9405333333,18.3811333333,12.7420666667,14.9736666667,12.9034,18.8437333333,35.4777333333,8.71226666667
592.12,17.1704,41.2397333333,30.6656666667,30.8580666667,18.2920666667,12.7051333333,14.907,12.8807333333,18.7540666667,35.3568666667,8.67853333333
592.46,17.1201333333,41.1682666667,30.6074,30.8247333333,18.2855333333,12.6992666667,14.8766666667,12.903,18.675,35.3413333333,8.69553333334
592.79,17.0918,41.0749333333,30.4968666667,30.7694666667,18.1928,12.6546666667,14.8319333333,12.8840666667,18.6006666667,35.2386,8.71593333333
593.13,17.0057333333,40.9811333333,30.4887333333,30.6926666667,18.1448666667,12.6498,14.7648666667,12.8948,18.5444,35.2358666667,8.74593333334
593.47,16.978,40.9853333333,30.4988,30.727,18.1294666667,12.6307333333,14.7532,12.9072666667,18.4859333333,35.2862,8.74746666667
593.80,16.7953333333,40.8724666667,30.3366666667,30.6238666667,17.9878,12.5115333333,14.6034666667,12.8063333333,18.3508,35.1720666667,8.67186666667
594.14,16.6795333333,40.7694,30.2066,30.529,17.8851333333,12.4596666667,14.507,12.7848,18.2356,35.0714666667,8.61313333333
594.48,16.5902,40.7238,30.1437333334,30.4948666667,17.8168,12.4172666667,14.4468666667,12.7674666667,18.1652666667,35.0643333333,8.59946666666
594.81,16.5710666667,40.6728,30.1083333333,30.5002666667,17.8168666666,12.4505333333,14.4420666667,12.8256666667,18.1427333333,35.0955333333,8.66953333333
595.15,16.4927333333,40.6661333333,30.0196666667,30.4786,17.7280666667,12.3906,14.3665333333,12.8101333333,18.0718666666,35.0754666667,8.62939999999
595.49,16.4145333333,40.541,29.9230666666,30.3814666667,17.6543333333,12.3491333333,14.3005333333,12.8020666667,17.9660666667,34.9455333333,8.63046666666
595.82,16.3610666667,40.5051333333,29.8634666667,30.3202666667,17.5753333333,12.2874,14.2370666667,12.7256666667,17.9199333333,34.9118,8.62813333333
596.16,16.2820666667,40.462,29.7899333333,30.299,17.45,12.1910666667,14.1202666667,12.6491333333,17.8224666667,34.827,8.57233333333
596.50,16.2032,40.3806666667,29.7278,30.2552666667,17.3974,12.1345333333,14.0643333334,12.6076666667,17.7633333333,34.7608,8.55673333333
596.83,16.2375333333,40.4183333333,29.6973333333,30.2904,17.3977333333,12.1633333333,14.0848666667,12.6312666667,17.7479333333,34.7818,8.58619999999
597.17,16.2150666667,40.4064,29.6660666667,30.2670666667,17.3432666667,12.2020666667,14.0554,12.6757333333,17.7195333333,34.7396,8.63333333334
597.51,16.2485333333,40.3998666667,29.6700666667,30.2752,17.3446666667,12.2211333333,14.0905333333,12.7181333333,17.7361333333,34.7439333333,8.69566666667
597.84,16.2535333333,40.3781333333,29.6558,30.2714,17.3294666667,12.2022666667,14.0708666667,12.6951333333,17.7186,34.7292666667,8.73253333333
