wavelength,Back_ConSpam,Belly_ConSpam,Breast_ConSpam,Crissum_ConSpam,Crown_ConSpam,DorTail_ConSpam,Patch10_ConSpam,Patch11_ConSpam,Patch12_ConSpam,Rump_ConSpam,Throat_ConSpam,WingTip_ConSpam
373.28,5.51322222222,27.7361111111,25.294,26.1365722222,4.46988888889,4.27,36.4344444444,5.30677777778,16.952,11.1464444444,3.453,4.91844444445
373.64,5.67494444444,27.928,25.4752222222,26.2676,4.62044444445,4.38955555556,36.6133333333,5.41436111111,17.1612222222,11.356,3.59744444444,5.17022222222
374.00,5.66872222222,28.0138888889,25.5107777778,26.2909111111,4.54477777778,4.35577777778,36.6324444444,5.36455555555,17.1992222222,11.3712222222,3.54511111111,5.10955555556
374.37,5.71138888889,28.1111111111,25.5196666666,26.3083111111,4.49644444445,4.304,36.6112222222,5.35294444444,17.3047777778,11.3348888889,3.50144444444,5.07288888889
374.73,5.83361111111,28.2522222222,25.7594444445,26.5104277778,4.59266666667,4.44566666667,36.8316666667,5.44838888889,17.4561111111,11.4976666667,3.56488888889,5.17511111111
375.09,5.77938888889,28.1877777778,25.7857777778,26.4690833333,4.50166666667,4.42288888889,36.765,5.38063888889,17.4757777778,11.3761111111,3.48444444444,5.08377777778
375.45,5.78566666667,28.3265555556,25.8828888889,26.6381944444,4.481,4.46077777778,36.8408888889,5.39080555556,17.5892222222,11.4406666666,3.49788888889,5.09888888889
375.81,5.94672222222,28.4474444444,26.0722222222,26.7548722222,4.604,4.58022222222,36.9958888889,5.48155555555,17.7351111111,11.5306666667,3.58766666667,5.20977777778
376.18,6.14088888889,28.7833333333,26.3381111111,27.0814277778,4.75744444444,4.77977777778,37.3386666667,5.74266666667,18.004,11.764,3.733,5.42966666667
376.54,6.13205555556,28.8696666667,26.4222222222,27.1494166667,4.72766666667,4.72677777778,37.4477777778,5.71997222222,18.038,11.7662222222,3.68666666667,5.37266666667
376.90,6.01022222222,28.8935555556,26.4035555556,27.1097277778,4.60633333333,4.57944444445,37.4273333333,5.62169444444,17.9496666667,11.615,3.582,5.24655555556
377.26,5.92938888889,28.9744444445,26.4088888889,27.1064777778,4.55044444444,4.50788888889,37.4501111111,5.6025,17.9464444445,11.5762222222,3.54033333333,5.20011111111
377.63,5.97633333333,29.0668888889,26.5085555555,27.2239888889,4.57566666667,4.58388888889,37.5316666667,5.63383333333,17.9878888889,11.605,3.566,5.154
377.99,6.01838888889,29.1966666667,26.6385555556,27.3857722222,4.66255555556,4.61488888889,37.6317777778,5.64958333333,18.0358888889,11.641,3.63244444445,5.20933333333
378.35,6.06355555556,29.2808888889,26.8444444444,27.5147777778,4.76666666667,4.69588888889,37.6766666667,5.72352777778,18.0654444445,11.7083333333,3.72233333333,5.261
378.71,6.05611111111,29.3691111111,26.8807777778,27.5752611111,4.771,4.68211111111,37.7461111111,5.72330555556,18.0796666667,11.712,3.71166666667,5.25266666667
379.07,6.04061111111,29.5421111111,26.964,27.6402666667,4.77855555555,4.65877777778,37.883,5.71436111111,18.0706666667,11.7713333333,3.69888888889,5.20988888889
379.44,6.03722222222,29.6434444445,27.0064444444,27.6953388889,4.77155555556,4.584,37.969,5.69580555555,18.0571111111,11.7751111111,3.69088888889,5.19644444445
379.80,6.01183333333,29.772,27.0291111111,27.7019222222,4.74477777778,4.52922222222,38.0392222222,5.681,18.0754444445,11.7907777778,3.67677777778,5.15933333333
380.16,6.01794444445,29.8074444444,27.0788888889,27.7459222222,4.73822222222,4.54088888889,38.0898888889,5.65152777778,18.0834444445,11.7813333333,3.64844444444,5.10344444445
380.52,6.00533333333,29.9494444444,27.1724444445,27.8241611111,4.74233333333,4.56855555556,38.1785555555,5.66855555555,18.1387777778,11.7992222222,3.65855555556,5.116
380.88,6.02494444444,30.0251111111,27.2257777778,27.8891222222,4.74522222222,4.58277777778,38.1806666666,5.64938888889,18.1621111111,11.8241111111,3.62877777778,5.08388888889
381.24,6.06905555556,30.1443333333,27.3437777778,27.9879555555,4.78555555555,4.63155555556,38.2413333333,5.677,18.2204444444,11.8948888889,3.66766666667,5.113
381.61,5.92416666667,30.2054444445,27.3666666667,27.9504666667,4.617,4.47733333333,38.2468888889,5.52258333333,18.137,11.7826666666,3.52566666667,4.94466666667
381.97,5.9365,30.2973333334,27.4413333333,28.0206444444,4.63911111111,4.54055555556,38.3638888889,5.56844444444,18.2456666667,11.8243333334,3.55522222222,4.994
382.33,5.91855555556,30.4598888889,27.5898888889,28.1222444445,4.567,4.49822222222,38.5233333333,5.50758333333,18.3355555556,11.836,3.51488888889,5.01455555556
382.69,5.86966666667,30.4778888889,27.6481111111,28.0963166667,4.50311111111,4.43922222222,38.4828888889,5.47227777778,18.3381111111,11.7924444444,3.47544444444,4.96011111111
383.05,5.97066666666,30.619,27.7661111111,28.2371666667,4.57144444445,4.50677777778,38.626,5.57477777778,18.4996666667,11.8357777778,3.51533333334,5.07755555556
383.41,6.02277777778,30.7566666667,27.9362222222,28.3886833333,4.629,4.57466666667,38.7137777778,5.62463888889,18.6157777778,11.9193333333,3.55566666667,5.14377777778
383.77,5.95466666667,30.7233333333,27.9843333333,28.4241611111,4.54177777778,4.53644444444,38.749,5.59663888889,18.591,11.8411111111,3.49588888889,5.092
384.14,5.90433333333,30.7997777778,28.0115555555,28.4077722222,4.49266666667,4.48666666667,38.6557777778,5.57341666667,18.5882222222,11.832,3.46766666667,5.07366666667
384.50,5.95566666667,30.8758888889,28.1248888889,28.4872833334,4.53222222222,4.51022222222,38.737,5.58880555556,18.6972222222,11.8891111111,3.48844444445,5.06022222222
384.86,6.10277777778,31.0587777778,28.3321111111,28.6996444444,4.70511111111,4.70166666667,38.9498888889,5.75705555556,18.9518888889,12.0475555555,3.63588888889,5.25255555556
385.22,6.08616666667,31.1246666667,28.4277777778,28.7435888889,4.62766666667,4.62944444444,38.996,5.709,19.0123333333,12.0002222222,3.56622222222,5.21811111111
385.58,6.07194444444,31.168,28.4892222222,28.8284111111,4.60711111111,4.55077777778,39.0275555555,5.71488888889,19.0594444444,11.983,3.525,5.22266666667
385.94,6.03244444444,31.2104444445,28.5904444444,28.8283388889,4.53322222222,4.45388888889,39.0193333333,5.665,19.0334444444,11.9598888889,3.47511111111,5.13055555555
386.30,6.02522222222,31.2488888889,28.5974444444,28.8575222222,4.52644444444,4.464,39.0022222222,5.64816666667,19.0345555555,11.9393333334,3.44433333333,5.066
386.66,6.06177777778,31.4176666667,28.7048888889,29.0075722222,4.55422222222,4.48388888889,39.1315555556,5.66644444445,19.1544444445,11.9976666666,3.44288888889,5.12511111111
387.03,6.05638888889,31.5624444444,28.8714444444,29.1063111111,4.58622222222,4.49511111111,39.256,5.65372222222,19.2324444444,12.058,3.47733333333,5.16377777778
387.39,6.03961111111,31.6171111111,28.953,29.1137388889,4.54111111111,4.545,39.3176666666,5.6665,19.2684444445,12.0144444444,3.45655555556,5.12433333333
387.75,6.11227777778,31.8197777778,29.1068888889,29.2951111111,4.61677777778,4.62788888889,39.438,5.71616666667,19.4362222222,12.1041111111,3.52044444444,5.16733333333
388.11,6.07711111111,31.9166666667,29.1828888889,29.3759666667,4.60166666667,4.608,39.5451111111,5.68558333333,19.5017777778,12.0726666667,3.489,5.134
388.47,6.08355555556,31.9844444444,29.1915555556,29.4034666667,4.60044444444,4.60444444444,39.5237777778,5.66172222222,19.4913333333,12.064,3.50266666667,5.15788888889
388.83,6.01666666667,32.0454444444,29.2088888889,29.4011555555,4.50444444444,4.49588888889,39.5646666667,5.57836111111,19.4542222222,12.0206666667,3.43211111111,5.093
389.19,6.02716666667,32.1542222222,29.2618888889,29.4954444445,4.51866666667,4.54011111111,39.6151111111,5.59911111111,19.5032222222,12.0445555555,3.46355555556,5.085
389.55,6.11388888889,32.323,29.3943333333,29.6068333333,4.639,4.71411111111,39.6946666667,5.68533333333,19.6343333333,12.1512222222,3.59822222222,5.17711111111
389.91,6.17066666667,32.4252222222,29.4658888889,29.7333166667,4.68211111111,4.74577777778,39.7736666667,5.72925,19.7211111111,12.1544444444,3.64088888889,5.26111111111
390.27,6.17861111111,32.5112222222,29.5895555556,29.8049277778,4.71866666667,4.73122222222,39.8484444444,5.76541666667,19.7754444444,12.1932222222,3.64488888889,5.31688888889
390.63,6.25416666667,32.6104444444,29.7025555556,29.9071555556,4.764,4.79333333333,39.9207777778,5.83269444444,19.8642222222,12.2538888889,3.74788888889,5.32866666667
391.00,6.2755,32.6973333333,29.7492222222,29.9542388889,4.72733333333,4.827,39.9252222222,5.83513888889,19.9171111111,12.2528888889,3.73744444444,5.27555555555
391.36,6.24766666667,32.7672222222,29.7654444444,30.0052777778,4.71855555556,4.79066666667,39.8904444445,5.77075,19.922,12.2365555555,3.719,5.18788888889
391.72,6.20172222222,32.7733333333,29.7533333334,29.9661611111,4.63555555555,4.69377777778,39.9074444445,5.69972222222,19.8494444444,12.1907777778,3.67888888889,5.11877777778
392.08,6.28144444445,32.8502222222,29.8947777778,30.0794055556,4.67011111111,4.72366666667,40.0081111111,5.75033333333,19.9496666667,12.2587777778,3.76055555555,5.13922222222
392.44,6.31744444444,32.9602222222,30.0706666667,30.2100666667,4.64355555556,4.74122222222,40.1426666667,5.79727777778,20.0836666667,12.2757777778,3.78944444444,5.16388888889
392.80,6.31872222222,33.0337777778,30.1131111111,30.3089333333,4.62766666667,4.71988888889,40.162,5.78319444444,20.1152222222,12.2952222222,3.78833333333,5.13322222222
393.16,6.37138888889,33.1482222222,30.2232222222,30.3893166667,4.65411111111,4.72688888889,40.2138888889,5.8185,20.1742222222,12.3565555556,3.82555555556,5.218
393.52,6.37027777778,33.2097777778,30.2755555556,30.4371055555,4.62022222222,4.69033333333,40.2701111111,5.82555555556,20.2161111111,12.3337777778,3.821,5.23177777778
393.88,6.38022222222,33.3367777778,30.3624444444,30.5497944445,4.62644444444,4.73255555556,40.3535555556,5.84527777778,20.2937777778,12.4231111111,3.824,5.21722222222
394.24,6.43705555556,33.495,30.4607777778,30.7013555556,4.64555555556,4.80755555556,40.467,5.88775,20.4048888889,12.4648888889,3.90611111111,5.23411111111
394.60,6.43777777778,33.6498888889,30.5531111111,30.7507666667,4.69933333333,4.83277777778,40.5854444444,5.90758333334,20.4667777778,12.4892222222,3.89155555555,5.27933333333
394.96,6.45116666667,33.7565555556,30.6717777778,30.8952888889,4.739,4.81355555556,40.647,5.92858333333,20.5222222222,12.5328888889,3.91977777778,5.30888888889
395.32,6.53916666667,33.9036666667,30.8105555556,31.0346666667,4.805,4.84888888889,40.794,6.03466666667,20.6673333334,12.6102222222,4.00766666667,5.43711111111
395.68,6.571,34.0301111111,30.9478888889,31.1566888889,4.85233333333,4.92344444445,40.8618888889,6.11444444445,20.8181111111,12.688,4.03688888889,5.52211111111
396.04,6.56866666666,34.13,31.0268888889,31.2197555556,4.84077777778,4.94466666667,40.869,6.10658333333,20.8597777778,12.6567777778,3.99188888889,5.57622222222
396.40,6.56294444444,34.2724444444,31.1067777778,31.3080444444,4.86377777778,4.93488888889,40.944,6.1135,20.9136666667,12.683,3.99555555556,5.59155555556
396.76,6.55733333333,34.3843333333,31.2326666666,31.3701111111,4.89911111111,4.962,40.9881111111,6.13905555556,20.9785555556,12.6554444445,3.99355555556,5.59677777778
397.12,6.52277777778,34.4348888889,31.2872222222,31.4418055555,4.89544444444,4.95988888889,41.0688888889,6.13625,21.0388888889,12.6427777778,3.98233333334,5.55511111111
397.48,6.4825,34.5206666667,31.3805555555,31.5080722222,4.854,4.903,41.1132222222,6.10272222222,21.0797777778,12.6295555556,3.90988888889,5.48377777778
397.84,6.43505555556,34.5322222222,31.3841111111,31.4672222222,4.77355555556,4.85033333333,41.0797777778,6.04927777778,21.0452222222,12.5271111111,3.863,5.46011111111
398.20,6.36333333333,34.5752222222,31.4125555556,31.4656055556,4.698,4.74544444444,41.0748888889,5.99402777778,21.0782222222,12.4544444444,3.77022222222,5.369
398.56,6.25944444444,34.5512222222,31.4417777778,31.4724277778,4.537,4.617,41.0326666667,5.88266666667,21.0722222222,12.3755555556,3.65988888889,5.23455555556
398.92,6.29688888889,34.7084444444,31.561,31.5547111111,4.54377777778,4.67688888889,41.116,5.94275,21.1547777778,12.4115555555,3.70322222222,5.26922222222
399.28,6.27694444445,34.8191111111,31.6693333333,31.6484777778,4.51288888889,4.65455555556,41.2018888889,5.94813888889,21.1893333333,12.4282222222,3.64,5.22777777778
399.64,6.27955555555,34.9105555555,31.7434444444,31.6995,4.535,4.61566666666,41.243,5.94055555556,21.2288888889,12.4082222222,3.62377777778,5.22388888889
400.00,6.24938888889,34.9925555556,31.8083333333,31.7555388889,4.53855555555,4.571,41.3007777778,5.93933333333,21.2497777778,12.4312222222,3.60622222222,5.18711111111
400.36,6.26188888889,35.0336666667,31.85,31.8056666667,4.57477777778,4.58977777778,41.2843333333,5.97372222222,21.3048888889,12.4403333333,3.60666666667,5.19811111111
400.72,6.29716666667,35.1248888889,31.9458888889,31.8855833333,4.56088888889,4.60022222222,41.3545555556,6.01038888889,21.3771111111,12.4758888889,3.638,5.17344444444
401.08,6.28577777778,35.285,32.0431111111,31.9582666667,4.53566666667,4.60277777778,41.4314444445,6.00080555556,21.4242222222,12.4877777778,3.60622222222,5.16022222222
401.44,6.27361111111,35.3983333333,32.1233333333,32.0396666667,4.502,4.61277777778,41.5607777778,6.00358333333,21.4861111111,12.5105555556,3.61855555556,5.157
401.80,6.2375,35.4915555556,32.2195555555,32.1059277778,4.46011111111,4.57833333333,41.6093333333,5.97075,21.5081111111,12.4928888889,3.60277777778,5.07877777778
402.16,6.26522222222,35.5593333333,32.2686666667,32.1181611111,4.49422222222,4.61,41.6518888889,5.96211111111,21.5386666667,12.561,3.64577777778,5.11644444444
402.52,6.31011111111,35.7045555556,32.3791111111,32.2214333333,4.54144444444,4.67233333333,41.7526666667,6.01261111111,21.5978888889,12.5781111111,3.67022222222,5.13644444444
402.88,6.26172222222,35.7216666667,32.4256666666,32.2191555556,4.496,4.61044444444,41.8021111111,5.94813888889,21.6081111111,12.528,3.63433333333,5.07966666667
403.24,6.23677777778,35.7945555556,32.504,32.2772055556,4.48755555555,4.60488888889,41.8085555555,5.915,21.6541111111,12.5246666667,3.63466666667,5.05777777778
403.60,6.27977777778,35.9222222222,32.6063333333,32.3867833333,4.50522222222,4.68322222222,41.8687777778,5.97966666667,21.7261111111,12.5863333333,3.695,5.08966666667
403.95,6.38466666667,36.1016666667,32.7087777778,32.5063666667,4.56333333333,4.75633333333,41.9774444445,6.05152777778,21.8556666667,12.6765555556,3.802,5.15888888889
404.31,6.35311111111,36.1854444444,32.7412222222,32.5671444444,4.51111111111,4.71344444444,42.0076666667,6.01327777778,21.8885555556,12.6786666667,3.79122222222,5.11955555556
404.67,6.31238888889,36.2395555556,32.7872222222,32.6068555556,4.458,4.64111111111,42.0437777778,5.94347222222,21.9485555556,12.6588888889,3.73555555555,5.11266666667
405.03,6.34438888889,36.313,32.843,32.6870722222,4.50122222222,4.62722222222,42.0477777778,5.96577777778,22.0232222222,12.6738888889,3.77311111111,5.107
405.39,6.39833333334,36.3533333333,32.8868888889,32.7379722222,4.54966666667,4.62633333333,42.0007777778,5.98605555556,22.0632222222,12.6702222222,3.77566666666,5.11177777778
405.75,6.41522222222,36.5192222222,32.9844444444,32.8390555555,4.58866666667,4.62333333333,42.101,6.01322222222,22.1765555556,12.6986666667,3.76966666667,5.12122222222
406.11,6.4075,36.6694444444,33.1252222222,32.9881111111,4.56211111111,4.59911111111,42.1776666667,6.02766666667,22.2283333333,12.6804444444,3.71833333334,5.09533333333
406.47,6.46388888889,36.8785555556,33.2744444444,33.14695,4.62533333334,4.62877777778,42.2768888889,6.0766111111,22.3312222222,12.7662222222,3.77066666667,5.15066666667
406.83,6.50383333333,36.9868888889,33.3253333333,33.2676666667,4.66444444444,4.64766666667,42.3281111111,6.10297222221,22.4152222222,12.8096666666,3.79288888889,5.18566666667
407.19,6.50133333333,37.0548888889,33.3668888889,33.3189888889,4.65344444444,4.63488888889,42.3671111111,6.09997222221,22.4552222222,12.7964444444,3.797,5.17211111111
407.55,6.46083333333,37.134,33.4102222222,33.3540333333,4.61655555556,4.56755555555,42.4134444444,6.0276388889,22.4525555556,12.7492222222,3.71277777778,5.12233333333
407.90,6.39505555556,37.1351111111,33.4373333333,33.3786555556,4.55877777778,4.505,42.3962222222,5.98994444443,22.4483333333,12.6746666667,3.63822222222,5.07466666667
408.26,6.42783333333,37.2761111111,33.5705555556,33.4747888889,4.596,4.53844444445,42.498,6.01266666666,22.4981111111,12.6863333333,3.644,5.08722222222
408.62,6.44516666666,37.3861111111,33.6693333333,33.5608611111,4.634,4.58066666667,42.5714444445,6.06863888888,22.5205555556,12.7031111111,3.68066666667,5.11666666667
408.98,6.41283333333,37.4442222222,33.7296666667,33.6038222222,4.57966666667,4.54433333333,42.642,6.02091666668,22.5364444444,12.6485555555,3.61744444445,5.08711111111
409.34,6.41027777778,37.5792222222,33.8434444444,33.69625,4.575,4.56655555556,42.7457777778,6.02897222223,22.5961111111,12.6825555556,3.63733333333,5.12744444444
409.70,6.47455555556,37.699,33.9995555555,33.8426444445,4.62555555556,4.61066666667,42.8412222222,6.08827777777,22.6906666667,12.7425555556,3.68011111111,5.17588888889
410.06,6.50183333334,37.7436666667,34.0256666667,33.8904388889,4.65033333333,4.64533333333,42.8672222222,6.1136111111,22.7415555556,12.7662222222,3.74066666667,5.18288888889
410.42,6.48788888889,37.7413333334,34.0403333333,33.9265611111,4.61077777778,4.63311111111,42.8611111111,6.09258333332,22.7675555555,12.7542222222,3.72788888889,5.20911111111
410.77,6.43272222222,37.785,34.1181111111,33.9309611111,4.56733333333,4.58188888889,42.8627777778,6.04602777779,22.7323333333,12.707,3.65133333333,5.12422222222
411.13,6.42255555556,37.8431111111,34.1598888889,33.9356222222,4.53077777778,4.54144444444,42.8787777778,6.01688888888,22.7074444444,12.6763333333,3.593,5.09888888889
411.49,6.38427777778,37.9221111111,34.2253333333,34.0020333333,4.50111111111,4.51044444444,42.8814444445,5.99644444446,22.7304444445,12.6495555556,3.571,5.07177777778
411.85,6.37816666667,38.0422222222,34.2972222222,34.06365,4.48011111111,4.49611111111,42.9022222222,5.99408333334,22.7437777778,12.681,3.55511111111,5.03022222222
412.21,6.38377777778,38.1477777778,34.4121111111,34.1415222222,4.46455555556,4.48755555556,42.9374444444,6.01522222221,22.8017777778,12.7018888889,3.56055555555,5.041
412.57,6.40694444444,38.3086666667,34.5336666667,34.2296166666,4.48333333333,4.49488888889,42.9737777778,6.02294444446,22.8806666667,12.75,3.56477777778,5.04411111111
412.92,6.46722222222,38.4405555556,34.6684444444,34.3207777778,4.55033333333,4.57244444445,43.02,6.10986111111,22.9716666666,12.851,3.64166666667,5.09933333333
413.28,6.48361111111,38.5446666667,34.7274444444,34.35015,4.59944444445,4.60388888889,43.025,6.1553611111,23.0428888889,12.8804444445,3.68066666667,5.10044444445
413.64,6.46666666667,38.5974444444,34.7574444444,34.3133944444,4.59333333333,4.61244444444,43.005,6.15369444443,23.0351111111,12.8704444444,3.68588888889,5.08566666667
414.00,6.44638888889,38.6365555556,34.8065555556,34.3291388889,4.56233333333,4.56055555556,43.0231111111,6.15622222223,23.057,12.8626666667,3.62777777778,5.09277777778
414.36,6.45338888889,38.7067777778,34.8273333333,34.3442777778,4.57433333333,4.56855555556,43.0283333333,6.15844444446,23.0761111111,12.8394444445,3.61844444444,5.07722222222
414.72,6.52177777778,38.7773333334,34.855,34.4091944445,4.60866666667,4.63544444444,43.0665555556,6.22247222223,23.173,12.908,3.68555555556,5.14711111111
415.07,6.54711111111,38.8965555555,34.9092222222,34.48795,4.64522222222,4.66877777778,43.1448888889,6.26719444443,23.3026666667,12.9625555555,3.72122222222,5.18077777778
415.43,6.59277777778,38.9465555556,34.9198888889,34.5214666667,4.66322222222,4.67866666667,43.2144444444,6.26938888888,23.3707777778,12.9973333334,3.72611111111,5.19888888889
415.79,6.58166666667,39.0317777778,34.947,34.5860944445,4.65622222222,4.66077777778,43.2736666667,6.24302777779,23.4437777778,12.9733333333,3.70088888889,5.20411111111
416.15,6.5998888889,39.098,34.9915555556,34.6229333333,4.67477777778,4.67566666667,43.3528888889,6.24352777777,23.4773333333,12.9795555556,3.697,5.21711111111
416.51,6.64027777778,39.1793333333,35.0484444445,34.6764055555,4.67433333333,4.70677777778,43.4428888889,6.28055555557,23.5161111111,12.9912222222,3.72344444444,5.25722222222
416.86,6.63872222223,39.221,35.0303333333,34.6873444444,4.66122222222,4.68511111111,43.4477777778,6.25794444444,23.5093333333,12.9845555556,3.70177777778,5.26988888889
417.22,6.61005555556,39.2684444445,35.0327777778,34.7164888889,4.62588888889,4.641,43.4658888889,6.21627777778,23.4853333333,12.9444444444,3.67122222222,5.23722222222
417.58,6.61655555554,39.3132222222,35.0542222222,34.7710111111,4.63155555556,4.63677777778,43.4945555555,6.20383333333,23.5197777778,12.9556666667,3.66666666667,5.22588888889
417.94,6.66655555557,39.4525555555,35.1386666667,34.8371277778,4.65266666667,4.68066666667,43.5491111111,6.2188611111,23.5788888889,12.9951111111,3.705,5.23866666667
418.29,6.61122222222,39.4644444444,35.1437777778,34.8224833333,4.59477777778,4.643,43.5215555556,6.18436111112,23.5447777778,12.9654444444,3.66388888889,5.19033333333
418.65,6.5701111111,39.5285555555,35.1755555556,34.8351611111,4.54688888889,4.58144444444,43.5432222222,6.13661111112,23.5413333333,12.9204444444,3.615,5.14366666667
419.01,6.55416666667,39.5807777778,35.2035555556,34.8687722222,4.52122222222,4.55888888889,43.5441111111,6.10408333332,23.5183333333,12.8943333333,3.59555555556,5.11655555555
419.37,6.55649999999,39.6608888889,35.2608888889,34.9072611111,4.52488888889,4.56233333333,43.56,6.131,23.5387777778,12.9077777778,3.61411111111,5.12044444444
419.73,6.55383333333,39.6675555555,35.2816666667,34.8676944444,4.512,4.56544444444,43.5223333333,6.12291666668,23.5126666667,12.871,3.60388888889,5.10644444445
420.08,6.53611111111,39.7371111111,35.3231111111,34.8934888889,4.49666666667,4.55255555556,43.5225555555,6.1088888889,23.5373333333,12.8633333333,3.59222222222,5.08855555555
420.44,6.52672222221,39.7833333334,35.3406666667,34.9148666667,4.49222222222,4.53733333333,43.5158888889,6.09719444446,23.5493333333,12.8472222222,3.56788888889,5.06911111111
420.80,6.49661111111,39.8214444444,35.3882222222,34.9422944444,4.46888888889,4.52622222222,43.5511111111,6.08219444444,23.5708888889,12.8371111111,3.55633333333,5.04477777778
421.16,6.50761111111,39.9288888889,35.4741111111,34.9961055556,4.464,4.53177777778,43.6134444444,6.08249999999,23.6194444444,12.8691111111,3.55466666667,5.05155555555
421.51,6.53488888888,40.0042222222,35.5412222222,35.0359555556,4.48133333333,4.533,43.6304444444,6.11533333332,23.6654444445,12.8742222222,3.57944444444,5.09477777778
421.87,6.51255555554,40.061,35.5487777778,35.0618833333,4.46977777778,4.50888888889,43.657,6.11183333332,23.6703333333,12.86,3.56533333333,5.10188888889
422.23,6.54766666666,40.1471111111,35.604,35.11825,4.49433333333,4.52022222222,43.722,6.12541666665,23.7301111111,12.8845555556,3.58444444444,5.13466666667
422.58,6.55066666668,40.1901111111,35.6526666667,35.1339222222,4.49977777778,4.53666666667,43.7111111111,6.1386111111,23.75,12.895,3.59933333333,5.14544444444
422.94,6.57933333333,40.2755555555,35.7427777778,35.1803166667,4.51888888889,4.563,43.746,6.16869444446,23.812,12.9221111111,3.62433333334,5.17533333333
423.30,6.57249999999,40.3254444444,35.7852222222,35.2133833333,4.514,4.56344444444,43.7508888889,6.16047222221,23.8332222222,12.9102222222,3.61655555556,5.16466666667
423.66,6.5718888889,40.421,35.8746666667,35.3055277778,4.518,4.56166666666,43.8321111111,6.17397222223,23.8974444445,12.9541111111,3.62555555555,5.16722222222
424.01,6.58472222221,40.4635555555,35.9013333333,35.3316444444,4.52022222222,4.56411111111,43.8312222222,6.18241666668,23.9024444444,12.9604444444,3.626,5.17177777778
424.37,6.58994444443,40.541,35.9748888889,35.3846722222,4.52655555555,4.56755555556,43.8698888889,6.19161111111,23.9534444444,12.9847777778,3.64655555556,5.17666666667
424.73,6.61294444446,40.6131111111,36.011,35.4285277778,4.543,4.57433333333,43.8631111111,6.20169444445,23.9823333333,12.9806666667,3.65322222222,5.18
425.08,6.62988888889,40.66,36.0556666667,35.4755111111,4.54222222222,4.583,43.8772222222,6.21269444443,24.0101111111,12.9702222222,3.65222222222,5.17188888889
425.44,6.60644444445,40.7026666667,36.0824444445,35.5189888889,4.51133333333,4.56655555555,43.8843333333,6.17830555555,24.0281111111,12.9643333333,3.62333333333,5.12822222222
425.80,6.62455555554,40.7693333333,36.1641111111,35.5813555556,4.51133333333,4.58055555556,43.8986666667,6.16852777778,24.078,12.9786666667,3.63666666667,5.112
426.16,6.63211111112,40.8773333333,36.2897777778,35.6769,4.50733333333,4.58244444444,43.9286666667,6.17622222221,24.1452222222,12.992,3.63555555556,5.09411111111
426.51,6.66383333335,41.0285555556,36.3921111111,35.8024611111,4.52222222222,4.58777777778,44.0181111111,6.17463888889,24.2232222222,13.0112222222,3.63544444444,5.08555555556
426.87,6.65777777779,41.1103333333,36.4383333333,35.88745,4.52277777778,4.58155555556,44.043,6.17474999999,24.2637777778,13.0141111111,3.63633333333,5.07811111111
427.23,6.67355555554,41.215,36.5403333333,35.9914666667,4.53811111111,4.58644444445,44.0728888889,6.18999999999,24.3442222222,13.033,3.65833333333,5.10322222222
427.58,6.7181111111,41.3292222222,36.6192222222,36.0626888889,4.54022222222,4.60822222222,44.1148888889,6.20727777777,24.3962222222,13.0376666667,3.67711111111,5.12633333333
427.94,6.73127777777,41.4212222222,36.7116666667,36.1755444444,4.553,4.621,44.1804444445,6.21722222221,24.4856666667,13.065,3.68344444444,5.13511111111
428.30,6.75694444443,41.494,36.751,36.2477,4.55888888889,4.62944444445,44.1815555556,6.21630555557,24.5186666667,13.0735555556,3.672,5.15077777778
428.65,6.7836111111,41.6375555555,36.8734444444,36.3423777778,4.57688888889,4.63622222222,44.2838888889,6.23908333333,24.5978888889,13.1283333333,3.67711111111,5.17444444444
429.01,6.75305555556,41.6866666667,36.9501111111,36.3936777778,4.56033333333,4.59711111111,44.32,6.22352777779,24.6305555556,13.117,3.64355555556,5.15644444444
429.37,6.76644444443,41.8381111111,37.0258888889,36.4648333333,4.561,4.60611111111,44.404,6.25077777779,24.6933333333,13.139,3.63633333333,5.16933333333
429.72,6.78122222223,41.9068888889,37.0863333333,36.5212888889,4.57177777778,4.62444444445,44.4486666667,6.273,24.7266666667,13.1521111111,3.63566666667,5.191
430.08,6.82544444446,41.9476666667,37.1036666667,36.5431055556,4.63044444444,4.679,44.4867777778,6.31872222222,24.7646666667,13.1971111111,3.67555555555,5.23044444445
430.44,6.83755555557,42.0512222222,37.1815555555,36.6001055555,4.65288888889,4.69644444444,44.5354444445,6.36613888889,24.8314444445,13.2187777778,3.69722222222,5.26777777778
430.79,6.85144444445,42.1626666667,37.2714444444,36.6770833334,4.67377777778,4.70588888889,44.6297777778,6.38849999999,24.8778888889,13.244,3.70966666667,5.27933333333
431.15,6.86533333333,42.2372222222,37.3065555555,36.7043222222,4.68022222222,4.72522222222,44.7197777778,6.39936111112,24.8956666667,13.2695555556,3.70944444444,5.26477777778
431.50,6.83616666666,42.2757777778,37.3062222222,36.7047833333,4.69655555555,4.71666666667,44.7226666667,6.39827777779,24.8972222222,13.2781111111,3.70755555556,5.274
431.86,6.82011111112,42.3795555556,37.3425555556,36.7246555556,4.67277777778,4.68933333333,44.755,6.37597222223,24.9154444444,13.2616666667,3.68866666667,5.25711111111
432.22,6.81127777779,42.4965555555,37.4126666667,36.7609833334,4.66633333333,4.68344444444,44.8451111111,6.38661111112,24.9637777778,13.2715555556,3.69933333333,5.24966666667
