wavelength,Back_BanEdwf,Belly_BanEdwf,Breast_BanEdwf,Crissum_BanEdwf,Crown_BanEdwf,DorTail_BanEdwf,Patch10_BanEdwf,Patch11_BanEdwf,Patch12_BanEdwf,Rump_BanEdwf,Throat_BanEdwf,WingTip_BanEdwf
511.01,6.20183333333,12.5861666666,14.6564166666,12.6823333333,7.01783333334,6.41833333334,9.84016666669,8.458,17.4195,8.47183333333,9.217,6.76283333333
511.36,6.28583333334,12.7236666667,14.9443333334,12.8181666667,7.015,6.41133333333,9.82466666665,8.47383333334,17.3615,8.555,9.25916666666,6.764
511.70,6.32283333333,12.8183333334,15.1979166667,12.9246666667,6.9825,6.403,9.81100000001,8.46416666667,17.3018333334,8.60266666666,9.25783333334,6.72016666667
512.05,6.36883333334,12.9336666666,15.50825,13.0486666667,6.96933333334,6.399,9.80300000002,8.47383333333,17.2466666667,8.67383333334,9.31533333333,6.68483333333
512.40,6.41616666667,13.0705,15.8240833333,13.1906666666,6.96133333333,6.38433333334,9.81183333333,8.48266666667,17.2465,8.7485,9.356,6.66916666667
512.75,6.47583333334,13.1976666667,16.0923333333,13.2941666667,6.97133333334,6.388,9.81166666667,8.49633333334,17.2396666667,8.81616666666,9.396,6.66533333333
513.09,6.4835,13.2726666667,16.39625,13.423,6.971,6.3765,9.80983333333,8.51233333334,17.1806666666,8.88633333333,9.4415,6.63816666667
513.44,6.53833333333,13.373,16.66875,13.5313333334,6.97283333334,6.35933333333,9.80133333334,8.5285,17.1356666666,8.9505,9.43716666667,6.61216666667
513.79,6.58016666666,13.5183333334,16.9526666666,13.6886666667,6.97666666667,6.35266666666,9.82266666667,8.5445,17.1126666667,9.03116666666,9.46566666666,6.62216666667
514.13,6.69333333333,13.6778333333,17.294,13.8575,7.04366666667,6.41133333333,9.893,8.60683333334,17.1501666667,9.1555,9.54083333333,6.66966666667
514.48,6.77183333333,13.8266666667,17.60875,13.9841666667,7.0595,6.42783333334,9.93416666668,8.63883333334,17.155,9.2495,9.62266666667,6.686
514.83,6.87366666667,13.9718333333,17.9165,14.124,7.09033333333,6.46183333333,9.95799999998,8.66983333333,17.138,9.33183333335,9.688,6.68133333334
515.17,6.93133333334,14.1135,18.2614166666,14.2631666667,7.10483333333,6.49833333333,9.99933333334,8.69683333333,17.1115,9.41400000002,9.76433333333,6.67466666666
515.52,7.06066666667,14.2948333333,18.6520833333,14.4676666667,7.18033333333,6.57766666667,10.0866666667,8.78716666667,17.1465,9.56499999998,9.89983333333,6.767
515.87,7.1205,14.4263333333,18.9525833333,14.5898333333,7.205,6.56233333334,10.1136666667,8.79683333333,17.1483333333,9.63499999999,9.88283333334,6.77916666667
516.21,7.19066666666,14.5295,19.2614166666,14.7121666667,7.252,6.583,10.1286666667,8.8725,17.1133333333,9.73250000002,9.9355,6.79233333333
516.56,7.268,14.633,19.5775833333,14.8706666667,7.2685,6.6015,10.1523333333,8.9105,17.0873333334,9.82233333335,9.97716666666,6.8
516.91,7.3245,14.732,19.8150833333,14.9456666667,7.24683333334,6.583,10.1368333333,8.92,17.0655,9.85949999999,9.97783333333,6.793
517.25,7.3555,14.787,20.0523333333,15.0308333333,7.20833333334,6.56983333333,10.127,8.9135,16.9983333334,9.91766666669,9.97366666667,6.77283333333
517.60,7.3855,14.8315,20.2648333334,15.0918333333,7.21316666666,6.5765,10.1281666667,8.93366666667,16.9431666667,9.96533333333,10.0128333333,6.76683333333
517.95,7.37233333333,14.8665,20.4235833334,15.1331666667,7.15283333333,6.54633333333,10.0825,8.92516666667,16.8626666667,9.98466666669,10.0033333333,6.73733333333
518.29,7.36483333333,14.8953333333,20.586,15.1935,7.11716666666,6.5395,10.0735,8.93783333333,16.8026666666,9.995,9.99183333334,6.7315
518.64,7.38866666667,14.9375,20.7606666666,15.2695,7.09966666666,6.528,10.078,8.97033333333,16.7763333333,10.0271666667,9.99983333334,6.73066666666
518.99,7.42033333333,14.9895,20.9068333334,15.3205,7.10633333333,6.52383333334,10.0705,8.98116666667,16.7456666667,10.0691666667,10.0026666667,6.73083333334
519.33,7.43816666667,15.0491666667,21.06325,15.3673333333,7.07933333334,6.50083333334,10.046,8.99483333333,16.6961666667,10.0828333333,9.997,6.7135
519.68,7.47316666666,15.0883333334,21.2173333333,15.4661666667,7.0765,6.51383333333,10.0596666667,9.0085,16.6536666667,10.1325,10.0451666667,6.71133333333
520.02,7.53716666667,15.1865,21.3939166667,15.555,7.08,6.54566666666,10.0821666667,9.01266666667,16.6516666667,10.1778333333,10.0943333333,6.738
520.37,7.5765,15.2701666666,21.5750833334,15.6335,7.08616666666,6.55916666666,10.0901666667,9.034,16.6258333333,10.2253333334,10.1341666667,6.761
520.72,7.616,15.3458333334,21.7708333334,15.7023333334,7.09683333333,6.5985,10.1236666667,9.06433333334,16.6111666666,10.2871666667,10.1963333333,6.76366666667
521.06,7.6595,15.4218333333,21.9560833334,15.7658333333,7.11983333333,6.633,10.1466666667,9.09133333334,16.5775,10.3068333333,10.2556666667,6.78583333333
521.41,7.7035,15.5038333333,22.1199166666,15.8398333334,7.09666666666,6.645,10.1391666667,9.08783333333,16.5388333333,10.3441666667,10.2385,6.78883333333
521.75,7.78116666666,15.5976666666,22.34175,15.9396666666,7.1475,6.69,10.196,9.13433333334,16.5205,10.4206666667,10.2791666667,6.82566666667
522.10,7.843,15.682,22.5334166666,16.0206666667,7.18416666666,6.71416666667,10.205,9.14333333334,16.4641666667,10.4828333333,10.3031666667,6.82233333334
522.45,7.87,15.7603333334,22.7095833334,16.0761666666,7.19433333333,6.72366666667,10.2103333333,9.14833333333,16.4383333334,10.5345,10.313,6.822
522.79,7.90766666667,15.817,22.92,16.1581666667,7.21183333333,6.73483333333,10.2348333333,9.173,16.4151666667,10.5878333333,10.3483333333,6.83566666667
523.14,7.92133333333,15.8361666666,23.0703333333,16.2035,7.2185,6.70816666667,10.2493333333,9.1425,16.3691666666,10.6156666667,10.355,6.815
523.48,7.9395,15.8755,23.2444166667,16.2333333333,7.20116666666,6.696,10.2338333333,9.1935,16.3323333334,10.6418333333,10.3408333333,6.82516666666
523.83,7.9645,15.8705,23.37275,16.2541666667,7.1825,6.67583333333,10.222,9.22333333333,16.2465,10.665,10.3251666667,6.797
524.17,7.95966666667,15.8638333333,23.4850833333,16.2676666667,7.16283333333,6.64,10.1963333333,9.21833333333,16.181,10.6755,10.2988333333,6.76233333334
524.52,7.968,15.8688333333,23.5785,16.2806666667,7.16183333334,6.61083333334,10.1826666667,9.21133333334,16.1273333334,10.6998333333,10.2415,6.75183333333
524.87,8.009,15.9001666666,23.7035833334,16.3411666667,7.17233333333,6.5905,10.2016666667,9.22983333334,16.1046666667,10.7485,10.2556666667,6.754
525.21,8.02783333333,15.9276666666,23.8455833333,16.3596666667,7.20066666667,6.56583333334,10.216,9.23883333334,16.0925,10.7743333333,10.2866666667,6.75533333333
525.56,8.02366666667,15.9145,23.91975,16.3725,7.1515,6.5275,10.156,9.20983333333,16.0296666666,10.747,10.2526666667,6.7175
525.90,8.06516666667,15.9471666666,24.0433333333,16.4075,7.16366666667,6.52833333334,10.1623333333,9.237,16.0206666667,10.768,10.2615,6.743
526.25,8.0955,15.9776666667,24.17475,16.4408333333,7.1745,6.50866666667,10.1753333333,9.241,15.9711666667,10.7973333333,10.2491666667,6.749
526.59,8.10683333334,15.991,24.2468333334,16.4696666667,7.16883333333,6.4955,10.1578333334,9.23683333333,15.9295,10.7855,10.236,6.74633333334
526.94,8.1195,16.0031666666,24.34425,16.5068333333,7.16766666667,6.5085,10.1348333333,9.25233333333,15.8891666667,10.7891666667,10.2305,6.738
527.28,8.14233333333,16.0498333334,24.4251666667,16.5325,7.17966666666,6.4945,10.1333333333,9.24083333334,15.8676666667,10.8055,10.2461666667,6.74566666667
527.63,8.14783333333,16.082,24.501,16.5648333334,7.18883333334,6.49683333334,10.1403333333,9.23483333334,15.8385,10.82,10.2411666667,6.75516666666
527.97,8.18,16.1305,24.5846666667,16.5986666667,7.1855,6.507,10.1603333333,9.24833333334,15.83,10.8475,10.2506666667,6.77916666666
528.32,8.20733333334,16.1543333333,24.6631666666,16.636,7.18966666667,6.50383333333,10.1695,9.27066666667,15.8011666666,10.877,10.2783333333,6.80383333333
528.66,8.21383333333,16.1811666667,24.73075,16.6691666667,7.18433333334,6.5005,10.1601666667,9.27183333333,15.7838333333,10.8875,10.279,6.8075
529.01,8.23233333333,16.2076666666,24.7856666667,16.692,7.18,6.51733333333,10.1523333333,9.28466666667,15.7601666666,10.8976666667,10.2686666667,6.813
529.35,8.26783333333,16.2556666667,24.8709166667,16.7385,7.21233333333,6.53116666666,10.1825,9.30583333334,15.7583333333,10.9446666667,10.2911666667,6.83633333334
529.70,8.28016666667,16.2691666667,24.9230833334,16.7671666666,7.208,6.5285,10.1873333333,9.31283333333,15.7318333334,10.9715,10.2983333333,6.83333333333
530.04,8.296,16.2853333333,24.9728333333,16.7866666667,7.211,6.542,10.1796666667,9.3235,15.7056666666,10.9705,10.3235,6.8335
530.39,8.33066666667,16.3265,25.0754166666,16.8193333333,7.2265,6.56083333333,10.2008333333,9.35216666666,15.6858333333,11.0311666666,10.3485,6.86083333334
530.73,8.37666666667,16.3878333333,25.1438333334,16.851,7.239,6.58383333333,10.229,9.38116666666,15.6703333333,11.0845,10.372,6.90016666667
531.08,8.41683333333,16.4206666666,25.2294166667,16.8903333334,7.25416666667,6.61583333333,10.2328333334,9.4095,15.617,11.1298333333,10.372,6.91116666667
531.42,8.46666666667,16.4601666667,25.3181666667,16.9333333333,7.27133333333,6.63083333333,10.2513333333,9.42416666667,15.5895,11.1678333333,10.392,6.92516666666
531.77,8.4645,16.4638333333,25.4019166666,16.9445,7.28633333333,6.64583333333,10.2291666667,9.42233333333,15.5286666667,11.184,10.3778333333,6.9275
532.11,8.4795,16.5048333333,25.4791666667,16.9701666667,7.27916666667,6.65366666666,10.2301666667,9.41916666666,15.496,11.1963333333,10.3701666667,6.90183333334
532.46,8.50866666667,16.5325,25.5594166667,16.9885,7.2805,6.67383333333,10.2398333333,9.43533333333,15.4745,11.2296666667,10.3776666667,6.91316666667
532.80,8.529,16.558,25.6315833334,17.03,7.30283333333,6.674,10.2665,9.45216666667,15.4343333334,11.2618333334,10.3943333333,6.93516666666
533.15,8.52783333333,16.5766666666,25.6868333334,17.0306666666,7.2905,6.67866666667,10.273,9.44866666666,15.3943333333,11.2686666666,10.3781666667,6.92983333333
533.49,8.557,16.613,25.7538333334,17.0625,7.30366666667,6.698,10.2903333333,9.47,15.385,11.2926666666,10.3926666667,6.95233333333
533.84,8.58766666667,16.6641666667,25.8495833333,17.1108333334,7.33083333334,6.7335,10.311,9.49166666667,15.394,11.338,10.4053333334,6.99183333334
534.18,8.611,16.6903333334,25.913,17.1375,7.32416666667,6.73916666666,10.3151666667,9.49316666667,15.3853333334,11.3376666666,10.4016666667,7.00466666666
534.52,8.62683333334,16.6945,25.9981666667,17.158,7.32966666667,6.7235,10.3205,9.499,15.3433333333,11.3621666666,10.394,7.01433333333
534.87,8.64183333334,16.699,26.0761666666,17.1885,7.32766666667,6.72383333333,10.347,9.49983333333,15.3393333333,11.3766666667,10.4105,7.01916666666
535.21,8.64716666667,16.7291666666,26.1784166667,17.2081666667,7.32566666667,6.73983333333,10.344,9.539,15.331,11.4036666667,10.4135,7.0435
535.56,8.69783333333,16.7713333334,26.2645833334,17.2726666667,7.35016666667,6.74466666667,10.3681666667,9.56316666667,15.3333333334,11.4333333333,10.4386666667,7.06733333333
535.90,8.74483333334,16.7993333333,26.3566666666,17.3385,7.38116666666,6.78,10.3926666667,9.59516666666,15.3216666666,11.4651666666,10.4695,7.13766666666
536.25,8.76933333333,16.8386666666,26.416,17.3686666667,7.4205,6.817,10.4226666667,9.6325,15.321,11.4943333333,10.496,7.17666666666
536.59,8.804,16.8791666667,26.5176666667,17.4231666666,7.42416666667,6.85166666667,10.4493333333,9.63566666666,15.3303333333,11.5141666667,10.5171666666,7.196
536.93,8.85216666667,16.8996666667,26.57375,17.4613333334,7.4395,6.88716666667,10.4543333334,9.68,15.3228333334,11.5486666666,10.5433333333,7.2305
537.28,8.85066666667,16.9371666667,26.6339166667,17.4655,7.45333333334,6.89216666667,10.4486666667,9.68733333334,15.2868333333,11.5475,10.5325,7.25116666667
537.62,8.84933333334,16.9193333333,26.6559166667,17.4616666667,7.42816666666,6.89066666667,10.4506666667,9.69783333333,15.2428333334,11.5443333333,10.5315,7.2335
537.97,8.85883333333,16.9485,26.7069166667,17.493,7.4235,6.91166666666,10.4566666666,9.71300000002,15.1976666666,11.5598333333,10.5411666666,7.22066666667
538.31,8.89,16.9866666667,26.8074166666,17.5526666667,7.443,6.96433333334,10.4903333333,9.75066666668,15.192,11.6046666667,10.581,7.23483333334
538.65,8.86883333334,17.0048333333,26.8229166667,17.5218333334,7.41183333333,6.96316666666,10.4633333334,9.73866666667,15.1345,11.5913333334,10.5663333334,7.2315
539.00,8.89116666667,17.0048333333,26.8725,17.5595,7.41416666667,6.97083333333,10.4778333334,9.71633333335,15.0753333334,11.6156666667,10.5523333333,7.22416666667
539.34,8.897,17.0113333333,26.8935,17.5503333334,7.404,6.97733333333,10.4941666666,9.72066666669,15.0078333333,11.6228333333,10.5546666667,7.23183333334
539.69,8.9015,17.0438333333,26.9915833334,17.5758333334,7.41333333333,6.9895,10.4931666666,9.73883333334,14.9551666667,11.6573333333,10.5398333333,7.22866666667
540.03,8.92266666667,17.046,27.0458333334,17.5916666666,7.41316666667,6.99583333333,10.4958333333,9.73716666668,14.8815,11.6673333334,10.5156666667,7.2355
540.37,8.89716666667,17.0236666667,27.073,17.5783333334,7.383,6.97966666667,10.4755,9.72549999999,14.8343333333,11.6718333333,10.4991666666,7.23083333333
540.72,8.8935,17.0336666667,27.11025,17.5963333333,7.39116666667,6.98383333334,10.4768333334,9.72466666665,14.8033333334,11.6736666666,10.5148333334,7.235
541.06,8.9035,17.0261666666,27.1650833333,17.6205,7.38816666667,6.9975,10.4841666666,9.71716666667,14.76,11.6946666667,10.5265,7.22966666666
541.40,8.9105,17.0473333334,27.2036666667,17.6518333333,7.39833333333,7.01433333333,10.4891666667,9.72416666666,14.7315,11.7351666666,10.5338333333,7.2615
541.75,8.91983333333,17.0675,27.2403333334,17.6618333333,7.41866666667,7.04716666667,10.4955,9.73083333333,14.7233333334,11.7456666666,10.5436666667,7.28
542.09,8.90233333334,17.08,27.2268333334,17.6408333333,7.413,7.04416666666,10.4583333333,9.70000000002,14.6936666666,11.7113333333,10.5193333333,7.27816666667
542.43,8.93483333333,17.1183333333,27.2881666666,17.6878333333,7.4525,7.09383333334,10.4888333333,9.73116666669,14.7003333333,11.7496666667,10.5471666666,7.3165
542.78,8.92533333333,17.1495,27.3190833334,17.6981666666,7.4505,7.11766666667,10.4945,9.74216666665,14.696,11.7698333334,10.5596666666,7.35066666667
543.12,8.96683333333,17.218,27.39725,17.7605,7.47883333334,7.18166666667,10.5216666666,9.77966666667,14.7185,11.8191666667,10.5923333334,7.38683333333
543.46,8.9975,17.2595,27.4186666667,17.7976666667,7.5085,7.23166666667,10.5418333333,9.79766666669,14.7298333334,11.8461666666,10.6055,7.4165
543.81,9.00816666667,17.3076666667,27.48525,17.8366666667,7.521,7.27333333333,10.5551666666,9.79916666665,14.7278333334,11.8668333333,10.6338333333,7.43116666667
544.15,9.04283333333,17.358,27.5124166667,17.8826666667,7.5565,7.31683333333,10.5651666667,9.83283333332,14.7095,11.8906666666,10.6556666666,7.4665
544.49,9.064,17.3943333333,27.5351666666,17.9023333334,7.55433333334,7.3565,10.5843333333,9.83249999999,14.7113333333,11.9081666667,10.666,7.493
544.84,9.097,17.4663333334,27.573,17.9475,7.5655,7.40116666667,10.6028333333,9.85616666667,14.7588333334,11.9331666667,10.6948333334,7.53333333333
545.18,9.1265,17.5283333333,27.6255,17.966,7.57116666667,7.43583333334,10.6218333334,9.87416666668,14.7798333333,11.9483333333,10.726,7.56033333333
545.52,9.139,17.5426666666,27.68175,18.009,7.574,7.425,10.6243333334,9.86783333335,14.773,11.9595,10.7331666666,7.56016666666
545.87,9.14483333334,17.5498333334,27.73575,18.0548333334,7.5435,7.426,10.6446666667,9.88983333333,14.7351666667,11.9796666667,10.7303333333,7.5515
546.21,9.14833333333,17.5668333333,27.7849166666,18.0921666667,7.53416666667,7.41366666667,10.638,9.888,14.6876666666,11.9883333333,10.718,7.54866666666
546.55,9.188,17.5961666666,27.8128333333,18.1333333333,7.538,7.42066666667,10.637,9.88816666665,14.669,11.9878333333,10.7121666666,7.5505
546.90,9.1695,17.5651666667,27.7831666667,18.1148333333,7.50116666667,7.394,10.6316666667,9.85349999999,14.6161666667,11.9803333333,10.6953333333,7.52133333334
547.24,9.14683333333,17.5476666667,27.8025,18.076,7.411,7.36683333333,10.5965,9.815,14.5746666666,11.9515,10.7006666667,7.47966666666
547.58,9.127,17.5088333333,27.7619166667,18.037,7.37583333333,7.32733333333,10.5506666666,9.80583333332,14.5245,11.9138333334,10.6815,7.46933333333
547.92,9.139,17.535,27.81325,18.0221666667,7.37033333334,7.32216666666,10.5466666666,9.79950000001,14.483,11.8936666666,10.6855,7.43783333333
548.27,9.12983333334,17.5365,27.8891666666,18.0245,7.34916666667,7.30233333333,10.5315,9.76633333331,14.4416666667,11.8971666667,10.684,7.4125
548.61,9.1285,17.4991666666,27.9079166666,17.9868333333,7.3365,7.25633333333,10.5148333333,9.73616666669,14.348,11.8813333333,10.6636666666,7.37116666667
548.95,9.18216666666,17.509,27.9595833334,18.0038333334,7.35983333334,7.254,10.5291666666,9.74133333332,14.311,11.8928333333,10.6276666667,7.3305
549.29,9.15083333334,17.464,27.9395833334,17.9978333333,7.305,7.24366666667,10.5028333334,9.71300000002,14.229,11.8871666666,10.581,7.32133333333
549.64,9.21433333333,17.5226666667,28.0069166666,18.0395,7.35883333333,7.29,10.5573333333,9.73166666666,14.2376666667,11.935,10.6513333333,7.376
549.98,9.21833333333,17.5193333334,28.047,18.0476666666,7.35333333334,7.28283333334,10.586,9.717,14.2048333333,11.9091666667,10.6715,7.38033333333
550.32,9.18933333333,17.483,28.0366666666,18.0088333333,7.31983333333,7.24766666667,10.5535,9.7085,14.1173333334,11.8766666666,10.6838333333,7.34366666667
550.66,9.19316666667,17.5406666667,28.1111666666,18.0223333333,7.31666666667,7.23283333333,10.5015,9.72733333332,14.0888333333,11.862,10.671,7.34633333334
551.01,9.20683333334,17.556,28.1308333333,18.057,7.36566666666,7.22233333333,10.5256666667,9.75383333335,14.0795,11.8798333333,10.6445,7.3735
551.35,9.2085,17.5871666666,28.2461666666,18.136,7.39466666666,7.21933333334,10.5633333333,9.75633333334,14.0926666667,11.945,10.6456666666,7.3905
551.69,9.17833333334,17.5738333333,28.208,18.1388333334,7.36866666666,7.228,10.5295,9.73133333333,14.0641666667,11.9745,10.5806666666,7.3625
552.03,9.17216666667,17.5938333333,28.18075,18.1455,7.38433333334,7.22133333334,10.5338333333,9.77966666667,14.047,11.9755,10.582,7.38783333333
552.38,9.13683333333,17.5845,28.17075,18.1725,7.36866666666,7.2335,10.5326666667,9.7875,14.0535,11.9821666666,10.5768333333,7.42766666667
552.72,9.09716666667,17.5313333333,28.1296666666,18.1798333333,7.33083333333,7.186,10.4831666666,9.76833333334,13.991,11.9496666667,10.5796666667,7.40633333333
553.06,9.09966666666,17.5603333333,28.1473333334,18.1755,7.358,7.189,10.4811666667,9.78383333334,13.9408333333,11.9375,10.5381666666,7.39016666666
553.40,9.06483333333,17.5391666667,28.1225,18.1625,7.32816666667,7.16516666667,10.4413333334,9.74583333333,13.8871666666,11.9091666667,10.4516666666,7.34483333333
553.74,9.06683333333,17.5833333333,28.1275,18.1805,7.33083333333,7.21616666667,10.4453333333,9.78133333332,13.9253333333,11.9438333333,10.446,7.34483333333
554.09,9.09366666667,17.6405,28.2120833334,18.2548333333,7.3605,7.268,10.4895,9.80116666669,13.9751666667,11.9956666667,10.461,7.36683333334
554.43,9.073,17.6076666667,28.22375,18.2683333334,7.36583333333,7.24166666667,10.5328333333,9.78183333334,13.9575,11.9958333333,10.4498333333,7.36283333334
554.77,8.99966666667,17.5816666667,28.2149166666,18.2555,7.35383333334,7.2165,10.4928333333,9.72966666667,13.8955,11.975,10.4466666666,7.31933333333
555.11,8.995,17.5961666666,28.13075,18.2306666667,7.363,7.238,10.4765,9.7265,13.8663333333,11.9533333333,10.4198333334,7.28766666666
555.45,9.0535,17.638,28.1620833333,18.2873333333,7.4035,7.26983333333,10.5575,9.78866666667,13.9115,11.9816666666,10.5366666666,7.3575
555.80,9.0425,17.6425,28.1555,18.2728333334,7.3595,7.26866666667,10.5548333334,9.76716666669,13.8778333334,11.9635,10.5123333333,7.33083333333
556.14,8.9715,17.624,28.1173333333,18.2608333333,7.30733333334,7.2435,10.4828333334,9.71366666667,13.7713333334,11.8965,10.4308333333,7.24583333333
556.48,8.91533333333,17.6333333334,28.133,18.2443333333,7.2765,7.22883333333,10.4583333333,9.63016666667,13.721,11.857,10.3813333333,7.23816666667
556.82,8.933,17.6913333334,28.1490833333,18.2575,7.26583333333,7.24083333333,10.4738333333,9.65466666667,13.7723333333,11.8815,10.4621666666,7.27683333333
557.16,8.90266666666,17.718,28.11975,18.2473333333,7.2475,7.26216666667,10.489,9.6775,13.7923333334,11.9036666667,10.5096666666,7.275
557.50,8.89066666667,17.707,28.1546666667,18.2703333333,7.26466666667,7.26083333333,10.5198333334,9.6795,13.7158333333,11.9295,10.5223333333,7.25683333333
557.85,8.83083333334,17.708,28.091,18.2025,7.2265,7.2235,10.463,9.6235,13.643,11.8898333334,10.4803333333,7.21383333333
558.19,8.7725,17.6895,28.0711666667,18.1726666667,7.17283333334,7.192,10.3985,9.593,13.58,11.8516666667,10.4333333333,7.17183333333
558.53,8.809,17.6983333333,28.0574166666,18.1993333333,7.15366666666,7.22466666666,10.401,9.6075,13.573,11.8623333334,10.4826666667,7.18533333333
558.87,8.85366666667,17.7478333333,28.1736666666,18.2523333334,7.11633333333,7.24933333334,10.4695,9.64516666667,13.5851666667,11.8841666666,10.5186666666,7.212
559.21,8.85266666667,17.7153333333,28.2301666666,18.2801666667,7.10566666666,7.25366666666,10.433,9.64616666666,13.5505,11.8796666666,10.4811666667,7.19383333334
559.55,8.87133333333,17.7468333333,28.3345,18.4135,7.149,7.254,10.467,9.67866666667,13.5616666666,11.9076666666,10.525,7.208
559.89,8.93233333334,17.8211666667,28.4185833333,18.4568333334,7.189,7.28816666667,10.5341666667,9.74850000001,13.6211666667,11.9898333333,10.6001666667,7.2695
560.23,8.9075,17.8308333334,28.3840833333,18.4895,7.18516666666,7.29916666667,10.5496666666,9.80049999998,13.6291666667,12.0153333334,10.573,7.288
560.58,8.89166666667,17.8376666667,28.4103333333,18.5115,7.18116666666,7.2905,10.542,9.75566666665,13.5988333334,12.0011666667,10.5543333334,7.2475
560.92,8.89783333334,17.8538333333,28.5085,18.5238333333,7.20833333333,7.26166666667,10.5013333334,9.74933333335,13.5736666667,12.003,10.5621666667,7.253
561.26,8.88633333333,17.8348333333,28.4578333333,18.491,7.1305,7.1885,10.4236666667,9.71216666665,13.5281666667,11.9845,10.4726666666,7.2465
561.60,8.91966666666,17.8235,28.4933333334,18.526,7.13983333333,7.16866666667,10.4283333333,9.74416666666,13.5038333334,11.9828333334,10.475,7.25716666666
561.94,8.94716666666,17.875,28.5816666667,18.5718333333,7.15583333333,7.2065,10.4511666667,9.77233333333,13.53,12.055,10.494,7.2845
562.28,8.93766666666,17.8821666667,28.6183333334,18.6013333333,7.13233333333,7.2065,10.4598333333,9.75733333335,13.493,12.0646666666,10.45,7.28883333333
562.62,8.84433333333,17.8128333333,28.5175,18.5466666666,7.08516666667,7.1105,10.3418333333,9.6645,13.3851666667,12.0071666667,10.3855,7.23016666667
562.96,8.83866666667,17.8068333333,28.5055833333,18.514,7.08033333334,7.1225,10.3476666667,9.62016666666,13.3468333334,12.0156666667,10.3883333334,7.21366666667
563.30,8.82666666666,17.7605,28.4383333334,18.4318333333,7.03583333334,7.09483333333,10.297,9.61783333333,13.3043333333,12.0338333333,10.329,7.18183333333
563.64,8.84483333333,17.7791666666,28.4725,18.4536666667,7.041,7.09266666667,10.3161666667,9.6365,13.3176666667,12.0438333334,10.3531666667,7.17433333333
563.99,8.885,17.8,28.4731666667,18.4553333333,7.07816666667,7.144,10.3285,9.66733333333,13.3301666667,12.0581666667,10.4261666666,7.17633333333
564.33,8.91433333333,17.8223333333,28.4779166666,18.5015,7.12466666667,7.17866666667,10.3566666666,9.75550000001,13.348,12.116,10.4523333333,7.232
564.67,8.9365,17.8306666667,28.5003333333,18.5575,7.12033333333,7.20333333333,10.3923333333,9.75616666666,13.3736666667,12.1103333333,10.4305,7.23233333334
565.01,8.94416666667,17.8318333333,28.562,18.551,7.156,7.22766666666,10.372,9.76516666666,13.388,12.1208333333,10.4905,7.24033333334
565.35,8.897,17.7738333333,28.5514166666,18.5265,7.11766666666,7.215,10.3496666667,9.74816666668,13.3746666667,12.1076666667,10.4851666667,7.21916666667
565.69,8.91016666667,17.7586666667,28.5543333334,18.5483333334,7.1475,7.254,10.3735,9.78483333331,13.3663333333,12.1018333334,10.5661666667,7.22733333334
566.03,8.92833333333,17.7825,28.5434166666,18.5556666666,7.179,7.265,10.3801666667,9.81666666667,13.3918333334,12.1071666667,10.564,7.25066666667
566.37,8.942,17.8085,28.5975,18.5516666667,7.19633333334,7.29683333333,10.414,9.84550000002,13.4178333333,12.0985,10.559,7.24833333333
566.71,8.87833333334,17.769,28.5715833333,18.5571666666,7.12233333333,7.25083333333,10.3751666666,9.84183333335,13.3665,12.0541666667,10.5195,7.1865
567.05,8.84933333333,17.7386666666,28.5676666666,18.54,7.142,7.27866666666,10.3613333334,9.82333333331,13.3453333333,12.0306666666,10.5446666667,7.19066666667
567.39,8.81216666667,17.7136666666,28.5214166666,18.5178333333,7.14233333333,7.24516666667,10.3165,9.77700000002,13.2883333333,11.9741666667,10.4933333334,7.17433333334
567.73,8.78083333333,17.6565,28.5585833334,18.4828333334,7.10233333333,7.22216666667,10.2665,9.72833333331,13.2061666667,11.941,10.4296666667,7.12166666667
568.07,8.74716666667,17.5716666667,28.48925,18.4061666667,7.04866666667,7.20533333333,10.2061666667,9.67516666667,13.0963333333,11.9136666667,10.3728333333,7.06533333333
568.41,8.694,17.5141666667,28.4094166667,18.3483333333,6.99166666667,7.17033333333,10.1278333333,9.63783333333,13.0063333333,11.9085,10.3375,7.05216666667
568.75,8.71383333333,17.515,28.3530833333,18.3685,6.98216666666,7.17816666666,10.141,9.65483333333,12.998,11.9018333333,10.302,7.04083333333
569.09,8.72116666666,17.5091666667,28.3225833333,18.3578333333,6.96983333333,7.18233333333,10.1241666667,9.64583333333,12.9766666667,11.9041666666,10.2606666667,7.00266666667
569.43,8.7515,17.5256666667,28.3363333333,18.3738333333,7.01383333333,7.20716666667,10.1331666667,9.65233333334,12.9801666667,11.9445,10.2771666667,7.0425
569.77,8.79916666667,17.5603333334,28.3949166667,18.3955,7.05866666667,7.25716666667,10.1643333333,9.6975,12.9901666667,11.9855,10.2898333333,7.0475
570.11,8.86283333334,17.56,28.39875,18.4773333333,7.076,7.31183333333,10.2135,9.73983333333,12.9718333334,12.0461666667,10.3365,7.13533333333
570.45,8.88133333334,17.5935,28.4478333334,18.4838333333,7.10766666667,7.32983333333,10.2281666667,9.7605,13.0025,12.1013333334,10.3228333333,7.205
570.79,8.91966666667,17.6375,28.4323333334,18.518,7.13766666667,7.35966666666,10.2421666667,9.76583333332,12.9976666666,12.123,10.2655,7.24616666667
571.13,8.956,17.6411666667,28.4555833333,18.534,7.15366666666,7.393,10.2596666666,9.78716666665,12.9915,12.1538333334,10.2795,7.26583333333
