wavelength,Back_TacLucf,Belly_TacLucf,Breast_TacLucf,Crissum_TacLucf,Crown_TacLucf,DorTail_TacLucf,Patch10_TacLucf,Rump_TacLucf,Throat_TacLucf,WingTip_TacLucf
347.08,3.55933333333,7.23753333333,5.68246666667,4.88846666667,5.0644,4.84966666667,6.9869,4.6316,10.4498416667,4.9006
347.45,3.618,7.32193333333,5.77826666667,4.88886666667,5.14646666667,4.91226666667,7.05823333333,4.67826666667,10.50015,4.92766666667
347.81,3.7138,7.4966,5.83486666667,4.97706666666,5.28933333333,5.01093333333,7.18166666667,4.76153333333,10.60405,5.008
348.18,3.8456,7.65733333334,5.967,5.08246666667,5.39366666667,5.11246666667,7.3634,4.86506666667,10.6949166667,5.0896
348.54,4.00473333334,7.74539999999,6.05953333334,5.20886666666,5.56326666667,5.23453333333,7.4619,4.9982,10.7843333333,5.23966666667
348.91,4.0238,7.8254,6.1154,5.25413333333,5.59993333333,5.33606666667,7.49163333333,5.02,10.8404,5.32566666666
349.27,4.16653333333,7.98646666667,6.27626666667,5.4456,5.75446666667,5.521,7.59916666667,5.14713333333,11.0114833333,5.4702
349.64,4.20026666667,8.01420000001,6.3394,5.5122,5.74293333333,5.56606666667,7.6438,5.15953333333,11.06425,5.48273333334
350.00,4.2046,8.05573333334,6.39326666667,5.57846666667,5.78473333333,5.56606666667,7.71153333334,5.16986666667,11.0832833333,5.53773333333
350.37,4.285,8.10906666667,6.5878,5.72453333333,5.867,5.67,7.8134,5.27153333333,11.1915,5.592
350.73,4.1644,8.03800000001,6.52973333333,5.6648,5.73026666667,5.6094,7.70486666667,5.1382,11.1046916667,5.4816
351.10,4.20666666666,8.03693333333,6.49686666667,5.7316,5.74986666667,5.62793333333,7.7373,5.0816,11.1105333333,5.48513333333
351.46,4.1286,7.94406666667,6.3764,5.65453333333,5.62953333333,5.53473333334,7.64443333333,4.98133333333,11.1146416667,5.3652
351.83,4.0176,7.78919999999,6.30206666666,5.56793333334,5.48373333333,5.46486666667,7.4676,4.85753333333,11.0449166667,5.25773333333
352.19,4.0098,7.79673333333,6.30733333333,5.5896,5.49133333333,5.4786,7.39326666667,4.8434,11.0958166667,5.3276
352.55,3.82806666667,7.696,6.16913333333,5.42913333333,5.29613333333,5.3,7.23936666667,4.652,10.97525,5.15533333333
352.92,3.6412,7.56046666667,5.99566666667,5.25646666667,5.1476,5.07346666667,7.03033333333,4.50466666667,10.8436166667,4.9744
353.28,3.4994,7.4476,5.84713333333,5.11053333333,5.0066,4.9286,6.92373333334,4.3786,10.72405,4.835
353.65,3.6036,7.5534,5.92446666667,5.25073333333,5.10813333333,5.05673333334,7.0292,4.49886666667,10.8568916667,4.96173333333
354.01,3.5188,7.44806666667,5.85526666667,5.163,4.96866666667,5.0034,6.89546666667,4.38153333333,10.7801916667,4.83366666667
354.38,3.4442,7.3522,5.70586666667,5.06286666666,4.8502,4.90386666667,6.83856666667,4.28773333333,10.7153416667,4.72833333333
354.74,3.466,7.3346,5.7008,5.08993333333,4.87833333333,4.86633333333,6.8537,4.31466666667,10.7462333333,4.7712
355.11,3.56373333333,7.49293333333,5.86426666667,5.22533333333,4.9812,4.9642,6.93063333333,4.48886666667,10.8610166667,4.89586666667
355.47,3.5712,7.56713333333,5.94633333334,5.3106,5.057,5.01693333333,7.03,4.5494,10.9256833333,5.02213333333
355.83,3.66106666666,7.71860000001,6.07846666667,5.44,5.1962,5.0948,7.16756666667,4.6736,11.0626666667,5.14173333333
356.20,3.54286666667,7.69326666666,6.00626666667,5.41853333333,5.14933333333,5.04826666666,7.09793333334,4.57506666667,10.9749583333,5.01473333333
356.56,3.50806666667,7.69346666666,6.00026666667,5.45406666667,5.16853333333,5.0368,7.10113333333,4.5884,11.0054916667,5.02866666667
356.93,3.63553333333,7.82433333334,6.13273333333,5.56886666667,5.30533333333,5.16526666667,7.21426666667,4.7146,11.121675,5.13053333333
357.29,3.70126666667,7.93520000001,6.245,5.6648,5.3844,5.22553333333,7.271,4.80233333333,11.2393666667,5.15846666667
357.66,3.71613333333,7.9512,6.25946666667,5.62546666667,5.37493333333,5.18433333333,7.2211,4.79913333334,11.2327166667,5.10713333333
358.02,3.8654,8.13953333333,6.43293333333,5.7654,5.58686666667,5.29793333333,7.36966666667,4.94286666667,11.4418416667,5.259
358.38,3.93473333333,8.27206666666,6.52886666667,5.8566,5.6784,5.34993333333,7.4127,4.9574,11.5463333333,5.34246666667
358.75,4.1576,8.51200000001,6.70853333334,6.0562,5.86966666667,5.5352,7.59266666667,5.11306666667,11.7418083333,5.54193333333
359.11,4.12373333333,8.44613333333,6.60406666667,6.00333333334,5.80113333333,5.42753333333,7.54456666667,4.98926666667,11.7298583333,5.4606
359.48,4.19006666667,8.518,6.65580000001,6.02633333333,5.8354,5.45246666667,7.5675,5.00986666667,11.8192,5.4374
359.84,4.19173333333,8.49373333333,6.6032,6.023,5.8176,5.41753333333,7.55853333333,4.9868,11.8284083333,5.3878
360.20,4.23846666667,8.51140000001,6.62853333334,6.0242,5.83326666667,5.4208,7.58236666667,5.02706666667,11.863725,5.4128
360.57,4.24493333334,8.51746666666,6.62306666667,5.9746,5.8102,5.39106666667,7.5851,4.9814,11.8601166667,5.36733333333
360.93,4.17526666667,8.45659999999,6.57893333334,5.9312,5.72853333333,5.32526666667,7.53613333333,4.90073333333,11.7962666667,5.29673333333
361.29,4.12593333333,8.38246666666,6.50933333333,5.83346666667,5.6736,5.25606666667,7.4822,4.8188,11.7477916667,5.2516
361.66,4.1612,8.44633333333,6.56760000001,5.88433333333,5.71966666667,5.30753333334,7.55846666667,4.84533333333,11.8417166667,5.30073333333
362.02,4.06413333334,8.37679999999,6.49773333333,5.8058,5.60293333333,5.2174,7.5026,4.7856,11.7548333333,5.18226666667
362.39,4.0906,8.40700000001,6.54559999999,5.8488,5.62553333333,5.22306666667,7.52173333333,4.84113333333,11.7694,5.21026666667
362.75,3.9192,8.27353333333,6.41533333333,5.71146666667,5.47346666667,5.0696,7.34003333333,4.72513333333,11.6528833333,5.05366666667
363.11,3.90186666666,8.29593333334,6.43253333333,5.72333333333,5.46073333333,5.06513333333,7.32166666667,4.7404,11.6783833333,5.0646
363.48,3.89513333333,8.27866666667,6.41626666667,5.74313333333,5.457,5.0492,7.27453333333,4.75306666667,11.6562666667,5.0466
363.84,3.8986,8.29559999999,6.44646666666,5.74726666667,5.45913333333,5.0492,7.2539,4.73073333334,11.6899166667,5.0454
364.20,3.9572,8.40573333333,6.57486666667,5.8398,5.54493333333,5.09393333334,7.35896666666,4.79113333334,11.783275,5.11593333333
364.57,3.9836,8.40853333333,6.59493333333,5.86953333333,5.581,5.1034,7.3587,4.86673333333,11.86305,5.1462
364.93,4.04453333333,8.4878,6.67079999999,5.95193333333,5.6856,5.1538,7.4324,4.94766666667,11.9736083333,5.19986666667
365.29,4.0964,8.52373333333,6.68766666667,6.0306,5.695,5.19446666667,7.44676666667,4.9946,11.98525,5.2438
365.66,4.08133333333,8.50953333333,6.66393333333,6.0086,5.66353333333,5.13686666667,7.39993333333,4.9972,11.9497833333,5.22266666667
366.02,4.11893333333,8.55386666666,6.6796,6.05813333333,5.70533333333,5.14993333333,7.41336666667,5.0026,11.9906833333,5.2658
366.38,4.09873333333,8.57180000001,6.66319999999,6.0504,5.68913333333,5.14613333333,7.4237,4.9768,11.9961083333,5.23113333333
366.75,4.2556,8.75253333334,6.81266666667,6.19946666667,5.8688,5.2602,7.60013333333,5.10466666667,12.163625,5.36093333333
367.11,4.25566666667,8.7678,6.84300000001,6.19573333333,5.92106666667,5.2994,7.64536666667,5.12433333333,12.2097666667,5.37193333333
367.47,4.15373333333,8.71106666667,6.80026666666,6.13113333333,5.84586666667,5.1968,7.58266666667,5.01673333333,12.1355166667,5.29773333333
367.84,4.16713333333,8.7694,6.83666666666,6.18293333333,5.85893333333,5.20946666667,7.61353333333,5.05386666667,12.1931416667,5.32586666667
368.20,4.1842,8.75406666667,6.78413333333,6.1826,5.8534,5.20766666667,7.57706666667,5.066,12.240125,5.30813333333
368.56,4.2064,8.82413333333,6.83686666667,6.24413333333,5.88153333333,5.26733333333,7.59946666667,5.06513333333,12.2542916667,5.31446666667
368.93,4.2162,8.81206666666,6.83039999999,6.24293333333,5.85906666667,5.25353333333,7.59403333333,5.0376,12.3005583333,5.32266666667
369.29,4.21766666667,8.89773333334,6.87906666666,6.26006666667,5.90346666667,5.27673333333,7.64773333333,5.03873333333,12.408275,5.33626666667
369.65,4.125,8.89153333334,6.91099999999,6.2356,5.8798,5.2784,7.62813333333,4.97893333333,12.4450833333,5.3076
370.01,3.97466666667,8.79526666667,6.80553333334,6.1192,5.77046666666,5.20713333334,7.4933,4.86546666667,12.3886333334,5.1866
370.38,3.95593333333,8.771,6.77913333333,6.1012,5.74213333333,5.19806666667,7.44393333333,4.87573333333,12.413475,5.17613333333
370.74,3.87913333333,8.71460000001,6.7498,6.03826666667,5.68726666667,5.13386666667,7.3731,4.83953333333,12.402525,5.0832
371.10,3.93886666667,8.79600000001,6.7966,6.1004,5.69873333333,5.16373333333,7.40936666667,4.8532,12.476125,5.09753333334
371.46,3.99846666667,8.87580000001,6.83913333333,6.1474,5.7534,5.2282,7.4834,4.9164,12.5489916667,5.16373333334
371.83,4.03666666667,8.89900000001,6.882,6.16553333333,5.80933333333,5.26866666667,7.50106666667,4.95186666667,12.575275,5.18973333333
372.19,3.8972,8.77773333333,6.81013333334,6.01893333333,5.69666666667,5.15093333334,7.38003333333,4.83186666667,12.5007666667,5.08753333333
372.55,3.90026666667,8.79486666667,6.81673333333,6.03873333333,5.67353333333,5.10906666667,7.36506666667,4.8196,12.533675,5.0992
372.92,3.9058,8.82406666667,6.82619999999,6.0404,5.62686666667,5.0932,7.31753333333,4.84506666667,12.5405,5.09213333333
373.28,3.89613333333,8.78626666667,6.8406,6.03466666667,5.60893333333,5.018,7.28136666667,4.84346666666,12.552125,5.07573333333
373.64,3.90073333333,8.76946666666,6.78099999999,6.02313333333,5.58933333333,4.96313333333,7.27486666667,4.80873333333,12.4825583333,5.02326666667
374.00,4.04266666667,8.90753333334,6.93700000001,6.17013333333,5.71086666667,5.03766666667,7.3816,4.91766666667,12.6144666667,5.1616
374.37,3.98713333333,8.86026666667,6.91573333334,6.09906666667,5.65,4.95886666667,7.34936666667,4.83146666667,12.5688833333,5.1172
374.73,3.92846666667,8.80613333333,6.81819999999,6.06266666667,5.56413333333,4.8858,7.28626666667,4.72546666667,12.5164416667,5.08853333334
375.09,3.92173333333,8.81766666667,6.82553333333,6.0608,5.58986666667,4.86073333333,7.27623333333,4.74673333333,12.548075,5.12246666667
375.45,3.89746666667,8.81826666667,6.8058,6.06833333333,5.54406666667,4.83253333333,7.23576666667,4.72453333333,12.6316333333,5.10713333333
375.81,3.84586666667,8.7568,6.73613333333,5.99446666667,5.41666666667,4.7572,7.13876666667,4.64113333333,12.5620083333,5.0116
376.18,3.9186,8.79326666667,6.73786666667,6.08053333333,5.40946666667,4.80646666667,7.15666666667,4.67646666667,12.637425,5.05433333334
376.54,3.91313333333,8.78513333333,6.73626666667,6.1032,5.39966666667,4.83373333333,7.20646666667,4.67293333334,12.6618416667,5.05273333333
376.90,3.90853333333,8.77826666666,6.73526666666,6.13566666667,5.4168,4.84653333333,7.24063333333,4.6736,12.68585,5.06713333333
377.26,3.87873333334,8.76546666667,6.67973333333,6.14073333334,5.39493333333,4.8402,7.21843333333,4.6634,12.65715,5.021
377.63,3.99566666666,8.87006666668,6.80346666667,6.25546666667,5.51846666667,4.9472,7.27123333333,4.7664,12.804775,5.12326666667
377.99,4.05493333333,8.97633333333,6.83839999999,6.314,5.56973333333,5.02346666667,7.31186666667,4.84693333333,12.8515,5.15793333334
378.35,4.13913333333,9.07819999999,6.93253333333,6.4046,5.66366666667,5.15306666667,7.38003333333,4.94033333333,12.9771916667,5.25713333333
378.71,4.24853333333,9.20826666668,7.07773333333,6.5104,5.7898,5.3054,7.49173333333,5.062,13.1244916667,5.38326666667
379.07,4.2214,9.20019999999,7.08386666667,6.50893333333,5.75486666667,5.2894,7.46963333333,5.0574,13.1188,5.36413333333
379.44,4.22566666667,9.18766666667,7.09200000001,6.50873333333,5.78566666667,5.3004,7.4745,5.06126666667,13.0832833333,5.35113333333
379.80,4.24746666667,9.26073333333,7.13959999999,6.54873333333,5.83573333333,5.32386666667,7.54786666667,5.12106666667,13.1750416667,5.41886666666
380.16,4.21213333334,9.30913333334,7.16919999999,6.55513333333,5.84386666667,5.29926666667,7.56633333333,5.1194,13.2028666667,5.39166666667
380.52,4.25786666667,9.38040000001,7.25059999999,6.60066666667,5.8924,5.31213333333,7.587,5.19146666667,13.277125,5.44266666667
380.88,4.2998,9.44199999999,7.32993333333,6.64586666667,5.94773333333,5.36213333333,7.59793333333,5.22006666667,13.3529666667,5.4382
381.24,4.29793333333,9.46933333334,7.36,6.6494,5.9384,5.37006666667,7.56453333333,5.18486666667,13.3746833333,5.41173333333
381.61,4.2432,9.46526666666,7.33319999999,6.63553333333,5.88953333334,5.32326666666,7.5523,5.1592,13.3842833333,5.3656
381.97,4.19646666667,9.38226666667,7.33973333334,6.605,5.8316,5.2372,7.51936666667,5.0874,13.39185,5.32913333333
382.33,4.25206666666,9.42160000001,7.39819999999,6.68133333333,5.8338,5.22886666667,7.55126666667,5.10073333333,13.4499583334,5.3512
382.69,4.2718,9.41713333333,7.41346666667,6.70546666667,5.79553333333,5.2092,7.52213333333,5.10966666667,13.4278833333,5.3392
383.05,4.32533333333,9.42033333334,7.44059999999,6.7558,5.7982,5.242,7.51893333333,5.1336,13.45845,5.357
383.41,4.35406666667,9.4772,7.48440000001,6.78346666666,5.7776,5.2512,7.52776666667,5.1908,13.5152166667,5.36873333333
383.77,4.35073333333,9.48406666666,7.50666666666,6.81366666667,5.77206666667,5.27186666667,7.50286666667,5.18686666667,13.5317666667,5.36966666667
384.14,4.42513333333,9.55193333333,7.59259999999,6.90046666666,5.83886666667,5.3384,7.54236666667,5.24726666667,13.5881166667,5.44406666667
384.50,4.43386666667,9.58859999999,7.57806666666,6.91366666667,5.82906666667,5.33553333333,7.52236666667,5.226,13.6093916667,5.45866666667
384.86,4.40946666667,9.63573333334,7.56199999999,6.91353333333,5.80766666667,5.3212,7.5011,5.21106666667,13.6045416667,5.4832
385.22,4.41946666667,9.68599999999,7.5884,6.9358,5.82306666667,5.34306666667,7.52783333333,5.2552,13.6726666667,5.51913333333
385.58,4.40853333333,9.68933333335,7.58973333334,6.95093333333,5.801,5.34166666667,7.53616666667,5.27186666667,13.7265,5.51753333333
385.94,4.39773333333,9.69599999999,7.55566666666,6.96666666667,5.80033333334,5.3678,7.51773333333,5.26993333333,13.734625,5.5046
386.30,4.317,9.64553333333,7.46506666667,6.9246,5.74686666667,5.28093333333,7.44766666667,5.21693333333,13.7022583333,5.44793333333
386.66,4.28866666667,9.63019999999,7.40286666667,6.893,5.71166666667,5.23193333333,7.4032,5.1698,13.713975,5.3952
387.03,4.25953333333,9.63659999999,7.38706666666,6.86013333333,5.684,5.19246666667,7.387,5.12626666667,13.73325,5.3532
387.39,4.17533333333,9.58053333333,7.32873333333,6.81833333333,5.62066666667,5.115,7.31036666667,5.03186666667,13.6932666667,5.28086666667
387.75,4.25553333334,9.68893333334,7.39366666667,6.92686666667,5.7076,5.17073333333,7.3991,5.10326666667,13.833575,5.33986666667
388.11,4.1976,9.62819999999,7.33586666667,6.8678,5.6472,5.1086,7.355,5.02433333333,13.8285166667,5.27526666667
388.47,4.19473333333,9.64466666667,7.36886666667,6.90813333333,5.66813333333,5.13073333333,7.3632,5.0178,13.8777,5.2584
388.83,4.17506666667,9.63059999999,7.35280000001,6.90853333333,5.6476,5.11126666667,7.35546666667,4.98633333333,13.92135,5.244
389.19,4.20153333333,9.66793333333,7.41793333334,6.95933333334,5.65326666667,5.13113333333,7.38303333333,4.99886666667,13.9919916667,5.2798
389.55,4.18393333333,9.68613333333,7.41419999999,6.96906666667,5.6392,5.108,7.3266,4.93606666667,13.9968083333,5.26186666667
389.91,4.17673333333,9.69800000001,7.43040000001,6.9678,5.63386666667,5.08733333333,7.32143333333,4.932,14.0690166667,5.2258
390.27,4.13993333333,9.72013333333,7.43313333334,6.94526666667,5.61986666667,5.0726,7.30776666667,4.90233333333,14.102425,5.18733333333
390.63,4.0848,9.7142,7.45520000001,6.9542,5.5934,5.04413333333,7.3078,4.87986666667,14.1050666667,5.1878
391.00,4.0502,9.74719999999,7.4516,6.99093333333,5.587,5.0246,7.28826666667,4.85993333334,14.1679083333,5.20593333333
391.36,4.1098,9.84100000001,7.50780000001,7.04906666667,5.6476,5.07513333334,7.3538,4.90153333333,14.2748,5.26613333334
391.72,4.05826666667,9.82220000001,7.46866666667,6.99026666667,5.59326666667,5.02286666667,7.29413333333,4.85473333333,14.2581,5.22813333333
392.08,4.09926666667,9.89306666666,7.51819999999,7.05393333332,5.625,5.06226666667,7.30806666667,4.91313333333,14.3414666667,5.2504
392.44,4.0948,9.91653333333,7.54113333333,7.05499999999,5.61573333333,5.0554,7.2862,4.921,14.4013833333,5.2576
392.80,4.11006666666,9.93466666666,7.57666666666,7.09346666665,5.62886666667,5.04473333333,7.2896,4.9532,14.4510333333,5.24986666667
393.16,4.12066666667,9.9314,7.56593333333,7.1064,5.63826666667,5.04286666667,7.27513333333,4.95366666666,14.4923166667,5.25133333333
393.52,4.15633333333,9.955,7.60186666667,7.12033333333,5.64266666667,5.0848,7.29896666667,4.9902,14.5451666667,5.27406666667
393.88,4.17706666667,9.99026666665,7.62333333334,7.18046666667,5.64033333333,5.09966666667,7.32936666667,5.01593333333,14.58595,5.33853333333
394.24,4.181,9.98693333333,7.64893333333,7.21006666667,5.6124,5.08153333334,7.29786666666,5.02653333333,14.6302833333,5.3316
394.60,4.2074,10.0092666667,7.66826666667,7.23133333334,5.6142,5.0692,7.28223333333,5.03613333333,14.7000166667,5.32473333333
394.96,4.23853333333,10.0081333333,7.69026666667,7.25126666667,5.6326,5.099,7.28256666667,5.073,14.7009416667,5.32973333333
395.32,4.31433333333,10.0640666667,7.79139999999,7.34966666667,5.6992,5.16566666667,7.35026666667,5.14146666667,14.8156333333,5.39873333333
395.68,4.25133333333,9.98853333333,7.75773333333,7.31233333334,5.6224,5.10946666667,7.27753333333,5.08273333333,14.7927833333,5.34233333333
396.04,4.2232,9.9616,7.76033333334,7.30219999999,5.59186666667,5.0896,7.26606666667,5.0586,14.7942916666,5.3668
396.40,4.1994,9.93726666667,7.75486666666,7.30346666665,5.57506666666,5.0736,7.24396666667,5.053,14.8132,5.35193333333
396.76,4.1962,9.92953333332,7.76166666666,7.30159999999,5.59073333333,5.09573333333,7.2544,5.06173333333,14.869075,5.37653333333
397.12,4.15013333333,9.92566666667,7.72879999999,7.28053333333,5.5618,5.05333333333,7.22136666667,5.0276,14.8874583333,5.3276
397.48,4.12533333333,9.90266666666,7.73260000001,7.28633333333,5.55013333334,5.0218,7.19916666667,5.03973333333,14.9474916667,5.33433333333
397.84,4.13313333333,9.90826666667,7.77080000001,7.28626666667,5.56206666667,5.02326666667,7.1935,5.03713333333,14.989525,5.34313333333
398.20,4.1898,9.93286666667,7.80046666667,7.33213333334,5.61966666667,5.09906666666,7.2373,5.07366666667,15.04915,5.40946666667
398.56,4.16786666667,9.92740000001,7.78953333333,7.30819999999,5.59926666667,5.10853333333,7.22793333333,5.05493333333,15.0942,5.40446666667
398.92,4.18813333333,9.99193333333,7.8398,7.35773333333,5.63026666667,5.15613333333,7.2597,5.0834,15.1884166666,5.41413333333
399.28,4.14566666667,9.96226666667,7.77719999999,7.31539999999,5.57593333333,5.13313333333,7.2058,5.05853333333,15.1891166667,5.38653333333
399.64,4.22693333333,10.0559333333,7.86126666667,7.40446666665,5.66366666667,5.2158,7.26126666667,5.11393333333,15.322525,5.4422
400.00,4.27526666667,10.1034,7.89513333333,7.46166666667,5.71393333333,5.25506666667,7.26213333333,5.15633333333,15.432075,5.4494
400.36,4.32933333333,10.1590666667,7.92326666667,7.52033333333,5.7474,5.30306666667,7.3102,5.203,15.5480166667,5.51406666667
400.72,4.3848,10.2430666667,8.00333333332,7.58280000001,5.75086666667,5.34753333333,7.3388,5.24026666667,15.655275,5.5396
401.08,4.40066666667,10.2594,8.03793333333,7.60460000001,5.74606666667,5.363,7.35426666667,5.25346666667,15.7122666666,5.58413333333
401.44,4.4098,10.2901333333,8.04399999999,7.62239999999,5.74846666667,5.3674,7.3604,5.225,15.7738666667,5.59706666667
401.80,4.4324,10.3258,8.06006666666,7.65146666667,5.75433333333,5.37566666667,7.35323333333,5.21613333333,15.8618833333,5.6116
402.16,4.41306666667,10.3667333333,8.06813333333,7.6616,5.74713333333,5.36486666667,7.34596666667,5.21233333333,15.95,5.595
402.52,4.46426666667,10.4048,8.12060000001,7.75326666668,5.79733333333,5.39046666667,7.36406666667,5.25826666667,16.0387166667,5.63466666667
402.88,4.47293333333,10.401,8.1312,7.76046666665,5.79726666667,5.36846666667,7.3497,5.25546666667,16.0832583333,5.65813333333
403.24,4.47293333333,10.4068,8.16333333333,7.7824,5.7908,5.37246666666,7.33396666667,5.25146666667,16.1594416667,5.66986666667
403.60,4.47066666667,10.3822666667,8.16593333333,7.79946666667,5.7868,5.372,7.32783333333,5.25446666667,16.1629833333,5.68206666667
403.95,4.4374,10.4090666667,8.17853333334,7.80773333333,5.75746666667,5.358,7.3217,5.24453333333,16.1809666667,5.66686666667
404.31,4.37186666667,10.3528,8.13733333334,7.77326666667,5.7104,5.28633333334,7.24743333333,5.17953333333,16.1270833333,5.59633333333
404.67,4.2996,10.2925333333,8.06953333333,7.73066666667,5.65686666667,5.21473333333,7.18096666667,5.10453333334,16.0853166667,5.52913333333
405.03,4.35433333334,10.3406,8.12360000001,7.79759999999,5.69833333333,5.24766666667,7.19906666667,5.14533333333,16.1370333333,5.55533333333
405.39,4.38586666667,10.3818666667,8.16386666666,7.85293333332,5.72513333333,5.26426666667,7.19773333333,5.1958,16.19095,5.58386666667
405.75,4.39526666667,10.3972,8.18666666667,7.87073333333,5.71273333333,5.26646666667,7.18113333333,5.20926666666,16.2241916667,5.57186666667
406.11,4.37966666667,10.3780666667,8.20013333333,7.8768,5.69966666666,5.24846666667,7.1466,5.19326666667,16.2280333333,5.56926666667
406.47,4.39293333333,10.4281333333,8.25019999999,7.90326666666,5.712,5.27993333333,7.1675,5.1978,16.3226583333,5.5948
406.83,4.3416,10.4150666667,8.23646666666,7.87813333332,5.66113333333,5.23953333333,7.1206,5.1612,16.3280916667,5.5296
407.19,4.30573333334,10.403,8.23666666667,7.88026666667,5.62713333333,5.2024,7.0829,5.13406666667,16.3254083333,5.48026666667
407.55,4.30666666667,10.473,8.29220000001,7.91906666667,5.6546,5.20913333333,7.1081,5.15573333333,16.4106916667,5.49366666667
407.90,4.33666666667,10.5192,8.32966666667,7.96053333332,5.69546666667,5.23,7.14356666667,5.17866666667,16.4814916667,5.5258
408.26,4.34366666667,10.5676,8.37546666667,7.98326666667,5.68833333333,5.2446,7.163,5.17766666667,16.546625,5.53633333333
408.62,4.35206666667,10.5952666667,8.40133333333,7.9904,5.6816,5.2338,7.1455,5.1756,16.5986416667,5.53726666667
408.98,4.34053333333,10.5978,8.40419999999,8.02480000001,5.68593333333,5.24266666666,7.14863333333,5.17746666667,16.6662666667,5.5422
409.34,4.29933333333,10.5940666667,8.3874,8.01519999999,5.63953333333,5.2046,7.12343333333,5.13806666667,16.6973,5.4862
409.70,4.24413333333,10.6027333333,8.36359999999,8.01453333333,5.62773333334,5.17826666667,7.09546666667,5.1214,16.7482416667,5.46073333333
410.06,4.26433333333,10.6336,8.37806666667,8.04246666667,5.6218,5.18773333333,7.11243333333,5.14673333333,16.8268583333,5.46873333334
410.42,4.23513333333,10.6263333333,8.34733333333,8.0388,5.58573333333,5.15973333333,7.09043333333,5.12926666667,16.824825,5.43513333333
410.77,4.2718,10.6662,8.39806666667,8.10513333333,5.6186,5.2094,7.15256666667,5.16753333333,16.9334083333,5.49946666667
411.13,4.2996,10.713,8.43479999999,8.1606,5.65173333333,5.23866666667,7.18296666667,5.2038,17.0231916667,5.54493333334
411.49,4.28626666667,10.7168666667,8.42686666667,8.1676,5.6264,5.23493333333,7.15306666667,5.20173333333,17.0838,5.5374
411.85,4.3002,10.7438,8.46200000001,8.20213333333,5.63893333333,5.2476,7.15583333334,5.22866666667,17.17925,5.55553333333
412.21,4.31806666667,10.7416,8.48706666666,8.2414,5.64313333333,5.26606666667,7.15106666667,5.2542,17.259975,5.54653333333
412.57,4.30113333333,10.7574,8.51226666667,8.26300000001,5.6308,5.2718,7.16716666667,5.26,17.3458916667,5.5504
412.92,4.25806666667,10.7599333333,8.51366666666,8.23500000001,5.587,5.2262,7.13096666667,5.22153333333,17.3878666667,5.5258
413.28,4.28746666667,10.7897333333,8.54593333334,8.27073333333,5.6182,5.26566666667,7.16626666667,5.25146666667,17.4463833333,5.5558
413.64,4.27153333333,10.7749333333,8.55506666667,8.27480000001,5.60466666666,5.26193333333,7.16563333333,5.2486,17.48595,5.564
414.00,4.2806,10.8118666667,8.60246666667,8.32913333332,5.6442,5.29326666667,7.2099,5.28066666667,17.5876333333,5.5902
414.36,4.2606,10.8097333333,8.60306666667,8.29846666667,5.63153333333,5.2794,7.1757,5.2634,17.6337666667,5.58366666667
414.72,4.2252,10.7963333333,8.59453333333,8.27846666667,5.6016,5.2448,7.13546666667,5.24066666667,17.6874166667,5.5462
415.07,4.222,10.7812666667,8.60079999999,8.25153333333,5.5858,5.21786666667,7.11943333333,5.21953333333,17.7299166667,5.52566666667
415.43,4.2076,10.7593333333,8.593,8.22333333335,5.54833333333,5.1872,7.09983333333,5.18113333333,17.7477583333,5.52533333333
415.79,4.16373333333,10.6980666667,8.5376,8.168,5.48746666667,5.15026666667,7.0422,5.1258,17.7559333333,5.5126
416.15,4.174,10.6948666667,8.54186666667,8.16353333333,5.4858,5.1594,7.0607,5.13633333334,17.8141583333,5.5572
416.51,4.13966666667,10.643,8.49766666667,8.13693333333,5.45586666667,5.13513333333,7.02663333333,5.1126,17.8273583333,5.5522
416.86,4.13666666667,10.637,8.49046666667,8.14006666667,5.45,5.151,7.03646666667,5.12046666667,17.8716666667,5.5598
417.22,4.094,10.5756,8.45839999999,8.09666666665,5.4048,5.11866666667,6.98046666667,5.082,17.9148916667,5.54526666667
417.58,4.105,10.5548,8.45233333334,8.093,5.40186666667,5.13193333333,6.98403333333,5.0816,17.96955,5.55613333333
417.94,4.07873333333,10.4898666667,8.42713333333,8.04820000001,5.3618,5.11633333333,6.94683333333,5.04346666666,17.9711333333,5.55326666667
418.29,4.0858,10.4527333333,8.42433333333,8.04346666668,5.36253333333,5.13046666667,6.95063333333,5.05486666667,18.006575,5.5578
418.65,4.09133333333,10.4028666667,8.39906666666,8.01006666667,5.3488,5.126,6.9292,5.03933333333,18.0071333333,5.56573333333
419.01,4.0704,10.3535333333,8.3604,7.96660000001,5.328,5.12393333333,6.91093333333,5.009,18.0209666667,5.57133333333
419.37,4.03266666667,10.2861333333,8.30393333333,7.9238,5.29133333333,5.09513333333,6.87313333333,4.97846666667,18.0296416667,5.5362
419.73,4.0286,10.2476,8.29300000001,7.90880000001,5.28506666667,5.0968,6.86793333333,4.96653333333,18.05,5.5302
420.08,4.01686666667,10.2187333333,8.2728,7.89646666667,5.2832,5.0974,6.85376666667,4.9588,18.0699916667,5.52213333333
420.44,4.02266666667,10.1772666667,8.2622,7.87019999999,5.28633333334,5.11,6.8495,4.96133333333,18.10705,5.51386666667
420.80,4.0216,10.1228666667,8.24586666667,7.84620000001,5.27766666667,5.10993333333,6.83476666667,4.9398,18.1443166667,5.51913333334
