wavelength,Back_ParCapm,Belly_ParCapm,Breast_ParCapm,Crissum_ParCapm,Crown_ParCapm,DorTail_ParCapm,Rump_ParCapm,Throat_ParCapm,WingTip_ParCapm
352.55,4.62066666667,39.6898333333,36.9608333333,35.4985,3.58966666666,7.5745,4.235,6.47083333333,7.50183333334
352.92,4.649,39.7841666666,37.0546666667,35.5196666666,3.6115,7.615,4.26283333333,6.44733333334,7.49583333333
353.28,4.72016666666,39.9735,37.3078333334,35.7066666667,3.60566666666,7.61583333333,4.25916666667,6.43616666667,7.54466666666
353.65,4.89933333333,40.2493333333,37.7635,35.9656666667,3.72216666667,7.72616666667,4.37483333333,6.62316666666,7.71133333333
354.01,4.73633333333,40.2888333333,37.87,35.8968333334,3.54916666667,7.54166666666,4.21433333334,6.47333333333,7.58216666666
354.38,4.7055,40.4115,38.0443333333,36.1046666666,3.5065,7.47633333333,4.191,6.42816666667,7.48583333334
354.74,4.64583333333,40.4818333333,38.1231666667,36.0788333334,3.464,7.41433333333,4.09683333334,6.35716666666,7.375
355.11,4.64966666667,40.6783333333,38.2676666667,36.2003333334,3.453,7.41833333333,4.0405,6.37433333334,7.324
355.47,4.65,40.7445,38.3201666666,36.2898333334,3.46966666667,7.38933333333,4.00833333333,6.41183333334,7.35333333333
355.83,4.61133333333,40.8175,38.569,36.4596666666,3.4215,7.34983333333,3.977,6.41516666666,7.34
356.20,4.792,41.0368333334,38.868,36.7023333333,3.57816666667,7.43833333333,4.122,6.60183333333,7.53233333333
356.56,4.809,41.0833333333,38.9796666666,36.8173333333,3.57783333334,7.42316666666,4.1415,6.566,7.53633333333
356.93,4.76966666667,41.1691666666,39.0963333333,36.9163333333,3.524,7.37016666666,4.09016666666,6.50616666666,7.48333333334
357.29,4.722,41.1466666666,39.0408333333,36.8895,3.4775,7.27883333334,4.0275,6.43983333333,7.43133333334
357.66,4.67116666667,41.2951666667,39.1498333334,36.9908333333,3.437,7.20466666667,3.96833333333,6.33583333333,7.37433333333
358.02,4.705,41.5391666667,39.3718333333,37.1845,3.50083333333,7.29183333333,4.01233333333,6.37633333333,7.40383333333
358.38,4.711,41.7705,39.4681666667,37.2761666666,3.52016666666,7.32983333333,4.0245,6.40266666667,7.448
358.75,4.81616666667,42.0525,39.6066666666,37.4923333334,3.631,7.44183333333,4.126,6.49166666667,7.51483333333
359.11,4.776,42.1108333334,39.7635,37.6016666667,3.59,7.39883333334,4.048,6.36616666667,7.47333333333
359.48,4.68833333333,42.2398333333,39.8616666667,37.7381666667,3.502,7.35433333334,3.972,6.279,7.3925
359.84,4.67683333333,42.2836666667,39.854,37.7233333333,3.4465,7.2535,3.93166666667,6.19783333333,7.3505
360.20,4.59183333333,42.272,39.806,37.7353333333,3.37033333334,7.21416666666,3.86416666667,6.12166666666,7.24233333333
360.57,4.599,42.3871666667,40.0091666667,37.893,3.35016666667,7.27016666667,3.858,6.13666666667,7.27016666667
360.93,4.62033333334,42.5128333333,40.1036666667,38.0111666666,3.38566666666,7.34566666667,3.89333333334,6.21416666667,7.292
361.29,4.6655,42.6693333333,40.3,38.1413333333,3.437,7.438,3.96583333333,6.298,7.357
361.66,4.72733333334,42.6361666666,40.3316666667,38.1593333333,3.49983333334,7.496,4.0205,6.36533333334,7.392
362.02,4.82666666667,42.7305,40.4518333333,38.3266666666,3.59166666667,7.609,4.11616666667,6.45283333334,7.48816666667
362.39,4.7935,42.721,40.5128333334,38.3716666667,3.58133333334,7.54283333334,4.0865,6.39316666667,7.44466666667
362.75,4.67283333333,42.7101666666,40.6053333334,38.3985,3.45266666667,7.40266666667,3.979,6.29833333333,7.36566666666
363.11,4.6355,42.7281666666,40.5545,38.3941666667,3.35266666666,7.32733333333,3.93866666667,6.27483333333,7.32
363.48,4.57983333334,42.6643333334,40.565,38.3518333334,3.21616666666,7.173,3.84816666667,6.13166666667,7.21583333334
363.84,4.57066666666,42.772,40.5825,38.4906666667,3.21933333333,7.20316666667,3.83966666666,6.11116666666,7.21433333333
364.20,4.59783333333,42.8156666667,40.6691666666,38.5528333333,3.20783333334,7.19316666667,3.8285,6.11766666667,7.2095
364.57,4.55816666667,42.8655,40.5848333334,38.4718333334,3.189,7.13716666667,3.77716666667,6.09283333333,7.13683333333
364.93,4.6165,43.0613333333,40.7595,38.586,3.21133333334,7.13333333333,3.79816666666,6.126,7.1845
365.29,4.52766666667,43.056,40.6993333333,38.5838333334,3.07566666666,7.03166666667,3.6935,6.00666666666,7.0235
365.66,4.4255,43.1593333334,40.8353333334,38.668,2.94216666667,6.952,3.59666666667,5.961,6.968
366.02,4.419,43.266,40.9238333333,38.7966666667,2.94216666667,6.9485,3.58966666666,5.96383333333,6.96216666667
366.38,4.52483333333,43.3551666667,41.003,38.9046666667,3.058,7.034,3.70433333333,6.04183333334,7.04216666667
366.75,4.5295,43.4201666667,41.0548333333,38.9978333334,3.07383333333,7.0235,3.70416666666,6.04733333333,7.05333333334
367.11,4.55566666667,43.5626666667,41.2211666666,39.119,3.18933333333,7.12316666666,3.79616666667,6.10583333334,7.11083333333
367.47,4.70433333334,43.6855,41.306,39.2716666666,3.35166666667,7.26916666667,3.93933333334,6.21766666667,7.2035
367.84,4.707,43.7908333334,41.469,39.385,3.37233333333,7.27166666667,3.935,6.23366666667,7.1825
368.20,4.73316666667,43.9305,41.546,39.4978333334,3.43816666666,7.29483333333,3.96216666667,6.2315,7.2125
368.56,4.765,43.9785,41.6673333334,39.5906666667,3.53466666667,7.31216666667,4.03816666667,6.27933333333,7.24083333333
368.93,4.71383333333,44.023,41.6996666667,39.7013333334,3.50833333333,7.213,3.99933333333,6.19233333333,7.16216666666
369.29,4.74633333334,44.1151666666,41.8835,39.8305,3.55466666667,7.213,3.9935,6.24416666667,7.17483333334
369.65,4.8465,44.3686666667,42.0046666666,40.0895,3.67516666667,7.254,4.08333333334,6.3045,7.21866666666
370.01,4.815,44.3861666666,42.0108333333,40.0848333334,3.64916666666,7.17283333333,4.0295,6.27666666667,7.1485
370.38,4.77583333334,44.5095,42.0948333333,40.1588333334,3.59633333333,7.16266666667,4.00133333333,6.2985,7.08916666667
370.74,4.92766666666,44.6718333333,42.263,40.2546666666,3.72833333333,7.34566666667,4.12616666667,6.411,7.19616666667
371.10,4.93033333333,44.8358333333,42.4325,40.4643333333,3.71933333333,7.29933333333,4.06233333333,6.42116666667,7.22466666666
371.46,4.86,45.0003333333,42.581,40.5303333334,3.7595,7.30133333334,4.02733333333,6.449,7.22033333333
371.83,4.91716666667,45.0725,42.6468333334,40.6055,3.80766666667,7.37283333334,4.068,6.4695,7.24333333334
372.19,4.994,45.3066666667,42.8903333334,40.7528333333,3.8755,7.45416666667,4.16583333333,6.582,7.34183333333
372.55,5.02116666667,45.4018333333,43.0703333333,40.8893333333,3.80183333333,7.42583333333,4.09333333333,6.5355,7.32666666666
372.92,5.064,45.4568333334,43.1648333333,40.9756666666,3.86266666667,7.519,4.11583333334,6.59766666666,7.38433333334
373.28,5.15166666667,45.675,43.3416666666,41.1606666667,3.94166666666,7.61316666667,4.18016666667,6.66733333333,7.448
373.64,5.108,45.674,43.3356666666,41.0683333333,3.91966666666,7.57633333334,4.1065,6.62433333333,7.3655
374.00,5.17216666667,45.8371666667,43.5976666667,41.2103333334,4.0135,7.63216666667,4.20116666667,6.68666666667,7.45533333334
374.37,5.223,46.0085,43.7691666667,41.278,4.01683333333,7.654,4.20983333334,6.67133333333,7.4815
374.73,5.14716666667,46.1098333333,43.8013333334,41.3686666667,3.9395,7.57633333333,4.15883333334,6.627,7.381
375.09,5.1275,46.0546666667,43.8041666667,41.3551666666,3.88066666666,7.57283333333,4.16616666667,6.6025,7.30616666666
375.45,5.14783333333,46.273,44.0305,41.5798333333,3.83933333334,7.57516666666,4.166,6.6105,7.294
375.81,5.05016666666,46.3218333333,44.0705,41.5591666667,3.76566666667,7.45133333334,4.11483333333,6.53016666667,7.215
376.18,4.94766666667,46.3648333333,44.0328333333,41.64,3.68583333333,7.37983333334,4.04616666667,6.43083333334,7.115
376.54,4.88833333333,46.488,44.1233333333,41.7163333333,3.66,7.3765,4.06533333333,6.37466666667,7.0635
376.90,4.80016666666,46.5975,44.2286666666,41.826,3.56633333333,7.252,4.022,6.29316666667,7.0085
377.26,4.711,46.6528333334,44.2268333334,41.8736666667,3.53083333333,7.17883333333,3.99983333333,6.241,6.95633333333
377.63,4.67433333333,46.7565,44.3103333334,41.967,3.50166666666,7.185,4.006,6.22716666667,6.94883333334
377.99,4.58533333333,46.774,44.2338333333,41.9846666667,3.36633333334,7.082,3.88983333333,6.1465,6.8585
378.35,4.56616666667,46.852,44.3171666666,42.1008333333,3.38033333333,7.105,3.8855,6.154,6.84016666667
378.71,4.62733333334,46.9418333334,44.4703333333,42.2485,3.42483333334,7.18533333333,3.9495,6.14083333333,6.87066666667
379.07,4.68416666666,47.037,44.5728333333,42.3143333333,3.4865,7.20966666667,3.99233333333,6.19083333334,6.9425
379.44,4.72166666666,47.0701666667,44.6361666666,42.314,3.49633333333,7.236,4.00783333333,6.22733333333,7.00183333334
379.80,4.71583333334,47.215,44.8021666666,42.4478333334,3.48466666666,7.31,4.02883333333,6.25283333333,6.99533333333
380.16,4.7285,47.235,44.9056666667,42.501,3.464,7.31583333333,4.00866666667,6.25116666667,6.98333333333
380.52,4.71966666667,47.3318333333,44.9765,42.593,3.47916666667,7.34,4.00116666667,6.26333333333,7.02
380.88,4.767,47.3751666667,44.9836666667,42.6103333333,3.52216666667,7.473,4.02166666667,6.3055,7.02816666667
381.24,4.76516666666,47.462,45.1088333333,42.6685,3.49583333333,7.4595,4.02033333333,6.28983333334,7.045
381.61,4.78016666667,47.5113333333,45.1386666666,42.7266666667,3.51433333334,7.47783333333,4.035,6.28283333333,7.09233333333
381.97,4.83616666667,47.6383333334,45.254,42.81,3.58566666666,7.54933333333,4.08383333333,6.3295,7.14383333333
382.33,4.8745,47.7336666667,45.366,42.8965,3.60666666667,7.55333333333,4.14466666667,6.37166666666,7.1775
382.69,4.84683333334,47.8116666666,45.3923333333,42.9141666667,3.59016666667,7.4895,4.12533333333,6.39033333333,7.17866666667
383.05,4.81383333333,47.8738333333,45.3961666667,42.9458333333,3.60216666667,7.46483333334,4.103,6.33083333333,7.12566666667
383.41,4.77666666667,47.9351666667,45.369,42.9786666666,3.59516666667,7.45316666667,4.12066666667,6.28783333333,7.088
383.77,4.8175,48.0023333333,45.4276666666,43.061,3.61116666667,7.40733333333,4.13266666667,6.32316666667,7.088
384.14,4.84033333333,48.1596666667,45.5103333333,43.1393333333,3.659,7.41933333334,4.13983333333,6.37116666666,7.12016666666
384.50,4.83616666667,48.2721666667,45.5981666667,43.1816666667,3.666,7.40583333333,4.13033333333,6.39216666667,7.13216666667
384.86,4.79416666667,48.3058333333,45.6643333334,43.2386666667,3.64683333333,7.32366666666,4.1465,6.38483333333,7.1025
385.22,4.788,48.3068333333,45.6818333333,43.2265,3.64116666667,7.33133333333,4.11483333333,6.3615,7.04916666667
385.58,4.77866666667,48.4088333334,45.7643333333,43.2858333333,3.63266666667,7.3195,4.11683333333,6.37816666667,6.9965
385.94,4.75533333333,48.5426666666,45.8578333334,43.3998333334,3.6175,7.31716666667,4.14733333333,6.3475,6.9995
386.30,4.69133333334,48.5508333333,45.7933333334,43.4131666667,3.52816666667,7.21666666667,4.03283333333,6.278,6.89616666666
386.66,4.66433333333,48.6136666667,45.8686666667,43.4546666667,3.528,7.21183333333,3.99866666667,6.2695,6.87266666667
387.03,4.64333333333,48.7555,46.0263333333,43.5838333334,3.49733333333,7.186,3.984,6.303,6.86633333333
387.39,4.61983333334,48.7838333333,46.108,43.6551666667,3.43283333333,7.12683333333,3.9075,6.26933333333,6.80833333333
387.75,4.63933333333,48.9755,46.2705,43.766,3.488,7.17733333333,3.94833333334,6.26733333333,6.83916666666
388.11,4.59983333333,48.9838333334,46.3263333334,43.81,3.455,7.15616666666,3.95833333334,6.22583333334,6.8195
388.47,4.64283333334,49.06,46.4155,43.9218333333,3.47016666667,7.18966666666,3.98366666667,6.20733333334,6.83483333333
388.83,4.7045,49.2573333334,46.5398333334,44.0545,3.4735,7.19083333333,4.016,6.21383333333,6.86
389.19,4.7695,49.4468333333,46.7358333334,44.2703333333,3.51966666667,7.239,4.08283333334,6.27166666667,6.9275
389.55,4.80433333333,49.5646666666,46.8538333333,44.3931666667,3.52766666667,7.23216666667,4.09183333333,6.2795,6.94166666667
389.91,4.80666666667,49.6075,46.8561666666,44.399,3.50583333334,7.20083333333,4.06983333333,6.2695,6.87916666667
390.27,4.827,49.6805,46.9716666667,44.4661666666,3.53583333333,7.22666666667,4.074,6.26883333333,6.90533333334
390.63,4.84416666667,49.7556666667,47.0616666666,44.6088333334,3.5385,7.23566666667,4.08066666667,6.26916666666,6.91783333334
391.00,4.82083333333,49.8378333333,47.071,44.6718333334,3.53516666666,7.2565,4.07016666667,6.22066666667,6.87283333334
391.36,4.868,49.9473333334,47.1151666666,44.7633333333,3.61566666667,7.31666666667,4.13666666667,6.27516666667,6.92266666667
391.72,4.85166666667,49.9413333334,47.0971666666,44.8036666667,3.57183333333,7.30466666667,4.09333333333,6.272,6.90683333333
392.08,4.85416666667,50.0988333333,47.2185,44.8706666666,3.55283333334,7.27416666666,4.0525,6.25783333334,6.856
392.44,4.81233333333,50.1351666667,47.2348333333,44.8891666666,3.5255,7.22933333334,4.02716666667,6.27383333334,6.805
392.80,4.81033333334,50.2375,47.3088333333,44.9163333333,3.53066666667,7.264,4.00616666666,6.29283333334,6.80633333334
393.16,4.74666666666,50.3003333333,47.3695,44.9553333333,3.489,7.20966666667,3.95283333333,6.26566666667,6.759
393.52,4.73683333333,50.365,47.4388333333,45.0665,3.4775,7.219,3.94866666666,6.2525,6.74783333334
393.88,4.72583333334,50.4756666667,47.5811666667,45.1625,3.455,7.21083333333,3.94516666667,6.24933333334,6.749
394.24,4.72883333334,50.6058333333,47.6965,45.2783333334,3.44566666666,7.226,3.95566666666,6.24233333333,6.73816666667
394.60,4.70533333334,50.7153333333,47.7323333333,45.2768333333,3.40683333333,7.20116666666,3.93383333334,6.25116666667,6.6905
394.96,4.74,50.7901666667,47.8383333333,45.324,3.42366666666,7.19716666666,3.94183333333,6.2865,6.73183333334
395.32,4.75383333334,50.9428333333,47.9681666666,45.3996666667,3.4105,7.20366666667,3.93833333334,6.28716666666,6.74933333334
395.68,4.75733333333,50.9871666666,48.0108333333,45.4638333333,3.405,7.16416666667,3.9435,6.2785,6.74716666667
396.04,4.773,51.0753333333,48.0655,45.5841666666,3.42333333334,7.17683333333,3.96183333333,6.2985,6.75616666667
396.40,4.79283333333,51.1371666667,48.1496666667,45.6426666667,3.39366666667,7.171,3.9585,6.27433333333,6.75683333333
396.76,4.756,51.1721666666,48.1806666666,45.7146666667,3.374,7.12733333334,3.90616666667,6.235,6.75316666667
397.12,4.75583333333,51.2296666667,48.123,45.7503333333,3.36866666666,7.126,3.90216666666,6.1995,6.74616666667
397.48,4.694,51.3211666667,48.2508333334,45.8021666667,3.2995,7.06333333334,3.8255,6.10766666667,6.71516666667
397.84,4.71016666667,51.4101666667,48.3615,45.9596666667,3.347,7.095,3.832,6.12966666666,6.733
398.20,4.69366666667,51.4781666666,48.4076666667,46.0241666667,3.351,7.08266666667,3.8515,6.15383333333,6.728
398.56,4.7095,51.5281666667,48.4911666667,46.14,3.3685,7.083,3.85933333333,6.14216666667,6.771
398.92,4.74983333334,51.6558333334,48.5785,46.242,3.37,7.11333333333,3.89,6.1565,6.7805
399.28,4.7115,51.7225,48.623,46.3198333333,3.3685,7.08966666667,3.87783333334,6.171,6.737
399.64,4.68966666667,51.8171666667,48.7135,46.3745,3.386,7.1045,3.8745,6.18983333333,6.7175
400.00,4.69433333333,51.8638333334,48.7691666667,46.4211666667,3.38516666667,7.14916666667,3.906,6.18516666666,6.76516666666
400.36,4.70616666667,51.9885,48.8871666667,46.576,3.40833333334,7.16433333333,3.94683333333,6.19933333333,6.79133333334
400.72,4.77183333333,52.1061666666,49.0046666667,46.7423333334,3.44,7.22133333334,3.98733333334,6.256,6.8165
401.08,4.77066666666,52.204,49.1556666666,46.784,3.40533333333,7.2,3.96083333334,6.25,6.78366666666
401.44,4.78033333333,52.22,49.1161666667,46.7593333333,3.4085,7.177,3.9785,6.278,6.755
401.80,4.7475,52.3403333333,49.1493333334,46.7973333333,3.38683333333,7.15483333334,3.9545,6.24816666667,6.739
402.16,4.73233333333,52.4105,49.214,46.8841666667,3.37333333334,7.16066666666,3.931,6.231,6.74083333333
402.52,4.71383333333,52.4778333334,49.2945,46.8995,3.33033333334,7.14766666667,3.92083333334,6.20883333333,6.689
402.88,4.66383333333,52.5623333333,49.3623333334,46.9878333333,3.2915,7.10433333334,3.87633333333,6.1695,6.654
403.24,4.651,52.6306666667,49.4036666667,47.0285,3.238,7.06766666667,3.8505,6.10433333333,6.64966666667
403.60,4.649,52.7433333333,49.4771666667,47.1105,3.20683333333,7.04183333333,3.83966666667,6.0795,6.6745
403.95,4.64733333333,52.8148333334,49.5603333333,47.2208333333,3.19316666667,7.0045,3.8055,6.0955,6.64266666666
404.31,4.62633333333,52.9388333334,49.6111666667,47.2708333333,3.18483333333,6.98466666666,3.76466666666,6.10366666667,6.61583333333
404.67,4.58116666667,52.9661666667,49.6566666666,47.2991666667,3.148,6.94416666667,3.76266666667,6.05,6.56266666667
405.03,4.608,53.0486666666,49.6798333333,47.4461666667,3.18366666667,6.992,3.82783333333,6.1005,6.626
405.39,4.6105,53.1505,49.7955,47.5641666667,3.19683333333,7.034,3.82983333334,6.12283333334,6.649
405.75,4.58933333334,53.2065,49.8831666667,47.6265,3.15333333333,7.01233333333,3.76516666667,6.09716666667,6.61133333334
406.11,4.5785,53.2955,49.9905,47.6976666667,3.12416666666,6.99516666666,3.771,6.082,6.59966666666
406.47,4.55016666666,53.3745,50.0301666667,47.7776666667,3.12183333334,6.98366666667,3.75016666666,6.06883333334,6.5895
406.83,4.562,53.3751666667,50.0378333334,47.832,3.12216666666,6.99366666667,3.7685,6.06166666667,6.595
407.19,4.5915,53.4693333333,50.1845,47.9596666667,3.15866666666,7.02083333334,3.79266666667,6.09316666667,6.60383333333
407.55,4.54466666666,53.484,50.2055,48.0038333334,3.12533333333,6.9845,3.76116666666,6.04783333333,6.54816666667
407.90,4.521,53.5643333333,50.2101666666,48.0331666667,3.107,6.95166666666,3.74383333334,5.997,6.5315
408.26,4.48066666666,53.5188333334,50.1728333333,48.0668333333,3.0715,6.9325,3.71866666666,5.94766666667,6.49816666666
408.62,4.47683333333,53.6546666667,50.2983333334,48.1433333334,3.09,6.94283333333,3.71466666666,5.94983333334,6.51766666667
408.98,4.45133333333,53.7018333333,50.3925,48.1811666667,3.08766666667,6.92233333333,3.67433333333,5.92866666667,6.50183333334
409.34,4.45633333333,53.797,50.403,48.2433333333,3.10283333333,6.89033333333,3.70816666666,5.92133333333,6.514
409.70,4.46283333334,53.838,50.4155,48.2973333333,3.12933333333,6.87233333333,3.73566666666,5.94083333334,6.51966666666
410.06,4.4495,53.9178333334,50.4463333333,48.3386666667,3.12816666666,6.8555,3.70733333333,5.92783333333,6.50783333334
410.42,4.43233333333,53.972,50.52,48.4183333333,3.10466666667,6.8275,3.68716666667,5.90616666667,6.5015
410.77,4.36666666667,54.0955,50.6081666666,48.4923333334,3.06633333333,6.791,3.62433333334,5.884,6.48016666666
411.13,4.306,54.0661666667,50.547,48.5003333333,3.03483333333,6.76066666666,3.58583333333,5.8635,6.46383333333
411.49,4.33033333334,54.1778333333,50.6386666666,48.5608333334,3.0655,6.79483333333,3.58666666667,5.8935,6.49416666667
411.85,4.3265,54.2693333334,50.7333333333,48.651,3.07333333334,6.80233333333,3.57283333333,5.91483333334,6.50016666667
412.21,4.34866666667,54.384,50.882,48.7073333333,3.09983333333,6.80933333333,3.585,5.9425,6.51216666667
412.57,4.35416666666,54.4271666667,50.8721666667,48.704,3.08533333333,6.80333333333,3.57183333333,5.95133333334,6.5125
412.92,4.35783333333,54.4956666666,50.9628333333,48.783,3.0715,6.8055,3.5775,5.942,6.49366666667
413.28,4.3525,54.5806666667,51.067,48.8726666666,3.05866666667,6.80566666667,3.56266666667,5.96366666667,6.471
413.64,4.36533333334,54.7201666667,51.1726666667,48.9748333333,3.057,6.82216666666,3.57933333333,5.95283333333,6.47966666667
414.00,4.4005,54.8381666666,51.3066666667,49.0943333334,3.105,6.84283333333,3.596,6.01383333334,6.51666666667
414.36,4.44316666667,54.915,51.3463333334,49.145,3.138,6.85216666667,3.62833333334,6.036,6.54333333333
414.72,4.499,54.9775,51.422,49.2113333333,3.17283333334,6.88166666667,3.69316666667,6.08366666666,6.58166666666
415.07,4.5375,55.0538333333,51.5135,49.2615,3.18033333333,6.882,3.70833333334,6.08416666667,6.6025
415.43,4.576,55.1813333333,51.6796666667,49.3438333333,3.195,6.91483333334,3.7425,6.09766666667,6.649
415.79,4.57266666667,55.2633333333,51.8118333334,49.4233333334,3.20383333333,6.91633333334,3.783,6.10066666667,6.67266666667
416.15,4.58016666667,55.2955,51.8066666667,49.4891666667,3.19016666667,6.90916666666,3.77483333333,6.08866666667,6.67983333333
416.51,4.57583333333,55.3673333334,51.8825,49.6116666666,3.20516666666,6.8985,3.77566666667,6.079,6.66366666667
416.86,4.575,55.431,51.9411666667,49.6671666666,3.18233333333,6.89183333333,3.7485,6.0585,6.666
417.22,4.54183333334,55.4491666667,51.968,49.6913333334,3.15866666666,6.86883333334,3.72416666667,6.00733333333,6.64133333333
417.58,4.52183333333,55.4193333333,51.969,49.6863333333,3.13066666667,6.8365,3.69933333333,6.00183333334,6.63066666667
417.94,4.5,55.4371666667,51.973,49.712,3.09166666667,6.80516666667,3.68933333333,5.951,6.613
418.29,4.512,55.5086666667,52.0235,49.7751666667,3.10566666667,6.82833333333,3.6965,5.95766666667,6.63433333334
418.65,4.49583333333,55.5236666667,52.037,49.7881666666,3.112,6.8275,3.665,5.93316666667,6.586
419.01,4.47333333333,55.5936666667,52.0551666667,49.8233333333,3.08366666667,6.81483333334,3.64533333333,5.91366666667,6.56466666666
419.37,4.4555,55.5976666667,52.0183333334,49.8521666666,3.04516666667,6.79283333334,3.634,5.886,6.524
419.73,4.44083333333,55.6248333333,52.038,49.8865,3.02666666667,6.78766666667,3.60433333334,5.8645,6.49016666667
420.08,4.41883333333,55.6761666667,52.0776666667,49.8966666667,3.02683333333,6.78183333333,3.59483333333,5.854,6.47383333333
420.44,4.405,55.6986666667,52.0676666666,49.9121666666,2.9945,6.77383333333,3.58166666666,5.82916666666,6.46533333333
420.80,4.38783333333,55.7431666666,52.0835,49.9491666667,2.986,6.755,3.58216666667,5.8255,6.4495
421.16,4.405,55.7681666667,52.08,49.9798333334,3.002,6.77783333333,3.588,5.85283333333,6.46333333334
421.51,4.41533333333,55.832,52.1076666667,50.0225,3.0055,6.80133333333,3.59266666667,5.84783333333,6.477
421.87,4.4185,55.8826666666,52.1466666667,50.067,3.00916666667,6.80933333333,3.58633333333,5.8475,6.46833333333
422.23,4.4,55.9485,52.2041666667,50.1338333333,2.99566666667,6.80266666666,3.57,5.84883333333,6.44016666667
422.58,4.42216666667,56.0401666667,52.2583333333,50.2235,3.00033333333,6.81883333333,3.59983333333,5.87916666667,6.479
422.94,4.43433333333,56.0986666667,52.3035,50.2843333333,3.0095,6.82116666667,3.61366666667,5.89566666666,6.48266666667
423.30,4.43483333333,56.1378333334,52.3305,50.3443333333,3.02166666667,6.81216666667,3.60783333333,5.90316666667,6.4895
423.66,4.4315,56.163,52.3268333333,50.3728333333,3.00233333333,6.79583333334,3.589,5.8785,6.485
424.01,4.44166666667,56.1935,52.3643333334,50.4536666666,2.98416666667,6.78666666667,3.5945,5.87566666667,6.48433333333
424.37,4.45716666666,56.2513333334,52.4475,50.5136666667,3.00816666667,6.80266666667,3.601,5.89566666667,6.5
424.73,4.46566666667,56.2875,52.4791666667,50.5415,3.02066666666,6.8155,3.60166666666,5.9075,6.49883333333
425.08,4.46966666667,56.3163333334,52.5243333334,50.5761666667,3.014,6.80183333333,3.59933333333,5.89566666666,6.49683333334
425.44,4.471,56.3338333334,52.5266666667,50.6061666667,3.01766666667,6.78033333333,3.60816666666,5.90133333333,6.4825
425.80,4.48616666666,56.3346666667,52.5245,50.6278333333,3.0255,6.78916666667,3.6165,5.9135,6.499
426.16,4.48533333334,56.3368333334,52.4993333333,50.6228333334,3.02566666667,6.78033333333,3.6305,5.90216666666,6.51733333333
426.51,4.46733333334,56.3686666667,52.5438333334,50.643,3.00783333333,6.73866666666,3.59916666667,5.87216666667,6.48933333333
426.87,4.463,56.4023333333,52.5905,50.72,3.00916666667,6.74433333333,3.60683333334,5.861,6.49133333333
427.23,4.467,56.4535,52.6563333333,50.7946666667,3.023,6.746,3.61583333333,5.871,6.49666666666
427.58,4.46633333334,56.5138333334,52.7133333334,50.83,3.0345,6.74983333333,3.6205,5.88566666667,6.51233333334
427.94,4.481,56.6188333333,52.7498333333,50.8801666666,3.06383333334,6.764,3.6135,5.908,6.53733333333
428.30,4.5,56.6661666667,52.7773333334,50.9366666666,3.07233333334,6.7615,3.63166666666,5.912,6.54716666667
428.65,4.4905,56.6995,52.7875,51.0011666667,3.06433333333,6.7425,3.62383333333,5.89866666667,6.54416666666
429.01,4.509,56.8473333334,52.9241666666,51.11,3.09283333334,6.7575,3.63233333334,5.92583333333,6.57666666666
429.37,4.50916666667,56.9591666666,53.04,51.2181666667,3.10416666666,6.7825,3.6395,5.94133333333,6.60716666666
429.72,4.50833333333,57.0736666666,53.1371666667,51.3048333334,3.11266666667,6.783,3.65116666667,5.93916666667,6.608
430.08,4.517,57.1598333334,53.2076666666,51.3988333333,3.1135,6.78116666666,3.63133333333,5.9255,6.59683333333
430.44,4.51783333333,57.2221666667,53.2311666667,51.4385,3.11783333333,6.8065,3.63916666666,5.91283333333,6.62166666666
430.79,4.52283333333,57.2983333333,53.305,51.4975,3.12583333333,6.80433333333,3.63566666667,5.91383333333,6.62666666666
431.15,4.5275,57.4071666666,53.3785,51.5651666667,3.12166666667,6.80966666667,3.63916666666,5.9165,6.63816666667
431.50,4.54683333333,57.4635,53.4491666667,51.6413333334,3.12833333333,6.814,3.66466666667,5.9405,6.649
431.86,4.53483333333,57.538,53.5911666666,51.7236666667,3.10433333333,6.807,3.6655,5.92283333334,6.63933333334
432.22,4.50016666666,57.5785,53.6211666667,51.7513333334,3.0735,6.79683333333,3.645,5.907,6.62566666667
432.57,4.52233333333,57.6265,53.6066666667,51.7496666667,3.09716666667,6.79783333333,3.65616666667,5.92016666667,6.65083333333
432.93,4.52033333333,57.6703333334,53.6191666667,51.8246666667,3.086,6.80866666667,3.66666666667,5.9055,6.6325
433.29,4.5045,57.6348333334,53.5813333334,51.777,3.06633333333,6.77783333333,3.64866666667,5.886,6.61566666666
433.64,4.50433333333,57.6501666667,53.5693333334,51.79,3.06583333334,6.7855,3.6565,5.89733333334,6.6185
434.00,4.49266666667,57.6685,53.586,51.7918333333,3.05266666666,6.78733333334,3.6755,5.91316666667,6.622
434.35,4.49166666667,57.704,53.5998333334,51.8198333334,3.05216666667,6.78316666667,3.68666666667,5.91333333334,6.62183333334
434.71,4.507,57.7711666667,53.6533333334,51.863,3.06733333334,6.79683333333,3.70433333333,5.92166666667,6.63366666667
435.07,4.51533333334,57.7755,53.632,51.8761666667,3.073,6.79816666667,3.71366666667,5.92666666666,6.63083333333
435.42,4.51516666667,57.8225,53.6201666667,51.9176666667,3.07566666667,6.80083333333,3.72666666667,5.924,6.61966666667
435.78,4.526,57.8415,53.5558333333,51.9318333333,3.08516666666,6.80333333334,3.747,5.919,6.62516666667
