wavelength,Back_SpoSchm,Belly_SpoSchm,Breast_SpoSchm,Crissum_SpoSchm,Crown_SpoSchm,DorTail_SpoSchm,Patch10_SpoSchm,Patch11_SpoSchm,Rump_SpoSchm,Throat_SpoSchm,WingTip_SpoSchm
310.01,7.33266666667,15.1683333333,10.9932666667,15.1447333334,5.97866666667,8.28073333333,9.00513333333,11.6686666667,7.22066666667,8.34720000001,7.5566
310.38,7.40613333333,15.3326666667,11.077,15.4029333333,6.00833333334,8.22353333333,9.15286666667,11.6862,7.26533333333,8.42393333333,7.58966666667
310.75,7.347,15.3776666667,11.0788,15.5166666667,5.8274,8.1908,9.2024,11.6458,7.16566666667,8.4206,7.51333333333
311.12,7.10193333333,15.2714666667,10.9841333333,15.4356666667,5.48613333333,7.91646666667,9.05653333333,11.5278,7.00566666667,8.31273333333,7.31266666667
311.49,7.13913333333,15.5215333333,11.1512,15.7046,5.58386666667,8.06453333333,9.18479999999,11.7075333333,7.0582,8.4454,7.4106
311.85,7.21386666667,15.7396,11.242,15.9314,5.6712,8.20486666666,9.30366666667,11.8371333333,7.1508,8.63660000001,7.50013333334
312.22,7.30953333333,15.9427333333,11.3836,16.0428,5.71893333333,8.30113333333,9.50673333334,11.9596666667,7.2504,8.78633333334,7.5414
312.59,7.34,16.1843333333,11.4670666667,16.2352,5.7558,8.38506666667,9.68413333333,12.1021333333,7.28766666667,8.88733333335,7.57586666667
312.96,7.32506666667,16.3469333333,11.5547333333,16.2464,5.7208,8.3338,9.78706666669,12.1816,7.28733333333,8.86953333333,7.56233333333
313.33,7.15866666667,16.4183333333,11.5112,16.1956,5.58006666667,8.1314,9.73073333334,12.1298666667,7.319,8.74680000001,7.45353333334
313.70,7.1596,16.5890666667,11.5447333333,16.2412,5.50453333334,8.04313333333,9.75106666667,12.2454666667,7.30946666667,8.7586,7.44806666667
314.07,7.54393333333,17.1003333333,11.9918666667,16.7514,5.82326666667,8.38233333333,10.2506,12.6084,7.66773333333,9.14640000001,7.8186
