wavelength,Back_AniSomf,Belly_AniSomf,Breast_AniSomf,Crissum_AniSomf,Crown_AniSomf,DorTail_AniSomf,Patch10_AniSomf,Patch11_AniSomf,Patch12_AniSomf,Rump_AniSomf,Throat_AniSomf,WingTip_AniSomf
293.01,3.444,3.61627777778,3.65783333333,4.12038888888,4.21755555555,7.43666666668,8.95933333333,5.72687242798,15.6011666667,3.81488888889,5.6891111111,5.42927777778
293.38,3.17044444445,3.37805555556,3.44416666666,3.93711111111,4.0775,7.07744444446,8.71300000001,5.45460905349,15.4265,3.56511111111,5.69311111111,5.14211111111
293.75,2.97033333333,3.107,3.11616666666,3.7635,3.78463888889,6.84066666666,8.75855555556,5.33150205761,15.3417777778,3.23688888889,5.71744444444,4.84755555556
294.12,2.84066666667,3.02411111111,3.2,3.6698888889,3.72769444444,6.77766666668,8.77333333332,5.09186419754,15.3015555556,3.13888888889,5.80199999999,4.82533333333
294.49,2.65033333333,2.85666666667,3.185,3.68005555557,3.64994444445,6.51422222223,8.57200000001,4.92059670782,15.3724444445,2.98733333333,5.7148888889,4.74933333333
294.86,2.67311111111,2.97816666667,3.51783333334,4.05255555556,3.78333333333,6.52433333332,8.80244444445,4.93466666666,15.7608888889,3.02633333333,6.14066666667,4.83361111111
295.23,2.42733333333,2.80277777778,3.36666666667,3.96627777778,3.73025,6.3511111111,8.75011111111,4.73174897119,15.7442222222,2.914,6.0188888889,4.71266666667
295.60,2.33477777778,2.80294444444,3.459,3.97144444443,3.567,6.24644444445,8.69244444446,4.63109465022,15.8002777778,2.84566666667,5.89544444443,4.60088888889
295.97,2.07577777778,2.72372222222,3.26283333334,3.91327777779,3.38788888889,6.0328888889,8.57388888888,4.52076543209,15.8154444444,2.78977777778,5.67077777777,4.40594444445
296.34,2.13988888889,2.89811111111,3.23433333333,3.93127777779,3.39325,6.10877777778,8.521,4.58435390947,16.0645555556,2.60444444444,5.74455555556,4.43638888889
296.71,2.01888888889,2.92611111111,3.25183333334,3.97966666666,3.401,6.13222222221,8.60844444445,4.66539506173,16.1872222222,2.62877777778,5.82300000001,4.49283333333
297.08,1.95788888889,2.82438888889,3.225,3.93116666668,3.23255555555,5.95244444445,8.45388888888,4.48693415638,16.1982222222,2.51366666667,5.78455555554,4.29233333333
297.45,1.99611111111,2.89183333333,3.37266666666,3.99744444443,3.32322222222,6.00466666668,8.53466666667,4.51918930041,16.3564444444,2.56188888889,5.8828888889,4.26166666667
297.82,1.93744444444,2.93672222222,3.48983333333,4.05533333332,3.41536111111,5.97077777778,8.50999999999,4.5431399177,16.4413888889,2.69266666667,5.94411111111,4.16666666667
298.19,1.837,2.83394444444,3.42066666667,4.07972222223,3.23213888889,5.86577777777,8.40922222221,4.51456378601,16.5268888889,2.57655555556,5.83733333334,3.94855555556
298.56,1.74533333333,2.83166666667,3.3765,4.10861111111,3.15666666667,5.79455555554,8.47655555555,4.41265020576,16.5621111111,2.59833333333,5.8708888889,3.91666666667
298.93,1.76188888889,2.98038888889,3.419,4.07,3.18430555556,5.8351111111,8.4651111111,4.52416049383,16.5479444444,2.56522222222,5.93233333333,3.82944444445
299.30,1.97833333333,3.23594444444,3.49066666667,4.17999999999,3.31608333333,5.90344444444,8.6038888889,4.69798353909,16.8271666667,2.57255555556,6.20266666665,3.87288888889
299.67,1.90711111111,3.23805555556,3.35833333333,4.19705555556,3.2785,5.91622222222,8.655,4.67214403292,16.8193888889,2.33488888889,6.3061111111,3.76361111111
300.04,2.01744444444,3.41972222222,3.7105,4.38761111111,3.52647222222,6.10955555554,8.90066666667,4.8195308642,17.1532222222,2.453,6.62722222221,3.90244444444
300.41,1.81722222222,3.25133333333,3.48733333334,4.2618888889,3.42325,5.85288888889,8.9321111111,4.68401234568,17.1097222222,2.38644444445,6.59211111111,3.71505555555
300.78,1.75844444444,3.48133333333,3.3645,4.29283333333,3.52369444444,5.77588888888,8.88855555557,4.73643621399,17.2616666667,2.28466666667,6.58244444446,3.52422222222
301.15,1.92788888889,3.85461111111,3.47083333333,4.48077777779,3.84402777778,5.95755555557,9.22266666665,4.95551851852,17.4817222222,2.50877777778,6.896,3.68977777778
301.52,1.97077777778,3.92433333333,3.31816666667,4.46688888889,3.83422222222,5.88822222223,9.36177777777,4.97396296296,17.5587222222,2.50044444444,7.00900000001,3.66822222222
301.89,2.21644444444,4.06655555556,3.39366666667,4.51399999999,3.97911111111,5.9601111111,9.65688888888,5.15386419753,17.8144444445,2.66555555555,7.18722222221,3.90783333333
302.26,2.45133333333,4.25644444444,3.468,4.66877777779,4.32083333333,6.14933333333,9.91144444443,5.38266255144,17.9308888889,3.03188888889,7.45666666668,4.19333333333
302.63,2.62244444445,4.30416666667,3.49333333333,4.82905555557,4.38677777778,6.23977777777,10.1056666667,5.50446090535,17.9470555556,3.17844444444,7.59766666668,4.11094444444
303.00,2.574,4.15438888889,3.45683333333,4.74633333332,4.31208333333,6.10177777779,10.1217777778,5.44274897119,17.8868888889,3.11788888889,7.57255555557,3.99783333333
303.37,2.36488888889,4.00233333333,3.50116666667,4.73505555554,4.25425,5.66722222221,10.2188888889,5.2635308642,17.8076666667,3.10555555555,7.5381111111,3.81838888889
303.74,2.31,4.0055,3.48333333333,4.66044444443,4.31697222222,5.37188888888,10.2477777778,5.19720576132,17.9043888889,3.15511111111,7.517,3.74133333333
304.10,2.03922222222,4.03511111111,3.31533333334,4.58844444444,4.16041666666,5.21900000001,10.1697777778,5.03902469136,17.7742222222,2.96744444445,7.47511111112,3.42127777778
304.47,1.86711111111,4.03,3.26816666667,4.55699999999,3.86244444444,5.04166666666,10.0844444444,4.88565020576,17.7572222222,2.78177777778,7.45633333332,3.19533333333
304.84,1.63366666667,3.73794444444,3.08366666667,4.45788888888,3.47977777778,4.66777777779,9.99266666667,4.62464197531,17.6679444444,2.52288888889,7.3521111111,2.92833333333
305.21,1.52655555556,3.78794444444,3.15,4.57566666667,3.48425,4.47366666666,10.1,4.69141152262,17.6511111111,2.42033333333,7.36088888888,2.95061111111
305.58,1.38011111111,3.90194444444,3.228,4.8043888889,3.52919444444,4.44866666666,10.2186666667,4.62834567901,17.8481111111,2.39166666666,7.48833333333,2.85966666667
305.95,1.30533333333,3.99561111111,3.27616666666,4.95027777778,3.45416666666,4.3121111111,10.3027777778,4.54546913579,17.8886666667,2.24666666667,7.57411111112,2.705
306.32,1.25488888889,4.20155555556,3.60883333334,5.0938888889,3.41280555556,4.2298888889,10.5318888889,4.52988477365,18.1137777778,2.15022222222,7.66744444445,2.55127777778
306.69,1.26944444444,4.37705555557,4.02666666665,5.17988888889,3.538,4.17877777779,10.6837777778,4.65532510289,18.4415555556,2.094,7.9381111111,2.88322222222
307.06,1.11166666667,4.31511111111,4.078,5.38322222223,3.61027777778,4.14633333332,10.8382222222,4.67572839505,18.6859444445,2.10833333333,8.01177777779,2.79127777778
307.43,1.19266666667,4.53016666667,4.22033333335,5.66688888888,3.883,4.5768888889,11.113,5.00476131687,18.9759444444,2.19888888889,8.24388888888,2.93516666667
307.80,1.29388888889,4.73216666667,4.43483333335,6.08461111111,3.9985,4.9381111111,11.3007777778,5.25119753086,19.1871666667,2.29611111111,8.56977777778,2.94272222222
308.17,1.384,4.78044444444,4.56516666665,6.25694444443,4.09925,4.94811111111,11.5478888889,5.337872428,19.4305555556,2.45044444444,8.75544444445,3.052
308.54,1.52,4.87816666667,4.66533333335,6.49627777778,4.49072222222,5.03155555557,11.7435555555,5.46176131688,19.7199444445,2.61522222222,8.96966666668,3.2175
308.90,1.86433333333,5.21061111111,4.935,6.73755555556,4.76644444444,5.3078888889,12.0071111111,5.72268724279,20.0572222222,2.86255555555,9.32566666665,3.40066666667
309.27,1.72822222222,5.1975,4.825,6.7338888889,4.78183333333,5.39322222222,11.927,5.61020987653,20.2304444444,2.70033333334,9.30933333334,3.31572222222
309.64,1.92111111111,5.36322222222,5.03833333335,6.92411111111,4.88052777778,5.54600000001,12.2172222222,5.8469382716,20.4310555555,2.81311111111,9.4108888889,3.52927777778
310.01,1.94766666667,5.43077777778,5.10633333335,7.14266666666,4.97147222222,5.6478888889,12.3848888889,5.89675308642,20.7032777778,2.89488888889,9.49588888889,3.64311111111
310.38,1.94133333333,5.43005555556,4.91983333335,7.1733888889,5.00977777778,5.63455555556,12.5157777778,6.00565020576,20.7907222222,2.82411111111,9.58522222223,3.7035
310.75,2.06111111111,5.62361111111,4.87583333334,7.43177777778,5.19994444444,5.84944444446,12.7945555555,6.25239506173,21.0940555556,2.98233333334,9.75533333333,3.81855555556
311.12,2.29044444444,5.98988888889,5.0215,7.63405555556,5.357,5.89133333334,13.0565555556,6.45210699589,21.3008888889,3.09044444444,9.87388888888,4.14666666667
311.49,2.33177777778,6.12838888889,5.19766666667,7.78044444444,5.35544444444,5.86944444444,13.1614444444,6.41251851852,21.5036111111,3.09811111111,9.9698888889,4.342
311.85,2.47344444445,6.254,5.39316666665,7.90983333332,5.46269444444,5.92044444444,13.451,6.60903703704,21.6040555555,3.23822222222,10.0791111111,4.59905555555
312.22,2.61411111111,6.378,5.4875,8.07055555557,5.52927777778,5.94855555556,13.6443333334,6.78344444445,21.7087222222,3.23633333333,10.1891111111,4.66505555556
312.59,2.70688888889,6.6205,5.75333333335,8.29477777778,5.54933333334,6.089,14.0047777778,7.01866255144,21.7992777778,3.31744444444,10.3807777778,4.76122222222
312.96,2.792,6.64783333333,5.911,8.59722222223,5.77925,6.25177777779,14.3137777778,7.17561316872,21.9993888889,3.47933333333,10.5291111111,5.05094444444
313.33,2.88577777778,6.7455,6.00016666665,8.74083333333,5.75372222222,6.1968888889,14.5115555556,7.2887037037,22.0224444445,3.46522222222,10.7425555556,5.07588888889
313.70,2.867,6.89722222222,5.85533333335,8.77538888889,5.76558333334,6.195,14.6637777778,7.37648559671,22.0426666667,3.38722222222,10.9455555556,5.00005555555
314.07,2.98166666667,7.17211111111,6.00583333335,8.9165,5.92641666667,6.322,14.9712222222,7.57832921812,22.1601111111,3.46455555556,11.1851111111,5.08188888889
314.43,3.25422222222,7.46255555556,6.30233333335,9.27366666667,6.22083333335,6.57377777778,15.3485555555,7.80139506174,22.5282777778,3.66177777778,11.5154444444,5.27261111111
314.80,3.26511111111,7.54827777778,6.4315,9.31633333334,6.25616666668,6.40833333333,15.5316666667,7.6840617284,22.4391111111,3.62044444445,11.6132222222,5.01911111111
315.17,3.18733333333,7.5175,6.51466666665,9.32927777778,6.22333333332,6.43588888889,15.6325555555,7.65921399177,22.6058888889,3.64511111111,11.723,4.81066666667
315.54,3.18211111111,7.50777777777,6.4745,9.31194444444,6.12122222222,6.37655555555,15.663,7.645218107,22.6824444445,3.58155555556,11.7634444445,4.629
315.91,3.05066666667,7.6126111111,6.51,9.27899999999,6.14247222222,6.16966666668,15.747,7.54388065844,22.7842222222,3.43755555555,11.8223333333,4.47811111111
316.28,2.832,7.5388888889,6.339,9.15705555556,6.03502777778,5.96044444446,15.6498888889,7.34693004115,22.6815,3.32422222222,11.8057777778,4.316
316.64,2.69466666667,7.51577777777,6.122,9.09572222223,5.96166666667,5.67366666667,15.5076666667,7.10677366256,22.7907777778,3.25933333333,11.7378888889,4.15166666667
317.01,2.44433333333,7.34266666667,6.00433333335,8.94294444446,5.76255555555,5.44766666665,15.5216666667,6.95272839505,22.67,3.05022222222,11.7091111111,3.67588888889
317.38,2.44022222222,7.39866666667,6.11766666665,9.14077777777,5.74163888889,5.50011111111,15.6516666667,6.98423045267,22.7821111111,3.12066666667,11.7993333333,3.641
317.75,2.30322222222,7.41,6.3275,9.32066666668,5.83163888889,5.48822222221,15.7538888889,7.04383127571,22.9140555555,3.24255555555,11.8438888889,3.72344444444
318.12,1.91111111111,7.21377777777,6.239,9.22633333333,5.69466666667,5.18133333334,15.6306666667,6.87649382715,22.8936111111,3.10488888889,11.645,3.30072222222
318.49,1.58488888889,6.91944444443,6.08066666665,9.02955555554,5.42177777778,4.80222222222,15.358,6.62195884775,22.5561666667,2.831,11.2902222222,2.86922222222
318.85,1.16755555556,6.70216666667,5.83383333335,8.81566666667,5.25127777778,4.60977777777,15.1262222222,6.49972839505,22.4105,2.59811111111,11.1193333333,2.4855
319.22,0.919,6.70116666667,5.5675,8.74177777779,5.0465,4.269,15.1364444444,6.23465432098,22.2133888889,2.42177777778,11.1466666667,2.23538888889
319.59,0.742444444447,6.85055555557,5.35733333335,8.72216666666,4.99697222222,4.182,15.1881111111,6.1398436214,22.0855,2.39566666667,11.0528888889,1.9705
319.96,0.690222222223,7.00416666667,5.43283333335,8.83377777779,4.90625,4.22955555556,15.132,6.19990123457,22.2476111111,2.52466666667,11.2157777778,1.86916666667
320.32,0.890888888887,7.20966666667,5.81933333335,9.09516666666,5.13316666667,4.36466666667,15.2608888889,6.41521399177,22.4871111111,2.75555555556,11.4568888889,2.01005555556
320.69,1.07855555556,7.3948888889,6.1785,9.34344444443,5.495,4.62411111111,15.6906666667,6.73307407406,22.6782777778,2.87588888889,11.7184444444,2.17538888889
321.06,1.33811111111,7.90066666667,6.69483333335,9.76516666668,5.91813888889,4.84677777778,15.958,6.92740329219,23.0130555555,3.00122222222,12.0753333333,2.51944444445
321.43,1.52522222222,8.18672222223,6.94833333335,10.1069444444,6.41849999999,5.06544444443,16.3282222222,7.23942798353,23.1606666667,3.244,12.4092222222,2.893
321.80,1.86911111111,8.55233333333,7.18333333335,10.3411666667,6.73144444446,5.3231111111,16.6103333333,7.40686831276,23.2967222222,3.42733333333,12.7512222222,3.07633333333
322.16,2.16977777778,8.87344444443,7.40266666665,10.5422777778,6.88816666667,5.54433333333,16.9318888889,7.62634979425,23.4183888889,3.57733333333,13.1863333333,3.58205555556
322.53,2.28144444445,9.34094444443,7.78366666665,10.8983888889,7.16063888889,5.84488888889,17.439,7.9099670782,23.7004444444,3.861,13.6931111111,3.89638888889
322.90,2.35433333333,9.38716666667,7.90033333335,10.9730555556,7.08936111112,5.88133333334,17.637,7.93550617284,23.7688888889,3.824,13.7804444445,4.15661111111
323.27,2.57222222222,9.52133333333,8.25966666665,11.2738888889,7.35847222221,6.18944444445,17.8224444445,8.17838683127,23.8599444444,3.97744444444,13.9003333333,4.41155555556
323.63,2.70688888889,9.61544444443,8.55066666665,11.4803333333,7.55594444443,6.27633333332,18.2375555556,8.48063786008,23.9466111111,4.15011111111,14.1624444444,4.69783333333
324.00,2.72188888889,9.55372222223,8.3845,11.4534444444,7.63997222222,6.2801111111,18.453,8.46872427983,24.0196666667,4.06388888889,14.1626666667,4.80672222222
324.37,2.748,9.83166666667,8.29166666665,11.5967777778,7.73400000001,6.36466666667,18.8691111111,8.61385185187,24.1452222222,3.98566666667,14.2154444445,4.83922222222
324.74,2.75688888889,10.0772777778,8.309,11.7522222222,7.72583333333,6.44511111112,19.076,8.74056378601,24.3649444444,4.00633333333,14.4407777778,4.9895
325.10,2.82833333333,10.1761111111,8.3475,11.7892222222,7.7028611111,6.38288888888,19.2582222222,8.96089711933,24.3481111111,4.02922222222,14.4757777778,5.09061111111
325.47,2.78877777778,10.2459444444,8.44216666665,11.8478333333,7.58047222223,6.26933333332,19.3686666667,8.98107407408,24.5455555556,4.04111111111,14.4924444444,4.92816666667
325.84,2.771,10.2154444444,8.50783333335,11.9504444444,7.5941388889,6.26244444446,19.4958888889,9.13096296296,24.8371666667,4.05922222222,14.6518888889,4.95394444444
326.21,2.89677777778,10.3707777778,8.6395,12.1002222222,7.76786111112,6.37900000001,19.6443333334,9.28697119341,25.0211666667,4.13,14.7004444444,5.007
326.57,2.946,10.484,8.54266666665,12.2262777778,7.87025000001,6.35822222222,19.7425555556,9.45772427986,25.3615555556,4.19177777778,14.8394444444,5.11127777778
326.94,3.10966666667,10.8198333333,8.66116666665,12.5052222222,8.17063888889,6.50222222222,20.0083333334,9.68564197531,25.5966666667,4.40022222222,15.0881111111,5.26505555556
327.31,3.06555555555,10.88,8.59066666665,12.5371666667,8.19549999999,6.54722222222,20.1764444445,9.75747325104,25.8044444444,4.39988888889,15.2615555556,5.29561111111
327.67,3.08655555556,11.0601111111,8.49966666665,12.6802222222,8.3211111111,6.60588888889,20.3007777778,9.76925102881,26.026,4.43044444445,15.4215555556,5.39905555555
328.04,3.196,11.3167777778,8.74983333335,12.9442222222,8.53886111109,6.80500000001,20.6362222222,9.92448559671,26.1756111111,4.58988888889,15.6958888889,5.52872222222
328.41,3.09744444445,11.2066111111,8.92066666665,12.9703333333,8.5183611111,6.71666666665,20.553,9.87756790124,26.1926111111,4.582,15.7576666667,5.47055555556
328.78,3.04633333333,11.1769444444,8.97516666665,13.0405555556,8.59794444444,6.676,20.522,9.87071193414,26.1338888889,4.63244444444,15.7985555555,5.33494444445
329.14,2.85788888889,11.1851111111,8.872,13.1064444444,8.55205555556,6.73966666667,20.6888888889,9.75408641977,26.4141666667,4.69377777778,15.9581111111,5.17116666667
329.51,2.904,11.3186111111,8.854,13.122,8.68719444443,6.82800000001,20.7991111111,9.76441152263,26.5313888889,4.63211111111,16.1223333333,5.26794444445
329.88,2.82044444445,11.3416666667,9.00783333335,13.0899444445,8.62633333335,6.71811111112,20.9204444445,9.67003703703,26.4692777778,4.57088888889,15.9795555555,5.25466666667
330.24,2.67722222222,11.3012222222,9.0815,13.0865,8.64425,6.62655555556,21.001,9.70497119342,26.5791666667,4.57244444445,16.0707777778,5.1825
330.61,2.56744444444,11.2036666667,9.25683333335,12.9577777778,8.63077777779,6.67277777779,21.0237777778,9.58309053498,26.3066111111,4.49155555555,15.8822222222,5.12922222222
330.98,2.51066666667,11.2971111111,9.296,13.0323333333,8.65116666664,6.68611111112,21.1692222222,9.71889711934,26.3893888889,4.54411111111,15.8816666667,5.15283333333
331.34,2.51044444444,11.3744444444,9.4305,13.0443333333,8.74611111113,6.71811111112,21.3138888889,9.77519753088,26.5060555555,4.45544444444,15.9018888889,5.04983333333
331.71,2.33011111111,11.1996111111,9.56966666665,12.9482222222,8.64611111113,6.66544444443,21.3327777778,9.6841069959,26.4805,4.33811111111,15.8681111111,4.82127777778
332.08,2.29144444444,11.1786111111,9.58516666665,12.9431111111,8.58127777779,6.57866666668,21.3015555556,9.72157201644,26.3877777778,4.24744444444,15.7696666667,4.68827777778
332.44,2.43477777778,11.3251111111,9.53566666665,13.0536666667,8.69777777776,6.70777777779,21.5966666667,9.96186419753,26.6707777778,4.331,15.8974444444,4.80361111111
332.81,2.45166666667,11.2961666667,9.546,12.9961666667,8.65252777777,6.59177777778,21.7477777778,9.8791069959,26.6925555556,4.26544444444,15.8226666667,4.83255555555
333.18,2.50866666667,11.3837222222,9.5655,13.0115,8.70697222221,6.65166666666,21.8478888889,9.90736625515,26.6566666667,4.32633333334,15.8921111111,4.94455555555
333.54,2.60766666667,11.4261111111,9.59266666665,13.1215555556,8.74538888888,6.79944444443,22.032,10.0937201646,26.8103888889,4.49266666667,15.9487777778,5.00072222222
333.91,2.72133333333,11.5796111111,9.35383333335,13.2862777778,8.82052777779,6.96133333332,22.2638888889,10.2341604938,26.9425,4.546,16.1712222222,5.11661111111
334.28,2.76888888889,11.656,9.19016666665,13.3547777778,8.81455555554,6.95622222222,22.4487777778,10.2122263374,26.9513888889,4.53,16.1852222222,5.16194444445
334.64,2.74833333333,11.6707222222,9.06266666665,13.3849444445,8.81902777778,6.86833333333,22.5337777778,10.2006296296,26.9884444444,4.45377777778,16.3683333333,5.12916666667
335.01,2.80633333333,11.5392222222,8.99416666665,13.2736111111,8.72786111112,6.83033333333,22.5792222222,10.1809876543,26.9136666667,4.33622222222,16.4554444445,5.19266666667
335.38,2.85022222222,11.5776111111,8.982,13.3065555556,8.74863888889,6.79644444444,22.7142222222,10.2694156379,27.0086111111,4.46122222222,16.5873333333,5.35988888889
335.74,3.00588888889,11.5858333333,9.03716666665,13.3562777778,8.75944444444,6.79388888889,22.7806666667,10.3279588477,27.0116666667,4.50344444445,16.5838888889,5.46716666667
336.11,3.10011111111,11.6988888889,8.95633333335,13.4092222222,8.78533333333,6.78577777778,22.9792222222,10.3697119341,27.2153888889,4.54266666667,16.7014444445,5.52144444445
336.47,3.10811111111,11.7856111111,9.06183333335,13.4878888889,8.8503888889,6.82655555556,23.1694444445,10.3276255144,27.1952777778,4.54866666666,16.7504444444,5.58383333333
336.84,3.117,11.8488333333,9.08416666665,13.5363888889,8.86533333332,6.93277777778,23.2985555556,10.4188559671,27.3269444445,4.56244444445,16.8304444444,5.68416666667
337.21,3.16122222222,11.8536111111,9.05283333335,13.6117222222,8.87602777778,6.90111111111,23.4003333333,10.4176419753,27.4367222222,4.48555555556,16.8094444444,5.71922222222
337.57,2.99044444445,11.7529444444,8.99033333335,13.4705555556,8.7326388889,6.71833333333,23.437,10.2218477366,27.3302777778,4.30111111111,16.6637777778,5.60083333333
337.94,2.85855555556,11.5637777778,9.03783333335,13.3922222222,8.66597222222,6.42644444444,23.3455555555,10.1004691358,27.2242222222,4.10655555556,16.4468888889,5.3585
338.31,2.88211111111,11.6534444444,9.22683333335,13.4860555556,8.71277777779,6.48333333333,23.5418888889,10.2460823045,27.4294444444,4.12122222222,16.4541111111,5.46616666667
338.67,3.05722222222,11.7151111111,9.36716666665,13.6492777778,8.72511111111,6.49655555556,23.7891111111,10.3391069959,27.7191666667,4.19555555556,16.5096666667,5.58911111111
339.04,3.04022222222,11.7099444444,9.39683333335,13.7272222222,8.64930555556,6.34366666667,23.8562222222,10.2311934156,27.7902222222,4.17388888889,16.4136666667,5.46494444444
339.40,2.95111111111,11.666,9.39983333335,13.7313333333,8.54163888889,6.25088888889,23.9503333333,10.1435967078,27.7833333333,4.02677777778,16.3572222222,5.35638888889
339.77,2.83877777778,11.5242222222,9.28083333335,13.5846666667,8.44572222223,6.12111111111,23.9222222222,9.99072427984,27.7409444445,3.82688888889,16.2651111111,5.16811111111
340.14,2.60655555556,11.2715,9.25716666665,13.4286666667,8.24811111111,5.919,23.8577777778,9.77348559671,27.5865555556,3.62111111111,16.0737777778,4.92888888889
340.50,2.40066666667,11.0402222222,9.15066666665,13.1669444444,8.01075,5.76322222222,23.7445555556,9.67096296298,27.477,3.47188888889,15.9772222222,4.74711111111
340.87,2.284,10.9880555556,9.06083333335,13.0132222222,7.88522222222,5.59533333333,23.7316666667,9.61545267489,27.4535,3.43277777778,15.9741111111,4.59872222222
341.23,2.20088888889,10.9166666667,9.0175,12.8997777778,7.82491666667,5.36333333333,23.681,9.63589300412,27.3288888889,3.39411111111,16.0195555556,4.45344444445
341.60,2.314,10.9567222222,9.0305,12.9708333333,7.91191666667,5.37177777778,23.8156666667,9.74832921811,27.5302222222,3.53677777778,16.2197777778,4.5115
341.96,2.455,11.1132222222,9.20533333335,13.0574444444,8.02402777778,5.54366666667,23.9181111111,9.86887654321,27.6535,3.74088888889,16.4066666667,4.70961111111
342.33,2.55577777778,11.1489444444,9.26316666665,13.2091111111,8.112,5.69688888889,23.983,9.86974897118,27.6419444444,3.79088888889,16.6126666667,4.71961111111
342.70,2.485,11.1828888889,9.266,13.2099444444,8.14333333333,5.71966666666,24.0513333333,9.87313580246,27.6474444444,3.79222222222,16.6306666667,4.70555555556
343.06,2.473,11.2896111111,9.32283333335,13.2861666667,8.22086111111,5.78933333333,24.0846666666,9.97313580247,27.7421111111,3.859,16.6811111111,4.77155555556
343.43,2.515,11.3558888889,9.44,13.4752222222,8.29813888889,5.76311111111,24.2196666667,10.0624485597,27.7941111111,3.93366666667,16.7213333333,4.82827777778
343.79,2.51666666667,11.5261666667,9.505,13.6780555555,8.39408333333,5.83511111111,24.5113333333,10.2775102881,28.0431666667,4.05288888889,16.9537777778,4.96988888889
344.16,2.73966666667,11.7878333333,9.80583333335,13.9338333333,8.70127777779,6.07166666667,24.8423333333,10.6087242798,28.3840555556,4.27777777778,17.3028888889,5.26311111111
344.52,2.86233333333,11.8658888889,9.884,14.1408333333,8.83769444445,6.16311111111,25.0058888889,10.7152427984,28.5216111111,4.35833333333,17.426,5.407
344.89,2.99944444445,11.9676111111,10.118,14.3547222222,8.99186111111,6.374,25.2048888889,10.9062469136,28.6707222222,4.42533333333,17.5151111111,5.50372222222
345.25,3.06344444444,12.0182222222,10.3865,14.5045555556,9.03847222223,6.581,25.435,11.0348189301,28.8272777778,4.48077777778,17.5633333333,5.57161111111
345.62,2.98188888889,11.9917222222,10.4773333333,14.5258888889,9.01544444446,6.60688888889,25.4272222222,11.0655679012,28.7368333333,4.34344444444,17.5063333333,5.52494444444
345.99,3.00088888889,12.064,10.4936666667,14.5785555556,9.04122222221,6.67822222222,25.6036666667,11.1931728395,28.8516666667,4.317,17.5667777778,5.54166666667
346.35,2.87522222222,11.9755555556,10.4666666666,14.4856111111,8.95869444443,6.48933333334,25.5894444444,11.2174691358,28.8762777778,4.20677777778,17.5244444444,5.47127777778
346.72,2.85322222222,11.8777222222,10.4113333334,14.3850555556,8.84566666667,6.42255555556,25.5296666667,11.2827160494,28.8134444445,4.08577777778,17.5087777778,5.40072222222
347.08,2.85466666667,11.7702777778,10.4415,14.3032222222,8.82919444446,6.38655555556,25.6044444445,11.30681893,28.8081666667,3.98633333333,17.5423333333,5.38483333333
347.45,2.998,11.7741111111,10.4856666667,14.1822222222,8.87611111111,6.493,25.6451111111,11.4028518518,28.9501111111,4.09811111111,17.6053333333,5.46205555556
347.81,3.15822222222,11.7116666667,10.6783333334,14.1862777778,8.98438888888,6.59977777778,25.6775555555,11.4684691358,28.9900555556,4.24766666667,17.6442222222,5.53794444444
348.18,3.06655555555,11.5035,10.437,14.0349444444,8.83244444443,6.53544444444,25.5411111111,11.3783251029,28.8665,4.14522222222,17.4587777778,5.37038888889
348.54,3.11133333333,11.5685,10.5745,14.0917777778,8.87563888889,6.58988888889,25.6833333333,11.4746008231,28.9429444444,4.22144444445,17.5194444444,5.30955555556
348.91,3.08555555556,11.6502222222,10.5275,14.1139444444,8.93455555554,6.55155555556,25.8965555556,11.5327283951,29.0476666667,4.246,17.6004444444,5.29744444444
349.27,3.12455555555,11.7513333333,10.5405,14.0962222222,9.0368888889,6.57655555556,25.9548888889,11.5831234568,29.1470555555,4.34444444444,17.635,5.41288888889
349.64,3.15422222222,11.8186111111,10.601,14.1205,9.01366666667,6.578,26.0018888889,11.6215473251,29.197,4.46233333333,17.6347777778,5.53466666667
350.00,3.13411111111,11.7056111111,10.633,14.097,9.00147222222,6.51466666667,25.9728888889,11.5751769547,29.2395,4.46955555556,17.6575555556,5.54477777778
350.37,3.07022222222,11.6469444444,10.497,14.0066111111,8.88177777779,6.54866666667,25.9768888889,11.4302716049,29.2218888889,4.46755555556,17.5818888889,5.48238888889
350.73,3.10811111111,11.7252222222,10.5746666666,14.0672777778,9.0011388889,6.68388888889,26.1763333333,11.4298436214,29.3092222222,4.59633333333,17.615,5.58572222222
351.10,3.18055555556,11.8063333333,10.65,14.1947777778,9.09280555557,6.82577777778,26.39,11.5004444444,29.5810555556,4.70466666667,17.7263333333,5.62588888889
351.46,3.16655555556,11.7578333333,10.6511666666,14.3053333333,9.10283333334,6.881,26.5126666667,11.4833539095,29.6726111111,4.68122222222,17.8103333333,5.60244444444
351.83,3.07266666667,11.7529444444,10.5793333334,14.2745,8.99122222221,6.868,26.6675555556,11.486,29.7357222222,4.544,17.7142222222,5.5005
352.19,3.12888888889,11.7856666667,10.7271666666,14.3352777778,8.98836111112,6.84311111111,26.8243333333,11.4966831276,29.9095,4.69088888889,17.7982222222,5.59466666667
352.55,3.13855555556,11.6978333333,10.6306666667,14.1975,8.8916388889,6.709,26.8005555555,11.4573292181,30.0138888889,4.66666666667,17.7471111111,5.58733333333
352.92,3.065,11.5126666667,10.5136666666,14.0635,8.73966666667,6.57711111111,26.6318888889,11.3593539095,30.0452222222,4.56166666667,17.6037777778,5.46444444444
