wavelength,Back_TanRuem,Belly_TanRuem,Breast_TanRuem,Crissum_TanRuem,Crown_TanRuem,DorTail_TanRuem,Patch10_TanRuem,Patch11_TanRuem,Patch12_TanRuem,Rump_TanRuem,Throat_TanRuem,WingTip_TanRuem
514.83,13.6761666667,29.1240175439,33.0066666667,18.006,19.4586666667,7.626,9.36766666667,34.3383333333,10.7923333333,38.2056666667,22.5723333333,9.37166666667
515.17,13.7285,29.2070701754,33.1736666667,18.0196666667,19.5003333333,7.635,9.383,34.5426666667,10.7583333333,38.4393333333,22.642,9.376
515.52,13.801,29.3397894737,33.294,18.099,19.6316666667,7.638,9.44166666667,34.7406666667,10.794,38.7023333333,22.7703333333,9.386
515.87,13.8716666667,29.4569122807,33.477,18.1276666667,19.738,7.668,9.50166666667,34.939,10.8496666667,38.9346666667,22.8906666667,9.39933333333
516.21,13.924,29.5883859649,33.7356666667,18.173,19.8656666667,7.643,9.525,35.189,10.8573333333,39.2626666667,23.0303333333,9.36533333333
516.56,13.982,29.6884912281,33.9353333333,18.225,19.9653333333,7.63566666667,9.54866666667,35.3783333333,10.88,39.5643333333,23.1886666667,9.37866666667
516.91,13.9986666667,29.760754386,34.0883333333,18.2743333333,20.0203333333,7.63266666667,9.53866666667,35.54,10.8863333333,39.766,23.2613333333,9.35666666667
517.25,14.0235,29.8166315789,34.239,18.3256666667,20.096,7.60233333333,9.55033333333,35.6456666667,10.8703333333,39.929,23.3566666667,9.37866666667
517.60,14.0663333333,29.9137192982,34.3943333333,18.3726666667,20.1446666667,7.606,9.587,35.7526666667,10.9076666667,40.065,23.4596666667,9.414
517.95,14.044,29.9937017544,34.5183333333,18.39,20.2136666667,7.622,9.621,35.883,10.911,40.2076666667,23.5163333333,9.41733333333
518.29,14.0361666667,30.0657719298,34.5746666667,18.4033333333,20.245,7.61866666667,9.618,35.9826666667,10.9366666667,40.3306666667,23.5856666667,9.368
518.64,14.0971666667,30.1345614035,34.739,18.466,20.3256666667,7.61633333333,9.645,36.0963333333,10.9743333333,40.5033333333,23.6733333333,9.36966666667
518.99,14.0901666667,30.1680701754,34.809,18.481,20.3723333333,7.6,9.67866666667,36.1443333333,11.032,40.6056666667,23.701,9.35166666667
519.33,14.1121666667,30.1964561404,34.9436666667,18.5246666667,20.4353333333,7.577,9.71633333333,36.2666666667,11.0613333333,40.7573333333,23.7336666667,9.35766666667
519.68,14.1116666667,30.227122807,35.0076666667,18.5703333333,20.483,7.535,9.72966666667,36.35,11.0366666667,40.8656666667,23.791,9.35966666667
520.02,14.1836666667,30.303245614,35.0856666667,18.6126666667,20.5716666667,7.55933333333,9.78833333333,36.4873333333,11.0906666667,40.9776666667,23.858,9.40733333333
520.37,14.2413333333,30.3794561404,35.24,18.6863333333,20.6813333333,7.59166666667,9.86433333333,36.636,11.122,41.1263333333,23.9483333333,9.42
520.72,14.3145,30.4663684211,35.3933333333,18.7743333333,20.7796666667,7.59966666667,9.91933333333,36.8093333333,11.179,41.3573333333,24.049,9.457
521.06,14.4223333333,30.5969298246,35.5956666667,18.85,20.9183333333,7.65066666667,10.0213333333,37.0586666667,11.2476666667,41.572,24.174,9.51766666667
521.41,14.4595,30.6328070175,35.756,18.8793333333,21.0256666667,7.65433333333,10.0253333333,37.233,11.2376666667,41.819,24.2386666667,9.496
521.75,14.5476666667,30.7137368421,35.93,18.972,21.1716666667,7.642,10.0426666667,37.3773333333,11.2476666667,42.0186666667,24.3286666667,9.48233333333
522.10,14.6433333333,30.8106315789,36.112,19.063,21.2623333333,7.664,10.1233333333,37.59,11.2956666667,42.2566666667,24.3916666667,9.49466666667
522.45,14.7285,30.9426842105,36.2473333333,19.062,21.327,7.68966666667,10.193,37.8846666667,11.3596666667,42.4723333333,24.5023333333,9.53733333333
522.79,14.8403333333,31.0879649123,36.5123333333,19.133,21.4676666667,7.73433333333,10.2526666667,38.135,11.394,42.749,24.6306666667,9.56233333333
523.14,14.9126666667,31.234754386,36.7176666667,19.2046666667,21.5546666667,7.751,10.2766666667,38.3383333333,11.401,42.969,24.7623333333,9.56266666667
523.48,15.0046666667,31.3804210526,36.9516666667,19.2623333333,21.6323333333,7.764,10.3136666667,38.5036666667,11.461,43.2866666667,24.8346666667,9.544
523.83,15.0425,31.4770701754,37.1676666667,19.326,21.6923333333,7.742,10.3436666667,38.6643333333,11.483,43.5476666667,25.0013333333,9.52466666667
524.17,15.0931666667,31.6220350877,37.3913333333,19.3886666667,21.7533333333,7.73266666667,10.362,38.871,11.5306666667,43.802,25.1166666667,9.534
524.52,15.1093333333,31.6356140351,37.5476666667,19.3776666667,21.7816666667,7.70333333333,10.376,38.9586666667,11.5196666667,43.9433333333,25.1636666667,9.49966666667
524.87,15.1271666667,31.6850175439,37.686,19.3763333333,21.789,7.66966666667,10.351,38.9966666667,11.527,44.127,25.1966666667,9.44966666667
525.21,15.1631666667,31.7724385965,37.8276666667,19.4353333333,21.8496666667,7.652,10.407,39.1366666667,11.57,44.3266666667,25.3073333333,9.469
525.56,15.2206666667,31.8164035088,38.021,19.48,21.891,7.66866666667,10.4613333333,39.228,11.608,44.5783333333,25.4156666667,9.47666666667
525.90,15.2846666667,31.8999824561,38.259,19.5156666667,21.9813333333,7.67366666667,10.496,39.3923333333,11.6163333333,44.8743333333,25.5603333333,9.50033333333
526.25,15.3571666667,31.9467368421,38.4616666667,19.6233333333,22.0736666667,7.64866666667,10.5153333333,39.5216666667,11.6276666667,45.1376666667,25.659,9.46133333333
526.59,15.4563333333,32.0265614035,38.6316666667,19.665,22.1563333333,7.62666666667,10.5416666667,39.6766666667,11.651,45.4116666667,25.788,9.45766666667
526.94,15.5645,32.1507719298,38.8756666667,19.7606666667,22.2726666667,7.642,10.595,39.888,11.7056666667,45.7363333333,25.9366666667,9.474
527.28,15.6185,32.2087368421,39.055,19.7966666667,22.3646666667,7.65466666667,10.6336666667,40.043,11.7253333333,45.953,26.075,9.497
527.63,15.6963333333,32.2800877193,39.223,19.868,22.4536666667,7.666,10.673,40.1603333333,11.765,46.1613333333,26.1653333333,9.50933333333
527.97,15.7395,32.3387719298,39.3356666667,19.913,22.5143333333,7.66166666667,10.7056666667,40.2496666667,11.7926666667,46.3443333333,26.2533333333,9.507
528.32,15.7928333333,32.389245614,39.4313333333,19.9446666667,22.5666666667,7.66566666667,10.738,40.312,11.8093333333,46.48,26.3016666667,9.51133333333
528.66,15.8311666667,32.4436491228,39.5106666667,20.0176666667,22.6406666667,7.67666666667,10.803,40.3903333333,11.8396666667,46.6196666667,26.35,9.52666666667
529.01,15.8705,32.481245614,39.6046666667,20.06,22.6886666667,7.686,10.8346666667,40.4473333333,11.8656666667,46.7223333333,26.3846666667,9.52466666667
529.35,15.904,32.5533157895,39.6793333333,20.0863333333,22.7276666667,7.69566666667,10.88,40.5356666667,11.8946666667,46.8183333333,26.437,9.528
529.70,15.952,32.616,39.7933333333,20.151,22.8,7.71133333333,10.9343333333,40.617,11.942,46.9466666667,26.484,9.54666666667
530.04,16.0123333333,32.7344035088,39.946,20.1836666667,22.883,7.74,11.0023333333,40.7293333333,11.9966666667,47.102,26.595,9.593
530.39,16.0316666667,32.8077719298,40.0826666667,20.269,22.9423333333,7.75,11.0486666667,40.819,12.0306666667,47.23,26.6663333333,9.59733333333
530.73,16.0666666667,32.8598070175,40.1966666667,20.3316666667,22.9963333333,7.75266666667,11.1046666667,40.9013333333,12.0566666667,47.3573333333,26.7476666667,9.60466666667
531.08,16.1575,32.9931052632,40.3873333333,20.4363333333,23.0843333333,7.772,11.1866666667,41.0776666667,12.1136666667,47.5673333333,26.8716666667,9.62566666667
531.42,16.2161666667,33.0963333333,40.5643333333,20.4736666667,23.167,7.76833333333,11.2293333333,41.2443333333,12.1346666667,47.7686666667,26.945,9.623
531.77,16.3273333333,33.2039649123,40.78,20.5586666667,23.288,7.80666666667,11.2956666667,41.4376666667,12.184,47.9846666667,27.0556666667,9.65
532.11,16.4406666667,33.3775263158,41.0473333333,20.72,23.4373333333,7.845,11.393,41.7266666667,12.2383333333,48.282,27.261,9.682
532.46,16.531,33.479877193,41.2313333333,20.7763333333,23.479,7.84433333333,11.408,41.926,12.2863333333,48.4843333333,27.393,9.67333333333
532.80,16.6363333333,33.6035614035,41.451,20.8643333333,23.5636666667,7.84433333333,11.4506666667,42.1463333333,12.3136666667,48.718,27.53,9.68233333333
533.15,16.7383333333,33.6794561404,41.64,20.9643333333,23.6716666667,7.83633333333,11.4803333333,42.323,12.3613333333,48.932,27.6403333333,9.70333333333
533.49,16.7883333333,33.7544035088,41.7443333333,21.0206666667,23.7186666667,7.81766666667,11.477,42.4673333333,12.3673333333,49.0743333333,27.7093333333,9.69866666667
533.84,16.8225,33.826245614,41.8756666667,21.078,23.754,7.81733333333,11.491,42.5996666667,12.3766666667,49.242,27.7676666667,9.682
534.18,16.8786666667,33.8738421053,41.998,21.1226666667,23.81,7.81533333333,11.522,42.77,12.413,49.391,27.847,9.70633333333
534.52,16.9371666667,33.9589649123,42.1303333333,21.1633333333,23.8666666667,7.81233333333,11.5803333333,42.892,12.4416666667,49.5753333333,27.898,9.704
534.87,17.007,34.0217894737,42.249,21.1876666667,23.935,7.81,11.6203333333,42.9936666667,12.4766666667,49.7413333333,27.964,9.71833333333
535.21,17.0805,34.1091754386,42.3926666667,21.284,23.9923333333,7.86666666667,11.6993333333,43.093,12.5483333333,49.8993333333,28.0856666667,9.74533333333
535.56,17.13,34.1885789474,42.517,21.3336666667,24.044,7.85866666667,11.7473333333,43.2096666667,12.5573333333,50.056,28.1516666667,9.76433333333
535.90,17.1786666667,34.2705789474,42.6383333333,21.3633333333,24.0996666667,7.84766666667,11.7696666667,43.337,12.6216666667,50.235,28.2113333333,9.766
536.25,17.235,34.3556315789,42.8083333333,21.438,24.1913333333,7.86966666667,11.8236666667,43.4573333333,12.6636666667,50.4563333333,28.3386666667,9.78233333333
536.59,17.313,34.4510175439,43.0186666667,21.4836666667,24.2466666667,7.89633333333,11.904,43.579,12.7106666667,50.637,28.4626666667,9.79833333333
536.93,17.3436666667,34.539,43.1106666667,21.538,24.2636666667,7.88933333333,11.924,43.721,12.7156666667,50.812,28.5236666667,9.79633333333
537.28,17.4081666667,34.6106842105,43.2656666667,21.56,24.2916666667,7.88466666667,11.983,43.8643333333,12.756,50.9766666667,28.64,9.82166666667
537.62,17.4653333333,34.6212807018,43.3633333333,21.6246666667,24.323,7.87333333333,12.0283333333,43.9676666667,12.7746666667,51.1726666667,28.7056666667,9.817
537.97,17.564,34.7668421053,43.545,21.7063333333,24.402,7.884,12.1153333333,44.0783333333,12.7976666667,51.3996666667,28.829,9.845
538.31,17.6515,34.856877193,43.6836666667,21.7456666667,24.4913333333,7.958,12.1493333333,44.2883333333,12.8773333333,51.592,28.983,9.90166666667
538.65,17.7146666667,34.9506842105,43.8626666667,21.8543333333,24.543,7.93733333333,12.1713333333,44.5086666667,12.9026666667,51.8763333333,29.0973333333,9.871
539.00,17.7836666667,35.0631929825,44.0806666667,21.9123333333,24.6176666667,7.9,12.2136666667,44.778,12.9086666667,52.152,29.235,9.83833333333
539.34,17.8895,35.2131052632,44.304,22.0556666667,24.6973333333,7.92666666667,12.271,45.018,12.9843333333,52.4983333333,29.439,9.825
539.69,17.975,35.3071929825,44.448,22.0933333333,24.7263333333,7.90633333333,12.314,45.0943333333,13.0056666667,52.75,29.61,9.81333333333
540.03,18.0405,35.4131578947,44.6486666667,22.154,24.7783333333,7.92333333333,12.3723333333,45.273,13.0383333333,53.0093333333,29.7553333333,9.82566666667
540.37,18.0965,35.5299298246,44.8073333333,22.2293333333,24.8736666667,7.92766666667,12.4113333333,45.4363333333,13.098,53.3016666667,29.9193333333,9.83233333333
540.72,18.1545,35.5990350877,44.9946666667,22.2603333333,24.9526666667,7.93433333333,12.465,45.541,13.1356666667,53.4873333333,30.05,9.83466666667
541.06,18.1956666667,35.6349824561,45.067,22.323,25.012,7.92066666667,12.5306666667,45.6036666667,13.163,53.6513333333,30.159,9.80533333333
541.40,18.2426666667,35.7171754386,45.1916666667,22.376,25.0713333333,7.91966666667,12.5636666667,45.673,13.2256666667,53.771,30.257,9.828
541.75,18.2855,35.7717192982,45.314,22.4246666667,25.144,7.94166666667,12.61,45.759,13.279,53.911,30.341,9.85433333333
542.09,18.3065,35.7827017544,45.4063333333,22.4513333333,25.15,7.91466666667,12.6096666667,45.7403333333,13.2663333333,53.9433333333,30.3813333333,9.82366666667
542.43,18.3351666667,35.8267368421,45.517,22.4803333333,25.181,7.91366666667,12.634,45.7996666667,13.2886666667,54.025,30.4203333333,9.811
542.78,18.3831666667,35.8691929825,45.6043333333,22.5533333333,25.222,7.92066666667,12.667,45.8593333333,13.3386666667,54.1186666667,30.4673333333,9.83266666667
543.12,18.3881666667,35.8670350877,45.6766666667,22.54,25.231,7.88533333333,12.6846666667,45.8396666667,13.3383333333,54.1416666667,30.473,9.81233333333
543.46,18.4315,35.9392807018,45.8473333333,22.6513333333,25.3196666667,7.89566666667,12.7336666667,45.9823333333,13.3963333333,54.279,30.5233333333,9.85333333333
543.81,18.4835,36.0132982456,45.9776666667,22.7103333333,25.3833333333,7.89033333333,12.791,46.0606666667,13.423,54.3463333333,30.5923333333,9.853
544.15,18.55,36.0790701754,46.1386666667,22.7836666667,25.441,7.87866666667,12.8313333333,46.189,13.4683333333,54.417,30.6696666667,9.875
544.49,18.6015,36.1701578947,46.3153333333,22.8713333333,25.488,7.90333333333,12.924,46.3676666667,13.5303333333,54.568,30.8123333333,9.92533333333
544.84,18.6978333333,36.3173333333,46.5773333333,22.9643333333,25.5556666667,7.934,12.9696666667,46.5506666667,13.586,54.753,30.918,9.96133333333
545.18,18.772,36.4108245614,46.7626666667,23.085,25.611,7.957,13.0543333333,46.72,13.6003333333,54.8903333333,31.0373333333,9.99333333333
545.52,18.834,36.4835789474,46.892,23.136,25.623,7.92733333333,13.082,46.7913333333,13.584,54.9976666667,31.1253333333,9.97966666667
545.87,18.9245,36.5990877193,47.1046666667,23.261,25.6996666667,7.92733333333,13.1886666667,46.9856666667,13.667,55.185,31.268,10.0043333333
546.21,18.9968333333,36.7022280702,47.2773333333,23.3606666667,25.7673333333,7.93733333333,13.2716666667,47.0743333333,13.7443333333,55.3103333333,31.4083333333,10.0403333333
546.55,19.0898333333,36.7832280702,47.4126666667,23.4196666667,25.814,7.944,13.3433333333,47.131,13.7816666667,55.4723333333,31.5656666667,10.0683333333
546.90,19.2041666667,36.9239122807,47.6113333333,23.5333333333,25.8796666667,7.969,13.4383333333,47.279,13.8496666667,55.6496666667,31.7203333333,10.108
547.24,19.279,36.980245614,47.7123333333,23.5476666667,25.907,7.97366666667,13.5166666667,47.3146666667,13.881,55.7016666667,31.793,10.117
547.58,19.3603333333,37.0275789474,47.87,23.6046666667,25.9836666667,7.994,13.59,47.3736666667,13.9443333333,55.8523333333,31.871,10.172
547.92,19.3616666667,37.0515789474,47.874,23.612,25.9503333333,7.99666666667,13.631,47.3663333333,13.9536666667,55.8986666667,31.874,10.1646666667
548.27,19.426,37.1165087719,47.9196666667,23.6646666667,25.978,7.98366666667,13.6216666667,47.3233333333,13.991,55.9186666667,31.8853333333,10.1593333333
548.61,19.4645,37.2300175439,48.0283333333,23.7046666667,25.9906666667,8.00666666667,13.6703333333,47.3296666667,14.032,55.96,31.9546666667,10.1823333333
548.95,19.5288333333,37.3232631579,48.1326666667,23.7093333333,26.0166666667,7.99166666667,13.681,47.3596666667,14.0866666667,56.0956666667,32.0523333333,10.1326666667
549.29,19.6338333333,37.4264385965,48.2896666667,23.848,26.066,8.05066666667,13.7876666667,47.498,14.2366666667,56.258,32.2063333333,10.1733333333
549.64,19.6768333333,37.5209298246,48.378,23.9043333333,26.106,8.07733333333,13.8416666667,47.558,14.2603333333,56.424,32.3296666667,10.2203333333
549.98,19.7225,37.6204736842,48.5033333333,24.0096666667,26.115,8.12866666667,13.925,47.6083333333,14.294,56.5,32.4743333333,10.2793333333
550.32,19.7091666667,37.7519649123,48.7046666667,24.1263333333,26.165,8.13066666667,14.0256666667,47.7133333333,14.3486666667,56.626,32.6023333333,10.2983333333
550.66,19.7468333333,37.8144912281,48.8413333333,24.232,26.1783333333,8.15033333333,14.142,47.85,14.398,56.7006666667,32.7446666667,10.2846666667
551.01,19.8081666667,37.9320701754,48.9913333333,24.303,26.1886666667,8.16533333333,14.233,47.9456666667,14.4743333333,56.856,32.9693333333,10.258
551.35,19.8521666667,38.0746842105,49.1003333333,24.439,26.2093333333,8.15366666667,14.303,48.1226666667,14.5146666667,56.991,33.112,10.2473333333
551.69,19.9691666667,38.1465964912,49.2653333333,24.6336666667,26.2923333333,8.206,14.3866666667,48.2266666667,14.6093333333,57.1693333333,33.3196666667,10.299
552.03,20.0196666667,38.2347017544,49.3896666667,24.7663333333,26.2866666667,8.268,14.5146666667,48.3126666667,14.6623333333,57.285,33.4583333333,10.3403333333
552.38,20.0621666667,38.2265438596,49.506,24.771,26.2986666667,8.232,14.5786666667,48.3323333333,14.707,57.3826666667,33.5793333333,10.332
552.72,20.1655,38.2183859649,49.6003333333,24.8576666667,26.3483333333,8.275,14.654,48.3753333333,14.8036666667,57.4293333333,33.631,10.3886666667
553.06,20.1745,38.274877193,49.7063333333,24.925,26.307,8.26166666667,14.6766666667,48.408,14.809,57.517,33.687,10.363
553.40,20.245,38.3885087719,49.8603333333,24.9446666667,26.3176666667,8.25033333333,14.7373333333,48.51,14.8893333333,57.672,33.7483333333,10.3576666667
553.74,20.298,38.4395614035,49.965,24.9793333333,26.3306666667,8.24333333333,14.8193333333,48.4876666667,14.94,57.7696666667,33.8763333333,10.3826666667
554.09,20.3871666667,38.4524736842,50.0216666667,24.996,26.2726666667,8.25,14.8026666667,48.5013333333,14.9656666667,57.8673333333,33.9286666667,10.3583333333
554.43,20.4215,38.481,50.1073333333,25.021,26.298,8.28566666667,14.808,48.4676666667,15.0246666667,58.0053333333,34.0393333333,10.3773333333
554.77,20.429,38.5287368421,50.2146666667,25.0683333333,26.2256666667,8.273,14.7796666667,48.458,15.0043333333,58.0883333333,34.0793333333,10.3896666667
555.11,20.466,38.5479824561,50.245,25.1116666667,26.1706666667,8.219,14.801,48.385,15.0256666667,58.1226666667,34.1283333333,10.3456666667
555.45,20.5285,38.5702280702,50.3683333333,25.0906666667,26.1233333333,8.183,14.8093333333,48.3493333333,15.0606666667,58.156,34.1516666667,10.311
555.80,20.5786666667,38.6294210526,50.5196666667,25.101,26.18,8.11833333333,14.7776666667,48.343,15.035,58.2796666667,34.1933333333,10.251
556.14,20.6313333333,38.7094035088,50.6076666667,25.253,26.2,8.17266666667,14.8393333333,48.4066666667,15.061,58.3493333333,34.3373333333,10.318
556.48,20.6688333333,38.8190526316,50.771,25.3013333333,26.1976666667,8.177,14.9343333333,48.3673333333,15.0463333333,58.4243333333,34.4213333333,10.3403333333
556.82,20.7068333333,38.9212807018,50.8973333333,25.3086666667,26.2663333333,8.21066666667,15.0226666667,48.4296666667,15.1296666667,58.4386666667,34.5606666667,10.3473333333
557.16,20.7325,38.9768070175,50.9273333333,25.3866666667,26.228,8.196,15.0366666667,48.2903333333,15.1726666667,58.3613333333,34.7023333333,10.3746666667
557.50,20.7671666667,39.0645964912,50.9846666667,25.42,26.2436666667,8.18033333333,15.0576666667,48.3856666667,15.1773333333,58.3503333333,34.707,10.3046666667
557.85,20.795,39.1653684211,51.1216666667,25.502,26.305,8.22933333333,15.1693333333,48.471,15.258,58.397,34.793,10.3823333333
558.19,20.8516666667,39.3083508772,51.289,25.6433333333,26.3723333333,8.309,15.2886666667,48.5193333333,15.3553333333,58.4706666667,34.9116666667,10.4856666667
558.53,20.8876666667,39.3009298246,51.3496666667,25.7326666667,26.4346666667,8.32933333333,15.388,48.5243333333,15.448,58.4326666667,35.0333333333,10.4993333333
558.87,20.9605,39.3706140351,51.4436666667,25.791,26.45,8.441,15.452,48.5236666667,15.541,58.4953333333,35.1496666667,10.572
559.21,20.983,39.4802631579,51.476,25.8696666667,26.4356666667,8.49266666667,15.583,48.4663333333,15.554,58.4993333333,35.2243333333,10.623
559.55,21.1145,39.6060350877,51.6576666667,26.047,26.4403333333,8.60533333333,15.738,48.5186666667,15.7306666667,58.5666666667,35.4826666667,10.7213333333
559.89,21.111,39.6234385965,51.7206666667,26.108,26.394,8.64233333333,15.7736666667,48.491,15.758,58.5836666667,35.5113333333,10.7076666667
560.23,21.1145,39.6863333333,51.743,26.1783333333,26.3616666667,8.66366666667,15.8046666667,48.5133333333,15.8486666667,58.5626666667,35.6903333333,10.693
560.58,21.1168333333,39.6409473684,51.733,26.2476666667,26.221,8.54933333333,15.802,48.3506666667,15.8113333333,58.529,35.6936666667,10.6456666667
560.92,21.1943333333,39.6645789474,51.8636666667,26.3343333333,26.2163333333,8.60066666667,15.9263333333,48.4266666667,15.8663333333,58.5913333333,35.757,10.6543333333
561.26,21.2331666667,39.6351578947,51.8873333333,26.467,26.083,8.57066666667,15.9306666667,48.3336666667,15.968,58.6976666667,35.852,10.6523333333
561.60,21.2705,39.6625087719,51.9013333333,26.521,25.9976666667,8.53566666667,15.9666666667,48.2033333333,15.987,58.656,35.966,10.6156666667
561.94,21.2933333333,39.6237894737,51.8443333333,26.5223333333,25.8606666667,8.46333333333,15.958,48.134,15.9503333333,58.5396666667,35.91,10.5273333333
562.28,21.3865,39.6757017544,51.8803333333,26.6063333333,25.817,8.47033333333,15.966,48.0403333333,15.971,58.5776666667,35.9763333333,10.5123333333
562.62,21.399,39.6296315789,51.9686666667,26.6393333333,25.725,8.40133333333,16.0116666667,47.9786666667,15.9726666667,58.4543333333,36.024,10.485
562.96,21.3903333333,39.6663859649,52.062,26.7543333333,25.698,8.36866666667,16.0353333333,47.9656666667,16.0293333333,58.4103333333,36.1826666667,10.4866666667
563.30,21.37,39.6082631579,52.019,26.7546666667,25.559,8.28166666667,16.0343333333,47.869,16.0343333333,58.3976666667,36.1643333333,10.4486666667
563.64,21.4475,39.7055438596,52.0923333333,26.8636666667,25.4646666667,8.22933333333,16.1146666667,47.7526666667,16.0856666667,58.419,36.2663333333,10.4583333333
563.99,21.439,39.7366666667,52.0946666667,26.9233333333,25.332,8.194,16.1356666667,47.6453333333,16.0666666667,58.3606666667,36.3073333333,10.4846666667
564.33,21.5193333333,39.8147719298,52.1576666667,27.0203333333,25.383,8.28366666667,16.216,47.592,16.146,58.4196666667,36.4363333333,10.554
564.67,21.5553333333,39.8560701754,52.1676666667,27.052,25.2763333333,8.27466666667,16.2433333333,47.4886666667,16.1946666667,58.4163333333,36.4983333333,10.5293333333
565.01,21.6516666667,39.9806491228,52.2856666667,27.0813333333,25.3563333333,8.372,16.388,47.4933333333,16.2716666667,58.436,36.609,10.5986666667
565.35,21.6778333333,39.9996140351,52.3396666667,27.171,25.333,8.36233333333,16.453,47.3896666667,16.3046666667,58.389,36.6183333333,10.574
565.69,21.6975,40.0497894737,52.4443333333,27.228,25.3043333333,8.35966666667,16.4736666667,47.3646666667,16.357,58.4143333333,36.7353333333,10.616
566.03,21.6431666667,40.0626315789,52.4513333333,27.29,25.2256666667,8.395,16.5683333333,47.2733333333,16.388,58.2926666667,36.7616666667,10.6653333333
566.37,21.6546666667,40.1288421053,52.426,27.3696666667,25.2166666667,8.41966666667,16.5546666667,47.207,16.438,58.3026666667,36.798,10.6726666667
566.71,21.7271666667,40.2019298246,52.4466666667,27.3753333333,25.241,8.446,16.6096666667,47.12,16.482,58.2696666667,36.816,10.687
567.05,21.7778333333,40.2567894737,52.458,27.4456666667,25.2643333333,8.52433333333,16.7073333333,47.0326666667,16.5386666667,58.2396666667,36.8796666667,10.742
567.39,21.8066666667,40.2314736842,52.4166666667,27.4813333333,25.234,8.52233333333,16.7433333333,46.9933333333,16.5896666667,58.1453333333,36.9083333333,10.75
567.73,21.8816666667,40.2959473684,52.515,27.609,25.284,8.6,16.8636666667,46.9183333333,16.699,58.1913333333,36.969,10.7586666667
568.07,21.9325,40.3451754386,52.525,27.6403333333,25.217,8.58633333333,16.9116666667,46.8836666667,16.748,58.0693333333,36.998,10.743
568.41,21.972,40.3986491228,52.5923333333,27.8626666667,25.27,8.58433333333,17.005,46.8353333333,16.8373333333,58.0363333333,37.111,10.8163333333
568.75,21.9405,40.3820526316,52.5973333333,27.9393333333,25.1493333333,8.576,17.0543333333,46.667,16.8073333333,57.923,37.1153333333,10.8023333333
569.09,21.926,40.3263333333,52.4973333333,27.9886666667,25.0373333333,8.60733333333,17.045,46.5106666667,16.8556666667,57.8113333333,37.1646666667,10.7893333333
569.43,21.9316666667,40.2830877193,52.3933333333,27.9983333333,24.9213333333,8.578,17.103,46.2453333333,16.9133333333,57.6293333333,37.1876666667,10.7683333333
569.77,21.982,40.2888947368,52.3616666667,27.967,24.849,8.56666666667,17.094,46.0653333333,16.934,57.5276666667,37.223,10.758
570.11,22.0188333333,40.3039649123,52.3856666667,27.9926666667,24.7783333333,8.55933333333,17.219,45.897,16.9573333333,57.462,37.3363333333,10.7673333333
570.45,22.0066666667,40.2878070175,52.386,28.0926666667,24.6516666667,8.52466666667,17.2886666667,45.741,16.9986666667,57.4293333333,37.4213333333,10.7346666667
570.79,21.968,40.2885789474,52.4186666667,28.084,24.5586666667,8.451,17.2783333333,45.5856666667,17.0073333333,57.302,37.5063333333,10.6846666667
571.13,22.0051666667,40.3125964912,52.4593333333,28.1253333333,24.5443333333,8.45266666667,17.3446666667,45.445,17.0853333333,57.2606666667,37.5583333333,10.719
571.47,21.9491666667,40.2099473684,52.3183333333,28.1096666667,24.3906666667,8.42933333333,17.2833333333,45.2303333333,17.025,57.0313333333,37.5113333333,10.6886666667
571.81,21.8963333333,40.1986491228,52.2746666667,28.0933333333,24.3133333333,8.43833333333,17.337,45.051,17.0343333333,56.9996666667,37.544,10.7243333333
572.15,21.907,40.2058596491,52.2396666667,28.0106666667,24.2086666667,8.47033333333,17.375,44.907,17.0566666667,56.872,37.5333333333,10.7076666667
572.49,21.8756666667,40.174245614,52.1563333333,28.0286666667,24.0836666667,8.44166666667,17.3336666667,44.733,17.0646666667,56.7483333333,37.5593333333,10.6956666667
572.83,21.8878333333,40.2484912281,52.2063333333,28.0853333333,24.0346666667,8.43833333333,17.419,44.6736666667,17.083,56.6753333333,37.6493333333,10.7723333333
573.17,21.9358333333,40.3374561404,52.247,28.2503333333,24.0336666667,8.49833333333,17.4903333333,44.6493333333,17.1523333333,56.6756666667,37.7476666667,10.8296666667
573.51,21.9581666667,40.4234912281,52.2566666667,28.3903333333,23.985,8.53433333333,17.596,44.594,17.2493333333,56.6263333333,37.8636666667,10.877
573.85,21.973,40.4754561404,52.2503333333,28.4926666667,23.9306666667,8.63266666667,17.6436666667,44.472,17.3423333333,56.48,37.9016666667,10.962
574.19,22.0101666667,40.4795087719,52.1623333333,28.5153333333,23.8593333333,8.71633333333,17.7263333333,44.3593333333,17.405,56.317,37.9296666667,11.0753333333
574.53,22.0291666667,40.4884561404,52.014,28.622,23.788,8.75433333333,17.7966666667,44.2046666667,17.4586666667,56.132,37.9106666667,11.114
574.87,21.987,40.5040701754,51.901,28.6906666667,23.6743333333,8.77866666667,17.822,43.9886666667,17.474,55.9073333333,37.9186666667,11.091
575.21,21.9826666667,40.5387894737,51.8716666667,28.7766666667,23.607,8.759,17.9426666667,43.8976666667,17.5586666667,55.8356666667,37.9926666667,11.1046666667
575.55,21.9958333333,40.5165087719,51.855,28.861,23.5613333333,8.78,17.988,43.7686666667,17.6253333333,55.5633333333,38.023,11.1196666667
575.89,21.9458333333,40.4719298246,51.7503333333,28.9156666667,23.444,8.75766666667,17.9936666667,43.605,17.6153333333,55.4093333333,38.035,11.1196666667
