wavelength,Back_SicCitm,Belly_SicCitm,Breast_SicCitm,Crissum_SicCitm,Crown_SicCitm,DorTail_SicCitm,Patch10_SicCitm,Patch11_SicCitm,Rump_SicCitm,Throat_SicCitm,WingTip_SicCitm
574.53,16.3714666667,46.0296,27.8206333334,47.3299666667,26.7374,10.0115333333,11.4346666667,41.3384,21.6714,40.7716666667,17.9540190476
574.87,16.3539333333,45.9848666667,27.8314333333,47.3061666667,26.7275333333,10.0220333333,11.4502,41.2593333333,21.6654166667,40.7335666667,17.9347333333
575.21,16.3403333333,45.9658666667,27.8028666667,47.2645666667,26.6883333333,9.99616666668,11.4288666667,41.2486666666,21.6783833333,40.6928,17.9161809524
575.55,16.3942666667,46.0674666667,27.8289,47.4047,26.7558666667,9.9861,11.4624666666,41.3406666667,21.7299166667,40.7823666667,17.9851238095
575.89,16.4059333334,46.0862,27.8146666667,47.3800333333,26.7704666666,10.0333333333,11.4691333333,41.3438666667,21.7249,40.7871,17.9840190476
576.22,16.4308,46.1013333333,27.7985333333,47.3742,26.7792,10.0682,11.4948,41.3527333333,21.7323166667,40.8116,18.0047714286
576.56,16.4787333333,46.1158,27.8304,47.3821666667,26.7962666667,10.0936333333,11.5093333333,41.3866666667,21.7555833333,40.8524,18.0238952381
576.90,16.4900666667,46.2042666667,27.8601666667,47.4232666667,26.8208,10.0860333333,11.4959333333,41.443,21.7853,40.9204,18.0342095238
577.24,16.4918,46.293,27.8487333333,47.4827666667,26.847,10.0688666667,11.5000666667,41.4928666667,21.7931166666,40.9590333333,18.0274095238
577.58,16.4674666667,46.2850666667,27.815,47.4593666667,26.8206666667,10.0703333333,11.485,41.4846,21.8025333333,40.9699333333,18.019952381
577.92,16.5164666667,46.3112,27.8475666667,47.4836,26.8602666667,10.1648333333,11.5620666667,41.4848,21.8238,40.9821333333,18.0739714286
578.26,16.5092666667,46.2144,27.7914,47.4417666667,26.8168,10.1791,11.5426666667,41.4088,21.7999,40.9494666667,18.0492190476
578.60,16.5892,46.3731333333,27.9086666667,47.6187333333,26.9202666667,10.2593666667,11.5909333333,41.5793333333,21.8798333333,41.0929,18.1658190476
578.94,16.5954666667,46.3578,27.9040666667,47.6231,26.9165333333,10.2346,11.5894,41.527,21.8164666667,41.1130666667,18.1712380952
579.28,16.5574,46.2858,27.886,47.5411,26.8736,10.2645666667,11.5899333333,41.4708,21.77745,41.0151666667,18.123247619
579.61,16.5240666667,46.2507333333,27.9095333333,47.5889666667,26.8518,10.1839333333,11.5421333333,41.4738666667,21.7458666667,40.9963,18.0983238095
579.95,16.5016,46.2847333333,27.9807333333,47.6419666667,26.8529333333,10.158,11.5251333333,41.4763333333,21.7467166666,41.0136,18.1106571429
580.29,16.4928666667,46.2959333334,27.9408,47.6891,26.8932666667,10.1468,11.5263333333,41.4549333333,21.7557166667,41.0163333333,18.1163619048
580.63,16.4734666667,46.2258666667,27.9349,47.6512,26.8953333333,10.1717666667,11.5829333333,41.3929333333,21.7249166667,40.9687666667,18.1182380952
580.97,16.4409333333,46.2016666667,27.9120333333,47.6398666667,26.8784666667,10.1668333333,11.5215333333,41.3422666667,21.6700166667,40.9222333333,18.1032190476
581.31,16.4949333333,46.2156666667,27.9945666667,47.6652666667,26.9216666667,10.1999333333,11.5477333333,41.3146,21.68365,40.9389,18.1410571429
581.65,16.575,46.2448666667,28.0496333334,47.7587333333,26.9589333333,10.2627666667,11.6287333333,41.3392,21.7795,40.9590333333,18.1993142857
581.98,16.6458666667,46.3427333333,28.1428666667,47.8736,27.0659333333,10.2851333333,11.6971333333,41.4206,21.8408833333,41.0178333333,18.2711142857
582.32,16.5974,46.3230666667,28.0845,47.8387,27.0424666667,10.2011,11.6408666667,41.3582666667,21.8206166667,40.9477,18.1947619048
582.66,16.66,46.4188666667,28.1789666667,47.9625333333,27.1198666667,10.2832,11.7112666667,41.4348,21.9077833333,41.0165333333,18.2754
583.00,16.7090666667,46.5578666667,28.2923,48.1226333333,27.2166666667,10.3436,11.7726666666,41.5287333333,21.98705,41.1688,18.3379333333
583.34,16.7852666667,46.5859333333,28.3200333333,48.1065666667,27.2687333333,10.4318666667,11.8673333333,41.5040666667,22.0673166667,41.1425333333,18.4100285714
583.68,16.8253333333,46.5931333333,28.3647,48.0957333333,27.3360666667,10.4947333333,11.9032,41.5121333333,22.1144833334,41.1404,18.4598666667
584.01,16.8992,46.6279333333,28.4413,48.1031666667,27.3684666667,10.5376666667,11.9522,41.5803333333,22.1572,41.1977,18.5248380952
584.35,16.9537333333,46.7223333333,28.4375666667,48.2133333333,27.4431333333,10.5690666667,11.9691333333,41.6878,22.1946333333,41.3062,18.5468380952
584.69,16.9888,46.7924666667,28.5446,48.3375,27.4623333333,10.5692666667,12.0063333333,41.7476,22.2094833333,41.3695,18.568
585.03,16.9811333333,46.8181333333,28.5453333333,48.3688,27.4644666667,10.6087,12.0689333333,41.7672666667,22.221,41.3874666667,18.5677333333
585.37,16.9348,46.8029333333,28.4971666667,48.3596666667,27.4436,10.5473,12.01,41.7198666667,22.1595,41.3646666667,18.5522952381
585.70,16.9451333333,46.8634666667,28.5007666667,48.3697666667,27.4670666667,10.5559333333,12.0216666667,41.7312,22.17095,41.3585666666,18.5676285714
586.04,16.9981333333,46.8696,28.4812333333,48.4095333333,27.5024,10.6126333333,12.0298,41.7606,22.1632166667,41.3505666667,18.5939047619
586.38,16.9497333333,46.8656666667,28.4446333333,48.3734666667,27.4719333333,10.5675333333,11.9564,41.723,22.11875,41.3392666667,18.5174952381
586.72,17.0469333333,46.8406666667,28.4424,48.3493333333,27.5205333333,10.6179333333,12.0033333334,41.6992,22.1571333333,41.3231,18.6121619048
587.06,16.9441333333,46.9332,28.4194333333,48.4365666667,27.5231333333,10.5342666667,11.9083333333,41.7704,22.0777333334,41.4143666667,18.5781238095
587.39,16.9515333333,46.9672666667,28.3916333333,48.4727666667,27.5019333333,10.5067666667,11.9420666667,41.812,22.0957833333,41.4521333333,18.5463142857
587.73,16.8378666667,46.8458,28.2519,48.3527666667,27.3612,10.4259,11.8449333333,41.6645333333,21.9935,41.3335,18.4374380952
588.07,16.7279333333,46.7666666667,28.1671666667,48.2656,27.2406666666,10.3302,11.7400666667,41.5458,21.9164333333,41.2291,18.3714761905
588.41,16.7175333333,46.7707333333,28.1437,48.1892666667,27.2131333333,10.3694,11.7370666667,41.5421333333,21.93905,41.273,18.3608571428
588.74,16.6956666667,46.7320666667,28.1043333333,48.1578,27.188,10.3269333333,11.676,41.5162,21.9041833333,41.2342,18.3538952381
589.08,16.6698,46.7252666667,28.083,48.0925,27.1170666667,10.2509333333,11.6322666667,41.5143333333,21.8826,41.2062333333,18.3033428571
589.42,16.6154,46.7016,28.0582333333,48.0714,27.0299333333,10.2338,11.5462,41.4684666667,21.8286,41.2400333333,18.2347809524
589.76,16.5816,46.6620666667,28.0758333333,48.0233666667,26.9805333333,10.1972666667,11.5478,41.4229333333,21.7936166667,41.2587,18.2004571429
590.09,16.6025333333,46.6251333333,28.0689333333,47.9645666667,26.9792,10.2219666667,11.6172,41.4073333333,21.809,41.2243666667,18.2375714286
590.43,16.5354,46.5938666667,28.0318666667,47.8367333333,26.8980666667,10.1567666667,11.5376666667,41.3538666667,21.7465666667,41.1532666667,18.1329904762
590.77,16.4765333333,46.4416,27.9814666667,47.7736666667,26.7826,10.1122666667,11.5012666667,41.2274,21.7150833333,41.0204333333,18.0508095238
591.11,16.5062,46.4802,28.0029333333,47.8069333333,26.8224666667,10.1080666667,11.4772,41.2444666667,21.7175,41.0313666666,18.109552381
591.44,16.5819333333,46.6556666667,28.1555666667,47.9566666667,26.9628,10.1230333333,11.5699333333,41.3992666667,21.8348,41.1550666667,18.2059523809
591.78,16.6696666667,46.7162,28.2762,48.0308,27.0154666666,10.1835,11.675,41.432,21.8637666667,41.2036,18.2267333333
592.12,16.6758666667,46.7180666667,28.293,48.1285666667,27.0782666667,10.1646666667,11.6710666667,41.4862666667,21.8784333333,41.1419,18.2678285714
592.46,16.6384,46.6492,28.2440666667,48.0846333333,27.0403333333,10.1319333333,11.6487333333,41.4530666666,21.8417666667,41.0872333333,18.2184
592.79,16.6818,46.7756666667,28.3082333333,48.2217333333,27.1679333333,10.1784,11.6701333333,41.5668666667,21.8835333333,41.2257333333,18.2704476191
593.13,16.7525333333,46.8154,28.3770333333,48.2655333333,27.223,10.2206,11.7557333333,41.6212,21.95245,41.2172666667,18.3162571428
593.47,16.7874666667,46.9112666667,28.4566,48.3393666667,27.2762666667,10.2783666667,11.8293333333,41.6665333333,22.0315166667,41.2423666667,18.3967714286
593.80,16.8184666667,47.0167333333,28.5136666667,48.4625333333,27.3036666667,10.3145333333,11.8378,41.731,22.0537833333,41.3142333333,18.424152381
594.14,16.7984666667,47.0054666667,28.5228666667,48.5362,27.2784666667,10.2568,11.8504,41.7546666667,22.0375333334,41.3335333333,18.3799047619
594.48,16.9731333333,47.1812,28.6801666667,48.6256666667,27.4351333333,10.3805666667,11.9847333333,41.9070666667,22.15935,41.5032,18.5442380952
594.81,16.9082666667,47.1077333333,28.6658333333,48.5586,27.3436666667,10.3318,11.9397333333,41.7935333333,22.10555,41.455,18.4556952381
595.15,16.9129333333,47.0510666667,28.6019,48.4948666667,27.3366,10.3556666667,11.9312,41.7852,22.0473333333,41.4253666667,18.4262
595.49,16.8414,46.9605333333,28.5057,48.3945333333,27.2627333333,10.3118333333,11.8411333333,41.7304,21.9877333333,41.3349666667,18.3618095238
595.82,16.8327333333,46.9488666667,28.4397333333,48.3444,27.2078666667,10.2732333333,11.8502666667,41.6816,21.98275,41.3419666666,18.3304761905
596.16,16.8682,47.0974666667,28.4856333333,48.4470666667,27.2698666667,10.3373333333,11.8854666667,41.7551333333,22.0343,41.4337333333,18.3911714286
596.50,16.8036666667,47.0516666667,28.4264666667,48.3752,27.1714,10.2766666667,11.8381333333,41.6672,21.9944,41.3545666667,18.3346
596.83,16.7784,47.0077333333,28.3755333333,48.3498,27.1168,10.23,11.8074,41.6016,21.9282,41.3126,18.2893619047
597.17,16.839,47.1026666667,28.4200666667,48.4466333333,27.167,10.2396,11.8192666667,41.6934666667,21.9886666667,41.4255,18.3272285714
597.51,16.809,47.0262,28.3656,48.3783,27.1212,10.1798666667,11.7674666667,41.62,21.9521833333,41.3299666667,18.2629809524
597.84,16.8778,47.1485333333,28.3994333333,48.5004,27.1916,10.2629,11.8135333333,41.7212,22.0265,41.437,18.3704666667
598.18,16.7968666667,47.0721333333,28.3108,48.4176,27.1375333333,10.2026333333,11.728,41.6738666667,21.94925,41.3976666667,18.3047142857
598.52,16.84,47.0795333333,28.3014666667,48.4355666667,27.1686,10.2512,11.7575333333,41.6962,21.9417,41.3969333333,18.3394571429
598.85,16.8112,47.1051333333,28.3530333333,48.4976,27.152,10.2922,11.773,41.6416666667,21.9517,41.3873666666,18.3676952381
599.19,16.8952666667,47.2956666667,28.4718333333,48.6775,27.2722,10.3477,11.8475333333,41.7944666667,22.04,41.5367333333,18.4864380952
599.53,16.8976666667,47.3115333333,28.5131666667,48.6719333333,27.2474,10.3558666667,11.8026,41.7544,22.0052333333,41.523,18.4916380952
599.86,16.8492,47.3068,28.5488333334,48.6965666667,27.1996,10.2879666667,11.7756,41.7642,21.9815333333,41.5105,18.4655142857
600.20,16.9235333333,47.2722666667,28.6468333333,48.7262333333,27.2812666666,10.3787,11.863,41.8013333333,22.0504666667,41.5437333333,18.5328952381
600.53,16.984,47.3906666667,28.7849666667,48.8250666667,27.3670666667,10.4199,11.9312666667,41.9285333333,22.15995,41.7035666667,18.6586285714
600.87,16.9920666667,47.3500666667,28.8164666667,48.8483333333,27.4058,10.476,11.9382,41.9626,22.1582333333,41.6993,18.6888857143
601.21,16.9858666667,47.4408666667,28.8686333333,48.8811,27.4219333334,10.5043,11.9765333333,41.9930666667,22.1955833333,41.7929333333,18.7334095238
601.54,16.9355333333,47.3724666666,28.8573,48.7853666667,27.4176666667,10.4812,11.9661333333,41.919,22.1503666667,41.7449333333,18.7114190476
601.88,16.9472,47.4161333333,28.8990333333,48.8043666667,27.3610666667,10.4860333333,11.9931333333,41.8763333333,22.1948166667,41.7475333333,18.6600666667
602.21,16.9428666667,47.4734666667,28.9332333333,48.7640666667,27.3462666667,10.4902333333,12.0083333333,41.899,22.2474666667,41.7685666667,18.651247619
602.55,16.9570666667,47.5459333333,28.9952,48.7658666667,27.3452666667,10.4468,12.0007333333,41.9413333333,22.2664,41.8049,18.6265809524
602.88,16.905,47.4429333333,28.9473666667,48.6673333333,27.2712666667,10.4163,11.9459333334,41.8078666667,22.2175166667,41.7354666667,18.5686761905
603.22,16.9513333333,47.5222666667,28.9686333333,48.7430666667,27.3349333333,10.4712333333,12.0161333333,41.8797333333,22.2593833333,41.8150333333,18.5853904762
603.56,17.029,47.5610666667,28.9719333333,48.7752666667,27.3884,10.4891,12.0622,41.9110666667,22.3160333333,41.8718333333,18.6253428571
603.89,17.0702,47.663,29.0043,48.8939333333,27.4204666667,10.4916666667,12.0769333333,41.9910666667,22.3558833333,41.9705333333,18.6618761905
604.23,17.0633333333,47.6691333333,28.9950333333,48.8738333333,27.448,10.5325666667,12.0712666667,41.9986,22.3686166667,41.9253,18.6307619048
604.56,16.9402,47.5897333333,28.8485666667,48.7833333333,27.2936666667,10.4105,11.9660666667,41.8459333333,22.2336166667,41.8234,18.4824380952
604.90,16.9316,47.5456666667,28.8115666667,48.7599333333,27.3012666667,10.3945333333,11.923,41.8595333333,22.21655,41.7699333333,18.4391809524
605.23,16.9350666667,47.5585333333,28.8304,48.7634666667,27.29,10.3990666667,11.9078,41.8641333333,22.2310333334,41.7696,18.4559333333
605.57,16.9926666667,47.5852,28.8659666667,48.8148666667,27.3715333333,10.4727666667,11.9403333333,41.9437333333,22.23535,41.7558,18.5228952381
605.90,16.9755333333,47.5677333333,28.8594333333,48.8437333333,27.3942,10.4574666667,11.9154666667,41.9459333333,22.2029833333,41.7601666667,18.5288571429
606.24,16.9646,47.4963333333,28.8502,48.8579333333,27.3808666667,10.4719333333,11.8747333333,41.9473333333,22.1903666667,41.7352666667,18.5127904762
606.58,17.0850666667,47.513,28.8516333333,48.8891666667,27.437,10.5462333333,11.9529333333,42.0442,22.2632166667,41.7729666667,18.5722952381
606.91,17.094,47.4772,28.8972,48.8664333333,27.447,10.5452666667,11.9264,42.0356,22.2721166667,41.7449,18.5884952381
607.25,17.1505333333,47.4538,28.9180333333,48.8414,27.4454666667,10.5789666667,11.9228,42.0459333333,22.2832666667,41.7109333333,18.5843047619
607.58,17.0805333333,47.2984,28.8224666667,48.6546666667,27.3712,10.5352666667,11.8266666667,41.931,22.1501666667,41.5423666667,18.4752380952
607.92,16.9916,47.1819333333,28.729,48.6142666667,27.3166,10.4670666667,11.7402666667,41.8387333334,22.0499,41.4740333333,18.4259428571
608.25,17.0784,47.189,28.8098333333,48.6097,27.4002666667,10.5267666667,11.8197333333,41.8800666667,22.12735,41.4839666667,18.5439904762
608.59,17.077,47.1138666667,28.7734333333,48.6075,27.4276,10.5286333333,11.8187333333,41.8425333333,22.1259166667,41.4825333333,18.5926952381
608.92,17.0715333333,47.0572,28.7344666667,48.5847,27.4036666667,10.5189666667,11.8047333333,41.7943333333,22.1041166667,41.4246,18.5461428571
609.26,17.0198666667,46.9531333333,28.6723666667,48.5272,27.3740666667,10.4606,11.7540666667,41.7016,22.07775,41.3804666667,18.5268095238
609.59,17.0361333333,46.8232666667,28.5931666667,48.4779,27.3986,10.5017333333,11.768,41.6125333333,22.077,41.3439666667,18.5668571429
609.93,17.0391333333,46.783,28.5272,48.4170666667,27.4478,10.4846333333,11.7898666667,41.5867333333,22.0625333333,41.3049666667,18.6089809524
610.26,16.9871333333,46.7402666667,28.5306666666,48.4282333333,27.4756666667,10.4641666667,11.7292,41.5386666667,22.0335166667,41.2325,18.6008095238
610.60,16.926,46.628,28.4673333333,48.3576,27.4578666667,10.4540333333,11.721,41.4584666667,21.9968666667,41.1346666667,18.5995904762
610.93,16.8832,46.5985333333,28.4758666667,48.3737333333,27.5096,10.4550333333,11.7158,41.4224,21.96675,41.1077,18.6482380952
611.27,16.9435333333,46.5888666667,28.5093333333,48.4046,27.5968,10.5298666667,11.8307333333,41.4069333333,22.05825,41.1236666667,18.7895619048
611.60,16.9583333333,46.5770666667,28.537,48.3901,27.6074,10.5750333333,11.8734,41.3454,22.09475,41.1048333333,18.8336571429
611.93,16.9039333333,46.466,28.4529,48.3206333333,27.5772666667,10.5755666667,11.8539333333,41.2541333333,22.0528,41.0305,18.7826285714
612.27,16.9904,46.6372666667,28.5918666667,48.4687,27.6837333333,10.6661333333,11.961,41.3474,22.13435,41.1428666667,18.8791428572
612.60,16.9706,46.7104,28.6323,48.5670666667,27.7142666667,10.6604333333,11.9744,41.3827333333,22.1536666667,41.1770666667,18.8927428571
612.94,17.0536,46.9592666667,28.7707,48.7966333333,27.8125333333,10.7219,12.0696,41.5418666667,22.24245,41.3675333333,18.9922190476
613.27,17.1279333333,47.1712,28.9370666667,49.0156333333,27.8626,10.7760666667,12.1775333333,41.7125333333,22.3508333333,41.4875,19.0402
613.61,17.1282,47.2382666667,28.9523,49.1323666667,27.8515333333,10.7736666667,12.1538,41.6865333333,22.33735,41.5265,19.0073619048
613.94,17.0948666667,47.3493333333,28.9563666667,49.1233666667,27.8330666667,10.6797,12.1494,41.7396,22.3353666667,41.5983333333,18.9864571429
614.28,17.1488666667,47.5242666667,28.9788666667,49.2719333333,27.8524,10.6358,12.1728666667,41.8274666667,22.3419166667,41.6978333333,18.9780190476
614.61,17.2128666667,47.5786,29.0349,49.252,27.8844,10.6773,12.1993333333,41.9041333333,22.40965,41.7817333333,19.0024952381
614.94,17.2672,47.8488666667,29.1839,49.4929,27.9524666667,10.7181333333,12.282,42.0682666667,22.4808166667,41.9578666667,19.0366095238
615.28,17.3164666667,47.9711333333,29.2210333333,49.5569,27.9891333333,10.6974,12.3076,42.1880666667,22.4986333333,42.0507666667,19.0672380952
615.61,17.4196,48.2804666666,29.4287,49.8161333333,28.1320666667,10.7675,12.356,42.4276666666,22.61595,42.3196333333,19.1909714286
615.95,17.3842666667,48.176,29.3453,49.6741333333,28.001,10.704,12.2841333333,42.3945333333,22.5587833333,42.2276333333,19.0854
616.28,17.4262666667,48.1605333333,29.3287,49.6508,28.04,10.7183333333,12.3009333333,42.3883333333,22.5687166667,42.2785333333,19.0595142857
616.61,17.3723333333,48.0586,29.2121,49.5567666667,27.9659333333,10.6717,12.2384666667,42.3041333333,22.5125833333,42.2143333333,18.9883904762
616.95,17.2528,47.9915333333,29.0942666667,49.4151333333,27.863,10.5343666667,12.0938,42.1905333333,22.4125333333,42.1417,18.8604952381
617.28,17.2844666667,48.0579333333,29.1664,49.481,27.8459333333,10.5578666667,12.1491333333,42.2569333333,22.4349166667,42.1919666667,18.8711047619
617.62,17.2236666667,47.9493333333,29.0878666667,49.4613,27.7516,10.5693333333,12.1068,42.1553333333,22.3775833333,42.1489333333,18.8399333333
617.95,17.2221333334,47.8584666667,29.1244333333,49.3624333333,27.7018,10.6101666667,12.0788,42.0931333333,22.3930666667,42.1186,18.824247619
618.28,17.1654,47.8600666666,29.1294,49.4112333333,27.6304,10.6352666667,12.1278666667,42.0178,22.3480666667,42.1010333333,18.7816095238
618.62,17.2424666667,47.8822,29.1934333333,49.4089333333,27.6831333333,10.6554666667,12.1226,42.0967333333,22.3948833333,42.1759666667,18.8334095238
618.95,17.2688,47.9154666667,29.2440666667,49.4644333333,27.7075333333,10.6175666667,12.0856666667,42.1339333333,22.35735,42.1945333334,18.7927142857
619.28,17.2006666667,47.7641333333,29.2087,49.2883333333,27.5793333333,10.5398333333,12.0469333333,41.9864666667,22.2865,42.0293666667,18.6967333333
619.62,17.2064666667,47.8122666667,29.2475,49.3429333333,27.613,10.553,12.0774666667,41.9534666667,22.2822666667,42.0560666667,18.7479047619
619.95,17.2526666667,47.8081333333,29.3081333333,49.3259666667,27.6208666667,10.6273333333,12.1375333333,41.9831333333,22.3480333333,42.0978,18.8825047619
620.28,17.2529333333,47.6906,29.2969333333,49.2218666667,27.5862,10.6387,12.1608666666,41.9366666667,22.3372166667,41.9631666667,18.8609142857
620.62,17.401,47.7158666667,29.4027666667,49.2324,27.7360666667,10.7936333333,12.2676,42.0796666667,22.4319833333,42.044,18.9763428571
620.95,17.5290666667,47.8058666667,29.5421,49.2735,27.8522666667,10.9491666667,12.3835333333,42.1794666667,22.5760833333,42.1265666667,19.0968476191
621.28,17.6560666667,47.956,29.7209666667,49.3550666667,28.0107333333,11.0961333333,12.535,42.3159333333,22.7453333333,42.2311666667,19.2252190476
621.62,17.6924,47.9942,29.7409666667,49.4227,28.1200666667,11.1593666667,12.6289333333,42.3856666667,22.8130166667,42.2424666667,19.2529714286
621.95,17.7306,48.0552,29.7656333333,49.4312666667,28.1824666667,11.1659666667,12.6218,42.4612666667,22.8372833333,42.2578666667,19.2848571428
622.28,17.6773333334,47.9795333333,29.6992,49.3589,28.1098666667,11.1407333333,12.6091333333,42.3576666667,22.785,42.1545333333,19.2222285714
622.62,17.7069333333,48.0026666667,29.69,49.4530333333,28.1698666667,11.2422666667,12.7084,42.3677333333,22.8661666666,42.1651333333,19.3054380952
622.95,17.8856,48.2071333334,29.7953333333,49.6647333333,28.3489333333,11.3952666667,12.8724,42.5041333333,23.0083833333,42.3295666667,19.4367904762
623.28,17.9034,48.1764,29.8263666667,49.6104,28.3514666666,11.4043333333,12.8835333333,42.5130666666,23.0524166667,42.3671666667,19.4352190476
623.62,17.9164666667,48.2694,29.8705333333,49.6742666667,28.3696,11.3750666667,12.8832,42.5190666667,23.0264166667,42.3325333333,19.3892380953
623.95,17.9396,48.3696,29.9319,49.7983333333,28.3793333333,11.3596,12.8655333333,42.5890666667,23.0511833333,42.4487666667,19.3782952381
624.28,17.7777333333,48.3698666667,29.8339,49.8336,28.2069333333,11.1876666667,12.7478666667,42.4699333333,22.9255,42.3859,19.2278952381
624.62,17.7156,48.3314,29.7015,49.8053666667,28.1382,11.0696666667,12.6424666667,42.3993333333,22.8165666667,42.3389,19.1356190476
624.95,17.6948666667,48.3384666667,29.6923,49.8488,28.063,11.0185,12.5976,42.3808,22.7621666667,42.3742333333,19.0494285714
625.28,17.6838,48.3917333333,29.6881,49.8251,28.0333333333,10.9935,12.5458,42.3928666667,22.74055,42.3561,19.0716666667
625.61,17.7332666667,48.3946666667,29.7031,49.7739333333,28.0421333333,10.9911,12.5490666667,42.351,22.7342833333,42.3694,19.1090761905
625.95,17.6648,48.3602666667,29.6130666667,49.7024666667,27.9467333333,10.9745,12.4606666667,42.3226666667,22.6770666667,42.2924333333,19.0339333333
626.28,17.6319333333,48.3209333333,29.5972333333,49.6233333333,27.8493333333,10.9192666667,12.4334,42.2906666667,22.6711666667,42.2650333333,19.0118857143
626.61,17.5432,48.2256666667,29.5291666667,49.4978666667,27.7400666667,10.8282,12.3321333333,42.2280666667,22.59735,42.1869333333,18.9522857143
626.94,17.6136666667,48.3499333333,29.5727666667,49.6797333333,27.8128,10.8817666667,12.3845333333,42.3451333333,22.6234166666,42.2594333333,18.9794761905
627.28,17.6027333333,48.2917333333,29.5776666667,49.6555333333,27.8019333333,10.9351333333,12.3692666667,42.3588,22.6315833333,42.2629,18.9915714286
627.61,17.5865333333,48.2807333333,29.5313333333,49.6041333333,27.8207333333,10.9619666667,12.3865333334,42.3329333333,22.6186666667,42.2237666667,19.0393142857
627.94,17.6782,48.3435333333,29.635,49.6588666667,27.8975333333,11.0500333333,12.4394,42.4267333333,22.6995666666,42.2633,19.1704857143
628.27,17.6966666667,48.3674666667,29.6804333334,49.6284,27.9138,11.1362,12.5036666667,42.4219333333,22.76455,42.2512666667,19.227047619
628.61,17.7128666666,48.3239333333,29.6669333333,49.6162333333,27.9041333333,11.1567333333,12.5279333333,42.3779333333,22.7470333333,42.1783666667,19.2832857143
628.94,17.759,48.3768,29.7303333333,49.7305666667,27.9637333333,11.1898666667,12.5944,42.4311333333,22.7624333333,42.2767333333,19.3466285714
629.27,17.7088,48.3126,29.6704333333,49.7529,27.9094,11.1661,12.5934,42.3864666667,22.7450833333,42.2245666667,19.3144952381
629.60,17.7101333333,48.2417333333,29.7224333333,49.6881666667,27.9382,11.1594666667,12.6306,42.3160666667,22.7349666667,42.2252666667,19.3582952381
629.94,17.7017333333,48.213,29.6972333333,49.6501666667,27.9814,11.1399,12.5831333333,42.3154,22.6816333333,42.213,19.3180571429
630.27,17.8012666667,48.2364,29.7568333333,49.7351666667,28.0894666667,11.2699333333,12.6826666667,42.3889333333,22.76665,42.3049666667,19.4307047619
630.60,17.7783333333,48.1254666667,29.7622666667,49.6345666667,28.0699333333,11.3363666667,12.7141333333,42.2807333333,22.78225,42.2158,19.4782095238
630.93,17.7753333333,48.1412666666,29.7775,49.6571333333,28.0700666667,11.3149333333,12.7506,42.2828666667,22.77725,42.2703333333,19.4884571429
631.26,17.8224,48.213,29.8837666667,49.7552,28.0986,11.3744666667,12.8032666667,42.2763333333,22.8036833333,42.3168,19.510047619
631.60,17.8168,48.165,29.8856666667,49.6878,28.0853333333,11.3876333333,12.8345333333,42.1812,22.7866333333,42.2674333333,19.4670571429
631.93,17.8956,48.3216,29.9829,49.8503666667,28.1846,11.3981,12.8807333333,42.3414,22.8690666667,42.4353333333,19.4728285714
632.26,17.9247333333,48.3876666667,30.0466333333,49.8774,28.239,11.4303666667,12.9136,42.3972,22.9130333333,42.4619666667,19.4990285714
632.59,17.9244,48.3238666667,30.0382333333,49.7972333333,28.2295333333,11.4661333333,12.9484666667,42.3338666667,22.95365,42.4036666667,19.495047619
632.92,17.9710666667,48.3629333333,30.1006333333,49.8762333333,28.2836666667,11.5384333333,12.9614,42.4578666667,23.0189,42.4636,19.5087047619
633.26,17.9938,48.4785333333,30.1370333333,50.0671333333,28.3342666667,11.5745666667,12.9934,42.5365333333,23.0774666667,42.5040333333,19.5372380952
633.59,18.0607333333,48.5906666667,30.2443666667,50.1781666667,28.3891333333,11.6805666667,13.0870666667,42.6024,23.1871166667,42.6019,19.6115809524
633.92,18.0728,48.7522666667,30.2978333333,50.2798333333,28.4292,11.6750666667,13.1125333333,42.6952,23.2264833333,42.6291666667,19.6417904762
634.25,18.1045333333,48.9554666667,30.353,50.4098666667,28.4475333333,11.6606333333,13.1087333333,42.8331333333,23.3037333333,42.7242,19.6652952381
634.58,18.0812,48.9931333333,30.2865333333,50.4431,28.3909333334,11.566,13.0706666667,42.8038,23.2875666667,42.6837,19.6090666667
634.91,18.1330666667,49.0429333333,30.2894333333,50.4509,28.4589333334,11.5931333333,13.0530666667,42.8948,23.3646166667,42.7427333333,19.6175809524
635.25,18.1797333334,49.1516,30.3124,50.5714333333,28.544,11.6540666667,13.1154666666,43.0355333333,23.4058,42.8513,19.6391714286
635.58,18.1404,49.046,30.235,50.5125666667,28.4998,11.6083666667,13.0869333333,42.997,23.3546166667,42.7719333333,19.6505428571
635.91,18.2474666667,49.1039333333,30.2543666667,50.5490666667,28.5820666667,11.6903333333,13.1603333333,43.0543333333,23.4368666667,42.8315666667,19.7224190476
636.24,18.2566666667,49.1292666667,30.3209333333,50.6426333333,28.6145333333,11.7601333333,13.1636,43.1566666667,23.4234333334,42.8963333333,19.7402095238
636.57,18.3466666667,49.2900666667,30.3898333333,50.7487666667,28.7112,11.8554666667,13.2792,43.2235333333,23.5047666667,42.9404333333,19.8260571429
636.90,18.3690666667,49.2941333333,30.4065333333,50.6946,28.6873333333,11.9003333333,13.2792,43.2494,23.5021333333,42.9602666667,19.8161904762
637.23,18.3734,49.3258,30.4232,50.6408333333,28.6923333333,11.942,13.3204666667,43.2922666667,23.5239,43.0087333333,19.8735047619
