wavelength,Back_SpoCinm,Belly_SpoCinm,Breast_SpoCinm,Crissum_SpoCinm,Crown_SpoCinm,DorTail_SpoCinm,Patch10_SpoCinm,Rump_SpoCinm,Throat_SpoCinm,WingTip_SpoCinm
365.66,7.54577777779,5.36444444444,4.62933333333,5.34411111111,11.6633333333,7.98455555555,22.237,4.56,4.31488888889,8.36866666666
366.02,7.70611111111,5.47666666667,4.69788888889,5.526,11.8033333333,8.14416666667,22.3965555556,4.61522222222,4.45355555556,8.49233333332
366.38,7.7038888889,5.58044444444,4.64644444444,5.57288888889,11.97,8.22805555556,22.4815555555,4.73455555555,4.55077777778,8.58300000001
366.75,7.83855555557,5.80388888889,4.83077777778,5.712,12.0642222222,8.29944444444,22.5993333333,4.91911111111,4.67633333333,8.7858888889
367.11,7.77722222222,5.81511111111,4.74422222222,5.71888888889,12.1005555556,8.2285,22.6247777778,4.99511111111,4.70733333333,8.79622222221
367.47,7.75488888889,5.77555555556,4.60922222222,5.54811111111,12.026,8.05338888889,22.5604444445,4.95866666667,4.639,8.64000000001
367.84,7.73366666668,5.82266666667,4.64822222222,5.45844444444,11.9806666667,8.10077777778,22.5366666667,4.89444444444,4.73333333333,8.72122222222
368.20,7.57500000001,5.63588888889,4.57955555556,5.32411111111,11.867,7.97327777778,22.414,4.81355555556,4.57377777778,8.50255555556
368.56,7.90588888888,5.85711111111,4.77655555555,5.573,12.0591111111,8.187,22.6721111111,4.97,4.841,8.74688888889
368.93,8.05144444446,5.88777777778,4.93133333333,5.717,12.1535555556,8.37011111111,22.67,5.07277777778,4.92955555555,8.87566666667
369.29,8.16633333335,5.91688888889,4.96266666667,5.77811111111,12.2404444444,8.46572222222,22.7168888889,5.12688888889,5.02833333333,9.0531111111
369.65,8.24122222222,5.96988888889,5.03611111111,5.88455555556,12.3092222222,8.51594444444,22.8746666667,5.12866666667,5.087,9.1368888889
370.01,8.14788888889,5.90522222222,4.99522222222,5.82933333333,12.2082222222,8.43511111111,22.7537777778,5.04933333333,4.98655555555,9.10622222221
370.38,8.22622222221,5.87722222222,5.059,5.89488888889,12.1634444445,8.36211111111,22.8257777778,4.99822222222,4.93922222222,9.10855555554
370.74,8.15099999999,5.65744444445,4.94055555556,5.744,12.075,8.30866666667,22.6908888889,4.80844444444,4.812,8.93511111112
371.10,8.21077777777,5.73277777778,4.91777777778,5.78833333333,12.0393333333,8.31016666667,22.7352222222,4.84966666667,4.75344444444,8.90355555554
371.46,8.26466666667,5.73077777778,4.96611111111,5.89644444444,12.1708888889,8.40444444445,22.8696666667,4.96966666667,4.84333333333,9.02577777779
371.83,8.36199999999,5.781,5.07477777778,5.97655555556,12.2801111111,8.507,23.139,5.08844444444,4.93944444444,9.10066666666
372.19,8.70122222222,6.10977777778,5.38733333333,6.288,12.588,8.88588888889,23.4084444444,5.36,5.28855555555,9.42866666666
372.55,8.27300000001,5.78444444444,5.00377777778,6.00855555555,12.2974444445,8.56788888889,23.1455555556,5.07,4.90544444445,9.10155555556
372.92,8.35222222222,5.97222222222,5.02044444444,6.10922222222,12.3891111111,8.61766666667,23.2955555555,5.09666666667,5.02888888889,9.17211111112
373.28,8.49500000001,6.24088888889,5.21022222222,6.20055555556,12.5907777778,8.77177777778,23.5066666667,5.30133333333,5.23566666667,9.25433333332
373.64,8.42744444444,6.22811111111,5.22788888889,6.11377777778,12.5873333333,8.71183333333,23.4175555556,5.30333333333,5.221,9.19933333333
374.00,8.45777777777,6.39144444444,5.37844444444,6.20444444445,12.6977777778,8.80883333333,23.6116666667,5.457,5.29488888889,9.23188888888
374.37,8.41366666666,6.32455555556,5.36633333333,6.15122222222,12.7936666667,8.77777777778,23.625,5.43622222222,5.238,9.122
374.73,8.56577777777,6.53811111111,5.49911111111,6.26422222222,12.9332222222,8.8945,23.9828888889,5.61877777778,5.40611111111,9.23933333334
375.09,8.62900000001,6.60722222222,5.57444444444,6.24844444445,12.9763333333,9.00266666667,24.0271111111,5.62966666667,5.47788888889,9.30633333335
375.45,8.59655555556,6.54788888889,5.51855555556,6.19633333333,12.8948888889,8.92755555556,23.9821111111,5.50722222222,5.43666666667,9.1971111111
375.81,8.43477777779,6.41355555555,5.36511111111,6.04677777778,12.7735555555,8.72677777778,23.7792222222,5.40744444445,5.30044444445,9.02377777779
376.18,8.2541111111,6.30655555556,5.20355555555,5.864,12.5853333333,8.46372222222,23.7011111111,5.20066666667,5.154,8.8758888889
376.54,8.48188888889,6.46555555556,5.42477777778,5.96788888889,12.745,8.6175,23.9211111111,5.33244444444,5.29911111111,9.06588888888
376.90,8.44133333333,6.41511111111,5.43033333334,5.90944444444,12.7085555556,8.57166666667,23.8494444444,5.29088888889,5.19288888889,9.05233333333
377.26,8.38166666667,6.26244444444,5.28811111111,5.88255555555,12.5628888889,8.42666666667,23.8242222222,5.15088888889,5.06066666667,8.98633333333
377.63,8.45422222222,6.33044444444,5.35122222222,5.94155555556,12.5886666667,8.42988888889,23.9302222222,5.17111111111,5.06877777778,9.01
377.99,8.44722222221,6.25266666667,5.24088888889,5.82577777778,12.5577777778,8.28944444444,23.9075555556,5.06111111111,5.05422222222,8.92511111111
378.35,8.40199999999,6.272,5.20044444445,5.80066666667,12.4874444444,8.24844444444,23.8371111111,5.00588888889,5.08322222222,8.971
378.71,8.16522222222,6.04055555556,4.94844444444,5.60388888889,12.3546666667,7.96466666667,23.637,4.72688888889,4.849,8.78833333333
379.07,8.07200000001,5.88655555556,4.82455555556,5.557,12.3771111111,7.87011111111,23.5355555555,4.67522222222,4.80244444444,8.772
379.44,7.98699999999,5.83933333333,4.76422222222,5.52488888889,12.3115555556,7.78105555556,23.4505555556,4.60422222222,4.69322222222,8.73666666667
379.80,7.91888888888,5.76033333333,4.66411111111,5.46844444444,12.2338888889,7.66455555556,23.3796666667,4.49377777778,4.58655555556,8.64666666667
380.16,7.86588888888,5.608,4.53744444444,5.31044444444,12.1125555556,7.62488888889,23.268,4.46133333333,4.44055555556,8.58477777777
380.52,7.8721111111,5.51211111111,4.51755555555,5.33044444444,12.1473333333,7.57377777778,23.21,4.44177777778,4.483,8.56944444443
380.88,7.78855555556,5.31811111111,4.35822222222,5.14744444444,12.0474444444,7.44477777778,23.2398888889,4.31555555556,4.32944444444,8.45611111111
381.24,7.7348888889,5.29211111111,4.34677777778,5.10377777778,12.1007777778,7.43983333333,23.2202222222,4.348,4.311,8.38977777779
381.61,7.72600000001,5.19888888889,4.22644444444,5.07588888889,12.123,7.34816666667,23.2422222222,4.325,4.27644444444,8.37155555556
381.97,7.62955555555,5.03222222222,4.11722222222,4.984,12.0063333333,7.24894444445,23.1642222222,4.19488888889,4.14133333333,8.3078888889
382.33,7.5641111111,4.82977777778,4.03966666666,4.83755555556,11.9105555556,7.19477777778,23.1914444444,4.10788888889,4.01466666667,8.14222222222
382.69,7.65688888889,4.81888888889,4.11955555556,4.92488888889,11.9903333333,7.31555555556,23.1622222222,4.23755555556,4.04188888889,8.25611111111
383.05,7.76766666667,4.88622222222,4.236,4.98977777778,11.9997777778,7.38744444444,23.3134444445,4.29933333333,4.06777777778,8.27322222221
383.41,7.85700000001,4.92377777778,4.265,4.97022222222,12.0756666667,7.45677777778,23.4884444444,4.37422222222,4.11533333333,8.27455555554
383.77,7.98333333333,4.99677777778,4.31955555556,5.09722222222,12.2408888889,7.59516666667,23.6398888889,4.46588888889,4.19577777778,8.37766666666
384.14,8.06633333332,5.08466666667,4.42744444445,5.25833333333,12.3371111111,7.57438888889,23.7201111111,4.51244444444,4.24755555556,8.3811111111
384.50,8.2338888889,5.36133333333,4.61566666667,5.43311111111,12.5773333333,7.88805555556,24.0337777778,4.75455555556,4.46333333333,8.56244444443
384.86,8.22322222222,5.37888888889,4.66866666666,5.47188888889,12.6717777778,7.9595,24.0973333333,4.83711111111,4.55933333333,8.54
385.22,8.26622222222,5.40277777778,4.647,5.47211111111,12.7316666667,7.9605,24.1857777778,4.83422222222,4.51688888889,8.58600000001
385.58,8.202,5.39277777778,4.59511111111,5.43633333333,12.6755555556,8.00422222222,24.1465555556,4.838,4.46322222222,8.55611111111
385.94,8.23644444444,5.50233333333,4.70733333333,5.54177777778,12.763,8.05705555556,24.2737777778,4.933,4.539,8.56366666668
386.30,8.31533333333,5.66977777778,4.78888888889,5.68433333333,12.8284444445,8.0635,24.4024444444,5.01522222222,4.70711111111,8.71666666666
386.66,8.41466666667,5.82822222222,4.89855555556,5.84166666667,12.9235555556,8.18622222222,24.6904444444,5.10133333333,4.89533333333,8.77644444445
387.03,8.37166666668,5.79977777778,4.89488888889,5.87333333333,12.99,8.13833333333,24.754,5.07233333333,4.89255555556,8.74577777779
387.39,8.33344444444,5.80011111111,4.91333333334,5.95211111111,13.0122222222,8.13122222222,24.75,5.08966666667,4.96077777778,8.76744444443
387.75,8.36822222223,5.87722222222,5.05088888889,6.01077777778,13.0627777778,8.19288888889,24.8972222222,5.16177777778,5.08055555556,8.84233333332
388.11,8.41211111111,5.96233333333,5.05577777778,6.03111111111,13.19,8.26994444445,25.047,5.17277777778,5.16077777778,8.91422222222
388.47,8.30577777779,5.79155555555,4.93377777778,5.91133333333,13.0391111111,8.061,24.9752222222,5.01344444445,5.01644444445,8.78533333334
388.83,8.34222222222,5.85722222222,4.97133333334,5.96333333333,13.0375555556,8.03705555555,25.0138888889,4.99744444445,5.03511111111,8.85333333334
389.19,8.28899999999,5.87011111111,4.98855555556,5.94766666667,13.0182222222,8.01027777778,25.0904444444,4.965,5.09177777778,8.83277777779
389.55,8.35844444446,5.94888888889,5.12411111111,6.05055555556,13.0686666667,8.016,25.1061111111,4.96644444444,5.16222222222,8.84122222222
389.91,8.40344444443,6.03988888889,5.10266666667,6.06266666667,13.1515555556,8.10172222222,25.175,5.00977777778,5.18266666667,8.933
390.27,8.37466666665,6.03977777778,5.02511111111,5.96455555556,13.1627777778,8.12516666667,25.1617777778,4.97277777778,5.091,8.86255555557
390.63,8.328,5.97011111111,4.96911111111,5.89411111111,13.1294444445,8.05138888889,25.1311111111,4.90822222222,5.05933333333,8.80422222222
391.00,8.28566666668,5.87077777778,4.82344444445,5.81388888889,13.0272222222,8.00427777778,25.1297777778,4.81244444445,4.94322222222,8.74744444444
391.36,8.32388888888,5.84377777778,4.84344444444,5.767,13.033,8.03116666667,25.2327777778,4.76255555556,4.88566666667,8.74944444444
391.72,8.26311111112,5.72555555555,4.71988888889,5.66611111111,12.9966666667,7.97927777778,25.1851111111,4.63711111111,4.74911111111,8.6561111111
392.08,8.26655555554,5.68177777778,4.74211111111,5.68833333333,12.9731111111,7.98527777778,25.2261111111,4.65466666667,4.75633333333,8.66166666666
392.44,8.28311111112,5.74366666667,4.74344444445,5.71366666667,12.969,7.94877777778,25.2215555556,4.66522222222,4.76011111111,8.65866666667
392.80,8.24011111112,5.71766666667,4.68633333333,5.67611111111,12.9331111111,7.89644444445,25.1666666667,4.61033333333,4.69577777778,8.55444444444
393.16,8.24144444443,5.69233333333,4.66411111111,5.67644444444,12.9442222222,7.88072222222,25.1297777778,4.62,4.64688888889,8.53988888889
393.52,8.22566666668,5.66733333333,4.60777777778,5.61666666667,12.9803333334,7.885,25.194,4.63155555555,4.60377777778,8.52855555557
393.88,8.34977777777,5.753,4.696,5.71344444444,13.0936666667,7.96222222222,25.2351111111,4.69788888889,4.70888888889,8.59877777778
394.24,8.44088888889,5.78277777778,4.791,5.78611111111,13.1543333333,8.01044444444,25.3144444444,4.77611111111,4.79922222222,8.62377777779
394.60,8.52222222222,5.90555555556,4.88622222222,5.85211111111,13.2547777778,8.13894444444,25.3766666666,4.90111111111,4.84388888889,8.68733333332
394.96,8.66133333335,6.15511111111,5.09588888889,6.021,13.4542222222,8.27533333333,25.4605555556,5.07833333333,5.05955555556,8.83188888889
395.32,8.74311111112,6.23288888889,5.12377777778,6.09655555556,13.547,8.36177777778,25.546,5.20022222222,5.15088888889,8.89788888889
395.68,8.80055555557,6.33833333333,5.23966666667,6.17677777778,13.6325555555,8.44144444444,25.621,5.33055555556,5.25255555555,8.95044444445
396.04,8.89266666667,6.46822222222,5.31911111111,6.27511111111,13.7466666666,8.53005555555,25.6965555556,5.47566666667,5.31722222222,9.02855555557
396.40,8.89888888888,6.42955555556,5.33733333333,6.25911111111,13.8165555555,8.55766666667,25.758,5.48044444444,5.33088888889,9.04277777777
396.76,8.95644444444,6.44788888889,5.39422222222,6.31833333333,13.9064444445,8.54811111111,25.8256666667,5.51766666667,5.377,9.11444444444
397.12,9.08199999999,6.49177777778,5.472,6.39,13.9822222222,8.63494444444,25.9324444444,5.57166666667,5.44877777778,9.18099999999
397.48,9.082,6.44922222222,5.483,6.41177777778,13.9748888889,8.63155555556,25.9801111111,5.55711111111,5.47022222222,9.19944444444
397.84,9.05366666667,6.37655555556,5.47888888889,6.38977777778,13.9311111111,8.55333333333,26.0717777778,5.52033333333,5.44344444445,9.19344444445
398.20,8.91033333334,6.27633333333,5.39766666667,6.30733333333,13.873,8.43538888889,25.9348888889,5.38122222222,5.286,9.1441111111
398.56,8.7381111111,6.06811111111,5.19177777778,6.14277777778,13.717,8.21561111111,25.811,5.19255555555,5.15822222222,8.95966666667
398.92,8.63344444443,5.89622222222,5.11177777778,6.00122222222,13.588,8.10911111111,25.7178888889,5.07466666666,5.03455555555,8.87288888888
399.28,8.56088888889,5.88911111111,5.01388888889,5.913,13.4856666667,7.97472222222,25.6325555555,4.95233333333,4.96622222222,8.77455555555
399.64,8.5411111111,5.79388888889,4.88422222222,5.81933333333,13.4347777778,7.89022222222,25.5714444445,4.87022222222,4.89466666667,8.73933333332
400.00,8.464,5.69722222222,4.81266666667,5.80166666667,13.3986666667,7.82377777778,25.5081111111,4.78555555556,4.88233333333,8.6628888889
400.36,8.3668888889,5.65877777778,4.72811111111,5.7,13.3681111111,7.74861111111,25.5024444445,4.74033333333,4.79,8.58388888888
400.72,8.37,5.608,4.67633333334,5.67888888889,13.3332222222,7.81777777778,25.6285555556,4.72388888889,4.76977777778,8.56466666667
401.08,8.30888888889,5.563,4.63033333333,5.66477777778,13.2993333333,7.75377777778,25.5981111111,4.709,4.746,8.48199999999
401.44,8.35211111111,5.61144444444,4.624,5.659,13.343,7.8225,25.6606666667,4.68533333333,4.78911111111,8.48877777777
401.80,8.36400000001,5.59866666667,4.65266666667,5.67822222222,13.3807777778,7.8685,25.7403333333,4.72066666666,4.81077777778,8.48877777777
402.16,8.43755555555,5.59755555556,4.66433333333,5.69322222222,13.441,7.88366666667,25.8662222222,4.76355555556,4.89688888889,8.48811111112
402.52,8.44188888889,5.58933333333,4.65811111111,5.67433333333,13.4402222222,7.87922222222,25.8915555556,4.74388888889,4.82977777778,8.53466666666
402.88,8.44633333333,5.59188888889,4.58022222222,5.65311111111,13.4862222222,7.87038888889,26.021,4.73,4.85188888889,8.48366666667
403.24,8.47611111112,5.64777777778,4.68988888889,5.69611111111,13.6097777778,7.92944444444,26.1206666667,4.78922222222,4.87722222222,8.55966666665
403.60,8.47377777778,5.68244444444,4.71011111111,5.748,13.6171111111,7.8965,26.1568888889,4.76922222222,4.88333333333,8.52000000001
403.95,8.55722222221,5.78755555555,4.82788888889,5.82588888889,13.7173333333,8.0235,26.3132222222,4.86011111111,4.94377777778,8.59722222222
404.31,8.64677777777,5.85911111111,4.898,5.87766666667,13.7524444444,8.09605555555,26.3168888889,4.92611111111,5.047,8.68444444446
404.67,8.70344444445,5.97455555556,4.98044444444,5.92111111111,13.8345555555,8.16394444444,26.3981111111,5.02122222222,5.10688888889,8.77399999999
405.03,8.73488888888,6.04711111111,5.07133333333,5.91666666667,13.9377777778,8.20272222222,26.4701111111,5.08255555556,5.14166666667,8.84077777777
405.39,8.79111111112,6.11044444444,5.14633333333,6.01833333333,14.0136666667,8.22566666667,26.522,5.173,5.17655555556,8.88444444445
405.75,8.73466666666,6.08233333333,5.08477777778,5.97488888889,13.9622222222,8.19111111111,26.4122222222,5.13144444445,5.08977777778,8.80455555554
406.11,8.71311111111,6.11777777778,5.099,6.00155555555,13.9377777778,8.22327777778,26.3983333333,5.185,5.07877777778,8.81966666666
406.47,8.82977777779,6.25355555556,5.22577777778,6.13566666667,14.046,8.35433333333,26.5263333333,5.30877777778,5.20055555556,8.91088888889
406.83,8.91166666668,6.33422222222,5.30422222222,6.23144444444,14.1104444444,8.37772222222,26.5757777778,5.39455555555,5.20844444444,9.01533333334
407.19,8.9641111111,6.389,5.35966666667,6.30577777778,14.1491111111,8.42861111111,26.6188888889,5.48077777778,5.26877777778,9.06155555557
407.55,9.00588888889,6.45144444444,5.447,6.34577777778,14.1887777778,8.49511111111,26.6902222222,5.54022222222,5.33611111111,9.13855555557
407.90,8.92044444445,6.40666666667,5.36222222222,6.24766666667,14.1077777778,8.36422222222,26.6506666667,5.45711111111,5.226,9.03777777779
408.26,8.89755555556,6.39,5.32933333333,6.26611111111,14.1188888889,8.33433333333,26.7288888889,5.42633333333,5.18388888889,8.98577777778
408.62,8.85755555556,6.32644444444,5.29911111111,6.248,14.0985555555,8.27266666667,26.6802222222,5.38455555555,5.21733333333,8.89466666665
408.98,8.84622222223,6.29633333333,5.20144444444,6.22088888889,14.0166666667,8.27338888889,26.6697777778,5.32833333333,5.171,8.84233333333
409.34,8.78766666668,6.23866666667,5.10788888889,6.14155555555,13.9501111111,8.1665,26.6152222222,5.29133333333,5.11088888889,8.76855555557
409.70,8.76433333332,6.24622222222,5.06922222222,6.08711111111,13.9241111111,8.08188888889,26.6603333334,5.25566666667,5.115,8.74233333332
410.06,8.76999999999,6.23911111111,5.03933333333,6.05655555556,13.9448888889,8.03877777778,26.7687777778,5.18422222222,5.07355555556,8.7358888889
410.42,8.65433333332,6.13277777778,4.962,5.94133333333,13.8582222222,7.93527777778,26.7108888889,5.08211111111,4.98433333333,8.62466666667
410.77,8.60044444446,6.04922222222,4.91077777778,5.87722222222,13.8041111111,7.93038888889,26.6614444444,5.02366666667,4.91288888889,8.55344444443
411.13,8.56877777778,5.94155555556,4.82633333333,5.82166666667,13.7606666667,7.84366666667,26.6335555555,4.93366666667,4.84677777778,8.45777777779
411.49,8.46944444445,5.822,4.705,5.70433333333,13.6971111111,7.75111111111,26.5902222222,4.82711111111,4.733,8.32644444446
411.85,8.49022222221,5.75755555555,4.66777777778,5.65688888889,13.7111111111,7.74138888889,26.6288888889,4.79966666667,4.74377777778,8.34433333333
412.21,8.52733333333,5.70977777778,4.66511111111,5.63088888889,13.6745555555,7.71188888889,26.6413333333,4.77011111111,4.72866666667,8.334
412.57,8.61022222221,5.79788888889,4.71511111111,5.70688888889,13.7492222222,7.82527777778,26.7913333333,4.84233333333,4.71588888889,8.48388888889
412.92,8.66122222221,5.797,4.76511111111,5.76411111111,13.8244444445,7.869,26.8847777778,4.86488888889,4.79966666667,8.54433333334
413.28,8.741,5.87655555555,4.86,5.82722222222,13.8571111111,7.96055555556,27.0267777778,4.90733333333,4.87488888889,8.58344444445
413.64,8.81111111111,5.89188888889,4.89988888889,5.91377777778,13.956,8.04261111111,27.1026666667,4.95211111111,4.90844444444,8.63811111111
414.00,8.8501111111,5.93655555556,4.945,5.96533333333,13.9786666667,8.13538888889,27.1526666667,5.02833333334,4.96911111111,8.66444444445
414.36,8.92622222223,5.96933333333,5.00744444445,6.02022222222,14.0735555555,8.17988888889,27.2663333333,5.06588888889,4.99644444444,8.70977777779
414.72,8.88200000001,5.94822222222,4.98322222222,5.98355555556,14.045,8.11861111111,27.3416666666,5.03933333333,4.99877777778,8.67599999999
415.07,8.85044444445,5.98633333333,4.98166666667,5.98622222222,14.0342222222,8.13455555556,27.4435555556,5.04922222222,5.00277777778,8.67644444446
415.43,8.95222222223,6.08766666667,5.07788888889,6.09788888889,14.1471111111,8.19672222222,27.6334444444,5.19533333333,5.10277777778,8.80377777777
415.79,8.95055555557,6.16033333333,5.10577777778,6.14788888889,14.199,8.20977777778,27.6833333333,5.21566666667,5.13611111111,8.78977777779
416.15,8.95266666666,6.21944444444,5.13966666667,6.19422222222,14.2352222222,8.26083333333,27.7491111111,5.28188888889,5.17711111111,8.83233333332
416.51,8.86866666665,6.16633333333,5.05855555556,6.10477777778,14.1712222222,8.13744444444,27.6175555556,5.19877777778,5.11933333333,8.70677777779
416.86,8.89488888888,6.18666666667,5.07722222222,6.09755555556,14.1755555555,8.14477777778,27.6661111111,5.22444444445,5.08544444444,8.72788888888
417.22,8.85355555554,6.14611111111,5.00244444444,6.05677777778,14.2111111111,8.11,27.6672222222,5.20166666667,5.03544444444,8.72399999999
417.58,8.84344444444,6.15233333333,5.01911111111,6.02322222222,14.2087777778,8.09055555556,27.6913333333,5.20066666667,5.03311111111,8.71677777777
417.94,8.83333333335,6.12255555555,5.00155555556,6.03466666667,14.2445555555,8.02666666667,27.6723333333,5.16366666666,5.037,8.69355555554
418.29,8.84144444444,6.14788888889,5.00166666667,6.03477777778,14.254,8.0285,27.6644444445,5.16566666667,5.05511111111,8.6901111111
418.65,8.87822222221,6.16833333333,5.05244444445,6.08155555555,14.3134444444,8.07872222222,27.693,5.21077777778,5.13422222222,8.73855555557
419.01,8.91188888888,6.165,5.05877777778,6.09188888889,14.3527777778,8.09905555555,27.6704444445,5.21844444445,5.14966666667,8.77933333333
419.37,8.92966666667,6.15555555556,5.06044444444,6.07788888889,14.3411111111,8.09922222222,27.6676666667,5.18155555556,5.14288888889,8.76244444445
419.73,8.93911111111,6.14233333333,5.05511111111,6.08344444444,14.3425555555,8.12466666667,27.6988888889,5.17888888889,5.13866666667,8.79911111112
420.08,8.977,6.14277777778,5.07644444444,6.104,14.3916666667,8.15611111111,27.7295555556,5.17322222222,5.157,8.84488888889
420.44,8.98811111112,6.12033333333,5.08277777778,6.09444444444,14.4044444444,8.1605,27.7707777778,5.14911111111,5.16988888889,8.84322222223
420.80,8.92066666667,6.06566666667,5.04722222222,6.04288888889,14.3816666667,8.10255555555,27.715,5.10233333333,5.11866666667,8.80100000001
421.16,8.90855555556,6.06466666667,5.06911111111,6.03288888889,14.3715555555,8.08505555555,27.7334444444,5.10666666667,5.11433333333,8.78933333332
421.51,8.93633333332,6.04577777778,5.08766666667,6.03988888889,14.4071111111,8.11427777778,27.7836666667,5.11244444444,5.15033333333,8.82777777778
421.87,8.945,6.03633333333,5.09744444444,6.01677777778,14.4044444444,8.13955555556,27.8307777778,5.11166666667,5.15166666667,8.8428888889
422.23,8.94055555557,6.00211111111,5.06822222222,5.99544444445,14.407,8.10655555556,27.8421111111,5.10322222222,5.13466666667,8.84277777779
422.58,8.95255555554,6.01811111111,5.07644444444,5.99655555555,14.4057777778,8.10344444444,27.8338888889,5.09311111111,5.12233333333,8.84855555554
422.94,8.96788888889,6.01422222222,5.09144444444,6.00166666667,14.4133333333,8.10561111111,27.8748888889,5.101,5.13711111111,8.84366666667
423.30,8.98922222222,6.03077777778,5.10466666666,6.02755555555,14.446,8.13272222222,27.8915555556,5.131,5.15211111111,8.87233333335
423.66,9.02266666667,6.03577777778,5.14277777778,6.05344444444,14.4613333333,8.14377777778,27.9082222222,5.16988888889,5.16433333333,8.90033333333
424.01,9.01377777779,6.02688888889,5.134,6.051,14.4494444445,8.11027777778,27.8892222222,5.15944444444,5.16188888889,8.86355555554
424.37,9.04299999999,6.06022222222,5.16822222222,6.08488888889,14.4888888889,8.13266666667,27.9364444445,5.21544444444,5.16744444444,8.89877777778
424.73,9.08077777778,6.09733333333,5.19144444444,6.14044444444,14.5178888889,8.15266666667,27.9814444444,5.24088888889,5.20655555555,8.90622222222
425.08,9.12122222221,6.09288888889,5.23211111111,6.17877777778,14.5491111111,8.18744444444,27.9906666667,5.24988888889,5.22011111111,8.92866666668
425.44,9.13488888889,6.13822222222,5.23466666667,6.18944444445,14.565,8.20433333333,27.9958888889,5.25055555555,5.20877777778,8.92300000001
425.80,9.17255555556,6.17188888889,5.25944444444,6.24666666667,14.6052222222,8.23305555556,28.0225555556,5.27277777778,5.24488888889,8.94833333334
426.16,9.24366666667,6.26366666667,5.32477777778,6.33077777778,14.6604444444,8.31966666667,28.1044444444,5.35133333333,5.313,9.00611111112
426.51,9.27833333333,6.29311111111,5.33544444444,6.36555555555,14.709,8.35583333333,28.2012222222,5.37477777778,5.32811111111,9.02722222222
426.87,9.27344444444,6.32355555555,5.31822222222,6.36477777778,14.7396666667,8.36911111111,28.2175555555,5.37911111111,5.30655555556,9.02033333332
427.23,9.27744444446,6.32633333333,5.324,6.38988888889,14.7838888889,8.373,28.2708888889,5.37344444444,5.33911111111,9.03455555554
427.58,9.26322222222,6.33477777778,5.28877777778,6.38744444444,14.8112222222,8.38188888889,28.298,5.351,5.347,9.00844444445
427.94,9.29655555557,6.38244444445,5.31944444444,6.41322222222,14.8712222222,8.43466666667,28.3904444444,5.39088888889,5.36911111111,9.03877777778
428.30,9.26066666666,6.37766666667,5.30622222222,6.41233333333,14.859,8.40227777778,28.365,5.36055555556,5.37111111111,9.00577777778
428.65,9.32200000001,6.42488888889,5.34644444445,6.41533333333,14.9052222222,8.46672222222,28.4813333333,5.39788888889,5.43633333333,9.08266666668
429.01,9.32533333335,6.45322222222,5.32488888889,6.40844444445,14.9395555556,8.468,28.5293333333,5.40411111111,5.47833333333,9.10344444446
429.37,9.31944444446,6.42811111111,5.30266666667,6.41922222222,14.9201111111,8.43461111111,28.5593333333,5.42544444445,5.47955555556,9.09399999999
429.72,9.34666666667,6.47544444444,5.33366666667,6.42744444444,14.9464444444,8.45811111111,28.5867777778,5.48866666667,5.53166666667,9.10855555556
430.08,9.33466666666,6.41544444445,5.33255555556,6.41855555555,14.9421111111,8.43411111111,28.5755555555,5.44888888889,5.52888888889,9.10577777777
430.44,9.31766666667,6.39811111111,5.33588888889,6.42044444444,14.9623333333,8.42938888889,28.5695555556,5.459,5.52133333333,9.08655555557
430.79,9.31766666667,6.38822222222,5.37933333333,6.43233333333,14.9593333333,8.41,28.5896666667,5.44722222222,5.52288888889,9.1
431.15,9.30233333335,6.39433333333,5.36111111111,6.39311111111,14.9504444444,8.40911111111,28.5935555556,5.43455555555,5.50544444444,9.08333333333
431.50,9.28122222223,6.40055555556,5.387,6.38344444444,14.9727777778,8.38188888889,28.5953333333,5.42955555555,5.50444444444,9.08044444444
431.86,9.27066666668,6.39055555556,5.38866666667,6.39044444444,14.9915555556,8.37211111111,28.6277777778,5.46122222222,5.50688888889,9.10333333334
432.22,9.34100000001,6.43088888889,5.42411111111,6.40711111111,15.0234444445,8.44461111111,28.661,5.52277777778,5.56188888889,9.15466666667
432.57,9.35488888889,6.45788888889,5.44677777778,6.45488888889,15.0574444444,8.45544444444,28.6733333334,5.53944444445,5.56477777778,9.14911111111
432.93,9.32544444444,6.41655555556,5.42044444445,6.43633333333,15.0284444444,8.42472222222,28.6374444444,5.50011111111,5.52111111111,9.11966666665
433.29,9.32177777778,6.39722222222,5.433,6.41288888889,15.0222222222,8.40433333333,28.6215555556,5.47477777778,5.53111111111,9.11633333333
433.64,9.31877777778,6.36911111111,5.423,6.41033333333,15.0343333333,8.38605555556,28.6204444445,5.45022222222,5.48533333333,9.12544444445
434.00,9.2871111111,6.36866666667,5.40288888889,6.36811111111,15.0161111111,8.34677777778,28.6102222222,5.42944444444,5.468,9.09577777779
434.35,9.31722222221,6.40844444445,5.44555555556,6.38433333333,15.0317777778,8.3845,28.6308888889,5.44333333333,5.49422222222,9.13222222223
434.71,9.35433333333,6.428,5.44488888889,6.42333333333,15.0526666667,8.42838888889,28.6691111111,5.47011111111,5.54188888889,9.16788888888
435.07,9.38877777778,6.42044444445,5.49711111111,6.46522222222,15.0561111111,8.4295,28.6724444444,5.50766666667,5.54677777778,9.18244444444
435.42,9.43233333332,6.436,5.51277777778,6.45255555556,15.0642222222,8.42533333333,28.7117777778,5.51766666666,5.52366666667,9.19744444443
