wavelength,Back_CorCucf,Belly_CorCucf,Breast_CorCucf,Crissum_CorCucf,Crown_CorCucf,DorTail_CorCucf,Patch10_CorCucf,Rump_CorCucf,Throat_CorCucf,WingTip_CorCucf
194.75,65.7626,68.5877999999,58.8701333333,47.7966666667,58.8701333333,88.2483333333,59.6610666667,88.7006333333,28.9267333333,71.0734666667
195.13,59.1954000001,60.6896000001,46.4367333333,45.7471999999,54.023,74.3679333333,47.2413333333,82.2988333333,24.8276,66.0921333334
195.51,46.9652,48.3583333333,39.1044666666,34.7264,45.1741333333,60.8954666667,36.6169333333,65.7712,24.8756666667,54.0297333333
195.89,46.8854,51.3662,34.2077333333,27.8688666667,46.1202666667,61.2021333334,32.8962,67.2677,19.9999333333,62.9509333334
196.27,28.4685333333,40.5404666667,14.2342666666,-2.34233333334,29.7296,54.0540000001,0.54053333332,70.5405333333,-19.6397333333,58.5584666667
196.65,17.9364666667,23.4921333333,4.76186666671,-3.96833333339,24.1271333333,35.3967333333,-21.9046666668,49.2063,-16.3491333333,44.6032666667
197.03,12.7272,20.0000666667,-0.15166666666,-7.57573333341,15.7575333333,24.8484666667,-30.1515999999,43.5604333333,-17.1212000001,38.1818
197.40,11.9380666667,10.8528000001,-4.03106666668,-13.7984,15.0386666667,20.1550666667,-40.7752000001,42.8682,-12.8681333333,32.0930666667
197.78,16.3158,23.5086666667,5.61413333341,-5.43859999993,28.5966666667,41.2280666666,-45.614,62.1929999999,-8.77180000001,47.7192666667
198.16,30.3449999999,31.0345999999,17.7011999999,-2.06900000007,40.9196666667,57.0114666667,-57.4711999999,81.3793666665,-11.0344666667,51.2644666666
198.54,62.8572,67.8571333332,65.9523333333,30.9522666665,84.0477333335,89.9999999999,-16.4286000001,120.952466667,38.0953333333,90.0000666669
198.92,29.6296,41.1111333332,35.1853333334,-34.8147333333,73.7035333334,62.5924666666,-95.1851999999,106.481533333,-13.7036666668,80.0000666666
199.30,32.2666666666,46.6666666668,57.3333333333,-9.33333333334,75.1999999999,64.2666666667,-42.1333333333,110.933333333,5.33333333332,77.0666666668
199.68,-9.99999999986,20.8333333334,85.0,-140.0,84.1666666666,95.0,-228.333333334,265.833333333,-116.666666667,165.833333333
200.06,-61.1112,-4.4444666666,105.555466667,-203.333333333,126.666733333,86.6667333335,-336.666733333,342.222266667,-178.888933333,172.2222
200.44,-63.9215333333,-55.2940000001,-6.27446666667,-103.529466667,4.70593333342,-17.2548666666,-158.039133333,75.8823666665,-89.0195333334,24.7059333332
200.82,-87.5000000002,-0.8333333332,110.833333333,-135.833333333,80.8333333334,51.6666666667,-220.833333333,290.416666667,-97.4999999999,177.5
201.19,17.2549333334,67.4508666666,136.862733333,11.7648,111.372733333,80.7844000001,-34.5097999999,203.137333333,49.0196666668,146.6666
201.57,-35.0000000005,280.0,588.333333334,41.666666666,401.666666666,315.0,-154.999999998,886.666666666,168.333333334,540.0
201.95,41.3333333334,-69.3333333334,-188.0,3.9999999998,-96.0000000001,-44.6666666669,79.3333333334,-304.333333333,-28.0,-144.666666666
202.33,54.1176000001,-37.6471999999,-90.5883333335,12.1568666666,-40.0000666667,-1.56866666668,61.9609333332,-179.803966667,6.66666000001e-05,-79.2156666668
202.71,67.4358000001,14.359,-14.8718666667,24.8717333332,1.28206666668,36.1538666667,67.9488,-93.9742333333,43.3334,-15.6409333333
203.09,41.3794000001,2.29886666666,-34.023,-6.43686666661,-6.43686666668,17.0114,35.1724666666,-112.8736,21.8389333334,-26.6667333334
203.47,41.8182,20.9090666667,-4.39393333333,16.6666666667,20.7576,28.6364,36.9696666667,-54.3183,35.7574666667,5.0
203.85,46.0952,12.9523333333,-14.8572,6.47626666675,8.57140000008,32.9525333333,43.4286666665,-74.4762,39.0476666667,4.57146666668
204.22,30.1448666665,-20.5797333333,-73.6232,-25.2172666667,-17.1014666667,16.2318666667,24.3477333334,-143.478366667,22.0291333334,-24.3480000001
204.60,-17.7777999999,-87.5554666667,-179.555533333,-111.555666667,-85.3333333335,-34.2221333333,-12.4444000001,-271.777666667,-28.8889333334,-83.5556
204.98,-863.333333332,-1183.33333333,-1906.66666667,-1466.66666667,-1126.66666667,-606.666666666,-633.333333334,-2548.33333333,-720.0,-1006.66666667
205.36,205.333333333,273.333333333,400.666666667,321.333333333,225.333333333,168.0,122.666666667,538.0,153.333333333,254.0
205.74,29.5238666667,58.0951333335,161.4286,99.5238,13.8094000001,-7.6192,-75.2379999998,228.0953,-11.4287333333,64.762
206.12,8.57133333326,66.1905333333,124.762066667,72.3809333335,1.9046666666,-25.7142,-107.1428,205.0,-42.8569333334,57.6190666668
206.50,7.47480000008,29.4950000001,55.5555333333,43.0304,8.48486666653,-12.1211333333,-36.7676666667,84.9495333333,-14.3434000001,29.6969333333
206.87,-26.6666666667,15.4666666665,60.0000000001,19.2000000001,-21.0666666666,-45.8666666667,-80.0000000002,78.2666666667,-34.3999999999,24.5333333333
207.25,-57.9710666667,-0.86960000008,38.2609333333,-11.0143999999,-49.5652000001,-79.4202666666,-123.4782,59.1305333333,-72.4637333333,-1.73913333332
207.63,-142.333333333,-40.6666666667,-6.99999999996,-52.3333333332,-90.6666666667,-144.333333333,-217.333333333,13.3333333332,-115.333333333,-57.3333333335
208.01,-184.074133333,-77.4074666665,-24.8148666666,-85.9259333333,-135.926066667,-208.889,-286.296333333,-39.2592333333,-150.740733333,-81.111
208.39,-478.666666667,-263.333333333,-168.666666667,-221.333333333,-376.0,-494.0,-641.333333333,-156.666666667,-359.333333333,-248.0
208.77,-493.333333333,-240.7406,-143.703733333,-199.2592,-399.999933333,-540.000066667,-677.7778,-146.666633333,-365.1852,-265.185066667
209.14,440.0,264.762,220.476333333,255.238133333,371.4286,455.238066667,549.0476,217.8571,334.2858,295.238066667
209.52,225.5554,142.444466667,123.7778,144.0,200.444466667,234.000066667,279.777733333,133.7778,186.888866667,178.000066667
209.90,138.0392,70.7842666667,47.6471333333,65.4901999999,113.7256,147.843133333,175.294066667,62.5491333333,118.235333333,95.8823333334
210.28,370.833333334,134.166666667,-45.0000000001,100.0,265.833333333,374.166666667,500.833333333,77.4999999999,283.333333333,240.0
210.66,172.888866667,41.3333999999,-66.6665999999,11.9998666666,119.111,145.3334,245.3334,6.88886666648,127.111066667,84.4444666666
211.03,338.333333333,-241.666666667,-611.666666666,-405.000000001,96.6666666668,113.333333333,558.333333332,-343.333333333,158.333333334,-81.6666666669
211.41,62.3809333335,-84.2856666666,-245.714133334,-147.1428,-3.33326666654,5.71413333326,105.238066667,-124.285633334,7.61906666666,-67.1428000001
211.79,-26.2222000001,-137.333266666,-289.333466667,-207.111133333,-64.8888666667,-58.6666,32.8888666667,-159.555566667,-36.8888000002,-123.5556
212.17,-103.809466667,-227.1428,-387.619133333,-309.047533333,-149.0476,-147.142733333,-73.3332666667,-277.857033333,-128.095333334,-183.809666667
212.55,-44.4443333333,-100.7408,-183.950666667,-139.753,-58.2717333333,-50.6173333333,-19.0123333333,-112.4691,-46.4197999999,-75.3086000001
212.92,-16.25,-75.6250000001,-139.791666667,-102.916666667,-34.1666666667,-27.2916666667,-18.75,-85.2083333333,-16.8750000001,-59.9999999999
213.30,-87.4999999999,-189.166666667,-352.083333333,-262.916666667,-126.666666667,-109.583333333,-94.1666666666,-208.958333334,-71.25,-202.083333333
213.68,-112.9412,-204.313733333,-373.7256,-282.353066667,-170.5882,-116.862866667,-147.843,-242.352833333,-92.9411333334,-260.0
214.06,-197.1428,-482.857200001,-830.476266667,-579.047666668,-353.333333333,-165.714266667,-276.1904,-558.095199999,-161.9048,-547.619066667
214.44,-32.2222666667,-164.8148,-268.148133333,-216.666666667,-108.5186,-3.33333333334,-79.2593333334,-205.555633333,-30.7406666667,-206.666666667
214.81,-94.0740000001,-336.2964,-532.5926,-422.222133333,-248.148066667,12.5925333334,-180.000133334,-427.777833333,-77.7778000001,-408.148133333
215.19,9.74366666669,-46.4102666667,-107.948733334,-70.7691333333,-24.1025333333,75.3845333334,0.256466666746,-73.8462333333,25.3847333333,-64.6154
215.57,35.5555333333,-287.777866667,-421.111066667,-291.111133333,-160.000000001,267.777933334,-36.6666666668,-345.555666667,24.4443999999,-312.222133333
215.95,-579.999999999,-2926.66666667,-3106.66666666,-2293.33333333,-1900.0,706.666666667,-1480.0,-3176.66666667,-1000.0,-3046.66666667
216.32,37.1428666667,-82.2222000001,-70.1586666667,-32.6983333333,-36.8252666667,99.0475333334,-10.7935333333,-86.1903333333,20.9523999999,-87.3015333332
216.70,13.8270666667,-75.5554666666,-64.4444666666,-33.3332666667,-46.1727333333,61.9753333333,-24.9384000001,-79.1358333333,9.87646666668,-71.6049333333
217.08,2.54906666667,-69.4117333333,-59.6079999999,-29.6078,-55.0980666666,43.9216,-24.3139333334,-68.3333000001,-1.76466666667,-59.4116666667
217.46,14.4654,-35.0942666666,-18.3647333333,-1.63513333334,-13.9622666667,40.7547333334,-0.251666666674,-35.8489666666,14.9686,-21.3836
217.83,3.45679999999,-39.1358666667,-23.3334,-9.75313333332,-18.3949333333,32.2222,-2.34566666668,-40.3703,7.90126666667,-19.8766
218.21,4.20499999999,-29.6410666667,-16.7178666667,-9.02553333334,-17.2308,26.2564666667,-5.33326666666,-29.1282333333,8.51286666667,-11.6924666667
218.59,0.00013333332,-28.8571333333,-19.9046666667,-2.85713333334,-18.9524,23.7143333333,-3.99999999999,-23.0952666666,9.52393333333,-6.28559999998
218.97,-1.15946666666,-35.2657333333,-25.8938666667,-5.02413333333,-25.5072,20.5797333333,-8.01953333334,-29.6618666667,6.18366666666,-13.1400666667
219.34,-19.5152,-67.5151333333,-55.9999333333,-30.1818666667,-51.3939999999,3.51513333333,-36.4848666666,-59.8181666667,-4.48493333333,-36.3637333333
219.72,-8.58453333333,-44.6576,-37.6255333333,-22.4657333333,-32.8768,3.56166666666,-23.7443333333,-40.0000333333,4.9314,-19.9999333333
220.10,4.762,-27.7142666667,-34.381,-12.6667333333,-19.1428666667,16.3809333333,-12.1904666667,-29.1904333333,20.0952666667,-7.80953333333
220.47,-18.9091333333,-50.3031333333,-65.3332666667,-42.7878,-44.1211999999,-3.03033333334,-36.0000666667,-57.0909999999,10.3030666667,-34.6667333333
220.85,-17.9167333333,-55.2777999999,-68.611,-43.0556666667,-48.7499999999,-0.6944,-43.0556000001,-63.5416999999,15.1388,-42.3612
221.23,-30.2856,-63.2380666667,-87.0475999999,-49.1428,-56.1903333334,0.1904,-52.5714000001,-80.8571333334,29.9048,-58.0952000001
221.61,-41.0526,-111.228066667,-154.386,-103.508866667,-116.491266667,1.40346666654,-106.3158,-127.543833333,47.0174666668,-100.350733333
221.98,3.03026666668,-66.9697999999,-90.0000000001,-58.1818666667,-63.3334000001,33.9395333333,-66.0606666667,-69.0909,80.9092,-49.9999333334
222.36,-12.8570666667,-63.3333333334,-70.7141333333,-59.5237333334,-51.9046666666,22.1427999999,-64.5238666667,-63.3333333333,45.9526,-49.7619333333
222.74,-112.2222,-191.666733333,-242.7778,-258.3334,-181.6666,-36.1110666665,-237.7778,-230.555566667,18.8889333332,-209.444466667
223.11,-151.333333333,-228.666666667,-278.666666667,-321.333333333,-192.0,-43.3333333331,-308.666666667,-231.333333333,-19.9999999999,-218.0
223.49,-106.666666667,-156.4102,-229.230666667,-242.563933333,-146.6666,-23.0769333335,-227.6924,-180.2564,-36.4103333333,-186.666666667
223.87,-265.7144,-350.476266667,-492.381000001,-521.904866667,-357.142733333,-50.4762,-496.190533333,-402.380966667,-169.5238,-478.0952
224.24,-333.333333333,-394.666666667,-458.0,-489.333333333,-386.0,-151.333333333,-485.333333333,-406.666666667,-272.666666666,-433.333333333
224.62,-321.818133333,-404.848533333,-439.393933333,-466.060533333,-352.121066667,-195.151533333,-500.000066667,-388.787933333,-296.3636,-409.696866667
225.00,-1504.44426667,-1944.4444,-1962.22226667,-2013.33333333,-1593.33326667,-1080.0,-2255.55553333,-1793.33333333,-1408.8888,-1788.88893333
225.38,-161.1904,-224.999933333,-210.714266667,-218.5714,-174.285666667,-131.4286,-240.714266667,-190.000033333,-155.952466667,-189.285666667
225.75,-169.677466667,-227.957,-213.118333333,-212.9032,-168.387066667,-136.774133333,-236.774133333,-191.182666667,-150.322666667,-177.849466667
226.13,-135.3846,-175.555733333,-159.658133333,-160.170866667,-132.307666667,-98.8033999999,-187.008666667,-150.940133333,-121.3676,-134.359
226.51,-79.1666666666,-105.7142,-103.928533333,-97.7381333335,-78.6904666666,-58.9286,-113.571333333,-92.6785666666,-75.2380666666,-81.7856000001
226.88,-43.8314,-62.069,-56.5517333333,-48.5057333333,-42.0688666667,-31.4175333333,-64.5209333333,-49.9233666667,-40.1532,-43.6781333333
227.26,-16.7866,-26.0431333333,-22.0143333333,-19.4243333333,-15.5396,-10.9831333333,-28.6330666667,-19.4964,-11.2709333333,-15.6836
227.64,-10.4314,-17.6862666667,-14.0,-12.3922666667,-8.86273333333,-5.64706666666,-19.608,-10.5685666667,-6.23526666666,-6.8628
228.01,-10.7504,-15.253,-12.0419333333,-11.6929333333,-7.43453333334,-6.70146666667,-17.6963333333,-10.2966333333,-6.59686666666,-5.34026666666
228.39,-4.76180000001,-6.84526666666,-5.50593333333,-6.57733333333,-1.10113333334,-0.505866666668,-10.9820666667,-4.19636666667,-0.327533333334,-1.69633333333
228.76,-3.3728,-4.71680000001,-4.6376,-4.0316,-1.34406666667,1.84453333333,-8.45846666666,-3.0303,-0.0262666666653,-0.500666666673
229.14,-2.91086666667,-2.51166666667,-4.2488,-3.47426666667,-1.0562,1.66666666666,-5.70413333333,-1.70193333333,-1.4084,-0.211333333334
229.52,-1.97366666666,-1.57906666667,-3.6622,-2.91673333333,-0.679999999993,2.10519999999,-5.1536,-2.03936666666,-2.21486666667,0.263066666667
229.89,-1.75993333333,-1.22146666667,-3.68519999999,-2.2982,-1.47006666667,1.3458,-5.44513333333,-2.84673333333,-2.89853333333,-1.4908
230.27,-3.759,-3.1358,-6.06440000001,-4.50679999999,-3.69679999999,-1.34986666667,-7.3728,-4.84933333333,-5.64906666667,-4.54826666667
230.65,-7.31813333333,-5.88486666666,-8.33879999999,-7.73086666666,-7.2748,-5.1466,-10.2063333333,-7.56790000001,-8.75133333334,-8.40393333333
231.02,-6.07833333334,-4.00880000001,-5.92580000001,-6.16560000001,-5.75166666667,-3.07193333333,-7.88673333334,-5.28323333333,-7.10233333334,-5.8388
231.40,-15.0365333333,-12.5303333333,-14.0145333333,-12.944,-13.2118666667,-10.3648666667,-16.9829333334,-13.7347666667,-15.3772,-14.6716
231.78,-15.8993333333,-12.956,-14.214,-13.1322,-13.1574,-10.6416666667,-16.8806,-15.9623333333,-15.7737333333,-15.0940666667
232.15,-14.4069333333,-11.261,-11.6105333334,-10.2621333333,-10.8364666666,-8.2146,-14.4318666666,-13.1460666667,-12.2596666667,-12.4343333333
232.53,-13.8149333333,-11.8630666667,-10.2914666667,-8.03553333334,-10.0634,-8.23819999999,-12.5728,-12.0279,-11.0773333333,-10.4436
232.90,-15.8035333333,-13.8380666667,-11.2085333333,-8.57906666666,-10.0664666667,-8.95099999999,-13.2536,-12.5498,-11.0226,-11.2349333333
233.28,-13.7534,-12.1260666667,-7.74273333333,-5.14433333333,-6.95539999999,-6.35153333333,-11.5222666667,-10.5511,-7.7952,-7.82146666667
233.66,-13.3862,-11.0053333333,-7.9366,-5.95246666666,-7.01060000001,-5.60846666667,-11.8519333333,-9.93376666667,-7.22219999999,-7.46033333334
234.03,-11.2608,-9.68786666667,-5.69279999999,-5.04373333333,-5.26853333333,-3.74533333333,-8.18973333333,-7.61549999999,-5.76793333332,-4.54433333333
234.41,-8.88886666665,-8.49119999999,-4.07013333334,-3.39173333334,-3.20466666667,-1.80113333333,-5.89473333333,-5.62576666667,-2.64326666667,-1.87126666667
234.78,-5.32886666666,-5.83333333333,-1.42546666667,-6.66666665999e-05,0.109666666667,1.99566666667,-3.399,-3.76096666667,1.11839999999,1.842
235.16,-3.9748,-5.72026666667,-2.64986666667,0.147333333332,0.694066666667,2.12400000001,-3.28073333333,-4.39539999999,0.946466666667,2.03993333333
235.54,-1.91913333333,-4.3434,-1.45446666667,0.5658,2.7676,3.89913333332,-1.03013333333,-2.7373,2.76773333333,4.10093333333
235.91,-5.1942,-7.89360000001,-3.78326666667,-3.35373333333,-1.02246666667,0.3068,-5.0102,-4.77496666665,-0.204533333334,0.674866666666
236.29,-9.64546666667,-11.7528666666,-8.95653333333,-8.38913333332,-5.45086666667,-3.66773333333,-9.64546666665,-8.42956666666,-5.45080000001,-3.30286666667
236.66,-10.5252666667,-11.5756666667,-8.36353333333,-9.03033333334,-6.32326666666,-3.1514,-10.6868,-8.81833333334,-6.58593333332,-4.16166666666
237.04,-6.16526666667,-6.40666666667,-3.43546666667,-5.45953333333,-2.33973333333,1.04,-6.20246666667,-4.85596666667,-2.58126666667,-0.352799999999
237.41,-7.39953333333,-7.75686666667,-4.361,-7.41719999999,-4.36106666667,-0.714799999999,-6.97046666667,-6.26446666666,-4.03946666667,-2.87733333334
237.79,-7.2852,-7.42253333333,-3.91760000001,-7.37106666666,-4.43293333333,-0.738733333333,-5.94506666667,-5.31786666666,-3.62546666666,-2.64613333333
238.17,-5.62413333333,-5.21366666667,-2.359,-5.74373333333,-2.68386666667,1.52133333333,-4.66666666667,-3.49573333333,-1.41886666667,-0.495866666668
238.54,-0.925466666668,0.0470666666666,2.2902,-0.502066666666,1.5372,5.03533333333,-0.156799999999,0.996033333335,2.63526666667,2.65093333333
238.92,-1.28033333333,0.441466666667,2.134,-0.441466666665,1.64826666667,4.84186666667,-0.367933333326,1.09646666667,2.17806666667,2.45786666667
239.29,-2.26413333333,-0.3634,2.13833333333,-1.43953333333,0.810666666666,4.081,-1.2998,0.649933333334,1.25786666667,1.6772
239.67,-1.31046666667,0.865066666667,3.44773333333,-0.457999999999,1.13233333333,4.54206666666,-0.368866666668,1.9849,1.94653333333,2.68446666667
240.04,-0.738199999999,1.188,3.35626666667,0.807333333334,0.691999999999,5.24786666667,0.588266666666,2.16256666667,2.19126666667,3.35633333333
240.42,2.23593333333,3.69593333333,5.52326666667,3.09346666667,2.65446666667,7.14666666666,3.18533333333,3.9204,4.64526666667,5.89086666666
240.79,3.092,4.227,4.96866666667,3.67306666667,3.17233333333,6.83646666666,3.47633333333,4.06173333333,4.85253333333,6.63986666667
241.17,2.48186666667,2.99593333333,3.82313333333,3.1004,1.71093333333,5.47793333334,2.59446666667,2.5944,3.5262,5.6546
241.54,4.09526666667,4.47813333333,4.8754,4.6226,3.06246666667,6.98446666667,3.86426666666,3.93993333333,5.0992,7.36713333333
241.92,4.3778,4.7248,5.0518,5.03826666667,3.37686666667,7.2072,3.7304,3.7538,5.1518,7.82786666667
242.29,3.73746666667,4.25993333333,4.51493333333,4.61446666667,2.724,6.33086666667,2.93526666667,2.901,4.4836,7.07086666667
242.67,2.801,3.35153333333,3.6782,3.47846666667,1.53666666667,5.08166666667,1.97213333333,1.71213333333,3.10346666667,6.46086666667
243.05,2.8708,3.11386666667,3.58246666667,3.26806666667,1.25146666667,4.66186666667,2.04033333333,1.56583333333,2.71633333333,6.542
243.42,3.92566666667,3.98853333333,4.18306666667,4.12013333333,1.98566666667,5.25893333333,2.99286666667,2.19453333333,3.42206666667,7.113
243.80,4.15666666667,3.8558,3.51513333333,4.23066666667,1.8398,5.09373333333,2.9188,1.72913333333,3.27666666667,6.88806666667
244.17,4.437,4.0812,3.62526666667,4.387,2.55766666667,5.39346666667,3.18606666667,2.04626666667,3.70873333333,6.93906666667
244.55,3.6996,3.1748,3.082,3.92346666667,2.13113333333,4.52453333333,2.5574,1.4318,3.1912,6.2514
244.92,3.85186666667,3.17433333333,3.6748,3.94066666667,2.3352,4.5922,2.85126666667,1.5898,3.66966666667,6.12986666667
245.30,4.61146666667,3.82286666667,4.31953333333,4.40226666667,3.19946666667,5.308,3.54513333333,2.4713,4.25146666667,6.9588
245.67,4.53,3.98013333333,4.45793333333,4.4174,3.46633333333,5.37746666667,3.63746666666,2.66846666667,4.36786666667,7.08586666667
246.05,3.99093333333,3.52506666667,4.04046666667,4.04873333333,3.158,5.15773333333,3.2364,2.53956666667,3.9992,6.6708
246.42,3.92906666667,3.55206666667,4.0988,4.06486666667,3.405,5.3846,3.36726666667,2.85256666667,4.07233333333,6.7534
246.79,3.7934,3.354,3.76933333333,3.96486666667,3.4122,5.56126666666,3.2818,2.89213333333,4.08853333333,6.591
247.17,3.9018,3.59926666667,3.8508,4.163,3.6184,5.76533333333,3.30626666667,3.10876666666,4.37326666667,6.638
247.54,3.54326666667,3.3072,3.66893333333,3.92953333333,3.38693333333,5.597,3.01293333333,2.9304,4.27593333333,6.4736
247.92,3.84493333333,3.71193333333,4.3006,4.30053333333,3.8036,6.17866666667,3.48706666667,3.41166666667,4.79453333333,6.81453333333
248.29,4.18173333333,3.86046666667,4.65173333333,4.5554,4.0034,6.3018,3.67066666667,3.5581,4.8736,7.061
248.67,4.34673333333,4.04146666666,4.81566666667,4.889,4.17646666667,6.76626666667,3.9098,3.97266666667,5.07393333334,7.22393333333
249.04,4.36626666667,4.2444,4.93586666667,5.1828,4.5094,7.03526666667,4.0524,4.33576666666,5.21946666667,7.4252
