wavelength,Back_IriRuff,Belly_IriRuff,Breast_IriRuff,Crissum_IriRuff,Crown_IriRuff,DorTail_IriRuff,Patch10_IriRuff,Patch11_IriRuff,Rump_IriRuff,Throat_IriRuff,WingTip_IriRuff
206.87,8.77775000002,-16.7776666667,24.1111666667,-3.33333333335,4.44458333335,-0.888916666675,25.9999166667,-38.1110833333,-17.5370416667,-11.5555833333,-9.77783333335
207.25,-0.42741666665,-22.0085833333,18.4829166667,-5.44858333333,-10.6835833333,-10.2563333334,19.6581666667,-45.2990833334,-26.1574027778,-15.59825,-14.7435
207.63,-6.25008333335,-39.861,16.6668333334,-16.2500833333,-29.4444166667,-18.33325,12.4999166667,-66.2499999999,-46.5045416668,-15.2778333332,-33.47225
208.01,-27.8410833333,-83.3332500001,0.947000000083,-34.6591666668,-60.9848333334,-41.6667499999,-3.21966666665,-105.871166667,-78.7249444443,-38.0682500001,-65.1515
208.39,-59.1954166667,-165.229916667,-34.4826666667,-85.6322499999,-131.896666667,-91.0918333334,-36.2068333333,-202.873416667,-150.766375,-87.069,-133.33325
208.77,-230.952416667,-429.166666667,-185.119083333,-261.90475,-389.285916667,-301.78575,-195.238083333,-531.547666667,-428.571388889,-280.357083333,-395.238
209.14,-77.4999166667,-175.0,-60.5555000001,-93.3333333334,-149.166666667,-108.888833334,-65.2778333334,-214.16675,-164.768583333,-113.61125,-156.666666667
209.52,-85.8975,-205.128166667,-83.3332499999,-101.282,-157.371666667,-129.807666667,-69.8717500002,-259.615333333,-186.805444445,-126.282,-181.730833333
209.90,-133.888916667,-328.333166667,-119.444583333,-166.66675,-231.666666667,-208.333333333,-127.22225,-454.444416667,-301.018472222,-215.5555,-313.333333334
210.28,-348.8095,-751.1905,-305.9525,-446.42875,-486.90475,-479.761916666,-335.714333334,-1042.85725,-744.642930556,-489.285833334,-682.14275
210.66,-441.666666666,-1066.66666667,-513.333333333,-670.000000001,-748.333333332,-674.999999999,-470.000000001,-1575.0,-1138.88888889,-643.333333334,-938.333333333
211.03,-102.777916667,-274.074083333,-143.981583334,-167.592583333,-184.722083333,-161.111,-119.444416667,-426.851916667,-293.209888889,-147.685166667,-214.351833333
211.41,584.999999999,1163.33333333,791.666666665,908.333333334,835.0,756.666666667,671.666666666,1775.0,1206.11111111,778.333333334,979.999999999
211.79,-1366.66666667,-2745.83333333,-2125.0,-2250.0,-1895.83333333,-1804.16666667,-1558.33333333,-4404.16666666,-2740.27777778,-2062.5,-2445.83333334
212.17,-1358.33333333,-2912.5,-2370.83333333,-2441.66666667,-2050.0,-2058.33333333,-1629.16666667,-4720.83333333,-3064.58333333,-2395.83333333,-2683.33333334
212.55,-255.0,-595.833333333,-445.0,-453.333333333,-389.166666667,-421.666666667,-309.166666667,-939.999999999,-575.972222222,-507.5,-535.833333333
212.92,-89.1305833334,-250.36225,-191.666666667,-183.333333334,-160.144916667,-173.18825,-114.130333334,-383.333333333,-233.937152778,-238.405833333,-218.8405
213.30,-559.722166667,-1206.9445,-1013.88883333,-929.1665,-888.888916667,-976.389000001,-715.27775,-1720.83316667,-1161.11111111,-1130.5555,-1116.66666667
213.68,768.055333332,1376.38875,1220.83341667,1143.0555,1109.72216667,1181.9445,904.166583333,1855.55566667,1347.91670833,1350.0,1281.94433333
214.06,4891.66666667,8758.33333333,7683.33333333,7074.99999999,7300.0,7625.0,5075.0,11241.6666667,8544.44444445,8233.33333334,8166.66666668
214.44,-1694.4445,-2994.44441667,-2675.00008333,-2358.33333333,-2502.77766666,-2513.88883333,-1655.55558333,-3619.44441667,-2802.77765278,-2766.66666667,-2927.77791667
214.81,5275.0,8958.33333332,7858.33333333,6658.33333334,7550.0,7566.66666667,4866.66666667,10583.3333333,8297.22222223,8208.33333334,8850.0
215.19,473.333333333,683.333333334,622.222166667,552.22225,619.999833333,631.111166667,396.111083333,795.555583333,669.166541667,636.111083333,694.4445
215.57,-1146.66666667,-1833.33333334,-1641.66666667,-1371.66666667,-1666.66666667,-1695.0,-916.666666667,-2131.66666667,-1839.72222222,-1680.0,-1885.0
215.95,-453.472166667,-749.305666667,-610.416666667,-490.277666667,-678.47225,-681.944333333,-340.97225,-852.777750001,-738.889027778,-633.333416666,-718.750166667
216.32,5975.0,9191.66666666,7525.0,6458.33333333,8900.0,8883.33333332,4841.66666666,10616.6666667,8951.38888888,7624.99999999,8700.0
216.70,547.435916667,786.538666666,656.410166667,580.12825,761.538416667,760.897416666,469.230666667,892.948500001,783.547027778,666.666750001,716.66675
217.08,265.064083333,388.461666667,300.961583333,283.012833333,361.538416667,363.141083333,233.012833333,441.666666667,383.493666667,306.410166667,350.641
217.46,1886.111,2863.88891667,1994.4445,1880.5555,2586.111,2588.88891667,1575.0,3272.22225,2713.88897222,2061.11108333,2491.66666667
217.83,-510.833333333,-850.833333333,-523.333333333,-529.166666667,-711.666666666,-704.166666666,-409.166666667,-935.833333335,-756.111111111,-565.833333333,-728.333333332
218.21,-259.64925,-434.64925,-249.561416667,-260.964833333,-332.0175,-338.596583333,-232.89475,-464.912333333,-362.207652778,-283.333416667,-357.017666666
218.59,-83.5587499999,-168.918833333,-86.0360000001,-92.3424166666,-125.4505,-143.468416667,-73.1980833335,-210.5855,-144.069055556,-100.450583333,-130.18
218.97,-54.4025833333,-120.125833333,-63.67925,-62.2641666667,-80.8175833334,-98.2705833333,-56.1320833333,-147.012583333,-93.8678472222,-70.2829166667,-82.8615833332
219.34,-52.3390833333,-119.005833333,-69.0059166667,-57.0175000001,-72.5146666667,-95.76,-60.8186666667,-142.10525,-86.0867083334,-69.4445000001,-80.9941666668
219.72,-73.1131666668,-144.025166667,-95.5975,-81.9182499999,-95.912,-118.867916667,-85.2201666668,-164.150833334,-111.451791667,-90.2516666667,-101.100583334
220.10,-83.8333333333,-151.666666667,-115.166666667,-96.3333333333,-104.5,-131.5,-101.166666667,-171.333333333,-120.944444444,-110.333333333,-117.0
220.47,-82.1429166666,-156.1225,-113.775583333,-90.6461666667,-95.2380833332,-120.578166667,-95.7484166665,-167.857083333,-119.359388889,-113.7755,-111.394583333
220.85,-29.3334166667,-73.4443333334,-46.1110833333,-35.5555,-36.5556666667,-53.2221666667,-34.88875,-79.77775,-53.88875,-45.8889166667,-51.0001666667
221.23,-16.31575,-46.4035000001,-27.6316666667,-17.0175833333,-18.0703333333,-31.9298333333,-17.193,-52.28075,-30.4240138889,-27.1930833333,-29.2105833333
221.61,-34.3881666667,-66.0338333333,-51.6879166666,-38.2910833334,-36.7088333333,-52.7426666667,-31.6454166667,-77.9535833332,-55.0281944444,-52.5315833333,-52.4260833334
221.98,-37.3873333333,-67.2296666666,-56.5314166667,-39.3018333333,-37.6126666667,-54.72975,-35.3604166667,-85.0224999999,-60.3228194444,-57.9955833333,-51.5765
222.36,-35.6164166666,-68.6072499999,-58.5615833334,-44.7489166667,-42.2374166667,-57.6484166667,-30.5934166667,-88.35625,-66.5905833334,-62.3285833333,-52.2830833333
222.74,-48.2639166667,-81.2500833332,-66.5509166666,-59.1435833333,-54.2824166667,-66.7822500001,-45.4860833333,-92.3611666668,-80.7290277778,-76.1574166667,-67.2454166668
223.11,-112.67375,-153.993166667,-133.333416667,-131.770833334,-119.791666667,-136.284666667,-99.1318333334,-170.659666667,-159.403944445,-156.597166667,-138.368
223.49,-104.787333333,-146.985583333,-125.8865,-129.609916666,-121.808416667,-133.51075,-99.1134166667,-163.475083333,-156.530722222,-159.397333333,-140.780166667
223.87,-140.315416667,-198.19825,-164.414416667,-174.099083334,-159.234166666,-179.5045,-132.882833333,-213.063083334,-191.929319444,-211.036083333,-184.909833333
224.24,-102.355083333,-150.724583333,-130.43475,-131.70275,-122.1015,-134.96375,-96.3768333333,-165.398583333,-148.550888889,-156.159333333,-138.405916667
224.62,-85.2011666667,-118.1035,-105.316083333,-106.178166667,-101.580416667,-106.178333333,-76.8677499999,-125.287416666,-116.786444444,-126.724083333,-114.942583333
225.00,-178.009333333,-231.712916667,-220.13875,-215.97225,-212.5,-212.7315,-164.351833333,-237.731333334,-226.311680556,-244.4445,-217.592583333
225.38,-360.416666667,-460.833333334,-433.75,-438.333333334,-456.666666667,-430.416666667,-354.166666667,-469.583333333,-455.208333333,-480.833333333,-424.166666667
225.75,-284.333333333,-375.0,-331.333333334,-345.333333333,-364.333333333,-332.333333334,-285.0,-370.666666666,-355.5,-372.0,-331.0
226.13,-186.805666667,-252.546333333,-217.5925,-226.620333333,-246.990833334,-232.176,-191.435416667,-239.814833333,-235.069597222,-255.324,-225.925916667
226.51,-117.816166667,-156.322,-140.229833333,-135.919583333,-157.902333333,-145.546,-128.160916666,-148.132166667,-146.575666667,-161.3505,-139.224083333
226.88,-127.458833333,-163.251416667,-149.043583333,-140.163916667,-165.300583333,-145.355083333,-134.562916667,-151.50275,-145.4235,-168.989,-136.748666667
227.26,-51.0144166666,-67.39125,-58.913,-54.2028333333,-68.8405833334,-57.31875,-52.5361666667,-59.78275,-57.7295416667,-68.6956666666,-53.1160833333
227.64,-29.8568333334,-40.28625,-32.9754166667,-30.1124166666,-41.1555,-30.7773333334,-27.5561666667,-34.458,-33.6569027778,-38.7014166666,-28.0674166667
228.01,-16.6288333333,-24.7738333334,-16.59125,-16.4405,-24.58525,-14.4796666667,-14.0271666667,-19.64575,-21.9331527778,-22.662,-15.196
228.39,-16.53775,-23.6164166667,-13.93175,-16.6988333333,-22.6191666667,-12.7735,-14.8004166667,-18.8545833333,-21.7502916667,-22.26525,-14.8005833333
228.76,-11.15725,-17.2201666667,-9.08083333332,-11.4341666667,-15.9469166667,-8.33341666666,-9.55166666668,-13.7874166667,-17.2435555555,-15.753,-10.32675
229.14,-7.54325,-12.4281666667,-4.90908333334,-6.51341666667,-11.3266666667,-3.32858333332,-4.69333333334,-9.07558333334,-12.1248888889,-10.8955,-5.96258333332
229.52,-4.728,-8.98108333334,-2.09408333332,-4.16683333334,-9.17541666666,-1.66241666666,-1.943,-6.60624999999,-9.22563888889,-8.07416666665,-3.43275
229.89,-3.27166666666,-7.531,-0.678916666672,-2.53091666667,-7.92183333334,8.33333324999e-05,-0.740666666667,-4.87641666666,-8.24772222221,-6.58433333333,-1.54316666666
230.27,-2.2535,-5.71091666667,0.408,-1.88433333333,-7.51733333333,1.55408333333,0.0776666666675,-3.88508333333,-6.83763888889,-4.66208333332,0.233166666667
230.65,-2.53466666667,-5.76050000001,0.63375,-2.34258333333,-7.56541666666,2.38091666667,0.3455,-3.87858333333,-7.16515277778,-3.95558333332,-0.0770000000007
231.02,-0.999250000001,-5.09050000001,1.97958333333,-1.28208333333,-6.46691666668,3.05441666667,1.01816666666,-2.77150000001,-7.07340277777,-1.96083333332,0.754249999997
231.40,-4.4165,-10.27175,-2.11833333333,-6.15516666667,-11.7505833333,-1.15916666667,-3.63716666666,-7.91374999999,-12.6998194444,-6.87466666667,-3.35741666667
231.78,-7.30991666666,-12.3644166667,-5.24233333333,-9.106,-15.0585833334,-3.63416666667,-7.01758333334,-11.4035,-16.2316666666,-10.944,-5.80608333332
232.15,-8.05258333333,-12.0248333333,-6.10975000001,-10.0819166667,-15.8895,-4.98725,-7.34016666667,-11.83075,-15.8354027778,-11.6795,-5.48366666665
232.53,-5.76408333332,-9.22700000001,-3.39591666667,-7.79708333333,-13.1144166667,-4.15558333333,-4.89275,-9.36091666667,-12.1910833333,-8.44500000001,-2.36800000001
232.90,-8.42908333334,-12.931,-5.86683333334,-11.9971666667,-16.8583333333,-7.49508333333,-8.50091666667,-13.05075,-15.3016666667,-11.8055833333,-4.45400000001
233.28,-6.62508333334,-11.33425,-4.70908333334,-11.19575,-14.5659166667,-6.67116666667,-8.79500000001,-11.8881666667,-14.8815277778,-11.9574166667,-3.71658333334
233.66,-8.79775000001,-14.0435833333,-8.403,-13.9276666666,-15.8773333333,-8.56541666665,-11.0026666667,-12.9759166667,-16.7091666667,-14.9024166667,-5.64075000002
234.03,-8.13541666666,-12.64275,-7.87166666666,-13.3683333333,-14.6658333333,-7.62983333333,-9.80666666667,-11.3456666667,-14.8636666667,-14.4239166667,-3.93575000001
234.41,-8.22758333334,-12.6904166667,-8.79850000002,-13.1343333333,-14.9324166667,-7.06416666667,-10.2791666667,-10.9983333333,-14.8935277778,-15.5245833333,-4.35700000001
234.78,-6.62575000001,-11.0698333333,-8.107,-12.4073333333,-13.3743333334,-7.24258333334,-9.75308333332,-9.71191666666,-13.2715555556,-15.2058333333,-3.43633333333
235.16,-5.86066666667,-9.54041666668,-7.12616666668,-11.37075,-12.2663333333,-6.795,-8.39183333332,-8.567,-11.9224166667,-14.7975833333,-3.40733333334
235.54,-3.81641666667,-6.56341666666,-4.83041666667,-8.99691666666,-9.38408333332,-4.92241666666,-5.77058333334,-4.55383333334,-8.32718055557,-11.54125,-1.78833333334
235.91,-2.81983333333,-6.0165,-3.8795,-7.97416666667,-7.97416666666,-4.70558333333,-4.77725000001,-2.04741666667,-7.05519444444,-9.55458333333,-1.09575
236.29,-1.34183333333,-5.15549999999,-3.53108333333,-7.09741666667,-7.46816666666,-4.25491666667,-4.43141666667,-0.353083333332,-5.79109722223,-8.91583333334,-0.776833333325
236.66,-3.69425,-7.83508333333,-6.90716666668,-9.24391666665,-10.8246666666,-6.56341666667,-6.94166666667,-2.16491666666,-9.1664722222,-11.92425,-3.50516666666
237.04,-3.68175,-7.23191666666,-7.13341666667,-8.662,-10.4045,-5.91724999999,-6.36099999999,-1.72575,-8.76895833333,-11.6208333333,-3.27091666666
237.41,-4.59175,-8.28225,-8.41841666666,-10.0169166667,-12.5,-6.51375000001,-7.19383333334,-2.78908333334,-9.94336111113,-12.602,-4.48974999999
237.79,-3.86058333333,-8.70733333332,-8.24833333333,-9.60883333333,-12.7380833333,-6.58166666667,-6.80275,-2.313,-10.4421944444,-12.3298333334,-4.33674999999
238.17,-5.44675,-11.7353333333,-10.0,-11.9071666667,-14.50175,-9.02066666666,-8.57383333333,-3.78,-12.3452777778,-13.8658333333,-7.30233333333
238.54,-4.24108333333,-10.6031666667,-8.61499999998,-11.0999166667,-12.87275,-7.98541666667,-6.97483333333,-2.38566666667,-10.6997638889,-11.7131666667,-5.74891666668
238.92,-3.26683333333,-8.75675,-6.60924999998,-8.81725000001,-11.328,-5.91341666666,-4.67333333333,0.015166666665,-8.28812500001,-9.27116666665,-3.56933333333
239.29,-0.0139999999983,-6.12416666666,-4.18058333333,-6.72533333333,-8.23541666666,-3.27191666667,-2.0415,2.71241666667,-5.76536111111,-6.334,-0.782916666665
239.67,0.877166666668,-5.50816666667,-3.49583333333,-5.93383333333,-7.64975000001,-2.15425,-1.53516666666,3.25083333333,-5.20526388889,-5.85658333333,0.258
240.04,2.39908333333,-3.60416666666,-1.584,-4.35025,-5.77383333334,-0.229500000003,0.309916666668,4.68308333334,-3.697875,-4.26983333333,2.22675
240.42,1.96441666667,-3.474,-1.73716666667,-4.47683333333,-5.852,-0.237833333334,-0.217,3.95991666667,-4.29420833333,-4.44575,1.81958333333
240.79,2.79591666667,-2.75958333333,-0.628416666667,-3.92533333334,-4.88175,0.728666666666,0.555666666667,4.60825,-3.45322222222,-3.5155,2.47741666666
241.17,4.07841666667,-1.54925,0.899166666667,-2.6655,-3.35566666666,2.27191666667,1.49325,5.957,-2.11934722222,-2.29591666667,3.58075
241.54,4.56816666667,-1.11541666666,1.52033333333,-2.31616666667,-2.5435,2.73516666667,1.89708333333,6.89116666667,-0.964986111112,-1.77616666667,4.2625
241.92,4.95683333333,0.0380000000008,2.08175,-1.6375,-1.3265,3.54791666667,2.615,7.59075,0.0655416666675,-0.666333333335,4.77283333333
242.29,5.69658333333,0.939583333333,2.54866666667,-1.00416666667,-0.898416666667,4.16375,3.089,8.42133333333,0.838875000002,-0.123249999998,5.47325
