wavelength,Back_IriRuff,Belly_IriRuff,Breast_IriRuff,Crissum_IriRuff,Crown_IriRuff,DorTail_IriRuff,Patch10_IriRuff,Patch11_IriRuff,Rump_IriRuff,Throat_IriRuff,WingTip_IriRuff
319.59,17.8718333333,5.95233333333,12.2794166667,2.99383333334,2.40133333334,5.39483333333,11.8199166667,26.2035833333,7.00229166667,4.2395,6.39533333333
319.96,17.8438333333,5.93141666667,12.2494166667,2.97291666667,2.48133333333,5.41183333334,11.9436666667,25.9615,7.01259722223,4.2035,6.41208333333
320.32,17.9808333333,5.8515,12.2849166667,2.91175,2.4225,5.37508333333,11.9495,26.0229166667,7.07912500001,4.22975,6.37608333333
320.69,18.1541666667,6.00008333333,12.4249166667,3.02133333333,2.48725,5.56616666666,12.206,26.1183333333,7.26619444445,4.49591666666,6.47858333333
321.06,18.1475833333,6.00166666666,12.39975,2.98975,2.42633333334,5.51975,12.2794166667,25.9786666667,7.27088888889,4.52241666667,6.46325
321.43,18.1079166667,5.78925,12.13075,2.6965,2.19633333333,5.34666666667,12.2628333333,25.8796666666,7.12556944443,4.29208333333,6.22258333333
321.80,18.2188333333,5.84716666667,12.3090833333,2.71866666666,2.25733333333,5.43916666666,12.3589166667,25.91175,7.23480555557,4.34308333333,6.28283333333
322.16,18.1729166667,5.91133333333,12.4424166667,2.63033333333,2.17525,5.40691666667,12.2706666667,25.923,7.25659722223,4.32841666667,6.18358333334
322.53,18.0863333333,5.87483333333,12.3805,2.50158333333,2.1315,5.42566666667,12.1413333333,25.8194166667,7.13909722222,4.23416666666,6.06358333333
322.90,17.7769166666,5.63358333333,12.0573333333,2.23608333333,1.83383333333,5.24175,11.88525,25.5005833334,6.89651388889,4.093,5.79858333333
323.27,17.80175,5.55558333333,12.1073333333,2.16208333333,1.84475,5.17666666666,11.9270833333,25.4151666667,6.84959722221,4.04675,5.66866666667
323.63,17.7280833333,5.60791666667,12.0969166667,2.21308333333,1.78575,5.16566666667,11.9783333333,25.37875,6.80656944444,4.02225,5.688
324.00,17.6493333333,5.53375,12.016,2.09925,1.65358333333,5.05733333334,11.905,25.4065,6.69929166667,3.8575,5.53391666667
324.37,17.481,5.46175,11.9316666667,2.0585,1.59991666667,4.94283333333,11.8793333333,25.25075,6.53512500001,3.75725,5.48258333333
324.74,17.6301666667,5.46916666667,12.0990833334,2.15558333333,1.64883333333,4.91433333333,12.0306666666,25.3791666667,6.7122638889,3.75183333333,5.53275
325.10,17.70925,5.64891666667,12.3069166667,2.45308333333,1.88541666667,5.06316666667,12.2314166667,25.4858333333,6.92972222223,3.94041666667,5.64458333333
325.47,17.7948333333,5.69108333334,12.4940833333,2.5725,1.9995,5.10775,12.37525,25.6620833334,6.98622222223,3.97958333333,5.70583333333
325.84,17.7156666667,5.575,12.3449166667,2.41791666667,1.85691666667,4.92925,12.35975,25.561,6.83993055555,3.8145,5.55158333333
326.21,17.6211666667,5.47533333333,12.1861666667,2.3525,1.77958333333,4.75133333334,12.39475,25.41175,6.74525,3.72616666667,5.49133333333
326.57,17.7835,5.56183333333,12.2705,2.454,1.91775,4.79233333333,12.5836666667,25.45475,6.89548611112,3.81558333333,5.57041666667
326.94,17.8684166667,5.70691666667,12.4010833333,2.52308333333,2.05958333333,4.83208333333,12.8126666667,25.50925,7.01931944444,3.85833333334,5.65108333334
327.31,17.97275,5.81191666666,12.4055833333,2.55033333333,2.1225,4.85558333333,12.95725,25.6306666667,7.15556944445,3.93841666667,5.73708333333
327.67,17.9851666667,5.73691666667,12.41025,2.56158333333,2.20575,4.8295,13.0124166667,25.69475,7.20066666666,3.98583333333,5.7515
328.04,18.0674166667,5.8285,12.4305,2.6305,2.3015,4.83858333333,13.1618333333,25.7165833333,7.27006944444,4.01375,5.79058333333
328.41,18.0425,5.82208333333,12.3295833333,2.50841666667,2.21208333333,4.81333333333,13.1333333334,25.56625,7.27058333333,3.92558333333,5.6715
328.78,17.849,5.81383333334,12.1185,2.41533333333,2.1565,4.79366666666,13.1046666667,25.3880833333,7.10969444445,3.85216666667,5.60708333333
329.14,17.8171666667,5.74983333334,11.96925,2.17725,2.00983333334,4.66416666667,13.0231666667,25.3079166667,7.01891666666,3.72333333333,5.51125
329.51,17.7653333333,5.7455,11.9058333333,2.10458333333,2.03775,4.6895,13.0089166667,25.0821666667,7.00405555555,3.72291666667,5.49775
329.88,17.803,5.84908333333,11.9968333334,2.17608333333,2.13616666667,4.81691666666,13.1393333333,25.1026666667,7.10995833334,3.80466666666,5.5975
330.24,18.1095833333,6.06391666666,12.2203333333,2.35608333333,2.43466666667,5.07666666667,13.407,25.2935833333,7.3221388889,3.95666666666,5.82275
330.61,18.1675833333,6.16283333333,12.2824166667,2.41283333334,2.53141666667,5.13841666667,13.4595,25.2715833333,7.43429166666,4.01233333333,5.85875
330.98,18.3175833334,6.19633333333,12.3680833333,2.51416666667,2.6245,5.19991666666,13.4935833333,25.371,7.48001388888,4.06241666667,5.89433333333
331.34,18.2595833333,6.25658333333,12.3933333333,2.632,2.66091666667,5.40183333333,13.5096666667,25.1739166667,7.48372222223,4.02983333333,5.96141666667
331.71,18.16825,6.27441666667,12.3480833333,2.56116666667,2.53575,5.345,13.4570833333,24.9985,7.40745833334,3.91183333334,5.95008333333
332.08,18.4994166667,6.51808333333,12.6314166667,2.79975,2.82908333334,5.65241666667,13.71275,25.0895,7.68965277776,4.2335,6.23033333333
332.44,18.60675,6.60991666667,12.6585,2.85633333333,2.88966666667,5.71125,13.8714166666,25.1454166667,7.74327777778,4.30191666666,6.28266666667
332.81,18.8535,6.77308333334,12.8821666667,3.01733333333,3.10033333333,5.81783333333,14.09825,25.27375,7.9387361111,4.45566666667,6.4605
333.18,18.9280833333,6.76133333333,12.86725,3.07058333333,3.175,5.85591666667,14.1271666667,25.2825,7.96018055555,4.45341666667,6.49433333333
333.54,19.09875,6.91783333333,12.9719166667,3.29283333333,3.28158333333,6.00275,14.3223333333,25.3851666667,8.16187499999,4.636,6.60766666667
333.91,19.1359166667,6.98716666667,13.0649166667,3.45658333333,3.295,6.04075,14.34125,25.4135833333,8.20454166667,4.73983333333,6.71166666667
334.28,19.0469166667,6.96175,13.0266666667,3.46741666667,3.199,6.01641666667,14.3226666667,25.3371666667,8.19465277778,4.7675,6.6165
334.64,19.1035833333,7.01425,13.0864166667,3.5655,3.25158333333,6.12775,14.4386666667,25.3021666666,8.26630555556,4.922,6.64708333333
335.01,19.08625,7.04083333333,13.082,3.59133333333,3.26841666667,6.10925,14.5175,25.1890833333,8.28887500001,5.05441666667,6.64075
335.38,19.113,7.06733333333,13.1271666667,3.62008333333,3.36041666667,6.03358333334,14.5916666667,25.2468333333,8.39194444445,5.16116666667,6.64408333334
335.74,19.06475,7.04383333333,13.1319166667,3.6245,3.41933333333,6.02633333333,14.65625,25.2181666667,8.42388888889,5.2015,6.56158333333
336.11,18.7858333333,6.81791666667,12.9264166667,3.40708333333,3.15658333333,5.76291666667,14.47875,25.0684166667,8.2139861111,4.99608333334,6.34633333333
336.47,18.7741666667,6.81125,12.9688333334,3.45208333333,3.179,5.77375,14.5011666667,25.05925,8.26065277778,5.02716666667,6.31641666666
336.84,18.6255,6.67308333333,12.851,3.3305,3.05408333333,5.66133333333,14.3356666667,24.847,8.10211111112,4.90708333333,6.11433333333
337.21,18.6540833334,6.73683333334,12.98425,3.43566666667,3.10758333333,5.65383333334,14.49675,24.863,8.19597222221,5.0345,6.20783333333
337.57,18.5819166666,6.72925,12.9208333333,3.35,3.10866666667,5.61175,14.4770833333,24.7415,8.15140277778,5.01041666666,6.2625
337.94,18.6613333333,6.75791666667,12.89475,3.30733333334,3.16316666667,5.6125,14.6169166667,24.7324166667,8.17779166666,5.07716666667,6.258
338.31,18.4325833333,6.53691666667,12.6921666667,3.08058333333,3.03316666667,5.41241666667,14.4653333333,24.4243333333,7.97111111111,4.88066666667,6.08683333333
338.67,18.2965833334,6.45141666666,12.5998333334,2.95058333334,2.90075,5.30225,14.3563333333,24.39025,7.83544444445,4.72658333333,5.99025
339.04,18.2629166667,6.46883333333,12.5794166667,2.91216666667,2.8745,5.31316666667,14.35175,24.3978333333,7.85122222223,4.66983333333,5.97725
339.40,18.3313333333,6.47533333333,12.584,2.85125,2.87933333333,5.35533333333,14.396,24.3301666667,7.84618055556,4.67441666666,5.9395
339.77,18.4315,6.52283333333,12.5095,2.88025,2.91716666667,5.41241666667,14.4125833333,24.253,7.8702361111,4.67391666667,5.98691666667
340.14,18.4060833333,6.46891666666,12.4144166667,2.86608333334,2.91725,5.36591666667,14.3465,24.1088333333,7.80213888888,4.65083333333,5.91933333334
340.50,18.4351666667,6.48716666666,12.415,2.91383333333,2.9185,5.38291666667,14.3605,24.0938333333,7.82405555556,4.63383333333,5.98341666666
340.87,18.466,6.493,12.4143333333,2.88958333334,2.88733333333,5.31575,14.3685,24.1149166667,7.83220833333,4.63616666666,5.99525
341.23,18.33525,6.35841666667,12.2454166666,2.70258333333,2.6885,5.16566666667,14.2211666667,24.02675,7.69125000001,4.38391666666,5.76958333333
341.60,18.3484166667,6.32916666667,12.2895833333,2.68141666667,2.65025,5.14833333333,14.1881666667,23.99225,7.62948611111,4.31916666667,5.63916666667
341.96,18.3296666666,6.352,12.3516666667,2.76725,2.71458333333,5.23891666667,14.1664166667,23.9711666666,7.72680555556,4.31725,5.72233333333
342.33,18.54625,6.48983333333,12.487,2.90741666667,2.83058333333,5.33133333334,14.3408333333,24.20675,7.84795833334,4.44116666666,5.85525
342.70,18.491,6.36441666666,12.4789166667,2.83033333334,2.78716666667,5.23275,14.3564166667,24.1250833333,7.82547222223,4.37125,5.77091666667
343.06,18.5798333333,6.44316666667,12.6025833333,2.95758333333,2.9325,5.40216666667,14.4654166667,24.13675,7.935875,4.4865,5.92058333333
343.43,18.465,6.389,12.5075833333,2.95558333333,2.8385,5.37675,14.3960833333,24.0573333334,7.90022222223,4.41908333334,5.88991666667
343.79,18.52425,6.45241666667,12.6483333333,3.04866666667,2.9405,5.49566666667,14.5293333333,24.2084166666,7.99422222222,4.52908333334,6.00316666666
344.16,18.6120833333,6.54708333334,12.799,3.13058333333,2.96583333333,5.61075,14.6656666667,24.3361666667,8.09816666668,4.585,6.07433333333
344.52,18.5809166667,6.46975,12.8256666667,3.09975,2.97741666667,5.52875,14.599,24.2515833334,8.06334722223,4.56983333333,6.02558333333
344.89,18.6005833333,6.54075,12.9105833333,3.19416666667,3.09375,5.70425,14.7165,24.3489166667,8.18262500001,4.65275,6.13933333333
345.25,18.67575,6.59341666667,12.9803333333,3.33116666667,3.23708333333,5.83416666667,14.785,24.3329166667,8.20797222222,4.7815,6.27766666667
345.62,18.6483333333,6.60108333333,12.9236666666,3.37,3.27725,5.79375,14.8429166667,24.3475,8.228125,4.7905,6.31858333333
345.99,18.502,6.44966666667,12.7569166666,3.14691666667,3.07175,5.59458333333,14.71275,24.1455833334,8.02843055557,4.61841666667,6.10191666667
346.35,18.4383333333,6.37066666667,12.6910833334,3.05841666667,2.96716666667,5.52608333334,14.6044166667,23.9905833333,7.96655555557,4.51966666667,6.01358333334
346.72,18.4174166666,6.37666666666,12.58225,3.03358333333,2.91875,5.45708333333,14.5458333333,23.8916666667,7.87075,4.46975,5.99058333333
347.08,18.3335,6.27441666667,12.5213333333,2.91575,2.78158333333,5.33133333333,14.4380833333,23.7876666667,7.76069444443,4.38625,5.9035
347.45,18.3621666667,6.30583333334,12.6198333333,2.92533333334,2.81283333333,5.35183333333,14.4860833333,23.8725,7.74052777778,4.37641666667,5.93916666667
347.81,18.39375,6.27616666667,12.6221666666,2.88783333333,2.76783333334,5.27741666667,14.4218333333,23.7951666667,7.69052777777,4.28891666667,5.89775
348.18,18.4095833333,6.28308333333,12.6470833333,2.93675,2.829,5.3065,14.42875,23.7489166667,7.74294444443,4.31066666667,5.96033333333
348.54,18.4335833333,6.36633333333,12.698,2.93908333333,2.87541666667,5.4055,14.5264166667,23.792,7.78218055556,4.30925,6.00341666667
348.91,18.4469166667,6.3005,12.6395833334,2.83816666666,2.79916666667,5.31108333333,14.4485,23.68125,7.72152777778,4.24908333333,5.93208333334
349.27,18.3785833334,6.30191666667,12.6449166666,2.80983333333,2.826,5.32875,14.4425833333,23.6015,7.76366666666,4.28708333333,5.90925
349.64,18.4411666667,6.31108333333,12.7139166667,2.81908333334,2.82125,5.39566666667,14.4681666666,23.6230833333,7.84143055557,4.30116666667,5.94016666667
350.00,18.6193333333,6.47916666667,12.8636666666,3.03658333333,3.02641666666,5.54633333333,14.6399166667,23.7659166666,8.04737500001,4.49916666667,6.12891666666
350.37,18.6761666667,6.51125,12.9055,3.12158333333,3.08633333333,5.64891666667,14.67525,23.8013333334,8.12609722223,4.58233333333,6.20991666667
350.73,18.7949166667,6.63683333333,13.0585833333,3.28708333333,3.25008333334,5.79833333333,14.7799166667,23.9289166667,8.29536111112,4.71825,6.35175
351.10,18.83675,6.65591666667,13.0614166667,3.30725,3.26175,5.77725,14.8104166667,23.962,8.35544444445,4.69958333334,6.376
351.46,18.838,6.58683333333,12.9806666667,3.26816666667,3.23975,5.702,14.757,23.8609166666,8.32833333334,4.65816666667,6.30833333333
351.83,18.8029166667,6.59916666667,12.9718333333,3.284,3.19408333333,5.71675,14.7139166667,23.79575,8.35818055556,4.68141666667,6.29266666667
352.19,18.8303333333,6.66766666667,12.9823333334,3.31975,3.252,5.74083333333,14.703,23.7531666667,8.37918055556,4.70983333333,6.31466666666
352.55,18.8696666667,6.70758333334,12.9848333334,3.40566666667,3.33,5.79275,14.7179166667,23.8039166667,8.42605555556,4.79058333333,6.35375
352.92,18.7931666667,6.68475,12.9755833333,3.40583333333,3.33333333334,5.78508333333,14.689,23.752,8.40227777777,4.74241666667,6.287
353.28,18.8729166666,6.71425,13.0116666667,3.36933333334,3.28916666667,5.74691666666,14.6570833333,23.8084166667,8.40191666666,4.6405,6.25183333333
353.65,18.93325,6.72408333333,13.069,3.42933333333,3.28466666667,5.767,14.6410833334,23.843,8.39904166666,4.65283333333,6.24791666667
354.01,18.9030833334,6.6525,13.011,3.371,3.251,5.73241666667,14.5504166667,23.7843333333,8.33144444443,4.54633333333,6.16858333334
354.38,18.9419166667,6.70166666667,13.0241666667,3.36841666667,3.29058333334,5.71966666666,14.5714166667,23.7701666666,8.32638888888,4.51525,6.17775
354.74,18.92,6.62275,12.9635833333,3.30333333333,3.24091666667,5.65108333334,14.5465,23.7275833334,8.26276388888,4.44108333333,6.16316666667
355.11,18.9838333333,6.62625,13.0044166667,3.33283333333,3.27316666667,5.68683333334,14.5703333333,23.8160833333,8.25993055555,4.46241666667,6.18366666667
355.47,19.07675,6.72666666667,13.1004166667,3.422,3.37825,5.74566666667,14.6049166667,23.8936666666,8.34652777777,4.57383333334,6.2975
355.83,19.12525,6.77458333333,13.1814166667,3.50266666667,3.45991666667,5.76208333333,14.7126666667,24.0096666666,8.38608333333,4.66483333334,6.34141666667
356.20,19.0644166667,6.646,13.1338333333,3.42291666667,3.37166666666,5.65141666667,14.6330833333,23.9806666667,8.28949999999,4.56033333333,6.23375
356.56,19.0084166667,6.554,13.0975833334,3.31925,3.2535,5.5415,14.5935,23.906,8.19433333332,4.45816666666,6.18358333334
356.93,19.0505,6.532,13.1066666667,3.34258333333,3.25833333333,5.52183333333,14.6239166667,23.9496666667,8.18168055555,4.47808333333,6.2375
357.29,18.9874166667,6.46291666667,13.05375,3.33983333334,3.26708333333,5.48583333334,14.59375,23.8575,8.12852777778,4.53066666667,6.21275
357.66,18.9335833334,6.45525,12.9801666667,3.27833333333,3.265,5.45016666667,14.523,23.7501666666,8.10323611111,4.52975,6.18408333333
358.02,18.95825,6.496,13.0734166667,3.33616666667,3.31533333333,5.50683333333,14.5336666666,23.80675,8.13501388889,4.5845,6.26266666667
358.38,18.9185,6.49466666667,13.11275,3.38491666667,3.36358333333,5.51983333333,14.512,23.8025,8.14519444443,4.62775,6.28691666667
358.75,18.9338333333,6.56016666667,13.19975,3.43658333334,3.39633333333,5.56783333333,14.5130833333,23.8204166667,8.17952777777,4.67708333333,6.32025
359.11,18.9663333333,6.64608333333,13.2615,3.49283333334,3.47125,5.61358333333,14.5453333333,23.7893333333,8.21927777778,4.71725,6.38158333333
359.48,18.9813333333,6.62366666667,13.2793333333,3.47283333334,3.44508333333,5.64616666667,14.53575,23.832,8.20815277778,4.73558333333,6.38766666666
359.84,18.90275,6.50275,13.1523333334,3.33516666667,3.34608333333,5.57475,14.40175,23.7285833333,8.11272222222,4.59833333333,6.311
360.20,18.8151666667,6.42875,13.0325,3.24116666667,3.2445,5.5085,14.2734166667,23.6418333334,8.04191666667,4.52766666666,6.24375
360.57,18.8969166667,6.48816666667,13.1131666667,3.30341666667,3.285,5.55841666667,14.2898333333,23.7315,8.12002777778,4.585,6.29966666667
360.93,18.8865,6.49208333333,13.1460833333,3.30508333334,3.25741666666,5.57791666667,14.2401666667,23.7026666666,8.07826388889,4.56566666667,6.27275
361.29,18.9869166666,6.51025,13.2060833333,3.32991666667,3.23775,5.61266666667,14.2486666666,23.7831666667,8.1033611111,4.564,6.33416666667
361.66,18.9289166667,6.41416666667,13.1830833333,3.2405,3.13233333334,5.51616666667,14.1410833334,23.739,8.00799999999,4.48116666667,6.28025
362.02,18.9636666667,6.39433333333,13.1695833334,3.20416666666,3.0815,5.48058333333,14.1178333333,23.7444166667,7.97474999999,4.46466666667,6.23875
362.39,18.9659166666,6.35725,13.151,3.15366666667,3.02208333333,5.43775,14.0835,23.7535,7.92348611112,4.431,6.1885
362.75,18.9675833333,6.302,13.1335833333,3.14116666667,2.9715,5.40575,14.0276666667,23.724,7.90236111111,4.39708333333,6.13991666667
363.11,18.8599166667,6.17841666667,13.0445833333,3.05316666667,2.82183333333,5.32958333334,13.8929166666,23.6409166667,7.78038888888,4.31708333333,6.0265
363.48,18.7749166667,6.11666666667,13.0295,3.00583333334,2.75225,5.25083333333,13.7776666667,23.5491666667,7.69065277777,4.21691666666,5.94475
363.84,18.8531666667,6.20716666666,13.1501666667,3.07258333334,2.821,5.30041666666,13.78475,23.581,7.76109722222,4.28266666666,5.99275
364.20,18.9553333334,6.29391666666,13.2555833333,3.16941666667,2.89241666667,5.36475,13.8778333334,23.648,7.810625,4.36458333333,6.06633333333
364.57,18.8044166667,6.13041666667,13.10925,3.02266666667,2.75475,5.20475,13.68175,23.4308333333,7.64372222223,4.20983333333,5.921
364.93,18.8251666666,6.13016666666,13.0856666667,3.01166666667,2.75816666667,5.16458333333,13.6214166666,23.38125,7.64731944444,4.198,5.92808333333
365.29,18.7756666667,6.11216666667,13.0533333333,2.9815,2.75091666667,5.14791666667,13.5541666666,23.3183333333,7.60386111112,4.16658333333,5.88666666667
365.66,18.86075,6.18091666667,13.1385833333,3.13208333333,2.85883333334,5.22075,13.6345,23.42525,7.69324999999,4.22966666667,5.91716666667
366.02,18.6885,6.02508333334,12.9991666666,2.98366666667,2.70758333334,5.02991666667,13.4611666666,23.2615833333,7.54412500001,4.06691666666,5.74516666667
366.38,18.7058333333,6.0405,13.0245833333,2.9795,2.70941666667,5.0055,13.4171666667,23.2481666667,7.55959722222,4.05575,5.75
366.75,18.7453333334,6.056,13.0621666667,2.99383333334,2.76158333333,5.01508333333,13.409,23.3011666667,7.58669444443,4.10391666667,5.80866666667
367.11,18.8503333333,6.07558333333,13.1401666666,3.00566666667,2.8415,5.02075,13.3948333333,23.3564166667,7.663625,4.10575,5.84841666666
367.47,18.9368333333,6.10266666667,13.1676666667,3.05516666666,2.88491666667,5.04308333333,13.4413333333,23.3718333333,7.74040277778,4.14083333333,5.86141666666
367.84,18.892,6.05616666667,13.1376666667,3.02116666666,2.82816666667,4.99475,13.3735,23.3115833333,7.65877777778,4.11083333334,5.81266666666
368.20,18.9480833333,6.09816666666,13.21575,3.06916666667,2.899,5.0545,13.3679166667,23.3486666667,7.754375,4.16325,5.85616666667
368.56,19.1628333334,6.27458333333,13.4069166666,3.27091666667,3.09441666667,5.26875,13.52525,23.5429166667,7.92824999999,4.38975,6.01008333333
368.93,19.2311666667,6.2975,13.5086666667,3.324,3.16025,5.34341666667,13.5493333333,23.5970833333,7.97830555557,4.43225,6.04683333333
369.29,19.2829166667,6.29041666667,13.5513333333,3.36808333333,3.17783333333,5.34008333333,13.5686666666,23.657,8.0132361111,4.4285,6.0775
369.65,19.3428333334,6.3385,13.62225,3.37008333333,3.22166666667,5.39225,13.5778333334,23.6954166666,8.02433333334,4.48166666667,6.15025
370.01,19.5453333334,6.51791666667,13.8043333333,3.5585,3.43616666666,5.609,13.7575,23.8918333333,8.21670833333,4.67758333333,6.34741666667
370.38,19.6364166667,6.55891666667,13.9113333333,3.61333333333,3.45758333333,5.69958333333,13.8203333333,23.9616666667,8.2552638889,4.72816666667,6.40175
370.74,19.6826666667,6.58566666667,13.9516666667,3.6005,3.44141666666,5.72091666666,13.8173333333,23.9913333333,8.24473611111,4.73566666667,6.39291666667
371.10,19.6081666666,6.52083333333,13.89775,3.53816666667,3.363,5.62616666667,13.7683333333,23.91875,8.1427638889,4.665,6.29908333334
371.46,19.57875,6.4825,13.85625,3.48091666667,3.32716666667,5.58425,13.69875,23.8965833333,8.07883333334,4.66283333334,6.28016666667
371.83,19.6326666666,6.43816666666,13.8370833333,3.44475,3.284,5.53975,13.6934166667,23.9029166667,8.04125,4.63233333333,6.26241666666
372.19,19.6098333333,6.42058333333,13.83125,3.41866666666,3.2635,5.48533333334,13.6046666667,23.8809166667,7.95752777778,4.61933333333,6.27516666667
372.55,19.5608333333,6.35275,13.7959166667,3.33766666667,3.17141666667,5.41375,13.5160833333,23.84425,7.90155555555,4.56383333333,6.22016666666
372.92,19.532,6.31716666667,13.7,3.27341666667,3.104,5.29941666667,13.4346666666,23.7991666667,7.83997222223,4.53591666666,6.172
373.28,19.56825,6.33575,13.75275,3.24183333334,3.10891666667,5.30025,13.35625,23.7746666667,7.80686111111,4.54541666667,6.15616666667
373.64,19.4845,6.24191666667,13.6954166667,3.13233333333,3.02683333333,5.22358333333,13.2386666667,23.6735833333,7.72329166668,4.475,6.09791666667
374.00,19.40575,6.07983333333,13.5986666667,2.9945,2.88683333333,5.11233333333,13.0434166667,23.59075,7.55384722222,4.33408333333,5.99091666667
374.37,19.352,5.99308333333,13.5206666667,2.93816666666,2.822,5.04291666667,12.933,23.5374166667,7.51087500001,4.27691666667,5.95466666667
374.73,19.2690833333,5.876,13.4260833334,2.86325,2.75991666667,4.95083333333,12.7888333333,23.4178333333,7.39881944443,4.16575,5.87025
375.09,19.3824166667,5.92375,13.4849166667,2.96158333333,2.82941666666,5.02191666667,12.7788333333,23.4974166667,7.44772222222,4.24525,5.93691666667
375.45,19.40675,5.891,13.49225,2.94525,2.781,4.98058333333,12.7116666667,23.4908333334,7.3841111111,4.18658333334,5.88733333333
375.81,19.4630833333,5.96025,13.5864166667,3.03033333333,2.84633333334,5.04975,12.71025,23.6085,7.45590277778,4.24383333334,5.949
376.18,19.49625,5.92958333333,13.6376666667,3.01116666666,2.78691666667,5.04425,12.7059166667,23.6511666667,7.45683333333,4.211,5.91641666667
376.54,19.4989166667,5.91441666666,13.6315,2.97316666667,2.73183333333,5.00733333333,12.6255833333,23.635,7.41168055555,4.16533333333,5.87883333333
376.90,19.51225,5.86575,13.6744166666,2.94366666666,2.668,5.00158333333,12.5849166667,23.6505833333,7.37888888888,4.1265,5.84641666667
377.26,19.5070833333,5.86933333333,13.6749166666,2.95575,2.64125,5.0075,12.5606666667,23.6778333333,7.3993611111,4.12166666667,5.82658333333
377.63,19.6271666667,5.92083333334,13.7546666666,3.03183333334,2.68075,5.03816666667,12.57075,23.78975,7.45983333334,4.16016666666,5.84525
377.99,19.69825,6.01466666666,13.8440833333,3.10791666667,2.72266666666,5.08741666667,12.6395,23.82975,7.54668055557,4.22433333334,5.88633333334
378.35,19.73875,6.05383333333,13.9074166667,3.14483333333,2.7545,5.12433333333,12.6379166667,23.844,7.5477638889,4.2665,5.88508333333
378.71,19.8510833334,6.13433333333,14.0295833333,3.219,2.80525,5.19416666666,12.7000833333,23.9514166667,7.62759722223,4.36516666667,5.94541666667
379.07,19.8715,6.16916666667,14.07275,3.23616666666,2.78866666667,5.2165,12.7025,23.9830833333,7.62856944445,4.37933333333,5.95258333333
379.44,19.92625,6.21875,14.1455,3.28325,2.825,5.26525,12.7405833333,24.037,7.66570833334,4.42441666667,6.01216666667
379.80,19.9470833333,6.20675,14.17125,3.2805,2.822,5.25708333334,12.6998333333,24.0208333333,7.63294444445,4.42858333333,5.98108333334
380.16,20.0088333333,6.25483333333,14.1981666666,3.31391666667,2.87183333334,5.29316666667,12.6998333333,24.053,7.63633333334,4.46933333334,6.02716666667
380.52,20.0896666667,6.30941666667,14.2850833334,3.38133333333,2.94591666667,5.342,12.73075,24.1189166667,7.66687500001,4.5,6.06433333333
380.88,20.1725833333,6.40791666667,14.3716666667,3.45441666666,3.02841666667,5.40633333333,12.79325,24.214,7.71845833334,4.553,6.13758333333
381.24,20.16075,6.34466666666,14.3434166667,3.41791666667,3.01233333333,5.32208333333,12.7555833333,24.2135,7.64248611111,4.53,6.091
381.61,20.2054166667,6.387,14.3538333333,3.44175,3.02866666666,5.32741666667,12.75675,24.1936666666,7.64775,4.55733333333,6.10516666667
381.97,20.209,6.36516666667,14.3633333333,3.40616666667,2.998,5.25216666667,12.6698333333,24.1735833333,7.58604166666,4.51833333333,6.07291666667
382.33,20.2668333334,6.368,14.3919166667,3.40033333333,3.02066666667,5.23983333333,12.6709166667,24.2350833333,7.59105555555,4.51325,6.08433333333
382.69,20.2776666667,6.36108333333,14.3895,3.3535,2.98233333333,5.18975,12.626,24.2610833333,7.54654166667,4.47541666666,6.05733333333
383.05,20.26625,6.3435,14.3744166666,3.29416666667,2.967,5.15216666666,12.5739166666,24.25925,7.53008333334,4.44866666667,6.05175
383.41,20.2710833333,6.31458333333,14.3948333333,3.2535,2.92475,5.08841666667,12.5295,24.3165833333,7.51765277777,4.41983333333,6.00466666667
383.77,20.2294166666,6.261,14.3476666666,3.19366666667,2.86666666667,5.03175,12.4443333333,24.2508333333,7.47425,4.36466666667,5.96208333333
384.14,20.2215,6.20875,14.3291666667,3.1465,2.82291666667,4.98766666667,12.3745,24.2583333333,7.44572222224,4.30933333333,5.88391666667
384.50,20.1761666667,6.13883333333,14.2861666667,3.08333333334,2.76425,4.90508333333,12.2876666667,24.1915,7.36881944444,4.24391666667,5.82516666666
384.86,20.2180833333,6.12908333334,14.3023333333,3.09108333333,2.7595,4.91391666667,12.24925,24.2284166667,7.37393055555,4.25575,5.817
385.22,20.30625,6.18391666667,14.3765,3.11391666667,2.774,4.9875,12.2548333333,24.28875,7.40155555557,4.27958333334,5.87008333333
385.58,20.2860833333,6.11925,14.3845833334,3.04825,2.712,4.96133333334,12.1944166666,24.2943333333,7.34075000001,4.224,5.83941666667
385.94,20.2915833333,6.09575,14.3936666667,3.02608333333,2.701,4.97725,12.1745,24.3116666667,7.31841666666,4.21275,5.82141666666
386.30,20.286,6.08275,14.412,3.0085,2.65966666667,4.941,12.11575,24.3116666666,7.27220833334,4.18175,5.79225
386.66,20.3383333334,6.09233333333,14.4551666667,3.05616666667,2.69341666667,4.97058333333,12.10025,24.3646666667,7.2919861111,4.20008333333,5.793
387.03,20.3913333333,6.08808333333,14.50925,3.08191666666,2.69325,4.97775,12.0756666667,24.4066666667,7.29673611111,4.20025,5.79008333333
387.39,20.46675,6.12883333333,14.5754166666,3.15116666667,2.766,5.07166666667,12.0943333333,24.3950833333,7.33124999999,4.25841666667,5.85333333333
387.75,20.5416666667,6.15533333334,14.6688333333,3.18741666667,2.8005,5.10425,12.11025,24.486,7.36136111111,4.27633333333,5.89258333333
