wavelength,Back_TanVarm,Belly_TanVarm,Breast_TanVarm,Crissum_TanVarm,Crown_TanVarm,DorTail_TanVarm,Patch10_TanVarm,Patch11_TanVarm,Rump_TanVarm,Throat_TanVarm,WingTip_TanVarm
516.91,21.7864444445,41.4050555556,43.369,41.2175,21.1467777778,12.7838888889,23.7698888889,23.3136666667,26.6006666667,29.5293333333,7.69022222222
517.25,21.9453333333,41.6147777778,43.6516666667,41.4511666667,21.3674444444,12.8454444444,23.835,23.3921111111,26.8044444444,29.7373333333,7.70866666667
517.60,22.096,41.8961666667,43.9902222222,41.6857777778,21.5798888889,12.8724444444,23.9406666667,23.4774444444,27.0201111111,29.9567777778,7.73233333333
517.95,22.2094444444,42.1221666667,44.2808888889,41.897,21.7574444445,12.9088888889,23.9952222222,23.5746666667,27.2117777778,30.1523333333,7.749
518.29,22.3466666667,42.3537222222,44.5653333333,42.0931111111,21.9318888889,12.9377777778,24.0658888889,23.6543333333,27.3851111111,30.328,7.74522222222
518.64,22.477,42.5287777778,44.8177777778,42.2623333333,22.0753333333,12.9717777778,24.1385555556,23.727,27.5525555556,30.4836666667,7.74388888889
518.99,22.5963333333,42.7000555556,45.0598888889,42.4471111111,22.2324444444,13.0014444445,24.2275555555,23.7934444445,27.7147777778,30.6366666667,7.73566666667
519.33,22.7074444444,42.8832777778,45.2872222222,42.6060555555,22.3704444445,13.0073333333,24.2715555556,23.8521111111,27.8258888889,30.7893333334,7.72133333333
519.68,22.8247777778,43.0421666667,45.501,42.7537222222,22.5234444445,13.0422222222,24.3555555555,23.9227777778,27.9501111111,30.9108888889,7.74122222222
520.02,22.9477777778,43.2102777778,45.7096666667,42.901,22.6434444444,13.0671111111,24.4142222222,23.9902222222,28.0797777778,31.0557777778,7.74655555556
520.37,23.0501111111,43.3573888889,45.9161111111,43.0723333333,22.7823333333,13.0753333333,24.4715555556,24.0198888889,28.1975555556,31.1981111111,7.71733333333
520.72,23.1571111111,43.5246666667,46.1148888889,43.2286666667,22.9016666667,13.0832222222,24.5086666667,24.0714444444,28.3203333333,31.3116666666,7.69422222222
521.06,23.2763333333,43.7217777778,46.3715555556,43.3802222222,23.0474444444,13.1016666667,24.5843333333,24.147,28.4795555556,31.4451111111,7.68766666667
521.41,23.4028888889,43.8666666667,46.565,43.5161111111,23.1852222222,13.1251111111,24.6331111111,24.2038888889,28.5915555555,31.546,7.66633333333
521.75,23.5341111111,44.0248333333,46.7721111111,43.6687777778,23.3396666667,13.1311111111,24.6977777778,24.2441111111,28.7087777778,31.6644444444,7.65844444444
522.10,23.6475555556,44.1651666667,46.9884444445,43.8403888889,23.4825555556,13.1417777778,24.7481111111,24.2916666667,28.8322222222,31.7821111111,7.65044444445
522.45,23.7778888889,44.3899444444,47.2543333333,44.0005,23.6522222222,13.174,24.8187777778,24.3603333333,28.9968888889,31.9376666667,7.66866666667
522.79,23.877,44.5565,47.4705555555,44.1414444444,23.8065555556,13.1912222222,24.8555555555,24.4197777778,29.1384444444,32.0807777778,7.70155555556
523.14,24.004,44.7162777778,47.7465555556,44.2992777778,23.9644444445,13.2248888889,24.9288888889,24.5144444445,29.329,32.2358888889,7.71633333333
523.48,24.0988888889,44.8567777778,47.9551111111,44.4101666667,24.073,13.2053333333,24.9416666667,24.5477777778,29.4632222222,32.3538888889,7.70544444444
523.83,24.2271111111,45.056,48.218,44.5555555555,24.22,13.2144444444,25.0011111111,24.6135555556,29.6224444445,32.5157777778,7.68611111111
524.17,24.3333333333,45.2442777778,48.4806666666,44.7037777778,24.3673333333,13.2354444445,25.0814444444,24.6883333333,29.794,32.6727777778,7.70666666667
524.52,24.4383333333,45.4003333333,48.7418888889,44.8571666667,24.5014444445,13.2413333333,25.1375555555,24.7543333333,29.9411111111,32.8374444444,7.70666666667
524.87,24.5407777778,45.5538333333,48.9417777778,45.0060555555,24.6384444445,13.2502222222,25.1921111111,24.8197777778,30.0568888889,32.9615555556,7.70711111111
525.21,24.6261111111,45.6824444444,49.169,45.1498333333,24.755,13.2535555556,25.2386666667,24.883,30.2137777778,33.0911111111,7.72266666667
525.56,24.7252222222,45.8771111111,49.4361111111,45.3137777778,24.8747777778,13.291,25.3226666667,24.9736666667,30.3853333333,33.2437777778,7.72511111111
525.90,24.8412222222,46.0829444444,49.7121111111,45.4866111111,25.0157777778,13.3432222222,25.3971111111,25.0616666667,30.5645555555,33.4323333334,7.73544444444
526.25,24.9466666667,46.2891666667,50.0,45.6728888889,25.1631111111,13.3593333333,25.4588888889,25.163,30.7183333333,33.5868888889,7.737
526.59,25.0937777778,46.5591111111,50.3326666667,45.8834444445,25.3156666667,13.4106666667,25.5693333333,25.279,30.9054444444,33.7784444444,7.73633333334
526.94,25.2073333333,46.7843333333,50.6034444444,46.0913333333,25.4456666667,13.4452222222,25.67,25.3662222222,31.0618888889,33.9554444444,7.74011111111
527.28,25.3441111111,47.0401111111,50.922,46.3273333333,25.6138888889,13.5003333333,25.7894444444,25.497,31.2496666667,34.159,7.76011111111
527.63,25.441,47.2326666667,51.1965555555,46.5140555556,25.7374444444,13.5446666667,25.8845555556,25.596,31.3991111111,34.3236666667,7.78511111111
527.97,25.5251111111,47.3703333333,51.3915555556,46.6311111111,25.8265555555,13.5832222222,25.9355555556,25.6641111111,31.5132222222,34.4366666667,7.78977777778
528.32,25.5921111111,47.4814444444,51.5263333333,46.7219444445,25.9135555556,13.6018888889,25.985,25.71,31.599,34.5325555556,7.79811111111
528.66,25.6642222222,47.5978333333,51.6852222222,46.8073888889,25.9983333333,13.6181111111,26.0383333334,25.7557777778,31.6917777778,34.6262222222,7.80333333333
529.01,25.7338888889,47.7322222222,51.8328888889,46.9078888889,26.0887777778,13.6461111111,26.1043333333,25.8246666667,31.7695555556,34.7327777778,7.81133333333
529.35,25.7754444444,47.7975555555,51.9345555556,46.9577222222,26.1545555555,13.6473333333,26.1295555556,25.8566666666,31.8184444444,34.7896666667,7.80566666667
529.70,25.8383333334,47.9272777778,52.0905555556,47.0357777778,26.2331111111,13.6598888889,26.1923333334,25.9166666667,31.9157777778,34.8794444445,7.825
530.04,25.9053333333,47.9923888889,52.2016666667,47.0932777778,26.3041111111,13.6772222222,26.2498888889,25.959,31.996,34.9672222222,7.83533333334
530.39,25.9642222222,48.0763888889,52.3167777778,47.1556666667,26.3941111111,13.6836666666,26.297,26.007,32.0757777778,35.0627777778,7.84166666667
530.73,26.0417777778,48.1746666667,52.4694444444,47.2156666667,26.5055555556,13.7112222222,26.3547777778,26.0673333334,32.1545555556,35.1633333333,7.86566666667
531.08,26.0941111111,48.2204444444,52.5833333333,47.2435555556,26.5732222222,13.7026666667,26.3763333333,26.1002222222,32.2088888889,35.2273333333,7.85311111111
531.42,26.1764444444,48.3173888889,52.7266666667,47.3034444445,26.6924444444,13.7133333333,26.4162222222,26.1611111111,32.3097777778,35.3177777778,7.855
531.77,26.2815555556,48.4593888889,52.9088888889,47.4148333333,26.8333333333,13.7264444444,26.5043333333,26.2502222222,32.4223333333,35.4603333333,7.87866666667
532.11,26.3952222222,48.6036666667,53.1387777778,47.5269444445,26.9667777778,13.7587777778,26.5766666667,26.3433333333,32.5541111111,35.5997777778,7.895
532.46,26.4952222222,48.7578333333,53.3522222222,47.6701666667,27.0838888889,13.7991111111,26.6582222222,26.4502222222,32.6785555556,35.7631111111,7.91666666667
532.80,26.5886666667,48.8767777778,53.5436666667,47.7635,27.1963333333,13.8224444445,26.7162222222,26.5252222222,32.7926666667,35.887,7.92455555555
533.15,26.7184444444,49.0367222222,53.763,47.8977777778,27.3356666667,13.8647777778,26.8021111111,26.6193333333,32.9241111111,36.0435555556,7.95022222222
533.49,26.7886666667,49.1320555556,53.8938888889,47.9835555556,27.448,13.8732222222,26.8421111111,26.6834444444,32.9881111111,36.1438888889,7.937
533.84,26.8604444444,49.2563333333,54.0756666667,48.0711111111,27.5343333333,13.8792222222,26.8987777778,26.7352222222,33.0925555556,36.2561111111,7.91677777778
534.18,26.9463333333,49.3732222222,54.2546666667,48.1713333333,27.6447777778,13.9028888889,26.9527777778,26.8095555556,33.209,36.3752222222,7.93144444444
534.52,27.0201111111,49.4802222222,54.396,48.2479444444,27.7256666667,13.9066666667,26.9888888889,26.8765555556,33.3018888889,36.4646666666,7.93077777778
534.87,27.0532222222,49.5593333333,54.4736666667,48.2765,27.7973333333,13.9103333333,27.0251111111,26.9025555555,33.3665555556,36.5515555555,7.93122222222
535.21,27.1237777778,49.6537777778,54.6042222222,48.3283333333,27.8746666667,13.9045555555,27.0678888889,26.9338888889,33.4417777778,36.6417777778,7.91655555555
535.56,27.1917777778,49.771,54.7531111111,48.4091666667,27.9495555556,13.9077777778,27.0881111111,26.974,33.5314444444,36.7293333333,7.88733333333
535.90,27.244,49.878,54.8541111111,48.4891111111,28.0257777778,13.9158888889,27.138,27.0248888889,33.6068888889,36.8138888889,7.878
536.25,27.2838888889,49.9359444444,54.9702222222,48.5181666667,28.0937777778,13.9003333334,27.1832222222,27.053,33.6887777778,36.8988888889,7.85611111111
536.59,27.3387777778,50.0306666667,55.0937777778,48.5736111111,28.167,13.9034444445,27.2203333333,27.0858888889,33.7795555556,36.9797777778,7.86022222222
536.93,27.3858888889,50.1142222222,55.1957777778,48.6396111111,28.2151111111,13.9218888889,27.2568888889,27.1193333334,33.8623333333,37.0705555556,7.86222222222
537.28,27.4797777778,50.2183888889,55.3572222222,48.707,28.2873333333,13.9421111111,27.3114444445,27.1778888889,33.9838888889,37.1883333333,7.86411111111
537.62,27.5868888889,50.3596666667,55.5208888889,48.8107222222,28.4063333333,13.9756666667,27.3646666667,27.2588888889,34.0753333333,37.3286666667,7.87933333333
537.97,27.6581111111,50.4362777778,55.669,48.8644444444,28.4952222222,13.9822222222,27.4203333333,27.3016666667,34.1275555555,37.4108888889,7.88722222222
538.31,27.7027777778,50.4862222222,55.7801111111,48.9148333333,28.5726666666,13.98,27.4527777778,27.3327777778,34.2071111111,37.4915555556,7.85933333333
538.65,27.8271111111,50.6558333333,56.0075555556,49.0295,28.6963333333,14.014,27.5312222222,27.4193333333,34.3421111111,37.6137777778,7.88277777778
539.00,27.894,50.7837222222,56.1613333333,49.1389444444,28.7996666666,14.0337777778,27.5975555556,27.5058888889,34.4464444444,37.727,7.91388888889
539.34,27.9844444445,50.9782777778,56.4077777778,49.2348888889,28.9154444444,14.0627777778,27.6878888889,27.578,34.5722222222,37.8911111111,7.94033333333
539.69,28.0442222222,51.1102222222,56.604,49.31,28.9935555556,14.075,27.7502222222,27.6386666666,34.6573333333,38.011,7.94688888889
540.03,28.1196666667,51.2289444445,56.7593333333,49.3817777778,29.0698888889,14.1093333333,27.7705555555,27.6885555556,34.7223333333,38.081,7.96877777778
540.37,28.2116666666,51.3990555556,56.9865555556,49.5122222222,29.1936666667,14.1355555556,27.8504444445,27.7774444444,34.8554444444,38.2374444444,7.99977777778
540.72,28.2683333333,51.4916111111,57.1418888889,49.5731111111,29.2736666667,14.1362222222,27.9015555556,27.8414444444,34.9365555556,38.3262222222,7.99833333333
541.06,28.3137777778,51.5563333333,57.2333333333,49.6504444444,29.3296666667,14.1561111111,27.9481111111,27.8852222222,34.9853333333,38.3934444444,8.00711111111
541.40,28.356,51.6646666667,57.3478888889,49.7126666667,29.4018888889,14.176,27.9957777778,27.9475555556,35.0772222222,38.4743333333,8.03122222222
541.75,28.3993333333,51.7221666667,57.4338888889,49.7486666667,29.4447777778,14.1745555556,28.0122222222,27.9904444444,35.1306666666,38.5578888889,8.02055555555
542.09,28.465,51.8366666667,57.554,49.8164444445,29.5304444444,14.1905555556,28.0561111111,28.0495555555,35.2078888889,38.6741111111,8.036
542.43,28.49,51.8510555555,57.6112222222,49.8255,29.559,14.1828888889,28.0572222222,28.0775555555,35.2423333333,38.7331111111,8.02366666667
542.78,28.5484444445,51.8878333333,57.6887777778,49.8533888889,29.6194444444,14.1897777778,28.0847777778,28.1108888889,35.2908888889,38.8208888889,8.02377777778
543.12,28.5767777778,51.8853888889,57.7214444445,49.8646111111,29.6736666667,14.1791111111,28.0833333333,28.1437777778,35.3293333333,38.8666666667,8.00755555555
543.46,28.6348888889,51.9031111111,57.7696666667,49.8949444444,29.7421111111,14.1802222222,28.106,28.1857777778,35.3797777778,38.9265555555,8.01388888889
543.81,28.6432222222,51.9041111111,57.796,49.8931111111,29.7911111111,14.1442222222,28.1083333334,28.2038888889,35.4202222222,38.9775555556,7.99111111111
544.15,28.6712222222,51.9004444444,57.7902222222,49.8780555556,29.8244444444,14.1384444444,28.1236666666,28.2188888889,35.4228888889,39.0163333333,7.96155555556
544.49,28.7223333333,51.9604444445,57.8632222222,49.9236111111,29.8936666667,14.1395555556,28.1516666667,28.2656666667,35.4841111111,39.1013333333,7.97655555556
544.84,28.7572222222,52.0298333333,57.9572222222,49.9720555556,29.9675555556,14.1166666667,28.1853333333,28.3034444444,35.564,39.1764444444,7.97633333334
545.18,28.7924444445,52.0435555556,58.0116666666,49.9946666667,30.0227777778,14.1175555556,28.2181111111,28.3268888889,35.6093333333,39.2334444444,7.985
545.52,28.85,52.1484444444,58.1036666667,50.0842222222,30.0938888889,14.1586666667,28.2886666667,28.3734444445,35.7005555556,39.3234444445,8.01022222222
545.87,28.9167777778,52.2358888889,58.2344444444,50.1623888889,30.161,14.1693333333,28.3635555555,28.4215555556,35.8064444444,39.4031111111,8.02288888889
546.21,29.0248888889,52.4042222222,58.4058888889,50.3331111111,30.2902222222,14.199,28.4642222222,28.5078888889,35.9435555556,39.5523333333,8.04288888889
546.55,29.0606666666,52.4958888889,58.5377777778,50.4110555556,30.3396666667,14.1897777778,28.5015555555,28.5491111111,36.0251111111,39.6292222222,8.02866666667
546.90,29.1154444444,52.5468333333,58.602,50.4697777778,30.3941111111,14.2267777778,28.5806666667,28.584,36.0936666667,39.7203333333,8.06533333333
547.24,29.1404444444,52.6242222222,58.6926666667,50.5135555556,30.442,14.2116666666,28.5964444445,28.6024444444,36.1506666667,39.8088888889,8.05088888889
547.58,29.2535555556,52.7785555556,58.8514444444,50.656,30.5487777778,14.2792222222,28.6987777778,28.7001111111,36.2841111111,39.9501111111,8.09677777778
547.92,29.25,52.7807777778,58.8601111111,50.6563333333,30.534,14.245,28.6897777778,28.687,36.2901111111,39.9546666666,8.08855555556
548.27,29.2836666667,52.8892222222,58.971,50.739,30.6113333333,14.2533333333,28.7241111111,28.7261111111,36.3647777778,40.0361111111,8.09044444444
548.61,29.3842222222,53.0176666667,59.0907777778,50.8307222222,30.7032222222,14.2937777778,28.7666666667,28.8022222222,36.4345555556,40.1444444444,8.11944444445
548.95,29.418,53.1054444445,59.1922222222,50.8953888889,30.7671111111,14.303,28.7754444444,28.8482222222,36.4785555556,40.2432222222,8.10077777778
549.29,29.4255555556,53.1225555555,59.2113333333,50.8998333333,30.7945555556,14.246,28.755,28.8702222222,36.4971111111,40.2537777778,8.07477777778
549.64,29.468,53.1448333333,59.2273333334,50.9185555556,30.8675555555,14.293,28.7742222222,28.9416666667,36.5165555556,40.3171111111,8.11833333333
549.98,29.455,53.1510555556,59.223,50.8744444445,30.8906666667,14.3152222222,28.7757777778,28.9585555556,36.4991111111,40.335,8.13911111111
550.32,29.4963333333,53.249,59.3036666667,50.9320555556,30.9564444444,14.3294444444,28.7745555556,28.9876666667,36.5491111111,40.3924444445,8.15711111111
550.66,29.4821111111,53.3103888889,59.3788888889,50.9695555555,30.9817777778,14.3196666667,28.7494444444,29.0245555556,36.5577777778,40.4111111111,8.15311111111
551.01,29.5215555556,53.3756666667,59.4228888889,51.0545,31.0038888889,14.3565555556,28.791,29.0708888889,36.6313333333,40.4607777778,8.19433333333
551.35,29.5215555555,53.4091111111,59.4538888889,51.0672222222,31.0111111111,14.3384444444,28.7924444445,29.0777777778,36.645,40.498,8.19911111111
551.69,29.6123333333,53.5632222222,59.6294444444,51.1988888889,31.1127777778,14.4164444444,28.8557777778,29.163,36.7893333333,40.6453333333,8.24011111111
552.03,29.6693333333,53.5621666667,59.6477777778,51.2029444444,31.1404444445,14.4423333333,28.8834444445,29.2041111111,36.8396666667,40.702,8.26766666667
552.38,29.6413333333,53.5085,59.631,51.1410555555,31.1183333333,14.4205555555,28.8674444444,29.1628888889,36.8087777778,40.7277777778,8.25455555556
552.72,29.641,53.4682222222,59.6076666667,51.1340555555,31.0998888889,14.4084444445,28.8795555555,29.1327777778,36.7697777778,40.6917777778,8.26555555555
553.06,29.694,53.53,59.7361111111,51.1878888889,31.1516666666,14.4565555556,28.9288888889,29.1673333333,36.833,40.7941111111,8.29444444444
553.40,29.7104444444,53.6138333333,59.8417777778,51.2483888889,31.1537777778,14.4441111111,28.9335555556,29.1662222222,36.8667777778,40.8518888889,8.27622222222
553.74,29.771,53.6512777778,59.8917777778,51.3089444445,31.1843333333,14.4571111111,28.9636666667,29.1893333333,36.9266666667,40.8838888889,8.28844444444
554.09,29.7537777778,53.6012777778,59.8263333333,51.2706111111,31.1771111111,14.4912222222,28.9991111111,29.2037777778,36.9194444445,40.8911111111,8.32988888889
554.43,29.807,53.6565,59.8587777778,51.2854444444,31.2146666666,14.4891111111,29.0297777778,29.2216666667,36.9721111111,40.9178888889,8.35844444445
554.77,29.8118888889,53.6296666667,59.832,51.2109444445,31.2354444444,14.4758888889,29.034,29.2213333333,36.9523333333,40.898,8.36944444444
555.11,29.8193333333,53.6413333333,59.8671111111,51.2166666667,31.2351111111,14.4467777778,29.0568888889,29.1811111111,36.9632222222,40.9292222222,8.35644444445
555.45,29.8017777778,53.5372777778,59.7633333333,51.1606111111,31.2061111111,14.4023333333,29.0017777778,29.1585555555,36.8954444444,40.8755555555,8.35555555556
555.80,29.775,53.5356111111,59.7388888889,51.1507777778,31.1844444445,14.3304444444,28.949,29.1155555555,36.8567777778,40.842,8.31588888889
556.14,29.74,53.4529444444,59.5897777778,51.0541666667,31.1192222222,14.3087777778,28.8767777778,29.071,36.7715555556,40.7514444444,8.29666666667
556.48,29.7764444444,53.4740555555,59.5945555555,51.024,31.1175555556,14.2887777778,28.8595555556,29.0534444444,36.7836666667,40.7565555556,8.30566666666
556.82,29.7291111111,53.3998333333,59.4635555556,50.9507777778,31.066,14.246,28.8018888889,28.9897777778,36.715,40.6763333333,8.27322222222
557.16,29.6996666667,53.3504444445,59.3237777778,50.8831666667,30.9994444444,14.1888888889,28.7271111111,28.9047777778,36.6507777778,40.615,8.22088888889
557.50,29.6303333333,53.2867222222,59.2728888889,50.8276666667,30.936,14.1285555555,28.6554444445,28.8254444444,36.602,40.6046666667,8.21177777778
557.85,29.6471111111,53.2472222222,59.2182222222,50.7898888889,30.888,14.1173333333,28.6256666667,28.8088888889,36.5574444445,40.5614444444,8.18388888889
558.19,29.5922222222,53.1564444445,59.1127777778,50.7236111111,30.8335555555,14.0723333334,28.5832222222,28.7626666667,36.4804444445,40.5245555555,8.17688888889
558.53,29.5738888889,53.1081111111,59.0457777778,50.6751666667,30.809,14.0725555555,28.55,28.7355555556,36.4325555556,40.4831111111,8.17977777778
558.87,29.4983333333,52.9923333333,58.838,50.5761666667,30.7306666667,13.998,28.4507777778,28.6936666667,36.3193333333,40.3632222222,8.156
559.21,29.4854444445,53.0166111111,58.8123333333,50.5432222222,30.7254444445,13.9877777778,28.449,28.6742222222,36.285,40.3505555555,8.16022222222
559.55,29.4432222222,52.9669444445,58.7388888889,50.4915,30.6564444444,14.0095555555,28.4463333333,28.6533333333,36.2078888889,40.3284444445,8.19733333333
559.89,29.4488888889,52.9951111111,58.8142222222,50.5642777778,30.6693333333,14.0064444444,28.502,28.662,36.26,40.3734444444,8.21633333333
560.23,29.3524444445,52.9003888889,58.6805555556,50.5352777778,30.6295555556,13.9862222222,28.4504444444,28.6562222222,36.2172222222,40.3401111111,8.21288888889
560.58,29.3561111111,52.8840555556,58.6941111111,50.5068333333,30.6114444444,13.9837777778,28.4303333333,28.6488888889,36.1967777778,40.354,8.25222222222
560.92,29.3752222222,52.8618888889,58.6942222222,50.5407777778,30.6553333333,14.043,28.4704444444,28.7141111111,36.2293333333,40.3913333333,8.37177777778
561.26,29.3325555556,52.77,58.5717777778,50.4436111111,30.6095555556,14.0372222222,28.4353333333,28.677,36.1635555556,40.3217777778,8.38788888889
561.60,29.2312222222,52.6806111111,58.4515555555,50.3238333333,30.5187777778,13.9636666667,28.3638888889,28.5894444445,36.1014444444,40.2492222222,8.36822222222
561.94,29.1776666667,52.6136111111,58.3543333333,50.2986666667,30.4501111111,13.9518888889,28.3165555556,28.5375555556,36.0551111111,40.2116666667,8.338
562.28,29.1531111111,52.6321666667,58.3636666666,50.3546111111,30.462,13.9691111111,28.3164444444,28.5512222222,36.0852222222,40.2556666667,8.38466666667
562.62,29.1558888889,52.6527777778,58.3675555555,50.309,30.4535555556,14.0036666667,28.3086666667,28.5626666667,36.0661111111,40.2435555556,8.39588888889
562.96,29.0726666666,52.5322777778,58.2734444444,50.2464444444,30.3632222222,13.9886666667,28.2534444445,28.5358888889,35.997,40.1885555556,8.39422222222
563.30,29.0156666667,52.4627777778,58.1771111111,50.21,30.2962222222,13.9384444444,28.1844444444,28.4805555555,35.9348888889,40.1103333333,8.35622222222
563.64,28.9331111111,52.3732777778,58.0015555556,50.1203333333,30.2133333333,13.9117777778,28.0933333333,28.4182222222,35.8516666667,40.0015555555,8.35322222222
563.99,28.8561111111,52.2986666667,57.851,50.0515555556,30.103,13.8585555555,28.0106666667,28.3337777778,35.7473333334,39.9126666667,8.32866666667
564.33,28.8144444444,52.291,57.7522222222,50.0566111111,30.0606666667,13.861,27.9831111111,28.335,35.7391111111,39.8792222222,8.32811111111
564.67,28.7376666667,52.2113888889,57.6263333334,49.9423333333,29.9503333333,13.7846666667,27.8864444444,28.2517777778,35.6442222222,39.7943333333,8.27322222222
565.01,28.7224444444,52.2288888889,57.5957777778,49.9441111111,29.9311111111,13.7807777778,27.8842222222,28.2611111111,35.6247777778,39.8113333333,8.27577777778
565.35,28.6971111111,52.2327777778,57.5347777778,49.942,29.9296666666,13.78,27.8294444444,28.2491111111,35.5764444445,39.8045555555,8.28588888889
565.69,28.6392222222,52.1258888889,57.4176666667,49.8349444444,29.8566666667,13.7541111111,27.7902222222,28.219,35.5048888889,39.729,8.31477777778
566.03,28.595,52.047,57.2754444444,49.7801111111,29.7467777778,13.7022222222,27.725,28.139,35.4147777778,39.6718888889,8.27911111111
566.37,28.5352222222,51.9521111111,57.153,49.7207777778,29.6873333333,13.6728888889,27.6575555556,28.075,35.3494444444,39.6291111111,8.28177777778
566.71,28.4802222222,51.9032222222,56.9801111111,49.6383333333,29.593,13.6236666666,27.583,27.9714444444,35.252,39.5262222222,8.24933333333
567.05,28.4075555556,51.8341666667,56.8351111111,49.5627222222,29.5168888889,13.5853333334,27.5448888889,27.8961111111,35.1568888889,39.4722222222,8.23777777778
567.39,28.3574444444,51.7845,56.757,49.5211666667,29.4973333333,13.5637777778,27.5148888889,27.8738888889,35.1114444445,39.4494444445,8.24366666666
567.73,28.3704444445,51.7679444444,56.7021111111,49.5212777778,29.4761111111,13.5723333333,27.5247777778,27.8835555555,35.0781111111,39.4485555555,8.28077777778
568.07,28.2653333333,51.5900555556,56.483,49.3808888889,29.3788888889,13.5224444445,27.4277777778,27.7906666667,34.94,39.3331111111,8.24977777778
568.41,28.1075555555,51.412,56.2645555555,49.2318888889,29.2387777778,13.4653333333,27.3043333333,27.6347777778,34.7668888889,39.1723333333,8.18611111111
568.75,28.003,51.2360555556,56.0265555556,49.1112777778,29.1376666667,13.4044444444,27.223,27.5496666667,34.6381111111,39.0434444445,8.17844444444
569.09,27.93,51.0555555556,55.8201111111,49.0235,29.0252222222,13.389,27.1714444445,27.4957777778,34.5391111111,38.9568888889,8.21955555555
569.43,27.8691111111,50.9717222222,55.6182222222,48.9448888889,28.9516666667,13.3716666667,27.0842222222,27.4215555556,34.437,38.8733333333,8.23333333333
569.77,27.7953333334,50.8363333333,55.4115555556,48.8050555556,28.877,13.3378888889,26.9931111111,27.3581111111,34.3458888889,38.7624444444,8.25222222222
570.11,27.7181111111,50.7256111111,55.2472222222,48.7295555556,28.7587777778,13.3147777778,26.935,27.2903333333,34.2638888889,38.6842222222,8.24733333333
570.45,27.6903333333,50.6238888889,55.171,48.7133333333,28.7243333333,13.3254444445,26.9172222222,27.2803333333,34.2201111111,38.6862222222,8.30777777778
570.79,27.6633333333,50.5122777778,55.0132222222,48.6505555555,28.676,13.3244444445,26.8895555556,27.2433333333,34.1388888889,38.6223333333,8.34688888889
571.13,27.5938888889,50.3839444444,54.8227777778,48.5683888889,28.5593333333,13.2885555556,26.8141111111,27.1555555556,34.0493333334,38.5393333334,8.35755555556
571.47,27.517,50.2576666667,54.6343333334,48.4562777778,28.4787777778,13.2631111111,26.7545555555,27.0647777778,33.9702222222,38.4492222222,8.33311111111
571.81,27.479,50.1802777778,54.5101111111,48.3722777778,28.4281111111,13.2676666667,26.7217777778,27.0137777778,33.9232222222,38.3872222222,8.398
572.15,27.4951111111,50.1352777778,54.4172222222,48.3464444444,28.4221111111,13.277,26.7262222222,27.0297777778,33.8887777778,38.373,8.46166666667
572.49,27.4118888889,50.0104444444,54.2261111111,48.2416111111,28.3046666667,13.257,26.6421111111,26.9438888889,33.7638888889,38.2893333333,8.46233333334
572.83,27.3375555555,49.9532777778,54.0866666667,48.1688333333,28.2528888889,13.2323333333,26.5744444445,26.8432222222,33.6711111111,38.213,8.44233333334
573.17,27.2754444444,49.8621666667,53.9992222222,48.1288888889,28.186,13.2004444444,26.5178888889,26.7812222222,33.5985555555,38.1253333333,8.41955555556
573.51,27.1857777778,49.7565555555,53.8456666667,48.0553333333,28.1166666666,13.1833333334,26.4512222222,26.6954444444,33.4787777778,38.0686666667,8.41477777778
573.85,27.157,49.6305555556,53.6976666667,47.9988333333,28.0851111111,13.2124444445,26.4178888889,26.6466666667,33.3775555556,38.0255555556,8.45677777778
574.19,27.0727777778,49.501,53.4857777778,47.8627222222,27.9745555556,13.1703333333,26.2952222222,26.5412222222,33.2451111111,37.8767777778,8.44155555556
574.53,26.9838888889,49.3573888889,53.2757777778,47.7048888889,27.8745555556,13.1421111111,26.1827777778,26.4737777778,33.156,37.7504444444,8.43844444445
574.87,26.9082222222,49.2226111111,53.08,47.5855,27.8036666667,13.1063333333,26.0902222222,26.4097777778,33.0183333333,37.6402222222,8.43777777778
575.21,26.7964444444,49.0318333333,52.8506666667,47.4334444444,27.6736666667,13.065,25.9607777778,26.2993333333,32.8408888889,37.4878888889,8.43788888889
575.55,26.7074444445,48.8860555556,52.6135555556,47.3302777778,27.5608888889,13.0312222222,25.833,26.1973333333,32.6912222222,37.3757777778,8.42122222222
575.89,26.6103333333,48.7405,52.3887777778,47.2470555555,27.4636666667,12.9956666667,25.7514444445,26.1132222222,32.591,37.2532222222,8.39755555556
576.22,26.5425555556,48.5962222222,52.1816666667,47.1224444445,27.3834444445,12.9623333333,25.6433333334,26.0031111111,32.4938888889,37.1392222222,8.37022222222
576.56,26.457,48.4386666667,51.9878888889,46.9995,27.2688888889,12.9086666667,25.568,25.9482222222,32.3954444445,37.0258888889,8.35755555556
576.90,26.3787777778,48.2726666667,51.7062222222,46.8655555556,27.1673333333,12.8636666667,25.47,25.8631111111,32.2661111111,36.9186666667,8.35366666667
577.24,26.28,48.0728888889,51.4532222222,46.7203888889,27.0103333333,12.81,25.3751111111,25.7658888889,32.1163333333,36.7574444445,8.34511111111
577.58,26.138,47.8982222222,51.1744444445,46.5510555555,26.8687777778,12.7208888889,25.2457777778,25.6631111111,31.9852222222,36.5623333333,8.32933333333
577.92,25.9948888889,47.7362222222,50.9154444444,46.4465555556,26.777,12.622,25.1567777778,25.5516666667,31.8528888889,36.4544444445,8.25688888889
