wavelength,Back_SalCinf,Belly_SalCinf,Breast_SalCinf,Crissum_SalCinf,Crown_SalCinf,DorTail_SalCinf,Patch10_SalCinf,Rump_SalCinf,Throat_SalCinf,WingTip_SalCinf
358.02,6.75125,29.18175,3.42791666667,27.00075,7.25,5.65883333333,21.864,5.84525,3.72933333333,5.8025
358.38,6.79583333334,29.3015833333,3.41766666667,27.0403333333,7.292,5.70541666667,21.8558333333,5.86808333333,3.7335,5.84958333333
358.75,6.87025,29.3690833333,3.52166666667,27.1414166667,7.31058333333,5.713,21.88925,5.84933333333,3.78575,5.87008333333
359.11,6.89683333333,29.5049166667,3.61058333334,27.2134166667,7.38741666666,5.76658333334,21.9933333334,5.87158333333,3.87075,5.912
359.48,6.97033333333,29.6314166667,3.72491666666,27.3485833333,7.43641666667,5.80791666667,22.10475,5.97241666667,3.982,5.99858333333
359.84,6.97,29.7264166667,3.74775,27.3635833333,7.46166666667,5.8305,22.0631666666,6.01133333334,3.95875,6.048
360.20,6.98958333333,29.7795,3.75983333333,27.4393333333,7.5015,5.78291666667,22.1038333333,5.99333333333,3.9235,6.0375
360.57,6.99883333333,29.9549166667,3.76416666666,27.54325,7.52916666667,5.765,22.1548333333,6.02983333333,3.9215,6.07233333334
360.93,7.05675,30.0958333333,3.80008333333,27.6415833333,7.58633333333,5.78675,22.2270833333,6.11883333334,3.96533333333,6.12016666667
361.29,7.09108333333,30.19425,3.84625,27.75325,7.65641666667,5.80416666667,22.27425,6.15316666667,4.00458333333,6.19433333333
361.66,7.21225,30.3636666666,3.955,27.9058333333,7.75333333334,5.90183333333,22.3376666667,6.258,4.11291666667,6.30491666667
362.02,7.26133333333,30.4298333334,3.9635,27.9411666666,7.79583333333,5.94283333333,22.3944166667,6.31825,4.154,6.37658333333
362.39,7.21258333334,30.4874166667,3.91325,27.9695,7.76733333333,5.8955,22.3496666667,6.28875,4.12091666667,6.31641666667
362.75,7.21225,30.626,3.88358333333,28.0518333333,7.78116666667,5.92366666667,22.3670833333,6.32466666667,4.09975,6.32166666667
363.11,7.19308333333,30.64525,3.81675,28.1534166667,7.70091666667,5.87791666667,22.3449166667,6.32191666667,4.05791666667,6.32116666667
363.48,7.12891666667,30.63475,3.7295,28.11825,7.678,5.80716666667,22.2550833333,6.24083333333,3.96483333333,6.22958333334
363.84,7.13625,30.6221666666,3.71275,28.1888333333,7.63825,5.77233333333,22.2271666666,6.24258333334,3.9865,6.22091666666
364.20,7.14466666667,30.761,3.74541666667,28.3510833333,7.6475,5.837,22.2986666667,6.28075,4.03116666667,6.30825
364.57,7.08283333333,30.7460833333,3.6815,28.4035,7.59241666666,5.80008333333,22.181,6.21025,3.98908333333,6.22316666666
364.93,6.99608333333,30.6989166666,3.56891666667,28.382,7.4995,5.74091666667,22.0749166667,6.11758333334,3.88491666667,6.07283333333
365.29,7.00866666667,30.7869166667,3.55775,28.4935,7.51308333333,5.77225,22.0829166667,6.11166666667,3.90366666667,6.06083333333
365.66,6.94966666667,30.7648333334,3.52516666667,28.4961666666,7.48033333334,5.69391666667,22.0178333333,6.04158333333,3.86275,6.01633333333
366.02,6.85675,30.7915,3.47858333333,28.5554166667,7.378,5.60883333333,21.9385,5.94183333333,3.792,5.93425
366.38,6.90375,30.8833333333,3.51525,28.72375,7.39575,5.62225,22.0555,5.955,3.79758333333,5.95816666666
366.75,6.85991666666,30.8540833333,3.46166666666,28.7329166667,7.33766666667,5.55908333333,22.04775,5.94666666667,3.75258333333,5.90708333333
367.11,6.8515,30.84725,3.42591666667,28.7285,7.35608333333,5.53825,21.99925,5.89266666666,3.71825,5.81858333333
367.47,6.92491666667,30.9488333333,3.47533333334,28.894,7.37308333333,5.60733333333,22.0845,5.91858333334,3.74191666666,5.86925
367.84,6.93966666667,31.10125,3.47341666667,29.0710833333,7.39541666667,5.63983333333,22.1841666667,5.89308333333,3.72266666667,5.86333333333
368.20,6.9055,31.1291666667,3.42991666667,29.0621666667,7.37425,5.57475,22.1436666666,5.86558333333,3.68316666667,5.77416666667
368.56,6.916,31.2229166667,3.44925,29.0820833333,7.41883333333,5.59316666667,22.1966666666,5.89491666666,3.70658333333,5.8035
368.93,6.98941666667,31.2996666667,3.55325,29.20925,7.497,5.63883333333,22.3024166667,5.93566666667,3.78166666667,5.90591666667
369.29,7.07741666667,31.42325,3.66708333333,29.3348333333,7.58425,5.68875,22.4079166667,6.03991666667,3.87408333334,5.99708333333
369.65,7.17433333333,31.59425,3.70583333333,29.4546666667,7.64241666667,5.76775,22.51125,6.10958333333,3.93258333333,6.02966666667
370.01,7.26458333333,31.6990833333,3.78283333333,29.5654166667,7.71983333333,5.84625,22.5821666667,6.18625,3.98666666667,6.06908333333
370.38,7.31491666667,31.7405833333,3.89,29.6110833333,7.81666666667,5.92725,22.5798333333,6.262,4.06016666667,6.1555
370.74,7.34225,31.7840833334,3.96283333334,29.6534166667,7.89266666667,5.9635,22.57175,6.27883333333,4.12441666667,6.20966666667
371.10,7.32541666667,31.8993333333,3.98716666667,29.70525,7.86058333333,5.938,22.6048333333,6.29708333333,4.12583333333,6.23616666666
371.46,7.32691666667,31.9544166667,3.97975,29.7288333333,7.88166666666,5.92383333333,22.5935,6.35816666667,4.12808333333,6.1955
371.83,7.40866666667,32.07275,4.08,29.8123333334,7.93883333333,5.96841666667,22.657,6.43875,4.22183333333,6.2615
372.19,7.44833333334,32.1644166667,4.08333333333,29.84275,7.89908333333,5.94741666667,22.6329166667,6.41383333333,4.21483333333,6.26208333334
372.55,7.50666666667,32.25925,4.09575,29.9515833334,7.91666666667,5.91616666667,22.71375,6.43183333333,4.20183333334,6.27841666667
372.92,7.50908333333,32.3463333333,4.06333333333,30.0038333333,7.90791666667,5.88141666667,22.6826666667,6.43258333333,4.1785,6.28225
373.28,7.38808333334,32.3010833333,3.875,29.97075,7.75908333333,5.73566666667,22.5803333333,6.28383333333,4.00458333333,6.10933333333
373.64,7.23783333333,32.2415833333,3.72075,29.9189166667,7.629,5.59633333333,22.45275,6.15266666667,3.84575,5.94975
374.00,7.11416666667,32.18825,3.62191666667,29.8914166666,7.56166666667,5.48175,22.3788333333,6.08325,3.74183333333,5.84541666666
374.37,7.0695,32.2256666667,3.51766666666,29.8938333333,7.46875,5.38466666667,22.3298333333,6.01058333334,3.67225,5.73125
374.73,7.12358333333,32.3635833334,3.52516666667,30.0738333333,7.43975,5.40025,22.3889166667,6.02066666667,3.63733333333,5.75283333333
375.09,7.158,32.4486666667,3.55225,30.16425,7.48408333333,5.42175,22.4075,6.0395,3.63958333334,5.73283333333
375.45,7.10408333333,32.4975,3.51825,30.2265,7.42483333333,5.39016666667,22.42225,5.9955,3.57775,5.72858333333
375.81,7.01225,32.45325,3.3995,30.1998333333,7.32808333333,5.29658333334,22.3604166667,5.87716666666,3.4675,5.60816666667
376.18,7.01108333333,32.5021666667,3.38533333333,30.3293333333,7.35583333334,5.32183333334,22.36325,5.90108333334,3.51266666666,5.64408333333
376.54,6.96341666667,32.5335833333,3.393,30.3558333333,7.33425,5.33416666667,22.3373333333,5.88133333334,3.51908333333,5.63108333333
376.90,6.90666666667,32.5399166667,3.389,30.4174166667,7.30825,5.33425,22.29725,5.8195,3.48575,5.60041666667
377.26,6.99491666667,32.6778333333,3.49983333334,30.4706666667,7.36733333333,5.39133333333,22.3630833333,5.88241666667,3.58958333333,5.68266666666
377.63,7.04025,32.7375,3.55541666667,30.5706666666,7.443,5.40066666666,22.4003333333,5.95183333333,3.63875,5.74775
377.99,7.088,32.8803333333,3.57525,30.7159166667,7.49358333333,5.43641666667,22.4620833334,5.95991666667,3.69691666666,5.77191666667
378.35,7.093,32.9459166667,3.60766666667,30.77825,7.52408333333,5.46816666667,22.4698333333,5.9935,3.72475,5.79333333333
378.71,7.101,33.0145833333,3.61416666667,30.8029166666,7.57341666667,5.47008333333,22.4738333334,6.03341666667,3.76216666667,5.78991666667
379.07,7.12175,33.0674166667,3.64225,30.8885,7.5905,5.47216666667,22.4625833334,6.05883333334,3.80458333333,5.81766666667
379.44,7.141,33.1509166667,3.65033333333,30.9499166667,7.63016666666,5.462,22.5039166666,6.059,3.84133333333,5.80016666666
379.80,7.16333333333,33.3110833333,3.6685,31.1481666667,7.69466666667,5.498,22.5713333333,6.13091666667,3.88,5.85225
380.16,7.2585,33.4784166667,3.78725,31.2513333334,7.83133333333,5.61391666667,22.6913333333,6.25075,3.98625,5.96441666667
380.52,7.30816666667,33.5794166667,3.82966666667,31.4246666667,7.89933333333,5.66091666667,22.7634166667,6.31241666666,4.01208333333,5.98883333334
380.88,7.4595,33.8311666667,3.94233333334,31.6244166667,8.03158333333,5.79691666667,22.931,6.45366666667,4.15383333333,6.096
381.24,7.41183333334,33.8523333333,3.91366666667,31.7065833333,8.02091666667,5.80525,22.8585,6.441,4.12383333333,6.07091666667
381.61,7.42041666667,33.9348333333,3.8975,31.7694166667,8.02375,5.862,22.8968333333,6.44641666666,4.14716666667,6.08816666667
381.97,7.40391666667,33.9778333333,3.86308333333,31.78975,7.98308333334,5.827,22.8541666667,6.433,4.102,6.06125
382.33,7.38975,34.0725833333,3.82533333333,31.8845833333,7.93666666667,5.77491666667,22.8699166667,6.39525,4.06466666667,6.01975
382.69,7.39333333333,34.0993333334,3.83833333334,31.9411666667,7.91316666667,5.802,22.8681666667,6.38941666667,4.06216666667,6.03433333333
383.05,7.42741666667,34.2631666667,3.86716666667,32.08025,7.96825,5.87425,22.9945833334,6.45516666667,4.117,6.07683333334
383.41,7.47875,34.3645833333,3.90783333333,32.1739166667,7.998,5.93583333334,23.0215,6.51758333333,4.18508333334,6.1365
383.77,7.52608333334,34.42175,3.93958333333,32.1973333333,8.0105,5.94475,23.0053333333,6.54483333334,4.22083333333,6.15283333333
384.14,7.45041666667,34.38175,3.83125,32.274,7.89191666666,5.85616666667,22.9565833333,6.44116666667,4.09833333333,6.02758333333
384.50,7.47683333333,34.453,3.82541666667,32.2740833333,7.897,5.8675,22.9241666667,6.42208333333,4.10375,6.04225
384.86,7.42566666667,34.4245833333,3.75575,32.2785833333,7.86391666667,5.80491666667,22.898,6.36833333333,4.06266666666,5.98516666667
385.22,7.43991666666,34.5078333333,3.74958333333,32.3643333333,7.864,5.78741666666,22.9391666667,6.37608333333,4.05225,5.994
385.58,7.45441666666,34.5508333333,3.79158333334,32.4183333333,7.86075,5.76316666667,22.9355833333,6.39025,4.05658333333,5.99741666666
385.94,7.50908333333,34.6666666667,3.839,32.5581666666,7.90858333333,5.79891666667,23.0320833333,6.41858333333,4.114,6.045
386.30,7.55175,34.76825,3.886,32.67975,7.9715,5.85591666667,23.10375,6.44883333333,4.16633333334,6.12033333333
386.66,7.55716666667,34.8594166667,3.89325,32.7619166666,8.00216666667,5.84283333334,23.0935833334,6.42125,4.17558333334,6.09866666667
387.03,7.51141666667,34.8660833333,3.83491666667,32.73725,7.92841666667,5.78108333334,23.03525,6.356,4.12225,6.06866666666
387.39,7.509,34.9635,3.861,32.847,7.98133333333,5.81133333333,23.0739166666,6.378,4.14708333333,6.096
387.75,7.54216666667,35.0325,3.87833333334,32.8956666667,8.02525,5.84791666667,23.1356666666,6.41591666667,4.17916666667,6.11708333333
388.11,7.52641666666,35.0639166667,3.88216666666,32.8974166667,8.01733333333,5.81816666667,23.13575,6.42316666667,4.19016666667,6.13083333333
388.47,7.52,35.0906666666,3.88291666667,32.9494166667,7.99491666667,5.80658333334,23.1768333333,6.43541666667,4.19866666666,6.12825
388.83,7.53541666667,35.113,3.91658333333,32.9974166667,7.97783333333,5.80675,23.1619166667,6.46666666667,4.18733333333,6.15908333333
389.19,7.49875,35.1250833333,3.87983333333,32.98925,7.93825,5.74958333333,23.1583333333,6.43141666667,4.15683333333,6.11391666667
389.55,7.53308333334,35.2295833333,3.9,33.1403333334,7.97741666667,5.77991666667,23.2328333334,6.452,4.16916666667,6.11858333333
389.91,7.50716666667,35.2611666667,3.89933333333,33.1533333333,7.95283333333,5.78933333333,23.2315833333,6.44491666667,4.16216666667,6.13008333333
390.27,7.51375,35.325,3.87775,33.2206666667,7.95791666667,5.77175,23.2313333334,6.44633333333,4.13591666667,6.11908333333
390.63,7.53341666667,35.381,3.88866666666,33.3246666667,7.97,5.798,23.2915,6.50016666667,4.1505,6.14566666667
391.00,7.61725,35.4789166667,3.96408333333,33.4818333333,8.06116666666,5.84658333333,23.3891666666,6.56383333333,4.2075,6.20425
391.36,7.68275,35.5128333333,4.00233333333,33.5475,8.06625,5.85191666667,23.4,6.56541666667,4.21741666667,6.24783333333
391.72,7.6815,35.5578333334,4.05125,33.61425,8.08733333333,5.86241666667,23.3959166667,6.56066666666,4.214,6.265
392.08,7.70716666666,35.6910833333,4.09383333334,33.7241666667,8.13875,5.87583333333,23.4095833333,6.56458333333,4.23783333333,6.27441666667
392.44,7.65483333333,35.73875,4.04283333333,33.8135833333,8.092,5.83516666666,23.3855,6.52016666667,4.19966666667,6.22583333333
392.80,7.62441666667,35.7949166667,4.00825,33.8256666667,8.05341666667,5.79766666667,23.3799166667,6.49941666667,4.178,6.19225
393.16,7.69966666667,35.9429166667,4.064,34.0003333333,8.10833333333,5.86141666666,23.4679166667,6.54616666667,4.2135,6.25925
393.52,7.6935,36.0561666667,4.0815,34.0675833334,8.10641666667,5.894,23.4829166666,6.55783333334,4.24616666667,6.29575
393.88,7.74783333333,36.1433333334,4.10666666667,34.1636666667,8.14141666667,5.90508333333,23.5015,6.58091666667,4.27808333333,6.32508333333
394.24,7.6925,36.136,4.07583333333,34.1713333333,8.09091666667,5.87933333333,23.4491666667,6.53841666667,4.24475,6.2905
394.60,7.63558333334,36.2023333333,4.02358333333,34.1926666666,8.05275,5.82875,23.4065833333,6.4935,4.20308333333,6.24083333333
394.96,7.60725,36.2045,3.98891666667,34.2260833333,8.02766666667,5.80933333334,23.3544166667,6.46658333334,4.20108333334,6.21941666666
395.32,7.54441666667,36.23925,3.93183333333,34.2643333333,8.00091666667,5.7525,23.3196666667,6.443,4.16141666666,6.14625
395.68,7.54883333333,36.298,3.91233333333,34.3845833334,7.99016666667,5.74391666667,23.35075,6.43483333333,4.17233333333,6.146
396.04,7.584,36.3268333333,3.92125,34.4383333333,8.00991666666,5.79425,23.3895833334,6.47141666667,4.20583333333,6.16733333333
396.40,7.632,36.3793333333,3.9635,34.4804166667,8.0365,5.81641666666,23.4046666667,6.51341666666,4.23941666666,6.18133333333
396.76,7.64533333333,36.4555833333,3.97191666666,34.59175,8.06066666666,5.8415,23.4254166667,6.52458333333,4.25616666666,6.18341666667
397.12,7.58241666666,36.4503333333,3.94008333333,34.5776666667,8.05625,5.80458333333,23.378,6.48875,4.24641666667,6.13408333333
397.48,7.55358333334,36.4315833333,3.89383333333,34.5813333333,8.01641666667,5.719,23.3380833333,6.43883333333,4.17625,6.05933333333
397.84,7.515,36.4595,3.89425,34.62825,7.98383333333,5.71408333334,23.3271666667,6.42833333333,4.15383333334,6.019
398.20,7.55641666667,36.536,3.937,34.6840833333,8.01641666667,5.73958333333,23.3845,6.47033333334,4.19541666667,6.03375
398.56,7.58125,36.5679166666,3.94191666667,34.734,8.02608333333,5.73441666667,23.3964166667,6.46258333333,4.19675,6.02791666666
398.92,7.51916666667,36.6170833333,3.9055,34.7695,7.98,5.66241666667,23.3609166667,6.415,4.12558333334,5.97383333333
399.28,7.58275,36.7325833333,3.96575,34.8855833333,8.03175,5.71191666667,23.45275,6.44641666667,4.16591666667,6.01016666667
399.64,7.53766666667,36.78975,3.924,34.9135833333,7.98966666667,5.66416666667,23.4080833333,6.4145,4.09608333333,5.98491666667
400.00,7.50683333333,36.86075,3.89733333333,34.9508333333,7.97308333333,5.6245,23.413,6.38458333333,4.04,5.94166666667
400.36,7.53216666667,36.9933333333,3.91425,35.0935833333,8.01441666666,5.64841666666,23.4734166666,6.396,4.07483333333,5.9765
400.72,7.54983333334,37.0529166666,3.94183333334,35.1623333333,8.06775,5.67933333334,23.5270833333,6.41358333334,4.1085,5.99383333334
401.08,7.56483333333,37.0929166667,3.95625,35.2015833334,8.05558333334,5.69341666667,23.5085833333,6.41308333333,4.11191666667,5.98583333334
401.44,7.55241666667,37.1205833333,3.94125,35.237,8.06025,5.68816666667,23.5114166666,6.40566666666,4.122,6.00041666667
401.80,7.54566666667,37.1675833333,3.9055,35.2684166667,8.0645,5.65791666667,23.5088333333,6.39391666667,4.10025,5.97241666667
402.16,7.59525,37.2595,3.94391666667,35.3738333333,8.09175,5.701,23.5515,6.43325,4.14408333333,6.01433333333
402.52,7.63458333333,37.3189166667,4.02933333333,35.4805,8.14491666667,5.76466666666,23.6415,6.48825,4.2125,6.09208333334
402.88,7.68725,37.4006666667,4.05958333333,35.5705833333,8.18291666667,5.8125,23.7055,6.51458333333,4.2405,6.12566666667
403.24,7.63658333333,37.3953333333,4.01175,35.5941666667,8.11758333333,5.75516666666,23.6379166667,6.46425,4.20316666667,6.09308333333
403.60,7.65908333333,37.45375,4.04266666667,35.6548333333,8.13891666667,5.76083333334,23.6911666667,6.48083333333,4.22241666667,6.08883333333
403.95,7.70766666667,37.5421666667,4.08775,35.7471666667,8.17675,5.78791666667,23.7363333333,6.5335,4.27025,6.1495
404.31,7.67166666667,37.5274166667,4.0535,35.7375,8.14991666667,5.7515,23.6990833333,6.49175,4.21916666667,6.11008333333
404.67,7.68025,37.5660833334,4.04075,35.77475,8.12175,5.71875,23.6819166667,6.48358333333,4.2085,6.11058333333
405.03,7.71225,37.578,4.05308333333,35.8353333333,8.15808333333,5.72158333333,23.7023333333,6.52283333333,4.23525,6.15333333333
405.39,7.73875,37.6485,4.07725,35.9211666667,8.19266666666,5.73641666666,23.7365833333,6.56283333333,4.26858333333,6.1815
405.75,7.72366666667,37.65425,4.07683333334,35.9433333333,8.188,5.73158333333,23.7191666667,6.56891666667,4.26891666667,6.17341666667
406.11,7.67325,37.637,4.0395,35.9394166667,8.1415,5.66966666667,23.65075,6.54275,4.22525,6.13408333333
406.47,7.67858333333,37.6665,3.996,35.9428333333,8.12658333333,5.63591666667,23.6193333333,6.53391666667,4.19466666667,6.11058333333
406.83,7.65225,37.7170833334,3.953,35.9713333334,8.09525,5.61516666666,23.5721666666,6.51375,4.17666666667,6.08658333333
407.19,7.63691666667,37.7495,3.93541666667,35.989,8.09691666667,5.60425,23.5928333333,6.49791666667,4.1655,6.07033333334
407.55,7.62833333333,37.7581666666,3.91183333333,35.9613333333,8.096,5.59866666667,23.55775,6.483,4.17275,6.0605
407.90,7.57875,37.68525,3.85725,35.9100833334,8.04633333333,5.56616666666,23.4608333333,6.42791666667,4.12908333333,6.00475
408.26,7.59133333333,37.7546666667,3.85533333333,35.9565,8.07283333333,5.56783333333,23.48475,6.446,4.13033333333,6.01125
408.62,7.54508333333,37.8055,3.826,36.0241666667,8.06033333333,5.53441666667,23.4646666667,6.40216666667,4.09291666667,5.97875
408.98,7.54425,37.9409166666,3.83408333333,36.1324166667,8.06825,5.5515,23.5041666667,6.42283333333,4.09033333333,5.98075
409.34,7.55016666667,37.9823333333,3.83466666667,36.2088333334,8.06408333333,5.57991666666,23.51575,6.41925,4.07291666666,5.98208333333
409.70,7.55208333333,38.0303333333,3.82683333333,36.275,8.06283333333,5.57041666667,23.5135833333,6.40233333333,4.06425,5.97191666667
410.06,7.57275,38.16125,3.82783333334,36.3875833334,8.10333333333,5.59516666667,23.6078333334,6.40833333333,4.08791666667,6.00116666667
410.42,7.55041666667,38.20925,3.8325,36.4674166667,8.10283333333,5.59333333333,23.6223333333,6.39816666667,4.08875,6.01433333333
410.77,7.58516666667,38.2155,3.87441666667,36.5311666667,8.12908333333,5.60708333333,23.6463333333,6.40866666666,4.106,6.03675
411.13,7.59183333333,38.2593333333,3.87933333333,36.5973333333,8.11183333333,5.6105,23.6330833333,6.42075,4.10725,6.05233333333
411.49,7.60241666667,38.325,3.89166666666,36.70825,8.12816666667,5.63883333333,23.6528333333,6.43983333333,4.11683333333,6.078
411.85,7.59775,38.393,3.89308333333,36.7835833333,8.127,5.61075,23.6805833333,6.44025,4.11891666667,6.08233333333
412.21,7.57725,38.3815,3.90233333333,36.806,8.09733333333,5.62091666667,23.6418333334,6.43933333333,4.12325,6.09575
412.57,7.61141666666,38.4478333333,3.9185,36.877,8.10566666667,5.64675,23.6933333333,6.45116666667,4.14058333333,6.11808333333
412.92,7.61433333333,38.4876666667,3.89725,36.8935833333,8.10558333333,5.62025,23.6940833333,6.43016666667,4.12058333333,6.09125
413.28,7.60833333334,38.5683333333,3.91341666666,36.9118333333,8.13108333334,5.61325,23.704,6.44083333333,4.12825,6.08583333333
413.64,7.63125,38.6493333333,3.95141666667,36.9743333334,8.18025,5.65141666667,23.7475833333,6.47825,4.15675,6.12558333333
414.00,7.64441666667,38.67525,3.9755,37.0115833333,8.19141666667,5.66566666667,23.725,6.48808333333,4.15016666667,6.1275
414.36,7.645,38.7183333333,3.96566666667,37.0326666667,8.17966666667,5.67066666667,23.7081666667,6.48441666667,4.14991666666,6.09283333333
414.72,7.64033333334,38.8269166666,3.97275,37.0670833333,8.1835,5.6875,23.7721666667,6.505,4.16075,6.09808333333
415.07,7.674,38.93125,4.00783333333,37.1573333333,8.23491666667,5.72816666667,23.81725,6.54025,4.1845,6.127
415.43,7.68766666667,38.9546666667,4.00916666667,37.1775,8.22666666667,5.71283333333,23.819,6.557,4.19658333333,6.1225
415.79,7.66791666667,39.0270833333,3.99408333333,37.26175,8.213,5.69983333333,23.8339166667,6.54266666667,4.18358333334,6.11483333333
416.15,7.70025,39.1030833333,3.99433333334,37.35175,8.22175,5.706,23.8725,6.55141666667,4.2,6.11258333333
416.51,7.71383333333,39.1339166667,4.02183333333,37.3865,8.238,5.72375,23.8583333333,6.58566666667,4.20941666667,6.13166666667
416.86,7.74991666667,39.2093333333,4.03666666667,37.4958333333,8.2235,5.77083333333,23.8844166667,6.59766666666,4.22866666667,6.16808333333
417.22,7.75891666666,39.27325,4.02141666667,37.5886666666,8.20183333333,5.7585,23.859,6.56475,4.21366666667,6.16375
417.58,7.76808333334,39.3281666666,4.01758333333,37.6554166667,8.17958333333,5.745,23.8435,6.56658333333,4.20575,6.15741666667
417.94,7.73141666667,39.35075,3.98591666667,37.6761666667,8.14658333333,5.72275,23.8231666667,6.5285,4.17433333333,6.12725
418.29,7.73883333333,39.4015833333,4.01066666667,37.7405,8.16608333333,5.7285,23.8379166666,6.54283333333,4.18583333334,6.1525
418.65,7.73791666667,39.403,4.013,37.7604166667,8.1655,5.7285,23.812,6.56266666667,4.18633333333,6.15358333333
419.01,7.74208333333,39.4058333333,4.02633333333,37.79375,8.16975,5.74266666667,23.8034166667,6.59058333333,4.20291666666,6.16375
419.37,7.76508333333,39.482,4.05475,37.8730833333,8.18641666667,5.77075,23.8170833333,6.6025,4.2275,6.18491666667
419.73,7.80283333334,39.5290833333,4.08025,37.9330833333,8.2195,5.80583333333,23.8389166667,6.63566666667,4.2615,6.21691666667
420.08,7.82041666667,39.5681666667,4.11525,37.9801666666,8.25341666667,5.83291666667,23.8509166667,6.67541666667,4.29225,6.25516666666
420.44,7.82716666667,39.6333333334,4.11725,38.05125,8.26691666667,5.83766666667,23.87375,6.6855,4.30583333334,6.26266666667
420.80,7.79975,39.6359166667,4.11991666667,38.0665,8.27175,5.82058333333,23.8515833333,6.67775,4.29708333333,6.25016666667
421.16,7.79575,39.6404166666,4.14058333333,38.0750833333,8.28766666667,5.83508333333,23.8605,6.6945,4.31825,6.26475
421.51,7.81333333333,39.7033333334,4.141,38.14375,8.30625,5.85,23.895,6.70266666666,4.33783333334,6.28483333333
421.87,7.82183333333,39.749,4.155,38.1895833334,8.32633333333,5.85733333333,23.9016666667,6.71658333333,4.36175,6.29233333333
422.23,7.833,39.7826666667,4.15008333334,38.2503333333,8.33091666667,5.85691666667,23.9004166666,6.7205,4.37175,6.29308333333
422.58,7.83558333333,39.8156666667,4.15891666667,38.2989166667,8.33858333334,5.85375,23.9024166667,6.72183333333,4.38508333334,6.30216666667
422.94,7.83358333334,39.8575,4.14958333333,38.32475,8.34091666667,5.84075,23.9008333334,6.69658333333,4.3735,6.29966666666
423.30,7.80725,39.8575833333,4.12575,38.3465,8.3175,5.82383333334,23.8883333333,6.66983333333,4.356,6.28225
423.66,7.78908333333,39.892,4.11958333333,38.3695,8.297,5.80741666667,23.8745,6.65916666667,4.33966666666,6.25066666667
424.01,7.77225,39.9128333333,4.09341666667,38.3855,8.26358333333,5.77016666667,23.8466666667,6.62683333333,4.31191666667,6.21758333333
424.37,7.7425,39.9244166667,4.06325,38.404,8.2435,5.744,23.813,6.58566666667,4.28158333333,6.1935
424.73,7.74466666667,39.9435,4.05325,38.428,8.23866666667,5.73083333333,23.7973333333,6.5795,4.28458333333,6.18316666666
425.08,7.74925,39.99375,4.045,38.4845,8.23025,5.71683333333,23.7926666667,6.58375,4.28191666667,6.16516666667
425.44,7.7195,39.9873333333,4.03525,38.49125,8.21308333333,5.6915,23.7666666667,6.57341666667,4.25883333333,6.15216666667
425.80,7.73008333333,40.0305833333,4.04191666667,38.5378333333,8.21116666667,5.68008333333,23.7673333333,6.58308333333,4.25308333333,6.15383333334
426.16,7.71958333334,40.0973333334,4.03291666667,38.5870833333,8.19883333333,5.67233333333,23.77325,6.57216666666,4.24208333333,6.13766666666
426.51,7.70841666667,40.16375,4.01441666667,38.65175,8.1915,5.65483333333,23.7753333333,6.54416666667,4.22016666667,6.1215
426.87,7.70266666667,40.2276666667,4.006,38.732,8.18066666667,5.63566666667,23.7738333333,6.54716666667,4.21925,6.10275
427.23,7.693,40.3208333333,3.99566666667,38.7968333333,8.19433333333,5.61333333334,23.7743333334,6.553,4.199,6.09308333333
427.58,7.68575,40.3620833334,3.98616666667,38.88675,8.20383333333,5.60966666667,23.7836666667,6.54041666667,4.188,6.10366666667
427.94,7.66441666667,40.4244166666,3.95941666667,38.9423333333,8.19866666666,5.58666666666,23.7891666667,6.51591666667,4.16,6.09283333334
428.30,7.67816666666,40.4640833334,3.97516666666,38.9895,8.19866666666,5.587,23.7910833334,6.53658333333,4.16641666667,6.09416666667
428.65,7.701,40.57975,3.99975,39.09025,8.22,5.61408333333,23.8529166667,6.55991666666,4.188,6.13025
429.01,7.70533333333,40.63,4.00241666666,39.14575,8.22,5.6295,23.8560833333,6.552,4.1715,6.15866666667
429.37,7.70958333333,40.6783333333,4.00358333333,39.184,8.21116666667,5.63041666666,23.8494166667,6.53491666667,4.16933333334,6.14
429.72,7.6865,40.663,3.96975,39.2094166667,8.19533333333,5.60683333333,23.8149166667,6.51391666667,4.15325,6.12858333333
430.08,7.68366666667,40.67775,3.97708333333,39.2230833333,8.194,5.60141666667,23.80625,6.51275,4.14675,6.14066666667
430.44,7.69933333333,40.7136666666,3.98583333333,39.26875,8.20016666667,5.61933333333,23.8016666667,6.52183333333,4.15925,6.13791666667
430.79,7.6975,40.7836666667,3.97825,39.3425,8.20558333333,5.63458333333,23.8309166667,6.50616666667,4.14833333333,6.14708333333
431.15,7.71333333334,40.81475,3.996,39.3983333333,8.2075,5.64758333333,23.8486666667,6.511,4.16783333333,6.14525
431.50,7.72691666667,40.863,3.99783333334,39.40375,8.19675,5.64416666666,23.8454166667,6.5205,4.17283333333,6.14408333333
431.86,7.76566666667,40.9369166666,4.03658333333,39.4900833333,8.23708333333,5.6855,23.87875,6.558,4.21016666667,6.18025
432.22,7.79191666667,41.0094166667,4.06041666667,39.5728333333,8.26608333334,5.70866666667,23.91325,6.59175,4.24175,6.2055
432.57,7.81891666667,41.0319166667,4.088,39.6211666666,8.29808333333,5.74825,23.9283333333,6.62275,4.27366666667,6.22075
432.93,7.81225,41.048,4.08291666667,39.6426666667,8.29175,5.73416666667,23.93275,6.61358333333,4.27475,6.20183333334
