wavelength,Back_CatHomm,Belly_CatHomm,Breast_CatHomm,Crissum_CatHomm,Crown_CatHomm,DorTail_CatHomm,Rump_CatHomm,Throat_CatHomm,WingTip_CatHomm
348.91,6.58693333333,8.1954,9.06046666667,5.14066666667,5.52553333333,8.344,7.88753333333,9.70806666667,8.14746666667
349.27,7.23146666667,8.61446666665,9.50113333333,5.64523333333,5.91193333333,8.7886,8.38746666667,10.1768,8.66193333333
349.64,7.37266666667,8.54373333333,9.532,5.85626666667,6.02866666667,8.847,8.31906666667,10.1961333333,8.85746666667
350.00,7.141,8.20933333333,9.22073333333,5.5773,5.7232,8.5378,7.99573333333,9.88279999999,8.53786666667
350.37,7.355,8.36973333333,9.46686666667,5.65226666667,5.849,8.6388,8.09013333333,10.1086666667,8.6542
350.73,7.78646666667,8.78239999999,9.9588,5.97783333333,6.31073333333,8.89573333333,8.46233333333,10.4696666667,9.07126666667
351.10,8.09013333334,9.15000000001,10.1434,6.2776,6.6514,9.25239999999,8.8018,10.6758,9.25746666667
351.46,8.0122,9.10806666666,10.0866,6.30993333333,6.66666666667,9.31693333333,8.80733333333,10.6576,9.14366666667
351.83,7.848,8.81626666667,9.72866666666,6.0101,6.36753333333,9.024,8.49693333333,10.469,8.77053333333
352.19,7.50826666667,8.48073333333,9.5036,5.8428,6.0216,8.7478,8.22393333334,10.2796,8.48073333333
352.55,7.49566666667,8.47953333334,9.48313333333,5.7402,5.9026,8.52933333333,8.055,10.1224,8.33946666666
352.92,7.2574,8.409,9.2926,5.56726666667,5.63413333333,8.4388,7.83833333333,9.88326666666,8.0318
353.28,7.01213333333,8.2506,9.14886666666,5.3885,5.52686666667,8.34946666667,7.60433333333,9.65713333333,7.79186666667
353.65,6.93573333333,8.19759999999,8.94586666667,5.23606666667,5.39013333333,8.27593333333,7.60093333333,9.46933333334,7.61553333333
354.01,6.9984,8.24313333333,8.90646666667,5.29686666667,5.39293333333,8.24806666667,7.61346666667,9.34393333333,7.652
354.38,6.94086666667,8.21653333334,8.74566666666,5.18066666667,5.29166666667,8.30626666667,7.51706666667,9.07160000001,7.47473333333
354.74,6.28986666667,7.56453333332,8.05766666667,4.42666666667,4.5592,7.6948,6.862,8.388,6.634
355.11,5.84833333333,7.18333333334,7.7778,4.0032,4.11513333334,7.22906666667,6.47013333333,8.1252,6.20933333333
355.47,5.97553333333,7.24633333334,7.81713333333,4.0513,4.17386666667,7.17053333333,6.3992,8.11586666667,6.26546666667
355.83,5.82246666667,7.37086666667,7.90893333333,3.9983,4.09886666667,7.2092,6.30793333333,8.0578,6.2556
356.20,5.91973333333,7.40933333334,7.82993333333,3.9365,4.08233333333,7.18186666667,6.21586666667,8.12193333333,6.27613333333
356.56,6.08366666667,7.49053333333,7.95513333333,4.09583333333,4.415,7.465,6.50606666667,8.3438,6.45966666666
356.93,6.33893333333,7.70386666666,8.12713333333,4.36016666667,4.6878,7.75346666667,6.69993333333,8.5832,6.6668
357.29,6.33913333333,7.70673333333,8.0754,4.38376666667,4.6806,7.76006666667,6.81406666667,8.54213333333,6.71186666667
357.66,6.35286666667,7.76840000001,8.09013333333,4.39686666667,4.72866666667,7.72813333333,6.85566666667,8.5364,6.74706666666
358.02,6.5956,7.92726666667,8.36199999999,4.63746666667,5.0228,8.03406666667,7.03813333333,8.773,6.95113333333
358.38,6.68233333333,7.96020000001,8.36159999999,4.69716666667,5.19373333333,7.9796,7.04066666667,8.8682,6.9784
358.75,7.23713333333,8.49580000001,8.75453333333,5.24053333333,5.7008,8.45793333333,7.42353333333,9.37073333333,7.50713333333
359.11,7.19726666667,8.4178,8.65513333334,5.2867,5.69846666667,8.3806,7.39386666667,9.21526666667,7.5384
359.48,7.087,8.45293333333,8.60019999999,5.26866666667,5.64966666667,8.38813333333,7.3998,9.1896,7.57593333333
359.84,7.00026666667,8.28646666667,8.41146666667,5.20683333333,5.54746666667,8.23413333333,7.31333333333,9.058,7.48693333333
360.20,7.09106666667,8.33086666667,8.48573333333,5.34606666667,5.72333333333,8.2432,7.4582,9.0416,7.59966666667
360.57,7.086,8.48160000001,8.4948,5.36283333333,5.6544,8.22613333333,7.3842,9.07460000001,7.69206666667
360.93,6.9202,8.29406666667,8.30999999999,5.08586666667,5.37633333333,7.9378,7.18346666667,8.86853333333,7.45306666667
361.29,6.72353333333,8.11166666667,8.08966666667,4.88556666667,5.17433333333,7.63526666667,6.87493333333,8.6922,7.2882
361.66,6.732,8.0724,8.0942,4.92453333333,5.08966666667,7.5798,6.83186666667,8.7268,7.35546666667
362.02,6.54573333333,8.01006666666,7.87046666667,4.7728,4.88913333333,7.3522,6.68853333334,8.59626666666,7.18153333333
362.39,6.69746666667,8.14846666666,8.01660000001,4.9671,5.03133333333,7.43986666667,6.83833333333,8.667,7.35706666666
362.75,6.3398,7.77126666667,7.77113333333,4.66766666667,4.71386666667,7.05226666667,6.59873333333,8.34806666667,7.08926666667
363.11,6.32686666667,7.76999999999,7.7108,4.6143,4.69706666666,6.95653333333,6.48286666667,8.3154,7.03453333333
363.48,6.25166666667,7.57033333333,7.58933333333,4.5098,4.55933333333,6.7432,6.37933333333,8.2184,6.8454
363.84,6.2702,7.5118,7.55406666667,4.50033333333,4.53766666667,6.66653333333,6.4132,8.21713333334,6.74793333333
364.20,6.04066666667,7.32619999999,7.33266666667,4.3139,4.25246666667,6.50686666667,6.19366666667,7.99193333333,6.5136
364.57,6.10513333333,7.377,7.34313333333,4.31756666666,4.272,6.5178,6.139,7.93833333333,6.3824
364.93,6.58853333334,7.76646666667,7.71533333333,4.74126666667,4.74286666667,6.9936,6.5612,8.36906666667,6.92213333333
365.29,7.0384,8.24893333334,8.16033333334,5.19176666667,5.1424,7.4204,6.94286666666,8.71953333333,7.277
365.66,7.29666666667,8.51566666667,8.4848,5.41173333333,5.46133333334,7.69393333333,7.16993333333,8.94373333333,7.40973333333
366.02,7.40973333333,8.54993333333,8.6594,5.42023333333,5.55386666667,7.735,7.28306666667,8.9916,7.5226
366.38,7.3256,8.40906666667,8.56800000001,5.20533333333,5.4312,7.62593333333,7.2118,8.94066666667,7.40166666667
366.75,7.43646666667,8.57200000001,8.69733333333,5.2681,5.49306666667,7.74653333333,7.33886666667,9.0108,7.4572
367.11,7.43493333333,8.58253333333,8.7964,5.32276666667,5.50886666667,7.9018,7.47,9.12280000001,7.4806
367.47,7.25606666667,8.3818,8.57953333333,5.1032,5.32913333333,7.82426666667,7.2032,8.92186666667,7.302
367.84,7.51213333333,8.70546666665,8.88293333333,5.4163,5.68633333333,8.13,7.4018,9.18486666667,7.59006666667
368.20,7.65293333333,8.80613333333,9.01553333333,5.52056666667,5.81153333333,8.125,7.4898,9.33466666667,7.73813333333
368.56,7.46353333333,8.6338,8.84733333333,5.47483333333,5.6564,7.94726666667,7.36033333333,9.28133333333,7.65926666667
368.93,6.9926,8.28946666667,8.36820000001,5.1012,5.17646666667,7.41893333333,6.84586666667,8.75506666667,7.1036
369.29,6.7276,7.88946666666,8.14773333333,4.85923333333,4.9274,7.12913333333,6.77066666667,8.596,6.86753333333
369.65,6.72413333333,7.83586666667,8.08679999999,4.8162,4.87353333333,7.0216,6.75986666667,8.48833333333,6.81013333333
370.01,6.56633333333,7.64766666667,7.9306,4.75836666667,4.8192,6.9674,6.5594,8.49986666667,6.62353333333
370.38,6.34113333333,7.49153333333,7.79239999999,4.74596666667,4.6982,6.82593333334,6.35166666667,8.33073333333,6.49326666667
370.74,6.3766,7.45639999999,7.74619999999,4.78353333333,4.75186666667,6.81353333333,6.23013333333,8.3578,6.46753333333
371.10,6.50406666667,7.56913333334,7.85613333333,4.9205,4.84793333333,6.84646666667,6.2898,8.33666666666,6.52846666667
371.46,6.90266666667,7.95266666667,8.32566666666,5.32233333333,5.1718,7.1352,6.71113333333,8.71893333333,6.8994
371.83,6.89893333333,7.85173333333,8.34366666667,5.27826666667,5.017,7.073,6.71786666667,8.7022,6.84766666667
372.19,6.70746666667,7.83473333334,8.31626666666,5.1726,4.92153333333,7.0252,6.63253333333,8.59966666667,6.6974
372.55,6.76226666667,7.80733333333,8.35026666667,5.14343333333,4.91806666667,6.974,6.6736,8.627,6.62573333333
372.92,6.9418,7.9278,8.6554,5.28653333334,5.15713333333,7.1322,6.884,8.8118,6.7584
373.28,6.71086666667,7.73873333333,8.3852,4.97523333334,4.9344,6.86406666667,6.57826666667,8.49746666667,6.44893333333
373.64,6.39313333333,7.41293333333,8.04793333333,4.69783333333,4.61666666667,6.63286666667,6.2918,8.33493333333,6.1566
374.00,6.62653333333,7.61573333333,8.20400000001,4.84036666667,4.695,6.78026666667,6.5596,8.4478,6.37926666667
374.37,6.90573333333,7.88853333333,8.47286666667,5.11786666667,4.87706666667,7.08166666667,6.90233333333,8.7518,6.60026666667
374.73,6.86566666667,7.90126666667,8.44986666667,5.1022,4.83113333333,7.04853333333,6.93413333333,8.73406666667,6.6208
375.09,6.7758,7.75146666667,8.23946666666,4.90453333333,4.65746666667,6.88813333333,6.8206,8.708,6.49966666667
375.45,6.70433333333,7.76626666666,8.21746666666,4.9295,4.6646,6.8704,6.86413333333,8.69373333333,6.39093333333
375.81,6.47766666667,7.64226666666,7.99873333334,4.766,4.52986666667,6.63006666667,6.65766666667,8.4682,6.2216
376.18,6.65786666667,7.73606666666,8.1144,4.90173333333,4.66786666667,6.76193333333,6.8038,8.59106666667,6.3182
376.54,6.65793333333,7.74133333333,8.06846666666,4.93356666667,4.637,6.8272,6.798,8.53266666667,6.363
376.90,6.64946666667,7.70973333334,8.02873333333,4.99843333333,4.5632,6.7472,6.78153333333,8.5748,6.33606666667
377.26,6.95406666667,8.0642,8.39393333333,5.35783333333,4.8972,7.0612,7.061,8.85606666667,6.62733333333
377.63,6.95793333333,8.14286666666,8.48173333333,5.4131,4.8908,7.07853333333,7.0672,8.81793333333,6.63026666667
377.99,6.84126666667,8.12966666667,8.43726666667,5.3728,4.8214,6.97433333333,6.96046666667,8.69773333333,6.52533333333
378.35,6.68046666667,8.0078,8.18453333333,5.1086,4.6316,6.8298,6.7606,8.5884,6.29613333333
378.71,7.0082,8.34419999999,8.50286666666,5.42896666667,4.99453333333,7.142,7.11193333333,8.95633333333,6.52993333333
379.07,7.23173333333,8.60499999999,8.78786666667,5.71793333333,5.22526666666,7.3766,7.37646666667,9.08553333334,6.75133333333
379.44,7.36893333333,8.75453333333,8.87160000001,5.84306666667,5.3846,7.45066666667,7.486,9.24179999999,6.84626666667
379.80,7.52586666667,8.85986666667,9.03973333334,5.99276666667,5.46106666667,7.59133333333,7.62413333333,9.37253333333,6.9094
380.16,7.48173333333,8.81693333332,8.98646666666,5.96076666667,5.40286666667,7.52293333333,7.60493333333,9.31199999999,6.86626666667
380.52,7.3886,8.76760000001,9.02553333334,5.87816666667,5.4046,7.46193333333,7.6548,9.35940000001,6.74806666667
380.88,7.3008,8.75760000001,8.92500000001,5.78713333333,5.385,7.4086,7.6298,9.35380000001,6.68026666667
381.24,7.1512,8.63106666667,8.73559999999,5.6631,5.2002,7.234,7.51506666667,9.2494,6.58633333333
381.61,7.32866666667,8.79759999999,8.85553333334,5.78053333333,5.335,7.37606666667,7.68713333333,9.4068,6.7168
381.97,7.17553333333,8.6834,8.77513333333,5.73183333333,5.19273333333,7.23046666667,7.57666666667,9.32333333335,6.5854
382.33,7.10093333333,8.55826666666,8.75853333333,5.72343333333,5.1324,7.13693333333,7.50446666667,9.1724,6.5768
382.69,6.82246666667,8.26360000001,8.48593333333,5.5104,4.8012,6.90693333333,7.19553333333,8.82846666666,6.3472
383.05,6.6818,8.06706666667,8.30619999999,5.28653333334,4.65173333333,6.79006666667,6.98653333333,8.74953333333,6.16046666667
383.41,6.50506666667,7.87506666667,8.1264,5.0305,4.39146666667,6.6592,6.80093333333,8.51666666667,5.94813333333
383.77,6.466,7.89566666666,8.06953333334,4.96996666667,4.37,6.66666666667,6.74013333333,8.57633333333,5.9836
384.14,6.736,8.13926666666,8.19906666667,5.09443333333,4.51386666666,6.863,6.92773333333,8.73566666667,6.18533333333
384.50,6.88853333333,8.29266666667,8.28539999999,5.17743333333,4.54513333333,6.9452,7.01353333333,8.8024,6.31973333333
384.86,6.9364,8.24793333333,8.32219999999,5.23543333333,4.52033333333,6.99913333333,6.95493333333,8.7572,6.28753333333
385.22,6.95253333333,8.2112,8.30346666666,5.1948,4.47213333333,7.04466666667,6.92253333333,8.7344,6.23786666667
385.58,6.85993333333,8.09453333333,8.20146666667,5.11253333333,4.4452,6.97373333333,6.84626666667,8.64706666667,6.17313333333
385.94,6.8382,8.10299999999,8.08720000001,5.00126666667,4.36546666667,6.9174,6.79086666667,8.56593333333,6.0998
386.30,6.8236,8.13820000001,8.0754,4.92023333333,4.32253333333,6.88426666667,6.8058,8.53533333333,6.02726666667
386.66,6.88933333333,8.2526,8.1434,4.90136666667,4.47053333333,6.9228,6.92726666667,8.5956,6.0542
387.03,6.87506666667,8.32873333334,8.16279999999,4.8814,4.4638,6.86833333333,6.95693333333,8.56153333333,6.02606666667
387.39,6.93793333333,8.38180000001,8.20766666666,4.9461,4.51053333333,6.93346666667,6.97966666667,8.5538,6.08473333333
387.75,6.85353333333,8.32279999999,8.12706666667,4.8388,4.4276,6.81173333333,6.94373333333,8.40853333333,5.96953333333
388.11,6.70406666667,8.21799999999,8.0598,4.80443333333,4.31773333333,6.704,6.82266666667,8.352,5.83826666667
388.47,6.7852,8.25066666666,8.08159999999,4.9249,4.4402,6.78726666666,6.8136,8.38433333333,5.92306666667
388.83,6.7774,8.36866666667,8.09293333334,4.9669,4.52626666667,6.82946666667,6.89893333333,8.41206666667,6.05446666667
389.19,6.7738,8.39766666668,8.08479999999,4.96043333333,4.53733333333,6.7716,6.90653333333,8.4598,6.08406666667
389.55,6.80673333333,8.51540000001,8.18413333333,5.02373333333,4.57406666667,6.76226666667,6.95966666667,8.52386666667,6.17426666667
389.91,6.92866666667,8.54593333333,8.34626666666,5.10143333333,4.68986666667,6.8808,7.0762,8.6394,6.2572
390.27,6.94213333333,8.63193333335,8.41606666666,5.21843333333,4.7364,6.92773333333,7.10033333333,8.7408,6.3356
390.63,6.99526666667,8.69339999999,8.47433333333,5.30726666667,4.721,6.977,7.12333333333,8.78886666667,6.411
391.00,7.08693333333,8.74806666665,8.5192,5.39596666667,4.8242,7.09886666667,7.1906,8.87953333333,6.4974
391.36,7.05706666667,8.74099999999,8.48286666667,5.39786666667,4.83686666667,7.02353333333,7.1656,8.87906666667,6.5424
391.72,7.06066666667,8.72966666668,8.47946666667,5.3683,4.856,7.05686666667,7.14413333333,8.8638,6.55993333333
392.08,6.9142,8.64066666668,8.29486666666,5.19393333333,4.68526666667,6.89506666667,7.05273333333,8.72506666667,6.41133333334
392.44,6.8904,8.67653333335,8.33159999999,5.1328,4.634,6.89033333333,7.0496,8.6784,6.38026666667
392.80,6.83646666667,8.6204,8.25086666666,4.9722,4.52626666667,6.76286666667,6.9174,8.56766666667,6.27813333333
393.16,6.79453333333,8.59553333334,8.27226666667,4.9841,4.53486666667,6.77013333333,6.90173333333,8.53346666667,6.2418
393.52,6.75526666667,8.55326666666,8.18766666667,4.89106666667,4.49913333333,6.8062,6.891,8.48926666667,6.1804
393.88,6.74626666667,8.61073333333,8.16113333333,4.864,4.49513333333,6.83733333333,6.86773333333,8.44953333333,6.1774
394.24,6.85146666667,8.6716,8.21986666667,4.9143,4.58733333333,6.88206666667,6.95633333333,8.50206666667,6.2588
394.60,6.80466666667,8.59373333334,8.19093333333,4.89793333333,4.58626666667,6.91213333333,6.937,8.49786666666,6.1988
394.96,6.76573333333,8.61666666665,8.23053333333,4.9106,4.5984,6.90146666667,6.96746666667,8.5098,6.22626666667
395.32,6.6746,8.55620000001,8.16400000001,4.79163333333,4.5018,6.8248,6.90086666667,8.46866666667,6.08873333333
395.68,6.77473333333,8.67386666667,8.31819999999,4.92863333333,4.62193333333,6.9242,7.00286666667,8.609,6.20266666667
396.04,6.75993333333,8.64553333334,8.39533333333,4.8893,4.6342,6.91873333333,6.94653333333,8.62553333333,6.18453333333
396.40,6.59886666667,8.5414,8.25393333334,4.78283333333,4.56433333333,6.75246666667,6.84826666667,8.55953333333,6.08166666667
396.76,6.5784,8.5706,8.30380000001,4.8109,4.5942,6.80306666666,6.92553333333,8.58066666667,6.11106666667
397.12,6.76526666667,8.7694,8.44313333333,4.91043333333,4.7332,6.94866666667,7.07746666667,8.69493333333,6.24766666667
397.48,6.6988,8.74813333333,8.41826666666,4.8899,4.6636,6.83753333333,7.00046666667,8.65346666667,6.16806666667
397.84,6.6286,8.72200000001,8.37753333333,4.8668,4.61753333333,6.72866666667,6.9692,8.63573333333,6.168
398.20,6.5888,8.69540000001,8.35026666667,4.84436666667,4.602,6.71433333333,6.904,8.59966666667,6.0982
398.56,6.56726666667,8.71786666665,8.382,4.823,4.54393333333,6.6268,6.91506666667,8.5848,6.12013333333
398.92,6.59926666667,8.75373333333,8.36953333334,4.78376666667,4.5322,6.5954,6.88446666667,8.60113333333,6.14206666667
399.28,6.68633333333,8.83806666666,8.43433333333,4.8485,4.5804,6.64886666666,6.93766666667,8.6818,6.1996
399.64,6.6764,8.80679999999,8.38213333333,4.82336666667,4.52446666667,6.5604,6.88886666667,8.63786666667,6.12953333333
400.00,6.6256,8.78473333332,8.33726666666,4.85433333333,4.56033333333,6.52006666667,6.84646666667,8.519,6.143
400.36,6.81426666667,8.94660000001,8.49753333333,5.05043333333,4.71533333333,6.6396,7.00286666667,8.64533333333,6.32846666667
400.72,6.98466666667,9.06360000001,8.60493333333,5.18203333333,4.8344,6.79966666667,7.10986666667,8.82066666667,6.43533333333
401.08,6.94626666667,9.10086666667,8.60086666667,5.2159,4.81853333333,6.8256,7.08806666667,8.80393333334,6.45213333333
401.44,7.06226666667,9.19293333333,8.6876,5.3373,4.90486666667,6.9072,7.12846666667,8.87320000001,6.59286666667
401.80,7.12853333333,9.26340000001,8.76573333334,5.4279,5.04606666667,7.02613333333,7.21806666667,9.01373333333,6.702
402.16,7.1062,9.26180000001,8.73073333334,5.4029,5.04033333333,6.98533333333,7.21246666667,8.95613333333,6.71433333333
402.52,7.05793333333,9.26266666665,8.6922,5.33726666667,5.0018,6.9376,7.12586666667,8.8714,6.67026666667
402.88,7.00393333333,9.21453333334,8.62566666667,5.3368,4.92093333333,6.88853333333,7.05986666667,8.74966666666,6.64566666667
403.24,7.0234,9.2104,8.65686666666,5.3932,4.94673333333,6.93666666667,7.0946,8.71966666667,6.69893333333
403.60,6.94813333333,9.15440000001,8.60946666667,5.31546666667,4.8906,6.89813333333,7.0398,8.6246,6.65993333333
403.95,6.856,9.09413333333,8.5112,5.25133333333,4.7764,6.825,6.98813333333,8.606,6.59146666667
404.31,6.7246,9.00813333333,8.44926666666,5.13693333333,4.65206666667,6.76173333333,6.86306666667,8.54593333333,6.46226666667
404.67,6.66673333333,9.00966666665,8.42073333334,5.09933333333,4.6206,6.71133333333,6.82946666667,8.47493333333,6.44813333333
405.03,6.5594,8.86753333334,8.32459999999,5.00156666667,4.53226666667,6.55633333333,6.73286666666,8.36413333334,6.3528
405.39,6.552,8.89300000001,8.35426666666,4.9901,4.57066666666,6.55653333333,6.7562,8.40286666667,6.3382
405.75,6.58173333333,8.95393333333,8.4266,5.0224,4.56986666667,6.56593333333,6.75486666667,8.4314,6.3314
406.11,6.5974,8.9828,8.4888,5.06473333333,4.58666666667,6.61786666667,6.77986666667,8.4918,6.37086666667
406.47,6.59393333333,8.97,8.4676,5.10116666667,4.58286666667,6.6318,6.82946666667,8.55133333333,6.38553333333
406.83,6.59,9.01706666667,8.51606666666,5.14373333333,4.6578,6.64113333333,6.863,8.6246,6.39546666667
407.19,6.55926666667,9.03786666667,8.50273333333,5.13433333333,4.68,6.64106666667,6.8172,8.65173333333,6.38786666667
407.55,6.60246666667,9.1248,8.55219999999,5.23076666667,4.74093333333,6.7182,6.86933333333,8.73733333333,6.42546666667
407.90,6.95873333333,9.41206666667,8.87760000001,5.50743333333,5.09586666667,7.02133333333,7.17206666667,9.0606,6.71153333333
408.26,7.0832,9.53566666667,8.98686666667,5.61993333333,5.22733333333,7.1454,7.3048,9.14473333333,6.8278
408.62,7.09553333333,9.53793333333,9.02506666667,5.6663,5.26746666667,7.143,7.31413333333,9.21186666666,6.88186666667
408.98,7.1914,9.68226666668,9.11966666666,5.75703333333,5.37386666667,7.26733333333,7.4284,9.38206666667,7.0002
409.34,7.17006666667,9.67299999999,9.09899999999,5.77986666667,5.36813333333,7.2296,7.43513333333,9.32646666667,7.00686666667
409.70,7.12593333333,9.63346666665,8.99833333333,5.73976666667,5.32666666667,7.20673333333,7.35293333333,9.22406666667,6.95786666667
410.06,7.11466666667,9.61253333334,8.95333333333,5.68743333333,5.2948,7.17073333333,7.348,9.19433333333,6.91706666667
410.42,7.19746666667,9.72839999999,9.00919999999,5.74893333333,5.37313333333,7.23773333333,7.3516,9.23806666667,6.97953333333
410.77,7.2538,9.78173333334,9.13106666667,5.79683333334,5.3686,7.34353333333,7.4056,9.32626666666,7.00286666667
411.13,7.26733333333,9.84013333335,9.21446666667,5.8352,5.3998,7.3938,7.4436,9.38153333335,7.04893333333
411.49,7.26746666667,9.84026666667,9.20973333333,5.82786666667,5.3866,7.39126666667,7.43653333333,9.38033333333,7.04066666667
411.85,7.10986666667,9.73193333333,9.06966666666,5.70963333333,5.21606666666,7.25166666667,7.26593333333,9.20846666666,6.919
412.21,7.00793333333,9.59839999999,8.90953333333,5.57226666667,5.1064,7.11746666667,7.14126666667,9.09026666667,6.80946666667
412.57,6.8944,9.48239999999,8.85173333333,5.44036666667,4.9658,6.98053333333,7.01853333333,8.94733333333,6.64286666667
412.92,6.77146666667,9.30293333333,8.7184,5.2915,4.81826666667,6.8524,6.83813333333,8.7708,6.47446666666
413.28,6.77733333333,9.24539999999,8.67186666667,5.24846666667,4.7624,6.87046666667,6.76306666667,8.74926666667,6.458
413.64,6.72813333333,9.16746666666,8.63113333334,5.18333333333,4.6674,6.75186666667,6.6888,8.69586666667,6.4142
414.00,6.7808,9.20386666667,8.66813333334,5.17296666667,4.6496,6.7824,6.66206666667,8.71346666667,6.4434
414.36,6.81373333333,9.22199999999,8.73779999999,5.23726666667,4.68166666667,6.83206666667,6.7232,8.8052,6.49346666667
414.72,6.65766666667,9.06806666668,8.54106666667,5.07906666667,4.49726666667,6.66526666667,6.57486666667,8.615,6.34286666666
415.07,6.6462,9.08159999999,8.53446666667,5.08053333333,4.461,6.63153333333,6.56706666667,8.60033333333,6.31993333333
415.43,6.5596,8.9588,8.48093333334,4.9934,4.36753333333,6.513,6.4256,8.4712,6.24233333333
415.79,6.4846,8.91646666667,8.46413333333,4.93366666667,4.31766666667,6.45353333334,6.37313333334,8.40973333333,6.18026666667
416.15,6.48186666667,8.96533333333,8.47199999999,4.944,4.31206666667,6.48333333333,6.362,8.3966,6.2254
416.51,6.51033333333,9.0232,8.46806666667,5.00223333333,4.359,6.57533333333,6.41786666667,8.43806666667,6.27293333333
416.86,6.60093333333,9.13206666667,8.53419999999,5.11003333333,4.41653333333,6.65486666666,6.50766666667,8.50306666666,6.3594
417.22,6.63253333333,9.19279999999,8.57866666667,5.15236666667,4.42886666667,6.72133333333,6.6062,8.56146666667,6.38633333333
417.58,6.60826666667,9.17153333333,8.54226666666,5.10123333333,4.41733333333,6.70566666667,6.63086666666,8.54013333333,6.35153333333
417.94,6.57613333333,9.18486666667,8.54526666666,5.12583333333,4.41933333333,6.71086666667,6.66453333333,8.53186666667,6.35353333333
418.29,6.51846666667,9.127,8.48619999999,5.0742,4.3504,6.65093333333,6.60073333333,8.42826666667,6.28986666667
418.65,6.5846,9.19006666666,8.54906666667,5.1495,4.423,6.70873333333,6.64246666667,8.47813333333,6.37553333333
419.01,6.59473333333,9.17080000001,8.5424,5.13886666667,4.45633333333,6.71646666666,6.65953333333,8.47406666667,6.39413333333
419.37,6.65546666667,9.23706666667,8.57979999999,5.21036666667,4.52033333333,6.79433333333,6.76713333333,8.54326666667,6.45133333333
419.73,6.6922,9.26913333332,8.60353333333,5.26196666667,4.52613333333,6.84246666667,6.7932,8.57053333333,6.48086666667
420.08,6.71993333333,9.25773333333,8.62326666667,5.30363333333,4.5324,6.8522,6.80466666667,8.5972,6.48746666667
420.44,6.7036,9.2276,8.61193333333,5.28976666667,4.4876,6.82713333333,6.79706666667,8.58873333333,6.46686666667
420.80,6.6592,9.18926666667,8.57453333333,5.23686666667,4.45813333333,6.78873333333,6.7488,8.54946666667,6.4444
421.16,6.5962,9.15733333333,8.5202,5.15686666667,4.42086666667,6.71046666667,6.6482,8.48753333333,6.371
421.51,6.5996,9.17259999999,8.55273333334,5.18486666667,4.42206666666,6.7564,6.6594,8.51553333333,6.3828
421.87,6.62293333333,9.16886666668,8.5266,5.16306666667,4.4168,6.72066666667,6.6258,8.4906,6.36286666666
422.23,6.59806666666,9.13933333334,8.51406666666,5.11473333333,4.40713333333,6.70266666667,6.5838,8.471,6.34106666667
422.58,6.54046666667,9.09133333333,8.43333333333,5.05056666667,4.37326666667,6.64326666667,6.54413333333,8.39973333333,6.28506666667
422.94,6.53893333333,9.08086666665,8.41280000001,5.02566666667,4.3166,6.61373333333,6.51746666667,8.369,6.26413333333
423.30,6.49573333334,9.06033333334,8.34920000001,4.96353333333,4.27426666667,6.58046666667,6.4532,8.33946666667,6.2016
423.66,6.47166666667,9.03133333333,8.34386666666,4.93856666667,4.27293333333,6.56433333333,6.44266666667,8.31906666667,6.1674
424.01,6.427,9.0072,8.32479999999,4.8801,4.24046666667,6.55726666667,6.43333333333,8.29906666667,6.1386
424.37,6.4264,9.01299999999,8.31306666667,4.8567,4.2494,6.54933333333,6.41006666667,8.2828,6.13673333333
424.73,6.4304,9.03593333332,8.34433333333,4.8596,4.26093333333,6.5652,6.44606666667,8.30433333333,6.12993333333
425.08,6.43166666667,9.02066666667,8.36413333334,4.90096666667,4.25753333334,6.57386666667,6.475,8.30106666667,6.12773333334
425.44,6.39186666667,8.97059999999,8.32973333334,4.86073333333,4.21646666667,6.5152,6.43133333333,8.243,6.089
425.80,6.29286666667,8.87973333335,8.29013333333,4.80253333333,4.13973333333,6.4586,6.37793333333,8.1912,6.02573333333
426.16,6.2644,8.88886666668,8.26580000001,4.80416666667,4.12093333333,6.43866666667,6.3846,8.17806666667,5.991
426.51,6.2148,8.9016,8.27833333333,4.7847,4.0898,6.4462,6.35633333333,8.19766666667,5.95533333333
426.87,6.11626666667,8.85166666666,8.21780000001,4.7216,4.02386666667,6.36673333333,6.2914,8.12066666667,5.86906666667
427.23,6.09386666667,8.84513333334,8.22819999999,4.73156666666,3.99773333333,6.35546666667,6.3084,8.1042,5.89686666667
427.58,6.04173333333,8.84353333333,8.1638,4.6678,3.9234,6.29753333333,6.2636,8.0488,5.84633333333
427.94,6.03313333334,8.86880000001,8.17746666667,4.7168,3.93253333333,6.2952,6.27546666667,8.0484,5.81993333333
428.30,5.9642,8.83206666668,8.12753333333,4.69633333333,3.8614,6.2316,6.2356,7.987,5.78133333333
428.65,5.8594,8.7636,8.03133333334,4.66586666667,3.76246666667,6.15833333333,6.14293333333,7.90006666667,5.70953333333
429.01,5.84926666667,8.80359999999,8.00580000001,4.64923333333,3.76653333333,6.20333333333,6.15953333333,7.9298,5.75553333333
429.37,5.94506666667,8.93233333334,8.05426666666,4.73506666666,3.87466666667,6.29486666667,6.23386666667,8.0154,5.83693333333
429.72,5.95886666667,8.98493333333,8.02253333333,4.72486666667,3.91286666667,6.34426666667,6.2384,8.01106666667,5.82366666667
430.08,5.99153333333,9.01453333334,8.0504,4.7217,3.92346666667,6.38906666667,6.26913333333,8.01886666666,5.84333333333
