wavelength,Back_ParDomm,Belly_ParDomm,Breast_ParDomm,Crissum_ParDomm,Crown_ParDomm,DorTail_ParDomm,Rump_ParDomm,Throat_ParDomm,WingTip_ParDomm
328.41,8.33511851852,22.1544,20.8942666667,20.0869212121,4.43008333334,8.00293333333,11.5162,5.44133333333,12.1042
328.78,8.07948148147,22.2009333333,21.03,20.1456060606,4.3535,7.8397,11.3966,5.24806666667,11.938
329.14,8.16753333334,22.3534333333,21.2658666667,20.1725515152,4.46831666667,7.77326666667,11.6076666667,5.28053333333,12.0041333333
329.51,8.0068074074,22.2797,21.2453333333,20.1348121212,4.39456666667,7.60526666667,11.4708,5.1064,11.8326666667
329.88,7.79642962962,22.3178333333,21.0909333334,19.9615575758,4.15583333333,7.26713333333,11.3002,4.82546666667,11.5847333333
330.24,7.26901481481,21.9771666667,20.7486666667,19.6072181818,3.44771666667,6.65676666667,10.6557333333,4.2452,10.9710666667
330.61,6.68180740741,21.4007333333,20.3699333333,19.2258181818,2.81013333333,5.95763333333,10.1554,3.62453333334,10.3700666667
330.98,6.75534814815,21.5024,20.3546,19.3204606061,2.86675,5.8735,10.2002,3.5182,10.3546666667
331.34,6.76388148148,21.6169666667,20.4174,19.5313030303,2.99386666667,5.84686666667,10.2401333333,3.55626666667,10.3332666667
331.71,6.67285185185,21.5758,20.3462666667,19.4533333334,2.84531666667,5.48846666667,9.98933333333,3.31406666667,10.2139333333
332.08,6.89454814815,21.9873333333,20.7436666667,19.7690484848,2.88353333333,5.61176666667,10.1614666667,3.42673333333,10.3762
332.44,6.63297777778,21.7148666667,20.6092,19.6245151515,2.61351666667,5.4417,9.92053333333,3.22226666667,10.1612666667
332.81,6.8124,22.0153666667,20.8582666667,19.908860606,2.89661666667,5.78383333333,10.1566666667,3.50026666667,10.3677333333
333.18,6.84525185185,22.2645333333,21.0546,20.1943393939,3.0857,6.09203333333,10.3146,3.64993333333,10.4517333333
333.54,7.03915555555,22.5772333333,21.3591333333,20.5432484849,3.29573333333,6.3448,10.514,3.98413333333,10.6528666667
333.91,7.44003703704,22.8969666666,21.7897333333,21.0484181818,3.77048333333,6.7883,11.0108666667,4.54286666667,11.0589333333
334.28,7.79972592592,23.4469666667,22.3176666667,21.5119757576,4.20396666667,7.02796666667,11.5315333333,5.06786666667,11.3628
334.64,8.42728888889,23.9962666667,22.8266,22.0776909091,4.79575,7.62246666667,12.0966666667,5.61413333333,11.9237333333
335.01,8.35985185186,24.2517,23.0351333333,22.278030303,4.6607,7.6572,12.0372666667,5.55526666667,11.9024666667
335.38,8.28607407408,24.3623,23.1092666667,22.2990363636,4.53696666667,7.62343333333,12.0758,5.48013333333,11.8754666667
335.74,8.40949629629,24.6086333333,23.4211333333,22.5726060606,4.58636666667,7.8921,12.24,5.6094,11.983
336.11,8.44120000001,24.5035333333,23.414,22.5635515152,4.6966,7.91476666667,12.2526,5.68333333333,12.008
336.47,8.45939259259,24.7318,23.5332,22.6270181818,4.68451666667,7.8461,12.2730666667,5.68366666667,11.9630666667
336.84,8.30812592594,24.7459666667,23.5432666667,22.6676909091,4.53506666667,7.57553333333,12.2092,5.54246666667,11.8482666667
337.21,8.49422222221,24.9241,23.8327333333,22.8171757575,4.6504,7.57136666667,12.3448666667,5.69726666667,12.0042666667
337.57,8.48835555556,25.0819333333,23.9378666667,22.7785272727,4.66726666667,7.56956666667,12.4381333333,5.6342,11.9441333333
337.94,8.20263703703,25.0858,23.8534666667,22.5700969697,4.36318333333,7.35586666667,12.1746666667,5.30033333333,11.6648666667
338.31,8.28296296296,25.0252666667,23.9228666667,22.6187151515,4.3963,7.44223333333,12.0929333333,5.189,11.7464666667
338.67,7.76298518518,24.7162333333,23.6308,22.1812121212,3.87741666667,6.93743333333,11.6206666667,4.66333333333,11.2204
339.04,7.8307925926,24.7776,23.7,22.2109212121,3.98168333333,6.96033333333,11.7548,4.69626666667,11.1813333333
339.40,7.91363703703,24.8345333333,23.7849333333,22.3563939394,4.1852,7.13606666667,11.7761333333,4.83626666667,11.1875333333
339.77,7.72324444445,24.8613666667,23.7201333333,22.2815090909,4.04548333333,6.9472,11.6731333333,4.76773333333,10.9928
340.14,7.45488888889,25.0181333333,23.6195333333,22.2420484849,3.7472,6.6444,11.4192666667,4.53106666667,10.7956
340.50,7.51682962963,25.104,23.7594666667,22.4785757576,3.97535,6.81653333333,11.5518666667,4.61833333333,10.9538666667
340.87,7.57017777778,25.1084333333,23.8092,22.4729818182,3.99065,6.89173333333,11.5476666667,4.69313333333,10.874
341.23,7.29640000001,25.2265333333,23.7026,22.4409878788,3.71145,6.75383333333,11.3354,4.4412,10.6288666667
341.60,7.21537037037,25.1670333333,23.6243333333,22.3098363636,3.63951666667,6.5777,11.1625333333,4.35113333333,10.4804666667
341.96,7.31257777777,25.2853333333,23.8802666667,22.4834060606,3.75928333333,6.6463,11.2191333333,4.39813333333,10.5658
342.33,7.11602962963,25.2466666667,23.8004,22.3896909091,3.62498333333,6.48266666667,11.2144,4.30933333333,10.4361333333
342.70,7.27271851852,25.5476666666,23.9896666667,22.5537757576,3.80555,6.5786,11.3582666667,4.46826666667,10.6805333333
343.06,7.30734074074,25.5649333333,24.0823333333,22.5773151515,3.84351666667,6.59003333333,11.3232666667,4.55853333333,10.7788
343.43,7.21434074074,25.5314666667,24.2266,22.5156909091,3.59433333333,6.37073333333,11.206,4.36226666667,10.6850666667
343.79,7.12717777778,25.4945333333,24.2572666667,22.4819939394,3.4952,6.23313333333,11.1975333333,4.23833333333,10.6082666667
344.16,7.15004444445,25.5143333333,24.4740666667,22.5540121212,3.53921666667,6.2369,11.2468,4.29613333334,10.5754666667
344.52,7.26980740741,25.7356333333,24.8004,22.6609575758,3.51455,6.28276666667,11.3453333333,4.38686666667,10.5903333333
344.89,7.48214074073,26.0583333333,25.1832666667,23.0304787879,3.65715,6.45676666667,11.5382666667,4.51193333333,10.9256666667
345.25,7.30727407407,25.7617333333,25.0244,22.7793575758,3.46058333333,6.21416666667,11.3278,4.31333333333,10.6751333333
345.62,7.13642222222,25.8178666667,25.1274,22.8881272727,3.20363333333,6.0304,11.2054,4.0584,10.5172
345.99,7.23253333333,25.9693666667,25.1917333333,23.0526363636,3.2537,6.00583333333,11.3231333333,4.16946666667,10.6263333333
346.35,7.47500740741,26.2085,25.4462666667,23.1435636364,3.4637,6.30896666667,11.4662,4.406,10.7479333333
346.72,7.56334814815,26.2731333333,25.6236666667,23.3988242424,3.47745,6.3255,11.5556666667,4.4802,10.6916
347.08,7.47325185185,26.2802,25.6791333333,23.3992,3.35346666667,6.2699,11.4993333333,4.32446666667,10.6474666667
347.45,7.5549037037,26.3622666667,25.6584,23.4349636364,3.40865,6.38946666667,11.5808666667,4.30146666667,10.6709333333
347.81,7.79514074073,26.6078333333,25.9661333333,23.7427757576,3.60228333333,6.5918,11.7123333333,4.47253333333,10.8858
348.18,7.80539259259,26.5893333333,25.9848,23.8717090909,3.60888333334,6.54646666667,11.7206666667,4.38173333333,10.9185333333
348.54,7.66713333334,26.5449666667,25.8854666667,23.8319030303,3.54756666667,6.43986666667,11.6466,4.25966666667,10.8127333333
348.91,7.44292592593,26.3717666667,25.6938666667,23.6958606061,3.37576666666,6.17406666667,11.4922666667,4.06773333333,10.5279333333
349.27,7.8247037037,26.7768,26.0934,24.0759939394,3.8032,6.5395,11.8741333333,4.43226666667,10.8240666667
349.64,7.77412592593,26.6701666667,26.0704666667,23.9955454545,3.7836,6.5248,11.8408,4.40406666667,10.7164
350.00,7.61962962963,26.5349666667,26.0407333333,23.8595333333,3.50801666667,6.33006666667,11.6146,4.20606666667,10.4639333333
350.37,7.57720000001,26.6068,26.1536,24.0086848485,3.34835,6.14896666667,11.591,4.06393333334,10.4866666667
350.73,7.67561481481,26.9596666667,26.5174,24.1777212121,3.49358333333,6.27496666667,11.7486666667,4.1048,10.625
351.10,7.72942222221,27.1696,26.6826666667,24.3877757576,3.531,6.25403333333,11.8416666667,4.19733333333,10.5864
351.46,7.63128888889,27.27,26.7434666667,24.4588363636,3.45081666667,6.04,11.7861333333,4.1992,10.5144666667
351.83,7.29262222222,27.0333333333,26.4559333333,24.1260363636,3.15596666667,5.70746666667,11.4910666667,3.8724,10.1227333333
352.19,7.21460740741,27.1422333333,26.5556,24.0540545455,3.09491666667,5.69726666667,11.4442,3.85793333333,10.0248666667
352.55,7.33382222222,27.3493,26.7186,24.2175515152,3.1661,5.76283333333,11.5702666667,3.93733333333,10.0680666667
352.92,7.35210370371,27.5588,26.8620666667,24.1802,3.09445,5.71323333333,11.548,3.7856,10.0744
353.28,7.19559259259,27.5154333333,26.8217333333,24.1585757576,2.85133333333,5.50016666667,11.3794666667,3.61326666667,9.929
353.65,7.29778518519,27.6783666667,26.9224666667,24.2720424243,3.01626666667,5.56986666667,11.4990666667,3.7138,10.1184666667
354.01,7.28834074074,27.8141,27.0177333333,24.4087575758,3.08808333333,5.681,11.5912,3.70726666666,10.1797333333
354.38,7.13254074074,27.6990666667,26.9496,24.3851090909,2.96751666667,5.575,11.4474,3.63453333333,10.049
354.74,7.04249629629,27.6031333333,26.8310666667,24.4650787879,2.85876666667,5.52803333333,11.3355333333,3.6162,10.0068
355.11,7.04794814815,27.6276333333,26.8896666667,24.4645272727,2.91045,5.5062,11.3712,3.5932,9.99006666668
355.47,7.21235555555,27.7648,27.0798,24.6250787879,3.12218333333,5.73783333333,11.5228,3.75386666667,10.1365333333
355.83,7.47271851852,28.0824666667,27.4204666667,25.0578121212,3.38483333333,6.01366666667,11.7843333333,4.05353333333,10.4009333333
356.20,7.49313333333,28.1327,27.4212666667,25.1170363636,3.36563333333,6.04753333333,11.8382666667,4.02666666667,10.3235333333
356.56,7.42416296296,28.2071333333,27.531,25.182230303,3.3028,6.0146,11.775,3.9854,10.2920666667
356.93,7.62268148147,28.4561666667,27.7936666667,25.3773939394,3.56608333333,6.18813333333,12.0351333334,4.25606666667,10.3503333333
357.29,7.7303925926,28.5946666667,27.9384,25.5203333333,3.73888333333,6.2938,12.151,4.382,10.5308666667
357.66,7.91222962963,28.9351666667,28.2442666667,25.8547454545,3.93748333333,6.52623333333,12.3923333333,4.61486666667,10.6920666667
358.02,7.86733333334,29.0173333333,28.4194666667,25.9378848485,3.93936666667,6.49643333333,12.3366,4.5948,10.5818
358.38,7.79528148148,29.2214,28.5241333333,25.9593939394,3.85138333333,6.48983333333,12.3198666667,4.50086666667,10.4536
358.75,7.91538518519,29.3970666667,28.7464,26.1302545455,3.98491666667,6.63456666667,12.4642,4.58686666666,10.5108
359.11,8.05111851852,29.6225,28.999,26.2943151515,4.10455,6.78513333333,12.5375333333,4.6878,10.6678
359.48,8.15934814815,29.9067666667,29.2427333334,26.4684,4.16861666667,6.9082,12.6293333333,4.76926666667,10.7451333333
359.84,8.17463703705,30.0347666667,29.3383333333,26.476630303,4.16276666667,6.92393333333,12.6470666667,4.77726666667,10.7272
360.20,8.32465925927,30.2389666667,29.5078666667,26.6442787879,4.26345,7.05016666667,12.7284666667,4.912,10.9118
360.57,8.27636296295,30.1838666667,29.5185333333,26.5883030303,4.23741666667,6.95563333333,12.6782,4.86006666667,10.8927333333
360.93,8.24094814814,30.1743,29.5973333333,26.694230303,4.18636666667,6.9996,12.6049333333,4.8846,10.9324
361.29,8.1219037037,30.2185333333,29.6348666667,26.6793151515,4.07253333333,6.9025,12.5610666667,4.7428,10.8304666667
361.66,8.12897777779,30.2027,29.7186666667,26.6735333333,4.01686666667,6.847,12.5328,4.74873333333,10.8084666667
362.02,8.13054814815,30.1876666667,29.6165333334,26.5880363636,3.95913333333,6.76876666667,12.4927333333,4.69126666667,10.7972
362.39,8.15665925926,30.2062666667,29.6832,26.6298545455,4.05773333333,6.74576666667,12.5264666667,4.73446666667,10.8412666667
362.75,8.04240000001,30.1920666667,29.5819333333,26.4571575758,3.89805,6.58076666667,12.3976666667,4.594,10.7270666667
363.11,8.04871111113,30.2581666667,29.6274666667,26.5592,3.89726666667,6.6141,12.4215333333,4.6326,10.756
363.48,8.03021481481,30.2766,29.6209333333,26.6023636364,3.8983,6.58913333333,12.4030666667,4.62273333333,10.7778
363.84,8.10932592593,30.4500333333,29.7510666667,26.7389818182,3.99068333333,6.70056666667,12.4958666667,4.69053333333,10.9027333333
364.20,7.99680000002,30.4848333333,29.8083333333,26.7880666667,3.94108333333,6.59626666667,12.449,4.589,10.8411333333
364.57,8.07863703704,30.6129333333,29.9018,26.9085575757,3.9719,6.65776666667,12.4650666667,4.63366666667,10.8808666667
364.93,8.10845925925,30.7129666667,29.946,26.9129030303,4.01783333333,6.66196666667,12.5201333333,4.61486666667,10.9285333333
365.29,8.2149851852,30.9386333333,30.1342,27.0901454545,4.08693333333,6.76213333333,12.5938666667,4.7408,10.9624
365.66,8.07547407408,30.9774333333,30.1207333333,27.0662181818,3.9508,6.6258,12.45,4.58633333333,10.8507333333
366.02,8.24631111111,31.2511,30.3910666667,27.342739394,4.14598333333,6.81626666667,12.6947333333,4.79173333333,11.0314666667
366.38,8.30397037037,31.4333333333,30.5317333333,27.4455818182,4.185,6.90226666667,12.7716666667,4.84233333333,11.0650666667
366.75,8.31145925927,31.5253333333,30.7501333333,27.5836969697,4.21246666667,6.99976666667,12.8156666667,4.9018,11.0878
367.11,8.32245185186,31.6528666667,30.8678666667,27.6036363636,4.24381666667,6.99583333333,12.8497333333,4.92033333334,11.0567333333
367.47,8.21198518519,31.6819333333,30.9398,27.5837030303,4.16785,6.94133333333,12.7858666667,4.87373333333,10.9088
367.84,8.11887407407,31.6363,31.0058,27.5045939394,4.04215,6.78423333333,12.6811333333,4.759,10.7601333333
368.20,8.09171851851,31.6233666667,31.0588,27.4658484849,4.00516666667,6.77206666667,12.6759333333,4.73113333333,10.6152
368.56,8.21448148148,31.8258,31.2328666666,27.5965151515,4.1219,6.8911,12.8559333333,4.85953333333,10.6898666667
368.93,7.9838074074,31.6543,31.1042,27.5063878788,3.88808333333,6.66536666667,12.5876,4.64653333333,10.4084
369.29,8.06503703705,31.6461666667,31.1476,27.5536606061,3.91556666667,6.7377,12.6150666667,4.7062,10.4318
369.65,8.16102962963,31.7673666667,31.2713333333,27.7055818182,4.03421666667,6.8236,12.7442666667,4.7988,10.5338666667
370.01,8.18500740741,31.7717333333,31.3870666666,27.7647090909,4.08041666667,6.82576666667,12.7121333333,4.85486666667,10.5801333333
370.38,8.29821481482,31.8523333333,31.4933333333,27.9891878788,4.19401666667,6.90453333333,12.796,4.98346666667,10.752
370.74,8.32203703703,31.8697666667,31.4420666667,28.0104606061,4.26638333333,6.8919,12.8052666667,4.96313333333,10.7565333333
371.10,8.1895111111,31.8305,31.4475333333,28.0206363636,4.0691,6.72016666667,12.6578666667,4.78326666667,10.5651333333
371.46,8.13643703703,31.8450333333,31.4398666667,28.0254424242,3.98028333333,6.65413333333,12.669,4.73146666667,10.5228
371.83,8.2763037037,32.0472333333,31.573,28.2487939394,4.14065,6.8333,12.8254666667,4.91626666667,10.6207333333
372.19,8.35005185187,32.2320333334,31.7192,28.3982484848,4.22173333333,6.94006666667,12.9348,5.03453333333,10.8236
372.55,8.34780000001,32.2959,31.8014,28.5037151515,4.1864,6.90193333333,12.9174666667,5.00266666667,10.8196
372.92,8.447,32.5946,31.9848666667,28.7137515151,4.28286666667,6.96753333333,13.0998,5.1074,10.9714666667
373.28,8.42240740741,32.6999666667,32.0524666667,28.7988,4.3103,6.93976666667,13.1531333333,5.1214,11.0194
373.64,8.55789629629,32.9944333333,32.2916666667,29.0081151515,4.46475,7.09916666667,13.2924666667,5.2632,11.1580666667
374.00,8.58554074075,33.1083666667,32.3568,29.0299515152,4.45246666667,7.09873333333,13.3130666666,5.2622,11.1574666667
374.37,8.64131111113,33.2036666667,32.4762666667,29.0959818182,4.46368333333,7.11206666667,13.3575333333,5.2898,11.1806666667
374.73,8.63005185185,33.3317,32.6286,29.1953333333,4.4124,7.0355,13.3607333333,5.30626666667,11.1685333333
375.09,8.69935555556,33.4315666667,32.6953333333,29.2885212121,4.48983333333,7.095,13.4424666667,5.36853333333,11.2571333333
375.45,8.88405185185,33.6014,32.8818,29.4933333333,4.60926666666,7.1884,13.5584,5.4752,11.4365333333
375.81,8.82099259259,33.6493666667,32.9575333333,29.5086545455,4.55808333333,7.12046666667,13.5409333333,5.3898,11.4326666667
376.18,8.89676296297,33.7203666666,33.0011333333,29.5435515152,4.6442,7.20146666667,13.5676,5.50186666667,11.4128666667
376.54,8.78995555556,33.7002,32.9881333333,29.5158606061,4.6101,7.16096666667,13.4798,5.46673333333,11.3475333333
376.90,8.88660000001,33.8034333333,33.1724,29.6451090909,4.69371666666,7.2739,13.5569333333,5.5756,11.3738666667
377.26,8.83327407409,33.8229333333,33.2186,29.6934787879,4.60965,7.20386666667,13.446,5.50086666667,11.3058666667
377.63,8.58825185186,33.6301,33.0888666667,29.5716181818,4.3746,6.98496666667,13.24,5.30993333334,11.0812666667
377.99,8.54618518521,33.7354666667,33.1701333333,29.6293333333,4.37908333333,7.02193333333,13.2589333333,5.2886,11.0546666667
378.35,8.49382222221,33.8393666667,33.2790666667,29.6998969697,4.36441666667,7.00426666667,13.2878,5.23666666667,11.0017333333
378.71,8.51017777777,33.8979,33.4208666666,29.751,4.37138333333,7.05403333333,13.3453333333,5.26346666667,10.9994
379.07,8.44997777779,33.9728666667,33.4875333333,29.7629939394,4.33775,7.01556666667,13.3246,5.20266666666,11.0179333333
379.44,8.34336296296,33.9656,33.5180666667,29.7351636364,4.272,6.92293333333,13.2522,5.1238,10.9010666667
379.80,8.26562962961,33.9283,33.5236666667,29.7293575758,4.13838333333,6.78343333333,13.1408666667,4.9972,10.8018
380.16,8.24442962963,34.0330333333,33.6658,29.8383878788,4.08471666667,6.66063333333,13.1382666667,4.90506666667,10.8128666667
380.52,8.25245925927,34.2074666667,33.7893333333,29.9237878788,4.05578333333,6.6751,13.1952666667,4.87606666666,10.8218666667
380.88,8.18883703703,34.1224666667,33.6942666667,29.8280121212,3.95203333333,6.58663333333,13.1132666667,4.76893333333,10.7556666667
381.24,8.22459999999,34.2224333334,33.8493333333,29.8722424242,4.01736666667,6.6397,13.1842666667,4.80366666667,10.8184666667
381.61,8.30707407408,34.3604333333,33.9569333333,29.9594181818,3.99196666667,6.6375,13.2271333333,4.79466666667,10.8044
381.97,8.22022962964,34.4078333333,33.954,29.9704787879,3.8631,6.49576666667,13.1628666667,4.69146666667,10.7217333333
382.33,8.18554814814,34.4245,33.977,29.9684242424,3.79963333333,6.4712,13.1105333333,4.66853333334,10.7122666667
382.69,8.13511851851,34.5054,33.9558,30.0400969697,3.72185,6.41736666667,13.0344,4.59446666667,10.6809333333
383.05,8.12988888889,34.4865666667,33.9449333333,30.043769697,3.6938,6.39356666667,12.9844,4.60493333333,10.6289333333
383.41,8.09711111111,34.6037666667,34.021,30.0870909091,3.65828333333,6.39946666667,12.9530666667,4.62046666667,10.5878
383.77,8.0207925926,34.6675333333,33.9878,30.0444,3.59881666667,6.35926666667,12.8854,4.56586666667,10.5109333333
384.14,7.93393333333,34.7229,34.0284666667,30.0751333333,3.51048333333,6.30903333333,12.8046,4.4788,10.4128666667
384.50,7.96982962962,34.7415333333,34.1087333333,30.1458242424,3.50095,6.27226666667,12.779,4.50606666667,10.4185333333
384.86,7.94723703703,34.8712666667,34.2816,30.2685454546,3.48925,6.24193333333,12.7736,4.45593333333,10.3564666667
385.22,7.98939999999,34.9666666667,34.3234666667,30.3693878788,3.53221666667,6.24513333333,12.8437333333,4.503,10.3784666667
385.58,7.9756,35.0425,34.3348666667,30.4155575758,3.56903333333,6.27353333333,12.8661333333,4.51986666667,10.3715333333
385.94,8.04201481481,35.1192,34.4992,30.5808242424,3.62103333333,6.34046666667,12.918,4.59213333333,10.4214666667
386.30,7.96945185186,35.1556333333,34.5039333333,30.6003454545,3.58886666667,6.27916666667,12.8287333334,4.54553333333,10.3074666667
386.66,8.03568888889,35.2425333333,34.5514666667,30.6154121212,3.66718333333,6.33186666667,12.8977333333,4.61053333333,10.353
387.03,8.11056296296,35.3611,34.6852666666,30.7194424242,3.76563333333,6.397,13.0192,4.6948,10.4212666667
387.39,8.18214074074,35.4908,34.8155333333,30.8395151515,3.8634,6.40553333333,13.1298,4.7104,10.4783333333
387.75,8.24737037037,35.5894333333,34.9336666667,30.9876484848,3.96326666667,6.49003333333,13.1936666667,4.79126666667,10.5853333333
388.11,8.23760000001,35.5927666667,34.9525333333,30.987169697,3.96011666667,6.48246666667,13.2122,4.82573333333,10.5820666667
388.47,8.14407407408,35.5515,34.8844666667,30.8929272727,3.9328,6.43226666667,13.1577333333,4.71453333333,10.4676
388.83,8.2064962963,35.6832333333,35.0277333333,30.9989212121,4.0296,6.494,13.2382666667,4.81653333334,10.5552
389.19,8.19326666667,35.7696,35.1288,30.9956666667,4.03468333333,6.5375,13.2458,4.81846666667,10.4804666667
389.55,8.23339999999,35.8716,35.2711333334,31.111660606,4.07446666667,6.53006666667,13.2622666667,4.83593333333,10.553
389.91,8.26344444445,35.9493666667,35.2677333333,31.1222242424,4.14135,6.5465,13.2946666667,4.88486666667,10.5829333333
390.27,8.34222962961,35.9661,35.3370666667,31.1430424242,4.1749,6.59813333333,13.3436666667,4.92466666667,10.6179333333
390.63,8.34877777777,36.0167,35.4225333333,31.2184606061,4.21473333333,6.61166666667,13.3635333333,4.95026666667,10.6145333333
391.00,8.37066666666,36.1641,35.5296,31.328630303,4.20426666667,6.5969,13.3356666667,4.92653333333,10.586
391.36,8.35125185186,36.2154,35.5874666667,31.3679212121,4.17585,6.60593333333,13.3106,4.9268,10.589
391.72,8.35988888889,36.3343,35.7093333333,31.4245212121,4.20841666667,6.59163333333,13.3954666667,4.96646666667,10.5895333333
392.08,8.4164888889,36.4420666667,35.8205333333,31.5436181818,4.2963,6.65036666667,13.4652,5.01233333333,10.633
392.44,8.46486666667,36.6165,35.9982,31.7319636364,4.36103333333,6.69973333333,13.5547333333,5.0938,10.6961333333
392.80,8.39953333335,36.5763,35.9030666667,31.7270363636,4.27835,6.65616666667,13.5189333334,5.03766666667,10.6393333333
393.16,8.34906666667,36.5437,35.8638666667,31.7295393939,4.22381666667,6.57763333333,13.4515333333,4.97933333333,10.5945333333
393.52,8.34122222221,36.5467333333,35.8993333333,31.7317636364,4.2698,6.62666666667,13.4566,5.01373333333,10.5839333333
393.88,8.29128888889,36.6239,36.0553333333,31.7713939394,4.18338333333,6.564,13.4403333333,4.9352,10.5406666667
394.24,8.20948888888,36.7220666667,36.0719333333,31.7771878788,4.13878333333,6.4625,13.4411333333,4.88726666667,10.5108666667
394.60,8.18150370371,36.7733666667,36.1274666667,31.802630303,4.09041666667,6.40193333333,13.3988,4.85053333333,10.5058666667
394.96,8.12781481481,36.7800333333,36.1406666667,31.7540787879,4.06453333333,6.36573333333,13.4132666667,4.8186,10.5066
395.32,8.16211851852,36.8254666667,36.1792,31.8473212121,4.10448333333,6.40976666667,13.4541333333,4.8398,10.5224666667
395.68,8.21077777777,36.9284666667,36.2858666667,31.9006060606,4.11681666667,6.46616666667,13.4796666666,4.8516,10.5316666667
396.04,8.17391111111,36.9775,36.3186666667,31.9024060606,4.05605,6.41983333333,13.4554,4.79053333333,10.4636666667
396.40,8.16122222221,37.014,36.3015333333,31.8789151515,4.0092,6.382,13.4149333333,4.75386666667,10.4174
396.76,8.14716296296,37.1666,36.4108,31.8962848485,4.01558333333,6.35543333333,13.3915333333,4.7284,10.3733333333
397.12,8.13589629629,37.2697666666,36.4912,31.9522787879,4.00288333333,6.35376666667,13.4107333333,4.731,10.3774666667
397.48,8.10444444444,37.3686,36.5611333333,32.0179878788,3.91993333333,6.27243333333,13.4364,4.6632,10.3195333333
397.84,8.15163703705,37.4664,36.5873333334,32.1037393939,4.00323333333,6.3553,13.5096,4.72386666667,10.3519333333
398.20,8.27022222223,37.6800333333,36.8388,32.3147636364,4.11113333333,6.53663333333,13.6252666667,4.8354,10.4264666667
398.56,8.29669629629,37.8042,36.9745333333,32.4370545455,4.14271666667,6.5726,13.6913333333,4.86886666667,10.4493333333
398.92,8.23708888888,37.8442333333,37.0236,32.5266484849,4.1025,6.52516666667,13.6328666667,4.83786666667,10.3411333333
399.28,8.21285185186,37.9095666667,37.1164,32.5123757576,4.07301666667,6.4689,13.5951333333,4.80133333333,10.3200666667
399.64,8.19751111111,37.8953333333,37.1206,32.5591575758,4.07568333333,6.44073333333,13.5643333333,4.8068,10.3155333333
400.00,8.23968148147,38.0213,37.227,32.6580969697,4.14366666667,6.5076,13.6247333333,4.85886666667,10.3854
400.36,8.20291111112,38.0354333333,37.3179333333,32.7139151515,4.12216666667,6.46876666667,13.6084,4.83986666667,10.3926
400.72,8.28395555555,38.1144333333,37.4505333333,32.8171939394,4.17766666667,6.55106666667,13.7044666666,4.91746666667,10.4780666667
401.08,8.40271851853,38.2873333333,37.5979333333,32.9443757576,4.27653333333,6.6396,13.8088666667,5.01073333333,10.5739333333
401.44,8.49028148149,38.4314333333,37.7483333333,33.0407515151,4.36546666666,6.74433333333,13.849,5.1068,10.668
401.80,8.42604444445,38.4027666667,37.7162,33.0019939394,4.31196666667,6.6599,13.7652,5.05086666667,10.6134
402.16,8.39209629628,38.4488333333,37.7640666667,33.0681272727,4.26046666667,6.5485,13.7241333333,4.996,10.587
402.52,8.38034814814,38.5248333333,37.8059333333,33.0735030303,4.21863333333,6.5261,13.6878,4.94706666667,10.5106666667
402.88,8.44031851853,38.6416,37.9176666667,33.1723212121,4.24108333333,6.54996666667,13.7351333333,4.9574,10.5584
403.24,8.43941481482,38.6967333333,37.9239333333,33.249769697,4.21171666666,6.52483333333,13.7171333333,4.94106666667,10.5347333333
403.60,8.47457777779,38.7848,38.0173333333,33.3334181818,4.23433333333,6.57446666667,13.7740666667,4.9532,10.5807333333
403.95,8.52751111111,38.9049,38.1508666667,33.4359939394,4.26448333333,6.58403333333,13.8110666667,4.9862,10.63
404.31,8.56282222221,39.0347333333,38.2552,33.5223030303,4.26738333333,6.60183333333,13.8234,4.99206666667,10.6382
404.67,8.51085925926,39.007,38.2476,33.5056787879,4.20176666667,6.52593333333,13.7594,4.91286666667,10.5805333333
405.03,8.43492592592,39.0039,38.279,33.5485454545,4.1242,6.4449,13.6887333333,4.80486666667,10.511
405.39,8.43894074074,39.0670666666,38.3026666667,33.5881818182,4.10353333333,6.42643333333,13.6988666667,4.78853333333,10.4899333333
405.75,8.49215555557,39.1928,38.4247333334,33.7136727273,4.10285,6.47323333333,13.7285333333,4.798,10.5207333333
406.11,8.46805925927,39.2152666667,38.4137333333,33.7045515152,4.08705,6.44583333333,13.6947333333,4.7808,10.4944666667
406.47,8.53286666667,39.3464333333,38.5694666667,33.8425212121,4.15063333333,6.50706666667,13.7916666667,4.81666666667,10.5728
406.83,8.55641481481,39.4247,38.6619333333,33.8884,4.17025,6.53453333333,13.8266,4.8514,10.6152
407.19,8.59229629629,39.5087666667,38.773,33.9567878788,4.20363333333,6.55693333333,13.8702666667,4.87973333333,10.6208
407.55,8.52591851852,39.5636,38.7966666667,33.9475515152,4.11026666667,6.4322,13.7997333333,4.79353333333,10.5103333333
407.90,8.42436296297,39.5447666667,38.7714,33.9422424242,3.9808,6.32173333333,13.7282666667,4.681,10.3918
408.26,8.40995555555,39.5375,38.7708666667,33.9312484848,3.96831666667,6.32266666667,13.7198,4.66506666667,10.3544
408.62,8.40418518518,39.6874333333,38.8923333333,34.0526787879,3.97186666667,6.33686666667,13.735,4.67233333333,10.3605333333
408.98,8.40254814815,39.7935666667,38.9970666667,34.1104727273,3.97905,6.3608,13.7534666667,4.71613333333,10.3823333333
409.34,8.40057037037,39.8587,39.0886666667,34.1257151515,3.98123333333,6.34243333333,13.7618,4.70726666667,10.397
