wavelength,Back_SalGrof,Belly_SalGrof,Breast_SalGrof,Crissum_SalGrof,Crown_SalGrof,DorTail_SalGrof,Rump_SalGrof,Throat_SalGrof,WingTip_SalGrof
531.77,6.6204,9.97100000001,10.1895333333,8.35606666667,6.8692,6.04033333333,6.7592,30.5302666666,6.87066666667
532.11,6.60753333333,9.96633333334,10.1800666667,8.35066666666,6.8542,6.0334,6.75446666666,30.5258666667,6.86133333333
532.46,6.59146666667,9.95786666666,10.1646666667,8.33573333333,6.83866666667,6.02606666667,6.745,30.5102666667,6.84046666667
532.80,6.59153333333,9.963,10.1726666667,8.33300000001,6.8392,6.03046666667,6.74946666667,30.5022,6.83926666667
533.15,6.5864,9.96706666667,10.1741333333,8.3354,6.83093333333,6.02553333333,6.7458,30.5127333333,6.83973333333
533.49,6.5878,9.97706666666,10.1848,8.34966666666,6.8386,6.03473333333,6.75786666667,30.5275333333,6.84706666667
533.84,6.5862,9.98413333333,10.1923333333,8.35593333333,6.84086666667,6.04026666667,6.75813333333,30.5395333333,6.84693333334
534.18,6.60646666667,9.99706666667,10.2239333333,8.38180000001,6.86306666667,6.06073333333,6.7792,30.5568666667,6.8784
534.52,6.62186666667,10.0133333333,10.2414666667,8.40766666667,6.8788,6.0716,6.7982,30.5700666667,6.88433333333
534.87,6.6128,10.027,10.2438,8.40553333334,6.87093333333,6.05713333333,6.79413333333,30.5956666667,6.8752
535.21,6.60466666667,10.0291333333,10.238,8.39920000001,6.86106666667,6.04673333333,6.7858,30.5843333333,6.8636
535.56,6.60466666667,10.0579333333,10.2492,8.41446666666,6.86846666666,6.06693333333,6.79406666667,30.6138666667,6.87753333333
535.90,6.61213333333,10.0752666667,10.268,8.429,6.88186666666,6.07753333333,6.80513333333,30.6280666667,6.901
536.25,6.623,10.0885333333,10.2842,8.43626666667,6.8932,6.08506666667,6.80306666667,30.6317333333,6.9186
536.59,6.6278,10.0946,10.2772,8.44599999999,6.89386666667,6.08866666667,6.81193333333,30.6530666667,6.91853333334
536.93,6.652,10.1157333333,10.2998666667,8.46933333332,6.9162,6.11486666667,6.83186666667,30.6729333333,6.93373333333
537.28,6.67366666667,10.1277333333,10.3266666667,8.48866666667,6.94013333333,6.13686666667,6.84266666667,30.6918,6.9528
537.62,6.68333333333,10.1593333333,10.3570666667,8.50586666666,6.958,6.14973333333,6.8604,30.7094,6.97333333333
537.97,6.67233333333,10.1490666667,10.3364,8.49133333333,6.93553333333,6.1196,6.8312,30.6958666667,6.94713333333
538.31,6.69,10.1874,10.3712666667,8.51659999999,6.9484,6.1438,6.8452,30.7298,6.97893333333
538.65,6.72113333333,10.2147333333,10.4066,8.5512,6.98266666667,6.1832,6.8706,30.7328666667,7.02446666667
539.00,6.71433333333,10.2089333333,10.4108666667,8.55566666667,6.97686666667,6.19086666667,6.87486666667,30.6971333333,7.03146666667
539.34,6.722,10.2193333333,10.4246,8.56480000001,6.98413333333,6.19553333333,6.878,30.6926,7.04326666666
539.69,6.73406666667,10.2307333333,10.4273333333,8.57413333334,6.98566666667,6.19593333333,6.87606666667,30.6971333333,7.0408
540.03,6.73286666667,10.225,10.4282,8.57193333334,6.97273333333,6.193,6.8744,30.6883333333,7.0404
540.37,6.74513333333,10.2527333333,10.4554,8.598,6.9816,6.21113333333,6.88266666667,30.7299333333,7.06446666667
540.72,6.72473333333,10.2344,10.4428666667,8.58153333334,6.9556,6.19233333333,6.87326666667,30.7178666667,7.04673333333
541.06,6.71106666666,10.2394,10.4354,8.5736,6.94646666667,6.18166666667,6.85966666666,30.7103333333,7.04046666667
541.40,6.68633333333,10.2097333333,10.4,8.54546666666,6.92093333333,6.16006666667,6.83713333333,30.6768666667,7.01473333333
541.75,6.6784,10.2178666667,10.3999333333,8.54140000001,6.92,6.16333333333,6.83746666666,30.6966666667,7.02126666666
542.09,6.6406,10.1846666667,10.3699333333,8.50526666667,6.88746666667,6.1386,6.80606666667,30.6713333333,6.99166666667
542.43,6.6226,10.1655333333,10.3518,8.49300000001,6.87326666667,6.12033333333,6.7894,30.6778666667,6.97206666667
542.78,6.61186666667,10.1636,10.3436666667,8.4792,6.86346666667,6.1042,6.77573333333,30.7137333333,6.95393333333
543.12,6.59073333333,10.1353333333,10.3194666667,8.45993333333,6.84426666667,6.07873333333,6.7464,30.7113333333,6.9244
543.46,6.58493333333,10.1334,10.3271333333,8.45306666666,6.84413333333,6.07593333333,6.74193333333,30.7330666667,6.92486666667
543.81,6.55673333333,10.1246,10.3188666667,8.452,6.8362,6.06613333333,6.72853333333,30.7558,6.91
544.15,6.53533333333,10.1051333333,10.3057333333,8.42333333334,6.8148,6.03633333333,6.70653333333,30.7052,6.88713333333
544.49,6.51433333333,10.1125333333,10.2898666667,8.41460000001,6.80346666667,6.02366666667,6.68373333333,30.7043333333,6.88733333333
544.84,6.49793333333,10.104,10.2807333333,8.4002,6.7908,6.01706666666,6.67646666667,30.7075333333,6.87486666667
545.18,6.53746666667,10.1512666667,10.3275333333,8.44579999999,6.81826666667,6.04633333333,6.70433333333,30.7749333333,6.91086666667
545.52,6.55,10.172,10.3439333333,8.45940000001,6.82686666667,6.0624,6.7178,30.7824,6.91826666667
545.87,6.58146666667,10.1813333333,10.3616,8.47833333334,6.8472,6.06806666667,6.7176,30.7944666667,6.93526666666
546.21,6.5914,10.205,10.3765333333,8.4922,6.84573333333,6.0654,6.72353333333,30.8137333333,6.94326666667
546.55,6.6082,10.2191333333,10.3932,8.51553333334,6.8626,6.0772,6.73626666667,30.8257333333,6.9704
546.90,6.64106666667,10.2626,10.4360666667,8.54606666667,6.8814,6.1032,6.77293333333,30.8956,7.00973333333
547.24,6.6328,10.2632,10.4334,8.55340000001,6.86853333333,6.10306666667,6.76013333333,30.8946,7.00093333333
547.58,6.66813333333,10.2979333333,10.4689333333,8.57726666667,6.90366666667,6.11873333333,6.7904,30.935,7.0344
547.92,6.66953333333,10.3074666667,10.4818666667,8.59619999999,6.91733333333,6.132,6.79706666667,30.9959333333,7.02826666667
548.27,6.69493333333,10.3213333333,10.5233333333,8.60953333333,6.94213333333,6.1394,6.8158,31.0506666667,7.0466
548.61,6.7176,10.3391333333,10.5620666667,8.64453333333,6.95686666666,6.14933333334,6.8336,31.1100666667,7.06886666667
548.95,6.71593333333,10.3721333333,10.5822666667,8.65900000001,6.96886666667,6.15966666667,6.8334,31.1411333333,7.0734
549.29,6.69306666667,10.3620666667,10.5977333333,8.65600000001,6.9626,6.14886666667,6.82226666667,31.1828,7.0596
549.64,6.68453333333,10.3878666667,10.6228,8.65886666667,6.96133333333,6.15453333333,6.83166666667,31.2117333333,7.05533333333
549.98,6.69173333333,10.407,10.6481333333,8.66620000001,6.97873333334,6.16833333333,6.826,31.2537333333,7.06066666667
550.32,6.69006666667,10.4209333333,10.6464666666,8.65893333334,6.96506666667,6.1668,6.81726666667,31.2520666667,7.04246666667
550.66,6.68366666667,10.4316,10.6559333333,8.66466666667,6.9606,6.17306666667,6.81766666667,31.2098666667,7.03746666667
551.01,6.73206666667,10.4899333333,10.7256666667,8.71906666667,7.01206666667,6.22,6.8674,31.246,7.09293333333
551.35,6.7454,10.5232666666,10.7574,8.74766666667,7.00273333334,6.2432,6.88366666667,31.2729333333,7.10753333333
551.69,6.75246666667,10.5377333333,10.7503333333,8.75540000001,7.01053333333,6.249,6.88053333333,31.2633333333,7.12606666667
552.03,6.74246666667,10.5349333333,10.7393333333,8.77133333333,7.0234,6.25533333333,6.8856,31.2652,7.1238
552.38,6.7304,10.5244,10.7313333333,8.74619999999,6.99253333333,6.24453333333,6.87513333333,31.2958666667,7.11013333333
552.72,6.70886666667,10.4821333333,10.7108666667,8.71026666667,6.97753333333,6.22106666667,6.85186666667,31.2564666667,7.09093333333
553.06,6.73706666667,10.5146666667,10.7305333333,8.752,7.01406666667,6.24706666667,6.88426666667,31.237,7.11846666667
553.40,6.7428,10.5184,10.7362666667,8.78273333333,7.0288,6.26513333333,6.89753333333,31.2902,7.12806666667
553.74,6.75366666667,10.5290666667,10.7426666667,8.79353333333,7.02906666667,6.2708,6.9252,31.2946,7.1288
554.09,6.7718,10.5566,10.7933333333,8.82333333334,7.0634,6.29693333334,6.95433333333,31.3464,7.1666
554.43,6.76373333333,10.5767333333,10.7941333333,8.82826666666,7.07073333333,6.2984,6.94966666667,31.3772666667,7.1746
554.77,6.68953333333,10.5224,10.7171333333,8.76753333333,7.0086,6.2384,6.8894,31.3388,7.10246666667
555.11,6.6602,10.4649333333,10.6658,8.71580000001,6.98306666667,6.19166666667,6.84393333333,31.2997333333,7.0626
555.45,6.6648,10.4617333333,10.688,8.70546666666,6.97966666667,6.19486666667,6.85773333333,31.3089333333,7.06926666667
555.80,6.65346666667,10.4734,10.6864666667,8.68986666667,6.9726,6.18866666667,6.83106666667,31.2712,7.06053333333
556.14,6.66673333333,10.5087333333,10.7112666667,8.72786666666,7.00606666667,6.20353333333,6.84833333333,31.2602666667,7.099
556.48,6.6778,10.5326666667,10.7254,8.75780000001,6.996,6.20673333333,6.86633333333,31.2974666667,7.11593333333
556.82,6.68,10.5039333333,10.7006,8.74673333333,6.98526666667,6.20306666667,6.85146666667,31.2826,7.11706666667
557.16,6.68206666667,10.5396666667,10.7125333333,8.74920000001,6.98666666667,6.20286666667,6.85506666667,31.2591333333,7.13793333333
557.50,6.66093333333,10.5273333333,10.7038,8.71353333334,6.97633333333,6.19266666667,6.83726666667,31.2351333334,7.1346
557.85,6.69193333333,10.5544666667,10.7187333333,8.74306666666,6.9852,6.21746666667,6.8608,31.2467333333,7.15753333333
558.19,6.6948,10.5569333333,10.7355333333,8.75680000001,6.98746666667,6.22966666667,6.8706,31.2348666667,7.15206666667
558.53,6.75393333333,10.6078,10.8143333333,8.81333333333,7.0432,6.28326666667,6.933,31.3222,7.21433333333
558.87,6.75433333333,10.6526,10.8454,8.84546666667,7.05613333333,6.2846,6.938,31.3578,7.2352
559.21,6.72866666667,10.651,10.8358,8.83866666667,7.029,6.2694,6.90813333333,31.3637333333,7.21
559.55,6.77646666667,10.6750666667,10.876,8.87913333334,7.02586666667,6.30746666667,6.9398,31.3901333334,7.23606666667
559.89,6.81086666667,10.6892666667,10.8899333333,8.89526666666,7.04386666667,6.3362,6.96453333333,31.4040666667,7.24693333333
560.23,6.83646666667,10.7076666667,10.9202666667,8.91159999999,7.0654,6.36593333333,6.99706666667,31.4104,7.27453333333
560.58,6.84146666667,10.7337333333,10.9414,8.93313333333,7.06346666667,6.3792,7.0008,31.4339333333,7.28826666667
560.92,6.86393333333,10.7353333333,10.9475333333,8.95400000001,7.07606666667,6.3964,7.00713333333,31.4257333333,7.30446666667
561.26,6.90833333333,10.7942666666,11.0025333333,9.03453333333,7.12533333333,6.4486,7.0414,31.4621333333,7.36513333333
561.60,6.86613333333,10.7681333333,10.9775333333,9.01606666667,7.10333333333,6.40633333333,7.00006666667,31.4586,7.32346666667
561.94,6.83173333333,10.7127333333,10.9302666667,8.97953333333,7.06626666667,6.34566666667,6.9506,31.4656666667,7.3004
562.28,6.79593333333,10.6691333333,10.8817333333,8.93939999999,7.0268,6.30526666667,6.89833333333,31.4247333333,7.26906666667
562.62,6.78706666667,10.6594,10.8641333333,8.93293333333,7.00386666667,6.31613333333,6.89686666667,31.4543333333,7.266
562.96,6.81293333333,10.6788666667,10.8847333333,8.956,7.0286,6.34133333333,6.92033333333,31.4815333333,7.30033333333
563.30,6.80166666667,10.6910666667,10.8964666667,8.97453333333,7.04306666667,6.349,6.9334,31.4887333333,7.32273333333
563.64,6.7514,10.6516666666,10.8605333333,8.94706666667,7.00626666667,6.31233333333,6.8946,31.4334,7.28566666667
563.99,6.72653333333,10.6464,10.8454666667,8.92633333333,6.981,6.2816,6.87226666667,31.4540666667,7.25966666667
564.33,6.711,10.6574,10.8667333333,8.92213333333,6.98186666667,6.28153333333,6.85873333333,31.471,7.2514
564.67,6.67546666667,10.6360666667,10.8402,8.90173333333,6.96566666667,6.2622,6.84986666667,31.4419333333,7.2226
565.01,6.6718,10.6302666667,10.8496,8.8992,6.94373333333,6.26733333333,6.85066666667,31.4447333333,7.2084
565.35,6.67253333333,10.6585333333,10.8634,8.90433333334,6.94446666667,6.2916,6.86026666667,31.4670666667,7.23153333334
565.69,6.69953333333,10.6939333333,10.8962,8.91633333333,6.97046666667,6.31853333333,6.89326666667,31.4777333334,7.26666666667
566.03,6.72146666667,10.7252666667,10.9187333333,8.9494,6.9808,6.32926666667,6.91393333333,31.4624666667,7.28293333333
566.37,6.70033333333,10.7184,10.9108666667,8.92793333333,6.97713333333,6.33446666667,6.90533333333,31.409,7.2808
566.71,6.66746666667,10.7116,10.8822,8.92126666666,6.9528,6.30293333333,6.87933333333,31.4028666667,7.263
567.05,6.62973333333,10.6755333333,10.8541333333,8.87433333333,6.91386666667,6.2574,6.83306666667,31.4003333333,7.223
567.39,6.63073333333,10.6937333333,10.8686666667,8.88273333334,6.91933333333,6.26533333333,6.83193333333,31.4265333333,7.23573333333
567.73,6.63213333333,10.6810666667,10.8854666667,8.89946666667,6.9286,6.27353333333,6.82386666667,31.3995333333,7.24893333333
568.07,6.63286666667,10.677,10.8758,8.89973333333,6.9236,6.25333333333,6.84193333333,31.4357333333,7.25906666667
568.41,6.62266666666,10.6751333333,10.8831333333,8.89186666667,6.895,6.2542,6.82386666667,31.4582,7.24553333333
568.75,6.56513333333,10.6393333333,10.8322666667,8.83346666666,6.85626666667,6.2088,6.77673333333,31.433,7.2064
569.09,6.55146666667,10.6200666667,10.8275333333,8.82133333333,6.84626666667,6.19693333333,6.75873333333,31.3776,7.20446666667
569.43,6.55293333333,10.6388666667,10.8555333333,8.85433333334,6.85873333333,6.2346,6.7808,31.3912,7.2122
569.77,6.52866666667,10.6226,10.8386666667,8.8334,6.8368,6.2356,6.76573333333,31.3638666667,7.18486666667
570.11,6.56766666666,10.6503333333,10.8728,8.88113333333,6.86246666667,6.26286666667,6.78766666667,31.3935333333,7.21453333333
570.45,6.60153333333,10.6685333333,10.8991333333,8.88946666667,6.87593333333,6.28986666667,6.8256,31.3877333333,7.23993333333
570.79,6.62173333333,10.7086666667,10.9251333333,8.91933333333,6.89713333334,6.34293333333,6.86146666667,31.4178666667,7.27093333333
571.13,6.62593333333,10.7217333333,10.9322666667,8.92319999999,6.91006666667,6.35513333333,6.8634,31.4369333333,7.27193333333
571.47,6.6176,10.7316,10.9272,8.92013333334,6.90426666667,6.3622,6.85013333334,31.4493333333,7.2682
571.81,6.62326666667,10.7552,10.9375333333,8.93953333333,6.91553333333,6.38193333333,6.8464,31.4346,7.2828
572.15,6.67933333333,10.8167333333,10.9962,8.98906666667,6.96186666667,6.4312,6.90153333333,31.5060666667,7.3508
572.49,6.68506666667,10.8236,10.9998666667,9.02000000001,6.9582,6.43626666667,6.9152,31.5114666667,7.35993333333
572.83,6.6838,10.8315333333,10.9962,9.03119999999,6.9448,6.42466666667,6.91693333333,31.5469333333,7.351
573.17,6.67653333333,10.8196666667,10.9822666667,9.02986666667,6.9358,6.39753333333,6.8996,31.5356666667,7.358
573.51,6.66813333333,10.8245333333,10.9872,9.0412,6.94053333333,6.3942,6.8912,31.5505333333,7.3852
573.85,6.68686666667,10.8374,11.0162666667,9.06020000001,6.95493333334,6.408,6.9196,31.5996,7.3818
574.19,6.65673333333,10.8222666667,11.0047333333,9.04853333334,6.9434,6.4028,6.8944,31.6004666667,7.3788
574.53,6.661,10.8243333333,11.0115333333,9.05686666667,6.94586666667,6.38893333333,6.88053333334,31.597,7.38186666667
574.87,6.6736,10.8314,11.0013333333,9.07113333334,6.939,6.39526666667,6.88326666667,31.6087333333,7.39353333333
575.21,6.69153333333,10.8517333333,11.0184666667,9.10119999999,6.96486666667,6.43073333333,6.90973333333,31.6256,7.4288
575.55,6.709,10.8628,11.0367333333,9.12226666667,6.96926666667,6.451,6.92073333333,31.6660666667,7.4456
575.89,6.6704,10.8352666667,11.0062,9.10406666666,6.94053333334,6.4228,6.88406666667,31.6385333333,7.41233333334
576.22,6.68626666667,10.8542,11.0258,9.10800000001,6.96566666666,6.4424,6.8848,31.673,7.42586666667
576.56,6.66926666667,10.8218,11.0090666667,9.07700000001,6.95486666667,6.43166666667,6.8514,31.6223333333,7.40253333333
576.90,6.6504,10.8178666667,11.0074666667,9.06306666666,6.93533333333,6.42333333333,6.8344,31.6203333333,7.36593333334
577.24,6.6428,10.8332666667,11.0152666667,9.05839999999,6.92466666667,6.42213333333,6.8362,31.6633333333,7.3548
577.58,6.5956,10.8112666667,10.9628666667,9.00653333333,6.882,6.3618,6.78046666667,31.611,7.3328
577.92,6.62186666667,10.8268,10.9768,9.02806666666,6.89253333333,6.367,6.79526666666,31.6251333333,7.32593333333
578.26,6.64333333333,10.8584666667,10.9938,9.0574,6.91786666667,6.38766666667,6.81846666667,31.6770666667,7.34473333333
578.60,6.65826666667,10.8748,11.029,9.07839999999,6.93946666666,6.40846666667,6.83966666667,31.6843333333,7.3796
578.94,6.7168,10.9100666667,11.0535333333,9.09546666666,6.95666666667,6.42606666667,6.8912,31.726,7.41286666667
579.28,6.71066666667,10.9154,11.0451333333,9.07713333333,6.94986666667,6.4106,6.88546666667,31.7254666667,7.41013333333
579.61,6.7066,10.9198,11.0511333333,9.07520000001,6.9674,6.4156,6.8966,31.7512,7.4232
579.95,6.71933333333,10.9373333333,11.0568,9.09006666667,6.97573333334,6.42133333333,6.912,31.7498,7.44653333333
580.29,6.73753333333,10.961,11.0811333333,9.12766666667,6.9918,6.44966666667,6.95326666667,31.8032666667,7.4982
580.63,6.8058,11.0245333333,11.1063333333,9.18126666667,7.04753333333,6.51973333334,7.0118,31.8534,7.55926666667
580.97,6.86706666667,11.0490666667,11.1458666667,9.23520000001,7.0968,6.56973333333,7.06746666667,31.8734,7.61046666667
581.31,6.90553333333,11.0793333333,11.1904,9.28973333334,7.11653333333,6.63133333333,7.103,31.9290666667,7.63446666667
581.65,6.91406666667,11.129,11.2248,9.31733333333,7.12873333333,6.66986666667,7.116,32.0001333333,7.67346666667
581.98,6.8748,11.0789333333,11.1787333333,9.26840000001,7.07333333333,6.63253333333,7.0854,31.9447333334,7.64433333333
582.32,6.84913333333,11.067,11.1903333333,9.25859999999,7.0542,6.61173333334,7.0712,31.9487333333,7.6206
582.66,6.80053333333,11.0521333333,11.1727333334,9.24866666666,7.0358,6.5858,7.0312,31.9291333333,7.60246666667
583.00,6.7888,11.0218,11.1715333333,9.22973333332,7.0072,6.5794,7.01573333333,31.9147333333,7.59906666667
583.34,6.81846666667,11.0362,11.1808,9.24893333334,6.99726666667,6.56653333333,7.0188,31.8923333333,7.601
583.68,6.799,10.9984,11.1811333333,9.22006666666,6.96553333333,6.54813333333,7.00173333333,31.8777333333,7.58353333333
584.01,6.8284,11.0323333333,11.2066666667,9.25766666667,7.00646666667,6.5608,7.02433333333,31.9102,7.59206666666
584.35,6.818,11.0354666667,11.2196666667,9.254,6.99293333333,6.56493333333,7.01793333333,31.9327333333,7.59566666667
584.69,6.78526666667,11.0346666667,11.1893333333,9.22386666666,6.97186666667,6.5488,6.99326666667,31.9062666667,7.56713333333
585.03,6.77406666666,11.0182,11.1664,9.2218,6.98193333333,6.5388,6.9932,31.8808,7.5792
585.37,6.80926666667,11.0443333333,11.206,9.24733333333,7.0342,6.58286666667,7.01613333333,31.8865333333,7.61546666667
585.70,6.8062,11.0696666667,11.2357333333,9.2704,7.0746,6.59286666667,7.01893333333,31.865,7.6368
586.04,6.82953333333,11.0998,11.2418666667,9.3076,7.0996,6.61166666667,7.03406666667,31.8883333333,7.67466666667
586.38,6.83266666667,11.1248,11.2615333333,9.33079999999,7.13153333333,6.6278,7.033,31.9004666667,7.67653333334
586.72,6.86473333333,11.1680666667,11.2989333333,9.37613333333,7.16673333333,6.65126666667,7.0608,31.9384666667,7.705
587.06,6.78213333333,11.0942666667,11.2178666667,9.28073333333,7.095,6.59686666667,6.97526666667,31.9104,7.61913333333
587.39,6.84233333333,11.1646,11.2617333333,9.3484,7.1684,6.6614,7.03033333333,31.9736666667,7.6782
587.73,6.84033333333,11.1847333334,11.2730666667,9.34846666666,7.16266666667,6.68693333333,7.0454,31.9844666667,7.6954
588.07,6.85266666667,11.1959333333,11.2769333333,9.37033333333,7.18066666667,6.69986666667,7.039,31.9874666667,7.71253333333
588.41,6.89573333333,11.2234,11.3091333333,9.40073333333,7.20386666667,6.7292,7.06413333333,32.0423333333,7.7476
588.74,6.88493333333,11.2236666667,11.3194666667,9.37866666667,7.19666666667,6.72406666667,7.05086666667,32.0616,7.75506666667
589.08,6.87166666667,11.2092,11.2832,9.38940000001,7.1722,6.687,7.0404,32.029,7.72966666667
589.42,6.92306666666,11.2559333333,11.3141333333,9.43266666667,7.18566666666,6.72666666667,7.084,32.1310666667,7.74913333333
589.76,6.98173333333,11.3214,11.3909333333,9.44513333333,7.23913333333,6.80013333333,7.14813333333,32.2089333333,7.7882
590.09,7.0256,11.3498666667,11.4348666667,9.47506666666,7.25833333333,6.8304,7.19206666667,32.2354666667,7.80693333333
590.43,7.00693333333,11.3266,11.4050666667,9.45739999999,7.2414,6.83506666667,7.18753333333,32.2254666667,7.7856
590.77,7.0776,11.3872,11.5081333333,9.55186666666,7.312,6.91313333333,7.26966666667,32.2395333333,7.86426666667
591.11,7.0672,11.3821333333,11.526,9.56806666667,7.30086666667,6.90206666667,7.23426666667,32.2838,7.86146666667
591.44,7.07473333333,11.3694666667,11.5339333333,9.58033333332,7.28906666667,6.90153333333,7.19773333333,32.3228666667,7.84046666667
591.78,7.06966666667,11.368,11.5582,9.57779999999,7.2822,6.9006,7.2042,32.3239333333,7.82293333333
592.12,7.06993333333,11.3685333333,11.5842,9.59313333333,7.28813333333,6.921,7.20093333333,32.3174666667,7.82193333333
592.46,7.13666666667,11.4501333333,11.6700666667,9.69466666667,7.35926666667,6.9898,7.262,32.3726,7.863
592.79,7.13666666667,11.4580666667,11.6860666667,9.69539999999,7.37833333333,7.00133333333,7.2634,32.3660666667,7.88526666667
593.13,7.15753333333,11.4893333333,11.7216666667,9.71839999999,7.41926666667,7.04553333333,7.2676,32.3614,7.94386666667
593.47,7.0836,11.4272666667,11.6307333333,9.66126666667,7.33506666667,6.97546666667,7.18073333333,32.2986666667,7.89146666667
593.80,7.04326666667,11.3978666667,11.5892666667,9.62946666666,7.2894,6.93526666667,7.14033333333,32.311,7.86766666667
594.14,7.02393333333,11.4285333333,11.6054666667,9.63286666665,7.29366666667,6.9178,7.13133333333,32.316,7.8544
594.48,6.98613333333,11.4042,11.5450666666,9.59633333334,7.2582,6.89373333333,7.09686666667,32.2892,7.83946666667
594.81,6.96053333333,11.4044,11.5186,9.54886666667,7.24613333333,6.8652,7.09773333333,32.1843333333,7.8198
595.15,6.98766666667,11.4419333333,11.5368,9.56526666667,7.28253333333,6.88993333333,7.1504,32.1782666667,7.86746666667
595.49,6.96353333333,11.4317333333,11.5067333333,9.53753333334,7.26046666667,6.86146666667,7.13506666667,32.1649333333,7.87426666667
595.82,6.94653333333,11.4198,11.4889333334,9.52620000001,7.26086666667,6.8388,7.115,32.16,7.8718
596.16,6.9428,11.4301333333,11.485,9.51773333334,7.25553333333,6.84666666667,7.09593333333,32.1442666667,7.89006666667
596.50,6.92553333333,11.4208,11.4892666667,9.5006,7.22653333333,6.83726666667,7.07873333333,32.1489333333,7.87153333333
596.83,6.90046666666,11.3822666667,11.4475333333,9.47779999999,7.1984,6.80393333333,7.06426666667,32.0886,7.8296
597.17,6.91006666667,11.3793333333,11.4525333333,9.48546666667,7.19653333333,6.80606666667,7.07746666667,32.0649333333,7.82413333334
597.51,6.88806666667,11.3512666667,11.422,9.45013333333,7.17046666667,6.78986666667,7.0548,31.9996666667,7.80313333333
597.84,6.88833333333,11.3467333333,11.4386,9.45926666667,7.18006666667,6.79833333333,7.0472,31.9994666667,7.82233333333
598.18,6.88773333333,11.3598666667,11.4648666667,9.46386666667,7.17666666667,6.77126666667,7.045,32.0357333333,7.8188
598.52,6.8792,11.3498666667,11.4557333333,9.46786666667,7.138,6.74833333333,7.0188,32.1030666667,7.7954
598.85,6.8268,11.315,11.4104666667,9.41186666667,7.07806666667,6.708,6.95486666667,32.0563333334,7.74593333333
599.19,6.7958,11.3118,11.4112,9.4048,7.06033333333,6.6934,6.9354,32.0612666667,7.72793333333
599.53,6.7998,11.3374666667,11.4112,9.40033333334,7.04913333333,6.69253333333,6.94106666667,32.0732,7.7342
599.86,6.79813333333,11.3264666667,11.4067333333,9.38446666666,7.04806666667,6.6804,6.953,32.036,7.72453333333
600.20,6.85106666667,11.3668,11.4422,9.43493333334,7.08833333333,6.72773333333,7.0016,32.0741333333,7.7774
600.53,6.8666,11.4187333333,11.481,9.44946666667,7.07753333334,6.76346666667,7.0272,32.1574666667,7.81393333333
600.87,6.82633333333,11.4198666667,11.4826,9.45160000001,7.07186666667,6.746,6.999,32.1654666667,7.794
601.21,6.82966666667,11.4553333333,11.518,9.48859999999,7.09013333333,6.75913333333,7.00406666667,32.2191333333,7.83753333333
601.54,6.81653333333,11.4535333333,11.4964,9.48873333334,7.071,6.7552,7.016,32.2345333333,7.84046666667
601.88,6.84313333333,11.5152666667,11.5255333333,9.5394,7.10413333333,6.82753333333,7.07793333333,32.2937333333,7.91326666667
602.21,6.8636,11.5421333333,11.5721333333,9.5676,7.12973333333,6.878,7.1278,32.3128,7.96793333333
602.55,6.8604,11.5344666666,11.5835333333,9.59733333333,7.13466666667,6.8702,7.1338,32.3022666667,7.96166666667
602.88,6.868,11.5374,11.5925333334,9.59773333334,7.13266666667,6.86593333333,7.1252,32.2714666666,7.96906666667
603.22,6.8298,11.5003333334,11.6022666667,9.57493333333,7.1026,6.84406666667,7.08646666667,32.2756,7.95053333333
603.56,6.79266666667,11.466,11.5506666667,9.53659999999,7.0522,6.7986,7.06213333333,32.2529333333,7.92293333334
603.89,6.74866666667,11.4497333333,11.5219333333,9.49166666666,7.0312,6.77306666667,7.02213333333,32.2357333333,7.88346666667
604.23,6.74506666667,11.4265333333,11.5156,9.48606666667,7.02446666667,6.75886666667,7.00373333333,32.2083333333,7.86946666667
604.56,6.76886666667,11.42,11.5309333333,9.49900000001,7.03906666667,6.771,7.00826666667,32.2093333333,7.90666666667
604.90,6.78293333333,11.4224,11.5164,9.50599999999,7.03246666667,6.7794,7.0158,32.1896666667,7.8896
605.23,6.7996,11.4164666667,11.5124666667,9.51626666667,7.0442,6.7968,7.0118,32.1947333333,7.88973333333
605.57,6.84853333333,11.4460666667,11.5519333333,9.55906666667,7.09026666667,6.8384,7.02693333334,32.2252666667,7.92086666667
605.90,6.88546666667,11.4601333333,11.5472666667,9.59326666666,7.1292,6.8722,7.03693333333,32.2407333333,7.9412
606.24,6.93026666667,11.5099333333,11.6024666667,9.61986666666,7.17993333333,6.9196,7.0846,32.3076,8.0018
606.58,6.94473333333,11.5119333333,11.6099333333,9.61573333333,7.1922,6.9388,7.097,32.3473333333,8.01926666667
606.91,6.9822,11.5509333333,11.6156,9.64506666667,7.20813333333,6.97766666667,7.14753333333,32.3882666667,8.04513333333
607.25,6.96666666667,11.5260666667,11.6287333333,9.65093333333,7.18746666667,6.97306666667,7.11673333333,32.4184,8.0302
607.58,6.9406,11.5072666667,11.5994666667,9.63913333332,7.1428,6.95053333333,7.10653333333,32.4237333333,8.01393333334
607.92,6.91266666666,11.5115333333,11.5922666667,9.62746666667,7.1424,6.93473333333,7.094,32.435,8.00253333333
608.25,6.9024,11.5175333333,11.5786666667,9.6168,7.121,6.9272,7.101,32.4265333333,7.99286666667
608.59,6.905,11.5201333333,11.5989333333,9.62353333333,7.14746666667,6.95026666667,7.11586666667,32.4172666667,8.01686666667
