wavelength,Back_ThrSaym,Belly_ThrSaym,Breast_ThrSaym,Crissum_ThrSaym,Crown_ThrSaym,DorTail_ThrSaym,Patch10_ThrSaym,Patch11_ThrSaym,Rump_ThrSaym,Throat_ThrSaym,WingTip_ThrSaym
511.70,20.2003333333,52.4577333333,38.9892666667,47.563637037,20.2699,14.9638,24.1612,25.0588666667,25.7909333333,36.9242,8.99346666667
512.05,20.2426,52.4918,39.0451333333,47.6167296296,20.3213666667,15.0104,24.2447333333,25.1134666667,25.8406666667,36.9398,8.983
512.40,20.2797333333,52.606,39.1195333333,47.6909259259,20.3674666667,15.0496666666,24.3106,25.1854,25.9117333333,36.9846666667,8.9936
512.75,20.3135333333,52.7194,39.1960666667,47.7777259259,20.4037666667,15.0784,24.3955333333,25.2731333333,25.9868,37.0061333333,8.9774
513.09,20.3092,52.7269333333,39.2042,47.8180703704,20.4174,15.0752666667,24.4425333333,25.3144666667,25.9954,37.0124,8.9626
513.44,20.3756,52.8134666667,39.2504,47.8867333333,20.4613,15.1256,24.5168666667,25.3858666667,26.08,37.0584666667,8.9746
513.79,20.393,52.8617333333,39.3187333333,47.9457518519,20.4881666667,15.1333333333,24.5478,25.4363333333,26.1192666667,37.0691333333,8.96506666667
514.13,20.4425333333,52.9280666667,39.4061333333,48.0457962963,20.5366333333,15.1700666667,24.6304,25.5088666667,26.1941333333,37.1245333333,8.99013333333
514.48,20.49,52.9785333333,39.4613333333,48.1119518518,20.6103,15.2008,24.713,25.5941333333,26.2408666667,37.1544666667,9.0024
514.83,20.5120666667,52.9974666667,39.4928,48.1443555555,20.6290666667,15.2052,24.7327333333,25.6564666667,26.2635333333,37.1545333333,9.0172
515.17,20.5034666667,53.0127333333,39.5038,48.1642185185,20.6121333333,15.2030666667,24.7310666667,25.6626,26.2499333333,37.1114,8.98853333333
515.52,20.5467333333,53.0256666667,39.5399333333,48.1906111111,20.6468,15.211,24.7736666666,25.7241333333,26.2928,37.0890666666,8.98993333333
515.87,20.5806,53.0316666667,39.6001333333,48.2278111111,20.7091,15.247,24.8598,25.7817333333,26.3548666667,37.114,9.00293333333
516.21,20.6458666667,53.1156,39.7007333333,48.297962963,20.7665333333,15.3138,24.9189333333,25.8717333333,26.4446,37.167,9.02133333333
516.56,20.6647333333,53.1868666666,39.7761333333,48.3580296296,20.8096666667,15.3454666667,24.9943333333,25.9350666667,26.5032,37.1836,9.0288
516.91,20.7170666667,53.2666,39.8483333333,48.3859148148,20.8278,15.3782,25.0810666667,26.0003333333,26.5788,37.2034,9.04746666667
517.25,20.7982,53.4018,39.9328,48.4758,20.8987,15.4492666667,25.2076666667,26.1046,26.6762666667,37.2676,9.10213333333
517.60,20.8108,53.4385333333,39.9558666667,48.4913037037,20.8941,15.4576666667,25.2445333333,26.1461333333,26.7186666667,37.2891333333,9.0926
517.95,20.8511333333,53.5572,40.0259333333,48.562237037,20.9343666667,15.506,25.3332,26.2112666666,26.8048,37.3119333333,9.08453333333
518.29,20.9279333333,53.7034,40.1233333333,48.6536592593,21.0084666667,15.5574,25.4548666667,26.3086666667,26.9200666667,37.4112666667,9.13086666667
518.64,20.9616666667,53.7796666667,40.1852666667,48.7127037037,21.0594333333,15.5970666667,25.5444,26.3644,26.9857333333,37.4792,9.15553333333
518.99,20.9819333333,53.8432,40.2334666667,48.7618962963,21.0644666667,15.598,25.5762,26.4073333333,27.007,37.4858,9.14733333333
519.33,21.0189333333,53.9162,40.2993333333,48.809562963,21.1106666667,15.6160666667,25.6338,26.4544666667,27.0548666667,37.5118,9.167
519.68,21.0544666667,53.9712666667,40.3512666667,48.8604185185,21.1520666667,15.6298666667,25.6870666667,26.4974,27.119,37.5278,9.15646666667
520.02,21.0690666667,54.0460666667,40.3738666667,48.9545518518,21.1989333333,15.6569333333,25.7515333333,26.5416,27.1589333333,37.5784666667,9.14646666667
520.37,21.0488666667,54.0005333333,40.3613333333,48.9414,21.1911666667,15.6277333333,25.7322,26.5371333333,27.1458,37.5404,9.113
520.72,21.0962666666,54.0872,40.4499333333,49.0152777778,21.2501333333,15.6518666667,25.7872666667,26.5887333333,27.1904666667,37.5834,9.12186666667
521.06,21.1374,54.1194666667,40.5284666667,49.0872777778,21.2941,15.6870666667,25.8606666667,26.6172666667,27.2182666667,37.6557333333,9.14013333333
521.41,21.1457333333,54.1062666667,40.5605333333,49.1232037037,21.3195333333,15.6948666667,25.8723333333,26.6421333333,27.2360666667,37.6480666667,9.13213333333
521.75,21.147,54.1074666667,40.5813333333,49.1565666667,21.3317666667,15.6996,25.8776,26.6807333333,27.2540666667,37.6216,9.1184
522.10,21.1892,54.109,40.6154,49.1826518518,21.3874,15.7606,25.9236666667,26.7150666667,27.3048,37.6429333333,9.1486
522.45,21.1984666667,54.0964,40.6414666667,49.2154259259,21.3999666667,15.7971333333,25.9533333333,26.7288,27.3326666667,37.6435333333,9.13359999999
522.79,21.2288666667,54.0983333333,40.6511333333,49.2271074074,21.4283,15.8422666667,26.0113333333,26.7696666667,27.3526,37.6976,9.14926666667
523.14,21.2370666667,54.0224666667,40.6453333333,49.1512148148,21.4267333333,15.8259333333,26.0117333333,26.7595333333,27.3577333333,37.6322666667,9.13806666666
523.48,21.2822666667,54.1191333333,40.7521333333,49.2147259259,21.4750333333,15.8986,26.103,26.8168,27.4498666667,37.6932,9.16166666666
523.83,21.2959333333,54.1128666667,40.7351333333,49.1596333333,21.4916333333,15.9198,26.1366666667,26.8278666667,27.4787333333,37.6722666667,9.19213333334
524.17,21.2960666667,54.0994,40.7316666667,49.1381777778,21.5019666667,15.9294,26.1474,26.8505333333,27.5066666667,37.6420666667,9.17966666667
524.52,21.3054666666,54.0924,40.7614,49.1205037037,21.5087666667,15.9306666667,26.1713333333,26.8611333333,27.5176,37.6283333333,9.18173333333
524.87,21.3696,54.2100666667,40.8619333333,49.2040777778,21.5816666667,15.9932666666,26.2600666667,26.9297333333,27.5837333333,37.6944,9.21606666667
525.21,21.3988666667,54.3009333334,40.9208666667,49.2496444445,21.6110333333,16.0066666667,26.3225333333,26.976,27.6296666667,37.7106,9.2286
525.56,21.4264666667,54.3912666667,40.9783333333,49.2932148148,21.6456666667,16.0331333333,26.4022,27.0288,27.6858,37.7334666667,9.23713333334
525.90,21.471,54.5164,41.0837333334,49.3751518519,21.7057333333,16.0697333333,26.4640666666,27.0882,27.7426666667,37.7570666667,9.24899999999
526.25,21.5462,54.6884666667,41.2131333333,49.5077740741,21.7916333333,16.1508666667,26.5575333333,27.1842,27.8308,37.8611333333,9.29426666667
526.59,21.6046666667,54.8196666667,41.3178,49.6057888889,21.8320666667,16.177,26.6327333333,27.2456666667,27.8697333333,37.9262,9.30173333334
526.94,21.6569333334,55.0064,41.4628666667,49.7585111111,21.8930333333,16.2278,26.7308666667,27.3106,27.9508666667,38.0046666667,9.28713333334
527.28,21.6926666667,55.173,41.5885333333,49.8759333333,21.9448333333,16.2591333333,26.8244666667,27.3878666667,28.0195333333,38.0811333333,9.29019999999
527.63,21.7173333333,55.2865333333,41.6831333333,49.9830148148,21.9847,16.3019333333,26.9050666667,27.4464,28.0794,38.1456,9.28959999999
527.97,21.751,55.371,41.7559333333,50.0469925926,22.0119666667,16.3298666667,26.9632,27.4721333333,28.1273333333,38.1906666667,9.29013333334
528.32,21.7722666667,55.4299333333,41.7962,50.0977074074,22.0403333333,16.3476666667,27.0020666667,27.4963333333,28.1458,38.2306666667,9.28240000001
528.66,21.7967333333,55.4748,41.8284666667,50.1540037037,22.0775,16.3690666667,27.0362,27.5256,28.1625333333,38.2647333333,9.28559999999
529.01,21.7966666666,55.4698,41.8292666667,50.1477814815,22.0775333333,16.3658666667,27.0396666667,27.5179333333,28.1639333333,38.2673333333,9.27239999999
529.35,21.8028,55.4820666667,41.8588,50.1641407407,22.0926,16.3831333333,27.0742666666,27.5417333333,28.1880666667,38.2788666667,9.26406666667
529.70,21.7949333333,55.4368,41.8242666667,50.1255259259,22.1166,16.3785333333,27.0839333333,27.5364666667,28.1914,38.2358,9.25980000001
530.04,21.8090666667,55.4078666667,41.8384666667,50.1267629629,22.1415666667,16.4028666667,27.103,27.5627333333,28.2023333333,38.2408666667,9.28626666667
530.39,21.8298,55.3517333333,41.8299333333,50.1038111111,22.1783333334,16.4107333333,27.1017333333,27.5606666667,28.2003333333,38.2114666667,9.306
530.73,21.8526,55.3456,41.8229333333,50.0838481481,22.2138,16.4150666667,27.111,27.5503333333,28.1946666667,38.2003333333,9.30373333333
531.08,21.8291333333,55.2502666667,41.7797333333,50.019,22.2088333333,16.3932666667,27.0935333333,27.5229333333,28.1541333333,38.1424666667,9.28599999999
531.42,21.8290666667,55.2089333333,41.7872,49.9916703704,22.2191666667,16.4032,27.0957333333,27.5146666667,28.1485333333,38.1177333333,9.28346666667
531.77,21.8574,55.2225333333,41.8342666667,50.0005074074,22.2420666667,16.4179333333,27.1372666666,27.5272666667,28.1672,38.1192,9.2922
532.11,21.8838,55.2466,41.8836666667,50.0336111111,22.2885666667,16.4542,27.1888,27.5630666667,28.1829333333,38.1409333333,9.31353333333
532.46,21.8914,55.2486,41.8951333333,50.0362518519,22.3156333333,16.4488666667,27.1984,27.5633333333,28.1668666667,38.1393333333,9.30960000001
532.80,21.902,55.2946,41.958,50.0929185185,22.334,16.4761333333,27.2196666667,27.5786666667,28.1676666667,38.1838666667,9.29986666666
533.15,21.8991333333,55.3008666667,41.9782,50.1181074074,22.3628,16.4767333333,27.2358666667,27.5953333333,28.1690666667,38.2102666667,9.27393333333
533.49,21.9035333333,55.2778,41.9548666667,50.0960481481,22.3715666667,16.4794666667,27.2417333333,27.5872,28.1481333333,38.2199333333,9.26506666667
533.84,21.909,55.2460666667,41.962,50.0806888889,22.4034666667,16.4900666667,27.2518,27.601,28.1334,38.2033333333,9.28313333334
534.18,21.9208666667,55.2414,41.9740666667,50.0821185185,22.4304,16.5004666667,27.2538,27.6213333333,28.1392,38.2159333333,9.29186666667
534.52,21.9473333333,55.2542666666,42.0039333333,50.118837037,22.4878,16.5358,27.3036,27.6746666667,28.1720666667,38.2514,9.31653333334
534.87,21.9606,55.3054,42.0678,50.170037037,22.5441333333,16.5514666667,27.3348,27.7044,28.2003333333,38.313,9.32686666667
535.21,22.0051333333,55.3812666667,42.162,50.2516703704,22.6169,16.5803333333,27.3952666666,27.7582,28.2466666667,38.3943333333,9.34680000001
535.56,22.0377333333,55.4018666667,42.2191333333,50.3065407407,22.6660333333,16.6062,27.4358,27.7859333333,28.2699333333,38.4366,9.36713333334
535.90,22.0592,55.4185333333,42.2602666667,50.3418555556,22.7267,16.6139333333,27.4866,27.8073333333,28.3056666667,38.4788666667,9.37726666667
536.25,22.085,55.4229333333,42.2732666667,50.3354111111,22.7487666667,16.6306,27.5112,27.7974,28.3010666666,38.4754,9.39686666667
536.59,22.1274666667,55.4952,42.3798666667,50.4042037037,22.8242,16.6789333333,27.5637333333,27.8295333333,28.3480666667,38.5313333333,9.40506666667
536.93,22.1432,55.5142,42.4113333333,50.4303259259,22.8497,16.7109333333,27.5965333333,27.8532666667,28.3747333333,38.5491333333,9.40500000001
537.28,22.1912666667,55.6065333333,42.5122666667,50.5109222222,22.9223333333,16.7589333333,27.6619333333,27.9019333333,28.4139333333,38.6306666666,9.42066666667
537.62,22.2074666667,55.6618666666,42.5688666667,50.5237185185,22.9436333333,16.7420666667,27.6686,27.8871333333,28.4259333333,38.6636666667,9.404
537.97,22.2297333333,55.6344,42.586,50.5035481482,22.9659,16.747,27.6723333333,27.9000666667,28.3961333333,38.6560666667,9.41479999999
538.31,22.2096666667,55.5753333333,42.5526666667,50.4640518519,22.9589333333,16.7312666667,27.6358666667,27.8690666667,28.3679333334,38.6204666667,9.39346666667
538.65,22.2076,55.5780666667,42.583,50.4591703704,22.993,16.7266666667,27.656,27.8607333334,28.3574666667,38.628,9.40593333333
539.00,22.2159333334,55.6085333333,42.6190666667,50.4770074074,23.0114,16.7413333333,27.6674,27.8702,28.357,38.643,9.40246666667
539.34,22.2244666667,55.6066666667,42.642,50.4884888889,23.0367666667,16.7160666667,27.6748666667,27.8571333333,28.3608666667,38.6612,9.39506666667
539.69,22.2250666667,55.6086666667,42.6517333333,50.4935925926,23.0287,16.73,27.6969333333,27.8567333333,28.344,38.6668,9.40546666667
540.03,22.2616,55.7158666667,42.7444,50.5765703704,23.0774,16.7569333333,27.7504,27.8928,28.3790666667,38.7479333333,9.434
540.37,22.2432666667,55.7205333333,42.7243333333,50.5699518519,23.0807,16.7329333333,27.7507333333,27.8746666667,28.3612,38.7476666667,9.44206666667
540.72,22.2634,55.7554666667,42.7668,50.6180518519,23.1256666667,16.761,27.7795333333,27.886,28.3726,38.7721333333,9.47166666667
541.06,22.2572,55.7278,42.7386,50.5999925926,23.1371666667,16.7744,27.7647333333,27.8563333333,28.3589333333,38.7684666667,9.464
541.40,22.2680666667,55.7268666667,42.7445333333,50.5906,23.1483,16.7962,27.7868666667,27.8562,28.3546666666,38.7642,9.47773333333
541.75,22.2665333333,55.6992666667,42.7365333333,50.5751222222,23.1577,16.8167333333,27.7758,27.8359333333,28.3328,38.7647333333,9.472
542.09,22.275,55.6796,42.7396,50.553262963,23.1782666667,16.8288666667,27.7657333334,27.8364666667,28.3042,38.7828666667,9.48506666667
542.43,22.2618,55.6616,42.7576,50.5390518519,23.1979333333,16.8498666667,27.7658666667,27.8250666667,28.2802666667,38.7968,9.49200000001
542.78,22.2474666667,55.6278,42.7446,50.5245333333,23.2112666667,16.8416666667,27.7490666667,27.8021333333,28.2582,38.7928,9.49353333333
543.12,22.2556,55.5754666667,42.7329333333,50.5163111111,23.2369,16.8437333333,27.7312666667,27.7864,28.2290666667,38.8220666667,9.48866666667
543.46,22.2561333333,55.5337333333,42.749,50.5136296296,23.2676,16.8708666667,27.7259333333,27.7556,28.2163333333,38.83,9.48413333333
543.81,22.2082666667,55.3974666667,42.676,50.4250296296,23.2599,16.8579333333,27.6542666667,27.6969333333,28.1334666667,38.8025333333,9.46846666667
544.15,22.2016666667,55.3551333333,42.6878666667,50.3987851852,23.2702,16.8561333333,27.6288,27.6818666667,28.0935333333,38.7995333333,9.46726666667
544.49,22.1888,55.3104666667,42.6924,50.3918185185,23.3156666667,16.8518666667,27.6068,27.6569333333,28.0466,38.8367333333,9.46613333334
544.84,22.2043333333,55.3169333333,42.7224666667,50.4127925926,23.3522666667,16.8712,27.615,27.6514,28.0489333333,38.8934666667,9.48873333333
545.18,22.2418,55.3466,42.7778666667,50.4851703704,23.4179666667,16.9256,27.6519333333,27.6399333333,28.0696666667,38.9508666667,9.53246666667
545.52,22.2636,55.3666666667,42.8245333333,50.5376148148,23.4662666666,16.9504666667,27.6694,27.6407333333,28.0826,38.9824,9.56446666666
545.87,22.2720666667,55.4077333333,42.8752666667,50.569937037,23.5187333333,16.9692666667,27.6622,27.6374,28.0784,39.0404,9.55406666667
546.21,22.2479333334,55.3923333333,42.8804666667,50.5489555555,23.5401,16.9700666666,27.6447333333,27.5821333333,28.0586666667,39.0428,9.54773333334
546.55,22.3005333333,55.4337333334,42.9336,50.5907518519,23.6058,17.0004,27.6862,27.6086,28.0577333333,39.1080666667,9.57093333333
546.90,22.3689333333,55.5380666667,43.0416666667,50.6927259259,23.6666,17.0527333333,27.7594666667,27.6405333333,28.0952666667,39.1745333333,9.59773333334
547.24,22.4009333333,55.6012666667,43.1040666666,50.8005185185,23.738,17.0650666666,27.8105333333,27.647,28.1401333333,39.2562666667,9.62706666666
547.58,22.4572,55.6993333333,43.1926666667,50.8934185185,23.8134,17.1204,27.8523333333,27.6711333333,28.1754666667,39.3224,9.67266666666
547.92,22.4871333333,55.7612666667,43.2297333333,50.9560074074,23.8807666667,17.1445333333,27.8508,27.6638,28.1759333333,39.352,9.67826666667
548.27,22.5068,55.7957333333,43.2648,50.9862518519,23.9274666667,17.1159333333,27.8577333333,27.6574666667,28.1835333333,39.3937333333,9.6812
548.61,22.5145333333,55.7840666667,43.2467333333,50.9931185185,23.9540666667,17.0894666667,27.8318666667,27.6414,28.1552666667,39.4278666667,9.67673333333
548.95,22.5479333333,55.788,43.2852666667,51.057137037,23.9925,17.0848,27.8492666667,27.6424666667,28.1502666666,39.4656666667,9.72226666667
549.29,22.592,55.8473333333,43.3184,51.1355185185,24.0734333333,17.1034666667,27.8637333333,27.6636,28.1415333333,39.4790666667,9.74713333334
549.64,22.5382,55.7562666667,43.2522666667,51.0462444444,24.0760333333,17.0598666667,27.7946,27.5930666667,28.0762666667,39.4148,9.75020000001
549.98,22.5309333333,55.7467333333,43.2543333333,51.0480148148,24.0957,17.0243333333,27.7600666667,27.5530666667,28.039,39.4314666667,9.74486666667
550.32,22.5129333333,55.6998,43.224,50.9614666667,24.1275333333,17.0540666667,27.7300666667,27.484,28.0167333333,39.389,9.77213333333
550.66,22.4909333333,55.6787333333,43.2168,50.9538407407,24.1403,17.0182,27.6933333333,27.4108,27.9490666667,39.3873333334,9.75293333333
551.01,22.4872666666,55.6728,43.2435333334,50.9562851852,24.1544333333,16.9916,27.6622,27.3898,27.9065333333,39.3925333333,9.74280000001
551.35,22.4374,55.5864666667,43.2033333333,50.8935740741,24.1205,16.9767333333,27.5612,27.2877333333,27.7945333333,39.3233333333,9.69299999999
551.69,22.4687333333,55.6219333333,43.2328,50.9094333334,24.2028333333,17.0128,27.5698666667,27.2734,27.7937333333,39.3492666667,9.7122
552.03,22.4738,55.6326,43.2231333333,50.9130777778,24.2423333333,17.0444,27.5416666667,27.2604666667,27.7777333333,39.3704666667,9.72366666666
552.38,22.5132,55.6766666667,43.2897333333,50.9552407407,24.2549,17.062,27.5524666667,27.2558,27.8029333333,39.4744,9.72200000001
552.72,22.5791333333,55.7806,43.3616666667,51.0510259259,24.3367333333,17.0985333333,27.5763333333,27.2654,27.84,39.5604666667,9.76193333333
553.06,22.5514,55.7509333333,43.334,51.0406851852,24.3564333333,17.0866666667,27.5339333333,27.2364,27.8214666667,39.5783333334,9.74919999999
553.40,22.5526,55.721,43.3302,51.0465074074,24.3492,17.0483333333,27.487,27.1986666667,27.7556666667,39.5931333333,9.72380000001
553.74,22.5615333333,55.6803333333,43.3224,51.0290740741,24.3517333333,17.0368666667,27.4508,27.1768,27.7416,39.5975333333,9.72246666666
554.09,22.5806,55.7011333333,43.3434,51.0897703704,24.4178333333,17.0561333333,27.4756666667,27.1856,27.7737333333,39.6782666666,9.77953333333
554.43,22.5991333333,55.6995333333,43.357,51.1147185185,24.4762,17.0467333333,27.4864,27.1967333333,27.7846,39.7470666667,9.7976
554.77,22.6065333333,55.6979333333,43.3911333333,51.1620407407,24.4798,17.0260666667,27.4476666667,27.1488,27.7415333333,39.8005333333,9.80026666666
555.11,22.6077333333,55.713,43.4129333333,51.1445111111,24.5302,17.0125333333,27.4368,27.0865333333,27.724,39.8428666667,9.8036
555.45,22.5396,55.5778,43.3062666667,51.0464444444,24.5002,16.9393333333,27.3238666667,26.9813333333,27.5872666667,39.7361333333,9.77546666667
555.80,22.4830666667,55.5148,43.3258,51.048137037,24.4932333333,16.9016,27.2523333333,26.9202,27.5236666667,39.7090666667,9.72239999999
556.14,22.552,55.5675333333,43.3829333333,51.1167888889,24.5748666667,16.9281333333,27.2512666667,26.9146666667,27.5317333333,39.7483333333,9.77093333333
556.48,22.5610666667,55.5424,43.3542666667,51.1228333333,24.6133,16.9514,27.2319333333,26.9006666667,27.5073333333,39.777,9.78540000001
556.82,22.6,55.6694666667,43.4341333333,51.2168925926,24.6849333333,16.9793333333,27.2430666667,26.9144666666,27.5408666667,39.8932666667,9.82779999999
557.16,22.6299333333,55.6478666667,43.4778,51.225962963,24.7327333333,17.0080666667,27.24,26.9221333334,27.4961333333,39.9186,9.87666666667
557.50,22.6324,55.6549333333,43.502,51.2376296296,24.7607666667,17.032,27.1874,26.8980666667,27.4797333333,39.9361333333,9.92466666667
557.85,22.5969333333,55.6257333333,43.4313333333,51.1998,24.7640666667,17.0241333334,27.1343333333,26.855,27.4078,39.9076666666,9.91580000001
558.19,22.6202,55.5874,43.4108666666,51.2363407407,24.7881333333,17.0268666667,27.1164666667,26.8324666667,27.3498,39.9231333333,9.93379999999
558.53,22.6114666667,55.6176666667,43.4434,51.2455592593,24.8162666666,17.0268666667,27.1145333333,26.8078666667,27.353,39.9546666666,9.96933333334
558.87,22.6209333333,55.6293333333,43.4377333333,51.2280666667,24.8222333333,17.0330666667,27.0932,26.7596666667,27.3253333333,40.0077333333,10.0151333333
559.21,22.5612,55.5560666667,43.351,51.1530185185,24.8067333333,16.9830666667,27.0411333333,26.6699333333,27.2292,39.9844666667,10.0178666667
559.55,22.6157333333,55.6826,43.474,51.2654481481,24.9236,17.0119333333,27.0740666667,26.6892,27.2511333333,40.1201333333,10.0770666667
559.89,22.5745333333,55.5873333333,43.3774666667,51.1968555556,24.9074666667,16.9776666667,27.0073333333,26.5864,27.1658,40.0883333333,10.0735333333
560.23,22.4976,55.4975333333,43.2690666667,51.0796407407,24.8495,16.9024,26.9009333333,26.4592666666,27.0658,40.0441333333,9.9978
560.58,22.4614666667,55.4900666667,43.2768666667,51.0649074074,24.8576666667,16.8446666667,26.8776666667,26.364,26.993,40.041,9.95446666667
560.92,22.4398666667,55.4196,43.2866666667,50.9914074074,24.8739666667,16.8266,26.8346,26.3156666667,26.9681333333,40.0653333333,9.95860000001
561.26,22.4078,55.3772666667,43.2758,50.9372259259,24.8969666667,16.815,26.7950666667,26.271,26.9082666667,40.0687333333,9.98586666668
561.60,22.3605333333,55.3096666667,43.2584666667,50.8876555555,24.9114,16.7761333333,26.723,26.1867333333,26.8422666667,40.0786666667,9.98659999999
561.94,22.3125333333,55.2311333333,43.2434,50.9046222222,24.9256,16.7568666667,26.6633333333,26.1422666667,26.7837333333,40.0838666667,9.98206666666
562.28,22.2888,55.2134,43.3030666667,50.9017407407,24.963,16.7528,26.6258666667,26.0934,26.7643333333,40.123,9.97166666666
562.62,22.1418,55.0382,43.1669333334,50.7098333333,24.8513,16.6661333333,26.4562,25.9004666667,26.5768,40.0082,9.88166666667
562.96,22.0858,54.936,43.1323333333,50.6672814815,24.8552333333,16.6248666667,26.3796,25.8452666667,26.4757333333,39.9672,9.83726666667
563.30,22.0478666667,54.8868666667,43.1158666667,50.6354407407,24.8597666667,16.5997333333,26.3184666667,25.7754,26.4118666667,39.9139333333,9.81866666667
563.64,22.0594666667,54.8233333333,43.0679333333,50.6061592593,24.8988333333,16.6316,26.2614666667,25.7484,26.3914,39.9460666667,9.864
563.99,22.0594666667,54.8068,43.0492666667,50.6149925926,24.9307,16.6574666667,26.2327333333,25.7153333333,26.3245333333,39.9585333333,9.93133333334
564.33,22.0982,54.8104,43.0775333333,50.6595296296,24.9507666667,16.6701333333,26.1796,25.6794,26.299,40.0030666667,9.97553333332
564.67,22.1483333333,54.8793333333,43.1270666667,50.6946777778,25.0176,16.7070666667,26.1719333333,25.6978666667,26.2885333333,40.1018666667,10.0319333333
565.01,22.2010666667,54.9572,43.1774666667,50.7222296296,25.0742333333,16.7272,26.1680666667,25.6929333333,26.2773333333,40.186,10.049
565.35,22.1854,54.9064,43.1238666667,50.6845370371,25.0701666667,16.7275333334,26.1254666667,25.6612666667,26.2103333333,40.1733333333,10.0660666667
565.69,22.1902666667,54.9405333333,43.1292,50.7280518518,25.1147333333,16.6913333333,26.1178,25.665,26.2176666667,40.2249333333,10.1042666667
566.03,22.1852666667,54.9228,43.108,50.6846444445,25.1420666667,16.6864666667,26.0854,25.6188666667,26.1994666667,40.2496,10.1552666667
566.37,22.1996,54.9706,43.1426666667,50.7474185185,25.1804666667,16.6796666667,26.0620666667,25.5916666667,26.1769333333,40.3522,10.1772666667
566.71,22.1834,54.9698666667,43.1214666667,50.7451518519,25.1757,16.6365333333,25.9807333333,25.5404666667,26.0958,40.3384,10.1714
567.05,22.1483333333,54.9447333333,43.1166666667,50.7127259259,25.1583,16.5975333333,25.8904666667,25.4432666667,26.0508666667,40.3309333333,10.0979333333
567.39,22.1034666667,54.9487333333,43.0986666667,50.6807444444,25.1755,16.5721333333,25.8444666667,25.4067333333,26.0154666667,40.3408,10.0725333333
567.73,22.0749333333,54.9434,43.069,50.6872222222,25.1808666667,16.5484666667,25.773,25.3332666667,25.9612666667,40.3344666667,10.0293333333
568.07,22.0284,54.9055333333,43.0294,50.6306333333,25.1715333333,16.5042666667,25.6581333333,25.2470666667,25.8754,40.2813333333,9.99433333333
568.41,21.9776666667,54.8514,42.9574666666,50.5815925926,25.1593333333,16.4486666667,25.5624,25.131,25.7921333333,40.2709333333,9.97286666666
568.75,22.0082,54.8318666667,42.9767333333,50.5851074074,25.2154333333,16.5080666667,25.5243333333,25.091,25.7902,40.2882,10.0284
569.09,21.9830666666,54.7904666667,42.976,50.5551851852,25.1941,16.4914,25.4102,25.013,25.7086,40.2902666667,9.98199999999
569.43,22.0100666666,54.7218666667,42.9591333333,50.5136888889,25.2136,16.502,25.3343333333,24.9546666667,25.6506666667,40.2849333333,10.0187333333
569.77,21.9787333333,54.7284,42.9455333333,50.4793740741,25.2218333333,16.4656666667,25.2876,24.8876666667,25.6071333333,40.336,10.0173333333
570.11,21.9923333333,54.6780666667,42.8646666667,50.4453296296,25.2483,16.4344,25.2292,24.8559333333,25.5720666667,40.3546,10.0900666667
570.45,21.934,54.5337333333,42.7701333333,50.3448111111,25.1944333333,16.3552666667,25.0971333333,24.7071333333,25.4606666667,40.2682666667,10.0465333333
570.79,21.9088666667,54.436,42.7072,50.2799,25.1941333333,16.3392666667,25.0288,24.6333333333,25.3966666667,40.2649333333,10.0622666667
571.13,21.8605333333,54.278,42.5644666667,50.152462963,25.1503333333,16.2927333333,24.9282,24.5026666667,25.3244,40.2314666667,10.0931333333
571.47,21.8738666667,54.2846666666,42.5916666667,50.1700555555,25.1669,16.2806,24.8581333333,24.4594,25.2878,40.2742666667,10.0996666667
571.81,21.8676666667,54.2422,42.5542,50.1518777778,25.1542,16.2482,24.797,24.4200666667,25.2197333333,40.2791333333,10.0922666667
572.15,21.8728,54.2186666667,42.5090666667,50.1594333333,25.1949666667,16.2378,24.7905333333,24.3592,25.1807333333,40.2726666667,10.1508
572.49,21.7938,54.1266666667,42.4318,50.0448333333,25.17,16.164,24.6919333333,24.2582666667,25.1083333333,40.2280666667,10.1109333333
572.83,21.7492,53.9704666667,42.3678666667,49.9433666667,25.1591,16.1400666667,24.6112,24.1797333333,25.0224,40.1843333333,10.1126
573.17,21.7016,53.8616,42.3160666667,49.8612259259,25.1361333333,16.114,24.5094666667,24.056,24.9031333334,40.123,10.0790666667
573.51,21.6965333333,53.905,42.3366,49.8943407407,25.1735,16.1044666667,24.4902,24.0457333333,24.8935333333,40.1991333333,10.1205333333
573.85,21.6946666667,53.8142666667,42.2841333333,49.8685222222,25.1699333333,16.0828666667,24.4128,23.9804666666,24.8373333333,40.1537333333,10.1372
574.19,21.7032666667,53.7604666667,42.2756,49.8668,25.1971333333,16.102,24.3901333333,23.9615333333,24.7813333333,40.1765333333,10.1779333333
574.53,21.6681333333,53.6214666666,42.1936666667,49.7386518519,25.1696333333,16.0766666667,24.3092,23.9109333333,24.7162,40.1096666667,10.1824
574.87,21.6182666667,53.5498,42.1444,49.6647074074,25.1513,16.0178666667,24.2220666667,23.8173333333,24.6196,40.0862,10.1389333333
575.21,21.5434666667,53.4589333333,42.0756,49.5824259259,25.0978666667,15.9354666667,24.0892,23.7406666667,24.5205333333,40.0500666667,10.0801333333
575.55,21.5216,53.4542,42.0518666667,49.5886444445,25.1279,15.9212666667,24.0487333333,23.7164666667,24.4734,40.0558666667,10.1278666667
575.89,21.5417333333,53.5137333333,42.0578,49.6472518519,25.1371333333,15.931,24.0080666667,23.6968666667,24.465,40.0892666667,10.1590666667
