wavelength,Back_CamPsim,Belly_CamPsim,Breast_CamPsim,Crissum_CamPsim,Crown_CamPsim,DorTail_CamPsim,Rump_CamPsim,Throat_CamPsim,WingTip_CamPsim
377.26,7.42426666667,20.5979666667,4.66016666667,17.2640416666,3.62513333333,6.20246666667,8.20953333334,5.89566666667,7.0242
377.63,7.36797777778,20.6238,4.6134,17.2486666667,3.57106666667,6.11913333333,8.18786666666,5.8248,6.9678
377.99,7.26293333333,20.5592666667,4.47453333333,17.19725,3.4524,5.99146666667,8.04779999999,5.72933333333,6.7884
378.35,7.20022222222,20.5239,4.41236666667,17.1825,3.38406666667,5.91913333333,7.98706666666,5.66673333333,6.7127
378.71,7.19977777778,20.5545,4.38903333334,17.1740416667,3.38933333333,5.92953333334,7.98200000001,5.65613333333,6.6868
379.07,7.18841111111,20.5768333333,4.3707,17.2117083333,3.36613333333,5.92113333333,7.96253333333,5.6514,6.61896666667
379.44,7.17121111111,20.6279666667,4.3719,17.2495833333,3.39053333333,5.9116,7.95613333333,5.62173333333,6.61923333333
379.80,7.02343333333,20.5883666667,4.26843333333,17.1671666667,3.28653333333,5.76013333333,7.81953333333,5.4806,6.4911
380.16,7.1158,20.6731,4.39406666667,17.3851666667,3.38046666667,5.86093333333,7.9342,5.56326666667,6.62403333333
380.52,7.15618888889,20.7582,4.4304,17.4688333333,3.45186666667,5.9134,7.9752,5.60653333333,6.67046666667
380.88,7.13832222222,20.7456333333,4.38603333333,17.4821666667,3.44033333333,5.8962,7.96193333333,5.5818,6.65436666667
381.24,7.2234,20.8023666667,4.44926666667,17.6407916667,3.4726,5.9488,8.0332,5.67733333334,6.71853333333
381.61,7.32907777778,20.9356666667,4.56633333333,17.7825,3.60266666667,6.09093333333,8.18986666667,5.81453333333,6.87806666667
381.97,7.33315555556,21.0129,4.5569,17.8382916667,3.5876,6.0766,8.2156,5.779,6.91296666667
382.33,7.40394444445,21.1343333333,4.5922,17.9665416667,3.6148,6.12986666667,8.27413333334,5.80466666667,6.99353333333
382.69,7.48787777778,21.2238333333,4.6223,18.054125,3.65433333333,6.16606666667,8.3412,5.8768,7.0749
383.05,7.49934444444,21.3140666667,4.63173333333,18.12725,3.6498,6.1844,8.35186666666,5.85653333333,7.11096666667
383.41,7.49546666667,21.3436333333,4.5943,18.1925833333,3.5782,6.15986666667,8.35353333333,5.8356,7.06656666667
383.77,7.55145555556,21.3787666667,4.60136666666,18.3061666667,3.58726666667,6.2194,8.42186666667,5.87626666667,7.0889
384.14,7.44656666667,21.3690666667,4.44883333333,18.2373333333,3.45893333333,6.14053333333,8.31526666666,5.7274,6.9307
384.50,7.3848,21.3218,4.37303333333,18.2444166667,3.3562,6.0854,8.23819999999,5.63213333333,6.8897
384.86,7.35584444444,21.3708333333,4.3439,18.3062916667,3.31353333333,6.07306666667,8.20553333333,5.59366666667,6.8466
385.22,7.3009,21.4071333333,4.27693333333,18.2519166667,3.28513333333,6.03933333333,8.17246666666,5.5244,6.79713333333
385.58,7.35622222222,21.4827,4.29093333333,18.3244166667,3.30093333333,6.10013333333,8.15633333334,5.57766666667,6.80333333333
385.94,7.3808,21.4958666667,4.3264,18.3872083333,3.33246666667,6.13166666667,8.19546666668,5.62993333333,6.8342
386.30,7.48976666667,21.6399666667,4.4445,18.5404583334,3.43646666667,6.25893333333,8.30333333333,5.7206,6.92406666667
386.66,7.42608888889,21.6355,4.3945,18.5975,3.3926,6.19873333333,8.28060000001,5.66546666667,6.86663333333
387.03,7.37244444444,21.6087666667,4.39206666667,18.6345416667,3.3978,6.1758,8.30213333333,5.65006666667,6.8259
387.39,7.27948888889,21.5892333333,4.29296666667,18.59275,3.33646666667,6.1004,8.20226666667,5.58986666667,6.72046666667
387.75,7.34553333333,21.7396666667,4.34083333333,18.7624166667,3.41226666667,6.1814,8.26700000001,5.65333333333,6.79733333333
388.11,7.31446666667,21.7521,4.31526666667,18.794625,3.41873333333,6.1462,8.2488,5.66113333333,6.7669
388.47,7.33301111111,21.9486333333,4.3636,18.9100833334,3.4858,6.17613333333,8.32246666667,5.7418,6.78863333333
388.83,7.46905555556,22.1202666667,4.52996666667,19.0976666666,3.63793333333,6.298,8.48106666666,5.9006,6.90283333333
389.19,7.52461111111,22.1929333333,4.57593333333,19.257625,3.67033333333,6.3518,8.54026666667,5.93573333333,6.93013333333
389.55,7.4747,22.2067,4.55396666667,19.344,3.6296,6.30693333333,8.53266666666,5.88766666667,6.8777
389.91,7.56047777778,22.3519333333,4.6121,19.4564583333,3.6994,6.36906666667,8.58733333333,5.9478,6.9555
390.27,7.4919,22.3234666667,4.54623333333,19.412125,3.67233333333,6.32433333333,8.55053333334,5.94213333333,6.89016666667
390.63,7.60912222222,22.4793666667,4.655,19.585,3.81193333333,6.45013333333,8.66606666666,6.0646,7.01446666667
391.00,7.66798888889,22.601,4.6589,19.6759583333,3.83686666667,6.48593333333,8.694,6.08786666667,7.05653333333
391.36,7.77024444444,22.7084,4.7404,19.8163333334,3.94106666667,6.5718,8.8072,6.15733333333,7.17796666667
391.72,7.77996666667,22.7066666667,4.75196666667,19.8254583333,3.95373333333,6.57413333333,8.82180000001,6.18753333333,7.18016666667
392.08,7.86316666667,22.8231666667,4.8661,19.9227083333,4.0534,6.68826666667,8.90226666666,6.28673333333,7.29346666667
392.44,7.86114444445,22.7841666667,4.8544,19.9646666667,4.02766666667,6.66246666667,8.88493333333,6.24353333333,7.2865
392.80,7.78186666667,22.7287333333,4.76443333333,19.92875,3.954,6.59033333333,8.79119999999,6.1458,7.2447
393.16,7.76844444444,22.7787666667,4.77236666667,19.972,3.95926666667,6.60426666667,8.7866,6.15333333333,7.2564
393.52,7.76177777778,22.7935333333,4.75003333333,19.972,3.96506666667,6.5724,8.7768,6.12106666667,7.26973333333
393.88,7.68016666667,22.7912333333,4.67453333333,19.9985,3.92166666667,6.5326,8.7246,6.0602,7.1926
394.24,7.71237777778,22.9328,4.72076666667,20.1195833333,3.92346666667,6.5574,8.75026666667,6.0802,7.2318
394.60,7.7051,22.9630333333,4.70393333333,20.1444583333,3.8996,6.5516,8.70786666666,6.05113333333,7.20663333333
394.96,7.76255555556,22.9946333333,4.74546666667,20.2251666667,3.93546666667,6.58513333333,8.73673333334,6.0924,7.23886666667
395.32,7.74775555556,23.0457333333,4.7641,20.2457083333,3.9252,6.6206,8.70866666667,6.124,7.2352
395.68,7.76792222222,23.1470333333,4.78883333333,20.3265833334,3.934,6.62893333333,8.702,6.114,7.2379
396.04,7.84946666667,23.2462333333,4.86733333333,20.4739583334,3.98393333333,6.65593333333,8.75093333333,6.1678,7.26806666667
396.40,7.9019,23.3754,4.90713333333,20.5912083333,4.05793333333,6.73093333333,8.81506666667,6.22993333333,7.3191
396.76,7.99141111111,23.5050666667,4.9769,20.7192916667,4.12406666667,6.80886666667,8.89166666667,6.329,7.37393333333
397.12,7.96364444444,23.5617666667,4.9332,20.7587916667,4.09386666667,6.7762,8.83866666667,6.29466666667,7.35356666667
397.48,8.04118888889,23.6662333333,4.98666666667,20.9102083333,4.15526666667,6.85746666666,8.91966666667,6.36433333333,7.42386666667
397.84,8.09468888889,23.7437333333,5.0557,20.9772083333,4.17546666667,6.8776,8.93560000001,6.40966666666,7.4528
398.20,8.11847777778,23.7554333333,5.0669,21.052125,4.213,6.8824,8.94199999999,6.4092,7.44983333333
398.56,8.12817777778,23.7963333333,5.10513333333,21.1323333333,4.2314,6.86666666667,8.97353333332,6.44786666667,7.44453333333
398.92,8.04743333333,23.8257666667,5.03986666667,21.142375,4.1676,6.80826666667,8.90026666667,6.35873333333,7.37066666667
399.28,8.04668888889,23.8867666667,5.01376666667,21.2369583333,4.14526666667,6.7438,8.90440000001,6.3066,7.33243333333
399.64,8.04427777778,23.9194666667,5.02716666667,21.282875,4.14893333333,6.74153333333,8.89846666667,6.3142,7.3316
400.00,8.06018888889,24.0194,5.02656666667,21.36325,4.19246666667,6.77106666667,8.89860000001,6.33526666667,7.3418
400.36,8.04328888889,24.051,5.02103333333,21.3865,4.17866666667,6.7372,8.86479999999,6.34286666667,7.28576666667
400.72,8.03224444444,24.1161333333,5.01813333333,21.4549583333,4.1518,6.725,8.85540000001,6.3382,7.24436666667
401.08,8.07615555556,24.1683333333,5.07883333334,21.5744583333,4.22446666667,6.7368,8.90340000001,6.4042,7.2829
401.44,8.06404444445,24.2623666667,5.08203333333,21.6221666667,4.19753333333,6.7154,8.8702,6.3744,7.22286666667
401.80,8.13784444445,24.4297,5.16223333333,21.7700416667,4.30106666667,6.80473333333,8.97259999999,6.43073333333,7.29013333333
402.16,8.16698888889,24.5113333333,5.20313333333,21.8644166667,4.32706666667,6.84746666667,9.01213333333,6.4696,7.32336666667
402.52,8.13676666667,24.5979666667,5.1401,21.9104583333,4.2708,6.83706666667,8.97773333333,6.41833333333,7.3024
402.88,8.20107777778,24.6968,5.20393333333,22.010625,4.3386,6.88926666667,9.0592,6.51153333333,7.3711
403.24,8.26117777778,24.741,5.2752,22.0800416667,4.37866666666,6.95933333333,9.11146666666,6.59746666667,7.44086666667
403.60,8.32297777777,24.8798666667,5.30486666667,22.1742916666,4.42246666667,6.99746666667,9.14860000001,6.62406666666,7.47849999999
403.95,8.30653333333,24.9078,5.29373333333,22.1556666667,4.3778,6.96753333333,9.14606666668,6.59786666667,7.46406666667
404.31,8.35762222221,24.9696333333,5.345,22.2453333334,4.4186,7.00946666667,9.172,6.62873333333,7.54199999999
404.67,8.41911111111,25.0587666667,5.39273333333,22.3265833333,4.4834,7.054,9.21620000001,6.6494,7.6089
405.03,8.50422222223,25.1670333333,5.47233333333,22.41275,4.54606666667,7.13746666667,9.28186666667,6.6984,7.67016666667
405.39,8.55305555556,25.2161,5.52666666667,22.4814583333,4.58553333333,7.17813333333,9.32120000001,6.7654,7.73010000001
405.75,8.57798888889,25.2322,5.55176666667,22.5462916666,4.58953333333,7.19673333333,9.33253333332,6.79266666667,7.75166666667
406.11,8.59423333333,25.2703,5.55943333333,22.595125,4.5962,7.18413333333,9.31893333333,6.81213333334,7.75783333334
406.47,8.63297777779,25.3254666667,5.5937,22.6507916667,4.62733333333,7.21746666667,9.32566666667,6.83673333333,7.79173333334
406.83,8.71623333333,25.3868,5.66476666667,22.752625,4.66,7.26713333333,9.3634,6.86933333333,7.85146666666
407.19,8.77241111111,25.4964,5.68726666667,22.84075,4.70126666666,7.2952,9.37919999999,6.90253333333,7.88640000001
407.55,8.7965,25.5078666667,5.71713333333,22.8960416667,4.70866666667,7.3122,9.40226666667,6.9536,7.89466666667
407.90,8.8125,25.5563,5.70456666667,22.9654583333,4.72146666667,7.3476,9.402,6.97546666667,7.90453333333
408.26,8.81416666666,25.6611333333,5.69113333333,23.017875,4.69593333333,7.34573333333,9.39580000001,6.9686,7.86843333334
408.62,8.81013333333,25.6996666667,5.69373333333,23.0618333334,4.69366666667,7.3386,9.37593333333,6.96593333333,7.83096666667
408.98,8.75646666667,25.6968333333,5.6361,23.0592083333,4.6118,7.2538,9.31200000001,6.9268,7.76333333334
409.34,8.78285555555,25.7669333333,5.65243333333,23.1210416667,4.62326666667,7.25693333333,9.32286666666,6.93493333333,7.77526666666
409.70,8.74123333333,25.7961,5.6239,23.116,4.57353333333,7.21306666667,9.28126666667,6.90733333333,7.75333333333
410.06,8.75216666667,25.8489,5.62733333333,23.158625,4.5928,7.23446666667,9.29026666667,6.91553333333,7.74069999999
410.42,8.71514444445,25.8513666667,5.59766666667,23.1810833333,4.57193333333,7.18233333333,9.26606666667,6.87953333333,7.68783333333
410.77,8.64212222222,25.8588333333,5.5452,23.150625,4.52833333333,7.12866666667,9.20946666668,6.84813333333,7.61519999999
411.13,8.59699999999,25.8872666667,5.51806666667,23.161,4.4992,7.1024,9.18353333334,6.79673333333,7.56106666666
411.49,8.59422222223,25.9992666667,5.50503333333,23.262,4.5026,7.1102,9.19666666666,6.79493333333,7.57653333333
411.85,8.62032222222,26.0788333333,5.51963333333,23.37,4.51486666667,7.12473333333,9.23486666666,6.7958,7.59533333334
412.21,8.65564444445,26.1441666667,5.54726666667,23.4695416667,4.53686666667,7.12993333333,9.25066666667,6.81933333333,7.62506666667
412.57,8.64498888889,26.1814333333,5.51486666667,23.52025,4.50093333333,7.097,9.23899999999,6.8162,7.61736666666
412.92,8.67066666666,26.2627333333,5.53496666667,23.59925,4.53986666667,7.14606666667,9.29213333332,6.82833333333,7.66753333333
413.28,8.65290000001,26.2963,5.51093333333,23.624875,4.534,7.13186666667,9.26713333332,6.8224,7.66323333333
413.64,8.69176666667,26.3498333333,5.50096666667,23.710375,4.5352,7.1202,9.28133333333,6.844,7.67516666666
414.00,8.67168888889,26.3792666667,5.46163333333,23.741875,4.49253333333,7.0858,9.27066666667,6.82273333333,7.67160000001
414.36,8.73811111111,26.4709666667,5.53116666667,23.8139583333,4.54073333333,7.16,9.3414,6.8962,7.74176666667
414.72,8.77707777778,26.5793333333,5.56893333333,23.885375,4.596,7.2062,9.4078,6.93726666667,7.83870000001
415.07,8.76864444445,26.5966333333,5.56613333333,23.8960416666,4.5748,7.2064,9.39726666665,6.9242,7.84656666667
415.43,8.74004444445,26.5407333333,5.54206666667,23.8355,4.56353333333,7.16433333333,9.36873333332,6.88533333333,7.82456666666
415.79,8.67481111111,26.5110333333,5.513,23.78425,4.52206666667,7.08246666667,9.32559999999,6.84773333333,7.77063333334
416.15,8.64466666667,26.4857333333,5.47286666667,23.7576666666,4.49213333333,7.06153333333,9.30993333335,6.8226,7.74613333334
416.51,8.64326666667,26.5434333333,5.50286666667,23.8125416667,4.51946666667,7.0786,9.33166666667,6.84606666667,7.78096666666
416.86,8.61720000001,26.5516333333,5.46266666667,23.8064166667,4.4862,7.0366,9.30313333333,6.81553333333,7.7576
417.22,8.60697777779,26.5627333333,5.45936666667,23.8324166667,4.4768,7.04326666667,9.3252,6.8056,7.76499999999
417.58,8.54887777777,26.5499,5.4181,23.8090416666,4.44313333333,7.01153333333,9.29786666666,6.75653333333,7.71410000001
417.94,8.5409,26.5628333333,5.4219,23.8176666667,4.4362,7.0102,9.30113333333,6.74266666667,7.71966666667
418.29,8.50038888889,26.5537333333,5.3818,23.8100833334,4.395,6.97326666667,9.27093333333,6.70626666667,7.6829
418.65,8.4888,26.5457666667,5.35916666667,23.8504583333,4.35693333333,6.94533333333,9.23373333335,6.67073333333,7.62969999999
419.01,8.47178888889,26.5769666667,5.34743333333,23.8915416667,4.35233333333,6.91726666667,9.23239999999,6.65393333333,7.62130000001
419.37,8.47194444445,26.6010333333,5.33566666667,23.926,4.33,6.91026666667,9.21733333335,6.64933333333,7.60376666667
419.73,8.47682222223,26.6175333333,5.3228,23.9335416667,4.3102,6.9116,9.20400000001,6.6358,7.60000000001
420.08,8.47851111111,26.6255333333,5.33983333333,23.9539166667,4.31973333333,6.90186666667,9.21073333334,6.64366666667,7.61203333333
420.44,8.46624444445,26.6377333333,5.31383333333,23.9714166667,4.28733333333,6.89126666667,9.20153333333,6.62486666667,7.59336666666
420.80,8.48038888889,26.6589,5.3357,24.0135,4.29893333334,6.91126666667,9.21613333333,6.64013333333,7.59516666667
421.16,8.45685555556,26.6759333333,5.2935,24.0447916666,4.2744,6.8696,9.19000000001,6.61506666667,7.55953333333
421.51,8.46344444444,26.7075333333,5.288,24.0835,4.2648,6.87626666667,9.18326666667,6.6184,7.56446666666
421.87,8.43363333333,26.697,5.2562,24.1041666667,4.23146666667,6.83706666667,9.15873333333,6.5882,7.52876666666
422.23,8.44011111111,26.7274666667,5.26523333333,24.1483333333,4.22546666666,6.83946666667,9.16853333333,6.5884,7.53596666667
422.58,8.42408888889,26.7498666667,5.2381,24.1592916667,4.2162,6.83486666667,9.16459999999,6.5846,7.52176666667
422.94,8.44262222223,26.7857,5.24963333333,24.2016666667,4.2232,6.86033333333,9.18853333333,6.60166666667,7.53349999999
423.30,8.41948888889,26.8051666667,5.2373,24.23475,4.2038,6.85986666667,9.20366666666,6.58893333333,7.52820000001
423.66,8.41476666667,26.8120333333,5.23233333333,24.2867916667,4.21193333333,6.86086666667,9.21273333333,6.5922,7.52896666667
424.01,8.40145555556,26.8424333333,5.2017,24.3163333333,4.18413333333,6.85593333333,9.21359999999,6.5594,7.51393333333
424.37,8.37159999999,26.8269333333,5.16806666667,24.3176666667,4.14113333333,6.82313333333,9.18926666667,6.5148,7.4817
424.73,8.35823333333,26.8267333333,5.1423,24.3411666667,4.11626666667,6.8078,9.17599999999,6.49953333333,7.4647
425.08,8.36803333333,26.8473666667,5.14453333333,24.3543333333,4.11353333333,6.82213333333,9.18519999999,6.49946666667,7.47546666667
425.44,8.39060000001,26.8939,5.17616666667,24.4079166666,4.14406666667,6.84286666667,9.2286,6.51066666667,7.49933333333
425.80,8.43183333334,26.9664666667,5.2035,24.4524583334,4.1758,6.8766,9.25573333333,6.5454,7.53136666667
426.16,8.43300000001,27.0004666667,5.19723333333,24.486375,4.18313333333,6.8702,9.25906666667,6.54553333333,7.53550000001
426.51,8.44042222221,27.0485333333,5.20823333333,24.5555833333,4.188,6.8718,9.27879999999,6.55133333333,7.56023333333
426.87,8.44324444445,27.0805,5.20146666667,24.597875,4.189,6.877,9.28293333333,6.55673333333,7.57149999999
427.23,8.47248888889,27.143,5.21206666667,24.6501666667,4.19666666667,6.8926,9.28919999999,6.56346666667,7.58603333333
427.58,8.4797,27.2243333333,5.2068,24.7265416667,4.1798,6.89786666667,9.3002,6.55066666667,7.59226666666
427.94,8.50692222222,27.3113666667,5.24363333333,24.8030416667,4.2094,6.94366666667,9.31426666666,6.60453333333,7.60873333333
428.30,8.55847777779,27.3941333333,5.2776,24.8782916667,4.27773333333,6.9906,9.3574,6.662,7.64563333333
428.65,8.57901111111,27.4900666667,5.28143333334,24.9263333333,4.2962,7.015,9.38126666667,6.67726666667,7.67516666667
429.01,8.5939,27.5630666667,5.29696666667,24.989875,4.30786666667,7.0184,9.41139999999,6.689,7.69816666667
429.37,8.60344444446,27.6201333333,5.28916666667,25.043,4.29866666667,7.02213333333,9.41020000001,6.69526666667,7.69433333333
429.72,8.63594444444,27.6925,5.3149,25.1423333333,4.33106666667,7.05126666667,9.47073333335,6.7284,7.73143333333
430.08,8.66583333333,27.756,5.31736666667,25.2315,4.34106666667,7.0866,9.48786666668,6.74773333333,7.73873333333
430.44,8.69887777777,27.8260666667,5.35003333333,25.311125,4.3542,7.12673333333,9.52026666667,6.76606666667,7.75593333333
430.79,8.68690000001,27.8443666667,5.32273333333,25.347125,4.3246,7.1024,9.50146666667,6.75026666667,7.72763333334
431.15,8.70744444444,27.9154666667,5.32993333333,25.418375,4.35393333333,7.1082,9.52459999999,6.77326666667,7.75376666666
431.50,8.72364444444,27.9754,5.35486666667,25.454,4.37033333333,7.1252,9.55053333333,6.79926666667,7.76723333333
431.86,8.72199999999,27.9851666667,5.32873333333,25.4929583333,4.359,7.0996,9.54840000001,6.77413333333,7.75820000001
432.22,8.73484444445,28.0644666667,5.34096666667,25.559125,4.37366666667,7.11393333333,9.57366666665,6.80133333333,7.78536666666
432.57,8.75376666666,28.1083666667,5.3582,25.637875,4.40213333333,7.11813333333,9.60060000001,6.82766666667,7.8026
432.93,8.75504444445,28.1339333333,5.3586,25.68725,4.3942,7.129,9.59579999999,6.83053333333,7.79409999999
433.29,8.74685555555,28.1509666667,5.34736666667,25.7258333333,4.3898,7.1298,9.58186666667,6.83293333333,7.77976666666
433.64,8.70139999999,28.1208333333,5.30623333333,25.702,4.33813333333,7.08526666667,9.53146666667,6.78306666667,7.73620000001
434.00,8.68735555556,28.1493333333,5.29703333333,25.7164166667,4.34193333333,7.07786666667,9.53800000001,6.778,7.73866666666
434.35,8.65485555556,28.1264666667,5.2489,25.6868333333,4.31093333333,7.031,9.5036,6.7436,7.69743333334
434.71,8.63343333334,28.1447,5.22563333333,25.7037916667,4.29733333333,7.015,9.48746666667,6.72626666667,7.67300000001
435.07,8.64638888889,28.1715666667,5.23163333333,25.7575833333,4.3008,7.03026666667,9.51339999999,6.73066666667,7.68566666666
435.42,8.63876666666,28.199,5.22103333333,25.8139583333,4.29526666667,7.02206666667,9.51486666667,6.73273333333,7.67726666666
435.78,8.64540000001,28.2547,5.22493333333,25.8708333333,4.31506666667,7.03273333333,9.53219999999,6.73893333333,7.68339999999
436.13,8.64936666667,28.2933,5.23403333333,25.92725,4.30526666667,7.0474,9.53506666667,6.72286666667,7.68466666667
436.49,8.61587777778,28.2972333333,5.20236666667,25.941875,4.24873333333,7.02593333333,9.49406666667,6.67793333333,7.63876666667
436.84,8.63484444445,28.3568,5.22053333333,26.0030833333,4.27073333333,7.0454,9.50993333334,6.69126666667,7.63223333333
437.20,8.64485555555,28.4374333333,5.21496666667,26.0587083333,4.27813333333,7.04286666667,9.52553333335,6.7002,7.63953333333
437.56,8.69732222221,28.5503,5.2523,26.1805416667,4.33306666667,7.12046666667,9.57373333333,6.7606,7.67503333333
437.91,8.72345555555,28.5841666667,5.27653333333,26.244125,4.34926666667,7.13746666667,9.59273333333,6.78333333333,7.68116666666
438.27,8.77716666666,28.6855,5.33786666667,26.3619166667,4.40186666667,7.20226666667,9.65886666667,6.84313333334,7.73193333334
438.62,8.81953333333,28.7941,5.39453333333,26.4631666667,4.4426,7.24573333334,9.71986666666,6.88886666667,7.77726666667
438.98,8.80037777778,28.7991333333,5.38816666667,26.4656666667,4.43333333333,7.2226,9.6938,6.87026666667,7.76946666667
439.33,8.80595555556,28.8408333333,5.38526666667,26.5020416667,4.4308,7.23293333333,9.68726666667,6.86086666667,7.78489999999
439.69,8.80929999999,28.8667,5.39003333333,26.556625,4.42266666667,7.23133333333,9.69286666666,6.86873333333,7.79873333334
440.04,8.81660000001,28.9099333333,5.39473333333,26.593125,4.4388,7.2366,9.7074,6.88246666667,7.80333333333
440.40,8.84598888888,28.9836333333,5.43526666667,26.6403333333,4.48633333333,7.2794,9.74873333332,6.92546666667,7.83303333333
440.75,8.84594444445,29.0218,5.43326666667,26.6792916667,4.48293333333,7.28373333333,9.75306666666,6.92966666667,7.84143333333
441.11,8.84981111111,29.0261,5.4397,26.724125,4.4736,7.29286666667,9.76266666666,6.9144,7.84606666667
441.47,8.83308888888,29.0542333333,5.43403333333,26.7489583333,4.449,7.2792,9.75553333334,6.89606666667,7.8297
441.82,8.83871111112,29.1124666667,5.4316,26.793,4.44526666667,7.2806,9.75779999999,6.8934,7.83486666667
442.18,8.83888888889,29.1436,5.4092,26.8243333333,4.43913333334,7.28066666667,9.735,6.8832,7.82616666667
442.53,8.84792222222,29.1508333333,5.4098,26.8493333333,4.44846666667,7.28946666667,9.73446666667,6.89093333333,7.84206666667
442.89,8.86671111111,29.2102333333,5.42676666667,26.9137916667,4.47193333333,7.32833333333,9.75540000001,6.91893333333,7.8496
443.24,8.89975555556,29.2751666667,5.45803333333,27.013875,4.50086666667,7.35286666667,9.79759999999,6.94733333333,7.87053333333
443.60,8.90724444445,29.3029666667,5.44653333333,27.0321666667,4.5012,7.35166666667,9.79713333333,6.94026666667,7.86409999999
443.95,8.91748888889,29.3179,5.4538,27.0680833333,4.5068,7.3612,9.80620000001,6.95053333334,7.86816666667
444.31,8.91405555555,29.3312333333,5.46406666667,27.1295416667,4.51853333333,7.3492,9.81153333334,6.95666666667,7.8974
444.66,8.93533333334,29.3734666667,5.4929,27.192375,4.54266666667,7.36953333333,9.83286666666,6.97606666667,7.91249999999
445.02,8.96091111111,29.4184666667,5.507,27.2366666667,4.56546666667,7.37873333333,9.83766666667,7.00073333333,7.93303333333
445.37,8.97191111111,29.4338333333,5.52876666667,27.2429166667,4.58726666667,7.38093333333,9.84486666666,7.01526666667,7.95513333334
445.72,8.98651111111,29.4698333333,5.55816666667,27.3025416667,4.6046,7.40633333333,9.87146666666,7.04366666666,7.97703333333
446.08,8.98181111111,29.4739,5.57733333333,27.3157083334,4.6172,7.4088,9.88273333335,7.054,7.99093333333
446.43,8.98426666667,29.4884,5.57243333333,27.3474583333,4.6064,7.39406666667,9.88673333333,7.0426,7.97019999999
446.79,8.99011111111,29.4877333333,5.56613333333,27.36275,4.60373333333,7.3848,9.8852,7.04026666667,7.96073333333
447.14,8.98898888889,29.4762666667,5.56423333333,27.3410833333,4.61473333333,7.38226666667,9.88046666667,7.047,7.95053333333
447.50,9.00213333333,29.5240333333,5.58543333333,27.3877083333,4.6218,7.39973333333,9.89793333335,7.06506666667,7.95613333333
447.85,9.02863333334,29.5626,5.59886666667,27.421,4.6374,7.39553333333,9.90206666667,7.0714,7.9659
448.21,9.04357777777,29.6022333333,5.5987,27.467,4.6458,7.41313333333,9.92093333335,7.0882,7.9715
448.56,9.06165555556,29.6243666667,5.6062,27.4914583333,4.66513333333,7.4128,9.9376,7.10226666667,7.99446666666
448.92,9.06181111111,29.6528333333,5.62766666667,27.5366666667,4.68506666667,7.42393333333,9.96686666666,7.1166,8.01173333334
449.27,9.10956666667,29.7378666667,5.64196666667,27.652625,4.72533333333,7.45993333333,10.0154,7.15246666667,8.05183333333
449.62,9.12675555555,29.7705666667,5.6433,27.6932083333,4.74226666667,7.4598,10.0294,7.15306666667,8.06069999999
449.98,9.17413333333,29.8481666667,5.6665,27.7705833333,4.771,7.48686666667,10.0647333333,7.19093333333,8.08529999999
450.33,9.21283333333,29.9108666667,5.69996666667,27.8287083334,4.82693333333,7.53446666667,10.0993333333,7.22426666667,8.13840000001
450.69,9.22326666666,29.9857,5.71693333333,27.914375,4.84333333333,7.5458,10.1308,7.24686666667,8.16413333333
451.04,9.24635555555,30.0596333333,5.73263333333,27.9953333333,4.86893333333,7.55566666667,10.1454666667,7.25613333333,8.19813333333
451.40,9.26020000001,30.0851666667,5.7444,28.079,4.90066666667,7.58146666667,10.1710666667,7.28193333333,8.22496666666
451.75,9.23778888889,30.0933333333,5.74433333333,28.1311666667,4.8912,7.601,10.1908,7.29046666667,8.23653333333
452.10,9.2545,30.1209,5.74066666667,28.1575416667,4.88966666667,7.6068,10.1762,7.2812,8.2288
452.46,9.22463333333,30.1232666667,5.70903333333,28.1730416667,4.8568,7.59573333333,10.1534,7.251,8.19606666667
452.81,9.22938888889,30.1590666667,5.69573333333,28.1996666667,4.84953333333,7.596,10.1408666667,7.24186666666,8.19326666667
453.17,9.20002222221,30.1522333333,5.66876666667,28.1869583333,4.81033333333,7.54613333333,10.1062,7.20093333333,8.15276666666
453.52,9.18523333333,30.1430333333,5.6524,28.1819166666,4.80346666667,7.53346666667,10.0795333333,7.17966666667,8.15040000001
453.87,9.17861111112,30.1569,5.64496666667,28.2151666666,4.79466666667,7.53486666667,10.0729333333,7.1636,8.14543333333
454.23,9.20507777777,30.2341,5.67436666667,28.2838333333,4.8196,7.55813333333,10.0999333333,7.19146666667,8.1701
454.58,9.23235555556,30.2773666667,5.70323333333,28.3475833333,4.865,7.5982,10.1270666667,7.22253333333,8.21040000001
454.93,9.24413333333,30.3287,5.7039,28.404875,4.85053333333,7.60733333333,10.1430666667,7.23506666667,8.2048
455.29,9.28220000001,30.4086,5.74016666667,28.44725,4.86693333333,7.6304,10.1693333333,7.25246666667,8.23063333333
455.64,9.32716666667,30.5144,5.7747,28.5272916667,4.91493333333,7.6654,10.1985333333,7.2844,8.27393333333
456.00,9.31148888888,30.5457333333,5.75173333333,28.5752916666,4.894,7.63446666667,10.1802666667,7.2558,8.23116666667
456.35,9.30763333333,30.5984666667,5.75376666667,28.61525,4.9044,7.62006666667,10.1776666667,7.26053333333,8.2346
456.70,9.31207777779,30.6343,5.7675,28.6612083333,4.9254,7.6374,10.1968666667,7.2808,8.22380000001
457.06,9.29261111111,30.6402666667,5.76446666667,28.6889166667,4.9344,7.65526666667,10.1946,7.28753333333,8.2243
457.41,9.29059999999,30.6925,5.76813333333,28.72825,4.92313333334,7.66113333333,10.2011333333,7.291,8.21013333333
