wavelength,Back_CamPsim,Belly_CamPsim,Breast_CamPsim,Crissum_CamPsim,Crown_CamPsim,DorTail_CamPsim,Rump_CamPsim,Throat_CamPsim,WingTip_CamPsim
524.87,10.2763444444,37.888,5.9851,36.5543333334,5.1014,8.67446666667,11.8329333333,7.66566666667,9.28753333333
525.21,10.2633777778,37.8712,5.97726666667,36.5316666667,5.09893333333,8.66706666667,11.8304666667,7.6604,9.28136666667
525.56,10.2644444444,37.8404,5.986,36.4935,5.11066666667,8.67540000001,11.835,7.66826666667,9.29493333333
525.90,10.2450222222,37.8308,5.97483333333,36.4575,5.11153333333,8.65953333334,11.8337333333,7.66566666667,9.29496666666
526.25,10.2306444444,37.8403666667,5.95546666667,36.4606666667,5.10226666666,8.65713333333,11.8317333333,7.64966666667,9.29386666667
526.59,10.2417111111,37.8776666667,5.95533333333,36.494625,5.115,8.66619999999,11.8536666667,7.65426666667,9.33113333334
526.94,10.2549555556,37.9236,5.9666,36.52475,5.1268,8.68859999999,11.8727333334,7.67193333333,9.35543333333
527.28,10.2500222222,37.9593333333,5.96063333333,36.556875,5.133,8.70466666666,11.8858666667,7.66613333333,9.36486666666
527.63,10.2427111111,37.9757666667,5.94726666667,36.5836666666,5.13506666667,8.70673333334,11.8900666667,7.67346666667,9.36536666667
527.97,10.2404888889,37.9480666667,5.93896666667,36.5552916667,5.129,8.69680000001,11.8808,7.661,9.36263333334
528.32,10.2458,37.9606,5.93713333333,36.5657916667,5.12566666667,8.7074,11.888,7.6562,9.37303333334
528.66,10.2544666667,37.9614666667,5.94596666666,36.55075,5.1346,8.71319999999,11.9004,7.65893333333,9.3865
529.01,10.2762111111,37.9791,5.95556666667,36.5805,5.14693333333,8.7376,11.9162,7.67986666667,9.4096
529.35,10.3004222222,38.0161666667,5.9663,36.6250833333,5.166,8.75733333334,11.9366666667,7.69773333333,9.42863333333
529.70,10.3122444444,38.0524,5.95893333333,36.67875,5.16726666667,8.76806666666,11.9406,7.70426666667,9.43216666667
530.04,10.3214777778,38.0790333333,5.95866666667,36.7092083333,5.16473333333,8.77546666667,11.9439333333,7.712,9.43813333333
530.39,10.3187111111,38.0841,5.94676666667,36.7271666666,5.1586,8.78553333333,11.9378,7.70713333333,9.43093333333
530.73,10.3281666667,38.0830666667,5.95376666667,36.7552083333,5.17286666667,8.80506666667,11.9562,7.72206666667,9.44133333334
531.08,10.3467444445,38.096,5.97443333333,36.7692083334,5.18713333333,8.82453333333,11.9804,7.74953333333,9.47513333334
531.42,10.3592333333,38.0997,5.9813,36.7759583334,5.18733333333,8.84393333334,11.9918,7.75393333333,9.48683333333
531.77,10.3767111111,38.1209333333,5.99556666667,36.838,5.20993333333,8.88813333333,12.0242,7.785,9.51353333333
532.11,10.3769111111,38.1567666667,5.99796666667,36.898375,5.21566666667,8.90186666666,12.0346666667,7.79306666667,9.50853333335
532.46,10.3851555556,38.1834333333,6.00693333333,36.951875,5.22666666667,8.91366666667,12.0494,7.79813333333,9.524
532.80,10.396,38.2047,6.0159,36.96025,5.24193333333,8.92966666666,12.0616,7.81033333333,9.52543333333
533.15,10.3934,38.2228,6.01636666667,37.0123333333,5.24113333333,8.93386666667,12.0696,7.81786666667,9.53263333334
533.49,10.3933777778,38.2373666667,6.03146666667,37.0322083333,5.24013333333,8.95493333333,12.0818666667,7.8178,9.54396666667
533.84,10.4432444444,38.2842,6.0719,37.0879583333,5.2788,9.0002,12.1261333333,7.8576,9.58906666666
534.18,10.4492222222,38.3016333333,6.08263333333,37.120625,5.2854,9.01380000001,12.1348666667,7.8686,9.58973333333
534.52,10.4655777778,38.3043,6.08836666667,37.098875,5.2938,9.03446666667,12.1437333333,7.88173333333,9.60166666666
534.87,10.4677222222,38.3194666667,6.0825,37.1584166667,5.2902,9.03406666666,12.1355333333,7.87673333333,9.59043333334
535.21,10.4954,38.3607333333,6.0898,37.1995416667,5.30686666667,9.05306666667,12.1568666667,7.90006666667,9.62136666667
535.56,10.5021111111,38.3848,6.10113333333,37.2296666667,5.30533333334,9.06766666667,12.1601333333,7.9046,9.63083333333
535.90,10.5198666667,38.4061,6.12473333333,37.2505,5.3184,9.08960000001,12.1778666667,7.9266,9.65756666667
536.25,10.5603111111,38.4497333333,6.13916666667,37.32375,5.34613333333,9.13459999999,12.2107333333,7.9672,9.68423333333
536.59,10.5694888889,38.4882,6.15086666667,37.4097083333,5.35886666667,9.15386666665,12.2306666667,7.98153333334,9.71160000001
536.93,10.5852888889,38.5101333333,6.15086666667,37.4125833333,5.35946666667,9.18319999999,12.2392666667,7.98273333333,9.71493333332
537.28,10.6292333333,38.5305666667,6.17056666667,37.467375,5.39586666667,9.22346666665,12.2723333333,8.03793333333,9.7617
537.62,10.6068444445,38.5544,6.1601,37.4917083333,5.39313333333,9.22286666665,12.2686666667,8.03193333333,9.75113333332
537.97,10.6353222222,38.5651,6.184,37.517125,5.42693333333,9.25913333333,12.3098,8.05966666667,9.80016666667
538.31,10.6665,38.665,6.20926666667,37.6550416667,5.45766666667,9.30226666667,12.3522,8.07986666667,9.84046666667
538.65,10.6913444444,38.6523,6.22313333333,37.6252916667,5.48213333333,9.33366666667,12.3708666667,8.1064,9.87133333334
539.00,10.7068111111,38.6903,6.25943333333,37.6783333333,5.51,9.36153333333,12.4013333333,8.12553333333,9.88843333333
539.34,10.7389222222,38.7045,6.27353333333,37.707875,5.5516,9.37333333332,12.4278,8.15353333333,9.92853333335
539.69,10.7439888889,38.6893666667,6.25733333333,37.705125,5.53793333334,9.36846666667,12.4170666667,8.1298,9.92493333333
540.03,10.7378666667,38.6601666667,6.2814,37.6668333333,5.5468,9.36186666666,12.4267333333,8.1388,9.93853333333
540.37,10.7523777778,38.6405,6.28296666667,37.6412083333,5.5522,9.37406666666,12.4305333333,8.1434,9.94696666668
540.72,10.7564555556,38.6579666667,6.2863,37.668875,5.55986666667,9.36513333335,12.4341333333,8.15,9.95040000001
541.06,10.7304111111,38.6188666667,6.2669,37.6154583333,5.5332,9.32973333333,12.4062666667,8.1144,9.92703333333
541.40,10.7487111111,38.6159,6.27873333333,37.5957083334,5.53986666667,9.33979999999,12.4076666667,8.13606666666,9.93529999999
541.75,10.7531,38.6530666667,6.2699,37.6284166667,5.52546666666,9.33193333333,12.4037333333,8.1374,9.93259999999
542.09,10.7587555556,38.6434666667,6.26666666667,37.6324166667,5.527,9.32159999999,12.4079333333,8.14666666667,9.93146666667
542.43,10.7827444444,38.6907,6.28136666667,37.6919166667,5.55073333333,9.33759999999,12.4314666667,8.17733333333,9.95076666667
542.78,10.8093888889,38.7206333333,6.29476666667,37.7269583333,5.56893333333,9.35819999999,12.4509333333,8.2038,9.97326666666
543.12,10.8297111111,38.7633,6.30323333333,37.7717083333,5.5836,9.37506666666,12.4700666667,8.22893333333,9.9841
543.46,10.8742111111,38.8258333333,6.35083333333,37.8565833334,5.63933333333,9.4176,12.5196,8.29153333333,10.0392333333
543.81,10.9071222222,38.8984333333,6.36133333334,37.9444166667,5.66366666667,9.45413333334,12.5501333333,8.32033333333,10.0731666667
544.15,10.9303666667,38.9812666667,6.37373333333,38.0430416667,5.68713333333,9.48113333333,12.5728666667,8.3482,10.1002666667
544.49,10.9453444444,39.0191666667,6.387,38.0818333333,5.7042,9.50813333334,12.6043333333,8.374,10.1349
544.84,10.9821111111,39.0974,6.4187,38.2017916667,5.73773333334,9.54339999999,12.6439333333,8.40733333333,10.1723
545.18,10.9845777778,39.1769666667,6.41226666667,38.3302916667,5.746,9.55146666665,12.6648,8.40053333333,10.1928333333
545.52,10.9842444444,39.2212333333,6.4095,38.3979583333,5.7716,9.56393333333,12.6832,8.42153333333,10.1988666667
545.87,11.0096333333,39.2837,6.44066666667,38.4568333333,5.8014,9.5928,12.7133333333,8.444,10.2361
546.21,11.0096222222,39.3249333333,6.44053333333,38.52175,5.80006666667,9.59579999999,12.7264,8.42713333333,10.2394
546.55,10.9889666667,39.3244666667,6.41373333333,38.5343333333,5.79226666667,9.58253333335,12.7115333333,8.40893333333,10.2197
546.90,11.0019555556,39.3703,6.4391,38.5883333333,5.80173333333,9.61273333333,12.7466666667,8.40446666667,10.2378
547.24,10.9872,39.3976,6.40203333333,38.6159583333,5.7906,9.60113333333,12.7564666667,8.3838,10.2251333333
547.58,10.9978222222,39.4616,6.41106666667,38.6892083333,5.79706666667,9.60313333333,12.7579333333,8.3892,10.2154
547.92,11.0042888889,39.4971,6.4058,38.7229166667,5.8084,9.59273333334,12.7733333333,8.3884,10.2122333333
548.27,11.0032,39.5222333333,6.40463333333,38.7765833334,5.80306666667,9.60126666667,12.7765333333,8.373,10.1952666667
548.61,11.0341,39.585,6.42953333333,38.8141666667,5.8402,9.63306666667,12.8193333333,8.402,10.2242666667
548.95,11.0364888889,39.6081666667,6.43013333333,38.8554583334,5.85126666667,9.64426666666,12.8378666667,8.41273333333,10.2304666667
549.29,11.1319333333,39.6888333333,6.54936666667,38.9395416667,5.95326666667,9.74279999999,12.9506666667,8.5006,10.3447
549.64,11.1661222222,39.7510333333,6.56336666667,39.047875,5.9726,9.77986666666,12.9852,8.53026666667,10.3658333333
549.98,11.2152777778,39.8373333333,6.61683333333,39.1489166666,6.0152,9.834,13.0329333333,8.5744,10.4203333333
550.32,11.2259444445,39.8884333333,6.64426666667,39.2294166667,6.0074,9.84353333335,13.0556,8.56846666667,10.4457333333
550.66,11.2596444444,39.9396,6.6545,39.3020416667,6.0074,9.83733333333,13.0810666667,8.57573333333,10.4610666667
551.01,11.2931888889,39.9902,6.68806666667,39.3689583333,6.0138,9.85886666666,13.095,8.60526666667,10.4835666667
551.35,11.2856333333,39.9746666667,6.69543333333,39.3394583333,6.02046666667,9.85800000001,13.1196666667,8.60253333333,10.5016
551.69,11.2569888889,39.9808666667,6.6846,39.339375,5.98186666667,9.84433333333,13.1123333333,8.59293333333,10.4923
552.03,11.2628333333,39.9883333333,6.7052,39.3720833333,5.9994,9.83306666667,13.1228666667,8.59266666667,10.5241333333
552.38,11.2447888889,39.9986333333,6.69443333333,39.3949166666,5.98506666667,9.8382,13.1134666667,8.573,10.5109333333
552.72,11.2812333333,39.9863333333,6.7452,39.3927916666,6.0126,9.87553333333,13.1558,8.6112,10.5446
553.06,11.2041444444,39.9463333333,6.67383333333,39.337875,5.90553333333,9.80440000001,13.0568666667,8.51273333333,10.4387666667
553.40,11.1854,39.9755,6.673,39.3399166667,5.896,9.79233333334,13.0615333333,8.48933333333,10.443
553.74,11.1498777778,39.9538666667,6.65853333333,39.307125,5.87753333333,9.76293333333,13.0536666667,8.4612,10.4435333333
554.09,11.1458888889,39.9790666667,6.63603333333,39.3135416667,5.87166666667,9.74653333335,13.048,8.4628,10.4436666667
554.43,11.0437444444,39.952,6.556,39.302125,5.80466666666,9.68100000001,12.9686666667,8.40646666667,10.3688333333
554.77,11.0129222222,39.9735666667,6.53336666667,39.3620833333,5.7906,9.6638,12.9677333333,8.38293333333,10.3527666667
555.11,10.9694222222,39.9861666667,6.47156666667,39.398625,5.7292,9.62080000001,12.9246,8.3104,10.3018
555.45,11.0197666667,40.0534333333,6.51343333333,39.4468333333,5.76506666667,9.65433333333,12.9537333333,8.32766666667,10.3458333333
555.80,11.0447777778,40.1135333333,6.5467,39.4948333333,5.7952,9.69326666667,13.0139333333,8.37,10.367
556.14,11.0313777778,40.1509,6.53053333333,39.5138333333,5.80193333334,9.66933333334,13.0167333333,8.35613333333,10.3562666667
556.48,11.0256777778,40.2510666667,6.50206666667,39.5821666667,5.80293333333,9.66439999999,13.0272,8.33286666667,10.3733666667
556.82,11.0542777778,40.3065,6.5192,39.6905416667,5.839,9.68873333334,13.0692666667,8.365,10.4115333333
557.16,11.0157555555,40.2570333333,6.4913,39.636875,5.82266666667,9.66346666668,13.0378666667,8.34786666667,10.3751666667
557.50,10.9721666667,40.2474666667,6.4288,39.626375,5.7712,9.62793333333,13.0053333333,8.29333333333,10.3141666667
557.85,10.9888,40.2510666667,6.46246666667,39.6767916666,5.794,9.67853333335,13.0508,8.29646666667,10.3407333333
558.19,11.0341444444,40.2485666667,6.51613333333,39.7087083333,5.82746666667,9.73006666667,13.0892666667,8.30526666667,10.3783333333
558.53,11.0133111111,40.1707333333,6.5233,39.6174166667,5.808,9.70893333332,13.0707333333,8.25466666667,10.3619333333
558.87,11.0625888889,40.2229333333,6.5606,39.6500833333,5.8578,9.77033333333,13.1256,8.31613333333,10.4091666667
559.21,11.0530444444,40.1764333333,6.564,39.665375,5.85773333333,9.79046666667,13.1550666667,8.3312,10.4175
559.55,11.0227666667,40.1538,6.49003333333,39.6252083334,5.8036,9.76686666667,13.0991333333,8.2714,10.3754
559.89,11.0178111111,40.2101333333,6.47553333333,39.71825,5.77833333333,9.77733333332,13.1322666667,8.27926666667,10.3725
560.23,11.0143444444,40.1462333333,6.46983333333,39.6762083333,5.73913333333,9.7666,13.0962,8.2406,10.3436666667
560.58,11.0376222222,40.1671333333,6.48006666667,39.6937083333,5.73626666667,9.78413333334,13.1276,8.2464,10.3840333333
560.92,10.9989666667,40.2080333333,6.41863333333,39.714,5.65586666667,9.74486666667,13.0976666667,8.17226666667,10.3351
561.26,11.0516,40.1989333333,6.44206666667,39.701,5.6898,9.78626666667,13.1264666666,8.20973333333,10.3507666667
561.60,11.0015111111,40.1795,6.38543333334,39.6812916667,5.63486666667,9.74459999999,13.0648,8.16506666667,10.3018666667
561.94,10.9528333333,40.1745666667,6.32126666667,39.6429166667,5.58566666667,9.69139999999,13.0340666667,8.12213333333,10.2817333333
562.28,10.9457,40.2404666667,6.27083333333,39.6665833333,5.559,9.67646666667,13.0121333333,8.1192,10.2447
562.62,10.8618222222,40.1454333333,6.189,39.5854583333,5.4694,9.59053333335,12.9345333333,8.0388,10.1643666667
562.96,10.7764111111,40.1066333333,6.07333333333,39.5696666667,5.36713333333,9.48146666667,12.8365333333,7.9196,10.0542666667
563.30,10.7793222222,40.1292666667,6.07486666667,39.5946666666,5.35773333333,9.48526666667,12.8402666667,7.93953333333,10.0781
563.64,10.7878777778,40.1192666667,6.07033333334,39.5578333333,5.34686666667,9.48346666668,12.8175333333,7.9354,10.0904333333
563.99,10.7216,40.0845333333,6.02303333333,39.528625,5.3002,9.45426666667,12.7893333333,7.90766666667,10.0581666667
564.33,10.7019333333,40.0487666667,5.9858,39.5193333333,5.27506666666,9.43900000001,12.7559333333,7.87213333333,10.0278666667
564.67,10.7620888889,40.0281333333,6.03976666667,39.5333333333,5.3302,9.50113333333,12.8130666667,7.93586666667,10.0997333333
565.01,10.7557666667,40.0495666667,6.02363333333,39.5761666667,5.32206666667,9.5016,12.8143333333,7.91806666666,10.1276333333
565.35,10.8285777778,40.1331333333,6.09553333333,39.6222916667,5.3692,9.55786666668,12.8846,7.9676,10.1917333333
565.69,10.8596111111,40.1276666667,6.12683333333,39.64025,5.37173333333,9.59506666667,12.9175333333,7.9882,10.2172333333
566.03,10.8683111111,40.0999666667,6.1503,39.628375,5.37806666667,9.63873333333,12.9375333333,8.01193333333,10.2407666667
566.37,10.9245555556,40.1434,6.19623333333,39.6825416667,5.41406666667,9.70373333333,12.9865333333,8.04186666667,10.3098
566.71,10.9677111111,40.1882,6.23336666667,39.7125833333,5.42813333333,9.77553333334,13.032,8.08166666667,10.3785666667
567.05,10.9567666667,40.1741666667,6.2073,39.69025,5.40366666667,9.76166666667,13.0223333333,8.0594,10.3599
567.39,10.9721444445,40.1616,6.21456666667,39.6826666667,5.41106666667,9.81326666667,13.0307333333,8.06566666667,10.3636333333
567.73,10.9890444445,40.1579666667,6.19353333333,39.7145833333,5.402,9.80766666667,13.0389333334,8.0444,10.3644333333
568.07,10.9377777778,40.1529333333,6.14376666667,39.64225,5.34753333333,9.76426666667,12.998,7.98686666667,10.3245333333
568.41,10.9156444444,40.2097,6.1021,39.6620416666,5.3108,9.73133333335,12.9608666667,7.94766666667,10.3183333333
568.75,10.8901,40.2029666667,6.09366666667,39.6685416667,5.2902,9.73406666666,12.9352666667,7.9642,10.3029333333
569.09,10.8465,40.1108666667,6.0125,39.6110833333,5.2418,9.69746666666,12.8730666667,7.9192,10.2663333333
569.43,10.8341444444,40.1491333333,5.98236666667,39.6297916667,5.24593333333,9.69740000001,12.8382,7.9104,10.2502
569.77,10.8336888889,40.1261666667,5.9713,39.631875,5.2274,9.67366666666,12.8136,7.89126666667,10.2398
570.11,10.8159555555,40.1351666667,5.96016666667,39.658125,5.21886666667,9.69046666667,12.8166,7.89633333333,10.2338333333
570.45,10.8296222222,40.1765,5.983,39.7129166667,5.25306666667,9.70833333333,12.8462,7.91673333333,10.2520333333
570.79,10.8437222222,40.1427666667,6.00916666667,39.7228333333,5.26373333333,9.73733333334,12.8438666667,7.93086666667,10.2483666667
571.13,10.8290222222,40.0936333333,5.98106666667,39.6996666667,5.23006666667,9.68420000001,12.8059333333,7.92666666667,10.2212333333
571.47,10.8660444444,40.1116666667,6.0213,39.6767083333,5.26426666667,9.72893333333,12.8370666666,7.97813333333,10.2443
571.81,10.9028222222,40.0854666667,6.04236666667,39.7445416667,5.29246666667,9.75986666667,12.8636,8.03246666667,10.2562666667
572.15,10.9094666667,40.0568666667,6.0513,39.7284583333,5.28686666667,9.78426666666,12.8664666667,8.03966666667,10.2478333333
572.49,10.9361333333,40.1018,6.06946666666,39.7605833333,5.29193333333,9.82466666668,12.8936666667,8.0458,10.2748333333
572.83,10.9312888889,40.1520333333,6.07733333333,39.818,5.29573333333,9.83839999999,12.9152666667,8.07026666667,10.2832
573.17,10.9556777778,40.1478,6.10093333333,39.8171666667,5.2968,9.85779999999,12.9359333333,8.09586666667,10.2889333333
573.51,10.9958555556,40.2547666667,6.12566666667,39.8770416667,5.32206666667,9.91759999999,12.9982,8.1374,10.3627666667
573.85,11.0284222222,40.2584333333,6.1336,39.8805,5.3304,9.92206666667,12.9917333333,8.14246666667,10.3674666667
574.19,11.0351333333,40.2289333333,6.1496,39.813875,5.34673333333,9.94619999999,12.9806,8.1546,10.3927333333
574.53,11.0502333333,40.2970333333,6.1552,39.8967916667,5.34713333333,9.96346666666,13.0052,8.1694,10.4381
574.87,11.0520111111,40.3154333333,6.16696666667,39.925,5.3574,9.99419999999,13.0235333333,8.15013333333,10.4753666667
575.21,11.1136111111,40.3980666667,6.2136,40.048125,5.40986666667,10.0361333333,13.0598,8.20426666667,10.5247
575.55,11.1385,40.4723,6.21676666667,40.0992083333,5.439,10.0648,13.0715333333,8.21093333333,10.5773333333
575.89,11.1731777778,40.4888666667,6.24236666667,40.181875,5.46393333333,10.1051333333,13.1100666667,8.23746666666,10.6068333333
576.22,11.1896,40.4906333333,6.2439,40.1729166666,5.47753333333,10.0825333333,13.1199333333,8.2486,10.6093
576.56,11.2095444444,40.5096666667,6.24873333333,40.2245,5.49226666667,10.1246666667,13.1248,8.24966666667,10.6259666667
576.90,11.2798,40.5643666667,6.30623333333,40.2874166667,5.57053333333,10.2159333333,13.2048666667,8.31766666667,10.7216333333
577.24,11.2817777778,40.5613333333,6.3086,40.36525,5.589,10.208,13.2033333333,8.309,10.6996666667
577.58,11.2962444444,40.6502333333,6.3312,40.4645833333,5.60626666667,10.2413333333,13.254,8.33433333334,10.7480333333
577.92,11.2902,40.6436,6.27786666667,40.5322916666,5.58406666667,10.2287333333,13.2518666667,8.3256,10.7029333333
578.26,11.3434555555,40.703,6.30903333333,40.562375,5.6376,10.2772,13.2954666667,8.37506666667,10.7376666667
578.60,11.4274555556,40.8269,6.37116666667,40.7248333333,5.72126666667,10.3682,13.3836,8.46813333333,10.8314333333
578.94,11.3577888889,40.799,6.29336666667,40.669625,5.65046666667,10.3564666667,13.3382,8.4138,10.7922666667
579.28,11.4169444444,40.8425666667,6.35666666667,40.6975416667,5.698,10.4298666667,13.3875333333,8.4596,10.8227666667
579.61,11.4163333333,40.8983666667,6.35303333333,40.73975,5.74306666667,10.4476666667,13.4160666667,8.48633333333,10.8887
579.95,11.4669666667,40.9705333333,6.41203333333,40.8745833334,5.78593333333,10.5436666667,13.4533333333,8.53506666667,10.9328
580.29,11.5500888889,40.9829,6.478,40.8834583333,5.87446666667,10.6014,13.5250666667,8.62126666667,11.0019333333
580.63,11.5355666667,40.9722,6.4447,40.918625,5.8482,10.5696666667,13.4821333333,8.5972,10.9573
580.97,11.5837333333,40.9636666667,6.46693333333,40.9039583333,5.87266666667,10.6238,13.4954666667,8.65353333333,11.02
581.31,11.6074222222,40.9499333333,6.46163333333,40.9023333333,5.89066666667,10.6307333333,13.4906,8.65986666667,11.0473333333
581.65,11.6872555556,41.0955,6.55206666667,41.0102083333,5.95253333333,10.7369333333,13.5760666667,8.7416,11.1395
581.98,11.6951555555,41.0853,6.55433333333,41.0623333333,5.9648,10.7442,13.5804,8.74853333333,11.1395666667
582.32,11.6791888889,41.1235,6.53226666667,41.0415,5.9394,10.7039333333,13.5569333333,8.72973333333,11.1027333333
582.66,11.789,41.2041333333,6.5919,41.1761666666,6.0122,10.7752666667,13.6338666667,8.8,11.2015
583.00,11.7864777778,41.2415666667,6.59443333333,41.2149583333,6.019,10.783,13.6563333333,8.821,11.2277
583.34,11.8235555555,41.2014333333,6.61506666667,41.2174166667,6.0476,10.8192,13.6532666667,8.84713333333,11.2456666667
583.68,11.8624777778,41.2679,6.60133333333,41.264125,6.06593333333,10.8352,13.6933333333,8.85673333333,11.2796
584.01,11.7967555555,41.2746,6.53956666667,41.289,5.95373333333,10.7612666667,13.6302,8.76026666667,11.2381
584.35,11.8396555556,41.3592333333,6.59466666667,41.3634583334,6.01193333333,10.7958666667,13.6898,8.7972,11.3187666667
584.69,11.8251444444,41.4392666667,6.5698,41.409375,5.98186666667,10.7754666667,13.6885333333,8.77326666667,11.3027
585.03,11.8379777778,41.4576666667,6.61543333333,41.4261666667,6.0298,10.8266666667,13.705,8.82513333333,11.3228333333
585.37,11.8618222222,41.4485333333,6.63906666667,41.4016666667,6.061,10.7844,13.6945333333,8.83713333333,11.3388666667
585.70,11.8610111111,41.4067666667,6.64093333333,41.3779166667,6.07126666667,10.7734,13.6918666667,8.82973333333,11.3592
586.04,11.9190777778,41.3902666667,6.68953333333,41.3855833333,6.13093333333,10.7993333333,13.7655333333,8.88053333333,11.4198
586.38,11.8921666667,41.4127333333,6.72936666667,41.3937916667,6.15633333333,10.7775333333,13.7553333334,8.87906666667,11.3982666667
586.72,11.9426222222,41.3765666667,6.76686666667,41.4093333333,6.20033333333,10.8346666667,13.8008,8.93086666667,11.4636
587.06,12.0001111111,41.4911333333,6.8346,41.4580416667,6.26213333333,10.8702,13.8662,8.9736,11.5048
587.39,12.0158555555,41.4789333333,6.87316666667,41.4411666667,6.30153333333,10.8726,13.8842,8.9908,11.5296333333
587.73,12.1083888889,41.5462,6.98696666667,41.4940833333,6.44373333333,10.9926,13.9907333333,9.09293333334,11.6403
588.07,12.1276444444,41.5585666667,6.97643333333,41.5056666667,6.44506666667,11.0568666667,13.9966666667,9.09600000001,11.6203333333
588.41,12.1956111111,41.607,7.04586666667,41.554125,6.5464,11.1337333333,14.0681333333,9.16093333333,11.6840333333
588.74,12.2165,41.6118666667,7.05106666667,41.5694583333,6.5456,11.1668,14.0974,9.17660000001,11.7121666667
589.08,12.2294666667,41.6325666667,7.0388,41.6261666667,6.53986666667,11.2068,14.1214,9.19293333334,11.7259333333
589.42,12.2386333333,41.7040333333,7.05206666667,41.6970416667,6.56346666667,11.2326,14.1479333333,9.20453333334,11.7363333333
589.76,12.1949222222,41.6429,7.05286666667,41.6741666667,6.53993333333,11.2674666667,14.0978666667,9.19780000001,11.7059666667
590.09,12.2448555556,41.6980666667,7.07533333333,41.724875,6.59313333333,11.3235333333,14.1866666667,9.24179999999,11.7510333333
590.43,12.2096555556,41.6981333333,7.0417,41.7164166666,6.58506666667,11.3121333333,14.1800666667,9.23200000001,11.7157333333
590.77,12.2514222222,41.7270333333,7.07683333333,41.813375,6.61053333334,11.3586,14.2278666667,9.28973333334,11.7426
591.11,12.2405,41.7201,7.0739,41.8647083334,6.6102,11.4096,14.2634,9.32146666667,11.7582666667
591.44,12.2223,41.6828,7.0255,41.8530416667,6.57026666667,11.3658666667,14.2510666667,9.30500000001,11.7230666667
591.78,12.2363888889,41.6359,7.0404,41.854,6.57226666667,11.3212666667,14.2578,9.29906666667,11.7673666667
592.12,12.1652444444,41.5133333333,7.0005,41.7631666667,6.51546666667,11.2654,14.2268666667,9.23213333334,11.7256333333
592.46,12.1936111111,41.5511666667,7.01956666667,41.8169166667,6.54433333333,11.2609333333,14.2658666667,9.22933333333,11.7614333333
592.79,12.2207333333,41.5564,7.079,41.8095833333,6.61193333333,11.2982666667,14.3430666667,9.26000000001,11.8659666667
593.13,12.2837555555,41.5689333333,7.1352,41.8184166667,6.64586666667,11.3529333333,14.4011333333,9.28046666667,11.9443
593.47,12.3199444445,41.6867,7.1381,41.906,6.64613333333,11.3401333333,14.4396,9.28666666667,11.9648
593.80,12.3150333333,41.6201666667,7.1247,41.8409166667,6.62106666667,11.3339333333,14.4184,9.28626666667,11.9653666667
594.14,12.3064333333,41.6657666667,7.14503333333,41.8652916667,6.59373333333,11.3110666667,14.414,9.27459999999,11.9865333333
594.48,12.2204888889,41.5526333333,7.06653333333,41.6895833333,6.505,11.2474,14.3318,9.17886666666,11.9256666667
594.81,12.2194,41.5174333333,7.04,41.61475,6.4924,11.2208666667,14.3023333333,9.13926666667,11.9146666667
595.15,12.2603777778,41.6250333333,7.09953333333,41.7237916667,6.53646666667,11.2672666667,14.3863333334,9.165,11.9609666667
595.49,12.1913111111,41.6532,7.06043333333,41.6846666667,6.50133333333,11.2215333333,14.3808,9.13046666667,11.9302
595.82,12.2213888889,41.7128666667,7.06943333333,41.7418333334,6.50513333333,11.2169333333,14.4000666667,9.14940000001,11.9625
596.16,12.1948444444,41.6909,7.0477,41.6814166667,6.4714,11.1782,14.359,9.11646666667,11.9342
596.50,12.163,41.7049,6.99806666667,41.6972916667,6.41853333333,11.1192,14.3034666667,9.05793333333,11.8685
596.83,12.0851555555,41.6628333333,6.92766666667,41.6164166667,6.35333333333,11.0494,14.2317333334,9.00273333333,11.7939333333
597.17,12.1024444444,41.6533333333,6.93106666666,41.63425,6.36846666667,11.0644,14.2457333333,9.00073333333,11.8205
597.51,12.0537111111,41.6971333333,6.8853,41.6488333333,6.31633333333,11.0224,14.2157333333,8.92393333333,11.7919666667
597.84,12.1121666667,41.7766,6.91693333333,41.7273333333,6.357,11.0757333333,14.2922666667,8.97326666667,11.8452666667
598.18,12.1489111111,41.8654,6.93936666667,41.817,6.3808,11.0778,14.3434,8.9756,11.8918
598.52,12.2037444444,41.9391333333,6.9855,41.8465416667,6.44846666667,11.1157333333,14.3966666667,9.03953333334,11.9524
598.85,12.1791777778,41.8619666667,6.93893333333,41.7494583333,6.4264,11.0959333333,14.334,9.02366666667,11.9185
599.19,12.1751111111,41.8230666667,6.9062,41.7194166666,6.39526666667,11.0748,14.3135333333,8.99426666667,11.8920333333
599.53,12.2212777778,41.8674,6.93056666667,41.7577916667,6.444,11.1014,14.3514,9.0188,11.9221333333
599.86,12.2520555556,41.8867,6.93836666667,41.8277916667,6.4894,11.1512,14.4055333333,9.06993333333,11.9302666667
600.20,12.2745222222,41.913,6.98223333333,41.861375,6.518,11.2084,14.4544,9.0886,11.9618333333
600.53,12.3580222222,41.9277333333,7.06776666666,41.9221666666,6.604,11.2814666667,14.5714,9.16333333333,12.0331333333
600.87,12.3881666667,41.9830666667,7.12116666667,41.9588333333,6.6698,11.3294,14.6466666667,9.21700000001,12.1035333333
601.21,12.4235111111,41.8959666667,7.14703333333,41.9045416666,6.67293333333,11.3471333333,14.6688666667,9.23919999999,12.1382
