wavelength,Back_TanChrm,Belly_TanChrm,Breast_TanChrm,Crissum_TanChrm,Crown_TanChrm,DorTail_TanChrm,Patch10_TanChrm,Patch11_TanChrm,Patch12_TanChrm,Patch13_TanChrm,Rump_TanChrm,Throat_TanChrm,WingTip_TanChrm
542.09,5.1748,18.3588,83.0827333333,15.8930869565,5.99228571428,4.268,51.1976,51.5098,26.4042333333,3.4966,95.7410666667,72.6680666667,7.99206666667
542.43,5.18586666667,18.4040666667,83.2000666667,15.9321391304,6.00793333333,4.27746666667,51.329,51.7503333333,26.5268,3.508,95.8863333334,72.8072666667,7.984
542.78,5.21293333333,18.4815,83.3678,16.0039188406,6.05191428571,4.30653333333,51.5031333333,52.0342,26.7095,3.53473333334,96.1193333333,72.9824666667,8.0126
543.12,5.2344,18.5600333333,83.5193333333,16.078357971,6.07196190477,4.3206,51.6703333333,52.3470666667,26.8753,3.55426666667,96.3623333333,73.1534,8.02746666667
543.46,5.25353333333,18.6217,83.6739333333,16.1494797102,6.10820952381,4.34653333333,51.8690666667,52.6654666667,27.0746,3.58046666667,96.5935333333,73.3238,8.06153333333
543.81,5.2756,18.6911333333,83.9152666667,16.2143594203,6.12697142858,4.36406666667,52.0829333333,53.0302,27.2779666667,3.60286666667,96.9027333335,73.5125333333,8.076
544.15,5.27853333333,18.7131333333,84.0913333333,16.257084058,6.13026666667,4.36766666667,52.2680666667,53.3510666667,27.4631333333,3.59713333333,97.1488,73.693,8.07153333333
544.49,5.27733333333,18.7659333333,84.2953333333,16.3037565217,6.1371904762,4.3608,52.4507333333,53.6669333333,27.6628666667,3.5942,97.4163333332,73.8713333333,8.06633333333
544.84,5.25373333333,18.7992666667,84.4694,16.3314550725,6.13145714285,4.3328,52.6352666667,53.9768,27.8439666667,3.58393333333,97.6768666667,74.0549333333,8.05153333333
545.18,5.28213333333,18.8922666667,84.7752666666,16.4145043478,6.15644761905,4.35053333333,52.8813333333,54.3642,28.0947666667,3.6114,98.0578666666,74.3171333333,8.06946666667
545.52,5.28853333334,18.9524333333,85.0418,16.4910855073,6.17477142857,4.37306666667,53.1238666667,54.739,28.3438333333,3.6242,98.4562666668,74.6099333333,8.07513333333
545.87,5.2708,18.9963333333,85.2321333334,16.5360608696,6.17340952381,4.34506666667,53.3132,55.0760666667,28.5258333333,3.61833333333,98.7348000001,74.8210666667,8.08353333333
546.21,5.27293333333,19.0401666667,85.4544,16.5920623188,6.18361904762,4.343,53.5088666667,55.4362666667,28.7588333333,3.61533333333,99.0962666667,75.0664,8.0836
546.55,5.27973333333,19.0844,85.6978666667,16.6380826087,6.1753047619,4.35106666667,53.6914666667,55.7799333333,28.9472,3.61313333333,99.4178666667,75.2930666667,8.06766666667
546.90,5.24773333334,19.1075333333,85.9097333333,16.6527797102,6.17265714286,4.33253333333,53.838,56.0597333333,29.1181333333,3.58753333333,99.6834666667,75.5125333333,8.03733333333
547.24,5.24373333333,19.1640666667,86.1883333333,16.6928782608,6.17223809523,4.3076,54.0072666667,56.4101333333,29.3089666667,3.57206666667,100.053133333,75.7851333333,8.00153333333
547.58,5.2464,19.2227666667,86.3614666666,16.7486565217,6.20197142858,4.32533333333,54.1955333333,56.7416,29.5118333333,3.5724,100.342866667,76.021,7.99153333333
547.92,5.28386666667,19.3085666667,86.5294666667,16.8373797101,6.25155238095,4.35313333333,54.3501333333,57.0674,29.7313666667,3.61013333333,100.6406,76.2288,8.0174
548.27,5.30306666667,19.4063666667,86.8108666667,16.9352985507,6.29245714285,4.36813333333,54.5906,57.504,29.9857,3.6294,101.043733333,76.5444,8.03013333333
548.61,5.31246666667,19.4764333333,87.0641333334,16.9905927536,6.30241904762,4.36513333333,54.7924666667,57.8964666667,30.2327333333,3.62373333333,101.413133333,76.8114666667,8.036
548.95,5.297,19.4854333333,87.1684,17.0114826087,6.29112380953,4.33386666667,54.9244,58.1622666667,30.4035666667,3.596,101.604133333,76.9528666667,8.00746666667
549.29,5.27673333334,19.5397666667,87.3903333333,17.0384086956,6.27723809523,4.29006666667,55.1283333333,58.5246,30.6385333333,3.56606666667,101.932866667,77.2022,7.99113333333
549.64,5.32073333333,19.6771666667,87.7875333333,17.1857666667,6.34950476191,4.3372,55.4652666667,59.0501333333,30.9811333333,3.60846666667,102.4782,77.6007333333,8.01313333333
549.98,5.32506666666,19.7723,88.0782666667,17.2549289855,6.36157142857,4.3526,55.7613333333,59.4718,31.2664666667,3.62833333333,102.8734,77.9252,8.04553333333
550.32,5.30766666667,19.8352666667,88.3207999999,17.3026463768,6.36929523809,4.32446666667,56.0148,59.8364666667,31.521,3.59986666667,103.177466667,78.2218666667,8.05653333334
550.66,5.30373333333,19.8997333333,88.6479333333,17.3524608696,6.36539047619,4.30106666667,56.3181333333,60.2828,31.8013333333,3.5804,103.594866667,78.5729333333,8.05953333333
551.01,5.30466666667,19.9794333333,88.9737333334,17.4309043478,6.37862857144,4.3002,56.6288666667,60.6894,32.0922,3.58486666667,104.0284,78.8919333333,8.08693333333
551.35,5.24786666667,19.9878666667,89.1404,17.4412652174,6.31828571429,4.22606666667,56.7781333333,60.975,32.3237333333,3.54646666667,104.277133333,79.1289333333,8.0574
551.69,5.18033333333,20.0083333333,89.3834666667,17.4498492754,6.26545714286,4.175,56.9963333333,61.3344,32.5365,3.5004,104.568133333,79.4153333333,7.9936
552.03,5.19293333333,20.0778,89.6468,17.4941217391,6.26849523809,4.17713333333,57.2334666667,61.7022666666,32.7970333333,3.49893333333,104.9424,79.7479333333,8.0
552.38,5.22306666667,20.1514333333,89.9315333333,17.5872333333,6.2950095238,4.2086,57.4711333333,62.0872666667,33.0592,3.51926666667,105.311933333,80.0807333334,8.01373333333
552.72,5.2314,20.2193333333,90.1961333335,17.6652608696,6.32815238095,4.23413333333,57.7057333334,62.5095333333,33.3705333333,3.539,105.675066667,80.4054666667,8.04846666667
553.06,5.2772,20.3203666667,90.4671333333,17.7606188406,6.38241904763,4.29093333333,57.9308,62.891,33.6334333333,3.5814,106.0172,80.6550666667,8.09286666667
553.40,5.29206666667,20.3518666667,90.5023333334,17.7911739131,6.38263809525,4.3246,58.0042,63.1484,33.8294666667,3.59713333333,106.091866667,80.7647333333,8.1088
553.74,5.31613333333,20.4095,90.6391333332,17.8741376812,6.42685714286,4.3328,58.1305333333,63.4752666667,34.0730666667,3.6244,106.266666667,80.9254,8.11793333333
554.09,5.30273333333,20.4335333333,90.7716666667,17.9211811594,6.42038095238,4.31266666667,58.2608,63.7970666667,34.324,3.6248,106.466,81.076,8.10246666667
554.43,5.3296,20.4954666667,90.8869333333,18.0158333333,6.43392380953,4.3276,58.4071333333,64.1140666667,34.6264666667,3.64966666667,106.688733333,81.2202,8.1186
554.77,5.3438,20.5242,90.8516666666,18.0451376811,6.4467047619,4.33393333333,58.4218,64.3528666667,34.8253333333,3.66266666667,106.685266667,81.2672,8.1104
555.11,5.3836,20.6010333333,91.0119333334,18.1207101449,6.48379999999,4.37273333333,58.5892,64.6922666667,35.1262333333,3.67726666667,106.911533333,81.4474,8.1042
555.45,5.42226666667,20.6621333333,91.0745999999,18.1914985507,6.51708571429,4.40146666667,58.6959333333,65.0080666667,35.4133333333,3.69666666667,107.091866667,81.5896666667,8.15733333333
555.80,5.443,20.6837333333,91.0172666666,18.255526087,6.5408952381,4.44206666667,58.7148,65.2156,35.6789666667,3.72513333333,107.0536,81.578,8.1694
556.14,5.46293333333,20.7503666667,91.037,18.3197202899,6.58611428572,4.4564,58.8107333333,65.4543333333,35.9571666667,3.7706,107.116466667,81.6244666667,8.1862
556.48,5.45833333333,20.7626,91.1012666667,18.3419188406,6.5649047619,4.438,58.9032666667,65.7238,36.1958,3.74133333333,107.211,81.7225333333,8.13593333333
556.82,5.4946,20.8357,91.2485333334,18.4265884058,6.62392380953,4.4392,59.0890666667,66.0926666667,36.5451,3.77786666667,107.447733333,81.9260666667,8.15666666667
557.16,5.43593333333,20.8408333333,91.4520666667,18.4263666667,6.5722,4.33793333333,59.2753333333,66.4360666667,36.8310666667,3.6972,107.747933333,82.1868666667,8.08553333333
557.50,5.38366666667,20.8536,91.6313999999,18.4227202899,6.52592380953,4.26906666667,59.4218,66.7989333333,37.1239666667,3.64046666666,108.0518,82.4006666667,8.03506666667
557.85,5.3758,20.9145,91.8394,18.4570869565,6.53463809523,4.2274,59.6238,67.1919333333,37.4365666667,3.6126,108.399533333,82.6666666666,8.0258
558.19,5.37153333333,20.9855,92.0766666667,18.4948014493,6.56015238095,4.236,59.8108,67.5600666667,37.7574666667,3.611,108.711266667,82.9164666666,8.021
558.53,5.3672,21.0834333333,92.4567999999,18.5851768116,6.5822095238,4.24813333333,60.1631333333,68.1002,38.2053666667,3.595,109.2492,83.3566666667,8.04553333333
558.87,5.39326666667,21.1772666667,92.7493999999,18.6782405797,6.63366666667,4.27766666667,60.4274666667,68.5670666667,38.5877666667,3.63546666667,109.655333333,83.6637999999,8.11326666667
559.21,5.3602,21.2244666667,93.0171999999,18.7017130435,6.61441904763,4.25306666667,60.6456666667,68.9690666667,38.9360666667,3.59766666666,109.976733333,83.892,8.0892
559.55,5.31966666667,21.2400666667,93.1092666667,18.7018347826,6.60057142858,4.20493333333,60.7847333333,69.283,39.1824666667,3.58246666667,110.155866666,84.0286666667,8.06126666667
559.89,5.28846666667,21.2635,93.2612666667,18.7278521739,6.5878952381,4.18913333333,60.9380666667,69.652,39.4981,3.53633333333,110.385133333,84.2257333334,8.0664
560.23,5.28406666666,21.3438333333,93.4554000001,18.789126087,6.60841904762,4.17273333333,61.1643333333,70.0387333333,39.8374,3.53933333333,110.714666667,84.4928000001,8.0864
560.58,5.24473333333,21.3705333333,93.5717333333,18.8108971014,6.56279047619,4.16253333333,61.2880666667,70.3569333333,40.1284,3.49333333333,110.888466667,84.6369333334,8.0502
560.92,5.27973333333,21.4181333333,93.6022666667,18.864257971,6.60012380953,4.2062,61.3758666667,70.6429333333,40.4117,3.539,110.993466667,84.6557333333,8.09106666667
561.26,5.30446666667,21.4877333333,93.6878000001,18.9351115942,6.63660952381,4.25233333333,61.5214666667,70.9362666666,40.7254,3.56853333333,111.1372,84.7708,8.12833333333
561.60,5.31773333333,21.5263666667,93.8054000001,18.982642029,6.65193333333,4.30153333333,61.6468,71.269,41.0458666667,3.58733333333,111.29,84.885,8.14186666667
561.94,5.3312,21.5819,93.8422000001,19.0634855072,6.68482857143,4.29933333333,61.7862666667,71.6192666667,41.3662333333,3.6088,111.434733333,85.0139999999,8.17553333333
562.28,5.3472,21.6110666667,93.8542666667,19.1132507246,6.70387619048,4.2746,61.8492,71.8804666667,41.6438333333,3.6232,111.481,85.0701333333,8.1578
562.62,5.34693333333,21.6227,93.7560666666,19.1347492753,6.70099999999,4.25273333333,61.9227333333,72.1046,41.9312666667,3.61633333334,111.4508,85.0668,8.13646666666
562.96,5.37686666667,21.7017,93.9325999999,19.2498391304,6.76197142857,4.2724,62.148,72.5204,42.3595666667,3.6704,111.731333333,85.2943333333,8.16066666667
563.30,5.42853333333,21.8304333333,94.2396666667,19.3752608695,6.82591428572,4.32933333333,62.4680666667,73.0427333333,42.8485666667,3.7024,112.204,85.6536000001,8.21233333333
563.64,5.42053333333,21.8753,94.3387333334,19.432926087,6.82366666666,4.32653333333,62.6206666667,73.3484,43.2295333333,3.7168,112.362666667,85.7552666667,8.19893333333
563.99,5.4016,21.8831333333,94.3271333332,19.4494449275,6.83971428572,4.33646666667,62.6950666666,73.6023333333,43.5740666667,3.71753333333,112.397466667,85.7779333334,8.19546666667
564.33,5.41506666667,21.9797666667,94.5568,19.5463695652,6.88717142857,4.35366666667,62.9353999999,74.0430666667,43.9866666667,3.75326666667,112.731533333,86.0813333333,8.25
564.67,5.43786666667,22.0567666667,94.7458000001,19.6358666667,6.90932380952,4.3684,63.1659333333,74.4307333333,44.4482,3.75726666667,113.037733333,86.3403333333,8.27046666667
565.01,5.4256,22.0631,94.8351999999,19.6882565217,6.90103809523,4.35346666667,63.3282666666,74.7806666667,44.8292666667,3.7402,113.212533333,86.5158666667,8.25773333333
565.35,5.42253333333,22.1056,94.9744,19.7310478261,6.92037142858,4.35153333333,63.4915333333,75.1382666667,45.2162666667,3.7388,113.439133333,86.7058666667,8.2414
565.69,5.4498,22.1621,95.0996666667,19.783684058,6.95628571429,4.38453333333,63.6538666666,75.4568,45.5690666667,3.76766666666,113.605133333,86.8943333333,8.267
566.03,5.47033333334,22.2223,95.1262,19.833915942,6.97443809524,4.4248,63.7856666667,75.7567333333,45.9221666667,3.79353333333,113.743533333,86.9596666666,8.28326666667
566.37,5.48586666667,22.2819,95.2419333333,19.9034855072,7.01158095237,4.4522,63.9192666667,76.1120666667,46.2463666667,3.79953333333,113.9332,87.1042000001,8.29466666667
566.71,5.50806666667,22.3464,95.2433333332,19.9310362319,7.03714285715,4.4754,63.9756000001,76.3988,46.5431666667,3.8132,113.977866667,87.1610000001,8.31746666666
567.05,5.50706666667,22.3812666667,95.2322,19.9738811594,7.04851428571,4.46453333333,64.0708000001,76.6838666667,46.8911666667,3.8186,113.981133333,87.212,8.32553333333
567.39,5.5606,22.4279333333,95.1229333333,20.018315942,7.10313333332,4.4954,64.1277333334,76.9624666667,47.2184333333,3.8492,113.945333333,87.2506666666,8.35733333333
567.73,5.57533333333,22.5254666667,95.2406000001,20.0877057971,7.11646666666,4.4876,64.2943999999,77.3769333333,47.6039,3.8572,114.110666667,87.4288666666,8.38206666667
568.07,5.57966666666,22.5560333333,95.1822000001,20.1037927536,7.12234285713,4.4778,64.3808666667,77.6492,47.9840666667,3.85126666667,114.0764,87.4260666666,8.35506666667
568.41,5.5748,22.5964666667,95.1854000001,20.1348565218,7.14937142858,4.47266666667,64.4773333333,78.003,48.3363666667,3.85906666666,114.136733333,87.5057333333,8.35526666667
568.75,5.60633333333,22.6843666667,95.0778,20.1875710145,7.18232380953,4.48433333333,64.5299333333,78.2759333333,48.7119666667,3.88926666667,114.092,87.4792666667,8.38953333333
569.09,5.62013333333,22.7558666667,94.9981999999,20.2592,7.20936190475,4.5018,64.6859333334,78.5986,49.1111333333,3.92366666667,114.114666667,87.5172,8.42933333333
569.43,5.6236,22.7969,94.9393333333,20.298857971,7.21831428571,4.49206666667,64.7878666667,78.9026666667,49.5602333333,3.91906666667,114.127066667,87.5352000001,8.41926666667
569.77,5.59726666667,22.834,94.9353333333,20.3300898551,7.21943809524,4.47633333333,64.9161333334,79.2372666667,49.9781666667,3.91346666667,114.196866667,87.6415333333,8.43273333333
570.11,5.5588,22.8700666667,94.9081333333,20.3311724638,7.18776190476,4.44086666667,65.0233999999,79.5432,50.4418,3.8916,114.252466667,87.7594666667,8.4212
570.45,5.57286666667,22.9378666667,94.9071999999,20.4289014493,7.20607619048,4.44886666667,65.1704666667,79.8887333333,50.9008333333,3.9002,114.324666667,87.8766000001,8.43093333333
570.79,5.60186666667,22.9777666667,94.801,20.4839202899,7.24021904762,4.47586666667,65.2075333333,80.1261333333,51.2508333333,3.94406666667,114.241333333,87.8632,8.46173333333
571.13,5.5808,23.0384,94.7715333333,20.536573913,7.2276,4.45493333333,65.2925333333,80.4322666667,51.6553666667,3.9258,114.317733333,87.9467999999,8.4526
571.47,5.60533333333,23.0845333333,94.6737999999,20.5923057971,7.24893333333,4.4782,65.3804666667,80.6875333333,52.0256,3.93353333333,114.3,87.9378,8.45546666667
571.81,5.6172,23.1164666667,94.6462666667,20.6741246377,7.28101904761,4.48486666667,65.4928,81.0144,52.4224333333,3.9562,114.378,88.009,8.48166666667
572.15,5.632,23.1838,94.5384666668,20.7302710145,7.29642857142,4.50013333333,65.562,81.2633333333,52.8382666667,3.97733333334,114.3158,88.0053999999,8.49826666667
572.49,5.62253333333,23.2288333333,94.5667333334,20.7799753623,7.31198095238,4.49893333333,65.6872666667,81.5988666667,53.2685666667,3.9788,114.376533334,88.1025333334,8.4816
572.83,5.60373333333,23.2484666667,94.4008666666,20.8238173913,7.30328571429,4.48566666667,65.6707999999,81.8335333333,53.6238333333,3.9542,114.272133333,88.0637333333,8.45753333333
573.17,5.5678,23.246,94.2432666666,20.8296521739,7.27333333334,4.46873333333,65.6569333333,82.0607333334,53.9569666667,3.925,114.132933333,87.9859999999,8.4318
573.51,5.54753333334,23.3058,94.1967333332,20.8795927536,7.27266666666,4.4564,65.7473999999,82.4087333333,54.3793,3.911,114.121666667,88.0474000001,8.4184
573.85,5.5626,23.3346,94.0314666667,20.9633101449,7.33542857143,4.45713333333,65.7510000001,82.6671333333,54.7421,3.94433333333,113.985266667,87.9672666665,8.44766666666
574.19,5.5608,23.3455,93.7734666667,20.9650173913,7.33198095237,4.448,65.7407999999,82.8682,55.0830333333,3.94126666667,113.810933333,87.8512666668,8.4498
574.53,5.55726666667,23.3804,93.6231333335,20.9805376812,7.33494285713,4.4236,65.7588,83.1306666667,55.4691,3.90826666667,113.741,87.8064,8.43466666667
574.87,5.5794,23.4177333333,93.5284666666,21.0237623188,7.36544761905,4.45333333333,65.8450000001,83.4168,55.8511666667,3.93193333333,113.653,87.7722666666,8.4614
575.21,5.56486666667,23.4340333333,93.3074666666,21.0673898551,7.38763809524,4.4526,65.8089333333,83.6338666667,56.2156,3.9368,113.4932,87.6864000001,8.44853333333
575.55,5.577,23.4830666667,93.0283999999,21.0702927536,7.39656190476,4.465,65.7589333332,83.8563333333,56.5558,3.93086666667,113.283266666,87.5771333334,8.4554
575.89,5.59866666666,23.5088,92.8259333332,21.1107144928,7.4358952381,4.487,65.7649333334,84.122,56.9001,3.9512,113.1476,87.5167999999,8.45406666667
576.22,5.60466666667,23.5470666667,92.5207999999,21.1462550725,7.46535238095,4.5006,65.7069333333,84.3352,57.2280666667,3.95206666667,112.9302,87.3791333333,8.46853333333
576.56,5.6048,23.5731666667,92.384,21.1745971014,7.47864761904,4.4822,65.7486000001,84.6657333333,57.6272666667,3.9324,112.8398,87.3555999999,8.463
576.90,5.66266666667,23.6717666667,92.1342666667,21.2643623188,7.54316190477,4.50733333333,65.7664666666,84.9594,57.9845666667,3.98606666667,112.667733333,87.2957333334,8.50033333333
577.24,5.72893333333,23.6933333333,91.7165333333,21.2969057971,7.59434285713,4.56613333333,65.6196666666,85.0218666667,58.2488333333,4.04186666667,112.2306,86.9908000001,8.52453333333
577.58,5.7392,23.748,91.5054,21.3024608696,7.57442857142,4.5928,65.6374000001,85.3154,58.6308666667,4.0224,112.0718,86.9085333334,8.50493333333
577.92,5.72986666667,23.7891,91.3422000001,21.3535710145,7.60179999999,4.6026,65.673,85.6438,59.0337666667,4.02653333333,111.936733333,86.8431999999,8.50146666667
578.26,5.70506666667,23.8389666667,91.1195333333,21.415715942,7.62514285714,4.612,65.6909999999,85.9502666667,59.4657666667,4.03086666667,111.760933333,86.7616000001,8.48806666667
578.60,5.6786,23.8924666667,90.8373999999,21.4313086957,7.6144095238,4.56266666667,65.6290666667,86.2072666667,59.8374666667,3.9992,111.5398,86.6355333334,8.4292
578.94,5.63806666667,23.9502,90.6556666666,21.4405246377,7.5795047619,4.5162,65.684,86.5329333333,60.2774,3.97986666667,111.438333333,86.6279333335,8.41373333334
579.28,5.6246,23.9852,90.388,21.4928173913,7.57788571429,4.4992,65.6526666667,86.7442666667,60.6635666667,3.98533333333,111.161266667,86.4833333334,8.3864
579.61,5.5574,23.9755,90.0878666666,21.5000550725,7.51966666666,4.44233333333,65.5868666666,86.9614666667,61.036,3.92126666667,110.896733333,86.3338666665,8.34113333333
579.95,5.54753333333,24.0251,89.9407333334,21.5430942029,7.52503809524,4.4218,65.6690666667,87.3318666667,61.5279333333,3.91006666667,110.823333334,86.3522666667,8.33133333333
580.29,5.54293333333,24.1152,89.7283333334,21.5813202898,7.53680952381,4.4088,65.6547333333,87.5933333333,62.0022333333,3.92706666667,110.6484,86.2780666667,8.3374
580.63,5.49766666667,24.1261666667,89.5050666667,21.5909724638,7.51541904761,4.369,65.6670666667,87.8509333333,62.4750333333,3.88146666667,110.4802,86.1779333334,8.31853333333
580.97,5.4412,24.1581,89.3082666667,21.6272202899,7.48393333334,4.28933333333,65.7229999999,88.2273333334,62.9671666667,3.81466666667,110.435533333,86.1869333333,8.26506666667
581.31,5.46653333333,24.2233333333,89.0451333333,21.7225913044,7.52690476191,4.31093333333,65.7565333333,88.4967333333,63.4172333333,3.85073333333,110.2466,86.1323333333,8.28653333333
581.65,5.4894,24.3070333333,88.7596666666,21.8013666667,7.54199999999,4.3052,65.7106666667,88.734,63.8762,3.868,110.048533333,86.0237333333,8.29113333334
581.98,5.46506666667,24.3082333333,88.4550666667,21.8250695652,7.51661904761,4.25046666667,65.6866666667,88.9698000001,64.2775666667,3.83033333333,109.848266667,85.9081333332,8.2564
582.32,5.50393333333,24.3774333333,88.1217333333,21.9139449275,7.59611428571,4.33206666667,65.6858,89.1831999999,64.7918666667,3.89353333333,109.582133333,85.7804666665,8.33906666667
582.66,5.56493333333,24.4380666667,87.8833999999,22.0012666666,7.65836190475,4.3892,65.6582,89.5166666666,65.2409,3.91593333333,109.362066667,85.6885333334,8.38733333333
583.00,5.54833333333,24.4827333333,87.6706,22.0488043478,7.67454285714,4.37986666667,65.6656666667,89.8206666667,65.7098,3.89606666667,109.2032,85.6370000001,8.3956
583.34,5.60133333333,24.6179333333,87.3954666667,22.1418347826,7.76919999999,4.42386666667,65.6874,90.0490666666,66.186,3.95846666667,108.997133333,85.5246,8.45953333333
583.68,5.65113333333,24.6908666667,87.1504666667,22.2249594203,7.81483809523,4.47626666667,65.7050666667,90.3076666666,66.6361,4.00046666667,108.8272,85.3909333333,8.50273333333
584.01,5.71793333333,24.7435333333,86.7265999999,22.3032217391,7.88238095238,4.5354,65.6375333333,90.4207333333,66.9986666667,4.06073333333,108.471933333,85.1902666665,8.55033333333
584.35,5.6854,24.7457333333,86.2858666667,22.2994855072,7.86967619047,4.52633333333,65.5078,90.5801333334,67.3556,4.0174,108.094533333,84.9548,8.51386666667
584.69,5.68846666667,24.8028,85.9934666666,22.3509623188,7.91982857143,4.5342,65.4589333333,90.8113333333,67.8223,4.01666666667,107.849866667,84.8209333334,8.5338
585.03,5.70933333333,24.8524666667,85.6067333334,22.3881608696,7.97151428571,4.54206666667,65.3321333333,90.9439333334,68.2626333333,4.04653333333,107.498666667,84.5683333333,8.5884
585.37,5.707,24.8564666667,85.1904,22.4013086957,7.98940952381,4.5542,65.2332,91.0417333333,68.5974,4.03566666667,107.0762,84.3516666665,8.57313333334
585.70,5.7504,24.9466333333,84.9356666667,22.4783695652,8.03735238096,4.601,65.2046666667,91.3371999999,69.0681666667,4.07473333334,106.854466667,84.2632666667,8.63406666666
586.04,5.75073333333,24.9747,84.5701999999,22.5053550725,8.05886666667,4.5856,65.1203333333,91.5224666666,69.4342333333,4.0834,106.5212,84.0508,8.636
586.38,5.7916,25.0199666667,84.1910666667,22.5563188406,8.10032380953,4.5908,65.0062,91.6320000001,69.8866,4.09906666667,106.170266667,83.7916000001,8.66560000001
586.72,5.83833333333,25.1112666667,83.7234666666,22.6437826087,8.1499904762,4.62786666667,64.8532666667,91.6716666666,70.2689333333,4.12626666667,105.723866667,83.4579333334,8.7326
587.06,5.83,25.0955666667,83.3470666667,22.6436318841,8.14978095238,4.62673333333,64.6895333333,91.8438666666,70.6494,4.1114,105.361266667,83.2686666666,8.71593333334
587.39,5.84786666667,25.1418666667,82.972,22.7129434783,8.19888571429,4.65646666667,64.5548666666,92.0236666666,71.0637333333,4.13113333333,104.918066667,83.0561999999,8.74453333333
587.73,5.85013333333,25.1571333333,82.5391999999,22.7280057971,8.21246666667,4.66966666667,64.3506666667,92.0955999999,71.3639,4.13766666667,104.4048,82.6932666666,8.75120000001
588.07,5.9354,25.2624666667,82.2839999999,22.8721681159,8.31760952381,4.7626,64.3166,92.3000000001,71.8175666667,4.2416,104.131,82.5370666666,8.8566
588.41,5.96,25.3201333333,81.8340000001,22.9271710145,8.35126666666,4.78846666667,64.1540666667,92.3948000001,72.1375666667,4.28253333333,103.666,82.2487999999,8.88706666666
588.74,5.93446666667,25.3485,81.4540000001,22.9312391304,8.32516190477,4.75973333333,64.0181333333,92.5953333334,72.4727333333,4.23953333333,103.320933333,82.0553333333,8.83286666667
589.08,5.9344,25.4081333333,81.1019999999,22.9613217391,8.35233333333,4.76373333333,63.9218,92.8280666667,72.8945333333,4.2452,103.020066667,81.8500666667,8.87746666666
589.42,5.92586666667,25.4557,80.6932666667,23.0178507246,8.35399047619,4.7668,63.7760666667,92.9554666667,73.2610666667,4.23506666667,102.659266667,81.5915333333,8.8858
589.76,5.89893333333,25.4899,80.3144666667,23.0500086957,8.32502857143,4.73673333333,63.5976666667,93.1357333334,73.6142,4.19253333333,102.256733333,81.3266666666,8.84133333333
590.09,5.897,25.5143666667,79.7845333333,23.0884333333,8.35840952381,4.76793333333,63.4161333333,93.1365333333,73.8917,4.23473333333,101.739266667,80.9868,8.86533333334
590.43,5.83093333333,25.4997666667,79.5449333333,23.0770231884,8.31896190476,4.7162,63.3832666667,93.5207999999,74.3658333333,4.18533333333,101.5896,80.9458,8.79206666667
590.77,5.80846666667,25.5585666667,79.1946666667,23.1294855073,8.30629523809,4.70066666667,63.3361333333,93.7807333333,74.814,4.18666666667,101.292733333,80.7480666667,8.80626666667
591.11,5.82566666667,25.6279333333,78.7854666666,23.1736014493,8.30679047619,4.7046,63.2448,93.9166666667,75.1918333333,4.18973333333,100.947466667,80.4925333334,8.81766666666
591.44,5.81806666667,25.7147333333,78.4653333333,23.2266434783,8.28118095237,4.67793333333,63.2251333333,94.2055333334,75.7145,4.16746666667,100.722866667,80.4167333334,8.83266666666
591.78,5.745,25.7517333333,78.0535999999,23.1908942029,8.18353333333,4.59193333333,63.0610666667,94.3706000001,76.0827666667,4.08073333333,100.338266667,80.1843333333,8.75586666667
592.12,5.76266666667,25.8379,77.6692,23.2278231884,8.18019047619,4.58913333333,62.9584,94.5794,76.5413,4.07513333333,99.9864666668,79.9806666667,8.7964
592.46,5.77273333333,25.9447666667,77.2931333333,23.3524913044,8.21198095239,4.61773333333,62.8694,94.7817333333,76.9924333333,4.1138,99.6406666667,79.7454666667,8.84106666667
592.79,5.76966666667,25.9627666667,76.8061333333,23.3732666667,8.18860952381,4.61973333333,62.6502666667,94.7954666667,77.3335333333,4.09286666667,99.1210000001,79.3909333334,8.79586666667
593.13,5.7976,25.9952333333,76.3384666667,23.3859188406,8.21901904762,4.63933333333,62.4758,94.8318000001,77.6628333333,4.11606666667,98.5651333334,79.0743999999,8.78486666667
593.47,5.78886666667,26.0069666667,75.9042000001,23.4004478261,8.21149523809,4.6194,62.3084666667,94.9239333334,78.0625333333,4.0896,98.1635333335,78.8247333333,8.79006666667
593.80,5.76946666667,26.1301666667,75.6430666666,23.4813347826,8.21307619047,4.589,62.2506,95.2970666667,78.6066333333,4.07433333333,97.9143333335,78.7037999999,8.79046666667
594.14,5.8386,26.2253333333,75.1256666666,23.5735130435,8.28316190476,4.64966666667,62.075,95.3133333334,78.9795,4.15146666667,97.3514666665,78.3230666667,8.8502
594.48,5.8608,26.3043333333,74.6695999999,23.6524449275,8.32701904761,4.6738,61.8575333333,95.3311333333,79.3803333333,4.1574,96.8249333333,78.0101999999,8.872
594.81,5.88486666667,26.3584,74.2182666666,23.6983376811,8.37660952381,4.7128,61.6382,95.3866666667,79.7930333333,4.1962,96.3467333333,77.7638666666,8.91486666666
595.15,5.8894,26.4253333333,73.8338666667,23.7797347826,8.42878095238,4.75053333333,61.4852666667,95.5390666666,80.2705333333,4.19333333333,95.9363333332,77.5327333334,8.93020000001
595.49,5.97733333333,26.4499666667,73.3583999999,23.852426087,8.49198095239,4.83926666667,61.2401333333,95.5578666666,80.6587333333,4.275,95.3967999999,77.2145333334,8.98486666667
