wavelength,Back_TanChrm,Belly_TanChrm,Breast_TanChrm,Crissum_TanChrm,Crown_TanChrm,DorTail_TanChrm,Patch10_TanChrm,Patch11_TanChrm,Patch12_TanChrm,Patch13_TanChrm,Rump_TanChrm,Throat_TanChrm,WingTip_TanChrm
325.84,1.07146666667,1.019,4.71713333333,0.74756231884,0.561171428573,1.413,2.806,0.161666666667,3.1701,-0.356733333333,5.98353333333,4.35246666667,4.66053333333
326.21,1.2328,1.1983,4.79686666667,0.905215942029,0.662038095237,1.67126666667,2.90726666667,0.198533333333,3.30636666667,-0.208399999999,6.15613333333,4.4964,4.8066
326.57,1.31833333333,1.49356666667,5.0112,1.14016231884,0.79938095238,1.988,2.9692,0.378066666667,3.39773333333,-0.0178666666674,6.3016,4.74533333333,5.0158
326.94,1.57226666667,1.72933333333,5.13646666667,1.41683043478,0.989447619048,2.2184,3.08786666667,0.513266666667,3.52116666667,0.264066666668,6.44973333333,4.96966666667,5.23033333333
327.31,1.66206666666,1.89053333333,5.2214,1.54258260869,1.08159047619,2.27246666667,3.16253333333,0.580999999999,3.66343333333,0.425733333334,6.51606666667,5.061,5.39273333333
327.67,1.72306666667,2.11436666667,5.30253333333,1.65316956522,1.21598095238,2.32066666667,3.23013333333,0.7194,3.70436666667,0.527666666667,6.64226666667,5.09633333333,5.4844
328.04,1.7142,2.20313333333,5.274,1.59066086956,1.28811428571,2.285,3.20206666667,0.779133333334,3.66146666667,0.592199999999,6.67486666667,5.01313333333,5.52306666667
328.41,1.82166666667,2.3495,5.314,1.67496086956,1.36223809524,2.43806666667,3.3034,0.838666666667,3.66733333333,0.639800000002,6.81906666667,5.10366666666,5.61906666667
328.78,1.8362,2.33803333333,5.3346,1.6844884058,1.42727619048,2.46113333333,3.2488,0.767466666667,3.66436666667,0.547866666667,6.86926666667,5.1002,5.53926666667
329.14,1.52286666667,2.00146666667,4.94766666667,1.33067826087,1.07393333333,2.0466,2.901,0.433199999999,3.34176666667,0.0699333333348,6.4654,4.7378,5.14193333333
329.51,1.80486666666,2.348,5.20726666667,1.61417101449,1.34197142857,2.3558,3.15366666667,0.685866666667,3.61903333333,0.240066666668,6.80473333333,5.11746666667,5.3954
329.88,1.7664,2.40663333333,5.21013333333,1.59011304348,1.3690952381,2.31793333333,3.11666666667,0.684,3.5988,0.207133333334,6.8946,5.16653333333,5.2608
330.24,1.7678,2.41503333333,5.29086666667,1.5529942029,1.4116,2.2966,3.054,0.7416,3.444,0.142266666667,6.90386666667,5.1942,5.25046666667
330.61,1.5858,2.17403333333,5.03893333333,1.30003478261,1.23364761905,1.988,2.86566666667,0.489533333334,3.21093333333,-0.0979333333334,6.6614,4.9408,5.05113333333
330.98,1.46046666666,2.03533333333,5.10526666667,1.29673623188,1.31062857143,1.9562,2.8012,0.432933333334,3.26653333333,-0.220799999999,6.61626666667,4.91913333333,4.9608
331.34,1.36813333333,1.87586666667,5.1076,1.20010144927,1.20237142857,1.8922,2.73093333333,0.331666666667,3.184,-0.347133333333,6.60933333333,4.89586666667,4.875
331.71,1.5376,1.9626,5.29926666667,1.44347681159,1.34961904762,2.02266666667,2.87753333333,0.412733333333,3.2603,-0.196199999999,6.7012,5.06873333333,4.9142
332.08,1.602,2.06493333333,5.3178,1.66899130435,1.37422857143,2.06433333333,2.9664,0.506133333333,3.2686,-0.270200000001,6.69373333333,5.27186666667,4.95766666667
332.44,1.4506,1.95593333333,5.285,1.64704492754,1.28014285714,1.84333333333,2.84893333333,0.464999999999,3.09993333333,-0.409600000001,6.55746666667,5.1926,4.8434
332.81,1.78413333333,2.25196666667,5.56626666667,1.98505797102,1.50337142857,1.94553333333,3.21726666667,0.841733333333,3.49813333333,-0.0330666666678,6.80686666667,5.49713333333,5.15953333333
333.18,2.02146666666,2.51033333333,5.80573333333,2.23295072464,1.70636190476,2.1736,3.38766666667,1.1054,3.7678,0.315466666665,6.9922,5.73273333333,5.42033333333
333.54,2.09526666667,2.51493333333,5.84666666667,2.29008985507,1.78860952381,2.15886666667,3.46633333333,1.2532,3.79043333333,0.436200000001,7.06,5.7878,5.53453333333
333.91,2.3074,2.69096666667,6.06953333333,2.56894057971,1.9632,2.33553333333,3.72,1.51686666667,3.95703333333,0.706399999999,7.21693333333,5.99006666667,5.775
334.28,2.21106666667,2.6197,6.03213333333,2.45286666667,1.86957142857,2.2724,3.7858,1.49806666667,4.1262,0.703799999999,7.13766666667,5.91253333333,5.70553333333
334.64,2.18233333333,2.58673333333,6.05026666667,2.51083623188,1.82785714286,2.31873333333,3.79533333334,1.48726666667,4.14596666667,0.781600000001,7.13906666667,5.9746,5.68673333333
335.01,2.10933333333,2.51683333333,5.89213333333,2.44237246377,1.6503047619,2.18593333333,3.78273333333,1.44866666667,4.04193333333,0.737066666666,7.09813333333,5.98653333333,5.6584
335.38,2.30066666667,2.6773,5.94253333333,2.62973768116,1.81288571428,2.336,3.90486666667,1.62646666667,4.14433333333,0.837266666667,7.1618,6.15093333333,5.6984
335.74,2.1786,2.6274,5.7908,2.47963043478,1.68894285714,2.30233333333,3.7618,1.57593333333,4.0915,0.762466666666,7.06893333334,6.0784,5.68766666667
336.11,2.11346666667,2.53766666667,5.74293333333,2.41054057971,1.66588571428,2.26886666667,3.6858,1.4616,4.0986,0.758066666665,7.104,5.98306666667,5.65673333333
336.47,2.06573333333,2.50546666667,5.6602,2.33002028986,1.64165714286,2.2484,3.58173333333,1.33333333333,4.0772,0.757933333332,7.02213333333,5.963,5.5904
336.84,2.03506666667,2.56406666667,5.59753333333,2.33347536232,1.64089523809,2.3788,3.58933333334,1.33073333333,4.05173333333,0.790533333333,7.03426666667,5.99073333333,5.5906
337.21,2.1752,2.69566666667,5.72193333333,2.43770144927,1.80523809524,2.56573333333,3.751,1.4012,4.19423333333,0.950333333332,7.2098,6.062,5.6896
337.57,2.26913333333,2.8239,5.8248,2.53180289855,1.88053333333,2.7012,3.81066666667,1.423,4.33416666667,1.115,7.27873333333,6.1188,5.815
337.94,2.0344,2.54896666667,5.51846666667,2.25103043478,1.66645714286,2.45893333333,3.45733333333,1.1344,4.07376666667,0.812733333334,6.90246666667,5.87193333334,5.51833333333
338.31,1.936,2.42136666667,5.388,2.18844782609,1.56421904762,2.40186666667,3.20653333333,0.973533333335,3.91166666667,0.716933333333,6.77193333333,5.7638,5.50453333333
338.67,1.9412,2.41306666667,5.33886666667,2.14257536232,1.58741904762,2.3426,3.15386666667,0.949866666666,3.83666666667,0.6536,6.78586666667,5.69473333333,5.4178
339.04,1.86733333333,2.39823333333,5.2006,1.99826376812,1.51144761905,2.19126666667,2.97066666667,0.831533333334,3.71183333333,0.506133333335,6.7068,5.591,5.25446666667
339.40,1.73466666667,2.33533333333,5.08593333333,1.8335057971,1.41907619048,2.03173333333,2.8096,0.698266666668,3.5182,0.389066666665,6.59526666667,5.51346666667,5.21246666667
339.77,1.80193333333,2.36866666667,5.1614,1.86668550725,1.44347619048,2.018,2.86166666667,0.713733333333,3.54803333333,0.397866666667,6.6462,5.63453333333,5.14766666667
340.14,1.90473333333,2.46353333333,5.24013333333,1.88152898551,1.52812380952,2.0782,2.9614,0.818066666667,3.544,0.482333333333,6.63146666667,5.62626666667,5.08986666667
340.50,2.03226666667,2.48516666667,5.24046666667,1.91203913043,1.57960952381,2.20473333333,2.99286666667,0.951200000001,3.5225,0.5552,6.61993333333,5.587,5.13613333333
340.87,1.83306666667,2.24796666667,5.1232,1.67015072464,1.39137142857,1.95046666667,2.743,0.684400000001,3.23063333333,0.304133333333,6.42653333333,5.30846666667,4.88166666667
341.23,1.78626666667,2.1766,5.084,1.60504492753,1.36082857143,1.91966666667,2.66486666667,0.630266666668,3.1265,0.232533333333,6.39446666667,5.26233333334,4.7786
341.60,1.61633333333,2.02616666667,4.9706,1.43103478261,1.24609523809,1.70793333333,2.454,0.468333333334,2.92366666667,0.000133333334,6.2088,5.10246666667,4.58166666667
341.96,1.77546666667,2.2446,5.16713333333,1.54374637681,1.38653333333,1.85586666667,2.697,0.584533333334,3.06496666667,0.142533333334,6.51253333333,5.28893333333,4.78113333333
342.33,1.89113333333,2.363,5.25433333333,1.68228695652,1.53484761905,1.9266,2.93513333333,0.739133333335,3.1448,0.274466666668,6.68313333333,5.44726666667,4.8366
342.70,1.73653333333,2.27763333333,5.13906666667,1.5385884058,1.3956,1.7876,2.8614,0.635066666666,3.02773333333,0.148733333333,6.54046666667,5.3378,4.75386666667
343.06,1.63026666667,2.22896666667,5.1266,1.49664927536,1.2512952381,1.74526666667,2.83646666667,0.553733333333,2.92496666667,0.0753333333334,6.45166666667,5.20693333333,4.72886666667
343.43,1.6434,2.24206666667,5.2372,1.58065072464,1.24185714286,1.8018,2.9084,0.644,3.0077,0.176600000001,6.523,5.2278,4.69193333333
343.79,1.6404,2.25036666667,5.3608,1.6767,1.34438095238,1.89246666667,3.0204,0.757466666667,3.06263333333,0.315466666667,6.63326666667,5.28446666667,4.78133333333
344.16,1.54713333333,2.15963333333,5.33653333333,1.67777826087,1.24480952381,1.81393333333,2.974,0.687933333334,3.07783333333,0.231199999999,6.65833333333,5.2918,4.7808
344.52,1.52626666667,2.24533333333,5.44226666666,1.80098985507,1.34575238095,1.80933333333,3.12593333333,0.682666666668,3.24456666667,0.337666666666,6.79373333333,5.42006666667,4.86186666667
344.89,1.47366666667,2.24136666667,5.43066666667,1.84111739131,1.34537142857,1.76753333333,3.14573333333,0.716133333333,3.23403333333,0.374133333331,6.74353333333,5.4284,4.87406666667
345.25,1.4414,2.26716666667,5.4652,1.87978260869,1.31068571429,1.75953333333,3.20093333333,0.747866666667,3.23546666667,0.3364,6.7054,5.4856,4.93553333333
345.62,1.54766666667,2.35936666667,5.5554,2.07770724638,1.36070476191,1.9218,3.37466666666,0.864733333333,3.33956666667,0.486133333334,6.8068,5.60973333333,5.07606666667
345.99,1.44033333333,2.27436666667,5.437,2.07880724638,1.30311428572,1.85966666667,3.2844,0.836266666667,3.308,0.417066666667,6.70713333333,5.57913333333,5.0526
346.35,1.50506666667,2.32226666667,5.43946666667,2.11176086956,1.28305714286,1.84353333333,3.23693333333,0.815066666667,3.3305,0.398466666667,6.71186666667,5.57266666667,4.98013333333
346.72,1.67693333333,2.4701,5.59446666667,2.24202753623,1.40759047619,2.0212,3.313,0.922733333334,3.52253333333,0.520933333332,6.8468,5.67593333333,5.103
347.08,1.72446666667,2.52393333333,5.60246666667,2.28493333333,1.52781904762,2.15693333333,3.3934,0.999733333335,3.6312,0.583066666665,6.94193333333,5.7926,5.0814
347.45,1.78813333333,2.64466666667,5.62666666667,2.37845362319,1.63505714286,2.28266666667,3.48333333333,0.985666666666,3.7317,0.581733333333,6.9282,5.80546666667,5.17633333333
347.81,1.63413333333,2.52883333333,5.44846666667,2.24097391304,1.52007619048,2.10813333333,3.25333333333,0.724466666666,3.59776666667,0.391999999999,6.72946666667,5.65653333333,5.09313333333
348.18,1.557,2.50456666667,5.37486666667,2.16333333333,1.50994285714,2.0768,3.17326666667,0.588266666667,3.48236666667,0.367933333333,6.63346666667,5.61106666667,5.04806666667
348.54,1.49466666667,2.46136666667,5.28133333333,2.09615652174,1.41372380953,2.0984,3.1192,0.538866666667,3.35746666667,0.235799999999,6.54926666667,5.56386666667,4.89966666667
348.91,1.7008,2.6245,5.4344,2.22395217391,1.58020952381,2.26386666667,3.26853333333,0.640599999999,3.5455,0.3948,6.728,5.74746666667,5.0718
349.27,1.63373333333,2.55726666667,5.32693333333,2.12955797102,1.54017142857,2.11153333333,3.13013333333,0.567533333333,3.4629,0.368933333333,6.62246666667,5.60966666667,4.9512
349.64,1.61646666667,2.5493,5.25553333333,2.04444347826,1.51243809524,2.06633333333,3.058,0.549400000001,3.48043333333,0.327133333335,6.62493333333,5.60053333333,4.85846666667
350.00,1.75253333333,2.69456666667,5.40793333333,2.09570144928,1.64573333334,2.14793333333,3.1614,0.669666666665,3.55063333333,0.440199999999,6.76073333333,5.66006666667,4.92413333334
350.37,1.71766666667,2.7072,5.39326666667,2.07214057971,1.67194285714,2.14553333333,3.13106666667,0.665533333333,3.4628,0.420066666665,6.7922,5.60453333333,4.92873333333
350.73,1.74586666667,2.84183333333,5.51313333333,2.1982942029,1.79906666667,2.19673333333,3.25433333333,0.790733333334,3.51486666667,0.494133333333,6.88493333333,5.74806666667,4.988
351.10,1.96973333333,3.00436666667,5.6754,2.34420289855,1.9802,2.3478,3.36773333333,0.957533333334,3.65466666667,0.685400000001,7.0274,5.894,5.16826666667
351.46,2.0264,3.02393333333,5.72313333333,2.36356521739,1.98056190476,2.37626666667,3.41013333333,1.00253333333,3.73273333333,0.752933333333,7.19606666666,5.9988,5.21226666667
351.83,2.2046,3.2008,5.87093333333,2.54601884058,2.11480952381,2.4684,3.62953333333,1.24126666667,3.83383333333,0.9092,7.41053333333,6.1812,5.34113333333
352.19,2.1818,3.18496666667,5.87226666667,2.50701739131,2.0344952381,2.41166666667,3.624,1.30146666667,3.82943333333,0.893,7.38673333334,6.17546666667,5.3556
352.55,2.338,3.27536666667,6.02593333333,2.56905072464,2.07531428571,2.3766,3.70726666667,1.40266666667,3.90336666667,0.977266666668,7.497,6.26173333333,5.54386666667
352.92,2.36633333333,3.33073333333,6.08206666667,2.60113623188,2.07444761905,2.3898,3.74766666667,1.47493333333,3.92053333333,0.968133333334,7.5164,6.25666666667,5.5346
353.28,2.48633333333,3.43616666667,6.1754,2.7400942029,2.10050476191,2.52213333333,3.8476,1.5418,3.95166666667,1.02846666667,7.6302,6.3664,5.64226666667
353.65,2.4986,3.51306666667,6.2956,2.78948405797,2.15743809524,2.45506666667,3.8882,1.539,3.9418,1.05913333333,7.6356,6.41273333333,5.58773333333
354.01,2.44353333333,3.4871,6.31626666667,2.7454884058,2.08963809524,2.39333333333,3.8738,1.47633333333,3.8615,1.04306666667,7.6174,6.41366666667,5.5418
354.38,2.45006666667,3.4925,6.38413333333,2.77661014493,2.09188571428,2.39953333333,3.9158,1.486,3.90376666667,1.1066,7.6176,6.51533333333,5.5956
354.74,2.44573333333,3.37196666667,6.29386666667,2.69983768116,1.99335238095,2.26526666667,3.7668,1.38953333333,3.82673333333,1.02446666667,7.5464,6.44153333333,5.532
355.11,2.3654,3.32703333333,6.27093333333,2.66653623188,1.8787047619,2.10346666667,3.70266666667,1.28166666667,3.7729,0.897733333334,7.45026666667,6.39286666667,5.46113333333
355.47,2.415,3.37726666667,6.3702,2.70574347826,1.95069523809,2.10433333333,3.73693333333,1.3648,3.74023333333,0.938800000001,7.4548,6.47713333333,5.50586666667
355.83,2.54686666667,3.49606666667,6.43173333333,2.79529710145,2.0717047619,2.30513333333,3.85873333333,1.47453333333,3.8974,1.0398,7.49626666667,6.556,5.57206666667
356.20,2.73693333333,3.6485,6.60546666667,2.92001884058,2.22199047619,2.46006666667,4.0216,1.608,4.06093333333,1.17806666667,7.6334,6.68033333333,5.6908
356.56,2.73146666667,3.64353333333,6.56313333333,2.91147101449,2.22893333333,2.49746666667,4.02886666667,1.59493333333,4.089,1.18033333333,7.63433333333,6.68006666667,5.6302
356.93,2.74146666667,3.63746666667,6.57693333333,2.93734057971,2.23813333333,2.5354,4.0476,1.63066666667,4.12363333333,1.2066,7.68753333333,6.76093333333,5.68266666667
357.29,2.661,3.56433333333,6.52886666667,2.84495507246,2.19409523809,2.464,3.9988,1.581,4.14783333333,1.16966666667,7.6446,6.73293333334,5.63906666667
357.66,2.6244,3.52736666667,6.46573333334,2.78324492754,2.16099047619,2.5384,3.9438,1.5438,4.0803,1.10733333333,7.61966666667,6.68133333333,5.67393333333
358.02,2.6136,3.48613333333,6.38306666667,2.81844347826,2.12874285714,2.55506666667,3.8876,1.52646666667,4.0757,1.0346,7.544,6.64113333333,5.58286666667
358.38,2.7234,3.56726666667,6.4238,2.89256666667,2.21286666667,2.63293333333,3.96413333333,1.6284,4.17296666667,1.1076,7.56833333334,6.70013333333,5.6688
358.75,2.78566666667,3.6331,6.49066666667,2.99129275362,2.28373333333,2.7594,4.0758,1.7234,4.27673333333,1.21433333333,7.68353333333,6.77586666667,5.76706666667
359.11,2.89993333333,3.69143333333,6.59753333333,3.10712463768,2.38915238095,2.86073333333,4.1548,1.86846666667,4.36963333333,1.34086666667,7.77833333333,6.86513333333,5.8666
359.48,2.9594,3.72106666667,6.63393333333,3.16688550725,2.45007619047,2.9154,4.18953333333,1.92726666667,4.43126666667,1.42373333333,7.84446666667,6.92986666667,5.89073333333
359.84,2.91306666667,3.65826666667,6.62326666667,3.09688115942,2.36967619048,2.80633333333,4.0968,1.87213333334,4.37656666667,1.36206666667,7.81146666667,6.9114,5.86213333333
360.20,3.02113333333,3.7478,6.73033333333,3.24409130435,2.49947619048,2.91366666667,4.15866666667,1.96373333333,4.46703333333,1.47213333333,7.93373333333,7.06,5.9262
360.57,3.07953333333,3.828,6.8312,3.31587246377,2.56902857143,2.96673333333,4.17373333333,2.00033333333,4.49573333333,1.54293333333,7.9868,7.16866666666,5.9706
360.93,3.18026666667,3.97096666667,6.95113333333,3.43036521739,2.68600952381,3.0882,4.268,2.08326666667,4.5643,1.66213333333,8.0752,7.29106666667,6.05233333333
361.29,3.3158,4.12853333333,7.0992,3.57996811594,2.84853333333,3.1994,4.39786666667,2.25233333333,4.67736666667,1.80146666667,8.18706666667,7.46633333333,6.1418
361.66,3.2936,4.1039,7.09726666667,3.60042318841,2.81937142857,3.15346666667,4.39586666667,2.26133333333,4.68243333333,1.7962,8.20493333333,7.49873333333,6.11893333333
362.02,3.3116,4.14113333333,7.1444,3.60354492754,2.83760952381,3.13453333333,4.40893333333,2.25293333333,4.71586666667,1.844,8.22406666667,7.56786666667,6.1498
362.39,3.26693333333,4.15306666667,7.18573333333,3.58886956522,2.82227619048,3.12453333333,4.41173333334,2.24953333333,4.7365,1.8492,8.24946666667,7.60553333333,6.1256
362.75,3.25666666667,4.18746666667,7.21766666667,3.5586768116,2.8198952381,3.09953333333,4.45726666667,2.21466666666,4.719,1.83486666667,8.23926666667,7.67566666667,6.0958
363.11,3.20346666667,4.20726666667,7.20673333333,3.54882463768,2.8012,3.1014,4.50073333333,2.17173333333,4.71503333333,1.8558,8.27333333333,7.71153333333,6.06513333333
363.48,3.192,4.27163333333,7.2034,3.57332318841,2.81043809524,3.09533333333,4.52533333333,2.1548,4.72636666667,1.89286666667,8.25533333333,7.73993333333,6.09313333333
363.84,3.2728,4.39756666667,7.30033333333,3.66712753623,2.92214285714,3.22,4.63793333333,2.23853333333,4.78543333333,2.01093333333,8.36726666666,7.86953333333,6.1302
364.20,3.24313333333,4.4434,7.31786666667,3.65053188406,2.89037142857,3.23473333333,4.68033333333,2.2482,4.7749,1.97386666667,8.4062,7.92913333333,6.11626666667
364.57,3.18606666666,4.4115,7.28593333333,3.60197536232,2.88391428571,3.20806666667,4.67686666667,2.2306,4.7482,1.93866666667,8.42613333333,7.90513333333,6.08746666667
364.93,3.027,4.20753333333,7.15106666667,3.40367391304,2.70018095238,3.04546666667,4.5322,2.0688,4.58813333333,1.79206666667,8.28480000001,7.77526666667,5.9254
365.29,2.9904,4.17233333333,7.13393333333,3.36782753623,2.6266,3.0346,4.50006666667,2.045,4.53986666667,1.75486666667,8.31533333334,7.76240000001,5.91726666666
365.66,2.9878,4.2152,7.18853333333,3.39036956522,2.63859047619,3.04386666667,4.53113333333,2.0574,4.57136666667,1.75706666667,8.34139999999,7.78146666667,5.87986666667
366.02,2.9738,4.19426666667,7.20006666667,3.39930144927,2.63141904762,3.00313333333,4.49633333333,2.08366666666,4.55603333333,1.7302,8.36079999999,7.77033333333,5.89186666667
366.38,2.97826666667,4.16573333333,7.20246666667,3.42583333333,2.61941904762,3.00473333333,4.48826666667,2.07626666667,4.54463333333,1.71726666667,8.39526666667,7.75666666667,5.86686666667
366.75,2.97513333333,4.17226666667,7.21993333333,3.43744927536,2.60609523809,3.0078,4.47746666667,2.13053333333,4.54623333333,1.73093333333,8.43380000001,7.70699999999,5.8414
367.11,3.03726666667,4.2375,7.309,3.50085362319,2.65653333333,3.0464,4.4792,2.22546666667,4.5937,1.77486666667,8.51646666667,7.77313333333,5.8694
367.47,2.96913333333,4.11123333333,7.25413333333,3.38962898551,2.54741904762,2.93393333333,4.37806666667,2.1506,4.4773,1.6216,8.50986666667,7.6778,5.7502
367.84,2.9428,4.08433333333,7.24286666667,3.40312898551,2.52435238095,2.92026666667,4.35626666667,2.12973333333,4.50326666667,1.55646666667,8.52746666667,7.68653333333,5.78006666667
368.20,2.8792,4.0089,7.2108,3.37737101449,2.47583809524,2.819,4.26013333333,2.05126666666,4.3695,1.48413333333,8.47426666666,7.59766666667,5.7862
368.56,2.91173333333,4.01023333333,7.2476,3.43017391304,2.43433333333,2.80846666667,4.2508,2.08646666667,4.33896666667,1.4642,8.45860000001,7.62293333333,5.819
368.93,3.0196,4.19516666667,7.34913333333,3.59881449275,2.54668571429,2.90166666667,4.33853333333,2.18766666667,4.44483333333,1.55633333333,8.60373333334,7.71393333334,5.9106
369.29,2.9978,4.1894,7.33566666667,3.59337391304,2.53068571429,2.8392,4.31233333333,2.1652,4.38563333333,1.52006666667,8.54640000001,7.68313333334,5.8722
369.65,3.1296,4.27666666667,7.4694,3.70335652174,2.60760952381,2.92126666667,4.41033333333,2.29566666667,4.48743333333,1.6226,8.65526666666,7.7844,6.02853333334
370.01,3.12626666667,4.3208,7.50226666666,3.70817246377,2.57957142857,2.96446666667,4.45626666666,2.3142,4.46476666667,1.59833333333,8.68146666667,7.77753333333,6.01206666666
370.38,3.16186666666,4.3699,7.5466,3.69565217391,2.59746666667,2.97733333333,4.48433333333,2.36893333333,4.45066666667,1.58926666667,8.70000000001,7.82433333333,6.04913333333
370.74,3.24113333333,4.3883,7.6132,3.69661884058,2.64786666667,3.01413333333,4.51546666667,2.3844,4.44566666667,1.6022,8.71626666667,7.9014,6.07673333333
371.10,3.2002,4.34393333333,7.59286666667,3.66512898551,2.63724761905,2.97233333333,4.5274,2.34493333333,4.3756,1.5384,8.70920000001,7.89646666666,6.09293333333
371.46,3.1666,4.3647,7.60033333333,3.6564,2.636,2.9674,4.53266666667,2.3574,4.4153,1.542,8.65966666667,7.93186666667,6.06546666667
371.83,3.16746666667,4.37523333333,7.61026666667,3.62871884058,2.6106952381,2.9002,4.49946666667,2.37873333333,4.3862,1.559,8.66433333334,7.93479999999,6.0286
372.19,3.16373333333,4.3942,7.5942,3.61670144928,2.60962857143,2.91833333333,4.5016,2.42926666667,4.43493333333,1.6134,8.6728,7.95753333333,6.0032
372.55,3.1594,4.4516,7.63513333333,3.63275652174,2.62987619048,2.88446666667,4.5334,2.4692,4.50063333333,1.6494,8.74873333333,7.98586666667,5.9674
372.92,3.16173333333,4.42583333333,7.65466666666,3.59187826087,2.61315238095,2.88966666667,4.54473333333,2.52133333333,4.4726,1.641,8.78939999999,8.0384,5.91853333333
373.28,3.25626666667,4.54786666667,7.78853333334,3.68452028986,2.70755238095,2.9854,4.63,2.60506666667,4.53656666667,1.754,8.93026666666,8.12766666667,6.00706666667
373.64,3.18233333333,4.4896,7.7296,3.57720144927,2.66352380953,2.90133333333,4.54306666667,2.5128,4.4128,1.6836,8.91239999999,8.1334,5.9246
374.00,3.2914,4.5712,7.82273333333,3.66226086957,2.7967047619,2.96773333333,4.64353333333,2.6302,4.517,1.82,9.05979999999,8.28346666666,6.002
374.37,3.25993333333,4.57816666667,7.83346666667,3.68454057971,2.7762952381,2.9108,4.60486666667,2.5938,4.42156666667,1.801,9.01433333333,8.32346666666,5.96913333333
374.73,3.19713333333,4.57696666667,7.85226666667,3.73386231884,2.76284761905,2.893,4.5662,2.54793333333,4.4126,1.80393333333,9.04059999999,8.34933333334,5.96793333333
375.09,3.2466,4.6656,7.93480000001,3.74794927536,2.81933333333,2.9612,4.60373333333,2.58573333333,4.47783333333,1.9102,9.07600000001,8.41386666667,5.9878
375.45,3.35446666667,4.77186666667,8.05526666667,3.84817246377,2.92152380953,3.03933333333,4.69966666667,2.69186666667,4.5378,2.04393333333,9.21460000001,8.52020000001,6.0936
375.81,3.26093333333,4.70863333333,8.06173333333,3.79217391304,2.87818095238,3.0144,4.67526666667,2.64233333333,4.46323333333,2.01413333333,9.19646666666,8.48073333333,6.04806666667
376.18,3.25573333333,4.7197,8.09413333334,3.78824782609,2.86693333333,3.00526666667,4.70033333333,2.637,4.45173333333,1.99486666667,9.23326666667,8.53353333334,6.0006
376.54,3.29793333333,4.75916666667,8.13760000001,3.84402753623,2.94048571429,3.10693333333,4.7352,2.6788,4.45946666667,2.05786666667,9.2544,8.61233333333,6.0556
376.90,3.2116,4.66703333333,8.07013333333,3.78609275362,2.87903809524,3.04906666667,4.63386666667,2.57126666667,4.39196666667,1.96446666667,9.15699999999,8.56606666667,5.99113333333
377.26,3.08826666666,4.52366666667,7.9758,3.66466521739,2.75611428571,2.9788,4.55126666667,2.4432,4.32193333333,1.82073333333,9.08926666667,8.51706666667,5.87553333333
377.63,3.15073333333,4.56676666667,8.04946666667,3.72742028986,2.81339047619,3.07053333333,4.644,2.50266666667,4.43563333333,1.88233333333,9.18826666667,8.5694,5.96266666667
377.99,3.1146,4.51623333333,8.047,3.69729855072,2.79191428571,3.0488,4.6026,2.44026666667,4.39603333333,1.83233333333,9.17039999999,8.55186666667,5.94926666667
378.35,3.06726666667,4.43423333333,7.99353333333,3.63666811594,2.75966666667,3.0298,4.5712,2.38586666666,4.41233333333,1.78933333333,9.16446666666,8.47826666667,5.887
378.71,3.0094,4.36436666667,7.93306666666,3.54100869565,2.6826,2.9742,4.52093333333,2.3822,4.33363333333,1.7164,9.11653333333,8.4374,5.81173333333
379.07,2.9978,4.30573333333,7.93613333333,3.51864202899,2.6514,2.9488,4.50046666667,2.41046666667,4.3126,1.6794,9.12093333334,8.43586666666,5.77566666667
379.44,2.99846666667,4.3378,7.97446666667,3.54977391304,2.67972380952,2.99266666667,4.52586666667,2.4272,4.34056666667,1.68273333333,9.18379999999,8.49219999999,5.79213333334
379.80,3.08373333333,4.3982,8.03933333333,3.63879275362,2.7346,3.062,4.58553333333,2.4802,4.43103333333,1.72813333333,9.25800000001,8.57186666666,5.85853333333
380.16,3.18733333333,4.48053333333,8.1638,3.74376231884,2.85177142857,3.1728,4.70726666667,2.59213333333,4.543,1.8414,9.38726666667,8.71880000001,5.9684
380.52,3.25246666667,4.51576666667,8.2518,3.76898985507,2.89456190476,3.19906666667,4.78666666667,2.642,4.5988,1.90393333333,9.48980000001,8.82513333333,6.0092
380.88,3.43466666667,4.70933333333,8.44526666667,3.9147826087,3.07603809524,3.31553333333,4.976,2.8258,4.76686666667,2.07026666667,9.69720000001,9.02840000001,6.14346666667
381.24,3.48273333333,4.76523333333,8.46879999999,3.95249565217,3.1294952381,3.32,4.986,2.86906666667,4.78386666667,2.10566666666,9.74046666669,9.06613333333,6.16653333333
381.61,3.476,4.75923333333,8.5088,3.95015942029,3.14618095238,3.308,4.9466,2.88453333333,4.74393333333,2.0866,9.72573333333,9.06506666666,6.10653333333
381.97,3.438,4.73783333333,8.51693333333,3.93664347826,3.10616190476,3.2576,4.94166666667,2.8706,4.71543333333,2.06033333333,9.73193333333,9.06640000001,6.07566666667
382.33,3.51326666667,4.81036666667,8.6322,4.0075115942,3.19206666667,3.3506,5.0066,2.97026666667,4.8021,2.13733333333,9.85913333334,9.1836,6.15113333333
382.69,3.60473333333,4.88093333333,8.73426666666,4.07712608696,3.29134285714,3.39553333333,5.06826666667,3.06606666666,4.90123333333,2.21833333333,9.97046666669,9.27833333333,6.22246666667
383.05,3.65286666667,4.9676,8.81839999999,4.16666956522,3.36463809524,3.44033333333,5.14546666667,3.1322,4.9346,2.24746666667,10.0725333333,9.37106666668,6.28646666667
