wavelength,Back_DolFrif,Belly_DolFrif,Breast_DolFrif,Crissum_DolFrif,Crown_DolFrif,DorTail_DolFrif,Patch10_DolFrif,Rump_DolFrif,Throat_DolFrif,WingTip_DolFrif
356.93,5.25866666667,18.7731666666,7.55233333333,12.8762222222,5.44588888889,6.22233333333,5.547,4.72014814815,7.56961111111,6.54216666666
357.29,5.26666666667,18.9181666667,7.71033333333,12.915,5.38344444445,6.32188888889,5.48866666667,4.71822222222,7.56533333333,6.42541666667
357.66,5.08788888889,18.7868333333,7.49422222222,12.7464444444,5.09733333333,6.13688888889,5.15688888889,4.45051851852,7.35011111111,6.07380555556
358.02,5.12233333333,18.8875,7.536,12.7744444444,5.102,6.22133333333,5.18144444444,4.47685185185,7.31455555556,6.11758333334
358.38,5.23377777778,19.098,7.52555555556,12.9428888889,5.22111111111,6.30066666666,5.22822222222,4.54692592593,7.46833333333,6.26338888889
358.75,5.32744444445,19.1393333333,7.615,12.9603333333,5.16422222222,6.27688888889,5.15533333333,4.56977777778,7.54605555555,6.27219444444
359.11,5.35644444445,19.1075,7.68633333333,12.9782222222,4.99822222222,6.25188888889,5.05222222222,4.5602962963,7.547,6.12677777778
359.48,5.49266666667,19.3765,7.82766666667,13.096,4.99122222222,6.19455555555,5.13055555556,4.58381481482,7.76155555556,6.21744444444
359.84,5.53244444444,19.4958333333,7.78433333333,13.2208888889,4.92133333333,6.17144444444,5.12022222222,4.62325925926,7.82661111111,6.19977777778
360.20,5.51855555555,19.6766666667,7.74366666667,13.2093333333,4.86633333333,6.16577777778,5.10411111111,4.59596296296,7.92216666667,6.21694444444
360.57,5.37088888889,19.596,7.59344444444,12.9968888889,4.67422222222,5.98333333333,4.88444444445,4.42107407408,7.729,6.00716666667
360.93,5.212,19.4605,7.47277777778,12.8445555555,4.49288888889,5.92355555556,4.72244444445,4.21707407407,7.57172222222,5.78108333333
361.29,5.17888888889,19.5118333333,7.38022222222,12.8458888889,4.51966666667,5.93211111111,4.74666666667,4.13696296296,7.5665,5.80727777778
361.66,5.40844444444,19.7231666667,7.608,13.0948888889,4.78366666667,6.10044444444,5.00222222222,4.38674074074,7.7915,6.01752777778
362.02,5.44,19.7726666667,7.59933333333,13.1455555556,4.81777777778,6.04777777778,5.006,4.37292592592,7.95344444444,5.97897222222
362.39,5.40488888889,19.7225,7.63055555555,13.1411111111,4.73677777778,6.01455555556,4.98088888889,4.34088888889,7.96177777778,5.89155555556
362.75,5.49266666667,19.8998333334,7.67222222222,13.2608888889,4.88622222222,6.05066666667,5.13177777778,4.44222222222,8.08788888889,5.98491666667
363.11,5.43877777778,20.0146666667,7.63488888889,13.2313333333,4.87977777778,6.06233333333,5.07333333333,4.39266666666,8.12138888889,6.01694444444
363.48,5.43255555556,19.9648333334,7.66588888889,13.22,4.93022222222,6.16211111111,5.11122222222,4.44733333333,8.13133333333,6.02375
363.84,5.58622222222,20.064,7.841,13.3175555556,5.14655555555,6.36855555556,5.28433333333,4.58907407408,8.29883333333,6.19166666667
364.20,5.72955555556,20.2335,7.982,13.4922222222,5.28877777778,6.50333333333,5.40977777778,4.75662962963,8.38894444444,6.3415
364.57,5.77033333333,20.3443333334,8.01055555555,13.5705555555,5.38644444444,6.52722222222,5.557,4.85918518519,8.37111111111,6.42122222222
364.93,5.76911111111,20.4676666667,7.99244444444,13.5971111111,5.42877777778,6.51155555556,5.55722222222,4.91766666667,8.39827777778,6.47833333333
365.29,5.639,20.3246666666,7.92811111111,13.4804444444,5.34155555555,6.35022222222,5.40455555556,4.82859259259,8.34438888889,6.33691666666
365.66,5.61344444445,20.3878333334,7.874,13.5047777778,5.31677777778,6.36466666667,5.37388888889,4.75062962963,8.3535,6.31741666667
366.02,5.63033333333,20.4268333334,7.90611111111,13.5827777778,5.32188888889,6.45422222222,5.42055555556,4.81722222222,8.30955555556,6.37408333333
366.38,5.55955555555,20.5696666667,7.82811111111,13.5263333333,5.25811111111,6.43066666667,5.31877777778,4.75566666667,8.19022222222,6.30908333333
366.75,5.60966666667,20.5745,7.892,13.5594444444,5.26922222222,6.451,5.35388888889,4.73940740741,8.23744444444,6.28836111111
367.11,5.72955555556,20.7631666667,7.97966666667,13.7106666667,5.38333333333,6.56588888889,5.48588888889,4.8092962963,8.309,6.37172222222
367.47,5.74211111111,20.8331666667,7.90244444444,13.7522222222,5.38366666667,6.49433333333,5.459,4.73955555556,8.23905555556,6.39188888889
367.84,5.58533333333,20.7248333333,7.77377777778,13.6492222222,5.24366666667,6.30566666667,5.38066666666,4.61837037037,8.104,6.25777777778
368.20,5.41,20.723,7.67866666667,13.5321111111,5.07822222222,6.19,5.18822222222,4.42277777778,8.01938888889,6.08719444445
368.56,5.45522222222,20.7725,7.73344444444,13.6255555556,4.99788888889,6.24588888889,5.119,4.42744444445,8.12322222222,6.14369444444
368.93,5.469,20.9418333334,7.78888888889,13.7963333333,4.98244444444,6.28066666667,5.15711111111,4.43018518519,8.07272222222,6.17163888889
369.29,5.50655555556,21.1245,7.82433333333,13.9304444444,4.95033333333,6.27155555556,5.20922222222,4.47892592593,8.05083333333,6.22583333333
369.65,5.52055555556,21.1546666667,7.88777777778,14.0007777778,4.95177777778,6.27122222222,5.21544444444,4.53433333333,8.02655555556,6.28605555555
370.01,5.34511111111,21.077,7.72944444444,13.8751111111,4.76055555556,6.06777777778,4.99088888889,4.35285185185,7.91688888889,6.16619444444
370.38,5.415,21.1626666666,7.83266666666,13.9985555555,4.83844444445,6.09055555556,5.07566666667,4.41277777778,8.06755555555,6.25725
370.74,5.31633333333,21.2356666667,7.77088888889,14.0241111111,4.83311111111,6.09811111111,4.98644444445,4.37951851852,7.98305555556,6.3485
371.10,5.05111111111,21.0941666666,7.52977777778,13.8494444444,4.60877777778,5.822,4.77155555555,4.21192592593,7.78,6.15805555555
371.46,5.07577777778,21.2401666666,7.57877777778,13.9637777778,4.68033333333,5.90766666667,4.85377777778,4.31488888889,7.92083333333,6.18094444444
371.83,5.032,21.2738333333,7.51844444444,13.9974444445,4.63666666666,5.87911111111,4.732,4.19674074074,7.85794444444,6.18
372.19,4.88144444444,21.081,7.38322222222,13.8374444444,4.49733333333,5.68877777778,4.60433333333,4.1052962963,7.71238888889,5.98461111111
372.55,4.85688888889,21.0885,7.35955555556,13.8822222222,4.49388888889,5.67555555556,4.55233333333,4.01859259259,7.68177777778,5.92691666667
372.92,4.97977777778,21.1621666667,7.46877777778,13.9363333333,4.57322222222,5.75933333333,4.63911111111,4.03588888889,7.86461111111,5.98736111111
373.28,5.12477777778,21.2075,7.55422222222,14.052,4.726,5.84355555555,4.73511111111,4.14507407407,7.93638888889,6.08872222222
373.64,5.07988888889,21.2031666666,7.49944444445,14.0626666667,4.683,5.74433333333,4.69066666667,4.14807407408,7.9575,6.04661111111
374.00,5.20166666666,21.3303333333,7.62655555555,14.1935555556,4.83066666667,5.806,4.90755555556,4.30618518519,8.15144444444,6.17861111111
374.37,5.15855555556,21.2368333333,7.57322222222,14.1432222222,4.82777777778,5.74677777778,4.94977777778,4.30955555555,8.11555555556,6.21352777778
374.73,5.09933333333,21.1446666667,7.48566666667,14.098,4.76522222222,5.60888888889,4.903,4.22714814815,8.04888888889,6.03777777778
375.09,5.39311111111,21.3331666667,7.711,14.2858888889,5.025,5.84644444444,5.13766666667,4.443,8.244,6.19452777778
375.45,5.44777777778,21.2575,7.79111111111,14.3473333333,5.04377777778,5.839,5.12044444444,4.47162962963,8.25738888889,6.2625
375.81,5.58811111111,21.4703333333,7.95155555555,14.4926666667,5.18722222222,5.97922222222,5.27888888889,4.61907407407,8.38288888889,6.36958333333
376.18,5.83433333333,21.6375,8.16955555555,14.6983333333,5.37288888889,6.22144444444,5.54077777778,4.83688888889,8.53977777778,6.60630555556
376.54,5.84544444445,21.6298333333,8.24677777778,14.7514444444,5.42611111111,6.27655555556,5.62133333333,4.89648148148,8.58122222222,6.63263888889
376.90,5.828,21.6928333333,8.17744444445,14.7011111111,5.45988888889,6.21944444445,5.59655555556,4.93925925926,8.50916666667,6.65547222222
377.26,5.74455555556,21.6781666667,8.10466666667,14.6447777778,5.369,6.22577777778,5.49466666667,4.84222222222,8.49783333333,6.63325
377.63,5.77711111111,21.7901666667,8.16488888889,14.6953333333,5.46288888889,6.30877777778,5.52877777778,4.90344444444,8.58122222222,6.74194444444
377.99,5.63088888889,21.6665,8.06577777778,14.6035555555,5.35866666667,6.21944444444,5.31633333333,4.79233333333,8.32433333333,6.57422222222
378.35,5.63455555556,21.819,8.03444444445,14.7017777778,5.30744444444,6.24177777778,5.26755555555,4.76111111111,8.25666666667,6.50869444445
378.71,5.64933333333,21.9066666667,8.07311111111,14.729,5.32611111111,6.29322222222,5.29422222222,4.78218518519,8.28094444444,6.55708333333
379.07,5.43344444444,21.7365,7.89422222222,14.6285555555,5.11055555556,6.11211111111,5.13644444444,4.59392592592,8.12316666667,6.40052777778
379.44,5.36633333333,21.8041666666,7.82933333334,14.627,5.01688888889,6.01344444444,5.08444444445,4.51562962963,7.99594444444,6.29280555556
379.80,5.33988888889,21.8295,7.82833333333,14.6678888889,4.95244444444,5.96077777778,5.027,4.50144444445,8.01716666667,6.24677777778
380.16,5.104,21.7505,7.67511111111,14.6563333333,4.78844444444,5.76355555555,4.74533333333,4.20574074074,7.83427777778,6.08925
380.52,4.97211111111,21.8103333334,7.51288888889,14.5956666666,4.667,5.64377777778,4.57733333333,4.082,7.80755555556,5.92319444444
380.88,4.99644444444,21.8225,7.59833333333,14.7495555555,4.64466666667,5.68988888889,4.65566666667,4.12740740741,7.83105555556,5.91861111111
381.24,4.95222222222,21.8611666666,7.57922222222,14.7401111111,4.59122222222,5.55811111111,4.65777777778,4.09070370371,7.77655555556,5.81733333333
381.61,4.80711111111,21.7085,7.49777777778,14.6381111111,4.36788888889,5.43311111111,4.47711111111,3.86996296296,7.67405555556,5.5965
381.97,4.97911111111,21.9351666666,7.64866666667,14.8151111111,4.51811111111,5.59988888889,4.68277777778,3.99366666667,7.94216666667,5.83661111111
382.33,5.09488888889,22.0971666667,7.81222222222,14.919,4.63233333333,5.72033333333,4.79655555556,4.11096296296,8.11116666667,5.90072222222
382.69,5.26411111111,22.3991666667,7.98255555555,15.1138888889,4.74733333333,5.85855555556,4.92166666667,4.26340740741,8.24038888889,6.05975
383.05,5.51244444444,22.6138333334,8.19688888889,15.3874444445,4.97133333334,6.03511111111,5.15788888889,4.48014814815,8.44116666667,6.33294444444
383.41,5.51955555555,22.6926666666,8.21322222222,15.4134444445,4.97966666667,6.06277777778,5.15477777778,4.48488888889,8.497,6.32616666667
383.77,5.52722222222,22.6778333334,8.20755555555,15.4282222222,5.02755555556,6.04644444444,5.19055555555,4.47148148148,8.457,6.31686111111
384.14,5.58133333333,22.6616666666,8.22344444444,15.429,5.06488888889,6.02055555556,5.28344444444,4.55948148148,8.48877777778,6.36744444444
384.50,5.61733333333,22.7396666666,8.28388888889,15.4358888889,5.11566666667,6.00733333333,5.33688888889,4.59437037037,8.48966666667,6.47752777778
384.86,5.55033333334,22.6643333334,8.21033333333,15.3396666666,5.07522222222,5.89388888889,5.22377777778,4.49803703704,8.45216666667,6.41613888889
385.22,5.65111111111,22.7991666666,8.29777777778,15.4738888889,5.164,6.071,5.31266666667,4.60374074074,8.60022222222,6.52852777778
