wavelength,Back_DolFrif,Belly_DolFrif,Breast_DolFrif,Crissum_DolFrif,Crown_DolFrif,DorTail_DolFrif,Patch10_DolFrif,Rump_DolFrif,Throat_DolFrif,WingTip_DolFrif
187.15,118.954333333,251.960666667,41.830222222,37.9084444447,32.0260000001,66.6666666667,-5.88244444443,-10.4575555556,288.562277778,-32.5164166667
187.53,87.2053333332,137.373666667,55.2187777779,55.5556666668,35.3535555555,65.6566666666,21.5486666667,29.4051111111,171.212222222,10.8585555556
187.91,106.280111111,173.913166667,58.937222222,67.6329999999,14.0096666667,59.4204444443,-7.72955555557,34.6215925926,224.154833333,20.2898055554
188.29,81.4815555556,106.944666667,44.9073333333,42.1296666665,-10.6481111111,63.426,-29.1665555555,13.425962963,187.731444444,-11.6896388888
188.67,72.4746666667,109.090833333,64.8988888888,56.0605555556,26.7676666667,79.5452222222,22.7272222222,40.0672962963,131.439333333,27.1464444443
189.05,49.7777777778,88.3333333333,48.6666666668,37.7777777778,15.5555555556,50.888888889,25.7777777778,33.4814814815,101.111111111,16.7777777778
189.43,27.4073333333,55.2778333334,33.8887777778,20.9258888889,-1.11122222223,32.9627777778,14.9998888889,17.963037037,69.259,11.8982222222
189.81,24.521,42.912,33.461,24.2656666667,9.19544444443,26.6922222222,16.2197777778,23.4142222222,60.9835,17.4330555556
190.19,16.2092222222,45.098,26.928,25.3595555556,2.8758888889,19.8691111111,9.93488888888,16.4271111111,48.1047222222,11.0458611111
190.57,11.5742222222,39.0625,25.5786666667,25.463,1.73622222223,10.3011111111,9.72233333333,13.6188148148,36.6898333333,10.9375
190.95,7.36733333335,37.1375,28.6231111111,26.3285555556,-3.6231111111,1.81166666668,4.3478888889,8.49455555557,31.6425,7.9408888889
191.33,11.8436666667,44.3223333334,31.1354444444,28.327,3.05255555556,3.541,17.9485555555,8.79122222223,36.0196666667,11.3856666667
191.71,17.2042222222,55.1971666666,37.6344444444,34.7671111111,10.3943333333,13.142,22.4611111111,13.4608148148,36.7981666667,16.7561944444
192.09,22.6495555556,59.7755,40.2776666666,38.3545555556,16.9872222222,19.3378888889,32.0512222222,19.3732222222,39.1026666667,20.2988611111
192.47,28.993,63.5416666667,42.361,42.1005555555,24.5658888889,23.4375555556,36.8922222222,25.9548518519,40.4081111111,26.9966388889
192.85,32.3812222222,55.8331666667,43.0158888889,45.238,29.3651111111,28.8891111111,38.4128888889,30.0530740741,41.0317222222,31.9642222222
193.23,40.7657777778,61.2611666666,49.9998888889,51.8768888889,37.0871111111,39.1141111111,40.6157777778,39.3393333333,48.0478333333,39.3770555556
193.61,48.0213333333,72.3746666667,57.3823333333,60.8826666667,46.5753333333,49.3152222222,45.3577777778,47.9706666667,57.7243888889,45.9664444445
193.99,48.4925555556,71.3181666667,56.4167777778,60.6373333333,44.2722222222,48.6647777778,44.3583333333,46.0523333333,56.2877222222,43.97075
194.37,48.5891111111,71.4285,59.5238888889,62.7866666667,45.2382222222,51.411,45.7672222222,48.4715925926,60.3172222222,47.3324444444
194.75,50.1822222222,76.3661666667,59.9271111111,62.8416666667,46.1747777778,57.7413333333,44.3533333333,46.5998888889,54.5537222222,45.1048333333
195.13,45.8935555556,69.686,52.1738888889,56.1193333333,43.8004444444,56.6827777778,39.6134444445,43.8002962963,45.9338333333,41.4453333333
195.51,37.3238888889,57.7466666667,45.5397777778,51.7997777778,31.7684444445,52.7386666667,26.291,36.5415555555,38.2629444445,34.4481666667
195.89,39.497,53.0411666666,47.9317777778,52.7168888889,32.0355555555,49.7161111111,30.6568888889,40.172962963,39.7,36.4555277778
196.27,41.3847777778,57.1256666666,52.657,53.1401111111,32.8501111111,51.7714444444,29.7101111111,41.3043703704,40.3783888889,36.0910555556
196.65,39.9424444444,55.891,52.682,49.9998888889,25.4788888889,56.7051111111,22.8927777778,37.2605925926,35.7280555555,31.1542222222
197.03,33.5776666667,53.4798333334,50.6716666667,46.6422222222,9.64588888888,56.4102222222,12.3321111111,30.3215925926,25.2138333333,19.5970555555
197.40,34.5411111111,54.1666666667,48.6713333333,43.3574444445,2.65711111113,53.2606666667,12.0775555556,24.7988888889,23.4298333333,13.0434444443
197.78,33.9507777778,54.4443333334,46.7902222222,39.506,-2.2221111111,51.2345555555,12.4693333334,20.6172962963,15.7404444444,4.32108333333
198.16,38.174,61.3863333334,48.4047777778,38.7237777778,2.7502222222,53.7955555556,17.4917777778,22.5889259259,13.3112222222,13.9437777778
198.54,39.2594444444,58.1483333333,44.5677777778,30.2467777778,-5.06177777777,51.8521111111,10.4938888889,18.1482222222,1.79011111113,2.3765
198.92,44.2222222222,58.0,46.6666666667,37.1111111111,2.0,51.0,15.2222222222,27.5555555556,12.0555555555,13.8888888889
199.30,43.7668888889,61.5853333333,47.6964444444,35.6368888889,-10.8401111111,50.813,12.3305555556,24.7965555555,6.97844444443,5.55566666677
199.68,33.2055555556,53.6396666667,38.5695555556,23.7547777778,-14.9425555556,36.6537777778,11.622,18.6038148148,-7.34355555554,-4.27822222223
