wavelength,Back_TanCyvf,Belly_TanCyvf,Breast_TanCyvf,Crissum_TanCyvf,Crown_TanCyvf,DorTail_TanCyvf,Patch10_TanCyvf,Patch11_TanCyvf,Rump_TanCyvf,Throat_TanCyvf,WingTip_TanCyvf
331.71,7.61255555555,28.4125555556,44.0972222222,12.2572222222,5.044,8.43411111111,9.52422222223,4.96566666667,12.9443333333,7.87411111111,10.0133333333
332.08,7.87144444445,28.5548888889,44.3822222222,12.6063333333,5.44922222222,8.84655555556,9.73688888889,5.486,13.0681111111,8.02188888889,10.2682222222
332.44,8.32066666667,28.9097777778,45.0247777778,12.9568888889,5.78266666667,9.25088888889,9.94666666668,5.89444444444,13.3427777778,8.22688888889,10.6676666667
332.81,8.23033333333,29.0918888889,44.9454444444,12.983,5.70822222222,9.34922222222,10.0172222222,5.87166666667,13.4946666667,8.298,10.8163333333
333.18,8.76122222223,29.3205555556,45.163,13.579,6.23066666667,9.872,10.6528888889,6.366,13.7873333333,8.83055555556,11.3262222222
333.54,8.82633333335,29.4541111111,45.3895555555,13.8478888889,6.47688888889,10.0877777778,10.7711111111,6.60955555555,13.8752222222,8.99966666668,11.4681111111
333.91,8.48,29.4251111111,45.3763333333,13.7421111111,6.35155555556,9.88433333334,10.6753333333,6.67988888889,13.5544444445,8.95255555557,11.4495555556
334.28,8.71455555557,29.6625555555,45.5437777778,13.8937777778,6.49955555556,10.0118888889,11.0022222222,6.88244444444,13.577,9.01488888888,11.5237777778
334.64,8.56855555556,29.6854444444,45.7763333333,13.6338888889,6.24933333333,9.81222222223,10.7895555556,6.67577777778,13.4106666667,8.70977777779,11.4523333333
335.01,8.68966666668,29.9161111111,46.0156666667,13.7298888889,6.51744444444,10.0411111111,10.888,6.75333333333,13.6518888889,8.8868888889,11.6056666667
335.38,8.28233333332,29.5306666666,45.6865555555,13.2536666667,6.17811111111,9.7318888889,10.4884444444,6.341,13.1895555555,8.50255555556,11.0887777778
335.74,8.00166666666,29.1282222222,45.6445555555,12.9001111111,5.81688888889,9.34111111112,10.2213333333,5.97833333333,12.6627777778,8.33722222222,10.6867777778
336.11,7.95444444443,29.2515555556,45.5602222222,12.8362222222,5.83533333333,9.364,10.3735555555,6.08233333333,12.7741111111,8.42644444445,10.6892222222
336.47,7.841,29.2382222222,45.4797777778,12.8758888889,5.89711111111,9.18844444446,10.5733333333,6.15055555556,12.9778888889,8.44377777779,10.6937777778
336.84,7.37788888888,28.6544444444,45.0993333333,12.3931111111,5.52044444444,8.77022222222,10.0522222222,5.74366666666,12.4913333333,7.93477777778,10.1807777778
337.21,7.321,28.7772222222,45.2622222222,12.1426666667,5.46866666667,8.63022222222,9.88433333332,5.62433333333,12.3501111111,7.76355555555,9.95155555555
337.57,7.24977777778,28.8321111111,45.3768888889,12.0253333333,5.28444444445,8.46611111111,9.90122222223,5.54944444445,12.4642222222,7.67966666667,9.8038888889
337.94,7.56011111111,28.7453333334,45.3305555556,12.1693333333,5.63988888889,8.61211111111,9.98955555557,5.52233333333,12.6213333334,7.80133333333,9.93566666665
338.31,7.51677777778,28.8051111111,45.5622222222,12.0842222222,5.631,8.61044444444,9.897,5.53744444444,12.5421111111,7.88744444444,9.78255555554
338.67,7.92888888888,28.9238888889,45.524,12.4745555556,6.27277777778,9.04966666665,10.3836666667,5.903,12.9208888889,8.39611111111,10.0404444445
339.04,7.76988888889,28.6393333333,45.5256666666,12.2041111111,5.91944444445,8.76266666667,10.1946666667,5.58655555555,12.4783333333,8.13533333333,9.59966666668
339.40,8.14177777777,29.0694444444,46.163,12.6922222222,6.26288888889,8.93977777779,10.4593333333,6.04066666667,12.9726666666,8.55388888889,9.95077777777
339.77,8.23544444444,29.4044444444,46.3914444444,12.9884444444,6.44788888889,9.22477777779,10.5917777778,6.19833333333,13.1017777778,8.64155555556,10.2001111111
340.14,8.0788888889,29.3157777778,46.7147777778,12.8058888889,6.11066666667,9.05877777778,10.3784444445,5.73588888889,12.8933333333,8.37255555556,9.96288888888
340.50,7.633,29.0563333333,46.7862222222,12.346,5.65433333333,8.60344444443,9.96633333332,5.326,12.4446666667,7.96433333333,9.46066666667
340.87,7.52955555555,29.0332222222,46.9063333333,12.2655555556,5.59877777778,8.48488888889,9.85855555557,5.17155555555,12.2655555556,7.99433333333,9.27866666666
341.23,7.44911111111,28.9471111111,46.9941111111,12.3116666667,5.57555555555,8.43877777778,9.78500000001,5.17888888889,12.2292222222,8.05677777778,9.27444444444
341.60,7.26633333333,28.8883333333,46.8205555556,12.0582222222,5.46822222222,8.31244444444,9.64266666667,4.94666666667,11.937,7.79644444445,9.08166666667
341.96,7.28544444444,29.0864444444,47.0841111111,12.1462222222,5.36855555556,8.265,9.85555555557,4.97522222222,11.8587777778,7.69844444445,9.01277777778
342.33,7.15122222222,29.0954444445,46.791,12.2011111111,5.20255555555,8.24411111111,9.84111111111,4.881,11.7953333333,7.61733333333,9.01522222222
342.70,6.875,29.2841111111,47.1754444444,12.118,5.075,8.22588888889,9.80655555557,4.74755555556,11.6282222222,7.487,8.95666666667
343.06,6.70744444445,29.4698888889,47.2483333333,12.0073333333,5.04322222222,8.26166666667,9.81611111111,4.69544444445,11.5258888889,7.40022222222,8.9521111111
343.43,6.58955555555,29.5653333334,47.2394444444,11.8225555556,4.98966666667,8.47199999999,9.90244444444,4.57188888889,11.402,7.28755555555,8.91911111112
343.79,6.49866666667,29.4291111111,47.2098888889,11.604,4.78877777778,8.34044444445,9.78822222223,4.49077777778,11.2537777778,7.14188888889,8.72177777779
344.16,6.54822222222,29.3678888889,47.1032222222,11.7085555555,5.023,8.39111111112,9.83244444445,4.71288888889,11.2865555555,7.18633333333,8.74966666667
344.52,6.81633333333,29.5281111111,47.2158888889,12.0,5.22344444445,8.65922222221,9.87255555555,4.85388888889,11.3807777778,7.34833333333,8.85144444446
344.89,7.16877777778,29.9581111111,47.6906666667,12.3318888889,5.45522222222,9.01366666666,10.3312222222,5.25466666667,11.7351111111,7.53533333333,9.239
345.25,6.75311111111,29.8975555556,47.6137777778,12.0953333333,5.283,8.76800000001,10.2156666667,4.94755555556,11.5598888889,7.13044444444,8.9578888889
345.62,6.89655555556,30.0995555556,47.9748888889,12.4791111111,5.53344444445,8.95600000001,10.3853333333,5.20977777778,11.881,7.41155555556,9.24544444443
345.99,6.57422222222,30.0096666667,47.942,12.3241111111,5.29988888889,8.97355555557,10.1181111111,5.08477777778,11.9035555556,7.308,9.11777777779
346.35,6.40777777778,29.9416666667,48.2584444444,12.2475555556,5.26155555555,8.9521111111,10.1156666667,4.93055555556,11.9707777778,7.13155555556,9.00644444445
346.72,6.081,29.8007777778,48.215,11.9441111111,4.911,8.70888888889,9.85677777777,4.60344444444,11.7728888889,6.76033333333,8.62222222223
347.08,5.93611111111,29.7716666667,48.2985555556,11.9463333333,4.95211111111,8.60288888889,9.81244444443,4.62,11.9191111111,6.67966666667,8.53122222222
347.45,5.74944444444,29.5947777778,48.4415555555,11.8742222222,4.74766666667,8.32722222222,9.67933333334,4.422,11.7498888889,6.50744444445,8.37688888889
347.81,5.62822222222,29.6071111111,48.5584444445,11.8817777778,4.76733333333,8.23577777778,9.66966666667,4.35433333333,11.897,6.36644444444,8.16333333333
348.18,5.44111111111,29.7754444444,48.8394444445,11.7924444444,4.57633333333,8.16933333333,9.64022222223,4.12611111111,11.8226666667,6.17522222222,8.00077777778
348.54,5.28355555556,29.9552222222,49.0383333333,11.6925555555,4.52577777778,8.11311111111,9.80722222223,4.02011111111,11.8913333333,6.054,7.9368888889
348.91,5.13222222222,29.8891111111,49.0391111111,11.6964444444,4.48177777778,8.01133333333,9.64155555557,3.88622222222,11.9125555556,5.98388888889,7.78511111111
349.27,5.35355555556,30.013,49.1692222222,11.8196666667,4.42055555555,8.12744444444,9.78388888889,4.01888888889,12.1038888889,6.10188888889,7.79077777778
349.64,5.04033333334,29.8126666667,49.0503333333,11.3593333333,4.07944444444,7.94044444445,9.61133333333,3.74933333334,11.8435555556,5.70066666667,7.32699999999
350.00,5.451,30.0795555555,49.4986666667,11.6456666667,4.43866666667,8.28111111111,10.0742222222,4.09133333333,12.1161111111,5.89188888889,7.59366666667
350.37,5.58466666667,30.1982222222,49.492,11.6362222222,4.54466666667,8.28966666667,10.1318888889,4.17511111111,12.1852222222,5.96877777778,7.69177777777
350.73,5.85155555556,30.2981111111,49.6631111111,11.7466666667,4.64555555556,8.38377777778,10.2541111111,4.352,12.281,6.114,7.86155555554
351.10,6.05988888889,30.4002222222,49.8397777778,11.7541111111,4.75722222222,8.534,10.3102222222,4.28866666667,12.2132222222,6.10055555556,7.88633333332
351.46,6.37133333333,30.6451111111,49.8796666666,12.0732222222,5.08388888889,8.82377777777,10.4768888889,4.56755555556,12.4717777778,6.31933333333,8.09755555556
351.83,6.41366666666,30.7478888889,49.9952222222,12.2556666667,5.08711111111,8.93133333332,10.5493333333,4.65333333333,12.5263333334,6.42055555556,8.28544444443
352.19,6.72166666667,30.8905555555,50.1055555555,12.6286666667,5.47522222222,9.24022222223,10.8377777778,5.11933333334,12.8696666667,6.87555555556,8.67311111112
352.55,6.71288888889,30.9228888889,50.135,12.6558888889,5.50677777778,9.34822222223,10.8815555555,5.18644444444,12.9013333333,6.96955555556,8.69622222223
352.92,6.62922222222,30.907,50.2492222222,12.5307777778,5.367,9.30733333332,10.8076666667,5.08388888889,12.686,6.76888888889,8.5591111111
353.28,6.74244444445,31.1101111111,50.4524444445,12.7192222222,5.63644444445,9.48966666667,10.8677777778,5.30655555556,12.9535555556,6.97233333333,8.77077777778
353.65,6.65388888889,31.071,50.5841111111,12.8023333333,5.584,9.42633333333,10.8691111111,5.21333333333,12.7935555556,6.92422222222,8.90111111111
354.01,6.37955555556,30.839,50.524,12.6026666666,5.36811111111,9.08188888889,10.5241111111,4.94811111111,12.5896666666,6.70722222222,8.59733333332
354.38,6.51033333333,30.9725555556,50.8555555555,12.7625555556,5.36933333333,9.05755555554,10.4991111111,4.96477777778,12.5317777778,6.72855555555,8.48999999999
354.74,6.54288888889,30.9895555555,50.8387777778,12.9557777778,5.44733333333,9.21488888888,10.6572222222,5.14177777778,12.6773333333,6.871,8.48666666668
355.11,6.574,31.1671111111,51.1924444444,13.1217777778,5.38344444444,9.21611111112,10.7465555556,5.26811111111,12.8703333333,6.96255555556,8.58644444446
355.47,6.24866666667,31.0802222222,51.3643333333,12.8521111111,5.08744444444,9.01766666669,10.4776666667,5.05766666666,12.6728888889,6.71677777778,8.30833333335
355.83,6.21655555556,31.0598888889,51.5205555556,12.7283333333,5.02533333333,9.05077777777,10.4606666667,4.94322222222,12.617,6.64444444444,8.20899999999
356.20,6.013,30.9351111111,51.5854444444,12.437,4.70222222222,8.80888888889,10.2385555555,4.62355555556,12.3562222222,6.38755555555,7.90377777777
356.56,6.10988888889,30.8655555556,51.7325555556,12.4947777778,4.741,8.83022222223,10.3607777778,4.75255555556,12.3947777778,6.48855555555,7.98922222223
356.93,6.24022222222,30.9903333333,51.8616666667,12.6965555556,4.908,9.00444444446,10.4717777778,4.79144444444,12.5892222222,6.70188888889,8.06588888888
357.29,6.28888888889,30.9888888889,52.1232222222,12.7055555556,4.80588888889,9.01711111112,10.5075555555,4.665,12.5356666667,6.60333333333,8.02433333333
357.66,6.42988888889,31.097,52.193,12.7322222222,4.89511111111,9.06022222223,10.584,4.72077777778,12.7158888889,6.67455555556,7.99688888889
358.02,6.47522222222,31.2568888889,52.3887777778,12.7962222222,4.94044444445,9.16044444444,10.6367777778,4.76522222222,12.7644444445,6.79722222222,8.08777777777
358.38,6.49011111111,31.2825555556,52.554,12.819,5.02122222222,9.34799999999,10.7437777778,4.82888888889,12.9905555556,6.91777777778,8.25677777778
358.75,6.48355555556,31.3381111111,52.8944444445,12.8161111111,5.00444444444,9.33311111111,10.7407777778,4.70066666667,12.9824444444,6.93022222222,8.27688888889
359.11,6.54966666667,31.3255555556,53.025,12.9493333333,5.09233333333,9.41322222223,10.7913333334,4.78722222222,12.9904444444,6.95688888889,8.32833333333
359.48,6.87333333333,31.5858888889,53.2863333334,13.278,5.35322222222,9.59566666666,11.1142222222,5.06977777778,13.2796666667,7.304,8.58911111111
359.84,7.05044444444,31.768,53.7001111111,13.505,5.51188888889,9.69888888889,11.3028888889,5.28577777778,13.4628888889,7.486,8.78133333333
360.20,7.09088888889,31.8643333333,53.9692222222,13.6365555555,5.57922222222,9.72588888888,11.37,5.27755555555,13.4357777778,7.48655555556,8.805
360.57,7.15088888889,32.034,54.2994444444,13.7273333334,5.63444444444,9.82822222223,11.3638888889,5.18644444444,13.4372222222,7.46044444445,8.80600000001
360.93,7.06133333333,31.9322222222,54.3368888889,13.5806666667,5.48988888889,9.69700000001,11.2757777778,5.21744444444,13.3181111111,7.35144444445,8.77433333335
361.29,7.17355555556,32.0544444444,54.5026666667,13.7172222222,5.67766666667,9.82544444443,11.3483333333,5.45344444444,13.4327777778,7.488,8.91955555554
361.66,7.22055555556,32.0942222222,54.769,13.805,5.66833333333,9.87755555554,11.3916666667,5.54566666667,13.416,7.56155555556,8.94155555554
362.02,7.07011111111,31.8888888889,54.7563333333,13.7453333333,5.46733333333,9.69333333334,11.2678888889,5.39888888889,13.2567777778,7.371,8.7931111111
362.39,6.99155555556,31.9521111111,54.8415555555,13.7881111111,5.40288888889,9.61844444443,11.1975555555,5.36655555555,13.1044444444,7.31111111111,8.74233333335
362.75,6.92911111111,32.0095555556,54.9672222222,13.7473333333,5.298,9.55566666667,11.1141111111,5.32755555555,12.9838888889,7.19577777778,8.66155555556
363.11,6.863,32.0414444444,55.1615555555,13.7116666666,5.24411111111,9.52633333333,11.101,5.247,13.0147777778,7.17033333333,8.63277777779
363.48,6.63177777778,31.8563333334,55.1478888889,13.4725555555,5.08433333333,9.39666666664,10.9497777778,5.034,12.8761111111,7.02222222222,8.49633333333
363.84,6.50455555556,31.7676666667,55.0205555556,13.3984444444,4.92722222222,9.31511111113,10.8033333333,4.89955555556,12.7527777778,6.907,8.37922222222
364.20,6.66766666667,31.9564444444,55.1334444444,13.5844444444,5.056,9.51277777778,10.9133333333,5.183,13.0518888889,7.13233333333,8.57711111112
364.57,6.572,31.8533333333,55.0776666667,13.5384444444,4.953,9.37699999998,10.7975555555,5.20077777778,13.0318888889,7.09611111111,8.56733333332
364.93,6.53977777778,31.9851111111,55.2681111111,13.5593333333,4.92988888889,9.36966666664,10.7512222222,5.119,12.9858888889,7.11633333333,8.52366666668
365.29,6.41844444445,31.8763333333,55.2717777778,13.4407777778,4.77822222222,9.26188888888,10.6685555556,4.995,12.8426666667,6.96911111111,8.44888888889
365.66,6.32855555556,31.8318888889,55.3618888889,13.3995555555,4.74388888889,9.19466666665,10.5208888889,4.96544444445,12.7892222222,6.95255555556,8.45077777779
366.02,6.37144444444,31.8752222222,55.4178888889,13.318,4.68722222222,9.19066666666,10.5031111111,4.95633333333,12.7381111111,6.94677777778,8.42333333335
366.38,6.51222222222,31.8256666666,55.5678888889,13.2808888889,4.74355555556,9.19466666667,10.5326666667,5.02955555555,12.7896666667,6.98777777778,8.39277777777
366.75,6.66744444444,31.8656666667,55.5962222222,13.4085555555,4.84733333333,9.25988888888,10.6057777778,5.161,12.9047777778,7.13377777778,8.5751111111
367.11,6.81566666667,32.0192222222,55.6866666667,13.5875555555,4.99222222222,9.38133333332,10.7033333333,5.35788888889,12.9453333333,7.30322222222,8.75322222221
367.47,6.939,32.0875555556,55.7887777778,13.6713333333,4.95144444444,9.30833333332,10.6934444444,5.507,12.8122222222,7.32711111111,8.73222222221
367.84,7.04755555555,32.1316666667,55.8404444444,13.6991111111,5.09322222222,9.27255555556,10.7196666667,5.63766666667,12.826,7.41355555556,8.77022222222
368.20,6.92655555555,31.9051111111,55.875,13.5306666667,4.96433333334,9.14422222222,10.5756666666,5.48577777778,12.6175555555,7.30877777778,8.62733333333
368.56,7.04311111111,31.9694444444,56.0387777778,13.6605555555,4.977,9.17944444445,10.6154444444,5.52111111111,12.6282222222,7.33866666666,8.61488888888
368.93,7.01433333333,31.7804444444,56.174,13.6578888889,4.99544444444,9.09233333333,10.544,5.49877777778,12.6251111111,7.27444444444,8.55955555554
369.29,6.88933333334,31.5757777778,56.1588888889,13.5353333334,4.84544444444,8.939,10.4071111111,5.35588888889,12.3672222222,7.23722222222,8.37911111112
369.65,7.08633333333,31.6512222222,56.265,13.7198888889,4.99733333333,9.1491111111,10.6157777778,5.50666666667,12.5257777778,7.42888888889,8.57277777777
370.01,7.24733333334,31.7361111111,56.4852222222,13.9666666667,5.21422222222,9.36099999999,10.7158888889,5.74255555556,12.7294444445,7.60933333333,8.79611111112
370.38,7.23177777778,31.5727777778,56.3396666667,14.0168888889,5.22922222222,9.39233333335,10.6674444445,5.77422222222,12.6625555556,7.65433333333,8.90133333333
370.74,7.11755555556,31.4376666666,56.338,13.971,5.19388888889,9.3408888889,10.5823333334,5.76688888889,12.6244444444,7.62977777778,8.81822222222
371.10,7.02966666667,31.237,56.33,13.8294444444,5.11633333333,9.23,10.429,5.70922222222,12.4783333333,7.58311111111,8.69699999999
371.46,7.04566666667,31.1944444445,56.4665555556,13.949,5.20311111111,9.41244444446,10.3598888889,5.668,12.5218888889,7.65433333334,8.82277777778
371.83,6.85,31.0117777778,56.451,13.8232222222,4.98833333333,9.33911111111,10.1577777778,5.50211111111,12.3044444444,7.50077777778,8.68555555554
372.19,6.90266666667,31.0577777778,56.5357777778,13.8976666667,5.01733333333,9.35066666666,10.0951111111,5.538,12.2454444444,7.51144444444,8.76644444445
372.55,6.67577777778,30.898,56.4042222222,13.7271111111,4.884,9.24322222222,9.88266666665,5.45444444445,12.0903333333,7.42866666667,8.71999999999
372.92,6.71566666667,30.8831111111,56.3803333334,13.7854444444,4.899,9.31866666666,9.93677777779,5.55411111111,12.0272222222,7.465,8.85633333335
373.28,6.69288888889,30.8393333333,56.4515555555,13.8586666667,4.86133333333,9.32088888888,9.86200000001,5.589,11.9726666667,7.47911111111,8.91055555556
373.64,6.56033333333,30.6796666667,56.4571111111,13.789,4.78977777778,9.21544444444,9.67477777777,5.47388888889,11.7624444444,7.341,8.79177777778
374.00,6.50744444445,30.6886666667,56.5224444444,13.7784444444,4.79155555556,9.16466666667,9.61711111112,5.487,11.6256666667,7.41911111111,8.81844444444
374.37,6.37255555555,30.63,56.5984444444,13.6334444444,4.64155555556,8.94955555556,9.52355555556,5.37166666667,11.4086666667,7.32,8.66022222221
374.73,6.46177777778,30.5644444444,56.5805555555,13.6991111111,4.67533333333,8.96322222222,9.45288888889,5.39822222222,11.3373333334,7.38911111111,8.73400000001
375.09,6.33722222222,30.4055555556,56.4922222222,13.593,4.52466666667,8.81077777778,9.32455555555,5.23355555556,11.1612222222,7.218,8.61144444444
375.45,6.15733333333,30.2592222222,56.3675555555,13.4287777778,4.47188888889,8.59766666667,9.25944444445,5.15755555555,10.9581111111,7.08644444444,8.45777777777
375.81,6.41711111111,30.3284444445,56.5866666667,13.6238888889,4.73977777778,8.78755555556,9.39722222222,5.39888888889,11.0772222222,7.31911111111,8.74711111111
376.18,6.18355555555,30.0402222222,56.5837777778,13.398,4.50911111111,8.56944444445,9.17833333333,5.16566666667,10.8047777778,7.08055555556,8.57477777778
376.54,6.48566666667,30.1784444445,56.8775555555,13.6081111111,4.76466666667,8.71166666667,9.37333333333,5.43122222222,10.931,7.335,8.7498888889
376.90,6.50566666667,30.0512222222,56.8057777778,13.6182222222,4.70411111111,8.71077777778,9.321,5.41766666667,10.8888888889,7.38133333333,8.70355555554
377.26,6.39411111111,29.8321111111,56.5796666667,13.4961111111,4.64811111111,8.61555555556,9.16122222222,5.30355555556,10.7521111111,7.23722222222,8.56855555554
377.63,6.54266666667,29.846,56.6221111111,13.6002222222,4.71544444445,8.69,9.25866666667,5.42977777778,10.8498888889,7.39288888889,8.65366666666
377.99,6.60011111111,29.7701111111,56.5226666667,13.6134444444,4.77122222222,8.683,9.27255555555,5.44822222222,10.8751111111,7.41255555555,8.71899999999
378.35,6.693,29.6831111111,56.505,13.6553333333,4.82044444444,8.79577777778,9.21255555556,5.49333333333,10.8822222222,7.47011111111,8.85511111111
378.71,6.71144444445,29.626,56.46,13.6957777778,4.891,8.83544444445,9.28811111111,5.59633333333,10.9072222222,7.46388888889,8.86255555554
379.07,6.84211111111,29.5367777778,56.4322222222,13.8,5.02144444444,8.97644444445,9.30944444445,5.73211111111,11.0195555556,7.63911111111,9.04233333332
379.44,6.87144444444,29.3345555556,56.3727777778,13.777,4.96333333333,8.95722222222,9.21577777778,5.68133333333,10.9146666666,7.59888888889,9.01233333333
379.80,6.77044444445,29.1428888889,56.2323333333,13.6936666667,4.91022222222,8.79522222222,9.12255555556,5.54033333333,10.8046666667,7.53955555555,8.95244444445
380.16,6.90177777778,29.1124444444,56.1052222222,13.8186666667,5.07944444444,8.9,9.21933333333,5.67422222222,10.8682222222,7.71533333333,9.04133333332
380.52,6.77277777778,28.8232222222,55.7983333333,13.728,4.99666666667,8.84588888889,9.05533333333,5.54522222222,10.756,7.625,8.95111111112
380.88,6.72411111111,28.6917777778,55.7385555555,13.6427777778,5.03044444444,8.76477777778,8.94555555556,5.47255555555,10.62,7.56433333333,8.87266666667
381.24,6.799,28.7506666667,55.9378888889,13.8057777778,5.13211111111,8.82144444445,9.01211111111,5.54133333333,10.7208888889,7.71955555556,8.98511111112
381.61,6.65533333333,28.5503333333,55.7136666667,13.6668888889,5.01355555555,8.69133333333,8.81133333333,5.412,10.5033333333,7.49677777778,8.93044444444
381.97,6.50511111111,28.4121111111,55.6955555556,13.5895555556,4.92911111111,8.67044444445,8.71111111111,5.30188888889,10.338,7.40844444444,8.77622222222
382.33,6.40333333333,28.3092222222,55.5967777778,13.5964444445,4.90344444445,8.57988888889,8.66255555555,5.26855555555,10.3144444445,7.37922222222,8.69833333335
382.69,6.27833333333,28.0956666667,55.5521111111,13.507,4.821,8.43266666667,8.54755555556,5.08511111111,10.122,7.27722222222,8.62066666668
383.05,6.17011111111,28.0247777778,55.4473333333,13.3945555555,4.65811111111,8.33922222222,8.425,4.92511111111,9.96122222224,7.13977777778,8.43033333332
383.41,6.17688888889,27.9887777778,55.3538888889,13.4127777778,4.695,8.417,8.44933333334,4.96666666667,10.0124444445,7.21811111111,8.49200000001
383.77,6.13655555555,27.8693333333,55.2018888889,13.4158888889,4.63722222222,8.467,8.38066666667,4.94788888889,9.93866666667,7.21222222222,8.41055555555
384.14,5.98288888889,27.7126666667,55.07,13.3101111111,4.53655555555,8.39122222222,8.25677777778,4.838,9.84055555557,7.09566666666,8.31422222223
384.50,6.013,27.6443333333,54.9814444445,13.2891111111,4.54477777778,8.40966666667,8.26522222222,4.86266666667,9.78833333333,7.09977777778,8.34388888888
384.86,5.97544444445,27.58,54.8203333334,13.2876666667,4.56577777778,8.41955555556,8.26288888889,4.86333333333,9.83444444444,7.12522222222,8.4078888889
385.22,6.01333333333,27.4135555555,54.5606666667,13.1702222222,4.51488888889,8.37744444445,8.173,4.82644444444,9.75833333333,7.06711111111,8.38433333332
385.58,5.97766666666,27.2933333333,54.4221111111,13.1634444445,4.50922222222,8.35822222222,8.13033333333,4.83655555556,9.70466666664,7.09033333333,8.30577777777
385.94,6.10122222222,27.2605555556,54.3631111111,13.2586666667,4.60666666667,8.42055555556,8.17388888889,4.91544444445,9.81011111111,7.18844444444,8.40066666668
386.30,6.05355555555,27.1308888889,54.223,13.1908888889,4.528,8.38633333334,8.06933333333,4.871,9.70922222222,7.14211111111,8.31966666667
386.66,6.04511111111,27.0343333333,54.0751111111,13.1088888889,4.43288888889,8.37055555555,7.92711111111,4.84377777778,9.64388888889,7.10511111111,8.22122222221
387.03,6.06577777778,26.9218888889,54.0193333333,13.1313333333,4.49166666667,8.38611111111,7.93277777778,4.88433333333,9.61288888889,7.10433333333,8.2828888889
387.39,6.20522222222,26.8963333333,53.9338888889,13.2628888889,4.55044444444,8.44633333334,8.00977777778,4.98688888889,9.65799999999,7.15911111111,8.33677777779
387.75,6.15055555555,26.7563333333,53.7482222222,13.2097777778,4.502,8.413,7.96088888889,5.00366666667,9.591,7.138,8.34155555557
388.11,6.13533333333,26.655,53.6176666666,13.2163333333,4.47944444444,8.385,7.973,4.99955555555,9.53066666669,7.10711111111,8.31766666666
388.47,6.03211111111,26.5237777778,53.5596666667,13.1358888889,4.395,8.32333333334,7.85122222222,4.87511111111,9.42133333336,7.04322222222,8.25544444443
388.83,5.99777777778,26.4094444444,53.5191111111,13.1467777778,4.37166666666,8.32666666667,7.77622222222,4.88366666667,9.32033333332,7.00766666667,8.22344444445
389.19,5.98211111111,26.3418888889,53.4362222222,13.1994444445,4.43722222222,8.40377777778,7.82666666667,4.94844444444,9.29600000001,7.10355555556,8.24922222222
389.55,5.988,26.221,53.4174444444,13.176,4.43955555556,8.39322222222,7.80133333333,4.91988888889,9.28366666666,7.11766666667,8.24811111112
389.91,5.91855555555,26.0207777778,53.2672222222,13.1036666666,4.37722222222,8.32233333333,7.71344444444,4.87244444444,9.14122222223,7.03588888889,8.18511111111
390.27,5.90633333334,25.8605555556,53.2401111111,13.0757777778,4.38755555556,8.30677777778,7.68522222222,4.86111111111,9.09233333334,7.03711111111,8.20522222223
390.63,5.897,25.7501111111,53.139,13.0683333333,4.433,8.36766666667,7.66944444445,4.91688888889,9.076,7.10022222222,8.26611111111
391.00,5.84355555555,25.5944444445,52.938,13.0337777778,4.40333333333,8.29644444444,7.58044444445,4.92022222222,9.03477777779,7.095,8.24877777779
391.36,5.647,25.3256666666,52.6746666667,12.837,4.266,8.12222222222,7.359,4.75955555556,8.89255555556,6.97455555555,8.11866666667
391.72,5.64388888889,25.1903333333,52.5521111111,12.8351111111,4.25988888889,8.11277777778,7.34266666667,4.71333333333,8.86666666668,6.945,8.08988888889
392.08,5.65611111111,24.9976666667,52.3946666667,12.797,4.27755555555,8.13344444444,7.24033333333,4.74944444444,8.89166666667,6.969,8.11977777777
392.44,5.67488888889,24.8425555556,52.1943333334,12.771,4.28488888889,8.13477777778,7.23588888889,4.83433333333,8.86977777779,6.99277777778,8.13177777778
392.80,5.74888888889,24.7366666667,52.1121111111,12.7811111111,4.31444444444,8.13466666667,7.247,4.91033333333,8.89499999999,7.04933333333,8.14400000001
393.16,5.68144444444,24.5191111111,51.9396666667,12.7004444445,4.23344444444,8.03611111111,7.14255555555,4.83866666666,8.82266666667,6.92688888889,8.05122222223
393.52,5.62611111111,24.352,51.6888888889,12.6473333333,4.19766666667,8.06333333333,7.07277777778,4.82055555555,8.73377777778,6.92377777778,8.03311111111
393.88,5.526,24.0652222222,51.4228888889,12.5303333333,4.10744444444,7.96166666667,6.95977777778,4.76122222222,8.63633333333,6.834,7.92088888889
394.24,5.46455555556,23.9248888889,51.2116666666,12.5498888889,4.08722222222,7.99444444444,6.93,4.76855555556,8.57877777779,6.82355555556,7.93666666667
394.60,5.45955555556,23.7948888889,51.1075555556,12.5563333333,4.116,7.968,6.87555555556,4.75566666667,8.58766666668,6.77788888889,7.8908888889
394.96,5.40611111111,23.5886666667,51.0003333333,12.4768888889,4.07755555555,7.94877777778,6.81855555556,4.714,8.49311111111,6.77188888889,7.83833333332
395.32,5.39977777778,23.4546666667,50.9344444445,12.4967777778,4.06444444444,7.96511111111,6.79022222222,4.73122222222,8.42855555557,6.74322222222,7.84855555555
395.68,5.26688888889,23.2866666667,50.7871111111,12.3881111111,3.985,7.86766666667,6.64788888889,4.64466666666,8.33811111112,6.66466666667,7.76144444445
396.04,5.28655555556,23.2206666667,50.741,12.419,3.98377777778,7.90966666667,6.62388888889,4.66677777778,8.27677777779,6.70422222222,7.80000000001
