wavelength,Back_TanCyvf,Belly_TanCyvf,Breast_TanCyvf,Crissum_TanCyvf,Crown_TanCyvf,DorTail_TanCyvf,Patch10_TanCyvf,Patch11_TanCyvf,Rump_TanCyvf,Throat_TanCyvf,WingTip_TanCyvf
187.15,79.7156666667,57.4934444445,92.6355555556,60.8526666667,53.6176666667,39.7931111111,84.2378888888,88.3721111111,45.8656666667,85.0130000001,66.0206666667
187.53,115.042777778,90.0856666666,129.401555556,75.5555555556,80.8547777777,55.2136666667,123.418888889,111.111111111,59.1452222222,116.752111111,94.3590000001
187.91,94.6076666666,69.7712222221,103.594777778,49.5096666667,63.7254444444,33.0065555555,91.6666666668,83.0064444445,32.6797777778,89.2156666668,69.9346666667
188.29,84.834888889,58.5586666667,96.3964444443,45.6456666667,60.3603333333,28.5284444445,82.5824444444,77.3274444445,24.9247777778,91.141111111,66.5166666667
188.67,77.1869999999,64.0662222222,93.3805555558,43.6171111111,65.9574444445,34.161,76.0047777778,76.2410000001,27.6595555555,84.278888889,64.6573333333
189.05,87.6261111112,76.7676666665,105.681888889,61.3636666667,80.0504444444,42.5504444444,87.4998888888,87.4998888888,42.5504444444,100.252555556,81.6918888889
189.43,85.2273333333,83.080888889,113.257555556,67.6768888889,88.383888889,47.3484444445,95.5808888889,86.111111111,51.6413333333,103.661666667,83.0808888889
189.81,88.6644444445,83.8384444446,110.325555555,70.5947777778,87.7665555555,53.3106666667,92.8170000001,86.7566666667,58.8102222222,101.795777778,82.3793333335
190.19,85.4970000001,80.8188888889,104.912333333,65.7311111111,83.8595555555,47.8363333333,90.0584444444,83.5087777777,52.8653333333,99.5322222222,73.8013333333
190.57,79.3373333333,74.1714444444,88.4015555556,66.3742222222,79.4345555556,45.3216666667,79.6296666667,78.3625555555,46.1013333333,91.033111111,66.1793333333
190.95,83.8939999999,80.7337777778,95.005111111,72.477,80.5302222222,50.7643333333,84.6074444444,83.4862222223,52.7013333333,87.9714444444,70.4381111111
191.33,100.247,93.4567777778,111.111111111,86.0493333335,98.1481111111,64.1974444444,108.395,101.728333333,62.9628888888,105.802333334,82.8395555556
191.71,82.4785555557,71.795,86.6452222221,69.5512222222,82.6923333333,47.329,81.6238888889,83.3332222222,51.3887777778,82.264888889,62.7137777778
192.09,86.0286666667,79.3178888889,95.2694444443,75.4675555556,90.0988888889,54.6754444444,89.768888889,92.0790000002,60.0662222222,90.209,68.9768888889
192.47,101.371777778,91.6322222221,114.815,82.4418888889,101.509,59.6707777778,107.407555556,107.133222222,66.6668888888,99.999888889,71.7421111111
192.85,91.5342222222,80.8201111111,103.703777778,75.7936666667,92.327888889,50.0,98.2803333333,95.5026666668,60.8464444445,86.7725555555,70.8994444444
193.23,79.6982222222,71.8792222222,91.0835555556,61.8655555556,77.7775555556,39.2318888889,82.0303333332,80.3842222222,42.3867777778,72.1535555557,57.0644444444
193.61,79.9742222221,71.4471111111,82.8164444444,58.9146666667,71.0595555556,39.7933333333,74.677,80.7493333333,37.2092222222,65.6331111111,56.8476666667
193.99,87.9312222222,85.0575555555,90.6130000001,63.7931111111,83.908111111,24.7124444444,89.4635555554,89.8465555556,35.2491111111,78.9273333332,58.4292222222
194.37,85.0574444443,78.7355555554,93.8696666667,70.6894444445,93.295,21.2642222222,95.5937777778,84.8659999999,37.931,83.5248888888,61.8773333333
194.75,98.6394444445,99.5465555556,128.117777778,80.7257777779,112.925222222,24.2631111111,119.954666667,102.947777778,48.7527777778,98.6393333333,79.3648888889
195.13,94.4443333334,92.2704444443,121.497888889,68.8405555555,113.285,8.21255555557,113.768,93.236777778,34.0578888889,98.3092222224,82.8502222223
195.51,88.8887777778,96.8992222221,111.628,73.6433333333,108.010555556,-17.3125555556,104.134333334,80.3617777777,34.8836666667,97.9328888889,79.8450000001
195.89,79.5555555556,108.0,140.444444444,69.3333333334,123.555555555,-102.666666667,132.0,92.4444444445,5.7777777778,112.0,95.1111111112
196.27,58.7814444444,87.0965555554,107.885444444,63.0824444444,113.978444444,-83.5124444446,105.017777778,61.2902222222,-1.43366666667,73.4767777777,69.5341111111
196.65,66.2222222221,78.4444444446,84.6666666667,69.1111111111,93.5555555555,-19.7777777778,88.6666666668,61.3333333333,31.5555555555,61.7777777778,83.1111111111
197.03,121.345,130.117,128.655,110.526333333,139.181333334,-6.725111111,132.163888889,100.292333333,59.0642222223,100.877333333,130.994111111
197.40,130.199333333,127.635222222,131.624,116.524111111,152.706333333,5.4130000001,139.031333333,117.378888889,73.2193333335,104.558333333,131.624
197.78,219.883,215.204555556,245.029333333,190.643222222,275.438555556,-39.1811111112,264.327444444,219.298111111,90.0584444443,158.479444444,216.374111111
198.16,228.888888889,198.888888889,262.222222222,182.222222222,272.777777778,-24.9999999999,264.444444445,222.777777778,93.3333333332,146.666666667,243.333333333
198.54,218.357444445,177.777888889,235.265888889,147.343111111,249.275444445,5.314111111,234.299444444,228.019444444,97.5845555554,99.5168888889,236.715
198.92,583.333222222,431.481555556,677.777777778,300.0,761.111111111,-155.555444445,588.888777778,596.296333333,168.518555556,105.555666667,668.518666667
199.30,-109.523666667,-43.9152222223,-128.042222222,-13.2274444443,-166.666555556,96.8254444443,-120.634777778,-109.523777778,5.291,10.0528888889,-146.561
199.68,-220.202111111,-73.7374444443,-296.969666666,26.2624444447,-322.222111111,136.363555556,-237.373777778,-242.424222222,6.06066666633,46.4646666669,-287.878666666
200.06,-342.857111111,-188.888888889,-327.777555556,-105.555444445,-360.317444444,-38.095222222,-330.158555556,-322.222333333,-118.254111111,-118.253888889,-344.444333333
