wavelength,Back_IncWatm,Belly_IncWatm,Breast_IncWatm,Crissum_IncWatm,Crown_IncWatm,DorTail_IncWatm,Patch10_IncWatm,Patch11_IncWatm,Patch12_IncWatm,Rump_IncWatm,Throat_IncWatm,WingTip_IncWatm
542.78,10.6634666667,54.4631333333,26.1251333333,29.4037333333,9.40006666667,8.07473333334,10.934,4.2118,48.5464,13.3075333333,41.1849666667,8.83693333335
543.12,10.6791333333,54.4915333333,26.147,29.4588,9.41773333334,8.08540000001,10.9650333333,4.2468,48.5748666667,13.3382,41.2152333333,8.85279999999
543.46,10.7232,54.5315333333,26.1698666667,29.5082666667,9.47033333334,8.1154,11.0169,4.30006666667,48.6107333334,13.3872666667,41.2708,8.89153333333
543.81,10.7542,54.5697333333,26.1931333333,29.5446666667,9.49179999999,8.13213333333,11.0547333333,4.34546666667,48.6195333333,13.4217333333,41.2739,8.91646666666
544.15,10.7792,54.6084666667,26.2192,29.597,9.50913333333,8.14819999999,11.0737666667,4.38826666667,48.6270666667,13.4566,41.2929666667,8.94406666667
544.49,10.8055333333,54.6773333333,26.2503333333,29.6558,9.53733333333,8.18053333333,11.1174666667,4.42713333333,48.6562,13.4999333333,41.3378,8.97453333333
544.84,10.8318,54.7043333333,26.2536666666,29.6980666667,9.553,8.20779999999,11.1491,4.454,48.665,13.5328666667,41.3599333333,9.00153333333
545.18,10.8335333334,54.7689333333,26.2595333333,29.7398666667,9.55133333333,8.19459999999,11.1627333333,4.4474,48.6822,13.5420666667,41.3746333333,8.99400000001
545.52,10.8378,54.8113333333,26.2604,29.7719333333,9.53993333334,8.17853333333,11.1818666666,4.44,48.6827333333,13.5582,41.3909666667,8.99620000001
545.87,10.871,54.8742,26.2806666667,29.814,9.5598,8.18306666666,11.2224666667,4.4562,48.7191333333,13.5811333333,41.4278,9.01086666666
546.21,10.8984666667,54.8788666667,26.2733333333,29.8396666667,9.59486666667,8.197,11.2592333333,4.48406666667,48.6739333333,13.6133333333,41.4238666666,9.04419999999
546.55,10.9156666667,54.9352,26.2877333333,29.8808,9.60806666667,8.21113333334,11.2821333333,4.4982,48.7208,13.6312,41.4577333333,9.06853333334
546.90,10.9436666667,55.0104666667,26.3074,29.9038,9.61846666668,8.21893333333,11.3147,4.49746666667,48.7500666667,13.6551333333,41.4931,9.07273333332
547.24,10.9256666667,55.0436,26.3034666667,29.9098,9.59366666667,8.20013333334,11.3156333333,4.47213333333,48.7297333333,13.6392,41.4743666667,9.04540000001
547.58,10.9313333333,55.1024,26.3139333333,29.9373333333,9.58886666665,8.20146666667,11.3252333333,4.4596,48.7508,13.6505333334,41.4989666667,9.03993333333
547.92,10.9364,55.1196,26.3242666667,29.9448666667,9.59926666668,8.19233333332,11.3342333333,4.45953333333,48.755,13.6531333333,41.4901333333,9.03780000001
548.27,10.9584666667,55.1567333333,26.3238,29.9626666667,9.60926666666,8.17940000001,11.3505,4.44986666667,48.7792666667,13.6640666667,41.4906333333,9.03533333333
548.61,10.9598,55.2121333333,26.3374,29.9858666667,9.60740000001,8.166,11.3595333333,4.4436,48.8012,13.6715333333,41.4992666667,9.02720000001
548.95,11.0261333333,55.3224,26.4028,30.0492,9.65013333334,8.20873333333,11.4228666667,4.49266666667,48.8781333333,13.7237333333,41.5756666667,9.05540000001
549.29,11.0768,55.4537333333,26.475,30.1348666667,9.70846666667,8.26380000001,11.4827666667,4.5436,48.9762666667,13.7842,41.6687666666,9.09653333333
549.64,11.1024,55.4954666667,26.4940666667,30.1719333333,9.72013333335,8.27766666667,11.4952666667,4.56113333333,49.0086,13.8091333333,41.6910666667,9.10226666667
549.98,11.1200666667,55.5664,26.5156,30.2102666667,9.72606666666,8.28653333333,11.5111,4.56393333333,49.0469333333,13.8328666667,41.7323666667,9.12206666667
550.32,11.1401333333,55.6158,26.5196,30.2214,9.74713333335,8.28446666667,11.5368,4.55626666667,49.0248666666,13.8450666667,41.7454333333,9.10726666667
550.66,11.1642,55.6535333333,26.5196666667,30.2516666667,9.76026666667,8.29153333334,11.5544333334,4.5416,49.0262,13.8573333333,41.7476333333,9.10920000001
551.01,11.1829333333,55.7068666667,26.5307333333,30.2787333333,9.77480000001,8.28986666667,11.5609666667,4.52526666667,49.0517333333,13.8812666667,41.7719333333,9.11606666667
551.35,11.1983333334,55.7236,26.5092,30.3050666667,9.78326666667,8.2894,11.5779666667,4.52566666667,49.0384666667,13.8849333333,41.7604333334,9.12866666667
551.69,11.2354,55.8414,26.5351333333,30.3883333333,9.79733333334,8.32553333333,11.632,4.53193333333,49.1036,13.9243333333,41.8239666667,9.14926666666
552.03,11.2487333333,55.8762,26.5444666667,30.4256,9.79106666667,8.32646666667,11.6582666667,4.52686666667,49.1188,13.9327333333,41.8502,9.15433333333
552.38,11.2995333333,55.9704,26.5931333333,30.5022,9.83506666667,8.37200000001,11.7119,4.5464,49.173,13.9767333333,41.8871333333,9.20246666667
552.72,11.2982,55.949,26.5740666667,30.5000666667,9.82286666667,8.35726666667,11.7148666667,4.53033333333,49.1204666666,13.9829333333,41.8546666666,9.20553333333
553.06,11.3356,55.9824666667,26.5725333333,30.5204666667,9.83820000001,8.36666666666,11.7491666667,4.5314,49.1217333333,14.0054,41.8436,9.225
553.40,11.3799333334,56.0348666667,26.6047333333,30.5714,9.86579999999,8.39273333333,11.8057666667,4.55586666667,49.1246666667,14.0356,41.8638666667,9.25580000001
553.74,11.4286,56.1176,26.6619333333,30.6237333334,9.89113333335,8.42633333333,11.8662,4.58,49.1469333334,14.0724,41.8982666667,9.27226666667
554.09,11.4260666667,56.1086,26.6523333333,30.6343333333,9.87206666667,8.41926666666,11.8715,4.57326666667,49.1538666667,14.0784666667,41.8802,9.27286666667
554.43,11.4266666667,56.1144666667,26.6576666667,30.6566,9.86719999999,8.41413333334,11.9040333334,4.59566666667,49.1379333333,14.0932,41.8782,9.27799999999
554.77,11.4737333333,56.1283333333,26.6746,30.7120666667,9.91066666667,8.44873333333,11.9583666667,4.64773333333,49.1341333333,14.1427333333,41.8936,9.32259999999
555.11,11.5172,56.1737333333,26.7137333333,30.742,9.94213333334,8.46493333333,11.9896333333,4.6776,49.1408666667,14.1925333333,41.9285333333,9.35000000001
555.45,11.568,56.2519333334,26.7616,30.7983333333,9.98726666665,8.48660000001,12.0504666667,4.70706666667,49.1821333333,14.2354666667,41.9867,9.38373333334
555.80,11.5760666667,56.3096666667,26.7864,30.819,9.9898,8.50033333333,12.0735333333,4.69953333333,49.1813333333,14.2409333333,42.0253666667,9.40546666667
556.14,11.5988,56.3314666667,26.8196,30.8605333333,9.99299999999,8.50806666666,12.1076666667,4.72133333333,49.1742666667,14.2786666667,42.0277,9.41473333335
556.48,11.6215333333,56.3892666667,26.8403333333,30.9029333333,10.0152,8.54273333333,12.1469,4.73713333333,49.1783333333,14.2975333333,42.0627,9.43213333334
556.82,11.6304666666,56.3968666667,26.8566,30.9174,10.0284,8.54046666667,12.1515666667,4.75366666667,49.1578666667,14.3070666667,42.0761,9.4438
557.16,11.6402666667,56.4578666667,26.8693333333,30.9631333334,10.0584666667,8.55473333333,12.1761333333,4.74626666667,49.1759333333,14.3185333333,42.0993,9.45626666667
557.50,11.6506,56.5296666667,26.8622,31.0096666667,10.0609333333,8.53953333333,12.1816666667,4.7308,49.1979333333,14.3245333333,42.1267333333,9.46253333334
557.85,11.7418,56.6523333333,26.9298666667,31.096,10.1392,8.60006666667,12.2642333333,4.7976,49.247,14.3995333333,42.2161666667,9.52013333334
558.19,11.7604666667,56.8032,26.975,31.1432666667,10.1634666667,8.60600000001,12.3111666667,4.79846666667,49.2947333333,14.4138,42.2531333333,9.52779999999
558.53,11.7199333333,56.8548666667,26.9596,31.1442,10.1082666667,8.57386666667,12.3157333333,4.74493333333,49.2792666667,14.3792,42.2590666667,9.48460000001
558.87,11.7107333333,56.9006,26.9538,31.154,10.0893333333,8.55726666667,12.3492,4.7254,49.2999333333,14.3561333333,42.2615,9.4832
559.21,11.7068,56.9099333333,26.9454666667,31.1533333333,10.0839333333,8.56306666667,12.3502,4.73133333333,49.2677333333,14.3647333333,42.2397333333,9.49573333335
559.55,11.7326,56.9380666667,26.9463333333,31.1803333333,10.1206666667,8.56426666666,12.3898666667,4.75653333333,49.2654666667,14.3969333334,42.2563333333,9.51639999999
559.89,11.7019333333,56.9511333333,26.9026666667,31.13,10.0894666667,8.52173333334,12.3808666666,4.70933333333,49.2483333333,14.3675333333,42.2453,9.46773333333
560.23,11.7052666667,57.0164666667,26.9324,31.1599333333,10.1037333333,8.50726666667,12.3961666667,4.70633333333,49.2912666667,14.3786666666,42.2625,9.48786666668
560.58,11.7456,57.1456,26.9986,31.2587333334,10.1478,8.54053333333,12.4683666667,4.72413333333,49.3960666667,14.4197333333,42.3349666667,9.50933333333
560.92,11.7504666667,57.1428,26.9911333333,31.2322,10.1333333333,8.52746666667,12.4646666667,4.72466666667,49.3767333333,14.4294,42.3179333333,9.50060000001
561.26,11.7497333333,57.1577333333,26.9855333333,31.2258666667,10.1404666667,8.52433333333,12.4919333333,4.72306666667,49.3878,14.4303333333,42.3084666667,9.48040000001
561.60,11.7199333333,57.1982666667,26.9735333333,31.2338,10.101,8.50866666666,12.4941333333,4.70213333333,49.3888666667,14.4208,42.3077666667,9.47833333332
561.94,11.7429333333,57.1611333333,26.9614666667,31.2442,10.106,8.52926666666,12.5078333333,4.7044,49.3862666667,14.4393333333,42.3136666667,9.50026666665
562.28,11.8110666667,57.2457333333,27.0259333333,31.3161333333,10.1731333333,8.55979999999,12.5584666667,4.7506,49.4793333333,14.5087333333,42.3777666667,9.54686666667
562.62,11.7971333334,57.2204,27.0035333333,31.3129333333,10.1530666667,8.54206666666,12.5395666667,4.71466666667,49.4486,14.4976,42.3650666667,9.5222
562.96,11.7900666667,57.1872,26.9668,31.2794,10.1364,8.51313333333,12.5412666667,4.67833333333,49.4404,14.4703333333,42.3487666666,9.49693333333
563.30,11.8003333333,57.2282666667,26.9710666666,31.2989333333,10.1135333333,8.5122,12.5367666666,4.64793333333,49.4638666666,14.4716666667,42.3621333334,9.48059999999
563.64,11.8603333333,57.3154,27.0208666667,31.3746666667,10.1644666667,8.54766666666,12.6056666667,4.67006666667,49.5016666667,14.5045333333,42.4254666667,9.52320000001
563.99,11.8536666667,57.286,26.9792666667,31.3590666667,10.1361333333,8.54353333333,12.6295,4.64613333333,49.4549333333,14.4905333333,42.3911,9.50213333333
564.33,11.8291333333,57.2479333333,26.9059333333,31.3034,10.0833333333,8.50333333333,12.6061666667,4.57506666667,49.3805333333,14.4596,42.3446,9.45840000001
564.67,11.8354666667,57.2558666667,26.9014,31.3089333333,10.079,8.49953333334,12.6431333333,4.5674,49.3590666666,14.4828,42.3332666667,9.4572
565.01,11.8192666667,57.2348666667,26.8786666667,31.2998666667,10.0699333333,8.48679999999,12.6428,4.52866666667,49.3373333333,14.4634666667,42.31,9.45179999999
565.35,11.8083333333,57.2116666667,26.8504666667,31.3006666667,10.0670666667,8.46066666667,12.6435333333,4.51146666667,49.3030666667,14.4456,42.2624666667,9.42953333332
565.69,11.8143333333,57.2534666667,26.8502666667,31.3353333333,10.0746666667,8.467,12.6504333333,4.49653333334,49.281,14.4474666667,42.2619666667,9.43286666667
566.03,11.8626666667,57.2813333333,26.8781333333,31.3588,10.0980666667,8.49779999999,12.6932,4.50973333333,49.2637333333,14.4672666667,42.2749333333,9.46299999999
566.37,11.8763333333,57.3383333333,26.8984666667,31.3892666667,10.1246666667,8.52166666667,12.7352333333,4.53066666667,49.2834666667,14.4914666667,42.3214666667,9.4878
566.71,11.8985333333,57.364,26.9097333333,31.4264666666,10.1297333333,8.53046666667,12.7535,4.54013333333,49.2851333333,14.5141333333,42.3321,9.48606666668
567.05,11.9138,57.3674,26.9149333333,31.427,10.1601333333,8.54420000001,12.7887666667,4.55413333333,49.2451333333,14.5210666667,42.2933333333,9.49346666668
567.39,11.9144,57.3757333333,26.9089333333,31.437,10.1466666667,8.546,12.7975,4.5614,49.258,14.5452,42.2827,9.50039999999
567.73,11.9476666667,57.5078,26.9646,31.5279333333,10.1852666667,8.56,12.8222333333,4.57773333333,49.3586666667,14.6045333333,42.3480666667,9.54026666666
568.07,11.9443333333,57.5450666667,26.9872,31.5630666667,10.1848,8.56406666667,12.8367,4.58326666667,49.3779333333,14.6144666667,42.3721333333,9.56153333334
568.41,11.9465333333,57.6519333333,27.0236666667,31.6199333333,10.1845333333,8.55693333334,12.8593,4.55473333333,49.4538666667,14.6068666667,42.4500666667,9.54773333333
568.75,11.992,57.7493333333,27.0842666667,31.6899333333,10.2133333333,8.58479999999,12.9110666667,4.59913333334,49.5098,14.6546666667,42.5074,9.5906
569.09,12.0297333333,57.759,27.1159333333,31.7044,10.2339333333,8.61173333333,12.9599666667,4.60166666667,49.5183333333,14.6892,42.5190333333,9.62639999999
569.43,12.0462,57.7966,27.1232666667,31.7164666667,10.2381333333,8.59926666667,12.9894,4.59993333333,49.5333333334,14.7210666667,42.5320333333,9.63973333333
569.77,12.0138666667,57.8314666667,27.1077333333,31.7206,10.2252666666,8.59193333334,12.9949666667,4.581,49.5344,14.719,42.5124333333,9.62880000001
570.11,12.0547333333,57.8685333333,27.1208,31.7612666667,10.2414666667,8.60139999999,13.0299666667,4.57453333333,49.5494666667,14.7447333333,42.5078,9.64986666667
570.45,12.0553333333,57.9342,27.1381333333,31.7912666667,10.2419333333,8.59719999999,13.0694333333,4.56213333333,49.5622,14.7656666667,42.5445,9.66319999998
570.79,12.0811333333,57.9812,27.1514666667,31.8331333333,10.2556666667,8.61299999999,13.1044666667,4.56926666667,49.5943333333,14.7805333333,42.5705333333,9.68406666668
571.13,12.1161333333,58.0133333333,27.1783333333,31.8780666667,10.2894666667,8.62673333333,13.1602,4.59106666667,49.5815333333,14.81,42.5946666667,9.72580000001
571.47,12.15,58.0096,27.1915333334,31.8845333333,10.3152666667,8.66373333334,13.2132333333,4.61073333333,49.5569333333,14.8162666667,42.6030333333,9.75080000001
571.81,12.1802666667,58.0102,27.1942666667,31.912,10.3269333333,8.68226666667,13.2531666667,4.6302,49.532,14.8516666667,42.5866,9.7638
572.15,12.1972,57.9544,27.1817333333,31.8962,10.3434,8.70280000001,13.2769333333,4.65826666667,49.4779333333,14.8690666667,42.5424666667,9.80073333331
572.49,12.1916666667,57.9326666667,27.1544,31.8593333333,10.3268,8.69413333332,13.2638,4.63646666667,49.4217333333,14.8596666667,42.5144333333,9.77700000001
572.83,12.2071333333,58.0202,27.1772666666,31.9014,10.3538666667,8.708,13.2968333333,4.6442,49.4625333333,14.882,42.5652333333,9.77600000001
573.17,12.2369333333,58.0539333333,27.1981333333,31.9363333333,10.3702,8.74119999999,13.3387,4.65646666667,49.4996666667,14.8806,42.5965333333,9.79373333335
573.51,12.2635333333,58.0392666667,27.1794,31.9547333333,10.3783333333,8.74400000001,13.3686,4.67086666667,49.4882,14.8872666666,42.5878666667,9.8088
573.85,12.2812666667,58.0901333333,27.2027333333,31.9848,10.3994666667,8.76800000001,13.4116333333,4.69193333333,49.5062666667,14.906,42.6249,9.81920000001
574.19,12.338,58.1563333333,27.2362,32.0410666667,10.4411333333,8.81280000001,13.4659,4.72226666667,49.5346666667,14.9416,42.6628,9.86026666666
574.53,12.3436,58.1699333333,27.2517333333,32.0611333333,10.4490666667,8.81459999999,13.4879,4.73366666667,49.5498666667,14.9626666667,42.6775,9.8626
574.87,12.3623333333,58.2396666667,27.2737333333,32.0912,10.4501333333,8.83586666667,13.5120666666,4.73226666667,49.5905333333,14.9826666667,42.7102666666,9.85960000001
575.21,12.3487333333,58.2598666667,27.2614,32.1127333333,10.4268666667,8.80093333334,13.5094666667,4.71593333333,49.5754,14.9862,42.7214666667,9.82473333333
575.55,12.3601333333,58.3429333333,27.2920666667,32.1496,10.4518,8.80846666666,13.5446666667,4.7224,49.6452,14.9879333333,42.7528,9.83260000001
575.89,12.3982666667,58.4345333333,27.3289333333,32.2402666667,10.4688,8.82533333335,13.5790333333,4.74,49.7108666667,15.0169333333,42.8112,9.84506666666
576.22,12.4470666667,58.5640666667,27.392,32.3672666667,10.506,8.86139999999,13.6611,4.78453333333,49.8069333333,15.0758666667,42.9212,9.90380000001
576.56,12.4484666667,58.5366,27.3774666667,32.3654,10.4864,8.83986666667,13.6719333333,4.78993333333,49.7632666667,15.0608666667,42.8963666667,9.90486666667
576.90,12.4792,58.5626,27.3832,32.4156666666,10.5149333333,8.84226666667,13.7182333333,4.818,49.7732666667,15.1017333333,42.9216333334,9.91686666665
577.24,12.468,58.5868,27.4018,32.4125333333,10.5116666666,8.83520000001,13.7376333333,4.81886666667,49.7621333333,15.1021333333,42.9452333333,9.90086666667
577.58,12.4793333333,58.5962,27.4130666667,32.4495333333,10.5114666667,8.82079999999,13.7601333333,4.83026666666,49.7440666667,15.1123333333,42.9255,9.90906666667
577.92,12.4469333334,58.5713333334,27.3906666667,32.4435333333,10.4758666667,8.78160000001,13.7386333333,4.8146,49.7135333333,15.0729333333,42.8821333333,9.86880000001
578.26,12.4462,58.5962666666,27.3628666667,32.4597333333,10.4723333334,8.76240000001,13.7483,4.8108,49.7052666667,15.0777333333,42.8736333333,9.85553333332
578.60,12.4772,58.6046,27.3772666667,32.4912,10.5030666667,8.77886666667,13.7842333333,4.8512,49.7226,15.0868,42.8737666667,9.87173333334
578.94,12.5203333333,58.6222,27.3888666667,32.5235333333,10.5366666667,8.8188,13.8404,4.89893333333,49.7356,15.1098,42.8689,9.90213333332
579.28,12.5913333333,58.6841333333,27.4238,32.5942,10.5873333333,8.85040000001,13.9032333333,4.95493333333,49.7455333333,15.1532666667,42.9189333333,9.94840000001
579.61,12.5849333334,58.6976666667,27.4106666667,32.5684666667,10.595,8.844,13.9298,4.96006666667,49.6877333333,15.146,42.8973666667,9.94939999999
579.95,12.5716666667,58.6780666667,27.3884666667,32.5554666667,10.5956,8.83626666667,13.9276666667,4.96166666667,49.6357333333,15.1362,42.8221333333,9.91626666666
580.29,12.5889333333,58.7340666667,27.4150666667,32.6204,10.6158666667,8.85886666665,13.9520333333,4.97133333334,49.653,15.1634,42.8544,9.92973333334
580.63,12.5735333333,58.6744,27.4139333333,32.6086,10.6275333333,8.87586666667,13.9604,5.0132,49.5599333333,15.1702666667,42.792,9.93373333334
580.97,12.6428,58.8146666667,27.4689333333,32.7267333333,10.681,8.91646666667,14.0092,5.05673333334,49.656,15.2324,42.8813333333,9.98026666667
581.31,12.7020666667,58.8803333333,27.5044666667,32.7908,10.7228666667,8.96766666667,14.0744666667,5.10653333333,49.747,15.2796,42.9660333333,10.0094
581.65,12.7494,58.9584666667,27.5374,32.8438,10.7837333333,9.0118,14.1402666667,5.14786666667,49.761,15.3233333333,43.0277,10.0324
581.98,12.7927333333,59.0710666667,27.5866666667,32.9199333333,10.8009333333,9.05633333335,14.1949666667,5.17706666667,49.8372,15.3544666667,43.0982,10.0748666667
582.32,12.7942,59.1013333333,27.5701333333,32.9506666667,10.81,9.04060000001,14.2087,5.1828,49.8284666667,15.3836,43.1097666667,10.0775333333
582.66,12.8177333334,59.1747333333,27.5986,32.9901333333,10.8073333333,9.03553333334,14.2377,5.1886,49.8691333333,15.405,43.1191666667,10.0860666667
583.00,12.7779333333,59.144,27.5714666667,32.9487333333,10.7474,8.98679999999,14.1971333334,5.15453333333,49.8152,15.3947333333,43.0796,10.041
583.34,12.8021333333,59.2210666667,27.6120666667,33.0400666667,10.7549333333,8.99360000001,14.2155666667,5.1624,49.9022666667,15.4368,43.1373333333,10.0485333333
583.68,12.8292,59.2027333333,27.5950666667,33.0389333333,10.7481333333,8.97346666668,14.2455666667,5.16106666667,49.9,15.4513333333,43.1516666667,10.0614
584.01,12.8484,59.2673333333,27.5995333333,33.0700666667,10.7288666667,8.97466666667,14.2599,5.15293333333,49.9809333333,15.4622,43.1683,10.0614666666
584.35,12.8499333333,59.3452666667,27.5980666667,33.0819333333,10.6989333333,8.96346666667,14.2585666667,5.1152,50.0416,15.4715333333,43.1911666667,10.0623333334
584.69,12.8484,59.3273333333,27.5732666667,33.0601333333,10.6606666667,8.94053333334,14.278,5.10893333333,50.0019333333,15.4636,43.1388666667,10.0593333333
585.03,12.8412,59.3726666666,27.5768666667,33.0756,10.6462,8.91153333334,14.3087333334,5.0954,49.9858,15.4824666667,43.1615333333,10.0628
585.37,12.8528666667,59.3461333333,27.5638,33.0781333333,10.6340666667,8.89986666667,14.3167666667,5.10253333333,49.9918,15.4816,43.1283,10.1023333333
585.70,12.8601333333,59.3239333333,27.5816666667,33.0896,10.6189333333,8.883,14.3207666667,5.107,49.9548666667,15.4877333333,43.1257,10.0892666667
586.04,12.8748666667,59.3722666667,27.6132,33.1215333333,10.6308666667,8.90686666667,14.3582666667,5.09933333333,49.9818,15.5192666667,43.1701333333,10.1086666667
586.38,12.8811333333,59.4017333333,27.6408,33.1445333333,10.6442,8.93046666666,14.3744,5.08593333333,49.9994666666,15.5335333333,43.2150666667,10.1070666667
586.72,12.9563333333,59.4728666667,27.6991333333,33.2318,10.7214,9.01166666666,14.4777666667,5.1156,50.0669333333,15.6052666667,43.2900333333,10.2002
587.06,12.9568,59.4722666667,27.6686,33.2136666667,10.6869333333,8.99573333333,14.4849,5.1052,50.0525333333,15.5888,43.2894666667,10.1900666667
587.39,12.974,59.564,27.6986666667,33.2647333333,10.719,9.02633333334,14.5072666667,5.10246666667,50.0962,15.6076,43.3014333333,10.2078
587.73,13.0226,59.6288666667,27.7372,33.2943333333,10.7668666667,9.05766666667,14.5646333333,5.123,50.108,15.6626666667,43.3641333333,10.249
588.07,13.0426,59.7252666667,27.7696666667,33.3251333333,10.7935333333,9.06340000001,14.6186,5.12886666667,50.1556,15.6819333333,43.4088,10.2604
588.41,13.0504666667,59.7121333333,27.7958,33.3494666667,10.8381333333,9.09073333333,14.6582666667,5.1226,50.1274666667,15.6983333333,43.3961666667,10.2829333333
588.74,13.0173333333,59.7246,27.7852,33.3425333333,10.8300666667,9.08319999999,14.6169333333,5.0792,50.1448,15.6481333333,43.3532,10.2488666667
589.08,13.0342666667,59.7758666667,27.7979333333,33.3391333333,10.8252666667,9.09253333333,14.6482666667,5.07313333333,50.1673333333,15.6878,43.3333666667,10.2470666667
589.42,13.1066,59.8741333333,27.8366666667,33.4331333333,10.9009333333,9.1624,14.7557,5.11713333333,50.2364,15.7662,43.3950666667,10.3176
589.76,13.1306,59.8098666667,27.817,33.4177333333,10.9122666667,9.1704,14.7792666667,5.1392,50.1539333333,15.7509333333,43.3155,10.3367333333
590.09,13.1404,59.8103333333,27.8038666667,33.4268,10.919,9.15520000001,14.8232666667,5.13266666667,50.1457333333,15.7646,43.2944,10.356
590.43,13.0790666667,59.8538666667,27.7706666667,33.4315333333,10.8536666667,9.08666666667,14.7719333333,5.07973333333,50.1634,15.6974666666,43.2920333333,10.2832666667
590.77,13.1232,59.9001333334,27.8392666667,33.4958666667,10.9112,9.13613333334,14.8426333333,5.0874,50.2245333333,15.7334666667,43.3175333333,10.3428
591.11,13.1226666667,59.9219333333,27.8690666667,33.5096666667,10.8892,9.11426666667,14.8557666667,5.07373333333,50.2184,15.7351333333,43.3676333333,10.3234666667
591.44,13.1074,59.9114,27.8674,33.5184,10.8928,9.10586666666,14.8753333333,5.0834,50.1949333333,15.7387333333,43.3504666667,10.3261333333
591.78,13.1749333333,59.9084666667,27.8963333334,33.5865333333,10.9199333333,9.12926666665,14.9299666667,5.1262,50.1741333333,15.7848,43.3797666667,10.3693333334
592.12,13.1858,60.0062,27.9127333333,33.6512666667,10.9162,9.10893333335,14.9467333333,5.121,50.2331333333,15.7986666667,43.4514666667,10.3677333333
592.46,13.2256,60.0328,27.9188,33.6560666667,10.9175333333,9.11566666667,15.0117,5.12993333333,50.1756666667,15.8566666667,43.4524,10.3859333333
592.79,13.2604,60.117,27.9780666667,33.713,10.953,9.14920000001,15.0701,5.1412,50.2234,15.8763333333,43.5518,10.4069333333
593.13,13.2596,60.0863333333,27.965,33.6858,10.9398666667,9.1342,15.0876666667,5.1262,50.1925333333,15.8766,43.5301666667,10.3986
593.47,13.2343333333,60.0873333333,27.9301333333,33.6323333333,10.8946,9.08626666666,15.0778,5.05106666667,50.1890666667,15.8295333333,43.5282333333,10.3574
593.80,13.2476,60.0456,27.9234,33.6066,10.8954,9.09680000001,15.0732666667,5.03066666667,50.1384,15.8293333333,43.4844666667,10.3638666667
594.14,13.2735333333,60.0038666667,27.9089333334,33.5786,10.9297333333,9.13580000001,15.1352,5.0426,50.0983333333,15.8708666667,43.4342666667,10.3790666667
594.48,13.3050666667,60.0256,27.8834,33.5716,10.9553333334,9.16660000001,15.1968,5.0792,50.0624,15.9249333333,43.4227666667,10.3941333333
594.81,13.3915333333,60.0914666667,27.9204666667,33.6426666667,11.0268666667,9.25293333332,15.3059666667,5.14846666667,50.1198666667,15.9980666666,43.4437333333,10.4842
595.15,13.3968,60.0879333333,27.9039333333,33.6393333334,10.9903333333,9.22920000001,15.3208,5.09786666667,50.1028666667,15.969,43.4231666667,10.4516666667
595.49,13.3473333333,60.1258666667,27.8869333333,33.6066666667,10.958,9.19573333335,15.3014,5.01946666667,50.1457333333,15.9288666667,43.4225333333,10.4139333334
595.82,13.3807333333,60.1748666666,27.9036666667,33.6188666667,10.9532,9.22679999999,15.3240666667,5.00933333333,50.2054666667,15.9436666667,43.4496666667,10.4308666667
596.16,13.3689333333,60.1746666667,27.8782666667,33.6009333333,10.9386,9.2306,15.314,4.98326666667,50.2102666667,15.8953333333,43.4354,10.4287333333
596.50,13.3602666667,60.1892666667,27.8652,33.6104666667,10.9131333333,9.20733333333,15.3033,4.95133333333,50.2287333333,15.8997333333,43.4286,10.4162666667
596.83,13.3400666667,60.2214666667,27.8696666667,33.6052666667,10.8935333333,9.18373333334,15.2869666667,4.9204,50.2446666667,15.8875333333,43.4444666667,10.3988666667
597.17,13.3856,60.3539333333,27.9224666667,33.7074666667,10.9407333333,9.23346666667,15.3332666667,4.95673333333,50.3372666667,15.949,43.5173666667,10.4286
597.51,13.4031333333,60.4192666667,27.9378666667,33.7708,10.9576,9.24973333334,15.3765333333,4.9978,50.394,15.9624,43.5683333333,10.4452
597.84,13.4544666666,60.4822666667,27.9668666667,33.8214,10.988,9.28673333332,15.4211,5.04673333333,50.4325333333,15.9950666667,43.6407666667,10.4806
598.18,13.4622666667,60.4556,27.93,33.8313333333,10.9704,9.27540000001,15.4064666667,5.0458,50.4303333333,15.9873333334,43.6329,10.4704666667
598.52,13.4463333333,60.5044,27.9466666667,33.8405333333,10.9508,9.24559999999,15.3976333333,5.00226666667,50.4958666667,15.9896,43.6584333333,10.4477333333
598.85,13.4599333333,60.5443333333,27.9563333333,33.8760666667,10.9958,9.28466666666,15.4295,5.04853333333,50.5205333333,16.0138,43.6835,10.4737333333
599.19,13.4946666667,60.5511333333,27.9607333333,33.9088666667,11.0033333333,9.30793333334,15.4619666667,5.0898,50.4884,16.0422,43.6709666667,10.4929333333
599.53,13.4943333333,60.5386,27.9709333333,33.923,11.0103333333,9.30426666668,15.4881,5.108,50.4498666667,16.0574,43.6757666667,10.4918666667
599.86,13.5484666667,60.6013333334,28.0318666667,33.9939333333,11.0782666667,9.33720000001,15.5570666667,5.17,50.4974666667,16.1411333333,43.7249,10.5153333333
600.20,13.5871333333,60.6130666667,28.0372666667,34.0308,11.1076,9.36633333334,15.6104666667,5.20926666667,50.4744666667,16.1608,43.7061,10.5383333333
600.53,13.6108,60.6547333333,28.0479333333,34.0583333333,11.1202,9.3722,15.6358666667,5.20033333333,50.4876666667,16.1586666667,43.7230333334,10.5539333334
600.87,13.6108666667,60.6510666667,28.0611333333,34.0492,11.1292666667,9.35966666666,15.6734666667,5.194,50.4974,16.1543333333,43.7326,10.5651333333
