wavelength,Back_SpoSimm,Belly_SpoSimm,Breast_SpoSimm,Crissum_SpoSimm,Crown_SpoSimm,DorTail_SpoSimm,Patch10_SpoSimm,Patch11_SpoSimm,Rump_SpoSimm,Throat_SpoSimm,WingTip_SpoSimm
327.67,6.13875,17.51675,10.135,15.621,5.21525,8.50541666667,20.2398333333,10.81775,9.34695833334,13.2871666667,7.30841666667
328.04,6.47808333334,17.9300833333,10.5215833333,15.98575,5.5265,8.90358333333,20.44375,11.123,9.65820833333,13.5554166666,7.53341666667
328.41,6.865,18.2660833333,10.84275,16.3305,5.86966666667,9.29449999999,20.7220833333,11.3783333333,9.98125000001,13.937,7.87741666667
328.78,6.98566666666,18.4093333333,10.9156666667,16.4884166667,5.983,9.33029166668,20.8705833333,11.4599166667,10.104875,13.9905,7.98458333333
329.14,7.05466666666,18.4750833333,10.8768333333,16.5988333333,5.92541666666,9.28508333333,20.9081666667,11.4493333333,10.113625,14.02975,7.96091666667
329.51,7.25666666667,18.7045,11.0073333333,16.8859166667,6.02733333333,9.418875,21.0340833333,11.5358333333,10.3457916667,14.253,8.12391666667
329.88,7.17991666667,18.7464166667,10.81525,16.8480833333,5.94391666667,9.32695833333,20.8875833334,11.34575,10.2397916667,14.1925,7.97858333333
330.24,7.35383333334,18.83175,10.9069166667,16.9401666667,5.98783333333,9.37904166666,21.01875,11.3806666667,10.4200833333,14.3666666667,8.06975
330.61,7.333,18.8774166666,10.7544166667,16.93475,5.94583333333,9.27804166667,21.007,11.3261666667,10.3309166667,14.4160833333,8.11883333333
330.98,7.14375,18.8913333333,10.5520833333,16.7895833333,5.73,9.01254166667,20.94325,11.1943333333,10.1861666667,14.2734166667,8.00825
331.34,6.79008333333,18.8195833333,10.1405833333,16.5873333333,5.35233333333,8.70975,20.8570833333,10.97675,10.027375,14.0470833333,7.60841666667
331.71,6.52883333334,18.82975,9.84041666666,16.3435,5.08483333334,8.44745833333,20.723,10.7664166667,9.72816666667,13.8554166667,7.435
332.08,6.253,18.7140833333,9.55083333334,16.1505833333,4.79566666667,8.175625,20.6815,10.5794166667,9.40774999999,13.6939166667,7.2855
332.44,6.396,18.9854166667,9.74691666666,16.4048333333,4.88216666667,8.23433333333,20.9710833333,10.7754166667,9.55429166667,13.7913333333,7.43008333333
332.81,6.49616666667,19.0651666667,9.84925000001,16.5096666667,5.0125,8.30883333333,21.027,10.8831666667,9.51837499999,13.8373333333,7.54308333333
333.18,6.43183333333,19.178,9.9265,16.5419166667,5.12125,8.447625,21.1205,11.0269166667,9.54995833332,13.8803333333,7.64733333333
333.54,6.31025,19.2348333333,9.96766666668,16.5089166667,5.127,8.487625,21.17725,11.0573333333,9.49070833333,13.86025,7.60891666666
333.91,6.40816666667,19.3423333333,10.1534166667,16.6594166667,5.24258333333,8.68158333333,21.45075,11.2484166667,9.59145833333,13.9674166667,7.7295
334.28,6.25308333333,19.2296666667,10.0378333333,16.495,5.12266666666,8.624875,21.3548333333,11.122,9.32425,13.77975,7.573
334.64,6.40016666667,19.4885833333,10.3231666667,16.7339166667,5.2635,8.76445833333,21.6255,11.3289166667,9.531875,13.9261666667,7.68016666667
335.01,6.58908333333,19.6663333333,10.5471666667,16.9483333333,5.45525,9.03229166667,21.788,11.50175,9.70195833332,14.1485,7.76816666667
335.38,6.784,19.84925,10.7394166667,17.125,5.652,9.21129166666,21.956,11.5791666666,9.83658333333,14.382,7.94341666666
335.74,6.94958333333,20.03225,10.97575,17.4018333333,5.86716666666,9.33179166666,22.2170833334,11.69375,10.086375,14.61225,8.05908333333
336.11,7.07458333333,20.1555,11.2235833333,17.6480833333,6.07975,9.38229166667,22.404,11.8890833333,10.2824166667,14.84125,8.13941666667
336.47,6.74391666667,19.9946666667,11.0653333333,17.49625,5.90091666667,9.18195833334,22.2646666667,11.6926666667,10.0967083333,14.6400833333,7.926
336.84,6.67025,20.1455833334,11.1485,17.554,5.88791666667,9.22483333334,22.3886666667,11.7138333333,10.1452083333,14.7095833334,7.88966666667
337.21,6.73966666667,20.2664166667,11.1816666667,17.6426666667,5.90041666666,9.27925000001,22.4579166667,11.682,10.132375,14.7665833333,7.88841666667
337.57,6.87641666666,20.2855,11.2616666666,17.7185833334,5.90191666666,9.27499999999,22.5120833333,11.7473333333,10.1136666667,14.75625,7.95441666667
337.94,6.843,20.3545,11.31375,17.7831666667,5.87908333333,9.18100000001,22.5166666667,11.7436666667,10.12425,14.7674166667,7.94666666667
338.31,6.947,20.6119166666,11.4405,18.0449166667,6.04366666667,9.30287500001,22.6705833333,11.91675,10.2836666666,14.8948333333,8.09766666667
338.67,7.01908333333,20.6234166667,11.39075,18.1134166667,6.14033333333,9.37941666666,22.7090833333,11.9650833333,10.336125,14.9658333333,8.13616666667
339.04,6.78608333333,20.61425,11.27775,18.07975,5.99608333334,9.21333333333,22.59975,11.8201666667,10.276375,14.7835,8.00533333333
339.40,6.80441666667,20.72275,11.3784166667,18.1986666667,6.00866666667,9.21475,22.6580833333,11.8790833333,10.355,14.7706666667,8.00533333333
339.77,6.82083333333,20.8201666666,11.4440833333,18.296,6.06741666667,9.35116666667,22.7015,11.9250833333,10.423375,14.75875,8.00516666667
340.14,6.7245,20.8023333333,11.27525,18.1870833333,5.84666666666,9.19112500001,22.6433333333,11.6918333334,10.3291666667,14.6274166667,7.88283333333
340.50,6.81175,20.831,11.29875,18.2831666667,5.8665,9.27245833334,22.6953333333,11.68875,10.378875,14.7290833333,7.92358333333
340.87,6.71533333333,20.76075,11.1590833333,18.2573333333,5.73475,9.183,22.5586666666,11.66,10.304625,14.681,7.7505
341.23,6.72083333333,20.8325,11.1345833333,18.30025,5.65375,9.11475,22.6811666667,11.6786666666,10.2991666667,14.7235,7.65866666666
341.60,6.69616666667,20.9608333333,11.1080833333,18.38425,5.60916666667,9.09595833333,22.7591666666,11.6419166667,10.3813333333,14.7985,7.59816666667
341.96,6.65833333333,20.96225,11.07625,18.4225833333,5.58475,9.052125,22.73725,11.6214166666,10.3331666667,14.7516666667,7.57758333333
342.33,6.54541666666,20.9169166667,11.0048333333,18.3398333333,5.42625,8.85216666666,22.6944166666,11.5575,10.2644166667,14.7085833333,7.48008333334
342.70,6.38616666667,20.89875,10.9110833333,18.1603333333,5.20408333333,8.66575,22.5415833333,11.4495833333,9.97979166668,14.573,7.30525
343.06,6.45633333333,20.9695833334,10.9709166667,18.18375,5.23,8.655125,22.6685833333,11.49175,9.98020833331,14.6924166667,7.3285
343.43,6.556,21.0498333333,11.1014166667,18.29425,5.32116666667,8.7135,22.7813333333,11.56075,10.0524583333,14.8255833333,7.433
343.79,6.52491666667,21.0726666667,11.1335,18.30275,5.25408333333,8.61445833333,22.8975833333,11.6366666667,9.98708333334,14.9115,7.47416666666
344.16,6.64975,21.2051666667,11.3051666666,18.4349166667,5.39633333333,8.779875,23.0540833334,11.8149166666,10.1145,15.065,7.60166666667
344.52,6.68891666666,21.3690833333,11.365,18.52925,5.432,8.72825,23.1625833333,11.908,10.09675,15.1115833333,7.56358333333
344.89,6.64425,21.4356666667,11.4014166667,18.563,5.43266666667,8.65054166666,23.2370833333,11.86325,10.0831666667,15.0620833333,7.56141666667
345.25,6.65016666667,21.504,11.4548333333,18.6481666666,5.50225,8.66370833333,23.2984166666,11.9089166667,10.174125,15.08025,7.63183333333
345.62,6.66458333333,21.5803333333,11.51075,18.70525,5.60008333333,8.69033333333,23.3821666667,11.9314166667,10.1843333333,15.0956666667,7.69366666667
345.99,6.64366666667,21.6171666667,11.48425,18.6268333333,5.56075,8.609375,23.42325,11.8689166667,10.1575416667,15.0704166667,7.56375
346.35,6.58491666667,21.636,11.4674166666,18.6124166666,5.50066666667,8.55754166666,23.5038333334,11.783,10.1141666667,15.0339166667,7.41633333333
346.72,6.42958333334,21.4916666667,11.38325,18.5315,5.39933333333,8.4285,23.557,11.6646666667,10.0764583333,14.9399166666,7.28375
347.08,6.54866666667,21.6150833334,11.48525,18.68525,5.52766666667,8.525,23.7514166667,11.7848333333,10.2165833333,15.1146666667,7.41166666667
347.45,6.60525,21.76025,11.55075,18.7609166667,5.60925,8.59241666667,23.8835,11.9205,10.2425416667,15.17475,7.49891666667
347.81,6.53741666666,21.74175,11.4636666666,18.758,5.52866666666,8.437125,23.8395833333,11.78,10.098875,15.07775,7.37075
348.18,6.39583333334,21.6766666667,11.3016666667,18.719,5.47066666667,8.28395833333,23.76975,11.6249166666,9.99625000001,14.9629166666,7.26566666667
348.54,6.40033333333,21.7490833334,11.4248333333,18.7856666667,5.51516666667,8.332625,23.8310833334,11.6450833333,10.057125,15.0240833333,7.345
348.91,6.54583333333,21.91075,11.60175,18.9425,5.57983333333,8.43716666667,24.0141666667,11.732,10.1799166666,15.1255,7.48025
349.27,6.59875,21.9839166667,11.7024166667,19.0175833333,5.57783333333,8.43141666667,24.0885,11.7865833334,10.1799166667,15.1796666667,7.47066666667
349.64,6.396,21.8766666666,11.5314166667,18.8555,5.37,8.23245833333,23.94375,11.63225,10.0180416667,15.0530833333,7.26508333333
350.00,6.43508333333,21.92425,11.5098333333,18.9813333333,5.439,8.25175,24.0053333333,11.5946666667,10.03775,15.1404166667,7.33716666667
350.37,6.48725,22.03525,11.5879166667,19.1263333333,5.49691666667,8.337625,24.03825,11.66825,10.1120833333,15.2271666667,7.43766666667
350.73,6.70125,22.36825,11.7868333333,19.4311666667,5.66041666667,8.5395,24.2285,11.8603333334,10.2874583333,15.4375,7.66225
351.10,6.70858333333,22.42175,11.8675833333,19.4630833333,5.67725,8.522375,24.2215,11.83825,10.2715833333,15.37875,7.64808333333
351.46,6.74725,22.4876666667,11.8630833333,19.56075,5.68583333333,8.52541666667,24.2594166667,11.7885,10.2777916667,15.3878333333,7.66616666667
351.83,6.86433333333,22.6298333333,11.94675,19.65475,5.77408333333,8.664875,24.38575,11.91025,10.4452083333,15.5336666666,7.76425
352.19,6.932,22.8169166667,12.091,19.8345833333,5.83466666667,8.74529166667,24.4915,12.0598333333,10.4859166667,15.69175,7.81608333333
352.55,6.85675,22.798,11.9144166667,19.7359166667,5.71866666667,8.616875,24.4034166667,12.0490833333,10.43225,15.5656666667,7.72408333333
352.92,6.83316666666,22.7405833333,11.7976666667,19.705,5.72133333333,8.59283333333,24.4059166667,12.0781666667,10.4439166667,15.567,7.67441666667
353.28,6.73533333333,22.7494166666,11.7373333333,19.673,5.6365,8.54070833333,24.4076666667,12.0030833333,10.41175,15.5424166667,7.57916666666
353.65,6.87325,22.8676666667,11.8588333333,19.8735,5.69966666667,8.682625,24.51525,12.1489166667,10.49125,15.6410833333,7.648
354.01,6.81483333333,22.9265833333,11.8806666667,19.8425,5.63725,8.70595833333,24.5075,12.18975,10.4819166667,15.5959166667,7.5635
354.38,6.79508333333,23.05075,11.925,19.9156666667,5.69766666667,8.742125,24.6258333333,12.2141666666,10.5101666667,15.6931666667,7.60158333333
354.74,6.81916666667,23.1371666667,12.01575,19.97425,5.71725,8.78108333333,24.7003333333,12.2404166667,10.5595833333,15.73925,7.63266666667
355.11,6.88766666667,23.3414166667,12.0589166667,20.15125,5.80375,8.90104166667,24.8825,12.35225,10.639,15.91525,7.74883333333
355.47,6.74866666667,23.27825,11.9483333333,20.0126666666,5.66333333334,8.74425,24.866,12.2846666667,10.5661666667,15.8765833334,7.60708333333
355.83,6.60233333333,23.2561666667,11.8838333334,19.9963333333,5.57091666667,8.60629166666,24.7964166666,12.24125,10.454125,15.7894166667,7.48391666667
356.20,6.64316666667,23.3485833333,11.92425,20.024,5.53483333333,8.60529166667,24.89975,12.2686666667,10.496375,15.7645833333,7.49683333334
356.56,6.76383333333,23.5326666667,12.0521666667,20.2236666667,5.57183333333,8.69566666667,25.1146666667,12.33675,10.5499166667,15.9148333333,7.56175
356.93,6.78508333333,23.643,12.138,20.3636666666,5.58533333333,8.690625,25.2139166667,12.3859166667,10.5647916667,15.9860833333,7.55416666667
357.29,6.83208333333,23.7129166667,12.2065833334,20.4588333333,5.64241666667,8.74525,25.3166666667,12.4116666667,10.6050416667,16.0240833333,7.61983333334
357.66,6.80466666667,23.811,12.2360833334,20.4730833333,5.64466666667,8.726,25.3775,12.37625,10.62725,16.0316666667,7.64408333333
358.02,6.83866666667,23.9605,12.3169166667,20.59875,5.64508333333,8.73020833333,25.4890833333,12.41025,10.6540833333,16.0914166667,7.71241666667
358.38,6.96291666667,24.1010833334,12.4374166667,20.7083333333,5.69508333333,8.777,25.614,12.5271666667,10.74425,16.17075,7.75166666666
358.75,6.94225,24.0790833333,12.442,20.72175,5.70175,8.73475,25.6440833334,12.5494166667,10.76775,16.1899166666,7.72058333334
359.11,6.84208333333,24.0224166667,12.41375,20.7050833334,5.55075,8.62145833334,25.6504166667,12.5616666666,10.7035,16.0574166667,7.58075
359.48,6.95875,24.2145833333,12.5653333334,20.895,5.65325,8.78733333332,25.8469166667,12.6878333333,10.8425,16.1705833333,7.68125
359.84,7.0275,24.31425,12.6215833333,20.9559166667,5.70141666667,8.88429166668,25.89875,12.6703333333,10.926375,16.2745,7.74616666667
360.20,7.04425,24.33225,12.6244166666,20.9776666666,5.73108333333,8.90166666666,25.9521666667,12.6866666667,10.9650416666,16.3134166666,7.74491666667
360.57,7.01708333333,24.38525,12.6616666667,21.0058333334,5.7475,8.87208333334,25.95375,12.6986666667,11.0032916667,16.29725,7.75058333333
360.93,7.02758333334,24.4984166667,12.6841666667,21.0224166667,5.72958333333,8.88608333333,26.0121666667,12.7325,11.0095416667,16.3426666667,7.75975
361.29,7.001,24.5244166667,12.66075,21.0085,5.68366666667,8.83279166667,25.9575,12.7301666667,10.9905,16.3780833333,7.69475
361.66,7.02508333334,24.5931666667,12.7223333334,21.0845833334,5.71216666667,8.88354166668,26.0313333334,12.8301666667,11.04225,16.4173333333,7.71583333333
362.02,7.03983333333,24.60725,12.7221666667,21.1331666667,5.72466666667,8.91275000001,26.0359166666,12.8868333333,11.0643333333,16.4193333333,7.71033333333
362.39,7.04116666667,24.5838333333,12.7184166667,21.1345,5.73125,8.89749999999,25.951,12.8659166667,11.0592083334,16.3948333334,7.68425
362.75,7.07533333334,24.7044166667,12.7310833333,21.2179166667,5.76141666667,8.92520833333,25.95725,12.9175833333,11.078375,16.4329166666,7.68375
363.11,7.17066666667,24.90475,12.8309166667,21.3424166666,5.86783333333,9.01758333333,26.0036666667,12.9875,11.194375,16.54975,7.75825
363.48,7.05691666666,24.834,12.7468333333,21.258,5.76791666667,8.89804166666,25.8720833333,12.9278333333,11.0879166667,16.4364166667,7.68291666667
363.84,7.0425,24.8721666666,12.7374166667,21.2720833333,5.75258333334,8.86929166666,25.88725,12.9715,11.058875,16.398,7.68191666667
364.20,6.95566666667,24.9265,12.72125,21.2650833333,5.68883333333,8.79108333333,25.827,12.9310833333,10.98925,16.3631666667,7.59316666667
364.57,6.97533333333,24.9834166667,12.7479166667,21.3405,5.74366666667,8.823875,25.8520833334,12.988,11.0443333333,16.4556666666,7.59733333333
364.93,6.94058333333,24.9814166666,12.7415833333,21.359,5.72625,8.77295833333,25.8109166667,12.9606666667,10.99725,16.42325,7.55783333333
365.29,6.93008333333,25.0513333333,12.8060833333,21.4170833333,5.77191666666,8.76758333333,25.8838333333,12.9853333333,10.9664583333,16.41975,7.569
365.66,6.907,25.0396666667,12.80275,21.4005,5.77583333333,8.71525,25.8555,12.9131666667,10.9265416667,16.4271666667,7.51766666666
366.02,6.943,25.1063333334,12.866,21.3801666666,5.79916666667,8.72183333333,25.89,12.9256666667,10.9793333333,16.51525,7.54766666667
366.38,6.95166666667,25.205,12.90675,21.4363333333,5.8125,8.725,25.994,12.9613333333,10.994125,16.6005833333,7.58516666667
366.75,6.91866666667,25.194,12.9216666667,21.5013333333,5.77991666666,8.71,26.0258333333,12.9215833333,10.974375,16.5765833334,7.56441666667
367.11,6.85683333333,25.1389166667,12.911,21.4086666667,5.73991666667,8.677625,26.0355,12.8724166667,10.91425,16.58575,7.53125
367.47,6.88058333334,25.23475,12.9345833333,21.46425,5.75733333333,8.703375,26.0575833334,12.89325,10.912375,16.68,7.52291666667
367.84,6.99208333333,25.4159166666,13.1250833333,21.6264166666,5.85083333333,8.83175,26.258,13.0294166667,11.0322083333,16.8896666667,7.57166666667
368.20,7.0545,25.4525,13.1376666666,21.677,5.89141666667,8.87595833333,26.2479166667,13.0386666667,11.0462916667,16.9505,7.64125
368.56,7.07683333334,25.4788333333,13.15875,21.68475,5.87591666666,8.87770833332,26.2855833333,13.0403333333,11.0256666667,16.9210833333,7.60508333333
368.93,7.1975,25.6425833334,13.2934166666,21.8219166667,5.97775,8.97437499999,26.421,13.1726666667,11.140375,17.0805,7.72266666666
369.29,7.2805,25.7466666667,13.3264166667,21.94325,6.04941666667,9.06479166667,26.51225,13.2983333333,11.199,17.1471666667,7.80383333333
369.65,7.3375,25.9189166666,13.4465,22.0990833333,6.10475,9.16291666668,26.6813333333,13.4579166667,11.30025,17.2585833333,7.87691666667
370.01,7.371,25.9946666666,13.5310833333,22.22125,6.15408333334,9.18141666668,26.76625,13.5075833333,11.3482916667,17.3131666667,7.91766666666
370.38,7.40341666667,26.01575,13.5999166666,22.3450833333,6.162,9.2415,26.8675833333,13.5603333334,11.4205833334,17.3041666667,7.94625
370.74,7.35275,26.13675,13.62525,22.3719166667,6.15633333333,9.22604166666,26.96775,13.6081666667,11.4376666667,17.3575833333,7.90883333333
371.10,7.23916666667,26.0629166667,13.4866666667,22.3136666667,6.03658333333,9.07341666667,26.8691666666,13.5146666666,11.310625,17.2416666667,7.76508333333
371.46,7.20916666667,26.1099166667,13.4630833333,22.3449166667,6.06891666667,8.99433333334,26.8284166667,13.4831666666,11.2874583333,17.1733333334,7.70566666666
371.83,7.17475,26.1511666666,13.433,22.3855,6.01941666667,8.91933333334,26.7501666667,13.4330833333,11.209875,17.0870833333,7.65425
372.19,7.15283333333,26.2486666667,13.4545833333,22.4710833333,6.0385,8.94795833334,26.8820833333,13.4644166667,11.250875,17.0961666667,7.6375
372.55,7.05391666667,26.2435833333,13.4398333333,22.4354166666,5.93416666667,8.89004166667,26.877,13.36425,11.1734583333,17.0925833333,7.61925
372.92,7.0005,26.2823333333,13.4169166666,22.4576666666,5.92525,8.86141666667,26.88375,13.2819166667,11.1651666667,17.067,7.61041666667
373.28,7.01808333333,26.3333333333,13.46325,22.4425,5.90225,8.85504166667,26.8031666667,13.2691666667,11.2345,17.055,7.60066666667
373.64,7.02275,26.34925,13.4474166667,22.4265833333,5.8925,8.778875,26.8048333333,13.2290833333,11.2115416667,17.0356666667,7.60183333333
374.00,6.99816666667,26.4476666667,13.4155833333,22.4808333333,5.84941666667,8.77983333334,26.848,13.24525,11.2075833333,17.0799166667,7.53058333333
374.37,6.93475,26.5158333333,13.4056666667,22.4209166667,5.78283333333,8.68883333333,26.881,13.2180833334,11.1554166667,17.1040833334,7.423
374.73,7.02216666667,26.5709166666,13.4615833333,22.43675,5.82091666667,8.66920833333,26.8835,13.2631666666,11.1702083333,17.1028333333,7.46
375.09,7.13183333333,26.6806666667,13.54975,22.601,5.88075,8.73375,26.9911666667,13.35825,11.2353333333,17.1489166667,7.53491666667
375.45,7.219,26.8830833333,13.7701666667,22.78175,5.90966666667,8.87079166666,27.2490833333,13.5159166666,11.3562083333,17.293,7.61716666667
375.81,7.22,26.87025,13.7723333333,22.7398333333,5.91141666667,8.85912500001,27.28475,13.5394166667,11.425375,17.3208333333,7.59816666666
376.18,7.24341666667,26.8749166667,13.8145833333,22.7594166667,5.88916666667,8.83466666666,27.2383333333,13.6076666667,11.4238333334,17.3025833333,7.59233333334
376.54,7.32083333333,26.9915,13.8470833333,22.8233333333,5.9805,8.88891666667,27.3111666667,13.68725,11.4935,17.35275,7.60033333333
376.90,7.30275,26.9953333334,13.84075,22.83175,5.95833333334,8.91320833334,27.3078333334,13.7211666667,11.4772083333,17.3490833334,7.58225
377.26,7.24075,27.0403333333,13.8605833333,22.9013333333,5.946,8.85924999999,27.35125,13.7105833333,11.43125,17.3695,7.51716666667
377.63,7.23208333333,27.0810833333,13.8935833333,22.9893333333,5.97633333333,8.90254166667,27.3855833333,13.7601666667,11.4284583333,17.3665833334,7.50366666667
377.99,7.30516666667,27.16125,13.9915833333,23.0874166667,6.07208333333,8.97908333332,27.453,13.855,11.4499583334,17.4044166667,7.60191666666
378.35,7.38358333333,27.2503333333,14.0075,23.17775,6.14858333333,9.048125,27.4268333333,13.9413333334,11.51475,17.4735,7.70583333333
378.71,7.38383333333,27.297,14.0124166667,23.2238333333,6.18133333334,9.11000000001,27.4824166667,14.02075,11.58,17.538,7.76208333333
379.07,7.30875,27.2943333333,14.0289166667,23.1959166667,6.18183333333,9.10700000001,27.4446666667,13.972,11.5680833333,17.5525,7.7545
379.44,7.29408333333,27.1944166667,13.9925,23.182,6.17641666667,9.05620833332,27.3735833333,13.9261666667,11.5639166667,17.5288333333,7.74583333333
379.80,7.32066666666,27.2574166667,14.0798333333,23.3061666667,6.21141666667,9.08954166667,27.4206666666,13.9745833334,11.6018333333,17.5480833333,7.81816666667
380.16,7.26233333333,27.2819166666,14.0718333333,23.3019166667,6.18891666666,9.05466666666,27.41475,13.9073333333,11.5935416667,17.533,7.79508333333
380.52,7.18875,27.3143333333,14.0813333333,23.3335,6.14116666667,9.01724999999,27.4049166667,13.905,11.553125,17.5219166667,7.79933333333
380.88,7.191,27.40175,14.1451666666,23.3755,6.11425,9.01570833332,27.4551666667,13.9438333333,11.5894166667,17.5825833334,7.78641666667
381.24,7.22808333333,27.4459166667,14.131,23.3698333333,6.13425,9.04099999999,27.50675,13.9725833334,11.620375,17.5679166666,7.81958333334
381.61,7.20025,27.4385833333,14.089,23.3440833333,6.071,8.97958333334,27.4804166667,13.9421666667,11.5834166667,17.5624166667,7.75225
381.97,7.09658333334,27.3935,13.9956666667,23.24825,5.96941666667,8.83275,27.4134166667,13.8620833333,11.5120833333,17.4478333333,7.637
382.33,7.07875,27.4093333333,14.0015,23.25075,5.93216666667,8.81366666667,27.4463333333,13.8073333333,11.4607083333,17.424,7.59333333333
382.69,7.11125,27.4715,14.029,23.2929166667,5.947,8.836375,27.4516666666,13.7523333333,11.46,17.4066666667,7.57158333333
383.05,7.18858333333,27.6120833333,14.1183333333,23.3903333333,6.00166666666,8.898375,27.5673333333,13.8428333334,11.5397916667,17.4883333333,7.57291666667
383.41,7.2085,27.67475,14.11425,23.44575,6.03725,8.93074999999,27.558,13.8554166667,11.541625,17.5083333333,7.55558333333
383.77,7.156,27.7034166666,14.0644166667,23.4260833333,6.00583333333,8.891625,27.58325,13.8271666666,11.4888333333,17.4889166667,7.49825
384.14,7.1455,27.7195,14.0515,23.4473333333,5.95933333333,8.83825,27.6114166667,13.8784166667,11.48,17.4811666667,7.46383333333
384.50,7.17225,27.7604166666,14.0715,23.4954166667,5.94183333333,8.8555,27.6183333333,13.8915,11.4929166667,17.5029166667,7.428
384.86,7.15883333333,27.7586666667,14.01475,23.4810833333,5.93066666667,8.78070833333,27.5999166667,13.8735,11.45925,17.4453333333,7.39708333333
385.22,7.16858333334,27.7555,14.0571666667,23.5185,5.92166666666,8.79254166667,27.6025,13.8786666667,11.432,17.4853333333,7.41108333333
385.58,7.18233333333,27.8369166667,14.1276666667,23.56225,5.92683333333,8.79337500001,27.6706666667,13.9165833333,11.4445,17.5298333334,7.43483333333
385.94,7.18675,27.8726666667,14.1651666667,23.5846666666,5.94066666666,8.81470833333,27.7176666667,13.93025,11.4464583333,17.5564166667,7.43341666667
386.30,7.1135,27.92775,14.17,23.5865833333,5.90641666667,8.78729166667,27.7060833334,13.9574166667,11.41825,17.5495,7.38958333333
386.66,7.08358333333,27.9244166667,14.19925,23.569,5.85408333333,8.74029166666,27.7011666666,13.9564166667,11.3722916667,17.5695,7.34541666667
387.03,7.06008333333,27.9155833333,14.1751666667,23.5745,5.79925,8.71058333332,27.6838333333,13.97525,11.342875,17.5401666667,7.34058333333
387.39,7.08391666667,28.0264166667,14.2486666667,23.5849166667,5.80875,8.74204166668,27.7706666667,14.0553333333,11.3812916666,17.5803333333,7.38775
387.75,7.15075,28.1203333334,14.35425,23.6953333333,5.85441666667,8.84162500001,27.8230833333,14.1706666666,11.4690416666,17.6781666667,7.42183333333
388.11,7.14333333333,28.1698333333,14.3783333333,23.7256666666,5.87791666667,8.86916666666,27.852,14.1504166667,11.4395416667,17.7285,7.39591666667
388.47,7.16816666667,28.2336666667,14.3855,23.7889166667,5.92758333333,8.89595833334,27.91,14.19475,11.4596666667,17.74225,7.43016666667
388.83,7.15066666667,28.252,14.4023333334,23.7846666667,5.90325,8.92208333334,27.90825,14.2045,11.4292916667,17.7494166666,7.37116666667
389.19,7.114,28.3275833333,14.4319166667,23.8185833333,5.90816666667,8.90687500001,27.99,14.2495833333,11.446875,17.7606666667,7.32541666667
389.55,7.11066666667,28.4014166667,14.4056666666,23.8583333334,5.91433333333,8.923875,28.0210833333,14.2731666667,11.4715,17.796,7.32016666667
389.91,7.15616666667,28.5006666667,14.4695,23.9445833333,5.95516666667,9.00979166667,28.0786666667,14.3553333333,11.5383333333,17.8900833333,7.38841666667
390.27,7.21008333333,28.5765833333,14.5168333333,24.0536666667,6.02683333333,9.04441666667,28.1559166667,14.389,11.5907083334,17.963,7.42533333333
390.63,7.22875,28.619,14.5350833333,24.1193333333,6.04725,9.04841666667,28.2015833333,14.4310833333,11.6203333333,17.983,7.46541666667
391.00,7.25866666667,28.7174166667,14.5830833333,24.1390833333,6.06683333333,9.06941666668,28.2849166667,14.4514166667,11.6570416667,18.0365,7.49941666667
391.36,7.25933333334,28.7276666667,14.5865833333,24.1350833333,6.06808333333,9.06404166667,28.24125,14.45025,11.6461666667,18.0450833334,7.5105
391.72,7.22091666666,28.6999166667,14.5400833333,24.0890833333,6.04766666667,8.96675000001,28.1875,14.36975,11.6022083333,18.0128333333,7.50033333333
392.08,7.224,28.7765,14.5885,24.1615,6.04966666667,8.98183333333,28.2018333333,14.4064166667,11.6207916667,18.01,7.53266666667
392.44,7.19808333334,28.8081666667,14.6276666667,24.1745833334,6.03758333334,8.93958333333,28.23825,14.4239166667,11.6247916667,18.05575,7.53408333333
392.80,7.272,28.8815833333,14.7128333333,24.278,6.13591666667,8.98795833333,28.3206666667,14.499,11.6839583333,18.1385,7.63083333333
393.16,7.30525,28.9169166666,14.708,24.3038333333,6.11691666667,9.00104166668,28.3195,14.508,11.6959166666,18.16725,7.66625
393.52,7.38108333333,28.9496666666,14.7958333334,24.3574166667,6.14858333333,9.02858333334,28.3529166666,14.5714166667,11.7222916667,18.1861666666,7.7235
393.88,7.41666666666,29.0039166667,14.8461666666,24.3905833333,6.18191666667,9.05054166666,28.33625,14.5826666666,11.744875,18.20025,7.73941666666
394.24,7.46658333333,29.03,14.8834166667,24.4275,6.20308333333,9.11504166666,28.4029166667,14.6235,11.7979166667,18.2186666667,7.78716666666
394.60,7.48991666667,29.0858333333,14.9546666667,24.4891666667,6.24575,9.16312500001,28.4203333334,14.6585,11.8435416667,18.2680833333,7.8395
394.96,7.49341666667,29.0956666667,14.9620833333,24.5345833333,6.27666666667,9.17795833334,28.37875,14.6613333333,11.84975,18.27175,7.84741666667
395.32,7.49716666667,29.1244166666,14.977,24.5759166667,6.28441666667,9.19654166667,28.4203333333,14.6801666667,11.8545,18.30775,7.83758333333
395.68,7.50183333333,29.186,14.9891666667,24.6003333334,6.2695,9.20662499999,28.4255833333,14.7064166667,11.8515416667,18.3229166667,7.837
396.04,7.57666666666,29.2331666667,15.0428333333,24.63925,6.33216666666,9.25399999999,28.4710833333,14.75525,11.9325833333,18.4263333333,7.88766666667
396.40,7.61716666667,29.24025,15.066,24.6531666667,6.35758333333,9.31366666667,28.419,14.78875,11.980375,18.4538333333,7.912
