wavelength,Back_SpoSimm,Belly_SpoSimm,Breast_SpoSimm,Crissum_SpoSimm,Crown_SpoSimm,DorTail_SpoSimm,Patch10_SpoSimm,Patch11_SpoSimm,Rump_SpoSimm,Throat_SpoSimm,WingTip_SpoSimm
187.91,95.4337499999,90.2968333332,67.8084166667,102.854,48.5159166667,75.8561666667,55.1370833333,52.5115,51.0844583333,68.7216666666,98.4019166667
188.29,82.2580833334,84.4982500001,65.50175,88.8889166668,43.3691666667,61.9621666667,51.9715833334,50.1793333334,50.1344166666,62.0968333333,86.5590000001
188.67,90.9722500001,92.8571666668,69.4443333334,96.5276666668,44.8413333333,61.805625,50.2976666667,50.8928333334,50.793625,66.9644166667,93.4524166667
189.05,93.6271666667,86.6665833333,69.31375,97.2549999998,43.6275,59.3137083333,48.9215833334,48.9215833333,48.6765,66.7646666666,92.7450000001
189.43,92.5629166666,83.0644166667,69.8924166667,91.3084166666,45.7885,57.0339583333,46.0573333333,50.1793333333,46.371,66.3083333333,90.4122499999
189.81,91.8478333335,83.424,68.2970833334,87.4095,42.5725,57.971,46.5578333333,47.9168333333,42.5725,65.4891666666,88.7680833333
190.19,97.7273333336,84.75375,66.2878333333,83.8068333333,37.68925,56.91275,43.18175,48.48475,44.3654583333,65.5304166667,85.5115
190.57,88.4680833332,81.0608333333,63.0471666667,75.4209166668,36.4479166667,54.1667083333,43.5185833333,43.5185,46.8015,60.0169166667,78.1986666666
190.95,81.7846666667,74.7788333333,59.51325,69.24775,36.4305833334,49.5577083333,44.3953333333,42.1830833333,46.6077083333,55.6784166667,71.9765
191.33,78.8405833334,72.3913333334,56.44925,63.40575,34.42025,45.4347916667,43.5506666667,38.2609166667,43.40575,54.3478333333,66.884
191.71,87.9121666668,75.5495,55.586,66.0256666667,30.21975,38.553125,39.652,31.7765833333,36.9962916667,51.1905,72.0697500001
192.09,82.3528333333,60.2940833333,40.9805,53.0391666667,12.7450833333,22.3039583333,25.1959166667,11.4705,23.382375,36.3725,60.4902499999
192.47,80.9524166667,54.0674166667,37.4006666667,48.8095,6.34908333333,18.75,17.9564166667,6.44833333332,20.0395416667,26.4880833333,57.9365833334
192.85,77.3149166667,50.0926666667,35.8335,45.83325,6.4815,19.5835,18.7036666667,6.66666666668,22.083375,22.5925833333,57.0370833334
193.23,72.8022499999,50.91575,36.63,41.3919166667,5.4945,17.4909166667,15.8425,6.31875,19.9175833333,21.15375,56.6850000001
193.61,72.3147499999,52.0370833333,38.5184166667,42.9629166667,-0.0926666666825,16.9907916667,16.29625,5.46291666668,20.5091666667,20.5555833333,55.4629166667
193.99,72.3856666666,52.8595,46.0784166666,47.3854166667,9.64058333334,25.3267083333,25.4085833333,14.7875,28.4314583333,28.0228333333,55.6371666667
194.37,67.27275,48.93925,48.0303333334,47.1211666667,10.6060833333,26.8561666667,24.5454166667,16.0605833333,27.159125,30.0000833333,57.0453333334
194.75,64.8148333334,43.771,46.1278333333,40.2355833333,3.70366666667,21.5489166667,17.67675,7.9125,17.7187916667,21.8855833333,54.798
195.13,63.4538333333,37.751,43.9759166667,33.9356666667,-8.43375000001,13.7049583333,10.44175,-7.32925000001,5.22087499999,9.63858333333,51.20475
195.51,62.6125000001,30.5181666667,38.73875,25.78825,-19.3695,5.29275000001,3.15325,-24.09925,-9.00908333335,-1.01341666668,48.536
195.89,53.2738333334,28.5714166666,32.8373333333,22.71825,-15.7738333333,5.01,6.2500833333,-21.0316666667,-11.2600833333,1.68649999998,41.3690833333
196.27,64.3294166667,39.4308333333,44.2071666667,31.3008333333,-4.67475000001,19.258125,16.36175,-8.94308333332,-7.012,14.0244166667,49.0854999999
196.65,69.72225,30.97225,41.2501666667,20.1388333333,-19.7221666667,8.26379166668,8.05549999997,-35.8334166667,-35.1389583333,5.83333333333,43.7499166667
197.03,55.0,13.4848333334,27.1210833333,1.96983333332,-42.4241666666,-10.1515,-17.4241666667,-63.18175,-65.0000416667,-12.8788333334,21.8180833333
197.40,55.0000833334,13.6110833333,25.83325,3.74999999999,-36.6665833334,-3.9585,-17.0834166667,-56.2500833333,-58.5416666667,-11.1110833333,16.52775
197.78,44.5237499999,5.11900000001,14.2858333333,-0.833416666675,-27.4999166667,-2.14270833335,-11.90475,-48.4524166667,-52.738125,-17.7380833333,13.2141666667
198.16,26.1006666667,-19.4966666667,-14.9370833333,-32.7043333333,-67.6100000001,-30.6605416667,-45.1259166666,-95.4404166667,-94.8900000001,-56.761,-7.8616666666
198.54,31.1404166668,-26.535,-25.658,-60.7455000001,-98.6841666668,-58.3334583333,-65.3509166667,-134.868416667,-133.223541667,-88.5965833332,-29.1667499999
198.92,46.5515833333,-27.0114166666,-31.8965833333,-73.8505833333,-139.080416667,-93.9655833332,-93.9655000003,-170.689666666,-177.011541666,-113.218333333,-53.7357500001
199.30,42.1875,-16.1458333333,-20.0520833333,-57.8124999999,-117.1875,-84.1145833332,-90.1041666668,-147.916666667,-158.854166667,-91.1458333332,-42.1874999999
199.68,31.3724166668,-12.5000000001,-2.69608333333,-41.9118333334,-116.666666667,-92.6473333334,-79.9019166667,-128.186333333,-135.416583334,-77.451,-46.8137500001
200.06,59.7221666668,6.94433333342,30.2776666667,-28.0555833333,-103.888833333,-73.3332500001,-78.8889166669,-121.666666667,-111.389,-67.2221666667,-34.7221666667
200.44,47.5,-11.6666666667,14.1666666667,-71.6666666667,-186.25,-149.791666666,-152.5,-215.833333333,-189.791666667,-137.083333333,-81.2499999999
200.82,17.3075833333,-4.80766666667,-6.41033333326,-56.0897499999,-156.410333334,-126.121625,-122.11525,-152.884666667,-141.506416667,-101.282166667,-68.26925
201.19,32.8946666667,-11.4034999999,13.5965,-68.8596666666,-188.596583333,-171.271791667,-142.54375,-202.192916667,-171.929916667,-121.929833333,-68.8596666667
201.57,58.33325,6.86274999993,49.5098333334,-65.1960000001,-194.117666667,-178.921791667,-133.823333333,-198.5295,-156.61775,-107.843166667,-39.7057499998
201.95,21.6666666668,-46.6666666667,75.0,-190.0,-420.0,-417.5,-352.499999999,-410.833333333,-319.583333333,-210.833333333,-159.166666667
202.33,18.7499166666,-25.0001666668,93.7500000001,-162.5,-331.250083334,-369.791666667,-281.944416667,-334.72225,-274.652833333,-132.638916667,-134.72225
202.71,6.71701648968e+14,1.63127543321e+15,-1.06619309358e+14,3.72101389667e+15,6.30120118318e+15,6.57308042206e+15,5.58685181046e+15,6.61039718033e+15,5.56019698313e+15,3.37983210672e+15,3.10262190238e+15
203.09,-164.999999999,-301.666666667,-88.3333333335,-676.666666667,-1036.66666667,-1015.83333333,-879.999999999,-1005.0,-872.499999999,-628.333333333,-503.333333332
203.47,-6.94449999993,-45.8334166668,22.2221666667,-224.3055,-358.333416667,-362.500041667,-290.972083333,-379.86125,-297.91675,-217.36125,-152.083333333
203.85,137.500000001,268.750000001,95.8333333333,877.083333332,1114.58333333,1237.5,966.666666666,1277.08333333,1091.66666667,789.583333333,529.166666666
204.22,128.205083333,146.153833334,82.0513333333,333.97425,409.615333333,466.025541667,338.461666666,457.69225,413.782083333,285.256416667,237.82075
204.60,186.111166667,333.333333333,91.6666666667,1147.22216667,1416.66675,1725.0,1086.11116667,1741.66675,1491.66670833,852.777666666,744.444416667
204.98,56.2499999999,105.208333333,52.6041666667,251.5625,288.541666667,346.09375,233.854166667,392.708333334,317.447916666,206.25,168.229166666
205.36,70.1388333334,112.5,111.805666667,336.8055,384.02775,479.166791666,301.388833333,503.472166667,387.847291667,267.361166667,219.444333333
205.74,69.5652499998,88.0434166665,111.231916667,198.188416667,236.9565,290.579791667,172.101583333,293.478333333,229.34775,175.36225,157.246333333
206.12,57.7380833334,79.1666666668,94.0475833333,163.690416667,191.964333333,232.58925,129.166833333,245.833333333,189.583208333,139.881083333,132.440333333
206.50,57.6666666666,100.666666667,108.333333333,192.0,223.666666667,265.833333333,154.666666667,285.333333333,226.5,169.0,162.0
206.87,1233.33333333,2216.66666666,2333.33333333,4175.0,5208.33333333,6358.33333334,3258.33333333,6825.0,5295.83333333,3791.66666667,3783.33333334
207.25,127.222166667,195.555666667,200.000083333,298.33325,373.33325,459.166833333,262.222166667,510.0,396.388875,265.555583334,286.111166667
207.63,131.579,222.368333333,196.491166666,285.526333334,345.614,388.377041667,248.684333333,431.1405,340.350791667,247.807,258.772
208.01,209.25925,392.5925,361.111083333,537.036916667,667.5925,720.370375001,476.85175,828.703583333,642.592541667,470.370166666,468.5185
208.39,-261.111166667,-605.555583333,-498.611083333,-743.055416667,-976.388833335,-1020.833375,-637.500166667,-1187.50008333,-876.388875002,-744.444500001,-647.22225
208.77,-1108.33333333,-2316.66666667,-1837.5,-2433.33333333,-3358.33333333,-3437.5,-2358.33333333,-3829.16666667,-2818.75,-2675.0,-2225.0
209.14,-145.51275,-325.641,-230.12825,-326.282083333,-501.282083333,-501.602458334,-354.48725,-525.641083333,-384.935916667,-360.256333333,-313.461583333
209.52,-129.166666667,-297.023833333,-179.761833333,-257.738166667,-458.33325,-407.737958333,-327.381,-483.333333333,-346.130958333,-319.04775,-280.9525
209.90,-100.0,-201.1905,-101.98425,-179.365083333,-311.111083333,-268.055708333,-216.666583334,-338.888833334,-237.103125,-206.745833334,-191.269583333
210.28,-145.0,-221.666666667,-145.833333333,-213.333333333,-367.083333333,-305.416666667,-259.583333334,-371.666666667,-272.083333333,-260.416666667,-219.583333333
210.66,-97.9165833333,-128.869166667,-88.9881666667,-125.892833333,-243.154833333,-184.821666667,-170.238,-253.27375,-171.875,-164.880833333,-126.190416667
211.03,-70.16125,-92.47325,-69.6236666666,-102.957,-198.656,-144.758041667,-141.666583333,-218.548416667,-133.736625,-119.623666667,-92.4732499998
211.41,-58.7838333334,-86.9367499999,-52.70275,-93.6938333332,-169.819833334,-109.008875,-119.594583333,-184.459416667,-118.580958333,-98.8739999998,-81.5315833334
211.79,-114.1025,-143.26925,-96.4743333335,-153.525666667,-256.089666667,-175.160041667,-188.461416667,-276.923166667,-197.756583333,-161.217916667,-142.628166666
212.17,-313.888833333,-361.111083333,-287.777666667,-370.555583334,-546.666666667,-411.944458333,-421.111166667,-585.555416667,-435.833291667,-405.000166667,-372.777666667
212.55,-834.722083333,-916.666500002,-819.444416667,-1034.72225,-1404.16658333,-1020.83320833,-1152.77766667,-1548.611,-1131.24991667,-1059.72225,-993.055666667
212.92,-722.916666666,-751.041666668,-665.625,-903.125,-1125.0,-839.062500001,-967.708333335,-1234.375,-918.750000001,-872.916666668,-803.125000001
213.30,-409.523916666,-406.5475,-372.023833334,-514.881,-612.500083333,-462.499958333,-517.261833333,-692.857083333,-511.011958333,-504.76175,-450.595333333
213.68,-1031.94441667,-1015.27791667,-979.166750001,-1283.33333333,-1515.27766667,-1184.02766667,-1263.88891667,-1622.22216667,-1293.05558333,-1244.4445,-1169.44441667
214.06,-2030.55558333,-2094.44441667,-2044.44433333,-2536.11108333,-3008.33341667,-2312.49983333,-2669.44441667,-3180.55558333,-2623.61120833,-2552.77775,-2313.889
214.44,-500.833333332,-561.666666667,-573.333333334,-683.333333333,-796.666666667,-595.416666667,-732.500000001,-876.666666668,-742.500000001,-680.0,-614.166666667
214.81,1410.41666667,1577.08333333,1606.25,1866.66666667,2093.75,1665.625,1910.41666667,2245.83333333,1951.04166667,1962.5,1679.16666666
215.19,418.627416667,433.8235,432.843166667,502.941083333,547.549083333,448.28425,512.745166667,585.784333334,529.656791666,550.49025,473.039166667
215.57,360.317416667,346.031833333,352.77775,398.015916667,434.9205,394.246083333,406.746,480.15875,423.611125,455.158666667,393.650833334
215.95,303.846166667,297.756333333,305.128333333,340.384583333,372.11525,354.006541667,356.410333333,416.987,355.769416666,394.871833333,343.589666667
216.32,272.619166667,257.738083333,263.392916667,294.64275,338.392916667,310.119166667,318.452416667,369.34525,316.220291667,351.190416667,305.9525
216.70,197.560833333,184.349583333,183.73975,199.79675,237.398416667,223.983916666,221.138166667,254.67475,223.475541667,246.95125,214.024416667
217.08,149.359,139.7435,138.301416667,152.88475,179.80775,163.862125,163.782083333,194.871666667,179.166875,193.749916667,165.544916667
217.46,112.132416667,108.088166667,102.573583333,114.828583333,140.073583334,120.771958333,123.652,150.367833333,134.375166667,145.46575,127.696083334
217.83,110.563333333,106.57275,102.6995,115.14075,135.680583333,120.011916667,118.662,152.93425,130.809875,142.95775,126.877833333
218.21,117.512166667,110.74875,106.763333333,120.048333333,139.130333334,123.671583333,119.202916667,156.884083333,134.661666666,146.376666667,132.36725
218.59,106.186833333,100.757666667,90.7828333333,106.186916667,128.914083333,111.742375,105.555583333,154.292833333,120.454666667,134.217166666,121.086
218.97,133.91475,134.108583333,121.317833333,140.891333333,170.155,146.414916667,141.278916667,222.86825,158.527125,177.131833333,167.054333333
219.34,126.666666667,136.875,123.958333333,136.041666667,175.625,157.083333333,140.833333333,231.875,152.291666667,177.916666667,169.166666666
219.72,138.793166666,161.781833333,161.781666667,161.781416667,228.448333333,185.344916667,171.55175,298.275833333,195.114875,226.149333333,205.747083333
220.10,148.484833334,182.954583333,179.5455,181.439333333,269.696916667,192.613625,186.36375,351.515166667,221.022583333,266.666666666,228.787916667
220.47,176.923,278.846083334,267.94875,267.307666667,403.846083333,292.948625,285.89725,552.564083333,301.602541666,403.846083334,350.0
220.85,-1066.66666667,-2550.0,-2566.66666667,-2158.33333333,-4316.66666667,-2750.0,-2475.0,-6283.33333334,-2687.5,-3858.33333334,-3525.0
221.23,-22.9165833334,-140.972166667,-160.416666667,-85.4167500001,-292.361,-183.333416667,-129.861083333,-472.22225,-115.972375,-217.361083334,-230.5555
221.61,-32.4073333334,-93.5185833332,-135.64825,-81.4815833334,-204.629666667,-138.426083333,-100.0,-324.537,-93.5184583334,-167.12975,-174.999916667
221.98,-10.2565,-43.9103333332,-77.5641666666,-49.6794999999,-125.9615,-84.7756666666,-53.2052500001,-194.230833333,-54.9679583332,-109.294833333,-110.256416667
222.36,-1.82291666668,-26.3020833333,-61.7187500001,-33.8541666666,-89.8437500001,-55.5989583334,-39.5833333333,-147.916666667,-37.7604166666,-82.8124999999,-86.1979166667
222.74,-8.97424999999,-29.4872500001,-79.4870833333,-56.0898333334,-119.55125,-61.6985416665,-53.2051666666,-170.833416667,-36.6986666667,-106.410333333,-105.448583333
223.11,-95.4544166667,-117.424166667,-205.302916667,-178.787833333,-346.212166667,-217.045375,-182.57575,-418.939416667,-149.242375,-300.7575,-310.605916667
223.49,-140.27775,-220.83325,-348.611,-306.944333333,-598.611083333,-365.97225,-272.222333333,-656.944333333,-298.611166667,-556.944416667,-562.5
223.87,151.041666667,255.208333333,268.75,280.208333333,441.666666667,308.333333333,242.708333334,488.541666667,206.770833334,435.416666667,448.958333333
224.24,78.8460833335,127.564166667,143.589916667,147.435833333,226.923166667,146.794958333,112.179333333,263.461583334,103.846083333,209.61525,246.794916667
224.62,143.939333334,162.121083333,184.8485,205.303083333,282.57575,157.575791667,128.787916667,319.697,171.212166667,262.12125,290.1515
225.00,189.102583334,217.948666667,225.641083334,272.43575,281.410166667,175.641125,181.410166667,319.23075,208.33325,299.359,307.692333333
225.38,173.106,193.560666667,192.803083333,235.984916667,229.166583334,171.02275,176.894083333,243.9395,200.568291666,243.9395,245.833333334
225.75,219.298083333,254.824583333,243.421083333,269.736833333,270.613916667,221.271916667,228.50875,302.193083333,262.719291667,288.158,288.596666666
226.13,298.077,369.23075,342.94875,360.897333333,382.051333333,299.038416667,335.2565,428.84625,363.781916667,378.205166667,384.61525
226.51,242.261833333,300.595333333,271.4285,280.952333333,345.238083333,236.607208333,269.047583333,357.738166667,308.333291667,326.7855,289.28575
226.88,287.499833333,357.142916667,312.5,303.571583333,376.190583333,293.154916667,309.523833333,420.833166667,366.96425,368.452416667,342.857083333
227.26,565.27775,758.333416666,643.0555,638.888916667,819.444499999,534.722208333,611.111083334,920.833249998,772.222166667,768.0555,709.722166667
227.64,-275.694333333,-384.722166667,-300.0,-324.3055,-412.499916667,-220.486125,-302.0835,-486.111166667,-382.638958333,-346.527833333,-315.277833333
228.01,-57.8015,-74.6454166666,-60.6383333334,-64.8935833333,-96.2766666667,-30.141875,-56.5604166667,-110.638166667,-82.4468750001,-66.3120833334,-62.9433333333
228.39,-47.146,-54.9086666667,-47.8310833333,-50.3425833333,-76.9406666668,-27.854,-48.8584166667,-78.19625,-66.7808333334,-49.5434166667,-50.2283333334
228.76,-26.1168333333,-32.3884166667,-28.6081666667,-27.9209166666,-51.03075,-10.1374166667,-28.4365,-48.8830833333,-44.8882916667,-27.7491666667,-28.2645833333
229.14,-14.664,-16.1498333333,-13.049,-11.62775,-32.9455833333,-0.000125,-14.0826666666,-27.584,-27.5194583333,-12.5966666667,-12.1446666667
229.52,-10.3895833333,-8.92850000001,-6.38525,-4.05841666668,-23.5389166667,8.54979166668,-6.16874999998,-16.5044166666,-17.315875,-4.1125,-6.3855
229.89,-2.01325,-0.421333333333,2.20041666667,2.76208333335,-14.7939166667,17.2989166667,0.70208333335,-7.44374999999,-8.16954166668,4.11983333334,1.26416666666
230.27,0.2565,3.50416666666,5.7265,5.00008333335,-11.453,19.2522083333,4.27350000001,-5.08566666667,-5.61970833335,6.02575,3.41891666667
230.65,2.28683333333,4.22483333334,7.0155,5.03883333333,-7.51933333332,18.3528333333,5.65891666667,-3.99216666666,-1.60858333333,7.82941666667,2.907
231.02,2.71816666667,2.86116666666,6.33041666666,4.54208333332,-7.43908333335,17.0242916667,5.72241666666,-1.93141666667,-0.0179166666675,6.75974999999,3.14716666667
231.40,2.10058333333,1.72166666666,4.26991666667,5.854,-7.81666666666,15.013875,4.78650000001,-0.895333333335,0.826499999997,5.95725,2.686
231.78,1.86316666666,5.35233333333,4.91208333333,7.82525000002,-5.69100000001,15.0576666667,7.04600000002,0.914583333332,3.54,6.77516666667,3.04883333333
232.15,2.14266666667,5.44199999999,4.42183333333,7.00674999999,-5.44216666666,14.48975,5.95241666667,-0.7145,2.50008333333,6.1225,2.653
232.53,4.16666666666,8.29924999999,7.17208333333,9.15299999998,-1.9125,17.0594166667,9.15316666667,0.478166666665,6.98425,7.82100000001,5.97675000001
232.90,8.36583333334,12.9700833333,12.06225,12.9054166667,3.89108333334,20.8333333333,11.6083333333,4.021,12.14325,12.4513333333,8.94933333333
233.28,10.2333333333,14.9,13.2666666667,11.5,4.8,20.7333333334,13.1,3.43333333333,12.1666666667,13.9333333334,9.60000000001
233.66,12.5,17.1550833333,15.00675,13.5415833333,5.85941666666,21.3054166667,14.2579166667,4.199,14.257875,15.1040833333,11.9791666667
234.03,11.2745833333,16.76475,15.3595833333,12.3855,4.90208333333,19.5098333333,14.9019166667,3.39875,14.3464583334,14.6406666667,12.12425
234.41,12.0098333333,18.1678333333,15.962,12.46925,7.35308333333,19.5465833333,16.4828333333,4.6875,15.87,15.34925,13.20475
234.78,11.90925,19.2475,15.2985833333,11.8780833333,6.49874999999,18.641125,16.07575,5.16166666667,14.9410833333,14.832,13.9614166667
235.16,10.01875,18.2584166667,13.8576666667,9.55058333333,4.86883333334,16.4948333333,13.9513333333,3.08983333333,13.0930833333,13.5454166667,13.2646666667
235.54,9.39016666667,16.9989166667,13.2548333333,6.31041666666,4.1365,15.3232916667,13.55675,2.92875,11.035625,13.0736666667,13.104
235.91,9.75383333333,16.2564166667,13.57325,5.17675,2.8725,15.5302083333,13.4470833333,4.2615,10.5901666667,14.5834166667,13.8888333333
236.29,8.96466666665,15.1200833333,11.8054166667,2.71466666667,1.29416666667,13.0524583333,11.6164166667,4.82966666667,10.6692916667,13.4153333333,13.0680833333
236.66,8.48166666666,12.87075,8.74841666667,1.80908333333,0.32625,10.9577916667,10.20175,4.53716666667,9.03020833332,12.0403333333,10.4685
237.04,-0.257416666667,3.70008333332,0.675583333333,-6.91766666667,-8.46199999998,2.67058333333,3.50708333333,-3.73241666667,1.70520833333,4.34358333334,2.28441666666
237.41,-2.619,1.56466666668,-2.279,-7.38100000001,-12.0068333333,1.25854166667,0.374083333333,-5.47633333334,-0.867374999999,0.8845,0.170083333332
237.79,-5.76400000001,-1.875,-5.34733333333,-11.632,-14.5138333333,-3.02075000001,-1.07641666667,-7.36108333334,-5.67716666667,-3.61100000001,-1.66683333334
238.17,-4.795,-1.95116666667,-5.52250000001,-11.5410833334,-13.5913333333,-3.935125,-1.28975,-6.48141666667,-6.28333333332,-4.23275,-2.08333333334
238.54,-4.82816666667,-4.66283333333,-6.61375,-11.2104166667,-14.1863333333,-4.348625,-2.24875,-5.42308333334,-8.13491666667,-4.59649999999,-2.11658333333
238.92,-7.1915,-8.08633333332,-7.99391666667,-12.1605,-14.1666666667,-5.046375,-4.69133333334,-7.46908333334,-10.3241666667,-6.11116666666,-4.568
239.29,-5.79966666667,-5.74325,-6.47516666667,-10.501,-10.501,-4.32154166667,-2.75891666667,-5.77141666667,-8.60075000001,-5.37716666666,-3.322
239.67,-5.40258333334,-4.58725,-5.12233333333,-8.33333333335,-8.89391666665,-3.44033333333,-2.01341666667,-4.91824999999,-6.77879166667,-5.12216666668,-2.57391666667
240.04,-5.12975,-5.04325,-4.87016666667,-7.61908333333,-7.83550000001,-2.84645833333,-2.316,-5.71416666668,-6.72083333333,-6.342,-3.33333333334
240.42,-4.18483333333,-3.65716666666,-2.96566666667,-4.54883333333,-5.24025,-0.673125000002,-0.0180833333307,-4.14841666666,-5.47679166667,-5.13108333334,-1.83783333333
240.79,-1.85016666667,-0.664,0.3795,-2.277,-2.64066666667,1.502375,2.89375,-1.29658333334,-2.73566666667,-2.4985,1.07516666667
241.17,2.59841666666,3.12341666667,3.33341666667,1.36466666667,0.577250000002,4.809875,6.20725,2.95283333333,0.787374999999,1.81108333333,4.81633333333
241.54,3.74933333333,4.56175,4.32791666667,2.81475,1.81358333333,6.03020833333,7.19841666667,4.3835,2.61458333333,3.03741666667,5.74091666666
241.92,5.32358333333,5.78441666667,5.5785,4.59808333334,3.28425,7.70587499999,7.94124999999,5.49016666667,4.52433333333,4.90191666667,6.78416666668
242.29,4.73333333334,5.2955,4.96008333333,4.47041666667,2.7565,7.71666666667,7.34475,4.97833333333,4.74241666667,4.28891666667,6.13891666666
242.67,4.8895,5.31458333333,5.43358333333,4.86375,3.09525,8.23979166667,7.81458333333,4.92341666667,5.727,4.37933333334,6.58174999999
243.05,5.68983333333,6.02833333333,6.0525,5.65775,3.63466666666,9.12716666667,8.87316666666,5.58516666667,6.411125,4.92433333333,7.32608333333
243.42,5.72091666667,6.1085,6.19383333334,6.124,3.81383333333,9.52325000001,9.14716666668,6.08516666666,6.469,5.434,7.20924999999
243.80,6.68341666667,6.653,6.61483333333,6.74416666667,4.44025,10.00225,9.47391666668,6.66825,6.83175,5.96116666667,7.68716666667
244.17,7.32691666667,7.35641666667,6.96408333334,7.06775,4.93633333333,10.338875,9.55433333333,7.28983333334,7.37495833333,6.62375,8.47400000001
244.55,7.703,7.46108333333,7.08725,7.41733333333,5.0865,10.4770833333,9.76983333334,7.52716666667,7.73604166667,7.15325,8.77325000001
244.92,6.2855,5.88133333334,5.20841666667,6.35633333333,3.628,9.46008333333,8.39725000001,6.34925,6.37754166667,5.81075,7.66016666666
245.30,5.49175,5.386,4.88375,5.84841666667,3.6015,9.57579166667,8.08875,6.01358333334,6.08966666667,5.2735,7.40833333334
245.67,4.75233333333,4.83725,4.26675,4.97691666667,3.2775,8.97670833333,7.82941666667,5.52916666667,5.65970833333,4.81916666666,7.06475
246.05,4.79216666667,5.12016666666,4.29166666667,4.96441666667,3.40783333333,9.14508333333,8.12783333333,5.98166666667,5.77875,4.94216666666,7.34925
246.42,5.35016666667,5.87466666667,4.88183333333,5.42166666667,4.05208333333,9.54499999999,8.72541666667,6.84691666667,6.205375,5.71675,8.13475
246.79,5.2975,6.00133333333,4.72033333333,5.15216666666,3.81483333333,9.34691666666,8.46000000001,6.677,5.83470833333,5.5415,7.97666666666
