wavelength,Back_ChlCalf,Belly_ChlCalf,Breast_ChlCalf,Crissum_ChlCalf,Crown_ChlCalf,DorTail_ChlCalf,Patch10_ChlCalf,Patch11_ChlCalf,Patch12_ChlCalf,Patch13_ChlCalf,Rump_ChlCalf,Throat_ChlCalf,WingTip_ChlCalf
590.43,13.2754166667,13.2875,8.83249999999,28.3893333333,13.5388333333,8.17488141026,14.8388333333,27.6726666666,16.9180833333,12.6209166667,20.5890833334,8.84283333333,9.4485
590.77,13.24275,13.3220833333,8.91833333334,28.2043333333,13.4813333333,8.18127564102,14.7923333333,27.5224166667,17.0473333333,12.5651666667,20.618,8.93341666668,9.52883333334
591.11,13.2165833333,13.33825,8.96966666667,28.0089166667,13.41375,8.19734935897,14.7088333333,27.34,17.1465833333,12.5346666667,20.6455,8.97724999999,9.59499999999
591.44,13.11825,13.3156666667,9.01058333333,27.8035,13.321,8.21355769231,14.6095,27.159,17.2218333333,12.4790833333,20.6295833333,9.02566666666,9.64858333334
591.78,13.0564166667,13.3189166667,9.02749999999,27.5735,13.2225833333,8.24136217948,14.5023333334,26.9514166666,17.2745833333,12.3766666666,20.6186666667,9.05341666667,9.67991666668
592.12,12.9906666667,13.3385,9.08724999999,27.32725,13.16875,8.260125,14.4640833334,26.7755833333,17.4134166667,12.3595,20.6900833333,9.1275,9.75533333333
592.46,12.952,13.3933333333,9.11933333333,27.122,13.1286666667,8.32632371795,14.3946666667,26.6385,17.5429166667,12.355,20.734,9.19091666667,9.84200000001
592.79,12.9218333334,13.4060833333,9.17758333333,26.9394166667,13.06525,8.35068910257,14.37625,26.4745833334,17.6605,12.3439166667,20.8086666667,9.23791666666,9.89258333332
593.13,12.8095,13.3986666667,9.15416666666,26.6759166667,12.9781666667,8.32865705128,14.2676666666,26.2480833333,17.7103333334,12.2733333333,20.78375,9.21799999999,9.92175000001
593.47,12.7159166667,13.40825,9.15425,26.4269166667,12.89375,8.28057371795,14.176,26.0879166666,17.7874166667,12.2176666667,20.8304166667,9.23166666668,9.94166666668
593.80,12.6525,13.4545833334,9.18958333333,26.2385833334,12.8508333333,8.30680448718,14.1374166667,25.8733333333,17.9174166667,12.1698333333,20.8785,9.31875000001,10.00175
594.14,12.52475,13.4435833333,9.17658333334,25.928,12.7355,8.28991666667,14.05675,25.6359166667,17.9493333333,12.0571666667,20.8344166667,9.30224999999,9.98
594.48,12.3628333333,13.3928333333,9.11666666667,25.58575,12.5675,8.25856089744,13.90725,25.3590833333,17.98825,11.9646666667,20.794,9.25491666666,9.96041666667
594.81,12.2745833333,13.3948333334,9.13308333333,25.3100833333,12.4825,8.25419871795,13.8511666667,25.15675,18.0666666667,11.8925,20.7995833333,9.30266666666,10.0024166666
595.15,12.21625,13.4064166666,9.15308333334,25.0606666667,12.42575,8.25210897436,13.796,24.9491666667,18.1589166667,11.8206666667,20.80775,9.34041666666,10.044
595.49,12.1276666667,13.4139166667,9.17600000001,24.85875,12.3598333333,8.24287820513,13.752,24.7931666667,18.2608333333,11.7886666667,20.8489166666,9.35591666667,10.0889166667
595.82,12.063,13.4014166667,9.19241666667,24.6621666667,12.2776666667,8.22661858974,13.68525,24.6193333333,18.3049166667,11.706,20.8411666667,9.33533333332,10.11275
596.16,11.96175,13.34625,9.18625000001,24.4405833333,12.1335,8.16928525641,13.5970833333,24.4109166667,18.341,11.61675,20.8155833333,9.34166666666,10.10775
596.50,11.9275,13.4125,9.25466666666,24.271,12.1168333333,8.2157275641,13.5759166666,24.3069166667,18.4644166667,11.6046666667,20.8770833334,9.40541666666,10.2088333333
596.83,11.9115,13.43025,9.34108333332,24.1253333333,12.0800833333,8.24008012821,13.57475,24.211,18.58775,11.5645,20.9496666667,9.46375000001,10.27225
597.17,11.8099166667,13.3598333333,9.30633333334,23.876,11.9421666667,8.19901923076,13.4535833333,23.9891666667,18.58675,11.4605,20.8679166667,9.42666666666,10.2284166667
597.51,11.6814166666,13.2786666667,9.25541666667,23.6039166667,11.813,8.14395192307,13.32175,23.7830833333,18.55125,11.3405833333,20.7906666667,9.37975000001,10.1706666667
597.84,11.6564166667,13.2758333334,9.30041666666,23.486,11.7755,8.15917307693,13.2909166667,23.668,18.6259166667,11.3280833333,20.8165,9.42150000001,10.2326666667
598.18,11.6321666667,13.3228333334,9.3415,23.415,11.7354166667,8.17111538461,13.2948333333,23.5545833333,18.7133333334,11.2758333333,20.8375,9.43791666666,10.2913333333
598.52,11.5619166667,13.30725,9.34708333334,23.2679166667,11.66075,8.16364743591,13.2290833333,23.414,18.7923333334,11.2238333333,20.8503333334,9.46750000001,10.3201666667
598.85,11.4683333333,13.3248333333,9.37591666666,23.09775,11.5559166667,8.15550641027,13.1708333333,23.26275,18.87775,11.1721666667,20.8539166667,9.48141666667,10.3561666667
599.19,11.42725,13.3389166667,9.38366666666,22.9218333333,11.5058333333,8.17625641026,13.0975,23.1348333333,18.9398333333,11.1030833333,20.8466666667,9.52808333334,10.4033333333
599.53,11.3638333333,13.3106666667,9.34275000001,22.68725,11.4120833333,8.15101923077,13.0113333333,22.9715833333,18.9965,11.0384166667,20.8326666667,9.54499999999,10.42475
599.86,11.3335833333,13.3019166667,9.37433333332,22.51275,11.38675,8.14078525641,12.98,22.7825833333,19.0748333333,10.99925,20.84375,9.53750000001,10.4571666667
600.20,11.18525,13.1621666667,9.26550000001,22.2260833333,11.20525,8.03020833333,12.8240833333,22.4969166667,19.0286666667,10.832,20.7,9.43950000001,10.3734166667
600.53,11.0815,13.14075,9.23783333333,22.0301666667,11.0895833333,8.01089102564,12.7089166666,22.2881666667,19.038,10.80325,20.6710833333,9.4605,10.4045833333
600.87,11.0288333333,13.18325,9.25883333333,21.85425,11.0151666667,8.0250224359,12.67125,22.1474166666,19.11725,10.7798333333,20.7148333333,9.48883333334,10.4430833333
601.21,10.97125,13.2111666667,9.30516666666,21.6453333333,10.9568333333,8.02106410257,12.6225,21.9936666667,19.2425833334,10.75725,20.7388333333,9.52458333334,10.5086666667
601.54,10.8510833333,13.1974166667,9.26741666666,21.39425,10.8375833333,7.96192628205,12.4591666667,21.8110833333,19.27975,10.6548333333,20.7469166667,9.50500000001,10.4978333333
601.88,10.8008333333,13.1825,9.30225000001,21.1693333333,10.7985,7.96104166667,12.4049166666,21.6494166667,19.3540833333,10.6296666667,20.7948333333,9.55483333332,10.5389166667
602.21,10.7330833333,13.1646666666,9.30316666667,20.9519166666,10.7055,7.91361217948,12.3293333333,21.47725,19.3824166667,10.57925,20.76475,9.54383333332,10.5338333333
602.55,10.6490833333,13.1210833333,9.28383333333,20.7439166667,10.6318333333,7.89751923076,12.2504166667,21.3289166667,19.3655,10.5049166667,20.7871666667,9.52533333332,10.51475
602.88,10.55025,13.0699166667,9.29266666668,20.5158333333,10.4753333333,7.82451923077,12.168,21.0990833333,19.3693333333,10.40875,20.7280833333,9.49025,10.4983333334
603.22,10.47325,13.0478333333,9.32483333333,20.3334166667,10.381,7.82486217949,12.0834166667,20.9414166667,19.3770833334,10.3695,20.7075833333,9.51658333333,10.50575
603.56,10.3531666667,13.0579166667,9.32766666666,20.156,10.3090833333,7.81120512821,12.0103333333,20.8408333333,19.4228333333,10.29575,20.69525,9.54483333334,10.5266666667
603.89,10.2949166667,13.074,9.34483333334,19.997,10.2608333333,7.7888525641,11.9556666667,20.7158333333,19.4526666666,10.24475,20.6763333333,9.57283333333,10.53725
604.23,10.2616666667,13.0820833333,9.36116666666,19.8614166667,10.2138333333,7.79294230769,11.94275,20.6184166667,19.52425,10.1980833333,20.6854166667,9.58183333333,10.54575
604.56,10.2289166667,13.0356666667,9.37208333332,19.7049166666,10.1695,7.75624038461,11.9125,20.4998333334,19.5429166667,10.13225,20.6529166667,9.61133333333,10.5766666667
604.90,10.1663333333,12.9926666667,9.33166666667,19.5613333333,10.0733333333,7.70966346154,11.816,20.3374166667,19.5175833333,10.0681666667,20.621,9.60516666667,10.5468333333
605.23,10.1456666667,13.00875,9.36549999999,19.4235,10.0420833333,7.7284775641,11.819,20.2476666667,19.5919166667,10.0598333333,20.6274166666,9.64791666666,10.5783333333
605.57,10.1058333333,13.0230833333,9.35375000001,19.2755833333,9.96883333332,7.72658333334,11.76425,20.1445,19.6395,10.0154166667,20.6034166667,9.65608333333,10.5899166667
605.90,9.94725,12.9210833333,9.26158333334,19.034,9.79616666667,7.62713461538,11.6249166667,19.9174166666,19.5580833333,9.88583333335,20.5089166666,9.56358333333,10.5180833333
606.24,9.88616666668,12.88475,9.23050000001,18.8701666667,9.7135,7.56671794871,11.5508333334,19.743,19.5975833333,9.81133333333,20.46525,9.56133333333,10.5234166667
606.58,9.74433333334,12.82275,9.13841666666,18.6765833333,9.60108333333,7.50417307692,11.414,19.5610833333,19.5788333333,9.71391666668,20.4230833333,9.51116666667,10.4595833333
606.91,9.59208333333,12.71725,9.05675,18.4455833334,9.41883333333,7.38784294871,11.2595833333,19.3265833333,19.5793333334,9.54958333332,20.3623333334,9.42208333333,10.3700833333
607.25,9.57758333333,12.6921666667,9.03300000001,18.31875,9.32116666667,7.34782371795,11.1926666667,19.1606666667,19.622,9.51008333334,20.3749166667,9.41333333332,10.3568333333
607.58,9.496,12.61625,8.97800000001,18.1471666667,9.21958333333,7.29236858974,11.0946666667,18.9824166667,19.6774166667,9.44408333334,20.3738333333,9.38641666668,10.3325833333
607.92,9.33425,12.4658333333,8.83216666666,17.87125,9.0005,7.1442275641,10.8700833333,18.7005,19.6068333333,9.27583333334,20.2679166667,9.26291666667,10.22075
608.25,9.15624999999,12.319,8.67958333333,17.6300833333,8.79458333333,7.03317948719,10.6564166667,18.44125,19.5673333333,9.11658333333,20.1636666666,9.14441666666,10.1135833333
608.59,9.01041666666,12.1816666667,8.59508333333,17.396,8.60533333334,6.92479807692,10.5233333333,18.20875,19.5234166667,8.93891666668,20.0588333333,9.02516666667,10.0053333333
608.92,8.84208333333,11.98325,8.41091666667,17.1235833333,8.36791666666,6.74671153846,10.29775,17.8853333333,19.3989166667,8.70733333332,19.90125,8.88924999999,9.85775
609.26,8.65925,11.7620833333,8.23299999999,16.83075,8.12758333334,6.56489102564,10.07725,17.5818333333,19.2465833334,8.50366666667,19.729,8.7425,9.69391666667
609.59,8.53933333333,11.636,8.1175,16.58825,7.95924999999,6.45295512821,9.92,17.3421666667,19.2043333333,8.33624999999,19.6231666667,8.64583333334,9.56399999999
609.93,8.43316666667,11.5271666667,8.01083333333,16.37875,7.78091666667,6.36059935897,9.76141666668,17.1193333333,19.1508333333,8.19416666668,19.4950833333,8.56333333333,9.45366666666
610.26,8.36041666667,11.3945833333,7.91233333333,16.1753333333,7.65033333333,6.26136538462,9.63641666668,16.9234166666,19.123,8.04441666667,19.4040833334,8.47783333333,9.36500000001
610.60,8.28675,11.31675,7.81741666667,16.0093333333,7.54833333332,6.17583974359,9.56041666666,16.7136666667,19.09075,7.94258333333,19.3038333333,8.40908333333,9.30466666666
610.93,8.1415,11.179,7.69625,15.7245833334,7.40075000001,6.07708333333,9.39375000002,16.4941666666,18.9916666667,7.7815,19.1565833333,8.3195,9.20741666667
611.27,8.01733333333,11.0830833333,7.61075,15.5085833333,7.22808333333,5.97831089743,9.25866666666,16.264,18.8856666667,7.64633333333,19.0599166667,8.248,9.12283333333
611.60,7.94233333334,11.0329166666,7.56258333333,15.30125,7.15758333333,5.93433333333,9.1755,16.0583333333,18.8623333333,7.54941666667,18.9755833333,8.20216666667,9.05966666667
611.93,7.89583333334,10.9991666667,7.55916666667,15.1315,7.09566666668,5.88577884615,9.15033333333,15.9023333333,18.8784166667,7.47116666667,18.9505833334,8.19558333333,9.00725
612.27,7.886,11.0183333333,7.53891666667,15.0114166666,7.06658333334,5.88114423076,9.11175,15.77725,18.9046666666,7.48141666667,18.9575,8.22025,9.04274999999
612.60,7.84283333333,11.0431666667,7.5615,14.9459166667,7.03799999999,5.89500320512,9.12266666667,15.7184166667,18.9860833333,7.50233333333,19.0056666667,8.23033333334,9.07141666666
612.94,7.77166666667,11.02,7.58491666667,14.8456666667,7.01141666666,5.86814102564,9.09125,15.604,19.04025,7.48166666667,19.0478333333,8.25158333333,9.10316666667
613.27,7.76341666667,11.1031666667,7.65333333333,14.7971666667,7.0635,5.91562820512,9.14308333333,15.5873333334,19.166,7.51191666667,19.1386666666,8.33125,9.20316666667
613.61,7.66458333333,11.0829166667,7.64308333333,14.6354166667,7.0395,5.86162820513,9.12891666667,15.5038333333,19.2146666667,7.49875,19.1941666667,8.31833333333,9.20358333333
613.94,7.63316666667,11.14925,7.69341666667,14.5494166666,7.02450000001,5.85096153846,9.14033333333,15.426,19.30125,7.51891666666,19.2376666667,8.36575,9.25341666667
614.28,7.64908333333,11.2469166666,7.79841666667,14.51525,7.08616666667,5.92246474359,9.17891666667,15.4753333333,19.4400833333,7.5875,19.3583333333,8.467,9.34883333333
614.61,7.57616666667,11.2494166667,7.795,14.395,7.00491666666,5.87744871795,9.15366666667,15.3566666667,19.4981666667,7.55133333333,19.3626666667,8.44966666667,9.34858333333
614.94,7.52525,11.2729166667,7.80425,14.2915833334,7.01074999999,5.90132692307,9.16016666667,15.3145,19.5585833333,7.509,19.3718333334,8.46408333333,9.36416666666
615.28,7.44566666667,11.2721666667,7.84458333333,14.2399166667,6.97866666668,5.87395192307,9.17308333333,15.2363333334,19.5915,7.49991666667,19.3999166667,8.51266666667,9.39541666668
615.61,7.38483333333,11.3425833333,7.87266666667,14.1538333334,6.95383333332,5.88020512821,9.18625,15.1579166667,19.5965,7.50683333333,19.4365,8.52683333333,9.42975
615.95,7.32516666667,11.37175,7.914,14.07,6.94683333334,5.88085576923,9.19524999999,15.14175,19.7046666667,7.472,19.4843333333,8.53791666666,9.44558333334
616.28,7.34483333333,11.4646666667,8.04075000001,14.0359166666,7.02450000001,5.94545833333,9.26816666667,15.12875,19.7991666667,7.52933333333,19.55325,8.61541666667,9.50566666667
616.61,7.3415,11.5575,8.11233333334,13.9848333333,7.029,5.98591025641,9.30316666667,15.1193333333,19.90425,7.5135,19.5660833333,8.64733333333,9.541
616.95,7.30841666666,11.5315833333,8.13916666667,13.92575,7.00583333333,5.97892307692,9.27858333332,15.0445,19.95925,7.466,19.5853333334,8.64441666667,9.54624999999
617.28,7.31108333333,11.56075,8.21608333333,13.8690833333,6.99658333333,6.00892307692,9.25475,14.9770833333,20.0204166667,7.47558333333,19.5995,8.6715,9.57300000001
617.62,7.27675,11.581,8.27583333332,13.8160833334,7.05233333333,6.02544551282,9.30158333334,14.9396666667,20.0705833333,7.4995,19.6633333333,8.70375,9.64766666666
617.95,7.22583333334,11.5679166667,8.25241666667,13.7138333333,7.02566666667,6.00401602564,9.24591666667,14.82075,20.0944166667,7.4495,19.63225,8.701,9.62300000001
618.28,7.217,11.6360833333,8.30791666668,13.72475,7.06375,6.07333653846,9.30033333333,14.8094166666,20.2090833334,7.51041666667,19.7219166667,8.77358333333,9.68425000001
618.62,7.26275,11.70475,8.37016666666,13.7016666667,7.10716666667,6.09044551282,9.36374999999,14.7746666667,20.3539166667,7.57075,19.793,8.84516666667,9.77866666667
618.95,7.27783333333,11.73925,8.38483333334,13.624,7.09308333333,6.09144551282,9.35533333334,14.74975,20.4471666667,7.56475,19.8305833333,8.87866666668,9.78833333334
619.28,7.27233333334,11.7295,8.41358333333,13.5935833333,7.08716666667,6.10301923077,9.30891666666,14.7354166667,20.59525,7.57125,19.868,8.90174999999,9.8085
619.62,7.14366666667,11.669,8.34808333333,13.4440833333,7.00683333333,6.04906089743,9.2155,14.57325,20.5490833333,7.49175,19.8139166667,8.86691666667,9.73816666666
619.95,7.03783333333,11.6263333333,8.28700000001,13.2936666667,6.92491666667,5.97519871795,9.11566666667,14.4185833333,20.51725,7.39916666666,19.72575,8.8355,9.68058333332
620.28,7.05491666667,11.6486666666,8.33558333334,13.2548333333,6.97475,6.01923076923,9.16825,14.3585833333,20.57075,7.44516666667,19.7626666666,8.90858333332,9.69358333333
620.62,7.1155,11.78225,8.46666666667,13.3005833333,7.05791666667,6.10893910257,9.26308333334,14.39875,20.7228333333,7.55533333333,19.8608333333,9.03433333333,9.83133333332
620.95,7.07525,11.7818333334,8.45583333333,13.2429166667,7.06241666667,6.11793269231,9.26558333333,14.3670833333,20.7665833333,7.52358333333,19.87325,9.07075000001,9.84625
621.28,7.00908333333,11.7693333333,8.41491666666,13.1069166667,6.94316666667,6.11158012821,9.18933333334,14.2811666667,20.7618333333,7.4675,19.78275,9.06775000001,9.80383333333
621.62,7.01408333333,11.8133333333,8.4965,13.0833333333,6.95491666666,6.16488461539,9.28324999999,14.2500833333,20.8213333333,7.51066666667,19.8396666667,9.13216666667,9.88466666668
621.95,6.92941666667,11.7700833333,8.4655,12.9186666666,6.88,6.10213461538,9.19758333333,14.1280833333,20.8178333333,7.40958333333,19.8015833333,9.07291666668,9.81991666667
622.28,6.79016666667,11.6445833333,8.36733333333,12.7604166667,6.74741666666,6.00346474359,9.0605,13.97275,20.7615833333,7.28991666667,19.72425,8.95241666667,9.707
622.62,6.68733333333,11.59575,8.33566666667,12.64675,6.68141666667,5.97458974359,8.99825,13.8445,20.74675,7.22825,19.6843333334,8.88475,9.65108333334
622.95,6.63575,11.5784166667,8.29833333333,12.5213333334,6.65383333333,5.93165705128,8.97175,13.7284166667,20.7351666667,7.21525,19.6608333333,8.83841666666,9.65975000001
623.28,6.671,11.6080833334,8.34424999999,12.492,6.64966666667,5.96176923077,9.00858333333,13.7169166667,20.8431666667,7.23225,19.7039166666,8.88250000001,9.74700000001
623.62,6.57608333334,11.5540833333,8.29474999999,12.3698333333,6.572,5.90933974359,8.94966666667,13.6309166667,20.8691666667,7.175,19.7000833333,8.842,9.76183333335
623.95,6.4215,11.47175,8.19608333334,12.1693333334,6.42033333333,5.77130128205,8.8175,13.4908333333,20.8269166667,7.077,19.6365,8.70850000001,9.70133333334
624.28,6.34541666667,11.3875,8.10700000001,12.0151666667,6.33125,5.67747435898,8.75158333333,13.34275,20.8099166667,6.97641666667,19.578,8.618,9.61966666667
624.62,6.29333333333,11.3615833333,8.11158333333,11.9218333334,6.2975,5.64691025641,8.72425,13.2553333333,20.8155833333,6.93275,19.571,8.59458333334,9.62541666667
624.95,6.29941666667,11.3840833334,8.15224999999,11.90975,6.3505,5.67154487179,8.75516666667,13.216,20.9450833333,6.92566666667,19.6583333333,8.61816666667,9.68783333333
625.28,6.21275,11.3310833333,8.09625,11.7619166667,6.26391666667,5.59693910257,8.63416666667,13.14875,20.9199166667,6.83975,19.5998333333,8.55133333333,9.60933333333
625.61,6.19508333333,11.326,8.10733333333,11.6976666667,6.27141666666,5.608875,8.62908333333,13.0949166667,20.93425,6.81758333333,19.5685,8.56258333333,9.63733333334
625.95,6.21991666667,11.3865,8.17208333333,11.6995,6.30733333333,5.66335576923,8.671,13.1059166666,21.0335,6.8705,19.5995833333,8.62300000001,9.69516666667
626.28,6.19575,11.372,8.19599999999,11.6101666667,6.31141666667,5.64346153846,8.65541666667,13.0854166667,21.1003333334,6.83216666667,19.5868333333,8.63225,9.72433333333
626.61,6.14591666667,11.3856666666,8.21425000001,11.5898333333,6.31483333334,5.64716025641,8.63625,13.0378333333,21.1521666667,6.81091666667,19.6089166667,8.66691666666,9.71225000001
626.94,6.16108333333,11.4309166666,8.28358333333,11.5968333333,6.36666666667,5.68534294872,8.6355,13.0514166666,21.2055,6.82683333333,19.6324166667,8.70666666666,9.75450000001
627.28,6.11283333333,11.3868333334,8.22183333333,11.5051666667,6.30625,5.62591346154,8.57566666666,12.93075,21.2033333333,6.74841666667,19.584,8.66,9.70116666666
627.61,6.11525,11.4265833333,8.25441666668,11.518,6.31433333333,5.65012820513,8.5785,12.9005833333,21.2673333333,6.72041666667,19.60125,8.69475,9.74116666666
627.94,6.04266666667,11.4114166667,8.24316666668,11.42725,6.27333333333,5.635375,8.50416666667,12.8161666667,21.276,6.66075,19.5505,8.69675,9.73141666666
628.27,6.0265,11.4361666667,8.21308333334,11.36625,6.2195,5.61688461538,8.47241666666,12.73575,21.3083333333,6.623,19.5248333333,8.68366666666,9.71525000001
628.61,6.01508333333,11.40275,8.19441666666,11.314,6.18141666667,5.60855769231,8.43608333334,12.6750833333,21.338,6.61941666666,19.4939166667,8.65308333333,9.707
628.94,6.02333333333,11.4360833333,8.20358333333,11.3011666666,6.17833333333,5.62804807693,8.45741666666,12.602,21.4590833333,6.62241666666,19.5376666667,8.66608333334,9.73266666668
629.27,6.02225,11.4469166667,8.23008333333,11.267,6.18125,5.62358333333,8.46716666667,12.5858333333,21.5260833333,6.63608333333,19.5578333333,8.68533333334,9.76274999998
629.60,6.05583333333,11.4968333333,8.29983333333,11.2374166667,6.21816666667,5.66132692308,8.49791666667,12.5811666667,21.5740833333,6.65133333333,19.6045833333,8.74508333332,9.79591666665
629.94,6.04625,11.5265,8.33100000001,11.205,6.20216666667,5.67386858974,8.49641666667,12.5544166667,21.6269166667,6.66066666666,19.6494166667,8.76066666667,9.82541666668
630.27,6.13933333334,11.6038333333,8.43333333334,11.2004166667,6.24275,5.74420512821,8.57641666667,12.5775,21.7136666667,6.66825,19.69225,8.81508333333,9.91941666666
630.60,6.11775,11.5988333333,8.43416666668,11.1331666667,6.20891666667,5.72030448718,8.57258333333,12.5164166667,21.7783333333,6.64275,19.6720833333,8.80766666667,9.91241666667
630.93,6.2685,11.7455833333,8.62216666667,11.2449166667,6.35458333333,5.89175320513,8.70208333334,12.65275,21.9396666667,6.78375,19.817,8.95924999999,10.0708333333
631.26,6.35775,11.8025,8.74858333334,11.2624166667,6.47708333333,6.01634615385,8.75316666667,12.6935,22.1190833333,6.85633333333,19.9408333333,9.06775,10.1383333333
631.60,6.44608333333,11.88175,8.85691666667,11.277,6.55033333333,6.10109615385,8.82125,12.7640833333,22.1949166667,6.9335,20.00675,9.13041666666,10.2000833333
631.93,6.42966666667,11.8633333333,8.91941666667,11.2446666667,6.57866666667,6.12045192308,8.8125,12.7455833333,22.277,6.93416666667,20.0494166666,9.13225000001,10.2300833333
632.26,6.47108333333,11.9363333333,9.02508333333,11.2525,6.66083333333,6.15192628205,8.86383333333,12.7905,22.3479166667,6.99033333333,20.1223333333,9.20983333334,10.277
632.59,6.46166666667,11.945,9.08475,11.2225,6.68033333333,6.15481410257,8.85875,12.79725,22.383,6.99125,20.1374166667,9.22016666666,10.3440833333
632.92,6.47558333333,11.9680833333,9.10241666667,11.1591666667,6.69583333333,6.16486217949,8.82925,12.8014166667,22.4195,6.9905,20.1500833334,9.23733333333,10.3655833333
633.26,6.38566666667,11.9204166667,9.04141666666,11.0613333333,6.64866666667,6.14075,8.75591666666,12.7301666667,22.3963333333,6.9315,20.1051666666,9.18,10.34025
633.59,6.36383333333,11.92875,9.08266666666,11.0825833333,6.669,6.16674679488,8.74558333334,12.7215833333,22.4306666667,6.93558333333,20.1025,9.19133333332,10.3806666667
633.92,6.34233333333,11.951,9.14191666666,11.08875,6.70841666667,6.20843589743,8.74558333333,12.74775,22.4796666667,6.98166666667,20.1079166666,9.24533333333,10.4283333333
634.25,6.29958333333,11.9298333333,9.16141666667,11.0718333333,6.69491666666,6.19598397436,8.72883333334,12.6983333333,22.4883333333,6.96258333333,20.1148333333,9.24491666666,10.462
634.58,6.34933333333,11.9930833333,9.22750000001,11.118,6.76458333333,6.25525961538,8.80483333333,12.7220833333,22.5749166667,7.00216666667,20.1605833334,9.31075,10.5244166667
634.91,6.35975,12.0183333333,9.22141666667,11.062,6.72758333333,6.26621794872,8.83158333333,12.6868333333,22.5505833334,7.01116666667,20.09825,9.29641666666,10.55375
635.25,6.3785,12.059,9.24975,11.07275,6.74683333334,6.29273717948,8.85166666667,12.7108333333,22.6553333333,7.053,20.1443333333,9.32216666666,10.6223333333
635.58,6.41908333333,12.12425,9.27533333333,11.0785833333,6.7475,6.33101602564,8.91516666667,12.7600833333,22.7273333333,7.09466666667,20.1440833333,9.35466666668,10.6606666667
635.91,6.36183333333,12.1534166667,9.26991666666,11.0418333333,6.66916666667,6.33342307692,8.845,12.6991666667,22.7433333333,7.05258333334,20.12825,9.33908333334,10.648
636.24,6.37583333333,12.1978333333,9.30275,11.0563333333,6.694,6.41195833333,8.86883333333,12.6765833333,22.788,7.09591666667,20.1361666667,9.39616666666,10.6593333334
636.57,6.39633333333,12.2469166667,9.37091666666,11.1268333333,6.68825,6.47137179487,8.88675,12.6175,22.9178333333,7.12383333333,20.1791666667,9.44575,10.7688333333
636.90,6.40216666667,12.2845833333,9.40558333333,11.1149166667,6.68166666667,6.46771474359,8.85058333333,12.5925,23.0096666666,7.09166666666,20.184,9.45483333333,10.7979166667
637.23,6.56266666666,12.4284166667,9.51608333334,11.23,6.80425,6.56859294872,9.02158333333,12.6613333333,23.1923333333,7.16133333333,20.3045,9.59575,10.9369166667
637.56,6.58958333333,12.45825,9.50366666666,11.2121666667,6.7555,6.59075641026,8.99483333334,12.634,23.2383333333,7.14866666667,20.3140833333,9.61158333334,10.95125
637.90,6.7255,12.6085833333,9.58524999998,11.2723333333,6.86133333333,6.69771153846,9.05566666667,12.7360833333,23.3985,7.29783333333,20.4131666667,9.69450000001,11.05175
638.23,6.71108333333,12.59475,9.62591666667,11.21025,6.83383333333,6.69303846154,9.02166666667,12.71875,23.537,7.30158333333,20.42775,9.70383333333,11.05175
638.56,6.73533333334,12.59925,9.68275000001,11.2379166667,6.85083333334,6.72827884615,9.03591666667,12.7679166667,23.6416666667,7.36091666667,20.5008333333,9.73866666666,11.1355
638.89,6.7045,12.5611666667,9.66316666666,11.2058333333,6.78925,6.73357051282,9.00741666667,12.7029166667,23.6771666667,7.341,20.4886666667,9.73583333334,11.1169166667
639.22,6.7495,12.6033333334,9.75366666668,11.2396666667,6.89058333333,6.83148397436,9.05141666667,12.7018333333,23.70825,7.40366666667,20.561,9.81850000001,11.2080833333
639.55,6.85433333334,12.6466666667,9.81458333334,11.2586666667,6.95158333333,6.90680448718,9.15366666667,12.747,23.8275833333,7.472,20.5890833333,9.93083333334,11.3001666667
639.88,6.89166666667,12.6841666667,9.83091666667,11.22625,6.98808333333,6.92690705128,9.15875,12.7599166667,23.8808333334,7.46883333333,20.6321666667,9.97758333333,11.389
640.21,6.93875,12.71575,9.86541666666,11.2325833333,7.03391666667,6.96751602564,9.23783333332,12.8115,23.90225,7.50016666667,20.68825,9.98291666666,11.4005833333
640.54,6.98333333333,12.7515,9.91216666666,11.2584166666,7.02225,6.99018589743,9.26449999999,12.8404166667,23.9674166666,7.52016666667,20.6939166666,10.0513333333,11.4436666667
640.87,6.96616666667,12.7635833333,9.91533333334,11.2159166667,7.00325,7.01033333333,9.16666666666,12.8014166667,23.92475,7.55308333333,20.676,10.0615833333,11.4485
641.20,6.90225,12.6935,9.86941666666,11.0796666667,6.95825,6.925375,9.12075,12.6958333333,23.97175,7.53758333334,20.66225,10.003,11.415
641.53,6.83283333333,12.60375,9.80808333334,10.9470833333,6.8725,6.89924038462,9.08416666667,12.5765833333,23.9215833333,7.443,20.6345,9.98083333334,11.3666666667
641.87,6.78308333334,12.5721666667,9.72183333334,10.8610833333,6.79633333334,6.85990064102,9.002,12.5395,23.8374166667,7.39958333334,20.5811666667,9.91875000002,11.354
642.20,6.67416666667,12.5084166667,9.63100000001,10.74275,6.73416666667,6.77421794872,8.89983333333,12.4415,23.7473333333,7.254,20.4785,9.91858333334,11.2556666667
642.53,6.67816666667,12.5716666667,9.64625,10.7328333333,6.78133333333,6.81863141026,8.92241666667,12.5010833333,23.7383333333,7.24591666666,20.5160833333,9.96158333333,11.2998333333
642.86,6.72866666667,12.6498333333,9.68041666666,10.7635833333,6.8075,6.85095192307,8.91716666667,12.5485833334,23.8914166666,7.26933333334,20.55575,10.0514166667,11.373
