wavelength,Back_ChlCalf,Belly_ChlCalf,Breast_ChlCalf,Crissum_ChlCalf,Crown_ChlCalf,DorTail_ChlCalf,Patch10_ChlCalf,Patch11_ChlCalf,Patch12_ChlCalf,Patch13_ChlCalf,Rump_ChlCalf,Throat_ChlCalf,WingTip_ChlCalf
188.67,221.4815,202.222333333,239.259333333,273.703666666,220.926,207.14388141,185.74075,195.925916667,298.33325,251.481416666,237.963,218.888833334,218.888833334
189.05,229.065,216.260166667,261.585333333,294.512083334,233.739916667,212.672051282,195.528333334,202.032583333,325.0,273.373916667,254.674833333,230.08125,232.113833333
189.43,220.299166667,225.4275,265.384666667,300.427416667,230.341833333,190.729820513,189.31625,190.811916667,332.906,277.350416667,245.726416667,239.1025,225.641
189.81,244.117666666,266.1765,307.107916667,339.46075,264.951083333,210.331666667,216.421583333,216.176333333,384.31375,312.009833333,265.196083333,267.401916667,256.127416667
190.19,258.333333333,279.947916667,313.28125,350.0,276.822916667,230.939503205,220.833333333,230.989583333,407.552083333,330.989583333,280.729166667,283.072916667,263.541666667
190.57,526.666583333,559.444416667,615.5555,721.666583333,549.4445,426.196551282,418.333416666,437.222333333,832.222416667,683.33325,559.444333333,576.6665,503.888833333
190.95,697.916666666,748.610999999,837.499916667,956.944499999,786.805583332,555.074673077,629.166666666,629.860916667,1161.80566666,963.888833334,784.72225,791.666666667,706.944416667
191.33,432.870416667,478.24075,547.222166667,602.31475,515.740583333,356.107509615,416.666583334,394.444416667,751.851833334,687.037083333,535.648166667,527.31475,469.444416667
191.71,710.605916667,771.969583333,841.666749999,968.181750001,826.515166667,560.60611218,640.151583333,640.151416667,1200.00008333,1111.36358333,842.424249999,871.212083334,728.787916666
192.09,793.181916667,819.696999999,931.818249999,1022.72725,861.363499998,610.46038782,753.787833334,727.27275,1274.2425,1179.54541667,864.394,970.454583334,812.121416667
192.47,1758.33333333,1772.91666667,2127.08333333,2335.41666667,1914.58333333,1237.66025641,1689.58333333,1585.41666667,3120.83333334,2852.08333333,1945.83333334,2245.83333334,1752.08333334
192.85,1670.83333333,1606.25,2008.33333333,2162.5,1825.0,1135.57692307,1577.08333333,1422.91666666,2939.58333334,2777.08333334,1789.58333333,2106.25,1562.5
193.23,381.745916667,348.41275,406.349,437.698416667,383.730166667,259.996833333,330.952333333,321.428583333,599.603166666,556.349166666,360.3175,444.444416667,339.285833333
193.61,501.5625,435.416666666,522.395833333,537.5,471.354166667,334.975961539,413.541666667,410.9375,793.750000001,726.041666667,472.395833333,582.8125,445.3125
193.99,383.333333333,302.777666667,371.031666667,404.365083333,353.1745,223.565432692,290.476,287.3015,586.90475,536.111083334,354.365083334,426.587416667,312.30175
194.37,228.418666667,180.769083333,214.102583334,228.84625,219.230833333,131.632179487,175.427333333,171.367583333,322.435833333,311.11125,202.991583333,238.034166666,180.555583333
194.75,176.923083333,130.929583333,159.615416667,171.634666667,163.782083333,105.861583333,140.3845,130.448583333,242.788416667,237.1795,152.884666667,177.40375,128.5255
195.13,119.328666667,89.9307500001,103.819583333,114.120416667,112.963,72.0351538462,95.2545833334,87.5,166.088083333,164.930583333,102.083333333,122.453666667,82.4075000002
195.51,105.485166667,79.4303333332,91.5611666665,102.84825,100.84375,62.4349551282,81.0126666667,75.94925,148.4175,139.8735,85.232,107.594916667,68.038
195.89,97.2585833333,70.3945833334,87.7192500001,89.9122499999,92.5438333332,53.6395192308,74.9999999999,63.81575,145.943,134.758833333,81.4693333333,99.78075,55.2631666667
196.27,101.293083333,69.3964166665,93.9653333334,91.2356666665,101.293083333,48.5188814102,72.5573333332,54.45425,162.643583333,158.046,87.3564166667,103.017333333,48.1320833333
196.65,86.4584166667,58.3333333333,83.33325,76.3393333333,85.2677499998,38.4214198718,58.1844166666,35.1190833333,149.107166667,155.20825,74.4048333333,85.2678333334,37.0536666667
197.03,84.3566666668,66.082,82.1637500001,81.2865000001,85.2339166667,43.3310608974,60.6725000001,35.965,153.801166666,155.701666667,77.7779166668,87.5731666668,40.2046666666
197.40,93.5374999999,79.9320833333,96.2585833335,102.040833333,101.530666666,51.5829038462,71.5985833333,34.694,168.707666667,189.115666667,100.68025,108.333333333,49.6599166667
197.78,92.5288333333,73.4195833333,98.1321666666,98.4195833334,106.752833333,59.9801217949,76.1494166667,35.9195,144.8275,164.654916667,94.1090000001,97.12625,48.4194166667
198.16,108.865083333,82.624,117.553166667,112.94325,125.531916667,73.5064326923,93.43975,43.4396666667,160.10625,193.262416667,106.028416667,119.680666667,53.5461666666
198.54,134.722166666,93.6110833333,154.4445,151.666833333,157.500166667,73.6645352564,112.77775,36.9444166666,207.777833333,264.722333333,133.889083333,163.888833333,44.4443333334
198.92,130.12825,101.282,159.93575,148.71775,155.448833333,57.3717339744,104.487083333,24.0384166667,196.153833333,266.666666667,132.371916667,156.410333333,42.62825
199.30,162.847166667,132.638833333,189.930416667,180.902833334,175.6945,66.2527564103,114.236166667,51.3889166666,218.055666667,300.694333334,160.76375,173.958416667,53.4723333333
199.68,139.197416667,100.0,155.246833333,145.987666666,137.345666666,28.7867852564,88.2715833333,36.4199166667,170.370333333,267.592583333,141.358083333,149.074,39.5061666667
200.06,104.605333333,79.1665833334,116.008833333,115.7895,101.97375,31.0138525641,70.6141666667,38.8158333333,120.614,202.6315,110.307,105.921083333,45.83325
200.44,85.1695833334,68.7852500001,90.9604166668,95.4800833333,82.2035,38.3094070513,60.8755833334,36.5820833333,99.29375,138.135666667,84.6046666667,83.3333333334,40.1129166667
200.82,89.5480000001,71.1864166667,91.9492500001,103.672333333,87.14675,42.0414807692,68.0790833332,42.79675,101.12975,134.463083333,87.0055833333,90.81925,39.9718333333
201.19,90.4970000001,66.66675,89.1811666667,98.39175,85.6725833334,35.2564358974,72.3684166668,37.7192499999,93.2746666665,131.578833333,81.87125,93.1286666668,42.3976666666
201.57,85.1305833333,55.0653333333,83.1698333334,92.3203333334,81.0456666667,22.9511025641,69.60775,27.2874999999,87.5815000001,126.634,69.9346666668,85.1306666667,22.3855
201.95,66.3265,44.3876666667,58.8435833332,77.551,56.1225833334,1.61559615386,49.9999166667,12.2449166667,61.0545000001,116.156333333,57.653,65.47625,4.42166666664
202.33,50.27325,41.5301666667,45.0820833333,65.98375,39.6174166667,-0.0998076923168,41.5300833333,17.0764166667,50.95625,97.1311666667,47.8143333334,50.0001666667,5.19133333334
202.71,48.2221666667,44.77775,44.77775,62.7776666667,39.88875,13.6837628205,43.2221666667,25.5555833333,48.44425,87.1110833334,49.1110833333,50.6665833333,15.1110833333
203.09,39.5201666667,39.0151666667,36.7423333333,59.4695833333,36.3635833334,3.7295576923,43.6866666667,20.581,46.2121666666,88.8888333333,45.0758333333,50.0,7.32333333335
203.47,28.0555833333,27.9166666667,30.0000833334,44.7221666666,20.0000833333,-0.373935897425,38.4721666668,5.83333333331,34.5831666667,79.8610833332,26.6665833333,45.2778333333,-3.19441666665
203.85,35.5468333333,37.37,37.1094166666,52.7345,29.4270833333,15.9255288462,51.5624166667,15.8853333333,36.0679166667,73.4376666666,29.8175833334,54.0365,6.90099999998
204.22,39.7799166667,38.8363333333,40.4088333333,51.4150833333,25.47175,9.65158653845,60.2200833334,10.2200833333,24.371,73.7421666667,26.1005833333,63.6790833333,5.34591666666
204.60,23.7654166667,24.22825,20.6788333334,29.01225,15.432,-6.47536538462,47.2220833334,5.86425000001,10.4938333333,63.5800833333,14.6605,48.14825,1.38883333334
204.98,6.98208333335,11.2613333334,3.15324999993,3.60366666667,-4.27925,-40.306676282,49.0990833334,-12.6125833332,-25.9009166666,62.6125833334,-4.27933333334,39.4145,-18.6935833333
205.36,25.0,29.1666666668,17.0833333333,12.2916666667,8.95833333335,-23.6458333333,46.0416666668,11.875,-24.7916666668,74.1666666668,12.7083333333,48.3333333332,-3.33333333332
205.74,30.3761666667,39.2473333333,27.5538333334,25.5375,21.6398333333,2.73441987178,45.4301666667,27.8225000001,-4.43550000001,65.1881666667,27.957,47.8495,25.1343333333
206.12,20.9065,34.3566666666,23.5379166667,24.2689166667,16.8129166667,1.73199999998,43.8598333333,27.9239166666,-8.04100000001,63.8890000001,22.2222499999,48.9765833333,30.9940833333
206.50,6.7074166667,28.0488333333,18.2928333333,1.62600000002,-4.06500000002,-15.2204358974,39.2277499999,10.7723333332,-36.1789166666,63.4144999999,20.52825,46.1380833333,25.60975
206.87,-15.1515,21.212,12.6264166666,-24.495,-28.2826666667,-37.4805673077,33.5857500001,-7.82833333333,-71.9695833332,50.2523333332,9.84833333342,44.6969166667,25.2524166666
207.25,9.21049999997,38.8156666667,26.9736666668,-16.0088333334,-20.8333333333,-13.0398269231,30.4825833333,6.57899999993,-56.3595000002,51.9736666667,24.9999166667,58.1140833333,38.1578333333
207.63,22.2222499998,55.5554166667,38.3333333332,-8.33333333334,-27.5,-12.6603076923,41.3888333332,30.0000000001,-79.9999166667,72.7778333333,48.0556666666,60.5555000001,53.0555833334
208.01,-50.8333333333,24.1666666665,-30.8333333332,-160.0,-218.333333334,-140.801282051,-26.6666666669,8.33333333342,-385.833333333,111.666666667,37.5,33.3333333335,21.6666666667
208.39,-48.7178333332,28.8461666667,-32.0511666666,-124.359,-171.153916667,-97.115548077,-19.2306666668,8.33341666667,-311.538416667,71.7949166667,26.2820833336,17.9486666668,3.84608333335
208.77,-233.333333333,1066.66666666,150.0,-716.666666667,-2066.66666666,-724.038461538,408.333333333,350.0,-4391.66666667,1058.33333333,408.333333333,750.0,208.333333334
209.14,39.81475,97.5307500002,58.6420000002,22.8395833334,-33.0246666667,24.6319903846,56.7901666667,60.8025833334,-108.02475,83.6418333333,59.5678333332,83.3333333332,62.0370833333
209.52,26.0101666667,64.1414166667,32.8283333333,12.8789166667,-38.1313333333,28.195375,48.2324166668,41.4142500001,-99.7475000001,51.2626666667,35.6060000001,56.8183333333,40.1515
209.90,-20.8333333333,76.7856666667,-12.4999166667,-67.2619166666,-194.642833333,-24.0842243589,28.5713333333,2.97608333324,-324.40475,13.0951666668,-16.6667499999,25.0,1.19050000008
210.28,32.7381666666,100.59525,16.6666666667,-54.1665833334,-169.047583333,6.70775641017,76.1904166667,29.1666666666,-285.714166666,29.7619166667,3.57150000009,42.8571666666,11.9048333333
210.66,85.5555,125.555666667,38.3332500003,17.7776666667,-102.222166667,81.2393141026,120.0,81.1109166665,-230.55575,25.0000833334,-14.4445000001,65.0000833333,67.7778333334
211.03,213.888916666,283.333249999,-177.777833332,-72.2221666668,-799.999999998,181.837467948,505.555583333,261.111083333,-1302.77791667,-238.888916667,-388.888833332,-33.3334166677,108.33325
211.41,-50.0000000017,66.6666666675,-1250.0,-924.999999998,-3100.0,-128.525641027,1291.66666666,83.3333333343,-4775.0,-1383.33333333,-2158.33333334,-874.999999999,-441.666666665
211.79,-316.666666667,-275.000000001,-1733.33333333,-1116.66666667,-3033.33333333,-717.307692309,1300.0,-291.666666665,-5366.66666668,-2100.0,-2333.33333333,-558.333333332,-158.333333336
212.17,-250.000000002,-425.0,999.999999998,541.666666667,2225.0,154.487179486,-2208.33333334,-341.666666665,4225.0,1616.66666667,1858.33333333,-191.666666667,-866.666666668
212.55,24.9999999999,35.2564166666,141.025666667,83.9743333335,230.128166666,76.4300320513,-130.12825,11.5384999998,345.51275,163.461666667,204.48725,9.61516666675,-38.4615000001
212.92,45.3125,59.1145833334,97.9166666667,80.7291666667,119.53125,66.7267628204,-19.7916666666,32.5520833335,163.802083333,104.427083333,116.40625,33.3333333333,13.28125
213.30,36.2318333333,44.3841666667,79.5289166668,50.3623333332,78.2608333334,45.7915897436,-22.1014166667,17.0290000002,118.478166667,69.5652499999,78.442,19.3840000001,6.70299999998
213.68,45.8995833333,47.0900833333,73.14825,56.7460833333,76.5873333334,53.1899038461,-4.23275000001,26.7196666667,97.6189166666,69.4444166666,72.4868333333,32.5395833334,14.5503333333
214.06,44.111,50.5555833333,63.7776666667,53.7778333333,68.3332499999,53.3419102564,1.55550000003,23.0000833333,86.5556666666,63.1110833334,67.22225,31.5555,15.5555833333
214.44,40.7520833334,49.4918333333,59.45125,53.3535833333,59.55275,52.7515929487,0.203333333342,22.2560833333,86.9920833333,59.0447500001,58.2318333333,28.0488333333,13.7195
214.81,47.6449166666,60.3260833333,66.3043333333,61.77525,67.1195833333,61.3678301282,9.60141666669,29.6194166667,93.5687499999,63.2247500001,61.0509166667,36.2319166667,22.2826666667
215.19,43.0273333334,57.0578333333,61.73475,60.45925,58.7585833333,56.8191314103,12.92525,27.2959166667,92.8572500001,54.3365833333,57.1428333333,34.949,21.0884166667
215.57,36.19275,49.8366666667,53.8398333333,51.6339166667,49.10125,45.5411858974,7.59808333334,20.0981666667,86.4378333333,45.4248333333,48.7745833333,28.1046666667,12.0915833333
215.95,39.45425,51.4749166667,57.1534166667,51.7699166666,50.59,44.2589839744,14.3805,23.0825833333,82.5958333334,42.25675,47.419,30.8996666667,19.4689166666
216.32,44.6194166667,52.8213333333,61.8766666667,55.5774166667,53.9369166666,47.5923974359,24.0158333333,29.1995833333,84.3176666666,46.1943333333,49.4750833333,37.8608333333,26.4436666667
216.70,42.4516666666,48.30925,58.1520833333,50.9660833333,46.67875,39.722724359,22.4638333333,25.7245,80.07225,45.5315833333,46.3768333333,37.1979166667,25.0000833333
217.08,42.4299166667,46.6283333333,59.0330833333,52.0991666666,49.4911666667,38.4247820513,25.6360833333,27.7354166667,85.6234166667,47.8373333333,45.2290833333,40.64875,23.855
217.46,47.8735,53.6206666667,63.5058333333,57.9885,54.9425833333,46.0212051282,35.7471666667,36.37925,88.2184166668,54.59775,50.9194166667,49.7701666667,32.5861666667
217.83,49.6875,54.0625,62.7604166667,57.3958333333,55.3645833333,48.2872596154,41.40625,38.5416666667,87.03125,54.21875,50.46875,52.0833333333,36.5104166667
218.21,49.2581666667,55.3083333333,65.2968333333,59.532,55.5365,44.7707532051,41.5526666667,38.4133333333,92.9793333334,55.6506666666,50.51375,51.7123333334,36.64375
218.59,53.09225,56.0795833333,68.5534166667,59.01475,61.3206666667,47.8431570513,46.8553333333,42.2956666667,91.6141666666,61.845,58.2809166667,56.4465,39.5701666667
218.97,48.5943333333,49.94975,63.0018333333,53.2129166667,55.5220833333,43.9352435898,42.2691666667,38.8554166667,83.5844999998,55.974,53.5643333333,51.8573333333,36.5460833333
219.34,45.3155833333,46.3509166667,58.9250833333,49.5561666667,55.5720833333,43.0190064103,38.1659166666,39.9903333334,79.5857499999,55.7693333333,51.9230833334,49.1616666666,35.15775
219.72,46.5434166667,47.6325,61.9790833333,50.4261666667,57.8125,45.0121891026,41.3350833333,42.0928333333,76.51525,59.8011666667,55.4925,52.9354166667,37.5948333333
220.10,41.4218333334,44.1666666667,57.6960833333,45.9805,52.0588333333,41.9777275641,36.9605,39.0686666667,71.4214999999,58.4313333333,54.6569166667,53.2843333334,34.2156666667
220.47,34.20475,40.0871666667,52.0153333333,39.65125,47.3856666667,36.310224359,29.0850833333,34.9675,68.0283333334,55.011,52.3421666667,50.2178333333,27.2330833333
220.85,28.8773333333,36.1690833334,46.2385,35.301,45.5440833333,32.4541923077,26.85175,30.9028333333,63.6573333333,50.6944166666,50.1735833333,45.9490833333,22.1645
221.23,24.8091666666,33.4605833333,46.1195833333,31.04325,41.2848333333,29.7293205128,21.1831666667,24.23675,58.4605000001,46.9465,50.5725,40.649,18.766
221.61,12.79525,24.9345,33.7269166667,21.5223333333,31.2335833334,17.6584038462,9.31766666668,13.0576666667,45.1444166667,35.9580833334,41.2073333334,29.59325,6.62733333335
221.98,7.64458333334,19.9723333333,27.47925,15.7024166667,25.9641666667,10.5133108975,1.51533333333,7.02474999998,38.292,34.5729166667,40.6336666667,21.0055,0.344249999983
222.36,12.7098333333,21.58275,27.5180833333,16.72675,26.9783333334,15.3408044872,4.79616666667,11.1509166667,35.5515,36.2710833333,40.5276666667,23.3214166666,4.19658333333
222.74,2.29658333332,12.5329166667,13.5170833333,6.36483333335,14.895,2.28903846154,-8.79258333335,-0.524916666675,25.9841666667,24.6061666667,32.0865,13.3200833333,-5.11808333332
223.11,-8.09291666667,4.327,2.72433333332,-0.721083333307,5.529,-4.99264423077,-18.6699166667,-9.21483333332,20.0320833333,17.3076666667,28.4455833334,8.25333333332,-15.0640833333
223.49,-7.13141666667,4.80766666668,4.08650000001,-1.44216666665,0.0801666666657,-6.08349358974,-14.6634166666,-12.5800833333,16.7468333333,12.41975,26.4423333333,6.57041666666,-19.311
223.87,-5.43149999999,4.91058333333,-0.52083333335,-1.26483333333,-4.3155,-3.82617948719,-16.2201666667,-11.2350833333,17.4106666667,6.47325,19.1221666667,3.94341666667,-19.1220833333
224.24,4.56791666666,10.1851666667,5.12341666668,9.25916666666,5.12350000001,2.24834935896,-9.38258333332,-2.77775,23.5184166667,11.6666666667,21.9135833334,9.07408333332,-9.81474999999
224.62,13.77775,17.6110833333,14.1666666667,16.33325,14.0556666667,9.8887724359,-1.72216666667,4.11124999999,30.0555833333,16.7778333333,25.1666666667,13.4444166667,0.444500000003
225.00,14.2405833333,19.0926666667,16.7721666667,16.9831666667,13.924,11.6376346154,-2.79524999999,6.38183333334,30.1686666667,18.829,22.89025,15.2954166667,3.37541666667
225.38,12.2605833333,18.774,12.1648333333,13.1704166667,12.59575,9.5877371795,-4.74133333333,6.08250000001,26.5804166667,16.8581666667,18.82175,12.7394166667,0.910083333334
225.75,11.65725,17.088,10.76775,12.266,11.1890833333,7.38638141025,-2.94941666666,5.19675,25.7959166667,18.1180833333,17.603,12.4064166667,0.936333333332
226.13,5.73758333333,11.9763333333,5.46441666666,7.05833333333,5.46449999999,2.99847115384,-9.42624999998,-1.36616666667,20.1729166667,10.8379166666,10.1548333333,8.42441666666,-4.05291666667
226.51,-2.54375000001,4.03508333334,-0.394749999992,-0.964916666657,-2.06149999999,-4.62719230769,-17.851,-9.60525000001,10.7893333333,2.71933333333,0.701833333333,-0.1315,-11.8860833333
226.88,1.34525,6.20341666667,4.85791666667,4.18533333334,2.46641666667,0.398208333342,-10.5006666667,-4.7085,10.6128333333,4.78316666667,1.04641666667,2.12991666667,-5.71758333333
227.26,6.90383333332,10.3709166667,9.91483333332,7.26883333335,6.63008333332,5.19604807694,-4.13625,0.790916666667,12.40875,8.72858333333,5.01816666666,4.74441666667,0.303999999998
227.64,4.94208333334,6.80858333334,7.67608333332,3.68041666666,3.9695,3.52749679486,-5.07349999999,0.236583333332,9.41133333333,6.28283333333,2.28691666667,2.86533333332,-0.157833333333
228.01,4.27225,5.4695,6.78408333334,2.79341666666,2.98125000001,2.30123076924,-4.81216666668,0.140999999998,5.8685,4.85924999999,1.10316666667,1.24416666667,0.258166666667
228.39,-0.862166666668,0.77349999999,1.59141666667,-2.69666666666,-1.81233333333,-1.98181410256,-8.44383333332,-3.77991666667,-0.110333333335,-0.618833333324,-3.95675000001,-4.39883333333,-4.885
228.76,-4.23499999999,-2.92733333334,-2.12733333334,-6.51825000001,-5.95233333332,-4.131375,-10.2069166667,-6.75258333334,-3.82516666666,-3.82516666667,-6.75266666667,-7.74783333333,-7.25991666666
229.14,-4.55874999999,-4.13941666668,-3.26400000001,-7.51250000001,-7.05691666668,-4.77259935898,-10.2296666667,-7.31216666667,-4.15741666667,-5.10599999999,-6.91116666667,-8.91691666668,-7.34866666668
229.52,-3.21166666668,-3.09033333333,-1.99666666667,-5.53816666667,-5.59025000001,-3.46836217949,-8.17716666666,-5.65975,-3.19458333333,-4.3575,-5.92008333332,-7.3785,-4.6875
229.89,-1.52125,-1.81891666667,-0.248000000001,-4.38166666667,-3.70375000001,-1.71394230769,-6.25,-3.29041666667,-1.78583333333,-3.35641666666,-3.86916666666,-5.80375,-2.69516666667
230.27,-1.09033333333,-1.58866666667,0.420499999999,-4.299,-3.06858333333,-0.812846153845,-4.37691666667,-1.12141666667,-1.65116666667,-2.85033333333,-2.50783333333,-5.32708333333,-1.65116666667
230.65,0.676583333333,-0.553416666668,1.06083333334,-3.2595,-2.04483333334,0.827926282054,-2.02958333333,0.799666666666,-0.44575,-1.98341666667,-0.615083333333,-4.08991666667,0.584083333333
231.02,0.768833333335,-0.999249999999,0.753333333333,-4.28983333333,-3.0135,0.754423076922,-2.19858333333,0.753416666667,-0.768749999998,-2.15266666667,-0.615000000001,-4.58191666667,0.384333333333
231.40,-2.08325000001,-4.46883333334,-2.24241666667,-6.55225,-6.05908333332,-1.52420512821,-5.00941666666,-1.71758333333,-3.35558333333,-5.12091666667,-3.53058333334,-7.53816666667,-1.98775
231.78,-3.08516666666,-5.24825000001,-4.14158333334,-6.47216666668,-6.58933333334,-2.90584615385,-6.4385,-2.74975,-5.19766666666,-6.55600000001,-4.67808333332,-8.56799999999,-2.314
232.15,-6.40491666667,-8.28025,-7.43099999999,-9.32425000001,-9.80175000001,-5.30856089744,-9.35958333334,-5.21958333333,-7.76725,-8.82875000001,-6.67033333332,-11.8895,-5.34324999999
232.53,-5.58608333334,-7.56408333335,-6.15383333334,-8.44333333333,-9.67041666668,-3.00131410256,-7.69216666667,-3.86441666666,-6.15383333333,-7.54583333332,-5.38466666666,-11.7215833333,-2.7105
232.90,-5.35433333334,-7.94408333333,-6.63933333333,-8.58641666668,-10.5725,-2.67874038461,-7.535,-3.23216666666,-5.64633333334,-8.02191666668,-4.96508333334,-11.8185833333,-2.356
233.28,-2.49616666665,-6.06775000001,-3.28341666666,-6.56691666667,-8.08366666666,0.172884615385,-4.93458333332,-0.768,-4.49324999999,-5.91416666667,-3.20658333333,-8.96683333334,-0.364916666667
233.66,-2.98283333334,-5.87258333332,-2.61008333333,-6.43183333333,-8.35216666665,0.319782051283,-4.94033333333,-0.894916666668,-3.74716666666,-5.14541666667,-2.70325,-8.31466666668,-0.782833333335
234.03,-4.76191666668,-8.46358333335,-4.87341666667,-8.05416666668,-11.1606666667,-0.648903846153,-7.38466666667,-3.14358333334,-6.75216666668,-6.93824999999,-5.18966666667,-10.88175,-2.64141666667
234.41,-2.94991666665,-6.8215,-3.30008333334,-6.50816666668,-10.4536666667,0.563201923078,-6.89533333333,-1.99116666667,-6.26850000001,-5.88125,-4.38775,-9.99266666667,-1.7145
234.78,-3.64925000002,-6.88091666667,-3.41316666667,-6.95358333333,-11.347,0.143160256411,-7.62525000001,-2.41466666667,-6.97158333333,-6.10033333332,-5.30141666667,-10.748,-2.10608333333
235.16,-5.65333333334,-8.42508333334,-5.45150000001,-8.38841666665,-13.3993333334,-1.30040705128,-9.06758333333,-3.52408333334,-9.25116666666,-7.85608333333,-7.06691666666,-12.0959166667,-3.23058333333
235.54,-3.84749999999,-6.27658333333,-3.7235,-7.1455,-11.66675,-0.359993589742,-6.2235,-1.47166666667,-7.67733333332,-6.773,-5.70916666667,-10.0885833333,-1.43625
235.91,-3.71533333333,-6.35408333332,-3.59375000001,-7.29191666665,-11.2848333333,0.304477564102,-5.38200000001,-1.12858333333,-6.77091666666,-6.35416666667,-4.84375,-9.80900000002,-1.47575
236.29,-2.91833333333,-5.81983333334,-2.88458333334,-7.77658333335,-10.5768333333,0.591000000001,-4.4535,-0.978333333333,-6.30908333333,-6.49466666667,-4.90883333333,-8.89008333333,0.0843333333332
