wavelength,Back_ChrChrm,Belly_ChrChrm,Breast_ChrChrm,Crissum_ChrChrm,Crown_ChrChrm,DorTail_ChrChrm,Patch10_ChrChrm,Rump_ChrChrm,Throat_ChrChrm,WingTip_ChrChrm
358.02,2.93055555556,15.7406666667,15.0894444444,18.562,6.674,5.32955555555,2.40111111111,16.7212222222,18.831,5.43533333333
358.38,2.94533333333,15.6355555555,15.0534444445,18.5217777778,6.63466666667,5.35555555556,2.44011111111,16.6427777778,18.7555,5.38855555555
358.75,2.89433333333,15.5322222222,15.0366666667,18.4408888889,6.60833333333,5.37666666667,2.37311111111,16.5898888889,18.6835,5.37666666667
359.11,2.848,15.4365555555,14.9687777778,18.3561111111,6.49566666667,5.31655555555,2.33355555556,16.4066666667,18.5848333333,5.27777777778
359.48,2.84233333334,15.3578888889,14.8517777778,18.3375555556,6.38766666667,5.294,2.35077777778,16.3008888889,18.4926666667,5.18066666667
359.84,2.88566666667,15.3002222222,14.8212222222,18.3494444444,6.34366666667,5.261,2.34077777778,16.2015555556,18.403,5.17844444444
360.20,2.82577777778,15.1586666667,14.734,18.281,6.32322222222,5.18311111111,2.33544444444,16.1665555555,18.3525,5.12888888889
360.57,2.79377777778,15.0761111111,14.7005555556,18.2307777778,6.275,5.11433333333,2.34722222222,16.0936666667,18.264,5.106
360.93,2.80344444445,15.0554444445,14.6533333333,18.1716666667,6.26833333333,5.09655555555,2.35,16.056,18.2291666667,5.06666666667
361.29,2.76433333333,14.9652222222,14.5534444445,18.0867777778,6.229,5.08055555555,2.26466666667,15.9516666667,18.1266666667,5.00066666667
361.66,2.85588888889,15.0435555555,14.6111111111,18.183,6.31688888889,5.18744444445,2.30166666667,15.977,18.2545,5.10955555556
362.02,2.85111111111,15.0473333333,14.5877777778,18.2071111111,6.36933333333,5.22388888889,2.31166666667,15.9461111111,18.1903333334,5.10488888889
362.39,2.86644444444,15.03,14.5704444444,18.1555555555,6.40344444444,5.23311111111,2.31655555556,15.9377777778,18.2436666667,5.132
362.75,2.83377777778,14.9525555556,14.4624444444,18.1515555556,6.328,5.19522222222,2.28088888889,15.8322222222,18.1958333333,5.095
363.11,2.90944444444,15.0661111111,14.4812222222,18.16,6.40366666667,5.27522222222,2.32277777778,15.9136666667,18.2585,5.10833333333
363.48,2.79822222222,14.9295555556,14.3547777778,18.0127777778,6.30755555555,5.21466666667,2.19811111111,15.7527777778,18.1136666666,5.045
363.84,2.77077777778,14.8514444444,14.2693333334,17.8917777778,6.305,5.20455555556,2.20333333333,15.7451111111,18.1161666667,4.99244444445
364.20,2.74244444444,14.834,14.2113333333,17.879,6.25611111111,5.19088888889,2.18688888889,15.6815555555,18.0978333333,4.95122222222
364.57,2.70588888889,14.7246666667,14.0706666667,17.7638888889,6.19588888889,5.16466666666,2.08266666667,15.6066666667,18.028,4.912
364.93,2.77411111111,14.7116666667,14.0621111111,17.8255555556,6.26888888889,5.25122222222,2.16977777778,15.6264444444,18.0536666667,4.99133333333
365.29,2.79244444444,14.7131111111,14.0073333334,17.7885555555,6.23288888889,5.20944444445,2.172,15.5818888889,17.981,4.97411111111
365.66,2.71444444444,14.5183333333,13.84,17.6088888889,6.14266666667,5.11788888889,2.146,15.4571111111,17.864,4.87933333333
366.02,2.56122222222,14.2115555556,13.6114444444,17.407,5.95222222222,4.93233333333,1.96244444445,15.2314444444,17.696,4.75
366.38,2.41511111111,14.0163333333,13.3416666667,17.2397777778,5.79655555555,4.75788888889,1.82077777778,14.9972222222,17.5266666667,4.58788888889
366.75,2.42177777778,13.8964444444,13.2398888889,17.0563333333,5.752,4.705,1.77988888889,14.9334444444,17.504,4.52811111111
367.11,2.46366666667,13.7101111111,13.142,17.042,5.73255555555,4.72422222222,1.84166666667,14.7957777778,17.4413333333,4.58211111111
367.47,2.61388888889,13.6757777778,13.171,17.0372222222,5.79733333333,4.77988888889,2.00588888889,14.8241111111,17.5196666667,4.67911111111
367.84,2.52933333333,13.5132222222,13.0515555556,16.9155555556,5.70877777778,4.74688888889,1.94722222222,14.6472222222,17.4658333333,4.65133333333
368.20,2.60788888889,13.3857777778,12.9491111111,16.7015555556,5.73322222222,4.79911111111,1.99111111111,14.571,17.3321666667,4.69911111111
368.56,2.70055555556,13.34,12.8992222222,16.6825555556,5.74955555556,4.85055555556,2.072,14.502,17.3385,4.731
368.93,2.76511111111,13.2316666667,12.7948888889,16.595,5.695,4.88788888889,2.04722222222,14.3897777778,17.3066666667,4.73455555555
369.29,2.73833333334,12.9921111111,12.6213333333,16.47,5.61622222222,4.88466666667,2.03266666666,14.2631111111,17.2616666667,4.73633333334
369.65,2.661,12.8645555556,12.4674444444,16.3201111111,5.50011111111,4.81522222222,1.95622222222,14.1146666667,17.1366666667,4.68877777778
370.01,2.72777777778,12.7598888889,12.3737777778,16.2183333333,5.48333333333,4.90244444444,2.04244444445,14.0178888889,17.1321666667,4.75466666667
370.38,2.81955555556,12.7222222222,12.3968888889,16.2595555556,5.50922222222,5.04777777778,2.15411111111,14.0357777778,17.1301666667,4.91433333333
370.74,2.78366666667,12.5226666667,12.3117777778,16.1893333334,5.40488888889,5.03877777778,2.18511111111,13.8424444444,16.9026666666,4.92388888889
371.10,2.70211111111,12.2814444444,12.1195555555,15.9461111111,5.22711111111,4.92411111111,2.08866666667,13.6817777778,16.6978333334,4.82866666667
371.46,2.72622222222,12.1781111111,11.9946666667,15.8992222222,5.16088888889,4.98577777778,2.05133333333,13.5921111111,16.6585,4.84022222222
371.83,2.76155555556,12.1048888889,11.86,15.8194444445,5.10477777778,5.021,2.06611111111,13.5126666666,16.5571666666,4.84044444444
372.19,2.68177777778,11.8798888889,11.7076666667,15.7002222222,4.96177777778,4.94988888889,2.00144444445,13.3354444444,16.4546666666,4.79122222222
372.55,2.63277777778,11.6847777778,11.5533333333,15.524,4.87233333333,4.913,1.95111111111,13.1968888889,16.301,4.76011111111
372.92,2.55277777778,11.484,11.4095555556,15.343,4.78477777778,4.81677777778,1.922,13.0448888889,16.144,4.71444444445
373.28,2.56255555556,11.3465555555,11.3305555556,15.2127777778,4.75133333334,4.84833333333,1.95122222222,12.9293333333,15.9956666667,4.73311111111
373.64,2.59233333333,11.24,11.2078888889,15.0938888889,4.72944444444,4.91133333333,2.01044444444,12.8162222222,15.8928333333,4.77422222222
374.00,2.60111111111,11.1547777778,11.1431111111,15.0122222222,4.73833333333,4.93644444444,2.04311111111,12.77,15.817,4.76288888889
374.37,2.63922222222,11.0488888889,11.033,14.8882222222,4.74644444445,4.99344444444,2.09144444444,12.6535555556,15.7545,4.76133333333
374.73,2.63522222222,10.9823333333,10.888,14.7673333333,4.72133333333,4.99144444445,2.08211111111,12.5322222222,15.7618333333,4.77466666666
375.09,2.65622222222,10.8984444445,10.8054444444,14.6885555555,4.70066666667,5.04777777778,2.07733333333,12.4356666667,15.7631666666,4.838
375.45,2.56544444444,10.7528888889,10.6655555556,14.4741111111,4.60177777778,4.899,1.97444444444,12.2584444444,15.6155,4.76555555556
375.81,2.62988888889,10.6768888889,10.631,14.4231111111,4.61177777778,4.90244444444,2.02255555556,12.1617777778,15.5463333333,4.81977777778
376.18,2.61222222222,10.5748888889,10.484,14.289,4.57166666667,4.86977777778,1.97633333333,12.0468888889,15.4638333333,4.771
376.54,2.56866666667,10.4276666667,10.3776666667,14.1795555556,4.508,4.84222222222,1.95211111111,11.9,15.4286666667,4.73433333333
376.90,2.62411111111,10.396,10.3078888889,14.0958888889,4.47411111111,4.86588888889,1.95433333333,11.8025555555,15.3898333333,4.75122222222
377.26,2.70511111111,10.3965555555,10.3134444444,14.0743333333,4.506,4.93088888889,2.03055555555,11.7421111111,15.4131666666,4.81711111111
377.63,2.82155555556,10.366,10.3404444444,14.1242222222,4.56922222222,4.97877777778,2.07477777778,11.7608888889,15.4348333334,4.89622222222
377.99,2.91511111111,10.3457777778,10.327,14.1121111111,4.59866666666,5.05377777778,2.15788888889,11.7631111111,15.4318333333,4.985
378.35,2.83755555556,10.2005555555,10.2023333333,13.9925555555,4.50033333333,4.97655555556,2.08422222222,11.678,15.3221666667,4.92444444444
378.71,2.84611111111,10.1007777778,10.1194444444,13.9275555556,4.46244444444,4.96322222222,2.034,11.653,15.2756666667,4.90344444445
379.07,2.899,10.0686666667,10.1121111111,13.8694444444,4.48688888889,4.98677777778,2.06277777778,11.613,15.2578333333,4.927
379.44,2.90488888889,9.93466666668,10.0402222222,13.7695555556,4.46966666667,5.021,2.08588888889,11.581,15.1971666667,4.93577777778
379.80,2.88688888889,9.82200000001,9.98022222223,13.677,4.43788888889,4.99311111111,2.05577777778,11.5486666667,15.1293333333,4.93033333333
380.16,2.91333333333,9.7501111111,9.93911111113,13.6555555556,4.46911111111,4.98833333333,2.08544444444,11.5303333333,15.0735,4.94666666667
380.52,3.06488888889,9.80355555554,9.98633333334,13.6961111111,4.548,5.10388888889,2.18377777778,11.6175555556,15.0455,5.05433333333
380.88,3.07255555556,9.71588888889,9.97211111112,13.6613333333,4.54777777778,5.15222222222,2.20977777778,11.6143333333,14.9896666666,5.11622222222
381.24,3.043,9.60588888888,9.91422222223,13.5722222222,4.52466666667,5.11266666667,2.19288888889,11.5784444444,14.9158333334,5.082
381.61,2.95722222222,9.43955555557,9.76666666668,13.4125555555,4.42066666667,5.03866666667,2.14,11.4226666667,14.8,4.96711111111
381.97,2.92433333333,9.3531111111,9.692,13.3501111111,4.37933333333,5.00377777778,2.09377777778,11.3498888889,14.744,4.95188888889
382.33,2.97955555556,9.31533333332,9.72477777778,13.2576666667,4.39633333334,5.04744444444,2.118,11.304,14.7496666667,4.98044444445
382.69,2.97277777778,9.22822222222,9.72344444442,13.2005555556,4.40488888889,5.06233333334,2.16144444444,11.2747777778,14.6908333333,4.98955555555
383.05,2.82333333333,9.05322222222,9.51911111111,13.0294444444,4.27733333333,4.96422222222,2.06944444444,11.1273333333,14.4931666666,4.83644444444
383.41,2.80666666667,8.98466666667,9.46822222222,12.9997777778,4.25944444444,4.95888888889,2.07177777778,11.05,14.4645,4.78288888889
383.77,2.74144444444,8.89455555554,9.35288888888,12.9283333334,4.16811111111,4.93966666667,2.01766666667,10.928,14.3968333333,4.70344444444
384.14,2.73688888889,8.82633333333,9.30911111111,12.8917777778,4.08722222222,4.95577777778,2.00533333333,10.8866666667,14.3368333333,4.69433333333
384.50,2.67677777778,8.69766666666,9.20277777777,12.7661111111,4.04166666667,4.88677777778,1.957,10.7537777778,14.2473333333,4.66433333333
384.86,2.60766666667,8.58900000001,9.1368888889,12.6476666667,3.97877777778,4.80322222222,1.90455555556,10.6436666667,14.1368333333,4.57155555556
385.22,2.56933333333,8.51855555555,9.01966666669,12.5885555556,3.93466666666,4.74733333333,1.847,10.5501111111,14.0483333334,4.53366666667
385.58,2.57766666667,8.52355555555,9.02333333331,12.5473333333,3.92333333333,4.75788888889,1.84555555556,10.5392222222,14.0225,4.58
385.94,2.60022222222,8.46977777778,9.00166666667,12.4675555555,3.88388888889,4.75744444444,1.84022222222,10.4913333333,14.0218333333,4.56322222222
386.30,2.57033333333,8.40522222221,8.91711111112,12.4011111111,3.85111111111,4.712,1.81211111111,10.4226666667,13.9668333333,4.55266666667
386.66,2.60788888889,8.3678888889,8.85911111112,12.3502222222,3.84155555556,4.71844444445,1.81933333333,10.354,13.9463333333,4.585
387.03,2.61088888889,8.31433333333,8.86999999998,12.349,3.83722222222,4.686,1.833,10.32,13.966,4.619
387.39,2.57844444445,8.22877777779,8.79555555558,12.2272222222,3.777,4.62177777778,1.79377777778,10.225,13.8638333333,4.636
387.75,2.54133333333,8.10111111111,8.72688888888,12.0798888889,3.70155555555,4.54955555556,1.75255555556,10.1816666667,13.7846666667,4.60377777778
388.11,2.54411111111,8.031,8.67666666667,11.9323333333,3.68588888889,4.51911111111,1.76477777778,10.0793333333,13.7433333334,4.60122222222
388.47,2.49866666667,7.95266666666,8.62244444447,11.8482222222,3.61666666667,4.50555555556,1.74022222222,10.0128888889,13.6775,4.55111111111
388.83,2.54088888889,7.90066666667,8.52899999999,11.7892222222,3.61877777778,4.56444444444,1.75988888889,9.97422222222,13.6368333333,4.60955555556
389.19,2.54155555556,7.81755555555,8.484,11.6857777778,3.58322222222,4.58611111111,1.74888888889,9.92377777777,13.5975,4.633
389.55,2.52911111111,7.67011111111,8.38844444444,11.5473333334,3.51711111111,4.61277777778,1.72366666667,9.84244444443,13.4611666667,4.60311111111
389.91,2.512,7.58433333333,8.29566666667,11.4644444444,3.51222222222,4.627,1.74566666667,9.75266666668,13.3625,4.64788888889
390.27,2.58022222222,7.51711111111,8.25477777778,11.4053333334,3.52488888889,4.70977777778,1.78755555556,9.73933333332,13.2943333333,4.70711111111
390.63,2.52955555556,7.38977777778,8.12344444444,11.2425555556,3.46011111111,4.67866666667,1.75922222222,9.66844444443,13.1135,4.66933333333
391.00,2.59566666666,7.32144444445,8.02588888889,11.114,3.45555555556,4.725,1.77322222222,9.64177777779,13.0045,4.68544444445
391.36,2.624,7.25933333333,7.94844444444,11.0606666667,3.47188888889,4.79022222222,1.80733333334,9.59766666667,12.9668333333,4.70577777778
391.72,2.66577777778,7.21788888889,7.88877777778,11.0076666667,3.51522222222,4.83333333333,1.84577777778,9.57622222222,12.9073333333,4.77255555556
392.08,2.64444444444,7.12622222222,7.78277777778,10.9046666667,3.506,4.85311111111,1.82655555555,9.52677777777,12.8066666667,4.77566666667
392.44,2.65855555556,7.02622222222,7.66922222222,10.8021111111,3.49288888889,4.86155555556,1.84577777778,9.47377777778,12.678,4.78744444444
392.80,2.65422222222,6.902,7.60788888889,10.7025555556,3.46866666667,4.85277777778,1.87344444445,9.41411111111,12.5868333334,4.77177777778
393.16,2.662,6.79377777778,7.55255555555,10.5665555556,3.42655555556,4.865,1.88533333333,9.34655555557,12.4865,4.77177777778
393.52,2.61688888889,6.65466666667,7.41844444444,10.403,3.38655555555,4.78033333334,1.86588888889,9.20322222222,12.3665,4.73566666667
393.88,2.59866666667,6.54155555556,7.30522222222,10.2626666667,3.34888888889,4.76222222222,1.85144444444,9.1108888889,12.225,4.69877777778
394.24,2.53255555555,6.408,7.18322222222,10.1241111111,3.29122222222,4.69211111111,1.80677777778,8.99022222222,12.0865,4.64122222222
394.60,2.53033333334,6.324,7.11144444445,10.042,3.26133333333,4.70622222222,1.79155555556,8.92622222222,12.0323333333,4.63244444445
394.96,2.49422222222,6.21977777778,7.02433333333,9.93644444443,3.22911111111,4.71477777778,1.788,8.82433333333,11.9178333333,4.629
395.32,2.47177777778,6.109,6.92477777778,9.77100000001,3.19211111111,4.68611111111,1.76677777778,8.7348888889,11.7636666667,4.60877777778
395.68,2.48077777778,6.05877777778,6.86555555555,9.64888888888,3.20655555555,4.72533333333,1.81088888889,8.66877777778,11.6831666667,4.607
396.04,2.46911111111,5.99077777778,6.79322222222,9.56499999999,3.18166666667,4.74888888889,1.81266666667,8.60066666668,11.585,4.59911111111
396.40,2.39244444445,5.87711111111,6.65655555556,9.39344444446,3.105,4.69066666667,1.744,8.475,11.4925,4.53677777778
396.76,2.331,5.76022222222,6.48911111111,9.19911111112,3.00777777778,4.62888888889,1.61155555556,8.3418888889,11.3495,4.47888888889
397.12,2.332,5.69,6.39777777778,9.11933333332,2.99166666667,4.59633333333,1.581,8.26866666668,11.2608333333,4.44744444444
397.48,2.44733333333,5.71666666667,6.41422222222,9.14366666668,3.05777777778,4.69688888889,1.68933333333,8.32666666666,11.2958333333,4.55477777778
397.84,2.44622222222,5.658,6.36688888889,9.07744444444,3.02955555556,4.67433333333,1.674,8.29977777778,11.249,4.55888888889
398.20,2.43388888889,5.56555555556,6.26688888889,8.9958888889,2.98433333333,4.63733333333,1.66677777778,8.24322222221,11.1848333333,4.53455555556
398.56,2.485,5.56811111111,6.28377777778,8.97488888888,3.02266666667,4.67044444445,1.73988888889,8.23577777779,11.1903333333,4.59244444444
398.92,2.58511111111,5.58066666666,6.32933333333,8.97522222221,3.10188888889,4.73944444445,1.80544444444,8.25522222221,11.2011666667,4.66211111111
399.28,2.62622222222,5.59055555556,6.35388888889,8.98455555557,3.13288888889,4.76111111111,1.82977777778,8.26133333335,11.2276666667,4.67622222222
399.64,2.61255555556,5.506,6.28877777778,8.93766666665,3.058,4.72333333333,1.76,8.19622222222,11.157,4.63744444444
400.00,2.60722222222,5.43466666666,6.24555555555,8.88322222222,3.02155555556,4.68244444445,1.76155555556,8.14799999999,11.1335,4.62766666667
400.36,2.66,5.43366666667,6.28566666666,8.89666666668,3.06388888889,4.70277777778,1.81,8.17777777777,11.1171666667,4.68288888889
400.72,2.70388888889,5.45766666667,6.33422222222,8.95044444443,3.139,4.73155555556,1.89177777778,8.22799999999,11.1398333333,4.731
401.08,2.69822222222,5.44222222222,6.31144444445,8.9411111111,3.16288888889,4.74155555555,1.93966666667,8.21788888889,11.1325,4.75033333333
401.44,2.62077777778,5.395,6.26577777778,8.87544444443,3.11344444444,4.70122222222,1.87644444445,8.17366666666,11.0666666667,4.69377777778
401.80,2.604,5.36755555555,6.22611111111,8.83866666667,3.09277777778,4.69811111111,1.87833333333,8.152,11.0443333333,4.66155555556
402.16,2.63244444445,5.38977777778,6.24222222222,8.8371111111,3.11855555556,4.74533333333,1.903,8.16355555557,11.0481666667,4.68633333333
402.52,2.63588888889,5.36588888889,6.21322222222,8.80944444445,3.12088888889,4.745,1.87677777778,8.15811111111,11.0555,4.673
402.88,2.603,5.33033333333,6.154,8.78533333332,3.05211111111,4.68988888889,1.84755555555,8.13877777777,11.0291666667,4.64311111111
403.24,2.61611111111,5.32777777778,6.14611111111,8.77766666668,3.03444444445,4.714,1.86733333333,8.16477777778,11.0226666667,4.659
403.60,2.63211111111,5.34166666667,6.18455555556,8.78188888888,3.05477777778,4.749,1.89466666667,8.16866666667,11.0303333333,4.67988888889
403.95,2.62844444445,5.32544444445,6.188,8.76155555557,3.02255555555,4.72866666667,1.85722222222,8.14433333333,10.9836666666,4.66266666667
404.31,2.59277777778,5.288,6.14266666667,8.67788888889,2.97222222222,4.69533333333,1.81422222222,8.10211111112,10.9281666667,4.60544444444
404.67,2.59633333333,5.28633333334,6.15033333333,8.65288888888,2.96888888889,4.70188888889,1.833,8.10633333333,10.9488333333,4.61844444445
405.03,2.62377777778,5.32766666666,6.19777777778,8.64955555556,3.01688888889,4.74711111111,1.86377777778,8.15555555554,10.9788333333,4.66744444444
405.39,2.67666666667,5.36077777778,6.22266666666,8.68411111111,3.05755555556,4.77122222222,1.90388888889,8.19244444446,11.0196666667,4.70077777778
405.75,2.70088888889,5.39433333333,6.24622222222,8.69144444445,3.08922222222,4.79911111111,1.90644444444,8.22444444443,11.026,4.73144444444
406.11,2.72544444444,5.42922222222,6.272,8.70044444443,3.11744444444,4.80044444444,1.93266666667,8.26822222221,11.0466666667,4.75388888889
406.47,2.765,5.46333333333,6.27633333333,8.74777777778,3.12766666666,4.82855555556,1.95811111111,8.28366666667,11.0361666667,4.79033333333
406.83,2.75511111111,5.45766666667,6.27966666666,8.72988888888,3.157,4.83344444445,1.94455555556,8.27,11.0403333333,4.78411111111
407.19,2.75422222222,5.42966666667,6.25944444444,8.74255555555,3.145,4.82133333333,1.94088888889,8.24844444446,11.0296666667,4.76944444444
407.55,2.77977777778,5.42944444444,6.24588888889,8.74222222221,3.147,4.81566666667,1.96733333334,8.25655555557,11.0415,4.77833333333
407.90,2.84122222222,5.47333333333,6.29022222222,8.77633333333,3.21911111111,4.87,2.04244444445,8.30233333334,11.1035,4.819
408.26,2.91944444444,5.539,6.36,8.8671111111,3.29044444444,4.94311111111,2.11822222222,8.37333333333,11.1835,4.87133333333
408.62,2.89844444444,5.48088888889,6.30433333333,8.81566666667,3.27511111111,4.902,2.06677777778,8.33588888888,11.1366666667,4.814
408.98,2.89222222222,5.43733333333,6.25,8.80344444443,3.22266666667,4.88088888889,2.03688888889,8.29688888888,11.091,4.77988888889
409.34,2.906,5.418,6.23411111111,8.77022222222,3.22422222222,4.90522222222,2.05222222222,8.30077777779,11.0873333333,4.77833333333
409.70,2.92177777778,5.39322222222,6.20911111111,8.7481111111,3.22533333333,4.91288888889,2.08088888889,8.2698888889,11.0781666667,4.77544444444
410.06,2.891,5.35022222222,6.18811111111,8.69422222223,3.182,4.90588888889,2.045,8.23122222222,11.0635,4.77855555556
410.42,2.85644444445,5.30177777778,6.16977777778,8.62633333332,3.16666666667,4.89888888889,2.04266666667,8.21044444443,11.0396666666,4.74622222222
410.77,2.87544444444,5.28755555555,6.17033333333,8.60222222221,3.17422222222,4.91055555555,2.08655555556,8.23577777777,11.0333333334,4.763
411.13,2.89966666667,5.31322222222,6.16555555556,8.55877777777,3.2,4.92266666667,2.10833333333,8.22766666668,11.0221666667,4.775
411.49,2.88566666667,5.27588888889,6.13877777778,8.507,3.2,4.91366666667,2.10555555555,8.20544444445,10.974,4.76088888889
411.85,2.84977777778,5.231,6.08144444445,8.44566666667,3.17477777778,4.90933333333,2.08266666667,8.17755555557,10.9271666667,4.75377777778
412.21,2.81866666667,5.18077777778,6.03744444444,8.39577777778,3.15688888889,4.88966666667,2.07622222222,8.12633333334,10.8625,4.77122222222
412.57,2.84988888889,5.21566666667,6.05755555555,8.39811111112,3.17555555556,4.93366666667,2.13655555556,8.13644444444,10.8655,4.83366666667
412.92,2.81333333333,5.15144444444,5.99144444445,8.316,3.15944444445,4.92144444444,2.11344444445,8.089,10.799,4.80055555555
413.28,2.74711111111,5.08255555556,5.921,8.2248888889,3.12111111111,4.89366666667,2.07177777778,8.00977777779,10.7033333333,4.79422222222
413.64,2.71322222222,5.01011111111,5.87833333333,8.11588888889,3.09322222222,4.862,2.04588888889,7.96488888889,10.6196666667,4.79011111111
414.00,2.75277777778,4.976,5.85055555555,8.04811111111,3.12155555556,4.89644444444,2.08888888889,7.95633333334,10.5316666667,4.81166666667
414.36,2.72966666667,4.89288888889,5.76022222222,7.942,3.06077777778,4.84077777778,2.04533333333,7.86744444446,10.4165,4.76655555556
414.72,2.68711111111,4.82888888889,5.68266666667,7.858,3.01144444445,4.816,2.00422222222,7.7778888889,10.3091666667,4.729
415.07,2.67777777778,4.74811111111,5.61333333334,7.78344444446,3.00666666667,4.81488888889,2.00577777778,7.74033333334,10.215,4.73533333333
415.43,2.66722222222,4.68,5.53811111111,7.68666666668,2.98177777778,4.81411111111,2.00311111111,7.68188888888,10.1415,4.73244444445
415.79,2.69333333333,4.631,5.48488888889,7.61666666668,2.96822222222,4.80333333334,2.00488888889,7.643,10.0635,4.72766666666
416.15,2.69488888889,4.578,5.41822222222,7.50466666668,2.95266666667,4.80233333333,1.99522222222,7.58500000001,10.0176666667,4.71966666667
416.51,2.65088888889,4.48222222222,5.31788888889,7.36322222222,2.87944444445,4.766,1.955,7.48222222222,9.89700000001,4.68255555555
416.86,2.63833333333,4.42166666667,5.234,7.27177777778,2.83444444444,4.73211111111,1.94444444445,7.41144444444,9.81833333331,4.667
417.22,2.63544444444,4.32988888889,5.13222222222,7.15222222222,2.78222222222,4.70433333333,1.92255555555,7.32988888889,9.71483333335,4.61377777778
417.58,2.61544444445,4.27033333333,5.05722222222,7.08466666667,2.72888888889,4.68166666667,1.90733333334,7.2661111111,9.62016666666,4.60388888889
417.94,2.58166666667,4.21122222222,4.97333333333,7.00255555556,2.667,4.65611111111,1.87866666667,7.18577777779,9.54633333333,4.57111111111
418.29,2.535,4.15011111111,4.91022222222,6.91455555555,2.63133333333,4.63988888889,1.85933333333,7.1261111111,9.47016666667,4.556
418.65,2.54211111111,4.11277777778,4.86422222222,6.86755555555,2.615,4.64711111111,1.87777777778,7.09044444444,9.43466666666,4.56766666667
419.01,2.53233333333,4.06922222222,4.834,6.79322222222,2.57511111111,4.64822222222,1.864,7.04244444446,9.37083333331,4.55466666667
419.37,2.54522222222,4.04188888889,4.81255555556,6.76544444445,2.56744444444,4.65411111111,1.87155555556,7.02022222223,9.32583333331,4.57011111111
419.73,2.54711111111,4.03044444445,4.79311111111,6.73244444445,2.55522222222,4.66722222222,1.89233333333,6.99966666666,9.27350000001,4.57333333333
420.08,2.56722222222,4.00755555556,4.78122222222,6.70677777778,2.54511111111,4.69,1.90855555556,6.98444444443,9.22616666665,4.58311111111
420.44,2.58533333333,3.99688888889,4.76033333333,6.68866666667,2.54422222222,4.71055555556,1.92611111111,6.98044444446,9.19533333335,4.59611111111
420.80,2.61,3.99288888889,4.76611111111,6.66188888889,2.55733333333,4.73344444444,1.94455555556,6.9848888889,9.173,4.61777777778
421.16,2.62966666667,3.99055555556,4.77233333333,6.65455555556,2.55388888889,4.73833333333,1.95811111111,6.98944444443,9.152,4.63933333333
421.51,2.67455555555,3.99555555556,4.79188888889,6.64255555555,2.56833333333,4.77133333333,1.987,6.98955555555,9.16166666665,4.64833333333
421.87,2.68388888889,3.98122222222,4.78566666667,6.63833333334,2.57022222222,4.76477777778,1.994,6.98622222222,9.1555,4.65244444444
422.23,2.72288888889,4.00177777778,4.79722222222,6.63211111111,2.59088888889,4.78411111111,2.01644444444,6.99133333332,9.14716666668,4.67444444444
422.58,2.73011111111,3.978,4.78622222222,6.58977777778,2.58255555556,4.77366666667,2.00355555556,6.97222222221,9.11366666667,4.66444444444
422.94,2.73711111111,3.97455555555,4.77544444444,6.57311111111,2.58233333333,4.77144444444,2.00711111111,6.96100000001,9.10366666665,4.67322222222
423.30,2.73333333333,3.97722222222,4.77011111111,6.54355555556,2.58311111111,4.77222222222,2.01133333333,6.95188888888,9.06149999998,4.67533333333
423.66,2.72433333333,3.95366666667,4.75133333333,6.51022222222,2.57222222222,4.77088888889,1.996,6.93088888888,9.05516666669,4.67911111111
424.01,2.71,3.93433333333,4.72766666666,6.49111111111,2.55111111111,4.75833333333,1.98622222222,6.906,9.05016666665,4.65866666667
424.37,2.69555555556,3.91944444445,4.70988888889,6.47111111111,2.53722222222,4.74977777778,1.97488888889,6.89744444445,9.04066666667,4.65055555556
424.73,2.68455555556,3.90477777778,4.70088888889,6.46077777778,2.52222222222,4.73955555555,1.97744444445,6.87844444443,9.02900000001,4.63822222222
425.08,2.65922222222,3.89844444445,4.68022222222,6.434,2.50877777778,4.724,1.95288888889,6.84600000001,9.01533333335,4.63
425.44,2.61455555556,3.87288888889,4.635,6.40466666667,2.48711111111,4.68866666667,1.92144444444,6.81622222223,8.99,4.60566666667
425.80,2.58255555555,3.84,4.60322222222,6.36577777778,2.46177777778,4.65922222222,1.89222222222,6.77777777779,8.94116666666,4.57544444445
426.16,2.55655555556,3.79933333333,4.56711111111,6.34477777778,2.44,4.62333333333,1.87066666667,6.75155555554,8.92733333333,4.55322222222
426.51,2.54766666667,3.80377777778,4.57144444444,6.35,2.44355555555,4.62288888889,1.87088888889,6.75622222222,8.90916666665,4.557
426.87,2.53411111111,3.80966666667,4.55355555556,6.35188888889,2.43266666667,4.607,1.86411111111,6.74577777779,8.91066666666,4.55011111111
427.23,2.53777777778,3.81188888889,4.54866666667,6.34655555556,2.42955555555,4.60955555555,1.87111111111,6.72911111111,8.95200000002,4.54255555555
427.58,2.54022222222,3.81833333333,4.54166666667,6.35322222222,2.41944444445,4.58788888889,1.87255555556,6.71733333332,8.96316666665,4.53055555556
427.94,2.54777777778,3.84955555556,4.57733333333,6.37233333333,2.439,4.57944444444,1.87366666666,6.74500000001,8.97733333334,4.55122222222
428.30,2.55433333333,3.85655555556,4.59788888889,6.38411111111,2.44822222222,4.57711111111,1.87622222222,6.75299999999,8.99783333335,4.54233333333
428.65,2.55888888889,3.89222222222,4.626,6.40833333333,2.44844444444,4.59566666667,1.88388888889,6.77833333332,9.04749999998,4.54566666667
429.01,2.58777777778,3.93366666667,4.67544444445,6.49266666667,2.48288888889,4.63077777778,1.92355555555,6.83166666666,9.11666666667,4.56566666667
