wavelength,Back_ChrChrm,Belly_ChrChrm,Breast_ChrChrm,Crissum_ChrChrm,Crown_ChrChrm,DorTail_ChrChrm,Patch10_ChrChrm,Rump_ChrChrm,Throat_ChrChrm,WingTip_ChrChrm
554.77,2.76822222222,56.1027777778,58.35,50.5065555556,47.683,5.013,4.04877777778,56.326,52.5436666666,5.073
555.11,2.83177777778,56.2188888889,58.4682222222,50.5847777778,47.8051111111,5.07533333333,4.10355555556,56.4552222222,52.601,5.11611111111
555.45,2.86555555556,56.2783333333,58.5283333333,50.6405555555,47.9368888889,5.144,4.14111111111,56.5704444444,52.6278333333,5.15922222222
555.80,2.91311111111,56.3994444445,58.6244444445,50.7378888889,48.121,5.16611111111,4.187,56.7426666667,52.7155,5.19266666667
556.14,2.95722222222,56.5137777778,58.7355555555,50.8007777778,48.2625555556,5.20333333333,4.21222222222,56.8494444445,52.821,5.23333333334
556.48,3.00344444445,56.6165555556,58.8463333333,50.8848888889,48.4277777778,5.25311111111,4.27622222222,57.0063333333,52.9295,5.28511111111
556.82,2.99944444445,56.721,58.9733333333,51.0231111111,48.5834444444,5.29888888889,4.30244444444,57.1512222222,53.075,5.29344444445
557.16,3.02555555556,56.8255555555,59.0467777778,51.0827777778,48.6908888889,5.31122222222,4.32888888889,57.2543333333,53.191,5.307
557.50,2.99311111111,56.9304444444,59.1131111111,51.1291111111,48.7795555555,5.29422222222,4.29933333333,57.2982222222,53.24,5.24188888889
557.85,2.97066666667,57.0243333333,59.1948888889,51.1534444444,48.8973333333,5.27355555556,4.26166666667,57.3753333333,53.3313333333,5.19088888889
