wavelength,Back_PhrPunf,Belly_PhrPunf,Breast_PhrPunf,Crissum_PhrPunf,Crown_PhrPunf,DorTail_PhrPunf,Rump_PhrPunf,Throat_PhrPunf,WingTip_PhrPunf
189.05,-11.7371666667,-2.3475,54.4598333334,9.62433333335,7.98116666665,44.6008333333,3.2865,-10.5635,-26.9955
189.43,-2.61916666666,1.6666666667,71.4285,23.3333333333,13.5715,59.5236666667,14.0475,0.47616666665,-24.2856666667
189.81,-3.03016666665,-8.08066666665,72.4746666667,21.97,12.1213333334,55.3029999998,7.07083333335,-3.5353333333,-24.2425
190.19,-19.0,-31.0,83.6666666665,6.6666666667,-2.6666666667,42.0,-5.66666666665,-8.66666666665,-51.0
190.57,-17.7536666667,-39.1301666667,90.2171666669,15.942,8.3335,47.1014999998,7.971,10.5071666667,-39.1305
190.95,-0.877,-31.1401666666,140.789666667,38.1578333333,25.4385,89.9123333333,34.2106666666,49.1228333335,-16.6668333333
191.33,1.25,-14.1666666667,151.25,42.9166666667,26.6666666667,96.2500000002,33.3333333333,43.3333333333,-2.91666666665
191.71,20.7316666667,-4.06516666665,174.390166666,60.1625,50.4065,99.1868333335,43.0894999998,64.6341666665,18.2926666666
192.09,31.3491666666,6.34916666667,180.555666667,67.0635,64.6826666665,103.968,62.6983333333,78.9683333335,37.3016666667
192.47,34.8485,9.99999999999,153.636333333,57.2728333334,63.3333333332,95.7576666665,59.6971666667,72.1211666665,39.091
192.85,22.619,-4.36516666667,182.142666667,49.6031666667,59.1271666665,109.523666667,50.7935,67.4604999999,30.159
193.23,39.8373333334,0.81316666665,197.561,60.1625,72.7645,113.821,55.2846666669,67.0731666665,45.122
193.61,34.8958333335,9.37499999999,222.395833333,50.0,89.5833333335,134.895833334,54.1666666667,67.7083333333,56.25
193.99,29.5698333334,18.2793333334,231.720666667,48.3871666667,99.4625,138.172166667,39.2471666668,75.2688333331,51.6128333333
194.37,30.6818333333,40.1516666667,171.969666667,49.6211666666,85.6059999998,117.803,26.1363333334,61.3638333334,50.0
194.75,31.7463333334,60.3173333333,177.777666667,50.397,86.5076666665,126.984166667,39.6825,53.9683333333,50.3968333334
195.13,27.564,54.8078333333,142.948833334,45.8333333333,70.1923333333,105.769333333,28.5256666667,27.8846666667,35.577
195.51,23.0158333333,59.5236666665,161.904833333,58.73,69.4446666667,107.9365,35.7143333333,26.1903333333,33.7301666666
195.89,20.8333333333,100.520833333,194.270833333,86.4583333335,90.6250000002,143.229166666,51.5625,13.0208333334,26.5625
196.27,-3.17466666665,139.6825,248.4125,122.222166666,100.793666667,183.333166667,37.3016666667,-43.6506666665,-20.6348333333
196.65,-44.8718333335,229.487166667,317.948666667,173.076833333,143.589833333,219.230666666,23.077,-92.3078333335,-17.9488333333
197.03,0.9805,213.725333333,267.647166666,186.2745,154.902,145.098,51.9606666668,-7.8433333335,36.2743333334
197.40,-76.0416666665,181.25,236.458333333,164.583333333,87.5,90.625,8.3333333333,-28.125,-48.9583333333
197.78,4.2858333333,109.523666667,144.2855,113.333166667,64.7618333333,72.3808333335,37.619,22.3808333333,8.095
198.16,21.875,130.729166667,152.604166667,127.604166667,63.0208333332,103.125,58.8541666667,42.7083333335,17.1875
198.54,42.7083333333,228.125,271.875,236.458333333,77.0833333335,170.833333333,102.083333333,65.625,-2.08333333335
