wavelength,Back_PhrPunf,Belly_PhrPunf,Breast_PhrPunf,Crissum_PhrPunf,Crown_PhrPunf,DorTail_PhrPunf,Rump_PhrPunf,Throat_PhrPunf,WingTip_PhrPunf
353.65,4.66616666666,8.78533333334,4.88633333333,13.7743333334,6.2585,6.67066666666,7.285,11.4928333333,7.94016666667
354.01,4.59366666666,8.78650000001,4.8935,13.722,6.196,6.59333333333,7.207,11.4593333333,7.83483333334
354.38,4.583,8.78183333331,4.87983333334,13.6736666666,6.19716666667,6.53666666666,7.18333333333,11.4353333334,7.82816666667
354.74,4.71333333334,8.89366666667,5.07566666666,13.8463333333,6.362,6.59783333334,7.34616666667,11.5423333334,7.943
355.11,4.76983333333,8.96449999998,5.1805,14.002,6.4655,6.62066666667,7.37316666666,11.6015,8.00716666667
355.47,4.7475,9.01100000002,5.2015,14.0618333333,6.48566666666,6.66233333333,7.45316666667,11.7293333333,8.00266666667
355.83,4.65166666667,8.96716666668,5.093,13.9886666667,6.35083333334,6.59216666667,7.398,11.6263333334,7.8885
356.20,4.70583333334,9.06383333331,5.166,14.0948333333,6.41716666667,6.6765,7.4475,11.748,8.00833333333
356.56,4.659,9.06616666666,5.15183333334,14.1306666667,6.38016666666,6.70133333333,7.43866666667,11.7718333333,8.03183333333
356.93,4.65333333334,9.0575,5.18533333333,14.181,6.43333333333,6.70433333333,7.472,11.7571666667,8.04333333333
357.29,4.68233333334,9.11466666665,5.29766666667,14.2735,6.50516666666,6.79716666667,7.54016666666,11.8205,8.14183333334
357.66,4.7525,9.1475,5.3495,14.3443333334,6.58816666666,6.87633333334,7.62666666667,11.8613333334,8.18266666667
358.02,4.781,9.12883333335,5.34183333333,14.4021666667,6.62266666667,6.89816666667,7.6455,11.8871666666,8.17166666667
358.38,4.83266666667,9.11700000002,5.41083333333,14.4271666666,6.63483333333,6.91666666667,7.6905,11.8873333333,8.1855
358.75,4.70733333333,9.009,5.3075,14.308,6.549,6.8425,7.60233333334,11.8393333333,8.07283333333
359.11,4.7055,8.92066666665,5.257,14.229,6.51066666667,6.8105,7.59383333334,11.8256666667,8.05816666666
359.48,4.8435,9.0205,5.35966666667,14.4193333333,6.637,6.8525,7.684,11.9295,8.231
359.84,4.96883333334,9.02850000002,5.41883333333,14.5338333333,6.70683333334,6.83933333334,7.71416666667,12.0243333334,8.27933333333
360.20,5.01933333333,9.05466666666,5.46616666667,14.5935,6.72616666666,6.88566666667,7.791,12.0685,8.31433333333
360.57,5.0495,9.09500000002,5.51683333334,14.6178333333,6.79383333333,6.88033333333,7.8675,12.1283333333,8.3445
360.93,5.02783333333,9.04533333331,5.46516666667,14.6388333334,6.7635,6.84783333334,7.8705,12.1765,8.36366666667
361.29,5.07283333333,9.08983333331,5.52166666667,14.6825,6.8105,6.88483333333,7.88983333333,12.2091666667,8.36116666666
361.66,5.04966666667,9.13516666669,5.52066666666,14.7046666667,6.84183333333,6.85333333333,7.88166666667,12.2611666666,8.35483333333
362.02,5.052,9.14983333335,5.54333333333,14.7381666666,6.8575,6.88866666666,7.91033333334,12.3158333333,8.40283333333
362.39,5.00316666667,9.11666666665,5.52016666667,14.745,6.871,6.87916666667,7.89416666667,12.3528333334,8.41833333333
362.75,5.06033333334,9.14633333334,5.57516666666,14.8968333333,6.95633333333,6.96666666667,7.97783333333,12.4116666666,8.4665
363.11,5.05966666667,9.21,5.58883333333,15.0025,6.97916666667,6.99183333333,7.9845,12.4933333333,8.49966666667
363.48,5.01833333334,9.163,5.55816666667,14.9378333333,6.91183333334,6.94633333333,7.8675,12.433,8.396
363.84,4.96616666666,9.19533333335,5.5705,14.9553333334,6.93616666666,6.97,7.87716666666,12.417,8.425
364.20,4.9305,9.138,5.52816666667,14.9071666667,6.91266666667,6.82616666667,7.7875,12.3546666667,8.32083333333
364.57,4.96783333334,9.14199999998,5.56383333333,14.9885,6.94033333334,6.79116666667,7.796,12.366,8.33633333334
364.93,4.8795,9.08783333334,5.5065,14.9325,6.84566666667,6.75383333333,7.657,12.279,8.20566666666
365.29,4.76383333334,8.99133333333,5.38316666666,14.8886666666,6.77816666666,6.63366666667,7.54983333333,12.2181666667,8.15933333334
365.66,4.729,8.85933333333,5.3495,14.9246666666,6.71816666666,6.63366666667,7.46016666667,12.1173333334,8.09983333333
366.02,4.77733333333,8.91233333333,5.39566666667,14.9811666667,6.75733333333,6.61466666667,7.43833333333,12.115,8.0845
366.38,4.85316666667,8.944,5.391,15.0598333333,6.78433333334,6.63433333333,7.42866666667,12.1675,8.055
366.75,4.808,8.85633333335,5.31866666666,15.017,6.68683333333,6.5505,7.3435,12.1746666667,8.03216666667
367.11,4.77716666666,8.81100000001,5.26216666666,14.9721666667,6.643,6.48333333333,7.34333333333,12.088,7.89616666667
367.47,4.72183333333,8.75483333334,5.16833333333,14.9558333333,6.59166666667,6.4745,7.32883333333,12.0608333334,7.916
367.84,4.72233333334,8.7145,5.1825,14.9961666667,6.589,6.49783333334,7.308,12.1075,7.84116666667
368.20,4.69566666666,8.72816666667,5.19233333333,15.074,6.60016666667,6.548,7.29766666667,12.1323333334,7.8535
368.56,4.64,8.63483333333,5.074,15.0788333334,6.5095,6.53833333334,7.15466666667,12.071,7.7845
368.93,4.723,8.72833333333,5.175,15.1878333333,6.583,6.58966666667,7.26116666666,12.1685,7.85316666667
369.29,4.763,8.68166666667,5.18383333334,15.1885,6.54866666666,6.51183333333,7.253,12.1311666667,7.82933333333
369.65,4.87433333334,8.76783333334,5.23233333334,15.2723333333,6.6005,6.52116666666,7.33833333333,12.3061666667,7.90016666667
370.01,4.85133333333,8.716,5.18466666667,15.2721666667,6.55833333333,6.507,7.29183333334,12.2826666667,7.9065
370.38,4.744,8.65199999998,5.16733333333,15.3028333333,6.53783333333,6.456,7.30216666667,12.2848333333,7.94683333334
370.74,4.78533333334,8.68983333335,5.2295,15.3541666667,6.61516666666,6.48966666667,7.31933333334,12.3085,7.9665
371.10,4.77883333334,8.65233333334,5.23466666667,15.4451666667,6.63816666667,6.51533333334,7.3075,12.3385,7.99166666667
371.46,4.8055,8.65733333333,5.27066666667,15.4638333333,6.72483333333,6.4895,7.34533333334,12.3798333333,7.98316666666
371.83,4.8455,8.69716666665,5.24833333334,15.4906666667,6.74666666667,6.449,7.36433333333,12.3791666667,8.02016666667
372.19,4.87133333333,8.70733333334,5.278,15.5635,6.82433333333,6.46316666666,7.435,12.4795,8.10183333334
372.55,4.8665,8.70783333331,5.30583333333,15.5788333333,6.877,6.4895,7.49633333334,12.5023333334,8.06166666667
372.92,4.81616666666,8.6055,5.22016666666,15.5911666667,6.90366666666,6.44233333334,7.4605,12.4815,8.04166666666
373.28,4.8085,8.61133333334,5.21716666667,15.6388333334,6.94816666667,6.55216666667,7.47516666667,12.5651666667,8.0125
373.64,4.78016666667,8.56250000001,5.18733333333,15.624,6.958,6.57516666666,7.48066666666,12.5015,7.9865
374.00,4.76083333333,8.51033333333,5.17266666667,15.6516666667,6.9885,6.5455,7.4805,12.508,7.93216666667
374.37,4.82416666667,8.51883333335,5.20583333333,15.6851666666,6.99783333334,6.61583333334,7.49033333333,12.506,7.90933333334
374.73,4.81066666666,8.52583333335,5.21616666666,15.7003333333,6.98583333333,6.59566666667,7.50583333333,12.5156666667,7.86983333333
375.09,4.84133333333,8.50233333332,5.25366666666,15.6966666666,7.01716666667,6.63366666667,7.497,12.5305,7.91933333334
375.45,4.888,8.49649999998,5.29916666667,15.792,7.0585,6.667,7.5275,12.5865,7.92383333333
375.81,4.85166666667,8.39716666665,5.23916666666,15.8186666667,7.05416666667,6.69033333333,7.47583333334,12.6196666667,7.9055
376.18,4.83916666666,8.35683333332,5.22816666667,15.8108333333,7.02416666666,6.69316666667,7.40766666666,12.5643333333,7.8775
376.54,4.83483333334,8.34333333335,5.215,15.8411666667,6.95016666666,6.657,7.37466666667,12.6016666667,7.8835
376.90,4.84733333333,8.32033333334,5.23133333333,15.8998333333,6.95566666666,6.66683333333,7.376,12.6043333333,7.83466666667
377.26,4.85983333333,8.30683333335,5.24666666666,15.9158333333,6.96583333334,6.633,7.39133333333,12.6188333333,7.85816666667
377.63,4.8725,8.29016666665,5.262,15.9601666667,6.972,6.59883333333,7.37916666667,12.627,7.86166666667
377.99,4.8525,8.26616666667,5.23066666666,15.9466666666,6.95866666667,6.5785,7.32833333334,12.6193333333,7.87083333333
378.35,4.90316666666,8.32300000001,5.2925,16.0191666667,7.02433333333,6.59833333333,7.3505,12.6758333333,7.943
378.71,4.9755,8.33383333334,5.32433333333,16.083,7.09116666666,6.65316666667,7.365,12.7328333333,8.0285
379.07,5.055,8.37966666667,5.37683333334,16.1938333333,7.13666666667,6.68316666667,7.4155,12.7763333333,8.104
379.44,5.03966666667,8.36950000001,5.3575,16.2768333334,7.1425,6.67233333333,7.396,12.7736666666,8.08666666666
379.80,5.10183333333,8.38516666669,5.43916666666,16.3563333334,7.1815,6.69866666666,7.43416666666,12.8125,8.1665
380.16,5.13433333333,8.38666666668,5.45783333333,16.4115,7.21733333333,6.69216666666,7.48716666666,12.8285,8.19533333334
380.52,5.22983333333,8.46133333335,5.537,16.5335,7.3795,6.773,7.58816666667,12.8933333334,8.28333333334
380.88,5.33766666667,8.56783333335,5.65816666667,16.6556666666,7.52283333333,6.84383333333,7.697,13.0563333334,8.43233333334
381.24,5.373,8.57483333332,5.67383333333,16.7451666667,7.58783333333,6.88433333334,7.696,13.0871666667,8.477
381.61,5.4265,8.59366666666,5.70516666667,16.7978333333,7.65483333333,6.938,7.68466666667,13.15,8.55183333334
381.97,5.44766666667,8.60633333333,5.711,16.879,7.653,6.96316666666,7.7175,13.186,8.54483333333
382.33,5.4115,8.57950000002,5.66633333334,16.932,7.64816666667,6.94383333333,7.689,13.1883333333,8.5295
382.69,5.357,8.53133333334,5.6295,16.99,7.58616666667,6.888,7.6395,13.178,8.46783333334
383.05,5.30966666666,8.52249999998,5.58466666667,17.038,7.5765,6.87933333333,7.60816666666,13.2121666666,8.39833333333
383.41,5.24733333333,8.46766666667,5.5335,16.9835,7.54416666667,6.84283333334,7.57633333333,13.1971666666,8.37433333334
383.77,5.225,8.47416666669,5.54433333333,17.0366666667,7.56666666667,6.8605,7.58383333334,13.1786666667,8.35316666667
384.14,5.20033333334,8.433,5.54283333333,17.0236666667,7.52433333333,6.8605,7.5555,13.1736666666,8.32433333333
384.50,5.1135,8.34566666669,5.50683333334,16.9741666667,7.46083333333,6.81083333334,7.48083333333,13.1735,8.2755
384.86,5.0755,8.28483333334,5.41833333334,16.9726666667,7.422,6.80516666667,7.4235,13.1258333334,8.2305
385.22,5.08816666666,8.28900000001,5.4185,16.9823333333,7.3805,6.808,7.42816666666,13.1325,8.255
385.58,4.98716666667,8.19733333333,5.3155,16.9925,7.28733333334,6.74283333333,7.36133333334,13.0625,8.13583333333
385.94,4.96966666667,8.15233333335,5.29716666666,17.0106666667,7.32316666667,6.754,7.3525,13.049,8.12816666667
386.30,4.97733333334,8.09033333335,5.302,17.0916666666,7.32933333333,6.78216666666,7.37733333334,13.0768333333,8.09683333333
386.66,4.99616666666,8.07916666666,5.2925,17.1266666667,7.383,6.79166666667,7.40183333334,13.0733333333,8.0915
387.03,4.9915,8.025,5.28283333333,17.165,7.3845,6.74466666667,7.3785,13.0731666666,8.12316666666
387.39,5.03416666667,8.02816666666,5.3125,17.2133333334,7.39116666666,6.78983333334,7.36583333333,13.075,8.13216666667
387.75,5.02,8.0115,5.27933333333,17.2121666667,7.3655,6.73283333333,7.33166666666,13.1038333333,8.09266666667
388.11,5.05883333334,8.00566666667,5.27516666667,17.2978333333,7.40816666667,6.74716666667,7.33,13.115,8.11283333334
388.47,5.12683333333,8.03883333334,5.31166666666,17.403,7.46866666667,6.80483333333,7.35683333333,13.1456666667,8.17916666667
388.83,5.08833333333,7.98283333333,5.2655,17.3778333333,7.42433333333,6.73916666666,7.29566666666,13.1026666667,8.15116666667
389.19,5.01466666667,7.90933333333,5.20083333333,17.4071666666,7.393,6.6855,7.23916666667,13.0795,8.04216666667
389.55,5.02866666666,7.93416666666,5.24216666666,17.4128333334,7.39,6.69266666666,7.24133333333,13.095,8.06133333333
389.91,5.09733333333,7.97783333333,5.2965,17.5273333334,7.4305,6.72566666667,7.26633333333,13.1818333333,8.1295
390.27,5.07616666667,7.94766666667,5.2565,17.514,7.418,6.68383333334,7.238,13.1721666667,8.12483333333
390.63,5.0675,7.91366666666,5.23,17.5688333333,7.3975,6.706,7.2275,13.192,8.11583333333
391.00,5.0645,7.90933333333,5.26233333334,17.5791666667,7.40233333334,6.74916666666,7.222,13.2086666667,8.1345
391.36,5.092,7.93133333334,5.311,17.6835,7.47683333333,6.761,7.25566666667,13.2805,8.16966666666
391.72,5.1545,7.97833333331,5.3725,17.7825,7.5535,6.84266666667,7.28566666667,13.3366666667,8.247
392.08,5.10766666666,7.97483333332,5.36416666666,17.8255,7.567,6.82933333333,7.278,13.391,8.2555
392.44,5.0515,7.899,5.302,17.7871666667,7.51566666667,6.75483333334,7.1955,13.321,8.19766666667
392.80,5.06416666666,7.89116666666,5.32066666667,17.8375,7.54616666667,6.79416666667,7.1805,13.3365,8.20716666667
393.16,5.13766666666,7.918,5.37316666666,17.9285,7.64,6.85766666667,7.22016666667,13.3988333333,8.27816666667
393.52,5.13683333333,7.88833333333,5.36883333333,17.9953333333,7.69783333333,6.87883333334,7.221,13.4473333334,8.29616666667
393.88,5.13016666666,7.85783333333,5.40083333333,18.0198333334,7.7405,6.90383333334,7.22916666666,13.4778333333,8.31433333333
394.24,5.14433333333,7.8465,5.41066666666,18.0566666667,7.77733333334,6.93766666666,7.215,13.4878333334,8.33316666667
394.60,5.15033333333,7.87083333333,5.43533333334,18.0591666667,7.85,6.95666666667,7.20566666667,13.5058333334,8.3895
394.96,5.14783333333,7.81866666666,5.39266666667,18.1078333333,7.88816666667,6.921,7.1715,13.505,8.37116666667
395.32,5.124,7.763,5.363,18.136,7.86133333334,6.90883333334,7.146,13.5118333333,8.35883333333
395.68,5.01083333333,7.638,5.2385,18.0743333333,7.784,6.81,7.05283333333,13.4606666667,8.26566666667
396.04,4.9775,7.55616666666,5.23483333333,18.0718333333,7.79066666667,6.78866666667,6.99116666667,13.4355,8.2055
396.40,4.922,7.48483333333,5.19733333334,18.1005,7.77816666667,6.78033333334,6.95766666667,13.4476666667,8.17283333333
396.76,4.86833333333,7.438,5.16283333333,18.1366666667,7.744,6.715,6.907,13.4351666666,8.164
397.12,4.85016666667,7.40716666666,5.153,18.1551666667,7.766,6.694,6.90883333333,13.4605,8.189
397.48,4.8605,7.35633333333,5.14333333334,18.2073333334,7.79533333333,6.66916666667,6.901,13.4558333334,8.1925
397.84,4.80783333334,7.2725,5.07266666667,18.1933333333,7.764,6.601,6.85066666667,13.4143333333,8.15316666666
398.20,4.804,7.2715,5.0945,18.2491666666,7.7875,6.59733333333,6.84316666667,13.439,8.138
398.56,4.76733333333,7.18333333333,5.07366666667,18.2816666666,7.747,6.574,6.825,13.4125,8.10583333333
398.92,4.74983333333,7.18466666667,5.10616666667,18.2951666667,7.7705,6.62483333333,6.8445,13.4405,8.11133333333
399.28,4.72133333334,7.14666666667,5.10216666667,18.2908333334,7.79466666666,6.63966666667,6.82083333333,13.431,8.1365
399.64,4.7535,7.15483333334,5.151,18.3641666667,7.83983333334,6.68483333333,6.856,13.454,8.16033333334
400.00,4.792,7.15166666666,5.12516666667,18.4145,7.8485,6.722,6.8725,13.5043333334,8.195
400.36,4.868,7.19316666667,5.18583333334,18.5058333334,7.9,6.78133333334,6.9355,13.5603333334,8.24766666667
400.72,4.897,7.17666666666,5.23733333334,18.5815,7.94683333333,6.84,6.974,13.62,8.266
401.08,4.86083333334,7.1535,5.19,18.6216666667,7.92633333333,6.82916666667,6.9175,13.5643333333,8.20966666666
401.44,4.80133333333,7.10133333333,5.156,18.624,7.896,6.832,6.885,13.5421666667,8.2035
401.80,4.795,7.0965,5.16233333333,18.6783333334,7.8905,6.83816666666,6.8805,13.5458333334,8.217
402.16,4.81033333334,7.09883333333,5.16983333334,18.7556666667,7.90983333333,6.853,6.874,13.5816666667,8.24616666667
402.52,4.841,7.144,5.21866666667,18.8118333334,7.96783333333,6.86616666667,6.8675,13.6368333334,8.302
402.88,4.84716666667,7.13983333333,5.19416666666,18.857,7.97966666667,6.84766666667,6.854,13.6493333333,8.2935
403.24,4.85266666667,7.13416666667,5.1785,18.9025,7.97616666666,6.84016666667,6.83816666667,13.6458333333,8.29916666667
403.60,4.83433333333,7.09583333334,5.14866666667,18.9215,7.9925,6.84083333334,6.79416666667,13.6668333333,8.32283333333
403.95,4.83966666666,7.10816666666,5.1465,18.9746666667,8.00766666666,6.8235,6.76933333334,13.6541666666,8.33416666667
404.31,4.79466666666,7.03966666667,5.0705,18.9855,7.99283333333,6.77816666666,6.707,13.6251666667,8.29066666667
404.67,4.79233333333,7.02916666667,5.02483333333,18.99,7.99483333334,6.77066666666,6.69116666667,13.6161666666,8.28216666667
405.03,4.81133333333,7.02316666667,5.03616666667,18.9983333333,7.98966666667,6.7705,6.695,13.6491666667,8.2975
405.39,4.862,7.07083333333,5.0775,19.0543333334,8.00866666667,6.81183333334,6.68933333333,13.6921666666,8.31716666667
405.75,4.88783333333,7.084,5.08983333334,19.1218333333,8.03033333333,6.84916666666,6.6965,13.7238333334,8.32133333333
406.11,4.87516666667,7.06566666667,5.061,19.1195,8.02083333334,6.826,6.67683333333,13.7136666667,8.30216666667
406.47,4.83183333334,7.01716666667,5.01833333334,19.1105,7.98483333333,6.792,6.62716666666,13.6791666667,8.219
406.83,4.80066666667,6.96633333334,4.97583333333,19.0953333333,7.9275,6.77516666667,6.56416666667,13.6461666667,8.18483333333
407.19,4.79566666667,6.9455,4.9575,19.1261666667,7.92166666667,6.76633333333,6.51433333334,13.6618333333,8.16533333333
407.55,4.77083333334,6.93233333334,4.959,19.1461666667,7.89616666666,6.764,6.51266666667,13.6356666667,8.11866666666
407.90,4.75383333333,6.91683333334,4.94516666667,19.1603333334,7.881,6.77183333333,6.51566666667,13.6411666667,8.1295
408.26,4.74316666667,6.915,4.96116666667,19.1751666667,7.868,6.78516666666,6.5135,13.6801666667,8.15716666667
408.62,4.72733333334,6.89533333333,4.96966666667,19.177,7.87066666667,6.75966666666,6.48733333334,13.667,8.14833333333
408.98,4.71833333333,6.89916666666,5.0085,19.2745,7.8945,6.80683333333,6.49116666666,13.7098333333,8.167
409.34,4.67566666667,6.85633333333,4.986,19.2603333333,7.90516666667,6.76933333333,6.45583333333,13.7143333333,8.1225
409.70,4.6055,6.79416666667,4.9195,19.209,7.862,6.73416666666,6.38833333333,13.6443333333,8.088
410.06,4.57066666666,6.75516666667,4.9155,19.2205,7.84716666667,6.7265,6.3575,13.6186666667,8.07016666667
410.42,4.59366666666,6.74666666667,4.926,19.2831666667,7.84883333333,6.7335,6.38933333334,13.6436666666,8.1125
410.77,4.6115,6.771,4.98533333333,19.3586666667,7.90333333334,6.74783333333,6.433,13.7068333334,8.16066666666
411.13,4.62883333333,6.76916666667,5.01383333333,19.3603333333,7.92633333334,6.77133333333,6.46916666667,13.7196666667,8.15366666667
411.49,4.68483333333,6.7945,5.05216666667,19.412,7.9795,6.79666666666,6.49416666667,13.7668333333,8.19983333333
411.85,4.67516666667,6.75483333334,5.05866666666,19.4225,7.98983333333,6.793,6.47583333334,13.7441666666,8.181
412.21,4.7315,6.815,5.109,19.5223333333,8.0535,6.82783333333,6.52033333333,13.7911666667,8.213
412.57,4.77433333333,6.84616666667,5.14016666667,19.5943333333,8.09366666667,6.8875,6.53733333333,13.859,8.255
412.92,4.76816666666,6.80966666667,5.1205,19.5783333334,8.1025,6.86316666667,6.535,13.8506666667,8.24233333333
413.28,4.79666666667,6.8165,5.12383333333,19.6385,8.126,6.89316666666,6.56833333333,13.8678333333,8.30616666666
413.64,4.78266666667,6.7875,5.10883333334,19.6775,8.132,6.88633333334,6.5405,13.8925,8.274
414.00,4.76383333333,6.76016666667,5.0755,19.6718333334,8.1345,6.85833333334,6.52066666667,13.901,8.243
414.36,4.75966666666,6.762,5.08433333333,19.686,8.173,6.89433333334,6.49333333333,13.9093333334,8.25216666666
414.72,4.78316666667,6.74916666666,5.07983333333,19.7275,8.18416666666,6.94166666667,6.49083333333,13.9006666667,8.27316666667
415.07,4.79433333334,6.76,5.07566666667,19.7981666666,8.22133333334,6.94316666667,6.49483333334,13.9208333334,8.31333333333
415.43,4.75,6.70416666667,5.03466666667,19.8065,8.1695,6.935,6.43183333333,13.8976666667,8.2865
415.79,4.742,6.69216666667,5.02766666667,19.8543333333,8.16683333333,6.91,6.4095,13.9346666667,8.31
416.15,4.71566666667,6.642,5.01066666667,19.8435,8.167,6.9035,6.37816666667,13.9093333334,8.29033333333
416.51,4.6545,6.56866666667,4.95166666667,19.8198333334,8.11666666667,6.86883333334,6.335,13.8741666666,8.227
416.86,4.62466666667,6.52716666667,4.92133333334,19.807,8.09333333333,6.8635,6.28066666667,13.8603333333,8.20983333333
417.22,4.59633333334,6.4735,4.89566666666,19.8253333333,8.07733333333,6.8405,6.2355,13.8505,8.20616666667
417.58,4.58483333334,6.417,4.894,19.832,8.06783333333,6.82133333333,6.2195,13.8548333333,8.22366666667
417.94,4.5875,6.38566666667,4.89066666667,19.8478333333,8.06216666667,6.856,6.19516666666,13.8505,8.272
418.29,4.53316666667,6.3115,4.83616666667,19.8243333333,8.008,6.80566666667,6.14,13.8161666667,8.22666666667
418.65,4.48633333334,6.2565,4.79366666667,19.8316666667,7.9835,6.758,6.10216666667,13.802,8.208
419.01,4.4445,6.17483333334,4.74866666667,19.8248333333,7.9245,6.70733333334,6.0405,13.7653333334,8.17466666667
419.37,4.43266666666,6.13933333334,4.72816666667,19.8531666667,7.928,6.6825,6.02616666667,13.7545,8.1855
419.73,4.43683333333,6.1055,4.7115,19.882,7.92466666667,6.70183333333,6.00616666666,13.7673333333,8.18
420.08,4.41183333334,6.06383333333,4.6915,19.893,7.91916666667,6.69566666667,5.97333333333,13.7625,8.17483333334
420.44,4.41766666667,6.04566666667,4.69566666666,19.9385,7.93966666667,6.69933333333,5.974,13.7831666667,8.20283333334
420.80,4.4315,6.03233333333,4.70866666666,20.0006666666,7.95716666666,6.71466666666,5.9845,13.8031666667,8.23533333333
421.16,4.43433333333,6.02383333333,4.71333333333,20.037,7.96866666667,6.7325,5.99133333333,13.822,8.24633333333
421.51,4.44766666667,6.0405,4.728,20.0791666666,8.00383333333,6.74783333334,5.99933333334,13.8438333333,8.27933333333
421.87,4.4275,6.00283333333,4.715,20.1098333333,7.9995,6.73016666666,5.9815,13.8401666667,8.25966666666
422.23,4.438,5.98233333333,4.70466666667,20.145,8.01166666667,6.75083333334,5.9725,13.8441666667,8.2785
422.58,4.433,5.95566666666,4.702,20.1666666667,8.0265,6.77516666667,5.9575,13.8555,8.27283333334
422.94,4.4225,5.94816666666,4.70316666667,20.193,8.04966666667,6.79733333334,5.945,13.871,8.27483333333
423.30,4.4225,5.93033333333,4.70816666667,20.22,8.0585,6.81833333333,5.9365,13.8868333334,8.28566666666
423.66,4.39883333334,5.909,4.69333333334,20.2288333333,8.06483333334,6.812,5.9205,13.8738333333,8.28366666667
424.01,4.38816666667,5.88016666666,4.68016666667,20.2693333333,8.05,6.813,5.90566666666,13.87,8.27483333333
424.37,4.37183333333,5.868,4.66683333333,20.3051666667,8.04733333334,6.81866666666,5.88516666667,13.8621666667,8.26983333334
424.73,4.35383333334,5.83533333333,4.64533333333,20.2961666667,8.03616666667,6.80483333333,5.84766666667,13.8553333333,8.24783333334
425.08,4.34166666667,5.8065,4.62733333333,20.3036666667,8.023,6.79316666666,5.81116666667,13.8311666666,8.227
425.44,4.32683333334,5.77616666667,4.61216666666,20.3241666667,7.99216666666,6.78433333333,5.787,13.8238333333,8.1985
425.80,4.32266666667,5.77183333333,4.60716666666,20.3493333333,7.99016666666,6.79383333333,5.768,13.8315,8.19916666667
426.16,4.31816666667,5.776,4.61883333334,20.4131666666,7.994,6.79616666667,5.777,13.8655,8.1965
426.51,4.3345,5.794,4.62816666666,20.4688333333,8.01166666667,6.79266666667,5.78466666667,13.8785,8.22216666667
426.87,4.3465,5.798,4.63266666667,20.5181666666,8.02933333333,6.81233333333,5.7975,13.907,8.2375
427.23,4.3375,5.78283333333,4.60783333333,20.5308333333,8.02133333334,6.787,5.77566666666,13.9021666667,8.21833333333
427.58,4.32633333333,5.76333333333,4.60016666667,20.5765,8.01083333334,6.76283333333,5.766,13.899,8.19316666667
427.94,4.36633333333,5.7935,4.61866666666,20.635,8.04333333333,6.76766666667,5.78483333333,13.9383333334,8.22983333333
428.30,4.39383333334,5.79266666666,4.65533333334,20.641,8.0525,6.774,5.79266666667,13.9561666667,8.238
428.65,4.39283333334,5.81833333333,4.67083333333,20.7086666667,8.07016666666,6.78566666666,5.82416666666,13.989,8.2575
429.01,4.416,5.84033333333,4.70316666667,20.777,8.1105,6.80983333333,5.87033333333,14.0286666667,8.29783333333
429.37,4.447,5.87016666666,4.71566666667,20.8426666666,8.14983333333,6.8345,5.894,14.0498333333,8.29316666666
429.72,4.48616666666,5.89466666667,4.73216666666,20.9076666667,8.17416666667,6.83966666666,5.93383333333,14.0921666666,8.31383333333
430.08,4.529,5.9275,4.76666666667,20.9746666667,8.2325,6.88316666667,5.972,14.1423333333,8.357
430.44,4.525,5.92866666667,4.7765,20.9651666666,8.21333333333,6.87233333333,5.95783333333,14.1323333334,8.35533333334
430.79,4.537,5.93766666667,4.80783333334,20.9896666667,8.22083333334,6.88966666667,5.97716666667,14.1531666667,8.36833333333
431.15,4.57483333333,5.97916666667,4.86433333333,21.0481666667,8.26966666666,6.9235,6.01416666666,14.1908333333,8.4065
431.50,4.61983333334,6.03716666667,4.926,21.1035,8.324,7.00566666667,6.0645,14.2421666667,8.46883333334
431.86,4.59833333333,6.03366666666,4.93416666666,21.0885,8.31783333334,7.00266666667,6.0455,14.2071666667,8.452
432.22,4.596,6.04966666667,4.93383333333,21.125,8.32283333333,6.99716666667,6.03966666667,14.2058333334,8.45633333333
432.57,4.613,6.05,4.934,21.1295,8.3165,6.997,6.03116666667,14.1776666667,8.46266666667
432.93,4.60583333333,6.06083333333,4.931,21.1491666667,8.30416666667,6.98716666667,6.02233333333,14.1673333333,8.44433333334
433.29,4.60066666667,6.0785,4.95283333333,21.175,8.31316666666,6.99716666667,6.03866666666,14.1868333334,8.459
433.64,4.59733333333,6.08566666667,4.9655,21.1698333333,8.32483333333,6.99533333334,6.03216666666,14.1618333333,8.46766666667
434.00,4.57566666667,6.061,4.94016666667,21.1471666667,8.28766666667,6.94583333333,6.00483333334,14.1208333333,8.428
434.35,4.58,6.07016666667,4.9385,21.169,8.27666666666,6.94433333333,6.0085,14.122,8.39983333333
434.71,4.569,6.066,4.91083333333,21.1848333333,8.25433333333,6.90833333333,5.97066666667,14.0758333333,8.39383333333
435.07,4.56316666667,6.06683333333,4.90566666666,21.2156666667,8.24166666667,6.926,5.9755,14.0718333333,8.38033333333
435.42,4.5385,6.04616666667,4.8735,21.2016666666,8.19566666666,6.87633333334,5.9485,14.0231666666,8.33133333333
435.78,4.56016666667,6.06033333333,4.883,21.2465,8.2045,6.885,5.98866666667,14.0498333333,8.32633333333
436.13,4.56383333333,6.06033333334,4.88083333333,21.2616666667,8.19683333334,6.864,5.9925,14.032,8.31566666666
436.49,4.56,6.07116666667,4.89,21.283,8.19616666667,6.86383333334,5.99716666666,14.0351666667,8.31166666667
436.84,4.56516666667,6.09183333333,4.909,21.2986666667,8.20533333333,6.8715,6.023,14.0595,8.32883333333
437.20,4.579,6.09133333334,4.89866666667,21.3195,8.21516666667,6.88166666666,6.02583333333,14.042,8.35
