wavelength,Back_TanFasf,Belly_TanFasf,Breast_TanFasf,Crissum_TanFasf,Crown_TanFasf,DorTail_TanFasf,Patch10_TanFasf,Patch11_TanFasf,Patch12_TanFasf,Rump_TanFasf,Throat_TanFasf,WingTip_TanFasf
347.45,22.2473333333,26.553,43.4496666667,21.654,6.329,6.06133333333,55.029,10.2666666667,55.3883333333,22.306,6.73833333333,3.988
347.81,22.2756666667,26.6263333333,43.901,21.524,6.175,6.07366666667,55.0263333333,10.2383333333,55.727,22.166,6.69866666667,3.85166666667
348.18,22.2023333333,26.5753333333,43.9716666667,21.4043333333,6.18966666667,6.02,55.162,10.061,55.6546666667,21.9393333333,6.51233333333,3.69333333333
348.54,22.3833333333,26.8596666667,44.182,21.4436666667,6.30433333333,6.06766666667,54.946,10.0616666667,55.818,21.8156666667,6.56666666667,3.72333333333
348.91,22.2753333333,26.916,43.9696666667,21.526,6.49333333333,6.055,54.7836666667,10.047,55.71,21.9386666667,6.409,3.62966666667
349.27,22.155,27.003,44.0066666667,21.641,6.48966666667,5.83333333333,54.8396666667,10.1513333333,55.7323333333,21.8853333333,6.515,3.44266666667
349.64,22.4363333333,27.1293333333,44.1386666667,21.9603333333,6.57133333333,5.87033333333,54.8096666667,10.571,55.9116666667,21.9773333333,6.58,3.65733333333
350.00,22.8163333333,27.7043333333,44.6246666667,22.35,6.95333333333,6.10333333333,55.2086666667,10.975,56.441,22.583,6.86166666667,3.72233333333
350.37,23.1326666667,27.9936666667,44.904,22.4806666667,7.30366666667,6.21466666667,55.22,11.166,56.5733333333,22.58,7.30366666667,3.978
350.73,23.109,28.0383333333,44.8916666667,22.7343333333,7.36966666667,6.35233333333,55.0513333333,11.355,56.3526666667,22.6776666667,7.272,4.36
351.10,23.428,28.5506666667,45.2133333333,23.1206666667,7.28333333333,6.466,55.5556666667,11.4346666667,56.9476666667,22.8696666667,7.40466666667,4.799
351.46,23.4616666667,28.6826666667,45.0923333333,23.0443333333,7.229,6.49,55.518,11.582,57.285,22.514,7.37366666667,4.64266666667
351.83,23.452,29.0023333333,44.9246666667,23.0166666667,7.49833333333,6.53233333333,55.5343333333,11.924,57.0863333333,22.597,7.506,4.78233333333
352.19,23.7323333333,29.108,45.1096666667,23.4193333333,7.778,6.73733333333,55.6573333333,12.1753333333,57.4646666667,22.926,7.73866666667,5.03866666667
352.55,23.9063333333,29.1673333333,45.1133333333,23.459,8.07666666667,7.11266666667,55.6893333333,12.3583333333,57.4943333333,23.2586666667,7.82233333333,5.377
352.92,23.903,29.1826666667,45.0753333333,23.5216666667,8.156,6.96566666667,55.3593333333,12.253,57.45,23.018,7.78966666667,5.42466666667
353.28,24.1213333333,29.0506666667,44.9913333333,23.346,8.15833333333,7.01433333333,55.1893333333,12.185,57.703,22.8493333333,7.68433333333,5.42666666667
353.65,24.2503333333,29.178,45.2656666667,23.4343333333,8.489,7.24266666667,55.3426666667,12.489,58.0143333333,23.13,7.903,5.65433333333
354.01,24.1813333333,28.9856666667,45.0,23.261,8.507,7.01433333333,54.8836666667,12.377,57.6883333333,22.8766666667,7.79,5.79
354.38,24.2793333333,28.853,45.17,23.1876666667,8.44033333333,6.96366666667,54.923,12.493,57.7623333333,22.774,7.513,5.70066666667
354.74,24.074,28.6896666667,45.2513333333,22.8673333333,8.32633333333,6.81133333333,54.7696666667,12.395,57.744,22.4956666667,7.40033333333,5.45766666667
355.11,23.8073333333,28.591,45.3333333333,22.6806666667,8.323,6.69433333333,54.543,12.4053333333,57.7316666667,22.3093333333,7.36766666667,5.306
355.47,23.8016666667,28.669,45.5516666667,22.7623333333,8.418,6.75733333333,54.7116666667,12.434,58.0466666667,22.4923333333,7.41866666667,5.52833333333
355.83,23.832,28.596,45.603,22.8343333333,8.38433333333,6.68666666667,54.648,12.3093333333,58.3876666667,22.319,7.39366666667,5.49033333333
356.20,23.554,28.3856666667,45.5216666667,22.6473333333,8.037,6.35966666667,54.3683333333,12.0263333333,58.3186666667,21.9223333333,7.085,5.24566666667
356.56,23.5123333333,28.4163333333,45.5393333333,22.6386666667,7.87566666667,6.06466666667,54.3143333333,11.989,58.695,21.612,6.785,4.82766666667
356.93,23.4796666667,28.435,45.6893333333,22.5556666667,7.75966666667,5.936,54.4176666667,12.0606666667,58.9763333333,21.5683333333,6.64033333333,4.77266666667
357.29,23.4573333333,28.6816666667,45.862,22.7346666667,7.70266666667,5.80966666667,54.3433333333,11.9996666667,59.1693333333,21.5143333333,6.40133333333,4.714
357.66,23.2553333333,28.596,45.7586666667,22.547,7.44766666667,5.58766666667,54.2783333333,11.686,59.1143333333,21.2346666667,6.111,4.48466666667
358.02,23.165,28.7113333333,46.0853333333,22.5466666667,7.35833333333,5.54033333333,54.6493333333,11.613,59.4003333333,21.163,6.08533333333,4.24866666667
358.38,23.435,29.0066666667,46.3863333333,22.6613333333,7.40266666667,5.58366666667,54.8463333333,11.639,59.929,21.3436666667,6.188,4.345
358.75,23.6053333333,29.178,46.413,22.8133333333,7.44166666667,5.45933333333,55.1226666667,11.4963333333,60.4513333333,21.5036666667,5.93566666667,4.108
359.11,23.7513333333,29.2523333333,46.385,22.9366666667,7.55033333333,5.30366666667,55.1866666667,11.5266666667,60.5306666667,21.6266666667,5.82133333333,4.09833333333
359.48,23.7883333333,29.348,46.5183333333,22.9903333333,7.69366666667,5.25933333333,55.18,11.481,60.547,21.6936666667,5.74033333333,3.963
359.84,23.9696666667,29.5373333333,46.7016666667,23.1993333333,7.81766666667,5.386,55.4273333333,11.5586666667,60.582,22.0223333333,5.81533333333,3.90066666667
360.20,24.237,29.9333333333,46.9963333333,23.2786666667,8.02,5.61066666667,55.7286666667,11.7516666667,60.847,22.2883333333,6.04466666667,3.994
360.57,24.2693333333,30.1453333333,47.2833333333,23.436,8.126,5.56866666667,56.1023333333,11.8926666667,61.015,22.6076666667,6.272,4.18266666667
360.93,24.5806666667,30.3903333333,47.6973333333,23.564,8.30566666667,5.82,56.4093333333,12.0463333333,61.4973333333,22.7763333333,6.41966666667,4.224
361.29,24.744,30.409,47.8156666667,23.586,8.48566666667,5.97733333333,56.4543333333,12.2013333333,61.6296666667,22.844,6.69933333333,4.285
361.66,24.8986666667,30.6533333333,47.9706666667,23.8366666667,8.717,5.964,56.6293333333,12.3273333333,61.8426666667,22.8916666667,6.729,4.25366666667
362.02,25.0756666667,30.7346666667,48.0806666667,23.9853333333,8.839,5.99966666667,56.6363333333,12.4706666667,61.9686666667,23.0293333333,6.73966666667,4.371
362.39,25.1586666667,31.036,48.172,24.3196666667,9.13766666667,6.111,56.814,12.727,62.148,23.2043333333,6.91166666667,4.53833333333
362.75,25.3266666667,31.296,48.5633333333,24.619,9.45533333333,6.411,56.841,13.2166666667,62.2406666667,23.3793333333,7.38,4.84866666667
363.11,25.272,31.3383333333,48.7256666667,24.795,9.61266666667,6.46733333333,56.949,13.2633333333,62.3473333333,23.3723333333,7.40733333333,4.79666666667
363.48,25.2433333333,31.4193333333,48.5486666667,24.858,9.483,6.43133333333,56.947,13.3786666667,62.3036666667,23.281,7.44833333333,4.78766666667
363.84,25.2916666667,31.6996666667,48.9403333333,24.9976666667,9.656,6.46166666667,57.0113333333,13.566,62.815,23.2853333333,7.453,4.862
364.20,25.4223333333,31.8386666667,48.9613333333,25.168,9.854,6.49633333333,56.758,13.7796666667,62.99,23.2553333333,7.45766666667,4.932
364.57,25.5006666667,31.7256666667,48.8266666667,25.152,9.88066666667,6.54333333333,56.3716666667,13.7993333333,62.8943333333,23.0283333333,7.34733333333,4.93533333333
364.93,25.306,31.74,48.6756666667,25.3163333333,10.0043333333,6.475,56.0576666667,13.8006666667,62.589,22.9596666667,7.336,4.933
365.29,25.3256666667,31.8593333333,48.6946666667,25.31,10.151,6.46133333333,56.0693333333,13.9083333333,62.8103333333,23.0263333333,7.36933333333,4.977
365.66,25.4346666667,32.016,48.6043333333,25.3463333333,10.2836666667,6.63866666667,55.9093333333,14.0373333333,62.9073333333,23.05,7.51866666667,5.17
366.02,25.535,32.0126666667,48.4913333333,25.4096666667,10.3456666667,6.66066666667,55.5956666667,13.9993333333,63.0286666667,22.8783333333,7.56366666667,5.23033333333
366.38,25.3916666667,31.9663333333,48.231,25.308,10.3476666667,6.47033333333,55.187,13.828,62.7013333333,22.7093333333,7.43066666667,5.04066666667
366.75,25.511,32.053,48.1213333333,25.2806666667,10.3883333333,6.33333333333,55.0923333333,13.7116666667,62.7266666667,22.6263333333,7.16933333333,5.04266666667
367.11,25.643,32.181,48.2736666667,25.2606666667,10.409,6.52166666667,54.89,13.7303333333,62.8213333333,22.5626666667,7.21333333333,5.05533333333
367.47,25.9273333333,32.414,48.5553333333,25.465,10.6366666667,6.634,54.7433333333,13.9456666667,63.0056666667,22.639,7.25933333333,5.16333333333
367.84,25.9176666667,32.334,48.0803333333,25.3393333333,10.5713333333,6.62133333333,54.4703333333,13.837,62.7483333333,22.5463333333,7.14233333333,5.12233333333
368.20,25.925,32.3223333333,48.0916666667,25.3726666667,10.53,6.75533333333,54.5883333333,14.016,62.623,22.619,7.17633333333,5.25466666667
368.56,25.9673333333,32.6636666667,48.1123333333,25.3876666667,10.5663333333,6.73833333333,54.5606666667,14.0883333333,62.512,22.6616666667,7.24966666667,5.27766666667
368.93,26.119,32.597,48.0783333333,25.3983333333,10.601,6.76266666667,54.4196666667,14.2243333333,62.5493333333,22.5953333333,7.19866666667,5.34766666667
369.29,26.0223333333,32.6536666667,48.2116666667,25.3113333333,10.548,6.694,54.2616666667,14.24,62.4516666667,22.4293333333,6.91866666667,5.06766666667
369.65,25.9496666667,32.6216666667,48.3246666667,25.243,10.6156666667,6.68733333333,54.1126666667,14.3463333333,62.1773333333,22.437,6.85866666667,5.035
370.01,25.8786666667,33.0126666667,48.5373333333,25.211,10.6796666667,6.69866666667,54.4133333333,14.49,62.168,22.5553333333,6.797,4.92833333333
370.38,25.8993333333,32.8916666667,48.6796666667,25.159,10.5063333333,6.78166666667,54.259,14.3906666667,62.279,22.4876666667,6.607,4.83466666667
370.74,25.911,32.88,48.773,25.107,10.385,6.81633333333,54.0876666667,14.386,62.2533333333,22.424,6.67866666667,4.79033333333
371.10,25.9503333333,33.0106666667,48.7293333333,25.164,10.4086666667,6.808,54.125,14.5286666667,62.5313333333,22.451,6.65166666667,4.89666666667
371.46,25.8913333333,32.949,48.7713333333,25.0923333333,10.5186666667,6.76733333333,54.0153333333,14.419,62.5213333333,22.3653333333,6.68766666667,5.05933333333
371.83,25.9566666667,32.8923333333,48.9686666667,25.0843333333,10.5343333333,6.509,53.8913333333,14.4306666667,62.572,22.318,6.742,5.05666666667
372.19,25.7683333333,32.704,48.8373333333,24.947,10.6226666667,6.15433333333,53.532,14.108,62.3656666667,22.0766666667,6.528,4.88133333333
372.55,25.7516666667,32.7753333333,49.07,25.081,10.7683333333,6.25533333333,53.5633333333,14.146,62.6626666667,22.0116666667,6.554,4.88966666667
372.92,25.558,32.816,49.0406666667,24.8986666667,10.5723333333,6.082,53.395,13.8966666667,62.5373333333,21.8676666667,6.38933333333,4.64666666667
373.28,25.5486666667,32.7626666667,48.859,25.066,10.4963333333,5.91633333333,53.2093333333,13.8523333333,62.5206666667,21.866,6.326,4.629
373.64,25.798,33.0663333333,49.0356666667,25.3316666667,10.7223333333,6.097,53.3546666667,14.021,62.7266666667,22.023,6.65133333333,4.79033333333
374.00,25.9633333333,33.0916666667,49.0583333333,25.6013333333,10.8713333333,6.23,53.1826666667,14.165,62.909,22.071,6.70333333333,4.97466666667
374.37,26.101,33.3573333333,49.0803333333,25.755,11.1653333333,6.22833333333,53.335,14.407,63.2283333333,22.0573333333,6.96366666667,5.076
374.73,25.8463333333,33.419,48.9393333333,25.856,11.2393333333,6.093,53.3393333333,14.2836666667,63.1466666667,21.9083333333,6.97766666667,5.05633333333
375.09,26.0053333333,33.661,49.2063333333,26.029,11.4156666667,6.19,53.2516666667,14.4636666667,63.0846666667,22.0163333333,7.13133333333,5.06166666667
375.45,25.868,33.7986666667,49.3106666667,26.0986666667,11.537,6.16966666667,53.3823333333,14.4326666667,63.1253333333,22.027,7.115,4.90166666667
375.81,25.7976666667,33.9643333333,49.378,26.3746666667,11.682,6.33233333333,53.272,14.5256666667,63.1243333333,21.9893333333,7.25633333333,5.039
376.18,25.8233333333,34.178,49.4363333333,26.505,11.711,6.36433333333,53.399,14.608,63.1946666667,22.047,7.22666666667,5.03333333333
376.54,25.8086666667,34.144,49.3453333333,26.6196666667,11.7096666667,6.206,53.192,14.5673333333,63.197,21.9056666667,7.12566666667,4.98733333333
376.90,25.9603333333,34.2693333333,49.5043333333,26.828,11.9846666667,6.275,53.3033333333,14.7373333333,63.5096666667,21.94,7.23666666667,5.165
377.26,25.9916666667,34.355,49.6503333333,26.7746666667,12.154,6.42466666667,53.319,14.809,63.58,21.837,7.371,5.33133333333
377.63,25.7716666667,34.077,49.403,26.7466666667,12.0943333333,6.27666666667,52.944,14.6563333333,63.4806666667,21.5403333333,7.066,5.16933333333
377.99,25.808,34.0963333333,49.502,26.7876666667,12.2143333333,6.305,52.771,14.7033333333,63.4836666667,21.5066666667,7.12966666667,5.16233333333
378.35,25.5786666667,33.9793333333,49.4766666667,26.649,12.141,6.18766666667,52.6113333333,14.532,63.1246666667,21.37,7.01966666667,5.10933333333
378.71,25.5253333333,33.9583333333,49.543,26.6996666667,12.1453333333,6.13666666667,52.449,14.6143333333,63.0793333333,21.3243333333,6.96266666667,5.03066666667
379.07,25.431,33.8276666667,49.3536666667,26.6356666667,12.175,6.01966666667,52.3733333333,14.445,62.9646666667,21.202,6.81766666667,4.92666666667
379.44,25.4633333333,33.7746666667,49.2836666667,26.689,12.119,5.916,52.1803333333,14.4266666667,62.887,21.107,6.75166666667,4.90166666667
379.80,25.4093333333,33.882,49.3596666667,26.6103333333,12.2416666667,5.936,52.163,14.3526666667,62.814,21.08,6.65133333333,4.759
380.16,25.4853333333,33.97,49.5623333333,26.7143333333,12.4343333333,6.03,52.001,14.439,62.9833333333,21.0303333333,6.814,4.72166666667
380.52,25.4436666667,34.0513333333,49.629,26.7046666667,12.547,6.12466666667,52.1203333333,14.4513333333,62.8386666667,21.163,6.76333333333,4.788
380.88,25.458,34.0873333333,49.491,26.713,12.5413333333,6.17,51.7803333333,14.3416666667,62.6916666667,21.0603333333,6.69133333333,4.75666666667
381.24,25.4453333333,34.077,49.321,26.839,12.5856666667,6.20866666667,51.6463333333,14.3083333333,62.5093333333,21.0296666667,6.67433333333,4.76433333333
381.61,25.4263333333,34.2043333333,49.4616666667,26.721,12.4393333333,6.12233333333,51.8173333333,14.1613333333,62.6783333333,21.0416666667,6.67066666667,4.71533333333
381.97,25.386,34.256,49.6023333333,26.6983333333,12.4133333333,6.006,51.872,14.0686666667,62.722,20.9973333333,6.58466666667,4.56233333333
382.33,25.6356666667,34.4116666667,49.761,27.048,12.5673333333,6.23633333333,51.8523333333,14.3246666667,62.867,21.176,6.77166666667,4.733
382.69,25.8373333333,34.4923333333,49.9083333333,27.0493333333,12.658,6.30266666667,51.8476666667,14.414,63.2263333333,21.163,6.77133333333,4.817
383.05,25.6893333333,34.4163333333,49.8043333333,26.9536666667,12.5416666667,6.084,51.5266666667,14.253,63.133,21.032,6.683,4.82
383.41,25.7426666667,34.5886666667,49.9123333333,26.983,12.6453333333,6.127,51.456,14.258,63.258,21.086,6.60166666667,4.81366666667
383.77,25.72,34.484,49.84,26.9643333333,12.5433333333,6.03466666667,51.3143333333,14.2623333333,63.225,20.973,6.51266666667,4.81866666667
384.14,25.6723333333,34.5066666667,49.8356666667,27.0823333333,12.555,6.018,51.387,14.2516666667,63.1896666667,21.057,6.55166666667,4.901
384.50,25.6113333333,34.4706666667,49.7106666667,27.0916666667,12.4796666667,5.933,50.9553333333,14.262,62.9563333333,20.8606666667,6.63333333333,4.91366666667
384.86,25.489,34.658,49.899,27.1616666667,12.541,5.85766666667,51.0976666667,14.4256666667,62.953,20.901,6.646,4.89166666667
385.22,25.2766666667,34.6823333333,49.9916666667,27.194,12.5406666667,5.759,50.9166666667,14.4213333333,62.7506666667,20.7926666667,6.664,4.79366666667
385.58,25.334,34.845,50.1496666667,27.4866666667,12.7333333333,5.797,50.8573333333,14.537,62.7066666667,20.8956666667,6.717,4.79033333333
385.94,25.241,34.9346666667,50.013,27.5676666667,12.8403333333,5.91,50.7086666667,14.6056666667,62.588,20.8373333333,6.74,4.90233333333
386.30,25.1056666667,34.8493333333,49.9933333333,27.5393333333,12.8146666667,5.77433333333,50.5463333333,14.588,62.639,20.6486666667,6.692,4.86666666667
386.66,25.03,34.8666666667,49.9983333333,27.7096666667,12.9233333333,5.83366666667,50.4053333333,14.531,62.373,20.636,6.69566666667,4.888
387.03,25.041,34.889,50.0916666667,27.867,13.034,5.97,50.4376666667,14.5606666667,62.288,20.5273333333,6.743,4.91433333333
387.39,25.067,34.819,50.0126666667,27.9753333333,13.1093333333,6.07433333333,50.4006666667,14.659,62.279,20.491,6.79933333333,5.00166666667
387.75,25.0716666667,34.9756666667,50.203,28.1116666667,13.249,6.15933333333,50.2733333333,14.707,62.2673333333,20.4116666667,6.86433333333,5.07266666667
388.11,24.966,35.0693333333,50.1186666667,28.125,13.272,6.13133333333,49.935,14.638,62.0973333333,20.1656666667,6.73566666667,4.98066666667
388.47,24.9533333333,35.1306666667,50.251,28.2196666667,13.3833333333,6.125,49.9633333333,14.618,62.077,20.1426666667,6.65566666667,4.87066666667
388.83,24.9756666667,35.0946666667,50.227,28.3946666667,13.5346666667,6.26433333333,49.8136666667,14.7063333333,61.825,20.2126666667,6.80333333333,4.99533333333
389.19,25.1416666667,35.274,50.3513333333,28.5533333333,13.6686666667,6.34433333333,49.8633333333,14.7136666667,61.9706666667,20.3333333333,6.789,5.05066666667
389.55,25.0783333333,35.2383333333,50.4023333333,28.516,13.671,6.31333333333,49.6376666667,14.7373333333,61.8556666667,20.178,6.716,4.986
389.91,24.9856666667,35.0803333333,50.2916666667,28.4853333333,13.525,6.18066666667,49.418,14.64,61.6103333333,20.038,6.59166666667,4.881
390.27,24.8393333333,35.084,50.2286666667,28.3766666667,13.5253333333,6.16966666667,49.228,14.505,61.3393333333,19.9546666667,6.42933333333,4.73233333333
390.63,24.9026666667,35.1626666667,50.3336666667,28.3343333333,13.5916666667,6.12333333333,49.144,14.462,61.3846666667,19.883,6.33866666667,4.65066666667
391.00,24.9586666667,35.2786666667,50.4763333333,28.5343333333,13.7156666667,6.12966666667,49.1103333333,14.577,61.361,19.95,6.36533333333,4.63866666667
391.36,24.9333333333,35.3733333333,50.5503333333,28.6086666667,13.8286666667,6.20433333333,49.0156666667,14.527,61.1776666667,19.947,6.42866666667,4.68433333333
391.72,24.94,35.3153333333,50.5273333333,28.72,13.9513333333,6.31566666667,48.981,14.7086666667,61.1116666667,20.0293333333,6.576,4.71
392.08,25.039,35.204,50.605,28.8026666667,14.0376666667,6.32866666667,48.921,14.8153333333,61.0766666667,20.1183333333,6.64366666667,4.748
392.44,25.1183333333,35.384,50.7306666667,28.9503333333,14.2173333333,6.43066666667,48.8803333333,14.8833333333,61.1763333333,20.2723333333,6.80066666667,4.90933333333
392.80,25.0913333333,35.3513333333,50.6353333333,28.934,14.152,6.379,48.7073333333,14.7056666667,61.132,20.1073333333,6.68933333333,4.81233333333
393.16,25.1046666667,35.252,50.6366666667,29.052,14.2776666667,6.48433333333,48.5273333333,14.783,61.002,19.9963333333,6.83133333333,4.97933333333
393.52,25.06,35.1496666667,50.551,29.0643333333,14.278,6.457,48.374,14.789,60.9103333333,19.9863333333,6.83666666667,5.06066666667
393.88,25.16,35.182,50.753,29.2133333333,14.5223333333,6.59766666667,48.2513333333,14.8673333333,60.869,19.9746666667,6.98033333333,5.17966666667
394.24,25.1486666667,35.198,50.7343333333,29.2906666667,14.569,6.56933333333,48.087,14.8796666667,60.7243333333,19.9833333333,7.011,5.20833333333
394.60,25.1003333333,35.189,50.718,29.4746666667,14.689,6.633,47.9526666667,14.9546666667,60.528,20.0273333333,7.135,5.333
394.96,25.0593333333,35.2756666667,50.6013333333,29.5296666667,14.7566666667,6.70633333333,47.7853333333,15.072,60.3376666667,20.001,7.195,5.463
395.32,25.029,35.1363333333,50.538,29.5403333333,14.7593333333,6.66433333333,47.5776666667,15.09,60.2116666667,19.8916666667,7.252,5.40866666667
395.68,24.9886666667,35.1323333333,50.3796666667,29.5066666667,14.7493333333,6.58666666667,47.3286666667,14.9206666667,59.9143333333,19.719,7.18266666667,5.34
396.04,24.95,35.1936666667,50.393,29.61,14.8983333333,6.67933333333,47.303,14.8816666667,59.7986666667,19.6516666667,7.21333333333,5.35833333333
396.40,24.8413333333,34.9923333333,50.221,29.5316666667,14.9,6.71133333333,47.0406666667,14.8253333333,59.5686666667,19.394,7.11166666667,5.287
396.76,24.784,34.93,50.2383333333,29.54,15.04,6.75066666667,46.8293333333,14.8876666667,59.4676666667,19.3363333333,7.185,5.373
397.12,24.66,35.027,50.209,29.4593333333,15.0486666667,6.559,46.655,14.8146666667,59.3723333333,19.282,7.05466666667,5.20266666667
397.48,24.555,34.988,50.099,29.5166666667,15.1443333333,6.61933333333,46.4076666667,14.6983333333,59.0053333333,19.1306666667,7.06766666667,5.21533333333
397.84,24.3886666667,35.02,50.021,29.519,15.1593333333,6.541,46.3073333333,14.6993333333,58.988,19.161,6.99866666667,5.139
398.20,24.3256666667,35.0376666667,50.0153333333,29.6523333333,15.2366666667,6.60233333333,46.234,14.6603333333,58.8423333333,19.0933333333,6.98366666667,5.17933333333
398.56,24.282,34.98,49.903,29.6573333333,15.2806666667,6.59233333333,46.0303333333,14.6293333333,58.6523333333,18.962,6.975,5.15066666667
398.92,24.1636666667,34.7533333333,49.9103333333,29.5566666667,15.3526666667,6.52866666667,45.7216666667,14.4716666667,58.5136666667,18.8616666667,6.91,5.07
399.28,23.9926666667,34.7983333333,50.0616666667,29.558,15.462,6.49633333333,45.5046666667,14.421,58.337,18.7856666667,6.78233333333,5.05
399.64,23.9976666667,34.742,50.1126666667,29.654,15.516,6.42766666667,45.4226666667,14.399,58.402,18.8386666667,6.70233333333,5.06866666667
400.00,23.9363333333,34.6856666667,50.1273333333,29.6276666667,15.442,6.358,45.1766666667,14.3396666667,58.3696666667,18.7086666667,6.616,5.03033333333
400.36,23.9653333333,34.699,50.1076666667,29.72,15.5426666667,6.34433333333,45.0883333333,14.3193333333,58.26,18.771,6.62533333333,5.05266666667
400.72,23.9773333333,34.7393333333,50.207,29.8823333333,15.712,6.457,45.0253333333,14.3413333333,58.1753333333,18.7173333333,6.669,5.08833333333
401.08,23.9696666667,34.719,50.1996666667,29.995,15.8536666667,6.69,45.012,14.3683333333,58.0863333333,18.7543333333,6.72766666667,5.22066666667
401.44,23.9286666667,34.7813333333,50.2606666667,30.047,15.956,6.66433333333,44.919,14.436,58.1453333333,18.7286666667,6.78433333333,5.17833333333
401.80,23.9173333333,34.67,50.2333333333,30.0906666667,15.9746666667,6.57966666667,44.771,14.3086666667,57.9016666667,18.603,6.79033333333,5.188
402.16,23.9863333333,34.6713333333,50.3716666667,30.1303333333,16.14,6.599,44.584,14.3836666667,57.8616666667,18.5703333333,6.84433333333,5.29466666667
402.52,23.8493333333,34.5993333333,50.2786666667,30.209,16.1033333333,6.58133333333,44.2946666667,14.4136666667,57.6266666667,18.554,6.856,5.32033333333
402.88,23.8476666667,34.6123333333,50.1846666667,30.3073333333,16.0726666667,6.585,44.231,14.4093333333,57.561,18.5666666667,6.86833333333,5.32566666667
403.24,23.9526666667,34.6416666667,50.174,30.376,16.1083333333,6.63,44.178,14.481,57.598,18.5543333333,6.937,5.28566666667
403.60,23.8073333333,34.573,50.1006666667,30.3663333333,16.1933333333,6.65533333333,44.003,14.4216666667,57.368,18.49,6.88533333333,5.27033333333
403.95,23.7123333333,34.5413333333,49.9976666667,30.4156666667,16.327,6.69866666667,43.841,14.431,57.1776666667,18.499,6.97266666667,5.37933333333
404.31,23.5823333333,34.4823333333,50.057,30.3923333333,16.319,6.64633333333,43.6853333333,14.4416666667,57.09,18.335,6.92133333333,5.28566666667
404.67,23.5043333333,34.3556666667,50.045,30.3053333333,16.27,6.42966666667,43.4876666667,14.348,56.9693333333,18.2706666667,6.86266666667,5.18066666667
405.03,23.451,34.2176666667,50.011,30.27,16.221,6.36933333333,43.2353333333,14.3016666667,56.7453333333,18.109,6.87733333333,5.137
405.39,23.399,34.0693333333,49.9666666667,30.267,16.1956666667,6.34066666667,43.0576666667,14.256,56.4983333333,18.0193333333,6.79966666667,5.096
405.75,23.2866666667,33.991,49.9293333333,30.251,16.2073333333,6.37033333333,42.7776666667,14.2036666667,56.3766666667,17.8566666667,6.75666666667,5.04333333333
406.11,23.1713333333,33.874,49.8496666667,30.2,16.1423333333,6.39233333333,42.6923333333,14.111,56.2503333333,17.7826666667,6.762,4.94866666667
406.47,23.142,33.894,49.913,30.106,16.219,6.341,42.6353333333,14.0786666667,56.2603333333,17.667,6.704,4.824
406.83,23.0926666667,33.834,49.9506666667,30.0493333333,16.3106666667,6.35233333333,42.385,14.019,56.113,17.4756666667,6.713,4.79066666667
407.19,22.9676666667,33.6306666667,49.7803333333,30.0266666667,16.239,6.22266666667,42.0573333333,13.9003333333,55.8473333333,17.3203333333,6.62666666667,4.76133333333
407.55,22.9686666667,33.6233333333,49.802,30.0093333333,16.3093333333,6.26266666667,41.9226666667,13.983,55.74,17.3006666667,6.757,4.82733333333
407.90,23.041,33.6153333333,49.9016666667,29.99,16.332,6.25833333333,41.7736666667,14.001,55.705,17.187,6.71733333333,4.793
408.26,23.132,33.6106666667,49.986,30.135,16.504,6.36166666667,41.6846666667,14.017,55.6536666667,17.2373333333,6.76533333333,4.91066666667
408.62,23.1866666667,33.5896666667,49.9903333333,30.185,16.6026666667,6.493,41.51,14.0356666667,55.6236666667,17.23,6.725,4.98666666667
408.98,23.1546666667,33.5416666667,49.971,30.1673333333,16.681,6.45,41.4336666667,14.079,55.6153333333,17.241,6.69766666667,4.98833333333
409.34,23.1706666667,33.4713333333,49.9613333333,30.1383333333,16.7703333333,6.49766666667,41.341,14.091,55.6606666667,17.221,6.75433333333,5.02233333333
409.70,23.229,33.5156666667,49.9946666667,30.0903333333,16.818,6.53333333333,41.3336666667,14.1883333333,55.6936666667,17.2876666667,6.76033333333,5.049
410.06,23.21,33.4763333333,49.9743333333,30.0753333333,16.9356666667,6.505,41.09,14.1846666667,55.539,17.2466666667,6.71833333333,5.04633333333
410.42,23.1443333333,33.3713333333,49.9163333333,30.039,16.984,6.51266666667,40.9003333333,14.124,55.398,17.2003333333,6.729,5.08933333333
410.77,23.0733333333,33.2616666667,49.8783333333,30.076,17.0813333333,6.54466666667,40.8213333333,14.18,55.2503333333,17.2393333333,6.739,5.09733333333
411.13,23.0896666667,33.2763333333,49.908,30.0823333333,17.1916666667,6.62933333333,40.799,14.2153333333,55.3056666667,17.2616666667,6.78966666667,5.13766666667
411.49,23.0966666667,33.219,49.9906666667,30.0733333333,17.2073333333,6.59166666667,40.7146666667,14.1193333333,55.289,17.2096666667,6.687,5.095
411.85,23.0016666667,33.081,49.8716666667,30.0183333333,17.3036666667,6.65833333333,40.5426666667,14.1833333333,55.1433333333,17.2653333333,6.71966666667,5.16166666667
412.21,22.8653333333,32.9896666667,49.761,29.8746666667,17.2363333333,6.57633333333,40.3276666667,14.1766666667,55.0016666667,17.1446666667,6.749,5.08666666667
412.57,22.7016666667,32.8593333333,49.687,29.8043333333,17.297,6.53033333333,40.196,14.2163333333,54.843,17.0416666667,6.80266666667,5.07033333333
412.92,22.6703333333,32.8746666667,49.5906666667,29.8416666667,17.3546666667,6.54766666667,39.969,14.187,54.7326666667,16.971,6.814,5.116
