wavelength,Back_TiaBicf,Belly_TiaBicf,Breast_TiaBicf,Crissum_TiaBicf,Crown_TiaBicf,DorTail_TiaBicf,Rump_TiaBicf,Throat_TiaBicf,WingTip_TiaBicf
331.71,8.94194444444,18.4638333333,11.3415833333,14.9098333333,7.08425,7.79695833333,8.57137037037,8.23783333332,9.74558333332
332.08,8.65108333332,18.3456666667,11.0149166667,14.6590833333,6.79625,7.57179166667,8.31598148148,7.97866666667,9.35495833333
332.44,8.78050000001,18.6526666667,11.2479166667,14.8610833333,6.87716666666,7.64266666667,8.32738888889,8.02624999999,9.45529166666
332.81,8.916,18.6663333333,11.21725,14.8569166667,6.92458333333,7.6345,8.29847222222,8.12258333333,9.47983333334
333.18,9.01794444446,18.6911666667,11.08625,14.7574166667,6.77483333333,7.43879166667,8.20899074074,8.141,9.40775000001
333.54,8.8213888889,18.5685833333,10.8916666667,14.4880833333,6.52533333333,7.16020833333,7.93915740741,7.97633333334,9.15479166667
333.91,8.89533333333,18.5905833333,10.8750833333,14.5251666666,6.54358333333,7.20304166666,7.897,7.95966666667,9.18420833333
334.28,8.80991666666,18.7364166667,10.9825,14.5664166666,6.602,7.13020833333,7.94659259259,7.97966666667,9.18483333333
334.64,8.94983333334,18.8613333333,11.1700833333,14.7853333333,6.77191666666,7.33829166667,8.0547962963,8.24991666668,9.374125
335.01,9.06552777777,19.0173333333,11.1935833333,14.8549166667,6.87041666667,7.43904166667,8.17255555556,8.36075,9.47279166668
335.38,9.41469444445,19.4213333333,11.41825,15.2286666666,7.16508333333,7.61320833333,8.5477962963,8.71783333334,9.81204166666
335.74,9.2365,19.3126666667,11.2884166667,15.1190833333,7.05966666667,7.55133333334,8.51926851852,8.57225000001,9.69037500001
336.11,9.31927777777,19.5384166667,11.49175,15.3155833333,7.19933333333,7.71108333333,8.73982407408,8.65475000001,9.82354166666
336.47,9.29766666666,19.55775,11.604,15.5215,7.31275,7.87325,8.81481481481,8.61066666667,9.77183333334
336.84,9.59852777779,19.9078333333,11.8468333334,15.78575,7.58183333334,8.29645833333,9.1272962963,8.70125,10.0324166667
337.21,9.55322222222,19.9064166667,11.9300833333,15.8345,7.50133333333,8.29104166667,9.14549074074,8.57199999999,9.95816666668
337.57,9.46366666666,19.7073333334,11.72025,15.6549166666,7.36475,8.17879166667,8.99273148148,8.38433333333,9.75387499999
337.94,9.35566666666,19.6281666666,11.6343333333,15.5963333333,7.2415,7.99225,8.89839814815,8.22216666667,9.56670833334
338.31,9.482,19.706,11.8141666666,15.6518333333,7.38783333333,8.07683333333,9.00176851852,8.33908333333,9.717375
338.67,9.45841666667,19.68075,11.971,15.7283333334,7.41816666666,8.2435,8.99905555556,8.45108333333,9.75049999999
339.04,9.40958333332,19.5950833333,11.9564166667,15.6083333334,7.35775,8.09579166667,8.99325000001,8.40249999999,9.63608333334
339.40,9.23227777777,19.4308333334,11.8555833333,15.5123333333,7.28883333333,7.93625,8.82429629629,8.27941666667,9.48758333333
339.77,9.06630555556,19.3373333333,11.7238333333,15.2418333333,7.07408333333,7.711375,8.68674999999,8.14858333333,9.34508333334
340.14,8.76355555555,19.09375,11.4153333333,15.0474166667,6.77708333333,7.39858333333,8.3835462963,8.06008333334,9.11808333334
340.50,8.4196111111,18.9720833333,11.1543333333,14.7990833333,6.55666666667,7.128375,8.11982407407,7.90341666667,8.85166666667
340.87,8.38966666667,19.0356666667,11.245,14.84,6.61575,7.13470833333,8.11387037037,8.05100000001,8.85970833332
341.23,8.22936111112,19.0804166667,11.1559166667,14.7644166666,6.59541666667,7.07958333333,8.10930555556,8.018,8.773
341.60,8.03630555555,18.9798333334,10.9755833333,14.8084166667,6.53058333333,7.053,7.96318518518,7.85641666667,8.58579166667
341.96,7.92841666666,18.8921666666,10.8910833333,14.6271666667,6.4945,6.87120833333,7.8175462963,7.66383333333,8.41920833333
342.33,8.1411388889,19.1283333333,11.0059166667,14.9383333333,6.715,7.06270833333,8.04083333333,7.82516666666,8.58558333334
342.70,8.20250000001,19.1839166667,10.99925,14.95725,6.71241666667,7.05166666667,8.07751851852,7.74308333333,8.65341666667
343.06,8.30941666668,19.378,11.1583333333,15.13625,6.87625,7.21975,8.22237037037,7.8335,8.83637500001
343.43,8.37622222224,19.4851666667,11.20325,15.14575,6.92241666667,7.17166666667,8.31937037037,7.74391666667,8.79462500001
343.79,8.63033333334,19.7145,11.3321666666,15.4524166667,7.21041666667,7.332125,8.58738888889,7.92225,8.97858333333
344.16,8.72880555558,19.9039166667,11.3555,15.6215,7.24133333333,7.33658333333,8.73754629629,7.91825,9.05679166668
344.52,8.57649999999,19.68925,11.15425,15.4831666666,7.00733333333,7.158875,8.52019444444,7.71525,8.83825
344.89,8.6301111111,19.7051666667,11.1675,15.45975,6.94433333333,7.06583333333,8.47228703704,7.70883333333,8.77341666666
345.25,8.60672222222,19.7310833333,11.0905,15.5356666667,6.88241666666,7.003375,8.44630555555,7.64366666667,8.71304166667
345.62,8.52394444444,19.7473333333,11.0600833334,15.4551666666,6.78666666667,6.94633333333,8.3325,7.60675,8.67458333333
345.99,8.6721111111,19.9473333334,11.1341666667,15.68525,6.87058333334,7.09166666667,8.51718518518,7.77783333333,8.73970833333
346.35,8.76447222222,19.95975,11.15675,15.8506666667,6.90425,7.06904166667,8.55537962963,7.81808333333,8.82425
346.72,8.95125000001,20.1218333333,11.3909166666,16.0804166667,7.13716666667,7.28070833334,8.75205555556,7.99591666667,9.08045833334
347.08,9.10352777777,20.2496666667,11.5416666667,16.0885,7.2215,7.38045833333,8.91730555556,8.10158333334,9.22116666666
347.45,9.14358333334,20.24125,11.59675,16.1145833333,7.20983333333,7.38879166667,8.84699074074,8.05891666667,9.20233333334
347.81,9.33522222221,20.43825,11.8263333334,16.3845833334,7.45366666667,7.62579166667,9.0621574074,8.194,9.41325
348.18,9.30013888888,20.5128333333,11.91925,16.4305,7.49708333334,7.60375,9.11824074075,8.13300000001,9.47204166666
348.54,9.29141666667,20.58,11.9133333333,16.4660833333,7.44791666667,7.585,9.1339074074,8.16833333333,9.45504166668
348.91,9.29838888889,20.5989166667,11.9550833333,16.57925,7.46008333333,7.572625,9.19359259258,8.17333333333,9.47062499999
349.27,9.34077777777,20.642,12.0699166667,16.5736666667,7.55166666667,7.63275,9.15637962964,8.22124999999,9.51274999999
349.64,9.05377777776,20.50025,11.8339166667,16.25425,7.34525,7.56258333334,8.93792592593,7.97175,9.2175
350.00,8.90436111111,20.4363333333,11.6863333333,16.1545833333,7.24166666667,7.43766666667,8.8415462963,7.97475,9.10158333333
350.37,8.75697222223,20.3784166667,11.5528333333,16.1603333333,7.11216666666,7.28279166667,8.64543518518,7.85825,8.93850000001
350.73,8.7215,20.3718333333,11.5755833334,16.1928333333,7.11166666667,7.36325,8.74886111111,7.95391666667,8.90250000001
351.10,8.66725000001,20.472,11.5769166667,16.1401666667,7.00275,7.255125,8.66235185185,7.91816666666,8.78254166667
351.46,8.69033333332,20.5154166667,11.56,16.1181666667,6.96983333333,7.30383333333,8.66056481482,8.02216666667,8.76095833334
351.83,8.7286388889,20.5718333333,11.6075833333,16.1315833334,7.07,7.33620833333,8.68583333334,8.05975,8.77883333334
352.19,8.71361111112,20.7171666667,11.6593333333,16.1355833333,7.14408333333,7.41958333333,8.66468518519,8.08141666667,8.74745833333
352.55,8.76197222222,20.8455,11.8434166667,16.3195833333,7.29208333333,7.44225,8.8185462963,8.22050000001,8.85016666667
352.92,8.95219444443,21.06475,12.0319166667,16.53425,7.4585,7.47629166667,8.96590740741,8.41066666668,9.00800000001
353.28,8.87380555556,21.0643333333,12.0083333333,16.5186666666,7.36041666666,7.35316666667,8.90362037036,8.19124999999,8.93358333334
353.65,8.79502777777,21.0489166667,11.9689166667,16.4724166667,7.28858333333,7.34716666667,8.85830555556,8.17975,8.91358333334
354.01,8.83788888888,21.10625,11.9975,16.6161666667,7.2935,7.29933333333,8.85161111111,8.17725,8.93845833333
354.38,8.82619444444,21.0845,11.8921666667,16.6183333333,7.26558333333,7.29970833333,8.80664814815,8.12433333333,8.93420833332
354.74,8.83327777778,21.1919166667,11.9258333333,16.72975,7.32083333333,7.324875,8.86972222222,8.09941666667,8.95529166668
355.11,8.81583333333,21.25575,12.0070833333,16.7969166667,7.26983333334,7.35445833333,8.90760185186,8.01908333333,8.99608333333
355.47,8.8535,21.1746666667,11.97275,16.8145833334,7.24233333333,7.38208333334,8.93713888888,7.98041666667,8.95154166666
355.83,8.73705555556,21.0593333334,11.7833333333,16.6775,7.04583333333,7.29725,8.75687037037,7.79225,8.82991666667
356.20,8.68619444445,21.0995833333,11.81675,16.7394166667,6.97741666666,7.36054166667,8.71835185185,7.66208333333,8.74708333333
356.56,8.85399999999,21.2899166667,11.9025,16.9141666667,7.10541666667,7.54470833334,8.81032407407,7.82683333333,8.76295833333
356.93,9.00783333332,21.4358333334,12.047,17.0631666667,7.228,7.620375,8.89625925926,7.82483333333,8.83687500001
357.29,9.08061111113,21.4809166667,12.0805833333,17.0908333333,7.24458333333,7.63558333333,8.92762037037,7.76675,8.89600000001
357.66,9.17955555557,21.4771666666,12.1941666667,17.1606666667,7.321,7.68583333333,9.02513888889,7.8295,9.01345833332
358.02,9.31744444444,21.5559166667,12.2524166666,17.2499166667,7.39883333334,7.73808333333,9.08564814815,7.89633333333,9.16958333333
358.38,9.44308333332,21.6273333334,12.2720833334,17.34175,7.48925,7.77591666667,9.16780555556,7.96616666666,9.2365
358.75,9.52119444445,21.7579166667,12.3519166667,17.4305,7.52075,7.78325,9.25983333333,8.07083333333,9.34362499999
359.11,9.47997222223,21.834,12.3533333333,17.4770833333,7.48733333333,7.79633333334,9.28255555555,8.07091666667,9.26295833332
359.48,9.54872222223,21.9403333333,12.3863333333,17.5366666667,7.58925,7.74875,9.38292592592,8.25133333333,9.32741666666
359.84,9.51594444442,21.9529166667,12.4005,17.5621666667,7.52858333333,7.67066666667,9.35372222223,8.20525,9.34300000001
360.20,9.49297222221,22.02275,12.3839166667,17.5778333333,7.49125,7.723375,9.33774999999,8.21666666666,9.376
360.57,9.41905555557,22.1533333333,12.4095833333,17.62275,7.53575,7.775,9.37441666667,8.24941666666,9.40312499999
360.93,9.33969444445,22.20175,12.3931666667,17.5584166667,7.511,7.68729166666,9.33107407408,8.22350000001,9.34708333333
361.29,9.27666666668,22.2450833333,12.4013333333,17.5496666667,7.485,7.64329166667,9.31203703704,8.18316666666,9.25958333333
361.66,9.24880555556,22.32125,12.41475,17.5440833334,7.505,7.658375,9.30139814816,8.21091666668,9.26129166666
362.02,9.20505555556,22.369,12.3810833334,17.5428333333,7.50916666667,7.62491666667,9.25915740741,8.19991666667,9.20804166667
362.39,9.23013888891,22.4075,12.4144166667,17.5836666667,7.53416666667,7.56970833333,9.27249999999,8.22474999999,9.24516666667
362.75,9.10524999999,22.2934166667,12.2591666667,17.5463333333,7.437,7.49175,9.1512962963,8.10866666667,9.12920833333
363.11,9.09630555556,22.2930833333,12.2610833333,17.5646666667,7.50175,7.54641666667,9.1361574074,8.15091666666,9.10412500001
363.48,9.2098888889,22.41575,12.3681666667,17.7186666667,7.66808333333,7.67483333333,9.28050925925,8.32583333334,9.17775000001
363.84,9.25433333334,22.3875,12.3118333333,17.6815833333,7.67658333333,7.61108333333,9.23417592594,8.35833333332,9.13866666667
364.20,9.28325,22.4805,12.35275,17.82625,7.70841666667,7.66129166667,9.28472222222,8.45141666666,9.13124999999
364.57,9.29655555556,22.4731666667,12.2820833333,17.824,7.75833333333,7.666875,9.28712962961,8.49516666666,9.12129166666
364.93,9.32877777777,22.479,12.3001666667,17.8985,7.7615,7.62079166667,9.29277777777,8.50858333333,9.14241666666
365.29,9.43880555556,22.5509166667,12.4219166667,18.0464166667,7.82966666667,7.68854166667,9.32055555555,8.52058333333,9.22020833334
365.66,9.53477777778,22.6719166667,12.49375,18.1391666666,7.98075,7.81470833333,9.45395370371,8.60499999999,9.35104166667
366.02,9.66288888889,22.9299166667,12.6833333333,18.2795,8.08283333333,7.95354166667,9.56419444445,8.64100000001,9.486125
366.38,9.55088888889,22.9233333334,12.642,18.2439166667,7.92383333333,7.79854166666,9.4815,8.52141666667,9.40120833334
366.75,9.34594444445,22.79275,12.5185833333,18.1164166667,7.68008333333,7.589375,9.29510185186,8.27666666667,9.269375
367.11,9.32347222224,22.9119166667,12.5993333333,18.21775,7.70891666667,7.65275,9.33025925925,8.29325000001,9.26008333334
367.47,9.38052777779,22.92375,12.59275,18.2158333333,7.71733333333,7.701875,9.29599074073,8.273,9.28875000001
367.84,9.45444444444,23.0413333333,12.7076666666,18.34575,7.696,7.75208333333,9.27889814815,8.22875,9.30100000001
368.20,9.46055555555,23.162,12.7830833333,18.41125,7.72416666667,7.835375,9.31199074076,8.19166666666,9.29500000001
368.56,9.36555555554,23.0971666667,12.7088333333,18.2755833333,7.64008333333,7.74675,9.26834259258,8.13025,9.19241666666
368.93,9.23644444444,23.0914166667,12.6379166667,18.21825,7.50875,7.57045833333,9.12639814815,7.93741666667,8.97404166666
369.29,9.32488888889,23.0709166667,12.7275833333,18.2535833334,7.62025,7.61366666667,9.25354629631,8.02808333333,9.05466666667
369.65,9.37091666667,23.1273333334,12.8044166667,18.29925,7.65475,7.70783333333,9.31702777778,8.05883333334,9.12983333334
370.01,9.38208333334,23.1475833333,12.7813333334,18.328,7.63908333333,7.6475,9.28212962962,8.04041666666,9.07312499999
370.38,9.36961111112,23.1319166666,12.7284166667,18.277,7.56533333333,7.61095833333,9.27366666668,7.98541666666,9.06212500001
370.74,9.37677777779,23.2764166667,12.8036666667,18.3603333333,7.65466666667,7.665,9.40822222222,8.04558333334,9.16683333333
371.10,9.32380555556,23.3149166666,12.7839166667,18.3528333333,7.64775,7.61879166667,9.4298148148,8.06291666667,9.15629166667
371.46,9.35877777776,23.33875,12.76675,18.39225,7.6555,7.61566666667,9.43027777777,8.10941666668,9.18475
371.83,9.40647222222,23.4273333333,12.79,18.55325,7.71616666666,7.710875,9.50023148148,8.13749999999,9.27116666667
372.19,9.48147222222,23.5008333333,12.83875,18.6220833333,7.79216666667,7.84054166667,9.54713888888,8.27333333333,9.36933333334
372.55,9.36644444444,23.4765833333,12.6970833333,18.5590833333,7.66525,7.74475,9.36919444443,8.20916666667,9.24954166668
372.92,9.47908333333,23.6061666667,12.7345,18.6485833334,7.81316666667,7.79129166666,9.45698148148,8.32641666666,9.31304166666
373.28,9.53863888889,23.6455,12.7781666667,18.6826666667,7.90683333333,7.798625,9.55888888889,8.42075000001,9.34029166668
373.64,9.49802777779,23.6473333333,12.7530833333,18.707,7.89941666667,7.73025,9.47517592591,8.37566666666,9.24866666666
374.00,9.41305555556,23.60825,12.6800833333,18.67375,7.843,7.60383333333,9.36747222221,8.24375000001,9.08345833334
374.37,9.3426388889,23.4978333334,12.5965833333,18.6130833333,7.77841666667,7.52795833333,9.29123148147,8.13324999999,9.00591666668
374.73,9.18700000001,23.4009166667,12.49525,18.5508333333,7.64308333333,7.37766666667,9.16353703703,8.02133333333,8.871875
375.09,9.11497222223,23.36975,12.4793333333,18.4524166666,7.60625,7.2705,9.11712037038,7.977,8.82150000001
375.45,9.1043611111,23.40725,12.4846666667,18.41775,7.59058333333,7.19520833333,9.10375925927,7.95158333333,8.78758333333
375.81,9.20369444446,23.5405,12.6026666666,18.56425,7.68266666667,7.213625,9.2575462963,8.02383333334,8.86070833334
376.18,9.11411111112,23.5731666666,12.5456666667,18.6120833333,7.63625,7.18441666667,9.21666666667,7.95808333333,8.79470833334
376.54,9.11624999999,23.67725,12.6204166667,18.6215833333,7.617,7.23770833334,9.20758333334,7.92583333333,8.803375
376.90,9.30377777778,23.8415833333,12.81375,18.813,7.7715,7.368125,9.39696296297,8.07899999999,8.99058333333
377.26,9.42816666667,23.92775,12.92425,18.8798333333,7.78183333334,7.42395833333,9.46736111112,8.16483333333,9.06725000001
377.63,9.41736111111,24.0813333333,12.97425,18.9739166667,7.8195,7.44758333333,9.50283333333,8.23966666667,9.06229166666
377.99,9.40938888889,24.1226666667,13.0170833333,18.9800833333,7.85558333333,7.51020833333,9.52480555554,8.24408333332,9.04737500001
378.35,9.44830555558,24.1904166667,13.02875,19.0555,7.87033333333,7.52870833333,9.51302777778,8.27275,9.04083333333
378.71,9.45297222224,24.1818333333,13.01875,19.0984166667,7.82183333334,7.534,9.50210185184,8.23175000001,9.08229166668
379.07,9.45572222222,24.2524166667,13.0420833333,19.1259166667,7.83166666667,7.585125,9.46203703704,8.22158333333,9.09179166668
379.44,9.50722222222,24.2598333333,13.0745833333,19.1333333333,7.86066666666,7.59445833333,9.45875,8.24108333333,9.12245833334
379.80,9.48163888889,24.2653333333,13.0525,19.1781666667,7.892,7.642625,9.49632407408,8.26716666666,9.10683333334
380.16,9.4051388889,24.1965,13.0104166667,19.1049166666,7.81958333334,7.61483333333,9.44840740742,8.21383333332,9.08033333334
380.52,9.44986111111,24.2540833333,13.02975,19.2343333333,7.91883333333,7.737625,9.52323148148,8.26324999999,9.17316666667
380.88,9.5428888889,24.3083333333,13.1154166667,19.3084166667,7.98625,7.825,9.54208333335,8.30825,9.265625
381.24,9.63855555556,24.4266666667,13.1676666667,19.4548333333,8.07416666667,7.87495833333,9.63499074074,8.41124999999,9.36937500001
381.61,9.62252777777,24.5055833333,13.1779166666,19.4871666667,8.06766666667,7.87829166667,9.65203703704,8.37491666667,9.38745833333
381.97,9.53005555557,24.5054166667,13.1010833333,19.4506666667,8.03433333333,7.83216666667,9.59040740742,8.31533333333,9.25033333332
382.33,9.42749999998,24.4145833334,12.9696666666,19.3879166667,7.92358333333,7.66033333333,9.50872222223,8.22691666666,9.13804166667
382.69,9.40319444443,24.4453333333,12.9713333333,19.4196666667,7.88033333333,7.657375,9.48607407407,8.21091666668,9.15808333334
383.05,9.42725000001,24.5293333333,12.99075,19.5155,7.88008333333,7.62120833333,9.50338888887,8.23950000001,9.21758333332
383.41,9.33655555557,24.5155833333,12.8885833333,19.4978333333,7.80333333333,7.51995833334,9.40890740741,8.15625000001,9.12704166667
383.77,9.23630555557,24.5294166667,12.8320833333,19.46675,7.69633333333,7.37654166667,9.33539814815,8.11766666667,9.06441666667
384.14,9.18091666667,24.5924166667,12.8150833333,19.5159166666,7.66833333334,7.33595833333,9.3673888889,8.09741666668,9.02220833333
384.50,9.24147222224,24.6270833334,12.8086666666,19.5478333333,7.71191666667,7.35133333333,9.40498148149,8.08125,9.01545833333
384.86,9.36425,24.7168333333,12.904,19.6935,7.82058333334,7.42754166667,9.48663888891,8.21075000001,9.10537500001
385.22,9.49825,24.8268333333,13.0603333333,19.8765,7.95966666667,7.52695833334,9.62089814816,8.30483333334,9.26191666668
385.58,9.62091666667,25.01775,13.2055,20.0238333333,8.1185,7.68391666667,9.74539814816,8.41749999999,9.41654166666
385.94,9.70763888891,25.1058333333,13.2813333334,20.1545833333,8.2295,7.774125,9.85462037036,8.48466666668,9.48862499999
386.30,9.69022222221,25.1159166667,13.2698333333,20.1605833334,8.24291666667,7.7605,9.81562037037,8.42991666667,9.46404166667
386.66,9.74236111112,25.2409166667,13.3641666667,20.2599166666,8.30516666667,7.84108333333,9.87771296298,8.47458333333,9.50733333333
387.03,9.82088888889,25.2731666667,13.4165,20.3170833333,8.38125,7.909,9.90826851851,8.4635,9.50124999999
387.39,9.89375000002,25.2879166666,13.5145,20.4060833333,8.44541666667,7.96025,9.92949999999,8.51791666666,9.58333333333
387.75,9.90741666667,25.3688333334,13.5774166667,20.4984166667,8.43708333333,7.98825,9.94910185183,8.59133333334,9.61566666666
388.11,9.88869444445,25.4291666666,13.57275,20.5065,8.43258333333,7.9835,9.94134259261,8.57991666666,9.56566666667
388.47,9.88169444444,25.445,13.5478333333,20.4985,8.38641666667,7.96445833333,9.91150925925,8.59408333332,9.51733333333
388.83,9.86002777777,25.39225,13.522,20.499,8.35025,7.97091666667,9.87001851853,8.53241666667,9.46129166667
389.19,9.79880555557,25.3959166667,13.4918333333,20.46575,8.2635,7.88845833333,9.81769444444,8.44708333334,9.38020833332
389.55,9.85169444444,25.5118333333,13.5595,20.52875,8.29841666667,7.926375,9.87376851851,8.51083333332,9.41687500001
389.91,9.85752777777,25.5565,13.568,20.54075,8.30941666667,7.90495833333,9.89168518517,8.53833333334,9.41370833333
390.27,9.81408333334,25.556,13.5209166667,20.50075,8.22791666667,7.8485,9.86346296297,8.5295,9.36358333333
390.63,9.83908333333,25.5690833333,13.4801666666,20.4808333333,8.188,7.81891666667,9.88082407409,8.54474999999,9.34366666666
391.00,9.81358333334,25.5820833333,13.454,20.4275833333,8.143,7.770625,9.84287037037,8.49591666666,9.30816666667
391.36,9.79430555555,25.60125,13.4624166667,20.44025,8.11666666667,7.75841666667,9.84788888888,8.51316666666,9.347
391.72,9.79683333332,25.6414166667,13.508,20.5286666667,8.13108333333,7.7825,9.84528703701,8.52558333333,9.38491666667
392.08,9.73477777779,25.6095,13.4555833333,20.4635,8.03608333334,7.69125,9.78040740743,8.48558333333,9.30183333334
392.44,9.79363888889,25.6768333333,13.4995,20.5279166667,8.0965,7.70666666667,9.81474999998,8.57191666667,9.36029166667
392.80,9.77266666668,25.6660833333,13.4731666667,20.5490833333,8.08875,7.69016666667,9.80697222222,8.55325000001,9.36245833332
393.16,9.85644444443,25.7671666667,13.5733333333,20.667,8.16333333334,7.78679166667,9.87460185183,8.63808333334,9.43091666667
393.52,9.87822222223,25.8865,13.65075,20.7863333333,8.23725,7.8385,9.92950000001,8.72941666667,9.50020833333
393.88,9.80508333334,25.9023333333,13.6155,20.8065,8.23958333333,7.835625,9.88223148149,8.69491666666,9.49179166667
394.24,9.78630555556,25.9305,13.627,20.8624166666,8.25966666667,7.8545,9.8805462963,8.67475000001,9.50970833334
394.60,9.70225,25.8395833333,13.5376666667,20.7865833333,8.18966666666,7.79058333334,9.765,8.54375,9.41170833334
394.96,9.59727777778,25.8445833333,13.4445,20.7395,8.10416666666,7.69741666667,9.71325925926,8.47533333334,9.34245833334
395.32,9.61449999999,25.95525,13.5161666667,20.83425,8.17616666667,7.739375,9.7644537037,8.55633333333,9.42158333333
395.68,9.55933333333,25.9335833333,13.4783333333,20.8320833333,8.13125,7.68954166667,9.74712037036,8.47883333333,9.377125
396.04,9.51983333334,25.9634166667,13.4405833334,20.8263333333,8.10991666667,7.64704166667,9.72128703704,8.46641666668,9.30445833334
396.40,9.40244444444,25.8645,13.2950833333,20.7846666667,7.99375,7.54191666667,9.60884259259,8.34700000001,9.16704166666
396.76,9.39191666667,25.897,13.298,20.8254166667,7.96425,7.52104166667,9.57568518518,8.25525000001,9.14191666667
397.12,9.39580555556,25.9505,13.2730833333,20.87675,7.99108333334,7.49345833333,9.58378703703,8.23325000001,9.08116666666
397.48,9.36097222222,25.932,13.2565833333,20.8653333333,7.9615,7.43970833333,9.56046296295,8.17924999999,9.032
397.84,9.47325000001,26.06925,13.3775833333,21.0183333334,8.07666666667,7.52104166666,9.65037962964,8.28508333332,9.11545833334
398.20,9.5203611111,26.1065833334,13.45175,21.0548333333,8.16283333333,7.58620833333,9.69205555557,8.31841666668,9.10804166667
398.56,9.52130555556,26.0635833333,13.4019166667,21.0693333333,8.10725,7.568875,9.65945370371,8.26441666668,9.08124999999
398.92,9.57452777777,26.1263333333,13.4384166667,21.0926666667,8.13891666667,7.61708333333,9.68549999999,8.34033333332,9.12275
399.28,9.62583333334,26.13925,13.4891666667,21.1505,8.16308333333,7.64425,9.71907407406,8.35375,9.15795833333
399.64,9.69958333333,26.2704166667,13.5649166667,21.2129166666,8.2585,7.677,9.77665740741,8.42091666666,9.25020833333
400.00,9.63530555556,26.25875,13.519,21.1873333333,8.24441666667,7.64858333333,9.74199074074,8.41699999999,9.23025
400.36,9.63144444443,26.30025,13.5595833333,21.1913333334,8.1865,7.644625,9.71887037036,8.38824999999,9.22845833334
400.72,9.68561111109,26.389,13.5998333333,21.24525,8.23083333334,7.64591666667,9.74867592591,8.44250000001,9.27370833333
401.08,9.6658888889,26.4403333334,13.5951666666,21.2545833333,8.21291666667,7.65575,9.76425,8.43891666667,9.27012499999
401.44,9.69861111111,26.43775,13.6149166667,21.2896666667,8.19891666667,7.67525,9.78051851851,8.43700000001,9.344
401.80,9.80375000002,26.6301666666,13.7680833333,21.452,8.34758333333,7.80291666667,9.92250925926,8.55441666666,9.43333333333
402.16,9.83441666666,26.7394166667,13.8205,21.5511666667,8.4175,7.8575,9.96593518517,8.56341666666,9.46224999999
402.52,9.84844444445,26.8048333333,13.8793333334,21.6066666666,8.46166666667,7.88433333333,9.97335185187,8.62725000001,9.53441666666
402.88,9.82591666666,26.7830833333,13.8819166667,21.6150833334,8.42666666666,7.87229166667,9.95979629629,8.58441666667,9.523375
403.24,9.83741666668,26.8014166666,13.8776666667,21.6305833333,8.43191666667,7.89383333333,9.95635185187,8.60524999999,9.50900000001
403.60,9.86561111111,26.79425,13.8940833333,21.6131666667,8.43841666667,7.92016666667,9.97362037037,8.65175,9.53316666666
403.95,9.86736111112,26.8043333333,13.9045833333,21.6688333333,8.43858333333,7.98604166667,10.0023055556,8.68766666667,9.53187500001
404.31,9.91522222222,26.86875,13.9723333333,21.7644166666,8.46966666667,8.03545833333,10.0695277778,8.75625000001,9.59195833334
404.67,9.90483333332,26.9454166667,13.9330833333,21.7976666667,8.47683333333,8.03475,10.0529537037,8.75616666667,9.56908333333
405.03,9.83272222222,26.9190833333,13.8535833334,21.7778333333,8.40441666667,7.96125,10.0023333333,8.69516666667,9.519875
405.39,9.81133333332,26.89175,13.87525,21.7849166667,8.38058333333,7.94154166666,9.98051851851,8.67500000001,9.52391666667
405.75,9.75505555557,26.8481666667,13.8003333333,21.7719166667,8.32783333333,7.91358333333,9.95368518519,8.59650000001,9.47083333334
406.11,9.71966666666,26.8713333334,13.7734166667,21.7901666667,8.342,7.87991666667,9.92845370369,8.60383333334,9.43975000001
406.47,9.7558611111,26.9,13.78825,21.8489166666,8.37716666666,7.87429166667,9.93507407406,8.58816666668,9.44229166668
406.83,9.80561111112,26.9408333333,13.83175,21.9241666667,8.43025,7.89233333334,9.97580555558,8.61083333333,9.48004166667
407.19,9.81811111111,26.99725,13.8610833333,21.9356666667,8.46483333333,7.89783333333,9.96861111112,8.62741666667,9.50370833334
407.55,9.75483333332,26.9905,13.8055833333,21.904,8.418,7.81179166667,9.90728703705,8.55216666667,9.41566666668
407.90,9.80280555555,27.0869166667,13.9088333333,22.0124166667,8.49275,7.833875,9.96653703703,8.64325,9.44808333333
408.26,9.84624999998,27.1491666667,13.9838333334,22.06675,8.55475,7.870375,9.99661111111,8.67933333333,9.497625
408.62,9.88852777777,27.2475,13.98525,22.1548333333,8.5505,7.89295833333,9.99918518519,8.70591666666,9.49104166668
408.98,9.93961111111,27.3470833333,14.0749166667,22.2139166667,8.58541666667,7.91420833333,10.0046203704,8.72633333332,9.50770833334
409.34,10.0113888889,27.4069166667,14.1454166667,22.2625,8.61433333333,8.00329166667,10.0988148148,8.78266666668,9.60674999999
409.70,10.0456388889,27.4354166666,14.1751666667,22.3045,8.6525,8.051125,10.1522962963,8.82899999999,9.66600000001
410.06,10.0486944444,27.53975,14.2218333333,22.3705,8.67841666667,8.08554166667,10.1851296296,8.81741666667,9.71466666668
410.42,10.0564444444,27.515,14.2164166667,22.42525,8.66316666667,8.087125,10.1885185185,8.79708333334,9.71625000001
410.77,10.104,27.5554166667,14.2505,22.468,8.7,8.12529166666,10.2295740741,8.80824999999,9.76808333333
411.13,10.0886666667,27.4965833333,14.2115833333,22.4425,8.64108333334,8.11058333333,10.206787037,8.75383333333,9.78508333333
411.49,10.0848055556,27.5140833333,14.178,22.4154166667,8.57791666667,8.09408333333,10.1919351852,8.72041666667,9.75041666668
