wavelength,Back_RamMelf,Belly_RamMelf,Breast_RamMelf,Crissum_RamMelf,Crown_RamMelf,DorTail_RamMelf,Rump_RamMelf,Throat_RamMelf,WingTip_RamMelf
356.20,3.7906,4.0002,3.08933333333,2.94546666667,2.48626666667,4.79633333334,2.43566666666,3.61413333333,4.99146666667
356.56,3.76846666667,3.994,3.04666666667,2.9238,2.46366666667,4.77233333333,2.40533333333,3.62126666667,4.98013333333
356.93,3.70853333333,3.94906666667,2.94626666667,2.8652,2.37013333333,4.73506666667,2.3504,3.57066666667,4.8864
357.29,3.60453333333,3.82466666667,2.8634,2.7578,2.301,4.6894,2.2622,3.4418,4.7426
357.66,3.5076,3.73406666667,2.8276,2.68806666667,2.23086666666,4.66493333333,2.216,3.38613333333,4.69173333333
358.02,3.4372,3.64773333333,2.766,2.5954,2.13313333333,4.6084,2.1514,3.3178,4.60366666667
358.38,3.54053333333,3.74726666667,2.8942,2.71786666667,2.2182,4.73986666667,2.24426666667,3.42673333333,4.7118
358.75,3.51206666667,3.72053333333,2.8864,2.64793333333,2.16526666667,4.73646666667,2.1916,3.41046666667,4.70486666667
359.11,3.66626666667,3.81966666667,3.03066666667,2.78026666667,2.26013333333,4.87393333333,2.3358,3.56293333333,4.8356
359.48,3.8032,3.9302,3.1594,2.9092,2.35686666667,5.03,2.43353333333,3.68993333333,4.96806666667
359.84,3.82286666667,3.9678,3.18046666667,2.95233333333,2.3802,5.03913333333,2.4666,3.72093333333,4.98686666666
360.20,3.81546666667,3.92286666667,3.17606666667,2.91906666667,2.36373333334,5.00646666667,2.414,3.6754,4.93906666666
360.57,3.79853333333,3.8918,3.18346666667,2.89733333333,2.37146666667,4.97746666667,2.39673333334,3.6468,4.928
360.93,3.80526666667,3.9212,3.254,2.90126666667,2.409,5.0064,2.41906666667,3.65713333333,4.9642
361.29,3.837,3.9618,3.28153333333,2.93713333333,2.41333333333,5.04433333333,2.47593333334,3.70386666667,4.99653333333
361.66,3.8076,3.92153333333,3.2222,2.87413333333,2.34173333333,4.97086666667,2.435,3.63866666667,4.95413333333
362.02,3.7036,3.83173333333,3.10173333333,2.7954,2.24013333333,4.8818,2.35093333333,3.5238,4.876
362.39,3.5788,3.70073333333,2.97593333333,2.6644,2.13586666667,4.7444,2.2382,3.381,4.74866666667
362.75,3.54293333333,3.6222,2.9314,2.64106666667,2.0802,4.69866666667,2.21026666667,3.32446666667,4.69866666667
363.11,3.483,3.5764,2.87466666667,2.579,2.04673333333,4.655,2.1406,3.2156,4.6534
363.48,3.38853333333,3.5048,2.79586666667,2.5044,1.98206666667,4.5478,2.0968,3.125,4.5576
363.84,3.3586,3.43913333333,2.762,2.4564,1.92306666667,4.49553333333,2.0648,3.07426666667,4.4964
364.20,3.32413333333,3.41266666666,2.722,2.4016,1.88633333333,4.46426666667,2.05426666667,3.08166666667,4.46346666667
364.57,3.23593333333,3.36646666667,2.64833333334,2.3184,1.81266666667,4.3932,1.99106666667,3.0176,4.401
364.93,3.22053333333,3.3406,2.6098,2.30846666667,1.82946666667,4.33926666667,1.97966666667,2.99626666667,4.367
365.29,3.3052,3.39953333333,2.66793333333,2.35306666667,1.90946666667,4.38813333333,2.02186666667,3.05726666667,4.42953333333
365.66,3.3278,3.43833333333,2.6784,2.4002,1.9572,4.40313333334,2.06093333333,3.07666666667,4.39073333333
366.02,3.4444,3.53433333333,2.8046,2.5214,2.0896,4.4888,2.16026666667,3.2088,4.475
366.38,3.52926666667,3.63933333333,2.8832,2.6116,2.16513333333,4.59093333333,2.23053333334,3.30113333333,4.55693333333
366.75,3.59413333333,3.7548,2.91893333333,2.65406666667,2.24753333333,4.6522,2.27866666667,3.3644,4.62066666667
367.11,3.635,3.80946666667,2.96966666667,2.69573333333,2.3062,4.6956,2.3256,3.44893333333,4.66686666667
367.47,3.67186666667,3.85213333333,3.02373333333,2.7404,2.33893333333,4.75086666667,2.34853333333,3.52966666667,4.70273333333
367.84,3.72946666667,3.93406666667,3.1326,2.79173333333,2.42546666667,4.79666666667,2.387,3.62573333333,4.78353333333
368.20,3.76553333334,3.97486666667,3.2054,2.83346666667,2.45666666667,4.7924,2.40473333333,3.62453333333,4.79126666667
368.56,3.78946666667,3.97993333333,3.19933333333,2.84866666666,2.43613333333,4.7842,2.38886666666,3.60813333333,4.78133333333
368.93,3.79506666666,3.9874,3.20906666667,2.8608,2.3982,4.8122,2.397,3.62326666667,4.80986666667
369.29,3.725,3.94393333333,3.16406666667,2.8304,2.35273333333,4.74726666667,2.3298,3.56973333333,4.75393333333
369.65,3.77806666667,3.9684,3.2318,2.88386666667,2.41146666667,4.796,2.3568,3.6158,4.8374
370.01,3.77533333333,3.96393333334,3.2252,2.8754,2.41966666667,4.797,2.33013333333,3.60566666667,4.84886666667
370.38,3.7152,3.88793333333,3.181,2.80733333334,2.37,4.71186666667,2.265,3.5528,4.76386666667
370.74,3.64093333333,3.8216,3.1452,2.7924,2.30606666667,4.64493333333,2.228,3.50213333333,4.69813333333
371.10,3.57406666667,3.76173333333,3.07466666667,2.7446,2.22126666667,4.57673333333,2.20166666667,3.44886666667,4.62313333333
371.46,3.5828,3.7884,3.06733333333,2.76606666667,2.19986666667,4.557,2.21093333333,3.42993333333,4.63746666667
371.83,3.5362,3.73726666667,2.99966666667,2.72133333333,2.12586666667,4.51273333333,2.16413333334,3.3482,4.59573333333
372.19,3.5202,3.73186666667,2.98713333333,2.73446666667,2.1018,4.52166666667,2.16153333333,3.33293333333,4.58686666667
372.55,3.5638,3.796,3.05813333333,2.8146,2.16893333333,4.60646666667,2.23926666667,3.4274,4.63926666667
372.92,3.56493333333,3.80673333333,3.05673333333,2.84793333333,2.178,4.59713333333,2.24613333333,3.4526,4.6142
373.28,3.55113333333,3.79286666667,3.05346666667,2.82986666667,2.12713333333,4.56806666667,2.25066666667,3.40553333333,4.59793333333
373.64,3.52106666667,3.7702,3.03413333333,2.79793333333,2.06453333333,4.5312,2.2256,3.3806,4.55033333333
374.00,3.5162,3.79053333334,3.01993333333,2.78153333333,2.034,4.5056,2.2276,3.3832,4.5616
374.37,3.57206666667,3.8312,3.03646666666,2.80486666667,2.04193333333,4.52646666666,2.26633333333,3.40466666667,4.59073333333
374.73,3.64606666667,3.90393333333,3.09686666667,2.86926666667,2.08693333333,4.5834,2.32293333334,3.48746666667,4.65366666667
375.09,3.66,3.9214,3.12273333333,2.8664,2.1,4.59606666667,2.33626666667,3.4986,4.63493333333
375.45,3.6468,3.88953333333,3.12353333333,2.83026666667,2.11566666667,4.60473333333,2.33,3.48786666667,4.623
375.81,3.689,3.97766666667,3.16813333333,2.8928,2.20506666667,4.69033333333,2.38873333333,3.57066666667,4.65966666667
376.18,3.74046666667,4.00453333333,3.2172,2.93493333333,2.272,4.7558,2.421,3.63026666666,4.7266
376.54,3.78226666667,4.00093333334,3.24433333333,2.94053333333,2.31033333333,4.78926666667,2.43386666667,3.63673333333,4.7512
376.90,3.81853333333,4.02786666667,3.28233333333,2.956,2.36026666667,4.81633333333,2.45826666667,3.66473333333,4.7922
377.26,3.86606666667,4.08473333334,3.2992,3.0094,2.42313333334,4.87806666667,2.4948,3.7446,4.8366
377.63,3.8512,4.08866666667,3.29186666667,3.01546666667,2.4678,4.872,2.4958,3.7424,4.86533333333
377.99,3.86193333333,4.0864,3.30926666667,3.02733333333,2.49146666667,4.8716,2.50873333333,3.76153333334,4.86933333333
378.35,3.85553333334,4.08313333334,3.33186666667,3.05086666667,2.5178,4.8846,2.51766666667,3.78333333333,4.89586666667
378.71,3.78173333333,4.02466666667,3.28586666667,3.00046666667,2.50253333333,4.84473333333,2.46966666667,3.72906666667,4.85693333333
379.07,3.7802,4.05086666667,3.30693333333,3.0534,2.5278,4.87553333333,2.4862,3.74653333333,4.9212
379.44,3.73013333333,3.98693333333,3.2662,3.02453333334,2.47886666667,4.82366666667,2.44626666667,3.7088,4.86693333333
379.80,3.67906666667,3.89713333333,3.22213333333,2.96486666667,2.39266666667,4.74206666667,2.3922,3.6424,4.8114
380.16,3.67306666667,3.92473333333,3.22306666667,2.97806666667,2.39626666667,4.73486666667,2.43453333334,3.662,4.84593333333
380.52,3.5946,3.88166666667,3.12533333333,2.908,2.32746666667,4.64853333333,2.36266666667,3.5726,4.8002
380.88,3.5718,3.8494,3.119,2.8984,2.31713333333,4.63973333333,2.358,3.53253333333,4.78693333333
381.24,3.50913333333,3.80073333333,3.0998,2.84733333333,2.29026666667,4.58913333333,2.32346666667,3.46846666667,4.73113333333
381.61,3.52233333333,3.81006666667,3.08306666667,2.84933333333,2.25833333333,4.59313333333,2.32793333333,3.45046666667,4.7176
381.97,3.49326666667,3.80566666667,3.06633333333,2.82466666667,2.22226666667,4.5978,2.32013333333,3.40673333333,4.70606666667
382.33,3.52193333333,3.8342,3.0672,2.84366666667,2.23126666667,4.61273333333,2.34213333333,3.39866666667,4.71133333333
382.69,3.62073333334,3.90073333334,3.115,2.8632,2.2718,4.65926666667,2.4024,3.4462,4.75666666667
383.05,3.6012,3.8642,3.0776,2.791,2.23146666667,4.5906,2.35906666667,3.399,4.71026666667
383.41,3.62286666667,3.90033333333,3.09526666667,2.81313333333,2.24693333333,4.59126666667,2.3678,3.39826666667,4.74986666667
383.77,3.64493333333,3.93313333333,3.107,2.82293333333,2.28566666667,4.60853333333,2.38726666667,3.41,4.77166666667
384.14,3.64013333333,3.90373333333,3.06913333333,2.7696,2.2642,4.58213333333,2.34986666667,3.38,4.73066666667
384.50,3.6558,3.93406666667,3.12193333333,2.79253333333,2.28126666667,4.61053333333,2.38193333333,3.41146666667,4.73826666667
384.86,3.6332,3.92293333333,3.08846666667,2.77813333333,2.2372,4.57853333334,2.34506666667,3.41126666667,4.7222
385.22,3.66713333333,3.94246666667,3.09406666667,2.8132,2.2536,4.612,2.37653333333,3.4488,4.77106666667
385.58,3.67713333333,3.965,3.12053333333,2.83673333333,2.28233333333,4.6266,2.39953333333,3.4812,4.77866666667
385.94,3.69546666667,3.99893333333,3.1548,2.879,2.3182,4.6334,2.42546666667,3.5066,4.77106666667
386.30,3.6876,4.00026666667,3.157,2.87593333333,2.31993333333,4.62026666667,2.42086666667,3.50773333333,4.77926666667
386.66,3.62886666667,3.9892,3.1482,2.88846666667,2.31006666667,4.60406666667,2.40406666667,3.4888,4.7648
387.03,3.65706666667,4.0084,3.18006666667,2.9414,2.34666666666,4.63113333333,2.4522,3.51706666667,4.77746666667
387.39,3.66606666667,4.0162,3.17653333333,2.955,2.35813333333,4.63953333333,2.4704,3.53486666667,4.7748
387.75,3.6828,4.04166666667,3.1932,2.9796,2.36993333333,4.6624,2.48806666667,3.5616,4.7752
388.11,3.653,4.0228,3.18826666667,2.99,2.36093333333,4.631,2.46346666667,3.5494,4.74386666667
388.47,3.6578,4.01213333333,3.18106666667,3.0088,2.3576,4.6152,2.45566666667,3.5782,4.73853333333
388.83,3.71093333333,4.05926666667,3.2222,3.05533333333,2.40286666667,4.67393333333,2.50286666667,3.61426666667,4.7728
389.19,3.7306,4.10273333333,3.26026666666,3.0762,2.4234,4.68513333333,2.5182,3.63613333333,4.79433333333
389.55,3.74033333333,4.1214,3.27546666667,3.06753333333,2.43433333333,4.71446666667,2.53686666667,3.66806666667,4.81153333333
389.91,3.747,4.10853333333,3.2694,3.0508,2.42913333333,4.71273333333,2.5326,3.67426666667,4.80706666667
390.27,3.75206666667,4.11873333333,3.28913333333,3.05266666667,2.44706666667,4.72333333333,2.5448,3.6788,4.80353333333
390.63,3.74073333333,4.10293333333,3.26646666667,3.0244,2.42166666667,4.7102,2.51333333333,3.654,4.7824
391.00,3.773,4.14566666667,3.3068,3.05093333333,2.44693333333,4.75066666667,2.529,3.69326666667,4.83073333333
391.36,3.77193333333,4.158,3.32693333333,3.0454,2.45313333333,4.77106666667,2.53033333333,3.70573333333,4.83333333334
391.72,3.7232,4.10566666667,3.28953333333,3.00853333333,2.41473333333,4.7292,2.48486666667,3.6542,4.81253333333
392.08,3.7532,4.137,3.31686666667,3.0352,2.43626666667,4.76353333333,2.5164,3.6804,4.83386666667
392.44,3.7912,4.178,3.353,3.064,2.48753333333,4.8024,2.56133333333,3.69153333333,4.88753333333
392.80,3.7414,4.1298,3.3126,3.00733333333,2.444,4.73253333333,2.50866666667,3.63993333333,4.84946666667
393.16,3.72873333333,4.09306666667,3.29453333334,2.99333333333,2.42113333333,4.71866666667,2.48553333333,3.62346666667,4.83953333333
393.52,3.70193333333,4.07073333333,3.26473333333,2.96,2.39053333333,4.66866666667,2.44346666667,3.57333333333,4.82973333333
393.88,3.70493333333,4.06293333333,3.24033333333,2.94613333333,2.3664,4.65986666666,2.43653333334,3.571,4.82726666667
394.24,3.67906666667,4.03606666667,3.19653333333,2.91033333333,2.325,4.64013333333,2.40806666667,3.55046666667,4.7946
394.60,3.7262,4.0528,3.22426666667,2.9308,2.3432,4.66573333333,2.45193333333,3.5826,4.82373333333
394.96,3.70526666667,4.02466666667,3.18566666667,2.89526666667,2.3172,4.64386666667,2.43386666667,3.5572,4.7902
395.32,3.7348,4.03566666667,3.20126666667,2.91046666667,2.32113333333,4.66,2.43766666667,3.56693333333,4.80746666667
395.68,3.7778,4.07113333333,3.2232,2.9368,2.33333333333,4.6844,2.47186666667,3.59373333333,4.82846666667
396.04,3.7628,4.06093333333,3.203,2.90566666666,2.29833333333,4.65246666667,2.4464,3.56526666667,4.7986
396.40,3.71826666667,4.02453333333,3.16846666667,2.85946666667,2.2462,4.60473333333,2.40886666667,3.5412,4.7426
396.76,3.7538,4.08973333333,3.2248,2.89986666667,2.28573333333,4.67386666667,2.48046666667,3.59306666667,4.76706666667
397.12,3.76786666666,4.12926666667,3.25926666667,2.92013333333,2.3036,4.70413333333,2.51866666667,3.61526666667,4.77033333333
397.48,3.7762,4.1404,3.28506666667,2.9368,2.31426666667,4.7232,2.54646666666,3.63346666667,4.76553333333
397.84,3.75606666667,4.13546666666,3.307,2.92873333333,2.32613333333,4.7252,2.5454,3.63333333333,4.7704
398.20,3.7296,4.12,3.29293333333,2.90106666667,2.30373333333,4.6918,2.5216,3.61153333333,4.7554
398.56,3.68446666667,4.09913333333,3.26613333333,2.86133333333,2.28566666667,4.64333333333,2.47213333333,3.5834,4.7148
398.92,3.63006666667,4.07426666667,3.22926666667,2.83606666667,2.25726666667,4.59886666667,2.43333333333,3.56173333333,4.681
399.28,3.60386666667,4.08686666667,3.21933333333,2.8322,2.2566,4.57926666667,2.42633333333,3.563,4.67493333333
399.64,3.58326666666,4.09033333334,3.22566666667,2.8102,2.2418,4.56913333333,2.4162,3.5546,4.65486666667
400.00,3.57546666667,4.08313333333,3.232,2.81726666667,2.26026666667,4.58173333333,2.44093333333,3.55546666667,4.6714
400.36,3.5802,4.08066666667,3.23166666667,2.81366666667,2.26473333333,4.57653333333,2.45533333333,3.56126666667,4.67173333333
400.72,3.5676,4.05006666667,3.20646666667,2.79286666667,2.26086666667,4.55286666667,2.43186666667,3.55173333333,4.67933333333
401.08,3.52006666667,3.99733333333,3.14946666667,2.7346,2.21833333333,4.48306666667,2.3808,3.50073333333,4.62413333333
401.44,3.4904,3.96486666667,3.12406666667,2.74073333333,2.1854,4.47273333333,2.3484,3.48713333333,4.6002
401.80,3.47373333333,3.9592,3.1012,2.7432,2.16933333333,4.45993333333,2.32906666667,3.4636,4.57406666667
402.16,3.53253333333,4.02166666667,3.16113333333,2.80946666667,2.22586666667,4.5018,2.3824,3.50933333333,4.62266666667
402.52,3.54486666667,4.02046666667,3.17053333333,2.83426666667,2.22906666667,4.5194,2.39786666667,3.5134,4.62566666667
402.88,3.55493333333,4.014,3.1796,2.83326666667,2.22293333333,4.53633333333,2.39006666667,3.49486666667,4.62646666667
403.24,3.5374,3.98393333334,3.14886666667,2.79666666667,2.2022,4.49766666666,2.37306666667,3.462,4.60013333333
403.60,3.49573333333,3.93433333333,3.0878,2.75313333333,2.18006666667,4.4396,2.32686666667,3.42753333333,4.57393333333
403.95,3.55133333333,3.98886666667,3.13253333333,2.8058,2.2182,4.49433333333,2.362,3.48546666667,4.63066666667
404.31,3.51546666667,3.96753333333,3.10066666667,2.79333333333,2.1836,4.46266666667,2.3232,3.43373333333,4.5898
404.67,3.50253333333,3.96166666667,3.084,2.79266666667,2.16573333333,4.437,2.30633333333,3.39253333333,4.54886666667
405.03,3.51506666667,3.97653333333,3.08726666667,2.81166666667,2.17286666667,4.43926666667,2.3086,3.38473333333,4.5634
405.39,3.5564,4.01246666667,3.10653333333,2.81973333333,2.20746666667,4.46413333333,2.33113333333,3.4046,4.59526666667
405.75,3.5686,4.00586666667,3.10766666667,2.813,2.20493333333,4.43526666667,2.32813333333,3.39226666667,4.5966
406.11,3.54433333333,3.96593333333,3.07093333333,2.79533333333,2.18706666667,4.41846666667,2.30973333333,3.37886666667,4.58506666667
406.47,3.55873333333,3.98833333333,3.0818,2.82266666667,2.19813333333,4.42133333333,2.32973333333,3.38946666667,4.6316
406.83,3.55293333333,3.9836,3.07293333334,2.81373333333,2.20186666667,4.39986666667,2.329,3.3834,4.6246
407.19,3.55013333333,3.981,3.06266666667,2.80693333333,2.1896,4.404,2.31733333333,3.37813333333,4.59866666667
407.55,3.5836,4.01213333333,3.09533333333,2.84526666667,2.20426666667,4.43293333333,2.35413333333,3.4072,4.6242
407.90,3.56313333333,4.00126666667,3.06806666667,2.82213333333,2.18466666667,4.3934,2.34273333333,3.37273333333,4.60986666667
408.26,3.6136,4.0358,3.10286666667,2.84613333333,2.22906666667,4.44553333333,2.38453333333,3.41566666667,4.64753333333
408.62,3.61453333333,4.02806666667,3.08653333333,2.82633333333,2.22533333333,4.4284,2.36946666667,3.41733333333,4.64326666667
408.98,3.63273333333,4.0526,3.1008,2.83986666667,2.25093333333,4.44633333333,2.37513333333,3.45406666667,4.65626666667
409.34,3.60233333333,4.0194,3.0708,2.81833333333,2.224,4.411,2.359,3.42853333333,4.63086666667
409.70,3.58606666667,4.01953333333,3.05113333333,2.80573333333,2.2132,4.4224,2.3382,3.4284,4.63153333333
410.06,3.60233333333,4.054,3.08193333334,2.80986666667,2.22633333333,4.4664,2.34206666667,3.43726666667,4.6478
410.42,3.57753333334,4.02533333333,3.05473333333,2.77753333333,2.21173333333,4.45646666667,2.30573333333,3.41106666667,4.59146666667
410.77,3.59286666667,4.06146666667,3.08193333333,2.80693333334,2.23073333333,4.48553333333,2.3278,3.44126666667,4.59826666667
411.13,3.6276,4.09546666667,3.12893333333,2.84253333333,2.28553333333,4.51573333333,2.36893333333,3.47626666667,4.64006666667
411.49,3.63586666667,4.11193333333,3.13626666667,2.8506,2.2992,4.53513333333,2.36733333333,3.46713333333,4.6374
411.85,3.56653333333,4.03213333334,3.0674,2.77846666667,2.2286,4.46746666667,2.28333333334,3.38306666667,4.55053333333
412.21,3.5336,3.99946666667,3.05053333333,2.76346666667,2.197,4.42826666667,2.24346666667,3.3564,4.5212
412.57,3.5608,4.03006666667,3.10593333333,2.80826666667,2.23126666667,4.4824,2.29,3.38873333333,4.5546
412.92,3.53133333333,3.99106666667,3.07026666667,2.7662,2.1916,4.46493333333,2.266,3.35066666667,4.50453333333
413.28,3.54526666667,4.0156,3.086,2.78293333334,2.21266666667,4.47113333333,2.2708,3.35593333333,4.52053333333
413.64,3.5702,4.0264,3.1102,2.79166666667,2.22113333333,4.48706666667,2.29833333333,3.35886666667,4.53646666667
414.00,3.57826666667,4.0218,3.1158,2.8134,2.2174,4.47013333333,2.30486666667,3.3528,4.54493333333
414.36,3.5752,4.01486666667,3.10413333333,2.8058,2.2028,4.44546666667,2.29833333333,3.34093333333,4.535
414.72,3.58986666667,3.99893333333,3.0912,2.8068,2.18993333333,4.44993333333,2.28466666667,3.32553333333,4.53653333334
415.07,3.59713333333,4.00066666667,3.0876,2.82873333334,2.18193333333,4.45133333333,2.28026666667,3.3178,4.55673333333
415.43,3.56933333333,3.97826666667,3.06333333333,2.80773333333,2.16153333333,4.42146666667,2.2644,3.29293333333,4.53913333333
415.79,3.59473333333,4.01086666667,3.10306666667,2.84906666667,2.19726666667,4.45426666667,2.29426666666,3.33,4.57973333333
416.15,3.5878,4.003,3.0744,2.8276,2.17846666667,4.45346666667,2.27913333333,3.3114,4.58673333333
416.51,3.52653333333,3.9446,3.00913333333,2.76613333333,2.11906666667,4.39426666667,2.19953333333,3.2592,4.54013333333
416.86,3.52313333333,3.94093333333,3.01953333333,2.76793333333,2.123,4.39333333333,2.19306666667,3.24773333333,4.55793333333
417.22,3.4838,3.90106666667,2.97946666667,2.72033333333,2.08853333333,4.35846666667,2.155,3.2146,4.5054
417.58,3.47513333333,3.90486666667,2.97653333333,2.734,2.1016,4.35766666667,2.16186666667,3.21313333333,4.50966666667
417.94,3.46753333333,3.90993333333,2.975,2.72793333333,2.11573333333,4.35266666667,2.16266666667,3.2126,4.49386666667
418.29,3.47546666667,3.92933333333,2.9992,2.73973333333,2.1244,4.379,2.1796,3.23113333333,4.50946666667
418.65,3.4658,3.9286,2.99593333333,2.72846666667,2.1224,4.37426666667,2.178,3.2248,4.50713333333
419.01,3.4454,3.92486666667,2.97466666667,2.7062,2.10673333333,4.36333333333,2.16766666666,3.21746666667,4.4922
419.37,3.44593333333,3.916,2.9724,2.70813333333,2.10886666667,4.3622,2.1672,3.2166,4.5
419.73,3.45433333333,3.9358,2.9866,2.7214,2.12886666667,4.38126666667,2.18646666666,3.2314,4.51986666667
420.08,3.4728,3.9592,3.0106,2.74653333333,2.14953333333,4.38893333333,2.2116,3.248,4.54366666667
420.44,3.4924,3.9786,3.02646666667,2.76826666667,2.17446666667,4.40353333333,2.24206666667,3.26833333333,4.56686666667
420.80,3.51366666667,4.0034,3.04033333333,2.79006666667,2.1984,4.41833333333,2.26753333333,3.2904,4.57946666667
421.16,3.54913333333,4.04253333333,3.07153333333,2.825,2.23133333333,4.4516,2.30333333333,3.3188,4.6184
421.51,3.53386666667,4.02673333333,3.05873333333,2.80786666667,2.21413333333,4.43373333333,2.28593333333,3.29753333333,4.60553333333
421.87,3.52253333333,4.01566666667,3.0384,2.7952,2.20206666667,4.41733333333,2.27773333333,3.28613333333,4.5998
422.23,3.52246666667,4.01393333333,3.0294,2.78946666667,2.20406666667,4.40873333334,2.27466666667,3.28373333333,4.6034
422.58,3.51926666666,4.01093333333,3.02193333333,2.78013333333,2.2056,4.39666666667,2.27026666667,3.2806,4.60746666666
422.94,3.516,3.999,3.01506666667,2.7768,2.2014,4.39073333333,2.26133333333,3.26746666667,4.60026666667
423.30,3.51426666667,4.00253333333,3.01586666667,2.77246666667,2.1974,4.38693333333,2.25413333333,3.26566666667,4.59206666667
423.66,3.508,3.9812,2.99566666667,2.75426666667,2.18193333333,4.3732,2.23786666667,3.243,4.57093333333
424.01,3.505,3.9784,2.98953333333,2.7512,2.18373333333,4.3798,2.23426666667,3.24433333333,4.563
424.37,3.52233333333,3.9934,3.0006,2.7612,2.20053333333,4.3956,2.24466666667,3.25606666667,4.57306666667
424.73,3.52093333333,3.99833333333,3.0054,2.768,2.20873333333,4.39593333333,2.24926666667,3.25626666667,4.5826
425.08,3.53013333333,3.9954,3.01073333333,2.77633333333,2.2076,4.40173333333,2.24973333333,3.26,4.5846
425.44,3.5682,4.03286666667,3.03233333333,2.80826666667,2.23906666667,4.43006666667,2.2766,3.29273333333,4.61906666667
425.80,3.58333333333,4.0438,3.04833333333,2.825,2.24566666667,4.44446666667,2.28446666666,3.30553333333,4.63113333333
426.16,3.57426666667,4.03653333333,3.03613333333,2.82293333333,2.23793333334,4.43773333333,2.277,3.2914,4.6216
426.51,3.60353333333,4.06626666667,3.06113333334,2.85506666667,2.26046666667,4.46253333333,2.3092,3.3122,4.63746666667
426.87,3.6222,4.0898,3.08313333333,2.87193333333,2.2778,4.48966666667,2.32346666666,3.32973333333,4.66046666667
427.23,3.62786666667,4.09566666667,3.0882,2.88406666667,2.28846666667,4.50453333333,2.33393333333,3.333,4.66513333333
427.58,3.65566666666,4.13006666667,3.11446666667,2.90993333333,2.31073333333,4.52313333333,2.35753333333,3.36553333333,4.6866
427.94,3.669,4.1538,3.1284,2.92273333333,2.32186666667,4.53366666666,2.3732,3.3686,4.70646666667
428.30,3.6724,4.1708,3.14,2.92946666667,2.30946666667,4.53773333333,2.36893333333,3.3642,4.70546666667
428.65,3.6776,4.1662,3.14366666667,2.92673333333,2.3024,4.5408,2.36506666667,3.36493333333,4.70746666667
429.01,3.67893333333,4.1878,3.14853333333,2.9308,2.3164,4.54846666667,2.37433333334,3.3656,4.72533333333
429.37,3.66853333333,4.1766,3.14746666667,2.91873333333,2.3134,4.5498,2.37286666666,3.361,4.70766666667
429.72,3.64786666667,4.16233333333,3.1192,2.8832,2.2864,4.5218,2.34513333333,3.32926666667,4.67433333333
430.08,3.68006666667,4.1874,3.14346666667,2.90753333333,2.30713333333,4.552,2.36973333334,3.35106666667,4.70453333333
430.44,3.66793333333,4.17566666667,3.13586666667,2.90073333334,2.29346666667,4.5408,2.35293333333,3.34626666667,4.7004
430.79,3.6662,4.15906666667,3.12293333333,2.89586666666,2.28686666667,4.5246,2.3416,3.32933333333,4.6956
431.15,3.6812,4.17373333333,3.12306666667,2.89873333333,2.29486666667,4.53213333333,2.3432,3.33166666667,4.70913333333
431.50,3.66113333333,4.16393333333,3.10833333333,2.88793333333,2.2772,4.52113333333,2.3362,3.31493333333,4.71333333333
431.86,3.6516,4.14306666667,3.09266666667,2.87266666667,2.26233333333,4.50493333333,2.32026666667,3.30753333333,4.70513333333
432.22,3.6316,4.11493333333,3.06693333333,2.84626666667,2.24973333333,4.48806666667,2.30853333333,3.2864,4.6962
432.57,3.62006666667,4.1058,3.0484,2.83266666667,2.235,4.4816,2.29553333333,3.2708,4.70146666667
432.93,3.60513333333,4.08033333333,3.03086666667,2.81333333333,2.22206666667,4.4562,2.27806666667,3.25406666667,4.68126666667
433.29,3.601,4.07066666667,3.02026666667,2.8016,2.2112,4.44693333333,2.2664,3.2486,4.682
433.64,3.61533333333,4.07973333334,3.043,2.8254,2.2334,4.47453333333,2.28606666667,3.27493333333,4.70933333333
434.00,3.6076,4.0786,3.04473333333,2.8164,2.23946666667,4.4784,2.27993333334,3.26806666667,4.70793333333
434.35,3.5768,4.049,3.02033333333,2.7922,2.21506666667,4.4552,2.25106666667,3.23726666667,4.6894
434.71,3.5742,4.0502,3.025,2.79066666667,2.21053333333,4.44866666667,2.25306666667,3.23893333333,4.68926666667
435.07,3.5652,4.02866666667,3.02453333333,2.78966666667,2.20453333333,4.43846666667,2.25053333333,3.232,4.70106666666
435.42,3.56646666666,4.0226,3.01513333333,2.78953333333,2.20893333333,4.4404,2.23926666667,3.22866666667,4.6884
435.78,3.55966666667,4.01973333333,3.014,2.78746666667,2.21393333333,4.4356,2.244,3.2244,4.68273333333
436.13,3.56746666667,4.02526666667,3.025,2.80293333333,2.22993333333,4.44773333333,2.25146666667,3.2338,4.69706666667
436.49,3.55286666667,4.01546666667,3.01273333333,2.7982,2.21946666667,4.4296,2.2398,3.21686666667,4.6754
436.84,3.5476,4.0116,2.99953333333,2.79906666667,2.20113333333,4.42313333333,2.22606666667,3.2016,4.65926666667
437.20,3.55786666667,4.03253333333,3.00806666667,2.81786666667,2.21533333333,4.44026666666,2.2364,3.2062,4.675
437.56,3.56546666666,4.04186666667,3.0018,2.817,2.2162,4.44506666666,2.24253333333,3.19933333333,4.68913333333
437.91,3.58273333333,4.06366666667,3.00546666667,2.83486666667,2.2274,4.44393333333,2.25906666667,3.20706666667,4.69826666667
438.27,3.63813333333,4.11153333333,3.041,2.86233333333,2.2708,4.48953333333,2.29473333334,3.24013333333,4.74766666667
438.62,3.62253333333,4.09686666667,3.01946666667,2.84546666667,2.25933333333,4.48306666667,2.28333333333,3.21813333333,4.72626666667
