wavelength,Back_ThrEpim,Belly_ThrEpim,Breast_ThrEpim,Crissum_ThrEpim,Crown_ThrEpim,DorTail_ThrEpim,Patch10_ThrEpim,Patch11_ThrEpim,Rump_ThrEpim,Throat_ThrEpim,WingTip_ThrEpim
315.17,12.9381333333,23.3737333333,22.4304,18.4213333333,21.2774,9.95533333334,14.0648666667,47.717,23.6183,23.3802,7.72133333333
315.54,12.4844666667,23.0924666667,22.1972,18.0459333333,20.924,9.63079999999,13.7710666667,47.6656666667,23.2061666667,23.1698,7.32753333333
315.91,12.3048666667,23.2679333333,22.3092666667,18.2106666667,20.9723333333,9.5184,13.8035333333,48.0553333333,23.2129666667,23.3603333333,7.12586666667
316.28,12.4640666667,23.5579333333,22.4901333333,18.3383333333,21.1490666667,9.63759999999,14.1348,48.4636666667,23.4869333333,23.7048,7.107
316.64,12.6406666667,23.7874666667,22.7611333333,18.3718,21.2738666667,9.664,14.3894,48.8942666667,23.5581333333,23.7716666667,7.03213333333
317.01,13.2831333333,24.4594666667,23.4633333333,19.0628,21.9243333333,10.0958,14.9202,49.8244,24.1051666667,24.3343333333,7.55366666667
317.38,13.9409333333,25.1565333333,24.0758,19.7258666667,22.6730666667,10.5962,15.5997333333,50.5048,24.7566666667,25.0056666667,8.03526666667
317.75,14.5025333333,25.8276,24.7454666667,20.5708666667,23.3952666667,11.0592666667,16.2772,51.6184666667,25.5879666667,25.7864,8.72313333333
318.12,14.4957333333,25.9478666667,24.8503333334,20.8294666667,23.4916666667,10.9786666667,16.4021333333,52.1108666667,25.7551,25.8070666667,8.75793333334
318.49,14.6462,26.0745333333,25.1360666667,21.1245333333,23.6166666667,11.1141333333,16.4728666667,52.2180666667,25.8164666666,25.8518666667,8.98453333333
318.85,15.0465333333,26.7630666667,25.7572666667,21.7201333333,24.3816666667,11.6132,17.0743333333,53.0094,26.3875,26.3796,9.48220000001
319.22,15.0648666667,27.0469333333,25.7997333333,21.8194666666,24.541,11.5554666667,17.2462,53.4097333333,26.6086666667,26.6714666667,9.40666666667
319.59,15.314,27.4798666667,26.1611333333,22.1974,24.8608,11.7278666667,17.5440666667,53.7456,27.0535333333,26.8787333333,9.647
319.96,15.3568666667,27.7018666667,26.2135333333,22.2090666667,24.9084,11.6760666667,17.6667333333,53.9554666667,27.2394666667,26.8779333333,9.61966666667
320.32,15.5986,28.0393333333,26.5261333333,22.4104,25.1300666667,11.8786666667,17.9713333333,54.3174,27.6153666667,27.0039333333,9.91326666667
320.69,15.4346666667,28.2237333333,26.7185333333,22.556,25.1919333333,11.7714,17.8916,54.7796,27.8646666667,27.1802666667,9.90333333333
321.06,14.8356666667,27.943,26.3418,22.2276,24.8605333333,11.3576,17.6074,54.5084,27.5744666667,26.7207333333,9.37466666667
321.43,14.5782,27.9138666666,26.3396666667,22.1015333333,24.7065333333,11.0978,17.4467333333,54.6182,27.5609,26.5654666667,9.0128
321.80,14.4522,27.9046666667,26.3092666667,21.9645333333,24.5899333333,10.9087333333,17.2739333333,54.5245333333,27.4901333333,26.5453333333,8.72679999999
322.16,14.8156,28.3564,26.7821333334,22.2222666667,24.9861333333,11.2518666667,17.7016,54.8706666667,28.0982666667,27.0655333333,8.87506666665
322.53,14.8732,28.5286,27.078,22.248,25.225,11.1515333333,17.8912,55.0878666667,28.4498,27.1555333333,8.82120000001
322.90,14.7244666667,28.3802666667,26.9914666667,22.0631333333,24.9484666667,10.8489333333,17.7307333333,54.9621333334,28.4285,27.0676,8.55506666668
323.27,14.866,28.3692,27.0780666667,22.1075333333,25.0142,10.8295333333,17.7008,54.9772,28.4442333333,26.965,8.46726666667
323.63,14.8246666667,28.2898,27.0301333333,21.81,24.9416666667,10.6012666667,17.7012,55.0393333333,28.3270666667,26.8854666667,8.1602
324.00,15.0942,28.5336,27.4451333333,22.1209333333,25.4468,10.8585333334,18.0934,55.8289333333,28.7503,27.1764666667,8.2672
324.37,15.0650666667,28.6727333333,27.5305333333,22.2824666667,25.5366666667,10.9432,18.242,55.9614,28.9094666667,27.2907333333,8.24193333334
324.74,15.0429333333,28.6746666667,27.5204666667,22.2867333333,25.5302,10.8588,18.3041333333,55.966,28.8151333333,27.3049333333,8.06593333334
325.10,15.2658666667,28.8818666667,27.8243333333,22.4343333333,25.7262666667,11.1180666667,18.6866,56.1368666667,29.1473,27.7222666667,8.21846666666
325.47,15.4270666667,28.9558666666,27.9409333333,22.6370666667,25.8848666667,11.3373333333,18.8741333333,56.4571333333,29.329,27.8920666667,8.3094
325.84,15.1672,28.868,27.8799333333,22.4154666667,25.7783333333,11.1062,18.8384666666,56.3343333333,29.3065666667,27.7009333333,8.0278
326.21,15.2038,29.0657333333,28.0520666667,22.6359333333,25.9484,11.1622,19.0357333333,56.6127333333,29.474,27.7896666667,8.07946666667
326.57,15.4298666667,29.3752,28.3803333333,23.0010666666,26.2658,11.4463333333,19.2976666667,56.9718,29.7977666667,28.0444,8.19239999999
326.94,15.0908666667,29.2468666667,28.3067333333,22.902,26.1386666667,11.2015333333,19.1809333333,57.0236666667,29.6374666667,27.7986666667,7.86180000001
327.31,15.0363333333,29.4991333333,28.5501333333,23.0218666667,26.3169333333,11.2113333333,19.4353333333,57.5136666667,29.8807666667,28.0272666667,7.84340000001
327.67,15.1748666667,29.7759333333,28.8324,23.3824,26.5737333333,11.4590666667,19.6939333333,57.734,30.2621666667,28.2586666667,8.11653333333
328.04,14.9836,29.7958666667,28.7815333333,23.3005333333,26.3278666667,11.2568,19.5848666667,57.3006666667,30.2031666667,28.215,7.91260000001
328.41,14.9706,29.8825333333,28.928,23.3664666667,26.4116,11.1214,19.5374,57.3788666667,30.2045666667,28.3002,7.91126666666
328.78,15.1615333334,29.9953333333,29.1599333333,23.6047333333,26.5572666667,11.3920666667,19.8388,57.6068666667,30.5696333333,28.5616666666,8.10980000001
329.14,14.9952,30.0,29.2320666667,23.5473333333,26.4564,11.1323333333,19.6806666667,57.6112666667,30.5051,28.3736666667,7.88359999999
329.51,14.9541333333,30.1336,29.4228,23.5674666667,26.5871333333,10.9411333333,19.7365333333,57.5775333333,30.5677,28.3991333333,7.80579999999
329.88,15.305,30.6042666667,29.9407333333,23.9911333333,26.921,11.2698,20.0842666667,58.057,30.9102666667,28.8239333333,8.08573333334
330.24,15.2958666667,30.519,29.8942666667,23.8774666667,26.8472,11.1804,19.9711333334,57.9104666667,30.7334666667,28.7198,7.9258
330.61,15.1256,30.4848666667,29.7507333333,23.6151333334,26.6572,11.0197333333,19.956,57.7037333333,30.5586333333,28.6314666667,7.68826666667
330.98,15.5467333333,30.9639333333,30.1112666667,23.8995333333,27.0036666667,11.3294,20.2854666667,57.9712666667,30.9231,29.0132666667,7.95313333333
331.34,15.6186,30.9954,30.2869333333,23.9426666667,27.094,11.4866,20.3804666667,57.7520666667,30.9926333333,29.0271333333,7.94713333334
331.71,15.6365333333,31.1414666667,30.4998,23.9982666667,27.2583333333,11.5196,20.5062,57.8249333333,31.0922,29.1107333333,7.92220000001
332.08,15.7485333333,31.2937333333,30.6819333333,24.1050666667,27.5034,11.5884666667,20.6830666667,58.0079333333,31.2295333333,29.1549333333,8.00153333333
332.44,15.9442666667,31.6467333333,30.9860666667,24.2976,27.6815333333,11.7245333333,21.0021333333,58.2393333333,31.5575333333,29.2868,8.02633333334
332.81,16.1712,31.9809333333,31.2576666667,24.467,27.872,11.8940666667,21.2124,58.2683333333,31.8302333333,29.4034,8.145
333.18,16.4351333333,32.304,31.488,24.7968666667,28.201,12.1309333333,21.4696666667,58.5829333333,32.1792333333,29.6707333333,8.25513333334
333.54,16.3866666667,32.3908,31.5982666667,24.7556666667,28.1538,12.1652,21.6094,58.6802,32.278,29.7785333333,8.1692
333.91,16.2832,32.4071333333,31.5251333333,24.7652666667,28.2053333333,12.1170666667,21.6845333333,58.7074666667,32.3120333333,29.7897333333,8.12046666667
334.28,16.4421333333,32.6813333333,31.7979333333,24.9451333333,28.478,12.3686,22.0109333333,58.8673333333,32.6631,30.1214,8.29340000001
334.64,16.4565333333,32.8078,31.9179333333,25.0772666667,28.5565333333,12.4286,22.1165333333,58.9769333334,32.8259333333,30.1838,8.35973333333
335.01,16.438,32.7964666667,31.9071333333,25.0013333333,28.5244666667,12.4342,22.0778,58.8261333333,32.8191666667,30.1187333333,8.26253333333
335.38,16.6361333333,33.1324666667,32.1558,25.2626,28.7614,12.5062,22.2361333333,59.2208,33.0706666667,30.2923333333,8.31960000001
335.74,16.5884666667,33.1292666667,32.1541333334,25.1864,28.7954666667,12.3009333333,22.2227333333,59.2271333333,33.0217,30.2518666667,8.0704
336.11,16.6185333333,33.2355333333,32.2997333333,25.2323333333,28.8032,12.2335333333,22.3038666667,59.2583333333,33.0682,30.3384666667,7.91013333333
336.47,16.6964,33.2661333333,32.5085333333,25.3318,29.0046666667,12.3192666667,22.3756,59.3410666667,33.1885,30.4977333333,7.83413333333
336.84,16.5820666667,33.2944666667,32.5692,25.2690666667,29.0581333333,12.1453333333,22.2982666667,59.3416666667,33.1966,30.4418,7.67306666667
337.21,16.7412,33.5192,32.7571333333,25.4237333333,29.2248,12.2408,22.4566666667,59.3854666667,33.3725333334,30.5508,7.83893333333
337.57,16.8068666667,33.5802,32.7785333333,25.5236,29.3126666667,12.2358666667,22.3517333333,59.2134666667,33.4377666667,30.5166666667,7.828
337.94,17.0407333334,33.7952,33.0428,25.5978666667,29.5080666667,12.3266666667,22.4841333333,59.1448,33.5764,30.6311333333,7.9354
338.31,17.0323333333,33.9874666667,33.2380666667,25.7308666667,29.5706666667,12.2068,22.5226,59.2262666667,33.6860333333,30.6033333333,7.896
338.67,17.2697333333,34.2096666667,33.4387333333,25.9482666667,29.8622666667,12.3108,22.5992,59.2922666667,33.9169,30.8834,7.96026666667
339.04,17.5816666667,34.6335333333,33.8902,26.4114666667,30.2574,12.5768,23.0593333333,59.6937333333,34.4831333333,31.4163333333,8.22493333333
339.40,17.4085333333,34.5514666667,33.8448666667,26.2937333333,30.1632666667,12.37,22.9762666666,59.5303333333,34.4845666667,31.4052666667,8.08033333333
339.77,17.6146666667,34.8436,34.1254666667,26.578,30.2904666667,12.5796666667,23.133,59.7147333333,34.7883,31.5909333333,8.23913333334
340.14,17.707,35.0087333334,34.3094,26.6814,30.3994666667,12.6909333333,23.2820666667,59.7922666667,34.9824666667,31.7061333333,8.37266666667
340.50,17.6508666667,34.9986,34.2005333333,26.6263333333,30.2742,12.6493333333,23.293,59.4329333334,34.9595666667,31.6262666667,8.41553333333
340.87,17.7219333333,35.0876666667,34.2804666667,26.7368,30.3198,12.7108666667,23.4184666667,59.3976,35.024,31.6749333333,8.40813333333
341.23,17.5122,35.0727333333,34.2605333333,26.5346666667,30.2434666667,12.5338,23.3738666667,59.3256,34.9804333333,31.5996,8.1548
341.60,17.5067333333,35.2968,34.3917333333,26.5115333333,30.365,12.5284666667,23.4559333333,59.3867333333,35.1049333333,31.7674,8.08600000001
341.96,17.4258,35.291,34.423,26.5955333333,30.3614,12.4862666667,23.3904666667,59.46,35.2693666667,31.7580666667,7.98533333333
342.33,17.4977333333,35.3832,34.5886,26.6887333333,30.4324666667,12.5126,23.4260666667,59.3786,35.3893333333,31.9406666667,7.91913333333
342.70,17.501,35.5293333333,34.7492666667,26.6815333333,30.5122,12.4394,23.5357333333,59.4918666667,35.5265666667,32.0899333333,7.82713333333
343.06,17.3328,35.4320666667,34.6563333333,26.5449333333,30.3719333333,12.2071333333,23.2730666667,59.2147333333,35.226,31.8620666667,7.55486666667
343.43,17.6232666667,35.7087333333,34.9147333333,26.8312,30.6630666667,12.4064,23.5737333333,59.2546666667,35.4164666667,32.0522666667,7.73326666667
343.79,17.6258666667,35.7386666667,34.9874666667,26.8479333333,30.8011333334,12.4032666667,23.5788,59.1333333333,35.4716333333,32.1740666667,7.7456
344.16,17.6556,35.7774,35.0339333333,26.9630666667,30.9428666667,12.4454666667,23.5146666667,59.0150666667,35.4785,32.2218666667,7.7526
344.52,17.6623333333,35.9472,35.1923333333,27.069,31.1014666667,12.3159333333,23.5218,59.3061333333,35.653,32.3541333333,7.54133333333
344.89,17.6853333333,36.1212,35.3176666667,27.1211333333,31.2591333333,12.221,23.5484,59.4129333333,35.8250666667,32.5246666666,7.4018
345.25,17.8198666667,36.1226,35.438,27.1968666667,31.3426,12.2716666666,23.5689333333,59.3054666667,35.8694333333,32.57,7.45513333334
345.62,17.9566666667,36.2225333333,35.6511333333,27.4875333333,31.5368666667,12.3677333333,23.7374,59.4622,36.0359,32.7096666667,7.49266666667
345.99,18.0274,36.3930666667,35.817,27.6217333333,31.6988666667,12.3596,23.854,59.5076666667,36.1904,32.8532666667,7.39226666667
346.35,18.0568666667,36.4437333333,35.785,27.5964,31.8275333333,12.2949333333,23.9049333333,59.5638666667,36.2536666667,32.8434666667,7.29273333333
346.72,18.1202,36.4026666667,35.7622666667,27.686,31.8598666667,12.2851333333,23.8611333333,59.5559333333,36.2787333333,32.773,7.3396
347.08,18.1718,36.5056,35.7959333334,27.7123333333,31.9968,12.3416666667,23.8216666667,59.5838666667,36.3475,32.8417333333,7.37273333333
347.45,18.1369333333,36.3854666667,35.8254666667,27.6572,31.995,12.3792,23.6911333334,59.4201333333,36.3584666667,32.8613333333,7.2844
347.81,18.2055333333,36.4828666667,35.8162666667,27.7085333333,31.9908666667,12.3622,23.6788666667,59.4557333333,36.4370333333,32.9026,7.17433333333
348.18,18.2335333333,36.6382,35.8892,27.7449333333,32.0572666667,12.3524666667,23.761,59.5920666667,36.5962,33.0102,7.1432
348.54,18.4452666667,36.8498666667,36.1421333333,27.9534666667,32.3208,12.5357333333,23.8780666667,59.6929333333,36.7430666667,33.1992,7.30746666667
348.91,18.6194666667,37.02,36.414,28.1931333333,32.5573333333,12.7763333334,23.9720666667,59.8402666667,36.9553666667,33.3936666667,7.5066
349.27,18.8222,37.2725333333,36.5477333333,28.4666666667,32.7574666667,12.9628666667,24.1244666667,59.8196,37.1484666667,33.5497333333,7.68446666667
349.64,19.0751333333,37.5697333333,36.7728,28.6761333333,32.997,13.1830666667,24.2871333333,59.8536,37.3655,33.7591333333,7.93133333333
350.00,19.1964,37.7901333333,36.9038666667,28.789,33.1472,13.2853333333,24.4506,59.9311333333,37.4622333333,33.8533333333,8.06913333333
350.37,19.2754,37.9923333333,37.1378666667,28.9678666667,33.2475333333,13.4179333333,24.4900666667,59.9607333333,37.5861,34.0140666667,8.16866666667
350.73,19.3619333333,38.1938,37.3584,29.1231333333,33.3868666667,13.493,24.5634,60.0046666667,37.7064666667,34.1382,8.14153333334
351.10,19.4408,38.3019333333,37.5078666667,29.3416666667,33.5246,13.5063333333,24.741,60.0727333333,37.9381666667,34.2180666666,8.15186666667
351.46,19.548,38.5699333333,37.5500666667,29.5277333333,33.6736666667,13.5996,24.8184666667,60.1284666667,38.0349333333,34.3005333333,8.24766666667
351.83,19.8181333333,38.8916,37.9164666667,29.8585333333,33.9993333333,13.7768666667,25.1148,60.246,38.3065333333,34.5879333333,8.529
352.19,19.9223333333,38.9328,38.0456666667,29.9317333333,34.0711333334,13.8252,25.1041333333,60.1542,38.2787,34.6770666667,8.6082
352.55,19.8508666667,38.8114,37.9281333333,29.8490666667,34.0373333333,13.6690666667,24.9723333333,59.9802666667,38.2305666667,34.5394,8.46466666667
352.92,19.9766666667,38.9358,38.0084666667,29.9774,34.1448,13.63,25.0518,60.0359333333,38.3174,34.6769333333,8.51553333334
353.28,20.0458666667,39.0009333333,38.2026,30.0458,34.3495333333,13.5626,24.9735333334,60.2718,38.4330333333,34.7486666667,8.45146666667
353.65,20.0044666667,38.9480666667,38.1998,30.0482666667,34.3444666667,13.4523333333,24.9004666667,60.2324,38.3778666667,34.7334,8.39200000001
354.01,20.1805333333,38.9901333334,38.3102,30.2302,34.4591333333,13.5407333333,24.8440666666,60.1862,38.3900333333,34.9260666667,8.46466666667
354.38,20.2323333333,39.0000666667,38.2434,30.1996666667,34.4715333333,13.4769333333,24.7818,60.1808,38.3602666667,34.9198,8.41999999999
354.74,20.2855333333,39.0970666667,38.2522666667,30.276,34.5948,13.5266,24.7976666667,60.1138,38.3698333333,34.9853333333,8.468
355.11,20.4767333333,39.2208666667,38.3850666667,30.3501333333,34.6815333333,13.6272666667,24.7765333334,60.149,38.3620666667,35.2191333333,8.53366666667
355.47,20.5328666667,39.2868666667,38.5582,30.3994666667,34.7532666667,13.5993333333,24.7550666667,60.1946,38.4393666666,35.3326666667,8.47733333334
355.83,20.2862666667,39.0485333333,38.3287333333,30.2206666667,34.5882,13.3876666667,24.4401333333,59.9738,38.1931666667,35.1184666667,8.16953333333
356.20,20.2836666667,39.0233333333,38.2946,30.2728666667,34.6094666667,13.3659333333,24.3436,59.8278666667,38.2125666667,35.1284666667,8.0516
356.56,20.4842666667,39.2578666666,38.5062,30.4673333333,34.8106,13.5493333333,24.4678666667,60.072,38.3933333333,35.3678666667,8.17420000001
356.93,20.4184,39.2255333333,38.4736666667,30.3824666667,34.7628666667,13.4799333333,24.3524,59.9167333333,38.3248333333,35.3114,8.05773333333
357.29,20.3214666667,39.217,38.4273333333,30.3654666667,34.6168666667,13.3740666667,24.3234,59.8465333333,38.2842,35.3712,7.93106666666
357.66,20.2342,39.1604,38.3302666667,30.2882666667,34.4914,13.1807333333,24.1396666667,59.7244666666,38.2108333333,35.2916666667,7.77793333333
358.02,20.0896666667,39.1216,38.2662666667,30.1542,34.3885333333,12.9885333334,23.9621333333,59.5765333333,38.1150666667,35.1742,7.60526666667
358.38,20.1370666667,39.2305333334,38.4318,30.3359333334,34.4876,12.9604666667,23.8930666667,59.6829333333,38.2133666667,35.3137333333,7.57693333333
358.75,20.1548666667,39.2943333333,38.5014,30.4217333333,34.5618666667,12.8492,23.7792666667,59.8271333333,38.2948666667,35.3546666667,7.47946666666
359.11,20.1050666667,39.249,38.5242,30.4647333333,34.6054,12.7118,23.7142,59.8092666667,38.3481333333,35.2674,7.37546666666
359.48,20.2735333333,39.4966,38.6942,30.7519333334,34.8681333333,12.7853333333,23.7746666667,59.9949333333,38.5007333333,35.4898666667,7.47946666667
359.84,20.5848666667,39.8693333333,39.0381333333,31.1592666667,35.1388,13.0275333333,23.9588666667,60.3066,38.8106333333,35.8862666667,7.7132
360.20,20.8164,40.0636666667,39.2488,31.3508,35.3762,13.0590666667,24.0547333333,60.6148,39.0561,36.1404666667,7.8082
360.57,20.7664666667,40.0142666667,39.1394666667,31.3787333333,35.2949333333,12.909,23.8940666667,60.4593333333,38.9801333333,36.1184,7.74946666667
360.93,20.9158666666,40.1514,39.2185333333,31.5524666667,35.4876,12.9900666667,23.9257333333,60.6075333333,39.0805666667,36.3099333333,7.84386666667
361.29,21.0438666667,40.2538666667,39.2334,31.6942666667,35.6310666667,13.0311333333,23.8786666666,60.5907333333,39.0830333333,36.4112666667,7.90093333333
