wavelength,Back_DacBerm,Belly_DacBerm,Breast_DacBerm,Crissum_DacBerm,Crown_DacBerm,DorTail_DacBerm,Rump_DacBerm,Throat_DacBerm,WingTip_DacBerm
238.54,8.17011111113,-16.0676666667,0.544555555553,-5.22877777779,-1.90622222222,4.412,6.0458888889,-0.490222222221,-16.7212222222
238.92,6.3491111111,-17.7777777778,0.423333333334,-7.93644444443,-3.91533333334,0.317444444443,5.55566666666,-1.53444444444,-16.8256666667
239.29,9.92599999998,-14.2223333334,0.938222222223,-3.99988888888,-1.33333333333,1.72844444443,9.72833333333,4.148,-11.8516666667
239.67,11.5111111111,-7.33333333334,4.62222222222,-0.8,1.37777777778,4.08888888888,13.7333333334,6.44444444444,-5.77777777778
240.04,11.3115555555,-6.53833333335,2.40666666667,-4.2918888889,-0.0803333333323,4.01133333335,14.28,3.40944444445,-5.736
240.42,13.6595555556,-1.971,4.96088888889,-2.10688888889,1.35922222222,7.84922222221,17.1593333333,6.62588888889,-2.95622222222
240.79,17.1612222222,2.53066666667,8.92966666668,2.70511111111,4.24666666667,10.2386666667,21.437,9.62755555557,1.51255555556
241.17,20.1021111111,6.07922222221,10.9323333333,5.594,6.84555555555,12.6691111111,26.4113333333,11.3154444444,4.52111111111
241.54,21.7545555556,7.12522222221,12.6252222222,7.6151111111,7.70422222222,14.2504444444,28.7685555556,13.1594444445,6.99166666667
241.92,20.7503333333,6.36399999999,10.4684444445,6.19811111111,5.90811111111,14.3036666667,27.5703333333,12.4377777778,6.61288888889
242.29,21.3512222222,8.05255555555,11.2853333333,7.51066666667,8.01388888889,15.8342222222,28.8812222222,14.2664444444,8.78833333332
242.67,20.9773333333,9.57355555554,11.2575555555,7.57844444444,8.49355555554,16.0533333334,29.3245555555,13.8385555556,9.06088888887
243.05,22.382,11.5192222222,12.7796666667,9.21200000001,10.703,17.9624444444,30.653,14.9982222222,9.62033333333
243.42,21.7413333333,11.0595555556,13.2062222222,9.72011111112,11.2656666667,17.5167777778,29.9674444445,14.4255555556,8.99866666667
243.80,21.712,10.0082222222,12.7245555556,8.72433333334,11.8025555556,16.543,29.3662222222,13.9588888889,9.07011111112
244.17,22.414,11.223,14.1646666667,10.5514444444,12.678,16.9783333333,30.8552222222,15.3158888889,10.5195555556
244.55,22.9922222222,11.2525555556,13.8456666667,11.2053333333,13.327,16.8947777778,31.3845555556,15.1344444444,11.0481111111
244.92,22.6478888889,10.5486666667,13.0718888889,11.3087777778,13.2845555556,17.0086666667,31.0227777778,15.1998888889,10.9744444444
245.30,21.6938888889,9.326,12.068,10.0256666667,12.0965555556,15.7384444444,29.7343333333,14.7814444444,10.0398888889
245.67,20.9305555556,9.06811111113,10.9002222222,9.09455555557,11.8358888889,14.8015555555,28.8651111111,14.0241111111,9.41077777779
246.05,20.8027777778,8.982,10.4015555556,9.09844444443,12.007,14.3455555556,28.9586666667,13.7288888889,9.34244444446
246.42,20.8122222222,8.93777777778,10.3158888889,8.89544444445,11.5032222222,13.9312222222,28.7426666667,13.7616666666,9.24522222223
246.79,20.9071111111,8.95766666667,10.2725555556,9.09077777777,11.5684444444,13.7888888889,28.6354444444,14.5988888889,9.66277777778
247.17,19.945,7.80622222222,9.06444444445,8.08077777778,10.3314444444,12.4492222222,27.7334444444,13.7074444444,8.88699999999
247.54,19.3264444444,7.059,8.06977777778,6.87911111111,9.38911111111,11.9762222222,27.508,13.0727777778,7.87277777779
247.92,19.4342222222,7.21588888889,8.015,7.22433333333,9.32999999999,12.2763333333,27.7237777778,13.0753333333,7.47411111111
248.29,19.5347777778,7.28955555556,7.87288888889,7.16633333333,9.79622222222,12.2861111111,27.8682222222,13.3628888889,7.45388888889
248.67,19.7007777778,8.07266666667,8.63833333333,7.74955555555,10.3595555555,12.5415555556,27.9837777778,13.9635555556,8.17788888888
249.04,19.9292222222,8.33344444444,8.55522222222,7.74166666667,10.1824444445,12.7463333333,28.09,14.1765555555,8.11155555555
249.42,20.2243333333,8.94322222221,9.07077777777,8.4501111111,10.9157777778,13.3046666666,28.7935555555,14.5201111111,8.29733333333
249.79,20.7275555556,9.47422222222,9.50966666668,9.3138888889,11.5024444444,13.7798888889,28.9831111111,15.0787777778,8.67355555556
250.17,21.8285555556,10.4772222222,10.4676666667,10.554,12.2346666667,14.3761111111,29.54,16.1816666667,9.76655555554
250.54,21.7762222222,10.6955555556,10.4724444444,10.8881111111,12.3378888889,14.4872222222,29.4706666667,16.403,9.61077777779
250.92,22.4372222222,11.6162222222,11.2937777778,11.756,12.9808888889,15.2803333334,30.2277777778,16.7956666667,9.81066666668
251.29,23.0594444444,11.858,11.4052222222,12.0276666667,13.3741111111,15.3538888889,30.4141111111,17.142,9.66266666667
251.66,22.7531111111,12.0686666667,11.3878888889,11.8032222222,13.4763333333,14.5493333333,30.2065555555,16.4302222222,9.80733333333
252.04,23.3274444444,12.442,11.8121111111,12.3233333333,13.7135555556,14.3911111111,30.6953333333,17.338,10.1963333333
252.41,23.5257777778,12.1516666667,12.056,12.331,13.5032222222,13.9097777778,30.6184444444,17.1271111111,10.6446666667
252.79,22.5582222222,11.136,11.4471111111,11.5216666666,12.99,12.7781111111,30.4468888889,16.088,9.58077777778
253.16,22.3251111111,10.39,10.8793333333,10.5961111111,13.0681111111,11.832,30.2305555556,15.746,8.70355555555
253.54,21.8878888889,10.1982222222,10.2622222222,10.3394444444,12.5384444444,11.3297777778,29.2052222222,15.7922222222,8.48755555555
253.91,22.6275555556,10.6928888889,10.8365555556,10.6927777778,13.3072222222,12.157,30.3267777778,16.209,9.42477777778
254.28,22.7352222222,10.6251111111,11.0976666667,10.1663333333,13.4063333333,12.4745555556,30.7953333333,15.9983333333,8.9511111111
254.66,23.4772222222,10.5752222222,10.9983333333,9.71522222221,13.5786666667,12.8454444444,31.3027777778,15.8487777778,8.74233333333
255.03,23.3408888889,9.61966666666,10.5294444444,9.30633333334,13.1096666666,11.797,31.2453333333,15.3018888889,8.65033333333
