wavelength,Back_HemFrom,Belly_HemFrom,Breast_HemFrom,Crissum_HemFrom,Crown_HemFrom,DorTail_HemFrom,Patch10_HemFrom,Rump_HemFrom,Throat_HemFrom,WingTip_HemFrom
520.02,10.0146666667,22.5934333333,22.2534,13.9204666667,8.66093333333,10.1641820175,11.9678,8.91846666667,25.4055333333,10.6533333333
520.37,10.0232666667,22.6262333333,22.2954666667,13.9220666667,8.6594,10.152347807,11.9907333333,8.91126666667,25.4446666667,10.6452916667
520.72,10.0171333333,22.6630333333,22.3324,13.9373333333,8.65866666667,10.151177193,12.0190666667,8.90526666667,25.4969333333,10.6387916667
521.06,10.023,22.7348333333,22.4040666667,13.9762666667,8.6784,10.1658565789,12.0644,8.91726666667,25.5841333333,10.6364166667
521.41,10.0171333333,22.8088666667,22.4446,13.9716,8.6924,10.1527903509,12.0934666666,8.9202,25.6571333333,10.6277916667
521.75,10.0212666667,22.8579,22.484,13.9661333333,8.69946666667,10.1467607456,12.1277333334,8.90906666667,25.7141333333,10.6184583333
522.10,10.0449333334,22.9159,22.5448,14.0120666667,8.72573333333,10.1689359649,12.1650666667,8.95386666667,25.7951333333,10.6424166667
522.45,10.0673333333,22.9817,22.6164666667,14.0648,8.76453333333,10.2018153509,12.2213333333,8.9666,25.8923333333,10.687375
522.79,10.0983333333,23.0205666667,22.6824,14.1118666667,8.7972,10.2206256579,12.2836,9.0178,25.9696,10.7204166667
523.14,10.1021333333,23.0721,22.7148,14.1286666667,8.818,10.2283767544,12.3068,9.02493333333,26.038,10.7380833333
523.48,10.1048,23.0857666667,22.7356666666,14.1513333333,8.82413333333,10.2489236842,12.3184,9.03253333333,26.0521333333,10.75425
523.83,10.1656,23.1983333333,22.8314,14.2144,8.88553333334,10.3063535088,12.3864666667,9.09506666667,26.1719333333,10.8007083333
524.17,10.1954666667,23.2521666667,22.8984666667,14.2594666667,8.91753333333,10.3468719298,12.4250666667,9.1272,26.2743333333,10.8389583333
524.52,10.2122,23.2840666667,22.9428,14.2743333333,8.93093333333,10.3593210526,12.4469333333,9.15126666667,26.3432666667,10.8634166667
524.87,10.2324666667,23.3100333333,22.9846666667,14.2782666666,8.9488,10.3886166667,12.4616666667,9.17393333333,26.3709333333,10.8767083333
525.21,10.2594,23.3503666667,23.0200666667,14.3082,8.97513333333,10.4281699561,12.4833333333,9.19913333333,26.417,10.9042916667
525.56,10.2882,23.4028,23.0858,14.3524666667,9.0094,10.4760780702,12.4945333333,9.22806666667,26.4801333333,10.9351666667
525.90,10.2945333333,23.4501,23.1291333333,14.3574666667,9.02153333333,10.4938315789,12.4956666667,9.22673333333,26.5332666667,10.9494583333
526.25,10.3102666667,23.5231,23.1948,14.3778,9.04226666667,10.5132813596,12.5026666667,9.25306666667,26.6082,10.967375
526.59,10.339,23.6144666667,23.2761333333,14.4192666667,9.076,10.5602142544,12.5192,9.27733333333,26.7124,11.0090833333
526.94,10.3640666667,23.6851333333,23.3672,14.4658666667,9.09673333333,10.6001368421,12.5488,9.29793333333,26.7871333333,11.0384166667
527.28,10.3807333333,23.7362666667,23.4204666667,14.4862666667,9.11213333333,10.6168252193,12.5656,9.31026666667,26.8546,11.0507916667
527.63,10.3744,23.7458,23.4365333333,14.4958,9.10273333334,10.6219620614,12.5574666667,9.3066,26.8806666667,11.0602083333
527.97,10.3762666667,23.7838666667,23.4722666666,14.5156666667,9.1064,10.6374660088,12.5650666667,9.317,26.9215333333,11.0692083333
528.32,10.3855333333,23.8258333333,23.5230666667,14.534,9.11166666667,10.657235307,12.5796666667,9.3236,26.97,11.0757916667
528.66,10.3856,23.8377,23.5418666667,14.5506666667,9.112,10.6647375,12.5844666667,9.33266666667,27.006,11.0793333333
529.01,10.3948666667,23.8719,23.5804666667,14.5742666667,9.1162,10.6700741228,12.5970666667,9.3354,27.0536,11.0885
529.35,10.3874666667,23.8776666667,23.5984666667,14.5845333333,9.1088,10.6643631579,12.6031333333,9.32493333333,27.0942666667,11.0859583333
529.70,10.3994,23.9041666667,23.6420666667,14.6116,9.1268,10.6734111842,12.6270666667,9.3418,27.1388,11.1003333333
530.04,10.4033333333,23.9165,23.6662666667,14.6267333333,9.13466666667,10.6933372807,12.6496666667,9.34873333333,27.1606,11.113125
530.39,10.4040666667,23.9092333333,23.673,14.6194666667,9.12806666667,10.6944219298,12.6573333334,9.34853333333,27.1577333333,11.1074166667
530.73,10.406,23.9270666667,23.6893333333,14.6246,9.13046666667,10.69555,12.6658,9.35426666667,27.1993333333,11.0972916667
531.08,10.4084666667,23.9477333333,23.7225333333,14.6364,9.13713333333,10.7021436404,12.6945333333,9.35986666667,27.2492666667,11.1109583333
531.42,10.4162666667,23.9974,23.7709333333,14.6548666667,9.1524,10.7129635965,12.7291333333,9.3718,27.3066,11.1190416667
531.77,10.4359333333,24.0365666667,23.8146,14.6800666667,9.1698,10.7303936404,12.7564666667,9.38946666667,27.3677333333,11.134625
532.11,10.4562666667,24.0808333333,23.8645333333,14.7125333333,9.20486666667,10.7502855263,12.779,9.40553333333,27.4308,11.15575
532.46,10.4787333333,24.1540333333,23.9435333333,14.7476666667,9.23886666667,10.7794269737,12.8244,9.42186666667,27.5118,11.1894166667
532.80,10.4834,24.1738,23.9851333333,14.7486666667,9.2446,10.7890274123,12.8487333333,9.43026666667,27.5424,11.187125
533.15,10.5064,24.2371333333,24.0277333333,14.7836666667,9.27026666667,10.8173655702,12.8926666667,9.46646666667,27.6003333333,11.2097916667
533.49,10.5399333333,24.2923666667,24.0895333333,14.8198,9.3,10.8550469298,12.9405333333,9.49833333333,27.652,11.2438333333
533.84,10.5643333333,24.3360666667,24.1434666667,14.8466666667,9.31473333333,10.8791964912,12.9782666667,9.51573333333,27.7067333333,11.2457916667
534.18,10.5553333333,24.3519666667,24.1643333333,14.8539333333,9.29873333333,10.8651482456,12.9789333333,9.4898,27.7454666667,11.23625
534.52,10.5689333333,24.3844,24.2064666667,14.886,9.31733333333,10.8912118421,13.0118,9.5072,27.8055333333,11.269125
534.87,10.6042,24.4425,24.2695333333,14.9276,9.35326666667,10.9251550439,13.0553333333,9.53586666667,27.8715333333,11.292875
535.21,10.6393333333,24.4995666667,24.3308666667,14.9614666667,9.3786,10.953225,13.0936666667,9.56233333333,27.9424666667,11.3243333333
535.56,10.647,24.5310666667,24.3704666667,14.9845333333,9.40953333333,10.9720208333,13.1212666667,9.57626666667,27.9772666667,11.3462083333
535.90,10.6637333333,24.5777666667,24.4078666666,15.015,9.42686666667,11.0047379386,13.1625333333,9.59839999999,28.0225333333,11.36125
536.25,10.6634,24.5806666667,24.4146,15.0190666667,9.4306,11.0010247807,13.1632,9.59533333333,28.0441333333,11.3464583333
536.59,10.6836,24.6386333333,24.4676666667,15.0702,9.45493333332,11.0305714912,13.1896,9.61840000001,28.1129333333,11.3797083333
536.93,10.6979333333,24.6647,24.5044666667,15.0771333333,9.46973333333,11.0514657895,13.2134666667,9.62513333333,28.1386666667,11.3812916667
537.28,10.6812,24.6733666667,24.4954,15.0717333333,9.45526666666,11.0476638158,13.2262,9.61020000001,28.1722666667,11.3747083333
537.62,10.6918,24.7018666667,24.5206666666,15.0918666667,9.47866666667,11.0646973684,13.2460666667,9.61413333334,28.2367333333,11.39425
537.97,10.7282666667,24.7679666667,24.59,15.1337333333,9.53186666667,11.1168164474,13.3110666667,9.66693333333,28.3047333334,11.430125
538.31,10.7554,24.8142666667,24.6512,15.1766,9.56433333333,11.1485717105,13.3626,9.70033333334,28.3669333333,11.46825
538.65,10.7255333333,24.7825666667,24.6209333333,15.1436,9.53413333333,11.1307855263,13.3384666667,9.67813333333,28.3702666667,11.4372083333
539.00,10.6882,24.7440666667,24.6026,15.117,9.50413333333,11.1055462719,13.3032666667,9.63513333333,28.3674666667,11.3957083333
539.34,10.6848666667,24.7502333333,24.6278666667,15.1112,9.48293333333,11.1097201754,13.3092666667,9.62446666667,28.4012666667,11.3825
539.69,10.6638666666,24.7288666667,24.6177333333,15.0770666666,9.44153333333,11.0832390351,13.2872,9.59519999999,28.3936666667,11.367625
540.03,10.6596,24.7373666667,24.6271333333,15.0766666667,9.4336,11.0895096491,13.2874666667,9.59533333332,28.4124666667,11.3633333333
540.37,10.6340666667,24.7253666667,24.6243333333,15.0625333333,9.41346666667,11.0803934211,13.2750666667,9.57113333333,28.411,11.3332916667
540.72,10.6074666667,24.7085333333,24.6364666666,15.0357333333,9.38546666667,11.0539554825,13.2537333333,9.54099999999,28.4076,11.315125
541.06,10.6174666667,24.729,24.6515333333,15.0541333333,9.3864,11.0610695176,13.2598,9.54939999999,28.4352,11.3099166667
541.40,10.6014,24.7389333333,24.6531333333,15.0488666667,9.35593333333,11.0392745614,13.2475333333,9.53206666666,28.4253333333,11.2835
541.75,10.5886666667,24.7505,24.6658,15.054,9.3474,11.0400914474,13.2531333333,9.53393333333,28.4527333333,11.2761666667
542.09,10.5741333333,24.7367666667,24.6395333333,15.0241333333,9.324,11.0279789474,13.2370666667,9.5094,28.4223333333,11.2395416667
542.43,10.596,24.7987333333,24.6949333333,15.0668666666,9.34633333334,11.0642142544,13.2863333333,9.53246666667,28.4672666666,11.269875
542.78,10.6142,24.8073,24.7154666667,15.0889333333,9.35780000001,11.0900350877,13.3345333333,9.55086666666,28.4952,11.28475
543.12,10.6094666667,24.8232333333,24.7281333333,15.0871333333,9.35213333333,11.0830598684,13.352,9.54993333334,28.5115333333,11.2727916667
543.46,10.61,24.8539,24.7465333333,15.111,9.3678,11.0879217105,13.3806,9.56073333333,28.5415333333,11.2689166667
543.81,10.6291333333,24.9014333333,24.7854,15.1428666667,9.38346666667,11.121352193,13.4284666667,9.57273333333,28.575,11.2865833334
544.15,10.6658666667,24.9153666667,24.8088666667,15.1479333334,9.39713333334,11.139560307,13.4740666667,9.59999999999,28.6088,11.3135
544.49,10.686,24.962,24.8362,15.1956,9.41466666666,11.1665002193,13.529,9.63633333333,28.6768,11.36025
544.84,10.6718,24.9649666667,24.8510666667,15.1843333333,9.40653333333,11.1576324561,13.5281333333,9.61026666666,28.6946,11.353875
545.18,10.7085333333,25.0032333333,24.9045333333,15.2142,9.44906666667,11.1951407895,13.5729333334,9.65453333334,28.7673333333,11.396875
545.52,10.7192666666,25.0329333333,24.9444666667,15.2324,9.4608,11.2123254386,13.5903333333,9.653,28.8012,11.4094166667
545.87,10.7451333333,25.0962,25.0006,15.2665333333,9.47513333333,11.2390600877,13.6367333333,9.66546666667,28.8829333333,11.4401666667
546.21,10.7383333333,25.1244,25.0538666667,15.2839333333,9.47533333333,11.2333519737,13.6367333333,9.67173333333,28.9348666667,11.4507083333
546.55,10.7424,25.2101333333,25.1306666667,15.3226666667,9.488,11.2485554825,13.6455333333,9.67313333333,29.0162,11.4650416667
546.90,10.7626666667,25.2590666667,25.16,15.3659333333,9.52079999999,11.269808114,13.6751333333,9.68846666667,29.0769333333,11.4947916667
547.24,10.7778666667,25.2593666667,25.1642,15.3835333333,9.51340000001,11.2792368421,13.678,9.69153333334,29.1031333333,11.4957916667
547.58,10.7801333333,25.2866,25.2082666666,15.3952,9.51646666667,11.2918245614,13.6854,9.70466666667,29.1662,11.5062083333
547.92,10.7866666667,25.3491666667,25.2712,15.4551333333,9.53073333333,11.3231171053,13.7033333333,9.71086666666,29.2355333333,11.5149166667
548.27,10.8198,25.4049333333,25.3428,15.4782666667,9.56713333334,11.3721432017,13.7388666667,9.72806666667,29.2988,11.5109583333
548.61,10.8372666667,25.4576666667,25.4164666667,15.5193333333,9.57713333332,11.3926526316,13.7690666667,9.7544,29.3650666667,11.532375
548.95,10.8056,25.4550666667,25.4235333333,15.5268666667,9.5674,11.3799385965,13.7618,9.73539999999,29.3966,11.5365
549.29,10.8307333333,25.4780333333,25.4613333334,15.5375333333,9.55639999999,11.3812333333,13.7804666667,9.73013333335,29.4578,11.5389583333
549.64,10.8012666667,25.5341,25.5183333333,15.5436,9.55333333333,11.3623984649,13.7791333333,9.71686666666,29.5110666667,11.5230416666
549.98,10.7726,25.4903333333,25.4797333333,15.5128,9.51506666667,11.3489622807,13.7554,9.67026666666,29.4741333333,11.4785
550.32,10.7688666667,25.5223,25.5021333333,15.4992,9.50186666667,11.3343412281,13.7674666667,9.6608,29.5143333333,11.4744583333
550.66,10.7914,25.5601,25.5738666667,15.5093333333,9.49180000001,11.3681546053,13.7821333333,9.67593333333,29.5658666667,11.481375
551.01,10.8218,25.6678,25.7027333333,15.5764666667,9.54206666667,11.4255258772,13.8472,9.7304,29.7025333333,11.5543333333
551.35,10.8325333333,25.6920666667,25.7386666667,15.6054666667,9.54653333334,11.4292945176,13.8754,9.751,29.7529333333,11.578625
551.69,10.7985333333,25.7176333333,25.7599333333,15.5940666667,9.55546666666,11.4179453947,13.8828,9.74520000001,29.7986666667,11.5755
552.03,10.8242,25.7690666667,25.8,15.6396,9.586,11.4394642544,13.9033333333,9.76933333334,29.8409333333,11.5978333333
552.38,10.8456666667,25.8253333333,25.8297333333,15.6841333333,9.61313333333,11.4897322368,13.9458666667,9.7978,29.9127333333,11.6156666667
552.72,10.8940666666,25.8929666667,25.8974,15.728,9.64039999999,11.5415596491,13.9826,9.82753333332,29.9743333333,11.6500416667
553.06,10.8893333333,25.9301,25.8934,15.7428666667,9.65499999999,11.5560197368,13.9915333333,9.85226666666,30.0022,11.6448333333
553.40,10.8983333333,25.9148,25.9380666667,15.7541333333,9.68486666667,11.565891886,14.0061333333,9.87973333331,30.0323333333,11.6624583333
553.74,10.9216666667,25.9776333333,26.0048,15.7810666667,9.70906666668,11.5673686403,14.0276666667,9.89866666666,30.1073333333,11.66925
554.09,10.9416,25.9704666667,26.0153333333,15.8163333333,9.75160000001,11.6236035088,14.0478666667,9.9446,30.1244666667,11.7084166667
554.43,10.941,25.9841666667,26.0129333333,15.8398666667,9.76746666667,11.6296175438,14.0664666667,9.96,30.1483333333,11.7234166667
554.77,10.9902666667,26.0453333333,26.0616666667,15.8835333333,9.82593333333,11.6827945176,14.1229333333,9.99953333333,30.2254666667,11.7700833333
555.11,11.0170666667,26.0902333333,26.1022,15.9160666667,9.87593333333,11.7076664474,14.1532666667,10.0045333333,30.2328,11.8069583333
555.45,11.0836,26.1748666667,26.1859333333,15.9606,9.93686666665,11.7618375,14.2042,10.0608,30.3245333333,11.8775833333
555.80,11.0658,26.1611333333,26.1897333333,15.9250666666,9.89073333334,11.7516370614,14.1707333334,10.026,30.345,11.8799583333
556.14,11.0756,26.1908333333,26.2058666667,15.9216666667,9.90986666665,11.759283114,14.1753333333,10.0343333333,30.3608,11.9093333333
556.48,11.0432,26.2131,26.2486666667,15.9124666667,9.88740000001,11.7540026316,14.1799333333,10.0118,30.3951333333,11.891
556.82,11.0835333333,26.2486,26.3314666667,15.9699333333,9.9244,11.7932756579,14.2213333333,10.0170666666,30.4511333333,11.9354166667
557.16,11.0809333333,26.2647666667,26.3511333333,16.0002666667,9.8934,11.8134980263,14.2027333333,10.026,30.4691333333,11.9492083333
557.50,11.034,26.2090333333,26.2893333333,15.9499333333,9.83913333333,11.7653890351,14.1434666667,9.97706666667,30.4334666667,11.9166666667
557.85,11.0578666667,26.2427,26.3466,15.9846666666,9.84873333333,11.7607888158,14.1756666667,9.99273333336,30.483,11.9349583333
558.19,11.0302,26.2449666667,26.3622,15.9678,9.82060000001,11.7264967105,14.152,9.95200000001,30.5075333333,11.9189583333
558.53,11.0112666667,26.2433333333,26.3961333333,15.9660666667,9.78366666667,11.709877193,14.1063333333,9.91506666667,30.5233333334,11.89375
558.87,10.9845333333,26.2407666667,26.3963333333,15.9396666667,9.74953333333,11.6938572368,14.0790666667,9.87933333333,30.573,11.8500416667
559.21,10.9884666667,26.2464333333,26.4128666666,15.9816,9.73700000001,11.7133548246,14.0794666667,9.89086666669,30.5655333333,11.8662083333
559.55,11.0107333333,26.2870666667,26.4444,16.0295333333,9.78546666666,11.7280960526,14.0979333333,9.92613333333,30.5764666667,11.8857083333
559.89,10.9992,26.3036333333,26.4776,16.0306,9.77820000001,11.7385971491,14.1106666667,9.92906666666,30.6328666667,11.886125
560.23,11.0195333333,26.302,26.4976666667,16.0428,9.79639999999,11.7356609649,14.1245333334,9.94066666667,30.6508,11.906625
560.58,11.0259333333,26.3638666667,26.5528,16.0676666667,9.83979999998,11.773989693,14.1654666667,9.97713333336,30.7154,11.9425416666
560.92,11.0488,26.3754666667,26.5528,16.0792,9.86573333333,11.7905701754,14.1996,9.97439999999,30.7320666667,11.9637916667
561.26,11.0718,26.4539,26.6219333333,16.1334666667,9.92193333332,11.864979386,14.2556666667,10.0048,30.8039333333,12.01025
561.60,11.0622,26.4905666667,26.6536,16.1225333333,9.9126,11.8651162281,14.2423333333,9.97553333331,30.835,12.0069166667
561.94,11.0785333333,26.5022666667,26.7215333333,16.1636,9.93633333333,11.901845614,14.284,10.0009333333,30.8804,12.0109583333
562.28,11.0504,26.4935333333,26.6893333333,16.1328,9.91566666666,11.8790429825,14.2798,9.98593333334,30.8356666667,11.990375
562.62,11.0721333334,26.5366,26.7244,16.1524,9.93046666666,11.901269079,14.2956666667,10.0105333333,30.8657333333,12.0157083333
562.96,11.0682666667,26.5473666667,26.7619333333,16.1494,9.91746666666,11.9009453947,14.2992666667,10.0064,30.9079333333,12.0235
563.30,11.053,26.5476666667,26.7753333333,16.1542666667,9.89593333333,11.9147877193,14.2998,9.98826666667,30.9324666667,11.999375
563.64,11.0561333333,26.5646,26.8316666667,16.1796,9.88706666667,11.9181686404,14.3029333333,9.98540000001,30.9461333333,12.0030833333
563.99,11.0656666666,26.5945,26.8339333333,16.1711333333,9.89286666667,11.9409232456,14.303,9.99693333334,30.9524666667,12.0239583333
564.33,11.1214666667,26.6417666667,26.8930666667,16.2358666667,9.91193333335,12.0010464912,14.3418666667,10.0536666667,31.0214666667,12.083
564.67,11.1336666667,26.6789333333,26.9336,16.2854666667,9.92306666666,12.0333796053,14.3478,10.0663333333,31.0763333333,12.0974166667
565.01,11.2155333333,26.7627,27.0486666667,16.3868,9.99999999999,12.1097947368,14.4407333333,10.1466666667,31.1546,12.1818333333
565.35,11.2544666667,26.8041,27.0604666667,16.4176,10.0412,12.1624532895,14.4775333333,10.2044,31.1733333333,12.2225
565.69,11.3172,26.8553333333,27.0898,16.4630666667,10.089,12.2192844298,14.5068,10.2642,31.2158666667,12.2847083334
566.03,11.3548,26.9083666667,27.1372666667,16.5053333333,10.1334666667,12.274572807,14.5566666666,10.2933333333,31.2804666667,12.3329166667
566.37,11.3579333333,26.9076666667,27.1341333333,16.496,10.1131333333,12.2688120614,14.564,10.2794,31.2818666667,12.3316666666
566.71,11.3936666667,26.9337666667,27.1376,16.5262,10.1414666666,12.2950660088,14.6067333333,10.2979333333,31.3186,12.3272083334
567.05,11.4488666667,27.0067333333,27.1938,16.5606,10.1946666667,12.3495067983,14.6622,10.3303333333,31.3962666667,12.39175
567.39,11.4526666667,27.0057,27.1763333333,16.5647333333,10.197,12.3491217105,14.6630666667,10.3236,31.3882666667,12.4139583333
567.73,11.4231333333,26.9905,27.1642666666,16.5578,10.1898666667,12.3461394737,14.6522,10.3035333333,31.4090666667,12.3904583333
568.07,11.3561333333,26.9349666667,27.094,16.4912666667,10.1350666667,12.2927769737,14.5936666667,10.2277333333,31.3330666667,12.334875
568.41,11.378,26.9688,27.1099333333,16.4769333333,10.1484666667,12.3049653509,14.6132666667,10.2418666667,31.3454,12.3513333333
568.75,11.3524,26.9336,27.0751333333,16.4338666667,10.1120666667,12.2799241228,14.5652,10.1986,31.3324,12.3200833333
569.09,11.3578,26.9581,27.1188,16.4495333333,10.1005333333,12.2828304825,14.5827333333,10.1887333333,31.3632666667,12.31775
569.43,11.2872,26.9245666667,27.0968,16.3692666667,10.0366666667,12.2300563596,14.5424,10.1183333333,31.3298666667,12.2656666667
569.77,11.2558666667,26.8860333333,27.0861333333,16.3488,9.99113333333,12.1976997807,14.5143333333,10.0797333333,31.3117333333,12.2364166667
570.11,11.2843333333,26.9267333333,27.1492,16.411,10.039,12.2524875,14.5449333333,10.1348,31.377,12.2834583333
570.45,11.2762,26.9815,27.2056,16.4319333334,10.0554666667,12.2826866228,14.5584666666,10.1570666667,31.4349333333,12.320875
570.79,11.2498666667,26.9739,27.219,16.4264,10.0335333333,12.2689421053,14.5435333333,10.1506,31.4122666667,12.314
571.13,11.2911333333,27.0370333333,27.2890666667,16.4614,10.0732,12.3278673246,14.5908666667,10.2016,31.4965333333,12.3253333333
571.47,11.3232666667,27.1064666667,27.3340666667,16.5186,10.1083333333,12.3673625,14.6346,10.2429333333,31.5413333333,12.3477916667
571.81,11.3831333333,27.1879666667,27.422,16.5858,10.1708,12.4106195176,14.6964666667,10.3082666667,31.6412666667,12.4196666667
572.15,11.3896666667,27.2023333333,27.4488666667,16.6136666667,10.1854666667,12.4558574561,14.7380666667,10.3276,31.6998,12.44475
572.49,11.3718666667,27.1726,27.4182666667,16.5987333333,10.1761333334,12.4503177632,14.7312,10.3269333333,31.69,12.4233333333
572.83,11.3791333333,27.1769666667,27.4142666667,16.6066,10.1946666667,12.4759752193,14.7276,10.3374666667,31.7078,12.44625
573.17,11.4325333333,27.2629666667,27.4838666667,16.707,10.2582,12.5597480263,14.7829333333,10.4138,31.8004,12.5039583333
573.51,11.4390666666,27.2438666667,27.4967333333,16.6923333333,10.2658666667,12.5761502193,14.7638666667,10.4228,31.8053333333,12.514125
573.85,11.4442666666,27.2412333333,27.4990666666,16.6861333333,10.2846,12.5685405702,14.7633333333,10.4291333333,31.8100666667,12.5125833333
574.19,11.4365333333,27.2093,27.4486,16.6422,10.2575333333,12.5607155702,14.7432666667,10.4134666667,31.7756666666,12.4945416666
574.53,11.4620666667,27.2489,27.4732666667,16.664,10.2681333334,12.579925,14.7554666667,10.4408,31.845,12.51625
574.87,11.458,27.2218,27.4485333333,16.6572666667,10.2728666667,12.5726666667,14.762,10.4379333333,31.8228666667,12.50925
575.21,11.4656666667,27.2035,27.4736666667,16.6629333333,10.2646,12.5871524123,14.7738666667,10.447,31.8406,12.5369166667
575.55,11.4722,27.2229333333,27.4820666667,16.662,10.2699333333,12.6165317982,14.7834,10.4421333333,31.855,12.5537083333
575.89,11.4574,27.2074666667,27.4858,16.6599333333,10.2483333333,12.5836703947,14.7576,10.4178,31.8378666667,12.5342083333
576.22,11.4946,27.2976333333,27.5888666667,16.7228,10.2693333334,12.6343712719,14.8084,10.4575333333,31.9358666667,12.5822916667
576.56,11.5018,27.3180666667,27.6446666667,16.7486,10.2756,12.6491177632,14.8442,10.4727333333,31.9762,12.6109166667
576.90,11.5141333333,27.3243,27.6394,16.7386,10.2724666667,12.6385243421,14.8645333333,10.4598,31.9825333333,12.6199166667
577.24,11.5716666667,27.3942,27.6962666667,16.8146666666,10.326,12.6875644737,14.9614,10.5026666667,32.0629333333,12.6894166667
577.58,11.5838,27.4148,27.7077333333,16.8387333333,10.3114666667,12.7107945176,14.9827333333,10.5062666667,32.0703333333,12.6999166667
577.92,11.6033333333,27.4372666667,27.7670666667,16.8961333333,10.3458,12.7223458333,15.0207333333,10.5092,32.1149333333,12.7145833333
578.26,11.6077333333,27.4646333333,27.8194666667,16.9184,10.366,12.7566311404,15.0930666667,10.518,32.1442,12.7406666667
578.60,11.6525333333,27.5425333333,27.9014,16.9725333333,10.4044,12.8179890351,15.1412666667,10.5533333333,32.2078666667,12.792625
578.94,11.6664,27.5674666667,27.8916666667,16.9647333333,10.4051333333,12.8116120614,15.1661333333,10.5431333333,32.2164,12.79
579.28,11.5896,27.4856333333,27.8393333333,16.9177333333,10.3438,12.7483076754,15.1123333334,10.5118,32.1669333333,12.7116666667
579.61,11.598,27.5418333333,27.8990666667,16.9296666667,10.3466,12.7670453948,15.1369333333,10.5260666667,32.2349333333,12.7117083333
579.95,11.6209333333,27.5648666667,27.9118,16.9196666667,10.3629333333,12.8002739035,15.1632,10.5321333333,32.2776,12.726625
580.29,11.5757333333,27.5275333333,27.8630666667,16.8974666667,10.3287333333,12.7795289473,15.1361333333,10.4885333333,32.2562,12.6742916667
580.63,11.5368666667,27.4535666667,27.837,16.8416666667,10.2692666667,12.7545388158,15.0887333333,10.4216,32.2016,12.6137083333
580.97,11.4691333333,27.4332666667,27.8188666667,16.7846,10.1909333333,12.6904614035,15.0198666667,10.3765333333,32.1842,12.5310416667
581.31,11.4507333333,27.4574333333,27.8265333333,16.7784666667,10.1880666667,12.7046067982,15.0646666667,10.3497333333,32.2351333333,12.5354583333
581.65,11.4070666667,27.4619666667,27.7965333333,16.7445333333,10.1552666667,12.6955962719,15.0384,10.3002,32.2449333333,12.4864166667
581.98,11.406,27.4405333333,27.7584,16.7280666667,10.144,12.6515410088,15.0005333333,10.2712,32.2626,12.436875
582.32,11.3417333333,27.4008,27.738,16.6832,10.0844,12.595916886,14.9852,10.2284666667,32.2876666667,12.4127083334
582.66,11.3484,27.4101,27.8001333333,16.7117333333,10.0737333333,12.6185872807,14.9982,10.1970666667,32.3396666667,12.4244166667
583.00,11.4003333333,27.4538666667,27.8601333333,16.7562,10.0971333333,12.6476618421,15.0426666667,10.2019333333,32.4115333333,12.4447083334
583.34,11.4329333333,27.4430666667,27.8386,16.749,10.1305333333,12.6750747807,15.0766666667,10.2247333333,32.4055333333,12.486125
583.68,11.4673333333,27.4848,27.8782666667,16.7810666667,10.1566,12.6744,15.1128,10.2618666667,32.4485333334,12.5347916667
584.01,11.5464,27.5655666667,27.9595333333,16.7994666667,10.2198,12.7368892544,15.1796,10.311,32.5096,12.587125
584.35,11.5656666667,27.6219333333,28.0074,16.8408,10.2804666667,12.7796537281,15.2309333334,10.3628,32.6044666667,12.6389166667
584.69,11.5586666667,27.6837,28.0126666667,16.8544666667,10.2919333333,12.8174030702,15.2514666666,10.3431333333,32.6212666666,12.6365
585.03,11.5237333333,27.629,28.0131333333,16.8053333333,10.2354666667,12.7703587719,15.2019333333,10.2981333333,32.6077333333,12.5759166667
585.37,11.5646,27.6569,28.1084,16.8392666667,10.2467333333,12.8047381579,15.2140666667,10.3518,32.6366666667,12.6403333334
585.70,11.5226,27.6099333333,28.0606,16.8238666667,10.2165333333,12.8235844298,15.1902,10.3444666667,32.5844666667,12.6340416667
586.04,11.574,27.6919666667,28.1444,16.9148,10.2793333333,12.8875855263,15.231,10.4058,32.6388,12.686125
586.38,11.5685333333,27.6726,28.1094,16.8972,10.3228,12.888097807,15.2227333333,10.4718,32.5720666667,12.6959166667
586.72,11.6459333333,27.7822,28.1881333334,16.9849333333,10.3952,12.9530098684,15.3225333333,10.5408,32.6757333333,12.7775833333
587.06,11.5242666667,27.7394666667,28.1213333333,16.8996666667,10.2930666667,12.8717348684,15.2234666667,10.4401333333,32.6033333333,12.693
587.39,11.4740666666,27.6506,28.0632666667,16.8440666667,10.2462,12.8598497807,15.1682666667,10.3975333333,32.5462,12.6371666666
587.73,11.4519333333,27.6836333333,28.0986,16.9034666667,10.2376666667,12.8613760965,15.1782666667,10.4068,32.6133333333,12.6674166667
588.07,11.4711333333,27.7259666667,28.1342,16.9469333333,10.2457333333,12.8883960526,15.1875333333,10.4421333334,32.6466,12.7186666667
588.41,11.5105333333,27.7170666667,28.1622,16.9671333333,10.3012,12.904025,15.2172666667,10.4776,32.6564,12.7509166667
588.74,11.4823333333,27.7725666667,28.1687333333,16.9932,10.3070666667,12.937572807,15.2062,10.4886,32.6882,12.7644166666
589.08,11.4475333333,27.7508333333,28.1158,16.9684,10.2693333333,12.9049285088,15.1856666667,10.4488666667,32.6911333333,12.7404166666
589.42,11.4585333333,27.7830333333,28.1844666667,16.999,10.2884,12.9157256579,15.2030666666,10.4435333334,32.7349333333,12.7490416667
589.76,11.4398,27.7617,28.1633333333,16.9576,10.2566666667,12.8958964912,15.1812,10.4046666667,32.7053333333,12.7356666667
