wavelength,Back_SpoIntf,Belly_SpoIntf,Breast_SpoIntf,Crissum_SpoIntf,Crown_SpoIntf,DorTail_SpoIntf,Rump_SpoIntf,Throat_SpoIntf,WingTip_SpoIntf
361.29,7.02841666667,16.9611666667,9.54183333333,12.6806666667,4.995,8.72683333333,6.96725,8.62291666667,7.8335
361.66,6.95333333333,16.9571666667,9.378,12.6209166667,4.85791666667,8.56575,6.82858333333,8.53066666667,7.69516666667
362.02,6.90241666667,16.9371666667,9.33116666667,12.6201666667,4.80016666666,8.61333333333,6.85116666666,8.50083333334,7.60125
362.39,6.91158333333,16.9250833333,9.39316666667,12.7025833333,4.84183333333,8.6025,6.87683333333,8.47391666668,7.563
362.75,6.99075,17.1505,9.47533333334,12.78425,4.90016666667,8.62966666667,6.9405,8.64166666666,7.6955
363.11,6.96766666667,17.1105833334,9.38133333333,12.8429166667,4.8525,8.57391666667,6.89791666667,8.58483333334,7.668
363.48,6.9755,17.17475,9.40099999999,12.8648333333,4.834,8.534,6.87025,8.59166666666,7.63175
363.84,6.88216666667,17.1201666667,9.28108333334,12.89475,4.73466666667,8.42416666667,6.82741666667,8.54125000001,7.54858333334
364.20,7.09275,17.2528333333,9.37016666666,13.0348333334,4.80658333334,8.47383333333,6.92958333333,8.65875,7.64591666667
364.57,7.16166666667,17.2686666667,9.41783333332,13.0409166667,4.81291666667,8.40891666667,6.98833333333,8.66824999999,7.66608333334
364.93,7.4645,17.5340833334,9.60033333334,13.3260833333,5.12075,8.7005,7.24866666667,8.90608333334,7.97916666666
365.29,7.434,17.5309166667,9.66083333334,13.355,5.0725,8.71191666667,7.26416666667,8.90125000001,7.91708333333
365.66,7.57733333333,17.7438333333,9.83241666667,13.5916666667,5.21516666667,8.95625000001,7.42975,9.07641666667,8.11916666667
366.02,7.68358333334,17.9138333333,10.0136666667,13.7653333333,5.35608333333,9.09466666667,7.51925,9.27049999999,8.23891666666
366.38,7.82975,18.1515,10.13125,13.8455,5.46491666667,9.21858333334,7.65466666667,9.43533333334,8.40041666668
366.75,7.77041666666,18.1309166667,10.15075,13.8211666667,5.46283333334,9.24008333334,7.66108333333,9.43241666667,8.38475000001
367.11,7.89416666667,18.2508333333,10.2985833333,13.8901666667,5.59241666667,9.35008333334,7.79791666667,9.57074999999,8.46916666667
367.47,7.83191666667,18.2154166667,10.33075,13.9048333334,5.60941666667,9.34641666667,7.81233333333,9.58733333334,8.51233333334
367.84,7.88958333333,18.2994166667,10.30975,13.9148333333,5.64066666667,9.334,7.7645,9.61566666667,8.47683333333
368.20,7.7035,18.2718333333,10.1980833333,13.82775,5.55508333333,9.20441666667,7.67708333333,9.53124999999,8.35841666667
368.56,7.66583333333,18.2815833333,10.1761666667,13.8141666666,5.49541666667,9.206,7.68441666667,9.52716666667,8.30691666667
368.93,7.552,18.215,10.111,13.70975,5.33941666667,9.07516666666,7.57041666667,9.49283333333,8.11858333333
369.29,7.65658333333,18.2421666667,10.183,13.771,5.49383333333,9.07683333333,7.60425,9.55666666666,8.15083333333
369.65,7.63083333333,18.2010833333,10.21575,13.7078333333,5.42241666667,8.99183333333,7.50275,9.45250000001,8.02025
370.01,7.77133333333,18.4026666666,10.3754166667,13.8730833333,5.54758333333,9.08608333334,7.63941666667,9.55091666668,8.09266666667
370.38,7.78675,18.4329166667,10.3761666667,13.9203333333,5.55125,9.06875,7.679,9.58999999999,8.147
370.74,8.10941666667,18.67025,10.5959166667,14.19375,5.75675,9.34841666666,7.91291666667,9.87524999999,8.32716666667
371.10,8.15758333333,18.769,10.635,14.2139166667,5.72858333333,9.39216666667,7.87558333334,9.92825,8.36716666666
371.46,8.17616666666,18.76875,10.537,14.1725,5.66858333333,9.34475,7.767,9.94341666667,8.28016666666
371.83,8.27308333333,18.9225,10.722,14.321,5.76508333333,9.50925,7.94841666667,10.1058333333,8.40716666667
372.19,8.46408333334,19.0716666666,10.9631666667,14.5195833333,5.91,9.66424999999,8.14383333333,10.3425,8.59966666668
372.55,8.65775,19.2828333333,11.1414166667,14.7333333333,6.14375,9.91058333331,8.342,10.5413333333,8.83266666667
372.92,8.61458333334,19.3064166667,11.1589166667,14.7494166667,6.18208333333,9.88,8.38508333334,10.53275,8.81241666666
373.28,8.66249999999,19.4698333333,11.1979166667,14.892,6.19816666667,9.99108333333,8.48525,10.6023333333,8.88183333332
373.64,8.76749999999,19.5053333333,11.239,14.9506666667,6.32833333333,10.0541666667,8.5935,10.7460833333,8.99783333333
374.00,8.83941666667,19.5979166667,11.2885,14.9991666666,6.33658333333,10.0495833333,8.61625,10.8779166667,9.04941666667
374.37,8.96108333334,19.7263333333,11.4873333333,15.18525,6.47616666667,10.22125,8.77191666667,11.1268333333,9.16325
374.73,8.852,19.7241666666,11.4260833334,15.125,6.42716666667,10.0186666667,8.64275,11.0418333334,9.11808333334
375.09,8.71783333333,19.68525,11.34975,15.1361666667,6.37933333333,9.89833333334,8.56966666667,11.0136666667,8.98375
375.45,8.88566666667,19.90925,11.5523333333,15.3788333333,6.59175,10.06675,8.78466666667,11.3243333333,9.19116666668
375.81,8.90266666667,19.8769166667,11.5053333333,15.3515833333,6.60333333333,9.99641666667,8.72066666667,11.3135833333,9.15783333333
376.18,8.93141666667,19.9645833333,11.5111666667,15.3761666667,6.65275,10.1094166667,8.71175,11.34725,9.22825
376.54,8.91825,19.9643333333,11.4971666667,15.3819166666,6.61991666667,10.0154166667,8.6295,11.3559166667,9.20700000001
376.90,8.83725,19.9308333333,11.45025,15.3084166667,6.55616666666,9.94883333334,8.51575,11.2925,9.15150000001
377.26,8.9195,19.9918333334,11.5248333333,15.3065,6.6135,9.95699999999,8.55091666667,11.3746666667,9.17383333334
377.63,8.73233333333,19.9496666666,11.3713333333,15.2155833334,6.48825,9.81400000002,8.4305,11.3319166667,9.01274999999
377.99,8.65591666667,19.8358333333,11.3821666667,15.1166666666,6.49058333333,9.76908333333,8.37333333333,11.32225,8.95166666667
378.35,8.651,19.9215833334,11.349,15.1073333333,6.50675,9.80250000001,8.27958333334,11.2765,8.92291666666
378.71,8.65133333333,20.0086666667,11.4274166667,15.2031666667,6.55066666667,9.90058333334,8.31266666667,11.36725,8.93491666668
379.07,8.85108333333,20.1515833334,11.56825,15.3119166666,6.70408333333,10.0224166667,8.43041666667,11.529,9.08424999999
379.44,8.85183333333,20.1865833333,11.5784166667,15.2843333333,6.71325,10.0269166666,8.43025,11.508,9.0935
379.80,8.90058333333,20.3061666667,11.6818333333,15.37025,6.75475,10.0985,8.49041666667,11.62225,9.16016666666
380.16,8.69475,20.1996666666,11.5508333333,15.1853333333,6.60308333333,9.885,8.34508333333,11.4775833333,8.92116666666
380.52,8.6315,20.2373333334,11.5313333333,15.2088333333,6.58716666667,9.85208333332,8.33141666666,11.4993333333,8.89724999999
380.88,8.56941666667,20.2518333333,11.50325,15.2465833333,6.58466666667,9.82099999999,8.30158333333,11.57175,8.86925000001
381.24,8.37133333334,20.2411666667,11.3940833333,15.2181666666,6.52466666667,9.72091666666,8.20291666667,11.5589166666,8.77174999999
381.61,8.432,20.3558333333,11.5024166667,15.2788333333,6.62908333333,9.78483333333,8.25925,11.6788333333,8.83666666666
381.97,8.32408333333,20.3160833333,11.3315,15.1740833333,6.43541666667,9.61808333334,8.11733333333,11.5829166667,8.70358333332
382.33,8.29041666667,20.314,11.2948333333,15.1685833333,6.39425,9.544,8.12416666667,11.57875,8.61091666666
382.69,8.33866666667,20.36275,11.2308333333,15.2005,6.37541666667,9.52041666668,8.19433333333,11.6166666667,8.59458333334
383.05,8.19616666667,20.4025833334,11.1695,15.18475,6.31258333333,9.46775000001,8.17466666667,11.5870833333,8.55041666667
383.41,8.23058333333,20.5014166667,11.2175833333,15.2569166667,6.386,9.48891666667,8.24883333333,11.6409166666,8.58783333334
383.77,8.16791666667,20.55425,11.19,15.2809166667,6.36291666666,9.43333333332,8.19125,11.6319166667,8.54941666666
384.14,8.19891666666,20.6180833333,11.2075,15.37475,6.38241666666,9.45375000001,8.17183333333,11.6701666667,8.59033333334
384.50,8.2085,20.6525833333,11.16125,15.3529166667,6.38366666667,9.42225,8.19266666666,11.6740833333,8.55624999999
384.86,8.28583333333,20.7133333333,11.1693333333,15.3765,6.38008333333,9.4325,8.19725,11.7126666667,8.56866666667
385.22,8.3405,20.72375,11.1900833333,15.4266666667,6.38341666667,9.44441666666,8.19075,11.7441666667,8.59674999999
385.58,8.47183333333,20.8325,11.2415833333,15.56275,6.43533333333,9.50466666666,8.25966666667,11.8235833334,8.69841666666
385.94,8.49516666666,20.9185,11.284,15.6454166667,6.49841666667,9.58224999999,8.35791666667,11.8715,8.75833333334
386.30,8.35833333334,20.8690833333,11.2006666667,15.5305,6.3615,9.43883333333,8.21625,11.7745833333,8.66358333333
386.66,8.30666666667,20.9298333334,11.262,15.5085833333,6.36525,9.45466666667,8.16391666667,11.76375,8.67366666666
387.03,8.28516666667,20.9589166667,11.2774166667,15.4644166666,6.33691666667,9.44766666667,8.10883333333,11.7294166667,8.62949999999
387.39,8.106,20.88,11.17575,15.3821666667,6.15875,9.30641666667,7.93541666667,11.5993333333,8.50366666667
387.75,8.02575,20.8469166667,11.12775,15.3675,6.10308333333,9.24891666667,7.87475,11.5823333333,8.43266666666
388.11,7.95533333334,20.8679166667,11.1099166667,15.3775833333,6.07683333333,9.20041666667,7.8335,11.5935833334,8.37966666666
388.47,7.94791666666,20.92625,11.2151666667,15.4510833333,6.11875,9.26708333333,7.82791666667,11.6645833334,8.39075000001
388.83,7.86966666667,20.95575,11.1728333333,15.44125,6.0465,9.19433333333,7.76225,11.60075,8.30675000001
389.19,7.87233333333,21.08125,11.1989166667,15.4266666667,6.02966666667,9.14533333333,7.78725,11.5879166667,8.28591666666
389.55,7.73241666667,21.0404166666,11.1614166667,15.337,5.91308333333,9.05708333333,7.71391666666,11.5023333334,8.18208333333
389.91,7.67116666667,21.094,11.1153333333,15.3700833333,5.86941666666,8.98225,7.62466666667,11.4676666667,8.11316666667
390.27,7.78641666667,21.2174166667,11.2215833333,15.5060833333,5.98033333334,9.10358333333,7.74591666666,11.5900833333,8.23824999999
390.63,7.75533333333,21.15325,11.1861666667,15.4941666666,5.91141666666,9.01533333333,7.729,11.5356666667,8.19850000001
391.00,7.78958333333,21.1564166667,11.2005,15.5696666667,5.90816666667,8.99333333333,7.7445,11.5415833334,8.24700000001
391.36,7.79083333333,21.2405,11.212,15.5495833333,5.93808333334,8.97666666667,7.74333333333,11.5675833333,8.21733333332
391.72,7.76058333333,21.2294166667,11.2058333333,15.54025,5.88916666667,8.93466666667,7.74433333333,11.5304166667,8.23208333333
392.08,7.87441666667,21.40325,11.2776666667,15.6483333333,5.96441666667,9.03916666667,7.86108333333,11.655,8.33258333334
392.44,7.8585,21.4283333334,11.198,15.6289166667,5.87975,8.96458333333,7.85175,11.64625,8.30275000001
392.80,7.82275,21.4764166667,11.1674166667,15.6518333333,5.86883333334,8.94375,7.87016666667,11.6820833333,8.30683333334
393.16,7.83608333333,21.493,11.2178333333,15.74525,5.91308333333,9.007,7.90658333333,11.7450833333,8.37416666666
393.52,7.83533333333,21.5293333333,11.23925,15.8239166667,5.9595,9.0125,7.93283333334,11.7824166667,8.40825
393.88,7.88483333333,21.5900833334,11.3048333333,15.8936666667,6.01958333333,9.06425,7.9955,11.8461666667,8.49408333334
394.24,7.85141666667,21.58375,11.28475,15.9181666667,5.98266666667,9.01658333333,7.98891666667,11.8491666667,8.48450000001
394.60,7.74991666667,21.5784166667,11.2206666667,15.8955833333,5.92766666667,8.95808333333,7.89025,11.8041666667,8.41575000001
394.96,7.67766666667,21.5796666666,11.15725,15.84925,5.84466666666,8.86516666667,7.79758333333,11.7460833333,8.32874999999
395.32,7.70083333333,21.5901666667,11.16525,15.9339166667,5.86258333333,8.86266666667,7.81808333333,11.7666666667,8.35558333334
395.68,7.71891666667,21.6750833333,11.1715,15.9350833334,5.87108333333,8.89391666666,7.80858333334,11.7585833333,8.32175
396.04,7.68925,21.6121666667,11.1629166667,15.9413333333,5.86266666667,8.79191666666,7.78475,11.7041666667,8.31508333334
396.40,7.65825,21.6354166667,11.175,15.9955833333,5.85333333333,8.76116666666,7.714,11.65025,8.24925000001
396.76,7.75508333334,21.74075,11.3108333334,16.0905,5.96525,8.81308333333,7.77533333334,11.7061666666,8.30083333333
397.12,7.66725,21.754,11.2415,16.0525833333,5.88216666667,8.711,7.67691666667,11.6288333333,8.18883333334
397.48,7.69333333333,21.81125,11.2725,16.0828333333,5.87633333334,8.73283333333,7.694,11.6421666667,8.20066666667
397.84,7.6825,21.802,11.2320833333,16.0421666667,5.83408333333,8.718,7.71358333333,11.61875,8.14883333332
398.20,7.67325,21.8695833333,11.261,16.0896666667,5.84841666666,8.7065,7.6995,11.5923333333,8.13741666667
398.56,7.73666666667,21.97325,11.29325,16.1490833333,5.87575,8.74266666667,7.74158333333,11.6695833333,8.18099999999
398.92,7.73225,22.0489166667,11.30425,16.20675,5.88725,8.74791666667,7.76433333333,11.6963333333,8.15558333333
399.28,7.66775,21.99475,11.24375,16.1820833334,5.77783333333,8.66641666667,7.69583333333,11.5958333333,8.04875
399.64,7.65858333334,22.0031666666,11.2194166667,16.21775,5.76475,8.60283333333,7.67625,11.6045,8.02133333334
400.00,7.62675,22.0344166667,11.2353333333,16.2296666667,5.74166666667,8.63691666666,7.63533333333,11.6095,7.99658333333
400.36,7.66933333333,22.1000833333,11.3146666667,16.2685833333,5.77625,8.70308333333,7.74483333333,11.6903333333,8.12400000001
400.72,7.67708333333,22.1534166667,11.3260833333,16.33675,5.75908333333,8.77516666667,7.7785,11.748,8.17699999999
401.08,7.72816666667,22.24425,11.3999166667,16.3929166667,5.79375,8.78641666666,7.83675,11.78725,8.23541666668
401.44,7.72925,22.3316666667,11.3966666667,16.4779166667,5.76233333333,8.75816666666,7.84625,11.8410833333,8.24508333333
401.80,7.73716666667,22.4358333333,11.4988333333,16.571,5.78108333333,8.7755,7.83983333333,11.91275,8.29341666668
402.16,7.78791666667,22.52825,11.5789166667,16.6235,5.82025,8.81783333333,7.86766666667,11.9994166667,8.31208333333
402.52,7.83741666667,22.5881666667,11.6595,16.7155,5.86633333333,8.84216666666,7.92783333334,12.06375,8.37083333333
402.88,7.94933333333,22.68025,11.7620833333,16.8195833333,5.95941666667,8.94608333333,8.04966666667,12.1969166667,8.46349999999
403.24,8.03283333333,22.8108333333,11.8498333333,16.95325,6.05225,9.05375,8.15208333333,12.3215833334,8.55458333333
403.60,8.10291666667,22.9143333334,11.92575,17.0291666667,6.13725,9.14033333333,8.249,12.4085,8.65800000001
403.95,8.15183333334,23.0011666667,11.9474166667,17.0775833333,6.13558333334,9.12791666667,8.2765,12.439,8.68066666666
404.31,8.09083333333,22.9765,11.8758333333,17.0349166667,6.077,9.04583333333,8.16058333333,12.36725,8.56816666668
404.67,8.07258333333,22.9684166667,11.8565833333,16.99475,6.04991666667,8.95391666667,8.12475,12.3140833333,8.53433333332
405.03,8.09366666667,22.9595833334,11.8636666667,17.04525,6.08183333333,9.01091666667,8.14875,12.35075,8.55191666666
405.39,8.11908333333,22.9991666666,11.9075833333,17.0243333334,6.10366666667,9.02791666667,8.12325,12.3563333333,8.55408333332
405.75,8.1015,23.0175,11.8808333334,17.0719166667,6.09625,8.97716666667,8.12083333333,12.3348333333,8.53499999999
406.11,8.06025,23.0168333334,11.8318333333,17.0525833334,6.0475,8.92808333333,8.0905,12.30575,8.51724999999
406.47,8.02525,22.99575,11.8160833333,17.0144166667,6.01908333333,8.89116666667,8.07658333333,12.2739166667,8.48666666666
406.83,7.966,22.99975,11.7983333333,16.9868333333,5.96216666667,8.83183333333,8.01425,12.2796666666,8.45283333334
407.19,7.95108333334,23.05575,11.8276666667,16.98025,5.95941666667,8.81558333333,8.008,12.2841666667,8.45575
407.55,7.87233333333,22.98975,11.7676666667,16.9516666666,5.83233333333,8.69958333333,7.90841666666,12.2076666667,8.33333333334
407.90,7.83458333333,22.9863333333,11.8024166667,16.973,5.83375,8.67766666667,7.89558333333,12.23925,8.30541666666
408.26,7.91133333333,23.0980833334,11.8925833333,17.0780833333,5.88875,8.73075,7.97758333333,12.298,8.36333333334
408.62,7.91916666667,23.1564166667,11.9421666667,17.1595,5.90825,8.76733333333,7.99125,12.344,8.3895
408.98,7.90641666667,23.21,11.9513333333,17.148,5.903,8.68616666667,7.96875,12.3238333333,8.34608333334
409.34,7.89941666667,23.2289166667,11.9589166667,17.2113333333,5.92183333333,8.70583333333,8.008,12.3395833333,8.33900000001
409.70,8.02441666667,23.3148333333,12.0599166667,17.2886666667,6.00608333333,8.80508333333,8.09608333333,12.4279166667,8.40875
410.06,8.08575,23.3790833333,12.1320833333,17.386,6.03633333334,8.85616666667,8.1545,12.5005,8.43116666668
410.42,8.15333333333,23.49775,12.1849166667,17.4724166667,6.0805,8.88641666667,8.19633333333,12.57025,8.42825
410.77,8.15491666667,23.5009166667,12.1635,17.4915833333,6.06,8.88291666667,8.17375,12.53025,8.41450000001
411.13,8.22533333333,23.5391666666,12.20075,17.5655833333,6.11391666667,8.93875,8.2335,12.6189166667,8.44808333333
411.49,8.33191666667,23.6646666666,12.3234166667,17.6971666667,6.23041666667,9.06208333333,8.37116666667,12.7445833333,8.55183333334
411.85,8.39425,23.75425,12.3710833333,17.74875,6.26583333334,9.09325,8.41266666667,12.7798333333,8.56533333334
412.21,8.43033333333,23.8365,12.4399166667,17.815,6.3105,9.16183333333,8.4725,12.8705833333,8.62808333332
412.57,8.4415,23.868,12.4216666667,17.8243333333,6.27533333333,9.16091666666,8.4585,12.9009166667,8.58958333333
412.92,8.46841666667,23.8993333333,12.4546666666,17.8825833333,6.25541666666,9.23958333334,8.47866666667,12.9625,8.62949999999
413.28,8.46941666666,23.9668333333,12.4890833333,17.9154166667,6.24708333334,9.22075,8.46416666666,13.01075,8.62258333333
413.64,8.36966666667,23.9299166667,12.4239166667,17.8278333334,6.16675,9.15258333334,8.37216666667,12.9721666667,8.55775
414.00,8.42741666666,24.0455833333,12.46875,17.9209166667,6.23175,9.24158333333,8.43941666667,13.0631666666,8.64300000001
414.36,8.43391666667,24.0563333334,12.4800833334,17.9434166667,6.24875,9.2735,8.43533333333,13.0675,8.67849999999
414.72,8.477,24.11125,12.5621666667,18.013,6.29883333333,9.306,8.50541666667,13.1386666667,8.74783333332
415.07,8.47625,24.1635833333,12.584,18.0523333333,6.26275,9.27933333333,8.48433333333,13.1254166667,8.77924999999
415.43,8.44816666667,24.2135833334,12.61575,18.0714166667,6.2615,9.24925,8.44958333333,13.1669166667,8.77699999999
415.79,8.468,24.2351666667,12.6238333333,18.1270833333,6.28725,9.29683333333,8.4965,13.1961666667,8.81541666667
416.15,8.49358333333,24.2515833333,12.6294166667,18.1498333333,6.30166666666,9.29758333333,8.49958333333,13.2051666667,8.82958333334
416.51,8.55125,24.2983333334,12.6720833333,18.1941666667,6.35441666667,9.35658333333,8.54725,13.2243333333,8.88583333332
416.86,8.5595,24.3448333333,12.7084166667,18.2334166667,6.34666666667,9.352,8.56883333334,13.2530833334,8.91875000001
417.22,8.6105,24.3724166667,12.7191666667,18.2696666667,6.36483333333,9.39841666666,8.60941666667,13.2625833333,8.96666666666
417.58,8.57608333333,24.37875,12.7053333333,18.3089166667,6.3335,9.36375,8.59033333333,13.2379166667,8.92991666667
417.94,8.54441666667,24.35125,12.698,18.292,6.30783333333,9.34466666667,8.55475,13.2115,8.91216666667
418.29,8.54558333333,24.3671666667,12.7085833333,18.3369166667,6.29425,9.32783333334,8.56775,13.209,8.92791666667
418.65,8.56233333334,24.4216666666,12.7335833333,18.3829166667,6.33975,9.35775,8.609,13.2225833333,8.95108333333
419.01,8.5715,24.4433333334,12.7545833333,18.4193333333,6.36675,9.39575,8.63908333333,13.2556666667,8.98349999999
419.37,8.59416666667,24.4746666667,12.7551666667,18.4643333333,6.38441666667,9.44033333334,8.66508333333,13.267,9.01966666667
419.73,8.5815,24.5106666667,12.7684166666,18.4834166667,6.38066666667,9.43983333334,8.6515,13.27575,9.01183333332
420.08,8.55741666667,24.4994166667,12.7549166667,18.4970833333,6.36158333333,9.42249999999,8.639,13.2655833333,8.99941666667
420.44,8.51383333333,24.4963333334,12.7669166667,18.50725,6.35158333333,9.39124999998,8.6125,13.2631666667,8.97758333333
420.80,8.52116666666,24.5065,12.76775,18.523,6.36766666667,9.40291666668,8.62058333333,13.2520833333,8.96683333332
421.16,8.48583333333,24.5274166666,12.7605,18.534,6.35275,9.39933333334,8.61108333333,13.25075,8.96708333334
421.51,8.538,24.5685,12.8,18.5684166667,6.39208333333,9.43741666667,8.66075,13.29525,9.02166666668
421.87,8.54475,24.5956666667,12.8224166667,18.5995,6.402,9.42416666666,8.67733333333,13.3155,9.03058333332
422.23,8.54841666667,24.6613333334,12.8411666667,18.6275,6.41475,9.45149999998,8.69308333333,13.352,9.03775000001
422.58,8.56208333333,24.6875,12.8461666667,18.6476666667,6.41375,9.47033333334,8.69866666667,13.35925,9.04533333333
422.94,8.54325,24.6704166667,12.8301666667,18.6295833333,6.37725,9.42675000001,8.6765,13.3344166667,9.0005
423.30,8.55858333333,24.6720833333,12.8216666667,18.6205,6.37291666667,9.40875000001,8.66783333333,13.3418333333,8.98266666667
423.66,8.59791666667,24.6830833334,12.84375,18.6514166667,6.39616666667,9.41758333334,8.70091666666,13.36575,9.01433333333
424.01,8.62208333334,24.7425833333,12.8775833333,18.686,6.41883333333,9.44250000001,8.72725,13.4190833333,9.02858333334
424.37,8.649,24.7885833333,12.8903333333,18.72575,6.44558333333,9.48025,8.75758333333,13.46175,9.06075
424.73,8.6675,24.8198333333,12.9191666666,18.7608333333,6.48708333333,9.50983333334,8.78808333333,13.5155,9.11124999999
425.08,8.71766666667,24.8570833333,12.9676666667,18.813,6.537,9.53050000001,8.82408333334,13.5611666667,9.14383333333
425.44,8.7255,24.9058333333,12.9885,18.8739166667,6.56333333333,9.56100000001,8.84825,13.6063333333,9.16091666667
425.80,8.7285,24.9176666667,12.9965,18.88775,6.56966666667,9.56691666668,8.86558333333,13.6084166667,9.15416666667
426.16,8.74366666666,24.93075,13.0170833334,18.9180833333,6.59416666667,9.56866666666,8.87441666666,13.6368333334,9.17
426.51,8.73933333334,24.9618333333,13.0365833333,18.95375,6.5985,9.56508333333,8.87808333332,13.68125,9.178
426.87,8.79333333333,25.0564166667,13.1099166667,19.0326666667,6.67875,9.63108333332,8.93458333332,13.763,9.24391666667
427.23,8.83891666667,25.1588333333,13.1775833334,19.1264166667,6.74608333334,9.69333333334,9.00983333333,13.8495833333,9.31216666666
427.58,8.81941666667,25.1834166667,13.16375,19.1474166667,6.72458333333,9.68625000001,8.98916666668,13.86475,9.2845
427.94,8.8495,25.2424166667,13.1956666667,19.2078333333,6.78375,9.71541666666,9.04308333334,13.9116666667,9.33275000001
428.30,8.87866666667,25.2978333333,13.24575,19.275,6.78041666667,9.71099999999,9.09308333334,13.9718333334,9.35191666666
428.65,8.84641666667,25.32125,13.2283333333,19.29475,6.73333333334,9.67208333333,9.09383333334,13.98125,9.30416666667
429.01,8.83616666667,25.3576666667,13.25775,19.3193333333,6.70683333334,9.66799999999,9.09908333332,14.0059166667,9.28266666668
429.37,8.832,25.3755,13.2611666666,19.3190833334,6.6905,9.64158333333,9.08816666666,14.0309166667,9.26375000001
429.72,8.86266666667,25.435,13.269,19.35625,6.70733333333,9.66175000001,9.09891666666,14.07425,9.29458333334
430.08,8.91325,25.5038333333,13.3163333333,19.4423333333,6.749,9.71575,9.14591666666,14.1388333333,9.31499999999
430.44,8.92516666667,25.5381666666,13.3199166667,19.4995833333,6.72125,9.71958333334,9.15725,14.1639166667,9.31441666666
430.79,8.9165,25.5713333333,13.3304166667,19.53725,6.70841666667,9.71724999998,9.14833333333,14.1921666666,9.30158333334
431.15,8.83283333333,25.526,13.2853333333,19.4995,6.61416666667,9.63533333334,9.06324999999,14.1165833333,9.22566666666
431.50,8.82283333333,25.5919166667,13.3243333334,19.5529166666,6.60858333333,9.63324999999,9.09049999999,14.1469166667,9.24733333332
431.86,8.80766666667,25.6014166666,13.3330833333,19.5700833333,6.55875,9.60283333332,9.06033333334,14.1479166666,9.22483333334
432.22,8.82358333333,25.6114166667,13.3505833333,19.5891666667,6.58241666667,9.60874999999,9.06524999999,14.14575,9.21808333334
432.57,8.877,25.7035,13.4053333333,19.6564166667,6.63125,9.64383333332,9.09916666666,14.21375,9.258
432.93,8.87683333333,25.7185,13.3906666667,19.66225,6.63475,9.63008333333,9.09033333333,14.2386666667,9.24274999999
433.29,8.87725,25.7468333333,13.4158333333,19.6575,6.60891666667,9.61733333333,9.07291666667,14.2258333333,9.23366666666
433.64,8.87491666666,25.7815833333,13.4365,19.7019166667,6.6055,9.60825000001,9.07041666666,14.2493333334,9.22825000001
434.00,8.83691666667,25.7959166667,13.4145833333,19.6655,6.55925,9.57100000001,9.03124999999,14.2333333333,9.20391666667
434.35,8.85258333333,25.8425833333,13.4381666667,19.6650833333,6.592,9.572,9.02074999999,14.2686666667,9.20399999999
434.71,8.88783333333,25.9124166667,13.4644166667,19.7135,6.61916666667,9.57133333333,9.05941666666,14.3126666666,9.22874999999
435.07,8.92941666667,25.9874166667,13.53275,19.7750833334,6.66725,9.61366666667,9.12574999999,14.3778333333,9.25899999999
435.42,8.93033333333,26.0139166667,13.5353333333,19.7715833333,6.66866666667,9.60308333334,9.12316666667,14.3880833333,9.25008333334
435.78,8.93991666667,26.0325,13.5394166667,19.7835833333,6.682,9.58008333332,9.12616666666,14.4015,9.23491666667
436.13,8.93091666667,26.0783333333,13.554,19.7928333333,6.68583333333,9.57441666668,9.10933333334,14.4311666667,9.23883333334
436.49,8.87466666667,26.07275,13.5216666667,19.7899166667,6.618,9.51408333333,9.03924999999,14.3936666667,9.17350000001
436.84,8.89566666667,26.1379166666,13.555,19.8413333334,6.63525,9.51808333333,9.06658333334,14.4245833334,9.19441666667
437.20,8.94475,26.1759166667,13.604,19.9214166666,6.68791666667,9.53650000001,9.11325,14.4720833333,9.21258333333
437.56,8.94116666667,26.2016666666,13.6231666667,19.9384166666,6.68983333333,9.54533333333,9.13433333334,14.4951666667,9.21033333332
437.91,8.9645,26.20025,13.6474166667,19.9745833333,6.70875,9.53841666666,9.15774999999,14.52025,9.22383333333
438.27,8.941,26.1761666667,13.646,19.95825,6.67441666667,9.5065,9.15450000001,14.5001666667,9.19533333332
438.62,8.914,26.1749166667,13.63875,19.94475,6.64183333333,9.49691666666,9.13891666666,14.5010833333,9.17941666667
438.98,8.91533333333,26.1664166667,13.636,19.9415,6.63975,9.465,9.12908333333,14.5190833333,9.16891666666
439.33,8.95333333333,26.23175,13.6986666667,20.0169166667,6.69583333333,9.50999999999,9.17375000001,14.57425,9.20558333333
439.69,8.94991666667,26.265,13.6963333333,20.02475,6.6945,9.51833333332,9.18458333333,14.57875,9.21858333333
440.04,8.941,26.3066666666,13.6985,20.06025,6.665,9.507,9.1925,14.5918333333,9.20674999999
440.40,8.95558333333,26.3400833334,13.7349166667,20.0891666667,6.69775,9.53399999998,9.23049999999,14.6099166667,9.24266666667
440.75,8.939,26.33675,13.7215833333,20.1011666667,6.67741666666,9.52400000001,9.22758333333,14.5808333334,9.24266666666
441.11,8.90483333334,26.367,13.7098333333,20.0926666667,6.65883333333,9.51875,9.20683333333,14.5835,9.23383333333
441.47,8.92683333333,26.4119166667,13.7466666666,20.1408333333,6.668,9.5205,9.22183333334,14.6011666667,9.25
441.82,8.93116666666,26.4730833333,13.7860833333,20.1810833333,6.66925,9.55324999999,9.22391666667,14.6315833333,9.26816666668
442.18,8.93683333334,26.5443333333,13.81275,20.2553333333,6.68091666667,9.58383333334,9.23849999999,14.6701666666,9.29341666666
