wavelength,Back_IriJelm,Belly_IriJelm,Breast_IriJelm,Crissum_IriJelm,Crown_IriJelm,DorTail_IriJelm,Rump_IriJelm,Throat_IriJelm,WingTip_IriJelm
334.64,11.4322,3.77566666667,4.2538,3.22926666667,6.87786666667,6.18553333333,7.56486666667,3.47366666667,5.88793333333
335.01,11.4309333333,3.7458,4.29453333333,3.19193333333,6.89886666667,6.16433333333,7.60953333333,3.41673333333,5.93206666667
335.38,11.4575333333,3.82666666667,4.31646666667,3.22666666667,6.9808,6.2102,7.719,3.42233333333,6.00426666667
335.74,11.6206666666,4.00133333333,4.48426666667,3.3894,7.1754,6.3638,7.92686666667,3.5636,6.21346666667
336.11,11.5669333333,4.0228,4.5038,3.31186666667,7.20053333333,6.3576,7.91536666667,3.57226666667,6.17153333333
336.47,11.4942666667,3.9586,4.42126666667,3.2374,7.1748,6.23513333333,7.86976666667,3.52193333333,6.12046666667
336.84,11.4353333333,3.9054,4.3728,3.18593333333,7.15806666667,6.1424,7.76836666667,3.4706,6.0788
337.21,11.2415333334,3.6434,4.13493333333,2.97873333333,6.9652,5.923,7.5687,3.2558,5.9122
337.57,11.2794,3.6056,4.15233333333,2.9584,6.98106666667,5.92473333333,7.5822,3.2284,5.9652
337.94,11.2002,3.51426666667,4.0622,2.85833333333,6.89986666667,5.805,7.5235,3.14266666667,5.89806666667
338.31,11.2150666667,3.6306,4.10233333333,2.93026666667,6.8956,5.83993333333,7.52116666667,3.14946666667,5.9368
338.67,11.2364,3.57753333333,4.03266666667,2.8644,6.84733333333,5.7906,7.4538,3.12826666667,5.8824
339.04,11.3582666667,3.71826666667,4.13193333333,3.00106666667,6.9668,5.9206,7.52796666667,3.2216,5.9272
339.40,11.4366,3.88873333333,4.3086,3.15373333333,7.101,6.021,7.6468,3.342,6.0056
339.77,11.315,3.75826666667,4.1756,3.0252,6.97953333333,5.88473333333,7.5026,3.1946,5.8256
340.14,11.2814666667,3.72253333333,4.12833333333,3.08,6.98306666667,5.8484,7.4469,3.16546666667,5.78846666667
340.50,11.3025333333,3.7732,4.18713333333,3.1196,7.04753333333,5.92073333334,7.49646666667,3.18486666667,5.819
340.87,11.388,3.84566666667,4.25966666667,3.17273333333,7.1566,5.97873333333,7.58403333334,3.26766666667,5.8914
341.23,11.5092666667,3.96966666666,4.38466666666,3.23033333333,7.23593333334,6.06666666667,7.62413333333,3.3342,5.90326666667
341.60,11.385,3.87826666667,4.24386666667,3.121,7.16693333333,5.97933333333,7.49196666667,3.24346666667,5.787
341.96,11.292,3.8312,4.20313333334,3.06446666667,7.1126,5.94733333333,7.43176666667,3.23106666667,5.75493333333
342.33,11.0874666666,3.60073333333,3.9608,2.83546666667,6.9268,5.75033333333,7.24106666667,3.031,5.56313333333
342.70,10.9401333333,3.5274,3.8694,2.7546,6.8376,5.66706666667,7.13093333333,2.88573333334,5.44213333333
343.06,10.8176,3.402,3.7362,2.62246666667,6.69726666667,5.51946666667,7.0359,2.76153333333,5.32686666667
343.43,10.6768666667,3.22466666667,3.60673333333,2.48326666667,6.58,5.39093333333,6.8828,2.62433333333,5.2228
343.79,10.6397333333,3.26513333333,3.63486666667,2.46433333333,6.6164,5.389,6.87376666667,2.61013333333,5.21506666667
344.16,10.6656666667,3.30593333333,3.68206666667,2.48633333333,6.65826666667,5.46346666667,6.9112,2.64326666667,5.28986666667
344.52,10.6746666667,3.2824,3.6648,2.4798,6.6772,5.459,6.8756,2.6272,5.26153333333
344.89,10.5449333333,3.21413333333,3.58346666667,2.43506666667,6.63206666667,5.39226666666,6.83053333333,2.4994,5.19533333333
345.25,10.5018666667,3.1606,3.53633333333,2.4288,6.61266666667,5.2886,6.78346666667,2.42693333333,5.15386666667
345.62,10.6416,3.2662,3.684,2.56953333333,6.71606666667,5.3552,6.88733333333,2.51846666667,5.249
345.99,10.6635333333,3.2594,3.6742,2.5558,6.737,5.32566666667,6.91253333333,2.47893333333,5.25286666667
346.35,10.7429333333,3.36066666667,3.76813333333,2.59386666667,6.842,5.37266666667,7.00386666667,2.57346666667,5.32093333333
346.72,10.864,3.50213333333,3.97313333333,2.74533333333,6.9896,5.53593333333,7.11106666667,2.72433333333,5.45026666667
347.08,10.9473333333,3.5972,4.09093333333,2.80833333333,7.14833333333,5.63046666667,7.20426666667,2.84166666667,5.57293333333
347.45,11.0091333333,3.6022,4.12206666667,2.81306666667,7.20113333333,5.61146666667,7.2556,2.875,5.60593333333
347.81,11.0422666667,3.62186666667,4.19646666667,2.91553333333,7.2876,5.6126,7.3209,2.94853333333,5.68026666667
348.18,11.0433333333,3.56533333333,4.157,2.84986666667,7.23146666667,5.53133333333,7.28423333333,2.8734,5.58113333333
348.54,10.9979333333,3.54313333333,4.09913333333,2.80433333333,7.16473333333,5.4786,7.27753333333,2.8312,5.53313333333
348.91,11.155,3.6338,4.1638,2.85113333333,7.2452,5.5632,7.37136666667,2.975,5.6194
349.27,11.2877333333,3.78986666667,4.3046,2.97086666667,7.4288,5.72513333333,7.51423333333,3.15333333333,5.79333333333
349.64,11.2461333333,3.78706666667,4.30286666667,2.941,7.44466666667,5.72146666667,7.4914,3.14086666667,5.81033333333
350.00,11.2406,3.79126666667,4.32686666667,2.9342,7.43893333333,5.7446,7.4583,3.12493333333,5.8212
350.37,11.3337333333,3.83086666667,4.42046666667,3.06973333333,7.53246666667,5.82233333333,7.51946666667,3.22433333333,5.89833333333
350.73,11.335,3.803,4.4112,3.02573333333,7.52893333333,5.7372,7.55023333333,3.23526666666,5.9434
351.10,11.3960666667,3.84626666666,4.47053333333,3.12033333333,7.60093333333,5.82153333333,7.57376666667,3.29373333333,6.00373333333
351.46,11.432,3.9304,4.52973333333,3.17606666667,7.6198,5.8998,7.6158,3.33646666667,6.05166666667
351.83,11.5301333333,4.00173333333,4.53806666666,3.13753333333,7.62353333333,5.9536,7.62403333334,3.35246666667,6.09833333333
352.19,11.5073333333,3.9792,4.51493333333,3.072,7.625,5.92006666667,7.5587,3.34033333333,6.07586666667
352.55,11.493,3.9558,4.53133333333,3.05446666667,7.64573333334,5.918,7.5331,3.31953333333,6.0682
352.92,11.4913333333,3.9496,4.55066666667,3.02333333333,7.6244,5.908,7.52543333333,3.27886666667,6.04213333333
353.28,11.3628,3.81866666667,4.429,2.89493333333,7.47966666667,5.809,7.4237,3.12573333333,5.8962
353.65,11.3755333333,3.7928,4.41313333333,2.89933333334,7.47653333333,5.78146666667,7.4268,3.0854,5.877
354.01,11.3606,3.7772,4.40606666667,2.85386666667,7.46093333333,5.73886666667,7.4258,3.11266666667,5.79666666667
354.38,11.2642666667,3.69193333333,4.28306666667,2.71866666667,7.31626666667,5.64813333333,7.28596666666,2.9908,5.65566666667
354.74,11.2903333333,3.70966666666,4.27866666667,2.737,7.36573333333,5.68953333333,7.289,2.96913333333,5.62426666667
355.11,11.296,3.71,4.2984,2.74413333333,7.3524,5.68193333333,7.31126666667,2.99326666667,5.59373333333
355.47,11.2476666667,3.6124,4.1894,2.64826666667,7.31906666667,5.60346666667,7.2754,2.91726666667,5.51406666667
355.83,11.1844,3.51933333333,4.14873333333,2.6144,7.25593333333,5.51253333333,7.24323333333,2.87373333333,5.44646666667
356.20,11.2278666667,3.5556,4.17846666667,2.698,7.29213333333,5.5454,7.32756666667,2.90906666667,5.51833333333
356.56,11.345,3.61546666667,4.23446666667,2.76946666667,7.37533333333,5.6116,7.4157,2.986,5.6018
356.93,11.2164,3.55766666667,4.16126666667,2.7246,7.29846666667,5.5148,7.3027,2.90393333333,5.51113333333
357.29,11.2912,3.64566666667,4.22666666667,2.81846666667,7.3786,5.5788,7.3431,3.001,5.60466666667
357.66,11.3002,3.64473333333,4.23846666667,2.8292,7.3392,5.57713333333,7.3579,3.01633333333,5.58946666666
358.02,11.3676,3.65206666667,4.24853333333,2.89753333333,7.35073333333,5.58433333333,7.37693333333,3.03553333333,5.60986666667
358.38,11.4538666667,3.75513333333,4.37326666667,3.01526666667,7.45433333333,5.64486666667,7.47516666667,3.0992,5.70573333333
358.75,11.4677333333,3.77273333333,4.3822,3.0624,7.4434,5.66673333333,7.50806666667,3.123,5.7224
359.11,11.3466,3.6678,4.2544,2.93613333333,7.32646666666,5.52146666667,7.37193333333,2.95866666667,5.60393333333
359.48,11.5258666667,3.8884,4.4662,3.16493333333,7.50306666667,5.70893333333,7.56123333333,3.1654,5.78506666667
359.84,11.5035333333,3.93653333333,4.4826,3.2042,7.52346666667,5.7562,7.60963333333,3.18053333333,5.7808
360.20,11.5334666666,4.00033333333,4.55006666667,3.24593333333,7.53193333333,5.81206666667,7.6554,3.2556,5.84433333333
360.57,11.5233333333,4.01153333333,4.57126666667,3.2496,7.5034,5.81226666667,7.64456666667,3.24846666667,5.82366666667
360.93,11.6534666667,4.1012,4.69533333333,3.36533333333,7.5994,5.91306666667,7.75183333333,3.33286666667,5.9146
361.29,11.6863333333,4.0844,4.69513333333,3.3524,7.54786666667,5.90753333333,7.7695,3.3146,5.9024
361.66,11.6234666667,4.06733333333,4.6564,3.30746666667,7.50446666667,5.8936,7.72693333333,3.2924,5.85613333333
362.02,11.6098666667,4.09613333333,4.65053333333,3.2956,7.4612,5.90746666667,7.72053333333,3.2776,5.86686666667
362.39,11.6002,4.06926666667,4.64006666667,3.27033333333,7.43926666667,5.89106666667,7.73666666667,3.29386666667,5.83506666667
362.75,11.6215333333,4.08666666667,4.65626666667,3.2644,7.42353333333,5.91,7.72903333333,3.30086666667,5.82846666667
363.11,11.7023333333,4.1278,4.70566666667,3.31053333333,7.45086666667,5.9594,7.76736666667,3.348,5.84166666667
363.48,11.6029333333,3.9974,4.57726666667,3.188,7.28526666667,5.80553333333,7.5974,3.1924,5.70253333333
363.84,11.6582,4.00253333334,4.59286666667,3.19986666667,7.26926666667,5.8108,7.5615,3.21566666667,5.72526666667
364.20,11.6721333333,3.98293333333,4.56813333334,3.17986666667,7.23166666667,5.77426666667,7.5205,3.1712,5.65946666667
364.57,11.6615333334,3.971,4.54713333333,3.16966666667,7.20333333333,5.745,7.49816666667,3.17093333333,5.6604
364.93,11.6254666667,3.9058,4.47446666666,3.09366666667,7.12913333333,5.6904,7.46343333333,3.13066666667,5.61786666666
365.29,11.6559333333,3.9094,4.50446666667,3.12246666667,7.16393333333,5.7,7.48126666667,3.13826666667,5.6206
365.66,11.7399333333,3.9346,4.54326666667,3.1688,7.17766666667,5.706,7.48406666667,3.16533333333,5.6444
366.02,11.7661333333,3.92026666667,4.5774,3.19206666667,7.18826666667,5.70173333333,7.4952,3.17773333333,5.64293333333
366.38,11.8196666667,3.96733333333,4.6436,3.23946666667,7.2066,5.76226666667,7.50143333333,3.2056,5.70326666667
366.75,11.8090666667,3.94986666667,4.63326666667,3.23886666666,7.1702,5.7258,7.51923333333,3.201,5.67826666667
367.11,11.8026666667,3.9386,4.625,3.21526666667,7.12346666667,5.69853333333,7.5119,3.20506666667,5.6926
367.47,11.8297333333,3.95426666667,4.65646666667,3.22493333333,7.12773333333,5.74606666667,7.53386666667,3.26186666667,5.71513333334
367.84,11.8985333333,3.9842,4.69586666667,3.27253333333,7.1582,5.7828,7.6013,3.2884,5.73226666667
368.20,11.8964,3.93266666667,4.67413333333,3.26506666667,7.09993333333,5.77993333333,7.57926666667,3.25793333333,5.70013333333
368.56,11.872,3.8856,4.65153333333,3.21253333333,7.0132,5.76853333333,7.54496666667,3.21773333333,5.63866666667
368.93,11.8952666667,3.85726666667,4.66946666667,3.2056,6.96806666667,5.7406,7.55623333333,3.2226,5.65326666667
369.29,11.8231333333,3.82413333333,4.63786666667,3.136,6.86906666667,5.68773333333,7.47556666666,3.19306666667,5.5982
369.65,11.8628666667,3.82526666667,4.6292,3.12993333333,6.83833333333,5.70833333333,7.4801,3.18273333333,5.58946666667
370.01,11.8643333333,3.8174,4.6024,3.12313333333,6.7904,5.70233333333,7.4569,3.188,5.58073333333
370.38,11.9213333333,3.88726666667,4.6438,3.18366666667,6.78186666667,5.7302,7.5204,3.24093333333,5.6412
370.74,11.9186666667,3.86593333333,4.6216,3.1396,6.69953333333,5.67673333333,7.45973333333,3.19086666667,5.6156
371.10,11.9147333333,3.87166666667,4.61126666667,3.15906666667,6.63466666667,5.66206666667,7.47676666667,3.18846666667,5.62326666667
371.46,11.8980666666,3.84306666666,4.58213333333,3.10786666667,6.55713333333,5.61333333333,7.45256666667,3.11886666667,5.56866666667
371.83,11.7848,3.753,4.50006666666,2.99193333334,6.39593333333,5.52946666667,7.34146666667,3.02306666666,5.464
372.19,11.8012,3.76893333333,4.5006,2.9854,6.36233333333,5.49946666667,7.3596,3.02853333333,5.45493333333
372.55,11.771,3.73966666667,4.44806666667,2.942,6.2624,5.432,7.31506666667,2.98426666667,5.4206
372.92,11.7317333334,3.68273333333,4.39193333333,2.88586666667,6.1312,5.39846666667,7.22386666667,2.9242,5.3248
373.28,11.7328,3.64433333333,4.3646,2.882,6.056,5.35433333333,7.20453333333,2.8814,5.28793333333
373.64,11.7461333333,3.666,4.3876,2.8894,6.00293333333,5.36446666666,7.23743333333,2.92226666667,5.3294
374.00,11.8023333333,3.6868,4.4122,2.89906666667,5.97713333333,5.38326666667,7.28413333333,2.93353333333,5.32013333333
374.37,11.7636666667,3.58933333333,4.3294,2.81553333333,5.86466666667,5.30846666667,7.20806666667,2.8478,5.217
374.73,11.8039333333,3.601,4.37833333333,2.8478,5.84173333333,5.37793333333,7.23283333333,2.89953333333,5.22866666667
375.09,11.8854,3.634,4.45006666667,2.87906666667,5.8276,5.4498,7.27376666667,2.93426666667,5.2532
375.45,11.9485333333,3.65846666667,4.47413333333,2.92646666667,5.8078,5.4754,7.3211,2.95893333333,5.2836
375.81,12.0232666667,3.7026,4.52026666667,2.9862,5.80086666667,5.51646666667,7.3757,3.00513333333,5.32153333333
376.18,12.0807333333,3.75546666667,4.57786666667,3.0134,5.768,5.58946666667,7.40196666667,3.0438,5.36866666667
376.54,12.1715333333,3.80986666667,4.67913333333,3.09546666667,5.76126666667,5.67586666667,7.457,3.09066666667,5.4278
376.90,12.2601333333,3.92066666667,4.75073333333,3.17686666667,5.8084,5.733,7.5494,3.17553333334,5.53033333333
377.26,12.3279333333,3.974,4.78253333334,3.20693333333,5.81466666667,5.77386666667,7.59623333333,3.227,5.57126666667
377.63,12.3202,3.9446,4.7806,3.1812,5.76826666667,5.74726666667,7.56963333333,3.17626666667,5.53593333333
377.99,12.3262,3.94473333333,4.7704,3.16726666667,5.7236,5.73326666667,7.55186666667,3.15706666667,5.55026666667
378.35,12.3278,3.9254,4.75893333333,3.169,5.6516,5.73386666667,7.54976666667,3.14153333333,5.5586
378.71,12.4213333333,4.03026666667,4.8334,3.2378,5.69386666667,5.80673333333,7.63133333333,3.183,5.6516
379.07,12.4243333333,3.99766666667,4.80126666667,3.2216,5.61046666667,5.7534,7.57813333333,3.1548,5.61293333333
379.44,12.4142666667,3.9906,4.8038,3.19886666667,5.55053333334,5.75886666667,7.54876666667,3.16013333333,5.60666666667
379.80,12.4792666667,4.0432,4.85853333333,3.24746666667,5.5714,5.80326666667,7.60116666667,3.20213333333,5.6592
380.16,12.5074666667,4.03746666667,4.84746666667,3.26,5.55146666667,5.787,7.5775,3.19873333333,5.6516
380.52,12.4915333333,4.02966666667,4.81633333334,3.25586666667,5.50753333333,5.7708,7.54823333333,3.2154,5.62333333333
380.88,12.4618,3.98406666667,4.79273333333,3.22886666667,5.42566666667,5.7514,7.4965,3.16353333333,5.5552
381.24,12.4201333333,3.95266666667,4.7712,3.2054,5.3426,5.7052,7.46833333333,3.135,5.5344
381.61,12.4304666667,3.94546666667,4.76826666667,3.20146666667,5.29606666667,5.7058,7.48493333333,3.14046666667,5.5366
381.97,12.4050666667,3.9424,4.77386666667,3.191,5.24693333333,5.68813333333,7.46616666667,3.12946666667,5.53013333333
382.33,12.3969333333,3.95953333334,4.76673333334,3.17766666667,5.20993333333,5.67386666667,7.4265,3.14953333333,5.51053333333
382.69,12.3842666667,3.89853333333,4.71693333333,3.13773333333,5.13113333333,5.60706666667,7.3773,3.10453333333,5.46286666667
383.05,12.3582,3.90013333333,4.72446666667,3.11746666667,5.10373333333,5.5938,7.37836666667,3.10613333333,5.474
383.41,12.3696,3.87986666667,4.699,3.0946,5.03373333333,5.55686666667,7.35366666667,3.06913333333,5.466
383.77,12.3425333333,3.84193333333,4.6922,3.06473333333,4.95206666667,5.52153333333,7.3149,3.03933333333,5.43566666667
384.14,12.3328,3.84806666667,4.71,3.05966666667,4.92466666667,5.52126666667,7.31833333333,3.04073333333,5.42853333333
384.50,12.3666,3.86433333333,4.71293333334,3.048,4.90786666667,5.49993333333,7.34333333333,3.0192,5.43026666667
384.86,12.4384666667,3.89666666667,4.74853333333,3.0642,4.92206666667,5.50926666666,7.3631,3.04133333333,5.47733333333
385.22,12.4746,3.8902,4.75053333333,3.05313333333,4.89986666667,5.523,7.38326666667,3.03826666667,5.45053333333
385.58,12.4961333333,3.90646666667,4.74786666667,3.03453333333,4.86586666666,5.50833333333,7.3792,3.037,5.46613333333
385.94,12.5272666667,3.8956,4.74406666667,3.0396,4.831,5.51613333333,7.37516666667,3.044,5.45886666667
386.30,12.5935333333,3.90546666667,4.7798,3.05273333333,4.8292,5.51673333333,7.41793333333,3.05166666667,5.48573333333
386.66,12.5516,3.86113333333,4.73366666667,3.017,4.748,5.45573333333,7.3684,3.00753333333,5.4302
387.03,12.5961333333,3.85346666667,4.72206666667,2.99846666667,4.71826666667,5.46526666667,7.36366666667,3.00506666667,5.43433333333
387.39,12.6148,3.88206666667,4.76053333333,3.01873333333,4.7276,5.48966666667,7.3865,3.0414,5.45906666667
387.75,12.6387333333,3.90613333333,4.76013333333,3.00566666667,4.70606666667,5.4888,7.3936,3.04553333333,5.4694
388.11,12.6469333333,3.87173333333,4.74513333333,2.98,4.66426666667,5.46073333333,7.3744,3.03526666667,5.4562
388.47,12.697,3.89613333334,4.77086666667,3.01726666667,4.66506666667,5.48546666667,7.38246666667,3.07073333333,5.48973333333
388.83,12.7068666667,3.89373333333,4.79013333333,3.05386666667,4.64426666666,5.51533333333,7.40266666667,3.10586666667,5.5
389.19,12.7521333333,3.94693333333,4.82266666667,3.07573333333,4.6252,5.54393333333,7.40933333333,3.1208,5.54693333334
389.55,12.769,3.92906666667,4.82526666667,3.0862,4.60033333333,5.54246666667,7.39633333334,3.13113333333,5.5268
389.91,12.8324666667,3.95826666667,4.86053333333,3.09933333333,4.59193333333,5.5548,7.42223333333,3.1614,5.55133333333
390.27,12.8482666667,3.9738,4.8674,3.10573333333,4.5626,5.56606666667,7.4295,3.15886666667,5.56093333334
390.63,12.9096666667,4.02446666667,4.9256,3.15953333333,4.5908,5.63253333333,7.49426666667,3.21073333333,5.63086666667
391.00,12.9176666667,4.05346666667,4.95286666667,3.19393333333,4.59393333333,5.64973333333,7.51923333333,3.21886666667,5.63286666667
391.36,12.9042,4.01713333333,4.92206666667,3.17793333333,4.52953333333,5.63393333333,7.50246666667,3.18366666667,5.58993333333
391.72,12.9664666667,4.02726666667,4.9226,3.201,4.51193333334,5.63586666666,7.5047,3.19533333333,5.60086666667
392.08,13.0279333333,4.095,4.978,3.25906666667,4.53626666667,5.69606666667,7.57156666667,3.22606666667,5.6498
392.44,13.0442666667,4.08513333333,4.9868,3.246,4.51293333333,5.703,7.58576666667,3.23653333333,5.64953333333
392.80,13.0758,4.1082,5.01393333333,3.23546666667,4.49046666667,5.70586666667,7.60316666667,3.24406666667,5.6488
393.16,13.1033333333,4.12686666667,5.05246666667,3.2656,4.48726666667,5.727,7.62793333334,3.26773333333,5.66993333333
393.52,13.1448666667,4.15646666667,5.087,3.28906666667,4.46453333333,5.74433333333,7.65426666667,3.26793333333,5.69
393.88,13.095,4.1106,5.0586,3.25013333333,4.3878,5.7018,7.61106666666,3.2138,5.6466
394.24,13.0819333333,4.07246666667,5.035,3.216,4.3262,5.68193333333,7.5716,3.18126666667,5.6076
394.60,13.0755333333,4.0264,4.9892,3.146,4.239,5.63446666667,7.5288,3.14633333333,5.5722
394.96,13.0664666667,3.9902,4.9694,3.11846666667,4.17093333333,5.59113333333,7.5041,3.1084,5.52826666667
395.32,13.1286666667,4.03726666667,5.00866666667,3.16113333333,4.18586666667,5.6158,7.53623333333,3.1482,5.56933333333
395.68,13.0646666667,3.96206666667,4.9412,3.10086666667,4.08886666667,5.56226666667,7.48896666667,3.07786666667,5.4938
396.04,13.068,3.94666666667,4.9202,3.07833333333,4.02526666667,5.52166666667,7.467,3.05733333333,5.4756
396.40,13.0535333333,3.91953333333,4.89073333333,3.04606666667,3.93893333333,5.49186666667,7.4378,3.0004,5.44773333333
396.76,13.0461333333,3.90253333333,4.85806666667,3.021,3.88033333333,5.44953333333,7.40923333333,2.94706666667,5.3976
397.12,13.0496666667,3.8644,4.8126,3.00086666667,3.81806666667,5.40813333333,7.38483333333,2.904,5.35993333333
397.48,13.0674666667,3.8708,4.78633333333,3.00246666667,3.79806666667,5.4084,7.3761,2.92146666667,5.36493333333
397.84,13.1614,3.9152,4.82526666667,3.06066666667,3.81773333333,5.473,7.44116666667,2.9602,5.40886666667
398.20,13.2027333333,3.94813333333,4.86806666667,3.10166666667,3.82353333333,5.48606666666,7.48353333333,2.99546666667,5.44726666666
398.56,13.2318666667,3.95866666667,4.89833333333,3.1432,3.82533333333,5.49566666667,7.4965,3.01186666666,5.43873333333
398.92,13.2586,3.9804,4.8992,3.14466666667,3.80486666666,5.51233333333,7.50033333333,3.0202,5.45913333333
399.28,13.2644666667,3.96426666667,4.8934,3.11873333333,3.76686666667,5.4856,7.4883,3.00393333333,5.4368
399.64,13.2992666667,4.00286666667,4.93986666667,3.13433333333,3.76633333333,5.5058,7.511,3.03713333333,5.4776
400.00,13.3085333333,3.97153333333,4.92146666667,3.09806666667,3.71686666667,5.47453333333,7.4821,3.00573333333,5.4596
400.36,13.3419333333,3.98726666667,4.95453333333,3.11593333333,3.72893333333,5.48593333334,7.4997,3.03993333333,5.47593333333
400.72,13.4066,4.0258,4.99793333334,3.151,3.74986666667,5.54,7.55686666667,3.09233333333,5.5318
401.08,13.4598666666,4.05653333333,5.0402,3.1766,3.75946666667,5.57106666667,7.57976666667,3.1226,5.57366666667
401.44,13.4969333333,4.05733333333,5.0566,3.211,3.74966666667,5.56873333333,7.61143333333,3.11286666667,5.58606666667
401.80,13.4990666667,4.07726666667,5.0742,3.2178,3.75166666667,5.5714,7.62053333333,3.117,5.59706666667
402.16,13.5328,4.06686666667,5.0648,3.198,3.73206666667,5.57026666667,7.61003333333,3.09613333333,5.57506666667
402.52,13.5774,4.117,5.124,3.2314,3.76673333333,5.6102,7.66266666667,3.128,5.62186666667
402.88,13.6138666667,4.11646666667,5.14266666667,3.25213333333,3.77206666667,5.611,7.6821,3.14233333333,5.6284
403.24,13.6378666667,4.1174,5.14706666667,3.2542,3.74306666667,5.6084,7.672,3.10933333333,5.6098
403.60,13.6659333333,4.1244,5.17533333333,3.27846666667,3.74426666667,5.61186666667,7.6777,3.1044,5.6024
403.95,13.6941333333,4.141,5.18526666667,3.29733333333,3.7512,5.63106666667,7.70426666667,3.12513333333,5.60373333333
404.31,13.7094666667,4.16333333333,5.193,3.31006666667,3.75126666667,5.62213333333,7.70296666667,3.12086666667,5.60126666667
404.67,13.6663333333,4.11633333333,5.13266666667,3.27033333333,3.68633333333,5.55506666667,7.651,3.081,5.56086666667
405.03,13.6290666667,4.08146666667,5.08546666667,3.23233333333,3.6388,5.50373333333,7.60286666667,3.03666666667,5.51033333333
405.39,13.6309333333,4.08533333333,5.08906666667,3.21626666667,3.6274,5.51233333333,7.57826666667,3.033,5.5062
405.75,13.6183333333,4.0638,5.0646,3.1782,3.57493333333,5.4636,7.54643333333,2.99606666667,5.46206666667
406.11,13.6119333333,4.06553333333,5.06753333333,3.17733333333,3.5576,5.44506666667,7.55553333334,2.9914,5.4584
406.47,13.57,4.0018,4.99406666667,3.10626666667,3.47866666667,5.37873333333,7.4994,2.93446666667,5.40446666667
406.83,13.5387333333,3.96793333333,4.95713333333,3.05286666667,3.40913333333,5.33466666667,7.4653,2.88986666667,5.36853333333
407.19,13.5321333333,3.95286666667,4.93486666667,3.03413333333,3.386,5.3156,7.4669,2.87933333333,5.3658
407.55,13.565,3.95466666667,4.9242,3.02593333333,3.38186666667,5.3082,7.48206666667,2.88826666667,5.37753333333
407.90,13.58,3.9432,4.93913333333,3.02926666667,3.36793333333,5.30886666666,7.4792,2.87993333333,5.3668
408.26,13.5847333333,3.92853333333,4.9182,3.01606666666,3.33866666667,5.2814,7.4806,2.8612,5.35953333333
408.62,13.6306,3.95853333333,4.95433333333,3.0468,3.35606666667,5.31833333333,7.5169,2.86793333334,5.38153333333
408.98,13.6776666667,3.98693333333,5.0004,3.07053333333,3.37646666666,5.36126666667,7.57176666667,2.89786666667,5.40386666667
409.34,13.6946,3.99406666667,5.01773333333,3.0594,3.35773333333,5.35193333333,7.6005,2.89106666667,5.38346666667
409.70,13.7274,4.01066666667,5.0538,3.0892,3.383,5.38353333333,7.62186666667,2.92773333333,5.4174
410.06,13.7351333333,4.0154,5.06073333333,3.10373333333,3.3796,5.39006666667,7.62983333333,2.9256,5.42633333333
410.42,13.7922,4.0564,5.1,3.14126666667,3.41973333333,5.42266666667,7.65546666667,2.945,5.45233333333
410.77,13.8349333333,4.07546666667,5.11266666667,3.1574,3.442,5.43046666667,7.67173333333,2.95786666667,5.468
411.13,13.8396,4.0624,5.12266666667,3.1406,3.43266666667,5.4208,7.665,2.9514,5.46513333333
411.49,13.8616,4.08386666666,5.149,3.1492,3.43473333333,5.43566666667,7.6857,2.95666666667,5.4754
411.85,13.8528,4.07686666667,5.14233333333,3.14,3.41626666667,5.42553333333,7.68536666667,2.94146666666,5.4768
412.21,13.8829333333,4.09286666667,5.17893333333,3.1604,3.42713333333,5.46166666666,7.71593333333,2.95386666667,5.4884
412.57,13.8807333333,4.0874,5.19706666667,3.13386666667,3.409,5.4376,7.7028,2.93066666667,5.46926666667
412.92,13.8711333333,4.0702,5.174,3.09893333333,3.36673333333,5.39766666667,7.6757,2.89986666667,5.42226666667
413.28,13.8577333333,4.04006666667,5.14926666667,3.07673333333,3.32746666667,5.35973333333,7.65476666667,2.8752,5.407
413.64,13.8776,4.05686666667,5.15133333333,3.0942,3.31366666667,5.35513333333,7.67703333333,2.867,5.40346666667
414.00,13.9019333333,4.06233333333,5.15246666667,3.09166666667,3.29613333333,5.35593333333,7.6864,2.86,5.39826666667
414.36,13.9090666667,4.0656,5.17386666667,3.11473333333,3.26833333333,5.3528,7.7133,2.8572,5.39373333333
414.72,13.9536,4.12626666667,5.251,3.17933333333,3.30713333333,5.4246,7.78763333333,2.9156,5.4368
415.07,14.0081333333,4.19713333333,5.31466666667,3.22973333333,3.3456,5.46526666667,7.86176666667,2.9684,5.471
415.43,14.0239333333,4.20766666667,5.34053333333,3.25206666667,3.34166666667,5.48993333333,7.8726,2.9828,5.47073333333
415.79,14.024,4.20426666667,5.3402,3.25586666667,3.3218,5.46266666667,7.87873333334,2.9712,5.463
416.15,14.0392666666,4.21266666667,5.3552,3.256,3.3056,5.45533333333,7.88463333333,2.97406666667,5.46793333333
416.51,14.0685333333,4.21566666667,5.36426666667,3.27566666667,3.29606666667,5.47626666667,7.8908,2.97406666667,5.47906666667
416.86,14.0772,4.22206666667,5.3888,3.306,3.3024,5.50326666667,7.92323333333,2.99866666666,5.5102
417.22,14.0454666667,4.204,5.37606666667,3.2874,3.26973333333,5.4758,7.91246666667,2.9838,5.48026666667
417.58,14.0304,4.19586666667,5.38586666667,3.271,3.24773333333,5.46786666667,7.91216666667,2.97066666666,5.46453333333
