wavelength,Back_IriJelm,Belly_IriJelm,Breast_IriJelm,Crissum_IriJelm,Crown_IriJelm,DorTail_IriJelm,Rump_IriJelm,Throat_IriJelm,WingTip_IriJelm
185.25,32.7777333333,-119.1666,-186.388933333,-41.3888666667,-74.4444666667,-66.3888666667,-59.8612333334,-87.5000666668,-150.833333333
185.63,60.3705333333,-144.074,-230.3704,-36.6666666669,-84.8148666667,-57.7778,-65.5555333332,-86.2961333333,-192.963
186.01,32.9166666667,-180.0,-287.5,-64.5833333332,-119.583333333,-90.4166666665,-88.3333333334,-132.5,-241.666666667
186.39,-41.6666666667,804.999999999,1268.33333333,293.333333333,496.666666667,523.333333333,530.0,681.666666666,1043.33333333
186.77,48.4614666667,169.487266667,244.8718,101.0256,123.077,138.461466667,134.487133333,172.307666667,213.8462
187.15,34.0350000001,191.579,267.719333333,102.807,137.193066667,159.649133333,145.614033333,208.0702,261.403466667
187.53,40.8333333335,216.25,302.083333333,111.25,133.333333333,184.166666667,144.791666667,217.916666667,300.833333333
187.91,91.4286,429.523733333,555.238133333,184.761866667,205.714266667,425.714266667,250.4762,451.4286,611.4286
188.29,42.2223333334,-139.999933333,-204.444666667,17.7778,-11.1111333334,-123.888866667,-40.5554999999,-167.777733333,-268.889
188.67,40.3604666667,-20.5404666667,-35.4955333333,37.2973333334,27.5675999999,-14.5946,16.4866,-27.0270666667,-65.4054666667
189.05,38.4126666667,-24.1268666666,-20.6348666667,36.6666666666,26.3493333333,-12.2221333333,10.1586333333,-20.635,-57.7777333334
189.43,35.3847333333,-24.6153333333,-16.0682666667,34.1880666667,35.8975333334,-23.9316,15.5555333333,-19.8292,-64.7862666666
189.81,55.5556,12.0987333333,22.963,53.2098666666,62.8395333334,9.75300000001,42.3457333333,13.5804,-13.9506
190.19,87.5555333332,31.8517999999,55.1111333333,82.8148666667,104.296333333,22.5185333334,63.9259333333,35.2594,1.77773333334
190.57,68.0953333333,29.0477333333,52.6190666667,64.2856666667,88.0952666668,32.5,59.5831999999,33.5714,2.97620000002
190.95,64.7058000001,30.9804,53.9214666667,57.9409999999,80.5881333333,40.3921333334,59.2156666666,38.4314,6.96073333333
191.33,62.0741333334,11.4074,44.0000666667,59.5556666667,93.4815333333,38.5185333333,56.2961666667,28.0001333333,-25.0370666667
191.71,82.9166666667,7.08333333348,50.4166666667,75.6249999999,125.625,55.2083333334,68.2291666666,33.5416666667,-38.9583333333
192.09,126.6666,-27.9999333335,50.6666666666,101.7778,207.111133333,109.777866667,104.222366667,28.4445333335,-132.444533333
192.47,166.060666667,-41.2119999999,64.2424,112.7272,261.212066667,115.151533333,164.242566667,63.6363333333,-196.363466667
192.85,-58.0000000001,136.0,4.6666666666,-26.6666666667,-132.666666667,-28.6666666666,-63.3333333333,29.3333333333,301.333333333
193.23,19.8198666667,54.4143999999,26.8468666667,16.3963333333,-2.16220000007,21.4414666667,11.2612333333,37.4774,100.900933333
193.61,26.0784666666,65.2942666667,30.1961333333,19.2155999999,2.35280000007,23.5295333335,19.9999000001,46.2745999999,103.137266667
193.99,50.9092000001,73.9392666666,54.3940666666,43.3333333333,37.8788000001,46.5152666667,42.8030666667,64.8484666667,98.1819333333
194.37,76.1111333335,91.4815333331,79.4444,60.3704,62.5926666666,70.3702666668,58.2408000001,96.6666666667,122.036933333
194.75,94.0171333332,109.572666667,90.7693333333,74.188,89.9147333333,101.5386,83.6752666667,116.581266667,128.718
195.13,79.1110666665,88.4445333332,67.7777999999,44.6666666667,72.2223333333,94.8888666665,64.0000666668,95.5556000001,101.999866667
195.51,73.6666666667,80.0000000002,40.6666666667,35.3333333333,48.3333333332,110.333333333,57.4999999999,87.6666666665,91.3333333333
195.89,128.5714,106.666666666,27.619,66.6666666666,103.8096,293.333266666,90.9523666665,135.238266667,199.047533334
196.27,226.666666668,151.111133333,55.5555333334,168.888933333,271.111066668,793.333333333,249.999933331,291.111133334,375.555666667
196.65,74.4443333327,105.555666667,171.111133333,57.7778666668,26.6666666672,-225.555666667,-13.3333666667,-44.4445333336,52.2221999999
197.03,47.0588000001,55.2941333333,80.7842666667,40.3920666668,59.6078666665,-74.1175999999,26.4706000002,-1.17646666666,47.4509333333
197.40,45.0981999999,44.5751333333,52.0261333333,41.8301333333,57.6470666668,2.3529333334,42.9411999999,28.7581333333,50.9804666666
197.78,31.2727333333,36.9696666666,43.0302666667,31.7576,47.8786,-6.30300000005,36.1210333334,16.8484666667,36.0001333333
198.16,26.5409333333,32.9560000001,48.5534666666,28.5536,50.9434000001,-14.9685999999,28.9937999999,15.0944,26.6666666667
198.54,26.0994666667,32.4822666666,53.0496,22.9786666667,51.7730666667,-10.7802,31.3475333333,27.376,25.1064666667
198.92,42.3077333333,49.4871999999,64.6154666667,35.1282,61.5384000001,4.10246666666,51.9230999999,48.5896666667,41.6666666667
199.30,19.3333333333,25.5,51.8333333333,6.3333333334,38.6666666667,-34.6666666667,34.9166666667,21.3333333333,8.83333333326
199.68,4.71533333332,18.8618000001,40.9755333333,3.08953333342,18.8618666666,-42.2764666667,31.0569666667,10.4065333333,-8.13019999994
200.06,-15.3154,-8.10820000013,36.2163333333,-12.4324666666,6.30640000007,-68.4684666668,15.0449,-11.8918666667,-25.4054666665
200.44,-25.4054,-21.0811999999,29.0090666666,-26.1260666667,8.64859999994,-76.2161333333,0.630466666726,-20.5405999999,-35.3152666666
200.82,-39.0474666667,-28.7617999999,24.3810000001,-33.7143333333,5.90466666646,-86.0952666667,-13.9046333333,-16.7618666667,-46.4762666668
201.19,-32.5,-15.3333333333,29.0000000001,-32.3333333334,-2.50000000014,-67.3333333333,-16.7500000001,-13.0,-39.8333333334
201.57,-114.035133333,-61.7543333332,13.6841333335,-134.386066667,-78.2456666667,-195.438533333,-93.3332666668,-82.1053333333,-170.8772
201.95,-991.111133335,-657.777733333,-146.666666667,-1260.00013333,-820.000066667,-1517.77793333,-926.666600001,-693.333333333,-1386.66686667
202.33,2.46077366003e+15,1.83385212099e+15,9.46779467117e+14,3.18578496368e+15,2.15797482145e+15,3.35211108628e+15,2.20915208994e+15,1.88502938949e+15,3.08769519907e+15
202.71,-831.999999999,-646.666666667,-316.0,-1105.33333333,-744.0,-1149.33333333,-736.0,-718.666666667,-1073.33333333
203.09,402.381,316.190533333,197.1428,486.190533333,349.5238,472.857266666,360.476166667,351.428533333,487.142866667
203.47,239.753066667,193.086533333,128.395133333,285.432066667,206.9136,264.938266667,225.431933333,203.21,278.2716
203.85,196.559133333,169.892533333,99.5698666667,249.2474,176.128933333,224.946066667,194.301133333,169.032266667,229.6774
204.22,210.114933333,163.908066667,106.206866667,255.1724,168.2758,219.5402,198.620733333,172.4138,232.4138
204.60,362.857133333,238.571466667,132.857133333,443.809466667,275.7142,358.095333333,311.190366667,277.142733333,408.095266667
204.98,327.5,222.083333333,110.833333333,409.583333333,254.166666667,311.666666667,259.375,261.25,374.166666666
205.36,233.9132,166.087,85.5073333334,293.9132,171.594266667,233.6232,178.2609,179.710133333,265.797133333
205.74,308.148133333,193.703666667,96.2963333333,364.4444,224.074133333,297.036933333,222.592466667,238.518533333,315.925866667
206.12,361.3332,232.889,123.111133333,397.7778,265.333266667,367.1112,261.555633333,311.5556,360.444533333
206.50,1668.88886667,973.333333332,455.555533333,1746.66666666,1293.33326666,1675.5554,1198.8888,1411.1112,1668.88906667
206.87,571.333333333,369.333333333,217.333333333,558.666666667,483.333333333,604.666666667,453.666666667,499.333333333,539.333333333
207.25,4873.33333333,3000.0,1353.33333333,4873.33333333,4226.66666666,5566.66666667,4206.66666667,4320.0,4640.0
207.63,-101.282066667,-27.6923333335,29.2308666667,-97.4357333333,-77.1793333335,-130.256466667,-77.3077000001,-81.2821333333,-85.6410666666
208.01,-71.6666666667,-2.29166666674,33.9583333334,-68.7500000001,-49.5833333333,-91.6666666668,-52.3958333333,-52.4999999999,-62.0833333335
208.39,-9.07106666668,21.4207333333,44.918,-15.9562666667,-5.24593333334,-26.4480666667,-0.16393333332,-1.3116,-7.21313333333
208.77,-14.2076666667,11.8032666666,35.847,-20.9836,-7.3224,-31.0382666666,-5.35523333333,-5.02746666666,-5.02733333332
209.14,-35.9749333333,-8.93093333328,13.4591333334,-49.5597333333,-31.6981333333,-60.3773999999,-36.0377999999,-31.9497333333,-28.176
209.52,-32.3457333333,-12.0988666666,15.4320666667,-40.4938666667,-32.3456666667,-50.4937999999,-37.1605666667,-26.6666,-22.7162
209.90,-27.7778,-20.2221999999,7.66680000002,-36.6666666667,-32.2223333334,-43.8889333333,-36.7778666667,-25.5554666667,-19.7778
210.28,-14.386,-7.63153333333,12.2806,-20.0878,-16.8421333333,-23.3333333334,-20.921,-8.59660000002,-3.68419999999
210.66,-8.69933333333,-2.43913333336,17.1544666667,-9.83740000001,-7.80493333334,-18.0489333333,-14.8373666667,-3.25199999999,4.06506666666
211.03,6.99039999999,11.9741333334,28.6730666667,5.37219999998,9.83819999999,4.07786666666,1.19746666665,10.0324666667,15.8574666667
211.41,7.64713333334,14.7712,30.1959333334,5.22866666667,10.7188,6.9934,4.44443333334,14.9673333333,17.3203333333
211.79,1.86379999999,10.1074666667,26.3799333333,-4.15766666667,1.72040000002,0.5734,-0.609333333332,10.8959333333,10.1793333333
212.17,2.26933333333,11.7729333333,28.0141333333,-3.97140000001,0.78006666666,-0.2836,0.212833333332,12.6950666667,12.9788
212.55,-24.7748666667,-10.8107333333,10.6306,-29.6395333333,-27.7476666667,-25.1350666667,-29.5044666666,-6.57666666667,-6.75679999999
212.92,-37.353,-20.4902666667,5.29413333333,-37.0587333334,-44.5098000001,-36.4706,-44.7548999999,-11.2746,-18.9215333334
213.30,-38.744,-20.0966666667,10.9178,-31.6906666667,-44.2511333333,-36.7149333333,-37.6328999999,-6.57000000001,-10.0484
213.68,-42.6315333333,-22.1930666667,4.2982,-35.2631333333,-40.3508666667,-42.6316666667,-35.4824666667,-10.7895333333,-15.614
214.06,-46.9298,-25.0877333333,3.9474,-41.5789333333,-39.1226666667,-49.2983333333,-38.0261333333,-12.193,-21.2280666667
214.44,-50.5,-27.25,1.5,-49.4166666667,-40.8333333333,-52.75,-37.6666666667,-14.3333333333,-25.8333333333
214.81,-49.5359333333,-28.2701333333,2.61606666666,-51.4768666667,-42.0253333333,-50.9706,-37.2995333333,-13.2490666666,-29.8734
215.19,-53.9474666667,-32.7193333333,-1.05280000001,-57.807,-47.1928666667,-61.4913333333,-39.9999666667,-13.6842,-34.9124
215.57,-39.7778,-25.1850666667,0.370333333328,-43.7778,-38.1482666667,-47.7776666667,-30.4814,-11.7036,-26.7408
215.95,-40.9622666667,-27.2166,-3.98626666667,-41.6494666667,-39.8624666667,-48.1786666666,-35.7388,-16.5637333333,-27.2850666667
216.32,-34.8216,-23.8094666667,-4.82146666667,-32.6785333333,-32.3809333333,-40.5356666667,-32.7381333333,-13.8691333333,-21.1309333333
216.70,-31.892,-18.3183333333,-4.80493333335,-30.5704666667,-28.3482666667,-37.9580666667,-30.03,-12.7327333333,-20.4802666667
217.08,-20.9686,-10.5412,3.70366666667,-23.0769333333,-16.5812,-29.4018,-18.7464666667,-7.46426666665,-10.9972
217.46,-10.164,-0.710199999986,11.5302,-12.3496666667,-4.97266666666,-17.5956,-9.8087,0.710333333326,-6.77573333333
217.83,-2.22219999999,7.92026666666,18.6324666667,-4.78633333334,1.48153333331,-8.37606666665,-2.05133333333,5.24233333335,2.73493333333
218.21,2.83459999999,13.0708,24.0419333333,3.832,6.29926666665,0.83986666666,4.64560000001,9.92106666666,10.8136666667
218.59,7.17946666667,16.4103333333,27.5386,8.30766666666,8.82039999999,6.71779999999,8.64103333333,12.2052,15.1282
218.97,8.21246666667,17.7778,24.8792666667,4.7826,10.8696,6.76326666667,10.6522,11.401,17.2463333333
219.34,7.35999999999,18.9866666667,24.4266666667,2.55999999999,11.6266666667,4.90666666667,8.29333333334,11.2533333333,17.6
219.72,13.3820666667,25.1581333334,31.2896666667,8.90513333333,18.3942,9.34300000001,13.8930666667,17.9074666667,23.8928666667
220.10,14.2647333333,29.4608,32.0098,12.0098,22.4018,13.2842,18.6275666667,20.7353333333,25.0979333333
220.47,17.9259333333,32.1481333333,33.7284,13.0864,22.3702666666,16.4444666667,23.3087,21.4814,25.2346666667
220.85,14.6981333333,30.0262,33.7007333333,12.126,18.0052,12.2835333333,22.0210333333,18.2152666667,22.7821333333
221.23,17.2916,34.5310666667,36.3541333333,15.5206,17.1874,13.0208,22.0051666667,23.0727333333,23.5416
221.61,15.1562666667,34.7395333333,34.7396666667,13.4896666666,14.5312666667,9.21866666667,18.7760666667,20.2603333333,24.1666666667
221.98,10.738,31.9592,31.5012,9.00766666668,9.05846666667,3.81693333333,11.7557333333,16.0814666667,17.7608666667
222.36,4.08799999999,29.1195333333,24.6541333333,-2.13826666667,0.817600000006,-5.849,-0.188700000006,8.55340000001,12.5787333333
222.74,-2.79566666667,25.8064666667,18.0645333333,-8.2438,-4.01433333333,-13.1898,-13.5840666667,3.08260000001,6.80993333333
223.11,-4.41773333334,26.9077333333,20.0000666667,-4.89960000001,-6.50593333333,-13.0120666667,-19.1967666667,4.89966666667,5.70266666667
223.49,-5.97226666666,23.0555333333,16.389,-2.56946666667,-6.04166666667,-5.90280000002,-17.7082666667,4.09733333335,4.58346666668
223.87,-8.63159999999,17.9648,7.71913333334,-4.07013333334,-6.87700000001,-9.12286666667,-19.7893666667,-2.10526666666,2.1052
224.24,-21.1764,3.68646666667,-7.60793333335,-19.9215333333,-18.2745333333,-25.4116666667,-36.2353666667,-17.6471333333,-11.4510666667
224.62,-50.3332666667,-15.1112,-27.5554666667,-48.3332666667,-40.1111333333,-56.9998666667,-70.4999333333,-48.5554666667,-33.7777333333
225.00,-70.6944,-32.0834,-43.1945333333,-70.2776666667,-58.0555333334,-81.5278000001,-104.027766667,-74.7220666667,-55.0
225.38,-102.575733333,-70.4544666667,-76.2122666666,-104.545466667,-89.0910000001,-106.363533333,-141.515166667,-115.151533333,-87.7272666668
225.75,-103.6,-83.0666666667,-79.6000000001,-104.266666667,-91.6,-99.2000000001,-134.666666667,-109.6,-91.3333333333
226.13,-82.5989333334,-74.4632,-67.6835333334,-87.3445333334,-78.8701333333,-79.5480000001,-112.203266667,-86.2146000001,-73.1072666667
226.51,-49.2548666667,-43.3726,-38.0391333333,-51.9216666667,-49.0979333333,-49.0196,-67.7646333334,-51.1374,-48.0783333333
226.88,-29.4017333333,-25.5270666667,-20.9116666667,-30.9402666667,-31.2820666667,-29.4018,-40.1994666667,-31.1680666667,-29.0598
227.26,-29.4171333333,-27.6458666667,-23.4032666667,-32.6806,-31.9814,-29.8835333333,-38.4616333334,-32.4476666667,-29.7437333333
227.64,-28.2634666666,-28.7426,-23.4730666667,-32.6547333333,-32.0958666667,-27.1456666667,-36.1077333333,-32.3752666667,-28.3433333333
228.01,-24.3404,-24.3751333333,-18.3681333333,-27.7432666667,-27.6389333333,-21.2847333333,-31.3890333333,-26.8402666667,-23.9930666667
228.39,-11.5860666667,-12.2581333333,-6.29033333333,-14.9194666667,-15.6452,-10.2419333333,-16.8951666667,-12.5807333333,-10.9676666667
228.76,-7.24640000001,-8.13820000001,-2.27413333333,-7.98213333333,-9.9666,-5.32893333333,-11.2263,-5.90846666667,-5.84166666666
229.14,-2.31893333333,-2.74393333333,1.1402,-3.14973333334,-3.94206666667,0.251266666667,-4.97573333333,-0.193333333333,-0.135266666664
229.52,-0.053733333332,0.303733333332,2.32353333333,-1.62646666667,-1.84106666667,1.9482,-2.06426666667,1.12606666667,2.00166666667
229.89,-0.341000000002,0.017133333334,0.647933333335,-2.5746,-2.76206666667,0.699066666667,-2.57473333334,0.068199999998,1.60286666667
230.27,0.806666666668,0.9876,1.30053333333,-1.25093333333,-1.0864,1.58026666667,-1.46506666667,0.493733333332,2.58426666667
230.65,0.453,0.388266666667,1.45633333333,-0.987066666664,-1.0842,2.0712,-1.7638,0.598733333334,3.382
231.02,-0.4992,-0.821333333333,0.531466666667,-2.67313333333,-2.14166666667,0.7246,-2.8984,-0.144866666667,2.64093333333
231.40,1.60513333333,1.638,2.8828,0.081866666666,0.360266666667,2.3752,-0.327700000001,2.58806666666,5.60206666667
231.78,2.85473333333,3.4062,4.1524,2.2386,2.0924,2.72526666667,1.71933333333,4.99586666667,6.7964
232.15,2.85953333333,3.67406666667,4.02326666666,2.3274,1.77886666667,2.1778,2.34403333333,5.61926666667,6.28433333333
232.53,3.20546666667,3.58073333333,4.34773333333,3.73406666667,2.11426666667,2.42113333333,2.09723333333,5.55833333333,6.803
232.90,5.16406666667,5.9066,5.90673333334,4.83593333334,3.64413333333,4.02413333334,3.32476666667,7.2884,8.73926666667
233.28,4.2112,4.72293333333,5.40486666667,4.21133333333,3.17133333333,3.05193333333,2.30176666667,6.78613333333,8.42286666666
233.66,2.82573333334,3.57013333333,5.14393333333,4.3824,3.43506666667,2.55493333333,1.42126666667,7.3436,8.51093333334
234.03,4.40626666667,5.70033333333,7.17446666667,6.86333333334,6.15893333333,4.6192,3.56266666667,9.3858,10.6798
234.41,3.4718,5.4766,6.29159999999,6.43826666666,5.90040000001,4.5802,3.37403333333,8.76913333334,9.89386666666
234.78,3.8388,4.94466666667,5.30813333333,5.37133333334,5.38693333333,3.75986666667,3.09633333333,7.53553333333,8.53073333334
235.16,4.067,5.10366666667,5.1516,5.7576,5.21533333334,4.21046666667,3.13416666667,7.25673333334,8.10206666666
235.54,3.76226666667,4.48466666667,4.28906666667,4.90586666667,4.04806666666,4.13833333333,2.8744,6.39586666667,7.07293333334
235.91,5.11566666667,5.84653333334,5.33933333333,6.1,5.13059999999,5.63746666667,4.83223333334,7.11419999999,8.45653333333
236.29,5.4258,5.80086666667,5.74306666667,5.75753333333,5.68546666667,6.59453333333,5.10093333333,7.02726666667,8.94646666667
236.66,5.4636,6.79406666667,4.93986666667,4.86906666667,5.39273333333,7.58673333333,4.8691,6.86466666666,8.4076
237.04,2.9914,3.83193333333,1.43873333333,1.5242,2.56406666667,5.72653333333,2.20073333333,3.66086666667,5.54119999999
237.41,3.7068,4.11553333333,1.77586666667,1.98713333333,2.4946,6.15933333333,2.8612,3.62233333334,5.2572
237.79,4.12093333333,4.03653333333,2.23633333333,2.08153333333,2.3206,6.13213333333,3.5512,3.79746666667,5.26013333333
238.17,2.9894,2.4842,1.165,0.729933333333,0.0982666666666,4.65973333333,2.30883333333,1.97893333333,3.41046666667
238.54,1.15886666667,0.613400000002,-0.708800000001,-1.78593333333,-2.11313333333,2.631,0.688399999999,0.122666666667,2.2358
238.92,2.63586666667,2.2738,0.452266666665,-0.400400000001,-0.374666666667,4.2248,2.24173333333,2.62273333333,4.04393333334
239.29,2.28646666667,1.396,-0.1204,-0.938599999999,0.0843999999994,4.34426666666,1.5404,2.14206666667,3.73053333333
239.67,4.4818,3.02526666667,1.759,1.0756,2.66673333333,6.38633333333,2.7228,3.77593333333,5.94966666667
240.04,6.1962,4.53933333334,3.7156,2.5686,4.31373333333,8.08826666667,4.21076666667,5.1862,7.81373333333
240.42,4.59973333333,2.99033333333,1.86466666667,1.31926666667,2.77046666667,6.482,2.66923333333,3.27173333333,6.53473333333
240.79,3.4252,1.71646666667,1.06506666667,0.413733333331,1.8774,5.56326666667,2.253,2.207,5.67806666667
241.17,3.27906666666,1.62266666667,1.6566,0.845,2.16353333333,5.4902,2.77233333333,2.35973333333,5.93646666667
241.54,2.7122,1.45806666667,1.65606666667,0.534,2.0222,5.58673333333,2.4901,2.13606666667,5.89866666667
241.92,3.41426666667,2.30466666667,2.14853333333,1.16853333333,2.68153333333,6.29506666667,3.2175,2.72473333333,6.70966666667
242.29,3.4872,2.13113333333,1.9324,1.2568,2.8018,6.31386666667,3.03516666667,2.7224,6.81553333333
242.67,3.7632,2.30213333333,2.28786666667,1.9826,3.23706666667,6.68066666667,3.26993333333,3.0632,7.10826666667
243.05,3.2748,1.99833333333,2.09746666666,1.8178,2.9544,6.5088,2.9342,2.54833333333,6.90566666667
243.42,4.16446666667,2.89586666667,2.99226666667,2.72973333333,3.5128,6.97733333333,4.0113,3.2152,7.734
243.80,3.2446,2.26126666666,2.26546666667,1.84973333333,2.78966666667,6.1858,3.62146666667,2.49933333333,6.87893333333
244.17,1.829,0.953000000001,0.974266666665,0.534333333333,1.6282,4.81626666667,2.2393,1.09406666667,5.594
244.55,1.83106666667,1.21926666667,1.22766666666,0.603266666667,1.73066666667,5.05766666667,2.3359,1.211,5.6274
244.92,2.24353333333,1.55573333334,1.69566666667,1.13593333333,2.07953333333,5.40693333333,2.52736666667,1.5678,5.92286666667
245.30,2.46973333333,1.6898,1.76426666666,1.26286666667,2.11326666667,5.56733333333,2.52746666667,1.64166666667,5.78633333333
245.67,2.86693333333,1.9068,1.9952,1.47093333333,2.40366666667,5.87333333333,2.8908,1.86933333333,6.03006666667
246.05,2.74326666667,1.73,1.79173333333,1.2264,2.32,5.77073333333,2.66596666667,1.65586666667,5.67193333333
246.42,3.09173333333,2.17826666667,2.131,1.3852,2.7036,6.21413333333,2.9925,2.0054,6.016
246.79,3.4318,2.54706666667,2.4216,1.49853333333,2.9128,6.53113333333,3.35393333333,2.29386666666,6.24466666667
247.17,3.34166666667,2.33033333333,2.23953333333,1.3476,2.71433333333,6.37333333333,3.26766666667,2.18966666667,5.95593333334
247.54,2.94306666667,2.04166666667,1.94153333333,1.02886666666,2.42633333333,6.17273333333,2.97263333333,2.00293333333,5.71526666667
247.92,2.93526666667,2.0486,1.987,1.04313333333,2.39513333333,6.21246666667,2.88453333333,1.9738,5.767
248.29,3.21866666667,2.23166666667,2.09193333333,1.2556,2.63133333333,6.4046,3.11816666667,2.25126666667,5.98966666667
248.67,3.2528,2.101,1.99873333333,1.15386666667,2.5822,6.2486,3.02303333333,2.22073333333,5.9112
249.04,3.40773333333,2.14413333334,2.17333333333,1.13733333333,2.7028,6.3264,3.15533333333,2.29726666667,6.06993333333
249.42,3.881,2.631,2.5816,1.564,3.10706666667,6.78153333333,3.62523333333,2.78813333333,6.6878
249.79,3.889,2.54006666667,2.44993333333,1.50406666667,2.99306666667,6.70913333333,3.4197,2.70273333333,6.53906666667
250.17,3.98746666667,2.60626666667,2.52233333333,1.6626,3.00613333333,6.8072,3.3929,2.8198,6.62066666666
250.54,4.01826666667,2.6924,2.6544,1.7462,2.94946666667,6.84753333333,3.47936666667,3.0136,6.59066666667
250.92,4.0316,2.61006666667,2.68773333333,1.74206666667,2.94906666667,6.7444,3.3225,3.06726666667,6.61373333333
251.29,4.7796,3.56186666667,3.65013333333,2.76206666667,3.91773333333,7.48273333333,4.1871,3.9242,7.57426666667
251.66,5.50126666667,4.30893333334,4.424,3.4148,4.75613333333,8.12673333333,4.7291,4.66806666667,8.29273333333
252.04,5.62966666667,4.3962,4.46866666667,3.68653333333,5.006,8.20666666667,4.89216666667,4.8268,8.62013333334
252.41,6.12726666667,4.82746666667,5.0586,4.27046666667,5.5736,8.79306666666,5.2565,5.1848,9.08386666667
252.79,6.54206666667,5.19593333333,5.3062,4.82193333333,6.01853333333,9.26993333333,5.65706666667,5.63733333333,9.47639999999
253.16,5.75286666667,4.6912,4.54686666667,4.35533333333,5.50753333333,8.60606666667,5.1191,4.97653333333,8.86606666666
253.54,5.0708,4.13686666667,3.99186666667,3.77233333333,5.1674,8.0654,4.682,4.29686666667,8.1214
253.91,4.74886666667,4.04966666667,3.8014,3.6066,4.9398,7.76693333333,4.63603333333,4.065,8.03833333333
254.28,5.0216,4.3846,4.36113333333,3.9116,5.33033333333,8.132,5.1485,4.4744,8.2962
254.66,4.92373333333,4.1946,4.19873333333,3.9748,5.2738,8.0392,5.11703333333,4.33326666667,8.19386666667
255.03,5.47806666667,4.6646,4.64326666667,4.5324,5.77653333333,8.49846666667,5.68256666667,4.73693333333,8.59626666667
255.41,5.0044,3.85173333333,3.78006666666,3.72666666667,5.143,7.7614,4.93963333333,3.86053333333,7.91313333333
255.78,4.34346666667,2.85126666667,3.12213333333,2.95673333333,4.3066,6.83653333333,4.16906666667,2.80526666667,6.9696
256.15,4.15566666667,2.52486666667,3.10066666667,2.58926666667,3.97146666667,6.55606666667,3.97606666667,2.37273333333,6.16453333333
256.53,3.79086666667,2.5122,2.77706666667,2.22073333333,3.634,6.11493333333,3.7798,2.3284,5.931
256.90,3.92806666667,2.82246666667,3.26633333333,2.19013333333,4.0746,6.45306666667,4.07466666667,2.32413333333,6.269
257.28,4.8568,3.5242,3.92906666667,2.8408,4.8454,7.23926666667,4.68303333333,2.97053333333,7.07533333333
257.65,5.1338,3.68086666667,4.0616,2.99266666667,4.7228,7.30126666667,4.7379,3.18966666667,7.36826666667
258.02,5.7598,4.3286,4.53426666667,3.5174,5.0674,7.78786666667,5.14286666667,3.7752,7.88046666667
258.40,5.52106666667,4.0036,4.17326666667,3.21733333333,4.73226666667,7.44046666667,4.72743333333,3.4144,7.71746666667
258.77,5.6048,4.0754,4.2602,3.2332,4.98693333333,7.5914,4.778,3.4704,7.9178
259.15,5.0482,3.66153333333,3.74533333333,2.76573333333,4.57873333333,7.23926666667,4.37343333333,3.07333333333,7.50413333333
259.52,4.9502,3.62466666667,3.74013333334,2.7114,4.43326666667,7.26186666667,4.33976666667,3.1042,7.48053333333
