wavelength,Back_CyaNitm,Belly_CyaNitm,Breast_CyaNitm,Crissum_CyaNitm,Crown_CyaNitm,DorTail_CyaNitm,Patch10_CyaNitm,Rump_CyaNitm,Throat_CyaNitm,WingTip_CyaNitm
338.67,50.80175,47.3635833334,45.30475,7.57983333334,50.67575,6.68008333333,38.8026666667,50.9259166666,4.50641666667,3.9955
339.04,50.6408333333,47.1576666667,45.1389166666,7.35808333334,50.4285833333,6.40333333332,38.5156666666,50.7443333333,4.32191666667,3.83608333333
339.40,50.5794166667,47.178,45.165,7.3655,50.30625,6.51791666666,38.51125,50.7205833333,4.448,3.96216666666
339.77,50.4003333334,46.8961666667,44.9513333333,7.06475,50.0510833333,6.20391666666,38.26125,50.415,4.02666666667,3.60083333333
340.14,50.1269166667,46.5390833333,44.68175,6.89275000001,49.76075,6.09741666666,38.068,50.1541666667,3.93916666666,3.517
340.50,50.1025833333,46.5708333333,44.5519166667,6.75216666666,49.77325,5.92716666666,37.9925833333,50.1476666667,3.876,3.41658333334
340.87,49.9608333333,46.4330833333,44.3855,6.59991666667,49.5715833333,5.73583333333,37.7089166667,49.89625,3.84,3.32591666667
341.23,49.855,46.3315833333,44.25225,6.44683333334,49.2939166667,5.61333333333,37.55575,49.7859166667,3.6595,3.14658333334
341.60,49.9266666667,46.3706666667,44.3365833333,6.61033333333,49.2924166666,5.76466666666,37.714,49.8358333334,3.87575,3.3375
341.96,49.784,46.2921666667,44.19275,6.48458333333,49.07225,5.64133333332,37.5578333333,49.682,3.758,3.16366666667
342.33,49.707,46.3009166666,44.1029166667,6.42491666666,48.983,5.6005,37.4599166667,49.6046666667,3.70575,3.04308333334
342.70,49.5788333333,46.2325,44.0470833333,6.29858333333,48.8324166666,5.45983333333,37.2299166667,49.4498333333,3.63825,2.87841666667
343.06,49.5670833333,46.211,44.10425,6.4225,48.74925,5.64383333334,37.35925,49.3120833334,3.76575,3.03675
343.43,49.5216666667,46.0163333333,44.0829166667,6.15683333333,48.66775,5.37333333333,37.2746666666,49.249,3.36983333333,2.70366666667
343.79,49.7389166667,46.2138333333,44.3713333333,6.291,48.804,5.45458333333,37.42425,49.4211666667,3.50575,2.84816666667
344.16,49.9503333334,46.46825,44.5561666667,6.38941666666,48.9745833333,5.58599999999,37.5886666666,49.6325833333,3.56366666667,2.8625
344.52,50.0189166667,46.39325,44.71675,6.46441666667,48.88025,5.68849999999,37.5505,49.5916666667,3.58158333333,2.82933333334
344.89,50.0810833333,46.3788333333,44.7571666667,6.54308333333,48.9058333334,5.82508333332,37.6304166667,49.6223333333,3.48383333333,2.85183333333
345.25,50.0263333333,46.4189166666,44.8188333333,6.46741666667,48.9658333333,5.63383333334,37.5956666667,49.5879166667,3.33241666666,2.70108333334
345.62,49.9380833333,46.3735,44.7018333333,6.41108333333,48.802,5.55500000001,37.5278333334,49.54475,3.19616666667,2.56783333333
345.99,49.9738333333,46.4669166667,44.7903333333,6.60758333333,48.9793333333,5.74850000001,37.7163333333,49.6754166667,3.40233333334,2.72808333333
346.35,50.0415833333,46.4726666667,44.8715,6.58583333334,49.0561666667,5.80091666667,37.70125,49.6484166667,3.3715,2.75141666667
346.72,50.16525,46.4788333333,44.9140833333,6.58283333333,49.10325,5.921,37.74975,49.60725,3.41733333333,2.82516666667
347.08,50.4030833333,46.7383333333,45.1945,6.74291666666,49.32925,6.03183333333,37.9209166667,49.908,3.64766666666,2.89908333333
347.45,50.324,46.82375,45.1795833334,7.01191666666,49.2338333333,6.26741666666,37.9459166666,49.87125,3.9705,3.13141666667
347.81,50.13175,46.6830833333,45.07475,7.10116666667,49.1519166667,6.41399999999,37.83725,49.8034166667,4.1265,3.22091666667
348.18,50.05275,46.6811666667,45.2118333333,7.04508333334,49.1366666667,6.37708333333,37.8518333334,49.8000833334,4.07366666667,3.24283333334
348.54,50.00925,46.8404166667,45.2800833333,7.104,49.2851666666,6.41241666667,37.9505,49.9066666667,4.04383333333,3.26833333333
348.91,50.0123333333,46.9351666666,45.3630833333,7.02199999999,49.2798333333,6.39666666667,38.023,49.9690833333,4.05658333333,3.24341666667
349.27,50.00325,46.82225,45.3683333333,7.06900000001,49.1735833333,6.55708333333,37.9525,49.9521666667,4.27533333333,3.39641666666
349.64,49.9906666667,46.8148333333,45.3491666667,6.94775000001,49.1455833333,6.39824999999,37.95325,49.9061666667,4.15183333334,3.25291666667
350.00,50.2320833333,46.968,45.4490833334,6.928,49.145,6.40225000001,37.9966666667,49.9830833333,4.13758333333,3.25033333333
350.37,50.1755833333,46.9433333333,45.3983333333,6.92399999999,49.0824166666,6.38199999999,37.9855,50.0443333333,4.08725,3.25058333333
350.73,50.16375,46.9320833333,45.48375,6.97141666666,49.0765,6.39066666666,38.0954166667,50.132,4.02016666667,3.27875
351.10,50.1733333333,46.8786666667,45.4275833334,6.81266666666,49.0360833333,6.31933333333,38.0459166667,50.11925,3.84216666667,3.16183333334
351.46,50.2673333333,46.8700833333,45.4021666667,6.66100000001,49.1074166667,6.15766666667,37.94025,50.0811666667,3.72491666666,3.02025
351.83,50.34825,46.86,45.4475833333,6.39558333334,49.0199166667,5.90775000001,37.8931666667,50.063,3.50325,2.76325
352.19,50.32025,46.8095,45.3975833333,6.33450000001,48.947,5.79391666666,37.7093333334,49.97025,3.48233333333,2.71816666667
352.55,50.3376666667,46.7736666667,45.3411666666,6.33908333333,48.8001666667,5.80575,37.7136666666,49.9158333334,3.52558333333,2.78708333333
352.92,50.4081666667,46.8035833334,45.1893333333,6.42933333334,48.83225,5.83083333333,37.6565833333,49.9108333333,3.57683333333,2.8465
353.28,50.4955,46.8315,45.1508333333,6.33250000001,48.8106666667,5.77483333334,37.6940833333,49.8059166666,3.43633333333,2.757
353.65,50.564,46.8266666667,45.2708333333,6.37541666667,48.8606666667,5.84566666667,37.629,49.9398333334,3.52816666667,2.834
354.01,50.19175,46.614,45.0865,6.07558333333,48.5954166667,5.61158333334,37.4245833333,49.75325,3.29458333333,2.53575
354.38,50.4401666667,46.9836666667,45.3931666667,6.04116666667,48.75175,5.60766666668,37.5754166666,50.0433333333,3.29458333333,2.44316666667
354.74,50.4811666667,47.07825,45.4244166667,6.124,48.6951666667,5.64675,37.5721666667,50.1250833333,3.35741666667,2.44033333333
355.11,50.4939166667,47.14475,45.4505,6.17900000001,48.6731666667,5.67716666668,37.5598333333,50.1506666667,3.39091666666,2.47725
355.47,50.2978333333,46.9795,45.3524166667,6.24300000001,48.4425,5.73391666668,37.48625,50.0380833333,3.43783333333,2.5495
355.83,50.4283333333,47.1620833333,45.4165833333,6.48533333334,48.5879166667,5.88400000001,37.63075,50.1820833334,3.60366666667,2.7135
356.20,50.5131666667,47.1569166667,45.44675,6.59824999999,48.5395833333,6.01608333334,37.7109166667,50.2296666667,3.59325,2.74766666667
356.56,50.5651666667,47.1735833333,45.4840833333,6.54508333334,48.6103333333,6.01416666667,37.7220833333,50.2653333333,3.50141666666,2.6795
356.93,50.3956666667,47.1145,45.59975,6.49908333333,48.4585,5.96741666667,37.6718333334,50.1833333333,3.42425,2.63775
357.29,50.2664166667,47.1815,45.65225,6.48158333333,48.4481666667,5.91041666667,37.6450833334,50.3190833333,3.36783333334,2.65066666667
357.66,50.1501666667,47.1899166667,45.6506666666,6.47491666666,48.32125,5.91708333334,37.6543333333,50.227,3.322,2.63983333333
358.02,50.2468333333,47.1869166666,45.82575,6.63458333334,48.4060833333,6.05816666667,37.7113333333,50.2839166667,3.44183333333,2.80725
358.38,50.1461666667,47.0639166667,45.7636666666,6.76824999999,48.4621666667,6.15400000001,37.6780833333,50.1324166667,3.52733333334,3.00683333333
358.75,50.21625,47.162,45.8048333333,6.75183333333,48.5889166667,6.14875000001,37.7505833333,50.1803333333,3.51158333333,3.03075
359.11,50.3521666667,47.279,45.9050833333,6.82683333334,48.7271666666,6.20025000001,37.8188333333,50.2194166667,3.59558333333,3.10733333333
359.48,50.5815833333,47.51975,46.2030833334,6.81149999999,48.9675833333,6.18041666667,37.9738333333,50.4584166667,3.533,3.06825
359.84,50.5206666667,47.514,46.34,6.7515,48.9359166667,6.11808333334,37.9868333333,50.37425,3.41966666666,2.97741666666
360.20,50.4945,47.5880833333,46.4033333333,6.76808333332,49.04825,6.09641666666,38.0415,50.41125,3.41458333333,2.96858333334
360.57,50.5355833333,47.6788333333,46.5494166667,6.81866666666,49.0930833333,6.127,38.0716666667,50.5096666666,3.47916666666,3.015
360.93,50.5760833333,47.7583333334,46.4883333333,6.72583333334,49.1465,6.05408333333,38.0255,50.5868333333,3.39375,2.93075
361.29,50.7308333333,47.8794166667,46.647,6.82708333334,49.30875,6.16266666668,38.2038333333,50.7735,3.47991666667,2.95441666666
361.66,50.97575,48.1025,46.8705833333,6.90308333334,49.5914166667,6.21891666667,38.3268333334,51.0310833333,3.52033333333,3.00325
362.02,51.0778333334,48.2446666666,46.9470833333,6.8745,49.69225,6.17766666666,38.3560833333,51.10925,3.48441666667,2.92216666666
362.39,51.0989166667,48.16525,46.9898333333,6.97208333333,49.6045,6.25108333333,38.40175,51.0695,3.56,2.9385
362.75,51.0434166667,48.1914166666,46.9855833334,6.97208333333,49.516,6.24483333333,38.3150833333,51.003,3.58108333334,2.89033333333
363.11,50.95275,48.1501666667,47.0236666667,6.93099999999,49.3931666667,6.14408333334,38.3085,51.0385833333,3.44983333333,2.76916666667
363.48,50.7654166667,47.9604166666,46.7790833333,6.825,49.1736666667,6.03716666667,38.1301666666,50.76825,3.35016666667,2.63541666666
363.84,50.6076666667,47.8775833333,46.61775,6.735,49.0026666667,6.00274999999,38.0181666667,50.676,3.25475,2.56916666667
364.20,50.5794166667,47.825,46.5710833334,6.61533333333,48.9370833334,5.92825000001,37.9716666667,50.6493333333,3.17558333334,2.43591666666
364.57,50.6080833333,47.7775,46.5424166667,6.5635,48.9373333333,5.83166666667,37.9794166667,50.6190833333,3.07816666667,2.30166666667
364.93,50.6865833333,47.7868333333,46.7230833333,6.53875,49.0655,5.82391666666,38.1176666667,50.69175,3.1045,2.20308333333
365.29,50.7036666667,47.8073333334,46.7064166667,6.54108333333,49.10725,5.80466666666,38.0893333333,50.577,3.08416666667,2.18033333333
365.66,50.4869166667,47.71225,46.60175,6.4985,48.9531666667,5.73433333334,37.9983333333,50.4046666667,3.01825,2.06475
366.02,50.26525,47.6459166667,46.5314166667,6.57891666667,48.8739166667,5.77666666667,37.8739166667,50.2796666667,3.06883333333,2.17008333333
366.38,50.22975,47.7939166667,46.55375,6.52025,48.89025,5.71858333333,37.8945,50.3836666667,2.98916666667,2.141
366.75,49.9440833333,47.5383333333,46.447,6.43441666666,48.7510833333,5.58558333333,37.8088333333,50.2518333333,2.89175,2.05641666667
367.11,49.946,47.4840833333,46.51125,6.45008333333,48.9323333333,5.66033333334,37.83675,50.2975,2.956,2.10291666667
367.47,50.08875,47.61325,46.75675,6.52516666667,49.1570833333,5.72283333334,38.0169166667,50.5159166666,3.01783333333,2.1455
367.84,50.2410833334,47.7274166667,46.9060833333,6.58608333333,49.3970833333,5.78700000001,38.17975,50.6514166667,3.1315,2.19616666667
368.20,50.1833333333,47.7193333333,46.91275,6.677,49.4448333333,5.86316666668,38.16775,50.58975,3.18866666667,2.316
368.56,50.091,47.69775,46.9458333333,6.67333333333,49.4090833333,5.95075,38.15025,50.5375833333,3.22166666667,2.39316666667
368.93,50.0540833333,47.7485833333,46.9523333333,6.84183333333,49.43475,6.08708333333,38.1069166667,50.5318333333,3.30366666666,2.5315
369.29,50.0123333333,47.7010833333,47.0554166667,6.93024999999,49.4163333333,6.16891666666,38.1095833334,50.4679166666,3.4135,2.65008333333
369.65,50.2270833334,47.9005,47.2441666667,7.08225000001,49.622,6.34166666667,38.3591666667,50.6388333333,3.60425,2.8915
370.01,50.35825,47.9068333333,47.3026666666,6.97191666667,49.61825,6.25533333332,38.4453333333,50.67975,3.45166666667,2.817
370.38,50.51225,47.9409166667,47.4166666667,6.91066666667,49.812,6.21741666666,38.55075,50.7428333333,3.38116666666,2.72575
370.74,50.77575,48.1586666667,47.60975,6.97625,50.02425,6.34049999999,38.6588333333,50.8769166667,3.39633333333,2.76983333334
371.10,50.83575,48.27175,47.6891666667,7.02041666666,50.0930833333,6.35083333333,38.6893333333,50.8726666667,3.39966666667,2.757
371.46,50.8335833333,48.3615,47.7261666667,7.09050000001,50.0545,6.44808333334,38.7039166667,50.8575833333,3.42075,2.822
371.83,50.964,48.4978333333,47.8859166666,7.18425000001,50.2148333333,6.53950000001,38.767,51.00625,3.48616666667,2.91733333333
372.19,51.1976666667,48.75025,48.1875,7.22325,50.4281666667,6.54533333334,38.9506666667,51.24875,3.53583333333,2.93766666667
372.55,51.2073333333,48.8485,48.2125833333,7.32216666666,50.47725,6.61158333333,39.04625,51.2759166667,3.6435,2.97008333334
372.92,51.2396666667,48.9023333334,48.2269166667,7.29941666668,50.5276666666,6.56800000001,39.109,51.32375,3.55325,2.94225
373.28,51.2315833334,48.96625,48.1715833333,7.17125,50.57625,6.47175000001,39.10725,51.358,3.40191666667,2.80816666667
373.64,51.1541666667,48.7755,48.0913333334,7.03633333333,50.4788333333,6.36016666667,39.0534166667,51.2850833333,3.26608333333,2.65516666667
374.00,51.1991666667,48.9099166666,48.2090833334,7.12358333333,50.6268333333,6.43350000001,39.18575,51.3588333333,3.36375,2.6775
374.37,51.0344166667,48.8,48.134,7.09766666667,50.44075,6.38116666667,39.08425,51.2326666667,3.35875,2.61158333334
374.73,51.2516666667,48.9754166667,48.3250833333,7.19466666667,50.6731666667,6.48699999999,39.3569166667,51.466,3.47991666666,2.75608333333
375.09,51.289,49.106,48.34875,7.18558333333,50.6621666667,6.50475000001,39.4243333333,51.456,3.49941666666,2.81016666666
375.45,51.2490833333,49.06975,48.38725,7.06366666667,50.666,6.36350000001,39.4623333333,51.4865,3.43966666666,2.73016666667
375.81,51.2598333334,49.1111666667,48.4874166667,7.02816666668,50.6521666667,6.26766666667,39.4445833333,51.5189166667,3.40708333333,2.65591666667
376.18,51.2166666666,49.0615,48.4099166667,7.03575000001,50.5761666667,6.29933333334,39.4824166666,51.4871666667,3.40891666667,2.65925
376.54,51.2889166667,49.1335,48.4631666667,7.01541666666,50.60925,6.27208333332,39.4894166667,51.61275,3.36,2.652
376.90,51.399,49.2089166667,48.6385833333,7.00366666667,50.6259166667,6.30299999999,39.55675,51.7330833333,3.44466666667,2.7085
377.26,51.57375,49.3605,48.8165,7.09916666666,50.751,6.40658333332,39.7499166667,51.90575,3.5555,2.84091666667
377.63,51.6376666667,49.5419166666,48.93375,7.21558333333,50.8671666667,6.54483333333,39.769,51.9125833333,3.67941666666,2.953
377.99,51.7306666667,49.633,49.0675833334,7.26441666667,50.9925,6.64374999999,39.85275,51.9825,3.78225,3.03658333333
378.35,51.8615833333,49.7936666666,49.2066666667,7.33933333334,51.18075,6.74658333333,39.9698333333,52.0833333333,3.87058333333,3.14575
378.71,51.8054166667,49.8053333333,49.25975,7.22933333333,51.21925,6.62191666666,39.9065833333,52.0275833333,3.79908333333,3.00141666667
379.07,51.7980833333,49.8166666667,49.2908333333,7.17825,51.1696666667,6.59991666667,39.943,52.0235,3.71966666667,2.93933333334
379.44,51.9774166667,50.0305833333,49.4865833333,7.32358333333,51.42225,6.79900000001,40.1525,52.20325,3.82633333333,3.08958333333
379.80,52.0419166667,50.0715,49.5196666667,7.36616666666,51.5205,6.9075,40.3246666667,52.2064166667,3.82483333333,3.15091666667
380.16,52.2164166667,50.2741666667,49.7595,7.45674999999,51.7161666667,7.02716666667,40.474,52.3876666667,3.90691666667,3.20566666667
380.52,52.4365,50.519,50.013,7.51308333334,51.969,7.13049999999,40.6648333333,52.53125,3.984,3.29366666667
380.88,52.5924166667,50.6661666667,50.1465,7.571,52.1790833333,7.17841666668,40.8216666667,52.5204166667,4.01016666667,3.33183333333
381.24,52.5973333333,50.6771666667,50.1788333333,7.52800000001,52.15025,7.13774999999,40.7635833333,52.4691666666,3.96033333333,3.25141666667
381.61,52.6598333333,50.76575,50.2665833333,7.46208333333,52.2188333333,7.0535,40.8308333333,52.5761666667,3.87108333334,3.17608333333
381.97,52.7480833333,50.8768333333,50.4141666667,7.49099999999,52.3354166666,7.03083333334,40.9445833333,52.7065833333,3.85375,3.173
382.33,52.76825,50.9481666666,50.45525,7.36666666666,52.2915,6.89516666668,40.9301666667,52.7144166667,3.71633333333,3.0425
382.69,52.8116666667,51.0113333334,50.49725,7.38066666667,52.31225,6.92141666666,40.9818333333,52.7130833333,3.70825,3.05
383.05,52.9145,51.164,50.6421666666,7.42175,52.52075,6.94941666666,41.1045,52.8493333334,3.76833333333,3.06333333334
383.41,53.0075833333,51.3079166667,50.7230833333,7.40341666666,52.5745,6.91816666666,41.1616666666,52.9086666666,3.72125,3.03291666666
383.77,52.9469166667,51.3335,50.7258333333,7.31824999999,52.5103333333,6.86500000001,41.1005,52.86875,3.67475,2.97516666667
384.14,52.88525,51.3154166667,50.73025,7.28341666666,52.492,6.83566666668,41.1296666667,52.7401666666,3.6555,2.99041666667
384.50,52.7966666667,51.3028333333,50.7545833333,7.30516666668,52.5251666667,6.81650000001,41.174,52.68775,3.67908333333,2.98833333333
384.86,52.8338333334,51.4194166667,50.8756666667,7.33316666667,52.60675,6.83158333333,41.2496666667,52.8366666667,3.7385,3.018
385.22,52.9724166667,51.6296666667,51.0484166667,7.32116666667,52.79175,6.86183333333,41.3935,53.0203333333,3.7435,3.00591666667
385.58,53.1615833333,51.8305833333,51.2659166667,7.37225,52.9970833333,6.95908333333,41.5975833333,53.19875,3.80583333333,3.08925
385.94,53.3289166667,52.0595,51.3996666667,7.39658333333,53.146,7.01366666668,41.74725,53.3590833334,3.81516666667,3.13125
386.30,53.44675,52.183,51.59475,7.47916666668,53.3973333333,7.11108333332,41.9539166667,53.5619166667,3.88991666667,3.21875
386.66,53.5325,52.31675,51.7720833333,7.58816666667,53.5079166667,7.23091666666,42.1026666667,53.6895,3.98166666666,3.374
387.03,53.7008333333,52.4568333333,52.0571666667,7.62958333333,53.67025,7.28991666666,42.2215,53.838,4.02858333333,3.47066666667
387.39,53.7198333333,52.4748333333,52.1439166667,7.61583333332,53.8035833333,7.28216666667,42.2825833333,53.8854166667,4.0645,3.48716666667
387.75,54.0225,52.77625,52.4888333333,7.71866666666,54.1620833333,7.38225000001,42.5758333333,54.1843333333,4.19816666667,3.6135
388.11,54.182,53.0125833333,52.6634166667,7.66391666667,54.3749166667,7.38216666668,42.7035,54.4364166667,4.19316666667,3.5865
388.47,54.3393333333,53.1341666667,52.7634166667,7.60708333333,54.5304166667,7.35208333334,42.759,54.541,4.14675,3.55675
388.83,54.5,53.2816666667,52.9434166667,7.55925,54.7140833333,7.36458333332,42.8778333333,54.6795,4.08308333333,3.49841666667
389.19,54.49125,53.3274166667,53.0553333333,7.50099999999,54.8066666667,7.34166666667,43.0025833333,54.7273333333,4.029,3.48366666667
389.55,54.472,53.3310833333,53.13,7.50408333333,54.8465,7.32391666667,43.04525,54.73325,4.04775,3.45958333333
389.91,54.4680833333,53.3489166667,53.19925,7.43358333333,54.9070833333,7.30458333334,43.08525,54.7180833333,4.03325,3.39275
390.27,54.5673333333,53.5341666667,53.3419166667,7.38491666666,54.9945833333,7.30699999999,43.14375,54.77875,4.04175,3.40641666667
390.63,54.6729166667,53.6285833333,53.4345,7.29200000001,55.07625,7.21358333333,43.18125,54.8528333333,3.96958333333,3.31316666666
391.00,54.636,53.6636666667,53.3738333333,7.256,55.0746666667,7.18608333333,43.1718333333,54.7999166666,3.95158333333,3.2755
391.36,54.6778333333,53.7780833333,53.4550833333,7.24224999999,55.0938333333,7.21125,43.2393333333,54.8765,3.948,3.25025
391.72,54.60575,53.7415,53.4001666667,7.20924999999,55.0185833333,7.18575000001,43.2125,54.7843333333,3.90558333334,3.19175
392.08,54.6429166667,53.7868333333,53.4929166667,7.24525000001,55.0908333334,7.1985,43.2721666667,54.8420833333,3.89316666666,3.23108333333
392.44,54.7329166666,53.93075,53.64525,7.30349999999,55.1479166667,7.28200000001,43.4218333334,54.9741666667,3.93133333334,3.28475
392.80,54.6759166667,53.95175,53.6090833333,7.27275,55.14775,7.26325000001,43.4489166667,54.9574166667,3.91541666667,3.26641666667
393.16,54.7513333334,54.0454166667,53.6731666667,7.37200000001,55.2133333333,7.3285,43.5149166667,55.0568333333,4.01325,3.36541666666
393.52,54.83775,54.17425,53.8030833334,7.30683333333,55.34725,7.30083333333,43.6085833333,55.1720833333,3.945,3.33375
393.88,54.937,54.26725,53.9170833333,7.31933333332,55.4563333333,7.29833333332,43.6899166667,55.2824166667,3.93883333333,3.35716666666
394.24,54.8891666667,54.2130833333,53.905,7.24858333334,55.4476666667,7.22399999999,43.6905833333,55.2446666667,3.8765,3.30458333334
394.60,55.00925,54.4133333333,54.0528333334,7.24641666666,55.645,7.27508333333,43.9171666667,55.4260833334,3.90433333333,3.33183333334
394.96,55.0894166667,54.4744166667,54.1745833333,7.21058333333,55.7545833333,7.25875000001,44.0399166667,55.5258333333,3.89175,3.30741666667
395.32,55.1291666667,54.47275,54.22675,7.18783333333,55.79075,7.22666666667,44.0576666667,55.5259166666,3.8975,3.28858333333
395.68,55.252,54.6285,54.41375,7.11008333333,55.97475,7.17416666666,44.1763333333,55.6925833333,3.8235,3.21308333334
396.04,55.3481666667,54.7180833334,54.5531666667,7.09016666667,56.05825,7.17016666666,44.2454166667,55.7881666666,3.83941666667,3.17633333334
396.40,55.3491666667,54.7671666667,54.6375,7.02175,56.1876666667,7.10716666667,44.2923333333,55.8336666666,3.82991666666,3.11383333334
396.76,55.4393333333,54.8799166667,54.7853333333,7.02691666667,56.3208333333,7.11758333333,44.3993333333,55.9481666666,3.83066666667,3.14591666667
397.12,55.4986666667,54.9509166667,54.90525,6.87333333333,56.4305,7.02266666667,44.4408333333,55.9889166666,3.69141666666,3.03375
397.48,55.57675,55.01575,54.9494166667,6.82408333334,56.45325,6.99399999999,44.5205,56.0384166667,3.64925,3.0195
397.84,55.5845833333,55.0749166666,55.0524166667,6.72566666667,56.5353333333,6.94250000001,44.5749166666,56.1216666667,3.59791666667,2.94925
398.20,55.8495833333,55.3599166667,55.3385833333,6.78766666667,56.796,7.01241666666,44.8198333333,56.3865,3.62266666667,2.93241666667
398.56,55.9081666667,55.3648333333,55.4593333334,6.74833333333,56.8570833333,6.98574999999,44.8635833333,56.45425,3.58141666667,2.88116666666
398.92,55.9523333333,55.4620833333,55.5599166667,6.72275,56.9821666667,6.96400000001,44.9798333333,56.54625,3.5025,2.83358333333
399.28,56.0991666666,55.6708333334,55.8024166667,6.77466666667,57.2164166666,7.03666666667,45.1774166667,56.808,3.53958333333,2.876
399.64,56.0750833334,55.6636666667,55.8140833333,6.79408333333,57.2581666667,7.06533333332,45.2484166667,56.8595833333,3.56816666666,2.92083333334
400.00,56.07,55.705,55.86925,6.77525,57.3659166667,7.08858333334,45.3476666667,56.92375,3.58116666667,2.93416666666
400.36,56.21625,55.8606666666,56.00475,6.74775,57.5139166666,7.08141666667,45.5048333333,57.1005833333,3.53825,2.93233333333
400.72,56.3119166666,55.9805,56.1226666667,6.70058333333,57.6389166667,7.04074999999,45.59925,57.2226666667,3.49575,2.85791666666
401.08,56.44775,56.1484166667,56.2868333333,6.75566666667,57.8395,7.12358333333,45.7778333334,57.3835,3.55708333333,2.90258333333
401.44,56.6605833333,56.3319166667,56.5021666667,6.74449999999,58.146,7.12583333334,45.9474166667,57.6240833333,3.53158333333,2.85641666667
401.80,56.7721666667,56.43375,56.6209166667,6.77716666667,58.2615,7.14508333333,46.0641666667,57.7199166667,3.53375,2.8345
402.16,56.8365833333,56.5576666667,56.784,6.82000000001,58.4241666667,7.19566666666,46.1994166667,57.832,3.56933333333,2.90583333333
402.52,56.9614166667,56.74925,56.9576666666,6.90116666667,58.6311666667,7.29333333333,46.3155833333,57.9608333333,3.63558333334,2.98808333334
402.88,57.1455833333,56.96475,57.17,7.00558333333,58.8241666667,7.42416666668,46.53525,58.1843333333,3.76941666666,3.08216666667
403.24,57.2226666666,57.0608333334,57.2589166667,6.93091666666,58.94525,7.35508333332,46.6228333334,58.2295,3.68,3.03183333333
403.60,57.4179166667,57.2539166667,57.4539166667,6.95133333332,59.1758333333,7.35758333332,46.8113333333,58.40475,3.65958333333,3.02508333333
403.95,57.6790833333,57.51075,57.6775,7.00341666666,59.4268333333,7.40474999999,47.0643333333,58.6626666666,3.67925,3.043
404.31,57.7679166666,57.5659166667,57.7726666667,6.97508333334,59.54325,7.40149999999,47.1530833333,58.7423333333,3.66758333333,2.99333333334
404.67,57.93125,57.6961666667,57.9618333334,7.05574999999,59.7471666667,7.47858333334,47.3638333333,58.9314166667,3.74025,3.03716666667
405.03,58.0800833334,57.85075,58.1131666667,7.07491666667,59.9276666667,7.47333333334,47.5238333333,59.10925,3.74583333333,3.03058333333
405.39,58.047,57.8870833333,58.1889166667,7.08466666667,59.9845833333,7.49233333333,47.5885,59.1406666666,3.7735,3.03208333333
405.75,58.1473333333,57.9998333333,58.31225,7.11083333334,60.1528333333,7.53791666668,47.73925,59.2691666667,3.81758333333,3.089
406.11,58.2115,58.0345833333,58.33375,7.06991666666,60.2545833333,7.51758333334,47.79225,59.3738333333,3.78416666667,3.0535
406.47,58.22775,58.0499166667,58.34025,7.02408333333,60.36725,7.47508333333,47.9090833333,59.4794166667,3.74983333333,2.97875
406.83,58.3199166667,58.108,58.4280833333,6.94641666667,60.56425,7.3825,47.9925,59.64175,3.671,2.89925
407.19,58.3854166667,58.1303333334,58.4665833333,6.91308333332,60.6683333333,7.36858333332,48.0961666667,59.73725,3.65333333333,2.86108333333
407.55,58.4130833334,58.10775,58.4571666666,6.87133333333,60.7286666666,7.37091666667,48.0979166667,59.8045833333,3.66391666667,2.84983333333
407.90,58.5405,58.202,58.59775,6.81358333333,60.9558333334,7.34658333333,48.2054166667,59.9650833333,3.62091666667,2.82233333333
408.26,58.63025,58.2778333333,58.70925,6.82308333334,61.12625,7.33883333333,48.2776666666,60.1000833333,3.61058333334,2.84358333334
408.62,58.6345,58.2763333333,58.7055,6.77883333334,61.1994166667,7.32466666667,48.3080833333,60.1171666667,3.58166666666,2.85441666667
408.98,58.6495833333,58.2783333333,58.7225,6.78433333332,61.258,7.32058333333,48.34125,60.13525,3.59591666667,2.84808333333
409.34,58.811,58.3671666667,58.7879166667,6.82924999999,61.4661666667,7.357,48.4974166666,60.28875,3.65858333333,2.90133333333
409.70,58.9655833333,58.4749166667,58.8991666666,6.83041666667,61.6900833333,7.34691666666,48.63725,60.4713333334,3.6255,2.88625
410.06,59.02375,58.51275,58.9635833333,6.83191666667,61.8475,7.35075,48.7603333333,60.5669166667,3.62441666666,2.87341666667
410.42,59.1921666667,58.6275,59.0895,6.86391666666,62.0120833333,7.39950000001,48.8650833334,60.7028333333,3.68591666667,2.95766666667
410.77,59.3296666667,58.7266666667,59.1814166667,6.85258333332,62.1678333333,7.43425000001,49.0056666667,60.84025,3.68775,2.99741666666
411.13,59.55575,58.9156666667,59.3550833333,6.89850000001,62.4595833333,7.52358333332,49.2025833333,61.091,3.76475,3.0445
411.49,59.718,59.076,59.5403333333,6.90224999999,62.7268333334,7.55049999999,49.3813333333,61.2895833333,3.75308333333,3.0415
411.85,59.67125,59.0169166666,59.4651666667,6.93041666667,62.70275,7.56774999999,49.3966666667,61.2515,3.786,3.06683333333
412.21,59.7654166667,59.0426666667,59.4776666667,6.97775,62.79275,7.63641666668,49.5163333333,61.3328333333,3.83783333333,3.10241666666
412.57,60.0124166667,59.2330833333,59.6845,7.01525,63.0695833333,7.66125,49.7455,61.60625,3.84641666667,3.10983333334
412.92,60.0725,59.2153333333,59.7179166666,6.99241666666,63.2450833333,7.65991666667,49.8429166666,61.733,3.83391666666,3.086
