wavelength,Back_TanIctm,Belly_TanIctm,Breast_TanIctm,Crissum_TanIctm,Crown_TanIctm,DorTail_TanIctm,Patch10_TanIctm,Patch11_TanIctm,Rump_TanIctm,Throat_TanIctm,WingTip_TanIctm
358.75,4.46673333334,15.0329333333,7.48633333333,14.1984666667,3.89013333333,6.39393333333,6.15053333333,3.41253333333,6.30456666667,7.68306666667,7.79853333334
359.11,4.46173333333,14.9885333333,7.47373333333,14.2175333333,3.79273333334,6.39906666667,6.07406666667,3.4032,6.26953333333,7.67013333332,7.81846666666
359.48,4.56193333333,15.1273333333,7.60960000001,14.3248,3.89206666667,6.4662,6.2168,3.53526666667,6.3629,7.75433333334,7.90973333333
359.84,4.44713333333,15.0242666666,7.47413333333,14.2241333333,3.76846666667,6.29226666667,6.1086,3.36393333333,6.2193,7.67653333333,7.7712
360.20,4.38,14.9408,7.40133333333,14.1969333333,3.77306666666,6.2654,6.04553333333,3.37813333333,6.1535,7.61893333333,7.72253333333
360.57,4.35533333333,14.9525333333,7.43506666667,14.171,3.80726666667,6.24706666667,6.05766666667,3.39766666667,6.1119,7.62739999999,7.70686666667
360.93,4.42393333333,15.1141333333,7.52846666667,14.3215333333,3.85713333333,6.35446666667,6.13986666667,3.47266666667,6.18153333333,7.75886666667,7.7692
361.29,4.32133333333,15.034,7.4526,14.2694,3.78846666667,6.30913333333,6.0728,3.39773333333,6.07126666667,7.6866,7.7116
361.66,4.302,15.0284666667,7.44413333333,14.2604,3.80053333333,6.24973333333,6.08246666667,3.3706,6.02103333333,7.64306666667,7.65666666667
362.02,4.3416,15.0004,7.51006666667,14.3212666666,3.83653333333,6.296,6.12386666667,3.40933333333,6.0496,7.73879999999,7.70386666667
362.39,4.38506666667,15.0288,7.55213333333,14.3849333333,3.88113333333,6.37886666667,6.2126,3.42073333333,6.10516666667,7.82860000001,7.76866666667
362.75,4.26573333333,14.9556666667,7.46853333333,14.2658666667,3.8386,6.31966666667,6.16273333333,3.35466666667,6.0593,7.80220000001,7.69
363.11,4.26573333333,14.9918,7.497,14.2999333333,3.89533333334,6.31653333333,6.17526666667,3.4046,6.07853333333,7.8664,7.721
363.48,4.2236,14.8982,7.41686666667,14.2331333333,3.87073333333,6.26633333333,6.131,3.32146666667,6.03396666667,7.86433333334,7.67486666667
363.84,4.178,14.8960666667,7.42833333333,14.2195333333,3.85626666667,6.24726666667,6.13973333333,3.3492,6.04466666667,7.90099999999,7.6556
364.20,4.14153333333,14.8994666667,7.35966666667,14.1968,3.755,6.1396,6.0842,3.2242,5.94906666666,7.8626,7.51373333333
364.57,4.1218,14.8226,7.29486666667,14.1928,3.70946666667,6.08246666667,6.03766666667,3.16933333333,5.9167,7.8746,7.4388
364.93,4.04093333333,14.7301333333,7.24373333333,14.1037333333,3.62713333333,5.9918,6.03346666667,3.1318,5.86683333333,7.83073333333,7.3738
365.29,4.1444,14.8053333333,7.35353333333,14.1798666667,3.74206666667,6.03566666667,6.10033333333,3.25446666667,5.96183333334,7.98246666666,7.41746666667
365.66,4.15673333333,14.7722666667,7.38246666667,14.2133333333,3.73926666667,6.09066666667,6.1422,3.2706,6.01193333333,8.08286666667,7.46253333333
366.02,4.1214,14.7812666667,7.33406666667,14.2570666667,3.71686666667,6.1108,6.20666666667,3.2134,6.00366666666,8.0614,7.42273333333
366.38,4.12286666667,14.7846,7.3098,14.2908666667,3.71246666667,6.08646666667,6.20153333333,3.22973333333,5.98516666667,8.11793333333,7.408
366.75,4.1348,14.7667333333,7.3228,14.318,3.686,6.01973333333,6.1552,3.24546666667,5.98733333333,8.1804,7.3954
367.11,4.16106666667,14.7454666667,7.32840000001,14.3040666667,3.67733333334,6.00886666667,6.1526,3.24473333333,5.98946666667,8.21520000001,7.37226666667
367.47,4.12073333333,14.7579333333,7.33646666667,14.2926666667,3.66666666667,5.98746666667,6.15186666667,3.2726,5.96203333333,8.24079999999,7.34693333333
367.84,4.185,14.8044666667,7.38606666667,14.3928666667,3.72026666667,6.08053333333,6.22453333333,3.3322,6.04443333334,8.29786666667,7.3846
368.20,4.21853333333,14.8346666667,7.44240000001,14.406,3.77853333333,6.17253333333,6.33906666667,3.38546666666,6.11776666667,8.38686666667,7.46813333333
368.56,4.3146,14.9126666667,7.57893333334,14.4465333333,3.8652,6.30933333333,6.461,3.47353333333,6.23303333333,8.47266666667,7.5934
368.93,4.36333333333,14.9017333333,7.60486666667,14.5042666667,3.94173333333,6.38126666667,6.47646666667,3.5048,6.2286,8.4994,7.6226
369.29,4.2604,14.7482666667,7.468,14.4286,3.77866666667,6.25193333333,6.3638,3.34293333333,6.11213333333,8.3942,7.57666666667
369.65,4.2018,14.6716666667,7.396,14.3440666667,3.71433333333,6.14246666667,6.2512,3.27273333333,5.97543333333,8.2894,7.49046666667
370.01,4.2206,14.6382666667,7.43446666667,14.2964666667,3.72273333334,6.14673333333,6.18486666667,3.31666666667,5.9828,8.3134,7.49613333333
370.38,4.30613333334,14.6246,7.48366666667,14.3038666667,3.81386666667,6.1988,6.2096,3.3788,6.0711,8.32833333334,7.5346
370.74,4.34026666667,14.632,7.5288,14.3199333333,3.871,6.22306666667,6.25586666667,3.33973333334,6.08466666667,8.30759999999,7.57866666667
371.10,4.29646666667,14.5486,7.52200000001,14.3346666667,3.86753333333,6.18766666667,6.2488,3.27806666667,6.0659,8.32293333334,7.5916
371.46,4.3868,14.6042666666,7.59113333333,14.3552666667,3.92413333333,6.26553333333,6.29486666667,3.29413333333,6.13623333334,8.39486666667,7.67486666667
371.83,4.51086666667,14.6858666667,7.69493333334,14.4350666667,4.03853333333,6.31793333333,6.3738,3.38406666667,6.1773,8.53413333333,7.7752
372.19,4.52153333333,14.6522666667,7.72046666667,14.4401333333,4.07593333333,6.26053333333,6.35893333333,3.4034,6.16036666667,8.5708,7.7832
372.55,4.4514,14.5257333333,7.67499999999,14.3372,4.07266666667,6.1784,6.3044,3.39706666667,6.07866666667,8.60866666667,7.69826666667
372.92,4.50006666667,14.5048666667,7.69153333334,14.2861333333,4.10373333333,6.10873333333,6.27693333333,3.4044,6.0974,8.71073333333,7.712
373.28,4.5342,14.5164,7.73699999999,14.2850666667,4.17053333333,6.1572,6.2858,3.43746666667,6.13636666667,8.803,7.7004
373.64,4.71386666667,14.6624,7.95146666667,14.4472666667,4.36453333333,6.35333333333,6.49053333333,3.64633333333,6.39163333333,9.10446666667,7.86306666667
374.00,4.78113333333,14.6229333333,7.9732,14.475,4.4002,6.4068,6.4964,3.68306666667,6.4627,9.21573333333,7.9044
374.37,4.7252,14.601,7.99553333333,14.46,4.35446666666,6.40246666667,6.53693333333,3.67386666667,6.44486666667,9.27819999999,7.9158
374.73,4.8578,14.6462,8.11206666667,14.5224666667,4.4514,6.5446,6.67773333333,3.8798,6.5695,9.44473333333,8.0318
375.09,4.83586666667,14.5983333333,8.031,14.3938,4.337,6.50913333333,6.63986666667,3.85233333333,6.494,9.47533333333,7.923
375.45,4.7108,14.4366,7.93933333333,14.2984,4.20233333333,6.43153333333,6.55773333333,3.77846666667,6.381,9.44440000001,7.8042
375.81,4.5606,14.1870666666,7.79926666667,14.1194,4.0122,6.29633333333,6.3738,3.6364,6.22056666667,9.31826666666,7.656
376.18,4.56493333333,14.118,7.7716,14.0952666667,3.95026666667,6.34626666667,6.3552,3.66813333333,6.24113333333,9.38040000001,7.675
376.54,4.59333333333,14.123,7.74273333333,14.1250666667,3.92453333333,6.36833333333,6.4012,3.70213333333,6.26106666666,9.41346666667,7.72726666667
376.90,4.50586666667,14.0127333333,7.67873333334,14.0583333333,3.83573333333,6.35673333333,6.344,3.65526666667,6.1858,9.374,7.66286666667
377.26,4.41553333333,13.8695333334,7.57233333333,13.9575333333,3.73453333333,6.27306666667,6.25873333333,3.5808,6.09646666667,9.28726666667,7.57633333333
377.63,4.3218,13.7242666667,7.4198,13.8081333334,3.61033333333,6.15973333333,6.16086666667,3.48986666667,5.94833333333,9.18486666667,7.49373333333
377.99,4.2994,13.6736,7.36873333333,13.7475333333,3.6018,6.07986666667,6.15073333333,3.4802,5.8894,9.18166666667,7.4916
378.35,4.2754,13.5829333333,7.35493333333,13.6584666667,3.59026666667,6.04773333333,6.07606666667,3.4244,5.8362,9.2174,7.47473333333
378.71,4.12146666667,13.3728,7.1558,13.4819333333,3.41293333333,5.896,5.90233333333,3.2374,5.6603,9.11946666667,7.33573333333
379.07,4.09313333333,13.3214,7.1724,13.449,3.423,5.90606666667,5.8696,3.21926666667,5.63366666667,9.13400000001,7.36813333333
379.44,4.163,13.291,7.1706,13.4628666667,3.4698,5.94053333333,5.88793333333,3.29593333333,5.66876666667,9.18506666667,7.43473333333
379.80,4.15286666667,13.2577333333,7.15753333333,13.4231333333,3.5082,5.9904,5.9054,3.31766666667,5.6885,9.24546666667,7.48373333333
380.16,4.17526666667,13.2331333333,7.19213333333,13.3827333333,3.52826666666,6.02973333333,5.899,3.33886666667,5.6463,9.26146666666,7.47366666667
380.52,4.2074,13.2050666667,7.24806666667,13.3135333333,3.54506666667,6.0624,5.89886666667,3.35213333333,5.65593333333,9.27326666666,7.4812
380.88,4.19693333333,13.1342,7.20766666667,13.2444,3.56146666667,6.07726666667,5.86593333333,3.34646666667,5.64073333333,9.29506666667,7.45653333333
381.24,4.1776,13.1037333333,7.1818,13.1908666667,3.5492,6.06693333333,5.86666666667,3.36286666667,5.59993333333,9.33306666665,7.47473333333
381.61,4.05926666667,12.9994,7.10733333333,13.1008666667,3.4374,5.94813333333,5.75553333333,3.21586666667,5.49123333333,9.24553333333,7.38286666666
381.97,4.12213333333,13.0366666666,7.1798,13.1295333333,3.47206666667,6.0178,5.79786666667,3.24833333333,5.55353333333,9.3392,7.41906666667
382.33,4.15353333333,12.9936,7.16353333333,13.1026,3.4708,5.9944,5.819,3.28606666667,5.55593333333,9.34686666667,7.39773333333
382.69,4.15073333333,12.9908666667,7.16853333334,13.0995333333,3.45946666667,5.97893333333,5.845,3.27053333333,5.5418,9.3742,7.3474
383.05,4.19886666667,12.9454,7.19933333333,13.0886666667,3.4984,5.98693333333,5.92413333333,3.32453333333,5.6014,9.41906666668,7.35513333333
383.41,4.06026666667,12.8007333333,7.11713333333,12.9290666667,3.36533333333,5.86473333333,5.79213333333,3.18366666667,5.4781,9.3704,7.20553333333
383.77,4.1252,12.8171333333,7.16013333334,12.9505333333,3.3918,5.89726666667,5.8414,3.23313333333,5.52416666667,9.43246666668,7.203
384.14,4.17306666667,12.7874,7.16886666667,12.939,3.43986666667,5.88313333333,5.86993333333,3.2568,5.59063333333,9.50593333333,7.22726666667
384.50,4.16046666667,12.7308,7.12826666667,12.9388,3.438,5.8658,5.83586666667,3.21993333333,5.57226666667,9.54493333333,7.1784
384.86,4.2188,12.7548666667,7.1862,12.9758,3.4834,5.88666666667,5.93246666667,3.25066666667,5.62393333333,9.62306666666,7.22546666667
385.22,4.2972,12.7726666667,7.27746666667,13.0311333333,3.577,5.9636,6.0108,3.34493333333,5.7256,9.73906666667,7.31506666667
385.58,4.47793333333,12.8312666667,7.37653333333,13.1357333333,3.71686666667,6.11006666667,6.15373333333,3.5198,5.86413333334,9.92233333335,7.4576
385.94,4.4468,12.7334,7.32773333334,13.0718,3.68273333333,6.0888,6.09786666667,3.50466666667,5.8096,9.91120000001,7.42966666667
386.30,4.38533333333,12.6816666667,7.28533333333,13.013,3.62893333333,6.07586666667,6.0464,3.45753333333,5.74633333333,9.90000000001,7.37286666667
386.66,4.41173333333,12.6312666667,7.30786666667,12.9680666667,3.66326666667,6.107,6.0236,3.4814,5.75623333333,9.93793333334,7.42173333333
387.03,4.4106,12.6274,7.29086666667,12.9543333333,3.6478,6.147,5.96813333333,3.51026666667,5.71873333333,9.94986666665,7.43753333333
387.39,4.57793333333,12.776,7.41906666667,13.1491333333,3.81526666667,6.30826666667,6.11293333333,3.6952,5.87706666667,10.114,7.63446666667
387.75,4.56626666667,12.7792666667,7.42413333333,13.1070666667,3.81926666667,6.30946666667,6.12253333333,3.6796,5.8614,10.1442,7.6644
388.11,4.4562,12.6804666667,7.30666666667,12.9772666667,3.7356,6.24766666667,6.05926666667,3.6036,5.766,10.0808,7.578
388.47,4.49086666667,12.6674666667,7.32013333333,12.9746,3.73833333333,6.2778,6.08873333334,3.66446666667,5.77826666667,10.1478,7.6222
388.83,4.51293333333,12.6249333333,7.329,12.966,3.71973333333,6.31533333333,6.059,3.6888,5.76383333333,10.1942,7.6736
389.19,4.4536,12.5425333333,7.2754,12.8601333333,3.6374,6.28933333333,5.9694,3.61446666666,5.67003333333,10.1854,7.60353333333
389.55,4.3072,12.4328666667,7.18093333333,12.6894,3.5298,6.215,5.844,3.52446666667,5.54463333333,10.1222,7.48393333333
389.91,4.35366666667,12.4492,7.2446,12.6980666667,3.57433333334,6.304,5.9124,3.573,5.5946,10.2325333333,7.50626666667
390.27,4.40113333333,12.3998666667,7.25633333333,12.6961333333,3.5562,6.30233333333,5.93793333333,3.58486666667,5.6282,10.3279333333,7.54046666667
390.63,4.39713333333,12.3886,7.2438,12.6882666667,3.54953333333,6.3154,5.93973333333,3.59346666667,5.63166666667,10.3952,7.55173333333
391.00,4.3574,12.2885333333,7.2162,12.6070666667,3.52533333333,6.2686,5.92613333333,3.51806666667,5.59373333333,10.4101333333,7.53553333333
391.36,4.3322,12.1678,7.2,12.5042,3.49986666666,6.22433333333,5.9086,3.485,5.54463333334,10.4352666667,7.5134
391.72,4.34526666667,12.0828666666,7.18,12.4678,3.48506666667,6.20786666667,5.92226666667,3.49393333333,5.54496666667,10.5016,7.49806666667
392.08,4.43693333333,12.0741333333,7.28366666667,12.5218,3.53,6.2754,5.9828,3.55066666667,5.58686666667,10.6156,7.6022
392.44,4.41793333334,11.9953333333,7.2818,12.4428,3.51953333333,6.23906666667,5.93786666667,3.52646666666,5.57433333333,10.6469333333,7.60666666667
392.80,4.4138,11.9518666666,7.26993333333,12.4116666667,3.5226,6.25033333333,5.932,3.52726666667,5.583,10.694,7.6082
393.16,4.4564,11.9301333333,7.2862,12.4237333333,3.56246666667,6.27413333333,5.99926666667,3.57046666667,5.62193333333,10.7832,7.67346666667
393.52,4.50213333333,11.8774,7.29993333333,12.4265333333,3.5904,6.29986666667,6.03093333333,3.59933333334,5.67523333333,10.8744,7.72286666667
393.88,4.44026666667,11.7330666667,7.21473333334,12.285,3.50493333333,6.1926,5.9792,3.54653333333,5.59936666667,10.8499333333,7.67766666667
394.24,4.41933333333,11.6754666667,7.19973333333,12.2232666667,3.5268,6.2264,5.98153333333,3.55333333333,5.56993333333,10.8774666667,7.7044
394.60,4.43133333334,11.6026,7.1928,12.1546,3.51766666667,6.22506666667,5.9828,3.5532,5.5516,10.9,7.69886666667
394.96,4.3896,11.4551333333,7.11406666667,12.0338666667,3.4644,6.161,5.9282,3.52186666667,5.4866,10.9172666667,7.6284
395.32,4.386,11.3785333333,7.08606666667,11.9602666667,3.45086666666,6.16866666667,5.9086,3.509,5.47856666667,10.9484666667,7.60193333333
395.68,4.39033333333,11.2942666667,7.06646666667,11.8758666667,3.4276,6.15453333333,5.85926666667,3.50826666667,5.44236666666,10.9719333333,7.60033333333
396.04,4.3986,11.2148,7.05093333333,11.8234666667,3.44713333333,6.15253333333,5.84166666667,3.54826666667,5.46156666667,11.047,7.59353333333
396.40,4.3502,11.0793333333,6.98186666667,11.742,3.39546666667,6.1234,5.83946666667,3.50813333333,5.41523333333,11.0576,7.55006666667
396.76,4.29733333333,10.9346666667,6.90546666667,11.6051333333,3.32206666667,6.0336,5.7828,3.43473333333,5.31863333333,11.0398666667,7.45746666667
397.12,4.29573333333,10.8278,6.84793333333,11.5132,3.296,5.9952,5.73246666667,3.40393333333,5.27156666667,11.0596666667,7.40153333333
397.48,4.31173333333,10.7512,6.82366666667,11.4383333333,3.29966666667,6.01166666667,5.72686666667,3.39253333333,5.2254,11.1210666667,7.41313333333
397.84,4.3574,10.7196666667,6.85286666667,11.4548,3.354,6.07093333333,5.74673333333,3.44073333334,5.2626,11.2069333333,7.47146666667
398.20,4.37026666667,10.6292,6.83753333333,11.3808,3.3428,6.06526666667,5.71426666667,3.4474,5.2681,11.2510666667,7.45926666667
398.56,4.33693333333,10.5107333333,6.79946666667,11.2822,3.3086,6.06726666667,5.70186666667,3.44273333333,5.21753333333,11.2834666666,7.45593333333
398.92,4.422,10.5122,6.86026666667,11.3046666667,3.37906666667,6.12006666667,5.75893333333,3.5466,5.30723333333,11.4004,7.5244
399.28,4.42333333333,10.449,6.82286666667,11.2202,3.35433333333,6.12113333333,5.75453333333,3.5406,5.29793333333,11.4629333333,7.5408
399.64,4.45126666667,10.3848666667,6.8226,11.1827333333,3.3834,6.1688,5.77113333334,3.5744,5.2909,11.5234666667,7.56593333333
400.00,4.417,10.2998,6.7624,11.0855333333,3.333,6.14986666667,5.70893333333,3.48433333333,5.20483333333,11.5246,7.53713333333
400.36,4.42546666667,10.2503333333,6.75246666667,11.0276666667,3.33346666667,6.13186666667,5.68753333333,3.4782,5.1686,11.5864,7.52266666667
400.72,4.48266666667,10.2374,6.7794,11.0311333333,3.38133333333,6.19913333333,5.691,3.52646666667,5.2034,11.7136,7.6006
401.08,4.5,10.2186,6.81573333333,11.0172666667,3.39393333333,6.2394,5.7052,3.5742,5.2281,11.7942666667,7.64306666667
401.44,4.50853333333,10.1584666667,6.8432,11.0178666667,3.41006666667,6.269,5.70946666667,3.61593333333,5.21513333333,11.8532666667,7.6642
401.80,4.56026666667,10.1507333333,6.8864,10.9802666667,3.43686666667,6.31173333333,5.73553333333,3.66446666667,5.23803333333,11.9340666667,7.7146
402.16,4.59813333333,10.1572666666,6.905,10.9882666667,3.47786666667,6.34646666667,5.7834,3.68873333333,5.24023333333,12.0573333333,7.76333333333
402.52,4.70053333333,10.2264666667,7.01033333333,11.0737333333,3.58993333333,6.43166666667,5.862,3.80213333333,5.33543333333,12.2326,7.891
402.88,4.69586666667,10.2010666667,6.9968,11.0515333333,3.58413333333,6.4492,5.8598,3.79706666667,5.30626666667,12.2714666667,7.9078
403.24,4.63073333333,10.1025333333,6.9446,10.9540666667,3.51693333333,6.36106666667,5.783,3.72586666667,5.22483333333,12.2466666667,7.8234
403.60,4.58793333334,10.0438,6.90166666667,10.8778666666,3.46726666667,6.31526666667,5.7246,3.6882,5.18846666667,12.2744,7.7936
403.95,4.5864,10.0316666667,6.9154,10.8658,3.47213333333,6.29286666667,5.74753333333,3.7208,5.18936666667,12.3497333333,7.81126666667
404.31,4.6082,10.0167333333,6.91193333333,10.8417333333,3.4862,6.32166666667,5.7444,3.74553333333,5.2024,12.3978,7.83046666667
404.67,4.56873333333,9.93700000001,6.88406666667,10.7587333333,3.44106666667,6.28646666667,5.7244,3.73273333333,5.1714,12.3942666667,7.79506666667
405.03,4.58166666667,9.91133333333,6.88453333333,10.7163333333,3.45426666667,6.29686666667,5.73273333333,3.72806666666,5.1707,12.4370666666,7.82393333333
405.39,4.60473333333,9.89286666667,6.87746666667,10.675,3.46326666667,6.2818,5.73493333333,3.72086666667,5.1802,12.4914,7.83733333333
405.75,4.5996,9.87833333335,6.846,10.6512,3.4614,6.28186666667,5.73353333333,3.70606666667,5.1495,12.5304666667,7.81673333333
406.11,4.60593333333,9.8474,6.84106666667,10.6385333333,3.4636,6.30213333333,5.73913333333,3.74373333333,5.16106666667,12.5668666667,7.82393333333
406.47,4.5342,9.71593333335,6.72793333334,10.5048666667,3.3606,6.2186,5.63073333333,3.635,5.07696666667,12.5330666667,7.70513333333
406.83,4.53733333333,9.6948,6.73273333333,10.4725333333,3.3632,6.24446666667,5.6316,3.64286666667,5.07326666667,12.565,7.71586666667
407.19,4.61046666667,9.75759999999,6.79306666667,10.552,3.43533333333,6.32193333333,5.7052,3.7428,5.1422,12.6802666667,7.8198
407.55,4.63513333333,9.77586666669,6.8148,10.5974,3.48646666667,6.3726,5.76286666667,3.76893333333,5.1775,12.7480666667,7.86713333333
407.90,4.66686666667,9.75493333334,6.8062,10.5906,3.49913333333,6.3944,5.7624,3.783,5.18846666667,12.8018,7.86886666667
408.26,4.64906666667,9.71973333333,6.79146666667,10.5748666667,3.4858,6.39886666667,5.7574,3.75973333333,5.1661,12.8487333333,7.86913333333
408.62,4.6678,9.75919999999,6.81126666667,10.5864,3.5016,6.41426666667,5.7744,3.78186666667,5.1852,12.9286,7.8812
408.98,4.66393333333,9.75226666668,6.79213333333,10.5872,3.48806666667,6.41233333333,5.74986666667,3.77973333333,5.1644,12.9818,7.83713333333
409.34,4.67686666667,9.7794,6.78753333334,10.5922,3.4808,6.42913333333,5.75093333333,3.776,5.17953333334,13.0320666667,7.83293333333
409.70,4.61746666667,9.70720000001,6.73026666667,10.5468,3.44513333333,6.36893333333,5.7058,3.7358,5.1442,13.0358,7.79086666667
410.06,4.58233333334,9.65353333334,6.70026666667,10.4843333333,3.3978,6.30726666667,5.645,3.68813333334,5.108,13.0457333333,7.7486
410.42,4.6148,9.6838,6.74833333333,10.5237333333,3.4518,6.34293333333,5.69413333333,3.7286,5.15,13.1094,7.8002
410.77,4.57606666667,9.61593333333,6.6938,10.4698,3.39106666667,6.2626,5.62906666667,3.6628,5.10533333333,13.1263333333,7.74553333333
411.13,4.55233333333,9.53026666667,6.6602,10.3984666667,3.3504,6.25073333333,5.6112,3.61473333334,5.07353333333,13.1177333333,7.7012
411.49,4.52686666667,9.46653333331,6.628,10.3378,3.29473333333,6.20313333333,5.55573333333,3.5816,5.0308,13.1432,7.65593333333
411.85,4.47066666667,9.39633333333,6.59093333333,10.2418666667,3.24973333333,6.15313333333,5.49993333333,3.527,4.9642,13.1139333333,7.61066666667
412.21,4.48826666666,9.3758,6.60233333333,10.2235333333,3.24753333333,6.13706666667,5.50106666667,3.5468,4.9699,13.1786,7.61533333333
412.57,4.47586666667,9.30246666667,6.58226666667,10.1642,3.24653333333,6.11226666667,5.5018,3.51413333333,4.94126666667,13.2076,7.61026666667
412.92,4.488,9.26460000001,6.59633333333,10.1482666667,3.25593333334,6.12286666667,5.53433333333,3.53146666667,4.9678,13.264,7.64306666667
413.28,4.42293333333,9.16139999999,6.55693333333,10.0511333333,3.20073333333,6.08726666667,5.5004,3.49486666667,4.92463333333,13.2852,7.60446666667
413.64,4.39873333333,9.07860000001,6.54306666667,9.98613333333,3.15613333333,6.05866666667,5.46,3.44346666667,4.8701,13.3171333333,7.56993333333
414.00,4.40293333334,9.05153333333,6.52026666667,9.96126666665,3.16426666667,6.053,5.4498,3.43786666667,4.85933333333,13.3928,7.584
414.36,4.3246,8.94893333333,6.43473333333,9.8584,3.08826666667,5.9718,5.378,3.3612,4.76556666667,13.399,7.53086666667
414.72,4.3152,8.89146666667,6.40773333333,9.81333333335,3.08226666667,5.98553333333,5.35673333333,3.33646666666,4.741,13.4828666667,7.54306666667
415.07,4.31113333333,8.83773333333,6.37686666667,9.76586666667,3.07473333333,5.9542,5.3098,3.32093333333,4.71116666667,13.5506,7.499
415.43,4.31093333333,8.79693333333,6.3672,9.70933333333,3.07926666667,5.9294,5.2862,3.31966666667,4.7059,13.5893333333,7.50593333333
415.79,4.3118,8.73566666667,6.34033333333,9.68413333334,3.07226666667,5.94106666667,5.26786666667,3.3086,4.70076666667,13.6542,7.504
416.15,4.34133333333,8.70533333333,6.33706666667,9.64660000001,3.07393333333,6.00293333333,5.2796,3.32873333333,4.72006666667,13.7210666667,7.5454
416.51,4.34513333333,8.64793333333,6.32506666667,9.60993333333,3.056,6.00833333333,5.27106666667,3.33413333333,4.71576666667,13.7746666667,7.53933333333
416.86,4.32806666667,8.5666,6.289,9.55806666666,3.03393333333,5.99653333333,5.24606666667,3.31606666667,4.68136666667,13.8302666667,7.53386666667
417.22,4.34493333333,8.49426666667,6.2674,9.50519999999,3.03026666667,5.96993333333,5.22873333333,3.31526666667,4.6711,13.8940666667,7.54466666667
417.58,4.37853333333,8.4652,6.26366666667,9.48566666667,3.04906666667,6.0088,5.23806666667,3.33886666667,4.68866666667,13.9534666667,7.58873333333
417.94,4.4088,8.4346,6.282,9.46666666667,3.06886666667,6.061,5.27253333333,3.3726,4.7015,14.038,7.6278
418.29,4.4568,8.4122,6.30806666667,9.45426666665,3.11033333333,6.11586666667,5.31333333333,3.4338,4.73706666667,14.1202,7.65786666667
418.65,4.5046,8.4072,6.3358,9.44133333333,3.1398,6.15766666667,5.35766666666,3.47426666667,4.76646666667,14.1862,7.71126666667
419.01,4.50773333333,8.3732,6.32353333333,9.39473333333,3.1502,6.17633333333,5.37053333333,3.48086666667,4.7664,14.2544666667,7.73973333333
419.37,4.5228,8.33313333333,6.3218,9.36166666667,3.16153333333,6.2056,5.39013333333,3.49953333333,4.76683333333,14.334,7.76886666667
419.73,4.51553333333,8.2828,6.29946666667,9.29706666667,3.15486666667,6.20686666667,5.40106666667,3.4992,4.76176666667,14.389,7.78053333334
420.08,4.47626666667,8.2082,6.26253333333,9.2246,3.12613333333,6.16693333333,5.37033333333,3.46393333333,4.72056666666,14.4072666667,7.75226666667
420.44,4.45653333333,8.14513333333,6.21786666667,9.15180000001,3.09673333333,6.1456,5.3316,3.42773333333,4.68206666667,14.4170666667,7.729
420.80,4.449,8.0942,6.19053333333,9.08566666666,3.07553333333,6.12233333333,5.307,3.40933333333,4.6584,14.4455333333,7.70106666667
421.16,4.44906666667,8.05633333333,6.17466666667,9.0422,3.06706666667,6.12793333333,5.296,3.41773333333,4.64096666667,14.4692,7.7082
421.51,4.45573333333,8.00833333333,6.16226666667,8.98946666667,3.05393333333,6.13066666667,5.28853333334,3.4176,4.6394,14.5229333333,7.7146
421.87,4.43346666667,7.9164,6.1248,8.9016,3.02113333333,6.09646666667,5.2594,3.38586666667,4.607,14.5168666667,7.6852
422.23,4.43753333333,7.86593333333,6.1088,8.85486666667,3.02166666667,6.09233333333,5.25486666667,3.38386666666,4.59776666667,14.5565333333,7.70133333334
422.58,4.43233333333,7.8194,6.10066666667,8.82213333333,3.0268,6.09473333333,5.25306666667,3.38966666667,4.5967,14.6168666667,7.69713333333
422.94,4.4064,7.73353333333,6.06406666667,8.7498,2.996,6.06326666667,5.22106666667,3.3638,4.56066666667,14.6428,7.67646666667
423.30,4.38266666667,7.65766666667,6.02033333333,8.67186666665,2.96573333333,6.03953333333,5.199,3.3364,4.53073333333,14.6522666666,7.65166666666
423.66,4.3814,7.6002,6.001,8.62713333333,2.95766666667,6.02186666667,5.18393333333,3.33773333333,4.52473333333,14.6753333333,7.65033333333
424.01,4.38373333333,7.55506666667,5.98326666667,8.58520000001,2.9566,6.01026666667,5.1732,3.33506666667,4.51233333333,14.7216,7.65726666667
424.37,4.37786666667,7.5076,5.973,8.54673333333,2.9666,6.01546666667,5.17426666667,3.34273333333,4.5037,14.7744666667,7.6798
424.73,4.38506666667,7.46146666667,5.96166666667,8.50593333333,2.9836,6.02473333333,5.1636,3.35106666667,4.50066666667,14.8043333333,7.70033333333
425.08,4.4118,7.4446,5.969,8.49506666667,3.01373333333,6.05593333333,5.19273333333,3.36973333333,4.5234,14.8727333333,7.71366666666
425.44,4.37153333333,7.37393333333,5.9272,8.43886666667,2.9986,6.01226666667,5.1648,3.3462,4.48943333333,14.8819333334,7.67426666667
425.80,4.36913333333,7.3454,5.91086666667,8.40753333333,3.00006666667,6.002,5.15406666667,3.34526666667,4.4843,14.9264666667,7.66806666667
426.16,4.37946666667,7.32933333333,5.9136,8.38573333334,3.00653333334,6.01206666667,5.15793333333,3.35173333334,4.48443333333,14.9826666667,7.6744
426.51,4.3446,7.26366666667,5.85913333334,8.30359999999,2.98233333333,5.9876,5.1296,3.3222,4.45016666667,14.9824666667,7.6336
426.87,4.35253333333,7.23713333333,5.85286666666,8.28133333332,2.9858,6.00073333333,5.13213333333,3.31846666667,4.45506666667,15.0155333334,7.62833333333
