wavelength,Back_PooWhif,Belly_PooWhif,Breast_PooWhif,Crissum_PooWhif,Crown_PooWhif,DorTail_PooWhif,Patch10_PooWhif,Patch11_PooWhif,Patch12_PooWhif,Rump_PooWhif,Throat_PooWhif,WingTip_PooWhif
329.14,8.01909999999,15.1574666667,4.98153333333,12.1255333333,8.00886666667,8.8111,8.98153333333,6.2386,24.4437,7.79826666667,9.61779999999,10.0807666667
329.51,8.21426666666,15.3701333333,5.05486666667,12.2007333333,8.13826666667,9.02563333333,9.14653333333,6.3888,24.6897,8.10213333333,9.77946666667,10.1786
329.88,8.05173333333,15.2988666667,4.8726,12.1313333333,8.16826666666,8.82536666667,9.16466666667,6.3122,24.7446,8.11106666667,9.70640000001,10.2216
330.24,8.03976666666,15.4228666667,4.74333333333,12.0410666667,8.06993333333,8.74593333333,9.33659999999,6.1812,24.769,8.0236,9.80346666667,10.2091
330.61,7.99056666666,15.5294,4.45206666667,11.9438,7.98246666667,8.6381,9.23620000001,5.9938,24.7862333333,7.85826666667,9.74080000001,10.0782333333
330.98,8.05456666667,15.6408666667,4.44126666666,11.8849333334,7.85466666667,8.50003333333,9.25513333333,6.07033333333,24.8104,7.8388,9.82873333333,10.0147333333
331.34,7.84696666667,15.7780666667,4.41113333333,11.7064666667,7.62120000001,8.1614,9.10913333334,5.97626666667,24.6796666667,7.676,9.72419999999,9.62643333333
331.71,7.62966666667,15.6643333333,4.22526666667,11.5423333333,7.42926666667,7.92546666667,8.96173333333,5.7216,24.5494,7.58013333333,9.53986666667,9.33850000001
332.08,7.60833333333,15.6289333333,4.0392,11.4384,7.17879999999,7.6562,8.76633333333,5.6114,24.3397666667,7.45266666667,9.26313333332,9.11486666667
332.44,7.50790000001,15.68,3.81613333333,11.2217333333,7.12193333333,7.5771,8.75186666666,5.46813333333,24.1140666667,7.32206666666,9.18059999999,8.9135
332.81,7.55043333334,15.8984666667,3.80726666667,11.2084666667,7.03046666666,7.54596666667,8.81973333334,5.38086666667,24.3064666667,7.1264,9.23399999999,8.94856666667
333.18,7.34699999999,15.7385333333,3.43873333333,10.9108666667,6.714,7.04033333333,8.72093333333,5.04733333333,24.1053666667,6.88206666667,9.01593333333,8.68326666667
333.54,7.21066666666,15.8869333333,3.36853333333,11.0165333333,6.76266666667,6.91946666667,8.7744,4.86186666667,24.2816,6.83733333333,9.01546666667,8.6208
333.91,7.17710000001,15.9288,3.41726666667,11.0336,6.75460000001,7.151,8.80720000001,4.77146666667,24.2515666667,6.80073333333,9.0544,8.6301
334.28,6.97680000001,15.8104,3.34873333333,10.9428,6.69759999999,7.00163333333,8.51119999999,4.608,24.1959,6.75533333333,8.9686,8.49876666667
334.64,6.72356666666,15.563,3.16953333333,10.9000666667,6.5304,6.73283333333,8.39786666667,4.52853333333,23.9679333333,6.65233333333,8.79866666668,8.2046
335.01,6.55943333333,15.5548666667,3.03606666667,10.9217333333,6.50506666667,6.6212,8.29393333333,4.3016,23.9812666667,6.58573333334,8.66186666665,8.11713333333
335.38,6.82666666667,15.7309333333,3.19633333333,11.1978666667,6.86926666667,7.0044,8.53000000001,4.4834,24.1725333333,6.81953333333,8.75246666666,8.47146666667
335.74,7.12913333333,16.1696,3.42866666667,11.4121333333,7.14693333333,7.28173333333,8.83959999999,4.8006,24.6067333333,7.0958,9.01093333333,8.66953333333
336.11,7.33393333334,16.5137333333,3.77106666667,11.7392666667,7.55966666667,7.62163333333,9.28713333334,5.1598,24.9919666667,7.44333333333,9.38593333333,9.02673333333
336.47,7.12186666666,16.5205333333,3.7484,11.6561333333,7.43520000001,7.5063,9.12006666667,5.0432,25.1134,7.2488,9.35826666666,8.97893333333
336.84,7.00693333334,16.4671333333,3.59573333333,11.5572666667,7.40446666666,7.42726666667,9.09679999999,5.0428,24.9858666667,7.2104,9.30406666667,8.8497
337.21,7.00240000001,16.5211333333,3.806,11.6090666667,7.46453333333,7.61483333333,9.01873333333,5.15226666666,25.1692333333,7.32473333333,9.32506666666,8.87223333333
337.57,7.22373333333,16.7200666667,3.97713333333,11.7372,7.54693333335,7.7226,9.28133333333,5.39013333333,25.1651,7.5226,9.41599999999,9.02906666667
337.94,7.52023333333,17.0515333333,4.20466666666,12.0529333333,7.688,7.72243333333,9.50126666667,5.58366666667,25.4616666667,7.6748,9.61873333334,9.27966666667
338.31,7.6518,17.2289333333,4.27,12.0968,7.73373333332,7.7292,9.57919999999,5.6202,25.4496666667,7.59773333333,9.53259999999,9.21136666667
338.67,7.58309999999,17.2655333333,4.39486666667,11.9393333333,7.64786666667,7.67656666667,9.55473333333,5.3744,25.4215666667,7.59593333333,9.43633333333,9.2512
339.04,7.65389999999,17.3355333333,4.52853333333,11.9992,7.67506666668,7.8553,9.80586666667,5.52393333333,25.5746,7.7874,9.58319999999,9.38443333333
339.40,7.4893,17.1308,4.2446,11.7920666667,7.40353333334,7.63963333333,9.6526,5.2094,25.3133,7.6298,9.36986666667,9.15016666667
339.77,7.41090000001,16.9759333333,4.17833333333,11.7492666667,7.31933333334,7.6152,9.64046666667,5.24446666667,25.0268333333,7.62486666667,9.32760000001,9.06886666667
340.14,7.37796666666,17.0190666666,4.08473333333,11.7784666667,7.27493333333,7.632,9.52406666667,5.14593333333,25.1369,7.6132,9.2826,8.9024
340.50,7.45630000001,16.9656,4.00686666666,11.8072666667,7.27713333333,7.53346666667,9.63713333333,5.1584,25.0997666667,7.63546666667,9.20059999999,8.98856666667
340.87,7.70520000001,17.2654,4.29626666667,12.0374666667,7.39639999999,7.7113,9.89353333334,5.32673333333,25.4666,7.924,9.44706666668,9.20433333334
341.23,8.03493333333,17.707,4.4356,12.3172666667,7.64413333334,7.93693333333,10.2006666667,5.66626666667,25.6942,8.19346666667,9.75373333333,9.54373333334
341.60,8.1856,17.9849333333,4.6722,12.4437333333,7.8176,8.1463,10.2783333333,5.79933333333,25.9075333333,8.3606,10.0171333333,9.68323333334
341.96,7.99360000001,17.7710666667,4.6072,12.2339333333,7.65353333333,8.053,10.2132,5.64786666666,25.5976666667,8.2394,9.81873333334,9.51643333334
342.33,7.97289999999,17.8922,4.5176,12.2926,7.65793333333,8.06456666667,10.3645333333,5.64073333333,25.5310333333,8.30286666667,9.89453333333,9.5446
342.70,8.07543333334,18.1211333333,4.50306666667,12.502,7.84619999999,8.17636666667,10.4344,5.75573333333,25.6931333333,8.31953333333,10.057,9.61436666666
343.06,8.10086666666,18.2582,4.58006666667,12.4983333333,7.98373333333,8.0931,10.4262666667,5.768,25.6418,8.3092,10.0701333333,9.63846666667
343.43,7.98493333333,18.3194,4.53013333333,12.4324,7.91939999999,8.00166666667,10.3494666667,5.69153333333,25.7183333333,8.19566666667,10.0386666667,9.50853333333
343.79,7.93103333334,18.4174,4.5674,12.4027333333,7.9022,7.89453333333,10.3734,5.57573333333,25.6909,8.18073333333,9.9704,9.5262
344.16,7.78216666667,18.2142,4.3206,12.1580666667,7.65026666666,7.70236666667,10.2676,5.32113333333,25.404,8.0322,9.81966666669,9.35866666667
344.52,7.54226666666,18.2108666667,4.14006666667,11.9538666667,7.39806666666,7.56523333333,10.1464666667,5.143,25.3106333334,8.00826666667,9.66233333335,9.10613333334
344.89,7.51040000001,18.2928,4.07846666667,11.9928666667,7.42213333334,7.5769,10.1586,5.17813333333,25.3021666667,7.99826666667,9.62600000001,9.08893333333
345.25,7.275,18.1974,3.79626666667,11.8631333333,7.28986666666,7.328,9.99920000001,4.9624,25.1345,7.8148,9.47133333333,8.83693333333
345.62,6.882,17.8478666667,3.31326666667,11.5344,6.91859999999,6.93563333333,9.65633333333,4.62926666667,24.7814333333,7.44013333333,8.99166666667,8.40373333333
345.99,7.03493333333,18.1916,3.40713333333,11.6944666667,7.13993333333,6.9799,9.77740000001,4.83886666667,25.1231666667,7.67886666667,9.25206666667,8.47733333333
346.35,7.10453333333,18.2560666667,3.58446666667,11.7723333333,7.23453333333,7.04493333333,9.83193333333,4.92573333333,25.2840666667,7.76546666667,9.36513333333,8.56386666667
346.72,7.05406666666,18.2455333333,3.42206666667,11.682,7.10266666667,6.89423333333,9.81566666667,4.8778,25.2698,7.73426666667,9.30933333333,8.51206666667
347.08,7.11296666667,18.3705333333,3.41646666666,11.8086,7.10259999999,6.91466666667,9.86146666665,4.9456,25.4287333333,7.7826,9.32366666667,8.4947
347.45,7.33293333333,18.7219333333,3.70813333333,12.1228666667,7.33513333333,7.17776666667,10.116,5.3296,25.7273333333,8.07886666667,9.63866666667,8.80453333333
347.81,7.52729999999,18.9549333333,3.85206666667,12.3186,7.5016,7.23236666667,10.2540666667,5.5234,26.0143,8.1714,9.81106666666,8.93453333333
348.18,7.6952,19.2578,4.08853333333,12.5109333333,7.67246666668,7.34153333333,10.4568,5.7078,26.2069666667,8.29366666667,9.90533333334,9.0842
348.54,7.98539999999,19.5632,4.3802,12.883,7.96820000001,7.5614,10.8359333333,5.9978,26.4279333333,8.51340000001,10.131,9.37649999999
348.91,7.89776666667,19.4282666667,4.33946666667,12.8516,7.94660000001,7.47836666667,10.7315333333,5.9314,26.3508333333,8.38166666667,10.0396666667,9.20243333333
349.27,7.69653333334,19.4065333333,4.27846666667,12.7516,7.76706666666,7.3952,10.6093333334,5.77926666667,26.3278,8.12833333333,9.83279999999,9.02623333333
349.64,7.90823333333,19.6696666666,4.5822,13.0685333334,7.97739999999,7.5912,10.8592,5.98533333333,26.5641333333,8.36880000001,10.1139333333,9.306
350.00,8.09773333334,19.8014666667,4.7108,13.1937333333,8.18006666667,7.8231,11.0646,6.18913333333,26.6885666667,8.45046666667,10.196,9.49026666666
350.37,8.05936666666,19.9400666667,4.73413333333,13.1826,8.16186666665,7.8882,11.0935333333,6.2,26.7756666667,8.5436,10.1865333333,9.40533333333
350.73,8.06699999999,20.0376666667,4.85453333333,13.2856,8.237,7.99246666667,11.2042,6.312,26.8042666667,8.64386666667,10.1764666667,9.42323333334
351.10,7.92230000001,19.9712,4.6448,13.1865333333,8.18859999999,7.8357,11.1964666667,6.14693333333,26.7055666667,8.55146666667,10.1456,9.34706666667
351.46,7.74673333333,19.8586,4.49366666667,13.0476,8.05546666668,7.6276,11.1244666667,5.90226666667,26.6829333333,8.41966666666,10.0299333333,9.132
351.83,7.88493333333,20.0911333333,4.48326666667,13.1982666667,8.1304,7.83733333333,11.3292666667,5.90566666667,26.8614666667,8.57273333334,10.1414666667,9.18923333333
352.19,8.08300000001,20.3072,4.74886666667,13.4277333333,8.34653333333,8.01016666667,11.5732666667,6.13826666667,27.1128,8.78606666667,10.4010666667,9.34760000001
352.55,8.16023333333,20.3356666667,4.8038,13.4503333333,8.46113333334,8.09053333333,11.5876666667,6.1192,27.1320666667,8.83026666667,10.5218666667,9.31256666667
352.92,8.06043333333,20.4386666667,4.70753333333,13.3652,8.36386666666,7.94556666667,11.4912,5.91606666667,27.1323333333,8.81659999999,10.4442,9.2264
353.28,8.41543333333,20.7157333333,4.9562,13.5975333333,8.6288,8.13283333333,11.8269333333,6.16586666667,27.3363666667,9.17360000001,10.758,9.47610000001
353.65,8.20180000001,20.6877333333,4.6618,13.3008,8.36966666666,7.87706666667,11.7022666667,5.881,27.2653666667,8.94060000001,10.5810666667,9.17303333333
354.01,8.03496666667,20.6636666667,4.44806666667,13.2496666667,8.12593333333,7.71863333333,11.6192,5.64566666666,27.1562333333,8.8394,10.4687333333,8.98836666667
354.38,7.90393333333,20.5863333333,4.19373333333,13.0773333333,7.91113333334,7.47206666667,11.525,5.5098,26.9441333333,8.62746666667,10.2595333333,8.8697
354.74,7.85196666667,20.6509333333,4.15666666667,12.964,7.83306666667,7.38676666667,11.4833333334,5.3776,26.9027666667,8.62353333334,10.2400666667,8.80096666667
355.11,7.91519999999,20.8166666667,4.20166666667,13.0539333333,7.79346666667,7.45636666667,11.5132666667,5.4054,26.9781666667,8.70726666666,10.2455333333,8.8021
355.47,7.99766666666,20.9824666667,4.24266666667,13.1051333333,7.83093333333,7.5132,11.5698,5.461,26.9712666667,8.70960000001,10.299,8.80873333333
355.83,7.81896666667,20.9438666667,4.28393333333,12.9358666667,7.69360000001,7.40186666667,11.4774,5.4014,26.8104,8.62160000001,10.1584,8.72373333333
356.20,7.58486666667,20.8372,3.98566666667,12.6979333333,7.52319999999,7.1874,11.266,5.14353333333,26.6642333333,8.41800000001,9.94573333334,8.58916666667
356.56,7.49710000001,21.0661333333,3.96626666667,12.646,7.45966666666,7.1414,11.2346,5.14353333333,26.7041333333,8.3084,9.85986666666,8.60003333333
356.93,7.58756666666,21.2206666667,3.9852,12.6858,7.52159999999,7.23916666667,11.339,5.24893333333,26.7534666667,8.29166666667,9.94940000002,8.64883333333
357.29,7.40686666667,21.1084666667,3.81173333333,12.5521333333,7.3776,7.10396666667,11.1947333333,5.132,26.7184666667,8.15293333333,9.8122,8.39903333333
357.66,7.62776666667,21.2629333333,4.0536,12.803,7.67526666667,7.35926666667,11.4348666667,5.34826666666,26.8301666667,8.339,9.99780000001,8.57923333333
358.02,7.49856666667,21.256,4.01193333333,12.717,7.65733333335,7.1966,11.3763333333,5.25026666667,26.7184333333,8.24266666667,9.87626666665,8.4692
358.38,7.55043333333,21.4112,4.00753333333,12.803,7.72173333333,7.18866666667,11.4932,5.25326666667,26.7984333333,8.30273333334,9.93446666666,8.49003333333
358.75,7.64686666667,21.6314666667,4.05066666667,12.9535333333,7.84579999999,7.2784,11.5934,5.37053333333,26.9213666667,8.41279999999,10.0098,8.57023333333
