wavelength,Back_DigCyaf,Belly_DigCyaf,Breast_DigCyaf,Crissum_DigCyaf,Crown_DigCyaf,DorTail_DigCyaf,Patch10_DigCyaf,Rump_DigCyaf,Throat_DigCyaf,WingTip_DigCyaf
525.90,13.1463333333,14.2463333333,14.7767333333,12.1840666667,17.9773333334,7.95521,4.39953333333,11.8749333333,14.4528,9.49426666665
526.25,13.1512,14.2388,14.7622666667,12.1958,17.9568666667,7.993,4.413,11.8700666667,14.4590666667,9.52720000001
526.59,13.1708666666,14.2514,14.7645333334,12.2162,17.9564666667,8.01990666667,4.44566666667,11.8753333333,14.4830666667,9.5608
526.94,13.178,14.2521333333,14.7642,12.2304666667,17.9436,8.04814333333,4.46753333333,11.8795333333,14.4949333333,9.58486666665
527.28,13.1785333333,14.2548666667,14.7659333333,12.2342,17.9324,8.06284333333,4.48753333333,11.8752,14.5061333333,9.60260000001
527.63,13.1770666667,14.2349333333,14.7530666667,12.2272666667,17.9082,8.07089666667,4.4844,11.855,14.4976,9.60353333333
527.97,13.1824,14.2251333333,14.7595333333,12.2403333333,17.896,8.08381333333,4.49893333333,11.8514,14.4892666666,9.62020000001
528.32,13.2082,14.2492,14.7775333333,12.271,17.9058,8.12671666667,4.53553333333,11.8744666666,14.5138,9.65039999999
528.66,13.2215333333,14.2482666667,14.7794666666,12.2882666667,17.9114,8.14033666667,4.5456,11.8808,14.5308,9.665
529.01,13.1997333333,14.2309333333,14.7555333333,12.2824,17.8793333333,8.144,4.54166666667,11.8562,14.5091333333,9.66286666668
529.35,13.2028,14.2142,14.7522,12.2775333333,17.8623333333,8.14419666667,4.5442,11.8564,14.4965333333,9.66019999999
529.70,13.1838,14.1898,14.7280666666,12.2641333333,17.8285333333,8.12759,4.5292,11.8347333333,14.4627333333,9.64453333333
530.04,13.1872666667,14.1998,14.7296666667,12.2682,17.8226,8.13714666667,4.54946666667,11.8469333333,14.4567333333,9.66006666667
530.39,13.1534,14.1647333333,14.6973333334,12.2508666667,17.7722666667,8.12052333333,4.53453333333,11.8142666667,14.4104,9.646
530.73,13.1278666667,14.1328,14.6638,12.2382,17.7287333333,8.10153,4.521,11.7880666667,14.3785333333,9.63753333333
531.08,13.112,14.1018666667,14.6251333333,12.2198,17.6792666667,8.09962,4.51533333333,11.7722,14.342,9.63893333332
531.42,13.1003333333,14.1002,14.5980666667,12.2240666667,17.6414,8.10799,4.52826666667,11.7704,14.3272666667,9.66020000001
531.77,13.0756,14.0823333333,14.5486,12.1953333333,17.6003333333,8.09336,4.51726666667,11.7436,14.3116666667,9.64886666667
532.11,13.0347333333,14.0297333333,14.4918666667,12.1543333333,17.5338666667,8.06924,4.4984,11.6915333333,14.2612666667,9.63040000001
532.46,12.9902,14.0002,14.4503333333,12.1208,17.4843333333,8.04801,4.4976,11.6537333333,14.2266,9.61886666667
532.80,12.9767333333,13.9993333333,14.4225333333,12.1056,17.4550666667,8.03838333333,4.4956,11.6404666667,14.2246666667,9.62020000001
533.15,12.9469333333,13.9797333333,14.3746,12.0913333333,17.4197333333,8.01889,4.4728,11.6115333333,14.2086,9.61193333334
533.49,12.9397333333,13.9793333334,14.3542666667,12.0914,17.3900666667,8.03201666667,4.48753333333,11.6152666667,14.2104666666,9.62686666667
533.84,12.9090666667,13.9502666667,14.3222,12.0649333333,17.3351333333,8.00878666667,4.46866666667,11.5822,14.1808666667,9.61426666666
534.18,12.9079333333,13.9432,14.308,12.0662666667,17.3109333333,8.02397333333,4.4866,11.5804,14.1761333334,9.62613333333
534.52,12.8826666667,13.9218,14.2681333333,12.0513333333,17.2849333333,8.01877,4.48173333333,11.5617333333,14.143,9.61686666667
534.87,12.8823333333,13.9264666667,14.277,12.0681333334,17.2790666666,8.02894666667,4.50226666667,11.5614,14.1530666667,9.64333333332
535.21,12.8765333333,13.9104,14.2694,12.0594,17.2747333333,8.02128333333,4.50173333333,11.5412,14.1512666667,9.64199999999
535.56,12.8576666667,13.8890666666,14.2502666667,12.0672,17.2537333333,8.03795,4.51186666667,11.5388,14.1366,9.65320000001
535.90,12.8499333333,13.8902,14.2504666667,12.0709333333,17.2444,8.05426,4.53286666667,11.547,14.1498666667,9.66740000001
536.25,12.8552666667,13.8903333333,14.2500666667,12.0855333334,17.2332666667,8.08724333333,4.5548,11.5618666667,14.1506666667,9.69186666666
536.59,12.8403333333,13.8748666667,14.2419333333,12.0896666667,17.2152666667,8.10384,4.55846666667,11.5616666667,14.1457333333,9.6924
536.93,12.8260666667,13.8653333333,14.2246,12.089,17.1860666667,8.12048,4.5794,11.5484666667,14.1169333333,9.71066666667
537.28,12.8136,13.8337333333,14.1994666666,12.0734,17.1575333333,8.10881,4.57573333333,11.5280666667,14.1,9.7048
537.62,12.8048,13.8003333334,14.1582,12.0683333333,17.1377333333,8.11491333333,4.57286666667,11.5082666667,14.0883333333,9.70793333333
537.97,12.7795333333,13.7962666667,14.117,12.0518,17.1146,8.10586666667,4.557,11.4972666667,14.0858666666,9.70793333335
538.31,12.7960666667,13.7842666667,14.1024666667,12.0437333333,17.0695333333,8.12787666667,4.55806666667,11.4907333333,14.0908666667,9.73333333332
538.65,12.7454666667,13.751,14.0363333333,12.0165333333,17.0109333334,8.11127,4.52693333333,11.4450666667,14.0365333333,9.69373333333
539.00,12.7140666667,13.7113333333,13.9826666667,11.9936666667,16.9356,8.11104,4.51093333333,11.4326666666,14.0076,9.69553333332
539.34,12.7039333333,13.7044,13.9568666667,11.9601333333,16.8696666667,8.11218666667,4.52033333333,11.4090666667,13.9718,9.69686666667
539.69,12.6934,13.6887333333,13.9122666667,11.9382666667,16.8100666667,8.11018666667,4.49406666667,11.3870666667,13.9404,9.70006666667
540.03,12.6441333333,13.6205333333,13.8368,11.8938,16.7124666667,8.07212333333,4.46086666667,11.3280666667,13.8753333333,9.65913333333
540.37,12.6242666667,13.5856,13.7908666667,11.8758,16.6557333333,8.05940333333,4.471,11.2974666667,13.8309333333,9.66106666668
540.72,12.5946,13.5481333333,13.7655333333,11.8501333333,16.6086666667,8.03927,4.46126666667,11.2778,13.8128666667,9.64933333333
541.06,12.5753333333,13.5419333333,13.7423333333,11.8454666667,16.5734,8.04512666666,4.46326666667,11.2543333334,13.7898,9.65460000001
541.40,12.5261333333,13.4816,13.6828666667,11.8088,16.4918666667,8.01037,4.4374,11.1980666667,13.7372,9.6164
541.75,12.4925333333,13.4191333333,13.6304,11.7704,16.4230666667,7.98865333333,4.41606666667,11.1467333333,13.6863333333,9.58993333335
542.09,12.45,13.3825333333,13.5839333333,11.7406,16.3710666667,7.97112,4.41813333333,11.1157333333,13.6555333333,9.57273333333
542.43,12.4305333333,13.3272666667,13.5359333333,11.7064,16.3158666667,7.94946,4.4122,11.0801333333,13.6181333333,9.55780000001
542.78,12.397,13.2814,13.4952,11.6838,16.2726,7.92776,4.40486666667,11.0368,13.5662666667,9.53226666667
543.12,12.3254666667,13.2143333333,13.4288666667,11.6493333333,16.2078,7.89657333333,4.3822,10.988,13.5164,9.49946666666
543.46,12.272,13.1458666667,13.3746,11.617,16.1495333333,7.87283,4.37693333333,10.9356666667,13.4520666667,9.47133333333
543.81,12.2486666667,13.1258666667,13.3422,11.6006,16.1235333333,7.87293666667,4.38533333333,10.9176666667,13.4362,9.47766666667
544.15,12.2132666667,13.1069333333,13.3147333333,11.5738666667,16.0908,7.87033333333,4.37406666667,10.9088666667,13.4104666667,9.47113333333
544.49,12.1952666667,13.0898666667,13.2763333333,11.5584,16.0480666667,7.87568666667,4.37346666666,10.8744666667,13.3692,9.46526666667
544.84,12.1488,13.0345333333,13.2183333333,11.502,15.9966,7.83868,4.34633333333,10.8308666667,13.3271333333,9.4248
545.18,12.1758666667,13.0654,13.2421333333,11.538,16.0219333333,7.87779,4.38153333333,10.8564,13.3482,9.458
545.52,12.1817333333,13.0856666667,13.2435333333,11.5594,16.0262,7.91316333333,4.41746666667,10.8627333333,13.3538666667,9.48386666667
545.87,12.1542,13.0652,13.2182,11.5524666667,15.9973333333,7.90306333333,4.42146666667,10.8363333334,13.3262,9.49219999999
546.21,12.1628,13.0836666667,13.221,11.571,15.9947333333,7.94238666667,4.45013333333,10.861,13.3372666667,9.52946666667
546.55,12.1782666667,13.1152,13.2345333333,11.5856666667,15.9924,7.97576666667,4.49506666667,10.8782,13.3592666667,9.55793333333
546.90,12.2162,13.1266666667,13.2274,11.6024,15.9887333333,7.98982,4.49126666667,10.8817333333,13.3752,9.5686
547.24,12.2133333333,13.1337333334,13.2116666667,11.6148666667,15.9948,7.98345666667,4.49106666667,10.8974,13.3835333333,9.56686666667
547.58,12.2116,13.1177333333,13.1888,11.6149333333,15.9993333333,7.98870333333,4.4828,10.9048,13.3792666667,9.56660000001
547.92,12.1656666667,13.0548666667,13.1403333333,11.5901333333,15.9375333333,7.94873666667,4.42853333333,10.8295333333,13.3314,9.51113333334
548.27,12.143,13.0257333333,13.1018666667,11.5848,15.931,7.94663,4.4278,10.8206666667,13.3282666667,9.50566666667
548.61,12.1506,13.0365333333,13.0920666666,11.6113333333,15.9159333333,7.99255,4.43853333333,10.826,13.3341333333,9.54066666666
548.95,12.1058,13.0236,13.0478666667,11.5652,15.8820666667,7.97704,4.42773333333,10.7958666667,13.2979333333,9.54826666666
549.29,12.0524,12.9526666667,12.9796,11.5183333334,15.8252,7.92562333333,4.3696,10.7460666667,13.2419333333,9.48573333334
549.64,12.0734,12.9949333333,12.9679333333,11.524,15.8366666667,7.95058333333,4.3648,10.7666,13.2528,9.50013333333
549.98,12.0545333333,12.9965333333,12.9597333333,11.5186666667,15.8322666667,7.96413666667,4.36186666667,10.7640666667,13.2573333333,9.50226666666
550.32,12.0378666667,12.9808,12.9061333333,11.5002666667,15.7986,7.97291666667,4.34226666667,10.7402666667,13.2522666667,9.50666666667
550.66,12.0610666667,13.0046666667,12.9303333333,11.5254666667,15.8138666667,8.02574666667,4.39906666667,10.7856666667,13.2709333333,9.54866666667
551.01,12.0874666667,13.0260666667,12.9511333333,11.5448,15.8048666667,8.07434,4.4472,10.7849333333,13.2887333333,9.60126666667
551.35,12.0318666667,12.9764,12.8956666666,11.4985333333,15.7170666667,8.0166,4.42333333333,10.7272666667,13.2264,9.5666
551.69,12.0482,12.9882,12.8894,11.5132666667,15.7026,8.03531666667,4.45733333333,10.7592,13.216,9.60726666666
552.03,12.0080666667,12.9791333333,12.8641333333,11.5053333333,15.658,8.01426,4.44333333333,10.7318,13.1923333333,9.61066666668
552.38,11.9580666667,12.9350666667,12.816,11.4488,15.5944666667,7.95801666667,4.42233333333,10.6900666667,13.1450666667,9.57226666667
552.72,11.9569333333,12.9115333333,12.805,11.4653333333,15.5770666667,7.98067,4.42753333333,10.6906666667,13.1416,9.56899999999
553.06,11.9871333333,12.9520666667,12.8545333333,11.5026,15.5966666667,8.01443,4.49573333333,10.7276,13.1858666667,9.63639999999
553.40,11.9522,12.9062666667,12.8218,11.4978,15.5447333333,7.98573333333,4.47346666667,10.6942666667,13.155,9.61366666667
553.74,11.8956666667,12.8555333333,12.7473333333,11.4412666666,15.4614666667,7.90894333333,4.42133333333,10.6296,13.0958666666,9.56980000001
554.09,11.8829333333,12.8490666667,12.7378666667,11.4479333333,15.4578666667,7.91042666667,4.4296,10.6368666667,13.09,9.58446666668
554.43,11.8724,12.835,12.7228,11.4482,15.4507333333,7.90649,4.43626666667,10.6039333333,13.0792666667,9.59293333332
554.77,11.8657333333,12.8234666667,12.6915333333,11.4354,15.4282,7.87955,4.419,10.5998,13.0525333333,9.58246666666
555.11,11.9016666667,12.8884666667,12.7609333333,11.4886,15.4952666667,7.96677,4.477,10.6596,13.1113333333,9.65206666667
555.45,11.9422,12.9335333333,12.8029333333,11.5038,15.5285333333,8.00595,4.5138,10.688,13.1564,9.70026666667
555.80,11.9537333333,12.9338,12.7948,11.4988666667,15.4999333334,8.01226333333,4.525,10.7049333333,13.1556666667,9.68173333334
556.14,12.0041333333,12.9602,12.837,11.5572,15.5474666667,8.06551,4.55246666667,10.7485333333,13.2012666667,9.73740000001
556.48,12.014,12.9625333333,12.8122666667,11.5604666667,15.4938,8.04753666666,4.53626666667,10.7270666667,13.1785333333,9.73633333333
556.82,11.9416666667,12.9110666667,12.7633333333,11.5058,15.4442666667,8.01932,4.46486666667,10.6945333333,13.1176666667,9.71093333333
557.16,11.8702666667,12.8443333333,12.7316,11.4585333333,15.3896666667,7.99970333333,4.43726666667,10.6602666667,13.0603333333,9.69613333334
557.50,11.8123333334,12.7906,12.6763333333,11.4176666667,15.374,7.99009666667,4.40626666667,10.6008,12.9863333333,9.66786666665
557.85,11.7487333333,12.7251333333,12.6143333333,11.3628666667,15.2966,7.9216,4.32906666667,10.5368,12.9131333333,9.60246666667
558.19,11.652,12.6369333333,12.5298,11.2878666667,15.1719333333,7.85487333333,4.2266,10.4457333333,12.8196,9.52773333333
558.53,11.5672666667,12.5751333333,12.4643333333,11.2594,15.0922666667,7.83361333333,4.17853333333,10.3638666667,12.7521333333,9.50613333334
558.87,11.5762,12.5887333333,12.4542666667,11.2595333333,15.0707333333,7.83139666667,4.17493333333,10.3469333333,12.7424666667,9.52473333333
559.21,11.5716,12.5814666667,12.4128666667,11.2842,15.064,7.84442666667,4.18993333333,10.3196,12.7608666667,9.52106666667
559.55,11.5773333333,12.5646,12.3998666666,11.2906666667,15.0593333333,7.87958666667,4.209,10.3073333333,12.7708,9.5708
559.89,11.515,12.5166666667,12.3406666667,11.2506666667,14.9904,7.84436333333,4.18453333333,10.2512,12.7182,9.54540000001
560.23,11.441,12.4336,12.287,11.1926666667,14.9368666667,7.81914,4.13986666667,10.2131333333,12.6779333333,9.52739999999
560.58,11.4730666667,12.4528,12.2575333333,11.23,14.9308666667,7.85571666667,4.18146666667,10.2388666667,12.7069333333,9.5726
560.92,11.5317333333,12.5208666667,12.2884666667,11.2924666667,14.9674,7.91362333333,4.22546666667,10.2694666667,12.7482666667,9.60266666666
561.26,11.5929333333,12.5447333334,12.3326,11.3540666667,14.9776666667,7.99495666667,4.2888,10.3215333333,12.822,9.66906666665
561.60,11.6252,12.5892666666,12.3678,11.383,15.0162666666,8.06066,4.35146666667,10.3828666667,12.8711333333,9.75973333334
561.94,11.6276666666,12.5656666667,12.3436666667,11.3781333333,15.0079333333,8.05115,4.36393333333,10.3908,12.8631333333,9.77126666667
562.28,11.6316666667,12.5464666667,12.3316666667,11.3671333333,15.0058666667,8.05569333333,4.37146666667,10.4106666667,12.8874666667,9.78166666667
562.62,11.5601333333,12.475,12.2708,11.3069333333,14.9312,8.01529666667,4.32486666667,10.3688666667,12.8298,9.7406
562.96,11.5324,12.4434666667,12.2513333333,11.2680666667,14.8684666667,7.98570666667,4.3028,10.3534,12.7800666667,9.7408
563.30,11.5580666667,12.4828,12.2699333333,11.3077333333,14.897,8.01295666667,4.33746666667,10.3996666667,12.8035333333,9.77799999999
563.64,11.5958,12.5100666667,12.2962,11.3356666667,14.8821333333,8.03511,4.3726,10.4334666667,12.8264,9.79233333333
563.99,11.6278666667,12.5796666667,12.317,11.3974,14.9157333333,8.09672,4.43533333333,10.4699333333,12.8778666667,9.84686666667
564.33,11.602,12.5454,12.3074666666,11.3784666667,14.8806,8.08942,4.42986666667,10.4523333333,12.8535333333,9.82413333334
564.67,11.6086,12.5059333333,12.2898,11.3758,14.864,8.08868666667,4.42626666667,10.4606,12.8666,9.83899999999
565.01,11.615,12.5304666667,12.3075333333,11.3994,14.8416,8.06949333333,4.41986666667,10.4559333333,12.866,9.85860000001
565.35,11.5499333333,12.4592,12.242,11.3610666667,14.7703333333,8.02164333333,4.37966666667,10.3804666667,12.7820666667,9.77233333333
565.69,11.5439333333,12.4805333334,12.2639333333,11.3696,14.7686666667,8.03774333333,4.39106666667,10.3546666667,12.7911333333,9.78513333334
566.03,11.5380666667,12.4658666667,12.2862,11.3672666667,14.7484,8.03692333333,4.3942,10.3518666667,12.7942,9.78186666667
566.37,11.5236,12.4372666667,12.2418,11.3720666667,14.6902,8.03466,4.39293333333,10.3374,12.7650666667,9.7546
566.71,11.5048,12.4119333333,12.238,11.3686,14.6688,8.02646666667,4.38346666667,10.3209333334,12.7448666667,9.74739999999
567.05,11.4527333333,12.3569333333,12.1808666667,11.3123333333,14.587,7.97698,4.32513333333,10.2582666667,12.6743333333,9.69906666667
567.39,11.4514666667,12.3446666667,12.166,11.3180666667,14.5954666667,8.00317333333,4.34046666667,10.2421333333,12.6890666667,9.7242
567.73,11.4504,12.3473333333,12.1852,11.3266,14.5908666667,8.01125666667,4.3574,10.2578,12.6886,9.74953333333
568.07,11.4586666667,12.3616666667,12.202,11.3474,14.6005333333,8.02406333334,4.35726666667,10.2624666667,12.6938666667,9.76986666667
568.41,11.4588,12.3706,12.1880666667,11.3396,14.581,8.04363,4.3746,10.2647333333,12.6818,9.79166666667
568.75,11.4778,12.3618666667,12.1863333333,11.3467333333,14.5998,8.07937,4.40313333333,10.2911333333,12.6914,9.8248
569.09,11.5238,12.3749333333,12.2149333333,11.3766666667,14.6100666667,8.13051,4.44593333333,10.3168666667,12.7190666667,9.87540000001
569.43,11.562,12.4044666667,12.2105333333,11.4172666667,14.6458,8.18459,4.49573333333,10.3984,12.7577333333,9.94226666667
569.77,11.5463333333,12.4029333333,12.1724666667,11.4131333333,14.6308666667,8.18208,4.49286666667,10.3807333333,12.7236666667,9.95606666667
570.11,11.5759333333,12.4264666667,12.1737333334,11.4254,14.637,8.19526333333,4.5056,10.3769333333,12.7556666667,9.99486666666
570.45,11.5818,12.4324,12.1502666666,11.4186666667,14.6299333333,8.22654,4.50813333333,10.3886,12.7661333333,10.0116666667
570.79,11.5559333333,12.4006666667,12.1136,11.3871333333,14.59,8.21297,4.5022,10.3632666667,12.7528666666,10.0100666667
571.13,11.5162,12.3786,12.0834,11.3622666667,14.5367333333,8.18838,4.4774,10.3558666667,12.7068666667,9.995
571.47,11.4820666667,12.3173333333,12.0298666667,11.2951333333,14.4878666667,8.1444,4.43813333333,10.2938,12.658,9.93159999999
571.81,11.4655333333,12.3048,11.9850666667,11.2544666667,14.4331333333,8.13286333334,4.42353333333,10.2653333333,12.6300666667,9.91806666667
572.15,11.4229333333,12.2859333333,11.975,11.2406,14.3976666667,8.12104,4.42253333333,10.2172,12.5996666667,9.90153333333
572.49,11.3454666667,12.2438666667,11.8886,11.1946,14.3005333334,8.08989333333,4.38306666667,10.1649333333,12.5429333333,9.85446666667
572.83,11.3182,12.2519333333,11.8745333333,11.1978,14.2598,8.06856333333,4.37313333333,10.1590666667,12.5401333333,9.86473333333
573.17,11.2901333333,12.2346666667,11.8546666666,11.1604666667,14.2267333333,8.03220666667,4.35173333333,10.1199333333,12.5027333333,9.85093333333
573.51,11.3193333333,12.2636666667,11.8740666667,11.1951333333,14.2168666667,8.06874666667,4.37973333333,10.1518666667,12.5333333333,9.88126666667
573.85,11.3206666667,12.2832,11.8866,11.2044666667,14.2247333333,8.0897,4.39146666667,10.1682666667,12.5300666667,9.8806
574.19,11.2858,12.2650666667,11.8685333333,11.2043333333,14.2039333334,8.08437,4.40753333333,10.1440666667,12.5237333333,9.88900000001
574.53,11.3286666667,12.3306666667,11.9329333333,11.2678,14.2605333333,8.15321,4.48146666667,10.2012666667,12.5722666667,9.96206666667
574.87,11.3384,12.3262666667,11.9166666667,11.2876,14.2711333333,8.16908333333,4.49953333333,10.1974666667,12.5769333333,9.99446666666
575.21,11.3519333333,12.36,11.9187333333,11.3149333333,14.2643333333,8.21529,4.55173333333,10.2312666667,12.5941333333,10.0520666667
575.55,11.3376666667,12.3312666667,11.8979333333,11.3096,14.2576,8.20405333333,4.55426666667,10.2196,12.5576,10.0496666667
575.89,11.3718666667,12.3454,11.888,11.3310666667,14.2580666667,8.22064333333,4.54206666667,10.2359333333,12.5782666667,10.0778666667
576.22,11.4032666667,12.3682666667,11.9266,11.3558,14.2839333333,8.23467666667,4.57146666667,10.2438666667,12.5974666667,10.1002666667
576.56,11.3952666667,12.3355333333,11.8637333333,11.3114666667,14.2759333333,8.23317666667,4.54746666667,10.1989333333,12.5595333333,10.0661333333
576.90,11.3426666667,12.2810666667,11.7879333333,11.2478,14.2000666667,8.19112666667,4.51953333334,10.1371333333,12.5180666667,10.0105333333
577.24,11.3188,12.2473333333,11.7550666667,11.2035333333,14.173,8.18251333333,4.50526666667,10.104,12.4768666667,9.99113333333
577.58,11.2661333333,12.1648,11.7027333334,11.1702,14.1082666667,8.15164,4.46373333333,10.0378666667,12.4215333333,9.97533333333
577.92,11.2268666667,12.0991333333,11.6353333333,11.1188666667,14.0388,8.10983,4.4064,9.9714,12.3451333333,9.90833333333
578.26,11.1794666667,12.0177333333,11.5791333333,11.0680666667,13.9635333333,8.06975666667,4.32493333333,9.901,12.2827333333,9.84726666665
578.60,11.161,12.0293333333,11.5699333333,11.0336,13.9355333333,8.06670666667,4.32413333333,9.89913333334,12.261,9.81386666667
578.94,11.1146,11.9556,11.5286666667,10.9958,13.8802,8.01406,4.2672,9.84353333334,12.1958,9.77119999999
579.28,11.0608,11.9234666667,11.4814,10.9616666667,13.8102666667,7.97276,4.23106666667,9.75906666666,12.1663333333,9.72726666666
579.61,11.0423333333,11.9074666667,11.4790666667,10.9584,13.7946,7.98187333333,4.27646666667,9.75893333334,12.1379333333,9.73326666667
579.95,10.9882666667,11.867,11.4482666667,10.9262,13.7628666667,7.96557666667,4.25386666667,9.76659999999,12.1039333333,9.70100000001
580.29,10.9814666667,11.8508,11.4502666667,10.9252,13.7206,7.97368,4.26013333333,9.77780000001,12.1119333333,9.72900000001
580.63,11.0037333333,11.8406,11.5044666667,11.0132666667,13.7262666667,8.04181,4.28586666666,9.83286666667,12.1176,9.77993333333
580.97,10.9128,11.7854666667,11.412,10.9539333333,13.6704,7.99247666667,4.24286666667,9.76000000001,12.0327333333,9.73126666667
581.31,10.9685333333,11.8526,11.4212666667,10.9815333333,13.6968666667,8.03626333333,4.32073333334,9.8054,12.0634666667,9.7772
581.65,10.9468666667,11.8726666667,11.3954,10.9661333333,13.6813333333,8.05565333333,4.3592,9.81746666665,12.0638666666,9.80833333334
581.98,10.9128,11.8474666667,11.3431333333,10.9335333333,13.6375333333,8.03995,4.34226666667,9.7906,12.0228666667,9.7734
582.32,10.8830666667,11.7769333333,11.3004666667,10.932,13.6106666667,8.02500666667,4.3128,9.75253333334,12.0062,9.78446666667
582.66,10.9112666667,11.8246666667,11.3208,10.9746,13.6232666667,8.04974666667,4.3268,9.80266666667,12.0536,9.81193333333
583.00,10.9796,11.8583333333,11.3588,11.0320666667,13.6343333333,8.11849666667,4.39233333333,9.87060000001,12.1072,9.88153333334
583.34,10.9348,11.83,11.3151333333,10.9768666667,13.5796666667,8.10194666667,4.33066666667,9.85133333334,12.0510666667,9.85353333333
583.68,10.8979333333,11.7832666667,11.2564,10.9198666667,13.4967333333,8.04725333333,4.2916,9.75879999999,11.9918666667,9.84286666666
584.01,10.8574,11.742,11.2175333333,10.8994666667,13.4316,8.01993,4.30306666667,9.70613333334,11.9222,9.83053333333
584.35,10.848,11.7534666667,11.1836666667,10.8728666667,13.3955333334,8.01615666667,4.317,9.64786666668,11.9142666667,9.83806666666
584.69,10.8783333334,11.7535333333,11.2178666666,10.901,13.3709333333,8.01818666667,4.33546666667,9.65213333333,11.9502,9.86873333333
585.03,10.8460666667,11.6836,11.2058666667,10.8705333333,13.3212,7.99009666667,4.31113333334,9.61726666666,11.912,9.85673333334
585.37,10.9117333333,11.7414,11.2753333333,10.9274666667,13.3836,8.05219666667,4.354,9.68160000001,11.9560666667,9.91539999999
585.70,10.909,11.7343333333,11.2642666667,10.9322666667,13.3648666667,8.03782,4.37586666667,9.684,11.9455333333,9.92400000001
586.04,10.7884,11.6291333333,11.1522666667,10.7697333334,13.211,7.90847,4.26073333333,9.55660000001,11.8196666667,9.79333333333
586.38,10.7027333333,11.5397333333,11.076,10.6771333333,13.115,7.83332333333,4.22313333334,9.4656,11.7140666666,9.73133333334
586.72,10.8132666667,11.6428,11.1709333333,10.782,13.2282,7.94176,4.31933333333,9.59606666667,11.8231333333,9.86066666666
587.06,10.8118,11.6217333333,11.1660666667,10.7811333333,13.2208666667,7.94100666667,4.37706666666,9.57420000001,11.8422,9.87080000001
587.39,10.8981333333,11.6805333333,11.2244,10.8769333333,13.3122,8.04575,4.45566666666,9.68253333334,11.9223333333,9.94259999999
587.73,10.8920666667,11.7396666667,11.2437333333,10.9084,13.3328,8.08640666667,4.44713333333,9.71766666667,11.9506666667,9.98140000001
588.07,10.8348666667,11.7047333333,11.1896,10.8658666667,13.3067333333,8.04722333333,4.39613333333,9.70053333332,11.9002,9.96406666668
588.41,10.8640666667,11.7259333333,11.1935333333,10.8881333334,13.3294,8.07592333333,4.4198,9.7452,11.9253333333,9.99259999999
588.74,10.8644,11.7840666667,11.1956,10.9268666667,13.3808,8.11908666667,4.43586666667,9.78846666665,11.9814,10.0524
589.08,10.8505333333,11.7354,11.162,10.9293333333,13.3224,8.083,4.39666666667,9.75346666668,11.9614666667,10.0484
589.42,10.7899333333,11.703,11.146,10.9226,13.294,8.08276,4.3736,9.71133333333,11.9482,10.0498666667
589.76,10.863,11.7960666667,11.1889333334,11.0402,13.3734,8.18852333333,4.46533333333,9.77846666667,12.0028666667,10.1628
590.09,10.93,11.8672666667,11.2054,11.1204666667,13.4451333333,8.27145333333,4.50946666667,9.83106666666,12.0793333333,10.2373333333
590.43,10.7592666667,11.6901333333,11.0636,10.9715333333,13.3056,8.14695333333,4.3632,9.67286666666,11.93,10.0794666667
590.77,10.6588666666,11.6199333333,10.9504666667,10.8873333333,13.2249333333,8.07115,4.26413333333,9.59060000001,11.8628666667,9.99600000001
591.11,10.5667333333,11.5365333333,10.8454,10.7785333333,13.139,7.95781,4.16433333333,9.48386666665,11.8046,9.90593333333
591.44,10.5824,11.5113333333,10.8446666667,10.7570666667,13.1505333333,7.95334333333,4.21026666666,9.49846666666,11.8198,9.9016
591.78,10.7096,11.5896,10.9248666667,10.8438666667,13.2148666667,8.05552333333,4.31253333333,9.57713333335,11.9231333333,9.98886666665
592.12,10.6927333333,11.5561333333,10.886,10.8322666667,13.1936,8.05541,4.29266666667,9.54100000001,11.8984666667,9.99793333333
592.46,10.6645333333,11.5074,10.8584666667,10.8032,13.1212666667,8.02479666667,4.25593333333,9.50466666666,11.8596666667,9.95366666665
592.79,10.6290666667,11.4867333333,10.8262666667,10.7702666667,13.0880666667,8.01659666667,4.2526,9.48919999999,11.8280666667,9.93939999999
593.13,10.6600666667,11.5064,10.8098666667,10.7359333333,13.0946,8.01333333333,4.25486666667,9.50740000001,11.834,9.972
593.47,10.6261333333,11.4669333333,10.8062,10.6733333333,13.0388,7.99510666667,4.21546666667,9.48419999999,11.8325333333,9.93906666667
593.80,10.5301333333,11.35,10.722,10.5546666667,12.9077333333,7.88618666667,4.12873333333,9.37733333333,11.7207333333,9.83513333335
594.14,10.5201333333,11.369,10.6910666667,10.5659333333,12.8834666667,7.87046333333,4.13673333334,9.34846666667,11.7047333333,9.84319999999
594.48,10.547,11.3957333333,10.7500666666,10.6067333333,12.9138666667,7.92008,4.18886666667,9.36746666667,11.7302666667,9.92100000001
594.81,10.6140666667,11.4884666667,10.8296,10.7058,12.973,8.04463666666,4.2856,9.43866666666,11.781,10.0595333333
595.15,10.6159333334,11.5047333333,10.8284,10.6897333333,12.9558666667,8.06301666666,4.2588,9.42693333333,11.7643333333,10.0696666667
595.49,10.5712,11.4740666667,10.8048666667,10.6632,12.923,8.03940666667,4.23733333333,9.38966666667,11.7186,10.0478666667
595.82,10.6338,11.5584666667,10.8803333333,10.724,12.9737333333,8.11541333333,4.31406666666,9.44933333334,11.8023333333,10.1052666667
