wavelength,Back_HemGoef,Belly_HemGoef,Breast_HemGoef,Crissum_HemGoef,Crown_HemGoef,DorTail_HemGoef,Patch10_HemGoef,Rump_HemGoef,Throat_HemGoef,WingTip_HemGoef
333.91,6.85391666667,5.01891666666,4.9565,4.87233333333,5.23075,7.196,13.1746666667,7.2475,5.49675,6.96265277778
334.28,7.02291666667,5.16808333333,5.16408333333,4.99841666667,5.45841666667,7.33575,13.4599583333,7.56566666667,5.66966666667,7.20737499999
334.64,7.12825,5.264125,5.20641666667,5.04358333333,5.44533333333,7.33291666667,13.6237083333,7.62191666667,5.68958333333,7.22834722222
335.01,7.2005,5.15795833333,5.17866666667,5.11375,5.44116666667,7.2135,13.646,7.64216666667,5.76591666667,7.28719444443
335.38,7.16958333333,5.13320833333,5.0675,5.01133333333,5.44966666667,7.13883333333,13.517625,7.5105,5.6085,7.14495833333
335.74,7.20841666667,5.24108333334,5.07241666667,5.05733333333,5.4245,7.04608333333,13.5145416667,7.51241666667,5.58683333333,7.10352777777
336.11,6.87883333333,4.92408333333,4.88008333333,4.948,5.1875,6.7555,13.3267916667,7.22183333333,5.32875,6.86629166667
336.47,6.54125,4.6825,4.70125,4.56333333333,4.85191666666,6.49841666666,13.0962083333,6.94275,5.15325,6.68633333334
336.84,6.69341666666,4.94570833334,4.77816666667,4.70633333333,5.07341666667,6.57433333333,13.2290833333,7.17725,5.31408333333,6.84216666667
337.21,6.92391666667,5.09220833333,5.03833333333,4.89083333333,5.31341666667,6.85775,13.3570416666,7.32666666666,5.55166666667,6.99690277778
337.57,6.76233333334,5.004625,4.96675,4.71558333333,5.11808333333,6.77925,13.2478333333,7.21616666667,5.42558333333,6.7573888889
337.94,6.4665,4.89325,4.90158333333,4.60725,5.01375,6.50075,13.1767083333,7.1505,5.34458333334,6.69334722224
338.31,6.48941666667,4.95333333333,5.01933333333,4.80116666667,5.16516666667,6.57325,13.2974583334,7.21741666667,5.49558333333,6.69780555555
338.67,6.394,4.823125,4.95883333333,4.62741666667,5.19141666667,6.48991666667,13.3255,7.15958333334,5.45308333333,6.67084722223
339.04,6.49491666667,4.97175,5.16783333333,4.61833333333,5.294,6.60683333334,13.5260833333,7.28458333333,5.52466666667,6.70825000001
339.40,6.5865,4.97616666666,5.28766666667,4.72583333334,5.39416666666,6.58875,13.7229166667,7.42791666667,5.68583333333,6.70148611112
339.77,6.49058333333,4.73283333333,5.17975,4.66675,5.37741666667,6.646,13.753125,7.42491666667,5.56808333334,6.61455555556
340.14,6.85291666667,5.07366666667,5.38191666667,4.87666666667,5.65283333333,6.9085,13.9630416667,7.82825,5.866,6.91679166667
340.50,7.13058333333,5.29629166667,5.59366666667,5.2485,5.87508333334,7.14658333333,14.1737916667,8.04983333334,6.00991666667,7.22343055556
340.87,6.98166666667,5.11745833333,5.44333333333,5.15958333334,5.70466666667,7.12458333333,14.0491666666,7.97658333334,5.89108333333,7.17631944443
341.23,6.83391666667,5.22329166667,5.37275,5.16808333333,5.64033333333,7.01375,13.96575,8.00291666666,5.81783333333,7.1448888889
341.60,6.81258333334,5.30154166667,5.34291666667,5.24466666667,5.63825,6.97375,14.015125,7.93066666667,5.80608333333,7.19095833332
341.96,6.84891666667,5.15604166667,5.30491666667,5.21883333333,5.55183333333,6.9945,13.9712083333,7.89225,5.78125,7.11468055556
342.33,6.80408333333,5.28945833333,5.36941666667,5.21391666667,5.48991666667,6.93125,13.9666666666,7.85575,5.70883333333,7.12411111111
342.70,6.75566666667,5.3885,5.37991666667,5.35416666667,5.44875,6.95141666667,13.9047083333,7.86041666666,5.63575,7.02822222223
343.06,6.349,5.07308333334,4.90483333333,4.998,5.07841666666,6.49083333333,13.4625,7.42266666667,5.24783333333,6.72313888888
343.43,6.24483333333,5.003875,4.63291666667,4.77258333333,4.94133333333,6.47183333333,13.2828333333,7.29425,5.07033333334,6.55870833332
343.79,6.6115,5.46879166667,4.955,4.98975,5.25533333333,6.732,13.5989166667,7.62466666667,5.41883333333,6.86116666666
344.16,6.56491666667,5.44020833333,4.98083333334,4.95866666667,5.23433333333,6.77391666667,13.6772083333,7.64191666666,5.36216666667,6.87591666666
344.52,6.55183333333,5.537,4.96033333333,4.96441666667,5.27075,6.844,13.638125,7.71266666666,5.47675,6.86231944445
344.89,6.69433333333,5.696375,5.1045,5.065,5.357,6.91916666667,13.8453333333,7.75933333334,5.58575,6.87925
345.25,6.7795,5.65025,5.12616666667,5.0285,5.33283333333,6.99041666667,13.8732083333,7.69108333334,5.51658333334,6.91779166667
345.62,6.87016666667,5.67904166667,5.21391666667,5.06133333333,5.37016666667,7.12308333333,14.0144166667,7.81791666666,5.54575,6.96966666666
345.99,7.0335,5.84820833334,5.35975,5.21983333333,5.55766666667,7.31575,14.27475,7.91316666667,5.64758333333,7.14330555556
346.35,6.97766666666,5.62095833334,5.16241666666,5.02841666667,5.34991666666,7.22266666667,14.165,7.68975,5.599,6.99556944444
346.72,7.165,5.71158333333,5.36175,5.16341666667,5.56383333333,7.38408333333,14.4279583333,7.80916666666,5.85933333333,7.31679166667
347.08,7.73066666667,6.18529166666,5.95725,5.715,6.22808333333,8.13125,15.0562916667,8.42474999999,6.40725,7.87483333333
347.45,7.98433333332,6.494125,6.4665,6.091,6.49875,8.37516666667,15.3167916666,8.67266666667,6.73716666667,8.26426388889
347.81,8.09158333334,6.5015,6.54525,6.17383333333,6.58716666667,8.47241666666,15.3879583333,8.69133333334,6.82316666667,8.39604166667
348.18,7.95641666666,6.43791666667,6.56741666667,6.13541666666,6.6435,8.42858333334,15.4544583334,8.693,6.807,8.35708333333
348.54,7.63941666667,6.07220833333,6.383,5.87916666667,6.46475,8.11291666667,15.3115,8.438,6.52366666667,8.1127361111
348.91,7.346,5.83558333334,6.127,5.69225,6.29216666667,7.88133333333,15.1914583333,8.286,6.3625,7.98198611111
349.27,7.21466666666,5.628,5.96525,5.58141666667,6.212,7.76558333333,15.20625,8.21741666667,6.33933333334,7.82088888888
349.64,7.26491666667,5.615125,5.93875,5.56608333333,6.26608333333,7.7445,15.2012083333,8.11508333333,6.39958333334,7.85719444445
350.00,7.20041666667,5.58975,5.84358333333,5.4405,6.20766666667,7.61091666667,15.0876666666,8.115,6.3885,7.81581944445
350.37,7.15966666667,5.542375,5.81133333333,5.42383333333,6.2305,7.67858333333,15.0876666667,8.20733333334,6.29533333333,7.80231944445
350.73,7.15008333333,5.51166666667,5.71008333333,5.2725,6.07916666666,7.61533333334,14.9932916667,8.18558333333,6.15858333333,7.63986111111
351.10,7.03325,5.42020833333,5.589,5.17625,5.91591666667,7.37483333333,14.82525,7.992,6.0255,7.48563888889
351.46,7.00166666667,5.40495833333,5.425,5.1345,5.89666666667,7.35366666667,14.87775,7.98508333333,6.0055,7.51922222223
351.83,7.0395,5.452125,5.46933333334,5.21283333333,5.945,7.39308333333,14.9108333333,8.02116666666,6.05633333333,7.56040277777
352.19,7.13466666666,5.478,5.39641666667,5.22058333334,5.88991666667,7.42058333333,14.827875,7.96041666667,6.11541666667,7.58734722223
352.55,7.18075,5.55175,5.39125,5.13766666666,5.88775,7.46441666667,14.9527083334,8.023,6.11291666667,7.64620833333
352.92,7.32033333333,5.52508333334,5.50408333333,5.228,5.94366666666,7.55616666666,14.939,8.07833333333,6.12833333334,7.64336111112
353.28,7.31224999999,5.47033333333,5.40875,5.24933333333,5.98775,7.56191666667,14.880125,8.09425,6.05366666667,7.66479166668
353.65,7.18616666667,5.39866666667,5.33683333333,5.21716666667,5.9465,7.50791666667,14.7318333334,8.03875,5.9515,7.62725000001
354.01,7.11275000001,5.37625,5.23466666667,5.17566666667,5.94783333333,7.51041666666,14.7160833333,7.92875,5.87708333333,7.50547222223
354.38,7.24175000001,5.49525,5.32725,5.29758333333,6.09175,7.54241666667,14.7367083333,7.96933333333,5.94716666666,7.66125000001
354.74,7.27958333333,5.54025,5.39933333333,5.38158333333,6.19808333333,7.54633333334,14.8454583333,7.97825,6.0,7.74965277777
355.11,6.955,5.166875,5.06416666667,4.92858333334,5.86083333334,7.14391666666,14.605625,7.58525,5.66708333333,7.394625
355.47,6.95291666667,5.07808333333,5.14125,4.96433333334,5.91533333333,7.19766666667,14.6284166667,7.64791666667,5.65925,7.36531944444
355.83,7.05708333333,5.13320833334,5.29333333333,5.0805,5.98733333333,7.34741666667,14.7940833333,7.80533333333,5.7635,7.47497222222
356.20,7.07758333333,5.18879166666,5.33833333334,5.1395,6.02683333333,7.38083333333,14.9224166666,7.84058333333,5.71575,7.52265277777
356.56,7.11025,5.21445833333,5.33566666667,5.18325,5.98183333333,7.41358333333,14.8750416666,7.87925,5.79558333334,7.56740277777
356.93,6.97116666666,5.12758333334,5.17116666667,4.97058333333,5.78458333334,7.23275,14.6962083334,7.66008333333,5.65541666667,7.46248611111
357.29,7.051,5.28108333333,5.27975,5.05025,5.82466666667,7.26175,14.8838333334,7.67783333334,5.84483333333,7.59534722223
357.66,7.17766666666,5.43233333333,5.463,5.12666666666,5.95933333334,7.37175,15.1124583333,7.92491666667,6.02025,7.72147222222
358.02,7.29541666667,5.52541666667,5.62008333333,5.25875,6.03891666667,7.43683333334,15.2722916667,8.11766666667,6.16058333333,7.88745833334
358.38,7.36183333333,5.61358333333,5.72425,5.31283333333,6.0945,7.48291666667,15.4675,8.27416666667,6.29541666667,7.94131944443
358.75,7.24208333333,5.50604166667,5.55608333333,5.22733333333,5.90883333334,7.36241666667,15.3543333333,8.22391666667,6.18075,7.74345833332
359.11,7.37566666666,5.60858333333,5.69466666667,5.39125,6.05241666666,7.51591666667,15.509125,8.39966666667,6.3065,7.91518055555
359.48,7.23408333332,5.48683333333,5.53608333333,5.22241666666,5.855,7.312,15.4656666667,8.22825,6.19733333333,7.77418055556
359.84,7.07983333333,5.36275,5.43925,5.03175,5.70391666667,7.14266666667,15.342,8.11266666667,6.05583333334,7.64423611111
360.20,7.18116666666,5.387,5.53666666667,5.036,5.77975,7.22416666666,15.4426666667,8.24616666667,6.14783333333,7.68598611112
360.57,7.13833333333,5.296375,5.49833333334,4.96775,5.7215,7.09683333333,15.42775,8.13483333333,6.03575,7.56158333333
360.93,7.318,5.43358333334,5.68791666667,5.136,5.88583333333,7.28308333333,15.671625,8.3555,6.19441666667,7.63987500001
361.29,7.22325,5.303875,5.57633333334,4.9395,5.75808333333,7.16083333334,15.512375,8.28466666667,6.03366666666,7.46255555556
361.66,7.1115,5.12770833333,5.39191666667,4.80558333333,5.59108333333,7.00541666667,15.418125,8.1095,5.88983333333,7.28786111111
362.02,7.01791666667,4.97925,5.31641666667,4.68308333334,5.48625,6.923,15.3104583333,7.95475,5.81416666667,7.13336111112
362.39,6.81675,4.75066666666,5.10183333333,4.51791666667,5.29575,6.72041666667,15.1537083334,7.72308333333,5.60591666667,6.86980555556
362.75,6.89516666667,4.84458333333,5.21233333333,4.60708333333,5.45375,6.82208333333,15.2105,7.78466666667,5.7335,7.02720833334
363.11,7.01358333334,5.01941666667,5.34416666667,4.81941666667,5.5695,6.95125,15.3895416667,7.94175,5.86475,7.17333333333
363.48,7.03383333333,5.04808333334,5.35441666667,4.83675,5.59308333333,6.92141666667,15.373375,7.9325,5.899,7.17033333333
363.84,7.00641666668,5.09216666667,5.37416666666,4.90116666667,5.63125,6.93925,15.3921666666,7.91858333333,5.92316666666,7.1831111111
364.20,6.86525,5.027875,5.2685,4.82925,5.54466666666,6.78891666667,15.2667083333,7.738,5.856,7.10334722223
364.57,6.99008333333,5.13745833333,5.386,4.94916666667,5.707,6.95525,15.380375,7.85833333334,6.00366666667,7.21404166666
364.93,6.91808333333,5.073375,5.27075,4.83466666667,5.655,6.84983333333,15.3794583334,7.80425,5.97441666667,7.18251388888
365.29,6.83033333334,4.96191666667,5.21125,4.79641666667,5.60075,6.80158333334,15.3694166667,7.68608333334,5.89066666667,7.10640277778
365.66,6.82641666666,4.91658333333,5.15416666667,4.79708333333,5.54158333333,6.74808333333,15.3738333333,7.61916666666,5.86358333333,7.07098611112
366.02,6.86725,4.93854166667,5.17533333333,4.83416666667,5.57491666667,6.72275,15.425875,7.65683333333,5.80833333333,7.16454166667
366.38,7.10499999999,5.14620833333,5.33116666667,4.95858333333,5.73666666667,6.89691666666,15.5454583333,7.85975,6.00933333333,7.41947222223
366.75,6.9205,4.93641666667,5.1665,4.76166666667,5.58241666667,6.74316666667,15.49125,7.69966666667,5.78316666667,7.24922222222
367.11,6.83391666667,4.81875,5.05833333333,4.59983333333,5.52658333334,6.6605,15.3818333333,7.58491666667,5.67891666667,7.09698611112
367.47,6.82366666667,4.78479166667,5.05575,4.59033333333,5.51991666666,6.65875,15.3904583333,7.57241666667,5.61833333333,7.07008333334
367.84,6.75325,4.60508333333,4.82775,4.41283333333,5.38266666667,6.45983333334,15.2332916667,7.44908333334,5.44833333333,6.96802777777
368.20,6.7855,4.61758333334,4.81058333333,4.418,5.37391666667,6.45241666667,15.296,7.49375,5.44816666667,6.97795833333
368.56,6.88483333333,4.76829166667,4.91333333334,4.50866666667,5.50916666667,6.6005,15.5160833333,7.63458333333,5.62291666667,7.09084722224
368.93,6.8795,4.783875,4.94158333334,4.55425,5.58358333333,6.61658333333,15.483,7.63841666667,5.65741666667,7.18554166667
369.29,6.77308333334,4.72470833334,4.896,4.449,5.50858333333,6.5335,15.40975,7.58941666667,5.63116666666,7.12038888888
369.65,6.73841666666,4.73079166667,4.89225,4.42183333333,5.57116666667,6.52983333333,15.3677916667,7.60833333333,5.67816666667,7.14606944443
370.01,6.61016666667,4.56845833333,4.66291666667,4.24133333333,5.40816666667,6.36775,15.2440416667,7.42441666666,5.54025,6.8881111111
370.38,6.42408333334,4.44104166666,4.53516666666,4.0695,5.34758333333,6.30166666667,15.1810416667,7.22916666667,5.4135,6.71355555556
370.74,6.48633333333,4.48433333333,4.5555,4.08683333333,5.38716666667,6.32075,15.2054166667,7.26016666666,5.51733333333,6.71205555556
371.10,6.51075,4.57120833333,4.66,4.13391666667,5.39658333334,6.32483333334,15.232875,7.35358333334,5.56383333333,6.74238888888
371.46,6.56883333334,4.67558333333,4.72766666667,4.1475,5.43625,6.39383333334,15.325875,7.41275,5.587,6.78315277778
371.83,6.6365,4.78966666667,4.86966666667,4.21375,5.49358333333,6.48383333334,15.4742083333,7.48083333333,5.63025,6.75387500001
372.19,6.67658333334,4.85233333334,4.8895,4.23508333333,5.538,6.48575,15.506,7.48491666667,5.66141666667,6.70011111112
372.55,6.78533333334,4.89633333333,4.96641666667,4.36583333333,5.612,6.49941666667,15.5805833333,7.54225,5.6665,6.76738888889
372.92,6.84008333334,4.91279166667,4.99791666667,4.39766666667,5.57016666667,6.56125,15.644125,7.57141666667,5.63358333334,6.70905555556
373.28,6.98416666667,5.02579166667,5.07866666666,4.54716666666,5.69033333333,6.6285,15.7945,7.68691666666,5.67891666667,6.83495833334
373.64,7.18041666667,5.27016666667,5.31958333333,4.72975,5.84775,6.83633333333,16.01225,7.86816666667,5.83083333333,6.96513888888
374.00,7.48225,5.640125,5.66591666666,5.01791666667,6.08775,7.13408333333,16.2806666667,8.19716666667,6.08883333333,7.25484722223
374.37,7.44758333334,5.62870833333,5.68375,5.02791666667,6.0425,7.04066666667,16.3049583333,8.16991666667,6.00708333333,7.23480555555
374.73,7.49391666666,5.69504166667,5.72658333333,5.07908333333,6.05075,7.02483333333,16.38925,8.1445,5.99566666667,7.28734722222
375.09,7.47949999999,5.632,5.59983333333,5.00466666667,6.02608333333,6.95741666667,16.3864166667,8.0245,5.95875,7.20479166667
375.45,7.59191666667,5.67270833333,5.64466666667,5.09891666667,6.15633333333,7.08225,16.469,8.11975,6.06983333333,7.25118055556
375.81,7.55391666668,5.645125,5.58341666667,5.125,6.16941666666,7.0745,16.4656666667,8.1355,6.09941666667,7.25631944445
376.18,7.49824999999,5.54745833333,5.53066666667,5.06741666667,6.087,7.03283333334,16.4847083333,8.09658333333,6.03783333333,7.22404166667
376.54,7.25791666668,5.38758333333,5.371,4.84833333333,5.84633333333,6.845,16.3339166667,7.87616666667,5.86816666667,7.06790277779
376.90,7.27291666668,5.48104166666,5.4685,4.91483333333,5.90016666667,6.86766666667,16.3992916667,7.90841666666,5.93183333333,7.12836111112
377.26,7.34016666667,5.53625,5.49883333333,4.95833333334,5.92533333333,6.93316666667,16.4310416667,7.91358333333,5.96233333333,7.13130555556
377.63,7.17175,5.343625,5.32475,4.84416666667,5.75191666667,6.80366666667,16.2869166667,7.73533333334,5.77666666667,6.94843055557
377.99,6.98699999999,5.10091666667,5.10516666667,4.728,5.58258333333,6.62391666667,16.141625,7.52441666667,5.62716666667,6.79284722223
378.35,7.20416666668,5.27341666667,5.35416666666,4.9275,5.76616666666,6.85875,16.3318333333,7.77116666667,5.80775,6.98181944444
378.71,7.04233333334,5.15008333333,5.25675,4.79866666667,5.62391666667,6.78283333333,16.2445416667,7.718,5.74016666667,6.85398611111
379.07,6.96925000001,5.06041666667,5.26316666667,4.77391666667,5.57666666667,6.76041666667,16.2646666667,7.71541666667,5.72033333333,6.8558611111
379.44,6.76633333334,4.89020833333,5.11116666667,4.58991666667,5.3325,6.53933333333,16.1455,7.54058333334,5.51775,6.73952777777
379.80,6.79791666666,4.86233333333,5.1,4.52275,5.2755,6.47666666667,16.25725,7.47733333334,5.52983333333,6.73659722222
380.16,6.68908333334,4.76929166667,4.97583333333,4.41216666667,5.17925,6.32133333333,16.154,7.37858333334,5.41033333333,6.65826388889
380.52,6.70775,4.71825,4.92183333333,4.38808333334,5.15433333333,6.27308333333,16.1110833334,7.35241666667,5.34858333333,6.58388888889
380.88,6.62383333333,4.62841666667,4.82766666667,4.2535,5.08275,6.16083333333,16.0885833334,7.2665,5.25666666667,6.49393055556
381.24,6.56325,4.62158333333,4.79575,4.23841666667,5.06075,6.10183333333,16.1079583334,7.295,5.22408333333,6.42694444444
381.61,6.65533333333,4.73325,4.83475,4.28266666666,5.16391666667,6.147,16.1894166667,7.3785,5.32858333333,6.53476388889
381.97,6.59558333333,4.752625,4.84633333333,4.22741666667,5.15616666666,6.12908333334,16.2515416666,7.37491666667,5.31208333333,6.55386111112
382.33,6.38891666667,4.563875,4.57675,4.04308333333,4.92791666667,5.87308333333,16.0474583334,7.1675,5.14966666666,6.30626388889
382.69,6.45391666667,4.63891666666,4.65033333333,4.15016666667,5.01516666667,5.93358333334,16.102375,7.19925,5.20983333333,6.35669444444
383.05,6.48191666667,4.72583333334,4.65966666667,4.17516666667,5.03408333333,5.95191666667,16.1177916666,7.2205,5.19941666667,6.34631944444
383.41,6.56116666667,4.808,4.70033333333,4.27175,5.13908333333,5.96066666667,16.1575416667,7.26258333333,5.29758333333,6.36618055557
383.77,6.58008333333,4.87508333333,4.71116666667,4.354,5.18008333333,5.97366666667,16.1030833333,7.27616666667,5.26916666666,6.36306944445
384.14,6.72716666666,4.9995,4.8605,4.51441666667,5.31116666667,6.1175,16.257375,7.414,5.41433333333,6.44859722223
384.50,6.69416666666,5.00358333333,4.83375,4.49916666667,5.2935,6.08691666667,16.2784583333,7.41258333333,5.43141666667,6.43004166668
384.86,6.69608333333,5.00825,4.78641666667,4.55675,5.29025,6.07441666667,16.29125,7.41208333333,5.46375,6.39990277777
385.22,6.69116666667,4.96908333333,4.75741666666,4.54083333333,5.25183333334,6.08475,16.3041666667,7.377,5.48625,6.39431944444
385.58,6.70791666668,4.97420833333,4.82066666667,4.58116666667,5.27316666667,6.10441666667,16.3910416667,7.42958333333,5.46816666667,6.39393055556
385.94,6.806,5.03945833333,4.93591666667,4.67175,5.36233333334,6.19466666667,16.4978333334,7.52291666667,5.54666666667,6.43281944444
386.30,6.91824999999,5.149875,5.03608333333,4.76425,5.45741666667,6.2965,16.66525,7.6055,5.65491666667,6.57104166666
386.66,6.967,5.15395833333,5.02283333333,4.74108333333,5.446,6.27408333333,16.7488333333,7.6135,5.6365,6.56591666667
387.03,6.94141666667,5.0795,5.00825,4.74283333333,5.41141666666,6.28466666667,16.7335416667,7.5455,5.65783333334,6.533
387.39,6.91025,5.05716666667,4.996,4.71158333333,5.378,6.33408333334,16.7871666667,7.52641666666,5.62408333334,6.50831944443
387.75,6.90041666667,5.03008333333,5.03316666667,4.73983333333,5.427,6.36208333333,16.8595833333,7.57475,5.67183333333,6.52245833332
388.11,6.80683333333,4.97670833333,4.97216666667,4.69625,5.36941666666,6.34925,16.8305,7.531,5.63733333333,6.47343055555
388.47,6.80600000001,4.96879166667,5.02291666667,4.748,5.40091666667,6.39466666667,16.92525,7.54633333333,5.66466666667,6.47455555556
388.83,6.81816666667,4.93270833334,5.06275,4.71841666667,5.39416666666,6.36341666666,16.9679583333,7.56475,5.63916666667,6.45558333334
389.19,6.87308333332,4.99404166667,5.14366666667,4.74733333333,5.446,6.40808333333,17.0665,7.59033333333,5.67491666667,6.49351388888
389.55,6.82899999999,4.917625,5.10558333333,4.68808333334,5.40358333333,6.32166666667,17.053125,7.52208333333,5.67108333333,6.44629166667
389.91,6.80883333332,4.898,5.06958333333,4.65475,5.39433333333,6.29008333333,17.026875,7.47525,5.6475,6.43211111111
390.27,6.77783333333,4.84875,5.04341666667,4.62041666667,5.39983333333,6.25641666667,17.0479166667,7.43741666666,5.60166666667,6.39738888888
390.63,6.78024999999,4.86179166667,5.07116666667,4.65725,5.42675,6.23358333333,17.041375,7.47291666667,5.63891666666,6.44422222223
391.00,6.84925000001,4.88154166667,5.08183333333,4.64991666667,5.44275,6.22025,17.13125,7.53658333333,5.61258333333,6.45765277778
391.36,6.90616666667,4.92520833333,5.10758333333,4.68025,5.47891666667,6.199,17.184125,7.5775,5.6615,6.52105555556
391.72,6.94533333333,4.95066666667,5.11466666667,4.67675,5.47275,6.19533333333,17.2564166667,7.62683333334,5.67558333334,6.57561111111
392.08,7.11274999999,5.11116666667,5.24941666666,4.78033333334,5.61125,6.31441666667,17.3789583333,7.75683333333,5.80791666667,6.70263888888
392.44,7.2305,5.23408333333,5.32566666667,4.86433333333,5.71666666667,6.37858333333,17.4572083333,7.852,5.90858333333,6.79497222222
392.80,7.27866666667,5.30716666667,5.35483333333,4.90841666666,5.78216666667,6.4415,17.5063333333,7.88141666667,5.98341666666,6.85729166667
393.16,7.21125,5.26466666667,5.30791666667,4.88083333333,5.75483333334,6.36333333333,17.463875,7.87091666667,5.95308333333,6.84138888889
393.52,7.15816666667,5.28558333333,5.27616666667,4.86166666667,5.729,6.34283333333,17.47525,7.835,5.9555,6.825625
393.88,7.09366666668,5.237625,5.20983333333,4.83433333333,5.65216666666,6.25866666667,17.4599166666,7.78633333333,5.92358333333,6.758875
394.24,7.09591666667,5.24179166667,5.20158333333,4.84,5.64441666667,6.27641666667,17.4571666667,7.79116666667,5.94091666667,6.73275
394.60,7.10658333334,5.26245833334,5.237,4.85383333333,5.66008333333,6.3315,17.4991666667,7.79475,5.97875,6.73754166667
394.96,7.08408333334,5.31733333334,5.26866666667,4.9085,5.65816666667,6.37933333333,17.495625,7.81633333333,6.04116666667,6.77261111111
395.32,7.07891666666,5.35054166667,5.31083333334,4.94033333333,5.67058333333,6.4355,17.534375,7.8715,6.06616666667,6.77525000001
395.68,7.05633333333,5.33983333333,5.3,4.9455,5.68816666667,6.4705,17.529125,7.8305,6.06925,6.70869444445
396.04,6.92108333333,5.19375,5.21133333333,4.85375,5.57091666667,6.34008333333,17.4522916667,7.68791666667,5.93358333333,6.57731944444
396.40,6.88750000001,5.135,5.20458333333,4.79458333333,5.54066666666,6.32033333333,17.4664583334,7.6785,5.91408333333,6.52229166666
396.76,6.75724999999,4.9925,5.06441666667,4.69158333333,5.39033333333,6.19708333333,17.376125,7.57275,5.76941666667,6.38956944445
397.12,6.75541666667,4.9705,5.02991666667,4.68908333333,5.39266666667,6.18666666667,17.395625,7.56025,5.75441666667,6.35409722222
397.48,6.75291666666,4.912375,4.96575,4.68541666666,5.37166666666,6.19633333333,17.3889166667,7.56841666667,5.70775,6.31545833333
397.84,6.82766666667,4.96325,4.9855,4.74241666667,5.44566666666,6.261,17.4899166667,7.62966666667,5.77441666667,6.34030555555
398.20,6.82266666668,5.01895833333,5.00033333333,4.78716666667,5.47983333333,6.27125,17.52875,7.67175,5.84316666666,6.3716111111
398.56,6.87091666666,5.035,5.0225,4.82166666667,5.53391666667,6.29383333333,17.571125,7.69241666667,5.85325,6.36286111111
398.92,6.86691666668,4.99391666667,4.99941666666,4.8145,5.57308333333,6.23408333333,17.596375,7.66658333333,5.8445,6.30700000001
399.28,6.78991666666,4.84154166667,4.90675,4.73366666667,5.50466666667,6.107,17.5104583333,7.57116666667,5.74166666667,6.20944444444
399.64,6.8,4.81475,4.91641666667,4.71425,5.4815,6.02825,17.5026666667,7.5565,5.75633333334,6.21252777777
400.00,6.85491666666,4.837375,4.90958333334,4.74608333333,5.52866666667,6.02858333333,17.5786666667,7.60633333333,5.80666666667,6.26523611112
400.36,6.86725,4.884625,4.92958333333,4.77591666667,5.54216666667,6.04166666667,17.5454166667,7.633,5.84066666666,6.30862499999
400.72,7.00966666666,5.04375,5.08116666667,4.89908333333,5.69583333334,6.21141666667,17.6820833333,7.74933333332,5.98808333334,6.46387499999
401.08,7.08341666666,5.08908333333,5.15966666667,4.91633333333,5.73316666667,6.25966666667,17.741375,7.76524999999,6.06233333333,6.50129166667
401.44,7.16875,5.17270833333,5.27375,4.97408333333,5.82408333334,6.31933333333,17.8184166667,7.81850000001,6.15125,6.61045833333
401.80,7.18316666667,5.20908333333,5.33641666667,4.97966666667,5.85416666667,6.36083333333,17.862125,7.85058333333,6.203,6.670375
402.16,7.16966666667,5.11925,5.31358333333,4.93433333334,5.78141666667,6.27758333334,17.8759166667,7.77066666667,6.11116666667,6.5951111111
402.52,7.15358333334,5.11795833333,5.27608333333,4.93333333333,5.75808333333,6.23383333333,17.9062083334,7.77666666668,6.10091666667,6.56933333333
402.88,7.16966666667,5.15116666666,5.29075,4.93075,5.74866666667,6.24408333334,17.9475833333,7.76941666667,6.12166666666,6.59544444443
403.24,7.19316666666,5.22220833333,5.32033333334,4.96508333333,5.78983333333,6.28241666667,18.0494166666,7.7845,6.17508333334,6.62684722223
403.60,7.13216666667,5.21520833333,5.27125,4.91433333333,5.75466666667,6.26483333333,18.0725833333,7.73699999999,6.13683333333,6.58130555557
403.95,7.11975000001,5.2415,5.31025,4.91766666667,5.75808333333,6.28308333333,18.0773333333,7.75816666667,6.13391666666,6.57881944444
404.31,7.03833333334,5.13479166667,5.22691666666,4.82966666667,5.67125,6.18591666667,18.040875,7.63408333333,6.0515,6.49208333333
404.67,6.96350000001,5.06295833333,5.18258333333,4.77158333334,5.6075,6.10333333333,18.0327083334,7.57824999999,6.00016666666,6.43768055555
405.03,6.90975,5.02954166666,5.143,4.74916666667,5.56083333333,6.06858333333,18.0149166666,7.56216666668,5.97075,6.41806944444
405.39,6.85475000001,4.97420833333,5.0575,4.68933333334,5.47541666666,5.98091666667,17.9870416667,7.511,5.91233333333,6.32412499999
405.75,6.81841666667,4.940125,4.99575,4.66483333333,5.4345,5.90758333333,17.964,7.47516666666,5.86858333333,6.26931944444
406.11,6.82033333333,4.962,5.0165,4.69875,5.47308333334,5.94141666667,17.9797916667,7.52766666666,5.93425,6.29734722222
406.47,6.78683333334,4.90825,4.99358333333,4.65233333333,5.41366666667,5.88916666667,17.9696666666,7.49741666666,5.91,6.27030555556
406.83,6.75658333333,4.888625,4.968,4.613,5.36408333333,5.85683333333,17.932375,7.48066666667,5.88841666667,6.23284722222
407.19,6.79983333333,4.9255,5.00658333333,4.637,5.38233333333,5.89891666667,17.9355,7.54258333333,5.96941666667,6.26569444443
407.55,6.81508333334,4.91875,5.00466666667,4.67758333333,5.40083333333,5.90383333333,17.9074583334,7.55916666666,5.96183333333,6.26101388889
