wavelength,Back_SpoLeum,Belly_SpoLeum,Breast_SpoLeum,Crissum_SpoLeum,Crown_SpoLeum,DorTail_SpoLeum,Patch10_SpoLeum,Rump_SpoLeum,Throat_SpoLeum,WingTip_SpoLeum
577.24,11.1433333333,54.069,41.99,42.9906666666,10.1637777778,11.7734444444,34.9787777778,12.9863333333,42.8057777778,11.2066666667
577.58,11.1425555556,53.992,41.9785555555,43.0134444444,10.1812222222,11.8128888889,34.9628888889,12.9855555556,42.7933333333,11.2442222222
577.92,11.1712222222,53.9937777778,41.9123333333,42.9666666667,10.1904444445,11.8538888889,34.9365555556,13.0391111111,42.7904444444,11.2825555555
578.26,11.1026666667,54.0327777778,41.8426666667,42.9168888889,10.1252222222,11.7455555556,34.8583333333,12.9342222222,42.7475555555,11.1951111111
578.60,11.2213333333,54.1818888889,41.9684444445,43.039,10.2048888889,11.8702222222,34.9581111111,13.047,42.8813333334,11.3261111111
578.94,11.3597777778,54.2628888889,42.0614444444,43.1648888889,10.3215555556,11.9818888889,35.052,13.1665555556,43.0385555556,11.4492222222
579.28,11.4182222222,54.3542222222,42.1364444444,43.2788888889,10.322,12.0288888889,35.1143333333,13.1885555556,43.117,11.5064444444
579.61,11.4624444444,54.4468888889,42.1678888889,43.3264444444,10.3088888889,12.068,35.1504444444,13.1666666667,43.1583333333,11.5501111111
579.95,11.5012222222,54.5518888889,42.1958888889,43.3343333333,10.3294444444,12.0383333334,35.1352222222,13.1933333333,43.1418888889,11.5354444444
580.29,11.577,54.7112222222,42.3203333334,43.4724444444,10.3157777778,12.0095555556,35.2323333333,13.2121111111,43.2438888889,11.5368888889
580.63,11.6244444445,54.771,42.3573333333,43.5362222222,10.3591111111,12.085,35.2891111111,13.2658888889,43.26,11.591
580.97,11.5821111111,54.6952222222,42.3553333333,43.5061111111,10.3362222222,12.1078888889,35.2462222222,13.2522222222,43.2581111111,11.5985555555
581.31,11.5492222222,54.6022222222,42.3024444444,43.4181111111,10.2913333333,12.044,35.1661111111,13.1992222222,43.155,11.5595555556
581.65,11.5382222222,54.5747777778,42.3128888889,43.4642222222,10.2473333333,12.021,35.1413333333,13.1873333334,43.1745555555,11.5356666667
581.98,11.6225555555,54.6644444445,42.4735555556,43.5741111111,10.3208888889,12.1726666667,35.289,13.3256666667,43.3011111111,11.6627777778
582.32,11.6258888889,54.7437777778,42.5758888889,43.6254444444,10.3245555555,12.1406666667,35.3523333333,13.3281111111,43.327,11.6515555556
582.66,11.4961111111,54.6263333333,42.4641111111,43.5021111111,10.2195555556,12.0187777778,35.2428888889,13.2266666667,43.202,11.552
583.00,11.452,54.602,42.4443333333,43.4857777778,10.2446666667,12.0038888889,35.2251111111,13.1813333333,43.185,11.5487777778
583.34,11.4502222222,54.6218888889,42.4405555556,43.5431111111,10.2113333333,11.9416666667,35.2386666667,13.1925555556,43.2385555556,11.5182222222
583.68,11.4684444444,54.624,42.525,43.6547777778,10.216,11.9904444445,35.3152222222,13.2253333333,43.3144444445,11.5865555555
584.01,11.4024444444,54.5641111111,42.4466666667,43.6191111111,10.2446666667,11.9556666667,35.2655555556,13.1887777778,43.2568888889,11.5627777778
584.35,11.3937777778,54.498,42.4267777778,43.5627777778,10.2315555555,11.9271111111,35.2136666667,13.1511111111,43.2216666666,11.5044444444
584.69,11.4426666667,54.4916666667,42.3252222222,43.5352222222,10.2327777778,11.9228888889,35.2178888889,13.1223333333,43.1586666667,11.5214444444
585.03,11.4806666667,54.5527777778,42.2946666667,43.5783333333,10.212,11.935,35.258,13.1562222222,43.1818888889,11.5806666667
585.37,11.4076666667,54.559,42.2861111111,43.5594444444,10.1831111111,11.9223333333,35.2503333333,13.0908888889,43.1631111111,11.5886666667
585.70,11.3748888889,54.5066666667,42.2072222222,43.4874444444,10.1542222222,11.8774444444,35.2337777778,13.0444444444,43.131,11.5391111111
586.04,11.3596666667,54.4267777778,42.0988888889,43.3921111111,10.0928888889,11.8934444445,35.1431111111,13.0374444444,43.0705555556,11.5063333333
586.38,11.4103333333,54.5181111111,42.1497777778,43.4812222222,10.1577777778,11.9774444445,35.2214444445,13.0807777778,43.0664444444,11.5626666667
586.72,11.4351111111,54.5434444445,42.1626666667,43.4726666667,10.1266666667,11.9758888889,35.2867777778,13.1183333333,43.1366666667,11.5838888889
587.06,11.4184444444,54.5441111111,42.1822222222,43.573,10.1318888889,11.996,35.3455555556,13.1284444445,43.1548888889,11.5904444444
587.39,11.4077777778,54.4887777778,42.0863333334,43.5111111111,10.1262222222,11.9662222222,35.3134444444,13.1214444444,43.1147777778,11.5628888889
587.73,11.4016666667,54.3983333333,41.9971111111,43.3958888889,10.1023333333,12.0035555555,35.2805555556,13.1492222222,43.026,11.6227777778
588.07,11.4397777778,54.4196666667,42.0482222222,43.4343333333,10.1816666667,12.0986666667,35.3432222222,13.2308888889,43.0693333333,11.7255555556
588.41,11.4501111111,54.5627777778,42.1541111111,43.5742222222,10.1551111111,12.1508888889,35.4415555556,13.2664444445,43.2071111111,11.7222222222
588.74,11.4404444445,54.5996666667,42.1831111111,43.5552222222,10.1682222222,12.1386666667,35.4108888889,13.2321111111,43.2214444445,11.6645555556
589.08,11.4948888889,54.6036666667,42.2553333333,43.6156666667,10.243,12.1883333333,35.464,13.291,43.2394444445,11.6813333333
589.42,11.523,54.6227777778,42.2742222222,43.6673333334,10.2583333333,12.2136666667,35.4487777778,13.3125555555,43.2561111111,11.7142222222
589.76,11.4738888889,54.562,42.2152222222,43.668,10.2211111111,12.14,35.4242222222,13.2493333333,43.2356666667,11.6858888889
590.09,11.4684444444,54.4416666667,42.2236666667,43.6342222222,10.1965555556,12.0944444444,35.3533333333,13.2346666667,43.2166666667,11.6597777778
590.43,11.3723333333,54.3145555556,42.1056666667,43.551,10.1124444445,12.0233333333,35.2182222222,13.134,43.0557777778,11.5141111111
590.77,11.4701111111,54.3488888889,42.1575555556,43.5233333333,10.1911111111,12.0794444444,35.235,13.1938888889,43.0455555556,11.5921111111
591.11,11.4592222222,54.413,42.1692222222,43.4966666667,10.2044444444,12.0862222222,35.1922222222,13.2151111111,43.07,11.6344444444
591.44,11.4757777778,54.5212222222,42.2427777778,43.5717777778,10.2265555556,12.0436666667,35.2391111111,13.2166666667,43.1086666667,11.5882222222
591.78,11.4094444444,54.6543333333,42.2693333333,43.6211111111,10.155,11.9743333333,35.3014444444,13.1763333333,43.1614444445,11.5348888889
592.12,11.3633333333,54.6101111111,42.2252222222,43.5128888889,10.1744444444,11.9326666667,35.2104444444,13.1928888889,43.0624444445,11.5267777778
592.46,11.3474444445,54.6922222222,42.2936666666,43.6057777778,10.1853333333,11.947,35.2896666667,13.2706666667,43.1578888889,11.5326666667
592.79,11.4282222222,54.8261111111,42.3501111111,43.6987777778,10.24,11.9927777778,35.404,13.3646666666,43.2835555556,11.6477777778
593.13,11.4485555556,54.8402222222,42.357,43.7541111111,10.2813333333,11.9924444444,35.4731111111,13.429,43.3427777778,11.697
593.47,11.4623333333,54.8776666667,42.3512222222,43.7486666667,10.3335555555,12.0394444445,35.4883333333,13.4754444444,43.336,11.716
593.80,11.4694444444,54.9374444444,42.3246666666,43.8246666667,10.325,12.0072222222,35.5318888889,13.5365555555,43.3818888889,11.7322222222
594.14,11.5053333333,55.1294444444,42.4044444444,43.9595555556,10.3917777778,12.0268888889,35.6411111111,13.6077777778,43.5081111111,11.8217777778
594.48,11.3498888889,54.9554444445,42.2507777778,43.823,10.271,11.8872222222,35.4774444444,13.5015555556,43.3888888889,11.6917777778
594.81,11.3236666667,54.9256666667,42.2275555556,43.8191111111,10.2387777778,11.8434444444,35.4811111111,13.434,43.3465555555,11.6461111111
595.15,11.315,54.9153333333,42.2035555555,43.808,10.2298888889,11.9302222222,35.546,13.4557777778,43.4168888889,11.7013333333
595.49,11.3378888889,54.875,42.1891111111,43.7947777778,10.2453333333,11.9354444444,35.5156666667,13.4902222222,43.4144444445,11.7053333333
595.82,11.3208888889,54.8371111111,42.1565555556,43.7953333333,10.2058888889,11.888,35.5183333333,13.4446666667,43.4165555556,11.6717777778
596.16,11.2527777778,54.7186666667,42.0686666667,43.6616666667,10.1433333333,11.8215555556,35.4572222222,13.3621111111,43.3147777778,11.6131111111
596.50,11.1825555555,54.6213333333,41.9763333333,43.5495555556,10.1127777778,11.7393333333,35.3272222222,13.2737777778,43.2154444445,11.5223333333
596.83,11.162,54.6048888889,41.9688888889,43.4404444445,10.092,11.7145555555,35.2714444444,13.2037777778,43.1725555555,11.4493333333
597.17,11.1307777778,54.6904444444,42.039,43.5161111111,10.0931111111,11.6925555555,35.3103333333,13.1962222222,43.229,11.4333333333
597.51,11.1443333333,54.8703333333,42.1235555555,43.5408888889,10.1291111111,11.7411111111,35.3805555556,13.1802222222,43.2841111111,11.463
597.84,11.0751111111,54.7798888889,42.1091111111,43.4654444444,10.0503333333,11.6444444444,35.2993333333,13.0622222222,43.214,11.3703333333
598.18,11.05,54.8995555556,42.1505555555,43.5251111111,10.0353333333,11.6266666666,35.3343333333,13.039,43.2585555556,11.3715555555
598.52,11.125,55.0056666667,42.2333333333,43.5998888889,10.0593333333,11.6781111111,35.4048888889,13.1037777778,43.3778888889,11.4046666667
598.85,11.1787777778,55.1195555556,42.3478888889,43.6874444444,10.0935555556,11.6878888889,35.4015555556,13.1243333333,43.4374444445,11.3937777778
599.19,11.172,55.0768888889,42.3095555556,43.6368888889,10.0854444444,11.6625555555,35.3796666667,13.0935555555,43.3331111111,11.3768888889
599.53,11.2092222222,55.1484444445,42.41,43.6565555556,10.1221111111,11.695,35.4436666667,13.1286666667,43.3715555556,11.4388888889
599.86,11.2944444444,55.2595555556,42.4183333333,43.7513333333,10.2072222222,11.7675555555,35.4871111111,13.177,43.3983333333,11.5274444444
600.20,11.3918888889,55.4428888889,42.536,43.8591111111,10.2756666667,11.8483333333,35.6007777778,13.279,43.4542222222,11.5814444445
600.53,11.378,55.4498888889,42.5193333334,43.9422222222,10.2237777778,11.8374444445,35.6188888889,13.3476666667,43.4703333333,11.559
600.87,11.4537777778,55.3583333333,42.4592222222,43.8422222222,10.2728888889,11.8773333333,35.5985555555,13.405,43.4751111111,11.6111111111
601.21,11.3791111111,55.1468888889,42.3168888889,43.662,10.1791111111,11.842,35.4884444444,13.348,43.3837777778,11.5384444444
601.54,11.3743333333,55.1432222222,42.2444444444,43.5985555555,10.2027777778,11.8755555556,35.4787777778,13.4187777778,43.376,11.5314444444
601.88,11.491,55.1425555555,42.2558888889,43.5881111111,10.3336666667,12.0443333333,35.5664444444,13.5458888889,43.3878888889,11.6346666667
602.21,11.4013333333,55.029,42.2088888889,43.512,10.2938888889,12.0005555556,35.5167777778,13.488,43.2861111111,11.5894444444
602.55,11.3884444444,55.0704444444,42.185,43.53,10.2925555555,11.9785555556,35.5265555556,13.5102222222,43.2778888889,11.6305555556
602.88,11.3722222222,55.1083333333,42.1513333333,43.5257777778,10.2516666667,11.9067777778,35.4856666666,13.452,43.2897777778,11.5955555556
603.22,11.3056666667,55.0243333333,42.0237777778,43.4225555555,10.2037777778,11.8537777778,35.3795555556,13.4086666667,43.2305555556,11.5202222222
603.56,11.223,55.0093333333,42.0327777778,43.4252222222,10.1417777778,11.7702222222,35.3357777778,13.3498888889,43.2444444444,11.4403333333
603.89,11.1724444444,54.9788888889,42.0064444444,43.4424444445,10.1036666667,11.7236666667,35.3071111111,13.31,43.2881111111,11.3835555556
604.23,11.1685555555,54.983,41.9991111111,43.4191111111,10.1567777778,11.7377777778,35.3066666667,13.2895555556,43.2654444445,11.4081111111
604.56,11.187,55.0201111111,42.0362222222,43.482,10.1735555555,11.7618888889,35.2944444444,13.3126666667,43.2413333333,11.4552222222
604.90,11.2575555555,55.0667777778,42.1128888889,43.5195555556,10.2511111111,11.8162222222,35.3258888889,13.3776666667,43.2873333333,11.4866666667
605.23,11.4066666667,55.1796666667,42.2383333333,43.6616666667,10.3688888889,11.9404444444,35.409,13.4512222222,43.3861111111,11.6181111111
605.57,11.3807777778,55.2038888889,42.2441111111,43.6921111111,10.3313333333,11.905,35.3886666667,13.3768888889,43.453,11.5881111111
605.90,11.4352222222,55.3036666667,42.2842222222,43.8073333333,10.3575555556,11.912,35.4481111111,13.4091111111,43.5274444444,11.5877777778
606.24,11.4325555556,55.2466666667,42.2886666667,43.834,10.3663333333,11.8994444444,35.4428888889,13.3463333333,43.5063333333,11.5575555556
606.58,11.5505555556,55.3362222222,42.4105555556,43.9426666667,10.4792222222,12.0241111111,35.5711111111,13.4865555556,43.6145555556,11.664
606.91,11.6181111111,55.4564444444,42.5106666667,44.1072222222,10.5932222222,12.1441111111,35.6832222222,13.5527777778,43.7081111111,11.7367777778
607.25,11.6127777778,55.4418888889,42.5244444444,44.0835555556,10.5964444445,12.1551111111,35.6913333333,13.5534444444,43.7158888889,11.7492222222
607.58,11.6353333333,55.4128888889,42.4917777778,44.0398888889,10.581,12.1982222222,35.677,13.5518888889,43.6548888889,11.7845555556
607.92,11.6483333333,55.3794444445,42.4376666667,43.9604444444,10.578,12.1908888889,35.6098888889,13.5354444445,43.5893333333,11.8096666666
608.25,11.6061111111,55.429,42.4437777778,43.9687777778,10.5353333333,12.1543333333,35.6467777778,13.4857777778,43.634,11.7596666666
608.59,11.6306666667,55.5112222222,42.507,44.0964444444,10.5473333333,12.1542222222,35.6815555555,13.4914444444,43.6744444445,11.8177777778
608.92,11.5624444444,55.4225555556,42.458,43.9923333333,10.4785555556,12.1184444445,35.6552222222,13.4591111111,43.6211111111,11.7642222222
609.26,11.5986666667,55.442,42.4893333333,44.0003333333,10.4791111111,12.1332222222,35.6487777778,13.4946666667,43.5792222222,11.7857777778
609.59,11.6475555556,55.3563333333,42.4722222222,43.9126666667,10.5358888889,12.1725555555,35.6146666667,13.5447777778,43.5377777778,11.8393333333
609.93,11.7048888889,55.3464444444,42.518,43.89,10.5714444445,12.2653333333,35.6261111111,13.6015555556,43.5548888889,11.9016666667
610.26,11.6471111111,55.2807777778,42.5001111111,43.8533333333,10.5152222222,12.1975555555,35.5372222222,13.488,43.5564444445,11.8344444444
610.60,11.6195555556,55.2787777778,42.5103333333,43.8443333333,10.4665555556,12.1301111111,35.4703333333,13.4256666667,43.5513333333,11.8464444444
610.93,11.704,55.3532222222,42.5633333333,43.8594444444,10.5036666667,12.2035555556,35.4883333333,13.4551111111,43.6092222222,11.923
611.27,11.8151111111,55.401,42.7167777778,43.9634444445,10.6443333333,12.3184444444,35.5427777778,13.5693333333,43.719,12.0761111111
611.60,11.8658888889,55.4895555556,42.8631111111,44.1406666667,10.6938888889,12.3458888889,35.6264444444,13.5813333333,43.8684444445,12.1381111111
611.93,11.8933333334,55.5311111111,42.9172222222,44.186,10.7302222222,12.3836666667,35.603,13.6087777778,43.9036666667,12.1761111111
612.27,11.9108888889,55.4835555556,42.8716666666,44.1291111111,10.7481111111,12.4161111111,35.5991111111,13.6096666667,43.8855555555,12.1913333333
612.60,12.0204444445,55.6906666667,43.0222222222,44.3051111111,10.8563333334,12.4893333333,35.694,13.694,44.067,12.2884444445
612.94,12.0896666667,55.6901111111,43.0672222222,44.3183333333,10.902,12.5322222222,35.6775555556,13.7004444444,44.1372222222,12.3435555555
613.27,12.0368888889,55.8085555556,43.15,44.4038888889,10.8296666667,12.5402222222,35.6346666667,13.6178888889,44.1775555556,12.3175555555
613.61,11.975,55.8153333333,43.0926666667,44.3313333333,10.7855555556,12.4436666667,35.6032222222,13.5355555555,44.1494444444,12.2627777778
613.94,12.0027777778,55.855,43.0975555556,44.335,10.8054444444,12.5132222222,35.5876666667,13.5983333333,44.1476666667,12.3352222222
614.28,12.1046666667,55.9333333334,43.2134444445,44.4355555556,10.8963333333,12.6038888889,35.6703333333,13.6714444445,44.2431111111,12.362
614.61,12.2335555555,55.9996666667,43.341,44.5852222222,11.0184444445,12.735,35.7563333333,13.7728888889,44.3092222222,12.4778888889
614.94,12.1172222222,55.9976666666,43.291,44.5552222222,10.914,12.6737777778,35.7555555556,13.6907777778,44.2697777778,12.3761111111
615.28,12.0717777778,56.0048888889,43.2838888889,44.5005555556,10.8947777778,12.6988888889,35.7434444444,13.6871111111,44.298,12.3912222222
615.61,12.0774444444,55.997,43.3341111111,44.5006666667,10.883,12.7406666667,35.7868888889,13.6573333333,44.3095555556,12.4146666667
615.95,11.966,55.8973333333,43.2551111111,44.4093333333,10.7553333333,12.6525555555,35.6694444445,13.5398888889,44.2498888889,12.3098888889
616.28,11.897,55.7974444445,43.1792222222,44.3517777778,10.6615555555,12.6201111111,35.596,13.473,44.1905555556,12.2586666666
616.61,11.8951111111,55.8872222222,43.26,44.4174444444,10.7153333333,12.6708888889,35.7126666667,13.5405555556,44.2643333333,12.2863333333
616.95,11.9128888889,55.8477777778,43.1927777778,44.347,10.7493333333,12.6465555556,35.7243333333,13.5672222222,44.2792222222,12.3481111111
617.28,11.9712222222,55.9418888889,43.3147777778,44.4732222222,10.7683333333,12.706,35.7603333334,13.6533333334,44.3042222222,12.4123333333
617.62,11.9514444444,55.9813333333,43.3072222222,44.5376666667,10.761,12.6182222222,35.8287777778,13.5868888889,44.2758888889,12.3667777778
617.95,11.9304444444,55.8801111111,43.1767777778,44.4511111111,10.7084444444,12.5877777778,35.7782222222,13.556,44.1702222222,12.3888888889
618.28,11.8363333333,55.8785555556,43.1422222222,44.4593333333,10.6437777778,12.564,35.8138888889,13.5294444445,44.087,12.3351111111
618.62,11.8074444444,55.9091111111,43.1432222222,44.3763333333,10.5864444445,12.5083333333,35.7257777778,13.4688888889,44.0572222222,12.3273333333
618.95,11.8666666667,55.881,43.1016666667,44.4445555556,10.609,12.5424444444,35.8298888889,13.5261111111,43.9902222222,12.3881111111
619.28,11.9115555555,55.8811111111,43.0448888889,44.4454444444,10.6411111111,12.5705555556,35.8036666667,13.5486666666,43.94,12.4375555556
619.62,12.0294444444,56.0761111111,43.1663333333,44.6192222222,10.7521111111,12.6693333333,35.9787777778,13.6578888889,44.061,12.5762222222
619.95,12.0128888889,55.9928888889,43.1715555555,44.568,10.8001111111,12.6602222222,36.0065555555,13.655,43.9968888889,12.6525555556
620.28,11.9962222222,56.0322222222,43.1442222222,44.5663333333,10.8065555555,12.664,35.9945555555,13.656,43.9706666667,12.6978888889
620.62,12.0451111111,56.0747777778,43.1555555555,44.5602222222,10.8662222222,12.7217777778,36.0251111111,13.6823333333,43.9812222222,12.7163333333
620.95,12.0122222222,56.016,43.0734444444,44.5302222222,10.9017777778,12.742,36.0117777778,13.6648888889,44.0095555556,12.757
621.28,11.9565555556,55.8246666667,42.9541111111,44.3493333333,10.8115555556,12.7725555555,35.8298888889,13.6573333333,43.9412222222,12.7708888889
621.62,11.9871111111,55.8914444444,43.1246666667,44.4073333333,10.887,12.8572222222,35.8953333333,13.7275555555,44.0045555556,12.8162222222
621.95,12.0082222222,55.9603333333,43.1491111111,44.4147777778,10.9148888889,12.8394444444,35.8796666667,13.7348888889,44.0808888889,12.8893333333
622.28,12.006,55.7675555556,43.0346666667,44.3354444444,10.9076666667,12.8225555556,35.8517777778,13.769,43.9754444444,12.9314444445
622.62,11.9706666667,55.7242222222,42.9891111111,44.2186666667,10.8825555556,12.7874444444,35.7253333333,13.7308888889,43.9563333333,12.902
622.95,11.9876666666,55.8284444444,43.0694444444,44.2437777778,10.922,12.7705555556,35.8508888889,13.8197777778,44.0704444444,12.9425555556
623.28,11.9701111111,55.8086666666,43.0472222222,44.1555555556,10.9126666666,12.7537777778,35.8575555556,13.8138888889,43.996,12.9576666667
623.62,11.9818888889,55.8513333333,42.9783333333,44.1234444444,10.8883333333,12.7573333333,35.828,13.7808888889,43.9657777778,12.9451111111
623.95,11.904,55.7716666667,42.9458888889,44.0634444444,10.8001111111,12.697,35.8068888889,13.7235555556,43.9074444445,12.8984444444
624.28,11.8617777778,55.8812222222,42.9846666667,44.1161111111,10.8064444445,12.7254444444,35.8988888889,13.7202222222,43.958,12.9298888889
624.62,11.8006666667,55.9004444445,42.9906666666,44.1103333333,10.7467777778,12.6517777778,35.9084444444,13.6561111111,43.9707777778,12.8758888889
624.95,11.8617777778,55.9734444444,43.0606666667,44.2381111111,10.8595555556,12.7863333333,36.0796666667,13.7575555555,44.0246666667,12.9857777778
625.28,11.8702222222,55.8894444444,42.9092222222,44.1505555556,10.7994444445,12.7505555555,36.0554444444,13.7947777778,44.0201111111,12.9921111111
625.61,11.8435555556,55.6535555556,42.7302222222,43.9923333333,10.7353333333,12.7343333333,35.9283333334,13.7706666667,43.8935555556,12.9183333333
625.95,11.827,55.7232222222,42.7373333333,44.0405555556,10.7508888889,12.7432222222,35.9546666667,13.764,43.914,12.8902222222
626.28,11.8247777778,55.779,42.7623333333,44.1194444445,10.7076666667,12.7317777778,35.9852222222,13.7654444445,43.9223333333,12.8838888889
626.61,11.7897777778,55.6327777778,42.6614444445,44.053,10.654,12.6913333333,35.8722222222,13.6718888889,43.7493333333,12.8072222222
626.94,11.7708888889,55.6301111111,42.713,44.0884444445,10.7143333333,12.699,35.8422222222,13.6735555556,43.7524444444,12.8392222222
627.28,11.762,55.6632222222,42.7897777778,44.1991111111,10.6672222222,12.7046666666,35.9297777778,13.7472222222,43.8138888889,12.8176666667
627.61,11.84,55.6695555556,42.8104444444,44.2835555555,10.731,12.7423333333,35.9652222222,13.807,43.8528888889,12.8788888889
627.94,11.7437777778,55.5628888889,42.7311111111,44.2361111111,10.6088888889,12.6013333333,35.8535555556,13.7452222222,43.743,12.8145555555
628.27,11.7036666667,55.504,42.6763333333,44.2092222222,10.5531111111,12.5556666667,35.7757777778,13.6874444445,43.6385555556,12.7866666667
628.61,11.6774444444,55.6031111111,42.7624444445,44.2765555556,10.501,12.4674444444,35.752,13.6665555556,43.6671111111,12.7724444444
628.94,11.623,55.676,42.7724444445,44.333,10.4947777778,12.4136666667,35.7351111111,13.6,43.6188888889,12.792
629.27,11.661,55.7965555556,42.8942222222,44.4463333333,10.5746666667,12.4501111111,35.8473333333,13.6788888889,43.6805555555,12.8951111111
629.60,11.6791111111,55.8158888889,42.8518888889,44.4252222222,10.534,12.4487777778,35.8857777778,13.6371111111,43.6827777778,12.8846666667
629.94,11.7201111111,55.7622222222,42.8972222222,44.4203333333,10.5917777778,12.4842222222,35.8914444445,13.7015555556,43.6823333333,12.9496666667
630.27,11.7532222222,55.788,42.9305555556,44.4745555556,10.5762222222,12.5433333333,35.9677777778,13.7661111111,43.7578888889,13.0471111111
630.60,11.7108888889,55.7231111111,42.7906666667,44.4796666667,10.4751111111,12.4936666667,35.9248888889,13.7265555556,43.7504444445,13.0057777778
630.93,11.6866666666,55.6815555556,42.7321111111,44.3522222222,10.477,12.4523333333,35.8315555556,13.7047777778,43.6766666667,13.003
631.26,11.6136666667,55.5912222222,42.674,44.2521111111,10.4423333333,12.3955555556,35.7223333333,13.6827777778,43.591,12.9532222222
631.60,11.7781111111,55.5681111111,42.6853333333,44.2701111111,10.5518888889,12.5775555556,35.8097777778,13.821,43.637,13.0815555556
631.93,11.8656666667,55.6206666666,42.7177777778,44.3405555556,10.5846666666,12.6184444444,35.8388888889,13.9634444444,43.7295555555,13.1117777778
632.26,11.9458888889,55.5573333333,42.6788888889,44.3292222222,10.6863333333,12.6982222222,35.9035555556,14.0314444444,43.7705555556,13.1413333333
632.59,11.953,55.5274444444,42.7266666667,44.3046666666,10.6504444445,12.7581111111,35.962,14.0066666667,43.782,13.1092222222
632.92,11.976,55.5982222222,42.7342222222,44.3278888889,10.596,12.6755555556,35.9557777778,13.9378888889,43.8042222222,13.033
633.26,12.0298888889,55.7256666667,42.8692222222,44.496,10.6842222222,12.734,36.0228888889,14.0563333333,43.9407777778,13.1218888889
633.59,12.0111111111,55.7691111111,42.8627777778,44.5438888889,10.6615555556,12.7133333333,36.0773333333,14.0247777778,43.987,13.0934444445
633.92,11.938,55.774,42.9015555556,44.5875555556,10.6808888889,12.652,36.0595555555,13.9883333334,44.074,13.0361111111
634.25,12.0771111111,55.8903333333,43.0815555556,44.6995555556,10.7997777778,12.78,36.2134444445,14.1301111111,44.2102222222,13.1416666667
634.58,12.0872222222,55.932,43.086,44.7654444444,10.8594444444,12.839,36.2523333333,14.161,44.2403333333,13.1771111111
634.91,12.1462222222,56.1097777778,43.202,44.9585555556,10.9007777778,12.9166666667,36.4284444444,14.2453333333,44.3653333333,13.2884444444
635.25,12.1166666667,56.2877777778,43.3373333333,45.1174444444,10.918,12.8485555556,36.5075555556,14.2437777778,44.5014444444,13.2777777778
635.58,12.0866666666,56.2334444444,43.3261111111,45.1008888889,10.9514444444,12.8355555555,36.5001111111,14.1845555555,44.4494444444,13.2883333333
635.91,12.0984444444,56.2954444445,43.3171111111,45.1404444445,10.9156666667,12.801,36.534,14.1592222222,44.4338888889,13.2511111111
636.24,12.1997777778,56.4211111111,43.4365555556,45.2835555556,10.9655555556,12.8208888889,36.5576666667,14.2684444444,44.5441111111,13.2988888889
636.57,12.1087777778,56.4097777778,43.4187777778,45.2436666667,10.9741111111,12.9037777778,36.6035555556,14.2972222222,44.5576666667,13.3222222222
636.90,12.0872222222,56.2467777778,43.4024444445,45.1214444444,10.9494444444,12.9251111111,36.59,14.2717777778,44.498,13.339
637.23,12.1128888889,56.3257777778,43.4635555556,45.1604444445,11.0114444445,13.015,36.64,14.3313333333,44.5474444444,13.3463333333
637.56,12.1495555556,56.3953333333,43.4282222222,45.1316666667,10.9977777778,12.9995555555,36.6028888889,14.3896666667,44.4847777778,13.3308888889
637.90,12.1001111111,56.4418888889,43.4246666667,45.119,10.9834444444,12.9056666666,36.5658888889,14.3595555556,44.456,13.2588888889
638.23,12.1572222222,56.4456666667,43.4643333333,45.1902222222,11.0186666667,12.911,36.5781111111,14.3918888889,44.5287777778,13.3155555555
638.56,12.192,56.3724444444,43.3588888889,45.0791111111,11.0645555555,12.9175555555,36.5504444444,14.3457777778,44.5225555556,13.2975555555
638.89,12.2311111111,56.2775555556,43.2771111111,45.0186666667,11.1264444444,12.9533333333,36.4788888889,14.3616666667,44.5035555556,13.322
639.22,12.2495555556,56.306,43.2283333333,44.964,11.141,12.958,36.4202222222,14.4183333333,44.4971111111,13.3001111111
639.55,12.2102222222,56.4217777778,43.3114444444,44.9358888889,11.1377777778,12.9804444444,36.4098888889,14.4022222222,44.5317777778,13.3422222222
639.88,12.1538888889,56.3846666666,43.2847777778,44.9222222222,11.1493333333,12.9917777778,36.4032222222,14.3945555556,44.5378888889,13.2716666667
640.21,12.2884444445,56.3907777778,43.339,45.0996666667,11.2426666667,13.0615555556,36.4538888889,14.4835555555,44.617,13.311
640.54,12.3551111111,56.6473333333,43.4432222222,45.3198888889,11.3071111111,13.0971111111,36.5393333333,14.589,44.7652222222,13.2733333333
640.87,12.4667777778,56.8092222222,43.5392222222,45.435,11.3883333333,13.1443333333,36.6253333333,14.6143333333,44.8284444444,13.3211111111
641.20,12.4232222222,56.7842222222,43.5201111111,45.4713333333,11.3318888889,13.1434444445,36.6198888889,14.5208888889,44.8384444444,13.2923333333
641.53,12.4656666667,56.773,43.4986666667,45.4535555556,11.4022222222,13.2122222222,36.6286666667,14.5268888889,44.843,13.3767777778
641.87,12.476,56.8681111111,43.5292222222,45.5778888889,11.3933333333,13.2043333333,36.6645555556,14.5024444444,44.931,13.3375555556
642.20,12.4298888889,56.8082222222,43.4544444444,45.5442222222,11.2695555555,13.0716666667,36.5212222222,14.4086666667,44.8457777778,13.1876666667
642.53,12.5493333333,56.8807777778,43.5685555556,45.621,11.2798888889,13.2231111111,36.6285555556,14.5246666667,44.9256666666,13.2577777778
642.86,12.71,57.0766666667,43.7971111111,45.9318888889,11.422,13.4122222222,36.9154444444,14.6571111111,45.1883333333,13.4202222222
